race,birth_year,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
African American,95,Female,16.54417476208032,18.053325381036743,-173.60276745416044,D,121.10233451978551,A,111.36159536933967,59.19993336201954,D,E,-102.20909999556571,-4.6288782636400505,-104.61659634396926,176.2346979519912,B,-39.28775942648807,0
Black,69,Non-binary,-40.05188420997445,-153.18342483961683,125.09060504588676,C,86.38009497548384,A,114.65885748136739,-76.21927201382394,D,E,-211.56656550047694,-114.72804856193028,-86.51732446495178,-133.88058418927753,B,-11.071846796623436,0
Other,44,Female,161.55529701237637,69.01298867433661,127.58613865534996,E,11.848901668152394,D,47.82324170122727,-136.44291034714468,A,D,106.91333540610171,-0.253522272229252,132.35762952939086,-60.46205327542774,D,-63.72662566267895,0
Other,76,Other,13.206359208444812,-64.8831624063527,-142.773944438905,B,-89.32805602916571,C,11.267473633270244,-119.59720364934776,A,D,88.36699494302283,61.04939279464546,70.61790399140352,-112.55627742419547,B,89.13903894278347,1
Other,28,Male,-23.74104039456274,-141.87130318242728,-14.846512071419674,C,-5.439731343141592,E,-238.40102518873798,-34.739601834059016,B,B,54.402998923900455,75.88903571660396,63.12001269979112,-38.22554875219637,C,118.81235775669214,1
White,29,F,187.64667278643276,-151.07271678945037,26.416584722536673,B,10.570502635014968,A,-25.129197129285053,-17.77352064198729,D,A,-123.06123840081935,35.1937220827019,-96.66100388022525,25.263568902337823,A,-299.7511607646663,1
Other,60,F,-104.15076298093456,80.97917053773762,-31.559978460459497,A,-17.705971175506235,A,37.84701812193844,71.97550656335389,E,C,95.23324134339624,91.9746494620528,95.4096379987334,-113.06439112683404,C,-119.87449450319816,1
White,77,Other,-25.60997514705549,-124.99176873342816,208.38301856987508,B,-41.926707292468926,C,58.156198925654735,-38.814187769886324,A,C,173.95658167494832,144.62727774277639,61.74746458943885,-132.75128376422415,D,145.20980070360338,1
White,37,Non-binary,-69.34248208165313,-108.2800746704968,-72.60151576576673,E,-111.76173446308704,D,-32.22519637140033,23.162301275959514,E,B,-10.519055332709103,96.57134226336274,-164.95025772054802,12.882694766345567,D,-57.82998042339725,0
White,71,Female,23.421618546812034,64.54339457054786,145.63905496882026,E,198.4297141471703,B,-129.0729216425145,110.19530636992623,C,D,-7.743640779421264,199.83887772689758,-38.54606510211335,-140.70332932735937,A,2.6202173518373217,1
Other,85,Non-binary,-42.1112326966398,42.16775680512091,-54.81214358627711,E,52.160150886581626,D,101.14787863195929,80.09086841926488,E,B,18.06270662840912,-41.344849873535324,61.38592621468452,-48.01957835734829,D,45.23556132301559,1
Hispanic,97,Male,63.1128291658428,16.36466414363377,148.88568241825314,E,-99.45658413466158,A,35.010933450645496,22.821978300630892,B,A,-92.81981402824596,-110.63032570040441,55.28179867099748,209.00365575004378,E,5.179625807227885,0
Hispanic,56,M,-20.626186476935757,-22.402507285490017,48.45996451084245,A,37.43449259669597,A,-113.85931240779854,29.06366745297647,D,D,75.86352803512312,53.4424838536095,-135.15284015938735,60.16394859741371,C,36.844470444638986,1
Asian,85,Male,178.33399132786454,48.38454858517103,-43.96577516288326,E,-39.60650018928936,C,66.64736930999449,52.05137233279219,E,A,48.33095894718732,-113.07728141940206,113.73529647460899,200.14176340961686,E,-3.9159389881554403,0
Asian,85,Female,76.75537599427311,151.01850021966288,48.322249179384855,D,32.887967357615054,E,44.41294460740563,34.588453885709775,B,D,7.639232207195355,197.5476035216089,-162.06268659716693,136.93242741634822,D,-86.76840111268307,1
Asian,93,M,-123.24258536549031,-106.84653902926094,5.989956906216568,C,227.35619138299663,E,200.27284042110415,-0.5782185178428414,B,E,24.799677862779795,10.080032972489082,-150.81086126227595,45.99230677067285,E,25.976330591391456,1
Hispanic,71,M,216.49423354679644,96.56566516936212,-93.2068084513961,E,26.665736777093407,B,-101.03268846299858,39.55609334368812,C,C,22.939338053324207,18.041079336347096,-97.9071910192767,214.4469891949043,E,-76.1436179795477,0
Other,75,Other,37.184160040759245,-25.515901743558555,13.905773056731508,B,-185.25868090173992,A,66.8307769022556,140.6382129365557,B,D,5.998395305912234,61.856679379832805,-55.64522890513363,46.55362100371337,B,138.59829267325003,1
Asian,97,Male,3.02517492472451,26.824546717932957,98.63434995199808,A,35.20401133954641,D,-122.0517435509382,-50.34622301053734,C,D,30.35712924715292,-43.05470634143557,-83.59932914529452,43.46059669611056,A,31.339841192952377,1
Hispanic,37,Non-binary,101.56509298857532,138.65341149462404,34.066993305772506,D,228.78116945549166,E,-169.1279025062738,-74.95691715978168,A,D,-92.57801248179295,197.40540534480664,-23.238032849866247,70.59499461040387,A,-57.05960828745875,0
African American,98,Other,20.273527249704753,-140.0579940635919,-93.37145374171605,E,-25.112277034107482,A,60.457093619405576,-31.795534623094007,A,E,-61.55176100272243,146.22501813127565,-88.94298628311063,229.9264192654205,D,211.24809112316015,1
Asian,44,Other,72.6713094236797,-3.317904480063663,134.00574312516147,C,-20.085269918806652,E,-102.72637714673338,207.88130378111856,D,B,64.07334182579548,17.59574157886262,-84.50441954899442,106.07685155726926,E,-68.56158553975064,1
Hispanic,25,Male,95.82986266235868,67.08990962223545,95.21058834251909,B,15.94240641818199,C,71.65480492392643,5.304870822597811,C,D,-105.156479232774,16.37755256110419,104.63161663297296,-26.827990590954897,A,31.52041619685866,1
African American,50,Non-binary,27.303999312041245,25.125279415638875,-85.37716464621424,B,-147.74565885220815,E,-7.815980975342784,-83.13448197780608,C,C,67.47217698181541,-72.87922114912199,148.28432364161105,-90.86965066145224,D,45.76101437427563,1
African American,30,Non-binary,150.07341369219256,-114.15534437884737,-246.2972034041387,C,8.160447562991632,D,-172.90003962134506,-242.7015537841384,C,C,63.5170069697524,93.36329932257088,191.8892818638598,-71.78220672481926,A,180.69247213897003,0
Asian,43,Non-binary,-100.6296428329419,71.80800898621168,168.5574998942109,A,-143.63381460288463,C,85.0461332728258,8.187256044282723,C,B,83.91437997676374,-170.79456830885061,-122.21933378336716,103.17297233168235,B,85.5484533355739,0
Asian,43,Male,9.006235565118212,-61.84158654006042,32.810514589904,A,95.94113933807085,C,-58.7712845960636,225.91491877635627,A,C,158.83905119245176,65.9745808956661,-179.09966847264036,-108.56317460857538,A,-35.60570469125758,0
Asian,71,Non-binary,-92.47352603401715,-147.95627604810207,-116.18188379492673,E,73.8731167099141,B,-123.80693734574957,-101.70608037310325,B,E,-230.4899787052178,5.311670972008384,-102.19993723578168,-62.5851484527832,C,31.009214777646804,0
African American,92,M,131.69669711495368,107.92117096621145,-48.160529521633066,E,-8.948016456947915,B,3.165782558720588,-135.06627440539827,D,D,60.11993477917412,-156.41606240920126,-171.82157837877364,-174.23152977955826,D,-97.65008603173231,0
Black,86,Other,-48.12279665760694,-71.42793932949849,87.47601529157086,E,-18.311136462692538,B,46.330579924309525,152.87442108040239,C,A,21.07538473571696,-12.289187776306706,166.90544842143188,-25.637776347062307,B,97.2540417500172,0
African American,56,F,35.518986420731316,-76.18228593926916,-128.89386856901731,C,-166.44655320430016,E,197.98938406001213,58.11268437105901,A,C,233.731784055923,-44.59722114888818,-164.30694227715267,-106.34518331592675,D,-22.58712679086409,1
Asian,58,Non-binary,-100.70663318455921,-24.648002611001623,340.70729985260107,D,189.6185566787411,A,99.03415931016113,87.29727231352705,C,C,-200.18528608828157,46.79424571658172,-100.28615067570104,-22.87278236222847,D,79.72253526539596,0
White,81,F,13.510319753027641,-11.547663487659316,-81.75971704101445,D,-10.928905682862409,A,9.29030093071415,-1.772512419493067,C,A,129.7284158973132,87.65829082097575,-121.25810148258236,99.45597774960855,D,-114.1728581458621,1
White,87,Male,101.49728852807178,-106.14828204193975,45.50053807354956,E,4.048660370809801,D,-96.5857967191986,-77.9734756226792,A,C,1.0067909266023074,-124.8475164726264,-30.244807994407243,-34.16050688566874,A,34.36782849952924,1
Black,55,Female,-21.263806486750532,-79.04465189916114,21.81565747582069,B,-311.665592961057,C,120.58424131274275,116.49436984994139,A,A,-52.126810697420424,280.21949049099896,4.871625547278679,-2.99726085524305,C,-27.585713319410644,0
White,94,F,13.683613268556286,55.01751631272028,12.681074943502235,C,-39.86329259180463,C,25.028905595576973,-27.36633394985608,B,A,-225.74754470050723,67.06324502500316,-94.87683087539631,93.47232862517802,D,-28.839292289718927,1
Asian,33,Female,-182.3300993693118,-152.79072532207041,154.67694887563684,D,88.48250923208855,C,-48.54128719876422,21.42691188478657,D,C,-100.42325649645065,-23.000749774255674,-153.13397525106973,7.190015555096033,B,-7.478593939456461,1
Hispanic,79,Non-binary,-67.44359740581392,34.82311599608861,-24.823320169280507,B,-25.353759126198856,D,86.89475541946598,1.5514877013387751,E,E,19.614714162160375,9.58990337763891,-154.09853182862042,25.300916256058837,A,-9.399616997188383,1
Hispanic,32,Other,33.6420789538728,189.64465006885334,-29.778716163262164,B,-172.9086912275256,E,-32.66451675848874,43.47252211475072,A,B,-204.0314658904462,88.3557282399097,-101.7603126503608,-27.980938140822158,C,24.954440310683488,1
White,23,M,37.976692936722955,-48.72355665706764,128.97722209830474,A,-3.4942006783796864,D,-4.490663252120336,135.79496917212853,D,D,112.08418866700167,55.96548779592821,145.45725505651953,135.21677733832013,E,79.48118152255738,0
Black,24,Male,-122.45039709935581,39.76175363379556,-149.2395944166534,D,1.7918988178633868,A,-158.65988450632443,-95.2608909561627,C,E,45.03272050101557,-17.960383416783724,83.6944701636653,142.46635132288682,B,-48.651272353012565,1
Black,92,Other,82.00395421711276,78.43968632123651,267.83109360562685,A,180.5211865578655,E,-47.06984350457474,-224.1338893167889,B,E,38.770524541210534,-114.59410508897476,47.640985027042305,-149.67176981777502,A,59.37060794156249,0
Hispanic,89,Female,-7.9566158786472805,-107.3717081567567,-33.5933705225409,C,57.19273315750173,C,40.28057729741158,-19.325012535543447,A,E,-121.3521353179845,41.36531853911712,-128.71521242835672,-62.50005434145458,A,-15.614587172298641,0
White,51,F,62.15416861855406,-97.6599770803805,-1.617203986550839,A,81.85878230558858,B,-13.643576741651342,157.40965876277028,D,C,-224.82669832608983,0.783851395136948,4.9335208676728906,31.49861157902938,E,101.49900275638385,1
White,47,Male,-158.44721376484932,16.815317510146354,170.75719612590638,E,-120.24855725099799,D,52.702488157315265,-37.927207899915665,A,B,-226.5091744004784,-19.896566732220148,-74.3169718027331,-179.0380881979616,D,-157.51389922742857,1
Asian,77,Female,-11.96078155036999,-215.30415190591964,13.761524711287226,E,113.64010962858275,A,128.36119035691468,-11.281362977267664,E,D,89.01053750502714,-56.073737747467526,15.965179662280404,-53.865396451129236,E,-0.7093849557396266,1
Other,55,Female,-213.45663424438115,-57.3776349248383,-23.934118655696743,E,69.87583086042964,B,143.4762763222988,-80.34673110362883,C,B,-165.6317122229674,81.20957044125329,36.487349636573654,106.52026705703143,C,118.82696006995461,1
Other,68,M,6.024250724058685,235.26260583697288,-30.095743164438883,E,-22.751210980854793,A,-37.56782570632246,77.71141323761454,D,B,-54.97466068618251,-139.7900984930405,-104.93490596806771,-94.15827651085526,C,142.20671624347645,0
African American,28,Non-binary,66.25437079935284,-117.46442538169046,28.9051392751485,E,-113.32389919670037,A,130.26044578375488,-236.6085026985208,C,C,-53.25357419906881,171.86766516793094,11.910913135239753,-79.56744301734727,D,2.147389713612625,1
Hispanic,32,Male,4.889347591723672,53.475427232257175,-8.655115663837279,A,-74.6657335756684,D,7.749116488624887,25.770837261101924,A,A,43.29344779013775,102.26906036860647,81.32080664858522,109.26765164667674,E,-25.106261137096357,1
African American,19,F,-33.66682795176939,-66.25130649324905,15.747532322768865,B,64.86175146345565,D,-3.4709689417223903,104.47029321028785,C,E,-82.59982482654134,-89.27578464637473,18.63877328619893,47.918391614466884,E,-30.244097532620106,0
African American,52,F,305.85747145320124,185.05114980220108,-56.49175805964156,C,-45.81676243960086,D,-23.038511893980857,-182.35856906334283,E,C,-33.95115136978071,24.727536650793475,118.51075641527775,-8.34504690296724,E,-31.09831123690718,0
Other,20,Non-binary,-16.576087111263053,-139.52039569856916,108.36605462442257,E,84.33120620492082,E,-81.09462103856808,133.89411315268046,B,A,7.7859215765709,49.81282522846985,177.06419731189277,-40.376394868301816,C,-14.872082878936666,1
Other,74,F,74.3134417880744,78.68091911582657,5.095864219690344,C,46.487758631639394,A,41.6709396105511,35.990196810715844,E,A,61.838024470945605,79.8128370266368,-134.21646266095166,-163.58296394925603,E,32.52505510563065,0
African American,40,Non-binary,-47.25425613690087,31.570925654601893,-126.67866918881488,B,0.3122022487929488,E,30.36666518345854,-4.474758086983243,D,A,21.54543217976077,49.651137112179846,66.19558474498281,-37.95025082426268,A,147.42336509084723,0
Hispanic,43,M,133.6867757778893,83.43113815501243,-297.29718347349325,A,8.944265715076574,E,-51.78747403160604,-21.189534703821423,B,B,-40.30451873727483,-0.8835633492376144,-47.34560597588215,24.67390892757578,C,-249.62310652499502,0
Other,87,Female,8.285815632321489,163.15159569988919,20.156470308552976,D,82.58260053332886,C,-6.716696759382207,28.790704579942144,A,E,-162.44659212584517,-49.33489089462601,174.38171329225815,202.39221253643916,A,-18.412016794013912,0
White,84,F,10.181778273238335,341.04208440478834,-43.697201145989006,C,-29.200534448239925,E,172.1432950678696,-39.014016358430474,E,D,6.074334470520056,177.05473211317818,-7.9027275759886955,34.112564848979545,C,-11.410106420554953,0
Asian,25,M,-24.80521432625349,-78.01635451367359,-42.587625385324465,B,-1.0184065665961088,A,115.51288848333844,-28.536431461751054,B,B,123.37518174902313,52.44068673974175,-28.203266479237186,-71.05023866877727,D,202.693522266394,1
White,43,M,-4.126183198580644,52.12896301455934,13.910509904389839,C,34.58450417574229,E,267.73598093593444,136.49394537257905,D,C,-90.12018208827749,80.26255369645666,129.9689708478497,246.3957780388586,D,-32.052336900436885,1
White,38,Other,46.97758763519479,-3.0042439851818488,197.85022133166936,B,-11.802010564792544,A,-49.69150548939073,194.98447891795618,C,A,-95.86452313409025,-36.27785956739833,15.28180823134713,298.86302088240495,D,1.2997793506131716,1
Black,94,F,135.81134390632224,80.70174542373717,86.35161268384725,B,47.218134083961374,B,-16.49612341471062,143.0255288280945,C,A,53.66482584083149,20.62835032596167,136.6082419258424,102.04855037362945,C,-93.6632919841585,0
African American,25,Male,-45.226821246854435,47.62545132403818,-1.026957667143418,C,-19.49673304918017,D,-39.06657631148956,4.696275112226048,D,D,34.84482791937479,-21.857651974342414,94.41314410979741,-107.96895759977663,E,-91.73731790779803,0
African American,87,F,121.03917585229189,16.712286526858026,-40.49286570025802,B,97.00238252093656,D,66.54059432666317,108.60956814802836,D,D,-115.72197024316415,232.24593896725,54.936324829403326,-11.034400509801769,A,73.27697171904988,0
Asian,53,F,-149.0204871532101,-96.59811034947758,-143.1235984440124,C,-29.14822724223594,E,-69.27337393182356,72.30688113319785,B,B,56.97985001675401,86.93358766403912,65.16866177385533,-148.48263999840444,B,-104.21637216584894,1
Other,81,M,10.091908150739396,43.4482999314459,38.33722789392721,D,54.404110096122295,C,-55.72439672475704,7.7919035213847225,C,C,-167.86337093942868,83.54823627377213,319.88729646977714,12.11846804703559,D,-236.3344253251949,1
White,94,M,85.34052637207161,124.51708155671619,67.24187464300326,E,-127.16203846238814,A,156.6499731327432,-17.893318544574257,A,C,1.2835647174520766,109.47806320691873,-218.85718929600353,152.6783133505255,E,-168.79638313425517,0
Asian,74,Female,-39.530171280706426,50.63353248148239,78.67666980668524,E,-65.28916488472663,E,38.147586660147425,-116.89662644332857,E,B,14.244677946382009,69.0146720823076,152.42376035163616,66.61414307453678,B,6.575679710936734,1
African American,53,M,-68.44426937389721,45.68855866651852,-76.4182431399493,E,-152.23929095165073,D,78.02687130504428,181.97873323884636,A,B,-188.2589932090385,103.63694279263751,11.253328478699643,191.0921863051624,E,17.337472955203413,0
Hispanic,50,Non-binary,-89.05567614070125,209.95567294944175,69.04886728375219,C,-151.63450874988584,E,-2.512172302933165,27.25904868913778,D,B,-6.16396548782614,-122.96665766240116,-5.972041825596824,84.5524195590428,C,16.717378993124445,1
African American,20,Non-binary,-138.00957607560977,115.53424084710487,-158.94990518107173,B,-17.888653107795037,B,100.16210983961705,-42.718299770142856,B,B,61.086767955414636,-177.52362541389874,64.06604156896803,-9.95500097602843,A,-88.10396924515815,0
Other,46,Female,151.7951089048362,29.688568173557194,206.88335421769648,E,-11.446447732607284,B,-96.88948879835742,-93.62365079903384,A,D,119.18192191044787,-226.9175607853737,-155.20795362563112,-128.08291719734072,B,-142.39960971370277,1
African American,61,M,61.69235061456144,64.36885360165398,39.678791947520985,B,-19.062885140249588,E,-111.40725232962696,36.16983159578972,C,A,-16.93304867361305,6.703662084997462,-22.173086440089527,77.32690848539028,E,-56.46562326427964,1
Other,89,Male,79.55339141906813,-199.0046095595837,-181.40354443239463,A,-43.843473030314826,B,18.529030711854713,11.923339863425213,E,E,105.95356809115894,73.64521831603962,-83.85500681404518,36.8485882119319,B,28.761588115591536,0
Asian,38,Other,41.86506401260507,-58.711886272422916,78.47791496862293,C,-56.886575586281175,B,-53.84736721151599,-33.75224659446304,D,B,22.82745940282594,-10.468209426583906,-3.0955447334864585,-134.60402641811487,B,-62.40512456705694,0
African American,94,Female,39.432981934459086,96.93516642276816,28.958774878891656,E,-100.56454743658875,B,70.0254244384786,123.11255387572248,D,D,97.43471755549965,-243.34800125982193,69.9446812238895,121.29926473915116,D,-43.438682250204536,1
Other,60,Male,-353.16473131827524,116.82218729745635,164.3512985127419,A,-74.34008922939348,D,37.55083873320933,75.96846305696053,C,C,17.856528520195518,-82.71796450524003,-54.03881175821537,-77.28686501069404,A,-76.18683830183744,1
Hispanic,28,Non-binary,118.14439434360115,73.47781784214044,145.71908985955687,C,99.33602173123649,E,-49.28991008106735,-82.93952893045886,D,E,-56.96378474090461,-25.209348968636764,181.37178940487794,-90.13913047787814,B,-161.75748041056363,0
Black,86,Female,72.40889990659714,41.31057285816347,-33.24829592137621,B,133.20797120122572,E,52.211427353033,-33.92163403923049,D,C,26.365907528523625,-42.511067481194885,203.9332012288876,1.1415420164369563,A,67.57577321574618,1
African American,73,M,-11.320905947382071,2.0791096406286713,-37.149883189623985,D,-91.90401536947455,D,-23.750443653961177,-88.12319209236729,C,A,41.954208503144805,-95.36135756969111,-21.791329311746406,95.6126515878595,A,-28.384461292483863,1
White,44,M,-51.49841890872898,114.51631630033414,28.180923880468946,C,102.88221149484305,E,-33.75320139866073,-0.1713967695687825,D,E,-63.71114206003101,-98.87653047280605,232.26829852541312,-17.909165080214017,A,-77.75639717932776,0
White,73,Non-binary,-103.43974231567321,66.56588502722086,65.86590174474793,B,28.51652868413365,B,21.147689158766077,-77.83032227169976,A,B,89.19242090323016,64.53088222328178,55.286964666769045,39.56012826439525,C,4.4317940185071825,0
Asian,20,Female,23.129638609892407,93.33184915695352,-173.15417538083776,A,-31.343767039650235,E,-74.47155132903742,59.428870329188186,A,C,60.921167051177164,-7.0867971190898285,264.9582886955239,-38.684942135266105,D,-115.78732995387477,1
Hispanic,18,Female,-41.183717271346524,62.8912228186413,8.486183064847078,D,104.22105626245882,D,126.72179179427788,-81.67785455925885,B,A,17.736602056668225,-174.0669682794738,-174.92236506712132,-160.53917572158187,A,-17.963559603764498,1
White,77,Other,94.24303708985079,141.02597454093012,-96.88501464272791,B,-162.8877541593414,B,-32.542958864159175,65.04759935305373,A,D,2.4646973335015714,113.30896267037932,-78.64652013298706,-101.34233834317865,B,125.65456369479473,1
Asian,88,Non-binary,-3.808920349779052,60.74466911072716,7.926309836732096,B,-71.71537548595583,B,51.10455471131817,-56.52966500816188,B,C,-12.931022148041974,-193.57473327410955,-198.40725954276985,-14.500834403426794,A,173.78912024252696,1
Asian,88,M,-23.895955003697587,39.294520580664084,-68.03767939655357,D,-2.5619626809156824,B,-25.57277885995557,-12.335360968530393,C,C,58.970065686009185,207.34538624069918,109.80390249020668,-105.74993120973942,C,-116.39223622613235,1
Other,66,Male,130.85333881897427,133.57442936187041,-113.82136666117756,E,-125.86834287760354,C,-198.40052915550766,321.61095881003433,D,C,3.77642550283648,-72.19353752458407,73.17943827799888,-58.9411142961305,A,106.72308601744382,0
Asian,70,M,22.772944337532707,25.17035293736963,44.11851635978564,C,-18.165175097634762,C,101.30851495606919,-211.05180383608823,E,E,33.17564027995083,5.301969582420561,-87.42978303443788,-109.83028739738113,A,96.73384229686062,1
Asian,47,F,31.19604888854091,119.5711776996131,22.723405649035882,D,-162.26506594298866,A,-82.40476205215002,125.98314631275571,D,E,-122.33978909495202,-56.42920649972293,-97.58416708446443,95.76572579741077,D,-99.90225284552801,0
Black,59,F,6.301352550398355,41.316137245567546,93.66842072097505,D,-85.43870747686545,E,13.755001227505215,70.40040733819302,B,E,-4.1580862593992896,95.04404637399041,208.26067424261976,121.88732640753994,E,-16.693535196779163,1
Hispanic,88,Male,55.037378782244254,-37.58451477712367,18.898627352282226,C,94.68399099358813,D,18.61756589700484,-45.36423137047488,D,D,-68.82323832936848,-153.1832098664624,139.92733089212618,28.87240045634245,B,82.81591852634114,0
African American,25,Male,75.619060453875,256.7882211303211,86.6328961287636,B,39.72738824694295,A,-54.87320583407539,151.5487670484275,D,B,77.0345766723179,24.323193452719668,49.6474151653777,-71.33605099435133,C,30.395161419135057,0
Black,54,Male,-38.23497494543206,-83.44997950384774,-95.77328252960534,E,4.412267233227302,E,-106.35765481595672,-19.80616049610217,C,E,145.89728690208926,-127.32632590826938,-62.92996813933992,-31.079599430496437,E,-119.78893835912743,0
Other,36,Male,-20.703132049148458,-8.388557018843953,-80.19400717804164,D,7.394454440864375,E,-82.5991520669529,-185.18074131224316,C,D,37.40059275249131,12.417573699442556,51.60752017031657,62.976419930745074,E,-119.80072007518913,1
Asian,67,Male,-14.55545386887675,0.6108829577059985,-42.03437388357975,B,96.22347461963395,C,114.04924543854176,-17.607226339446957,E,D,54.47520109014701,163.81491119503434,-92.57268203965991,-35.673431847373415,A,-69.81958106599619,0
Asian,94,F,32.53848850333181,151.25659363237196,154.77313571226804,B,-64.96864295802771,A,-138.8775832841524,35.98026791017725,A,D,191.5887803119665,107.82684754175082,-5.7541468199392005,222.32868379105878,C,72.69943925027658,1
Other,61,F,119.25505275415705,-3.792665922355651,27.927061171205754,E,36.568049500944305,B,32.26359567615548,5.68509568690652,C,B,-7.1760207108581175,-44.205408465305005,-202.93585259505105,-44.29537871850332,D,-56.20145837573837,0
Hispanic,72,Female,-90.53294187501811,-130.12663635129755,-138.50746001654673,A,87.14171480015453,A,138.0945916916475,-50.48935061449459,A,A,-14.8868995005831,95.14011576994695,164.46053941820614,99.89502510080834,E,241.83965484018097,0
Other,64,Male,-45.73083282251123,-60.02704179312924,-14.415648786954941,C,-105.09686825264215,D,149.88716020681727,-54.33941941498455,D,B,-111.02709927260399,-80.9472559838394,108.45183252501151,-105.19021474291563,D,-15.433912339943227,1
Hispanic,99,F,25.64735279382918,155.17012278520858,27.812726267537936,A,-27.4383174135019,E,185.7252888783821,49.54858733585741,A,E,25.468901557810625,-33.900724311762445,-64.30032223818925,-14.0035605475902,D,237.05371775335874,1
Black,58,Other,27.818478201023943,101.76677927322,-27.992292267669306,B,-155.69194007829645,A,63.230488407475896,-49.72797780158532,E,C,26.70003219762082,7.211949771197782,150.24811853768904,128.5690454324148,B,14.568410515631308,0
Asian,56,F,24.24743498385941,42.37505534111993,-47.82138010194274,C,5.563240676527455,E,60.38345938201463,-56.278612619190504,A,D,8.857848295257224,54.6228069416731,-83.79428991780658,238.83016444845336,A,-86.43394168001697,1
Other,79,Female,-100.27050809909174,-50.92379351329672,91.9097334681525,A,-23.25269600064171,D,132.1249635158605,3.4551589023344595,A,E,-17.93442460259143,99.55108810565063,-146.71718493813967,6.220423407894153,E,139.15211896486875,0
African American,21,Other,1.8639604264992702,-85.34233445519791,27.018486284763384,C,-174.14924132565108,A,-32.43721568132654,100.54626266330855,E,D,154.61610346275057,-40.58117213192269,-65.14274008749862,-125.45049746542428,E,-126.96147734058158,0
Asian,21,Male,-71.17424835877398,-16.465482265284155,-151.73443807061685,E,-49.46684757742531,B,108.36590323772629,-4.062409071635558,D,D,-3.037343384343023,86.8477404159119,-82.88309546992846,16.33886786731178,D,-80.96159954365253,0
Black,47,F,-81.12640890969153,16.134660119564533,-42.46547879448287,B,-18.61165058507222,A,45.41895454022204,-73.33852779183982,D,A,95.40452784900123,-155.49369556531377,34.51080542496434,72.84461908953483,D,-36.2093440176428,1
Hispanic,51,Non-binary,-5.707029261662388,193.52120471395557,-50.679807804786805,C,-126.05751093548699,C,-23.3189220297065,-107.24684858336988,B,B,33.11533105210525,-280.8823672000261,152.9084267815059,-65.51148624835986,A,-169.47619522309913,1
Asian,93,Other,-69.40435515820903,-50.669286248144196,117.04570870638722,A,-81.73951202246344,E,-95.22481158906152,-67.3021507100921,E,D,4.821241472666643,-221.60530495423015,-134.45174013186914,-41.05385872178542,D,-30.034152606853333,0
Black,32,Other,-47.31365516908064,-44.96693390187138,43.532107531634324,E,-8.61864738633162,A,-28.11085438082113,77.36149459616357,D,E,34.72772822275636,-38.1295623050493,11.559961944533667,80.94183097492109,A,-136.44116465461076,0
White,34,Other,34.88707228671926,-198.97419472750124,89.44676604164644,C,-29.179704749550677,B,114.10162023445984,169.7375844675765,C,D,9.290360549916622,56.81168078354178,149.5587202141532,-106.94771829865579,D,-2.93340912887513,1
Black,55,M,-127.78297138169201,190.59264056738576,-157.14129902281016,B,-41.95038029891296,E,-17.212554727934595,-100.35703775381606,E,E,24.70439631140392,154.96740082781542,-114.52168959937678,-43.107307908666606,D,-56.94649744380133,1
Asian,18,Other,4.046227573386088,-71.82991975315814,77.26976508614702,B,-10.354224369944776,C,-61.09995361870128,48.849258345487286,B,D,-85.13394869082853,-14.566091469010148,-104.66864752347766,-3.5193108681823766,B,-2.2850648846348838,1
Other,78,Female,-40.59871931192252,-87.81378782822948,93.89451959604509,B,-50.499628361681104,D,2.679359071122877,-9.450266870274609,C,D,-1.8022298619431103,127.03929550997903,-17.7296847775523,32.12471074723718,C,-37.49606202091664,1
Other,23,Non-binary,-29.95987562036857,-14.675734239525609,-137.38800218331048,E,-51.854238497239244,A,-122.72240391949597,-88.17214210298637,B,B,-126.44806111661997,-102.93947917861865,-62.11024426144272,-266.3392262788539,E,-116.9674526347981,0
Other,72,Female,37.79576148624268,-24.988105476340934,-65.50917009379728,D,-45.628944891262854,D,50.08860539104039,-69.73777996015524,E,D,-68.04340908718343,92.00347569127007,-182.5908689037899,-22.775654184281187,B,-118.89926106066157,0
Black,23,F,-38.23048012935582,9.768868813575793,18.21599705006024,E,106.99931918805727,E,-136.18844249017022,29.767462480644358,C,D,-134.43172755440466,-106.84690299853064,69.8599536585798,72.33605080150318,A,32.815373283293894,1
Other,46,Male,89.2021259721574,-17.949699715252393,67.96573468882305,C,68.65955886954043,E,79.50411240110617,57.14710567213205,E,E,70.26102001493902,-5.145642789622312,-137.24623717708687,-62.30774061574091,D,29.834455542729426,0
Black,54,Non-binary,92.7155525053036,78.55117961528559,-105.15802748625711,A,-233.9042109356667,A,-37.92479034562058,-50.47721550251796,D,C,-149.02888773472637,25.76180756030364,73.86892411540654,-39.318289250098495,A,15.576143122982419,0
White,22,F,-179.85578363719424,36.53726896134595,15.36444674911869,C,-1.829717094192476,A,-101.36380984292781,62.562580001624056,E,E,-46.53829941517616,110.26312790960134,-53.154233900056255,26.730329444299805,E,-40.692133557989685,1
Asian,38,M,87.95400643270219,63.88583846992123,-90.72509649774696,B,5.598642731904708,E,104.10792745770388,-59.96662245935903,B,B,-31.825040123383918,-92.88891911613788,-3.9758158429758854,-74.2301817849391,B,107.74124522668443,1
