ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
African American,-256.10439421835736,66.57584996342581,-189.22809481886827,B,B,E,-138.5429789642871,E,D,D,B,-94.66829114502082,-11.83935794248897,125.74261294091085,1
White,165.62387313891932,-48.795806432000504,-112.75954079015314,E,C,C,-184.77143508447537,C,A,E,C,-68.193380743835,111.43514950205588,-87.162379618436,0
Black,-9.192254244975931,-167.63459711591955,-5.171633530800301,C,C,B,-68.1663063216648,A,B,B,E,-94.97489099333353,-171.67648003223948,69.6277232519469,1
Other,-17.761000905239573,-138.83378151903244,96.50540947458023,A,B,D,87.40062294578023,A,E,C,B,-56.0078266058185,-66.35547116890298,-9.28613571514667,0
Black,125.38838794749545,61.671158519398276,46.367802193695596,A,E,B,74.7581407545863,B,D,A,C,-55.836804351478854,-231.23364875556277,-62.54571990727488,0
Black,-41.33624065846279,-73.59536368250997,65.12749066277135,A,A,B,85.53648270049653,A,A,E,A,-0.367324968376379,232.220554743405,-24.769054424410054,0
Asian,-168.911779757906,5.755012328606854,40.35375468285246,D,D,A,23.235130152967873,B,E,B,B,-61.332296951270884,44.81379388690801,-203.48994266187722,0
Asian,-98.18545636761412,166.24671817281703,103.26574458256354,C,D,B,9.635837801361163,A,C,C,A,140.13717457317185,96.51899041124197,10.358248416228594,0
Asian,-21.121728965812817,-180.82554412447632,91.313321647852,A,B,C,31.579018566418544,B,C,B,C,149.7989814857291,-24.396273979335923,-138.41976426851335,1
White,-138.8048749375733,-61.33790033657388,-86.98700179630683,B,D,A,-213.85501014627067,A,A,A,D,-89.19337752244749,30.96117341712148,-118.1825669770325,0
White,57.326732874577125,126.0804365629804,-9.552553409811727,E,C,E,-124.33563260960779,A,C,E,A,134.50740316795574,64.71366044826759,31.697983756257948,0
Other,183.94453520798945,80.68691415904836,47.86752481678215,E,B,C,76.7280995196231,C,A,D,A,-56.425238860826546,54.1819095879438,-104.25875272019007,1
White,-4.833479163660819,103.6056251525288,-20.711816018017913,D,B,B,-229.9785243946435,C,C,D,C,-245.34692711615355,-58.446008738012075,-50.608122689952296,0
Black,-126.52296050281018,179.71399684909346,-108.80388034402519,A,A,D,-92.3351197596061,B,C,A,B,-43.003375121928336,91.24627739632544,21.468952278134264,0
Other,54.830469972824936,-56.35666212812026,25.759526673711036,D,A,B,-113.60921514483238,A,B,E,D,-7.521109790966573,33.201786578727436,-117.93584355018953,0
Asian,-206.0032434981328,155.70806678677897,102.10552189842248,E,B,E,-78.72991983473338,D,C,C,C,26.61538658225234,-95.90202038516719,-150.85506012722658,1
Hispanic,-143.35108234453938,-79.4054599569339,-43.947649549516676,B,A,A,-46.90418330828497,B,B,B,A,68.53747872999429,119.47119381264841,113.55048507775172,1
Asian,61.338928562574814,167.42825600300014,15.559000591840633,E,D,B,-9.010710097907086,E,E,D,B,-120.90695611905092,149.67552220201264,99.60035666368944,1
White,-109.76101466404427,-104.17661434380739,58.08631697525941,A,B,A,-63.70245479598348,E,E,D,E,67.84366928526069,7.557828419027003,26.17918292644107,1
White,154.18254421849832,59.132515701294665,36.81252638744811,D,E,A,90.87771118564079,E,E,C,A,-129.9221091736498,89.43857119372356,114.06599748576119,1
Hispanic,27.769681066598473,-148.75346568021763,-201.88200114915796,B,E,E,50.70172535145905,C,C,B,D,109.93712854895821,-59.23631943713047,28.080770324682693,0
African American,119.45927898651567,23.460244329677266,1.313840469839372,C,D,C,-54.74427428512393,D,D,A,D,102.4411154227709,3.3897706868155146,273.9385494054218,0
Hispanic,228.58225959661755,177.1999902907232,-61.38546333031065,E,D,B,25.464844230944543,E,B,C,B,13.990661515736189,133.28782272414682,-127.47976050215821,0
Hispanic,-39.385242978270185,-84.62412947027632,-109.95072159472892,A,C,C,-103.42752540983244,E,B,A,D,-161.41600510443394,10.262656219818254,96.02896912544159,0
White,101.18916228994831,50.17045809234543,-24.953374173494545,B,E,A,103.06228686910555,E,E,B,B,-86.76552509574252,-24.8294603365311,-126.0201647814458,1
Asian,38.97458342800296,-25.236224929190143,-21.2874871937408,B,A,B,-106.21167305659709,C,C,A,A,58.38861080886403,-8.160433911179114,-70.65016116856931,0
Hispanic,77.04038514798273,-108.63912494127945,46.88497937730873,C,A,B,28.34668726487155,C,C,D,E,153.35881861298554,-17.733508330734786,-96.29238683579885,1
Black,-2.145968671280373,109.75120386394053,158.3876094068163,E,E,B,-84.8900762769554,C,B,A,B,-61.14243334381244,83.59045669161756,105.95661519244335,0
Asian,-82.1565313048594,1.3569978075985913,23.611415232882546,B,A,C,-34.18301746461971,C,C,A,A,-112.16539251773445,43.40372629375963,12.186555408501754,0
Asian,-115.27393353759881,14.993219713675215,-28.96997499771721,E,A,E,21.684750577955146,D,B,C,A,-103.59119041844329,-123.33027267502403,10.96704086592441,1
Other,16.518486754987453,123.96001794874745,-108.12241951989319,D,A,C,42.53808873246977,E,A,A,C,-206.1825382339299,18.717102620540874,221.0771962947383,1
African American,-166.45539802653056,44.13299999890411,-158.81595616110906,D,D,E,86.1208505518056,E,B,C,B,-102.08717681154668,-160.98977908134816,6.324797149811991,1
Other,221.37552020671518,-105.78658559971839,101.64395295982524,A,C,A,-90.87317104388805,D,E,A,A,64.64157049507645,-58.04125071258007,157.3993856743601,0
Black,13.91887173783936,-19.248914802751138,17.577504858815136,A,E,D,-29.428909170737167,C,D,D,A,-191.11990013561493,29.400578424596556,104.21877662265844,0
Black,67.68617603915453,-32.756095289076846,15.308026790761481,B,C,C,-88.41458803161679,C,D,A,C,211.7386605736957,105.97969026178792,-17.99197427718977,0
Asian,262.5671070884009,-86.92500826353772,8.624155116727314,E,E,A,102.02010146176448,B,E,A,D,170.2850699927235,-97.7987659850401,170.0282411813474,1
Other,9.849668947725243,136.08049397175517,21.383095858717596,A,A,C,-42.790244241942055,D,C,A,E,71.42738771265569,53.40025499415022,48.560271615108,0
Asian,-113.08435032088305,-40.96503358854765,26.477164580326917,D,E,A,-163.1019027209114,C,E,B,A,85.68775244866067,-71.0749199139089,-69.70443784352368,0
Other,46.536853190469884,247.1239389977168,-169.02930987067418,B,D,D,-104.25291356537771,C,B,C,A,56.94514037782557,-132.71418169075417,-58.96072656573711,1
Hispanic,-74.18379840192293,-51.60915783860766,87.11678894991324,A,C,C,-24.030836620267,A,D,E,B,-26.223557346201947,0.043492620466206555,-101.71957701276177,0
African American,-97.65363903411354,-80.63568160629248,-82.97211426124056,D,C,E,64.4393318200744,B,B,B,D,-40.19589399020997,4.162604748753602,-84.2898425724213,1
White,-62.45325390692237,-107.21448174312765,30.600191603149128,A,B,E,-20.847342798546563,B,E,D,B,-64.86650247321253,-28.015646915633518,10.020910622562942,0
Asian,49.627232865373635,87.310822704989,-55.258085422897594,E,B,B,-54.04891216199225,E,E,E,D,67.63332233412605,-31.12897543665829,-39.14803807867684,0
African American,-25.764264663407012,28.796985921450112,-86.93452492736952,B,C,D,17.444069238421143,B,A,C,A,108.7489027109014,-10.557701956215478,-201.03421415930006,0
Other,62.477304940988674,22.13459742056848,-122.27558706029171,D,A,D,-128.54273375068732,A,C,B,A,3.5381343503312026,101.49805528763561,51.20929173611829,1
Black,-87.96473583054204,28.94225560832374,-19.68025320056762,A,E,C,-7.807381185402831,E,E,D,D,295.5566947737075,61.97340317841484,-47.34771367004263,1
White,1.9177523579569935,6.234521184483051,-7.864707478666534,E,A,C,148.19300318959725,B,D,B,E,62.1266975093132,75.8022166569664,116.89164857634624,1
Black,67.12891210692487,-54.87502623123333,109.44375889185953,D,A,E,-127.65030557843806,C,B,D,E,-134.3174811595209,68.34326073027721,32.4042327177881,0
Black,-101.22842875318273,15.708268556039917,-39.11465252509259,A,C,B,-17.675131295488015,E,D,A,D,119.68405025136181,-218.35419157275317,20.76274331879808,0
White,-43.02752186486146,-186.95083895799326,-68.94729766992508,D,C,A,-73.65540781343249,C,A,A,B,-82.64101609253663,82.4569078205937,37.795426575658894,1
Asian,28.462296456829133,-6.59025554772111,40.98312401575666,B,C,E,6.474976112603584,E,D,C,B,-61.84512916226438,-105.25189239674701,18.59930110033215,1
African American,79.65832933163212,89.97087197431422,-214.19118360860145,C,E,C,202.77702362640687,A,D,A,E,117.66951395748539,22.08498352150387,-36.60026416680318,1
Asian,8.189179480422235,-59.733576249033625,-50.23336588233853,E,A,E,87.40683407849536,E,E,C,A,-110.50403666640976,-72.07861630596472,10.36394114767215,1
Black,-195.2859647163307,109.55541039414977,135.8806169530689,E,A,A,53.463624334939254,D,E,C,C,2.3970035707356545,-24.519959479639212,-254.4581245402783,0
Other,-46.71805267989683,-115.53773055289567,-156.15131497821716,B,B,A,32.96847169875667,A,D,E,D,-63.087573636484905,67.41040452612506,-89.35623501013285,1
Black,46.74912906742857,-19.344595624550102,122.2249513324426,A,B,D,-108.03132326832747,E,C,B,D,286.2180146530058,-228.27924282148206,-67.39194706210458,0
Black,-39.83800648812818,-30.88685176050005,-97.57695273428754,D,A,B,-84.5707877767531,E,C,A,A,41.31764901219725,-77.63261974463437,-94.32702358412453,0
Other,-9.649402017857424,-23.80574626937558,-12.655145280518843,B,A,A,129.3492962534551,C,D,C,A,37.85817515813206,180.50826896043614,89.28350989567036,1
African American,31.333158909985766,123.30817643826428,120.73614836479523,D,C,E,-200.43924010847581,B,B,B,D,170.7021731614858,301.5852218049778,27.938342927146365,1
Asian,-5.739562630604813,-81.34668019388039,-9.539605946035952,A,A,E,-126.03604955659333,B,D,B,D,61.154610917345295,156.76677363989913,-151.84602492149028,0
Black,-35.76205020022501,39.53085683244162,212.01950700044105,C,B,B,131.56010827418626,C,B,E,E,-77.11393676970818,-79.94376431264133,55.25660105083152,0
Black,14.99733655817714,-74.15457420442465,204.1699541595547,D,E,B,186.52361270850503,D,B,B,C,80.08080306202253,-95.18322683050417,13.379229451490065,0
White,2.0568770193386796,55.27261834020759,-74.43375619156635,D,C,D,36.74965248470523,C,E,B,D,-89.38834892393682,-11.54176281984889,33.07748708785546,0
White,222.59472792038838,-104.76158543611591,54.02251704892475,B,E,B,84.39219029579516,B,A,C,B,-11.676953750935708,-92.34615424434004,104.81138947164281,1
Asian,125.21422679480713,-24.067415353301868,110.3459920766958,C,E,E,271.0708629757464,C,E,A,B,23.7866160839139,-32.6488346286373,-5.549900756142625,0
Black,-13.655090591830524,-103.35970710370424,-33.23169182426941,D,A,E,91.49092512065778,C,C,B,E,34.6274214343529,66.00292584174315,-48.56502815608802,1
Black,-86.86728996024266,74.4778239445393,38.78591185628728,E,B,D,217.5484633099621,D,B,B,E,-14.113566916499954,-61.061541137090266,173.44740307600162,1
Other,127.26865835679651,-9.206900376868877,-120.46260232453115,C,E,D,117.02801548093196,B,A,B,B,8.4927712527185,50.65859714809536,89.79336749218648,1
Asian,71.5632409464023,107.06424552924038,-37.02360395684383,B,A,B,-14.811553327420043,C,E,D,D,-98.62682495476403,199.72402092150077,213.83322178434702,0
White,10.718576321246239,-41.23893340297463,-47.14856551680507,A,E,B,119.04708279228946,C,A,E,B,-214.3852605843184,210.36764097141693,-36.08908992035049,0
Hispanic,38.78151119645402,-3.195638611619077,-196.6008437294794,E,E,E,-97.74278446818899,B,D,C,B,56.415306681513535,40.064586697623525,1.1313771603785434,0
African American,102.64593866471144,-177.2516880020186,192.21357216737204,C,B,D,-73.4857264251802,E,D,D,E,200.32121306960272,49.43126256834391,-149.87387172715728,1
Other,-58.50156937874207,-27.457550484323907,-64.6736842784421,B,C,A,-104.35625203790508,D,A,E,B,20.90080246320439,44.70790819602897,174.38801544500095,0
Other,114.14314065089096,-86.75789491110038,239.42065003224275,B,C,B,64.53685407976593,A,E,C,D,144.44228262674272,192.9953277302484,-171.41900661137737,1
Black,2.3551921953465804,-102.78066361246275,-160.90910552308156,C,D,B,-53.6875262764389,B,E,C,D,-84.71222554461934,65.56407077222822,96.84835508738236,1
African American,-30.76133326391056,117.86676475311751,15.91593673534423,B,E,E,-40.29269353449704,E,E,C,B,-10.045122333270003,49.01995786579641,81.28243175159838,1
White,8.814287084353085,-29.74269915644232,-28.924159450127096,D,E,E,94.79441946849562,B,D,C,B,128.1776061049691,37.90504394599103,141.7513651145775,1
Black,-16.17753004893,131.96844564843633,-45.65767232421864,A,A,E,-36.62997011113898,C,D,A,E,45.29781531644769,99.59106505988224,21.450798486104574,1
White,22.5748634347401,-171.77233264938332,124.536738234029,C,E,C,95.37246406699718,D,B,B,E,-105.41169883027864,-101.92073864014384,56.269217510231904,1
Hispanic,158.39690413433627,-7.8837420011296695,-35.876469913100934,B,A,C,45.25263745356746,C,B,E,E,137.80752466754507,99.09879160271663,71.82276863919208,0
Other,109.31009879129414,-178.36950602396377,-148.67424480556633,B,B,A,24.110579367806974,B,B,E,C,-93.57705227524885,38.439795356884495,29.700762062271448,1
Hispanic,-23.74048171127328,-161.5961684995174,-157.95571066300226,B,C,B,144.36309364628667,E,D,E,C,-17.918801282640004,-77.18883387629849,-12.487242942838915,0
Other,120.14358603961517,-216.38155633604163,20.22257187177568,C,E,E,-35.251773098443515,B,C,C,B,-70.12550099258881,-149.89987380691946,130.48335265999862,1
African American,3.9057782790511455,46.02488630491131,-96.22674484267407,C,A,B,21.200375275766433,A,A,C,B,127.25111381698282,-114.9434226256868,-175.84547660884306,0
African American,-136.59069146442653,175.07253210308588,-85.83557587284436,D,C,C,-206.52253730773165,C,A,D,D,-187.20247625523157,-168.0487449490343,36.374976376880255,0
White,-95.85728430306341,-20.355880601609456,-22.852197278151255,B,C,E,-50.47213053576907,A,B,C,A,-40.9729351447346,14.986439239920237,-152.01335815115218,1
African American,-89.02993363164015,33.70485267817399,51.981982298214426,E,A,E,48.80055921756199,A,C,C,C,-81.97790375154894,75.9361251940649,-57.30490282173308,1
Asian,1.211316772281023,-6.9543930780191054,-156.2530447248182,B,C,A,37.18039880647128,D,A,E,E,57.35341202784281,134.54885387609986,44.759482812661396,1
African American,-33.333395872234306,25.172781613086997,4.872719712609817,D,C,D,185.93044678526607,C,C,B,D,116.17349358894616,111.53100971969646,62.70312152290776,1
Asian,38.27069198305521,159.9522076097258,-0.7815590894091562,D,A,E,36.338195037802265,B,B,C,A,136.50717824100457,-57.03092806633398,72.5584299325235,0
African American,-165.55558901858305,110.25006076305675,67.53265316660433,D,A,D,74.72791334900919,D,A,D,E,-67.5872400627136,-169.48582094323325,-68.93779540015953,0
Hispanic,-30.5970269034968,168.74361035453418,-106.16171259957001,C,B,C,21.096444051449716,B,C,D,A,-99.44224392760812,96.50109453342534,-93.0661583924065,0
Asian,49.17486871831214,-157.47600451754673,-113.32480080829059,E,D,D,174.5543892236096,C,A,C,E,6.220164390732666,83.8759423103973,-85.55927818736598,1
Asian,-25.863767529247493,-109.30002011750402,-144.40236556746137,D,A,C,7.0948953481018195,B,E,C,E,-34.93664905987535,6.957418670909683,-128.4143770994539,0
Other,104.16697518866447,-170.32830555938494,-48.60296495689496,A,A,B,-76.33326225774888,C,A,B,E,-27.71402210428178,-8.850460201465815,-23.34088013282377,0
Asian,-102.50076968518256,19.003756330529452,-78.84569152483178,A,D,D,-73.4461275511428,D,A,A,B,93.42555431162708,49.85997972551303,-22.980257611821745,1
African American,27.152819826234843,173.51905902272065,-73.23175645578061,C,E,E,176.09746825355057,A,B,B,C,-7.1768231533317755,-121.75060808917316,69.38941446849049,1
Other,111.2571246516411,109.31950882617795,122.19772514596715,E,C,A,-35.26591799560126,A,E,E,C,21.6321487792269,-105.79057082838442,21.476704925190614,1
Other,147.86563667652578,61.74827184284422,114.1206006847927,D,A,B,-68.10090243071531,E,A,D,D,55.92387270554484,-128.59465319333856,-21.881437510202257,1
Asian,-120.08679497310592,21.8805922841845,110.07636240210479,C,A,D,-51.83652949020788,A,A,B,B,172.45525060017675,-12.986948240232238,-75.08956440426705,1
Black,-107.17175874720898,25.45100067470349,-31.326481903625297,A,C,D,53.53060822870069,C,C,E,E,-48.37958307811424,133.07768934083154,-152.39655427062686,1
Other,-35.65087241694669,31.31116233305088,171.39318647187434,A,B,C,92.5721639649485,C,E,A,C,70.02623126939963,-13.995662161133659,-176.45531775737322,0
Black,77.27813574490995,-143.40199659129652,-148.0141682860457,D,C,A,57.076572649706236,D,D,A,B,28.542631266707907,37.868188559721176,-14.335579705314421,1
Hispanic,-22.276527110635318,161.70763794750746,-24.053168807650824,C,B,B,11.302852945525958,A,E,A,C,-224.4956530809455,-80.2454243276918,-71.44954203085612,1
White,114.64641029479681,109.83822169102919,-15.613356872307763,E,A,D,129.78104350795516,E,A,C,D,17.850538891767485,7.731643793035281,64.51071270686042,0
Other,-170.35088324732737,-148.04624532456026,45.96582517661519,A,B,A,-91.78502603585159,A,D,D,A,-47.30746270571003,-81.39622355559088,-5.919242109346212,1
Asian,-8.544102894771848,54.35870711529153,8.658596943300385,A,E,C,-233.1649095446808,E,D,E,E,-62.29950771711361,11.192131043473585,-51.97748827871273,0
White,-30.279529788076502,97.29949785343285,-61.087286138030606,A,C,E,137.30590503320818,B,A,A,C,176.89666643013607,-83.21900031937284,15.22828346394141,0
Hispanic,54.73100086287418,32.54234442526893,-29.521301749153515,D,D,A,-32.94313863605669,D,D,D,E,2.1393976584023573,116.62931560023783,-211.58570862311637,1
Asian,42.24225798889509,149.5827017053867,-79.06890561731137,C,B,B,62.38549204039743,A,D,A,C,-89.36575192930617,-69.27559266203467,79.00580358148312,0
Asian,61.72139157504518,-164.9667113078294,-26.22209683876201,C,B,A,85.31882991345168,D,B,A,E,5.917754602863375,-35.76525316031794,49.99491343037572,1
Other,-61.29859956727815,0.5309469602133082,103.57557946183607,D,D,A,63.645989462763694,B,E,C,C,-34.692780369650514,64.4246783112669,-286.65969560648034,1
Hispanic,31.287928049864632,-31.03378681503333,-126.35584657853556,C,C,D,103.62240576291227,E,C,E,A,34.55665438127697,-63.132559468694716,91.40607065871627,0
Asian,-41.502301848377165,-68.36556261663583,-35.760038672592955,B,C,A,62.41585634287413,E,A,D,B,-9.273760214121356,-64.75050875024392,7.463066648849087,0
Black,-98.27602512208797,37.838567796680806,-60.76194815383332,B,B,A,-213.37751194832936,D,A,A,C,-34.520399033541715,-53.832250053706055,159.30651238232974,1
Other,-83.98887505324761,-270.73564142258385,-20.309720111555844,B,A,C,-60.11739447254776,C,E,A,D,-33.23616546476359,-59.382098958243255,-139.86549199661295,0
Black,-29.71238195828197,2.002267526871062,-113.45950650615828,C,E,B,30.105768659622917,E,A,A,B,19.482961561949676,-154.92591228689713,35.36636261633391,0
White,-102.13285406908336,-11.84120989652057,147.30113844156438,E,D,B,1.0705308399749096,B,E,C,C,-24.622843703135942,-55.33008351684104,-55.27436837118416,0
Black,-158.5124862964507,-175.4737217647961,-121.99922622293798,E,E,A,-323.38124217320444,E,C,E,E,-82.54419517093672,-82.33448440869995,218.44106779734224,0
African American,-89.25957384165079,38.079602830912705,45.574162676017394,A,D,D,103.71799725249116,E,D,D,D,-75.33746104944959,-85.22359477329336,-11.117459432329875,0
Hispanic,112.31794672743915,57.62350833088361,34.78211417508195,E,A,D,73.42755591867852,A,E,A,D,39.753546514625235,18.341185811028183,66.12900245500285,0
African American,176.07410418352518,13.141999794248061,102.35677620723993,D,B,A,-38.19731010562848,C,D,E,E,99.24655147022602,-8.405523161949429,-90.33086850833435,0
Other,113.0301164521818,183.8839940074974,-36.52750152190462,C,B,C,-11.82380906852035,B,D,A,A,85.27670625558711,225.08233545692403,10.661934805706675,1
Asian,59.258853512386864,-224.34261782859585,-17.43947894649289,B,D,C,-186.90492849266704,D,A,C,E,91.11424056131693,70.12182569066091,-9.997880156179503,0
Other,-139.6830810885642,27.06425500780472,14.973333115811505,B,B,A,10.475450025287207,A,C,E,A,-41.512235797694636,-8.331683065075149,79.18051550378615,1
Asian,-45.92099835945099,-151.94580881395038,-31.5874661602513,E,D,C,-89.86562182982077,C,B,E,D,47.495690290463294,59.19761703061902,-110.28298266768712,1
Asian,132.46277033980803,55.50586953647601,185.54414092967298,B,D,C,49.05059981187452,C,D,E,B,19.823820181583404,-69.68822224738022,-75.84143002935465,0
Hispanic,-30.356908697309837,188.78179456080912,136.31192291553887,C,B,A,14.190723593598081,E,B,A,C,-5.441763000258491,93.67109387075182,-1.6845157734711895,0
Other,-35.74860298983637,-181.97646215386806,-26.09806100031201,B,A,E,-97.6299455688519,B,B,E,D,22.735460877319476,-113.7190082199542,126.68536136973478,0
White,77.30310096383874,29.881233230343813,-286.8446589221989,B,A,C,-44.95798035288354,B,E,A,E,110.41980568658998,78.36028592169426,-10.705906713473388,1
Other,54.40964596775657,157.14912930791593,-53.79524765462044,E,C,C,98.07964822204582,A,A,E,A,-40.698802169565624,-97.59037978712605,2.1612501350116364,1
Hispanic,-13.302023520345715,60.50390588624847,-220.83958289659193,A,A,C,-4.464535469115244,B,A,A,B,-10.166146450688055,108.82258326091198,-104.64363367662753,1
Other,7.1748993361828415,120.11827460103753,55.26403883235093,A,B,E,-114.62421883810117,C,D,D,A,125.59128512015954,21.003696170891526,-32.82120597194549,1
African American,-217.39088066096565,-13.320631212868225,27.913982599274018,E,B,D,-129.5942833686176,E,D,B,A,-51.4436698977378,-57.25278673336246,-153.2005856458488,0
Black,54.876550053448405,-0.5535703359058799,-18.186782583285947,D,E,D,44.40684178350769,A,E,D,B,60.24655086389094,40.63537366250371,-3.5920643920071713,1
Black,32.47483887753001,30.579837695672225,-33.62509423269401,C,C,C,60.021369024340984,B,A,D,D,-76.15300014513176,42.82232915766028,-91.49306324735217,1
African American,-24.03408791776797,-118.96368204820646,-35.03251517375332,D,C,C,20.14464007112096,C,B,E,D,-23.053683421474194,-70.99085522316462,-103.29288758233062,0
Asian,15.029626717340674,48.84759692622647,11.368961833394618,A,B,B,-112.47722485594672,C,A,C,D,-40.13955578527475,-21.62574047639878,-7.806124976524647,1
Hispanic,-245.56997826893775,-96.25444588714952,-53.32026225800449,D,D,A,125.99626703101589,B,C,A,C,-4.239908442739972,-10.071449761463914,69.71894691741478,0
Black,119.01077960490018,-66.97616068245686,310.81447603064555,D,B,D,-68.68695478248718,A,D,E,B,187.17650079927552,69.78922169712419,35.27914016986075,1
Asian,-142.97466519787378,-114.10476334302639,-261.787335045277,A,C,A,85.14714454434377,E,C,A,B,19.933980623907345,79.10897333556842,-68.78711305858862,1
African American,22.803752326898376,98.12085053611395,-262.05826514155865,C,C,C,-5.812959347971047,D,B,D,A,16.260296900805184,-109.43419224492781,95.37756037293761,1
White,88.90066238561803,-7.372354057632649,-79.27537750633432,C,B,E,-161.39959116471928,B,B,C,B,1.866592770115804,-154.38745403076055,-45.205006707378544,0
Hispanic,20.420175108645797,-63.013530090524185,116.75819696135343,D,B,E,36.37859109359281,B,A,D,D,-60.38889487534881,-62.59843077761471,25.736767966063624,1
White,-43.0505423601128,-143.67038019681988,85.27568632503876,D,D,A,-20.67093789999241,C,C,E,C,4.356622780702691,-66.85001370182916,101.66649916169135,0
African American,47.51375502081159,-10.985190996668273,-67.71456104652701,D,D,B,20.435276381900124,C,E,A,C,80.21783985678674,-53.75974398369755,7.450452833399352,0
Other,-87.87721835293172,-163.67837696507547,-87.37719920023133,C,C,C,-13.130917949407255,D,B,C,E,76.10425117654692,119.04103883829444,14.930496970042896,0
Asian,61.59377385636616,103.62473552793298,-57.44994694916497,A,B,E,-41.41183117175687,E,C,E,A,-110.83916484205993,-17.566219886941145,94.29712620291167,1
White,-77.19953399636097,70.75000542560802,-65.78386272809898,B,D,E,71.11779074888706,A,E,E,D,-36.44294211257269,-12.94409028931387,109.01479694706167,1
Black,-103.83790268093078,67.11344779223974,-27.568860009743055,A,E,D,58.05634817393249,E,D,A,C,-149.88540628280347,75.270242646107,-42.45295975228432,1
Black,89.45439711509587,170.54670114698064,88.82091954240525,A,A,B,112.3041851846965,E,D,D,A,115.95753606212973,-22.72824494069147,-6.3358764862337225,0
Other,-139.5289921802938,65.91394698338479,92.41659816877034,E,A,B,37.44480167937053,D,C,C,B,-5.7089087452740115,5.486160904163912,58.144924992816506,1
Hispanic,82.37978319992494,-58.782715523153726,-58.33297435916857,B,D,D,-109.29246388653469,D,C,A,E,14.453915028485692,-67.36983524021052,-119.31251132251501,1
Other,-101.92826368464112,-11.136187677699029,48.136699640421874,B,B,A,-28.029084767839578,A,C,D,E,-33.572563490727646,71.76443838268088,-104.98214926676106,1
Other,-32.908648974923864,276.6785219443906,140.92438443475731,B,E,E,139.35585118776794,C,D,B,C,-119.92723141736903,-120.60192983167852,76.20791695013158,1
Black,-12.992095531464571,-124.43909486624776,-104.70009894997273,D,C,D,-93.39392065270987,D,B,E,E,173.38511649087707,-157.82397742573366,291.8470280797727,0
African American,41.36706571919815,-165.32266010335127,40.430428070398364,C,C,D,90.16495039400408,A,A,D,C,53.7253035127836,-112.79205249239888,-25.19243871692701,1
Hispanic,135.38123651521184,-201.76507373877985,-181.8577935363345,D,D,C,-84.04509150762252,D,E,D,D,-78.57320821290485,-4.224500421430233,-85.23874810055526,0
Asian,-26.384246800089517,-28.461273348283946,-33.69183442343024,E,B,A,-46.10823987392625,C,D,C,C,4.870575447002752,27.22886614689788,-14.684049016586453,1
Hispanic,38.64052759558053,-53.71041436615121,-63.98371625975384,D,A,B,-46.48517109461473,D,C,E,E,-58.6165336714354,263.3973942523,70.67138265904848,0
African American,137.41673534569796,52.071236828952614,-79.50682254536908,A,E,D,96.1113720887816,E,C,B,E,-2.582668899359014,7.290402573797394,67.30273154227892,1
African American,95.20157828631747,-68.25768222339083,-98.76861912077293,A,C,C,-96.5855550176887,C,B,C,C,10.121770200684443,-41.21070679503253,-29.19669114013211,0
Other,-106.23672737084702,7.007412200711066,159.23036367016897,B,E,A,-63.671669585552635,B,B,B,A,-19.245850072112006,121.9198964388692,40.02515501688566,0
Hispanic,-8.328587324047867,112.4061337430589,-160.26822698681124,E,A,A,6.0843087570768395,D,A,B,C,79.19166243839625,67.83417720348403,-97.82141427230655,0
Asian,-156.24977912771791,18.820467073593345,-53.008899454247384,D,E,D,89.17728062099467,C,D,C,C,-70.83194177472537,86.61994288682561,-33.277446079323916,1
White,-146.55866977645294,24.290642176141713,28.956248359548454,E,B,E,-7.173296846594818,D,D,B,D,-67.08587853774391,-120.07361692501708,-123.9412757964917,1
White,-9.668178742132403,-28.24177469096043,32.67442601265501,E,A,A,211.1687380551836,D,C,D,E,-110.9996160106209,93.09886887092495,77.85573214985634,0
Hispanic,105.9944802388661,-111.7093130552692,232.98985724794474,C,D,A,191.71603825571256,E,E,B,B,14.993799238544733,18.16768213533422,-153.4276758474401,1
Other,-142.15156143448934,102.05414874680103,4.061976865508048,C,A,D,149.79666032847118,E,D,A,D,-96.87161340732074,-90.05389054051788,-6.577535395746759,0
African American,97.94402446019944,-77.82671812908322,-121.50547074573477,D,C,E,-243.957728458699,E,C,A,B,-126.47337533490386,80.6727574360761,56.43398975032756,1
Black,-16.32148544437866,-228.48207687448655,90.94053617806644,A,B,E,-113.38694327314789,D,D,D,A,-234.3812030043414,-72.86473928803407,-16.717788713062507,1
Asian,-34.33083009019534,106.90790663553331,41.75941591938356,C,D,B,97.63390240386978,B,A,C,B,-78.99391626064418,-38.417161174620354,-70.1569163448577,1
White,61.144262043819545,66.37995904835078,10.97130691142649,C,C,D,80.83892351389935,B,B,C,B,124.07993199160678,104.84877463541496,231.99866831699003,1
White,6.50184798190134,124.21098590319339,-52.49305966064075,E,D,C,-28.624538849617622,C,D,C,B,58.61970898809751,-11.126055662140853,-6.611328351069802,1
Other,-124.55641099036279,-6.178031266822976,115.16231063825875,A,D,E,10.205897288077129,A,D,E,A,237.10140676091117,136.17631587019162,50.09155723337329,0
African American,-80.35804144556786,-24.363102690918815,11.679455045403188,B,C,D,301.2129818900621,D,A,A,A,-71.44454868071438,-147.72258846480443,89.27045613950781,0
