age_range,handicap,Nationality,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
36-50,No,Other,Widowed,-67.4010115187324,75.3194467531995,0.09447779781186831,9.877495283993454,C,C,9.288662912120166,C,C,-77.12785193799952,147.66545159239524,-17.575810590158504,B,C,C,15.013863022596736,0
36-50,Physical,Mexico,Widowed,-39.623377096369744,47.54800725621324,-89.19233516155663,-85.55660956763587,B,A,7.184165095314393,E,D,-71.29783920782177,-18.305479644164013,-135.6070526938445,E,B,B,-66.08905243419187,0
65+,Both,US,Widowed,-30.481789055359087,12.094063635251638,-111.45637577348269,4.1745550500041295,C,D,34.35758142115531,D,D,5.2322437690221175,38.383834175440576,47.25208993294728,B,E,E,2.591499703677697,1
36-50,None,UK,Widowed,14.578504725007187,30.081642006144467,65.49965794930318,184.6180733844101,C,C,-25.019988057815095,E,E,-80.93268309420517,127.55872301221147,-8.609944685071433,A,B,A,82.71756329050406,0
26-35,Mental,Brazil,Divorced,-66.77842980325117,158.65801170340896,80.11761815727183,4.325789715046146,A,E,-190.87647454255156,C,A,-85.88534550697337,20.447126866651324,-29.802247764619842,B,C,D,31.201091342073706,1
18-25,Physical,Germany,Divorced,121.64012876928703,128.8360897415719,-113.43684083649852,-160.7569819290038,C,D,266.61572309717883,D,A,-26.683802042089788,64.14687168616676,218.61430431938112,D,E,E,-71.38328519335596,0
65+,None,Brazil,Widowed,-141.67913953352246,-13.193433226561702,-188.68111905097058,44.38880117429161,D,E,-33.304557180120945,C,B,-7.659307431056119,-16.721228622376763,-192.62534513223756,C,D,D,108.23474318685766,0
36-50,None,UK,Divorced,-217.88819309875166,113.99401754979677,65.95130921442217,-44.364834967422034,B,E,-209.9255722159264,C,C,-9.9342656294492,86.17234944061045,24.504529548199024,C,D,D,31.10321868541572,0
36-50,No,Other,Married,-52.8083128199064,-35.54552925036365,37.17204839703772,72.16281889906033,B,D,-66.80832706791054,D,E,49.176958097547434,-45.164766970833355,-79.08845223064192,B,E,D,9.632412199323296,1
18-25,Mental,China,Married,-84.94111273872204,14.058345142810216,-19.307161412768046,42.24997235435603,B,A,-49.174107689048995,C,C,-40.66514526311361,-15.776024735502817,47.5855868341554,B,D,E,65.02444261513605,1
26-35,Mental,Germany,Single,136.05917962599605,78.17083508237064,-129.5078366567793,68.48303516279165,A,E,235.79668706067483,A,A,94.97978242927321,-90.06569843903182,-12.176373663620973,D,B,A,-19.118001441764935,0
51-65,No,China,Widowed,67.83660647253784,198.63536412542734,226.46601036297636,38.21173124759931,B,D,-182.72719326397336,C,E,-40.98805313274169,124.88309480046505,-25.675191888048975,B,E,B,84.87717542609968,0
51-65,Both,Brazil,Divorced,-85.17070854573136,-32.20870781593435,76.38917360542497,98.4914027442538,D,C,-8.095974120015159,B,A,-128.13632611379774,-132.16861984580592,-88.3261247032865,A,C,D,-17.131279901174885,0
51-65,Yes,Germany,Widowed,8.263891467917173,14.22984167800761,137.80635092996908,-51.931415882569766,D,D,142.66067129858428,B,C,22.519192395869837,-14.393179287386914,81.95216351504328,C,E,A,-40.65553527857099,0
65+,None,India,Married,-185.16191652355477,105.20321801844872,306.84380691014616,-35.53521497078718,A,E,-174.40398924983523,C,C,-74.54398820054735,92.91178253468021,61.45121834204501,E,D,B,50.523799421819405,0
65+,Yes,UK,Widowed,112.52324965230065,16.546714365974086,108.88561071769249,152.39062094702487,D,D,7.539772465550507,C,A,-29.903199518005014,181.89886174530238,-15.851485682912678,D,C,C,58.15592832790591,1
65+,Mental,Brazil,Divorced,-125.23061606959187,-62.59948476301365,39.94479163843161,59.52527081180452,E,C,31.167933626950813,A,B,-191.38385961750996,85.33808708405016,-50.171637988677055,E,D,B,78.11729677098134,0
65+,None,China,Married,21.680131970728546,22.98962087376382,-121.28051976362315,95.78200735312167,D,E,12.467539888667899,D,E,15.38959555897238,-12.943356338623834,-50.68321807229596,A,C,E,-52.4508256959027,1
18-25,Both,Other,Married,-34.19110696878553,94.93598710582589,-81.91175180571338,-129.13429528960273,B,B,-108.5656748277732,B,C,-35.38867330011005,3.496019911727418,3.6718223361965077,B,E,B,-146.6613652796903,1
18-25,Mental,Other,Divorced,123.94777670671256,-2.533660365014594,-175.96106079034158,-19.605582961297653,E,D,19.205945516383476,D,B,29.294470850629978,44.17695022976689,130.66750021545764,E,E,E,208.89771604986348,1
65+,Yes,Other,Widowed,-72.86043474198875,42.53670367257224,81.659842187879,-40.28729797585833,E,A,-166.69675869781383,D,D,107.63715385127344,146.26090832245288,-2.1615158780965573,B,A,C,-160.54710231724647,0
36-50,Yes,China,Married,275.0157588686739,-189.8360134698491,-86.99186891580227,-126.5440781827084,E,D,136.48905372550394,C,D,123.86101850752844,-24.317543770753446,54.306298483310776,E,D,B,19.033931314751143,0
36-50,Both,Germany,Married,76.26868285887039,-232.5583587469182,-156.2608676416541,87.29585217250889,D,A,65.5581683622225,E,E,32.4511769962091,-56.765254956727794,-69.70623087100594,E,C,A,50.05414402086843,0
51-65,Mental,US,Single,75.03304347966171,-92.36879686524276,13.359793914211163,-76.84107715722172,C,B,23.18031585929709,C,B,90.39728122082215,-13.043694815815696,-11.468028878421595,C,D,A,116.70140771468019,0
65+,Physical,India,Married,-92.49925193358982,36.5505177592348,-52.96729235203942,-164.9404394709759,A,E,278.9976482552844,E,D,6.53570450392359,34.56708499480696,75.56700729425934,B,A,C,-146.22146115939853,0
18-25,No,Germany,Single,-174.06083193584908,-87.09353722286956,10.203862156025007,60.24227396104476,B,C,66.06007371961962,A,D,17.916407082315327,-107.3044736188889,-24.25305890665431,B,B,A,24.34526435685441,1
65+,None,India,Divorced,-34.678743640648456,49.806652031755384,-20.46637270123449,-88.02619235332239,E,A,56.23122309190213,C,A,101.33963600046927,-37.81043211544583,19.379788652895268,D,E,C,69.56409874127638,0
26-35,None,UK,Widowed,23.42466356668579,-30.5291815687243,-38.48817802567888,195.1948804433676,A,A,-58.92300624294099,D,C,30.750810868311785,11.917282082876428,17.159668424295347,A,E,A,-17.972065127664884,0
51-65,No,Other,Widowed,28.5800109920273,-35.81074398746167,-3.111849620359366,-57.225275594396344,A,E,138.3805146458854,B,E,-6.836572931006662,-31.285190082614466,49.800558018406996,D,C,B,96.42356306268815,0
65+,Physical,Mexico,Widowed,11.85350809764055,-119.02982496003298,38.0637429757882,-9.039712001963169,D,C,-84.45627759248092,D,E,56.26021338981209,11.675488693103969,-32.445070309947546,A,C,A,141.8689070142712,1
51-65,No,US,Widowed,-140.14474774033573,-46.52624888479732,288.9732980139234,15.074453718206222,A,D,-3.984582241017995,D,C,-80.62801624163495,93.90424000590767,-196.25891986317902,D,E,A,200.26602271011086,0
65+,Both,Other,Widowed,-6.890189580546472,-15.893630935384662,3.6788795050718575,21.47660113924246,C,D,-49.2221776024101,C,A,147.56212275287865,41.02946807612099,-138.19441670245425,B,E,B,89.18473444058357,1
18-25,None,India,Widowed,-123.13717023665191,-102.08265894519744,-110.61456778474725,50.762436417263025,E,B,75.64426885743413,E,B,-5.207560260749958,-13.018290032388476,-73.50122147960222,A,E,E,25.467418003084823,1
26-35,None,UK,Divorced,-35.0031786907652,170.25707949192886,-223.8602106522437,122.90656680489964,E,E,-45.17292028160166,C,C,56.53191439196961,-148.86300213924935,61.87830909433233,E,A,A,-104.68232034987362,1
65+,No,Germany,Divorced,43.88010778444232,6.081708266708525,101.0889044592262,-91.03306959654711,C,C,149.23906172413507,D,B,26.624233556940535,-35.09963713442913,-130.50335178433838,D,B,A,73.49699758269075,0
36-50,None,China,Divorced,137.4471747481512,-5.255164588370142,-145.59165130702743,56.8796108372449,A,B,-62.2248066456316,D,D,-59.67340097357934,44.681185020236,-110.34727098436599,D,E,D,-49.25805240484057,0
36-50,Physical,India,Single,-85.52422532518892,234.57930559320644,74.39634911684003,-134.63509878062635,E,D,154.77514377223645,D,C,-16.07471605582302,68.53947447877209,216.5580874555472,B,B,E,35.557045672792995,1
51-65,Mental,Brazil,Single,-62.59951784715246,180.45550105033442,90.1549897984079,-38.804852312553095,E,B,91.11001292903588,D,A,-224.16400940644712,64.58111979584568,-5.335778916152225,E,B,B,230.8164553859442,0
51-65,Both,US,Divorced,-186.55895877044878,5.930302030144359,-137.20597685163506,11.764330946330617,C,A,79.19281943969887,E,A,-28.485878819885247,90.32780278463413,-26.618627506742087,A,A,C,99.8778698055429,1
26-35,Physical,UK,Divorced,-61.455237731565596,-105.09242061086329,-73.55326185470634,67.77541497595547,C,E,-5.708865409855827,B,B,59.259074430398094,-118.35819250723098,44.61597885719593,E,A,C,-176.38402373242585,0
26-35,No,Mexico,Divorced,-111.86030923046175,-155.7952478247329,0.8868851564040067,9.518399425102956,C,E,-37.4680924847795,E,C,-143.9920426851527,25.230554694673007,-87.1343631492934,C,E,E,-155.448868196409,0
18-25,Yes,China,Widowed,-148.9578328595963,120.31943448019251,-7.497714115553343,13.270182261211277,B,C,54.93561084682553,D,A,-247.06055617067673,67.6773303166733,160.42496596397228,D,C,C,17.18005149463228,0
65+,Yes,Brazil,Single,37.77036290659925,-125.3377280474882,153.62134688853365,46.202753802007905,C,E,1.5829723797993438,E,A,-78.94839446998256,10.051308735065817,101.18536201520165,C,C,A,178.3644200481731,0
26-35,Physical,China,Divorced,157.4423696729882,60.71224958806523,-146.57076546051525,-89.21711068673652,B,D,25.09842227146996,D,C,-91.0848054850334,-92.38066343051894,133.00224006071778,A,D,C,-66.1562952197856,1
65+,Both,UK,Divorced,24.289003281441907,54.491315289668385,-146.8263681031371,34.75514031450104,C,A,-36.5220075835926,D,B,-86.46560045844188,-53.84893883435531,-231.44168199386152,E,A,A,146.99801158432928,0
26-35,No,Brazil,Married,-67.88786954051574,-101.36415145196978,-132.43312076805177,0.10342604188644357,E,B,22.818040880890134,E,A,137.0547254373486,165.49423442762824,-24.55778327113014,E,D,B,155.1511960930239,1
51-65,Mental,Mexico,Single,145.17550767634927,1.041758119868975,51.10643283711463,59.82822488333205,A,E,-45.88381844790842,C,B,-161.56844207378768,8.360748302826785,18.38880158095877,B,D,D,37.359745988974296,1
26-35,Both,India,Married,21.603739832404617,-116.17494106975866,-39.6102935926814,6.14531983511095,C,C,82.5099080351418,D,C,88.91409766318823,97.748777291403,-49.61356902520277,A,C,B,29.144449714646964,0
18-25,Mental,Mexico,Single,21.799140451810747,137.19426759343992,114.36007837243739,8.444947479681076,E,D,-78.57083914945487,D,E,-53.85311051552502,-92.7781902978542,110.97861360807887,B,B,B,151.78718982781777,0
65+,No,UK,Divorced,80.12324520027143,-142.6212649878388,-74.88613271483281,94.2144760106631,D,D,-90.2808776078674,C,A,-95.98086143130654,-12.60166346207256,-18.770640326282244,C,D,A,-4.028643715274518,1
65+,Both,India,Divorced,25.76223683045295,-60.5325280781515,-127.78757624512266,-123.15610914579405,B,A,29.743923301279107,E,D,-59.909242255449826,-137.46032201894252,40.57560395460912,B,C,B,2.711578933524461,0
65+,No,India,Widowed,105.78217638404882,124.0402656120519,-150.43299444085915,-105.48232567234288,B,D,-25.040007893249378,D,E,-71.3971784163496,-77.67197645974304,-77.98474143183518,B,B,D,53.919629116318276,1
36-50,Mental,US,Married,149.4182384482488,173.7655336329078,219.45731862138555,43.278452677914615,A,E,-21.93823650236998,C,D,160.35510718218674,-12.94285035313975,98.48582549077231,A,E,E,-78.04336880431083,0
26-35,Mental,US,Widowed,-7.765222320039297,-13.802199935639036,-12.93044522204234,-12.514139549423659,B,D,-69.0421568555759,D,B,-95.81003342371413,44.303915877721614,172.31986694003177,C,B,A,-24.619477472805436,0
51-65,Mental,UK,Divorced,-12.510895189103133,58.36713442136019,84.46420682874995,69.26015401499292,A,A,115.67133027820276,A,D,101.22914311008289,53.20961882798916,117.39901192668893,B,A,D,-63.06779491563977,0
18-25,Both,Brazil,Married,98.08175227928655,21.486013440500404,-13.841977873211276,56.29164442227756,E,A,-3.8437346232167275,B,B,29.854436826580933,210.41919389164923,-71.78104943381149,B,D,A,41.291636254367056,0
51-65,Yes,Brazil,Married,-94.93955190956186,-64.3830451642513,74.35171775410436,22.717371715135958,E,D,77.96944712406638,B,C,-23.859248387995986,-75.04375133509136,-28.12196123505465,E,B,D,-69.21630602872524,0
18-25,Both,China,Divorced,5.663032284784643,-93.17382278264445,73.9100088480471,-84.36430467763773,E,A,-185.54348608558087,B,A,-109.99861213521065,51.521317410605846,53.35651698572408,D,A,C,40.19284715673433,1
65+,Physical,UK,Widowed,-85.05556361538001,56.201214475654574,-22.374351631021796,-91.33645488039599,C,B,-36.074154559441375,C,B,5.606970845081984,-128.6836559653789,105.60149178691694,A,E,E,82.39976338131386,0
36-50,Both,Germany,Married,110.40168116780205,115.49462799915946,-74.09367654063415,-45.258608312464304,B,B,-73.09536134293792,D,A,-18.452913492692286,121.78815521347248,110.82086344243076,C,D,E,-286.34942404929717,0
36-50,Both,US,Widowed,26.47283235419053,10.635435328136001,-77.73122713363092,37.48242486698689,A,C,-51.652372985309384,A,E,81.007414589661,55.14742388115159,21.26993300616819,A,D,B,-91.13768723762477,1
26-35,None,Germany,Single,-104.53526350332787,-55.00963209810777,131.8690522763588,82.79357999526724,D,D,-203.91831337718256,B,D,6.589707958319415,160.8365749222976,-12.42076530846192,A,E,C,-182.00658525830445,1
65+,Both,UK,Divorced,147.78806714960308,-26.713574282898563,-63.99513601087358,108.86353803690199,C,A,24.26806497491819,A,C,-75.49270628694438,187.26531167103778,134.99916872372728,D,C,C,126.87662083724456,0
18-25,Yes,US,Widowed,82.10916053147368,20.246517966544204,-92.30612026567502,137.75511142675833,A,D,-52.847272585075224,E,E,-48.25527480731851,249.19134475310747,-35.01412712383946,D,C,C,190.12272767333417,1
51-65,Both,India,Divorced,-271.2665105788639,23.364531995159606,-58.953682513577974,104.00645421530771,C,B,138.80468238181928,D,D,-86.27578713225736,40.120441590938235,65.2461836697507,C,C,E,-187.03636359129365,0
26-35,Mental,US,Married,30.63715607801956,75.94748215950283,-94.30861764316563,46.709156406647104,C,D,-165.93767634791612,D,E,244.61922197916536,32.58826271879635,-90.09832808390938,B,D,B,114.68617375532256,1
36-50,Yes,US,Widowed,-51.80841234060046,54.88066057573102,34.336320178655996,-32.193486718791874,D,A,66.72423763529335,C,E,177.49011089095148,97.65486961398196,-125.56682644209656,A,D,A,-192.29731247529065,0
36-50,Physical,Other,Widowed,-115.75812177563776,-109.0070229193393,-117.41132366706843,6.85943720618203,B,A,128.0585555633542,E,A,169.45653296063026,-22.627094745056496,38.7070752746751,B,E,A,41.74346669493967,1
51-65,Both,Germany,Single,-97.59191070393798,61.436148433713946,59.30332698914347,-34.779429911805686,E,B,0.8505324264677847,E,C,101.43254604623169,327.18610653480636,79.81372111051307,C,D,E,289.73555998881506,1
18-25,Mental,UK,Divorced,-136.87135868452265,71.77487472305461,-96.26613187136235,-41.05987219859692,C,C,0.30825435568428555,B,A,-72.27498355292997,-19.735217204987883,153.77054738719852,B,C,B,90.00974799084088,1
51-65,Mental,Germany,Single,47.28518017689551,29.641027219815175,147.5177514805511,-177.24400838682186,E,B,-43.86317127015723,E,C,-129.82139229946742,99.50152531603966,-42.027510861599865,D,A,E,-74.54246477778771,0
36-50,No,Mexico,Widowed,53.1641814787162,-62.11796957024066,-67.6995212125504,163.38216188175326,B,E,-3.3060678827739576,D,A,107.7105839238486,154.51503154105524,109.76016137138231,E,A,A,188.82412470235025,0
26-35,Both,Other,Divorced,-142.57720798316998,-44.80490492637369,0.4108614764120805,140.55325572692436,D,E,41.5144400599302,C,B,-80.47920646559955,-67.01435813595054,-89.43736543404958,D,E,A,-0.28153004600110754,0
65+,Mental,Mexico,Divorced,-2.8715921145114365,-26.38879075733836,50.1880069170496,108.93266582645784,A,E,-31.74372603681221,B,C,64.87509598947356,-8.05005770116219,-19.623750174047444,D,D,D,90.39897584874187,0
65+,No,Brazil,Married,93.0388871177759,-103.45871080550918,24.772393825838744,41.5433809097989,E,D,49.84125348941793,B,E,-20.2497628605631,254.8195358994521,-22.36044054906623,A,A,C,-44.756309775038375,1
65+,Yes,US,Married,29.691891092068662,72.03050883797854,-11.156726147566552,172.5801115463211,D,B,4.987436554588253,B,D,-114.90960989251107,34.31562436042109,1.7734074516461882,D,E,C,42.806232331382056,1
18-25,Mental,India,Divorced,-1.893290269095313,319.3976544474106,-63.22123285767134,103.76753570195231,D,C,135.90679931561294,C,B,213.89090277124313,-82.04753933345455,112.26987342457457,A,E,A,-98.90371236976529,0
65+,Yes,UK,Widowed,76.82676756535713,10.488554650896534,-6.612110558242029,26.68048300259651,B,E,-176.90389790419263,E,D,47.05428530666188,86.64246232618528,-19.118057792795522,A,C,A,73.14535888882409,1
65+,Physical,UK,Single,49.851495953955556,-68.22328293065618,-101.46949333307427,-35.057354163845076,C,D,157.57046914519563,A,B,29.178963290380217,-112.18408037503087,-62.96142058957114,D,A,E,79.82069898464671,0
65+,Physical,India,Married,13.82994658452601,27.76154866804247,-1.1627666235312637,21.128679566974824,B,E,-301.42407787559597,A,B,12.696867796668613,-22.870608039709193,52.763981935597656,D,C,E,129.29759158704394,1
18-25,Physical,Mexico,Divorced,111.25952578425253,-53.489558250070765,184.796037027202,24.308296344642503,C,C,-87.15612615427203,D,B,-101.6679793961242,9.258822473517037,18.423992132873867,B,A,E,20.065860875426473,0
26-35,Yes,UK,Married,-209.17032612259757,-27.116172969305524,28.94257926049455,119.8386247432788,B,E,-120.84969034058169,C,D,-199.9776046983357,-75.7177926302058,-26.49356753217726,E,E,D,51.026467489437344,0
51-65,Physical,Germany,Single,-164.56037996567272,27.18439305951998,-42.40194624325745,-132.40384439072554,C,C,-76.08618852871966,D,C,-31.027783683132874,-85.98808864114017,-106.98078646927867,A,B,D,-120.82151126539055,1
51-65,None,Mexico,Single,-16.869731670421366,69.87186436695926,-68.91465455848368,-59.85478664826754,E,E,131.95232609636355,D,D,-91.94616967029404,65.35065259047981,143.83807320686205,D,C,C,45.097356264782505,1
36-50,Both,Brazil,Divorced,-141.60979432838988,-142.78332522868715,-105.23173297496812,155.0330719555689,A,C,140.20423173211495,B,D,-22.09253283148092,202.1551207783712,43.24572154483698,D,E,C,-48.34396932292955,1
36-50,Both,China,Single,41.288834147841115,-4.539361270239091,12.555181575193394,-14.554682282918222,D,D,-156.3275878247388,B,D,-27.519085500424055,81.3169146245516,104.3334140693199,C,A,A,51.27418662889871,1
26-35,Mental,Germany,Divorced,89.31557624804113,154.1232770755126,-43.43191423829071,-26.919943049567095,C,C,17.873111649797522,C,C,-91.22771495204243,13.221701908370648,149.62667150794132,A,C,A,122.89909707753783,0
18-25,Physical,Other,Widowed,-21.154800051521036,76.78308978636707,77.72675505740817,-55.49066052330927,A,C,29.68579872489359,E,D,73.3531393321199,38.47368991206388,-109.75378709059578,B,A,C,25.82091725803203,0
51-65,Mental,Brazil,Single,-37.24561443249261,-64.3804376300708,-56.15123327669769,237.01423679435365,B,B,65.64477549361082,D,A,198.5883779014802,-44.95551058898422,-23.761175931532875,B,D,A,-41.62593171604834,1
18-25,Both,Germany,Widowed,-11.8290268218174,-17.448226783642905,16.03534331674856,134.6470093455846,E,C,-95.07030536292244,E,E,19.808755196062968,-43.2400570296213,-219.96832673336678,B,A,D,-81.84237124340976,0
36-50,None,Other,Widowed,-43.925669053775366,-112.4565640640097,-79.62635663730728,113.19435013342101,C,C,79.24474699300988,D,D,59.605483507390225,38.12377582054739,-133.31602421514737,D,E,A,0.7058693792332308,1
18-25,Yes,Germany,Single,-40.732000246175986,-207.1099083689805,20.405926224394772,-70.52937777634001,B,D,13.449360930701227,A,E,88.41013183799221,13.54635052300344,18.619489525440056,C,E,C,-123.16341861870517,1
26-35,Yes,UK,Widowed,42.644824490554555,-104.51328553431742,-39.13053638541984,389.8259045476317,D,C,-71.92359609798767,C,A,-148.26475809613788,-78.99703225148204,-159.3082112580604,B,A,D,-136.91475242238238,0
18-25,Yes,Other,Divorced,174.90754397856645,99.37347635487204,-29.852896998281302,207.870385430717,C,A,-7.640783734537834,D,D,102.82519912232604,-63.38036277331367,-39.950016936915326,C,A,A,91.37876128460381,0
18-25,No,Other,Married,-73.20135986043013,-152.09394488055864,-90.67264560928876,209.02830067444796,A,E,-86.3605208316331,D,D,-66.05151206909295,143.6039832861783,59.02583774889776,C,E,A,86.5782546851079,0
26-35,No,India,Single,-23.87255138522115,60.7726398418403,225.90717664595368,21.457567350338216,B,E,85.10711793012497,A,D,81.27529077004341,92.85675489863753,48.96203578533883,B,A,A,-114.29608456309626,0
65+,Both,US,Widowed,70.17632438778712,100.11972516921573,18.17259881379044,-67.95550191043112,E,E,210.75605418418658,A,E,-36.743954019656975,65.59219847375594,86.56565062729108,E,A,D,23.77260207061895,0
65+,Mental,India,Divorced,-31.289578264569972,-76.3960804485805,-76.7244283769565,-4.447850532124622,D,E,59.728945448906956,B,A,-0.4408008677316384,-10.30590696549212,-165.51515055020198,E,C,A,-100.70414871952819,0
51-65,Yes,UK,Single,43.684122035546764,-113.88060882962046,-33.87480277777058,21.348216433879585,A,A,-274.9055070837283,B,C,-147.1280610958081,-158.14065475374633,-104.76329917546614,B,A,C,149.4200153644371,0
36-50,None,India,Widowed,-24.7580341649635,15.40072150284654,172.01994578274284,144.05397454915487,B,E,-3.436266455802702,A,D,-95.105985071219,128.90208430833087,86.23420547714092,E,B,E,-191.0516693179294,0
65+,Physical,Mexico,Married,22.007625421589243,0.4513246633514813,-115.21850040632174,52.97825010095208,C,A,-24.07877312056687,B,E,81.63888608797566,-11.856910111297742,3.8454228472978436,C,C,D,27.399641259812896,0
51-65,None,China,Married,146.93471186179968,218.56121823635,-102.27725321044325,14.939859726790985,E,E,-37.560149257890984,B,E,28.79007305177279,-75.9754094146335,-0.9740388459027761,A,D,E,-100.00129654713017,0
18-25,Physical,Other,Widowed,-124.22680204966956,12.716703652724881,-98.22013197358864,28.10136856385975,B,B,-123.52108516879325,A,D,-3.185559643434631,-57.1248132025465,73.82596806094391,A,B,C,-25.17150889817171,1
36-50,Yes,Germany,Single,172.6097826195678,-70.43243246170353,-91.22914888675592,122.07943631109744,A,C,-53.42782592247002,B,B,206.01702002829487,-58.69274535640393,-97.61477586814159,E,C,A,-27.378260302085522,0
26-35,Physical,Mexico,Divorced,149.3954872374279,-90.48682614620412,9.778237905204088,182.0499369016804,B,D,-67.73023651638434,D,D,5.298977348805743,-72.66648234038895,-126.57209909502633,E,D,D,117.24683269335834,1
26-35,Both,Mexico,Divorced,88.31226550474938,126.38024072013958,215.2810442045254,-85.22249815025835,C,E,131.02516784040137,E,D,-7.340627570934369,-88.3945993689256,130.92258376695816,B,B,A,196.77015494889153,1
65+,No,Mexico,Widowed,-4.719809215152856,46.76729919012178,185.18856426986534,107.96036294300455,B,D,25.907288885246,D,C,-274.18751299105674,-20.853751240031,50.14792280370215,D,D,B,-3.2459111139297927,0
18-25,None,Other,Married,210.455951650367,-109.16010341601347,2.00060582309801,-197.9614031120081,B,E,27.209355743709196,B,C,-99.42662065153846,116.7943665275099,108.21464972191146,E,A,B,19.734183148158372,1
26-35,No,India,Widowed,9.838007287947532,93.94675616368698,139.2239054107133,46.50234906293284,D,D,-105.4169596645322,D,D,-194.4911415085265,105.97513950067776,-41.6667210011247,C,C,A,-66.91359465268208,0
36-50,None,Brazil,Married,-11.78230538169539,123.90278850930162,110.28349375426194,18.70698380658517,E,A,-44.17600871509253,E,E,-126.64426777450413,41.63559329069977,48.6993005114455,A,A,A,189.28184035279406,1
51-65,Physical,Other,Divorced,-18.335102329309176,52.70205626992841,204.68626810061716,-38.39100545710855,A,B,-56.60411340179117,E,D,-1.8698052793748459,36.27888384944452,89.46433253338984,D,B,A,29.237938761397658,1
65+,No,Germany,Divorced,61.03733616518176,-54.6204297914518,0.8527462075658554,-14.926239827523723,B,E,-5.496669508156073,D,C,-50.531182425929174,81.56481324897274,8.298936266327257,C,A,A,-7.940319565504446,1
18-25,Yes,Brazil,Single,102.12876881749315,232.18617151531967,52.601349605247385,82.3661182560374,A,C,45.72427879091918,D,D,36.27148531497847,81.65190827931703,148.48852213589524,B,A,A,-104.70036842974915,1
36-50,Yes,Mexico,Widowed,-106.16791407546222,18.51486844709298,-87.66996592761053,92.79550857720531,E,A,-30.23502794211481,B,A,37.176390077180486,55.50004142420134,36.01223368891463,E,B,E,90.57262494955776,1
26-35,No,Brazil,Married,-0.8374113880899398,120.59013636193812,-124.42138023395452,33.52856083371282,D,E,-235.88660938202923,A,B,-0.8966999210426079,69.25474245273759,-32.20148347357873,B,B,A,-187.2329398818424,1
18-25,Mental,US,Divorced,-98.33940532865897,-123.85438109202174,161.61616442912447,-97.15251044004894,E,E,-18.01290430799596,C,B,-88.043890014237,55.769296915909315,-35.487795896370415,C,B,A,136.45615214873783,1
26-35,Yes,Germany,Widowed,1.8838175180435481,41.137611491737076,36.93681027694637,111.64882513363148,A,E,50.37388858562895,E,D,-108.65743586057191,-64.51814379117191,64.34741544594351,C,A,B,95.16529576148454,0
51-65,Mental,UK,Married,41.512776584570496,-75.04437780841182,93.19147581068967,-9.949037188405658,E,C,-37.04035698301435,E,C,81.87332611178213,2.9179973002462183,-158.6755075977959,E,B,A,-63.11010077945579,1
26-35,None,India,Widowed,40.155003413460484,76.22052738340813,101.31371862479466,-4.919704521374879,C,A,52.12032472612099,D,E,-91.26445554278352,75.29311983957116,96.48865176500027,A,C,A,-108.00256592453886,0
18-25,Both,India,Widowed,-97.84517602478358,-9.925628261492939,-24.086459460565564,72.33719818954862,B,A,-54.368942075401996,E,E,20.98505613523912,27.38575169967782,2.0746205446749357,A,C,E,-16.634028854212136,0
36-50,No,Germany,Single,-75.6936322125863,-94.90222621035541,-47.69581358884894,-2.835190174335807,E,B,-235.92056080326878,E,E,53.36570236737466,-135.31539653948644,-149.76691741933655,A,D,B,38.874338537605254,0
18-25,Yes,US,Married,137.33384124102125,165.51541034809796,7.198436216261657,99.1822858337841,E,D,-52.067379176634866,C,A,105.98709336638272,-175.1134026934678,199.19647887008173,D,C,E,-129.5499456347207,0
65+,Both,Germany,Married,213.1903331891716,41.678893502487554,-28.054117600076868,-182.2697804581603,A,C,-165.4048382347351,D,B,-9.634782614554574,-109.80407383589397,-0.1335994711796942,A,D,C,-85.29287081399872,0
18-25,Yes,Mexico,Widowed,34.16715021304458,-48.973974172580746,-120.24325475591664,50.5915207557526,D,D,51.3159433581612,C,D,-140.63320801440608,64.29681027800116,-48.185963329867185,C,C,A,38.383835926936165,0
36-50,None,Brazil,Married,18.000996923677047,258.9156550476875,-7.286829041701942,-280.8201179520712,E,A,8.350363094449053,B,B,162.30922158169392,43.088575551326315,11.636469507852363,A,B,E,-23.74146334950763,1
65+,Yes,Germany,Married,-34.56019385339426,-150.8808156671082,-0.7794432812857123,19.807774250850663,A,A,160.54148532724585,A,E,76.5076486696649,81.74320519476574,-32.02336616963555,B,A,A,8.992540371662148,1
51-65,None,Mexico,Widowed,-35.70389801007073,172.45197649875914,-85.34229710586474,-29.866998528034273,E,E,-236.80635402253318,D,C,-86.57327491193331,-46.55721331903549,-15.821089245466815,B,C,D,-143.3394694241283,0
26-35,Mental,India,Single,-25.00053897994406,-52.373422829514304,75.52598869565718,118.08356823427913,B,E,44.34779889014259,E,B,124.20658482357108,-16.645479178555266,-100.97124637193424,D,C,D,36.93243235305642,1
65+,Both,Mexico,Single,98.97518234427525,-129.3644654343888,43.793002615981145,-50.02090953837695,D,C,-32.91446152217821,B,C,-87.84236795924566,-152.1343358766959,38.59070779781043,E,A,D,46.26723076090736,0
36-50,Both,Mexico,Single,-174.3345895588513,-71.66315746058702,-94.88532861323368,-26.04513676699463,C,D,-77.03612143521765,D,C,11.131231133110841,86.33081266324415,-23.986825590569456,C,B,A,77.3073583976784,1
