age_range,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
51-65,Other,-1.291171555252635,59.91659640861361,-44.68470637783531,183.83290648308116,A,-16.51921364214983,D,A,-8.371796570222862,B,B,E,D,109.35785948187696,-66.64029598507494,B,1
36-50,Heterosexual,-121.71975754119457,54.28186492147582,-60.97386679296226,213.94883927430342,B,160.05777583375823,E,D,109.94967608683368,B,D,E,D,96.80184199951987,92.08423721560118,B,0
65+,Homosexual,64.33599638403065,115.26461973465247,-33.735445587726836,63.84725025909109,A,73.09205240769518,A,A,-37.68454179001266,E,B,A,C,197.80195293238444,112.17363786013928,D,0
26-35,Heterosexual,163.2236834836125,-166.22381214289607,-49.22337245493038,80.00259769985276,D,122.60182820955777,A,B,149.97724574815825,E,C,C,C,178.2732099218294,-3.929680826033255,A,0
18-25,Bisexual,97.6304798480507,-69.87721909825403,-39.916218222608336,-285.58226559751176,C,-98.55624205326038,A,C,-72.31262234545859,C,E,D,B,-50.55072861591942,35.14191221099796,A,1
18-25,Other,-155.1922781138632,17.900970836678333,95.01558413998423,-19.835700378670342,A,58.70440639911754,E,A,55.363957957176126,B,D,D,B,-153.18636288391139,-139.08560838486403,A,0
18-25,Heterosexual,-22.65748906040518,108.94139683831195,54.300678643412134,-179.00125427393283,A,112.7735683916065,D,C,-85.51516255040579,B,C,E,D,-151.64177683470018,7.431507195198672,B,0
51-65,Bisexual,-9.360911054102129,-69.95396797482873,-22.6235510445485,-8.195534815948431,A,-8.238807382270668,B,D,-42.397964553191166,B,C,B,E,135.48650200273994,127.21910215145786,C,0
65+,Heterosexual,-26.851793038788557,0.4177176649308305,94.60947590429069,-16.31681602773511,E,33.433275677314136,E,C,209.3113848968279,B,B,D,A,10.163992078688704,132.09308987038705,C,0
26-35,Homosexual,98.93666577277462,-88.6815582652876,123.49644633197885,-105.69312411934753,A,-4.985171415866143,E,D,38.13071709710106,E,A,E,B,-120.64237074958417,-20.299764893964564,B,0
36-50,Bisexual,-42.0724303440703,122.09893664396489,-19.15072563227738,-18.698883940220558,D,-23.598496681178087,C,B,264.53548224074274,A,D,D,E,130.88095626698802,54.87013934657956,E,0
51-65,Bisexual,-71.3627039079118,133.5142768474212,-77.76336470772117,-8.847258787213647,A,91.42254036980272,E,D,-160.4122790225996,D,E,C,C,124.64492345461855,88.74900935069498,C,1
26-35,Heterosexual,200.76227918100778,228.39605272753772,-92.51554460350079,-104.71431300801956,E,-145.82837079962792,B,B,56.25992815354833,B,B,D,E,46.648082544839646,-152.5330898667234,C,0
51-65,Heterosexual,63.15647070673105,-89.63511428386096,-73.22057547557486,-46.278960737466114,A,45.54787421344371,D,D,-165.59782724856947,B,C,C,C,70.32242110160446,-78.61578626436734,B,1
36-50,Homosexual,-118.07613879320581,-99.01074267632548,-20.03136109607264,79.24221270146366,D,-99.4035970752919,D,C,41.48010567907532,E,E,C,A,124.46689035265008,63.83911503831754,D,1
18-25,Bisexual,110.20893421410666,-65.65683570269961,-114.99529615499478,59.6388760064862,E,269.1556915914596,A,D,138.43121342676744,D,D,D,C,135.67399979362017,-71.15767476823203,E,0
36-50,Other,-92.72918939143163,12.131162043563466,8.435799004639547,1.3886961989297393,B,47.9019841769322,A,A,-33.20113558945717,E,D,B,D,11.764675693200557,3.734367131396172,B,0
51-65,Bisexual,91.11709185858797,7.441109652679008,-117.33882048966171,-40.43079132639274,D,91.46480228572567,D,D,36.919360216936795,D,D,A,C,-137.32856987536675,-3.091821777506905,C,0
18-25,Bisexual,43.708255763876224,0.11449344025118482,-157.10143287632047,18.97608966934593,E,-125.26996763705283,D,B,-24.78766930343176,D,C,C,E,-92.82022421379381,14.594503057540376,A,1
18-25,Heterosexual,-8.708848287281311,19.984005769300417,-57.04463869831159,-8.799349072709479,E,92.87520445100084,C,B,178.70668703396453,B,A,D,E,116.22688284904856,-31.64381497498207,C,1
26-35,Other,34.770699697082925,-62.01998334557253,-142.2760398593984,76.42953295220649,E,50.65877763478773,D,A,20.69279463179327,A,A,D,A,6.888290145100734,13.447306782277558,E,0
51-65,Bisexual,-47.33950369828096,-212.095464758116,-47.64007209819315,149.2405278274808,D,-69.58644559623207,C,A,-6.772707288460274,A,E,E,B,-76.95564008761082,41.99337771001132,B,1
51-65,Heterosexual,190.65825985087955,-32.59636616025025,-103.75709617813709,-60.63628092864396,C,-61.9538332833247,D,B,-46.15229452378598,D,E,D,D,-26.258383564560223,-75.99837371531014,B,1
36-50,Other,222.92052645448894,-7.297936448964766,241.55554168348948,1.3705317489212232,B,31.883746694695052,A,B,198.33931799076788,B,C,B,C,120.17257815812685,-95.55703868110248,E,0
18-25,Bisexual,53.02511897321488,99.64059846557157,-81.27129839768017,-87.12643978636673,A,-3.3376892088561894,E,B,26.575177246554897,B,D,E,D,-190.46362957186156,16.88332793368032,E,0
65+,Heterosexual,33.27295681159047,-193.89858473988207,-105.57487982818662,-7.21073455181154,B,187.94013139557612,C,C,34.08434345581118,A,B,B,A,-60.54540440641291,-148.09189821701653,E,1
26-35,Heterosexual,-102.59316776097418,-31.751115501180383,-96.8372534025987,28.223547775307196,B,38.99683489953537,B,E,73.47561001161948,C,D,C,E,-77.64238293139346,125.24310897256865,B,0
51-65,Bisexual,-16.44025874432606,23.749715016323734,-39.32481796303494,-60.98831211617385,A,117.6038754422675,E,C,19.302346246168256,A,A,B,D,-68.91622673918788,-92.522655934545,E,1
51-65,Bisexual,2.7726933437992014,-87.91473165154657,109.92306773361673,-67.69465541026571,D,-73.40811517539326,A,B,-6.588413615710517,B,A,B,D,-160.77002273857858,89.02947306857439,C,0
65+,Other,-146.28641691856043,-74.31704192104645,-141.66691009348034,-173.13221832169415,A,49.61629810068365,D,D,139.74868649889805,A,B,E,A,-10.831122635937266,-121.47578066524464,E,0
36-50,Homosexual,97.44907178981185,58.543607066807745,-97.09753791187947,-147.5628179013521,D,64.24737119068105,E,A,-77.35493038656931,E,E,B,C,-90.07576786434713,35.50799178265518,E,1
65+,Heterosexual,55.91333796609239,2.8518891194722826,79.80269610186492,35.142312750155696,C,200.18521951254766,C,C,43.401686760379555,D,A,D,C,-32.61298253004606,-94.02760575355634,C,0
26-35,Bisexual,-8.221969237859664,-142.70696011022756,-79.14356863657216,-23.339982807575385,D,2.6024184190216997,C,D,65.34916283860183,D,A,A,B,88.019135232765,-85.05917347472905,D,0
18-25,Heterosexual,7.327221709630886,83.35688109738862,-30.005063969822654,-47.07808927645684,B,16.486054867297664,E,D,-22.639540249997633,B,D,A,E,-65.31467273115304,2.326311298701944,A,1
65+,Heterosexual,94.06607234637977,32.179122905954756,-158.37214979936266,98.42909254942853,A,23.31735488676207,E,C,-121.93862201403785,C,E,B,A,-75.58949759399415,21.48956961102551,E,1
18-25,Homosexual,-28.807914749970422,37.48535632061781,-109.3504184768523,77.98478147263826,E,-89.21091364551432,A,C,51.575931751856174,E,E,C,A,78.23008723691079,75.29181399843361,E,1
18-25,Other,-198.50102293811221,155.84717754605168,115.66475030096457,123.0816016129735,B,31.87990263557481,A,E,142.7207238693358,B,E,A,C,73.15605948746708,148.605578036329,D,0
65+,Bisexual,3.078985444099838,75.2745791153086,-22.664180007914684,-50.11302478638231,E,73.12494358613583,A,E,136.90671373656835,C,E,B,B,76.90158963090434,-169.21139332042623,A,0
65+,Bisexual,62.48961625758621,-33.916014707260175,44.048738183284115,95.41734047489166,A,309.77198002350946,A,A,-185.28437783555682,C,B,C,A,-49.11701530820729,-146.90788295829918,B,0
51-65,Heterosexual,26.50929699577728,-61.613203392695816,-66.39882780762106,-28.690537187193964,A,-65.36238233337173,B,E,28.697636411316147,D,D,D,D,151.62660970852676,5.686530391550691,B,1
36-50,Bisexual,114.50048576958771,-221.76447665202565,98.06862167218918,86.36829204966887,C,43.631537685311315,C,C,-78.73823101121927,D,D,A,B,8.90589468087619,15.454822483560445,A,1
36-50,Bisexual,-120.95140798020377,-0.8315917531385439,-247.19266640760503,45.82858818719998,E,58.72079101770825,D,B,39.14751251766693,C,C,A,D,8.277704294923089,-155.99909896365583,C,0
51-65,Homosexual,-11.433743047141482,-3.126575961542419,-117.18027776755193,-12.188382821833128,E,-40.002406897429886,E,A,-31.5859760195146,D,C,A,C,95.24025396787398,44.18928395718601,B,0
51-65,Other,-91.85043180145766,40.00452561472813,-118.84715143995341,14.7354032363561,A,84.68023048675882,A,C,219.3289801011717,A,C,C,B,85.18715919627273,-17.23013453356817,C,1
51-65,Heterosexual,74.47789541860416,-177.0852901364392,52.71505178714795,-1.2437480929499922,E,-92.80480468496513,C,E,42.84981955828429,E,D,D,B,-11.37337060173117,28.02230371001688,A,0
65+,Heterosexual,67.45407862583346,-112.72645434790971,71.42518823240161,-152.69146075507248,D,-41.23931942346596,E,E,71.10255902668399,A,B,B,C,1.5854009469584125,219.7645437305763,B,0
36-50,Bisexual,36.506930012993024,-109.56992253006148,83.82047252664292,73.60852788406311,C,-92.6263526911855,C,A,-96.90230551549256,A,C,E,D,-83.84538390798365,-15.913995884193973,A,1
26-35,Homosexual,23.710488997902196,-221.31908108668762,86.13300982264398,-86.59062205317642,E,-76.81803131559012,A,C,-5.024966474574329,D,B,D,E,-120.90260104067474,21.616864574704195,C,0
18-25,Other,76.96119153727771,35.52411453274132,-33.126479670245594,-22.767165582411824,D,-40.40522691856339,A,D,129.17157325439194,C,C,B,A,-5.19168436480849,-81.84895566337991,D,1
51-65,Homosexual,96.46097913787276,35.96137615570701,-18.80201223796035,-106.73029613092051,E,36.19058394210929,B,D,64.8085976826567,A,D,B,E,46.56055975886393,-120.90184332263065,D,0
36-50,Homosexual,69.23028497786247,90.42997876329528,-82.94689918106833,-51.637338188526385,B,75.08341464086183,D,C,-9.21646817656115,B,A,D,C,-122.85593310988243,27.057165773330382,D,1
26-35,Heterosexual,-127.94089289446117,-140.2802065652623,-129.08578392594566,-80.90906535339187,D,-0.7367708619764849,A,A,-4.13564734677516,D,B,B,D,10.91245927828208,-68.97435939617009,A,0
65+,Bisexual,-109.24727938996747,7.373012525752928,-39.37100305411864,-63.083748686523975,D,62.79087570584093,C,C,-31.230337172762322,B,E,A,D,-77.24593422601764,73.14502370178128,A,0
18-25,Homosexual,-28.90254821790994,58.02872485539052,-40.24467608696768,-25.555559825401748,C,-64.65785240753806,A,C,-17.68666310199235,B,D,E,C,62.60177630709563,-110.80543032256233,A,0
51-65,Bisexual,-7.163626529913334,158.12927009716995,59.45806207956403,114.882893292481,D,-88.0128399242217,D,E,106.795193868696,C,D,E,E,-96.83918879919007,41.128064302123164,A,0
18-25,Heterosexual,-125.94439505568059,148.80743574159908,2.6718017107074283,-41.61686633057607,E,-122.94515057273243,E,B,111.7754947779434,E,A,D,A,170.08191842116545,147.4653636501465,E,0
18-25,Heterosexual,-58.402287364335194,12.51800916787025,134.49906515699567,24.6564509667533,B,-218.26714456448624,B,A,22.054969674947415,C,E,B,E,211.77737459961077,57.74462036697218,A,0
26-35,Bisexual,-57.14608421348084,-73.57660041965116,-165.48413249230342,-67.32857619118147,C,4.619048048657258,C,A,-112.4597977833475,E,A,A,D,-49.32010219554615,17.959936315596707,B,1
26-35,Other,-11.379799423278582,41.98841482447345,-27.838547647040347,35.664345643965305,D,79.42624766761787,E,E,-154.686631448259,A,D,C,D,-58.70324609316005,41.499942454756024,D,0
36-50,Other,-121.5047567141402,34.996689938293216,111.3949471842464,85.20322565441684,C,36.35584733882764,B,A,-152.60456161077656,E,A,C,E,235.62407982101684,21.90376511836186,C,0
51-65,Homosexual,-28.580510367016178,119.14637717193257,-60.820619164189395,178.41707547660073,B,-10.68965975238481,B,D,139.04357482207996,D,E,B,A,-174.9644245147069,-42.28567333895192,A,0
65+,Bisexual,57.9744586707783,47.536895891863686,-36.53805807334382,-34.39689031533787,B,-153.9349018841982,D,B,29.099884516517317,B,C,C,D,85.51989793084228,128.16816927288306,D,0
51-65,Heterosexual,-216.79206683397302,33.013998915509006,1.119659897692789,10.85870166729096,E,-149.38380037332885,B,D,-174.71619008228595,A,E,A,E,91.3468316666132,32.486033078272925,A,0
36-50,Heterosexual,-26.43361722482033,-225.00376420286136,50.49861818849865,-85.92594145071021,B,-53.290808705810576,E,B,-164.62006145937383,C,B,B,C,128.13904415688228,34.170637914958014,C,1
26-35,Homosexual,57.933462954300964,17.44191067450226,79.03298078868018,62.1327078461233,E,-68.49873785528324,D,E,118.33359166103092,A,E,C,A,63.506342762262804,-36.89618976942133,B,1
36-50,Heterosexual,11.652130937720715,9.1028484996538,51.31739092482322,246.28250706617854,E,-53.02399578533782,A,A,-30.71101645560596,E,B,B,B,94.75317988996933,26.217682593135578,E,1
65+,Other,34.277975083681255,-77.39049180830672,31.554650362526402,89.27476008373148,C,-139.88655906056437,A,C,-89.47800172855334,D,B,A,C,47.477440617815034,-100.69840199400122,A,1
18-25,Homosexual,37.86466511168202,19.248949473313562,29.40284115125655,43.70406035231108,C,-25.198253121495924,C,C,-114.82435312698529,C,C,A,D,129.48076921701335,106.52492133006164,A,1
36-50,Bisexual,-154.42815539209033,109.59896742404939,18.360069922393375,41.26634255385496,D,72.49527319876405,B,A,169.47590219598857,A,C,C,D,-23.92510498209469,-186.48607104927692,B,0
18-25,Homosexual,107.35395806455506,-81.60452326091571,8.794045029268808,-48.00989572036878,A,80.99828137881457,D,B,37.53609976188279,C,D,A,A,-19.540545083893733,3.900696639663549,E,1
51-65,Other,25.409441585635417,155.1809851983379,25.431776402937917,-88.11622537996834,B,-93.63363488376163,D,E,297.7034319636139,E,E,A,B,-46.041652409138855,-25.180405658078147,D,0
36-50,Heterosexual,-166.09744609446003,47.489001181468915,-34.62871203847415,-170.90116486488645,B,-9.43383814527292,C,E,-22.406856663162188,A,B,E,E,77.13545884072553,-55.540712955693586,E,0
26-35,Homosexual,-53.554623077007776,-23.917216629372746,-12.958151403851259,153.2235653227982,C,-6.469010665169764,A,B,96.67621566656103,C,C,A,D,-33.042916176677686,-87.25602298080433,C,0
26-35,Homosexual,-46.18770369708486,-58.474643427116746,110.52550991928752,-107.46145028142435,C,67.03267537964966,D,C,-52.46557089081657,B,D,C,E,-125.06540740069572,-29.958666744189856,B,1
65+,Other,-0.3696212055345122,-17.91309713141539,31.196325957187277,13.153308221270182,C,-16.965923352464742,B,A,130.00051337340466,A,D,B,B,-15.003797655786727,-85.2098211833434,C,0
36-50,Bisexual,-74.76287498490241,117.85370732739418,31.371810732860762,-40.58124501254595,A,159.92600524919175,B,D,12.076005578824656,B,A,A,E,-191.1344331262063,50.97574879300559,B,0
51-65,Homosexual,-67.13506309889252,-47.6345255332203,122.98896324844448,-75.17162090913847,B,157.00575078385577,D,E,82.85756397469362,D,D,C,B,15.643768412644436,-144.28900325706812,A,1
18-25,Other,65.13804587701705,57.63677661623727,99.83246244071574,-42.29008348033292,B,53.982779289900186,A,A,28.52301630811369,C,D,D,A,77.48018392984861,63.07622286769596,B,0
36-50,Heterosexual,-9.64542753253971,105.81270613819085,63.87859993284142,231.528793332102,E,-121.56416793343001,A,D,158.48728468905495,A,C,C,C,-97.98894395726437,-122.56407711361281,B,1
18-25,Other,69.8946102666519,152.8543972674481,-104.22092472183083,-78.69707561701918,E,-153.57139035102983,E,A,212.32425572993935,C,C,D,E,55.47864260263295,-240.62250011747483,A,0
26-35,Homosexual,-11.152133417019423,11.794837811886671,-169.81749740947473,-217.71000653203404,A,-60.901887501674466,E,C,-102.9752324470776,E,B,E,B,82.66421635787577,-17.73746230947639,A,0
65+,Bisexual,101.77975630763605,27.03809520558015,79.15791275244196,20.039339274471065,E,-110.94652701303049,A,D,30.559055508068518,B,E,E,A,-66.73057267944324,-88.73013645139652,E,1
51-65,Other,21.868783203025902,-97.19393732242156,-50.27993506544568,-3.092439500623314,B,-17.767575725586575,A,E,-237.94171469162995,E,A,C,D,7.272428100019271,58.85192509069254,A,1
18-25,Other,235.42499696712503,126.20261112684364,60.162255913228925,-86.60224445782872,E,140.45391779385378,C,E,31.42452439250343,D,B,E,A,-99.44913113969024,46.038289485083155,B,0
65+,Bisexual,338.7926950361242,202.6589674638385,63.52234641189847,119.13227814584076,E,29.16902521923359,D,A,175.40438302215676,C,A,A,C,117.16434482599757,-9.308188147652256,D,0
26-35,Homosexual,-172.1972650097757,18.702274510896068,102.94467504336966,-85.34351652077903,D,-40.56454105188306,A,B,-23.159933896623418,A,C,C,D,-61.50879101519971,38.89814471729263,D,0
36-50,Bisexual,53.71799346840855,-1.7837160095812912,81.91066220596505,-264.5323465417845,A,75.21014030300644,E,C,-69.39931448853956,E,B,A,B,-102.35874841064043,85.9181681309524,C,0
51-65,Bisexual,66.8630063243858,111.32112001200645,-45.07565641566359,-109.57974184529704,E,42.452203706680685,E,D,-159.82536067973118,E,C,B,A,-21.860759019550922,81.73052687509158,A,0
18-25,Heterosexual,-91.21061683496406,-6.136250586923913,16.280870068752325,19.129593005642832,B,70.81091251442434,A,A,-23.46534936950811,A,B,B,B,-89.81593181286755,125.84391678164533,E,1
26-35,Heterosexual,-116.31164895469026,-6.719086521003871,92.12413793713056,-80.70396133974192,B,-5.051857811233754,E,D,-58.976407072751535,E,B,C,E,106.29301139122256,81.28820890851493,C,1
26-35,Bisexual,26.08237029553047,75.15964860308235,-18.999559995123757,-92.05888418199055,B,-6.382472483242971,A,D,64.79320306598075,A,A,D,C,-15.192165511037583,103.88382275619779,C,0
65+,Heterosexual,110.00442276873213,53.93816260435672,-50.29057584054284,7.275013873351596,D,121.08226064601631,D,B,-96.62701330109608,B,C,B,C,95.70564417731856,75.78732843493354,A,1
18-25,Bisexual,-81.79957396913818,163.12565065652578,152.18932912242963,-130.31711374299525,E,4.319712258041272,B,A,-36.45018298688474,B,B,D,C,-130.89773081764642,138.4725342425899,C,0
26-35,Homosexual,-22.210689610459976,12.993756333612874,264.97082762056425,-79.54396040644741,C,6.682186600853912,B,E,25.882242268246642,D,E,C,E,-52.365171984566615,-33.262255012391726,E,1
36-50,Heterosexual,-28.334680376211992,30.604269973383513,11.372213256486969,-5.720375320581026,D,-110.35189138105422,A,A,-26.064609511499658,C,C,B,E,-107.68490921745548,-119.51334517959233,E,1
51-65,Bisexual,13.439911320865615,-6.116886959219676,39.79123755850667,6.350231829731924,D,53.94860983638294,B,A,-37.2191292449826,B,A,C,A,25.40431432143222,-69.48322125982855,D,1
65+,Homosexual,57.74267254709681,21.971618893847367,27.39241663532596,222.41626562384624,D,-49.40701469854233,C,D,229.10715463536383,C,A,C,D,114.79901913600033,103.16066208439376,A,1
65+,Other,30.155419225516887,-22.90035886770598,-194.7901338296369,-33.64438437012227,D,-67.38807733837696,A,A,172.14542125951004,D,D,E,A,83.53671264714386,24.919740443692472,B,0
65+,Heterosexual,-48.49334005514352,85.26723583926102,52.88350458896589,-4.942398988848017,C,20.54322599819172,D,B,-10.264360968660043,B,A,E,E,-25.8325173933947,132.33782848186988,B,0
51-65,Heterosexual,-95.89224759929981,119.56386301044842,91.21515362888796,22.513605311608607,D,-99.66936778015389,A,B,-132.45878552472516,A,D,E,B,3.6136543326713157,23.00327098915839,E,0
26-35,Homosexual,142.8686899918889,51.46820391405335,-2.8212601352708826,56.22145906791651,B,226.13661927124485,E,E,-14.440224827994848,C,B,B,C,-71.75100925946305,-20.474743210792457,B,1
51-65,Other,-265.55927601913737,57.64007093345435,-46.301245198621075,-118.27592300126118,A,37.63512823160472,D,D,201.34560784447868,D,B,B,E,-130.53253574544752,194.74569525518316,B,0
36-50,Bisexual,132.29540138973098,93.2588832631796,-82.65121325268667,42.67578210475935,B,-100.26187558676784,A,A,-121.403151945068,C,A,C,B,38.65893913076692,4.916857365869541,B,0
51-65,Bisexual,-102.52231370694369,81.66182882988934,-85.84342456080566,14.559626749679138,A,-101.42403694071942,C,B,187.33335476620772,A,A,C,B,-70.79118949793344,-96.68336893395826,B,1
51-65,Heterosexual,-29.26575643784502,-149.33724693426205,122.1812674792057,-43.76819229407849,B,-5.635508870907783,A,A,21.576693258313203,E,E,C,B,-51.1070852786161,-74.64577337671969,B,1
65+,Homosexual,49.08007381053621,-13.511002048587162,71.3971276882425,77.97274384245331,E,154.34462345767426,C,C,-61.24375012843058,E,A,C,C,14.935655973616143,141.41151852499704,A,0
65+,Heterosexual,114.19413817614694,204.76404794486425,5.420156888157253,16.265122620867995,E,143.08775046506,E,C,-46.249753134068165,D,A,D,D,-49.2684413735193,-47.313355916419624,E,1
65+,Bisexual,102.68818903337613,-106.08938886727515,39.51424813240328,-45.56562204374789,A,-117.91527936966035,C,C,65.77593327910886,D,C,C,D,-46.83775263635132,6.376240057941105,C,0
65+,Other,-26.603226153054667,75.60098052296323,-88.83543632543092,-7.112228974439399,E,80.15826684763465,D,D,-204.74339410708757,D,D,D,D,-89.38657840414527,0.10551158882223294,B,1
18-25,Other,-60.3223112891777,-31.889146711944612,41.3246506361735,243.50965732021166,E,2.5162985284512875,E,D,-111.97228764476874,C,A,B,D,65.04112980386468,19.23513733687562,D,0
51-65,Other,-231.59674296643104,75.18745227438257,-76.62579279767957,-25.8466516228292,C,60.57281730132244,A,C,-39.18177855080892,E,E,C,D,-126.84374444052115,43.438924657111436,E,1
26-35,Bisexual,-93.20469563855576,30.025297366046388,-67.6614510393179,108.47894226951627,A,70.15321349896172,D,D,63.31388103667156,B,A,C,B,-109.47712518867239,-38.59126573805555,C,1
36-50,Bisexual,-3.3276938907107456,-62.69281954759097,0.8830566141546854,32.38916236714184,C,32.58075436881003,A,D,50.14103220998243,E,D,E,A,-20.10535549131437,-174.09246577281297,E,1
36-50,Other,-63.95588564437824,32.76806548745052,-90.79191387638149,-78.6167886641382,B,128.62016818866334,A,B,32.18538761398618,A,E,A,A,-255.62245117138872,20.594240179854065,B,1
18-25,Other,273.8256643450841,-50.31816271673411,62.878607822443215,-181.30968725888988,B,-1.9994831155505493,A,B,149.30623750576726,A,C,C,C,140.5237972739418,-23.301801902390466,C,0
26-35,Bisexual,69.77405820430134,54.80936699372947,64.88986831104458,-69.66888744347334,E,-67.19966810073055,E,C,54.0215405759961,B,A,E,E,-60.49824032412589,182.5896289274136,A,1
18-25,Heterosexual,-131.05455389933016,-115.90220133727671,-95.21581499607555,-1.4462473980866724,D,103.98857702109659,B,C,-56.79435093688623,B,E,A,D,-37.0879567998209,-103.1761827777475,E,0
36-50,Homosexual,45.20377856458702,-24.15002463347749,-217.7792996038591,43.37880813461054,D,38.97403257756839,C,B,-82.86297648627797,E,C,A,B,201.8221329522122,-155.36624972476883,B,0
65+,Other,-129.94858408203328,120.51680855169356,-21.244961924614444,-101.11183048918168,C,79.89608797982504,A,C,-198.40498828160847,D,A,E,C,-6.856186043899607,50.224030733901635,D,0
18-25,Heterosexual,-10.334999990948841,47.214630503350044,71.33572641340766,86.03372543317813,D,-90.83338978596286,B,C,151.65476473124411,D,D,E,D,-14.886054247239297,-41.83471772011157,A,1
51-65,Heterosexual,83.79589294978365,46.37191012166569,40.68940488541132,-38.219151805269846,C,-130.9396889965787,D,C,-49.70281281444752,D,A,D,B,-147.47176698790494,79.68085857778462,D,1
26-35,Heterosexual,-67.94850397476489,18.70394848307949,-76.94454777389859,-80.1451881477758,E,42.19646489142409,B,C,-178.87087375483608,A,E,D,C,-98.71300791616792,-173.24967569293355,B,0
36-50,Homosexual,-24.544087987380937,-13.777662108158086,56.21909366047165,205.73210423109464,A,1.7100104350811174,C,C,-134.02476176149096,E,E,C,B,-83.56818583097156,80.36325440495146,D,1
51-65,Homosexual,197.95177439985724,-170.10374320140264,-118.52455665343646,62.381684308676554,C,89.8889269271735,C,C,-168.79047213666323,A,D,E,C,30.54787037465005,-47.246519827642445,E,0
26-35,Other,76.75350630587421,95.10090093619462,-323.282573965587,-28.270512750995476,B,-52.81030170577517,A,D,48.58465301230099,D,E,B,A,63.60431332532235,-133.31200236981823,D,1
65+,Bisexual,-88.34796085432701,182.1944532981365,-157.7268293087107,-32.445788716787845,C,-4.98223669172743,E,A,-104.59994578966416,D,D,D,B,24.77318605929363,72.9133771725646,C,1
18-25,Other,295.98192758739555,10.8270607333231,-159.290644449962,161.18760772174866,B,143.700959436015,C,C,-66.17848765575795,B,C,D,B,14.630585946189415,-31.86258825489139,C,0
51-65,Other,123.72075378576551,64.43945689720168,194.3051840200108,-127.38482528873418,D,-5.502945328186967,A,D,108.5461743854283,D,C,E,A,-95.11238135700582,-15.293896349409996,D,1
65+,Heterosexual,74.32284092016036,33.47793576230604,-80.50625142713298,36.25167642744547,A,-168.09682803218922,A,B,56.647806208615336,D,D,D,C,40.600429368393065,95.01376627552699,C,0
36-50,Heterosexual,-87.43124617383134,-88.28963678762686,-109.94866670507247,20.274097717232994,D,137.76031258341132,E,C,32.59552597190789,E,D,E,B,-23.00654032139121,-197.13692249059636,B,0
65+,Homosexual,-155.06317196441236,-43.92120756654426,-90.98011460426521,7.32483496328429,B,67.05604262381506,A,E,-83.88020586512795,C,A,E,C,-31.814495789355767,91.94213765433791,E,0
26-35,Bisexual,72.1939315581466,7.8838068228637,35.15747039588726,111.83859404980755,A,45.31219651538756,C,D,111.01639736871671,A,C,B,B,-115.06038476309995,37.105657747378956,C,0
26-35,Heterosexual,6.804636696065877,6.902753036578052,-137.93735894411466,-0.0881469272865692,E,-111.86522622031832,D,E,30.86709404353238,B,E,A,A,9.963690490856205,-69.30034979153984,A,1
18-25,Homosexual,110.3252807533617,55.50365339627174,15.341189261157467,-7.306091509143882,D,-97.10722485779274,C,D,-130.9326419207778,A,B,D,E,52.08366347147226,-73.41575197567877,B,1
65+,Heterosexual,-79.27107703174762,-101.63856760723775,181.9228906222153,31.46640681576952,B,-34.39358193632622,B,B,17.48495508972658,A,B,E,D,124.60685523484405,50.57852877068467,E,0
51-65,Heterosexual,98.41892314611485,-104.15715201750868,83.33919376333799,121.43895414245512,A,-132.96413228014757,C,D,122.5530221041697,E,C,D,A,-137.0803709066378,-174.783396017896,D,0
18-25,Other,-44.59446052863086,-37.314049663724376,0.09846967475851891,205.74724012969213,D,-81.78040792971845,A,C,49.762627301912445,C,E,A,E,-9.962620766841823,54.86874296474784,E,1
26-35,Homosexual,48.573447743577056,-51.61345613877965,204.90225661852767,-108.47893538207029,A,41.04389593720935,E,D,-115.11815939581152,A,B,E,C,134.56983927542868,50.67150637727418,C,0
51-65,Other,16.040045727133986,-150.49447657653138,159.93167675937912,-68.62498084298792,D,150.25479795129453,A,A,177.9046755035768,A,D,D,C,-154.79379039063448,31.918872975555512,D,0
26-35,Other,37.606105251942395,-166.84925380024364,93.63454377863589,77.88808947359018,E,122.22235138549351,C,E,-104.28263453292463,E,A,C,E,-59.213596328813054,27.226028973402876,A,0
18-25,Homosexual,-34.26081295366812,45.59323096032736,-199.15425034076026,224.56138903213056,D,-69.75542462683138,E,A,-10.721126898409103,B,E,C,C,-148.00985643714583,37.30960469414816,D,1
51-65,Homosexual,-152.2789095127952,-47.51644231800577,5.67495426190976,129.75540815526796,E,-1.642536582977486,E,B,48.158233491601464,B,C,A,E,111.57848415201977,59.70899858462768,A,0
51-65,Homosexual,-67.75464520863429,136.47727394871072,-34.667230715753774,92.79218320082424,E,149.71411433435765,B,E,40.12953415108673,B,D,B,B,7.837117992239989,37.230702618925754,C,1
26-35,Homosexual,-3.6958547589767172,-111.79113549061937,110.11898523482107,-170.01613616455924,B,-49.84024928861388,A,A,66.8119002335983,D,B,A,D,-95.51572796218021,34.76213768144632,B,1
36-50,Homosexual,178.69397367162955,14.704951630744642,-150.02694859894754,-26.118500795360344,A,-5.740858782627285,C,C,59.9059074605507,C,B,E,D,204.1657474413113,17.64433296232776,D,0
