race,Veteran,nation,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
Other,Non-Veteran,Germany,57,E,-48.42941321543364,-35.13599440964006,158.78238999482116,E,1
White,Non-Veteran,India,79,E,118.92590041128707,-211.9334492114235,40.989152913023354,B,1
White,Non-Veteran,UK,25,C,20.173335629529998,60.02926848482526,3.860609085153005,E,1
Other,No,China,72,D,0.4406401936471822,147.99006759033506,83.12060925437986,C,1
Asian,Non-Veteran,Mexico,65,E,62.28259276573718,40.637564721615604,26.132081560219223,B,1
Other,Veteran,US,66,A,84.41989651434409,77.80118581861444,-28.11065188655698,D,1
African American,No,Germany,79,B,-89.32325465322728,49.02315987409781,108.76874875608226,C,0
Black,No,China,73,A,-138.91762618040096,-9.573207716669504,-38.553599146589264,B,1
Hispanic,Yes,India,25,E,89.61061787496317,64.46072039558595,95.56157496731609,E,0
White,Yes,India,69,E,-7.353595637465136,102.80527013756911,100.65432732891806,C,1
Other,Yes,Brazil,79,C,23.514750725437704,-70.89383249309097,10.363289258228926,A,0
African American,Veteran,Germany,77,C,-44.54116849256973,88.00868526415836,-96.8417441231816,E,0
White,Yes,China,66,E,-93.07289480676936,-179.43965833223317,-66.80240344169124,C,1
Other,No,US,34,A,-184.56227555282416,74.1388638946573,-30.99879817783666,D,1
Other,Veteran,Other,33,C,-63.96174268317706,-196.93998398320116,41.33305472228551,D,1
African American,Non-Veteran,Brazil,66,E,-54.389839342060874,115.37895237623599,10.914362708076315,E,0
White,No,Other,74,B,23.552633648970424,-71.21582041862209,116.87506137567092,B,1
Hispanic,Veteran,Brazil,70,A,-2.9882171022290165,-19.662606443199152,210.75681212302834,C,1
Black,No,US,52,B,-92.08608078340129,12.899486445141164,2.0181410111348925,B,1
African American,No,US,66,A,8.459379170171571,200.2919530918632,-8.089787409220186,E,0
Asian,Veteran,UK,58,E,32.51398597789365,127.4054656462586,123.20650108168624,C,1
White,Veteran,Mexico,65,E,66.85656498179303,-41.79337214743358,-45.00166808842333,E,1
White,Yes,Brazil,65,E,-12.101397327425808,-57.18929082031462,111.65771677136,C,1
African American,Yes,Mexico,31,A,-17.37848557520523,91.28912149592723,-30.88119104199287,A,1
Asian,Yes,US,23,A,-205.5012316132343,149.89154185032427,214.1914852241508,A,0
Other,Veteran,India,57,D,-43.9524216593427,-105.36144690911573,-153.16936845322186,D,1
White,Non-Veteran,US,36,B,64.75343376580666,-27.275432448949328,41.89432321392956,C,1
Hispanic,No,China,66,C,-45.47644871003053,139.841736116744,-221.1080928385718,E,1
African American,Yes,US,37,E,3.957603510199855,-99.90014930400942,7.77245164023745,A,1
African American,Veteran,US,59,C,123.23960737617182,6.859252855450504,-17.96669193218923,A,1
Other,No,US,26,E,81.90391112651217,-119.49800640266315,-80.82504032066689,B,1
Other,Non-Veteran,Mexico,50,B,39.544067461744284,-81.696155616639,183.46870342694112,A,0
Hispanic,Veteran,UK,28,A,-68.15454059111468,68.19313707969312,-55.23824965035327,D,0
Black,Veteran,Germany,71,A,88.51200248558692,63.244997832717985,77.1170561142661,B,0
Hispanic,Yes,Mexico,37,C,158.61149311831423,4.571172755137188,-111.22129209234055,A,1
White,No,Other,46,C,117.89677566987615,127.50733162712,-46.02698259816268,E,0
Black,No,Mexico,75,B,73.124257556317,-5.567859474901969,78.88787425760903,A,1
White,Veteran,UK,53,B,-55.343789530695666,-45.19015010618174,-21.921259772450245,E,1
Hispanic,Yes,Brazil,45,D,-82.03241711296438,45.94980461100669,-118.07849362591621,A,1
Other,No,India,51,C,-217.78488740428602,52.73288611664474,30.907275922490157,D,1
Other,No,Brazil,61,A,21.342673718729092,77.9191517310052,149.9898846873169,D,0
Hispanic,Veteran,Germany,69,C,67.31726299451776,78.99588824311947,119.56333165927113,A,1
Hispanic,No,India,48,B,-7.21705679574994,49.60816682398814,304.1576952503453,D,0
Hispanic,Yes,Germany,38,A,-93.6909169042248,126.38690653242448,-50.507021101767904,D,1
White,Non-Veteran,China,55,B,-71.15527783316651,150.32140225617735,-11.543088680822382,D,0
African American,No,Other,61,D,-154.96914811520836,-31.8160980440449,216.83404763091056,E,0
Asian,Non-Veteran,UK,76,D,86.46974954477116,89.37579124310379,-2.5455772660458296,E,1
Asian,No,UK,58,D,-9.790769460798113,-13.649810192906456,-64.61917278204966,D,0
Black,Veteran,US,19,E,132.06615079971178,86.3776641860358,-92.66138659105326,D,1
White,Yes,Brazil,37,D,125.55395272189762,66.08208678719105,73.03493332768167,E,1
White,Veteran,Other,78,B,35.93074984510618,44.976028189428284,-6.501543229519852,C,1
Asian,Yes,China,55,C,-157.41917107071143,133.80908680387003,171.07154901380395,B,1
Other,Veteran,UK,67,E,274.32763009949707,-39.30843320241785,-44.16866131444144,C,0
Hispanic,Veteran,India,59,C,-46.18348144401857,22.69785881643903,0.6168942509175246,A,0
Other,Non-Veteran,UK,67,B,77.49118526841984,-44.45484444908516,3.1068127899622966,C,1
Black,No,Other,52,A,32.657081751020996,32.4894759796079,100.69836368822645,D,1
Hispanic,No,UK,67,E,40.25655714769192,-11.552610885739554,49.38902859557143,C,0
Hispanic,Veteran,UK,31,E,-31.348294186080505,-137.0141501995118,-24.719846670210956,D,0
African American,Yes,US,70,B,-84.30687563440846,-28.41942968493898,20.94338111212809,E,1
Asian,Non-Veteran,UK,55,B,-153.05075552747215,77.88107475438392,-67.79209471172962,E,1
African American,No,Brazil,79,A,-160.7046799296044,9.944728314394933,150.34899928027792,E,0
White,Veteran,India,65,E,85.47454945801086,68.356405862561,19.62307127920222,C,1
African American,Non-Veteran,UK,39,C,49.62939166315031,-85.8678224309228,103.3999494550941,E,1
White,No,UK,75,D,141.929328673577,66.47307694448953,73.32048567188586,C,1
Other,Yes,Brazil,29,A,48.5291387333783,-16.416249317863684,-209.89903604713055,C,1
Asian,Non-Veteran,Mexico,75,D,-205.5183505794765,114.2729147339571,-137.23534773191525,E,1
Black,Non-Veteran,Germany,77,D,138.59937173580798,-109.0982371968774,270.7391311365081,B,1
African American,No,Other,59,B,-38.63861308294889,-111.34143421122683,-64.60689658717268,B,0
Other,No,Mexico,44,E,-94.04407755719917,-67.0648414784089,-101.92649783811154,C,1
Black,Non-Veteran,India,24,C,-108.72536449062473,64.58911575284858,-23.002035548606635,C,1
African American,Yes,Germany,56,E,-40.00720715011285,90.0239594817125,-40.557992437614864,B,0
Other,Non-Veteran,China,55,E,58.10875194049454,-10.427717697995874,83.5209171108981,B,1
Other,Veteran,UK,65,C,19.654762054460477,62.356120359175605,10.28725052911692,B,0
Other,Yes,Germany,45,C,138.66864142799287,9.014579198900117,19.734435673397705,D,1
African American,Yes,UK,52,B,-24.230044238339627,75.4007471195153,-70.1264303786378,D,0
Asian,Non-Veteran,Mexico,75,D,38.21993113372358,114.00483473724263,26.684964881060893,E,1
Black,Yes,Mexico,69,C,-84.92424434285763,-144.76901325629314,-14.022818532088893,A,1
Black,Veteran,UK,59,E,-131.38706002754563,152.75360602260804,5.407389568095489,D,0
White,Veteran,Other,48,E,102.50925433237796,-189.02928140076995,71.10183379810438,B,0
Black,Yes,US,63,D,-47.20278529330141,11.29163062933056,-66.37977391167382,C,0
Black,Non-Veteran,UK,37,B,-74.40520050081932,-145.71603027658804,172.72595728256022,E,0
White,Non-Veteran,Mexico,65,E,-8.056370411773358,3.7616387548215355,-111.41859809225014,A,0
Black,Veteran,Other,32,D,-54.42503851228157,-30.43132425995287,17.143283276917735,C,0
Black,Yes,US,54,D,125.50451179117988,107.57253242291425,-90.00972787101877,C,1
African American,Veteran,UK,57,A,-33.5862734749376,80.175348985114,-120.22299914219943,E,1
African American,Veteran,China,60,E,-15.957082228288089,-95.04106378213059,-70.49297632756317,B,1
Black,Yes,Mexico,68,B,-211.37133116551308,89.30486505896657,77.96077651575095,E,1
Hispanic,Non-Veteran,Other,75,E,68.8816616479664,-43.04287284927925,-206.4330940361361,E,0
Other,Yes,Germany,48,E,108.3406464069153,180.06927195236094,-129.72326321672872,B,1
Hispanic,Yes,UK,60,A,50.72532732344725,73.56075310614708,-29.48510395771933,A,0
Black,Non-Veteran,Brazil,34,B,280.59922145091815,87.36171581705456,-124.03557426578222,B,1
African American,No,Mexico,71,E,-39.872168211057904,167.97500786830466,-13.281875514737477,D,1
Asian,Veteran,Brazil,43,B,-37.22751341625871,-82.72882607795295,81.50814702252968,B,0
Asian,Veteran,Mexico,53,D,-137.27753502744577,0.7662030345540857,22.17037317303278,B,0
Asian,No,Germany,55,D,-108.82271536719632,43.920970431598136,15.069114984171634,E,0
Hispanic,Yes,UK,26,D,-190.39485041298968,27.520608881124737,-55.196035633745,E,1
Black,Non-Veteran,China,36,E,109.88905120724186,-81.2354637043153,52.71308194703158,A,1
Asian,No,US,36,A,73.7753169153673,23.411923873111913,61.00859179045472,B,1
Asian,Veteran,Other,56,E,28.200212036580552,-1.5258332066354257,-120.3883797732634,D,1
Black,Non-Veteran,Other,37,E,108.5460087070152,-23.11497925780811,163.3666424130933,A,1
Other,No,China,47,B,120.84294551262387,-147.72676918266575,70.26406994082532,C,0
White,No,China,79,B,-225.43474220550297,54.21299521181484,-3.4154434314565196,A,1
Other,Veteran,China,72,E,-69.93141635779277,132.4436849683349,-139.0972903059944,E,1
Asian,Veteran,Brazil,65,B,-35.055500304877825,-48.17711095637661,-6.324693456448655,C,1
African American,No,Brazil,67,B,103.61041130851373,203.16101876314468,-96.01700888976742,C,1
Hispanic,No,Mexico,70,D,9.636411755343536,65.50000720109641,-199.67923965517375,B,0
African American,Non-Veteran,India,71,A,-102.9165621991321,125.85523911276222,-37.54178512521103,D,0
Other,No,Germany,70,C,-80.27416384979021,-164.1285728886721,72.85546924363052,E,0
Other,No,UK,61,B,101.68565839139367,34.497995406355244,5.254361844549084,A,1
Black,Non-Veteran,Other,50,B,-162.64198471244836,71.282746000044,3.4743499423561586,A,0
Black,Non-Veteran,China,18,E,154.97819592810933,126.67052891272968,-91.09113950433067,A,1
White,No,US,70,A,-80.41231851721045,-93.30691327935338,-71.80258389659674,D,1
African American,No,Brazil,37,D,-205.62209158375202,-149.3101166788471,-25.360757558310603,B,0
Hispanic,No,India,36,C,27.36871570622248,51.4038244568346,-166.06329590466837,D,1
Asian,Yes,Mexico,23,D,-40.868939453259024,3.7711302272250307,27.368287635810663,A,0
Other,No,Brazil,47,A,-0.8250462914819982,-25.449244619731733,133.61173622520428,C,0
Black,No,China,47,B,77.14781131938906,-14.447474225802035,-42.13354489621664,A,1
Other,Veteran,UK,78,B,45.49491414141547,-40.42824725497859,5.201804755458495,E,1
Other,Veteran,China,37,C,89.35831069598049,-4.691398755220626,-162.69521499232764,C,1
White,Veteran,Germany,21,E,21.524957557569167,-142.647362164573,176.05588301474378,E,1
Asian,Non-Veteran,China,22,C,9.950599268462481,23.585541957049415,-222.56179446747478,E,0
Asian,Veteran,Mexico,60,B,31.449041759212555,62.73845492789989,50.66826770622884,B,0
Hispanic,Veteran,US,50,D,-127.08759982590587,64.60460149884713,52.66722687822436,E,1
White,Non-Veteran,India,78,B,147.00423614931066,119.03787296584731,-11.037074578227905,B,1
White,Yes,US,22,B,-10.730574828325599,174.1886983832333,-21.04242210952615,B,1
African American,Yes,UK,42,B,11.641528557981374,29.860991961831356,20.523383360892392,A,0
African American,No,UK,40,B,213.71523242757922,-38.46762300833372,-77.1511071546606,D,0
Hispanic,Yes,China,78,D,100.5247037820256,40.471450195597654,-58.1099410108414,A,0
Other,Yes,Germany,32,C,-29.31124120621249,-5.900094843439793,163.99770114163175,D,1
Other,Veteran,China,35,D,41.776136641583534,-12.626884585048757,42.08322419924248,A,0
Other,Yes,Other,51,E,-55.99997413329958,-130.49951867903067,-42.96314665183855,E,0
African American,Non-Veteran,Other,46,D,-45.66182782830695,-113.0703910405372,54.780109702072345,B,0
Black,Yes,Brazil,35,D,-83.65423528523499,67.91943357759355,-74.29956831658873,D,0
White,Non-Veteran,Brazil,22,D,36.88019701347143,82.43660816704886,-111.54295976035078,A,0
Asian,Yes,UK,18,E,-53.737431341468145,44.04083230927605,75.04796807627767,B,1
Other,Non-Veteran,India,58,A,59.778768312553765,-112.76454082280536,72.24549579782659,C,0
Asian,Veteran,Other,21,A,109.60507290799922,100.71762555875456,-7.771881682717212,A,0
White,Yes,UK,45,D,-124.46536652695835,101.53511213010206,45.707417103824035,D,0
Hispanic,Yes,China,70,D,-50.16655647266076,65.4024423529454,-183.46487478712012,C,1
Black,Yes,Germany,35,A,-166.04209794518596,134.20759495717346,112.93968121025925,E,0
White,No,Brazil,47,C,-20.029183887442155,-13.472756389249668,-56.64301586114888,B,0
Hispanic,Veteran,Germany,35,C,251.30610490738866,114.83585268465342,-191.34966197292871,C,0
Hispanic,Non-Veteran,Other,42,D,4.342640894042766,91.62939705386776,-89.11501913759183,E,0
Hispanic,Veteran,India,21,D,149.3792318351139,-16.925598072251585,81.38492746046046,C,1
White,Yes,UK,51,C,-60.20784373535586,60.65195406906947,144.34079796221212,D,1
Asian,Veteran,UK,44,C,207.00136966010461,4.121056610310273,40.56389061211755,D,1
Hispanic,No,India,39,D,3.950390507631156,112.35301885477999,-162.85049900093478,A,1
Black,No,US,58,C,-7.809375103905344,75.5461825834706,26.89039839818254,B,0
Asian,Veteran,UK,25,D,-131.2083637431597,60.81729800333905,51.806369702011104,A,1
White,Veteran,Other,39,B,-84.7042741690949,50.116371166418595,-4.194163760360937,B,1
Black,No,China,78,B,94.39862787879856,-115.15101192097885,20.933830655065684,B,1
White,Veteran,US,37,E,135.20106312181085,-22.121410691102415,-39.62628824993452,B,1
African American,No,Germany,73,C,-31.94929732389656,153.16297764852322,-66.27295860030475,C,1
Hispanic,Yes,Germany,24,B,-52.849881895107686,68.07914417604462,-14.663936287720302,E,0
Hispanic,Yes,US,36,B,-46.77898222605869,149.11371939661103,47.142997936831954,B,1
African American,No,Other,65,C,-64.35016838137699,17.84513610370577,-9.475987727029414,D,1
Asian,No,US,54,D,101.66378375342309,60.77646648339135,90.10979877355477,E,1
Hispanic,Yes,US,28,A,-28.174983500697277,-41.47392508797972,-37.628931787358475,E,0
African American,No,Brazil,40,C,161.67308550715566,104.50540434741174,-97.62663876619764,D,0
Asian,Yes,Brazil,76,E,-34.50806427000855,120.58613183547912,-29.672448566348166,D,1
Asian,Veteran,India,60,C,48.04380611362825,-3.2813024023979773,13.983729572749827,D,0
Hispanic,Yes,India,38,C,-97.37408240813792,100.0506893417387,70.1666561920781,B,0
White,Non-Veteran,UK,79,D,133.85347524896375,3.216586495724791,-136.22129515890376,B,1
Hispanic,Veteran,Germany,41,E,183.88302388353733,131.98096965554657,49.0234171627578,B,1
Hispanic,Non-Veteran,UK,55,B,10.395360379868908,236.64970068349277,-101.55471374991367,C,0
White,Veteran,India,79,D,70.15636157413194,57.193068078493795,27.2172998658974,A,0
White,Non-Veteran,Mexico,66,A,15.182614175093,63.62564443445964,139.77916852556243,A,1
Other,Yes,Brazil,28,C,-6.672337097198944,-2.11748211435917,23.778593642149335,A,1
White,No,India,41,B,1.749336242053119,56.49905848281389,173.92480788563518,E,1
Hispanic,Non-Veteran,Other,76,B,89.57584164746302,74.92560322670327,-79.17442388501675,B,1
African American,Yes,Germany,39,C,18.076875705184914,64.1442663185195,93.75948686832642,B,1
White,Yes,US,63,A,46.04615027196013,155.8173803581231,114.70039088224846,C,1
Asian,Yes,Brazil,46,E,-181.95647119288222,-33.34869539435544,79.75951326804895,A,0
Hispanic,Veteran,Other,76,B,110.20209632536589,-92.63190638090916,131.95323278071186,D,1
White,Veteran,Germany,44,A,-64.85145623752597,202.9122937913086,18.30504460594052,D,0
Black,Veteran,Brazil,59,D,74.22966410121136,-60.494435384891574,13.516809215405182,A,0
Asian,No,Germany,48,B,-90.771110699266,-15.319009100980512,-12.994057180781018,B,0
White,Non-Veteran,Brazil,67,C,51.132334371894984,-45.48913559908789,-14.324889199107266,B,0
Black,Veteran,India,49,A,-54.454555475742964,-164.71656958683613,74.38298432134674,D,1
Hispanic,Veteran,Mexico,74,A,-320.1432570409816,-125.62975205333863,-18.98113364440851,C,1
African American,Veteran,US,48,E,68.4901268792661,254.92046882254468,95.26815680863633,C,1
African American,No,US,78,C,325.54035584423343,-46.1213916714366,95.04395171849812,B,1
Black,Yes,India,55,D,-408.31475821334175,5.636199045014712,-128.61155557031938,D,0
Asian,No,US,35,D,-69.9839550299895,29.469228692902817,-246.34215278900888,A,0
White,Non-Veteran,UK,47,B,-6.292592754255957,154.72022997906598,218.77195742012603,B,0
African American,Veteran,India,39,C,165.21585982741172,-142.4471199533317,78.30069301589086,C,0
Black,Non-Veteran,China,72,E,141.0688669503385,86.59148389324018,63.373509549427155,B,0
Black,Yes,Other,25,D,36.830289998352534,36.92469302390293,-21.45481066763214,D,0
African American,Veteran,India,40,C,-138.15119084966327,-72.61707900870678,111.908928616882,E,0
African American,Non-Veteran,Other,52,D,7.5039640484084265,17.43146378683286,210.88658082601307,E,0
Asian,Non-Veteran,UK,21,D,147.55682853065417,-91.19408645711619,-20.238301017408197,A,1
Hispanic,No,Brazil,42,B,-94.43037417194292,-63.08448092877895,-57.27800443094638,B,0
Hispanic,Veteran,Brazil,50,B,89.15321710179109,148.39227072691918,46.71484286212266,E,1
Hispanic,No,China,73,A,-40.83975842480477,-44.222198714876285,-7.911004009666909,E,0
Other,Yes,Brazil,52,D,85.06239574517863,14.84595217737302,53.131909148404944,E,0
Asian,Veteran,Mexico,74,E,59.71839275977665,67.26552208124461,-257.8028911104913,D,0
Other,Yes,US,45,A,-13.41871943152837,115.71732737253187,-141.36928133021152,A,1
Other,Veteran,China,19,E,-109.35201138062614,38.35066140684667,23.014165408929415,D,1
Hispanic,Non-Veteran,Brazil,53,C,-20.84136195306415,2.5189558268955614,207.71424192156766,D,0
Hispanic,Non-Veteran,Germany,53,C,132.21021898330096,259.2362306299779,52.49355931437829,B,0
Asian,Veteran,Brazil,60,C,-222.6847774217557,-133.93340586814887,64.8383265091023,B,0
African American,Yes,India,71,A,193.3374368561148,-75.51336474501129,29.559854355050604,E,1
White,Yes,India,77,C,-0.13348622154768847,-86.73709747901,69.38223760414436,D,0
Hispanic,Non-Veteran,Other,30,C,-10.501328127709144,73.81638145240342,16.930352390863256,B,1
Black,Yes,Mexico,73,C,-252.69311483322215,99.18288561810826,32.52653529072063,B,0
Hispanic,No,India,75,B,93.51846368481391,-84.87543242045076,68.07194647765058,B,0
Other,Non-Veteran,China,58,E,108.37235115511874,27.809470637504454,-78.37713545334968,A,0
Black,Veteran,Brazil,24,E,141.36032081472874,-74.15546244071523,62.873664312158795,C,1
Asian,Non-Veteran,US,18,E,46.91049287846641,-137.9484747277727,-4.193782276483779,B,0
Hispanic,Yes,Brazil,44,E,-49.115672818068056,148.96954212813765,-65.87847047283603,C,1
White,Veteran,Brazil,27,C,-170.39788901008956,218.42494217703313,23.071395387469686,D,0
African American,Non-Veteran,UK,57,B,90.33224793246762,67.93019544011494,17.86406799135919,D,0
Asian,No,Mexico,27,E,-104.29704466522085,71.64205165240206,0.08063034153640485,A,0
Black,Yes,US,48,D,4.58299211230351,104.66134063559798,50.16007182393285,B,0
Asian,Yes,Mexico,59,D,98.33960161627078,-47.61568353330661,15.946273064687599,B,1
Asian,Veteran,China,71,A,253.43670244093852,-49.76033109663126,109.75890060101116,A,0
Black,Veteran,Brazil,28,A,-47.517336199455,-163.20682844490366,-191.09346839957072,B,0
Black,Yes,UK,19,D,-21.158649618575883,120.44160133558745,-54.608907491371916,E,1
Hispanic,Veteran,UK,18,D,-55.75542320929855,51.06656886647376,-177.80316194595304,C,0
Other,Non-Veteran,UK,76,D,17.785971159516166,-3.8091587394641655,179.05132479896488,C,1
Other,No,Brazil,26,B,-62.00709404024467,-82.9843434747042,115.83303019612043,C,0
Hispanic,Non-Veteran,US,71,C,88.78441359802457,-10.818338480707803,216.47843222551134,A,1
African American,Non-Veteran,Mexico,46,D,-61.97195135737504,133.61768118316505,-142.16598847177886,B,0
African American,Non-Veteran,China,43,B,5.807616101407,128.00599413640293,86.37887829324843,C,1
Black,Veteran,China,40,C,-118.83252146513689,-204.80143663431542,-135.21656243162744,E,1
Other,Non-Veteran,Mexico,28,B,-40.625748767353,48.127606464388926,-99.49916650621043,A,1
African American,Non-Veteran,Mexico,49,A,55.287286972942475,20.727194922163118,127.55776459982073,D,1
African American,No,Other,20,D,17.411484446229277,61.822636559067014,45.738703713996834,A,1
Asian,Non-Veteran,US,73,B,35.95904058901807,78.43020316820855,69.05165786854637,D,1
Other,Yes,UK,60,B,-52.03375483283792,-4.237671420948554,96.83626043960182,E,1
African American,Yes,US,79,C,31.642541380120413,104.86717092861875,5.051675722591959,D,0
White,Yes,China,51,C,-180.68348408485647,-139.92482651504338,167.02076173626153,E,0
Hispanic,Veteran,Mexico,46,B,128.12607808420935,21.7639886237439,69.92025728501434,B,0
Hispanic,Yes,UK,65,D,-74.41992197252426,-144.08431437864695,-25.883919144973746,B,1
Asian,Veteran,India,52,D,-4.150547395938245,21.462249648451166,61.18040686763069,D,1
Asian,No,US,30,D,124.87248102623604,-124.24111332784943,-85.74269627050975,D,1
Asian,No,US,49,E,162.90694983217267,-6.940718661322065,22.316515577560498,D,0
African American,Non-Veteran,US,76,A,67.28808417541296,-179.20272385164986,73.96134027558868,C,1
Black,No,UK,39,D,-149.26400526656036,-43.46245172201594,40.09393537624782,D,0
Asian,Yes,Mexico,64,C,-144.19126799616214,-173.81252089262864,-44.674798748743484,D,1
Other,Non-Veteran,Brazil,68,A,-69.23886914196738,6.068139422709586,-98.24809526004786,B,0
Hispanic,No,China,54,A,198.58907330444552,-61.54816940701322,20.94691893006887,B,0
Asian,Non-Veteran,Other,65,A,11.933340049738241,-77.85998061749633,-12.24154519673218,A,0
African American,No,Other,47,E,94.67112098425392,-27.371170528632092,-15.513714283155627,B,1
African American,Yes,Brazil,45,C,-40.74725171619173,22.48489480683732,44.07599549664633,C,1
White,Veteran,Other,38,C,-91.17332546888079,319.5463088053976,-208.44561656178092,C,0
Black,No,Germany,19,E,95.5856678573873,-80.78350044930916,-13.154002739882309,A,1
Hispanic,No,India,32,B,32.99524824355641,-109.39167635526061,54.75644166887712,C,1
Black,No,China,68,B,-97.05298746214638,59.621016142695005,-25.022683107401704,D,1
Hispanic,Veteran,Brazil,46,C,-0.6880211619697848,-195.59005952563842,-19.622520110790855,C,0
African American,No,Brazil,20,D,-161.7669788288303,32.2581365532566,3.012128490633129,C,0
Asian,No,US,73,D,-122.85143795271354,-11.667951124821501,24.296868890462143,E,1
White,No,China,50,B,43.816512880357294,84.55344851343878,85.58437019319398,A,0
Hispanic,Veteran,UK,67,A,77.17019764456656,48.722768130242315,26.153620307443514,E,0
White,Non-Veteran,Germany,33,C,-52.80929947035522,-4.372132448807201,50.05670532075298,D,0
African American,Veteran,Other,54,A,89.42701136096301,-145.3205803560208,52.4280678999199,A,1
Hispanic,Veteran,Brazil,35,C,-89.83519174428073,-34.60132437494304,101.19541248003043,B,1
Hispanic,Veteran,China,62,E,-233.6430021854875,-21.69733999224554,-15.525735723255412,C,0
African American,Yes,India,53,D,-46.950539998778,-56.99134733231952,-164.66409859285184,E,0
Black,Yes,China,31,C,188.33442394101672,79.51274317646816,-13.95102301263163,D,0
Hispanic,Veteran,Germany,79,C,15.866400202407881,10.284289493589949,-50.01111276315704,D,0
Other,Yes,Mexico,48,E,-56.52373184134846,-63.71131900211372,-145.10933198828832,A,1
Other,Yes,Mexico,56,D,20.683046026411617,155.82299118205796,-22.694988623748692,B,1
Other,Veteran,India,75,C,100.32012282043561,142.135213937492,12.89855483295638,D,0
Other,Veteran,US,27,B,-117.3139907764624,79.43972567922917,-82.46052701609855,C,0
Asian,Yes,Other,45,A,-152.75357253391886,67.49095786759726,-2.2393128638569992,A,1
Asian,Veteran,China,45,C,5.490796412000861,-17.256902595968633,146.6240259947319,A,0
Asian,No,China,74,B,106.45995358959286,-100.53516902983901,-67.44090346010378,B,1
Asian,Veteran,Germany,46,D,-13.048325913426751,197.66191995260917,-106.27820355272375,E,0
Asian,Non-Veteran,China,18,C,27.906315462121217,-37.766952614794356,94.50272515389283,E,0
African American,Yes,China,38,A,225.06094369024638,84.77353545914058,175.79407412103097,C,1
Asian,Yes,Other,20,A,37.259277049892425,150.15222542013893,-43.93009317123156,C,1
White,Non-Veteran,UK,42,E,38.87268440024143,27.175745320672622,0.6357649575201128,B,0
Black,Veteran,China,51,D,-61.674430134390356,71.45448224470886,127.47832316597527,B,0
Black,Veteran,Brazil,61,B,101.45526945084873,62.45505359803247,29.06236770407752,E,1
White,Non-Veteran,US,49,B,172.1465592080697,-97.26925387672391,4.759028020645059,C,1
Asian,Yes,US,71,E,-119.88971017692363,199.070202215796,81.6501972109019,E,0
Black,No,Germany,56,A,23.037388216086622,8.455816983319684,-35.49418602322935,A,0
Asian,Yes,Other,65,D,-0.3724275063086073,31.69699892386563,132.47432768121317,D,1
Hispanic,Yes,Mexico,65,C,153.91612693414737,126.53940831607413,-12.398937342136072,A,0
Other,Yes,India,57,B,-113.94785297256243,120.10773132811158,-46.22506573935081,A,1
Hispanic,Veteran,US,60,E,44.20077550914723,167.48323079748351,-16.90509056394029,C,0
Asian,Non-Veteran,Other,62,B,-36.199083945715756,-40.65368026705231,77.29277193714627,E,1
White,Yes,UK,21,D,45.022193346374856,-151.55651310655233,13.400881570162252,D,1
Asian,Veteran,Germany,40,E,26.061410141108425,53.684500264351044,-30.410352445904536,A,1
African American,No,Brazil,36,E,-197.21775089600973,52.476679066898605,-85.3145185877856,C,0
Hispanic,Non-Veteran,Mexico,72,E,-73.21596803635339,-19.62176465094534,7.927929169234614,A,0
Black,Yes,Mexico,78,E,-152.86524866112663,207.9928819132455,-87.21276221422323,E,0
Asian,Yes,Brazil,35,B,4.772705377318042,-154.74812327330875,15.455531634486924,A,0
Hispanic,No,Other,52,E,127.19157662033176,-116.40274374627846,82.00638918831552,B,0
Asian,Yes,UK,66,B,43.48743649602345,8.776681476543919,-191.32022833833813,E,0
White,Yes,China,23,B,51.47058258918328,-202.0842014039731,184.6988522241432,A,0
Black,Veteran,Germany,66,D,-29.70265670303537,5.303903871182061,-71.30546001608026,B,0
Other,Veteran,UK,43,E,-186.69808970730128,36.75480830385867,215.81105675155078,A,1
White,Veteran,Brazil,72,A,-80.35211818371837,124.49734179588017,-98.1395935325045,A,1
Black,Veteran,China,79,B,48.76341102617726,68.10927042119576,7.601145159569564,E,1
White,No,Brazil,76,E,-143.3289423722716,103.63592946946953,126.75413451054342,C,0
African American,Veteran,China,79,D,24.79246423274942,123.00510240936464,-100.32615322343126,C,0
White,Veteran,Germany,19,E,131.1600010790992,122.25722752434132,97.79591776251887,D,1
White,No,India,32,A,7.152398993965395,26.529452496275084,-168.1251031799849,E,0
Black,Non-Veteran,China,45,D,-180.9632130002173,-30.75616729250676,-88.93488580216598,C,1
Black,Yes,China,39,A,90.00645665314335,-252.68757326849203,30.67955552680026,E,1
Hispanic,Yes,US,62,E,-67.15423529143892,21.79723522894528,-40.5503488445888,D,0
Other,Non-Veteran,Brazil,79,B,-11.530924085404338,-160.6679848331334,17.97834864587135,E,1
White,Non-Veteran,Germany,44,D,-64.0476863497918,67.50231752309043,169.21945112156791,D,1
African American,Yes,India,40,E,58.125017496015055,90.63086267468556,94.32025301338099,B,1
African American,Non-Veteran,UK,48,E,42.58488564829946,169.47692091462926,62.807839331567884,B,1
Other,No,UK,43,B,79.02310135044381,33.060098447437795,-57.584282409563414,E,0
Other,Non-Veteran,Germany,28,A,-1.1766449899009557,-6.816808177226968,89.88004233014556,C,1
White,Non-Veteran,Mexico,46,B,0.7455891540602906,-132.19382055769074,25.707044842580203,B,0
Black,No,Brazil,45,B,216.56151417216253,18.696961845893473,-103.40100703065723,C,1
