Religion,Race,genero,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
None,Black,Male,Heterosexual,121.86450195156853,-21.724759968162697,41.27102068475785,A,E,-39.080320775210915,0
Other,White,M,Bisexual,49.458193190022776,-17.217594800957578,90.36021904283497,A,C,56.72986348672547,1
Buddhist,Black,F,Other,-45.26827157325606,108.4512487569846,-34.145934271231845,C,E,22.31787549249049,1
Jewish,African American,Female,Other,-29.93070895261293,76.70459702620815,41.227525714318034,C,D,-33.73736146521466,0
Hindu,Hispanic,Female,Bisexual,79.76526614867299,16.468536687084907,-10.329957413608708,E,C,125.46960890253087,0
Hindu,Other,Non-binary,Bisexual,-39.81378066627424,-54.57154458044283,-192.8709504667343,C,E,40.218209898614504,0
Hindu,Hispanic,Other,Other,-127.81647545899332,-47.733518268582976,201.9493464573718,A,E,-14.977989768587136,1
Jewish,African American,M,Heterosexual,14.32496918362133,-16.77289973485503,-7.319521342182229,A,D,-60.99426495883111,0
Jewish,White,Female,Homosexual,135.44081874801378,-97.74948489533384,43.62504208915386,B,B,-51.87355691930596,0
Hindu,African American,Female,Homosexual,102.94740314851995,79.57720031999959,30.800539682017387,C,A,59.97676207074798,0
Muslim,Asian,F,Bisexual,135.6488765081172,-33.99163547532132,-47.05138705081427,E,E,-24.292388511310055,1
Hindu,Black,F,Other,-24.391068338401425,34.45103371394479,-177.1255742647828,A,B,-105.27278523229207,1
Hindu,Black,Non-binary,Homosexual,140.34612296840436,42.52366299896933,-53.05130737103531,C,D,9.997169106596312,0
Hindu,Hispanic,F,Bisexual,231.02624032733425,-10.82271209813631,27.314209428826032,C,E,145.63786830080707,0
Muslim,Black,F,Other,0.10076792179676596,-11.080885356954296,-21.855542265480466,E,C,-43.05460228331369,1
Other,Black,Other,Bisexual,-21.818202927493136,-194.6970075018014,37.03374158556262,C,E,-135.16934530576208,0
Christian,Black,Non-binary,Homosexual,40.04438546638081,108.02193056284801,81.89833894176147,C,E,-85.65500594268168,1
Muslim,White,Other,Bisexual,-104.50377812770948,-78.08323864112425,48.51205887013531,B,B,186.16680122687598,0
Muslim,Black,Other,Heterosexual,-93.33167898568753,166.7987773837217,10.937033621779625,B,E,-90.84569105008944,1
Christian,African American,Female,Homosexual,-8.435880512800743,74.00353968966435,-59.776331067329615,E,E,-84.39457075145474,1
Other,African American,Non-binary,Other,-90.16386807041337,144.80796911032016,13.878089267982533,E,E,-122.19030732502911,0
Jewish,Other,Female,Bisexual,-72.53318240897872,68.87987194083848,23.221479654052533,D,A,183.23217134428097,1
Buddhist,Other,M,Homosexual,-156.66021777803135,-137.37105783693121,-142.68627757027627,E,B,26.088108054503312,1
Other,Asian,M,Other,-42.725451733101664,179.64133026674918,108.57288790385607,B,C,-152.70241107480575,1
Hindu,African American,Other,Other,33.17044506523439,-76.7872817418137,62.9184678101224,E,D,51.08849286245971,1
None,White,Female,Homosexual,-9.719386161116073,48.925521395408026,3.3942276735839103,E,B,51.79660977946868,1
Buddhist,Black,Male,Homosexual,-35.9738966761053,-42.314980491442746,35.70288630945005,B,D,-31.615338941688563,1
Jewish,White,Male,Other,8.766548637113202,106.7725037190455,-43.98684922019397,E,A,22.58217063321153,0
Jewish,African American,Male,Bisexual,5.1059147230213275,140.553025907742,-72.36580710504363,B,A,42.35032931558306,1
Muslim,White,F,Homosexual,-28.975109910434995,-17.73179642439957,28.796852485037856,D,A,-58.174479871267515,1
Jewish,White,Non-binary,Heterosexual,131.70960428530918,159.5635959958263,104.22958717564256,E,E,69.59044009139718,0
Hindu,Asian,M,Heterosexual,-4.7724517422862185,-85.5362829899777,-100.72270360788941,E,B,-25.89354762189456,1
Christian,Other,Female,Other,-52.10311453449833,36.93346277802706,38.07061459763539,A,E,-51.97693416473099,0
Other,African American,Female,Heterosexual,-69.91551329344577,-74.30949235563064,122.61580608968346,E,A,22.892848677685254,1
Jewish,Asian,F,Bisexual,24.724882885668976,-56.56579321743796,-295.82675315840396,A,A,13.529808560556663,0
Buddhist,African American,Other,Homosexual,-112.28078787369256,-93.6805356150564,100.04010438311323,E,D,-53.3386915118563,0
Jewish,Black,Female,Other,13.736248061246531,-64.5767955234984,152.78925762678688,A,D,95.04249680162528,1
Other,White,Other,Homosexual,-135.57918141637555,-84.82614766635788,-119.41018027204593,A,A,24.11988238717774,0
Jewish,Asian,Male,Heterosexual,179.30101986830806,-52.55730519528654,-21.804305977287164,E,C,11.791239467084273,0
Hindu,Asian,Female,Other,93.82678429512636,138.4360599160906,73.5186048728532,B,E,56.55241742665309,0
None,Asian,Non-binary,Heterosexual,-51.2787397624551,65.54975506638418,38.060092031123524,C,A,239.17575083608017,1
Muslim,White,M,Homosexual,-97.27438510195212,20.84507062208316,30.225955200695516,A,A,-9.280117588058822,1
Jewish,Black,F,Homosexual,-36.39613000950236,30.560697707314123,-16.884605692063165,D,E,-9.123953839976066,0
Other,Asian,Female,Homosexual,-8.959996041066042,47.15987370377645,165.29810158310414,D,C,42.60861962371945,0
Jewish,African American,F,Bisexual,3.6034355344219615,-85.27947844069082,163.55724125231723,C,E,56.15214479386681,0
Buddhist,Black,F,Homosexual,1.3642383181569644,-91.17437380353365,148.47151776352555,E,A,-88.17767320204936,1
Muslim,White,Non-binary,Other,0.3618701528371015,-82.05383143039099,-241.87534799366813,A,C,108.75712768076644,1
Hindu,White,Other,Heterosexual,-68.63096311014742,88.4547763935084,-50.23955799871766,E,B,27.290731001722946,1
Muslim,Black,Male,Other,119.12411115930786,52.84932425237192,-29.992129441499145,A,C,-145.565108403264,0
Jewish,Asian,F,Bisexual,-41.36232909089877,-73.36581261152814,28.19069814491702,D,C,-105.184215014086,0
Christian,Black,Non-binary,Other,119.18665877246437,-213.41592293901215,99.10286555974378,C,E,43.59735167023583,0
Buddhist,African American,Female,Heterosexual,25.98941366150665,-201.59279555974368,174.6073965076238,D,D,-48.136535666042924,0
Hindu,Black,M,Homosexual,7.463172114085783,94.39819771492357,47.2475238599543,B,C,66.6306217909873,1
Hindu,African American,Male,Homosexual,-41.17494659156227,-21.365203895372332,39.82596670103471,B,D,-128.34127908461625,1
Jewish,Asian,Male,Other,-16.09854676113,91.33091653359273,21.13504079356929,D,C,-105.24132480610622,1
Muslim,Black,F,Heterosexual,122.51480930783265,-21.730016924472555,-138.14223590892078,C,B,14.018197033235152,1
Jewish,Other,Female,Bisexual,-166.14793008256413,83.27027532202025,49.93856609134772,C,E,-110.47082526820779,0
Other,African American,Non-binary,Other,110.98385927543536,9.799010105590567,2.3570842732309143,E,D,70.5690434138468,1
Jewish,Other,Non-binary,Homosexual,9.88137587159177,-45.58191361863289,62.20032812962768,B,B,-33.745955652219855,1
Buddhist,Black,M,Homosexual,30.897235498263818,-279.9344259482513,-40.97992542955664,D,E,-15.322060172667406,0
Buddhist,Other,F,Heterosexual,-7.7005633607764885,-78.5540895248359,108.08047290863725,B,E,-71.8618089871675,1
Buddhist,Asian,Other,Heterosexual,99.693719237073,-49.79971954301307,63.162672985418425,C,D,144.65693197395944,0
Hindu,African American,M,Heterosexual,-23.31791168820739,90.19788134891118,-56.41579922183276,A,C,14.130536729888135,0
None,Other,Female,Heterosexual,-43.3955651188022,-13.430455704574346,-92.44800866338633,D,A,-141.51778090541424,0
Hindu,Other,Non-binary,Heterosexual,71.4272554790305,164.03129678609446,-59.805328800288514,D,B,-37.52973994828883,1
Other,African American,Other,Homosexual,-99.9330328162479,-30.94273944604309,23.797832815705547,C,C,44.38018054839159,0
Christian,White,M,Bisexual,-109.73183154008439,-126.12707115220066,16.078678387083187,D,C,-33.10009835791129,0
Hindu,Asian,Female,Other,15.245080698897349,107.04431872035218,-60.75293888713232,E,D,-170.34537867363457,0
Jewish,African American,F,Other,57.527664348225215,-57.534660136865234,6.955410818656568,B,B,211.85945182692535,1
Muslim,Black,Female,Heterosexual,94.10420815797677,-63.87371271363597,-67.27775372015925,B,A,77.57931002884881,1
Muslim,Asian,Female,Bisexual,178.73022280409822,153.23785629444566,78.50787623427965,E,A,-119.24165219284693,0
Buddhist,Other,M,Homosexual,-118.66831125806453,-59.35258275565653,76.1233334326138,D,A,60.670905879148705,1
Christian,Black,Female,Other,-52.95525458293893,-111.60537927638043,20.042297513995017,D,B,-110.74377053440784,0
Hindu,African American,M,Bisexual,-8.542640507482538,-114.93933784649258,15.794416609410632,D,C,22.999895288297243,0
Christian,Black,M,Other,166.91319674023276,124.08553558607542,-69.64686221078618,D,E,-68.28630873582895,0
Hindu,White,M,Homosexual,-76.94160118531731,76.2300865465533,-92.11996888099941,C,B,-1.749251591510039,1
Christian,Hispanic,Male,Heterosexual,29.936670545743205,7.324181784174147,-27.617252164078206,B,C,68.88626872877519,1
Hindu,Asian,Non-binary,Heterosexual,96.4253646104372,3.114751840009888,70.3936822980505,A,E,123.65112205701931,0
None,Other,Female,Heterosexual,-86.73871092757155,103.04394659579992,265.149656274594,C,E,39.59919136967262,1
Muslim,African American,M,Homosexual,-39.889259906485634,15.929032571711122,84.70263417335664,D,A,92.27806527398495,1
Other,African American,F,Other,8.738859308398029,-112.21066788184721,-66.47811906509631,E,A,-109.91497358836442,1
None,White,Non-binary,Homosexual,-109.3000488323272,206.2945156728206,53.24732448929228,D,D,-18.709409722907207,0
Christian,Other,F,Homosexual,-82.44989182633624,-107.2427051100987,-105.36888648264791,E,B,64.69898360724548,1
Jewish,African American,Male,Homosexual,-7.182200253534256,-9.563219572035884,-75.8982782815513,D,C,-96.2233820523883,1
None,African American,Male,Heterosexual,30.741916755746086,58.26606367601865,-45.02048478194261,A,D,-30.101596618596155,1
Hindu,Asian,Female,Other,-33.10684758589734,-52.950233573148694,-29.339559608181236,E,A,11.263362497892496,1
Christian,Black,Female,Heterosexual,11.88261484421811,61.90420946995528,-235.6951091363159,C,E,143.6481509138131,0
Christian,Other,M,Heterosexual,-32.42348437722997,-130.80115233632233,65.43696590085429,A,E,165.60613996722,1
Other,White,Other,Homosexual,-10.361266103871516,-111.84502516845922,36.28968273727319,B,A,119.83258771150136,0
Jewish,Black,Other,Bisexual,-139.58150732710186,170.89825119577557,-110.53281181404829,A,A,-227.12565152348782,1
Buddhist,Other,F,Homosexual,-34.498536741046905,48.980553695628124,78.30702280445497,B,A,-27.041732356913766,0
Muslim,Other,Male,Other,-48.94252411232581,-200.76154633040363,34.01067921307877,D,B,57.73150400172838,1
Buddhist,Black,Non-binary,Other,102.4832609987505,0.24426221564135936,107.41720385869458,B,E,87.84009616202906,0
Jewish,Black,Non-binary,Homosexual,45.65005640560487,168.88114137794494,160.31545186430486,D,D,143.1783935952516,0
Other,Hispanic,Female,Other,-229.1370829264453,-1.631256289600588,80.8173996833259,E,B,20.84574520279822,1
Christian,White,Non-binary,Bisexual,67.93306166747162,160.2796921547246,-51.609345956128905,D,E,-78.286958420704,0
Buddhist,African American,Non-binary,Other,-3.1988709569502305,-160.97483413732846,-38.56972223259633,E,B,-32.729551633537,1
Other,White,F,Bisexual,-10.964127770679426,45.28505277600113,-108.7207103124214,A,D,63.618199521499086,0
Other,Other,Non-binary,Bisexual,-8.678841409748651,68.1912100506622,-69.69516213269343,B,B,186.2224588588105,1
Christian,Other,Female,Homosexual,27.92725068477409,-67.33457376561243,49.07376266652715,A,D,22.295052632425666,1
Hindu,African American,M,Heterosexual,46.33643128176318,-145.01696590327688,-36.90748077305912,A,D,94.78759496253438,0
None,Other,Male,Heterosexual,-214.99033024307846,38.29420936102744,-69.56679243660572,B,A,-15.115291754318294,1
None,Black,M,Heterosexual,-96.8274937164176,-60.78156304325205,-13.465453621136483,C,A,-25.186080900559887,1
Hindu,Other,Non-binary,Other,157.18182360781236,-31.26761100491022,174.5991377598277,D,E,-71.92083505552935,1
Other,African American,Male,Bisexual,-71.03059117867005,-74.70957347700138,82.43688822570181,C,A,70.82701566860928,0
Muslim,White,M,Bisexual,61.36452691441353,50.61606077313512,97.28064053618274,B,A,174.67740803070706,1
Muslim,White,Non-binary,Homosexual,-19.484188613547218,-21.572511636041515,-53.99476167886067,D,B,-69.48415730112181,0
Other,Hispanic,Other,Bisexual,-45.30623625831029,156.96028981793287,9.060383503331712,C,C,-16.76422487658144,1
Hindu,Other,F,Homosexual,59.471800150147935,6.439813068318155,-44.21182780700156,C,A,-4.552832901582798,0
Other,Black,Female,Homosexual,29.595502950141604,-15.559394932650767,28.732364554703864,A,A,-53.58046599040954,0
Other,Black,M,Other,-79.26048316309013,12.98284085558132,-170.56068984322442,D,B,48.13616210688628,0
Muslim,Other,Other,Bisexual,-12.183523915339217,-65.01001659387883,-76.7974764327515,D,D,62.683093053906845,0
None,Black,M,Other,-75.25771419826118,31.4016686930331,-21.065068125616325,E,E,4.8879107905488945,0
None,Asian,Female,Heterosexual,-173.40925410134147,-78.6738727789628,-23.33077658429259,A,E,-14.728259556213432,0
None,African American,Non-binary,Bisexual,-25.70870302769881,37.98707237143105,24.04732525567266,A,B,-73.07627884726185,1
None,Asian,Male,Homosexual,27.933851321837043,108.62372459425087,79.62526823573171,B,E,-48.360650101884104,0
Other,Hispanic,F,Homosexual,-171.30804222979276,-102.41744599255505,151.08159453914604,D,E,51.33671313008591,0
Buddhist,Asian,Non-binary,Heterosexual,167.79706877495212,264.96556779109403,-91.04672784777293,C,D,-126.6557722191875,0
Other,Other,Non-binary,Heterosexual,-76.78960379829608,-113.02017853654046,86.85829879133577,E,B,-26.106020815468067,1
Buddhist,Other,Other,Heterosexual,-3.4884160447883192,73.53489576698824,-14.878043380499943,A,D,8.618219984290832,1
Hindu,Black,Other,Homosexual,32.440411948906,56.41247750600132,-153.55907874634926,A,B,-89.29666865722517,0
Hindu,Other,Non-binary,Homosexual,26.574702086470726,-47.47071965372886,23.72473715339864,C,B,-119.39278180832105,1
Christian,Asian,M,Heterosexual,-29.26322609176872,38.42517321474366,-63.75062402280043,A,D,106.72843625095403,1
Buddhist,Other,Other,Heterosexual,-36.03607707118613,29.440947554700337,62.757029737237765,E,B,212.74194395745684,1
Buddhist,White,Male,Bisexual,84.05245078704633,-8.021649033906225,-111.14839823678884,B,C,-10.678218406067327,0
Jewish,Hispanic,Male,Homosexual,-25.72298159069773,-127.38566578906996,23.030078537009686,E,E,20.428261392096367,1
Jewish,African American,Female,Homosexual,117.03127346932848,-92.72472941671302,32.27665487370023,A,A,-2.7382015567341638,0
Hindu,White,M,Homosexual,-26.55844443818468,-85.19667115352335,79.90860073066308,D,A,78.58272951596803,1
Other,Asian,Male,Other,-50.32603898023057,-80.04267409775476,-52.92198983935115,B,D,91.15748264686646,0
Christian,Asian,Female,Heterosexual,-52.91412681119579,11.827368517287317,18.62405658498804,D,D,-82.7154948848134,0
Muslim,Black,Female,Heterosexual,-264.8258164479815,47.46783850114655,42.94763928669286,E,D,120.6911543982272,0
Hindu,Other,F,Other,-54.70839074082671,-138.9439499318535,-41.998951752610466,A,C,-101.68666485028608,1
Other,Asian,Female,Other,-179.06109137688597,-52.78152731917035,158.31269267941624,D,C,-74.4787765500104,0
Hindu,Hispanic,M,Other,68.98036884473228,-68.45209290253923,-52.23777557902185,C,A,50.791087516266295,1
None,African American,M,Bisexual,-116.28970148400765,68.92743728274357,-49.239272426417266,D,C,107.87460231875924,1
None,Hispanic,Non-binary,Heterosexual,-29.349787485519947,-14.437949005173689,25.025788047277064,E,A,39.63487059912142,0
Christian,White,F,Heterosexual,31.46894626797918,27.378774148397746,-65.47138071400057,E,A,-55.31309928147833,1
Jewish,African American,F,Homosexual,-39.178126427857016,10.73413848174928,37.949651114659375,A,D,-73.57240734167935,1
Jewish,African American,F,Homosexual,144.001118591387,81.21145235072578,111.87004882875877,D,D,-44.55098988990242,0
Hindu,African American,Female,Bisexual,-41.98128871590433,13.607402791380368,94.29286783841933,C,B,170.22892131414412,1
Jewish,African American,Male,Homosexual,40.011868989203045,45.024884506296054,17.85716505887037,D,B,-47.19812411748958,1
Buddhist,Black,Male,Bisexual,-118.71098291058193,-40.54167689258389,-147.38543570834318,D,A,65.32952692642327,0
Muslim,Other,Non-binary,Heterosexual,114.10885995193124,78.12701840588817,90.64261349906955,A,D,-68.3242924673807,0
Hindu,African American,M,Heterosexual,-183.56891622568608,-130.0345965471175,71.9176370277453,C,E,-26.468887474390172,1
Muslim,Black,Male,Heterosexual,-63.57918545111518,33.16175460621862,191.64124308763508,A,B,3.145712179766263,1
Christian,Other,Non-binary,Other,54.165197238047256,-47.78963216011689,-166.21340916454028,E,D,-21.07381536800431,1
Muslim,White,Other,Bisexual,88.48091929264038,105.59466480552193,-143.76714355962696,B,E,52.87067222829197,1
Other,Asian,Female,Bisexual,273.1199530518121,166.1390744158223,-111.15399524276918,E,E,37.38054573341965,0
Christian,Asian,Other,Heterosexual,-177.31281484103044,-70.25290987759732,86.5117558418762,D,B,-35.81001647808003,1
None,White,M,Bisexual,143.4248359277097,-35.40249424577567,85.88001284934053,A,D,-51.54597020145678,0
Hindu,African American,M,Homosexual,-63.97256906543317,-7.844904363564277,-57.451001584319236,E,E,-14.79600849194999,1
Muslim,Hispanic,F,Other,-67.88201102553862,-98.35721596487097,45.865046537881504,D,B,-31.84003371149889,1
Other,African American,Other,Homosexual,117.2832102564509,-87.1260400403244,-140.62093486905388,B,C,55.43731799994167,0
None,Black,Other,Bisexual,6.258150284648532,249.45609611993822,53.25044215018742,D,D,-43.95848062441301,0
None,Other,Male,Bisexual,-197.6297447391345,-7.39750044446133,142.83614568616417,A,D,-15.874118366178209,0
Hindu,Black,M,Other,28.14004706473986,60.689514367213505,30.909341502506475,B,B,34.847499964093124,0
None,Asian,Other,Heterosexual,-81.84007149458604,36.013672924318804,-10.137694811334683,B,B,-15.735559346987266,1
Buddhist,Other,Non-binary,Other,57.2387935450667,-93.96834281993135,-221.40150666827353,D,A,-22.829437361462503,0
Muslim,African American,M,Other,-1.7507422395979715,112.00132828899305,73.28379123169373,A,E,-81.4783643173971,0
Buddhist,White,M,Other,-67.84564950905387,-65.6215897331382,-19.36804163726401,D,D,-20.000882696184487,0
Hindu,African American,Non-binary,Homosexual,-34.49976421199536,-4.737301361134566,-6.181223638283152,E,C,-130.4564516930772,1
Jewish,Hispanic,Non-binary,Homosexual,67.47531224228672,-94.10729283054137,-182.42176361316126,C,A,42.467685003893294,1
Buddhist,Hispanic,Non-binary,Other,-77.32381172074092,-28.479760381168095,37.302506211587286,B,D,-24.743070442931675,0
Hindu,Asian,Female,Homosexual,-291.318702833773,124.37252762636169,-14.116197904454653,C,A,53.41139074595988,0
Other,Hispanic,Female,Other,16.856896490099306,115.06221110529331,117.88733043236759,C,D,-69.88172501344391,0
Christian,Asian,Other,Other,-103.07209255274412,16.096178776391238,24.70690181714624,C,C,107.09287968118555,0
Buddhist,Hispanic,Non-binary,Homosexual,-64.9507894267512,-24.717945047883717,-60.80171164291125,C,A,-76.87292947230463,0
None,African American,M,Other,-114.73945050356423,-50.16134342699199,68.04580766710833,E,E,83.67022033376975,0
Buddhist,Asian,Non-binary,Other,68.10903550560627,20.610769250184212,-127.4033857703254,D,B,-9.220895549902773,1
Muslim,Black,F,Other,-78.38709794046564,-69.90455245326173,-158.16146870266263,B,E,-61.557393534906026,1
Other,Hispanic,F,Homosexual,-87.31223268403895,36.73536866403309,-24.409545861341893,B,D,7.55103138644649,1
None,White,M,Other,76.53893163614399,58.888811825189926,-102.59417443687771,C,C,66.05057319914258,0
Other,White,Non-binary,Other,-48.294660158806266,28.057689605488882,-73.31923768074101,C,A,-72.74351193188824,0
Hindu,Hispanic,Other,Bisexual,82.31380549739802,145.58142514956248,-34.52745955325914,E,E,46.30383325963052,1
Jewish,Black,M,Other,60.38539019664889,-167.76952899328035,80.86692708240149,D,D,62.76218855423718,1
Christian,Asian,F,Heterosexual,121.67908746474892,-0.6935360078851908,181.6974783364031,B,B,-12.963055374000973,1
Christian,African American,Male,Homosexual,-0.6243043513190768,212.97365072604967,90.71546732532119,B,E,-2.1529099953135744,1
Jewish,Other,Female,Homosexual,-20.4469332550013,-86.30701938499271,184.212311322951,B,A,-66.3732072161215,0
Jewish,Asian,M,Heterosexual,9.429959886900365,-61.268978875740785,14.117138412262298,C,C,-113.0601216837093,0
Hindu,Black,M,Other,50.77096913556589,-173.34637209153735,-73.63849116541368,E,C,-27.432636295392925,1
Muslim,White,F,Heterosexual,56.29138470245512,49.220476647538305,34.811010342202025,B,D,-89.61095544933818,1
Christian,Asian,F,Other,167.6962892172886,137.94798978126437,-50.827735755609226,B,A,31.595350897489567,0
None,African American,Other,Other,-223.04934862473215,18.140927850748426,22.10466037279414,C,B,261.8059558890793,1
None,White,M,Other,-51.24646129220755,-164.432263006868,-71.17315044822263,A,A,91.23802900558698,1
Hindu,Other,F,Heterosexual,31.505433265461285,11.440913034889256,-42.17835400897886,D,D,11.979738466699574,0
None,African American,Male,Homosexual,-29.41410030310215,-39.93240451123165,62.551704496384055,B,D,66.40041218734989,0
Christian,African American,M,Homosexual,-14.73789135743637,98.74503084980434,83.44068608526052,E,B,14.186600600489147,1
Muslim,Hispanic,Female,Other,-82.28209927570455,22.585045551582507,63.663106016209206,D,B,-161.8838819131161,0
Hindu,Other,Male,Bisexual,-87.3470933836696,22.267761107239288,72.35750806148347,C,C,-74.1941500473695,1
Jewish,Black,F,Heterosexual,152.51304366762292,87.13051577049414,-55.88065506082107,A,B,-30.330894328352343,1
Muslim,White,M,Heterosexual,-132.39438788518262,129.6730017805929,-54.222833285979135,A,E,-147.90167287343428,1
Other,Asian,M,Bisexual,210.65030088677838,-29.869196027816226,155.0268723062809,D,D,-32.80965417581628,1
Christian,Hispanic,M,Bisexual,-97.61475821344148,16.318287476592495,183.2432793949146,C,C,-119.51518924976226,0
Muslim,Hispanic,Non-binary,Other,131.99361461445062,11.164081373682192,87.41970229193916,E,D,-18.139027812217336,0
None,Other,F,Homosexual,90.28238412924318,-182.00100287381616,11.402409817706856,A,C,36.79075166809137,1
Christian,Black,M,Heterosexual,-65.6732839613306,176.09945922496928,-38.67696663843646,C,A,34.01937006199792,1
Jewish,African American,Non-binary,Other,-25.341675509003323,-150.30650391155157,118.0185649562357,A,D,-60.41429481514633,1
Christian,White,F,Bisexual,-110.12716095837729,-118.98799373274433,-64.08935710957022,E,D,126.66190713001421,1
Jewish,Other,Non-binary,Other,82.10615251123392,-20.054352146280305,106.93350778424056,A,E,214.4629501107723,1
None,Other,Male,Other,105.74986353095042,51.833501660408444,-117.70441391534109,C,E,-3.1844264163414695,1
Muslim,African American,Female,Homosexual,36.645761410777524,22.891103202801105,-125.37694561982677,E,A,189.99133140931986,1
Buddhist,White,Female,Bisexual,49.928671176800066,-62.78216250421262,116.08613175263176,D,C,3.5104330507080173,0
Hindu,Black,Non-binary,Bisexual,113.7133854075952,111.94443070271075,60.849823208797105,B,C,49.33383510086486,1
Muslim,African American,F,Bisexual,36.03051402411063,175.492815877153,89.81866693490133,C,C,164.26816694399838,0
Muslim,Black,F,Bisexual,-135.70873131989853,3.09396265390792,7.290123520803937,E,A,39.46474854008098,0
Buddhist,Black,Non-binary,Other,89.78250797534709,53.36665100267675,-90.22593073814986,C,D,57.2351872785934,1
Hindu,White,Female,Heterosexual,7.4365526255853815,167.18679709165102,-138.86711147181325,B,D,-9.83051853493028,0
Other,African American,Other,Homosexual,21.41707694067963,-99.9318364339935,68.98521202281039,D,A,124.24008465627057,1
Other,African American,Non-binary,Heterosexual,33.71916847592183,-75.3090858409476,-6.373907795367825,A,D,-96.5604823530257,1
Other,Black,Other,Homosexual,-124.25518975945667,37.93769866476883,-92.09128263947683,C,D,39.24942701566321,0
Jewish,Hispanic,M,Homosexual,-153.3926586887137,-78.06211399130109,-27.483054551092252,C,A,258.2367164062771,1
Christian,Black,Non-binary,Bisexual,63.30387557289565,-0.005637411364532555,-61.11087426208298,A,A,-25.984890645528978,1
Hindu,White,F,Homosexual,136.46629786029902,3.8489444575115628,69.70936646938071,A,A,-30.325632596393653,1
Christian,Hispanic,Other,Homosexual,145.89451401485377,-11.131583964631607,1.590871215588408,D,A,-73.56213289721036,1
Christian,Other,Other,Bisexual,28.292998409301383,46.12861342220989,62.258935281259006,D,B,6.328151737320102,1
Jewish,Other,Non-binary,Other,-38.697565509097856,122.79351438248005,-53.90809499397364,C,B,34.35159299850079,1
Jewish,African American,Male,Homosexual,40.33119392712211,-83.23784468058298,-56.68308313468881,B,C,-94.92884724619259,0
Christian,White,F,Heterosexual,80.62620571694583,-152.35956730063373,-32.65414417549941,A,D,34.91427238028268,1
Muslim,White,Non-binary,Other,54.270030126741695,139.56793776951338,31.855982720147846,A,D,18.100829302250798,0
Other,Other,Male,Heterosexual,157.54727705279436,130.83440395862075,36.61058478432578,E,D,52.138377613289656,0
Jewish,Black,Female,Homosexual,40.01831064182033,97.04166167969193,65.37009405578101,C,B,140.31490342616692,0
Hindu,Hispanic,Female,Bisexual,-91.31797392665881,-64.35976079973321,49.12816502609146,B,C,87.11663215626061,1
Jewish,Asian,Female,Other,48.202947978471755,93.3607169350253,223.45704324595204,E,E,-11.698861524808747,1
Christian,Black,M,Homosexual,-61.10399183232415,-29.27537943026645,10.958816538533945,E,E,141.36865929367363,1
Hindu,White,M,Bisexual,33.88192251384062,22.94922929374075,-41.27656803211464,E,B,-145.62848127081932,1
Jewish,Asian,Female,Heterosexual,-56.184314756831185,-57.73332060371964,-135.92783638914761,B,E,-161.64283993486904,1
Hindu,Black,Male,Bisexual,-87.66156747550367,-140.6389325015622,146.06897628142974,D,E,-270.7694370808891,0
Hindu,Hispanic,M,Other,36.82203921281507,-19.896091140975518,-4.283963112565827,B,E,144.1092399123572,1
Buddhist,Hispanic,Male,Bisexual,-116.8352917829773,20.94032257911923,-109.35473350068705,E,A,-100.88080733130916,0
Other,Other,Male,Homosexual,-106.04553445041805,-189.56817422886942,-148.74722863594798,E,C,-28.198146646446652,0
Jewish,African American,Other,Other,-78.77241881646222,-28.60959831345854,85.90755972206236,D,A,-104.88503642039468,0
Hindu,African American,Male,Homosexual,18.887700391678415,-114.60005246629726,-145.44125758632416,D,E,-113.65306671665863,0
None,Black,Non-binary,Other,85.16652392681802,-155.2288859660192,112.84092467668142,C,B,-135.66688327131666,0
Jewish,Other,M,Bisexual,55.61408628907718,-156.3915400230538,13.78741091323957,C,C,-11.447936486475317,0
Jewish,Black,Other,Bisexual,125.33252523927887,42.454407070704306,-99.3404076709113,C,E,11.607256486985113,1
Hindu,Other,Male,Bisexual,153.68464736861674,120.33060658568675,172.2395493989652,A,E,29.409736172467632,1
Jewish,African American,F,Bisexual,-38.317155093166534,50.569356265816836,13.397878006566033,E,B,5.160956686919949,1
Buddhist,Black,Female,Bisexual,176.61950657686242,54.8153390808785,16.282292950950445,E,A,-38.652766814006576,1
None,Asian,Male,Other,179.991381528145,-25.943758224894275,-82.12879549300284,D,A,0.464088194229023,1
Buddhist,Asian,M,Other,-163.94779148036505,-27.280343694496533,-15.979519202956736,B,E,28.875818502466423,0
Muslim,African American,Other,Bisexual,-115.68462022102956,-25.701016634498615,-58.089541965466026,E,E,29.049146062515476,0
Buddhist,White,M,Heterosexual,55.91115676401427,-16.91169329274045,-32.16993449312681,D,B,181.44884054478106,1
None,Hispanic,Male,Other,20.903991439766088,84.585038367462,-109.19946710320201,C,E,-56.0617647674494,0
Hindu,Hispanic,Male,Bisexual,-138.1862826880574,85.85073538500855,87.95033461032934,A,D,-66.57163021178135,1
Other,Hispanic,Female,Heterosexual,108.72802325389566,151.4607383490593,-53.99932147160098,C,B,21.804905739315412,1
Christian,African American,M,Other,20.87419602588816,123.7626276172489,69.13238333780039,D,D,9.136171788005228,1
None,Other,F,Other,-112.4774268650272,-7.14488334817594,20.015271521451425,A,C,134.36773313133895,0
Muslim,Other,Other,Bisexual,-2.3237833588934644,-171.8104634453821,3.8247581897250997,A,A,116.34271541489716,1
