disabled,orientation,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,Heterosexual,36-50,E,-5.653179418031036,E,D,C,C,B,B,44.069539722691694,51.78518093760187,0
No,Heterosexual,36-50,C,20.371680664538832,C,B,A,D,A,A,221.96981128863308,-63.42539215966872,1
Mental,Other,26-35,C,-94.13588097389058,D,B,C,C,C,A,-19.15672746300151,-57.3127117571055,0
Both,Bisexual,26-35,B,-93.79044222429442,E,C,C,A,D,E,-12.225744842999344,-8.047080262844464,0
Physical,Bisexual,65+,A,89.02151166437818,E,C,D,C,A,B,-45.46375581612883,9.41649868945932,1
None,Homosexual,51-65,A,91.52936726429634,B,C,A,D,D,C,-9.551391606357933,147.9115310028429,0
Yes,Heterosexual,26-35,B,50.97392149215302,A,C,B,C,E,D,85.4353419988233,184.0994233632741,1
None,Heterosexual,51-65,D,97.68343247629093,B,B,B,D,C,D,50.636073610024866,-99.28164162587663,1
None,Heterosexual,26-35,A,0.8519154333279846,B,A,C,A,C,C,73.76325335552582,64.90386410456331,1
Yes,Heterosexual,26-35,C,-92.90875787370055,B,C,D,B,C,E,-16.04613041735882,32.828391585257314,1
Yes,Bisexual,51-65,B,-168.38737075629487,C,A,C,C,C,E,-105.62030976182845,1.2131019044793827,0
No,Bisexual,65+,E,152.3686731774321,B,B,B,A,C,D,46.39914384036038,-116.8103424384932,0
No,Heterosexual,18-25,B,-46.88744234439956,B,E,B,E,E,A,153.77176775619233,-136.45187786358233,1
No,Homosexual,36-50,A,-139.0083033479596,E,B,E,D,B,D,17.323796897866508,52.05855565260254,1
No,Bisexual,65+,A,-82.05118388558897,B,E,A,A,E,B,-0.0267556195189266,-148.83108389790326,0
Yes,Other,51-65,E,46.38474189177819,A,D,C,C,C,B,-102.67987968135613,-153.86188705474433,0
None,Homosexual,36-50,D,-119.96818956417081,B,E,B,C,C,D,203.9241990468712,-42.859931474136,0
Physical,Homosexual,36-50,E,72.08902581553913,E,C,B,A,C,D,-30.99078645063671,171.30565714543724,0
No,Other,65+,E,-66.26818664477122,A,D,C,D,B,E,51.7966429091018,-40.94448225658791,0
None,Other,51-65,C,54.02662778700022,B,D,C,E,E,A,27.784119918012774,-17.90925578957645,1
Yes,Homosexual,65+,B,-199.81286981818903,A,D,A,C,A,C,-171.45322706855083,-105.9214214269818,0
Mental,Heterosexual,51-65,D,-121.35992420607502,E,C,C,B,A,C,248.16177390636636,266.81699226780887,1
Physical,Heterosexual,18-25,B,148.0137704344803,C,A,A,D,E,B,232.20872153648355,-69.29228522162913,0
Yes,Other,51-65,C,131.33807000490864,A,D,C,D,B,B,-122.47522781978897,105.35344311163448,1
Yes,Heterosexual,65+,A,167.29756094009986,E,E,B,E,B,D,3.6637133948852476,58.03978182063215,1
Physical,Other,51-65,E,46.61186960236069,B,D,A,E,B,B,-119.79780719680937,130.7977419548331,1
Mental,Heterosexual,26-35,C,97.11143218083609,A,A,E,B,B,B,108.70084413988978,116.09463023029004,0
None,Other,18-25,B,51.58203040110231,C,D,D,B,D,E,-73.88718646706552,75.05622510865463,0
Both,Bisexual,18-25,D,-145.368941904594,C,D,C,C,D,C,-115.6477497308753,1.9608793486043978,0
Mental,Homosexual,36-50,C,100.38332052286869,B,A,D,B,D,A,114.3944855156166,86.11653866806577,1
Yes,Other,51-65,D,-29.881722080937557,D,E,C,E,D,D,-47.279584397759685,-3.6799127829837683,1
No,Homosexual,26-35,A,-29.047280534738878,E,A,C,B,B,A,-5.25225838562328,-146.28796781035552,1
Both,Homosexual,26-35,D,126.96048980332617,C,C,E,D,D,C,-247.36014745050724,-0.30366324047079085,0
Yes,Other,51-65,D,37.64473940099422,C,E,C,B,D,D,124.45578239576973,-77.3055544768991,1
Physical,Heterosexual,26-35,A,169.01374385900647,E,C,B,B,C,B,0.5940658693609497,-150.50166321672899,0
Both,Heterosexual,65+,B,107.87142311057548,A,A,A,B,E,E,-14.470317702944744,-46.400521033919325,0
No,Other,18-25,C,-77.75373767288991,A,D,B,C,A,B,-77.80297613455146,-6.165418621685207,1
Yes,Homosexual,26-35,C,122.8257539400178,A,A,A,C,E,A,14.421207227510516,-67.13900620387892,0
Yes,Homosexual,65+,C,-150.9109570242327,C,E,B,A,C,B,206.3862445443488,121.23725626087811,1
Mental,Homosexual,65+,C,-90.1176209752983,A,D,D,D,B,C,57.35931937923217,-37.31548126925434,0
Physical,Bisexual,65+,C,158.78822555343334,A,B,E,E,C,D,5.85108286683211,-59.18268646573613,0
Mental,Other,51-65,B,69.70368555002861,D,A,A,C,B,E,-91.89618667715277,5.172454238776316,0
No,Bisexual,18-25,B,-61.31859207065769,A,E,D,E,D,A,-116.1658389095459,45.97774298988831,1
Physical,Homosexual,36-50,B,-108.72579419529131,B,E,E,B,A,D,-151.38926690355194,94.49049963048422,1
Both,Bisexual,65+,E,-44.80908705264881,D,E,B,A,C,E,105.51160923670298,-100.03190114149774,0
Mental,Other,26-35,B,72.69462273216278,D,E,D,C,C,E,-57.06568898599769,200.3805869750673,1
Physical,Bisexual,26-35,B,-62.40807098279758,D,D,D,A,C,A,97.0538030787196,70.74844852390066,1
Physical,Heterosexual,26-35,A,52.518222140863344,B,A,D,D,A,D,15.303070904387948,-42.15627050765057,1
Physical,Heterosexual,51-65,B,92.56197586229356,C,A,B,E,D,D,103.39666089578144,61.453033245154764,0
Both,Bisexual,36-50,E,67.75954969524064,E,C,A,E,A,E,222.5785252102968,-292.9790303770906,1
Yes,Other,51-65,D,-64.66825182089522,D,D,C,C,C,E,-32.069201994847255,101.11812791719608,0
No,Bisexual,51-65,A,-55.306979606191156,E,D,E,D,C,D,-23.07718806210207,39.92700202440588,0
Mental,Heterosexual,65+,D,-125.37819689026064,D,B,B,D,E,A,-84.42968726669731,-149.09300689603992,1
No,Heterosexual,36-50,C,-27.094047719857585,E,E,D,E,B,D,-0.6316688678542172,196.7805379162761,0
None,Homosexual,18-25,B,-93.22257648991773,C,A,B,B,B,C,-36.81517146792209,-63.221648442732125,0
Mental,Heterosexual,51-65,D,41.66530101140367,E,D,C,A,B,C,193.50934602689279,-42.62001076505207,1
Both,Heterosexual,18-25,D,49.09229238077288,C,B,C,D,E,C,139.71395994466855,276.6579651484905,0
Yes,Homosexual,65+,B,-89.61813190500108,B,D,B,A,C,B,121.40426783518639,114.50725907952159,0
Yes,Other,26-35,C,86.18269822263026,E,A,A,A,D,C,21.66206163195734,7.986326210920564,0
Physical,Other,26-35,D,5.786583236328177,D,D,C,A,B,E,44.32709556614279,-62.68183519838886,0
No,Homosexual,36-50,D,12.368688042858455,A,B,B,C,C,E,-65.21799169344645,77.82169596806237,0
Mental,Heterosexual,18-25,E,-18.91521036777564,D,B,C,E,C,E,-138.86139350021875,-207.29981385880563,1
Mental,Bisexual,51-65,D,-11.967688121351888,C,E,E,D,E,A,-159.6106781333666,302.15569498309026,1
Yes,Bisexual,36-50,A,-72.886779694736,C,E,B,D,A,A,-28.932136953586085,107.07961774331594,0
No,Bisexual,51-65,D,-36.85061603905213,C,E,A,E,A,C,-137.92051649782812,30.082704656002957,1
None,Heterosexual,18-25,D,131.4947658858454,B,C,E,D,D,E,-51.394498646837185,158.468868477162,1
None,Homosexual,26-35,E,160.82825234538376,E,A,D,A,C,C,8.741218571311709,-155.29134660112922,0
Yes,Bisexual,26-35,C,1.0909201122341867,A,B,E,D,A,D,-10.073770659832809,-203.8477242619043,0
Mental,Bisexual,18-25,A,154.67119902475346,D,B,D,C,E,A,-27.367772295919636,169.77765578109424,0
Both,Bisexual,26-35,A,-237.79211389158564,C,A,A,E,E,A,103.24500549280273,88.96629828293587,0
Yes,Homosexual,26-35,C,5.235056091786654,A,D,C,B,A,A,73.25532139222804,224.59747697435822,1
No,Homosexual,36-50,E,180.065907625966,B,A,D,B,C,D,-47.304433780298446,3.9357441747540087,0
None,Bisexual,65+,B,75.229030856569,C,A,A,C,A,B,-64.99799540574851,71.70814617901297,1
No,Homosexual,36-50,B,-63.238430687221715,D,E,D,C,D,B,-158.5881203208965,59.64341190159542,1
None,Other,65+,D,-229.9381942147799,A,B,E,E,D,D,-20.563548830496394,99.81498292687418,1
Physical,Heterosexual,18-25,D,-66.29648506359158,E,E,D,A,A,C,-167.64053157871507,-107.9543166719885,1
Physical,Other,26-35,D,-102.39517958333238,B,A,E,A,C,E,-39.97290697394489,145.81648932001045,0
No,Bisexual,51-65,A,19.258560751126726,A,D,B,D,C,E,116.73379130212334,42.0443956281581,1
No,Other,36-50,E,60.749033223045146,D,D,A,D,B,E,144.89509909217898,8.026510042064588,0
No,Other,26-35,D,-43.04126315519304,A,A,B,D,A,B,-45.18470890336752,108.81734171436166,1
None,Heterosexual,18-25,D,46.70348327241191,B,E,B,A,D,A,-63.127689868153055,91.88887993722102,0
Mental,Heterosexual,26-35,D,-28.12210913693938,A,C,B,D,B,D,39.39284383750443,-84.4367146151746,0
Yes,Bisexual,36-50,C,94.1320545219213,B,B,E,A,A,D,56.02055886314786,-10.50836925133402,0
None,Other,26-35,B,-126.67015883567689,C,C,C,A,A,A,6.55999512229894,-31.389608118847868,1
No,Homosexual,36-50,A,-37.179045977697356,C,A,E,C,C,B,3.2895968312919797,110.2174468801546,1
No,Other,26-35,C,17.051162254411413,C,A,E,D,D,B,70.11453509139089,102.78924795268713,1
Physical,Homosexual,36-50,A,-88.78436595030419,A,A,B,B,D,B,-43.10265466659611,-107.35651560802506,0
None,Heterosexual,51-65,E,23.014978407771718,B,D,D,C,D,A,-77.10406448132231,15.169639789265066,1
No,Heterosexual,65+,D,-62.78479519954472,A,A,A,B,C,C,-30.589584763858113,-56.77275303100709,0
No,Homosexual,18-25,A,51.84723901948829,B,D,E,A,C,B,-26.534956229896633,110.08576847839,0
Both,Bisexual,65+,D,-8.80067367527137,C,C,C,A,B,E,-105.79735612912675,93.07425400826769,0
No,Heterosexual,36-50,B,-6.609723511197846,A,D,D,B,E,C,11.936570116258492,164.48248825280447,1
No,Bisexual,65+,A,-7.869793106660125,C,A,B,A,E,D,-242.38895901373937,-2.0862451512780837,0
No,Heterosexual,65+,A,64.2410110799972,C,C,E,E,B,D,-157.29296815187755,-223.28374102882944,0
Yes,Homosexual,65+,E,24.17596127181865,B,C,E,B,E,B,112.70379941007505,105.09884416453747,0
No,Heterosexual,26-35,E,38.48021466329888,B,C,C,B,A,E,-27.33437261051025,148.56318993596764,1
Both,Heterosexual,36-50,B,-113.89864819393667,C,D,E,A,E,A,-9.60704827734987,-26.223141235086256,1
Mental,Homosexual,18-25,C,-152.98911548205726,D,B,C,E,D,C,7.056627330263209,97.22718432617046,0
No,Other,65+,E,-126.0206690697948,B,E,D,B,B,C,-54.01228073360775,-50.13417727264042,1
Yes,Homosexual,65+,D,-133.98651622843568,C,A,D,A,D,E,104.94817581940914,-72.41654561371591,1
None,Heterosexual,65+,E,-24.503002372523135,B,A,C,A,A,C,-111.54229221284109,108.51939115012719,0
None,Heterosexual,51-65,E,-90.02263471699547,E,A,A,B,D,D,50.50440006239927,134.02825974328175,1
Mental,Other,51-65,E,15.254566574056463,E,A,E,C,D,B,-1.0260232230827022,65.83607089696915,0
Physical,Bisexual,18-25,C,153.9390881897043,C,E,B,E,D,C,77.87657698168216,17.749890106863308,1
Both,Heterosexual,26-35,C,10.4565880246885,A,E,C,C,A,D,-67.62838525935067,-37.11523945459042,1
Mental,Homosexual,65+,D,-20.968911820728017,A,E,E,E,B,A,-45.00731676732247,150.40486576038856,0
Physical,Other,36-50,B,-69.70882179155416,C,D,C,D,D,E,41.40780255536588,-37.04513733570029,1
Physical,Heterosexual,26-35,E,-142.52474070674836,E,E,C,B,D,A,97.43454109695529,-82.75199358890465,1
None,Bisexual,18-25,C,-161.78295324401134,E,E,C,B,C,A,-39.904026237068315,-209.79155375800156,1
Mental,Heterosexual,51-65,B,62.667350157637536,A,E,A,B,B,B,-70.73363480797046,100.3355793210754,0
Both,Other,51-65,B,-73.10999009654336,D,C,B,E,D,D,1.6337307577676818,96.88532198574451,0
Both,Other,36-50,A,-226.9939247293431,D,A,E,D,E,E,52.46739308806081,43.91008847910005,1
Mental,Bisexual,36-50,D,144.07036811333245,A,A,C,D,D,C,28.723607450057365,36.96112740853092,1
None,Bisexual,65+,E,-75.17399696557344,B,D,C,B,A,D,-6.9661916497362375,-76.6419832024552,1
No,Homosexual,26-35,A,50.99692825772954,A,B,B,B,C,C,48.04674546079964,-114.79417495891451,0
Both,Bisexual,36-50,C,168.46446437990892,B,C,C,D,E,B,129.0018215220054,74.92816587642388,1
Physical,Bisexual,36-50,C,11.787674969828638,D,D,D,E,B,C,3.4214980084150346,123.14074882577412,1
No,Other,18-25,B,69.76880953513954,E,E,D,D,C,C,93.45345160227541,25.526011058504842,0
Yes,Other,36-50,B,-4.00806904108012,A,C,E,C,B,B,69.22256576427603,-71.51075010514575,1
Both,Homosexual,36-50,D,-81.81609612403159,E,B,A,E,E,C,-1.9202691749416343,-41.18063212671108,0
Both,Homosexual,36-50,A,134.29813522216187,D,D,A,C,A,D,-27.39508291405005,-73.72568731623096,0
No,Other,36-50,D,-64.70310399604486,D,C,B,D,E,D,8.497329723225594,48.872085143609524,0
Both,Other,51-65,D,98.10121978219325,C,A,B,B,D,E,39.77634509362628,44.794391318632634,1
Mental,Heterosexual,65+,D,43.598703259183296,A,D,C,B,B,B,-31.081032863208474,36.21450680825479,1
Mental,Heterosexual,26-35,C,23.840259572318004,D,C,A,D,A,A,-79.47413511393326,-24.268495347384725,1
None,Other,26-35,C,-69.45226267828394,B,C,A,D,A,E,-62.78218854504406,-1.2982737943009173,1
None,Homosexual,36-50,A,-175.75068659053176,C,E,A,A,E,B,-84.5159450902199,263.24468965727254,0
Mental,Other,18-25,D,220.6334581880606,B,D,E,D,D,E,-30.683034223322398,40.68200931784741,1
Physical,Heterosexual,18-25,A,-42.06558637961284,C,D,A,D,B,B,-49.84420182955619,67.95864191366326,1
None,Bisexual,51-65,D,-54.49561930709794,E,E,C,B,C,E,44.05959002640364,76.67157223208925,1
No,Homosexual,26-35,D,35.59465008584117,E,C,B,C,D,B,41.73933019101771,-93.99763850724463,0
Physical,Other,18-25,E,113.26162392043867,A,C,A,E,C,C,41.01405714341797,-169.04473477229755,0
None,Homosexual,26-35,C,16.572999332376416,E,D,A,B,E,B,-136.8279828845862,167.97771240219657,0
None,Bisexual,36-50,B,128.7464692730466,E,A,C,E,D,A,68.04359642997647,-90.07041580216,1
Yes,Bisexual,18-25,D,-3.009153161573,A,D,A,A,B,C,-181.97376576290273,3.3907655039290487,1
Mental,Bisexual,36-50,D,13.038043844277789,A,D,B,B,A,B,60.078030848699704,56.97313551682412,0
None,Heterosexual,65+,C,-55.78633013277777,E,B,B,C,B,B,131.60771191728756,-3.2037914824710403,0
Mental,Bisexual,36-50,C,143.89017550736284,D,C,C,A,E,B,-57.72599624333766,-153.30032124046915,0
Yes,Heterosexual,65+,A,41.33540421378829,B,E,E,D,E,E,-1.8215219030534955,128.56849612329256,0
Physical,Homosexual,51-65,E,32.08037469030868,D,D,D,C,E,B,22.129650975964253,231.34800355979644,0
Yes,Heterosexual,18-25,D,-2.520740809036514,A,E,D,B,D,C,-100.22562345136443,7.053409254718086,0
Physical,Bisexual,51-65,A,-186.4115872448873,B,B,A,C,B,B,-74.0742887684418,125.50713234991757,1
None,Bisexual,51-65,B,-63.27754720252455,D,D,D,D,D,A,132.26882569159235,90.59949469666768,1
None,Homosexual,26-35,D,-41.6022216254108,A,D,B,D,A,C,-1.6646132467528274,62.71950423857787,1
Yes,Bisexual,65+,E,-12.078176184649173,C,A,B,D,C,B,-85.9569307260051,165.45656116683065,1
Mental,Other,51-65,D,73.15974407126438,D,C,B,A,D,D,108.85082083189421,-37.09554397495192,1
Physical,Other,36-50,E,-67.73734365872953,B,C,D,E,B,A,-23.469517944144037,-60.938768897691865,0
Mental,Bisexual,26-35,E,-148.22401940721238,C,D,B,E,A,C,40.518174541928154,112.43140958300066,1
None,Other,18-25,D,-89.41639834717394,A,D,B,B,C,E,169.12471413300443,-171.98124693360256,0
Yes,Bisexual,18-25,A,112.56865418945891,D,B,A,C,B,B,-111.87568038374607,77.4984047298702,0
None,Other,36-50,A,-7.549922406152201,C,D,E,D,A,B,106.94702984067219,-102.95077016785312,1
Physical,Bisexual,18-25,C,23.409770717782003,D,B,C,B,E,D,-208.11998405207825,-16.1053360884841,1
None,Other,36-50,D,-104.2813350627692,E,B,C,D,C,E,46.559342460741746,85.10337108601142,1
No,Heterosexual,51-65,C,-62.60365862190734,B,A,C,D,A,E,77.22603416243648,78.31263934807194,1
No,Heterosexual,26-35,A,-52.48287614924464,B,D,A,C,D,D,40.32139191859312,7.198508899506474,0
Physical,Heterosexual,36-50,E,-100.21906905165201,B,E,B,E,E,A,115.65043072480317,-144.8455000945639,0
None,Other,36-50,B,32.519114046003864,E,B,B,D,C,B,-15.326704848093298,-13.346318296130184,0
None,Homosexual,36-50,D,-61.486618085540066,B,E,D,A,E,A,-179.3133171676358,-166.60613794289063,1
Yes,Other,36-50,D,-314.3653800527735,E,A,A,B,D,D,116.9636626745292,-34.575759072905576,1
Both,Other,51-65,A,-48.05273171095287,A,A,E,B,C,A,-130.4347763515675,65.10124810413873,1
No,Other,36-50,D,65.28173002603612,D,A,E,D,B,C,-3.4257703941813995,135.9653180323032,0
No,Bisexual,26-35,C,8.183768334848622,C,E,C,A,D,C,32.37877688206113,-162.37233473319864,0
Mental,Bisexual,26-35,D,69.45008137505693,E,D,B,D,B,B,47.14785042065534,93.66091237504267,1
Yes,Other,18-25,E,98.15025873327082,C,B,A,C,B,B,-128.5270013896294,-4.871192812972367,1
Both,Bisexual,65+,D,-99.21308589337018,A,E,D,B,C,B,-76.52790623387466,-64.98371905930401,0
None,Homosexual,26-35,E,72.66293067571617,C,C,D,E,A,A,-130.5533673689607,-48.899430186512475,0
Both,Heterosexual,65+,E,-21.573101614582445,E,A,E,B,B,B,41.017479935301715,-122.95094374518823,1
Both,Bisexual,18-25,C,-40.09281018069769,B,C,B,A,A,C,17.937469604809774,-122.10666066622542,1
Both,Other,36-50,C,204.87147271440585,A,C,B,A,B,E,30.14420474589906,59.83097068773861,0
Physical,Other,26-35,C,-83.01066676981844,E,E,D,B,E,E,33.486471746607684,-77.28940027921777,0
Mental,Heterosexual,18-25,C,10.170954664032669,E,A,E,C,E,E,19.1633169197711,31.331359176538303,1
Mental,Other,65+,E,98.24369972500608,B,B,C,E,E,C,191.45917991521296,146.46659750344023,1
Yes,Heterosexual,26-35,E,-116.58666366806125,D,E,A,E,E,D,98.54637545742852,152.03426770770284,1
None,Homosexual,65+,D,191.33901944121482,B,C,B,B,E,B,23.200598467241438,53.434764943083024,1
Physical,Heterosexual,26-35,E,-37.71938239671025,B,D,B,B,E,A,73.90896095049861,-137.4916008402298,0
Both,Bisexual,36-50,A,-45.56496541323391,E,B,A,B,A,E,-135.7215938902851,137.6273423938509,0
No,Bisexual,26-35,C,-83.1047149615072,A,A,D,B,C,D,-83.22249063477982,72.9801553104508,1
Physical,Heterosexual,51-65,E,47.34934041293655,D,D,A,C,B,A,16.44166712416719,-44.70188234609637,1
Physical,Other,26-35,D,-21.588470645108266,E,D,A,C,D,A,103.8278091835072,2.2679396722560297,1
None,Heterosexual,65+,A,-183.00579368081398,A,D,A,C,A,A,-166.93141911087108,68.71005370509006,1
Both,Homosexual,51-65,B,207.9248220613765,B,B,A,B,C,C,-69.5766923862443,56.69539017932277,0
No,Other,51-65,C,-44.66059857241336,E,B,A,D,C,E,11.448288566930339,-93.04722138174644,0
Yes,Other,65+,D,178.84172260741258,B,B,A,A,A,E,-54.11080240751717,-63.93228749238069,1
Physical,Bisexual,26-35,C,-6.842794371962086,B,B,A,A,C,B,16.54959770476451,85.85487457595465,1
No,Heterosexual,26-35,D,-208.61167566154865,B,E,A,A,A,E,-3.6174963337003305,-81.80568746072592,0
Mental,Homosexual,65+,B,138.68655049405558,E,B,E,E,D,A,64.65467462450681,60.96236990036541,1
No,Homosexual,36-50,A,36.279389857283945,A,B,B,E,A,B,80.55522337220219,89.10482509759828,1
Both,Heterosexual,18-25,E,65.86357114765987,D,D,E,E,E,B,189.3157429160684,108.76717540023894,1
No,Homosexual,65+,E,52.784251362073455,B,E,B,E,A,B,-13.054454969880021,-41.14926705664937,1
Mental,Heterosexual,36-50,C,-21.65911169335673,D,C,C,A,E,A,-142.5489712949886,-133.15286342701938,0
Physical,Bisexual,18-25,E,-108.20082495747394,E,A,C,C,B,A,36.725446249209604,-64.49794361236997,1
Mental,Bisexual,51-65,D,-80.59766379787109,A,C,A,B,C,C,-92.40096021528593,-37.84934768787755,1
Mental,Heterosexual,65+,C,-140.17452453973866,B,D,D,C,D,A,-72.35167722188878,19.629230878639635,1
Physical,Homosexual,26-35,A,148.3890050368135,A,A,D,C,E,A,-4.154390181306587,51.12619193169211,1
Both,Bisexual,51-65,E,209.69363293000987,E,E,D,D,C,E,62.31652459113839,-134.46814276737481,1
No,Homosexual,65+,A,-126.69694273070182,E,C,E,A,A,E,-36.691862574856046,133.69386372464137,0
No,Heterosexual,65+,A,68.50620510773417,D,D,B,C,C,C,102.43165870559045,-61.963056752767685,1
Mental,Bisexual,36-50,D,57.5668682846749,D,D,D,B,A,A,24.443095575576336,76.45889052225874,0
Yes,Bisexual,65+,C,-151.95296210920688,E,A,B,B,C,B,-106.85837571269184,-33.000729351512426,0
Both,Homosexual,51-65,C,-83.80252493247737,D,A,B,B,B,B,100.71358254886276,-1.8580703083439027,1
Yes,Homosexual,65+,A,126.77120124988845,E,C,B,C,E,B,103.19160175777773,-21.986960857266887,1
Yes,Bisexual,18-25,C,-160.06957436140473,E,E,E,D,E,B,63.35947854236444,74.78273800240449,0
None,Bisexual,26-35,A,-73.45561109370016,D,E,A,E,B,C,-73.431724611608,-12.107958621519824,0
Both,Other,36-50,B,47.787818551011036,C,C,C,C,B,E,-29.64726742407602,-151.4477498650136,1
None,Heterosexual,18-25,D,-22.498412621348688,A,A,C,B,D,C,-31.90429514809968,-52.26378464083092,0
Mental,Heterosexual,51-65,A,179.22562386085514,A,D,E,C,B,B,58.4808637345361,11.265318923734293,1
Both,Heterosexual,65+,B,-103.15589901692238,A,B,E,E,D,D,-94.43483185373533,25.5614766187913,0
Mental,Bisexual,65+,A,-116.73264149359836,E,D,D,A,D,E,138.21997932545958,-70.46659090006455,1
None,Other,51-65,C,1.4987345289397629,C,E,A,C,D,A,-61.86279026181792,19.867476307460628,1
Mental,Heterosexual,26-35,C,36.33329942411556,C,E,D,E,D,B,199.45591806966755,-6.989809925939608,0
None,Heterosexual,65+,E,-113.7333472813135,B,C,C,B,E,D,-0.846018456349485,-105.508863041753,0
None,Bisexual,36-50,E,49.655736613933584,C,C,D,E,A,A,-65.36429784409424,4.2869432886020675,0
No,Bisexual,36-50,B,-88.80089048638425,D,B,A,D,D,C,82.4066587096958,-55.68470137928957,1
No,Homosexual,26-35,C,7.2847913913397875,D,C,E,E,A,A,-149.16759497549185,-43.35280541924031,1
None,Other,18-25,C,96.1961592042261,A,D,A,B,A,D,34.31904455017018,6.991643282688016,1
None,Other,26-35,E,-39.35185994961289,C,E,C,E,A,E,2.3743841832299126,-69.76977471704105,0
No,Heterosexual,18-25,B,-163.26597206002432,E,B,E,A,E,C,-44.23995991340243,-69.13288439674723,1
None,Bisexual,65+,B,-127.08463365388563,E,E,B,E,D,C,132.98810577615174,75.55269077745102,0
Physical,Heterosexual,65+,B,-84.7665316376116,E,A,A,C,B,D,-41.84043332553574,-15.312799801748278,1
No,Other,51-65,D,-58.89216213790268,A,B,D,A,C,A,225.9569005843767,-18.521714442865783,0
Mental,Other,18-25,D,107.97361368568134,B,A,E,D,A,A,-207.46983188738474,84.72833249766762,1
Both,Homosexual,26-35,E,-12.95340264654303,B,E,B,B,C,C,-57.591976800234434,-10.137931199614957,1
Yes,Heterosexual,18-25,D,-24.477184750128185,B,D,C,C,B,A,232.92591453630513,-147.22903226818335,0
None,Homosexual,26-35,C,47.24838479931006,A,C,C,A,B,A,-5.9986961659799105,-90.74630106406126,0
Yes,Bisexual,51-65,B,80.27101409310876,D,C,A,A,B,E,149.22727127861967,-32.80434662490605,0
Both,Other,51-65,B,-59.883292095670704,B,A,C,B,C,B,23.17803462349721,93.56571699025015,0
Mental,Heterosexual,26-35,B,76.08730912077758,D,B,B,D,C,B,-30.169060393509035,-241.65464864628703,1
Both,Homosexual,36-50,B,89.99619860234365,E,C,D,C,B,A,-79.78673323317643,51.31717238358586,0
No,Heterosexual,51-65,B,172.32798325271307,A,A,C,E,D,D,-40.953427390864135,-51.62536358773948,1
No,Bisexual,51-65,C,11.030956744008737,D,A,C,B,C,D,0.729618429787362,14.37183095258002,0
No,Other,51-65,E,-64.37070144442714,A,C,E,E,B,D,2.3496223295722607,-50.93372405290902,0
Mental,Bisexual,36-50,E,107.7338228946623,A,E,B,A,B,D,-62.38085370757672,86.35833636091243,0
Both,Homosexual,65+,E,64.53802080652763,C,B,B,A,C,B,-94.28053330276427,105.14718183149488,1
Yes,Homosexual,65+,D,20.208315022223545,B,C,B,D,B,D,120.98146071279115,-10.775348374695696,0
Yes,Other,51-65,E,28.125107732118305,D,D,A,C,B,B,-115.71480763599922,54.886077043388745,0
Yes,Other,65+,E,224.6220893132253,B,D,C,C,D,A,-76.52212846645567,166.00826760779603,0
Yes,Other,36-50,E,-123.21699206266533,E,E,C,C,C,E,16.42082732511694,57.54842985324671,1
No,Other,65+,C,-112.43696371861147,E,B,D,A,D,B,30.886418309664737,-91.1315778773151,0
Physical,Homosexual,26-35,E,-46.35515670149981,C,A,B,D,E,E,68.38184110382508,-122.61578891506875,0
Physical,Homosexual,18-25,B,-31.942375735536643,E,D,B,D,C,D,-139.70070224157288,14.452832974318985,0
Physical,Bisexual,36-50,E,-121.93705674329331,C,E,A,C,D,A,112.08448282438277,-103.76161798887418,0
Yes,Heterosexual,65+,B,-168.3346452627559,A,B,A,B,B,A,-144.09188054068386,95.01881812056705,0
Mental,Bisexual,18-25,D,-12.947837289815627,E,E,E,E,B,B,63.243795835511584,27.064089892908672,1
Both,Other,65+,A,103.87639358816921,C,D,E,A,A,E,65.94595110684783,49.62285028038895,0
No,Bisexual,51-65,D,105.72301770961174,B,A,D,B,B,B,-87.17405459463673,-90.87195725319414,1
None,Other,18-25,D,118.46437669211498,E,A,A,C,D,C,70.03496983297366,-83.30106200747537,0
Mental,Other,26-35,B,261.04112883854185,E,A,D,C,B,B,-239.8640849696758,119.73899394918735,1
Physical,Heterosexual,26-35,A,119.553951571616,A,A,A,E,B,D,30.43910215114836,-19.15432663302452,1
Mental,Heterosexual,65+,E,128.98879567587008,E,C,A,A,B,B,-38.58120514128608,15.24592620878825,0
Yes,Homosexual,26-35,B,-140.77839892257492,D,E,C,B,B,E,-121.70723127216958,0.04434252288182681,1
No,Homosexual,51-65,C,-153.0227857310195,D,C,C,A,C,C,65.34164224738295,-69.6682657279094,0
None,Homosexual,26-35,C,-83.70320888281748,A,C,D,D,E,C,-214.36973758690127,-23.729527829271284,0
Physical,Other,26-35,C,83.57083173290218,C,D,E,E,C,E,11.407034810386863,77.22178805414383,1
No,Bisexual,26-35,C,50.33580238801035,A,C,D,E,A,D,44.658987386634436,21.714393873066975,0
Both,Heterosexual,36-50,D,-70.59605612488315,A,B,D,A,E,D,-42.67402569036463,23.66794915063579,0
Both,Heterosexual,65+,A,38.201086208815376,E,C,B,A,C,B,202.5942427961648,52.13754621128479,0
Physical,Other,51-65,D,30.654095323816588,B,D,E,E,A,C,25.606703193562602,12.334880112058553,1
Yes,Heterosexual,36-50,E,-107.93938071612348,A,E,A,A,C,B,-17.874648143692482,-82.77297984203109,1
