Nationality,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Germany,18-25,B,-75.84848278298975,B,-101.06666602911265,-100.38072006118837,E,E,D,C,E,0
US,18-25,D,-34.445376529186554,C,12.346842849576536,-1.2430667900144643,A,A,C,B,B,1
UK,65+,E,6.801369829515166,E,-41.71610959382548,24.12919208421401,C,D,E,E,D,0
China,36-50,B,301.54272018900537,E,-112.47732183225428,-145.4843231073857,C,A,C,B,B,0
India,26-35,D,-0.9543930463718822,A,79.24675562295583,-122.8285490279385,E,B,B,C,C,0
Germany,36-50,D,-28.910152075718198,A,-22.080390827647047,-66.39475930394255,D,B,D,D,E,0
China,51-65,A,-14.042286848584931,A,-37.21221698483483,18.082815534553465,C,C,A,A,E,0
Other,26-35,A,-33.626320100144916,D,261.36433287942106,-2.4364702644010015,C,B,B,D,D,0
Brazil,36-50,A,91.55242764150181,A,-66.13326324433028,45.71822954441464,D,D,E,B,A,0
India,26-35,B,-21.47993937203833,C,-105.64015836616359,34.37051424769756,D,E,D,B,B,1
Mexico,26-35,D,42.48972969947603,B,-177.1281450900197,-82.74490410330395,B,A,B,C,C,0
Other,51-65,A,-106.89416128959517,E,4.206340765991919,-26.31285736257097,C,A,B,B,B,0
India,51-65,E,5.387334992586275,C,-19.551301672627872,-35.25279373191923,B,A,D,A,A,1
Brazil,65+,E,34.20815129952091,D,-168.49078529319277,-26.862080875598,E,E,B,D,C,0
China,65+,A,-139.52412021339939,B,-47.479593802073964,-154.70037997456626,B,D,E,A,D,1
UK,18-25,B,-36.66347418568095,D,-62.921399122798604,73.31722162559934,C,A,D,B,B,1
Other,51-65,E,-76.71935148978085,D,28.434857201318415,-43.65993896236165,D,B,E,D,A,1
China,18-25,A,-23.207745736493393,C,76.72447916612822,60.67024750717391,B,E,A,D,A,0
India,36-50,A,26.11688913372595,C,-104.09619961464647,3.212048824933796,C,B,E,D,D,1
Brazil,51-65,C,123.73737240383302,B,-100.57699052832743,236.9061080114459,C,E,A,E,B,1
Germany,36-50,D,-17.639771765901678,B,146.94409277931356,-61.43424936775794,A,B,C,B,A,0
Germany,36-50,B,35.96482317332827,C,84.77219329864954,-141.21251953606307,D,A,B,E,A,0
Mexico,51-65,E,24.949770228281512,A,-116.72735018239197,-123.93013479311202,A,D,B,A,A,0
US,51-65,B,68.99797799068327,D,1.2794372306785473,-47.874438346621304,C,D,E,D,B,0
US,36-50,B,-26.739689633273784,D,29.821942675083385,108.3366721040807,E,E,C,A,A,1
Brazil,18-25,D,72.06372555913316,E,-41.02463747343001,-72.55814615473446,D,A,B,C,B,0
Germany,36-50,A,24.928007522173427,E,-82.64894992251985,95.675230605522,A,B,C,D,C,0
China,26-35,E,-171.42642669196277,A,-142.0288620583815,57.770589228411026,C,C,A,A,D,0
Other,65+,D,-131.41972701728125,B,-62.370363682507005,-93.95167633393872,E,E,B,C,E,1
China,18-25,E,113.8429798493223,B,84.94978954677387,-112.44394249550587,D,E,D,C,C,0
Mexico,18-25,A,47.85276133205348,C,-12.583633773428282,-43.31586181964693,B,C,B,E,A,1
UK,26-35,C,-36.69384011327456,A,54.118974964854004,-15.933529026198793,A,D,A,C,A,0
US,36-50,C,-58.59991234402111,A,79.30518104316221,1.2115696525810233,C,D,C,C,E,1
Other,36-50,A,4.635558162929461,E,-61.24163278854352,-153.30842719438414,C,C,C,A,E,1
India,65+,E,-22.142317612060598,C,-35.655695667801005,-48.10524020825191,A,D,D,B,B,1
India,51-65,C,104.46930306793594,A,58.57514812522836,41.53837738541728,A,A,B,E,C,0
US,65+,E,38.676256550835966,C,-88.97542437482304,-85.93773785671198,E,C,A,A,E,0
Other,18-25,A,-137.1266441852866,A,-113.96258152947667,35.236418935586116,E,E,E,D,C,1
Other,51-65,D,-74.64290687432596,B,-60.99614636181799,88.9266728343263,D,A,D,E,D,1
Mexico,51-65,A,138.25952278723338,C,86.46238218344274,53.28115463730614,D,A,D,D,E,1
India,36-50,B,74.79887367117512,D,39.308331462978984,-149.2779247076439,B,D,D,E,D,0
India,51-65,E,80.28436852583431,D,153.77491063032184,19.93716636684569,C,E,A,E,C,0
India,65+,E,10.028714682320688,B,0.9810176387919133,87.98154203465191,A,C,D,A,D,0
UK,65+,E,-100.37614772056382,C,-33.11498865471622,-19.10875793653525,D,E,D,D,D,0
Mexico,51-65,A,-74.80997501363294,D,-61.195534798704365,-166.35313970093776,A,C,A,A,D,1
Germany,36-50,A,84.57636214320111,E,-71.56318446100659,-150.2928642782877,A,E,B,C,B,1
China,26-35,A,214.23662321927677,E,-19.605905653937455,-32.32396511497291,D,A,B,B,C,0
Other,26-35,B,-104.39333267924246,A,33.590533424976385,-78.61024907677519,D,C,A,C,D,0
China,26-35,C,61.28833221282579,A,-26.04640339488275,8.613888406437278,D,C,A,A,A,1
Mexico,51-65,A,208.14438708955527,B,-26.46174161997074,237.5385099220711,A,D,D,E,C,0
Germany,26-35,E,-57.13236961936793,A,-15.772951090123675,69.19434987092365,C,A,C,E,E,0
Germany,65+,E,19.610740952160516,D,-115.71287794610747,-35.29879878828927,B,D,D,A,A,0
Germany,65+,D,-28.13291675962981,C,15.466259353142991,12.327979062821269,D,B,D,A,D,1
Other,65+,A,-30.476452573780318,B,-66.33940119433413,109.95704001720156,B,B,D,E,D,1
US,65+,B,-90.46966933709302,A,-107.52051551751009,0.593915345397761,B,A,C,B,B,0
US,65+,B,-46.93169535563306,A,-205.5928981385044,77.98736408309988,A,E,D,E,B,0
China,51-65,B,52.22937054172111,D,66.77808294808237,211.60472497244936,A,D,E,B,B,0
Other,26-35,C,38.23195092783989,E,-108.36899790135132,-47.43868332478288,B,E,E,C,E,1
Brazil,18-25,C,37.25367413127276,C,7.418473820874633,-9.898756102633573,A,D,C,C,B,1
Other,36-50,D,169.6795730356421,A,105.29923759032305,0.4297916838314488,B,E,C,A,E,0
India,26-35,B,21.40168283521827,C,37.32079259584905,-208.29825959657148,A,E,D,E,A,0
Germany,26-35,E,70.56801675041332,D,-21.477487753375765,-42.25904002914835,B,D,A,D,D,0
US,18-25,E,-26.826479905789665,C,-6.166166726562487,37.99692419726052,B,D,C,D,C,0
Mexico,51-65,A,36.58945746954369,C,-81.74472516699362,71.59729765219367,B,B,C,A,D,0
Brazil,36-50,B,-17.45585434486296,B,-55.044722965101975,85.73974428852037,B,B,D,B,A,0
Germany,18-25,C,-110.69497677084155,D,-93.86573501715135,-43.26345869116498,E,E,C,C,B,1
UK,65+,A,17.36306645532925,B,-23.616417924323738,-22.93298697874358,E,D,D,B,C,1
China,65+,B,95.85541301794144,B,-125.21474204803876,115.60156249951514,B,E,C,E,D,1
China,65+,D,27.612976711613214,D,0.5895148515159987,14.312139385493817,B,A,A,D,A,1
China,65+,E,-77.79095964937468,A,89.15716608493818,-37.653717457410764,E,C,E,B,E,0
India,26-35,A,78.19526278735978,B,-94.50315520701776,-160.62665736270364,A,D,C,E,D,0
UK,51-65,A,129.20425153008304,D,241.9805182749044,-33.36384863822147,E,D,A,D,A,0
Mexico,18-25,B,-8.769079253417623,C,188.51732665418538,-18.926539590386458,A,D,A,E,C,1
Brazil,65+,C,4.5787023405464575,D,33.38196440693629,9.90987049217337,D,B,B,A,D,1
China,51-65,C,26.055893721218045,A,246.88166101640596,-177.025120101223,A,B,D,A,E,0
Other,18-25,B,-175.02740107119456,D,35.67679199553731,-91.94600426605376,D,D,E,A,D,1
Brazil,65+,C,-253.62424019138783,A,19.758853320041734,97.5969128133351,A,D,B,A,C,1
China,51-65,C,72.32141271821916,A,-187.20991777117257,-146.54056356597414,E,C,C,C,E,1
Brazil,18-25,B,-175.9022607206365,A,128.79295544739657,46.966905938697856,C,E,D,E,A,0
Mexico,18-25,D,20.291712213982834,A,133.50624204105185,-156.6319484029582,A,D,C,C,E,1
Mexico,18-25,C,65.09768368166161,D,-197.6032293431981,53.53427540830636,C,E,A,C,A,1
Other,65+,A,97.78399104793405,B,71.43668949786158,-19.999671828866408,E,C,C,C,D,1
Germany,18-25,A,-162.79716186582613,A,-121.67074195673983,15.761450383886691,A,D,B,C,E,1
India,36-50,D,-85.9159427380181,E,-49.64709940723109,-26.656664628921312,C,B,D,A,B,0
India,36-50,A,-30.535945114462905,A,60.897122801074,-40.88033892199761,E,C,C,B,E,1
UK,65+,A,-77.75193347275862,B,115.08995259096551,-89.52875425689427,B,C,D,A,B,0
Mexico,65+,D,241.19171781290754,C,56.93235271942704,-13.838464645982679,D,D,A,A,D,1
US,18-25,E,-36.55093661575998,C,10.74397242068974,174.4409124843529,E,B,C,E,E,1
India,36-50,E,75.99739640517728,A,146.440258991936,-304.3019265394592,E,A,A,B,E,1
Other,65+,A,-196.03465753118329,E,39.8097731535405,-139.74567693220348,A,C,B,E,E,0
UK,26-35,D,161.4011362674989,E,-177.25320543624505,-156.55864462500105,B,E,B,C,B,1
India,51-65,A,-94.70277732195383,C,62.066088712667586,31.942972228199345,A,A,B,D,B,0
India,36-50,C,18.550327824850484,B,105.89959293236065,-8.14660438834972,A,D,D,B,B,1
UK,65+,C,57.36809299388549,C,66.66365230248488,12.59238597517697,C,B,C,D,C,1
Brazil,65+,A,33.966800549719295,B,55.06371736886834,110.0253616437892,A,C,C,C,D,1
US,65+,A,-35.685447145672185,A,-27.768089479614066,105.7501526679209,D,C,B,A,E,1
Mexico,26-35,C,-84.96068998761095,A,29.756581192961455,-21.957919048146586,C,B,C,B,B,0
China,18-25,E,102.44463603344785,E,173.36483707893737,184.586008955081,B,C,B,D,A,1
Mexico,51-65,B,95.11728530085875,E,64.48740621297664,-210.01834322541816,E,E,A,B,A,1
Brazil,51-65,E,-42.84439417008958,E,3.121747446928491,207.86701327478787,D,A,E,A,A,0
India,18-25,C,39.88032310015537,D,22.4320711968202,-67.10305056879778,D,A,B,D,D,1
India,26-35,D,203.5102399207884,B,-62.83071691934293,-70.71225047708212,A,B,A,B,D,1
Germany,65+,C,92.95133057000429,E,-156.2792260584907,-210.2148118600325,B,E,B,C,D,0
US,26-35,C,-128.76134169143012,D,-95.45661240238422,-115.75805716719194,D,D,C,E,C,1
Other,36-50,A,-126.09864856395593,C,-1.277224818126141,59.60122131724339,D,A,A,E,D,1
Mexico,26-35,B,-4.360646034935292,C,24.25170547445269,78.41953530236495,B,A,B,A,C,1
Mexico,51-65,E,-5.168480576588082,B,-74.01030600111199,-1.3086860517056802,E,B,C,E,D,0
US,26-35,A,163.65306395630176,B,-173.72967149003895,-27.982324250812834,C,E,C,C,E,1
Mexico,51-65,A,142.7568219479327,D,54.273235041487396,92.59240544174887,B,E,C,D,E,0
China,26-35,A,11.221413700017708,B,-99.89047524966483,-8.552398747956465,C,B,E,A,A,1
Other,65+,A,-41.601047209229854,E,-77.47611147753169,92.93052503814081,B,C,B,C,D,0
China,65+,D,74.64703497711466,A,-66.0731266473072,-17.63329725110945,B,B,B,A,A,0
Mexico,18-25,E,-104.8441870508877,B,-219.42216160520465,-27.265932564570917,E,E,E,B,E,1
US,26-35,E,215.48671327691062,B,51.587206133474304,70.75481636146222,C,E,C,C,A,1
Germany,36-50,D,193.0456037145881,E,117.80601142303328,85.01082314461122,B,E,C,C,A,1
Other,26-35,E,-35.86642230974723,E,-41.645877940372266,128.26300263819292,D,D,B,E,C,1
Mexico,18-25,D,-144.86624964146023,A,10.758799763884191,-167.98307064030416,E,E,A,A,E,0
Other,51-65,E,83.16939068742232,C,42.85681033253734,37.77961159646648,D,B,E,B,C,0
Germany,18-25,D,-20.39238176843641,E,-15.347949144115514,122.15369590231428,E,C,D,C,D,1
China,18-25,A,101.62796394072512,E,76.73132346864338,-69.07099910429665,E,B,C,B,D,0
Germany,26-35,E,-33.37577669380493,B,-114.89998877293756,-34.44916359467433,C,C,A,E,E,0
US,65+,A,177.67131240541755,A,-151.35616315118406,84.03835325913741,C,E,C,C,E,0
UK,36-50,D,-13.691172723418358,B,110.73784529513195,-26.559475998380798,D,A,E,C,B,1
China,36-50,B,-107.0569037537868,A,12.529335988868983,-184.39279939523237,D,D,C,A,D,1
India,36-50,D,-1.3283411833557486,A,69.82942593206988,-1.5475599312857466,C,D,A,E,E,1
Other,26-35,A,-15.310253546902361,B,-72.09763489793039,-73.9967240337661,B,A,E,C,E,0
Brazil,26-35,E,114.17365004928344,E,73.81064712400716,94.83946437388524,B,B,E,E,D,0
US,51-65,A,76.92188184561995,D,-24.564939818158706,-118.92596960133366,A,A,B,C,D,0
Germany,65+,A,7.565827132850034,B,102.20626152975352,89.66762164882599,B,E,B,E,D,0
US,51-65,E,-257.37367981259547,A,180.7015985218355,-183.8110010121124,A,A,E,C,B,0
Mexico,26-35,D,146.47013619671347,B,-58.94042529888637,30.03031012657731,C,C,B,C,D,1
UK,51-65,A,48.74081734310545,E,79.76598829683914,73.62483856664478,B,A,D,D,D,0
Germany,18-25,B,4.193090979511878,A,-62.180135067949806,73.39981989334822,E,C,D,A,B,1
Brazil,65+,C,158.07650530718183,A,-12.168359392600264,-49.98240484246324,B,E,B,D,C,1
US,65+,C,-61.022942292055774,A,109.46352254720048,219.02609333622877,E,B,C,C,A,0
Other,26-35,D,10.65028258436028,E,-14.969360549506725,35.38582850613951,A,A,B,E,B,0
Brazil,65+,E,-47.18566825178069,B,41.71861693066713,98.50250162063841,D,D,D,D,E,1
Mexico,65+,A,-66.26044178779887,D,-41.15638411930724,-28.94226891896502,C,A,D,B,D,0
India,18-25,C,9.878815084551883,B,134.90775388526538,121.26031314169555,E,D,D,D,B,1
UK,36-50,E,12.064425523903452,C,189.6739894121339,185.67699276594584,D,E,D,D,B,0
Brazil,18-25,A,-270.07962949331653,D,-136.63128754178985,-172.06318286557598,A,E,C,A,E,1
US,65+,D,88.03142726763956,C,34.7817654857832,154.68949574191828,E,D,C,B,B,1
Brazil,65+,E,-12.414721952863205,D,-63.4988039556014,-12.235827537284258,A,C,E,E,B,0
India,51-65,C,189.96807730489712,E,-35.362447180016765,49.81753221211054,B,A,A,E,C,0
Other,65+,E,-43.823955167617065,B,-133.23229743327815,-60.059081651714344,A,C,C,B,B,0
Germany,18-25,D,52.91908919657815,E,-22.9749441662758,-0.9510451406006136,A,A,C,D,D,0
China,51-65,B,98.6102289566109,D,-59.630569915729595,165.90664419708474,D,A,A,C,E,0
US,65+,A,69.329062634034,D,-133.57260812317062,-95.12311118482712,E,E,E,E,E,0
US,65+,D,-118.94910453816756,A,-64.9513040719223,84.75347014550941,C,C,A,D,C,1
India,18-25,E,138.61832584211578,B,256.50037439549595,-119.5337190290489,A,C,C,B,A,1
US,26-35,E,104.79169213765229,E,-8.483298274270505,25.190203860657974,E,A,D,B,E,1
Brazil,26-35,D,98.27358412011421,A,104.26597092869314,114.98988438691045,C,C,B,B,A,0
Brazil,36-50,D,139.93778227152256,C,6.9231211065720455,-82.91302512588884,C,C,C,E,C,0
Other,18-25,A,-107.85710139113132,D,-80.00947046470402,203.775590174267,B,D,C,B,E,1
Brazil,65+,C,-3.962329541661786,A,89.74520003991385,42.63165471918542,C,D,E,B,C,1
US,36-50,A,26.775585376812437,A,230.2028759951172,-101.38739022132815,B,E,D,A,C,0
India,36-50,E,78.8792158293515,D,11.334025372044616,301.9907811355587,E,C,A,D,C,1
US,51-65,E,-223.33676440383772,B,97.46945759307509,155.97653595841345,B,D,C,D,E,1
Mexico,26-35,E,-1.6945397364217396,E,-74.97280817293782,71.7843025459032,E,C,A,E,E,1
Germany,36-50,B,-22.502490889012492,D,-63.73058235359109,183.6136512862543,C,C,E,A,E,1
China,26-35,A,-98.88523400221196,D,-124.02184597416009,-74.0671531288487,E,B,B,C,B,0
US,36-50,C,72.34102966373531,D,44.1969099290651,66.51442895385101,A,A,A,C,A,1
Mexico,26-35,B,-30.17985870663215,C,-18.569699822449717,194.986450051328,C,B,C,C,E,1
Mexico,18-25,B,-121.67233765347329,C,-68.2562472917536,-43.95753481969743,A,E,A,B,B,0
Germany,26-35,C,-167.71372988711676,E,-4.503065114811095,-50.30940053073159,B,E,C,C,E,1
Mexico,26-35,D,16.393368459829173,E,111.16607119221278,15.51362645497312,C,E,D,A,A,1
US,36-50,A,88.58030859786994,C,-40.79730689439839,21.886209706806223,E,B,A,E,B,1
UK,18-25,D,-165.39769398636798,E,15.942504398028015,32.70714441495808,C,E,D,B,E,1
Mexico,65+,C,-104.37413253543397,C,-28.632855114809196,-135.56170697697806,E,D,C,E,A,0
UK,18-25,E,59.53080804467705,A,27.439815962161173,-108.00322174433379,D,E,B,D,A,1
Mexico,36-50,C,-71.76642260277947,E,64.90795081071178,85.32461242234255,C,A,B,A,D,1
Brazil,36-50,A,-115.56590799431623,D,-31.681990471372394,19.965253052910455,A,A,C,E,B,1
Mexico,65+,E,-0.7470094223138589,A,-6.788060625218141,140.75179866141255,B,D,D,C,C,0
Brazil,26-35,D,-180.0441911268697,C,-165.91341156525854,88.8515700466808,C,C,B,C,E,1
US,51-65,A,102.064489524525,B,60.22958787696623,-9.478999368898618,E,E,C,A,D,1
Brazil,18-25,E,35.25506927576778,A,-63.066766757281854,61.18462793253001,D,A,B,A,C,1
US,51-65,D,30.935731440910843,C,-150.03237736520256,24.847542005560534,C,B,E,D,E,0
Germany,18-25,D,-62.27355344608231,B,-99.1420565916801,-24.63593969821833,B,B,B,B,B,0
Germany,18-25,A,53.87713569026628,D,-78.89725533796775,22.074177241167188,A,A,B,E,C,1
Germany,36-50,A,-94.23151790126563,B,-22.997385070002466,74.47730056774199,B,C,D,C,C,1
Brazil,65+,B,140.1661224983734,D,-98.28020728449746,100.43792396174976,A,B,C,A,A,0
Germany,26-35,A,35.10398819083644,D,132.51679041944868,-45.27210142452281,B,D,B,C,E,0
UK,51-65,C,106.63387827437548,A,-128.55621326858693,80.25443433544038,E,E,B,C,D,0
UK,36-50,E,26.037047751958486,A,-55.06571949944489,-93.64694139949182,C,C,A,C,B,0
Mexico,65+,B,251.0504168335443,A,153.81445516679923,-102.94769743925237,C,E,B,C,B,0
US,65+,C,-118.29326748009458,A,90.41001994688534,-62.79787656075466,B,C,C,A,E,0
Other,26-35,D,-58.22523211048613,E,79.8955675959339,87.15910868934336,E,C,E,A,C,1
UK,26-35,E,38.87796040719075,C,-120.45452301206052,56.957153124255754,C,B,E,A,A,0
India,36-50,C,58.467825152200724,B,16.815494103895233,228.96381284585055,E,B,E,B,D,0
UK,18-25,B,122.51408741829131,C,-108.32889167904271,-118.4740170827556,A,B,D,B,C,1
Other,18-25,E,39.177949537722036,D,-26.307654836115162,53.00347072886547,D,A,E,E,B,0
Brazil,18-25,D,-4.793619459080882,C,-273.1545972405395,-40.007569864931575,A,A,D,C,E,0
US,26-35,E,-59.548646967588844,B,-145.5747536772409,-63.4479599149966,B,E,D,E,C,1
Other,18-25,D,89.95968069976372,A,-38.73237802322521,18.08743585268325,D,B,A,C,A,0
India,65+,E,-139.2570929085731,D,-137.48700842779093,-153.58902519138945,B,A,B,E,E,0
UK,36-50,A,-81.41433389494739,A,-4.705059046399148,50.81648997063528,E,C,C,E,B,1
UK,18-25,A,30.075672959346626,A,-144.33093189399955,99.41455596550942,C,A,C,E,A,0
UK,65+,C,-8.362662032055947,D,-97.2412425998483,-50.02426764969103,C,A,D,B,C,0
US,26-35,D,-147.80936109064862,A,-89.49865150188057,-41.192854647867996,A,D,A,C,D,0
Other,51-65,B,-159.64380098857998,E,34.78115411642141,54.41159120917612,E,C,C,E,B,0
US,18-25,A,-155.01220339397474,A,-76.37325141944522,-48.22138040123427,E,E,E,E,C,1
China,18-25,A,-139.92728561106318,D,-17.909090904647083,45.769689523295895,B,E,C,A,B,0
China,36-50,E,-38.55835322044888,C,-38.478065557297825,244.22852709723503,A,E,D,D,D,0
US,36-50,E,35.043662210959155,A,-100.92413125827464,-237.83843234281377,B,D,C,A,E,0
China,36-50,C,123.08868534089343,D,-73.24823005176503,-29.410788350476935,E,D,A,C,D,1
Other,65+,D,40.35233002766212,A,-127.80297127569726,-15.868612365413151,B,D,B,B,D,1
China,65+,E,-53.843413457526246,D,-120.90321644844073,-25.86905140474127,B,D,E,A,D,1
Brazil,51-65,E,-63.52276914374391,E,-70.87951821549247,30.036545367283026,D,C,B,C,A,0
UK,26-35,C,90.00885511822331,B,59.44726653201676,9.329341803104231,D,B,B,B,C,0
UK,18-25,B,-12.624462839213061,C,116.37335809900753,-89.8737539718732,E,A,B,D,C,0
Brazil,65+,B,78.30818198284878,C,-171.10486697175108,-69.59148108931544,B,D,E,D,E,1
Mexico,65+,A,35.632114791615294,E,-151.8895168535613,23.01406387023598,C,A,A,D,E,1
Germany,36-50,A,-161.9323521371695,E,-84.78752355126194,-131.89158088337865,D,C,A,D,A,0
Other,18-25,E,-22.77377381156434,E,-160.22389401471983,69.17847215006026,D,C,A,E,B,1
China,65+,D,70.72257317690944,A,76.97092845294145,-186.70120375992784,C,D,E,C,D,0
Mexico,18-25,C,-151.04114150805884,E,-66.32699458033944,36.30438638020109,A,A,C,A,C,0
India,65+,C,83.14165616124724,D,64.4736283866696,-84.46505313961377,A,B,C,B,B,0
UK,65+,D,110.6969769559327,A,110.77947370413142,-87.77207876411575,A,E,E,B,B,0
India,26-35,A,34.185806662206204,D,-6.243926101978394,-86.03982292085378,C,A,E,E,A,0
Brazil,26-35,B,-82.43251229594281,A,-6.77507579740704,106.46822942200251,D,B,D,E,C,0
Brazil,36-50,C,97.10142275576715,E,-128.76089210985276,-64.80253355259656,A,E,A,C,E,1
Other,51-65,A,-164.4928387236361,C,14.132829349173253,-73.38041528297272,E,A,A,D,E,1
Other,18-25,B,18.45640081747981,A,46.20860821944174,-176.8457497911497,C,C,C,D,D,0
Brazil,26-35,A,-271.13277171655955,A,48.40542743166139,-235.55172622108978,E,B,E,A,E,1
India,26-35,D,-106.53364652775399,D,60.287966734343904,82.44124737916742,D,A,B,C,D,1
India,36-50,B,-79.6753193206873,D,-163.38977166979018,162.4239916641643,B,B,E,E,D,1
China,26-35,C,61.51903744156259,A,-24.882216197371704,71.71108976922287,A,E,A,A,A,0
UK,51-65,D,-39.687234141397795,A,-33.89100988765234,144.23844972452247,E,D,A,E,E,0
China,51-65,D,-89.77972102132301,A,140.04964185465968,-1.6881229080003577,E,C,D,B,C,1
Brazil,26-35,D,73.08605480045416,D,-188.6361947560714,39.243965297509405,B,A,D,D,B,1
China,65+,D,-95.59848283158303,E,10.322052860560131,68.78251596802856,B,A,B,C,C,1
Other,26-35,B,148.5081638851553,A,113.94800563840084,-46.8834381249499,A,A,A,B,D,1
Brazil,51-65,C,-14.118608125658213,C,-17.24197241243668,-137.80772377805124,B,A,B,E,E,0
US,36-50,B,86.4324239527416,C,59.88983905477815,59.499610057041544,C,A,A,D,A,0
UK,36-50,E,-27.15797894996555,D,126.91942450955149,14.209369003267822,A,E,C,A,D,1
US,65+,E,128.88250982151663,D,-45.03561601212696,-115.64743236255921,D,D,D,E,A,1
Germany,65+,A,-109.89354354122696,E,-140.35575350651806,-86.32098612639854,E,D,E,B,C,0
UK,36-50,C,12.751438683395309,A,-142.3447218946962,1.0018845999843107,C,A,B,D,C,0
Brazil,26-35,C,42.08018386373854,A,-121.01145864061795,69.22009504751445,B,C,E,C,E,1
Germany,26-35,A,-12.225401193880392,E,100.72062558302508,-46.51793128966105,B,A,E,C,A,1
UK,65+,D,91.956436965688,B,-221.27852338907394,25.733064212819745,C,A,C,E,D,1
Other,36-50,D,49.71004332288522,D,-38.459033415572755,118.86649044259477,E,C,C,A,B,0
UK,26-35,E,146.95673358977004,E,62.13140642804904,40.563147580728334,E,D,A,C,D,1
Mexico,18-25,C,-155.26730130313732,C,-45.759038340399606,-127.16465767966892,A,B,E,A,C,1
US,26-35,E,70.59410467770378,E,-225.89182425723925,1.0262807156561167,A,E,B,B,A,1
US,36-50,D,83.12965392306427,C,109.69380912421478,165.94534997568886,E,B,D,D,C,1
Other,18-25,E,-16.693093966653098,A,-153.5667238129032,11.46411185690795,D,A,D,B,A,1
India,51-65,C,64.52683324151968,C,205.08064989503683,43.47880464244784,A,B,C,E,A,1
UK,65+,A,41.58633760066519,C,-73.73241474054075,-30.33828791068466,E,E,C,B,E,0
China,36-50,B,226.80685045707935,D,4.977087959309492,-91.73300068456149,E,D,E,E,C,1
Mexico,18-25,E,62.00736986231274,A,2.1006577526855543,-54.40271821621595,D,D,B,A,A,0
Other,51-65,C,37.43053464190151,B,-31.89470196494881,-136.77330391792847,C,D,C,D,D,0
US,26-35,D,127.16290652338391,A,210.73754998935019,31.205764826946503,D,A,E,B,B,0
Germany,26-35,A,-35.96553554397969,C,-15.64046348709624,-94.61754519632163,D,C,E,B,A,1
Mexico,26-35,C,-128.15411115826706,C,-42.63950517012228,55.12494679161328,D,C,E,B,A,1
UK,36-50,E,-29.776514894399153,C,-53.8937169047746,-118.21361529936124,E,B,A,A,C,0
China,26-35,E,13.519575956350153,D,-60.74948045216176,-75.55145732276152,A,D,A,D,E,0
Brazil,65+,D,-183.06797817049704,A,5.997843837639452,-27.75022622990439,E,E,B,C,C,0
Brazil,26-35,A,-24.456890805071055,E,-174.55003637001016,-143.42251421448546,E,B,C,E,D,1
China,51-65,B,-72.58451143553154,E,-20.572494114870864,-19.979290203875173,D,E,E,B,B,0
India,36-50,C,-144.3911995413386,C,-134.92612748492047,10.998749270338871,D,D,C,D,E,0
UK,65+,A,127.38679781482027,E,-37.00301038971758,75.97083759358246,E,B,A,E,C,1
China,36-50,C,9.70550452277981,D,-168.46540900387953,115.8544605722571,A,C,B,D,B,0
Other,65+,E,-81.5510167791804,A,-79.70830586555451,-95.1114624282135,E,E,A,B,D,0
China,65+,C,-3.467991726000879,B,-51.680419881002294,69.34969019689338,C,B,E,A,B,0
China,26-35,E,36.68207150385382,A,4.478421724415706,52.24872853787495,C,B,E,E,E,0
Mexico,36-50,D,157.289573524501,B,-198.122657368766,-19.539120083113996,A,A,C,B,E,1
Other,26-35,A,-75.45699671042586,D,-156.2588544762703,-41.32976486041201,D,A,A,C,E,0
China,18-25,A,14.86270935100067,A,-86.01834222208005,-50.38532919520821,D,A,B,D,A,0
UK,36-50,B,30.842730822663793,E,134.39424706440292,36.199030815997936,B,A,C,C,B,0
China,18-25,E,25.047502534292626,E,-137.67592488404688,-19.00599032176684,A,C,D,E,B,1
Brazil,65+,D,-90.12764480249827,D,-202.48240350465304,-154.45897654517955,D,A,A,D,D,0
Mexico,65+,D,-97.66109563846163,A,-72.09253104997028,68.19711354804386,E,E,D,C,E,1
Other,18-25,E,67.9695909086568,C,198.42742267705955,-13.513534051467927,C,C,B,D,C,1
Mexico,65+,E,-56.73713858437657,D,-29.46314659122711,63.226629757666416,A,B,E,A,E,0
Other,18-25,B,-34.75811554778634,B,82.70090307332774,-45.44412566315513,E,C,E,D,B,1
Mexico,65+,E,-84.27902496955177,E,93.1277127455218,120.14332108287711,B,B,D,B,D,1
India,36-50,A,70.37500224537933,D,90.18421312601276,-135.18824897863152,E,C,D,E,A,1
US,18-25,A,244.65107291513237,B,267.690209759251,-155.80646781026138,B,A,C,A,A,0
US,26-35,E,-2.9169719041174207,D,20.53765393024749,-242.47025633440154,C,B,B,D,D,0
US,18-25,C,60.83252064844656,C,20.183970267728053,-123.05448017376517,E,A,B,C,E,1
Mexico,51-65,D,-13.694561316912907,C,-220.82183925438926,247.972644635675,E,B,A,D,E,1
Other,36-50,C,-64.91115460982199,D,55.94967997769486,16.60700005941044,B,A,C,A,E,1
Germany,18-25,E,40.70272455563899,E,44.311662686548,141.86983387135254,E,A,D,A,A,0
India,18-25,B,-200.77773184204042,D,-102.196371093013,58.553493260020396,B,D,B,E,E,1
Brazil,65+,C,74.67641429619131,E,149.15120969792372,-101.73619882054936,D,E,C,E,E,1
