age,disability,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
40,Mental,M,C,-0.6204676407558446,C,B,E,1
31,No,Other,B,-163.85510477457842,B,A,A,0
62,Yes,M,C,94.8140462047113,B,E,C,1
47,Yes,Non-binary,E,162.39906998173012,B,E,D,1
36,Physical,Male,D,-87.40565129311872,A,B,B,0
40,Both,Female,B,50.2032540726619,D,C,B,1
67,Mental,Non-binary,A,-171.96183625893778,C,C,E,0
34,Yes,M,E,-54.69135051153583,E,A,E,0
43,Physical,Female,B,47.178909860869936,B,C,A,1
66,No,Other,B,304.71950131587187,C,B,D,0
75,Both,Male,C,-166.66009893957957,C,C,B,1
18,Both,Male,B,-116.4000246317016,C,D,A,0
19,No,F,D,3.8137284395879343,B,D,E,1
30,Physical,Non-binary,A,8.839790968613471,D,D,E,0
41,Mental,Female,E,125.071410387601,E,B,A,0
76,No,Male,A,69.54375019157523,E,E,D,1
37,None,Female,D,63.3902926881203,A,E,E,1
59,None,M,E,-167.78399732896295,A,D,E,0
76,Yes,Other,E,122.3397049309631,D,B,B,0
75,Physical,Female,A,31.807776017805526,B,C,D,0
19,No,Non-binary,D,19.20352207681114,A,A,A,1
49,Yes,Non-binary,E,-166.4985670113283,E,D,D,1
25,Physical,M,E,-25.324349549569643,B,B,D,1
79,Both,Non-binary,E,-50.477416086985194,A,A,E,1
70,Both,Non-binary,A,-159.32967968389315,D,D,D,1
37,None,Other,D,-188.06521576971033,E,B,E,1
79,None,M,D,-4.33754643358081,A,C,C,0
76,Both,Non-binary,C,-106.97673314017877,E,D,B,1
43,Mental,Non-binary,D,-67.46673178065424,B,D,A,0
54,Yes,Female,D,-86.04348580324877,E,E,C,1
76,Physical,Female,A,-60.25833913373967,A,C,E,1
20,Physical,M,A,126.26493918324509,B,A,B,1
40,None,Female,B,172.22732468046823,E,C,C,0
31,No,Non-binary,B,-46.04166734273838,C,E,B,1
33,Mental,Male,B,33.30055936489038,E,B,A,0
79,Mental,M,B,-99.55721920845413,A,C,E,0
65,Both,F,C,-0.7683537330153962,A,E,B,1
71,No,Male,E,47.90885190462448,D,D,D,0
54,Physical,Other,C,-47.979026174899616,D,A,D,1
52,Physical,M,A,-161.52352585620605,B,B,C,0
75,Mental,M,E,-167.49773132278537,A,E,D,0
61,Mental,F,B,24.330603643506738,D,A,D,1
71,None,F,C,-66.11328990605982,C,E,C,1
55,Both,F,B,-15.502478425322913,A,E,A,1
62,None,Other,C,-50.863261775169654,E,B,C,0
52,None,Female,A,154.69741744403228,D,B,B,0
49,Physical,Female,B,31.71178368265665,D,C,A,0
22,Mental,Non-binary,A,191.30757498432416,D,E,B,0
52,Mental,Male,B,-98.22123245873625,B,B,D,1
39,None,Other,E,-95.09150474563315,A,A,A,1
69,Yes,Non-binary,D,163.16305453061432,C,C,E,1
41,No,Male,A,54.33780540585528,A,B,C,1
72,Mental,Non-binary,A,49.40063306448588,D,B,D,1
64,Yes,Female,B,66.95013337910288,C,C,A,0
53,Physical,F,E,-187.91526165215885,E,B,E,0
62,Mental,Male,B,22.025276014482976,C,A,C,1
51,No,Male,B,149.8702269161011,E,D,D,0
49,Both,Other,E,-73.04491997527266,D,E,C,0
72,Both,Non-binary,E,1.8500764886291508,C,B,C,1
71,Mental,Non-binary,A,17.247722138207315,D,D,A,1
65,None,Non-binary,A,-58.60858419928299,B,C,B,0
77,Mental,Other,E,15.897565180766254,E,A,B,1
64,Both,Other,A,3.5868632568030723,E,A,E,1
71,None,Other,A,91.90469537520886,E,B,D,0
33,Physical,M,E,23.16648150479397,D,B,E,0
62,No,Male,B,-135.7581065075043,A,E,D,1
77,None,Female,D,325.8045109784548,D,D,C,0
33,Yes,Female,E,77.32707420540457,C,C,A,0
35,Yes,Female,C,18.69498639112468,A,D,B,1
42,No,Female,B,-209.09701930816112,B,E,E,0
28,Mental,Female,D,-123.91712722943615,D,C,A,1
34,Yes,M,C,-33.82736985251373,D,E,C,0
31,No,M,D,-34.01057401648368,A,C,E,0
46,No,Other,B,-120.34414826409854,A,E,E,0
19,Both,F,C,-78.16295941560047,B,E,E,0
39,None,F,E,-64.95530402949743,B,D,D,0
47,No,Other,D,40.78623335257561,B,C,C,1
18,Both,M,E,10.497253378689585,D,B,D,0
33,None,F,C,-105.07729749728641,A,C,A,0
64,No,Female,A,140.62095696359614,E,D,B,1
41,None,M,A,22.055500189741846,D,C,C,1
40,Yes,Male,C,-185.4977498706163,A,E,D,0
74,None,Male,C,185.64786750126288,B,B,A,0
55,No,F,E,127.74983362177655,C,B,D,0
74,Mental,F,E,42.89263795138664,E,D,E,1
33,No,Female,E,88.05697313410118,B,E,E,0
63,None,Non-binary,E,-1.5422727716780311,C,E,E,1
61,None,Other,D,86.45354101481573,B,C,A,1
49,Both,M,D,-53.93570158103117,A,A,D,0
64,Both,Female,C,183.20098505222694,A,D,A,0
35,Yes,F,E,-21.15665946345773,B,D,C,1
26,Yes,F,A,-45.78246383506464,C,B,A,0
32,Physical,Non-binary,A,-0.9190127533345931,C,C,C,0
51,No,Female,D,109.83231393046313,E,A,D,0
73,Yes,Female,B,74.11359657093698,E,E,B,1
55,Physical,M,B,-101.02722517345832,E,A,E,1
29,No,Female,E,-6.073106379472555,D,C,E,1
53,None,Male,D,-41.961786604430856,E,E,A,0
68,Both,M,E,47.69179898033316,E,C,D,0
53,Mental,F,A,-95.72035555107065,C,C,D,0
72,Physical,Male,C,-254.434067607473,E,B,C,0
67,No,F,B,92.33755498441067,C,C,E,0
62,Physical,F,B,79.0430905023787,C,D,C,0
76,Yes,Other,E,42.50918055719163,E,E,A,1
29,Both,Female,C,-29.651663375577037,D,C,D,1
39,No,Non-binary,D,88.83165924479572,A,B,B,1
74,Mental,M,B,-134.063259146254,A,B,D,0
57,Mental,Other,A,14.59744158274869,E,C,C,0
47,No,M,B,0.4580987377702261,E,D,E,1
23,None,M,B,-26.318306129861874,C,D,D,0
37,Yes,Female,D,-90.87579328670397,A,C,B,1
63,Physical,Female,E,-60.05084322557994,B,A,B,0
74,Physical,M,E,85.84272385780874,B,C,D,1
55,Both,Female,E,-36.33540845308777,D,D,B,0
51,Physical,F,A,-23.03212958589745,C,C,D,0
38,Physical,Male,B,43.87332164208552,C,C,D,0
18,Both,Male,B,87.10441017330993,E,D,A,0
74,No,Male,A,38.27597934169019,C,C,B,0
25,Physical,Other,B,75.43482249240515,C,D,C,1
63,None,Other,D,-209.5119095060482,E,B,B,1
76,Mental,Other,C,-53.5891987980969,D,D,A,1
66,Physical,Other,D,77.82185733291843,C,E,B,1
70,None,Non-binary,E,50.67204058570195,C,D,B,0
41,None,Female,B,36.700303112501466,E,E,E,0
46,None,Non-binary,B,-12.187115506004597,E,A,B,0
63,Physical,Other,E,102.02558503589412,A,E,A,1
47,Physical,M,D,-59.35951284186306,E,E,C,1
46,None,M,A,8.897975612050741,B,B,E,1
31,Physical,M,C,119.92550956281991,D,D,B,0
34,No,F,D,78.06892603463218,B,A,A,1
71,No,Female,D,70.40663666148329,E,C,E,0
72,Physical,Non-binary,C,-4.2502549103674685,C,D,C,1
41,Both,Male,A,59.29716652164014,A,B,B,0
68,Physical,Non-binary,D,-42.7852130715666,E,C,E,1
75,Yes,Non-binary,D,134.68173454073354,D,A,C,1
61,Yes,Male,C,90.77769924793151,A,C,C,0
56,None,M,C,170.5098320939797,E,C,C,0
78,Physical,F,C,158.63645244297172,A,E,D,1
62,Mental,Female,A,78.2045796274905,D,E,E,1
50,None,F,E,110.57656474373694,C,C,A,0
50,None,M,D,-126.01854792302277,E,E,E,0
72,None,Non-binary,A,73.3027430205555,A,C,C,0
74,Yes,Male,A,153.103581042145,E,C,D,1
61,Physical,Female,B,121.66042352621706,C,D,C,0
69,None,Female,E,-316.84778831075255,B,D,E,0
67,Yes,M,B,-118.46599088692045,B,C,E,0
63,Both,Male,A,22.14989288809545,C,B,E,1
49,None,F,E,-92.90553860983152,B,D,B,1
23,Physical,Other,B,99.6230688139366,E,B,A,0
34,No,F,D,-130.89661573709063,C,C,B,1
47,None,Male,E,84.4117105520653,D,C,B,0
50,Physical,Non-binary,B,33.070919057367256,E,C,A,1
30,Both,F,A,-78.63039315566826,D,E,E,0
69,Mental,Female,D,112.57040898778563,E,A,A,0
58,Physical,Female,C,66.39765759947021,A,D,C,0
41,Both,M,A,-93.63806894141338,A,D,D,1
36,Physical,Other,D,-7.309929427000007,A,D,D,0
29,No,Male,D,-15.092805510735364,A,C,D,1
43,Mental,Non-binary,E,159.66019779463767,D,C,D,1
22,Mental,Non-binary,B,2.745885680196435,C,E,A,1
21,Mental,Female,A,-85.03417449145334,C,B,B,0
30,Physical,M,C,6.862204444465359,B,A,A,0
65,Yes,M,A,-48.878433001552494,B,B,C,0
39,Both,Male,C,5.68937876544557,A,A,A,1
63,None,M,D,-85.78885220041637,A,C,D,0
53,Mental,Female,E,-63.47391500035728,C,E,E,1
38,Mental,Other,C,-127.12588124963698,D,C,E,0
73,Physical,F,B,79.5040816846232,D,C,E,1
64,Mental,F,D,-8.223754130311931,D,A,C,0
20,Mental,F,B,-116.06161475468714,A,A,C,0
38,Mental,Male,E,40.29150499730576,C,E,A,1
64,None,Other,A,-13.17587065166819,A,D,B,1
62,Both,M,C,-86.5021736666044,D,A,A,0
38,None,M,E,78.41844424625181,C,C,D,1
75,Both,Female,A,-80.43185499082011,E,E,C,0
38,No,Non-binary,D,-13.032371871028309,A,E,D,1
47,Yes,Male,C,-152.11814463313462,C,A,C,0
20,Yes,M,D,-0.18461172307417323,C,C,D,0
26,Both,Female,E,-151.30977316750668,B,D,D,1
47,Both,Female,A,-21.51352721998264,D,D,D,0
65,Both,Male,E,80.84023227847558,D,A,A,1
74,Physical,Non-binary,E,52.267141642076155,C,D,E,0
65,Mental,Male,A,105.00105330159195,D,B,C,1
27,Mental,F,A,114.33919468672458,A,A,C,1
60,Both,Male,B,-80.13851888900017,E,D,A,0
28,Yes,Male,C,-39.15216817865916,B,C,D,1
29,No,Male,B,77.01082656234114,C,D,B,1
51,None,Female,A,92.38431471125536,D,A,C,0
33,Mental,Other,A,32.97724041772111,A,D,E,0
24,No,Female,C,-33.71498620869154,D,E,A,0
53,Yes,Other,D,-168.03794643422628,B,D,A,0
64,Yes,M,E,52.43837741249928,B,C,B,0
65,No,Male,B,-195.1125492285398,C,A,B,0
48,No,M,D,-26.63089492664124,B,B,D,0
55,None,Male,A,146.50263836369837,D,E,A,0
22,Mental,Female,C,-89.31770763860347,A,B,B,0
56,Mental,M,B,72.00292143256188,C,A,B,1
67,No,Other,E,-46.240739632719034,C,D,B,0
44,Physical,F,A,16.42467919124946,E,A,B,1
74,Both,F,C,66.24456208725702,A,D,B,1
73,Mental,Male,E,86.51532365851367,A,D,C,1
32,Physical,F,B,35.30288937696103,C,A,A,1
50,Both,Non-binary,D,-58.366288458167205,B,E,B,1
22,Mental,M,D,-78.09999223404908,C,A,C,1
50,Yes,Other,C,50.030716501325536,A,E,E,1
37,Yes,F,B,-85.35011598350624,C,A,E,1
40,No,F,B,-11.86620197547085,A,C,B,0
57,No,Female,E,-150.82813950583486,A,D,B,1
24,Both,Other,B,-121.36562056295634,C,E,D,1
23,Physical,Non-binary,B,-31.891137981982006,C,C,B,0
46,Physical,Female,D,-223.52481455716506,C,A,B,0
59,Yes,F,B,248.02039143365468,D,E,B,1
57,No,Other,A,-61.136844922756495,D,C,E,1
40,No,Male,E,-0.5873458976635177,E,B,A,0
38,None,Female,D,0.07197838063685602,A,B,B,1
74,Mental,Other,B,-289.8934467214655,A,B,D,1
30,None,M,C,77.30396339615397,C,E,C,0
56,Mental,Other,B,-19.2699680505526,E,B,C,0
31,Yes,Non-binary,D,-227.53522700479687,C,D,A,1
36,Both,Other,B,-125.76803290117951,D,B,B,1
41,Yes,Female,B,-148.5855119134028,A,D,E,1
78,None,Other,C,-170.30672151048506,D,D,D,0
37,Mental,Male,E,-109.49465237198012,A,B,D,1
25,Mental,Other,D,63.995091765705446,B,A,B,1
70,Both,Male,D,-78.42530843610051,C,D,E,1
44,Physical,M,D,-46.55661879872894,E,E,B,1
24,Yes,Female,D,-80.74290540952543,B,E,B,0
56,None,F,D,129.04087771293118,C,B,E,0
21,Physical,Female,B,11.286074534195018,C,E,C,1
33,None,Non-binary,D,-95.35662893496638,B,A,B,1
36,Both,F,D,174.76820830596932,A,E,B,0
39,None,Female,E,-51.75350501357969,C,E,C,0
21,Yes,Female,A,19.396428696134784,D,E,B,1
41,Mental,Female,E,30.487994413069075,B,C,D,0
37,Mental,M,D,50.76216059002559,E,E,D,1
38,Both,Non-binary,C,-160.03889634321033,D,E,A,1
33,Yes,Female,D,-47.653340942984975,B,E,C,0
56,Mental,Female,C,-117.81456764708813,D,E,D,0
79,Physical,Female,C,-237.54150360198994,E,D,C,1
56,No,Female,D,-234.22667318938707,E,C,A,0
40,None,Non-binary,B,57.3006790011235,B,C,E,0
49,None,Other,B,67.94390193909837,E,C,C,0
59,Both,M,E,44.84018963963782,C,E,D,0
46,Mental,Male,D,-88.30848461826287,B,B,B,0
38,None,F,D,40.514604611759054,D,D,D,1
44,No,M,C,65.784446254297,B,E,C,1
74,Physical,Non-binary,D,16.472828017451093,D,C,A,0
67,Physical,F,B,109.12312128095473,A,D,B,1
68,Yes,Male,B,-9.771284365213772,E,B,B,0
58,Mental,F,C,123.26973049500492,A,C,C,0
48,Mental,Other,B,44.35081946640068,E,E,D,0
49,None,F,D,16.140563983610924,A,E,E,1
52,Both,M,D,83.48888510584999,B,D,B,0
20,Yes,Other,B,-34.38220583071,C,C,C,0
22,Both,M,B,143.9229732249445,B,E,D,0
18,Mental,Male,E,-47.02264495724064,E,E,A,1
74,Mental,Other,E,-111.29013660010901,A,A,A,0
75,Yes,Non-binary,C,-59.04407019808503,C,C,D,0
64,Mental,Female,E,-153.06058113205017,A,A,C,0
24,Mental,Male,E,-124.73163364490448,D,B,D,0
62,Physical,Male,D,13.99159272129348,A,E,E,1
76,Yes,Female,A,-210.47135064627884,C,C,E,0
78,Mental,Female,E,91.57704758997241,A,D,C,1
48,Both,F,C,45.439885899351545,C,E,B,0
37,Both,Other,E,-40.72701551220715,C,D,A,0
68,Both,Other,E,-193.0789955374032,E,E,D,0
47,Mental,Non-binary,E,-16.2151474221075,A,E,A,1
58,Yes,F,B,-40.29145160595519,D,C,D,1
52,Both,F,A,8.353222247101264,A,E,A,0
67,No,Female,A,-1.7384302560565557,D,D,E,0
45,Mental,M,B,67.58002001200397,E,B,C,0
66,No,Female,A,-163.0086590876591,D,E,C,1
66,No,F,E,87.74308205154682,E,B,A,0
37,Both,Female,A,107.27166795243892,E,D,D,0
68,No,F,C,59.051271530341666,A,E,D,1
32,Yes,Other,D,-81.57116469718325,E,B,D,1
35,Yes,Non-binary,C,0.3708589144562509,E,B,C,0
21,Both,Female,A,51.57620981703914,A,B,E,0
70,None,Other,D,-19.36500772265985,A,A,A,1
76,Both,Male,A,8.940457698829576,C,B,C,1
37,None,F,B,154.80922811916537,E,A,B,0
27,Yes,Female,B,-16.11282783417392,C,E,D,0
64,Mental,Non-binary,C,-177.87545381364603,E,C,E,1
48,Physical,F,C,1.9415717033813347,D,A,B,0
54,Mental,Non-binary,D,-103.05530168878279,A,A,B,0
67,Yes,Male,D,138.66532992029818,C,B,A,0
51,Yes,Other,D,52.04312812909693,A,D,A,0
53,Both,M,C,193.16347071600526,A,A,C,1
58,Mental,Female,E,-54.03283880050972,E,A,D,0
35,No,Non-binary,D,82.19910083699877,C,D,D,1
34,Both,Other,A,118.03083368792633,A,C,C,1
26,Physical,Male,D,-21.259881810269384,E,A,E,1
29,Physical,Non-binary,E,65.58455654130206,C,E,C,0
25,No,F,D,-19.45907768279584,A,C,D,1
49,Mental,F,E,-93.3685661977586,C,A,C,1
50,No,M,D,-100.28748261487472,A,D,C,1
69,Both,Male,B,19.372522048841336,B,D,D,0
62,None,Female,E,112.67675319668018,D,B,B,0
63,No,Non-binary,C,-23.014869176513677,E,C,B,1
36,Both,M,C,-45.55159365100333,E,C,E,1
48,No,Female,B,-3.567388512353525,E,A,B,1
39,Both,F,D,40.50331560501648,B,B,E,0
77,Yes,Other,B,75.68756889189652,B,E,D,0
43,Both,Other,E,116.72681578968493,D,A,C,0
25,No,Male,D,-45.01243831577404,E,E,C,0
74,Yes,F,B,-149.10561681294217,A,A,D,0
47,Physical,Non-binary,B,-85.84200258477703,B,B,D,0
36,Physical,Male,B,132.4169801533401,D,B,A,1
45,Mental,Female,B,17.804599481791257,A,E,E,0
53,None,Non-binary,B,26.42423698926603,D,D,B,0
48,None,Female,C,-22.305942426801725,A,C,C,0
52,No,Male,A,212.7217674108795,E,B,C,1
76,Physical,M,C,-106.00867836840028,A,C,C,1
70,Yes,Female,A,-72.70401130377057,C,C,A,0
40,Both,M,D,-56.15704287527837,C,E,D,1
24,No,Other,B,-49.41268034428353,E,C,C,0
79,Physical,F,E,171.60954825943472,B,D,C,1
46,Physical,Other,E,-14.393935807886168,A,D,A,0
66,No,Male,D,3.750366859391136,E,C,A,1
35,None,Other,B,121.28075647332766,C,C,E,1
66,Physical,Male,A,-18.50439937668685,A,E,A,0
79,Yes,Female,C,26.891029229994995,C,E,D,0
51,None,Non-binary,A,0.8416786404183396,B,C,B,1
26,Mental,Male,A,-215.3079243057563,A,B,E,0
66,Both,Other,B,-44.17964899127422,C,E,E,1
18,Physical,Other,C,-86.2717787475237,D,C,C,0
52,No,F,B,-1.5064911101010936,E,D,C,1
75,No,Non-binary,D,67.9977239515465,A,B,A,1
50,Mental,Other,A,-3.6901665045821126,A,A,E,0
60,None,Female,E,129.86658372003848,B,B,C,1
30,Both,Male,C,-149.38724742765348,A,C,D,1
34,No,M,E,65.44137584804723,B,D,E,0
48,Physical,Other,A,-53.432652506727976,E,C,C,1
36,Mental,Non-binary,E,-93.80511259020513,E,E,E,0
36,No,Other,A,-35.98027323747239,A,E,B,1
71,No,Non-binary,E,-40.78339613345381,B,A,E,1
50,Yes,Female,B,-120.03943831429919,C,A,B,0
68,Physical,M,C,60.06238005292508,C,D,E,0
45,Yes,M,D,-42.959217525484625,A,A,E,0
30,None,Non-binary,D,147.5411534694089,A,D,B,0
65,None,Other,B,105.89703698703532,E,E,B,1
70,None,Other,B,-189.2787114024249,B,E,D,1
21,None,Male,B,24.174134929183307,E,C,C,1
63,Mental,Other,A,-168.75421658982472,A,B,D,1
68,Physical,Non-binary,A,53.988828287397126,A,E,B,0
76,Mental,M,B,5.890024477928976,D,C,A,0
25,Physical,Male,E,-85.15931422103466,B,B,D,1
26,Yes,F,D,-62.93027695363209,E,A,C,0
31,Physical,Male,C,-86.34946984915422,C,B,A,0
23,No,F,C,-158.75605012858702,C,E,A,0
64,Mental,Female,C,72.32016267351517,A,E,B,1
58,Mental,Non-binary,B,-104.47555553215444,C,A,A,1
47,Physical,Non-binary,C,5.540155522644928,A,D,C,1
41,Yes,F,B,18.756126259026484,D,D,D,1
63,None,Non-binary,B,-24.881628792854904,E,A,B,0
22,None,Male,A,29.354635971942074,A,A,E,1
75,Yes,Male,C,-160.13240216850596,C,C,D,1
76,Mental,F,C,-123.08203767622943,B,C,D,1
71,Yes,M,B,88.4138908972254,C,A,E,0
55,None,Male,E,-192.4605293143971,C,C,C,0
31,Both,Male,D,111.40352732914724,D,A,A,0
76,Both,F,A,145.53330077756354,C,D,A,1
42,No,Female,A,-145.3553778495068,B,C,C,1
18,Mental,M,A,-18.606342538298957,A,D,E,0
42,Both,Non-binary,E,-21.054022138590568,A,B,E,1
36,Mental,F,E,43.75681026865199,A,D,E,0
51,Both,F,D,-188.54155304515368,B,B,A,1
70,Physical,Male,E,-25.074232964083144,A,E,A,1
40,No,Female,B,-154.4369143988517,C,E,C,0
77,Yes,Female,E,239.31714400711263,B,B,D,1
58,No,Other,A,212.77310880340897,C,B,C,0
35,No,F,B,-115.67317801865218,E,D,C,0
43,Both,Other,C,19.767479091641235,C,A,B,1
18,Mental,Male,D,-122.70389710121161,A,C,B,0
42,Physical,Other,A,-244.24262766976912,D,A,B,0
49,No,Male,A,-6.123352593441834,E,E,B,0
65,No,M,E,-20.786362990920818,B,C,A,0
41,None,Female,A,49.15200060786003,D,C,E,1
29,Both,Non-binary,D,127.71131027220517,E,D,C,1
66,No,Male,C,-172.7591634336313,A,E,B,0
33,Both,F,D,-79.07967485460429,E,D,B,1
37,No,Male,A,160.67055469275576,D,E,A,1
56,Both,Female,D,-74.92591127017435,C,E,B,0
33,No,F,B,134.19352986220474,D,D,A,0
69,Yes,Other,E,-68.0761236277389,B,C,C,1
30,Yes,Non-binary,D,93.5297821401617,D,B,B,0
69,Both,Other,C,-188.40789186662897,D,C,E,0
30,Mental,Non-binary,D,72.41114917041575,D,E,D,0
70,Yes,F,C,-137.46445029987024,B,A,C,0
53,Yes,M,D,-2.2666598080384937,C,D,E,0
49,Yes,Female,E,4.9073947256201205,C,C,C,1
41,No,Male,E,-63.96221679098495,B,D,D,0
73,Mental,M,C,-72.80061449608662,B,D,E,1
20,No,Female,C,-87.99421977704525,E,A,A,0
48,No,Non-binary,B,73.70515288448941,D,C,E,0
33,Physical,Male,D,139.18439007149877,E,A,A,0
56,Yes,Other,D,113.89793739771777,B,E,A,1
76,Both,M,C,-79.28301566490806,B,C,D,0
38,None,Female,E,84.66222544611203,E,D,C,0
74,Mental,Female,B,-151.94452145167412,A,B,C,1
39,Mental,M,C,-97.61435446018784,D,D,A,1
76,None,Male,D,54.28664829011819,C,B,B,1
78,Physical,Male,B,-82.98483752016715,A,E,C,1
58,No,Non-binary,B,-161.6028529369263,A,A,E,0
75,No,Other,E,-77.20456476255647,A,C,E,0
73,None,M,A,151.10799959700185,C,D,A,1
61,Physical,M,A,27.943954663039378,A,D,D,1
23,Both,F,E,-104.17459329453338,B,D,B,1
74,Yes,Female,D,-150.0365126234289,D,A,C,0
21,Both,M,B,-38.5965758629583,D,C,B,1
69,Physical,Other,C,63.36446590781621,A,C,D,1
44,Both,Male,E,-45.22751077028238,B,B,D,0
36,Physical,M,B,-47.81657789355846,A,C,A,1
76,Mental,Other,C,79.06899398639669,C,B,D,1
51,None,Non-binary,E,-15.050503744930325,E,A,A,0
74,Physical,Female,E,-138.1446066901593,C,E,E,1
32,No,Male,B,-52.65353795000295,A,A,D,0
45,Both,Non-binary,B,-182.82098353183505,A,E,A,1
37,Both,Female,A,-66.99135735973496,D,B,A,0
71,Both,Female,A,-7.636054899123288,D,D,A,1
68,Yes,Other,A,280.5431354285169,B,C,C,1
47,Both,Male,A,-81.83042206193754,D,D,E,1
60,Both,Male,B,-278.512415608372,E,E,E,1
79,Yes,Female,A,11.080788699896669,B,E,B,1
33,None,Male,E,-83.0516994982453,C,C,A,0
33,Physical,F,D,-49.369315012214905,C,E,C,1
64,Mental,Other,A,-26.596050411546624,C,A,C,1
44,Yes,Non-binary,E,51.42430116221354,B,C,A,1
43,No,Male,A,65.61587510017387,A,D,E,0
51,No,Other,D,38.92039860693158,C,C,C,1
69,Both,Male,A,-26.137768989140646,A,D,B,0
41,Physical,Other,D,70.10084212737763,C,D,C,1
32,Both,Male,D,-48.12544179615395,A,D,B,0
56,None,F,E,55.612276771422366,B,E,D,0
43,No,Female,C,140.7493294508195,D,D,C,0
57,Yes,Female,E,-3.1477963372425233,A,D,A,0
32,Mental,Female,C,93.84211037760734,E,A,A,0
38,None,Male,D,92.8746382351294,E,B,B,0
51,Mental,Non-binary,C,64.33181953631856,D,A,E,0
55,Physical,Other,B,-123.88862675823702,B,C,A,0
18,Mental,Other,C,163.6588031421727,D,E,D,1
18,None,Non-binary,B,-62.29212359346909,A,E,A,0
63,Mental,Male,D,160.93101152221726,B,B,D,1
60,Yes,M,A,-163.4041248322555,E,C,E,1
24,Yes,Non-binary,D,-40.150970667249304,D,E,C,1
68,None,F,E,-131.62044674631733,A,E,A,1
62,Both,Female,A,-134.64634656153635,A,E,D,1
25,No,Non-binary,D,86.09759810571252,E,A,E,1
21,Mental,Other,A,-75.26413497603312,B,E,C,1
63,Physical,M,E,26.623055656487377,D,A,B,0
55,Physical,F,D,-42.20716925281797,E,A,A,0
53,None,F,B,-95.19664063784269,A,D,C,0
49,No,F,E,-4.058539027573403,E,D,A,0
62,Physical,Other,B,45.08229869838834,B,D,A,1
34,Physical,Non-binary,B,68.54229581958504,E,B,E,0
71,Physical,Non-binary,D,142.38796774800184,B,A,B,1
37,No,Other,C,122.04786111233645,E,C,A,1
48,Mental,F,B,-45.1785520545424,A,D,C,0
59,Both,F,B,39.81457743341939,E,C,D,0
54,Yes,Female,A,-86.94528395750018,A,A,D,0
22,Yes,Non-binary,D,66.62734834962691,B,A,C,1
68,Mental,F,A,85.33235700757035,A,A,A,0
47,None,M,A,-10.05851163599352,E,C,C,0
70,None,Non-binary,B,-1.8655922738767248,A,D,C,0
78,Mental,F,D,100.645550621858,C,D,A,0
49,Physical,Female,E,3.971876674803397,B,E,C,0
32,Yes,Female,B,-15.036282690001626,D,E,B,1
79,None,Non-binary,A,69.12296886261446,E,C,C,1
64,None,Male,B,-109.11736116539244,B,D,C,1
32,None,F,D,-33.97980356769263,B,D,D,1
59,None,Non-binary,A,-26.83885553928789,E,C,B,1
71,Physical,Other,E,35.29437537032899,D,D,A,0
78,Mental,Other,B,-37.20173292305739,C,A,C,0
67,Both,Non-binary,C,-80.71596340586792,B,E,B,1
34,Physical,Female,D,-91.57025483088506,A,B,D,0
66,No,Female,A,-222.34239386758077,E,B,C,0
27,Physical,Other,D,44.6277916003956,A,E,D,1
33,Both,Female,A,39.423958524130086,B,A,E,1
75,Both,Non-binary,A,273.2292525415691,B,C,C,0
52,Yes,Female,E,-104.2492069718653,E,B,B,1
77,Both,M,A,155.2966358123303,A,D,A,1
37,Both,F,B,-63.4836409562876,A,A,B,0
48,Both,Female,D,2.7487370502712642,E,C,C,0
31,No,Non-binary,A,117.16290004937655,A,D,B,0
64,Physical,F,E,83.85930119879667,B,D,E,1
37,Mental,M,B,33.233208361702246,A,B,A,0
51,Both,F,E,51.211310039084715,D,C,A,0
44,Mental,Female,B,61.295423256767876,D,E,E,1
42,Yes,M,A,-74.76046557306833,A,A,A,1
42,Mental,Other,B,8.694690998601853,A,C,E,0
26,Physical,F,A,68.72442436197089,E,B,A,0
64,Both,Other,D,-98.75928357641702,A,B,D,1
37,Yes,Other,A,92.8881027607479,D,D,A,0
44,Physical,F,E,-122.53508750972011,E,D,E,1
48,Yes,Female,C,93.77156388930594,A,B,E,0
57,No,Other,A,-50.72410158807919,B,A,B,0
35,Both,Male,C,163.9170414341572,E,B,C,0
51,Both,Non-binary,E,96.56152306237342,E,A,B,1
27,Physical,Other,D,-88.25738125382136,B,D,A,1
34,Mental,Male,C,120.3887870844198,B,A,E,0
68,No,F,D,-58.21913110732725,E,A,E,1
40,None,M,C,-115.95109603900053,C,D,A,0
68,No,M,B,104.14489331399572,B,A,A,1
64,Physical,Female,E,73.55442201462667,D,A,D,0
25,Mental,Male,B,-87.16051807523216,A,C,E,0
66,No,Female,D,23.39090544445343,D,B,D,1
24,None,Male,A,-84.97327559072791,C,C,B,1
45,Both,Other,E,130.68783218913035,A,C,C,1
77,None,M,A,120.94455259665511,E,A,A,1
53,None,F,C,-88.28735748113262,A,C,B,1
64,Mental,M,D,-22.948742479687596,B,C,C,1
47,Yes,M,A,-2.9572096788298787,C,B,C,0
71,Both,Male,D,133.32884988665452,E,E,E,0
62,None,M,D,126.98338013158326,C,B,B,0
58,None,Female,B,-83.08696087087348,B,A,B,1
64,Physical,F,E,21.974780812281285,D,E,C,1
45,Both,Other,B,14.450411485782585,C,A,B,1
37,Physical,Female,B,-13.100467731329434,C,C,C,1
24,No,Non-binary,A,-79.66745395370788,A,D,B,0
