Veteran,Disability,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
Non-Veteran,No,65+,A,B,-53.04403201043404,0.3376187531008757,-67.47602448620775,0
Veteran,Mental,18-25,B,C,-135.5792574705625,102.00211606691776,125.75937923474885,1
Veteran,Physical,18-25,D,B,13.823550284005789,208.0164407561768,-89.51261643929196,1
Non-Veteran,Both,36-50,E,C,94.87864519779396,91.44510527395802,130.89839423904493,1
Non-Veteran,Physical,18-25,E,C,-29.009091808252684,29.543540181369448,-6.5924998247943805,1
Veteran,No,18-25,C,A,-124.79392831066309,4.700123918336903,1.394364168334679,1
Yes,No,26-35,B,A,113.35314182092033,-96.53623094689185,67.57583032465445,0
Non-Veteran,Both,36-50,D,D,-123.46702737326657,20.19964624218323,40.86063389141815,1
No,Yes,65+,B,D,208.35369126171662,-140.9709446195989,-57.97680786364824,0
Veteran,None,65+,C,D,37.60493300980444,32.69876088589331,-72.56467074422731,1
Yes,None,65+,E,D,-125.80488942750152,62.57279866443643,72.79310884961502,1
Veteran,Yes,65+,B,C,-39.54982519050162,26.83913797240944,19.29045118568549,0
No,Physical,18-25,A,A,-41.69349496017923,59.60051350251119,51.19633087801093,0
No,No,51-65,E,A,99.76896837559089,-131.62528752009143,-8.662783116729807,0
No,None,18-25,A,E,35.66646642552037,-107.40904036503551,80.56467966928376,0
Veteran,Physical,36-50,B,E,55.47957476912738,-8.654866785915996,2.8891238707160585,0
Veteran,None,26-35,B,C,-138.93045488981136,-68.12849714966028,147.96432991204267,0
Yes,Physical,26-35,B,D,-70.95462761682958,27.446762110718847,-124.32862308168848,1
No,Yes,51-65,E,D,-83.24560239919808,-15.401616190836757,201.44333810189542,1
Veteran,No,65+,C,B,-42.84018766054996,-197.92743669570942,-8.906737795866668,0
Veteran,None,51-65,B,D,39.67949119334179,-147.32584983318577,-68.96514534577024,0
Veteran,Mental,51-65,E,C,-112.86338845887612,26.546836583087046,49.99855453425781,0
Veteran,Physical,51-65,A,B,0.0631045738771693,80.19506853318555,11.96712645182225,1
Veteran,No,26-35,C,A,119.83606470219559,7.457420870124092,50.223822128815485,0
Non-Veteran,Both,51-65,D,D,11.01776673797101,-15.72763389581361,128.37661423029004,1
Yes,Both,51-65,B,D,92.8454181568866,-95.40403448675592,55.998014375296556,1
Veteran,None,51-65,A,D,-18.545745851165048,-144.30036860875651,-144.38238144406273,0
Veteran,None,65+,B,A,-18.147277835227175,-132.61328634401983,6.301524666330377,1
Veteran,Both,26-35,D,E,76.81603688512516,84.65720525588596,-128.7520277899487,1
Non-Veteran,Mental,36-50,C,B,12.321958614963025,20.692986766532716,111.55128949608783,0
Yes,No,26-35,B,A,-65.42305682275673,41.5959694865331,-46.79986051169428,0
Veteran,Both,51-65,D,E,78.9802739737677,11.847845364779955,147.994380937505,1
Non-Veteran,None,51-65,C,A,10.343446640855918,121.31427758435318,84.32484512392601,1
No,Physical,65+,E,B,-82.42906388070703,152.63235002468872,-26.275162880055397,0
Yes,No,36-50,D,A,25.03229849068453,65.83317320916842,115.47840211046409,0
No,None,65+,E,A,-39.375273832248226,-6.6676144930442796,-30.529486555993003,1
Yes,Yes,65+,E,A,-9.564771404723567,-23.32703040885163,54.606598909061134,1
No,Yes,51-65,E,C,44.94857795658631,129.30416344931723,-27.222270927390635,1
No,Mental,36-50,D,D,-22.17796532861201,-105.20181252210874,179.84820879693578,0
No,None,36-50,B,D,83.6917869541337,22.118808180936348,-150.2550580411248,0
No,No,51-65,E,C,39.019793140331245,-12.842202099598266,131.3895684072961,1
Yes,Yes,51-65,C,C,-47.18742564557967,-50.43302826381939,170.87343820836404,1
No,None,65+,B,C,243.17688055122036,24.115870130035415,133.32521433076727,0
Yes,Both,36-50,B,C,-85.89510258077176,-2.2446817749995636,161.5048676980443,1
Veteran,Yes,51-65,E,B,50.580763913774895,-22.022947104536403,-69.12993243281221,0
Veteran,Yes,26-35,C,E,-38.65548850509711,64.45067999979234,-5.602573221521372,1
Yes,Physical,51-65,A,D,-43.385394683619175,-53.11674555964987,-29.670707502700573,0
Yes,Yes,18-25,C,C,39.312210697462206,66.89443184639521,170.84948102379266,1
Yes,Yes,51-65,B,E,88.33737761883249,-132.09544517253087,-41.548404716668315,0
Non-Veteran,Physical,36-50,A,E,-47.198684253260666,6.321704789906287,5.564559864486985,0
Veteran,Yes,18-25,D,B,75.19335941956035,-185.25256504461746,80.98086888030875,1
Non-Veteran,No,65+,D,A,70.72853466969113,-43.316164481583044,-161.02520165518882,1
Non-Veteran,No,36-50,A,B,-67.54881937148754,-4.24646965461243,31.098539378958368,0
No,Mental,36-50,A,E,30.890102432156123,83.16053178087188,8.640509357980843,1
Non-Veteran,No,36-50,C,D,-24.5958825964553,-113.96866883816186,-97.27941031791218,0
No,Both,26-35,D,C,7.790387824193935,206.88716194112368,32.842857245713056,0
Non-Veteran,Mental,18-25,E,B,-7.785212948594687,183.3813026834657,-123.59230957006666,1
Yes,Mental,18-25,A,A,-183.0297118438683,-96.3012592603744,-129.4148108983119,1
Veteran,Both,36-50,E,D,46.636833564756515,-48.362965950888096,69.60843942013322,0
No,Both,51-65,E,A,-133.8815852341683,-49.826612842698616,-50.95525520196453,1
No,Mental,18-25,A,B,-126.28239436905184,-84.1385677293949,221.00018882431306,1
Yes,No,51-65,E,D,106.74848569425572,-117.25869919151475,131.57128892545876,0
Veteran,Physical,65+,B,D,-107.9439062180955,55.12861808598891,61.227277122572154,1
No,Mental,65+,C,C,-42.13610249689309,-85.91755805751205,-225.7650251105209,1
No,Mental,51-65,B,A,-337.037607876315,-126.25597007997258,-100.48884910055014,1
No,Both,65+,A,A,-107.66921277345996,-111.88133200852444,-47.63864113803217,0
Veteran,Mental,36-50,E,E,40.01527124945211,-112.75193622030825,47.452588510971815,0
Non-Veteran,None,65+,B,C,142.2970964593264,-146.71896263449415,-29.37688924489433,1
Veteran,None,18-25,E,A,-1.0830269477974344,-124.5716464900688,-78.33867320148494,0
Veteran,Both,51-65,E,D,26.431401566706608,-74.95874968630189,-67.4553858788973,1
No,Yes,26-35,A,E,83.44238447828832,-31.152686599862246,47.70320413221696,0
Veteran,Both,65+,D,B,71.73537291309302,162.45544695594694,27.0455779847055,0
Non-Veteran,Physical,51-65,D,B,-20.766409415506207,-171.4857462773708,82.38971557643879,1
Non-Veteran,None,36-50,E,B,-200.9694747290668,136.7566387342045,34.305907235991775,0
Yes,Mental,65+,C,E,61.05560072989855,-176.66567503043652,-133.02430257751044,1
Yes,Both,26-35,D,A,45.8852854220073,39.21637793464279,37.62086920436574,1
Veteran,Physical,36-50,D,C,83.15656080605734,8.300660443041966,-68.42704976857893,0
Veteran,No,18-25,B,D,46.212258894336465,18.07811285081709,53.07767482776745,1
Veteran,No,26-35,A,A,-116.52901209952657,-65.86645989551153,63.18286865158983,1
Veteran,Both,51-65,A,B,-8.56256436639712,-90.28405637061077,-2.6190426659524526,1
No,Both,18-25,A,A,142.93727421046438,100.49930583152937,-43.340239511290854,0
Non-Veteran,None,36-50,E,E,-194.71410257810055,-37.882752066423855,-23.03832864877711,1
No,Physical,51-65,E,D,-34.55019777348369,155.39049693447004,-16.809136233154977,1
Non-Veteran,Both,26-35,D,C,167.20644377531116,101.3233581898448,18.209898733260484,0
Non-Veteran,Physical,36-50,C,E,-61.16944386309891,-7.138402841078088,66.36056881496127,0
Non-Veteran,None,51-65,E,D,29.692993406263827,22.677307931768663,-114.16293597485871,0
No,No,36-50,E,C,-4.825458560912623,-72.01264198768618,-12.540125541995515,0
No,Both,26-35,D,E,-62.831804872314564,-80.14087632372308,-268.09791935857965,1
Yes,Both,18-25,D,E,141.0304108923609,50.653726865894846,108.26520253007088,1
Non-Veteran,Yes,26-35,A,A,-165.954515873658,-128.8882268502913,-45.35815035787498,1
Yes,Both,18-25,E,B,41.84052689872376,90.14492056813775,80.81448387363207,0
No,Yes,51-65,A,B,-12.557007818773522,-89.45293791597402,-54.267529826442725,1
Veteran,Yes,36-50,A,D,230.32139533569423,-52.07093935504026,-54.98655271794113,0
Veteran,Mental,26-35,A,B,79.35691870015555,1.4810592926604498,-29.038384169163976,1
Non-Veteran,No,51-65,D,D,-0.5903352836332676,3.586256126536963,-101.89331390942131,0
No,No,26-35,B,C,-121.92824637417803,9.076940952593514,-4.120971036750889,1
Veteran,Yes,65+,B,C,42.16508363670698,124.30845678929879,-199.99967424378812,1
No,Mental,36-50,E,E,135.79893851024912,123.99978986526456,-173.8842486041667,1
Non-Veteran,No,18-25,D,D,-158.4308412733806,104.54664113046721,-28.675138183138376,0
No,No,18-25,B,D,-44.355575668702905,91.83512191710811,-52.47831259039588,0
Veteran,None,18-25,E,A,-45.391044973641115,-44.29039501353452,145.33955590943367,1
Non-Veteran,Yes,36-50,D,E,-49.459857468378196,-105.96860683687459,-66.645176241376,1
Veteran,None,51-65,A,A,27.0196217914649,115.92747032540385,11.058535278537997,0
Non-Veteran,Physical,65+,E,C,-26.918226299359294,-7.417428122894661,88.0969614098291,0
Yes,None,18-25,A,B,-119.99318598392767,-47.524810211351486,145.1573394979292,1
Yes,None,18-25,B,B,-98.66073573823707,-45.109240041238635,-53.27386987902736,1
Non-Veteran,None,51-65,E,D,42.37861539403285,-76.1058457349385,32.17352454742709,1
Non-Veteran,No,51-65,B,B,97.54549762014219,1.2752958137667818,-5.770414787241437,1
Veteran,None,18-25,E,B,26.167788865179798,-109.72531942769122,19.46438156992702,0
Veteran,Yes,65+,A,A,80.97591623740067,-69.63771186154493,47.66393936111439,0
Yes,Yes,36-50,E,C,-4.102512073901721,-57.957116557639345,-201.81412765833372,0
No,None,65+,E,B,19.0705295254089,74.50229686512107,48.65358455643003,1
Non-Veteran,Physical,51-65,C,B,-99.10888959581624,-15.037225901423449,-106.28879283688532,0
Yes,Physical,51-65,C,D,-78.0252505018262,-137.10583471506058,76.2015931224036,0
Yes,Both,51-65,C,E,-2.9353447770407564,-23.269619634735573,-37.9388462507537,0
No,Both,51-65,D,B,105.7864667914124,8.029256787064327,-126.81635663027076,1
Veteran,Yes,36-50,B,C,11.636326670897379,-109.6410485061919,44.61319648084593,1
No,Physical,26-35,D,E,-205.1498210306082,-78.03036188447315,103.3498285937803,0
Yes,No,18-25,D,D,-35.46648442926744,16.460427684393593,83.35203295038872,0
Yes,Yes,65+,D,D,-214.1773001513857,-7.074074451284106,-103.1131644209524,0
Yes,Mental,36-50,B,E,137.13885060892812,32.04770469054137,-200.58269791635337,1
Yes,Both,26-35,D,D,74.0434365796074,-43.792248118343565,43.604815998901856,0
Veteran,Both,51-65,E,B,-101.08977207360424,12.498151230603542,111.9207301493206,1
No,Yes,18-25,A,E,119.56384279429011,-106.84320400448937,126.03212972182824,0
No,None,18-25,E,B,91.46943642583452,115.6321227679806,9.692582004830989,0
Non-Veteran,Mental,26-35,D,C,71.77834233345293,33.44906876570073,82.78124957764958,0
Non-Veteran,Physical,18-25,C,B,-5.579847494733581,24.77347510999868,119.9995929973927,1
Yes,Yes,65+,D,D,88.81855903927168,15.614641033749402,92.02959180388994,1
No,Mental,36-50,E,E,-1.2211608033161447,4.207654879388262,-163.70196996231167,0
Veteran,None,18-25,C,B,15.592623600835651,-31.109909746011365,-92.12745075330332,1
No,Mental,65+,E,A,-16.693635786175065,-1.7728562132944468,-122.27750333430865,0
Veteran,None,65+,B,C,108.51145251406156,34.4306110931797,99.11871610597287,1
Non-Veteran,Physical,26-35,D,D,-130.1403688457222,94.16680554995037,-52.28758089015595,1
Non-Veteran,Yes,36-50,A,C,-41.54328940316734,48.694947929466004,-6.821306085181498,1
Yes,None,26-35,B,E,-42.05921590483709,77.35167776740718,154.19721206125604,1
Yes,None,36-50,E,A,-17.297704212956187,5.346870446588884,229.5308750462853,1
No,Physical,51-65,D,E,-40.97905871128668,0.8043265251498856,-244.08241044670515,0
Veteran,No,51-65,C,C,47.822078979268284,195.91274130003754,-5.528826674986641,1
Non-Veteran,Yes,51-65,B,C,15.352107037189949,68.50178004868104,-68.03752913551594,1
Yes,Mental,65+,C,B,41.18064665158557,-61.015355781355254,49.48995144736628,1
Yes,No,26-35,B,A,25.784281249699063,-0.23327169060145544,147.17040458671408,0
Non-Veteran,Physical,65+,D,C,144.25173048533088,77.0407901715625,-11.784125376295238,1
Yes,No,18-25,A,B,-35.29044586070921,14.215208019816716,112.84582814237308,1
Non-Veteran,None,65+,B,D,134.51119382077206,110.48040844958477,128.10958058233425,0
Yes,No,65+,E,C,-173.4974080072916,22.198922289126372,-10.462608732563176,0
Yes,Physical,26-35,B,A,37.225270118013334,182.18454291694502,92.6053263055038,0
Yes,None,36-50,A,A,135.45624003421074,-9.164519696575189,50.091170258551244,0
Non-Veteran,None,18-25,D,D,-24.288186341826336,-113.41186162997276,-0.9258613288207882,1
Veteran,No,36-50,D,B,80.61631387054258,85.74288130471699,-33.60189653576313,0
No,Physical,65+,E,D,-8.984356324570623,48.277162543340154,5.118930361800184,0
Veteran,Mental,26-35,E,C,-30.960656894400824,161.50528295353433,-73.41730363549038,0
No,No,36-50,A,D,-103.73324178691115,75.71999496745147,-48.8597479475167,1
No,Yes,26-35,C,B,154.6586643911473,-33.976396089376124,117.76720638501371,1
Yes,Both,18-25,A,B,71.80034185050019,29.907328880062977,7.1824844857485655,0
Non-Veteran,No,26-35,E,E,86.93707046210976,68.82466977689138,112.61516467454523,1
Veteran,Both,36-50,E,D,-67.091238029841,-45.39837456746017,-144.66931181854682,0
Yes,Mental,65+,B,B,-62.39388106199188,-69.28745631179923,-30.708397234207585,0
Veteran,No,18-25,D,E,20.090664249048867,49.28881215762897,16.99599746374759,0
Veteran,No,18-25,D,A,-116.8461382177377,-75.67852574719706,50.71342695584556,0
No,Yes,36-50,A,C,33.650780324070126,23.04512602157838,-182.76961978346299,0
Yes,Both,51-65,E,D,120.69178980876698,10.283078393857576,46.98865323254918,0
Non-Veteran,Yes,26-35,C,A,-72.08359017993423,131.27989398856673,42.05051286956234,1
Yes,Mental,26-35,D,D,133.34355373127778,-34.48832666365428,-50.62931746841406,0
Non-Veteran,Yes,26-35,B,C,92.26076479247135,-30.284475971319715,-74.70541451916304,1
Veteran,Yes,36-50,E,D,17.021599724774543,-183.45920602792836,22.996948505719814,0
Non-Veteran,No,51-65,D,A,119.69808082972176,36.124056914822425,86.82223456109305,1
Yes,Both,51-65,C,C,58.24079314999321,-200.91041405189839,-41.027225352317664,1
Veteran,Mental,36-50,E,E,22.94739400313088,-9.125485646372091,-177.43875328598327,1
Yes,Mental,65+,B,C,-109.25979990230705,-87.50843745302936,29.373480937055703,1
Yes,No,65+,D,C,33.55129122859458,21.976193545131263,-20.96457605800953,1
Non-Veteran,None,26-35,D,C,118.04783914777563,53.84723105780411,-1.8741805560312388,1
Yes,Physical,51-65,E,C,28.372058697328267,-13.353052259374742,-61.575366169260725,0
Yes,No,51-65,C,C,27.16448828427754,42.10401206151965,-67.98196920258658,0
Yes,Mental,36-50,B,D,26.403108582608652,-14.003635880144397,97.40009070578328,1
Non-Veteran,Yes,36-50,E,C,116.5712877378988,-140.90536425515833,-47.021456911226494,0
Veteran,Mental,36-50,A,E,31.454223850567946,-37.80277116451037,-94.9304394223762,1
Non-Veteran,No,36-50,E,E,-68.41797787003256,125.53858181077211,16.624960510195965,0
Veteran,Physical,51-65,C,B,14.980111049895328,-68.92018957616273,-1.3345771017698782,0
No,Yes,65+,B,C,37.62067149103072,60.39513583727209,23.386431679171167,1
Non-Veteran,None,36-50,E,B,148.22554197702914,70.2461933368347,91.75321029779471,0
Non-Veteran,None,51-65,E,B,-92.36086806569017,9.701618656787288,-77.97912662897669,0
No,Mental,18-25,A,B,57.10349406516726,117.37548065360772,-91.16992783097537,0
Veteran,None,26-35,E,B,-32.46857789500023,5.3740784756143025,110.79551907873899,1
Non-Veteran,Both,18-25,E,C,-170.0095047987578,-40.74027154960286,-80.99177397759915,0
Veteran,No,36-50,E,D,34.89255148943799,17.190966040388446,54.698202967052254,1
No,Physical,65+,A,C,154.9719092734555,93.60245228682848,32.16662537783391,1
Non-Veteran,Both,65+,D,D,-32.02010565330224,-63.354914871513756,124.01601979610753,1
Veteran,No,36-50,D,A,24.5591721276302,-79.25204721890418,-96.19798839515276,1
No,Yes,36-50,E,E,218.9312444905903,58.930363824037116,102.03120415947464,1
No,No,26-35,B,D,-58.024242158597225,115.79698906760281,-127.44714417399928,1
Veteran,No,51-65,D,D,115.89017144496421,-39.45540100392941,3.4767955921137537,1
Non-Veteran,Both,18-25,B,B,95.08081382822023,-129.79593614259008,4.7592130160407295,0
No,No,65+,A,C,-64.74276988454017,-10.343140311430142,-19.340651093150733,1
No,Mental,65+,A,D,67.95251692121555,-4.918346128279153,38.3098588880593,0
No,Physical,36-50,B,B,75.51596569508851,-102.43754563559635,-46.731351016603384,0
No,Physical,36-50,A,C,111.15224013471227,-15.634614086607598,140.5137615578316,1
Non-Veteran,Yes,36-50,C,A,147.8872040014338,72.53015646831938,19.553986814518787,0
Non-Veteran,None,51-65,E,C,-40.971707215197135,-0.831792850500195,-126.64622223642377,0
No,Mental,65+,B,D,-192.24131015939346,-122.37224086555236,83.71072460732101,0
Yes,Physical,51-65,E,D,22.680864146388767,41.65300469817388,6.286393725643692,1
Yes,No,36-50,B,E,-143.37754412114245,101.12062986925443,-12.491759522408369,0
Yes,Both,36-50,B,B,18.260601827846347,-192.65393384808934,42.276305727779864,1
Yes,Both,65+,B,E,-15.699206679676077,94.85926884499129,25.570873403047617,0
No,Physical,36-50,C,B,6.672783152768899,180.8036845648443,-95.72787861198209,1
No,Physical,26-35,E,B,120.20134796931154,11.295700327585882,1.043010767660327,1
Veteran,Both,18-25,C,E,163.60358520075013,-138.75544341666966,-44.57662207652017,1
Yes,Both,51-65,D,B,-137.59651530488938,54.12430734211689,-99.43754415571688,0
No,Yes,26-35,E,A,86.16070863867341,-166.8233412392343,-155.4894287964634,0
Veteran,Yes,18-25,B,C,-27.32480296738875,-28.649361207996627,54.411832847832265,1
No,No,18-25,C,A,66.93393895298165,-102.7838470257487,-73.00069779816859,1
Non-Veteran,No,65+,E,E,124.93502879932079,-151.56671699083114,30.948236049585752,0
Veteran,Yes,51-65,B,C,-84.68482658945649,40.57484869953262,-183.56193770345274,0
Veteran,Yes,26-35,B,D,220.67238274013778,-61.342119025292185,-105.93936856883712,1
Yes,Both,36-50,B,C,-30.022249688228293,41.04959598866782,-81.7011510412527,0
Veteran,Yes,18-25,B,C,-125.78842954244189,176.4523034445537,-27.144295148149066,1
Veteran,Yes,26-35,B,D,29.592507033790426,69.49734018043031,44.34288227725292,1
Veteran,Mental,18-25,D,C,-39.21214534165038,36.336663562195575,12.12944047714011,0
Yes,Both,65+,E,C,-114.21614601562015,87.69613883490763,-5.482459347746727,0
Non-Veteran,Yes,51-65,C,A,-111.36339551539945,-68.72041079743305,57.95428937593321,1
No,No,18-25,D,E,92.36838483579831,29.160679467853328,183.72698863204948,1
Non-Veteran,Physical,36-50,A,D,20.634815268530346,-29.654448320729703,-114.54321308882018,0
No,No,26-35,E,B,-28.846024876355692,-33.548266844526076,-150.5964723197899,1
Non-Veteran,Physical,36-50,D,D,-50.41654775142963,17.246635473697538,-125.57984030597117,1
Yes,Both,36-50,E,D,-57.976621881907555,-36.55581471443755,-136.83955107068795,1
Non-Veteran,No,36-50,A,E,163.2518919069404,-51.1649815318581,48.61409435089,0
Yes,No,65+,A,C,6.453017102388207,-103.0204949002675,-44.1089798337431,1
Non-Veteran,Mental,36-50,E,B,-69.43519052875925,131.87590436090332,42.7086255543085,0
No,Both,26-35,C,C,-7.147751948856501,-52.3336580412185,-0.8336486704920947,0
No,Physical,51-65,D,C,-168.61826184203753,62.16097933700764,-43.18615641552264,1
No,No,36-50,E,E,96.47349502677245,-79.59653471835149,133.3815016776011,1
Non-Veteran,No,51-65,C,C,59.8036129933626,78.63346530958306,-210.2706707803573,1
Non-Veteran,No,51-65,D,E,-18.20941776509756,-11.881515903698293,40.94641617324489,1
No,No,65+,C,D,-8.33065133334494,157.2345891082587,13.010027983244896,1
No,Physical,51-65,D,D,67.86132477160936,3.4926488279341417,-110.3809786375827,1
Non-Veteran,Both,26-35,D,E,-6.297089871440241,-98.66316096948829,61.390898536620305,1
Non-Veteran,Both,51-65,B,C,-126.88313307257421,83.11920768371895,-143.7598493746158,0
Yes,Mental,36-50,E,A,-89.62308023786673,63.952677886007336,18.09246438385329,1
Yes,None,36-50,E,A,-38.59269000030573,-112.7824472911659,222.90800743208771,1
No,Physical,18-25,D,A,-60.82691003594801,-18.628409389287725,83.1495739215975,0
Veteran,Physical,51-65,B,D,2.2985274629368844,93.91352525984355,5.618345997864635,0
Non-Veteran,Both,18-25,B,A,52.41618613328741,21.738912957721826,-8.709159516890349,0
No,No,36-50,E,C,-126.8225687995153,149.03453344536223,207.63156173366966,1
Yes,None,65+,C,A,-133.20151832602016,-120.72485039937236,-72.90010104727429,1
Non-Veteran,No,26-35,A,D,71.09821204837658,-54.58127317668956,-134.10623103667405,1
Yes,Both,18-25,C,E,18.6850308989798,28.834919572043678,-3.868687350620236,0
Yes,None,51-65,E,A,126.4073450428582,16.48218379569928,80.35844197642083,1
Veteran,No,18-25,D,B,-37.973963803947136,-58.87163241154237,88.19307900076187,1
Non-Veteran,Both,26-35,E,B,-6.62072320889381,-182.00623557037179,-90.07726680427409,0
Yes,Yes,18-25,E,C,-149.48829250105132,12.707931875438886,193.46916731645157,0
Non-Veteran,Mental,51-65,C,D,-149.7343490291864,11.07447326876893,-113.25230596186107,1
No,Yes,36-50,D,D,144.1206067074967,-195.1965397089395,40.282243565451516,1
No,Both,65+,C,D,-86.60149881185238,-56.24257925169937,39.86075663203863,0
Yes,Yes,36-50,A,D,-174.0215477454565,-62.69856161141967,1.7688506436016362,0
Yes,No,18-25,D,D,25.813194942538708,115.30722579477259,134.03468652738997,1
Veteran,Mental,18-25,D,E,8.840625409031354,-224.51853522545417,-17.987177788499707,1
No,None,26-35,D,C,-64.6954843233059,3.4666069200358334,-18.466433703773216,1
No,Mental,26-35,E,C,38.82683505673341,-66.48540820487948,-184.60812414537722,0
Yes,Mental,18-25,A,C,-152.83272158312508,152.97500014985002,-168.9078591127362,0
Non-Veteran,Yes,51-65,D,C,67.26444538817478,-145.1553092578487,56.535647502283545,0
Yes,None,18-25,D,B,156.4962828727796,168.16044739853538,-130.3613902754583,0
Non-Veteran,None,51-65,C,B,113.18401212810292,29.139208183858134,10.056440147804958,1
Yes,Mental,36-50,B,C,15.343064618820252,43.775375113738654,75.52718428470163,1
Yes,Yes,26-35,A,D,69.88654162230903,41.80816994934818,55.0675004249853,1
Yes,Yes,65+,D,C,69.58261126829103,-22.909745388817974,-6.89333454018934,1
No,Yes,26-35,A,E,-29.999370037744406,-115.24259380130302,19.5698771919165,1
Non-Veteran,No,51-65,D,B,86.38953949645393,83.15953158285852,217.5260037150337,1
Veteran,No,26-35,A,B,97.64214179007021,-68.29065371093404,-71.39901086219162,0
Yes,No,26-35,A,B,47.11624024518336,-161.45660142750808,-93.33292997462668,0
No,No,26-35,A,D,-85.48196055488138,-94.72238788009264,-7.278241227464366,0
Veteran,Physical,65+,D,A,56.86847077446924,-29.118383599305115,-54.982800627845585,1
Yes,Both,65+,B,D,-11.13117872693659,-62.16675458367534,-70.6657555950807,1
Non-Veteran,None,18-25,D,E,34.69826202493362,134.5977213593884,37.026615626458536,1
Yes,None,36-50,A,A,30.915238270813088,127.3279986363639,-90.71947035394516,1
Non-Veteran,None,18-25,A,C,-83.67890065233897,182.26527945719832,-55.712597861864175,1
Veteran,Both,36-50,B,A,-58.2091079104231,18.429781921369425,-14.142048580864545,1
Veteran,Both,36-50,D,B,49.00590326667032,-128.83582813522028,90.78864970601941,1
No,Mental,18-25,C,E,49.16218604147111,110.8465404153949,52.54804893716316,0
No,No,18-25,E,B,82.19130993796571,-52.42607713290121,19.384129462024216,1
Veteran,Physical,36-50,E,E,-63.039156489951274,-55.56064327288775,78.84629654638067,0
Yes,Physical,26-35,B,A,90.58075955189854,-24.00950858378347,-21.19595997874748,1
Yes,Yes,18-25,D,C,-108.5134384718882,-15.295681060564178,170.32601094818182,1
No,Physical,51-65,D,A,-15.449728993448627,21.442206622445916,80.18998213661575,1
Non-Veteran,Physical,26-35,D,D,-56.77234567644891,-2.6968717593143423,3.0548682056725176,1
No,Physical,51-65,E,A,-4.510232921054571,-71.48858399292206,86.9576261168212,1
Non-Veteran,Physical,18-25,B,C,208.3815339313397,-3.2656875363626883,-113.6000797669355,0
No,No,36-50,E,A,-29.3814917521663,186.64470263734057,3.8195834035569747,1
No,Physical,65+,C,C,98.80470025864815,70.80677452173961,-51.88047427348504,0
Yes,No,51-65,E,A,5.513643689488247,77.29602005289364,88.1536374020669,1
Non-Veteran,Yes,26-35,A,D,-22.51432466914459,-130.39676761524174,-93.50079730600164,0
Veteran,No,26-35,B,C,57.34283315412819,-50.266760641314704,235.33141234452236,1
No,Yes,26-35,A,C,100.33453516762467,96.52350236899034,-105.59243465124864,1
Non-Veteran,None,26-35,A,D,-24.831782672989327,-126.13447334392048,-7.324028890666072,1
Non-Veteran,Physical,65+,C,E,-36.62515436097584,31.665734878755806,-70.8409302672931,1
No,Yes,18-25,C,E,-139.0974759536973,-85.47371552461462,-39.73271235448165,0
Veteran,None,36-50,B,D,48.388772080332274,149.1489436082174,-143.34230013229822,1
No,No,18-25,B,D,-27.60646221148689,-12.469969160762519,-37.855678491299756,0
Yes,None,18-25,E,D,-74.64583994796597,1.1589045696145774,27.60279824242039,1
Yes,Yes,65+,A,D,125.70522020114645,-66.43115195731771,63.35796264610251,1
Non-Veteran,None,18-25,A,A,9.71276808065767,87.54882579298447,-37.680551412474514,1
Non-Veteran,No,65+,A,A,161.52592998981677,111.7965391587435,-9.038653206578145,1
Non-Veteran,None,51-65,E,C,-10.342355520785803,49.36699728124347,25.096966997552055,1
Yes,Mental,18-25,D,A,11.319458550990513,-94.18041224634885,-6.375762321264652,1
No,No,51-65,D,D,-19.876531199562326,224.08609132843074,-29.240136134431744,1
Veteran,Yes,65+,E,A,-170.2982462203865,-84.05018556713352,101.33110306562511,0
Non-Veteran,Physical,65+,D,D,172.12632813305703,45.72723495314715,-41.114344554623436,1
Veteran,No,36-50,D,C,155.73249410169774,94.1451760505227,-115.16907597763581,1
Non-Veteran,No,36-50,B,B,-32.05605020249462,138.44153885874098,41.65225527137695,1
Non-Veteran,None,18-25,E,A,-115.43747181080795,127.18654580718416,129.96140954402256,1
Yes,None,26-35,E,A,-118.352776756264,-107.8994400250191,245.48386287569372,0
Non-Veteran,Mental,51-65,C,B,-121.53874778333484,118.64017984826079,-62.838649122419035,0
Non-Veteran,Both,18-25,E,D,-54.1544393921837,-87.8658242154777,62.9461653501064,0
Non-Veteran,No,51-65,E,E,-171.56875912363893,-50.14876256401364,138.35168415560355,1
Non-Veteran,Yes,51-65,E,D,60.36046296453551,8.234038170364668,8.098874960755985,1
No,None,36-50,B,A,-22.338917062578627,-119.08723391088951,0.5734995822970518,1
Veteran,Both,65+,B,A,-14.485809423058171,39.166168116436026,288.42538290350683,1
No,Mental,36-50,B,E,5.586202006874023,103.25964543625743,48.339557898230865,0
No,Both,26-35,B,B,-139.67883795887377,-26.901073890180477,-194.24120654281018,0
Veteran,None,36-50,E,E,57.40673055332639,-25.669868018383646,53.70788636647258,0
Yes,Mental,51-65,E,A,57.32746825504592,-24.208735994829105,-146.28474805901857,1
Non-Veteran,No,18-25,C,A,201.94451712833282,7.37329247488535,-21.008446038566184,1
Veteran,Mental,26-35,C,B,-59.31526133152786,-79.35469881227995,-108.14384163071698,1
Yes,None,26-35,C,A,-108.58797460732418,-132.70159349344272,86.015673483416,1
Yes,Physical,51-65,C,A,75.6107325949467,-35.261750693965936,-46.05003802394311,1
