age_group,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
51-65,74,D,127.87538700973928,-70.4258386862661,A,C,D,84.4825789523769,A,-187.04812156524298,233.97485724265206,58.439068872137945,12.341773766048002,-89.2124860782303,76.83186533723674,D,1.2780277734485437,C,E,1
65+,39,B,-139.62821066578115,127.61766726820916,C,E,B,-89.0565479123172,D,-20.525207850795134,127.75782668631201,152.75458082617104,38.26639126907392,-66.03883762608203,57.103688405834475,E,-225.9928428084203,D,A,1
36-50,22,C,-104.50082645195495,-163.299031084014,A,C,E,-85.75723832321398,B,77.69671416590302,135.83354075275435,111.37367845413144,158.2081652028025,-35.98962852480347,-136.7066155597682,D,67.11547299231667,B,A,1
36-50,41,C,150.5867139906956,-30.28889620741585,D,D,A,75.40664346192582,C,-100.17613715462888,-27.75131666500044,54.24431381671727,73.8796736461872,51.15748808322421,-52.959757524778695,C,-59.71182526241468,D,B,1
51-65,72,C,160.27228247444216,-50.61592811377561,D,E,E,220.7898795780974,D,139.65058827788482,130.7719508695011,-66.13534536033376,-218.38965182083246,44.76840572325603,103.87897661628051,C,-5.817735900159217,A,D,1
51-65,48,E,85.37408306425385,115.8451852476702,E,D,A,6.387759962031636,E,-206.2676557171859,54.30786003124801,53.513292944030034,-45.35124925397407,-99.0480959340892,180.57214483894953,A,42.04850483284254,C,E,1
26-35,76,C,2.4884086352882226,84.46153648703006,C,D,B,-118.42551464891942,D,-68.62626381712519,-168.97648901326144,-81.3715304331621,-34.51149643830158,50.38966933670841,-151.32485360892508,A,127.1780507593681,E,E,1
65+,97,B,-15.850510790273105,-10.152914440360965,C,E,B,-140.09150634616466,D,-64.12951030836453,2.9991504967451332,86.64987770030291,-39.671011103619456,-94.34704773580346,58.93577528071571,D,44.9048673936645,D,C,1
18-25,49,A,-31.902651999921538,-118.17402095982168,A,E,E,-2.729379954960777,A,-151.54668916410145,62.52790757069279,51.157696681092816,93.1800830118536,-31.199025412466042,-34.95187877001234,D,-10.069431830809725,E,C,0
51-65,30,C,30.634016815111348,-66.13144892384483,C,C,D,66.6406984526881,C,80.26707763851662,-208.97921960987736,-110.68838719789562,-77.5874338061799,-82.9870400315086,65.96672169036634,D,87.91803977457234,A,A,0
36-50,53,A,-107.24818172489161,31.66471798798205,C,E,E,35.94995050063664,E,26.118193823061848,41.499373129968134,10.739266822767602,-33.36352135260047,-76.10468562949163,27.598384129312397,B,-44.00043143742871,B,E,0
26-35,54,D,-174.54582330404295,-52.18167034531326,A,E,E,142.58781155882627,B,93.28688997879568,-85.60779249430956,13.10275269280958,-113.33023937695204,-19.14130599237482,-65.5379351072683,B,69.08796138073102,B,A,0
36-50,94,A,82.20098919663366,7.8831529048302,A,A,B,-276.2308254279785,D,65.90238115608238,78.14066680685791,-156.12227383863956,9.954843214747251,66.03097722899562,46.60948744313615,D,14.475680173153439,D,C,1
18-25,37,B,85.66165927396858,-94.63485908916205,A,E,B,-155.04556751892363,C,5.307957398594425,-28.794297696077237,-7.274557954256129,-50.25848343894447,117.31014370972966,52.308451096941674,A,-142.85939194888974,C,D,0
36-50,74,E,31.96118439719438,12.039435118834675,C,B,C,29.583727093935813,E,20.20089623111822,19.674206292849853,-18.486408409716258,-65.72093917926388,-194.957547154059,-228.02923295957842,A,-155.62098100526973,D,E,1
51-65,63,A,33.13593923622894,-70.63723669376921,E,A,B,-70.17406664763628,C,203.36791907291797,-99.39129953449721,-21.03900462511753,-43.219881624326575,-17.056387636625804,45.12328200177242,B,21.558290286685935,C,E,0
26-35,85,C,137.9811514347534,176.56369953658077,A,B,B,-80.99504440395846,D,246.0164526517552,36.3395100112937,-72.19636519547376,-144.1860202145406,-151.1485325152803,-78.88416345389125,B,102.97149681977389,D,B,1
26-35,67,E,-163.108453685098,26.59666516985254,B,D,B,53.777902305113955,D,91.07697661576894,-164.9884781551198,37.57435514243789,156.61190915355786,-17.390958337980813,-39.14934830860718,D,88.1714709577802,D,C,1
36-50,73,D,178.03721002708727,-48.104450021555664,B,E,B,-67.95115752784449,B,104.56875881105799,24.09067792594194,62.55897563729218,217.91541964659342,-83.33272440369824,39.83346553438155,E,45.97554922635855,A,B,0
36-50,61,B,-56.21555413744574,133.5845240732263,D,A,C,27.522525042609132,A,-57.81746835680902,0.09806611742840983,-28.366593930986223,-28.40221982762599,-110.84220337702526,-46.43696847863547,C,48.68965277217253,A,A,0
51-65,79,C,94.56009943261874,-137.55142413899483,B,E,E,-19.062891517205095,A,84.09158703887053,-49.089282854696,162.81101222472432,157.2657331064286,58.92861463700676,123.15387286493389,C,-43.829395640938934,B,D,1
36-50,67,C,41.86711366088146,103.66075340341379,E,C,B,-127.21857480226906,A,46.566051630184965,-9.341111328836336,26.04534963295208,-149.94384508001346,-79.24485375350704,-55.517350287115285,B,-360.79684586781497,E,E,0
65+,32,A,119.67481686751442,-67.84634707197573,D,E,C,-97.33664893498812,A,-24.037304333986807,-93.23419468536144,-67.11834916819868,-225.55733177417392,-21.555074308025645,-74.72412448272377,A,64.4287548721589,B,D,1
36-50,29,B,30.919688578793025,15.731203046068734,C,C,E,53.36898778396419,A,-68.20661084144042,154.49046931449755,-2.103034779408837,44.1203804219038,104.38516285715326,31.66794887531943,C,-112.96866722555356,B,A,1
65+,70,D,-169.26810177416274,-113.4297459842704,A,A,C,-45.171006421673404,C,32.09063010694767,75.29832967124295,-84.42389052158512,-27.172115042024647,-171.2267742281502,95.95700671253432,D,90.58894034629073,D,A,0
65+,20,D,-95.04544366117183,3.024312004100261,A,B,C,-34.51358484954897,B,288.4452518807008,-40.547993369465445,33.791458633638086,-80.68934941940408,-79.67461864148552,-50.09096309424842,D,27.343219167751702,E,D,1
51-65,73,A,-1.3058088365121983,4.490455508097574,C,E,B,13.475142810133004,A,-92.78149363733151,-75.34094782966511,47.107089765511,-82.41676788306562,3.1078117367686864,154.66745530171363,C,50.151499458181014,E,E,0
65+,76,D,-81.28858400677763,61.878635634532266,C,E,A,-191.69217213773288,E,-112.32555186540463,29.86137938572419,-8.736838004647913,-79.85474258741813,141.98156963896352,53.34864502304373,C,-156.73962685684867,A,C,1
36-50,62,C,-89.94947157127271,-26.878651938802516,D,B,C,-25.296120147118483,C,39.63464527194659,-182.03552213163513,-130.1908155021963,106.86330129110037,131.14542229312343,74.27291432412719,E,84.303188536541,E,A,1
36-50,64,E,-211.52549142136667,64.5635986971707,D,D,B,30.722223774011315,B,-81.31507971818613,-3.2076556226212625,84.8089338781374,316.3706960521541,-47.16115529332106,-144.79630151708653,D,57.35097511073953,A,C,0
51-65,27,D,55.38452971938764,11.042942320165821,B,A,A,-191.41985639587824,C,-160.58775820524153,34.33239927634994,61.779949674621385,7.637325069877458,-31.291963252631284,53.17981359472144,B,56.38781278349485,D,A,1
18-25,82,B,188.51211508306665,-16.1520936323183,C,E,D,-1.4993820811753824,D,-51.17712378940743,15.675321962751172,12.858513790459877,-22.155387865092337,199.76322979242823,127.58682972933468,B,12.768450094171321,B,C,1
51-65,83,D,-48.326806267133,7.361816925865392,D,E,D,106.62356798272883,A,26.577975155252354,-29.136574159474332,-224.66603809601463,-58.98671792278388,60.173951513819134,125.82812118262893,A,-141.96749662136853,D,A,1
26-35,39,C,-14.252441199257277,-6.401127427824294,E,E,A,-172.049689930415,B,-125.16715059004892,-22.814947865811025,-48.58930638757436,57.955120957318584,16.36270770148058,65.38325096715944,E,-23.14447575260322,D,C,0
65+,78,C,-109.95710096214466,13.779037198132087,C,D,D,1.687348440037403,B,-41.02300866650206,64.6884606781756,62.72504130739327,-71.66920043882395,-64.12049249308114,-14.1775136336516,E,-89.8557399892715,B,A,0
36-50,62,C,124.91353568210175,94.5435839561148,D,A,C,-80.32804601880184,A,124.15382982483159,-74.54693043618154,137.7591008189079,105.65607192304465,91.57695558478274,-18.903245294075443,B,21.980720141039086,E,C,1
36-50,99,E,29.866802462861198,-80.20149825693281,E,B,A,83.49894924511511,A,88.87375293589143,13.835108005892813,17.381734762402363,93.21692597332861,-112.14368596780852,68.39746572782911,C,-15.127961161823533,C,C,0
18-25,61,B,-91.5790479256481,-207.6114435998956,B,A,C,-25.511396163763894,D,-222.51162466107698,-168.59544414350324,60.016087724035636,-55.49135275287404,29.377433665153486,174.92263609989794,B,168.15386773225774,A,A,0
18-25,78,C,-10.376678054651308,-55.08360469628033,E,B,D,-159.00660760455665,A,-40.70494006985142,-73.78154448028732,-1.9555758425205707,167.7928692012431,-12.904139800128819,70.1015610001092,C,-43.6460527668599,E,A,0
18-25,59,B,110.72325004973975,66.91499346347737,A,A,D,-161.67472508341427,E,-109.14048040082858,63.17705341197117,-122.2356830003543,-200.1015883292007,43.83085905008571,145.80414063463283,D,-149.75569881720847,D,A,1
26-35,90,E,21.908676200751756,123.82485332456841,C,B,B,-12.231958919750511,C,-192.46351060355516,-14.498020443133026,-49.30947833939104,-56.28828180774863,76.8207261157152,15.285208941257004,E,4.472664083784483,C,D,1
18-25,60,E,61.595234545166534,196.94570661482825,B,C,B,207.02691726106667,E,-62.040911919577844,-23.415002988748995,86.11564092565564,-72.1814079208123,110.38723469786875,142.76925870498445,C,13.130695800935282,E,E,0
26-35,35,D,-164.00997274400638,-112.52299079983648,E,C,E,-92.04162930056067,A,-16.31052656705534,-4.285730362343482,66.57404785754836,36.312129117299946,11.292753928933683,61.78983925965495,E,-85.71359848837471,C,D,0
51-65,57,A,43.164913382661545,70.95104293760305,E,A,D,25.67351211648587,B,-32.400127574958404,-73.31632416247545,-8.015866326119351,-13.772456114075752,-71.70267922940093,11.11232472249079,E,65.34916525105685,B,D,1
36-50,72,E,107.03797335167901,36.11705102800829,E,B,D,-6.433875275133562,A,-224.11662031771868,-233.15403035243617,14.920308062218654,122.96453092312143,-73.27759266941038,-33.512165385536804,E,-34.971963153155485,D,D,0
36-50,31,C,-102.88014196491004,-45.13258209094136,C,D,A,-21.479597293358573,A,19.871988789510738,-42.690148609606055,-45.381209386551106,70.95765641182504,105.957410840287,9.07142402206672,B,-58.2422999310637,E,D,0
36-50,23,D,-13.713347261927506,-144.8445652593909,B,C,A,20.038262965963803,D,-65.83363425122376,-92.54470219477051,37.31784964214789,-91.1797172502082,-8.54723835935101,-180.78115110618555,D,-24.33163015244626,B,B,1
36-50,22,A,1.3676862528677742,83.79756934703519,B,D,D,30.928474437509866,C,109.85338949347252,-61.23969086805163,-58.266093497375735,47.7655610929855,-31.08911504491301,9.607142878032745,B,25.792233201398073,A,A,1
26-35,22,A,5.465575646220524,12.066037397953739,B,A,E,-20.1721686328923,B,-73.57043934641432,-26.903643703964157,-9.357244095452772,21.40066741567927,-48.63575923664031,-174.13365052289123,D,-144.8576637826937,D,A,0
26-35,75,E,-38.347744528169564,-46.2067570375492,E,E,B,-11.126549791121459,E,-53.10718737433384,-42.01005025174616,-5.768778882269673,-68.74079428699373,83.36643025618315,88.1287340501765,A,18.344628401826192,D,E,1
26-35,85,B,84.65412035223002,66.0484121045033,D,E,E,-48.03503649884453,A,134.02454780229104,-153.3676714060495,-38.154549714140614,-98.3895778299222,43.04281668335089,-34.74921616365579,B,55.247606302619424,C,D,0
36-50,36,A,-22.5175167746792,0.3870694773928288,C,E,A,51.58561152182847,D,-13.091626911589591,-5.426234436671858,41.48975548217813,-12.969381147125155,-180.13506665559322,-44.117786455173984,E,21.914209149712207,B,D,1
65+,31,D,62.91979267544158,-55.647769043802306,B,E,D,20.148359751928528,D,-90.33701815926027,-95.83119944719184,116.2885045727515,7.5977917907693096,76.88816074859139,90.85335136090765,E,-123.62384235964532,B,B,1
18-25,72,B,-146.76788030578552,-27.592743471225866,D,E,C,-133.90135809718734,E,-5.338734438044752,-123.96964024915115,22.558780363827104,30.83982220397784,124.61061842141609,-8.472335537128702,B,97.28830244362507,B,D,0
36-50,36,A,-119.39450747194724,217.37027573709784,A,D,E,-98.69915141469887,D,-73.43163838355355,-53.93435965451188,-106.44457120034978,71.6561158572851,133.4537922815922,109.28171350768072,E,-30.853191141139234,D,B,1
26-35,53,C,4.596167691388147,-91.72179433737142,B,C,D,-16.171651287595065,D,110.40139810001568,223.80765264167573,88.81817930643241,-74.79480627876832,32.92789484635558,-96.04749179928177,D,53.98576523347046,E,A,1
36-50,33,C,-173.21142420150534,30.68611930790889,E,B,D,-158.1253935182695,C,5.719334694143406,-86.40161719181717,305.47561613107126,84.20916927908297,78.97019931185994,142.84743855280766,B,-74.39549513086354,A,C,0
26-35,29,A,-8.822110101794344,2.83258266688558,D,E,C,39.680407551092195,D,-147.48136051471582,6.285849883171478,136.4425139022074,43.676980842910204,-167.97584596716194,-20.484346747901494,D,-55.53650357309661,D,C,1
18-25,80,B,57.118788795988806,201.66742974176879,E,C,D,-79.37869802207787,D,101.1612579584225,232.98582255139922,154.13823014062538,153.2636486037382,-23.71306910107257,22.94213336090889,D,-54.61581693202041,D,E,1
36-50,18,D,7.752051731381088,-14.79510717819575,B,D,D,5.812554005227205,A,132.18706294020944,-32.76600042129168,12.660021497684756,-123.41314584145158,-130.49547491488138,-61.00726220993975,A,27.214908768163927,B,E,0
36-50,26,C,5.605367590683172,-116.4878425002209,D,C,C,183.3838819507429,D,125.41279803631748,-45.52513305326713,-45.6114836308671,-0.030883254684230817,-44.057172932905665,35.757559961136856,D,-169.6191199160671,A,E,1
26-35,26,C,-73.6731096633011,-13.4781817933203,C,D,D,281.0515080498682,A,-12.531531126780907,36.191967880628205,16.17078252259909,133.20552798726837,33.04483433714056,-45.04076405728691,A,132.15982704111207,E,D,0
18-25,67,B,-58.15692342491141,-140.645249958166,D,D,A,177.30489301355848,E,195.41260887418383,141.78144136534382,-111.77425288099305,-0.16824884773172485,-84.00999869254903,-73.89364552425587,A,45.21132064488617,C,A,0
51-65,39,B,-83.30897538043315,-30.82662975460513,A,D,D,167.71467052399896,E,29.53732054264965,37.69781010397944,341.3297247044504,84.74545324577396,-50.89469841669446,-29.66594703721337,D,35.54001194919266,A,A,0
18-25,41,E,144.46433232185,-190.6286666712527,B,E,A,-20.38712646501977,D,-138.67854515526074,18.012320557150176,39.582048276147646,39.93456718780352,144.47821955665492,-14.794674561236251,A,80.08790010570331,D,B,0
36-50,54,D,158.1648236767233,-75.98971416176032,B,C,B,-67.67643682787707,C,35.43859304676331,-106.42822696397431,212.22516655998334,40.51735759961378,30.51599056538668,18.548430029026008,E,-161.02376118356005,E,D,1
65+,84,A,-31.0281542056151,-68.71926790309833,A,C,C,169.67057925561727,D,5.091700510937152,19.36899584907243,28.22955248809242,-8.150394642352296,105.96831064162973,133.907741668327,D,158.24065451784907,B,C,1
65+,28,D,143.21226693387175,-15.063000642920077,E,A,C,-177.77355196523197,A,146.55765723364954,28.828119906508277,43.51955893961819,1.5324970989989455,-147.31079012416834,63.69149285664416,B,5.882359495738703,E,E,0
26-35,34,A,25.80453685818316,259.3356995669375,C,D,B,-93.93609589678947,D,-29.638530346176744,-23.574311902320506,-187.21789209823285,-19.850653927948716,-14.852608386538918,6.751935787312405,C,-25.68868548071847,B,E,0
26-35,27,C,-80.44178629144017,3.304375795150439,E,C,C,337.3579397223984,C,246.46637726628512,53.76197559402913,12.305411868732245,-77.27771094767927,-34.38999940236898,104.53020171284473,B,-21.48014056559263,B,A,1
65+,53,C,-83.9303299178377,19.968737050471844,C,B,C,0.7450012580059255,A,148.72756620132606,-19.876279270674033,-68.2754951532602,162.28363159324778,157.5581028702516,25.74932129448681,C,-28.782751745476265,B,C,1
26-35,49,B,-139.03792806917136,294.09014462998795,C,C,C,-3.91902548548545,D,4.670755208012122,50.299499913728106,26.14657650221441,125.94152119729462,-16.943498005118915,21.821570950019115,C,-39.455315221837914,B,C,0
36-50,29,B,14.822696274920025,-111.010720388127,B,E,B,149.4204498540305,A,224.9644622820172,35.718664394311816,-53.16572428756843,-96.32504066843067,-178.21586092285634,65.37206680832708,C,-7.725834918885494,E,A,1
26-35,46,A,-26.551361720294125,-55.53627898596878,C,D,E,78.47646274258862,D,-122.81438351198028,193.00908575055112,14.496433170296024,111.64598397313978,10.719915786660643,-96.91360830053584,B,94.0956705752439,C,D,1
18-25,63,B,-7.303326278124987,-116.94252211405795,A,B,E,43.104258029567056,A,-19.232691550847807,-45.79471315063999,-172.18745168755427,148.08739107608747,29.420680680741956,8.29317972132328,E,-127.17690251363784,E,C,1
36-50,87,E,-63.554371384763876,-36.82324086143925,E,C,D,68.5204408374704,D,-53.956842201603436,60.00543956326049,81.50119972223779,-56.28233806419175,1.1680786470160343,-0.8830705021094987,C,126.3331421153665,E,C,1
65+,50,E,-41.99536623586218,24.300015962208306,B,B,A,101.86770801716847,C,212.61419790885577,173.81659244671837,143.73955808249087,120.68882112942421,-152.1553841235317,-89.42511898273806,E,-13.650643520683891,C,E,1
51-65,55,D,187.45366034336018,83.18590487627327,E,E,C,-157.6190798345471,D,-43.92781804382025,53.902748745609074,32.793392942389296,-197.6376238026559,19.696577164917688,-77.55181075476048,C,23.880900192186612,B,C,0
26-35,89,D,-53.42331370590774,-137.8585449662141,B,B,C,140.5908067114295,B,-49.19172358114446,-45.886779930370615,-37.286292406162104,-188.25450000770357,-31.186888905998472,104.23182947697369,D,-178.61616589338183,D,D,0
18-25,20,E,-104.74536692748859,35.60196050737361,C,D,B,-97.59873550694927,A,-160.63471501525316,23.85002610893651,125.82203450853167,-26.020917699536326,-1.3881833635341436,-22.565926501043805,C,-18.267073107471333,D,C,0
65+,61,B,22.965300600399257,-88.2640090706656,B,A,C,-174.89298981904136,C,60.99505452967481,-196.0718044977981,-196.76539624521934,99.42265865937479,94.10847595028052,44.88746803448041,D,-14.059535950491615,D,A,0
36-50,87,A,-90.95475148203332,-134.5792980603446,A,D,B,26.175809781580302,B,4.4725028300123,18.764835393502526,28.688763737123065,-43.80615247657828,60.37645545936583,-49.88148884504889,E,56.24931340859853,B,A,0
26-35,42,E,200.3301275880201,-86.66784353140933,E,C,D,156.80181703215925,B,89.38610916413752,-59.04341393052586,-107.01040062236491,162.1276385724744,-11.385875179208977,76.0852050717211,C,74.96620874069953,D,A,0
65+,84,A,30.136458761432642,-121.3174726352789,C,B,E,-1.720653335377179,D,63.82069720725205,23.85869352330991,60.769484438833686,-90.67396238563812,93.13399290808054,52.91688772393965,D,-5.127726400565928,A,B,0
65+,25,B,143.3668013674265,20.905407074937436,E,E,A,-90.92845231642193,E,153.37927222619365,-72.55067818457067,-29.11688869261799,-97.37769360329608,-119.70082247350278,-13.530289428921105,B,11.3140821388665,D,C,1
18-25,35,B,-200.12927071488372,25.898678677332075,E,C,C,62.89831381408082,B,-34.51485693429563,10.438640473661142,-70.02926337434947,54.669785882572896,-26.594020369137162,45.83811954651857,E,-69.556381399781,A,C,1
51-65,28,A,13.880703076314377,-95.95799721959648,A,D,C,-63.458592817374374,B,-62.1475477026901,-7.560318273835192,130.9294861859089,-82.18935039590772,120.91567787795961,-66.33102169486709,B,109.46193489439374,E,B,0
26-35,48,D,170.29679647849255,219.17376217433105,B,A,A,193.11091122109946,E,-115.07950713503338,120.40041952719275,78.0074600205425,46.26365248096963,-68.58718989264145,181.4103184461709,C,-134.83376973259732,E,E,0
36-50,31,B,-133.52318690648968,-88.18304572617842,E,E,E,119.96455792966768,E,-90.28867946422076,-94.26676258856179,-216.07355341914234,-24.737086647723498,-198.1300053032043,-58.14482822071558,A,-95.15635377775327,C,D,1
26-35,86,D,-46.2324898153004,-8.759095600275511,B,A,A,-101.62665968316402,B,57.91766599834871,-30.80119171998289,121.99832396929897,-69.58742120869601,77.98660053697797,30.046234044777126,D,-132.10551440716665,E,A,1
51-65,57,B,199.39207507929174,-87.59760392329581,B,E,B,-182.59179080877445,B,-30.147260567393065,168.45830888939756,35.945653557557556,97.03311759436349,134.06325241817035,-56.06282487721099,B,-136.56654168665526,B,E,1
18-25,83,D,-70.09696806630589,12.924087548186309,D,C,D,41.134500081612615,D,-230.27443863176944,39.8877210990513,-44.05460672195824,-135.1821521180466,-139.63334281067395,-41.97624913245491,A,101.1135424041689,E,C,1
51-65,49,E,-131.48521582816437,-40.95077222864423,B,A,E,192.49916565530248,A,-25.740299830167075,167.54310487527007,-39.3486971143767,83.30203459134542,58.60009023775,135.24760216685235,C,-210.33619578681004,C,D,0
18-25,90,C,-26.936789533981177,-7.621922594128183,C,D,E,82.57363401087044,D,-18.044529191137528,46.0104006728678,104.86727368839719,-127.80335033626567,-36.547393735547665,-54.7416305669624,C,-130.8115981873109,B,C,1
36-50,82,D,-9.84141506454214,-22.074325875155182,C,B,E,0.37899313595091955,E,51.430000950718714,123.07429184782154,137.96937132681256,95.6243341485937,-72.35339668446483,-49.64019079858909,E,3.7344571514692686,E,E,0
51-65,90,E,139.24102782836746,9.073172718711257,A,B,D,-165.63306183951298,B,277.5415758502214,-152.49235656739734,-69.6937399515341,-68.8358527391274,151.6585558855308,-4.449873508336108,E,-60.29627080133455,B,D,1
51-65,96,A,53.91912709992971,-62.70259288037568,D,E,B,56.547341403033805,E,121.3357428588125,84.75852534730912,147.36796164878112,21.693742314189123,10.230315654224487,59.99136146887534,A,6.800413429849235,A,E,1
36-50,22,C,-122.88609877949786,-139.73124683934225,E,D,A,-157.17561417831462,A,53.43848439967894,-100.11375461086085,97.23820012305157,-5.049033895751917,-80.03126396835708,22.61873637127576,E,-82.34134425047236,A,C,0
18-25,19,B,63.81881182099546,-23.025044735813093,D,C,A,-10.631041492097683,D,-95.09298932867699,49.74060646375367,-88.75258623602745,-125.14491873706778,-20.84457015013954,34.96301033739931,A,241.8684872484426,D,B,1
36-50,76,D,-30.640784890587053,159.85416682617335,D,D,D,-177.17916356525168,E,104.47552116650508,-152.7798650857443,-70.83870996344857,53.29297145981467,-55.94486412812418,-50.90061711211562,D,203.7260386409684,A,B,0
18-25,62,A,-139.61756889014006,-174.9126001602694,E,D,B,-102.10572809157883,D,-142.95846522827574,129.91412362664866,-27.735712903084703,-7.92462468116425,35.010935814872546,3.4942811489747343,C,-84.02416380862067,D,E,1
65+,71,B,116.4728721547543,-15.633322404649693,E,E,D,-140.30743212238934,D,47.48998495967302,-47.94450248311934,-29.569795843804602,35.65243746468699,159.54816371661977,41.241355827481726,D,22.398248816321058,D,B,0
26-35,38,B,-13.702309678350137,3.553035406624078,D,C,B,-88.89176033701494,C,69.97911949592049,-75.11590149929796,63.37782272092828,-79.82746753621993,80.52606892778745,81.28829693487666,B,-52.10140647068818,C,D,0
51-65,65,A,-45.144203138139645,-66.05908480344873,E,B,E,-140.23201959092094,A,-14.003630108296736,-121.06511661389175,11.046948566833702,50.1228666207319,-63.938211569893475,111.9047241164561,A,58.56626605009574,D,D,0
65+,33,B,-126.70625486902118,-157.90231536542228,E,A,B,74.26744012682738,D,114.15071773268939,-25.30060496729016,80.29058500203587,-138.97252950830173,-66.66304915687851,36.44385896082027,A,135.64126621838983,C,D,0
26-35,78,E,-143.3286455195281,-80.31545470147819,E,C,D,-65.81835235189818,A,-94.7782430853145,154.3201507135549,227.14015470087077,-142.60408809262077,-116.51153117940805,-33.86355724849925,A,91.65967758785514,B,C,0
36-50,93,C,32.79965741443729,-152.35717961584007,A,C,A,59.0119184419765,C,378.6057559645543,-68.27046025391793,-104.55209669189362,32.77004759693642,-130.57718602879444,108.62346453382092,D,-38.080720391026254,D,A,1
26-35,22,C,-24.72512046330545,130.50677127306804,E,E,E,-22.66899128758324,A,35.12972314302543,-216.49020958355143,121.77779538509625,-74.88793914432293,-63.92374801314784,-9.176953722549841,C,-50.878569240826955,E,C,0
36-50,76,C,29.69204750969982,44.30999516494746,D,C,E,28.8809282914995,C,118.51878134537924,-15.585327855134967,204.23445411404475,-63.5002682142798,-188.99593856324577,-101.76337771514967,A,44.676008508065976,E,B,0
26-35,82,C,-63.62066632275689,-189.079231841681,D,A,A,55.63103968828741,E,99.59307828901014,1.241974981711592,-49.07820683069058,165.73079040695524,174.12938018649726,131.3961177537999,D,-0.7850847382428827,E,C,0
36-50,37,E,-268.3542384425311,151.29513650893983,B,E,D,110.41943990557144,A,101.28769206454129,-23.13953895106467,13.922548679136504,-31.14454727208137,-138.92207232364999,3.9912895798702968,A,-61.13437994704154,E,C,0
51-65,31,B,-49.993496258763436,63.831630465505704,B,B,B,-50.22965260564195,C,51.96224636434683,-75.08606977177436,-120.09622220732811,-24.388926035261562,-58.66166102082537,124.69700989885814,D,43.99987932885751,D,C,1
51-65,43,B,3.4229297286643137,-79.4770765443175,E,A,D,-133.8965620086179,D,-113.49122401967352,-40.55487629516886,-13.338311251983983,-17.565746832224455,164.8826675656386,-37.93127280628029,C,-121.96720702093171,A,C,0
51-65,47,D,12.87333542234856,144.08610185117402,D,A,E,-54.064462593510854,A,-84.5832346442019,-28.788108026905384,60.96327460546269,19.30549026789146,67.82360196463321,121.02261074096974,A,-6.133555074176876,B,B,1
36-50,57,E,-118.05330914690775,97.94532213715725,B,C,D,123.20358399046573,E,37.35678557059728,-53.53526410834354,36.8712029627198,-102.77489811317615,88.48280888943377,-89.80336632101661,C,212.64096689720415,A,B,0
65+,74,A,4.64102923495954,-198.3657019937051,A,B,D,120.43868776116939,A,226.91215654188582,-3.377552677939641,-120.59251681151409,255.6175745068463,-68.19269971507295,77.64553007209913,D,-4.120372824478639,C,C,0
36-50,77,D,132.6111806567773,7.538048446211916,B,B,B,-99.01422721481069,B,100.44318025982422,-16.865020448427238,-7.6637927617057855,-12.728733585586694,92.43630403008429,-19.959957595636734,C,241.99289723155175,B,B,0
51-65,43,A,-30.885598889906994,21.255559324079133,C,B,E,104.31296037504674,C,63.00994728465389,-22.39627254855784,34.53668653996964,-210.59093266453823,-51.54120445744878,9.86270065149838,A,-137.0584997325033,D,D,1
51-65,61,C,47.17079334722504,8.469554245133274,E,A,A,192.57029689429152,E,-6.2863344590786,67.04978665137008,-22.13882291855766,4.177026163860945,195.91941018818795,-80.94451249132388,B,-10.346612867091892,C,B,0
18-25,24,A,56.90871419462019,34.10042086007117,D,B,A,146.15705108917797,C,-65.18123083545808,55.99383521389226,1.119924813541554,48.52846862059368,68.65256164109167,-21.980861619366326,E,-68.4651927653502,B,D,1
65+,54,A,-22.773846796267435,55.90296090768913,D,E,D,101.21169877286735,A,-45.34567964444023,107.0173339668145,157.86735009779022,-78.65584294919493,-78.98838883110535,79.76881003033023,D,-32.65781675634602,C,D,0
26-35,88,D,-109.5883899079374,-11.051914672625328,B,A,B,10.02144123775503,A,166.75569493414352,44.30702592663064,6.30221447536024,127.27804546626528,81.11849009948803,63.258183702633,C,175.95709476710874,D,E,0
36-50,86,D,39.33321605893885,9.22648609688424,C,E,C,34.19005394029549,B,59.453067351233955,-35.71928714944196,16.459288592188994,-25.016368932164184,64.18381593317335,10.12385403083945,C,-131.0659883635547,C,D,1
18-25,75,E,9.8128265571546,47.32723735703953,A,B,B,58.59597420419781,B,0.1050045140777679,50.0042403354319,8.247766290870837,60.7452907585718,-3.756591014282815,49.17602382626667,D,86.29644203054455,D,E,1
18-25,23,C,9.388082768177183,-94.70632373542958,E,D,B,-87.3792964636079,B,123.61769855397316,194.8642452545104,242.31172179075077,-17.91318784811723,-162.14417330266707,-23.57674569203704,D,196.58882202049725,E,D,0
36-50,94,B,-62.966353720075574,22.780103245548624,D,D,A,221.41866682591035,E,-49.73014117536629,-45.98566060296819,-124.91783892404267,-95.86268471034745,-168.98970851136315,97.25842148655326,E,-104.8875904798745,E,E,1
51-65,65,C,29.20161748397132,84.48514552485865,C,C,E,7.020499834083256,A,-233.4735189297684,66.23330109697237,-36.4002287562269,1.307105661298297,36.092095710848504,-9.7042716094278,C,128.7412396949721,E,A,1
