nation,ethnicity,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
US,Hispanic,51-65,B,-228.01480039920605,-91.10101487683286,28.174232723300218,B,E,E,C,B,-53.971155761537524,1
UK,White,18-25,E,-17.68885911959237,81.12862037140268,73.11077099931775,C,C,D,D,D,70.95498022118609,0
Other,Other,51-65,A,26.18244768766248,-24.62522587748697,-77.28364971991303,A,E,E,A,E,-86.65619848851019,0
Other,White,65+,B,62.71391200278777,95.52455840751306,14.365672317514083,C,B,A,E,B,-44.0679638247013,0
Brazil,African American,51-65,E,52.68741159923477,-108.98783664979203,29.85155899500574,E,C,E,C,E,108.9272698524343,1
Mexico,White,65+,B,-0.1358136694069311,19.168765134252066,90.91095266712415,D,E,B,B,E,76.75134340684008,1
China,Other,26-35,C,-40.07869488733811,-85.069086723096,23.774930725048225,D,B,E,B,B,-26.853882401926978,1
China,Black,36-50,E,93.84990331813673,-62.66849802971589,-19.812045396127576,B,E,D,C,D,46.393131102813875,0
Brazil,African American,36-50,B,-77.41712032660536,-124.85709332284183,34.38836165695121,C,D,A,C,B,-114.02628397246055,0
US,Other,51-65,C,-110.31424950071813,38.70894810808578,-2.5858763688493367,D,E,C,B,D,74.13352938034772,1
Other,White,36-50,B,-14.582238428928642,-207.24432243703217,-66.85564756906653,B,E,E,B,B,77.64215271845507,0
Germany,Other,36-50,A,55.60938699319693,29.23167636490158,-93.84924697421097,C,D,B,D,A,74.27082457818729,0
US,Other,51-65,D,70.09394685342296,44.089144736141016,20.558988631754023,B,A,E,E,B,84.8687578622735,1
US,African American,26-35,A,88.23938313689929,-24.027567376737316,-34.20164010594717,B,A,A,D,E,33.46383810141379,1
Brazil,African American,36-50,E,-102.73378708668402,128.65614064695512,-29.265863637390705,B,E,A,A,A,37.88810206414247,1
Other,Other,65+,A,-4.023981826080525,94.46845031664766,224.83271345759093,C,E,C,C,D,-56.693132709932215,1
UK,Hispanic,26-35,C,-109.53370071972091,-42.525071334451006,-64.4156586740779,E,B,B,C,E,22.496074247368952,1
China,Black,51-65,A,-133.73085589226957,-237.83128442737151,121.86557688649297,B,A,C,D,B,-23.10400694134288,1
Germany,Black,65+,E,227.90449489362064,-98.08125176800739,3.192748877610104,B,E,E,C,B,-104.18697881979307,1
Mexico,Asian,18-25,C,-150.1513893993111,101.67244877069433,-94.19410621398416,C,B,B,D,E,-15.33737577093253,1
China,African American,18-25,B,67.34737112865614,6.4251849810572494,145.8734374685802,C,D,B,B,A,2.6023894134458243,1
China,Hispanic,18-25,D,-35.22847822983728,-120.18901183120944,116.2980527843994,E,C,D,A,B,45.996420096708505,0
India,African American,18-25,A,86.51496969478471,35.870874664901834,116.76349501588108,E,D,B,E,E,158.97487708548752,1
China,Black,18-25,D,-170.26088120734056,-32.95366589080812,3.5674562742786367,D,D,B,A,A,-21.223060190255396,1
Other,Hispanic,65+,C,102.41393564802033,22.798262498088985,36.677969386959624,E,E,D,B,C,188.91937986460744,0
Other,Other,18-25,E,-120.45710590900083,168.99800326885185,40.815239168399984,E,D,E,A,C,31.290957357554767,0
Mexico,Black,51-65,E,-13.130323084517201,1.0497539265842046,-33.35384816513252,C,B,D,A,A,14.840928107214024,0
India,Hispanic,36-50,B,-187.41788669002057,28.195756320049743,-92.55215867143143,E,E,B,C,B,-69.95338783050073,1
Mexico,Other,51-65,E,101.83251343572257,24.196991996204503,-140.67232151920487,E,E,D,A,A,-95.30961121993538,0
UK,White,36-50,E,-119.58773763731463,123.36178545829901,38.754149984299545,A,A,E,C,B,-57.555819001091294,0
UK,Other,51-65,A,33.01487737911545,-4.719073007708492,60.111524454498145,B,E,D,C,E,-115.43358337809366,0
China,Other,51-65,C,158.91034936304737,-39.45245734056079,57.374303079779075,B,A,B,B,D,-108.89459071086887,1
UK,Black,51-65,B,53.53569625147361,-111.99164220765341,100.78747162011719,D,D,A,E,D,-61.682240235056284,0
Germany,Hispanic,51-65,C,205.50136383118002,-125.62996398208854,-142.11827662995904,E,A,D,B,E,-97.69902939289226,0
US,Black,26-35,D,-58.68522861784775,-58.57647476817907,-39.25273007787652,A,B,C,D,D,32.45078497043233,0
Other,African American,36-50,D,112.48381240862786,9.624317493100888,117.18642805347692,C,A,E,E,E,147.20232482836616,0
Mexico,African American,51-65,A,88.5522486653736,193.04703421453266,178.79365099177025,D,A,B,B,B,119.73766492896773,1
India,African American,51-65,D,-83.78258703557636,-74.52076859727353,-39.41051832288894,C,C,A,A,E,179.0385181938388,0
Mexico,Other,65+,B,-178.63000173748495,-5.572237427145722,324.17455801623436,C,A,E,D,E,148.6777799087936,0
China,Asian,65+,B,66.17528931063431,45.357731881133965,-83.04958974946877,D,E,D,C,C,-70.14851855456182,0
China,African American,65+,A,84.78122544097737,-1.4845460220188895,-8.603302023686531,D,E,E,C,E,-37.495191558662775,0
UK,Asian,18-25,C,-66.90540168151932,-61.40492777065499,4.924630052419107,C,B,E,D,B,163.67680769831978,0
China,Black,18-25,B,128.3585037695053,-97.77853466612252,-31.279854510044903,E,E,B,C,A,-141.37997973045168,0
US,Other,36-50,E,62.86016181322673,-2.276894585664175,88.95029418537412,C,E,C,C,D,38.292399285406546,1
Other,African American,65+,D,43.56625027153494,24.90691732428981,157.57824139342415,A,A,B,D,A,-0.3280073055708151,1
US,Other,26-35,D,-3.889600237652234,-198.985509515182,100.86447661801165,C,D,A,E,B,93.92906300669719,0
India,Hispanic,51-65,B,128.34944500710884,-99.09245434360194,78.53721914168719,A,C,B,C,E,-31.06072439369376,1
Germany,Black,26-35,D,-186.71808055128122,-94.16579052863499,25.03930703568202,B,C,E,A,C,-103.99749421804685,1
Brazil,African American,26-35,C,99.2011188109632,-96.09739630556177,-4.446314272336111,B,B,B,A,E,38.01828519435777,0
Brazil,Black,26-35,D,-148.88408062673767,3.7145124731468417,8.635855416982666,B,E,B,C,B,-12.748890166954633,0
Other,Hispanic,65+,C,180.09276992339056,146.42683459519355,59.517400310961634,B,C,E,C,B,-67.72494123326152,1
Germany,Hispanic,65+,B,7.033308646016269,26.470572342422955,49.80195290839619,B,A,C,E,E,-90.01506260353266,0
UK,Asian,65+,C,-191.79632850909167,105.69919463456276,-175.28255284679443,A,B,A,E,D,8.961239065041624,1
Germany,Hispanic,18-25,A,-5.96776574405151,76.39145179611005,-212.55634268089074,A,C,D,A,C,-78.3979323008581,1
Brazil,African American,65+,B,-144.77368214428293,51.176833885827314,65.62491391046977,C,A,B,A,B,3.5065189708019395,1
Brazil,Asian,26-35,C,-110.81339884894838,-212.2393878582915,89.33535237302101,B,C,A,E,B,-102.6581157481465,1
Brazil,Black,65+,B,-47.35705234981103,-12.43363068486701,124.26409859378766,C,D,C,C,D,-65.11920049135827,0
UK,African American,18-25,D,106.88494398924023,-21.557273120580355,-52.66415890828136,E,A,C,A,C,79.84139006263538,1
Germany,Asian,18-25,C,-87.07746820255566,-81.08677845033057,4.799901964946382,D,E,E,A,A,-104.53866770085651,0
Mexico,Black,26-35,D,71.29003530190172,46.520931960138704,79.74447526306373,B,E,A,C,E,67.85837196109347,1
UK,Asian,51-65,B,127.01403571031666,188.45307171429494,-129.5209594994382,B,A,B,C,A,70.01667879800198,0
Other,Hispanic,65+,D,-32.05868073936364,45.68170571199045,13.829147357357213,D,E,A,D,C,69.41919833559162,0
China,White,36-50,C,-151.66884216451436,103.436028407445,-52.26136741976656,A,A,D,C,E,18.89516959324054,0
US,White,65+,E,-10.364368849736376,96.85334143409234,57.45913056950375,D,C,A,C,D,-113.38172397419942,1
UK,Black,36-50,E,30.64738714862977,-82.37499264290716,-74.79203943526012,B,B,C,C,B,-9.318948492846506,1
Other,Asian,51-65,A,46.3351748176998,-168.33255588002095,-11.990982189187989,A,C,E,D,B,20.703610545263476,1
Brazil,Black,65+,A,25.32652968978112,-93.19641646319663,80.3491212349753,A,A,C,C,D,56.034306510077144,1
US,African American,51-65,B,190.46282241306122,2.0501555097418946,21.342447963529285,A,A,E,C,D,-5.359147838349044,1
Other,Other,65+,D,-118.82539960977154,-79.08401498886882,34.09010577508098,A,B,C,E,E,53.95696862701569,0
Mexico,Black,36-50,C,-80.76316861365824,-17.68737398946109,-192.15940321293954,B,C,B,E,C,16.80155455107606,0
India,Black,51-65,A,-6.734987594224047,-181.45718363090722,46.75446979854949,B,C,B,A,E,-3.9514374003752293,1
UK,Black,51-65,C,-95.1833796919174,110.75490766962982,-191.7353973528136,B,A,D,E,D,107.32651235631485,1
China,Hispanic,51-65,B,-0.0455570987491819,-99.88232227878623,-10.890330782633482,B,B,D,B,C,27.018052017484333,0
Brazil,Hispanic,18-25,D,15.541441456501278,79.59231700588262,44.79670410433801,B,A,A,D,C,197.35425391187516,0
Brazil,Other,18-25,D,-196.8766851753996,108.58134383340791,35.539853407307795,C,D,B,D,E,66.78201759404237,0
Brazil,Other,51-65,E,-32.88120345899153,122.84823585357734,-49.52065643096805,B,E,D,A,D,110.28309053841068,1
US,Hispanic,36-50,E,92.23572554721935,-14.955924463238516,-144.9369005426711,E,B,E,E,A,98.00096360400893,0
Other,Asian,36-50,A,53.42244941537283,30.270911654335652,-101.46829272838364,B,C,E,A,D,161.01431023637198,1
Other,Asian,18-25,D,76.71061756580919,-26.930691328982277,5.724414327882057,E,A,E,C,B,-106.67191383579325,1
Other,White,18-25,B,-102.76008246687454,-1.525189740468919,-112.75534697619524,B,A,E,A,E,-239.62248610684375,1
Brazil,Hispanic,18-25,D,211.005208531192,42.55971974727387,-114.331899719885,C,A,E,D,A,174.46337448092916,0
Mexico,Other,65+,E,-53.763103634708976,-54.94679697831405,53.875964026819766,D,C,B,B,C,30.340513818744235,1
Germany,Asian,65+,C,-103.30965257676698,-1.5261459114620888,92.70574162803618,A,D,C,E,A,76.52673532247809,0
Germany,African American,18-25,B,-30.57465356774909,-28.983248534887846,-12.206662482869355,D,D,A,D,E,-141.1875237289255,0
US,Hispanic,51-65,E,-51.583788628448524,161.50340378912995,-79.64807203661724,A,D,A,E,B,71.78176065253217,0
UK,Hispanic,36-50,C,-42.92115462370395,48.75135234180859,1.7694642564071865,B,A,E,B,B,27.474249787871692,1
US,Other,36-50,A,-9.52327246239966,24.660640121998483,-97.71100497892837,D,B,E,A,C,-174.86378644950997,0
Mexico,Black,65+,B,-13.914081556969174,64.61061626719473,-104.88009685343975,E,E,B,C,C,-105.80177079285595,1
Mexico,Asian,36-50,A,-12.54663580483675,88.91690320207903,154.91988611817533,A,C,A,C,E,40.126886587732585,0
Other,Hispanic,51-65,A,135.22104609644262,-101.5394680421076,36.348825358596685,B,C,E,E,B,-59.17526745089896,0
Brazil,Other,65+,D,-22.394752421137337,-127.92312812290064,-57.590237396660335,D,E,E,D,C,-169.2579609559264,1
Mexico,Black,26-35,C,38.589877747460065,106.98056173194452,-25.538125729760957,D,D,A,A,A,-70.34194422400424,0
UK,African American,26-35,D,74.99822978913477,63.03570145997717,94.61777142442116,A,C,B,D,A,-108.14859803110004,1
India,White,51-65,D,102.87864396240684,-124.85314036130634,213.17935400241254,C,E,D,D,A,5.648286159809067,0
India,Black,26-35,A,226.79398232009694,92.29154948441595,117.81455237367663,A,D,D,E,E,104.71722808976489,1
US,Asian,36-50,C,-0.8419307398831047,98.53047464609428,173.96529277021463,D,D,A,A,D,-37.59063372011456,0
Mexico,African American,18-25,A,-27.976562263358396,96.54902877734057,-17.098909088477566,C,C,D,A,A,35.56057287986341,0
Brazil,Other,36-50,A,-13.981699215999633,-44.764379392719476,148.543082208063,C,E,A,B,E,175.76873790958493,1
Brazil,Black,26-35,C,12.666435723506291,-84.05936323745101,-1.0953205267210384,C,E,D,E,E,43.75365892643389,1
China,African American,18-25,D,-21.36596306373991,-88.74011035069014,120.33889521723955,B,E,E,A,C,55.03993671178051,1
India,Hispanic,26-35,E,66.23392606511875,-33.13032393444525,9.409113098059287,B,A,B,C,D,69.53390609744568,1
China,African American,36-50,E,66.5916906577879,-260.8600938456021,-91.74326002089111,E,C,C,C,E,-100.40636637556912,0
China,Black,65+,C,4.6505641790670476,80.88050079298324,31.756686430277846,A,C,E,C,B,142.43511897941653,0
UK,Hispanic,26-35,A,99.87123596484102,-13.163606687411045,-62.31361544064128,A,A,A,D,C,-113.45881138490732,0
China,African American,18-25,E,55.21158567771878,100.85226369547249,-49.41862112006711,E,A,B,C,C,86.24817401824487,1
China,Black,51-65,A,45.59290399167643,-97.32688211800779,128.02448187619208,C,D,E,C,E,119.23469122789194,0
China,White,36-50,E,101.01850968569666,72.25166832317828,-7.131226655149972,C,E,A,B,C,-126.16714368917211,0
UK,Black,18-25,E,34.962327425920456,18.316538211464458,-157.12931265265274,A,A,D,E,C,-95.80232500057284,0
Germany,African American,36-50,A,86.24210565554803,21.76720163788052,-147.73524071309677,E,A,B,A,A,-136.69614144177572,0
UK,Black,36-50,D,-172.89293606116445,-14.004202877797777,54.81534306308931,E,B,C,C,A,50.57014763628174,0
China,African American,26-35,A,128.62599268830323,-25.7528844070084,-34.88272571023876,B,D,E,E,D,-164.44224501603543,1
India,Hispanic,26-35,D,-80.8309606163054,-31.502867987389738,94.60876608922258,D,A,A,E,A,27.367119821995274,1
Mexico,White,18-25,D,71.09937051752226,-228.61604105052803,104.83735112509474,E,A,E,C,B,154.0467632008782,1
India,Asian,65+,E,2.512470276700355,-126.54692554689827,1.2994844867374808,C,A,C,A,C,14.90446377136071,0
Mexico,Black,18-25,E,-55.94701361575435,-28.84782406228214,112.24250857206253,C,E,D,D,D,20.378120509676705,1
India,African American,65+,D,-212.97586919463618,-123.83094387675597,-155.70893986689606,D,C,B,C,D,234.85439009149962,0
India,Hispanic,51-65,A,124.21063371868345,-52.56820293479617,39.66107045124513,E,D,C,A,E,53.6533618197101,1
US,Hispanic,51-65,B,171.83140606950792,-212.2925650407696,-32.21405534017648,E,E,D,A,A,101.67433773373324,1
China,African American,65+,E,82.40577423182951,-49.680301871023374,-195.447146612875,E,E,B,C,D,-28.131594152365345,1
Brazil,Black,36-50,A,115.63522803377577,-121.07964650885073,-11.491498261456375,D,A,C,C,D,-58.36781460869839,0
Mexico,White,26-35,C,-120.2151770204384,181.6364606106342,87.79852690340097,C,C,A,C,D,10.241658570236833,1
China,Other,36-50,E,200.17229712227547,-25.61019264885564,26.068146542973064,A,D,D,A,D,42.33015198030628,0
China,Black,51-65,D,5.618417664291296,55.21392130998735,140.74239741580416,A,B,A,D,D,-1.6284168313235843,0
India,Hispanic,36-50,D,207.4509838681997,129.59547951085875,-19.6196346024163,B,D,D,D,B,104.69597475582555,1
Mexico,African American,18-25,E,-186.40975597808819,4.4747549308612475,15.733549005850552,D,B,E,A,B,-29.28256593517598,1
Other,Other,36-50,B,9.70237818281195,154.61290123857498,13.406576799581227,B,A,C,A,E,104.13091743333125,1
China,Asian,65+,E,141.34557682778885,-14.401983842928976,126.47777048303726,E,B,E,A,A,-14.976548405678175,1
India,White,65+,E,55.14595506070894,-68.77786662608415,-35.22769088847084,D,A,B,D,A,-158.72279138257608,0
Mexico,African American,65+,C,-22.96483627198497,105.87428278030427,-5.320210641621706,B,B,D,A,B,-55.756450888758714,0
China,Black,18-25,E,68.4933081619146,-113.78757810385814,-14.823187305532851,E,D,B,A,E,-38.79548290981996,0
China,Black,65+,D,-251.56565318466525,37.15057218133545,101.2569597577813,A,D,B,D,E,-4.392096511432753,0
China,Hispanic,18-25,D,146.90279416653368,-69.17952035587285,-39.021698529605565,B,E,D,A,B,100.77280642379418,1
China,Black,36-50,A,40.3529930120161,5.953593610400542,77.13718352537606,C,A,A,C,E,-69.34771909633267,1
Mexico,Black,51-65,E,-49.49786682041318,82.03113347196657,-56.05225165361931,E,B,E,B,B,10.290004238341934,1
UK,Other,51-65,D,-16.30188953303194,-69.60493353572492,-79.70534290217957,D,E,B,D,D,-33.90390146699242,1
China,White,26-35,A,82.61848917007312,5.636903217798251,-25.76085813630827,B,A,E,E,B,141.60952854912773,0
Mexico,Other,26-35,A,47.72853848367055,-11.719337037045458,-155.8356663733421,E,C,C,D,A,139.65325525877154,1
Brazil,Black,65+,B,54.060276322014666,-63.99958757794549,8.647776293271809,A,C,C,E,D,141.62807169170708,0
US,Hispanic,36-50,D,-96.5153989208449,62.731253507076424,54.845037726488364,B,B,B,D,C,-71.54458903983621,1
US,Black,18-25,A,4.1794143129497545,-44.04081871367764,95.43267293449553,E,D,D,E,B,-51.691391652268756,1
UK,African American,26-35,C,102.34881947371409,-144.61585990369153,46.605036122828295,C,A,C,B,D,-14.965441115563685,1
US,Black,26-35,A,115.01340280232458,-18.131609906605377,57.33288822087448,D,B,E,D,E,-26.072384180075026,1
China,Asian,36-50,D,-41.56535623706847,-105.38877437239236,20.443290937582322,B,B,A,B,B,-120.11197236385549,0
India,Black,65+,E,150.69263007358228,-95.08927687369201,77.4794293484388,E,D,C,B,A,34.67302938063014,0
India,White,18-25,C,69.89515886592787,-9.212990901980143,127.70908936438627,C,E,C,D,B,102.99264923854365,0
India,White,36-50,A,-5.942304171598122,139.29706793174407,-63.657727575162035,D,E,E,E,A,138.65472438990506,1
India,Hispanic,26-35,B,16.344623249698543,-133.4548032484095,74.0954234905769,B,C,A,B,C,-4.214790898757665,0
Other,Black,65+,B,-8.972786282536163,12.648334812355788,107.22351554622156,A,D,E,B,C,-181.48000755270093,0
UK,Black,36-50,E,-8.355694843722619,159.80481600264008,-219.22113887416685,B,A,D,C,A,-57.34814790551069,1
Brazil,Asian,26-35,B,43.532302112741064,-42.85423777173218,-8.802372274374742,D,A,D,A,E,-57.862855183808456,0
India,Hispanic,51-65,A,48.207716676914096,-96.96098950116262,101.3770139867903,C,C,C,A,E,-34.74599184280127,0
Brazil,African American,18-25,A,101.67159747838429,-97.17948568562319,-50.86344731042769,B,C,A,D,E,-37.91710538113225,0
UK,Asian,51-65,A,-100.91398719410836,-55.18813873126442,-31.829174019387636,E,C,C,D,A,-1.2743911070255165,1
Other,Hispanic,26-35,A,-65.34926547822866,148.18414217948217,214.70095052007787,A,E,D,D,A,19.072448294973114,1
UK,Other,51-65,E,-93.63302046147359,-174.5440446232785,128.44808980387978,D,D,C,C,B,239.26207604751485,0
US,African American,26-35,B,-219.4326798203349,51.32027232959726,94.09243125586484,C,E,E,B,E,-90.02899738960119,1
India,Black,65+,B,39.316639510538444,36.23390295105058,-21.435724611008382,E,E,C,A,E,0.9793608400782465,1
Germany,African American,51-65,B,184.98430043549746,-198.4370437370831,6.880098716759858,E,E,B,D,E,-16.790523864067314,1
Germany,Asian,51-65,D,-69.94614857292632,64.46347113311256,-51.134233100265355,D,D,E,B,B,-61.30090703261444,0
India,African American,65+,A,-36.30604781623258,36.25397410626537,-43.45066453543516,D,E,B,B,C,3.262735507708578,0
Germany,Black,26-35,D,58.72684289332666,-27.143316316888477,-2.4038807551390096,A,C,C,E,A,-28.903519119714456,1
India,Other,51-65,E,176.4764128394621,61.00916675012322,-111.33093686567904,E,E,B,C,A,23.8020747321816,1
Mexico,Other,51-65,B,-96.83224800648068,-89.35542839342313,-238.7032340425888,A,B,B,A,A,-88.91549480234643,1
UK,White,18-25,A,-176.65843490656835,114.1171273221863,97.84681728310005,D,C,B,C,B,-46.192898121315196,0
India,Other,26-35,A,-104.97012175271988,74.27406949433754,-49.02078997951621,A,A,E,A,D,-92.41467683637808,0
UK,Asian,26-35,A,-33.14428948845738,-74.32697009818445,-161.87066305540338,C,B,B,E,D,69.10167664794801,0
US,Hispanic,65+,C,-70.5918381413318,124.00668686351213,-11.113100930229985,A,E,B,C,B,57.88613996197787,1
Brazil,Other,36-50,C,-5.62076006760229,36.912902968197855,-6.054698813774744,C,B,D,B,A,-95.19118602654754,0
Other,African American,51-65,E,-99.91328251104171,-47.89693190899176,-92.97084497733947,E,B,E,E,D,-86.4245289830397,0
China,Black,36-50,C,0.747272558487802,13.853108283968934,-145.5856332087409,B,A,C,A,E,71.01638992873553,0
Mexico,Hispanic,65+,B,29.50993311486711,-93.48044169305074,2.757500820983503,C,E,B,C,E,132.23016859194016,1
Mexico,Asian,65+,C,-137.45366563537632,41.6250972004136,-106.57135576236362,A,B,C,B,E,-90.02296748418905,0
Brazil,Black,18-25,D,60.47575700845804,-29.728458311850186,55.63251826580784,D,D,B,B,B,102.30960131347202,1
UK,Asian,36-50,A,4.675023184190001,134.12605582308197,-214.5285493772876,A,A,C,C,C,-22.723652755482195,0
US,African American,65+,E,-116.37855566807511,110.8477865192298,65.91858471632335,A,A,E,B,E,-118.03183937345008,0
Mexico,African American,51-65,A,-17.297545943018626,-10.783374506254297,63.34272117278551,C,D,E,D,A,-112.60099258047653,1
China,Hispanic,65+,B,167.15934055346676,25.18829678266709,74.56289308434786,D,D,C,E,A,122.76583557228716,1
India,African American,36-50,A,206.01010585264618,-122.68267264824881,-85.15744453559232,B,E,D,C,D,8.491592338559304,0
Germany,Other,65+,D,-184.16395352114455,67.10951188000297,-11.005000953854559,B,E,C,D,A,45.771721050902855,1
Brazil,African American,65+,B,81.33266292354467,-161.81470114658057,285.7107374963185,C,D,A,E,A,-81.16325205440017,1
UK,Asian,18-25,B,57.609161578341684,-194.31936316406276,-12.286341636050496,D,C,B,E,E,-102.87862526326272,0
Brazil,Hispanic,65+,B,-34.020883036537576,-61.67159345486195,-44.39001246492803,A,A,D,D,E,120.27758969926197,0
India,African American,36-50,A,-16.179312894408678,-5.848542695289308,-128.37661423970906,A,C,E,C,C,44.74392912615072,0
Brazil,Hispanic,36-50,A,191.0870544774974,136.26241841757366,-137.50121072179908,D,E,B,D,A,51.722121502785,0
Other,White,26-35,C,-69.68544232958939,29.42435798294496,102.86917700109825,E,A,B,D,E,210.89882182518832,1
China,White,51-65,D,-181.08897651536606,-41.20174704174128,-120.81461431973852,B,A,C,C,D,-140.21903969259003,0
Other,Asian,18-25,C,34.54902555898243,-87.73592159337285,161.23219980785026,E,C,D,D,B,71.15947555822844,0
US,African American,65+,E,62.44330712699468,64.52811233594086,25.207685193320355,D,E,A,E,C,25.612792840336112,1
Mexico,Asian,36-50,B,-33.88082607088328,52.3882042978018,-47.87243579726225,C,B,C,D,E,50.905723663303206,1
India,Asian,51-65,B,-86.15728890250203,-29.53139315059023,-3.5326379489624236,B,B,C,C,E,33.064240452254175,0
China,White,65+,A,141.28413603922482,-70.20783815296869,-126.44286362526039,C,D,A,C,E,-62.4938726747839,1
China,Hispanic,65+,A,81.20848802810046,36.63597737549361,47.024771569721125,A,E,D,E,A,-81.73246585781716,0
Brazil,Other,18-25,A,113.69813347111133,-55.735789475466916,8.221237178935123,C,D,A,C,C,-84.10261106746817,1
UK,White,65+,B,-94.21083521062229,9.918852191682479,-87.15268562368385,E,D,E,E,D,1.5863437187821676,0
UK,White,65+,A,-96.22818229550202,-76.02327909466298,111.12422450159703,E,C,E,B,E,162.19910837885902,1
Brazil,Black,65+,E,-96.31351605612913,51.52690279428218,-17.362245232955804,C,A,B,A,E,-5.013865316737214,0
UK,White,36-50,D,263.8668488272453,293.35812951218327,50.16232120577626,C,D,D,B,D,61.65345375690491,0
Mexico,Hispanic,18-25,D,52.77203612018446,-115.0888265695209,-145.46581875965123,D,E,B,E,B,-114.07134496433859,1
China,Asian,18-25,B,-105.2432006455986,-145.44230449551722,163.20120115263265,E,C,E,C,C,40.99429592540372,1
Germany,White,36-50,D,121.34236208628187,160.04698748774055,101.46050750272875,A,C,E,A,E,47.02800584961435,1
US,White,36-50,D,98.08770012004227,-24.442342964211363,-75.86341132095615,B,B,C,C,D,-127.12594533840212,0
Brazil,Black,36-50,C,99.14401553167697,114.28354519557446,248.7756672025384,B,C,A,B,E,-86.72988126052638,1
UK,African American,26-35,E,32.33756867642433,-122.13264894400486,197.16919432867815,C,B,E,C,D,-91.92522950412652,1
China,Asian,18-25,E,-15.80230802790309,-129.7630699034096,-114.08750673055043,C,B,A,C,C,-155.9020513425472,1
US,Hispanic,18-25,B,74.46086640775769,64.73354994418973,-50.0388489711661,C,A,D,E,A,79.49039511894912,1
China,White,26-35,E,-89.80866618162429,79.15052347895502,-150.46563127558318,C,A,E,A,C,82.10437100304642,0
Mexico,Other,51-65,A,-37.57387374030683,23.432407934746504,-67.15491288185981,C,D,E,C,C,96.7663178739677,1
Germany,Asian,26-35,A,5.634001040022351,36.461431328676625,7.185768606975835,B,C,D,C,E,-24.0363547878114,1
Germany,Asian,51-65,E,-170.5246303352005,48.531851623435124,-57.06375863229752,A,D,E,E,C,195.66364362916843,0
India,Other,36-50,B,-52.463352682549036,43.57864900730925,-24.750225656692685,E,E,E,C,C,-156.07164577295148,0
Other,Other,18-25,B,-70.63044267601039,128.60402776055597,-278.7327780769777,A,A,E,D,B,87.81447925696433,0
US,Hispanic,18-25,C,-146.52992612330996,-108.05420787548204,174.96790206712518,C,B,A,A,D,146.32402781184396,1
UK,Asian,51-65,E,-176.4963211447316,78.10165253284185,140.2622600091479,D,C,E,E,C,-190.5924673941655,0
Germany,African American,18-25,E,-22.464391825657817,94.84766582909553,-72.5716762248634,D,D,C,B,E,-79.70950782663934,0
Mexico,Asian,36-50,D,-125.73876407798255,-12.368156823335799,20.290974917385103,D,A,C,A,E,11.497916802002504,1
Other,Black,18-25,D,-44.2351565832121,159.74642520683082,-20.427207989086824,C,D,C,D,A,-82.96053741941614,0
US,Asian,36-50,C,-21.99765749006558,31.63592422926082,74.67051530203288,D,E,C,D,B,-120.50178069817336,1
US,Asian,65+,D,-35.446430436223835,-98.48585970089688,240.45100251415715,C,D,B,D,B,16.56602973303384,0
US,African American,51-65,E,-27.62543942776724,-125.4082214468167,28.03307687538104,A,C,C,A,C,-50.65126410838901,1
Mexico,White,36-50,D,-174.88026379267382,-84.88976573094348,-9.099771384602827,B,D,E,B,B,38.80000020452275,0
Mexico,White,65+,B,124.18069784118397,6.204998954670619,-196.3894987943365,C,C,E,B,D,72.91504106758748,1
Brazil,Asian,26-35,E,-193.97987135677386,29.98456475862411,59.11928135821457,B,C,A,D,B,62.74847163119025,1
US,White,65+,A,-94.90171043658849,66.51079589483733,130.51179274518475,E,E,E,A,A,-25.734452479501595,1
Brazil,Other,51-65,E,293.7977995296802,114.93298621162953,-26.198867731913396,D,D,C,B,E,81.8288872969884,0
Germany,White,65+,D,97.84695587871434,56.389323597163035,175.52603549663476,E,D,A,B,B,9.173355956997389,0
Germany,African American,26-35,E,29.628873988115707,-116.7113117563026,58.750109804769615,A,A,D,C,C,116.58950439088815,1
Mexico,Asian,26-35,B,-133.66649316016745,76.56401072663553,64.48788756115039,B,D,B,E,A,168.20223576812202,1
Other,African American,65+,B,95.12483939900002,39.22890983000697,6.85092796653908,D,C,D,A,A,-24.666364811703588,1
India,Asian,26-35,E,63.743162090132266,-160.6190323607954,-136.12128935881717,C,B,B,C,A,103.25816974981194,0
China,African American,26-35,C,-183.00832961739417,-46.9078242868539,89.39023327815916,C,D,D,D,D,96.31362825703982,1
Germany,Asian,36-50,A,-80.62483621549416,-72.91150572420449,92.21358181217035,B,A,A,B,A,23.58164766989522,0
Mexico,Other,18-25,C,-11.146156445450664,112.79519593131737,68.26452844579796,A,E,D,A,A,42.95464137122936,1
US,African American,36-50,E,44.750997532367315,-140.73454689636984,85.13371706263459,E,E,A,E,A,83.99937655889676,0
UK,Asian,26-35,B,167.16143296606307,154.16530217057033,131.2393867582709,E,E,E,E,C,21.090693305764436,1
US,Other,36-50,A,-200.23113046729895,24.76406321478481,30.983876510874218,E,B,C,D,D,44.543608235189595,1
Brazil,Other,65+,E,-32.628383810071696,-36.21070914746961,-6.027461602920354,E,C,B,C,B,278.11515363511063,1
Other,African American,65+,C,185.99726505396237,67.7784698724593,-1.6166503777041468,E,E,D,B,E,65.7405878693688,1
India,Hispanic,65+,D,24.11400044646042,255.5225262718932,-22.453539870225594,C,D,D,D,E,-87.71752369226013,1
