birth_year,civil_status,sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
50,Married,Heterosexual,F,C,8.281463052565963,5.3624373708189,E,C,A,C,-30.265834458837226,-143.77757478067645,129.0142985973327,A,0
44,Married,Heterosexual,F,D,18.144028649286707,78.2479341830921,C,C,C,E,-33.902860166531674,-50.847105896606415,125.16827676810394,A,1
23,Divorced,Bisexual,Female,D,244.97342206168446,-123.93892877249802,B,E,E,A,174.88626568099227,-37.85655279631324,-38.176006644535896,B,1
90,Divorced,Bisexual,M,C,68.84989327116095,-80.4390778002648,E,B,D,B,113.79663099868253,18.271203420737827,-36.77382510894318,B,0
38,Single,Other,Non-binary,B,0.37267007913203665,4.1704170653766095,C,B,C,B,73.22332610353268,-11.532951854251758,-114.80337750371805,E,1
89,Single,Homosexual,F,C,-90.51171459511916,61.840665685782746,C,A,D,A,-86.53916340379159,-24.72738883762677,1.822600447378311,A,0
52,Divorced,Heterosexual,F,B,21.031620269530006,51.09619830295282,B,A,B,A,-42.61821827322325,-61.16371605017811,97.82414723156634,C,1
32,Single,Homosexual,Female,C,28.963605288154586,79.83490374795777,E,E,C,B,55.646968682037645,38.83343580455569,-158.73957047155855,E,1
45,Single,Bisexual,Female,C,-23.826344797196167,41.59914460929817,B,A,A,E,9.874064839051261,-82.3919297620011,-183.0128003085842,C,1
88,Divorced,Homosexual,F,A,-160.63800974189587,-24.982117764464693,D,C,D,C,-27.053127584551877,-93.7388267903202,-13.000400829589061,E,1
21,Divorced,Other,Other,D,-82.73491319139606,48.41798663478604,B,E,B,D,15.710135237100229,-78.02245511761188,15.094191627121523,D,1
18,Married,Other,Male,A,-16.46898728333718,76.64263411153955,B,D,D,D,223.65141892452135,170.70056220493657,0.21170695928733355,A,0
45,Divorced,Other,Female,C,46.76256215464611,15.508089116029183,A,C,A,B,-47.345354361864764,-31.31657862352446,-62.689935704899526,D,1
21,Married,Bisexual,Female,D,-30.488285933454844,-92.90920507065024,D,D,D,E,10.832559961965508,71.55744655201283,129.1267631678388,C,0
27,Married,Other,Male,A,67.59181005333014,-176.90370937906127,B,E,D,A,53.50963718828654,50.81869526896302,28.074674462845696,B,0
29,Married,Homosexual,M,B,-48.40940293377047,-82.72603574687207,E,A,C,B,-14.444780690045944,43.3157627979297,-100.21837388706774,B,1
62,Married,Other,Male,C,-13.328508926796642,-26.932206521191667,D,E,E,B,-123.5948553938706,-88.98562953342564,-8.501594848560448,D,0
85,Divorced,Homosexual,Female,E,-66.18350801509368,183.38775198787252,B,D,E,B,-0.6833838721065246,167.42626996575694,78.9945149354172,C,1
49,Widowed,Bisexual,F,C,-47.954055464125254,-119.49142097762753,C,C,E,B,-4.671208559278503,14.072332882419266,-238.96073685492826,A,1
39,Married,Bisexual,Male,D,101.38441796648341,-35.4873417775583,E,C,B,D,-342.0830700955329,-309.90274755374105,41.57838864103602,B,1
28,Married,Other,Male,B,-170.75993131571366,65.3966061196175,A,C,D,E,59.24864205470761,17.751414036167805,208.53115630646627,C,0
91,Divorced,Homosexual,Other,E,-133.9794592599213,-114.56731353779834,D,E,C,D,-174.4082161754833,1.7710074829983977,285.03696534370266,D,0
98,Widowed,Other,Other,C,-219.8454426652829,93.60766871632758,B,E,B,E,33.5530511068012,120.07021105729845,60.38010290314062,D,0
97,Widowed,Heterosexual,Other,E,63.44548604498909,-40.620179724211816,B,D,C,B,147.66733654361676,-76.64404608179576,152.49193036213043,D,1
99,Divorced,Heterosexual,M,D,-97.53913241231389,-137.56100520624466,E,A,D,E,39.16057868252557,139.06518966275124,-125.57571572669318,A,0
91,Widowed,Homosexual,M,D,-76.41841155149625,-129.01290688919366,D,A,E,C,31.804845564454276,-62.91241770500324,-26.862466274548485,A,1
59,Widowed,Other,Other,D,-133.00130809025092,-39.38075708183713,C,A,D,E,23.000126372647248,-193.40780081819838,-18.490736369790135,E,0
56,Single,Other,Other,B,70.49507477049788,75.53555243462937,C,D,C,C,23.991362762263265,191.95104610712042,97.27015007709198,A,0
93,Married,Other,M,A,-84.43030071535988,-33.04563840923609,A,A,B,A,83.88135162389084,-22.275481612832625,-66.82004797228674,E,1
70,Single,Heterosexual,Other,C,32.69123595264907,5.497033306479038,D,A,C,B,0.6704645203000977,-94.58220660435461,1.8087194039871402,B,1
60,Divorced,Heterosexual,Male,E,-80.74577717725924,0.2459672952382772,E,E,C,D,57.21794762277149,165.8106204522953,-64.83053939711756,B,1
98,Married,Bisexual,Female,A,18.710923855229943,162.49145771317828,C,B,C,C,116.6238748169771,-38.42113014779219,47.73613905605567,B,1
97,Single,Homosexual,M,E,22.802438596109546,-197.45582656869877,C,C,B,D,77.4405281082677,0.3449265398312704,-6.054837757368661,A,1
58,Divorced,Other,Male,C,-95.42861499593293,64.42418811238832,E,D,C,A,62.79894983130008,-89.57487076508428,7.430520630773048,A,0
34,Married,Homosexual,M,D,63.29925647458477,138.24507108579272,A,E,D,D,-151.86605359405505,-29.03398012535088,166.08559946629674,B,0
33,Single,Other,Non-binary,E,-321.7759489682557,-133.12955299634538,D,C,D,D,6.878669522943635,52.82551484922298,140.77686965965236,E,1
93,Married,Heterosexual,Female,A,-157.74390600480163,-28.31413693969429,D,B,B,B,-149.3000927002111,49.41713502167684,98.23274158197174,B,0
67,Divorced,Other,Female,C,29.405798110813276,156.34379415220033,E,C,C,B,9.698789826429609,95.63087112914432,-33.04379698839104,C,0
24,Single,Bisexual,Male,E,-15.47028360982194,86.73200568224392,A,A,B,C,-177.02288973619676,7.8894843206636684,23.467515452663225,E,1
84,Married,Bisexual,Non-binary,E,-123.08239778640122,-74.59352322449936,B,E,B,B,-67.90668652409178,-20.39304362610792,8.226912353654994,C,0
43,Single,Other,Other,B,8.060577584645316,43.57985212940623,B,A,A,A,54.43929931934572,-32.70910600871725,-136.4603677903104,B,0
79,Married,Heterosexual,Non-binary,A,123.45487516933822,-74.88661009492128,D,C,C,A,-113.35216048189818,201.17126844788214,131.65254471486728,D,1
22,Divorced,Other,Non-binary,B,18.758367788091956,142.63991212101118,C,D,E,C,78.1916133368808,72.21103686824473,-153.80193017162088,B,0
90,Widowed,Other,Female,C,60.815472550932384,189.9462139640661,E,D,C,A,-124.0860203738919,-127.04710509152832,-165.8897707797418,A,1
32,Divorced,Bisexual,F,A,73.92203821088327,185.42604897019405,B,E,A,B,-16.28905799071197,-89.93543366895547,38.429681256281526,A,0
80,Married,Bisexual,F,A,145.0106688610367,95.60754444090519,B,A,D,E,93.46554629102444,-78.02301337359093,178.7930728946123,B,1
23,Married,Bisexual,Non-binary,A,28.35252827171269,63.46721707968999,D,D,B,D,4.347239215217304,-48.24633748252064,-42.685972934113906,E,0
25,Single,Heterosexual,F,C,-3.869665862589669,23.324129710023673,A,A,A,E,-13.42465576179176,88.93278224962972,202.4197129807852,B,0
83,Single,Bisexual,Male,C,-70.25739111776046,-134.91124055386453,B,E,A,D,5.359650717038814,-85.22454433285557,14.593061375759211,A,1
80,Divorced,Homosexual,Other,C,-130.67036663495674,12.354641277265218,C,C,E,E,57.30610492811002,47.47388903598097,-62.23929905462543,D,0
96,Married,Heterosexual,Other,E,48.733025035131504,51.00099746938134,A,B,E,E,-101.84954499906243,-60.44568076954643,92.4024065981433,D,1
45,Married,Bisexual,F,E,-87.6469649546842,10.518908188117237,E,D,C,D,31.649885159399858,-38.46714859698023,-57.080174548410525,D,0
61,Married,Other,Female,B,20.196418303055832,228.83595609413453,B,A,E,A,-159.31638520323713,-30.32879564123947,-161.94296961151423,C,0
72,Widowed,Homosexual,Non-binary,A,-34.48236407227366,-92.70287762879053,B,D,C,A,-235.4290738995227,-17.27474091050393,-18.860801923656993,E,0
74,Married,Other,Female,B,-19.48844003996493,26.244743849540015,D,A,C,E,54.862257375837196,56.66840714863737,-108.72984931318153,E,1
80,Married,Other,Female,A,-90.34032051483305,-176.9782787524975,B,D,C,D,80.41415489616902,93.09371231810755,3.313146003375278,B,0
83,Single,Homosexual,Other,D,86.18921995028067,47.39479565737306,C,E,B,C,38.263350335262714,-104.28122191857977,98.05749066017013,C,1
27,Divorced,Other,Other,A,17.81351237775258,49.125445286636186,D,E,C,C,5.220055654925399,-237.81472541927434,-9.851763449291814,D,0
71,Single,Other,M,A,-107.89652038818393,71.42671357184452,B,E,B,B,59.912037602979396,230.19649290704157,-110.38911067084499,D,1
20,Married,Bisexual,M,A,44.093437704844355,159.65296263697698,D,B,B,C,-47.719445660423496,-111.29074771838867,43.71125976151758,E,1
30,Single,Bisexual,Other,E,-110.93269181008564,141.69402271290673,B,D,E,D,115.93960210761165,24.546846363637204,1.2577533734112183,D,1
57,Divorced,Bisexual,Non-binary,B,7.149517611729178,170.9421711654102,B,C,E,B,25.383148394094686,44.79883529904144,-52.14136126399885,A,1
28,Widowed,Homosexual,Non-binary,D,42.21075228828904,104.1903080906606,E,C,B,A,-105.71152728421411,-52.807995444534704,57.01965361909185,D,1
94,Married,Homosexual,Male,B,14.90042123223517,41.132784643063076,E,E,B,B,101.36018233544118,-54.582991342850676,101.38820131924548,A,1
18,Married,Other,Male,D,28.286419021970648,-50.408325501385406,E,B,B,B,7.06473463067424,-26.36028411766807,-102.23999732481461,A,1
36,Single,Homosexual,Other,A,-170.08948447417438,-33.0592054827123,B,A,A,C,30.071382585732962,-69.8216510453575,56.421249123540576,E,0
72,Divorced,Bisexual,Other,A,-97.95981584636428,31.913370246125144,E,C,C,C,-91.1486260917334,185.10280335622667,22.70312730493459,D,1
99,Widowed,Heterosexual,Female,C,-170.57214857688322,-29.701774431028948,A,A,C,C,-185.74904865006192,-68.86458717213043,-13.639898720494331,E,0
96,Married,Heterosexual,Male,A,151.4365324715997,50.39648424173432,A,D,E,C,53.49737765881045,-154.00651262577617,-75.40078207310404,A,1
89,Widowed,Bisexual,M,E,-53.13659841189416,-16.35077009599227,D,A,B,D,4.727043460031479,151.47916781751084,186.32628133541294,E,0
49,Divorced,Other,M,C,-187.4856357573669,-84.04688233240054,D,D,A,A,-107.4752031023929,-107.09666121157517,-29.692220860619184,A,0
47,Divorced,Heterosexual,Female,D,39.39912706206744,-98.44762998370565,B,A,C,E,-8.514442391231832,110.66625968169994,7.013403161542821,C,0
37,Single,Other,Male,B,53.18298353656304,-89.77237796330985,C,C,D,B,80.75068215819847,21.75249710288353,32.78752920888573,C,0
98,Married,Bisexual,Male,C,-0.15416165814579214,186.04676388135897,E,A,D,C,48.80786218938916,42.85346395246026,-132.580461604806,B,0
88,Divorced,Bisexual,Female,C,-22.178230153098262,17.06990003986354,D,C,E,D,201.9856376204535,-164.71800430750332,9.114306249567026,C,1
29,Widowed,Homosexual,Other,A,30.207261068100504,-75.98370666226654,A,C,B,D,-67.10238802606024,-171.49120009200905,63.251362853000835,A,0
55,Divorced,Bisexual,F,D,97.68413011983276,-42.16724790067228,C,E,C,E,90.4296788029314,-194.5830014112569,-114.54155926521811,C,1
65,Widowed,Homosexual,Male,A,34.56158524230781,-99.89940394663289,D,D,D,D,-102.28515316884629,97.24365542958347,106.55325633420651,B,0
28,Divorced,Homosexual,Other,B,17.04557597061349,-28.35183515739143,C,C,D,A,125.97753495753085,-55.85795842903849,52.019563421027,D,1
18,Divorced,Heterosexual,Other,C,-143.613842422045,129.68429931364096,B,C,A,D,-88.82925765008129,1.8835599663429365,37.81686011879879,E,1
46,Single,Other,M,E,136.37958453784012,-100.50143749031244,D,B,D,E,-11.190446690518744,-90.81686369833318,-38.00320455270298,D,0
53,Married,Bisexual,Other,E,-1.1408501275837153,-198.52418842214513,A,A,E,A,73.43442505637525,130.61259726232444,34.3670147909003,C,1
28,Widowed,Heterosexual,M,A,56.759998666308675,-9.10526778090718,B,A,C,E,-60.34104366085844,-107.94342424469376,-7.768697801531347,E,1
61,Widowed,Homosexual,Other,B,30.002033064220218,44.29638287928035,E,B,A,E,125.70701995038733,32.225069747022616,-100.21457349176903,D,1
61,Single,Other,F,D,115.295344655479,53.945099592503496,B,E,D,A,87.06600174770813,-51.65707459446601,74.01045829177929,B,1
42,Divorced,Homosexual,F,D,-115.89731077199052,52.235458957976114,B,E,B,E,-73.73912908124491,62.9694032953379,-125.22984673199922,A,0
69,Divorced,Other,Male,E,-17.98792003757891,6.537636033848221,B,D,C,E,-82.34635183653452,-38.238679780790605,-96.36038560441716,B,1
29,Widowed,Other,Other,B,110.94365933116693,143.09898775281232,E,B,D,A,159.33870433276348,-42.68927110727241,-13.826288588168941,C,1
98,Single,Heterosexual,Non-binary,E,76.11269705851105,68.60367714320137,A,C,E,C,-51.668964421078144,-2.6890990066652596,-14.758459973563557,E,1
57,Widowed,Other,Non-binary,E,-21.20327274645499,-23.09407962994789,B,B,A,A,25.910154372974265,142.3538059830225,30.12523357696532,C,1
75,Divorced,Other,F,A,103.68175376244331,-107.33633695729678,D,D,A,C,111.5092123133317,53.15940959120211,220.30331514632442,A,1
44,Married,Bisexual,F,A,-13.450039087267813,124.81889783266804,A,D,E,C,98.0708035451605,62.412174757645275,-0.3670971992822509,D,0
68,Single,Heterosexual,Female,A,-40.96468055779098,-117.5693689775261,C,D,C,D,30.04608699908995,29.921581055225516,113.9349042127821,A,0
97,Divorced,Bisexual,Other,A,74.25854848310111,-125.02627297528086,B,B,B,A,-31.72297423708872,-79.08227829888312,-176.86041722645552,D,1
22,Widowed,Heterosexual,F,A,-77.59363743448274,212.59698574362363,C,C,C,A,142.9167563152706,55.45719261195319,-43.76421226112275,C,0
72,Single,Homosexual,Non-binary,A,-206.33711959642466,-71.84559040053024,C,B,E,D,0.7983652979352888,-12.49956069737338,-156.37076071250377,B,0
64,Single,Bisexual,F,E,-50.17092162482537,11.488803074256419,A,E,E,A,140.3934465562425,6.177920748125099,324.07543967987823,B,1
70,Single,Bisexual,Non-binary,D,-73.1561133250384,-32.782461738614536,B,D,E,A,192.41709821198089,-44.35346429940685,182.77669796279565,B,0
47,Widowed,Homosexual,M,A,-52.571418459122384,95.9337145044043,E,E,D,A,-66.0691959491086,50.31894664683575,104.63435408135466,D,1
93,Divorced,Bisexual,F,E,-86.61250894627273,-40.47102572680715,D,C,A,D,53.99896488145899,94.6178042348891,10.461191844990372,C,0
64,Widowed,Heterosexual,Female,A,150.17057519201444,70.79441813817829,D,A,C,B,-121.69750092286,-29.62175472138091,35.35909513320557,D,1
61,Married,Homosexual,Other,A,-83.57537656660693,95.31486954078619,E,C,E,B,-11.917730612284796,176.65932355153618,-53.56281650557483,D,1
81,Married,Homosexual,F,A,-121.61049326666749,78.38036860110296,B,D,A,D,-52.351861996356256,-26.8447021347129,99.26323808780978,B,1
44,Divorced,Bisexual,Other,C,-36.84094841550639,-71.79182155453547,E,E,E,D,-98.30666988082507,67.14242967578537,-72.17271044537306,A,0
98,Married,Bisexual,F,C,1.2835369345233563,-12.551249879300952,A,B,A,A,72.61302268165049,9.20000535587408,106.01653172689221,E,1
70,Divorced,Other,Male,D,32.47743386764355,-91.24569664831358,B,D,A,A,113.75315725583147,118.77923452913393,33.15092720226332,D,0
20,Divorced,Heterosexual,Male,B,-82.8419586726098,126.83682942985826,D,E,E,B,71.14507144368015,70.52603733261643,-201.62244648603237,A,0
37,Single,Homosexual,M,E,-136.80524818810292,50.731001698647205,B,E,C,E,-80.08636478917064,52.161213966385134,153.7907756210398,A,1
96,Divorced,Bisexual,Male,D,80.13072656055479,-22.64946977317764,A,A,A,C,51.978611161849116,93.22922056521317,109.22625621719206,C,1
49,Divorced,Bisexual,M,A,170.0719970176571,236.0768709468007,B,A,B,A,-95.55129584054171,97.58483462184392,184.1898257240191,A,1
66,Divorced,Heterosexual,Female,E,135.2336254606323,-31.874421765541822,A,C,E,B,29.274681436260913,-145.27341636337357,58.381799183538895,A,0
96,Divorced,Homosexual,Female,C,135.73115564077176,-118.85531946911769,A,E,C,A,-43.13358821703661,-6.823877428057459,-93.23135516179052,B,1
61,Widowed,Bisexual,Non-binary,D,-100.39167891501599,-87.25532754294383,E,E,D,A,76.4545494255186,-108.63434571617594,-138.37424012923083,D,0
79,Married,Homosexual,M,B,-101.56579616091344,119.31834171170748,D,E,A,B,37.19619632242281,-81.95305766087563,42.174070651872334,C,0
67,Single,Heterosexual,Male,E,-123.25898487751607,-55.8763010863527,B,B,C,D,-145.8951178785976,-191.7727972344729,-123.62401480470129,D,0
97,Widowed,Other,Other,D,-126.49046438943643,-12.574735750831175,C,D,B,E,87.62022653737654,7.954894008379622,79.03734803374225,E,0
99,Divorced,Other,Other,C,-168.80288848848042,136.56323958563019,B,D,C,E,161.85626822406493,96.30139162039056,117.6156166095607,B,0
59,Single,Heterosexual,Non-binary,A,-12.732407618286503,23.636396928750848,E,C,D,B,8.369807218508065,-10.761497398580964,21.00067705161517,B,0
51,Widowed,Heterosexual,Male,B,78.5875051462634,-114.69510109187426,E,D,D,A,-197.06884846777564,-180.34517731851676,130.43140141022187,E,1
81,Widowed,Other,Male,E,45.35808920059661,-89.4543691285534,B,C,C,E,-58.58586784752164,24.703048769751806,-28.290028669717294,B,0
20,Widowed,Other,Male,C,-241.1631934004507,26.53317715549272,B,D,C,A,-123.68556160847587,78.83084829076319,61.3111100318314,B,1
18,Divorced,Homosexual,Other,A,97.3734064588769,-98.40849212145798,B,D,D,A,183.91385475935436,-8.281655310822861,64.07989794780839,E,0
27,Widowed,Bisexual,Non-binary,C,-94.57732046299849,12.063877928130541,E,C,D,C,-61.07882801714185,-4.544926168437397,-106.49789181621168,C,0
20,Single,Homosexual,Other,A,-169.7999872714564,116.01516069024053,A,C,C,B,57.37063652299542,-73.48398042864984,26.877522731602028,B,1
53,Single,Bisexual,Male,D,-122.30199154437263,-61.52649148042133,D,A,B,C,99.1098249851222,-78.76239341577879,194.99448567742002,A,1
44,Single,Bisexual,F,D,-127.1569372188994,62.88518312978989,E,D,D,B,-138.693086954113,141.0712325122542,-28.72045494307197,E,1
99,Single,Other,F,E,-26.40463337953614,-24.682178557545946,C,D,D,C,-46.55840444018792,31.211833665896428,-94.27747693261882,C,1
98,Divorced,Homosexual,Female,C,-42.557769583962276,28.639009026070173,B,A,A,C,215.4853612722591,69.15017882673038,130.7369408714935,D,0
33,Married,Bisexual,F,D,-54.63312982670537,8.3371403066631,A,C,B,E,79.3966796008744,26.400788786425554,72.26609385108173,A,1
97,Married,Heterosexual,Non-binary,C,90.97873577806064,31.994055845339624,A,B,A,C,147.77792627930322,35.561454791199175,-79.65237161044863,C,1
44,Married,Other,F,E,-155.0034048078709,-209.74834143910365,A,C,B,D,53.13541406202601,54.5070064524941,-69.21860353149525,E,1
65,Married,Other,F,C,-60.246874634988465,33.8785371731504,E,B,E,A,47.930467756524706,-64.10082548469688,57.24892811165564,E,1
62,Divorced,Homosexual,Female,A,125.96605954573351,-186.7556487941674,B,B,C,B,-41.311072983128795,60.512465392227845,-87.47952193400165,B,1
35,Widowed,Heterosexual,Female,A,104.04153959068736,36.172213592321924,C,D,D,D,-5.0563971897004265,133.64530482295655,-120.37710171259755,C,0
88,Married,Other,F,D,-146.99892095327192,43.10115652722784,B,D,E,E,168.68651597487968,-45.37685120121454,51.13064409930394,E,0
40,Widowed,Other,Non-binary,B,-85.15860398891047,148.11502315329918,D,D,A,D,-251.71099242865492,132.69256696913484,-81.53999756335423,B,1
61,Single,Bisexual,Non-binary,B,66.10519011213644,-22.69000609117515,D,B,B,C,92.73091029198264,282.05308218825934,-100.56614704741993,D,0
71,Divorced,Heterosexual,M,A,-43.01313443605994,105.47880320949852,A,B,E,A,71.003928319473,217.28305719787144,-136.22344607563562,E,1
58,Widowed,Other,Other,A,0.4991033441699931,-140.95267722614582,C,E,E,C,-97.13039786681333,-117.59219731073387,-182.8208316174631,B,1
55,Widowed,Heterosexual,Other,A,156.832887597884,-125.8727097428742,A,B,C,B,-0.804010587259904,86.37228399470918,-60.64037943994979,A,1
45,Widowed,Other,M,C,-25.808153432477717,-116.46715712415569,E,C,C,E,89.45578087897908,42.99760072176138,105.66334527414686,B,1
59,Single,Bisexual,Non-binary,C,49.95723490981842,-86.48861226610984,C,C,B,C,-15.104052841139046,101.29518016365722,15.799493713201857,B,1
60,Divorced,Homosexual,M,D,-11.649638179052179,63.125569892922954,E,A,E,B,-35.29435348616202,69.36041742061411,-25.160378719732435,B,1
30,Married,Other,M,C,196.25445897926153,-8.607557368503892,E,B,E,E,72.5441726833515,10.613618660210875,-142.86051723361908,E,0
48,Married,Homosexual,Female,B,-93.53400763006749,-10.516949133366147,D,E,A,E,94.1131815738246,60.08965469503572,-16.322519028558418,E,1
53,Single,Bisexual,Male,C,42.81076666973862,-3.5009301390602183,D,A,D,A,-36.85201566300449,100.69854984733739,-98.47308441100407,D,1
88,Divorced,Heterosexual,Non-binary,E,36.67759361835514,-11.278745536625816,E,A,D,E,14.98395622090833,211.9960095049724,-71.98935847399942,A,1
19,Divorced,Other,Female,E,-162.71212813743355,-127.82032395945429,E,B,D,E,-86.2104952841225,31.679057557627278,-81.20290996370223,A,1
42,Married,Homosexual,Female,A,-12.225469767465366,42.97774091818488,D,E,B,E,-41.76302931745371,60.92930665093165,-71.94934711083087,B,0
75,Widowed,Bisexual,Other,D,115.14585264823025,62.3912330623909,C,B,A,D,-37.96025315424197,-16.348695741112383,-0.9969622649395607,C,1
78,Married,Heterosexual,Non-binary,E,28.094024801331376,-127.92124145436115,B,D,C,B,145.0314053885144,-133.8730801836477,-56.74792555491545,D,1
61,Married,Bisexual,F,B,-60.78421388539055,-168.15630152065876,D,A,C,E,145.27113480546413,-49.00231914111377,-44.07481298174424,C,1
41,Divorced,Heterosexual,M,A,-169.85173355017068,-160.0979024158274,B,A,B,B,-55.78822583304477,-21.448998600856843,194.18772669128884,D,1
74,Single,Heterosexual,Female,B,-100.07857776000262,-215.44801658131317,C,D,A,A,67.5875886153249,-152.82887334806892,-121.1711151981129,E,1
42,Single,Other,M,C,50.20054772138289,-98.45085890696335,A,C,C,C,39.50435503930283,39.92378266658637,-0.18488251259097582,C,0
40,Single,Other,Non-binary,B,-34.26296132520148,130.46485899265352,C,B,C,C,-168.69141806901828,-116.9113099559884,38.651306187685265,B,0
33,Married,Other,Male,E,39.31801596414835,48.75375686239858,E,C,C,B,-86.70153450674086,38.201304341127,72.07507596636287,C,1
32,Married,Homosexual,Non-binary,C,-31.345903098988416,75.83461790142675,C,D,B,A,-28.91772062851501,-242.31241978567905,116.62225898019642,C,0
59,Single,Bisexual,Male,C,125.78317608122818,27.362347561170157,D,D,B,B,34.59025467139225,7.774560440537455,-62.02578575002625,C,0
94,Widowed,Other,F,E,49.42032017732639,-42.11202047383306,B,E,B,A,7.961902338810053,-71.62340054970902,99.12765780429314,D,1
94,Divorced,Other,Female,C,94.10965478851561,148.45773732743726,D,E,C,E,-64.85757946373774,-32.37556682843719,-160.02510611325403,B,1
41,Single,Heterosexual,Female,A,35.07667989019845,-49.17355612590822,C,A,E,B,16.66404043280426,-84.52092272329374,12.939114131853621,B,0
35,Divorced,Homosexual,M,E,14.445964841217066,32.27567353770128,E,D,A,C,86.63420002860344,46.26569066938815,48.69206473297968,B,1
82,Single,Heterosexual,Other,D,-117.50162929813797,-11.118720021747857,C,D,A,E,71.24167378454986,43.69579746084577,97.76350171987902,E,0
58,Single,Bisexual,F,E,-37.47478931600974,-143.6234579612947,C,D,B,A,-204.07406099198963,-47.570612093942806,-52.867190425833535,C,1
41,Single,Homosexual,Non-binary,C,-110.7999028753888,-268.3304790907951,A,B,E,A,190.16017534814063,-27.904923660006904,-65.8659348400645,E,1
64,Widowed,Homosexual,M,C,-78.62424314407028,63.39837287493032,B,D,D,D,42.83090460142292,54.33465452660038,-37.303681174341705,D,1
28,Single,Other,Non-binary,B,29.87114801877555,-30.97502355340378,A,A,B,B,-192.78025467190116,215.7584783141988,90.73049299959635,C,0
78,Widowed,Other,Female,C,156.05126252005377,121.75036055417223,A,B,E,A,14.966315420429815,14.037298443103294,-76.43101900868308,E,1
32,Widowed,Heterosexual,Female,A,10.555900558340158,17.492251490131608,C,B,A,E,31.66038019689688,88.15534712602636,-126.48408905962955,B,1
36,Divorced,Other,Non-binary,D,57.31373412661459,-0.2502231046631846,C,D,E,B,-101.64496868398597,2.5124557661038236,132.37464070616144,D,0
32,Widowed,Bisexual,M,D,-161.34741570107198,-58.32523547001836,C,A,E,B,79.9848361942886,-143.7852653553206,-131.32028472703186,D,1
40,Married,Bisexual,Non-binary,D,104.46930327719537,14.357624476532873,B,A,C,E,-13.213047106863387,-158.25190342701663,77.09873813411541,B,1
96,Divorced,Homosexual,Other,E,-28.669791290492768,-18.27226150299629,E,C,D,B,-25.93980028491636,29.151411728893407,53.66366478153049,E,0
20,Married,Heterosexual,Male,B,-102.99972693107257,-14.343185201876565,E,C,E,A,50.83889621724214,48.98296410319094,-73.3241881304468,D,0
89,Married,Homosexual,M,B,-46.43257133978608,11.44850508142932,D,B,B,A,158.15280535900916,43.91935587004856,44.917906975125526,B,0
85,Married,Heterosexual,Female,E,-0.3424473831377072,-153.81423676189377,A,E,A,B,-11.58724686583154,-152.8631611903755,104.54850305239991,A,1
50,Married,Other,Male,A,-120.52419631175117,65.66560451596685,C,B,A,C,34.741659998673605,7.862365391509902,-0.4331993101953577,E,0
53,Single,Heterosexual,M,A,-110.00879971976825,-26.74506539741504,D,E,E,A,118.77029697748631,-38.5665884079922,-60.81641334832243,C,1
22,Single,Heterosexual,Other,A,94.97032267860973,216.3145130059973,E,C,D,E,62.68351375251267,158.69940312715687,-63.864909492576196,D,1
37,Widowed,Homosexual,Female,E,36.89158626863248,56.45948689830149,E,B,E,E,193.4125005190466,155.6217019183973,-121.7073264090113,A,0
83,Divorced,Homosexual,Other,B,101.75577634067395,1.0192606421993413,C,A,B,E,21.073902968318002,-84.81659785975181,-42.083419907163844,C,0
53,Married,Homosexual,F,C,-83.99172630784146,-37.47539115116575,E,C,E,A,-63.993548964572234,106.48177641129826,99.06145482668157,C,1
62,Single,Homosexual,Female,C,47.02463910795591,20.496793336297774,B,B,C,C,-149.93054351093906,3.6529340356089843,23.168842888325607,B,0
79,Widowed,Bisexual,F,D,-76.85016219124304,57.97241652418923,B,B,D,E,-66.3256217209899,-32.610058077651644,-213.1129412002343,E,0
27,Divorced,Bisexual,Male,D,113.03847329913941,-58.67531304511012,A,D,B,C,28.336406806782495,182.27448289970653,-93.10403626325545,B,0
70,Divorced,Other,Other,E,-157.44078476068782,185.0266213383799,A,E,A,D,35.222535233951405,187.77014865094284,168.28522486726877,D,1
51,Widowed,Bisexual,Other,C,-103.95183934357458,59.00502091422604,A,A,B,D,4.1161552316239876,-19.940552344418144,12.640861336388562,D,1
42,Married,Homosexual,Male,B,12.499296442413245,115.4431211006536,A,A,E,E,96.66071037287996,-91.79511453412348,51.62743983574837,B,1
21,Divorced,Other,Non-binary,B,78.09025195253582,200.04496928736094,B,D,A,B,-19.79958327807152,42.24314376782634,-105.18565283361629,D,0
97,Single,Homosexual,Other,A,26.833262587006313,35.940143802042236,B,B,C,C,-212.51034829304166,-92.75562294866204,-250.40397159979912,D,1
57,Single,Homosexual,F,C,225.27377738285247,-29.4041931410105,A,B,E,B,15.086688064841663,-52.494981154661666,34.884398380034796,D,0
54,Divorced,Heterosexual,F,E,-120.5595390954984,-11.390928500897154,B,A,A,B,0.1417322638275026,147.02637291718537,9.999177701440507,C,0
20,Married,Other,F,D,99.4143378905614,-13.618557709205017,C,D,E,C,30.529144169148193,-55.12436477911214,-101.68574814968225,E,1
28,Divorced,Bisexual,Male,B,-29.366420298222764,15.474661692287814,A,C,A,B,-156.19107646105445,13.491460449911308,84.64688473884335,D,0
59,Widowed,Other,Male,D,-170.9698339559421,46.87503019236296,E,D,B,B,18.57994382017546,-113.2366672684144,55.16171999793536,A,0
