religion,gender,Veteran,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Buddhist,Male,Non-Veteran,Asian,-51.685658325629646,-140.50844214829377,-14.791521151152981,B,221.48099382045774,D,C,-69.41351258941015,201.411034053954,1
Christian,Female,Veteran,Asian,-19.589104882426476,244.83256295899517,10.890124347224397,E,-23.16427962170798,E,B,-169.58981590892526,65.36832789028809,1
Hindu,Male,No,Asian,-4.547441941402029,18.948719301453014,11.064322298986127,E,196.57011732751383,C,B,-135.40619584968505,-115.18253707735653,0
Jewish,M,No,Asian,253.35911506343157,-51.47100267323705,111.95130143672868,D,-35.82202765410192,C,E,-15.52853266110781,48.28419749326681,0
Other,F,Yes,Other,69.05138731140372,-7.795168173598273,25.544772985790594,B,24.1838506504597,B,C,-8.012074685955097,-263.39556381696843,1
Buddhist,F,Veteran,African American,28.06517143848512,-5.900666018766465,14.64499929497347,E,112.55281235688979,D,E,-174.44788943967316,23.919683128494626,0
Muslim,Non-binary,Veteran,White,16.259937244963997,-43.20338948419403,68.21683592011884,E,-40.77138628043823,A,C,84.71853199560124,150.60790122831642,0
Other,Other,Veteran,Black,105.12035197346823,43.157750144645696,67.4853801543809,D,-53.35914945738165,A,A,127.08165103912438,154.23495439591568,0
None,F,Veteran,White,-0.25602835162162635,57.40850149356944,86.31566370292468,E,132.839292814853,C,B,84.95478592817497,55.23091916506952,1
Hindu,Female,Yes,Black,12.47545355248836,-123.25319648115914,-6.890677799433632,D,-63.83661776935621,E,A,-142.61867656629983,-14.510922859285314,0
Hindu,Non-binary,Non-Veteran,White,67.91074800238724,46.047362121307714,36.53170693850166,E,99.06164704930907,E,D,-39.769698443065884,-113.07831159900086,1
None,M,Non-Veteran,White,-16.420664267734058,37.26832511279569,100.95533752410087,E,140.0483834655917,B,B,-118.97428343494556,135.87770268472286,1
Buddhist,Male,Veteran,Hispanic,9.659903813905814,181.35529993204707,5.938215463637827,E,-166.37544505815256,A,B,-29.148018180675862,23.60047159893386,1
Hindu,Other,Non-Veteran,African American,70.83133719259057,97.15498373719893,104.72561832614554,B,-190.0466971006514,E,B,-88.858687036867,-127.20344107483908,0
None,Non-binary,Yes,Hispanic,-103.30993638621439,38.923642115194404,-59.7253653155303,E,-154.54567359783073,A,C,-41.718036790340676,0.6528336991845022,1
Hindu,Non-binary,No,White,-144.86054031914358,126.07348293052215,-133.9337504709281,A,-61.11541485569254,E,C,99.68766910973561,100.33098581864044,1
Jewish,M,Veteran,Asian,179.58700387615295,16.454083680816193,-1.9373972480239545,D,52.79176756305798,D,B,31.15316093640236,-67.858911333469,0
Jewish,Other,No,Hispanic,98.84125831014455,-58.92003453673754,-40.50201745960656,C,-79.63882452206501,D,B,-195.77055607286752,206.62325578185335,1
Muslim,F,Non-Veteran,Hispanic,-106.39666915060444,108.31007658059116,95.43489056511912,D,72.54747023076224,C,B,-51.0235700484438,90.18281295650841,0
Jewish,Non-binary,Veteran,Other,21.767035480955467,-13.772091328387258,38.99929808899774,D,-18.548052800002772,E,E,-110.31337171993833,-115.05617289147084,1
Buddhist,Other,Veteran,Other,-124.92934563498264,-72.62292278338745,77.68573944810248,C,-162.80449925445296,D,D,39.35682743780964,-94.03188262924978,0
Other,Non-binary,No,White,-156.16921698169713,-115.21634837614809,23.364799451529368,D,-48.708149712867495,A,C,68.02612963221313,6.557135347313594,0
Jewish,Other,Non-Veteran,Black,-180.98272493605572,20.358687728266478,161.92538157899475,E,51.8577260322398,A,C,18.012194599658454,64.77161164318356,0
Buddhist,Male,Veteran,African American,42.14202443796402,30.868062847941342,-26.5675471911694,C,-110.58396233626968,B,E,-72.81452314573703,154.41510551495932,0
Hindu,Non-binary,Yes,African American,12.101058102847421,-55.270505059703936,-195.7507956110122,B,-68.7436484673302,A,C,-2.6222642529957136,-38.14853436304913,1
None,F,Veteran,African American,-67.1317949212981,26.935516720223816,109.15001666857398,C,210.21236415758688,A,E,73.57336116467663,89.50473789606684,0
Hindu,F,Yes,Asian,107.67810680625394,11.842092418583977,-66.15404628637823,A,-43.43314585254023,E,E,9.0094923807173,1.315874291932931,1
Buddhist,M,Yes,White,-34.10374382073829,-9.084844267075082,-75.42353601594476,C,-44.79819768925953,C,B,-87.12530089857964,-15.713601009999795,1
Buddhist,Non-binary,No,Other,-255.56339052108981,183.1281550188582,-78.224351623585,C,-89.56302568054167,B,E,44.34690117175592,87.67554618074703,1
Buddhist,Male,Veteran,African American,-22.460479445195112,-10.746972719380546,169.8126905013284,D,53.90941186082576,A,D,72.3341555746564,76.24908092078991,1
Christian,Other,Yes,Hispanic,20.458277915282334,93.04100985247733,39.89229882469392,D,-114.1607890649549,B,C,-20.02102301392996,0.7527236151339597,0
Jewish,M,Non-Veteran,Hispanic,-5.967526337914351,217.46517738772323,92.13411283322529,E,117.82586205046215,D,E,40.158508288314856,57.627326368950236,0
Jewish,Other,No,Other,212.859781468641,34.776953370809174,-147.03756269794061,D,12.782977896242514,C,B,-246.14432784353681,-39.00449199991517,0
Jewish,Non-binary,Non-Veteran,Asian,50.600079884120554,-27.956089523906652,-63.97673401255911,A,69.8945706195962,D,D,-162.9334656841924,-81.60768738727131,0
Buddhist,Other,Veteran,Asian,-7.863820351302422,-44.090515249036,158.82742654911888,B,88.85375731824371,C,C,-24.963787364642318,-26.645275891795734,1
None,F,Yes,Hispanic,-8.414280695018267,22.223844025987116,-38.252272190684145,D,45.23890289309248,E,A,7.742557006902268,184.19690929747205,0
Buddhist,F,Veteran,Black,-26.475678012634095,120.27322320377837,104.99328567845816,C,47.17525381577221,A,C,-17.300801006029822,22.894837871947963,1
Other,Female,Yes,Hispanic,-24.09141667637361,71.56050563169923,181.98727737476005,B,151.46581517235077,C,A,26.067059043220738,-174.21619690551918,0
Buddhist,M,Yes,Hispanic,-6.271385615715035,36.01608339402159,109.75653258394753,B,130.52515815231865,C,D,48.508180508840155,-21.33430626631395,0
Christian,Other,Yes,Black,26.742670537499073,-34.18677925992083,-38.71184336348394,D,53.685908267483654,D,B,61.178881565786135,-27.89942632085134,0
Hindu,Non-binary,No,African American,-104.46416078925395,103.2369649114145,-77.77091508634354,B,-62.336218029573644,C,D,-2.4979401391816465,-192.121850392952,0
None,Other,No,Asian,49.2903509081416,-56.19443693254449,-86.9278860668954,A,-49.74825598924155,B,E,137.78928072723764,69.70439709671444,1
Buddhist,M,No,Asian,-151.094454742157,114.63384742807683,24.713472623626796,D,-177.64022093725478,A,C,145.53414165779196,56.18626653051938,1
None,Female,No,Asian,26.442332539537038,97.27678058587803,-45.36491017244717,A,52.89301183116453,A,A,102.49899134239851,150.69289617772608,1
Christian,Other,Veteran,White,65.89221499797493,-132.09264775447573,-216.34601049525264,C,57.92241224048568,E,B,-49.087871437021604,-212.43109382035624,0
Hindu,Female,Non-Veteran,African American,93.32596635839417,80.75174282872325,19.40180979345265,E,52.11442515141563,E,A,7.83828373001988,-55.89869941958017,1
Christian,M,Yes,African American,85.16546708881096,14.608359873834667,47.89025197974851,E,93.8220831562938,D,A,-92.05665661708741,-56.94828279111863,0
Jewish,F,Non-Veteran,Asian,-165.761975651849,-57.73480985990338,-63.199804027068,B,-55.79702427222585,B,C,30.152436930121496,44.750057870274745,0
Other,Other,Yes,Hispanic,37.63149646081678,-60.1503396353828,110.97321265256896,B,7.23056958294987,E,E,38.292150164231856,43.73073847130096,1
Jewish,M,Veteran,Other,97.69015416596184,-72.04124631285296,-74.01132364051153,C,10.537923113186347,D,C,-9.580247962316491,89.65336398534649,0
Muslim,Non-binary,Veteran,Other,6.225195975504923,66.13303245622203,121.96661569907945,E,70.99403650638617,D,A,73.26721504771335,186.3738552185117,1
Other,Other,Yes,Other,-70.51771810823413,-60.7406724131769,-100.76603506333764,E,23.87182577622789,D,E,7.560159930480843,-119.27618114984573,1
Christian,Male,Yes,Asian,34.839360423745354,-65.62501646980066,76.94205944210914,E,91.13328487716666,D,B,-101.02679142843343,-28.292756413294377,1
Other,Female,Yes,African American,-13.669594247789494,-159.34117882771798,-147.34983202031611,C,-124.87226310728926,D,D,142.01656552777783,122.93251674805971,0
Buddhist,F,No,Other,101.6964317187369,-128.65380319944623,23.10678700645141,D,-85.70602037413384,B,B,82.926670113623,-48.81629583204449,1
Christian,F,Non-Veteran,African American,-130.68103363736623,-23.382909652113618,-83.19127957558806,B,-70.93675805843391,C,E,156.2149896894755,-76.26060813356321,1
Other,Other,No,White,-161.21831951299777,33.975101871027455,174.58915689800386,D,-20.189463210343305,B,E,-116.03997673027418,-129.36201454245582,1
Other,Female,Yes,Other,50.60710117237418,121.84174720275132,-16.12135881262321,D,71.20654797623503,A,B,45.536741626046094,-65.29379181683919,0
Hindu,Female,Yes,White,-33.60599518169132,-37.75008156244415,13.921154220151996,B,-2.740135456529322,C,A,59.01498739214062,-72.46356396570734,1
None,F,No,Black,131.69540636450742,-3.703467163763545,14.941460989445037,A,-53.341264167932366,C,E,-113.87692513786743,78.58454423600008,1
Buddhist,Male,Yes,Asian,-9.740922810544832,70.08258144136967,105.61384717756432,A,-40.61368308638847,B,B,27.589059232241247,-208.8277276483571,1
Hindu,Male,Yes,Hispanic,129.19612384750346,-29.470900719631278,174.56563933648883,C,-90.55516315344798,E,D,-70.36658383313952,-24.128818579980816,0
Other,Non-binary,No,African American,23.897364279700504,169.97900405760032,122.5742610037333,A,129.26076359550862,D,A,89.3533760067993,100.90637247737153,1
None,Male,Non-Veteran,Hispanic,47.963035203531255,-4.638540306612193,-173.14580476949874,E,-65.40097108769514,D,E,118.02029946690504,-71.88489502613137,0
Christian,Male,Yes,Other,10.49507689468174,56.37578126609915,-52.14963945245012,E,-3.988046057506414,B,B,-78.62521365183265,14.077941184246665,1
Jewish,Male,Yes,Asian,24.370073744553228,3.3691400068179065,-20.043102663296313,D,-134.83363782523003,A,A,228.52446309921186,-66.78219276690105,0
Buddhist,F,Yes,African American,-59.00933611221083,-61.317387144562,54.23725045448744,C,-2.6274367466413797,C,C,-144.41021040787453,65.82970079828485,0
Jewish,Female,Yes,Other,-166.30010294099333,106.32510228744239,103.08675648423467,E,-94.76807633127297,E,E,-113.85899162195135,-112.31321829039959,0
Christian,Female,Yes,Black,252.578288423292,-70.15962940231915,-124.89016254587033,D,-208.28807501713305,C,A,127.7884288075873,-61.400152820670115,0
Muslim,Male,No,White,-78.61468917967251,80.08234072704374,-30.17349959062068,A,-83.4536077989003,E,A,251.6777286858495,72.27956095518616,0
Hindu,Non-binary,No,Asian,-38.19492182199212,80.32424545690469,-26.03575043025701,E,42.774130431884494,E,C,77.59647207596821,-91.68523505221758,1
Muslim,F,Non-Veteran,White,-183.50734878187907,-27.173661712701286,-97.26497800606218,A,2.7507675291616054,D,A,-9.118729232570827,-7.235988486611826,1
Hindu,M,Yes,Hispanic,82.05944022157358,24.587838668767468,-12.211616723095656,B,14.589194566534761,E,C,-74.04248842949849,-65.9316886276567,0
Jewish,Male,No,White,8.059523206913582,-31.752447309172275,-0.6287503259674629,A,-121.48871644498614,A,D,16.38919152266797,75.30804205429533,1
Buddhist,Other,No,African American,125.33538526070656,23.854297778492782,-60.992639919095396,B,99.47311417151067,B,A,21.122950072988115,92.91759346139781,1
None,Male,Yes,Black,18.037110206708583,37.876407128901654,-165.8081275103384,A,-62.176227910508494,E,D,58.01123864676847,-70.86393357282765,0
Christian,Female,Yes,Hispanic,107.9406445455259,-30.84309451499022,98.9017675730741,B,180.22632194752893,E,D,198.89975377509447,-79.65222492555426,1
Jewish,Female,Non-Veteran,Asian,176.0235241607986,59.70457262248306,-7.815447929951123,B,-42.58143615583253,B,A,49.26449924171779,31.466687777333846,1
None,F,Veteran,Black,-30.233629879736178,-71.82016870681169,-81.62989550758674,B,-196.01936337345435,D,A,27.036473661266648,-69.80411587119228,0
Buddhist,Non-binary,Yes,Black,-0.6517750847772722,39.79246247051658,-113.739370051776,B,-7.6924398565600915,D,C,254.03619029054832,58.78039556069743,1
Christian,M,Yes,Other,57.71131991915196,29.034650090923105,-164.94892288906942,B,1.4938031233903333,C,E,-206.45510685275218,66.24137566485363,0
Muslim,Male,Yes,Other,1.5698175171075228,-16.084273263695252,-240.2246895749327,A,90.16452991576358,C,B,29.292095819364267,41.84616199555886,0
Buddhist,Non-binary,No,Other,230.80923917415666,185.79836275719828,43.63880733585691,C,-89.00286734111855,A,B,123.06237532918844,158.06157480863695,1
Hindu,Female,No,Other,53.605781706120005,41.73460034226122,175.93264844005094,C,59.80722389137904,C,D,176.6686625566863,-229.35251469992545,1
Buddhist,Male,Yes,White,149.29918994979366,54.95306657487118,-68.16073863718121,E,-79.05852902348698,A,E,80.94372970386343,-3.530454431557529,0
Other,Non-binary,No,African American,47.31102550861465,-49.66602343227709,-96.08500018437812,C,67.0721267884241,E,B,55.728049385802656,-126.7433663381361,0
Hindu,F,No,Black,-59.80582710654835,-185.03490424771755,-83.67187042231411,B,70.38316728399282,A,B,-17.262525351739427,-15.861735829876936,1
Muslim,Male,Veteran,African American,-82.31588252659283,124.0149745263109,-219.43026825955815,C,34.80528669652023,E,A,-69.47218997461798,160.08553961700412,1
Muslim,M,Yes,Other,14.952618527224834,64.10033731560057,-124.31643862392339,B,1.0249973567470156,A,B,106.30656744402303,-34.63845966783348,1
Muslim,Non-binary,Veteran,Hispanic,-29.311870834199834,-7.290021808629513,-87.39068502323903,C,64.07090473975963,E,D,-64.12690375945903,14.841810834232339,0
Muslim,M,Non-Veteran,Hispanic,-194.31910966428322,-135.43169661155906,92.1372526011465,E,18.40152521786899,C,B,130.22319592363013,-10.059195902535425,0
Other,Female,Veteran,White,-3.2182305654488195,-87.91507363780624,112.76153544489812,B,-95.04754017908058,B,D,-125.46996507301726,14.751200010205674,1
Jewish,Female,Non-Veteran,Other,148.26565270222065,88.44421960106843,-42.39878857049415,B,-71.33634244014956,E,A,-18.398885201164685,-82.61614892865937,0
Christian,Other,Yes,Asian,44.56581807216943,142.13843980554864,83.30496682433994,D,-16.174567004554696,E,E,154.5123928231574,-14.267035008242734,1
Christian,M,Veteran,African American,-37.47663746682257,-105.98506192679305,-4.843381033981007,E,217.1393886905126,B,A,-64.61181672066904,-152.53925867144346,0
None,Other,No,Black,1.6776159061162434,-92.78442220502795,-30.624316285996343,C,-116.38357465533404,E,D,-88.10518447852664,44.42690857194286,1
None,M,Veteran,African American,24.217454458565634,-113.0414712096359,-215.4691510662446,C,-90.86794119665988,B,C,31.82192953611245,-39.034853386405985,1
Buddhist,Male,Yes,White,86.6577317048355,38.210125855820905,-131.542878242135,A,-92.04324403858166,E,E,-212.1458159749368,-174.44234988588502,0
Christian,F,Non-Veteran,Hispanic,-78.51995225043635,-205.38881711436505,-139.94305392951426,B,44.26596736581692,E,D,-162.66134851847073,177.8186174235409,1
Muslim,F,No,White,-4.065779049569993,-206.16734917910176,56.882928590154705,B,110.16252000037944,A,E,-14.948648379726267,-99.66653325184012,1
Muslim,Male,Non-Veteran,Asian,33.83157584067464,-50.09613662109055,-46.79858949095823,C,-7.031407571440399,B,B,139.50408833611004,13.280830382845,0
Muslim,Non-binary,Non-Veteran,African American,-4.602252915596788,31.59193646133734,37.553155932292995,C,-150.6499700049565,C,C,-33.18757308338506,127.95361884873115,0
Other,Other,Non-Veteran,Hispanic,-24.97869066723655,-39.995325510817395,-42.92434687404695,B,-26.57963697490342,A,A,-68.18204407481619,-72.53644100526851,1
Jewish,F,No,African American,75.83532583872477,31.01234301234924,108.6090211925097,D,54.46083851176389,C,A,-101.98510027671541,-49.67208915497569,0
None,Female,Yes,African American,-94.10005254537599,17.05330466413648,-51.12599602906359,E,-208.29752751241406,B,C,-179.52509057367567,2.448569569602522,1
Jewish,Female,Non-Veteran,White,26.145123358962003,-82.65825122691108,2.179125980611181,B,-32.76656583763256,E,C,41.2791444228519,-37.24087949738226,1
Buddhist,Non-binary,Veteran,African American,-186.01318052553933,119.63340182790996,-94.50650621819659,E,-194.91752558951555,A,A,66.2070077146223,-74.8043745161459,0
Christian,Female,No,Hispanic,-10.10599817021752,-67.17446193479459,-61.31801956665267,A,90.93757739572347,E,A,-8.350571569111517,156.43929253000533,1
None,Female,No,Other,68.33345639749291,-77.2897504767596,112.19608068473899,B,25.758517923789515,C,D,52.598587365753026,-185.4427325743294,1
Other,Female,Veteran,Other,203.23280871451126,-5.847814129313776,151.35891300569796,D,58.36546643822393,D,A,100.30477595945169,13.039490514699512,0
None,Other,Veteran,White,56.306208163841376,-106.01414496040307,-88.13433236760923,A,-11.274100151826584,D,C,-121.59815123402376,-20.737998000058028,0
Buddhist,Male,No,Hispanic,-39.899561926103175,-175.84743288592935,33.97596915052231,A,48.96896137352234,D,E,-58.002705583584124,-1.824037264941928,1
Christian,F,Non-Veteran,White,32.133235538798075,214.4669675330486,-47.53865150354991,D,-82.78205045558387,A,C,58.26437680429698,43.348816879710704,0
Muslim,Non-binary,Non-Veteran,African American,7.716615112207395,56.633750931291885,51.84463016886839,D,11.828606108011536,A,D,37.25074249753927,164.13273922204584,0
Muslim,Male,Non-Veteran,Hispanic,-159.05448426826027,-57.52561891166938,-6.111509523693705,D,-133.79207051804542,B,A,98.30369764661113,-62.449312952080774,0
None,F,Non-Veteran,Other,61.72704559844932,-45.27849661256521,58.18259709268323,A,195.59157393844862,D,B,-93.95164598613678,44.36242892096514,1
Hindu,Male,Non-Veteran,Hispanic,-20.869845402215397,-46.900779645829246,-19.150079759556323,D,-116.47854794080847,E,C,171.45264276647995,173.76605934399123,0
Jewish,M,No,Hispanic,-141.30378651151347,135.50817111988582,-113.33038376411098,C,94.20568599113012,E,B,-111.37242746134051,-62.56133644128099,0
None,Male,Non-Veteran,White,96.57043662457409,-171.54011523008052,103.99366891790338,A,27.200488457502953,D,B,246.8598417673662,-140.166266748245,1
Jewish,M,Yes,African American,-71.03816011033169,-1.3058042481040264,9.47478629194368,C,-128.80508235486764,A,C,-99.94589981180748,-140.5225209700535,0
Muslim,Other,Veteran,Other,-184.36962042309716,-51.22503862431657,-23.743615412650453,C,73.11900641570462,A,E,21.452133159205065,301.8849492678889,1
Hindu,Female,Non-Veteran,Hispanic,1.792314703259683,-69.20543318751943,-39.710477848490164,B,-149.44249449346373,A,E,-41.898367462759914,99.98937099421764,0
None,Female,Yes,African American,-73.59633525288416,-144.5868331461224,-181.50833745589404,A,-58.235911685003316,C,D,68.44526063397619,-36.29347123447618,1
Jewish,Female,Veteran,White,-8.352055298759522,18.603724565602754,36.74426467172307,E,-55.767847177906916,D,D,-61.03115778814314,-120.5666957333291,1
Christian,Female,No,Asian,116.87731191985455,52.97032980495055,73.1384938907238,A,50.48854586010022,C,E,87.92747380054435,-17.868856201529848,0
Christian,Male,Yes,White,-74.15276096226779,-40.38224476771968,34.560092276480944,C,33.196280058028336,A,D,-17.68919308006493,109.50989389146164,1
Christian,Other,Veteran,White,-56.03994717622645,-46.635102578640286,128.64341730455195,E,-58.93188363793881,B,C,-105.54231607110192,-152.7480660239415,0
Jewish,F,Non-Veteran,Asian,-6.520219513238139,-18.711602162020885,22.773503606461894,B,43.2114743932564,D,C,-69.74251347968365,12.93513603734335,0
Muslim,F,Yes,Black,-39.22481960992736,-17.472138885136374,-88.43308543367085,B,-29.102256233225805,A,B,13.038293683032734,193.16991303397268,0
Hindu,F,Yes,Black,133.50648691884427,72.90065379766614,-33.21367619021247,A,-1.9604162568004493,A,D,48.77483695586686,-11.473628481368237,0
None,Non-binary,Non-Veteran,Hispanic,181.38954925571272,-31.8152440995202,48.45327032313898,B,-92.08827002696329,E,E,-25.302099694605207,-178.33558067210322,0
Jewish,Female,No,Hispanic,-61.768183121866116,-131.026225199609,31.61802650607082,A,111.14234353573347,B,E,46.73210536027517,-13.680164635234975,0
Other,F,Yes,Hispanic,-49.51156382479752,27.752279676906262,-120.34234850076884,A,20.596714237934748,E,A,-34.233948208290606,59.334740590179045,0
Muslim,M,Veteran,African American,209.15372640056654,68.5570098165697,-197.94697586573355,E,39.22102276378675,D,C,-114.1865126649257,-292.3992979643725,0
Buddhist,F,Yes,Asian,-142.0448303101998,42.86075001047101,1.8519419724999746,E,-175.89644756228716,D,C,67.76429601234217,-91.26319509575941,1
Other,Female,Non-Veteran,African American,85.86461372786546,78.48968897990588,42.90015121162634,C,-176.36371384994908,A,D,-105.45114351560004,11.879203338277746,1
Christian,Other,No,Black,-41.0973427065203,46.87725629980117,-35.770948072453294,D,4.741876234850016,B,B,-113.25773169899227,-21.822402174242107,0
Hindu,M,Veteran,Other,38.994299893729796,26.344402726342448,0.9831157780077024,C,-21.807394060874348,D,A,90.62557403563387,6.37643380537051,0
None,Non-binary,Veteran,Other,-8.813267872915423,-19.391576539746403,34.65274956186211,A,-126.85717929310125,E,C,-37.242705838416754,45.934261152001355,0
Other,Male,Non-Veteran,African American,66.78623522814698,177.93361088335772,166.4848590993532,A,381.8245571786563,D,D,-143.40561670415644,158.99038374926485,0
Jewish,Non-binary,Veteran,African American,-169.2111769798466,117.73099603756256,-131.45921600753996,A,5.531153126291436,D,E,-220.03996925628488,68.28852965503572,0
Hindu,Female,Yes,Hispanic,-206.5803524325366,141.4548606155454,101.79129585802156,A,21.429703729938645,B,B,-99.50151493128958,-81.05697323235064,1
Hindu,M,Non-Veteran,Other,-162.33200837830054,-61.23461536621081,-36.53591409785957,A,-60.09518256426622,D,E,-105.96034222154185,7.710364178997541,0
Muslim,Other,No,White,32.51621765163457,108.54636895498169,255.19012165749433,A,77.78531853141656,D,A,75.0349034523391,133.53965842549215,1
Christian,Other,No,Asian,114.19714263974366,21.780594732069325,-78.56556812361133,B,-82.7418567922666,B,B,64.71123891990312,-48.64167408993706,1
Other,M,Veteran,White,197.42304007176358,-146.42318009751534,-47.25836330345826,D,30.232018516704827,E,A,15.256744292416982,67.1905653034849,0
Hindu,F,No,Black,-102.31842546574394,-64.0535207527016,94.69876080770412,B,-200.03363462367,B,A,16.418514861354453,111.94520450848053,0
Muslim,F,Yes,Other,-25.14978077776866,9.72606720119067,-53.46564177917047,A,84.97008533707574,B,E,126.1395270388423,17.49472946626595,1
Christian,Non-binary,Yes,White,-121.47556794719397,21.923162262376486,-180.1679115800361,E,-14.863714868526065,E,A,36.8414498244139,-32.96437986930874,0
Other,Non-binary,Yes,White,-50.553384488009044,28.542482034829668,146.70959009817605,D,21.066866319159633,B,B,33.50519473972871,48.64841157935846,0
None,Female,Veteran,Black,-69.0675173315555,-111.3641886202149,-97.3423406910763,B,-72.31440178198531,C,B,40.72600673683256,-49.45820008514571,1
Muslim,F,Non-Veteran,Other,-105.98828529806607,-13.108309070501473,137.95585693551357,D,-36.76974848700001,D,E,-48.06122157982028,212.37942317565688,1
None,M,Veteran,Other,49.23701479392496,-4.741566030522166,-46.19318962906467,C,68.99630047105941,C,D,-40.97615520909948,216.6445194552201,1
Muslim,Female,Yes,Asian,-208.84631506065801,17.74158300156188,-55.403547181441304,E,-91.26718122741099,E,A,-117.4820576467815,147.3322462147695,0
Buddhist,F,Non-Veteran,Other,71.14253964242015,125.74250260601943,22.421708361419025,E,-301.5090373759436,E,C,18.680143386328094,25.283158674162724,0
None,Other,Veteran,African American,-1.2672826586616146,-85.02168085104867,-108.3995030552222,E,76.724059036021,C,B,28.87297542664962,-22.07480345893921,0
Other,Other,No,White,24.969005585314896,-27.451832174967763,-26.12411113205419,D,21.953583686910427,B,A,54.094577224718485,-0.06883673227459391,0
None,Non-binary,Veteran,Other,59.781370667049785,38.12510566145091,-96.86512498658722,D,1.5659746236258887,E,D,-20.318291871641797,74.03363848976416,1
Muslim,Other,Veteran,African American,-36.65362421654559,-73.37913734932225,-35.06635987484664,D,-105.12457712554071,B,D,-36.36776100524096,-161.76693209292094,0
None,M,Veteran,Asian,111.2002062918665,36.337924694163824,-132.9747370811234,A,-60.01384521641121,D,B,104.56392742529061,-110.45271425515321,0
Jewish,Non-binary,Yes,Other,-44.70528647859714,-14.179987971238974,120.90501711237027,C,-40.541312484361946,B,B,-165.10436213646548,39.25312906726232,0
Christian,Male,No,African American,-34.03453619783817,16.988797457365816,71.49684902024617,E,-90.16807124929429,C,C,86.80505019320935,-42.881077923753764,1
Christian,Other,Veteran,Hispanic,-112.4453244793324,133.50240800716318,-51.13507578870142,D,24.875595499520863,E,A,82.70570209666107,-145.1574634690945,0
Hindu,Other,Yes,Black,181.3564584191547,77.17360411987768,102.8058176574604,E,-162.60860950781446,C,C,-339.0528337901481,93.59397691633548,0
Other,Non-binary,Yes,Asian,-100.67313709477817,46.889901261796474,-80.18975003827669,C,134.87990163214602,B,A,-82.0465800789215,-10.208689243264518,0
Jewish,Female,Veteran,Black,84.6239087946909,-124.5808516675478,-26.83834985192241,C,-176.36698481685218,C,D,145.0050230136905,17.439325816671786,0
Other,Other,Non-Veteran,Hispanic,-102.57734714766755,297.19145072657045,29.324415796037933,D,-9.089834138756334,E,C,-75.47323517418909,101.30725033672991,0
Other,Non-binary,Yes,Hispanic,-43.329737796328985,-41.17437374467159,-44.89243924407538,A,-4.420496706698404,B,A,-56.34477194450498,38.75965215840637,1
Buddhist,Other,No,Hispanic,-36.600760050340895,-120.22779934853072,121.82067138947488,E,-107.07395151143271,B,D,-36.53371588227437,25.721276436580542,1
Other,Non-binary,Yes,Asian,74.49104960287116,63.414959542231905,-33.67970135093432,C,21.269653246580926,B,D,-159.23740644059362,20.22626391477809,0
Buddhist,Male,No,White,-92.36909723397933,-167.65198108113572,78.8691108306624,B,100.5834136825548,B,A,-172.0233830977402,81.96603753208139,0
Jewish,Non-binary,Veteran,African American,15.518474766982903,155.17998855914027,64.06836400612994,D,22.312762931022206,B,E,-33.75437332392275,-13.205809113147712,0
Jewish,Non-binary,No,Other,14.482927193608012,187.21477162502137,90.01084306353559,B,-28.271897654860496,E,A,125.07642828747043,-68.62916209173049,1
Jewish,M,Non-Veteran,Black,-60.366248895318975,169.2297909852541,-61.39264916070752,D,-151.2911977930979,A,D,-138.1950217364178,113.93507219195358,1
Buddhist,M,Non-Veteran,Black,154.06273093467672,46.23624733892082,-46.9624905627417,B,-124.37208741360355,D,A,144.59132407981363,-14.987622769873656,1
Muslim,Female,Yes,Asian,-91.37313840273657,-45.5050318596495,-5.632042742580629,C,26.108940793826918,D,C,-19.236326163414798,-32.689303771184726,1
Other,Male,No,Other,51.347171792206794,100.18341970613396,111.75182769578247,E,-20.507074234563234,D,D,102.54152187802138,52.60091120641061,1
Other,M,No,Asian,11.303646386700965,57.63513498338314,-93.8760254056812,D,-10.54232135891202,E,A,118.0412241885295,-131.2807187463247,0
Muslim,Male,Veteran,African American,197.07479893958117,32.817101658576426,80.84469995872479,D,-102.04321569139138,A,C,213.06785541798362,-30.26200860857186,1
Jewish,M,Veteran,Black,-114.25869067276663,-40.73127146621048,-99.7961357621896,E,-62.892851353751055,E,C,-0.23389122195127562,63.28189580808664,0
Muslim,F,Veteran,White,-109.84145159355772,31.363954729063536,67.02154990697511,B,-118.07808787657734,D,C,-108.94307315829113,-165.8547429392954,1
Hindu,F,No,African American,-60.346429441394136,-80.0494110562781,-31.73636650653472,C,119.09435558516289,E,C,98.98910653700864,-209.6776150852325,1
Hindu,M,Veteran,Hispanic,6.667875764051863,-85.30011616738099,-139.87779603798737,E,-32.996164677773535,D,A,10.117227573245549,5.600120417445391,0
Other,Other,Yes,Asian,-37.20399868098317,-18.99392756687995,-72.89956786434453,B,8.564138064692514,A,C,56.6051477047294,56.688229045500584,1
Muslim,M,Veteran,White,178.32799356403942,24.285701035149362,-66.54214162925047,E,-39.70932074680275,E,D,-2.4091755558195733,-232.60554773203688,0
Buddhist,Male,Non-Veteran,Asian,-166.56301663826983,59.27935022528919,26.648234060213472,D,-28.34293443316364,D,C,30.527925066199302,18.80554981911226,0
