age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
65+,Christian,E,C,C,D,-229.576750198112,E,-15.116587424169156,C,E,A,B,185.85329796233464,1
65+,Muslim,C,D,D,B,-8.783893846055683,A,-136.6099943759182,A,D,D,A,-75.23921884733139,1
51-65,None,B,C,E,E,-31.89597885758097,E,-45.50089931470805,D,B,A,A,-101.05776414061785,0
26-35,Hindu,A,D,B,A,-40.77546619780748,C,44.4649960953093,D,D,C,C,117.54368763108207,1
18-25,Other,C,D,B,E,52.092666580517985,E,-97.2440885202771,A,C,A,D,49.165733284824405,1
26-35,Jewish,A,E,A,A,131.89243410943345,C,10.185312809641017,C,A,B,B,-40.72781647306367,0
18-25,Buddhist,E,E,E,A,233.36908284501314,D,-4.719952513489655,A,B,B,E,-72.59740474728412,1
65+,Buddhist,D,C,D,B,-143.70720917466667,D,-103.7158639201765,E,E,D,A,115.56549825566351,1
36-50,Hindu,B,A,B,B,-5.278126451266019,C,3.2877917060505717,E,E,E,B,-113.10363504765115,1
18-25,Muslim,C,B,B,A,25.358481080231734,D,-16.526904533028596,A,C,A,C,-64.07055549808015,1
26-35,None,C,B,B,E,-37.86033207548495,D,271.65734103628665,D,E,B,A,30.449974381465772,1
26-35,Other,A,A,A,C,64.62227424407034,D,-47.1092725031917,A,A,A,B,48.576813934203905,0
36-50,None,E,E,C,C,65.98122237910444,D,13.433510097864195,D,B,E,B,51.813815156062226,1
36-50,Jewish,D,A,B,B,107.73596944602923,D,72.09034036359101,A,C,C,D,-44.060932336092876,0
65+,Muslim,C,B,C,C,-161.51519470753738,D,-143.017040212164,A,D,C,C,-172.69205185220966,1
36-50,None,D,E,A,B,-68.99343755907803,C,70.63247206982989,E,D,C,D,-72.99082103931758,0
51-65,None,E,D,B,D,180.18697776087896,E,-148.68350385582252,C,B,E,D,-82.32427077574853,1
18-25,Buddhist,D,B,E,B,-150.91235534549563,A,-35.60429688620382,E,D,B,E,-34.49145274478436,1
18-25,None,C,A,A,B,-45.99355103782571,E,6.9735860803557,B,A,B,A,-95.56458549469863,0
65+,Muslim,C,C,B,C,63.13639015415908,E,65.44300888257882,A,C,D,E,-93.06641158263997,1
18-25,Buddhist,A,D,E,A,-53.97783372806454,A,-10.209027486177225,D,C,B,E,-140.17356464526753,0
18-25,Buddhist,C,A,B,E,-69.4910834377058,E,61.406042499233784,A,D,E,A,0.9080577661529499,1
65+,Jewish,B,D,E,B,-168.23588648630934,C,88.59330093771092,E,E,E,D,252.83609389405538,1
26-35,Christian,C,E,B,D,47.620619325903796,B,-29.50722057004458,D,D,A,E,30.961029774935362,0
51-65,Muslim,A,E,C,D,-24.759865514614912,A,-13.149982124049883,C,C,B,A,-185.00201146538976,1
26-35,None,B,E,D,C,-35.94782259966195,B,-238.6522120737402,C,E,D,E,24.74029488570732,1
65+,Other,D,D,E,A,124.85689078345843,B,-74.22218881294876,D,B,D,A,19.924777105176837,0
18-25,Hindu,E,C,A,D,2.343466585836011,A,-33.59284485019122,E,B,C,A,-127.012834844183,0
51-65,Other,D,B,B,D,23.053000820719387,E,147.5143590192418,E,D,C,D,-82.45222620063016,1
26-35,Jewish,E,A,D,E,-231.66725676652948,A,-39.68546955494969,C,E,E,B,102.73156473313716,1
36-50,Jewish,E,E,B,C,-204.77444075644672,C,6.462467259791718,C,D,B,D,-32.452091468699976,0
26-35,Jewish,B,B,B,B,198.3054013756551,B,-33.04213430690853,C,D,A,E,-244.82965408250408,0
51-65,Hindu,A,B,C,E,23.94000353325143,D,77.83829750257041,E,B,D,A,5.029689283307652,0
36-50,Christian,C,E,A,C,64.71223440503371,E,-60.83268658481792,A,B,A,D,-218.9485721304786,1
36-50,Muslim,E,D,D,B,-38.249728851424585,E,-6.92983555151265,E,B,D,E,-147.11693150220054,0
51-65,Christian,C,B,A,B,61.85790735297276,D,40.92868305349679,A,D,C,B,40.98946950245516,1
51-65,None,E,D,A,D,133.03316877554258,B,52.363961001237236,B,D,E,E,52.005990824352274,1
51-65,None,D,A,A,D,23.65301542919567,C,239.42783374849816,D,B,A,C,7.339214170516314,1
36-50,Hindu,D,B,C,C,-158.18291782602097,B,162.03857147809634,E,E,D,C,1.2645879048090016,0
18-25,Hindu,C,B,B,B,3.984959543568923,C,-64.14930594297124,B,B,A,A,-42.62208567984062,0
51-65,Other,C,B,D,D,-150.89492815800898,E,26.700902486902265,E,B,A,C,137.7590343689267,0
36-50,Christian,A,E,C,A,11.760024717508436,C,38.23687930187012,D,A,E,E,62.17225424073729,1
65+,Other,A,E,D,B,-57.874525203643536,D,-120.29768843399671,C,D,D,D,19.01724300679235,0
18-25,Jewish,C,E,D,B,-68.9894138137696,B,78.36065589459102,D,E,E,A,-66.89774559186372,0
65+,Buddhist,C,E,A,D,-19.161081827235236,E,58.532747587777024,C,B,B,E,52.59429260985539,0
51-65,Muslim,D,C,B,D,28.259525923721917,B,19.836971635421346,C,B,C,D,-80.25972475853071,1
36-50,Buddhist,C,C,D,D,-11.088978139840256,B,58.75596425825903,C,A,A,A,55.94025743712427,0
18-25,Muslim,E,A,D,C,-57.6623247757303,A,-305.7795025251168,B,D,E,E,-16.097456960581187,0
65+,Hindu,D,D,A,A,99.39031779086712,B,-106.94992300522108,B,A,A,C,-58.451430828372594,1
36-50,Muslim,A,E,D,D,-26.79966690560271,E,18.79342306314776,E,A,C,A,95.86048181682244,1
65+,Christian,A,A,A,C,-100.76506638934933,B,2.7129802883437164,C,C,A,E,-21.000643359969033,0
65+,Christian,A,C,E,B,41.126305810145595,B,25.910036271805232,C,C,D,B,21.36381509652799,0
51-65,Buddhist,D,E,B,E,57.781921240328984,E,53.72577290010635,E,E,A,B,-24.12078290851175,1
26-35,Christian,B,C,E,B,112.24134569590476,E,-68.49572754575352,E,A,D,C,-51.38014132377933,1
26-35,None,A,E,A,C,-12.620874364964079,D,158.20303991730304,D,A,B,D,-79.94383658770884,0
65+,Buddhist,B,C,E,A,6.246219895125955,D,-84.1538535549159,B,C,A,C,-31.551904116848462,1
65+,Hindu,D,C,B,E,-50.10573483159787,D,-172.47966316798292,E,D,D,A,-79.15361187113709,0
26-35,Christian,A,A,C,C,-167.97294463653884,B,-21.440689308128377,E,C,A,B,-26.874841461616267,1
18-25,Muslim,B,A,E,B,-72.66474797813693,C,47.72268224986903,A,D,B,B,-69.99839135605748,1
65+,Hindu,A,E,D,E,-20.749384514534963,A,-79.75365562040476,E,D,A,C,26.4021731492821,1
36-50,Buddhist,B,A,C,C,-130.54031696886196,B,-61.216382778474646,E,D,D,E,17.294717097788247,1
65+,Buddhist,B,E,A,E,-57.80468095083654,B,162.40219917562126,E,A,A,C,-237.60250321139756,0
18-25,Other,A,B,D,D,34.61079240675513,C,137.80843386930448,B,D,B,E,-81.15436955820682,1
26-35,None,A,A,B,E,57.86162725641999,C,68.44009478956208,E,A,C,C,160.28668709789557,0
26-35,Christian,C,A,A,E,61.696915739478996,E,-179.25787539162124,C,C,B,B,190.70598357150604,0
36-50,Muslim,B,C,E,D,41.23455776229599,C,29.738008480809846,E,A,E,A,-52.50978015557213,1
51-65,None,A,A,B,E,76.93915986099844,B,-144.15636498945875,B,D,A,A,-22.280153354923,0
26-35,Hindu,A,E,C,B,188.89233406287258,C,-64.49125248803476,A,C,E,B,124.38402620006946,1
65+,Christian,D,E,A,C,203.76780217756712,D,65.32761173293208,C,E,C,C,8.475220762166936,0
51-65,Muslim,C,E,C,C,-36.69769847601405,E,-23.99904118572747,A,E,A,E,-27.00230437965947,0
26-35,Buddhist,E,E,C,B,-139.01189696225882,A,-111.81384664239448,C,D,A,D,74.29579746999185,0
65+,Hindu,B,C,B,E,-137.59967789216464,A,-148.21897503737614,E,D,C,E,-46.50107508289247,1
26-35,Muslim,A,A,D,A,44.24133671794737,B,-117.04646348025429,B,D,E,A,13.960461517297121,1
51-65,Christian,B,A,D,A,-141.58473112245147,E,126.9461365918025,B,E,C,C,-243.72703406084852,1
51-65,None,B,E,C,B,-43.12708657114092,E,-91.87890458079876,D,E,B,D,33.22784839479342,0
51-65,Other,A,D,A,C,80.11194166465238,A,-309.7791615755985,A,C,A,A,-88.4845078419577,1
51-65,Muslim,E,E,B,C,13.191333264488344,E,62.179402773030624,E,E,B,B,20.369460274768763,1
65+,Hindu,D,B,B,B,80.70482510229546,D,221.87520582363533,C,A,E,B,-35.669561979411846,1
18-25,Jewish,E,C,C,A,59.05041389443885,A,-129.24155661476803,B,A,D,D,35.473836431515814,0
36-50,Hindu,B,D,D,D,-24.126658090297017,B,11.069903987314204,E,C,D,C,-3.2226372149909777,0
36-50,None,C,B,C,B,77.60809258720863,A,100.37595405597276,E,B,C,E,-73.15128075614416,1
18-25,Hindu,A,B,E,C,181.81266001781808,A,-81.90189473797534,C,D,B,D,-138.47960314488554,1
65+,Muslim,B,A,E,A,-142.23541321234995,A,-22.275942933100655,D,C,D,E,163.48904428064662,1
65+,Other,B,C,E,C,23.39394648011117,D,240.84041920280433,C,E,A,A,190.5464694942814,0
26-35,Buddhist,B,C,E,A,-21.458499756710715,D,52.17032033342679,A,D,D,E,-40.22428357843194,1
65+,Muslim,A,A,D,B,151.1994863849884,B,124.13598051161875,E,B,B,B,-89.12639464634287,1
26-35,Buddhist,C,E,B,B,-99.77523540673255,E,109.6984624525044,B,A,E,B,-188.3437246096403,0
18-25,Hindu,B,C,D,A,162.25848457408114,E,12.158488832000591,E,E,A,E,-149.58573814208566,1
26-35,Buddhist,A,E,D,C,-217.4996220486239,E,41.43605915438671,D,D,E,A,-39.64188341747696,1
36-50,Buddhist,B,C,A,B,49.70392808638283,B,-100.56800386568014,C,C,A,A,22.868929696497045,1
18-25,Other,D,B,E,A,4.9577097148068034,B,-135.82530263363032,E,C,D,A,8.34976465062062,0
26-35,None,C,C,D,C,53.869663391044995,B,104.27179622512983,C,E,A,A,-177.5396116842278,0
18-25,None,E,C,D,D,-146.8330159146651,C,-28.687506843663673,B,E,A,D,-139.88515826339466,1
26-35,Hindu,A,D,B,C,15.577284650083847,E,78.9056558550276,C,E,D,B,102.87364407525492,1
18-25,Buddhist,A,B,C,B,74.67495409182384,A,-46.842348935982656,B,C,B,E,-77.04884688329018,0
51-65,Christian,C,D,C,E,-203.91985071429778,A,5.963996915651834,E,A,D,C,31.85596651094105,0
51-65,Christian,A,A,D,E,-0.747597308364804,B,-193.5476105165491,A,A,B,B,162.3191857155956,0
51-65,Hindu,C,E,B,E,-2.210238798164216,A,-272.2754366799655,D,D,D,E,-3.1332859362190093,1
26-35,Jewish,C,C,D,E,-23.981170997268457,A,88.58093140345892,D,C,E,E,-59.416387813435165,0
26-35,Other,E,C,B,B,-4.746230292205915,D,70.25890915614166,D,D,B,B,57.60462489316964,0
65+,Other,E,B,B,B,-44.11020763279147,C,-22.60154356369362,D,D,B,B,-14.736220596393638,1
51-65,Other,C,E,A,C,-37.81524244552413,B,-38.388516545107784,A,A,D,C,-45.3740554731939,0
18-25,Muslim,A,D,C,D,39.02879736379655,E,138.98517758636908,A,C,A,A,-56.38287055303313,0
65+,Buddhist,E,A,A,D,180.72708380755859,D,-72.60296402152261,B,A,D,E,-26.343152259694207,0
18-25,Muslim,C,D,E,C,-128.09873856714705,A,21.45987134465164,D,D,E,C,-93.78765302278302,1
65+,None,A,A,E,C,-62.66652785160406,C,-34.77050851124056,D,D,C,E,-27.426781998969147,1
51-65,Hindu,D,A,A,B,80.99372515156188,D,-2.842124816163809,A,B,C,E,167.21656715483678,0
26-35,Jewish,D,C,E,D,-115.90022842124057,D,294.16132964760254,D,E,A,C,178.8766266185805,0
18-25,None,A,C,D,E,182.15375996978162,A,26.07316524260348,E,D,B,C,105.52711140805762,0
26-35,Buddhist,C,A,A,D,-39.00429659864672,C,68.67584633084704,D,A,B,C,51.261936018220375,1
51-65,Buddhist,B,A,A,B,15.231456975122645,D,27.665533508839513,D,E,B,E,58.96712516681224,1
26-35,Hindu,A,D,A,A,-148.68833849552482,D,-64.24572290544299,B,A,C,C,-247.84804949273322,1
36-50,Muslim,A,E,D,B,43.372572951500366,B,-209.14860178505415,B,C,E,A,-77.26571090951877,1
18-25,None,D,B,C,B,-174.3190785684503,C,-15.471744554528355,D,B,B,C,-144.92046000706182,1
18-25,None,D,C,C,B,-55.17210873497357,E,98.10603617564003,B,D,D,E,-9.597690154995306,1
18-25,None,A,A,B,C,-66.93232964304457,A,39.30191658884801,E,E,D,E,2.3091171865637947,0
18-25,Buddhist,B,C,C,D,-8.34715992520439,E,-46.43126271332456,C,E,C,D,-116.92251164146148,1
36-50,Muslim,B,A,C,A,66.42209221478656,B,-20.003514262187107,B,E,A,A,74.00672082910611,1
18-25,Jewish,E,A,B,A,-88.00634210622137,C,204.5733341827594,C,E,E,A,-103.19591929261848,1
36-50,Muslim,B,B,E,E,1.841698252973606,D,220.8647798930583,A,D,D,E,-78.55045564537346,0
65+,Jewish,A,D,E,D,-281.9388395166278,C,69.04106000820273,B,D,A,A,-14.399622537954684,0
65+,Hindu,B,D,D,D,-42.26946508433025,C,114.20230865701484,C,E,A,B,143.24744187310847,1
36-50,Other,B,D,D,D,-242.48310330304116,D,32.87201036162518,E,B,D,D,15.484722969700607,1
51-65,Hindu,E,E,E,C,-166.49407992924964,D,-16.234729502327703,A,E,D,A,172.39227921550605,1
36-50,Other,C,E,D,C,104.0198619884225,D,26.870838864228208,B,B,C,A,-96.3384440468852,0
36-50,Buddhist,D,C,E,C,96.96991029063301,D,148.6190723383857,B,E,B,D,-10.811016661240155,0
18-25,Jewish,B,A,C,C,-90.19414304409963,C,-8.40617904591422,A,D,E,E,-75.38635594088315,0
51-65,Christian,E,B,D,D,73.74300444628945,A,-63.11872596897257,E,A,C,D,42.98016971852477,0
51-65,Christian,C,B,C,C,-13.098328838026232,B,-185.47184845739923,D,A,A,E,102.21395314528694,1
18-25,Christian,C,E,B,D,-183.53015958559857,D,-103.74913368414549,A,E,E,D,19.264584732587092,1
26-35,None,E,B,E,C,173.04997206755317,A,-33.830013150282184,E,D,D,E,-165.38232424156533,0
26-35,Hindu,D,E,D,A,7.660786847683254,D,-181.09451177273303,B,D,B,C,44.43056245997049,0
51-65,Buddhist,A,A,C,B,9.859648657991418,C,33.579417967597365,E,E,B,D,48.92891911034765,0
65+,Other,D,E,B,D,25.012738634117344,E,-22.6995417714761,C,B,E,D,35.100489194318286,0
51-65,None,C,D,B,A,2.3250400448130817,D,32.00770979349673,C,E,B,A,-170.8975818045143,0
18-25,None,D,C,E,C,-141.31406074579147,E,190.1258368885514,A,B,D,C,54.09364022978435,1
18-25,None,D,B,B,C,-88.38284264537897,D,-48.64907581101343,B,C,C,B,9.770464185144197,1
36-50,Hindu,D,B,A,E,154.5390646591688,C,36.13727145230512,C,C,A,C,51.98887931501349,0
18-25,Christian,D,B,E,D,-6.2041526455165,A,129.27982800713116,D,D,C,C,-64.28339173116798,0
36-50,Muslim,E,B,B,B,154.61497128728928,E,142.39320261104288,A,A,C,E,62.33936291705003,1
18-25,Muslim,D,C,A,E,-1.40202989806283,C,-1.7541558852788943,A,A,E,C,-67.05392434225244,0
36-50,Buddhist,D,C,A,D,-61.26039355515951,A,50.42178033978004,A,D,E,D,-120.12319866756789,0
36-50,Buddhist,B,C,E,B,-109.36522830406174,D,24.429566736345457,A,C,C,B,-95.05689385762321,0
36-50,Jewish,B,C,D,A,-24.570751388733044,A,-9.79681559250061,C,D,B,E,-30.383991503130854,0
51-65,Other,A,B,E,A,-67.65549665317394,C,135.58951762479046,A,D,D,A,-261.2494915525256,1
26-35,Buddhist,E,E,A,E,-224.91025605223368,C,184.44027172850187,D,D,A,B,-80.07067047251888,1
18-25,Hindu,A,C,D,C,56.038175448688406,A,54.528366871302225,C,C,E,C,-8.630742218760497,0
65+,None,B,B,D,C,-19.630136444171693,D,-226.2678880147922,B,D,D,D,56.95085499613217,0
18-25,None,E,D,E,E,188.30777741857932,B,109.55794066487272,E,C,E,A,-27.041999081324843,0
36-50,Jewish,C,C,B,C,-1.8964019473890745,C,-40.70951586130253,B,A,E,B,157.3688799878715,1
26-35,None,B,C,C,D,-52.93277992519832,A,-8.939149477723054,D,E,C,C,-91.10524266445972,1
65+,Muslim,B,A,D,D,-64.81100277270649,A,-220.96254477647724,D,D,E,D,33.64218880275368,0
51-65,Christian,C,D,C,D,17.460670312169082,A,81.79313913755325,E,A,C,A,177.5258696060741,1
26-35,Jewish,B,A,D,D,121.25134576575287,B,-40.16018918243569,E,A,D,B,82.96828671674413,0
18-25,Other,E,A,A,B,161.7447159488931,D,15.662686180819762,C,B,D,D,18.85572260694468,1
18-25,Muslim,E,D,E,E,-126.53284823567314,B,-35.959395077155996,C,A,B,B,-104.08086376563297,0
51-65,Muslim,B,D,E,D,222.80517746884723,C,-32.1389965299473,D,B,E,E,-29.89864562547602,0
18-25,Jewish,A,A,B,A,-108.4617607931655,C,122.17611955979324,A,A,C,C,-55.674407681417485,1
65+,Jewish,D,C,C,D,-75.8156145771404,B,175.15315592783423,D,C,E,D,5.038602913049302,0
36-50,Buddhist,B,D,B,C,105.57918583040788,D,-46.75676592520483,E,D,E,E,1.363700457099063,0
51-65,Hindu,B,A,D,C,29.886672940879677,B,-34.90033757364412,C,A,D,A,50.24467092424663,0
65+,Hindu,A,C,B,E,-112.48983593790034,C,-79.23145119867607,A,C,D,B,-104.16073829819099,1
26-35,Other,D,E,C,A,-17.394169830285826,C,-65.73310125284829,B,B,A,B,-53.09445966992888,1
65+,Other,B,C,A,A,-119.27357318842726,D,-9.159791612286291,C,C,A,B,-89.70665734847711,1
26-35,Jewish,E,B,C,D,114.01622825474223,D,40.5711695787469,E,D,B,C,-135.16697738228603,0
36-50,Other,E,E,D,D,-61.41773734884958,D,-82.93872740064344,E,B,B,B,116.82148741101825,0
51-65,Hindu,D,C,B,B,8.05679558871384,C,33.11350057948402,E,B,D,E,-29.15001766574089,1
51-65,Other,B,D,D,A,36.18944748100863,A,37.74371378635238,A,D,D,A,133.147275600781,1
26-35,Christian,E,D,C,C,39.41194016319915,C,32.83666738480227,B,A,C,A,-45.91025372868119,1
65+,Other,C,B,B,E,-47.7834991180133,B,-3.8720195087509666,E,B,D,C,18.56881540565678,0
36-50,Christian,A,B,A,B,-94.5624142127675,E,114.56034562792266,D,B,C,D,57.21268341138016,0
36-50,Hindu,C,D,D,B,30.408169723671374,C,-31.659616811321612,B,E,E,C,204.81255426857322,1
36-50,Muslim,D,C,B,D,-152.07381987530005,E,-72.66905639840505,C,B,C,D,38.09456169094465,1
51-65,Muslim,E,D,A,A,47.743463212325935,D,-104.16153547192451,E,C,A,C,5.345157636969153,0
18-25,Christian,C,B,C,E,11.318170867003657,E,-42.16006308906506,B,B,B,A,-77.85221275983251,1
65+,Hindu,A,D,A,E,41.483425253450704,B,-53.85216536689976,A,B,D,A,-72.44455702363817,1
26-35,Muslim,E,C,B,E,-141.4962100931756,B,141.309474276732,C,E,D,C,-176.79940098985497,0
65+,Jewish,A,D,D,E,115.9696719693681,A,-107.54651533380695,C,B,E,B,-90.25183007415295,1
18-25,Christian,C,C,D,C,54.83375356864437,A,-72.22612443307902,D,A,D,D,-123.83048568402569,1
51-65,Other,D,A,C,A,-62.478534874208066,E,41.69756493573408,A,B,C,C,207.658567750354,1
36-50,Christian,C,C,E,A,-70.09893174379283,E,20.521212965281936,C,B,C,B,18.98804419310888,1
51-65,Christian,E,D,B,D,-52.714630219583015,D,117.26985513678032,C,B,C,A,-34.5901192106639,1
36-50,Hindu,D,D,C,E,-21.409486896730197,A,57.08071281965215,C,C,C,D,47.53580093453852,1
51-65,None,E,C,E,D,-168.8227711316984,A,66.32748448836325,A,B,B,C,4.23638382332353,0
65+,Hindu,B,E,A,B,-121.5977632492641,A,-5.009301144863198,D,A,A,E,23.529614084923328,0
36-50,Muslim,E,B,A,D,74.24080081687225,D,-48.142856649544335,D,C,B,A,118.17728531493465,1
26-35,Other,C,C,C,C,-48.68434825613972,D,-128.1854422050183,B,B,E,E,-7.287090329519659,0
36-50,None,A,D,A,E,51.13434925826734,C,-170.18369978100463,B,E,C,A,-157.38524103183425,0
18-25,Muslim,A,C,B,D,61.00939180694266,D,-37.13942674175007,C,D,D,E,-15.732789246983609,0
26-35,Christian,B,E,D,D,-78.75155301279621,A,7.489920475031228,E,C,D,C,65.43636996030871,1
36-50,Jewish,B,A,D,A,-3.0853925983177146,A,-165.43048490838171,C,C,C,D,172.3532793272062,1
26-35,Hindu,B,E,D,C,163.98019147314383,B,97.4110516704359,A,C,B,D,46.60286622236603,0
26-35,None,E,E,A,B,-16.162887934912185,B,-233.21572074284137,E,A,E,B,28.819847888140732,1
36-50,Other,D,B,B,B,137.9454333615684,E,114.13648905443165,E,C,C,D,89.92137707885469,0
36-50,Buddhist,D,E,E,A,-97.01797901810313,B,-72.64270262786775,E,E,A,C,194.37550222261092,0
51-65,Muslim,C,D,A,A,134.31777422831826,D,-27.314457250292534,A,A,D,D,-120.5939340342246,1
51-65,None,A,D,D,E,-14.943603820440657,D,-57.59908881739412,E,B,B,A,52.60316298137,1
36-50,None,B,B,C,C,57.22358693822333,A,-104.40317473086165,C,C,C,A,112.03338109812704,1
26-35,None,C,D,A,B,-76.17205758696548,C,144.23889003870457,A,D,E,D,-153.63742245933977,0
26-35,Buddhist,E,E,E,C,-20.987599200581496,D,82.19957178838649,E,D,A,C,-26.1217621130633,0
51-65,Hindu,E,C,D,E,-187.0886460857789,A,-50.61608595169442,C,B,B,D,-128.45691094226646,1
65+,Hindu,C,E,C,E,-142.20081204619882,C,-124.66949426013262,A,B,B,A,173.73871631445314,1
18-25,Hindu,D,A,B,C,-42.41708185315824,E,-17.456310565280457,A,E,D,E,49.405208041932404,1
18-25,Jewish,D,D,D,E,-61.12446830917031,A,-124.70133345315287,A,C,B,A,-83.3946828164439,1
65+,Buddhist,B,A,D,B,-23.18427618776322,B,-78.38837090800196,E,B,E,E,3.346300508724355,1
18-25,Jewish,C,D,E,A,-76.47358827374184,C,53.15384572694855,C,C,A,E,-140.27085226249307,1
36-50,Muslim,A,C,A,C,-105.37549008422953,A,-74.45132723681296,A,D,D,A,30.437365459143766,1
36-50,Buddhist,D,D,A,E,-0.0022321098972190637,E,142.71698798999398,E,B,B,A,-155.18070296666073,0
18-25,Muslim,B,B,C,D,120.80266640243111,A,70.51335338964726,D,C,E,B,81.08838341388841,0
18-25,Hindu,C,C,A,A,29.04042275339705,E,49.434838396518536,C,A,B,B,27.9223972531087,1
26-35,Other,A,E,B,E,13.010765326053741,B,-154.42385517350814,D,E,E,E,-148.78096702704832,0
65+,None,E,D,D,B,-76.73334137407353,E,31.995517908184652,C,A,E,C,84.63044193552649,1
65+,Buddhist,A,B,A,C,-25.60149096045935,D,105.79631754287846,C,C,C,B,-58.34449970239852,0
36-50,Buddhist,E,E,C,E,224.07042608599207,E,-128.9929312885261,A,A,E,D,169.68193870902905,0
18-25,Hindu,A,B,D,A,-16.463697607357894,C,-66.85847234986,D,E,A,D,-95.26915205406188,1
18-25,Hindu,D,A,C,A,-101.86517823907937,C,-148.95875991352167,C,B,A,A,-55.70403780186693,0
18-25,Muslim,B,D,E,A,-48.145071335886094,E,75.44534184394847,E,A,B,B,-165.89460670509743,0
36-50,Buddhist,E,A,A,A,-55.35205658509707,E,28.530208882125923,E,D,B,E,72.5156881153015,0
65+,None,D,E,B,D,67.92198852902109,B,-41.10586828531681,B,A,D,C,-3.646674353468259,1
65+,Hindu,A,A,B,C,-66.3513230128334,A,84.12188766823382,C,D,A,D,-6.994053913836222,1
18-25,Christian,B,C,C,C,149.858352702074,A,-142.9900368663781,B,D,D,E,89.91523341060599,1
36-50,Buddhist,B,E,E,E,23.164353341437376,B,-54.02184199237329,C,A,B,C,-25.835290967389646,0
18-25,Other,D,C,A,B,-38.209919001236194,A,20.011305103071106,C,C,E,B,-106.1603543197504,1
36-50,Muslim,B,C,D,D,109.5092272555001,E,-42.167873275336554,A,E,B,E,-64.07396246382507,1
26-35,Hindu,D,C,A,B,62.72643349300142,A,-159.84462501939532,E,B,E,B,-36.36744120643305,1
26-35,Hindu,B,B,C,D,-25.41679400046614,D,-25.067372870693326,E,E,B,C,78.2226738058202,0
26-35,Jewish,C,C,D,C,-24.370290118719947,D,-19.99467128928428,C,B,E,A,-27.944973623894764,1
36-50,Jewish,B,C,A,E,111.07548400535485,A,118.46593631044793,D,A,C,D,-123.86819206149273,1
51-65,Christian,C,B,A,D,151.52870790652685,D,-85.32913378096363,A,E,D,A,-177.5523545432057,0
51-65,Christian,C,C,D,D,-198.2164516798785,E,194.34564043084092,A,D,B,A,26.228980694012293,0
51-65,Muslim,E,A,C,E,20.592566500502496,A,-111.95860554033213,A,B,E,E,-98.34561549144128,1
36-50,None,E,D,E,C,50.282145370609484,C,-24.111567974471143,B,A,B,C,106.17512735285368,0
65+,Jewish,A,A,E,C,149.64422335229506,B,33.97914468652537,A,A,C,B,92.96845361329424,1
51-65,None,E,A,A,E,12.300645874212984,D,-150.8115638329641,C,C,C,B,84.82770533197841,0
65+,None,A,E,D,C,176.13065791812056,E,-13.848577639832937,A,B,E,B,-51.51682117722823,0
65+,Christian,D,B,B,B,31.613532852815712,C,135.36216284881314,C,A,A,E,-65.72943004574394,1
26-35,Christian,C,B,B,A,125.93292938248572,E,8.50141859460362,A,C,C,A,-33.52035281528287,1
26-35,Hindu,E,C,A,A,-21.3621350875584,E,59.4250062791229,B,C,A,B,19.349756766583404,1
65+,Hindu,A,E,C,E,-48.362021202674185,A,-38.8532524787937,C,D,C,B,105.11541666821726,1
65+,Hindu,B,A,C,B,-10.992540454466111,B,-28.02852508741106,E,D,C,A,-75.75526260869707,0
26-35,Christian,D,E,C,D,53.88896011241151,B,-37.3110245293375,C,C,A,B,6.045622490128897,0
36-50,Other,A,B,C,B,-152.596303483398,C,185.0506954705526,E,E,B,A,-105.1947003646681,1
65+,Muslim,D,A,A,B,43.090386837982955,E,-256.21203928013693,E,C,E,D,-13.531993872470945,1
51-65,Buddhist,A,E,B,C,-0.16122567564634124,A,-33.822219249637,D,E,B,E,157.62337457438085,1
51-65,Muslim,E,C,E,B,-131.62947919789215,B,166.6712266314313,C,B,A,B,-85.08823553187317,0
36-50,Buddhist,C,A,B,D,30.573706014079043,D,4.3375121558749274,E,E,C,B,-88.66188857177568,1
18-25,None,B,E,C,E,-53.124793698351624,A,-128.6190051037621,D,D,D,D,-83.40119617673476,1
18-25,Jewish,C,C,B,B,140.22760097002168,E,186.85578520013803,A,B,A,B,-144.46749855627618,0
18-25,Christian,C,C,B,E,-78.2310620052945,E,-50.77601731765819,D,D,E,E,40.52444869308234,1
51-65,Jewish,D,B,C,B,-134.6145981226211,B,-66.31159607858133,E,B,C,C,78.8309973858776,0
65+,Muslim,C,B,C,B,-29.58433114671059,B,49.36128189879814,D,B,C,A,18.6787131415691,1
36-50,Other,B,B,B,E,137.97802886986588,B,162.49587472039457,C,D,D,D,192.5168800913269,0
18-25,Other,B,B,E,E,135.79309897632206,B,-182.82927832909058,A,D,D,E,60.11231038368406,0
51-65,Jewish,D,C,C,B,-115.354984476463,B,-34.42099020988847,B,E,D,D,-13.919670185150865,1
18-25,Buddhist,A,E,D,E,-68.41829119657211,B,200.68658676157406,A,D,E,B,-291.00857215640985,1
26-35,Muslim,A,E,B,A,-47.44292359484529,B,53.91919569563488,E,E,D,E,48.26991558699285,0
36-50,Buddhist,A,D,A,C,30.262833244033793,B,81.43900653604437,A,D,D,A,-153.9476707633866,1
36-50,Other,D,C,C,A,231.0452878490986,E,80.77668102654914,E,A,E,A,84.24821293992277,1
65+,Christian,C,A,C,D,-151.56942160651826,E,39.326102419867226,C,A,A,A,107.90524058414776,1
