religious_affiliation,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Other,African American,28.52806750388442,C,D,-4.659705997847201,-36.35884965729273,66.18376606547474,B,C,-18.690723660783082,-19.034515134141746,E,64.6642281415567,D,B,D,34.75041115895171,D,-8.723838840415446,A,0
Hindu,African American,-17.863896060593145,D,C,41.30541100436362,-67.10452723169904,-50.1212386716971,B,D,102.6392224500178,35.290051573004085,D,-56.383194976724624,E,B,C,7.747347460053631,B,173.2868894134342,A,0
Muslim,Black,14.85178438136342,A,B,-121.43903397942775,-82.65642417805631,126.72724401689715,D,E,134.44554411625492,59.35372932273708,E,39.66833288973662,B,A,B,-79.91948878216225,B,-148.25604851825491,E,1
Christian,Hispanic,-30.05829959333487,C,A,-8.796374741778775,-71.26393107324076,-82.78974723440814,D,A,-31.807085814725177,-140.56184477654125,D,142.85824153532693,E,E,C,-62.61582680524111,C,37.95014303645602,C,1
Christian,White,-60.88082818138593,E,A,163.65694197556465,76.54309856634715,10.074213234049953,B,C,-94.68510945755735,104.90504934649678,B,-25.4836632700279,B,C,A,176.1989815059363,D,41.1593811589299,C,1
None,Other,67.72044817538509,A,D,23.748513520007553,194.45199303153728,-43.53619445536019,E,D,-94.46268638105822,12.742291720621605,E,64.02611747351825,E,B,A,8.075617585832303,B,-70.671983224092,D,1
Buddhist,African American,1.1518028713550403,C,E,-45.70125046448014,144.54700048036258,-30.49057058120286,E,B,89.70954308040521,8.386762848493762,C,-32.625133321859614,D,D,C,30.000033171692863,C,-73.07991608055895,D,0
Jewish,Hispanic,-170.6686070377479,A,E,213.90905105026908,-32.21134925507824,-141.14644761791527,A,E,-53.8255490676335,-49.27332136537952,A,-7.8989035466353235,E,E,C,42.44684364761587,B,-71.02814067108369,C,0
Other,Hispanic,-28.404323855127835,B,E,-111.76193936146746,-40.09362894650059,68.30469741096546,A,D,-29.043180015880708,-157.99819170034297,C,-56.45214936174408,A,A,B,53.764394566927685,C,76.40391770705786,E,1
Other,Asian,3.2138960449303027,D,B,-131.0072523136245,53.09287910099596,-42.33277893172192,C,E,-73.44845843287322,-55.77792415763978,E,181.19763202131358,A,D,C,29.631282414674764,A,-13.325662260767896,D,1
Other,Asian,78.20837521733365,A,E,140.35182285494113,168.02677278286149,-9.341931992918964,E,B,15.405217111004058,68.38286192388242,E,-145.0445161951568,B,B,A,69.29843223307724,A,-178.6075191400741,C,1
Buddhist,White,-11.77075833913129,D,E,103.1050849029587,149.18350437951278,141.889845528293,C,B,45.348307251784085,-198.19161414274734,E,-7.23755319172444,A,B,A,84.67554526241744,E,-149.36432945476864,C,0
Hindu,Hispanic,-0.22668860225850213,E,B,-13.64120277316831,103.98049543989501,-145.812064549624,A,E,-70.72975780527557,120.53033864761464,A,12.545795097753556,C,A,A,-212.96737444850388,A,-142.57969800508832,C,0
Jewish,Hispanic,-95.797414565734,A,A,-87.16218547718091,137.30003364640066,-200.4282998776706,B,B,-59.385988333922725,-72.30012547420381,E,172.5651104970368,E,E,C,-121.33106529248042,D,77.28296044412791,C,0
Other,White,45.09870097301235,C,C,-100.63095421179395,98.40564741326311,-102.99725243504679,C,A,292.5986892883244,141.26088753564895,C,64.87161542009633,E,A,C,-135.63044685932744,C,149.91349796927202,E,1
Muslim,African American,-57.917054738903474,E,E,75.93812682798841,24.369188596730602,-31.339573323176474,B,D,-19.402453051974515,-8.868611565031287,C,-142.07556874592876,E,A,D,41.39197422822438,C,97.25323252677256,C,0
Buddhist,Black,-130.97399570774698,E,A,9.272914484908465,-171.12895519389434,-135.98345121788137,A,C,22.53766568462829,-38.23207125949682,C,-109.39932497304984,C,D,E,-35.158377154308766,B,132.54983844598365,E,0
Buddhist,Hispanic,31.255101393195822,C,E,-173.33672797355518,74.9700186122641,-159.06019892426468,A,E,97.43115086882757,-93.34173912058316,E,186.80033554755772,C,A,D,35.41275413545083,D,170.18395530229571,E,1
Jewish,White,-61.27034363502112,E,E,46.98027546317608,259.02232839784574,-95.53081927836192,D,A,127.92614010953756,-15.651060530113833,D,-50.08263204922567,A,D,E,-15.49066011058112,A,131.92045763888711,B,0
Other,African American,-4.3092969044938,B,B,78.25490159739003,-204.14597923096483,-67.92645640323519,B,E,9.771623833093548,-12.531265645544536,E,-48.38519116369275,A,B,E,-150.85182424170512,A,81.9487574201183,A,0
Christian,Hispanic,63.87130242909526,E,D,-134.11697162079625,-189.94214505141753,-0.24691268545935924,E,C,-137.60939738091935,-83.62853562600232,E,-168.517580733722,E,A,D,159.1543459074097,E,50.56673016381361,D,1
Hindu,Other,-17.032563485020642,D,B,225.81323601034487,127.28675697144105,-73.5909578265953,B,B,-72.58020565605928,159.0925169443412,A,8.20909207125544,D,D,B,-120.41889040239342,C,152.92583353449268,E,0
Other,Other,56.639035630248245,A,C,137.01626045088787,-52.35138667246174,-9.63677280606009,A,A,-31.055882595002977,-32.40764323512622,A,-18.76434201317696,C,B,D,-8.288823595056275,B,28.296512681147878,E,1
Buddhist,Black,124.26724000936575,E,E,26.556074849318488,-106.54855802885596,-45.728644058839755,E,B,19.81909068839226,137.59127444614262,E,-33.25364022260263,A,A,B,-148.20879747633228,E,-117.71561895099396,C,1
Jewish,Other,53.74257243396059,B,C,-63.50760372029847,20.26861979073776,20.49316952983442,D,B,128.59188043723725,63.50856100825199,D,-48.7906067855762,C,B,A,-20.675425715786744,C,190.71405833505156,D,0
None,Hispanic,51.515644723927835,B,B,-5.2290223019022495,43.458876669117366,-28.43479950864224,D,A,-12.365120009259838,-191.4063497910606,C,-62.71795237754718,C,D,C,-87.73314204131852,A,78.67951982513111,B,1
Christian,Hispanic,-31.988424136843257,E,A,-55.71595844635719,-37.46263396466436,100.43943459317532,E,B,20.207081417129647,89.61578671040586,A,-95.48299662674069,C,E,A,-19.817845818268946,C,19.736345100882332,A,1
Other,African American,-67.84642477380322,B,B,75.97449920371828,64.35040680338209,-72.46227172414191,D,B,32.33083615166339,25.258531189867107,C,25.589968886863605,B,E,E,7.307958029817649,A,6.688935189748389,C,1
Hindu,Other,11.954464417632737,C,C,-18.074801207329244,1.8685860299315047,12.926855681742236,D,B,-48.88608211736468,-64.86130848730525,C,135.14799051618832,B,A,D,133.45606633417006,C,148.1351047162203,C,1
None,Asian,80.53065176759348,E,C,37.12255708640967,-53.46755533981018,94.890559851244,E,A,-98.57808007652274,49.830887099893715,C,9.435948134483501,D,C,E,-92.7254139419179,D,92.12742256011725,B,0
Buddhist,Other,-118.70234967718783,A,B,-55.25294118934047,95.7451169836634,-57.79106097501946,A,D,214.66485450396567,-137.02347577760574,D,-1.62998450899859,C,C,C,-79.47039691396832,C,-39.679344068658594,D,0
Christian,Asian,-22.957365411219524,B,E,-96.52587352022002,-93.7430789976299,36.666095658657625,A,B,60.124478987980225,-39.60191032574008,A,-71.57057510799977,B,D,A,-61.74861152627389,D,229.755072872291,E,0
Christian,Asian,87.54443858627712,E,D,65.09982205326664,-62.25480742130066,32.975867547652825,C,E,-96.04842838603423,-88.4379654277087,C,-26.62899742380422,B,D,D,183.8612246610265,E,-263.87946060502065,A,0
Muslim,White,-134.0503343770489,A,A,29.042874987451796,-29.232255524818008,-89.100835731493,E,B,131.61499820011412,-77.38297719250745,A,-102.6217274746902,A,E,C,39.43888520951577,D,-131.46905146915535,D,0
None,White,18.9466487562797,B,B,168.52023954084416,101.04799970102229,29.452212028347464,A,B,67.09884920493658,-113.34639962038753,A,-22.02335466004957,C,E,D,-229.58235433144094,A,52.690376346764054,B,0
Buddhist,Black,-29.25457054918465,E,D,-138.90062509462737,1.6307013186885384,-67.477758838422,B,C,-148.85055749833356,64.58433308882495,A,-67.17659974129188,B,D,E,-82.80197041736453,D,54.52769993934855,D,0
Hindu,Other,-66.96623219354322,A,C,-156.026859050181,65.1807964049313,-63.62730325408401,C,B,93.65644477865699,132.03409872144232,D,-81.5873320082697,C,A,A,-58.91785052861744,E,74.55469175462342,C,1
Hindu,Other,94.77727687390329,B,B,101.80814221094757,-118.69706009721708,64.39171436952931,A,A,-102.17682857408501,-48.53050017497091,D,-31.086712458893444,C,D,D,-42.76226059778202,B,68.25758610174873,C,0
Hindu,African American,-215.91376323141728,C,B,-165.64353799653716,-44.01889836491484,290.6629449867947,B,E,-24.329464842450296,-35.223795791907605,C,85.84523510735627,D,D,E,-68.84566918476118,A,-83.88731126605865,C,0
Other,Asian,-97.46261072355715,A,C,-29.06068759244133,12.396172776560626,81.75737472832665,E,E,117.63250114666293,62.5386613490109,E,-15.086713766839408,B,E,D,-52.48451022083348,E,-142.3116900852209,E,0
Jewish,African American,54.41624649137776,C,C,57.46218587445322,-101.48575670724604,-81.87805017726382,B,E,-202.86194447796007,21.650505124463315,B,18.41036746181091,E,A,C,10.580128333423227,D,100.84644730536527,B,0
None,African American,4.686016968188999,E,E,-53.58834644664658,-126.2617461271947,133.48933501590554,C,B,-105.18866580254098,-118.53816568758644,B,194.07524369903118,D,D,D,-117.07227209212473,D,75.94804036833266,B,0
Buddhist,Hispanic,-3.3043775333836476,E,C,-93.49823272029745,-66.17700678115305,138.68196189410367,E,D,71.88338046589598,18.34447952575461,B,-37.639373622823264,E,C,A,221.6135316806353,E,-85.27871005126705,B,0
Jewish,Asian,-51.73852215396204,A,C,5.310965582616902,-153.988640361017,-9.457866154446625,E,D,106.6424492593879,219.84495516781547,C,163.68386180850482,D,B,A,16.959644276177528,A,59.67941275842009,D,1
Christian,Other,-14.057790861097896,C,B,-94.80622301301446,-4.41467615750734,145.58604568915027,D,D,-43.085188827079115,-66.99053014306244,A,90.5423618099677,E,E,B,97.59798699989688,C,49.6969220739715,A,1
None,Black,91.64532896063895,E,D,37.12307399516278,-49.43940558540584,-77.3438396439909,B,A,-38.642746811706395,-169.22286724072885,D,122.13863074055165,C,A,C,-5.581681465396376,C,37.14388316643583,E,1
Hindu,Black,64.08651609724362,E,E,111.75025654645438,31.864506540970883,89.60434986105957,B,E,-59.279991869386905,-56.60552772750942,B,-67.79258922216746,E,B,E,44.9969318406596,D,22.717534087488723,A,0
Hindu,Black,116.84858078522755,E,B,50.58142049934274,-2.6899497325662636,-78.87108682833541,A,B,-106.49435505816822,97.9757489485363,E,-143.0652895762322,D,B,C,8.572791180620682,D,88.1397040666031,C,1
Hindu,Hispanic,16.181328081935074,B,B,13.027362228698397,29.932282511151197,5.929800345783094,C,B,-149.6453113264243,10.243801022206013,C,-32.930097756013524,E,B,A,-83.05423729751318,A,166.35048424355858,A,0
Hindu,Hispanic,44.5763239841769,E,C,10.335125809303134,93.90639812608202,268.9488378534946,B,B,-118.32665487704695,100.73367856045274,D,175.2849442598849,A,A,C,-178.05057748247194,B,-0.6792529486307686,B,0
Muslim,Asian,-64.94955251911642,E,C,-63.894347699808485,-101.92313545790014,26.16621711378369,A,B,-14.332364926090419,26.975618926096782,D,19.35545331772734,C,C,C,-15.79554196357256,C,63.66190357807008,D,1
Buddhist,White,173.71918340508998,E,A,69.71584765446063,91.57074974218172,-6.917730411975118,E,E,-44.618955934282944,-73.89967377274533,A,13.035130051101627,C,C,E,-128.4190394598892,A,141.7163822462916,E,1
Hindu,Asian,173.19364286100125,E,E,21.816034474797448,73.43010155972345,27.794351669846762,E,A,-11.936780907548366,105.59077347649861,A,34.474862852679095,E,A,A,11.534520786916604,E,113.88894027443442,E,0
None,Other,57.42340643411533,E,B,-99.37719054965362,-7.925470273548295,-43.28933764508459,A,D,-131.79347551709571,-79.7589206072541,E,-29.580512034744476,C,C,E,-114.64209111698945,D,-141.99527587958133,A,1
Jewish,Other,-107.0870583053304,D,C,-67.27609245626934,9.14501860468863,33.73804804873026,B,D,21.14808188018901,98.51394185240223,B,97.86172381764871,C,E,C,12.476678894613032,B,229.45009743515845,A,1
Other,Other,221.50496449411384,C,D,-162.90109146615717,82.66853756099886,19.88059623919634,C,D,-52.39334195184179,-79.43094953092614,D,22.442137637370006,E,B,C,4.3036590403991815,C,-90.81895076112984,D,1
Jewish,White,8.484012649981794,C,D,136.218154376604,92.33350661836565,210.4678578351304,D,A,104.50039079210313,123.9376012086726,A,74.72516560314351,D,C,C,239.96905255777693,D,-156.43491947183864,E,1
Hindu,White,10.587167228185908,D,D,11.661986924921056,-57.24500579153939,-37.02258154340552,C,D,-41.59875183525627,92.70403118035927,E,-79.52555421624578,B,B,C,-11.204562733733791,C,-54.37135997564562,D,0
Christian,Asian,-232.34645505897862,A,A,-11.21425689444978,47.485136237717555,55.58988906915909,A,C,-107.63822172805963,22.434479331481448,A,167.76504897574506,C,A,D,54.134945634605856,E,-2.045603951302658,B,1
Buddhist,White,35.50052942143071,C,C,86.40488609861875,1.1145253819025234,36.55738744184031,C,B,13.083807589187868,66.20659298187309,A,-123.01244810605243,A,D,C,50.610055446885774,E,133.96918676650287,C,1
Jewish,Other,5.621457726360408,B,D,64.97253677128187,-145.3464750924086,-108.26831184867368,D,A,121.51832042543764,-72.92267947621816,A,39.17932398286698,E,A,D,144.30922951802415,A,82.77183565243652,E,0
Jewish,White,90.65901830589804,A,E,51.5595332074335,-2.9726190536732036,-45.062520849576806,D,E,-67.29552887648592,17.407236000053103,E,-78.42110417827794,C,C,A,37.97408280064197,C,-69.87983848410806,E,1
Christian,African American,-36.09944770651133,A,D,-90.56769264688252,75.11052208065394,67.06837201716334,E,B,54.6819380613902,186.89784105579568,D,19.628687172549665,C,C,D,-76.2609850636362,E,-94.39199415948963,D,1
None,Hispanic,-129.30817897922722,C,E,81.28497207307481,-10.112845223151758,-128.4446878060272,D,B,-33.22156033361524,36.02237905770151,E,-77.72400255992495,A,D,C,195.2989633522916,C,-9.327843108931631,A,0
Buddhist,Other,41.29491242455832,C,E,6.39873952668191,9.074073464102087,83.64157227103574,C,E,-73.28180264768403,63.53961144572362,C,-0.3103476176886031,A,A,B,66.14791256328003,E,-57.93301253151376,A,0
Buddhist,African American,-62.18169403560568,E,E,-102.33796786375844,-59.15596088741578,36.75016357137686,D,D,14.353729662142008,38.791742716305485,A,74.53498072234086,B,B,C,93.60151345013415,C,48.675405798052616,D,0
Buddhist,Other,161.70038151168532,B,C,52.919734141396404,-64.22163718975472,117.66585461510431,C,A,-87.80208091559058,-24.468240066775266,C,8.034367126176939,B,A,A,35.75589508396629,E,-11.427152904828851,B,0
None,White,-95.93839653171187,E,B,45.9897647011325,172.59104036709147,112.2008268033622,D,E,48.22486808298706,-65.95888586624795,C,29.12365208143558,A,B,E,-94.020874871476,B,20.040267223857544,A,1
Christian,African American,38.42012810544109,D,C,51.5036587867086,42.438552075129735,-65.48506201972842,A,D,-51.7286956475562,-1.1265321320107242,E,-9.58902192713644,A,A,E,-211.1657018449795,D,245.48848672037496,C,1
Christian,African American,44.85431083172406,A,C,227.43103856553458,27.16172058817094,140.55921645413872,C,D,-29.869577806244017,-138.030741582696,B,-277.52884042178476,C,D,B,55.38936497238773,E,-12.022663781246738,E,0
Muslim,African American,76.92151073542811,A,B,64.78291469947062,-47.77346182639463,-58.135938053300265,E,A,72.90267216175525,-67.46092536724058,D,-124.27136505351926,D,A,C,-60.86882997451505,D,21.959834598219075,B,0
Hindu,Other,-20.459854335492647,E,C,-34.31488466342348,149.52904440534726,6.427979214091209,B,B,-57.373581848157286,-126.10552829999114,B,22.311131686331187,B,B,E,74.0113740579038,D,-76.5519285837355,C,0
Christian,White,142.97654543040215,A,C,-97.58484603188656,-70.16321649774534,-29.111858201985868,A,E,245.8464482207149,104.35546166992007,E,-110.16808594731002,D,D,B,21.360527162411735,C,-89.0158890368542,A,0
Hindu,Other,-113.32982298700878,D,C,177.26788482469306,-36.95252468714251,-240.53376420283774,D,D,-194.8541946359876,137.3652647161689,E,5.498491197886195,E,C,D,70.06878464349248,A,-65.00513305629899,B,0
Buddhist,White,22.184762972472452,C,D,245.62262656594035,10.2109002302449,5.178899859749381,C,D,-115.54986107208396,54.28028951396773,A,-69.20459273740094,C,E,E,-26.546736671636893,D,-19.841077781463188,E,0
Hindu,Asian,-24.78465929189861,B,D,108.69299807759911,50.741901549362126,109.27501232050803,A,E,261.3960942684367,-20.073350985086414,C,-143.39849532653056,D,E,A,-92.55529192761051,E,-127.81728356734237,A,0
Hindu,African American,-41.841983439496104,E,B,-45.47052451687603,143.99210101092285,-269.6146897265777,A,D,115.69101652561326,40.552434579891354,B,-60.8674037532737,E,C,D,11.553972750265123,C,-47.092071385489724,B,1
Hindu,African American,32.39369865600183,C,E,-59.20926364604557,117.06362931310844,0.3793814243611943,A,D,18.84303013663175,-177.2974812008631,B,228.2331325293453,E,C,E,60.612697639666045,A,-17.680505731738354,D,0
Jewish,White,-157.75574633405108,D,B,99.90566737086026,2.7452146055648883,-50.859691332168175,E,B,56.06585563669552,134.99756714825898,B,62.757480958212994,A,D,C,36.82650156892822,E,-26.789945174872358,B,0
Muslim,Hispanic,-21.312957633486974,E,B,167.83560573946934,0.41760514890917594,31.044749864938364,B,E,-166.11711587273058,28.270910461520813,C,3.100348937332448,A,C,B,67.63109759398695,A,-16.754874221627965,B,1
Hindu,African American,-22.642585197208152,C,C,-99.83326691683173,143.30535169991876,-265.59434745904815,D,C,115.71037889174968,60.32150207259651,E,70.36937017040347,C,C,C,39.05615494352292,C,96.666721618281,E,0
Buddhist,White,-14.644895622687978,C,C,32.503796591095885,60.49440948521041,-35.14305918941154,B,A,-56.66856205859321,4.065147627068051,A,126.86069991359878,D,B,E,61.15195262772152,D,-124.38539431413798,E,0
Other,Black,53.205088699408265,A,C,-112.75958535879211,-49.793015773013174,-146.5644292795448,A,E,99.66691441819766,46.073617868849674,C,6.011683904497548,B,E,D,59.381331565378936,C,-122.42920591938318,B,1
Christian,White,152.7062137290144,C,B,-42.662905627125134,-325.847115781856,15.032294172049676,E,C,68.66396402200299,51.04714657590472,D,37.948408304853494,E,C,E,27.816316288791278,E,7.919431636109684,C,1
None,Asian,42.20514461660412,D,E,-90.27899331034824,-134.20766894498385,231.8472701131969,E,D,57.00035793011191,-74.75414267698562,D,96.32123072503084,A,B,B,-14.256043944278366,E,120.87084503723318,E,1
None,Other,-91.50331743474662,B,C,-32.13693596441921,-101.35176904828711,99.4217893150482,E,C,82.27928161902834,-40.32140070049023,A,24.578775991789215,E,A,A,184.2065292595189,C,-11.287935978616535,A,0
Hindu,Hispanic,34.64187620489669,D,B,-3.123139749614206,8.990549628154,-43.80727395041335,B,D,16.943227550673456,-78.44414461484548,B,-17.766151832019442,E,B,D,103.31188367089592,C,133.96888749012712,B,0
Muslim,Asian,-44.24170269946733,C,C,236.6699318772688,26.442889239036916,-121.52190463505997,A,C,-38.998341840376014,145.6164526031094,A,55.67821979736255,D,A,E,190.9234234956151,D,61.85377467644698,A,1
Muslim,African American,54.811869755286935,A,E,-94.48463365579816,-44.17586433559319,31.188683077438718,E,A,-153.6623755668215,-0.0015800002633635285,E,-84.72797048904054,C,D,D,-102.90687287570574,B,-37.36754513470794,B,1
None,Asian,21.301965574206335,B,A,109.72787627815318,111.19465683791165,-83.50498893318627,C,E,38.89622722427525,58.44970396430356,B,-224.47099555967185,E,D,D,112.94650293000437,B,101.386614061842,E,1
Hindu,Other,-82.39362969692463,C,B,-98.23224615831059,-83.45707268860795,1.985804074442014,D,C,62.621551363108054,38.32070249474343,C,160.54871160388703,B,D,B,5.0930887767299415,B,-146.78694399343405,E,0
Muslim,Black,-24.144951280632117,B,C,114.95670432177447,135.72712332134026,-26.015071719887782,E,B,78.76207305287525,-172.01410520305927,C,-24.154424675625012,B,A,B,-88.5686172136015,E,207.68488211144862,E,0
Christian,Black,-54.031203504119716,B,C,199.09071309218348,-176.05183472402373,146.69519346412372,B,A,-107.5074595520477,-170.51871509068798,E,-36.23897638082772,E,A,A,133.4853040709503,E,60.64068658352733,B,0
Christian,Asian,-34.52252998351702,A,A,95.82965442442318,121.60125682381577,-9.017065051769556,D,D,129.25313565972067,-41.816804474017104,B,251.2140182540506,A,C,C,-33.869337089439504,A,115.74136373446078,B,1
Other,African American,10.235469868610847,A,A,118.00334239125272,43.162589728971845,-14.012991260698564,A,C,31.097604267270327,-19.913127881951905,D,-39.1570023740969,C,A,D,38.77570383237906,D,83.61530563438446,C,1
None,Hispanic,119.98536438583234,B,E,131.45602666172286,-71.58212015871851,-24.424656434149664,A,C,34.87998277176121,187.58632127223166,D,-128.1847739830499,C,B,E,-11.623213045181528,B,-149.48474211783912,A,0
Other,White,113.4247124660639,C,A,35.87164855990988,-8.281166800449023,-22.382127983578176,D,C,215.11671507869337,49.74787889377861,D,186.5023046449032,B,E,C,25.284353647600117,A,-24.854553286975165,C,1
Hindu,African American,64.59961941162882,A,B,72.27027114840769,-106.96323412810756,124.84780309011308,A,A,-141.1864222353211,16.612425606982864,B,143.01011770362993,B,D,A,-18.81874636241987,A,-169.48066848193133,A,0
Buddhist,White,-1.3937955069067955,C,A,60.810742650381776,-164.6748292888251,-31.72610665671908,B,D,-311.70619148294884,133.62300297365908,D,-72.25155924459638,A,E,A,149.7569067341224,C,-110.19173319999321,B,0
Buddhist,White,-21.948776062599645,E,E,-166.3126738692963,-4.1022779636126,112.28977450454659,A,D,-73.5569409613614,-153.5194466193039,E,32.51413145795536,A,D,D,-83.09458397105018,C,116.3561799735578,C,0
Muslim,Hispanic,129.52221461993355,B,E,-43.59485802917183,42.53253650782707,10.162674589847576,E,D,-210.65247249432133,89.25393415276847,A,137.0918661953336,B,C,A,-71.19219392957993,A,38.01123787972472,B,0
Other,Hispanic,105.3462857757616,B,A,-160.06861539462892,-141.19296039238938,-139.71411937677803,C,A,-298.27619501425846,27.536504243788162,C,-23.589264061021655,A,B,E,-136.89721890581782,D,-105.38796600832762,B,0
Muslim,African American,-67.34980762772399,B,C,-151.6370897599815,-103.65757828312508,10.95800010720521,D,E,-120.10489620779671,90.0346169929149,B,-65.82574778678729,D,B,A,94.88972562813196,C,-0.9340242029816405,B,0
Hindu,African American,-113.36119303698702,B,B,-50.970924993579715,30.14367160510866,-119.1794593257939,B,D,-97.27781523243668,-189.40095992985428,B,98.53505483588002,A,E,C,38.6356841332925,D,-132.1445995084102,A,1
Other,Asian,-10.23347952128754,E,E,-149.94918189055258,-69.84913652051561,-117.62000354577586,D,B,-195.25061983486682,-117.85850631524055,A,-16.549711819299205,B,B,B,-4.558796879403362,D,174.6043338434131,C,0
Christian,Hispanic,-30.494076112443246,B,C,86.61266463111274,-175.14918323979634,80.30642931617481,B,C,54.77412764376937,-62.850208332482396,B,-175.95243584479826,B,B,E,77.31804566383997,C,-24.553016702925472,B,1
Buddhist,Asian,-26.78386542906774,E,A,-122.91576466246603,-157.46063051746535,-73.90026374551731,E,D,22.39201670997885,46.89250476180795,A,10.229694695016141,C,C,C,-5.281661696319732,E,6.726609963086638,E,0
Jewish,Hispanic,-62.70552048760085,E,D,141.0507395873025,29.385317538880614,93.81606088590162,A,A,-112.73115991989002,-40.36640563102319,E,111.92227523127872,B,B,E,-62.76627464167607,D,-4.545913744114487,D,1
Buddhist,White,67.18815426915793,B,B,14.507475492375788,110.78133149524673,46.179032518061305,D,A,-180.8020465478243,-76.70908799500687,B,-28.632803107114153,A,A,D,39.02272903588253,B,10.496414203539661,B,0
Jewish,Black,205.6967661089177,A,C,76.10875850054747,78.22681051718504,-45.3408581947728,A,B,69.27023635744867,-122.432997031908,D,-255.82653197368072,E,D,D,-5.841659935244931,C,-54.737475861795815,B,0
Buddhist,Asian,24.12842537695446,E,E,52.213202416798175,-42.215906106375975,52.03815119645016,D,D,226.9774489274547,98.09193969846156,D,61.734656325976566,C,E,A,25.48159493314202,C,75.35313056875225,D,1
Hindu,Asian,-25.88862993076463,D,C,-90.12393787743332,79.43569611482569,-5.024243258028174,B,A,73.11396864150316,62.03382789785419,E,18.007727199377864,D,D,B,-111.88571054141929,B,-90.81513366127405,B,0
Muslim,White,-36.65113665869684,A,D,28.87510192800328,13.796732255266999,-89.00022212216703,A,D,-18.93699924651373,135.87571727820514,E,170.0033174365486,E,D,B,-94.65065067792719,B,47.44129089958866,A,0
Hindu,White,-9.08804598815928,B,D,46.56707343163762,95.77586532940788,165.9054476406852,B,E,-67.4530965684892,231.8197179670558,D,84.47005768113416,C,E,B,24.26948225940484,C,-58.12708935743436,A,0
Hindu,African American,46.449881225456416,D,C,-154.48353899683923,-65.91999440983905,-158.57046684042862,D,A,-108.4936441261146,154.9133583431259,E,56.89797708166841,B,C,B,-176.30439987612968,E,97.95626477318076,D,0
Jewish,African American,103.7571629827422,A,C,-0.7251924147288454,-4.8910276029131206,-49.45565032811024,E,D,28.135875451976055,52.67247007630901,B,-15.733820478089802,D,D,A,-1.9690731739355163,B,134.05447110829516,D,0
Jewish,Black,71.83415389028134,C,B,-88.19982831716887,-51.27867485381231,64.60442522158206,D,B,31.253461168070196,-75.79000929793665,E,88.8094061576575,E,A,D,65.96191972340422,B,94.35284514987228,B,1
Buddhist,African American,-88.6649484906818,C,D,-101.18315264418601,-98.06362771971442,129.8543167885319,D,C,-25.5041366728468,-162.28911404359502,D,94.7916612489325,E,A,D,-89.4441483279111,A,29.590345283683906,C,0
Other,Other,-41.5313763949767,E,E,-112.85351891498834,149.63442951010924,-73.30735620975639,D,C,-105.31893350818171,-83.12637038660804,C,240.2252476583958,E,B,C,-154.9067053650107,A,-34.39664776396194,E,1
Hindu,African American,72.66320724177147,E,E,-49.45934217741586,-59.27429377511096,81.58492860240145,E,B,-76.63190328490262,1.1538821582268866,C,-3.302337798005938,E,A,D,17.948698183456756,D,-34.928926582276844,E,1
Christian,White,-16.602346444083622,A,E,102.23343698607114,38.77804593583078,47.748623341879956,E,A,39.144971058501014,50.532061356577515,E,-118.28145356481437,A,C,D,-80.27163888926796,B,-89.71070259109769,E,1
Christian,African American,-6.729647794836148,B,E,-166.18483808500943,32.575138470389895,34.29321933280301,B,B,-9.740669899289593,177.30093241795774,B,11.496104860530941,B,B,A,1.1926034648490602,D,129.63689182297745,B,0
Buddhist,Asian,105.20597254177018,D,C,58.606592101423175,-4.6172146553669124,-34.874135126460494,D,B,-6.668554155908581,81.29990435492577,E,216.57146665543397,C,D,B,1.0802817238927505,C,203.39974283580537,E,0
Hindu,Black,-184.40566310388172,B,E,80.91739881404595,10.170239654560593,-245.81360425636117,D,D,-68.07120936736452,-6.639165841700014,E,61.38342418299791,B,E,B,-38.60982058591616,A,-99.02982651725955,A,0
None,White,-7.545688156365847,E,E,-24.844831523113793,-160.78797141475854,51.674293518157434,D,C,-153.06945403653148,-23.728706982877938,E,-126.75578185285075,D,E,A,13.565935411778545,D,28.848387654501582,E,0
Other,African American,-46.3550140352846,D,A,166.58593869800777,-24.785570881181826,145.86230441233465,A,D,57.89247934116387,-115.72606566518677,C,-39.95253473901331,D,B,A,8.40844393968261,B,64.40793032400968,E,0
None,Asian,115.31459000765823,D,A,43.26406482694688,-21.67535404427395,9.713117124268289,B,D,-72.16775569099912,111.27320552385574,E,50.540543214186265,E,E,A,-16.4061837310772,B,159.99990626740134,E,1
Jewish,Asian,-69.32655745867923,E,A,35.86829128131253,-77.89956330333348,-180.47894038162525,D,B,149.57467695494702,27.656909137863583,E,-33.07108193180526,C,A,A,-208.4484302325138,B,-240.96260885606918,A,0
Hindu,Asian,-77.11974650943792,D,E,56.570020311279364,-49.01521926033165,110.90091005667324,D,D,-81.09490531570974,-144.52161970152204,B,31.899770047188074,D,E,C,60.49948427772266,B,-26.398442945647343,E,0
Buddhist,Other,140.60059382076128,A,D,-69.12744259015633,-7.430894380319741,-194.1296050701444,D,E,162.7585218922369,-0.8316030238727747,E,8.191008410729204,C,A,A,51.479183987566614,A,121.5302718622431,E,0
