disability,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Both,26-35,-45.77821947084246,-108.78415381459108,-34.396576304807205,D,3.9132386478643673,C,D,B,A,C,-77.7791001132908,B,0
No,65+,31.161145383529504,105.8235706981889,69.44045778961193,C,41.66457015489313,A,A,A,A,D,-136.22054984611458,A,1
Mental,36-50,45.690844505348124,-131.54750337040656,8.531637798879837,C,-27.51687523207446,B,A,A,C,C,47.49148867785482,A,0
Both,18-25,-15.052079026844378,70.73599754743769,-235.40536124462267,D,-44.812971273887584,C,B,A,B,B,-83.70928485994553,D,0
Yes,26-35,-31.564528273100183,-37.163273652168385,-54.24077019244784,C,-213.00371973753394,D,C,D,A,D,-151.24242289938843,C,1
Mental,65+,-137.43910092276877,32.52320286140376,84.80076560322736,E,226.3970610263811,A,C,C,C,D,114.27713694623856,D,1
Both,51-65,-166.75044600592784,-35.245539230951884,-6.870627134029414,E,-163.64080678703615,D,A,B,A,D,136.21616275505826,B,0
Yes,36-50,-203.67773426563969,79.96246494097554,-10.885755570483594,A,-58.33662637279525,D,B,D,A,C,16.625729553757715,C,1
Mental,36-50,123.11668977484229,-106.02926395064813,36.05571534735771,C,27.36240569363733,E,E,B,A,C,-27.593431743796042,E,1
Both,26-35,48.00596508812702,63.44330297706099,-27.073785785902306,C,-174.47076617640448,B,C,B,E,E,-79.06538914009482,B,0
No,51-65,-15.771586693113138,-94.76919603473681,-76.29059022134935,B,-93.93046411098518,A,B,D,C,B,54.73629802913504,C,0
Mental,26-35,-34.15422901507871,-45.86320660046675,-14.938404259804752,E,-74.52603194635753,C,E,A,A,A,-185.23556513082812,C,1
None,36-50,-65.34550226461057,-72.7989353232623,-175.15852700879984,C,-173.29026765145298,E,B,E,C,A,103.17708625131503,A,0
Both,65+,122.74361707477468,-53.162991010100015,7.26683375069896,B,47.476614802070976,A,A,D,A,A,7.301160624909414,D,0
Both,36-50,-36.3626199828195,86.960779217039,7.004743711318535,E,7.4755465349989905,E,B,E,A,E,-1.140213467394507,A,1
Both,26-35,-33.940459653668064,39.10932637372762,83.09468314342736,A,57.30625610531636,B,A,E,B,E,-40.04078817855086,D,1
Physical,26-35,-95.6463974668071,49.60382504117675,-118.71863716784725,D,-54.03259331094337,E,E,B,C,E,60.90483334031226,C,0
None,26-35,-21.404366932139325,-67.62724975653633,-106.9868360893936,C,130.29470119574475,A,E,A,E,B,-35.96725206008699,C,0
None,36-50,77.58634541502539,-37.896340401684895,41.28559363344595,A,-87.8659771803995,B,C,E,C,B,-90.55427162472225,D,1
Physical,65+,12.410626267180696,49.2395106684356,94.01897795246923,B,64.18537482246747,E,D,B,D,C,-23.83262894614493,C,1
No,65+,-118.43981350956729,92.0225457457469,22.474441774416015,E,33.308422281150015,C,B,E,A,D,105.77775700609826,D,1
No,51-65,94.31275014242671,73.06532701543884,-118.06361856601943,B,-51.335602117125525,D,A,C,B,C,177.3012235943326,C,0
Both,51-65,-27.98705102231286,-140.39425241976798,19.87414347311674,B,-148.98356731920498,B,E,B,E,A,-75.49497647802106,A,0
No,18-25,41.976036099383265,24.986273583936676,70.84443093716733,C,40.78380682842587,C,E,D,B,A,69.1118271976497,A,0
No,36-50,68.12755404609959,102.83384442793047,101.60312611416764,C,99.88128453499067,B,D,E,C,C,-28.858791325508225,E,0
Both,26-35,177.09868586268712,21.63255973990684,-21.473809223920036,D,-0.5054553742466051,A,E,A,B,E,-20.75485447352799,D,0
No,65+,87.80836301905806,62.812997707237386,-74.9908605270132,E,157.84539094146137,B,C,E,D,D,-33.18180067827061,C,1
Physical,51-65,132.5899085697176,188.3452037255083,69.9530257957729,D,-15.539504760348223,A,E,E,E,E,-53.184891306759674,D,0
Yes,26-35,44.75048565020219,-99.46744720779279,62.436425364760126,C,17.717272738680325,C,A,D,C,D,-90.68282660044486,A,0
Yes,18-25,-68.53986863705275,-119.0682038778303,11.403017294165855,D,-33.95911330372504,A,C,A,B,A,-91.28020893497019,B,1
Physical,26-35,-7.546512369481071,11.538251394218397,-78.41534299935921,C,82.04778890500505,E,D,E,E,D,38.01402780444966,A,1
No,65+,272.90042761713613,124.10556650928477,225.8709439095029,D,-38.53088957368765,E,D,E,E,B,56.1878407069496,E,1
Yes,65+,-273.95454294921024,-157.8706172654043,46.84601911683714,E,42.18290573832801,A,A,D,A,D,-102.28862932611582,C,1
Both,18-25,-176.41415793932586,48.35890672815887,88.27139925270076,C,71.11743253723492,E,A,A,D,C,-129.35590214292134,C,1
Mental,51-65,103.4137752288695,-96.13694657332826,33.624750745142116,D,124.25615756929555,B,D,D,E,C,-35.15165842479392,E,0
Mental,26-35,-23.753867393797332,-76.72284733194202,-27.93238841487284,A,-130.81900034897737,C,A,A,A,C,5.968319240119804,D,0
Both,26-35,7.273730719018092,-49.7659226525739,71.38988329779006,A,39.26995862437153,C,E,E,B,C,-20.399266394687093,E,0
Both,51-65,-10.207406533570134,-31.55861667277305,31.02945135461084,D,105.67255094154906,B,B,D,E,E,1.674975561455919,A,0
Mental,26-35,-18.25227604527491,-45.50598851006238,-112.79510767659649,A,46.63349862482594,E,B,B,E,C,116.79479876354696,E,0
Both,26-35,-191.61646349598237,-76.86818095649238,-61.29993198302497,C,-49.21977439681239,E,B,C,D,D,133.72425796363848,C,1
Mental,26-35,135.96215612286176,27.841127234398183,-2.5398769275358304,E,53.47878866747288,A,A,A,E,D,6.3137062413401575,A,1
None,65+,16.7657338616355,-27.620174296955096,-9.249824439791507,D,-19.31304375564111,B,D,B,A,D,72.2670585392432,B,0
Mental,51-65,113.04719989794,29.87159873189622,-89.15657259113601,C,-88.0955432457113,A,E,A,B,A,19.48506067001684,B,0
None,36-50,-119.59887254592911,83.63445578110883,65.00937788861077,C,11.555635889715273,E,A,E,A,D,46.84751527543246,B,0
Both,36-50,77.80866900811085,-113.43023878216158,50.37195195541037,B,57.833575893413446,B,B,A,B,D,-9.445321005988173,C,1
No,36-50,-22.19516051527399,74.97779063022297,-180.50372508212945,B,-92.34214501225388,E,A,C,E,D,80.1773273822495,C,0
Both,51-65,-60.42972766141398,-80.31251270692717,-92.21883643520337,B,29.97203738988977,A,D,C,E,D,-169.56514940603694,A,1
Mental,26-35,33.78820260803493,125.83322616410506,-114.55324976470385,B,-126.16292478826716,C,D,D,A,E,46.58464126006969,A,1
Yes,36-50,90.79340184343475,79.39790429578663,55.00433943131996,A,227.92069774118414,C,B,D,D,D,-3.8200449882523366,C,0
None,26-35,24.83735916838604,2.582232112976754,-7.808238161038025,C,-15.625142076840923,E,B,E,A,C,35.05566095636909,A,1
Mental,26-35,-49.521929710502995,34.02155254443291,-147.73296813292853,B,-2.3679027493069977,A,A,D,D,A,-100.92077746851807,C,1
None,26-35,-17.678723585969355,53.56635467979943,-90.42269536097554,A,88.82592800692993,E,A,A,E,A,127.99411149330173,E,1
None,51-65,39.948110252571276,222.66428398859327,94.39062979014466,C,-44.63423778632573,E,B,D,C,D,25.196450295627542,A,0
Both,51-65,42.83766874475428,-78.104192644724,97.82457789991628,D,-24.55457914057775,A,E,E,C,B,18.48942043003478,C,1
Both,26-35,-107.75183668644492,43.417001707600775,-162.69720659133915,C,-142.52621616733217,E,C,B,E,C,135.112343055413,A,1
Mental,51-65,-250.03585930137663,-1.7559270623939378,145.66079360284854,E,-181.10082036912488,C,E,B,B,E,-128.5843659985914,B,1
Mental,36-50,42.659177258321044,-57.83626777272741,45.876461568531965,A,-53.75269158157384,E,D,C,D,C,92.32498362625972,A,1
No,51-65,-212.8121229409104,-109.93869143307948,-110.37044302493197,C,-147.50378411139448,B,C,B,A,D,22.821451360972958,C,0
None,18-25,-46.061233702195395,-36.38328249129362,-17.12598011701517,C,18.09056281206103,B,D,A,C,E,11.19260681632131,C,1
Physical,51-65,-93.02551386166533,72.79525883774104,6.934193415655584,C,148.37456221925567,B,A,E,E,A,-138.0023809506589,E,0
Both,36-50,93.79878514757004,-20.67853510085394,127.98154668425327,C,-63.87184743362715,B,E,D,B,A,-111.73838275097789,C,0
Physical,36-50,-101.92594791584693,-178.9043250948241,-43.184581199201936,B,-105.71293698484101,A,D,C,E,D,-183.81007531254838,B,1
None,18-25,-18.740346621208293,186.3781312585948,-50.770015104007584,E,-35.67428797206061,D,A,C,B,E,130.28549999344136,E,1
Mental,18-25,180.11777801098424,-160.89260487144645,11.294895310062534,E,-40.865249978194214,E,D,D,E,B,38.12828433289657,D,1
Physical,51-65,-11.897114192728814,34.35087355252319,-3.4590615037265495,C,124.37445768719468,A,B,B,D,A,-33.73351007784285,E,1
No,36-50,24.27210468600326,-108.82488172471174,44.40742131916521,D,235.7998326883139,A,C,B,A,C,8.265349472958604,B,1
Both,65+,-42.15084180890846,-95.85948218679697,215.07056340117902,D,36.89218790324889,E,B,C,C,E,78.7519874567465,D,0
Physical,26-35,-30.278356261616462,51.28201282067671,78.76818600931924,A,-44.213838808762354,B,B,D,E,B,40.801207767128254,A,1
No,26-35,58.78103191327242,-42.39001291382154,31.96641132277829,A,-99.10176801572453,D,C,D,C,D,-151.2928066155445,D,0
No,51-65,-66.9213945634103,-112.24862032191325,-106.39136940877012,C,52.567817112553605,B,A,B,A,D,82.93956983161051,C,1
Physical,36-50,-58.314472477754784,93.16373239401175,-160.45592265161815,D,-1.585350095342929,C,D,D,A,A,-69.12139254440054,A,0
Both,18-25,-110.02886780890495,-107.20885610328254,-83.14147220418052,C,-117.44223250219964,B,C,E,E,D,-44.47341261795425,E,0
Yes,51-65,40.07553143118232,17.527930555285337,-33.616557943623704,B,-77.72640210392795,B,A,A,D,C,-45.58007453766838,C,0
No,51-65,1.4769086581619553,-107.75933167280682,54.140328709063056,E,-94.20051951742883,C,D,D,B,B,292.9528779187814,E,1
Both,36-50,174.03387322363818,-170.1931103954793,62.909229776322796,E,-35.60454579969801,D,C,E,C,E,18.988933729863156,B,1
No,26-35,82.61748206261078,-59.24725865073642,-12.826446640877757,C,191.75112536578996,A,D,B,D,A,-300.8300244943559,E,1
Yes,51-65,59.19178985645879,-144.0012864927061,-57.16425307436439,B,77.82091496920965,E,C,D,D,C,139.99906379926122,A,0
Both,51-65,0.9199551816705408,-104.54486376561809,-179.17465142951085,C,-97.71269624838446,E,A,B,C,A,53.95356048378477,A,0
Both,18-25,-44.57173056090164,46.17171458400361,-71.94450412139965,B,154.48091773770463,A,A,C,D,E,-59.71793424187665,E,0
Yes,51-65,63.927463671061055,-90.4156243848137,89.52134822663238,B,-99.03933528917774,A,A,E,D,E,-33.73587497932275,B,1
No,26-35,35.77534549102907,-55.815504160124995,33.88991519837311,A,-16.995008982706867,A,B,B,E,D,-121.5663846509704,A,0
None,36-50,-79.48275989392893,-122.20280015369454,99.07944944077207,E,-104.8973820405067,B,C,C,E,B,-2.9180292632915394,C,1
Both,26-35,-16.432615937604893,25.55186556697186,32.04104561170889,E,-107.47255024956945,B,E,D,D,B,5.422005565868971,C,1
None,26-35,-85.35320433402636,-127.18501901316101,58.20586320654652,A,59.8638765767061,B,D,C,B,B,-5.129932536883778,C,0
Mental,65+,-81.34063057511841,-89.56956875986509,16.845361820258145,C,68.19038193390787,A,E,D,D,E,-87.70304748637325,B,1
Yes,51-65,-76.3499197042367,50.405569508056914,-36.47631347578859,D,22.040469561204468,B,B,D,D,D,259.0625911826394,E,1
None,65+,148.22663581436566,13.520442194352022,18.598753644523217,C,-178.87725074010322,D,A,C,E,A,117.08903170349339,A,1
No,26-35,-38.185032345496914,-175.9505910619445,44.55475691897966,D,85.31616040911186,B,B,A,D,C,156.00048142474586,E,0
Mental,18-25,-23.700890809162825,-109.31689569158458,78.82818543138629,B,77.04952474982848,B,A,B,E,C,-46.71654823991149,D,1
Mental,51-65,-186.41225616862093,-148.4066654595412,-20.996180057079226,A,88.6698754721078,E,D,A,B,A,115.06309604053102,A,1
Both,26-35,53.993042490278285,134.7025733719066,21.85928752384296,E,-77.56815156895371,D,E,A,E,D,-195.05286938974103,D,1
Yes,65+,76.88942813150558,-61.90875340361354,-64.77763100018791,C,-107.21840051500216,D,A,B,A,E,-57.2025100654171,C,1
Mental,36-50,-4.36818965164999,-162.01549828488555,-111.92982863975753,B,176.63897444752484,C,D,C,C,C,36.65405285769895,B,0
Physical,65+,18.761147524452998,0.7700585099449162,-49.81417803360716,A,158.72979804886467,A,A,B,B,D,42.07869617807893,E,1
None,26-35,-112.25929331397487,-21.443398904583987,-299.15563848772325,A,9.992150406490587,A,D,E,B,E,-10.876551529129712,B,0
None,51-65,-59.6194816901189,-92.64183823238837,35.81223770113798,B,19.79891954668834,D,E,A,B,C,-65.21666057709568,B,1
Yes,26-35,39.00859321109645,121.04786286136748,-70.5652060659477,E,53.436481002245486,C,B,A,C,B,-100.1764046758641,D,1
Mental,36-50,-65.70001159535215,21.212831678065445,122.5422448917564,B,-0.5217981974842281,B,C,B,B,E,-103.5137120896716,B,1
None,26-35,100.1647141011631,-69.59244836094743,21.950205105703194,D,-46.702025813084965,E,E,D,C,D,-46.30419918173638,C,0
None,51-65,16.166116292725242,75.58585616041911,-122.6998060552635,B,-63.686142455596126,B,E,A,A,E,17.697514966487105,D,1
Physical,18-25,35.48497341445454,-70.82097830370833,13.748036600102347,C,-5.446858739881346,E,A,B,E,A,20.252760162096127,C,1
None,51-65,-85.27416195365612,-163.40605066762322,114.38201541001011,E,51.51058377122658,E,D,B,B,C,76.26585025749962,A,1
None,18-25,30.521800254026182,-2.094969353046521,-47.260321492186456,E,-184.7216220728653,D,C,C,A,C,34.82964333106596,B,1
No,26-35,99.46830420469705,-155.33743850700398,-120.20410188851231,B,118.07938866167684,B,B,A,C,D,-86.20580802093409,B,1
None,26-35,-254.7516142297528,128.38761761303707,109.84024605471659,A,43.85589941256718,E,C,D,D,A,-116.31775945866794,A,0
No,26-35,-28.678813460410595,-91.61912806008948,-9.2303579903985,C,-226.69365678990312,D,D,B,E,C,46.46052831403634,A,0
None,18-25,168.7023240385832,-179.0660390028206,-105.53367089269523,C,-2.776775200242106,D,C,A,D,A,111.21336223679421,A,0
Physical,26-35,-34.859634455462626,84.9164586755654,-74.47107951289136,E,-20.053983410223957,B,A,E,D,B,125.58252952282479,D,1
No,18-25,-22.675882476310427,108.90358275866177,-258.63843963588647,B,47.15107114519068,D,B,E,D,B,-87.62784541883933,A,0
Mental,36-50,31.465414797942127,-104.8033953732747,-111.42309757853654,D,94.63274579213137,D,E,E,C,B,-34.420481479238724,E,0
Both,36-50,-0.328263576939943,231.3275607123491,75.78607615623392,C,-33.474326241071864,B,E,A,E,B,135.1745157299928,E,0
None,51-65,83.55982422579085,119.05765332989435,-16.006018985097814,D,-135.3651092603879,E,B,E,B,E,-117.92109482089272,C,1
None,65+,-134.1696558008787,37.008829246919355,121.31937943742344,B,127.07217772122712,A,E,D,E,A,112.49281719931092,C,1
Both,18-25,154.25488606781045,-122.52743684632557,7.9854712870496725,D,22.97989190635887,B,A,C,B,E,117.21524082840189,B,1
No,51-65,18.98919725516229,84.94564356365397,0.1588182892444188,C,195.2988144889897,C,A,A,D,E,53.175272084089364,C,0
Both,18-25,-89.2424011193013,193.3724078382625,52.896355973518375,D,-58.17485606253414,C,B,B,A,D,79.00516636271026,C,0
Physical,65+,15.683866846189392,-63.16226494119521,-15.88681704651426,E,157.83062518639892,E,E,B,D,B,-42.49454873593822,E,1
Yes,65+,102.12754199410968,175.08588934179673,38.453489861411086,B,0.34325907602413475,D,A,D,B,E,86.02307581447735,A,1
Both,51-65,72.65851457843112,-90.37575582023614,-121.90864049449641,B,33.32054094222819,C,A,E,D,B,7.197193634546739,E,0
No,36-50,111.63438505752312,84.15370504677855,-54.14201207167304,A,-88.02686615701529,D,C,E,E,C,9.530124047799111,C,0
Yes,51-65,56.0095731205664,-215.4302997272075,40.34219245067671,B,31.205699960560263,C,E,B,D,C,82.6447540285923,C,1
Both,26-35,14.984936849393002,6.722312169131553,-39.65752886398842,D,-93.2868432239296,A,C,E,C,A,-117.56963693672908,E,1
No,51-65,80.27296633249252,177.49577053218894,8.241126844913248,C,84.82159862356191,D,C,B,E,C,22.292130911339115,C,1
Mental,26-35,41.39343318860284,191.10525417850883,249.58008599994298,A,-83.6480133308956,A,E,B,E,B,2.9921128561313513,B,1
Both,18-25,-47.10089243857263,47.76099853830016,-71.44831201631949,A,-27.67724896148321,C,A,C,D,B,164.47819505126978,E,1
Both,51-65,68.05582108158758,-30.99846254749951,-24.95306200974834,B,-30.874035766512016,A,B,B,B,D,-52.95269116449882,B,1
Yes,51-65,13.05121625160209,-31.101028944006842,136.68383425259847,E,13.280434568929914,E,B,C,B,A,-59.244121604056524,E,0
Mental,36-50,5.077508985667887,70.55843852710952,54.69266736254986,E,44.86737339562437,B,E,C,A,D,-182.36122551131433,B,0
Physical,51-65,52.97254375190421,25.99322691431726,32.044715510983806,B,88.11949214270648,D,A,D,C,C,71.37343652828275,A,1
None,26-35,-67.94383871008333,81.33599085020707,-30.986549111841338,E,-97.24131697096946,A,E,B,B,D,133.25854854330416,C,0
Physical,26-35,96.83117545857839,67.54885349590371,-103.96639251829728,D,-59.42706089818493,B,B,A,A,A,2.6680366375709688,B,1
Yes,65+,-61.23736931964046,-13.911615965139298,-82.94946610928791,C,-44.59498981475928,A,E,B,C,E,42.76169929152271,C,1
None,26-35,31.17016570518207,9.607646647160001,36.05779698201037,E,195.70795440854388,D,C,A,A,E,-54.90135962177472,C,0
None,18-25,194.88149344637756,-93.91112787870907,39.40810805134307,A,159.3041720131779,D,A,A,D,E,-58.20063535107155,D,1
Physical,65+,-131.40085934803747,3.370592853807714,110.74050422906242,A,-31.116999686872386,B,A,D,E,B,108.73991625214221,C,1
None,36-50,126.76687642349403,103.08788181581497,102.01977085180094,B,-100.28386205578701,B,B,A,D,C,-22.71038369720951,D,1
Physical,18-25,64.68425334030115,-17.236177505267108,141.73024101905352,E,51.09550106362507,C,C,E,C,E,-190.49514962958585,B,0
Both,36-50,14.190215377554196,48.72303354442909,64.68726725943792,A,28.844824244033834,C,B,E,E,C,-97.1846713425734,A,0
Mental,26-35,-82.84635953359154,47.91020742381056,206.03249147083224,B,-190.7379974067271,A,C,E,D,B,-93.71628017832302,B,1
Physical,18-25,-153.2179892633742,168.22341736066812,41.89558702168738,C,7.840108934533367,B,E,B,D,C,-156.29447604622254,C,1
No,51-65,-50.487094228532925,-0.45353875890002937,-69.14793213220653,D,16.117091591088833,D,D,B,D,C,179.69091069646788,C,1
Yes,36-50,-44.365212470968785,51.46682004002391,106.33794796764518,A,57.49670706875023,B,D,D,D,B,-92.8335393049982,A,0
Yes,65+,-190.72947216308026,-19.0693236755656,82.77317352847142,C,5.84729710470543,D,B,D,C,D,-33.760887141993415,A,1
No,26-35,-31.746630748518555,-192.05374785366806,196.52984511208697,B,-217.74817663259455,B,B,E,C,D,-117.71442476484235,C,1
Yes,36-50,56.8998877811387,73.2746392674466,-80.8177907493292,B,-17.83033558938883,E,E,C,A,E,-121.24216479546047,B,1
Physical,65+,-40.400631340747076,-33.39581121659456,33.10096793315519,D,123.67483820901552,B,E,A,D,A,50.899009368153436,C,1
Yes,26-35,-21.464978737653503,204.12726270783298,192.64207147712298,B,68.08883044318983,D,A,E,C,E,-163.76909514318922,B,0
Mental,36-50,135.1874995097195,63.53736858353488,-18.385707040563794,D,99.76273522223195,A,C,A,C,D,-13.118088561563246,E,0
No,65+,-47.2165617869282,-53.651304044387935,39.86040516431374,C,-132.60804053159316,E,C,A,B,A,-103.13014943264018,A,0
Both,36-50,-41.795680332017696,18.09473102240109,79.55107651360876,E,-112.65736661226202,D,B,D,E,B,-157.49483182544705,D,0
Both,65+,43.01188600410173,66.2488280361361,60.17533726976391,B,29.372520363678724,C,E,D,B,C,-22.049416459242423,B,1
No,65+,-12.400533986231501,167.08431488868345,-66.69176210118762,B,-1.419186990246913,C,E,D,A,C,307.7808655684442,C,0
Physical,18-25,-49.682229063774344,78.74162381078524,128.71655449268312,E,-144.12001513810836,B,B,A,D,B,77.06283260904587,D,1
Mental,65+,-96.9070331232711,-100.92970559029663,-77.11189716728799,A,16.055289610622598,B,C,C,A,E,-77.31572265938348,D,1
Both,65+,17.87404271108659,85.48355454349264,-63.14081933695521,D,-111.07462837764372,E,D,C,E,B,-15.95103527231558,C,1
Physical,36-50,48.88005578602591,18.445298682423473,57.632407634377344,D,-26.31476676185264,A,C,A,C,C,52.16448928441187,E,1
Both,36-50,-76.41586284317529,57.637264490105075,146.0747749700612,D,4.559945733776959,E,C,A,A,B,53.65217014298837,A,0
Yes,65+,85.29182218969127,2.2713261957411435,-164.47043047327406,A,117.35054117213373,E,B,D,D,E,-147.55508540898043,C,1
No,51-65,-4.5342521864240855,23.102276191582387,-146.41430390031647,A,-43.885672758111475,A,C,C,E,B,-108.99212326750055,C,1
Both,26-35,-268.01108462309713,130.77062256958664,78.59230566929833,D,84.46733390046161,C,B,C,E,E,14.93068674210106,E,1
Both,26-35,-156.8048884372686,18.685271371920333,-185.601695718623,B,-64.11773085224758,A,D,D,A,C,39.1085276596393,C,0
None,51-65,-53.98303149903655,-9.417073928595446,-22.65535483185191,D,19.740339273980286,B,B,B,D,B,-66.80447303141267,A,0
Mental,26-35,144.51101564317958,-58.30929481407375,13.13507888724535,D,37.91426166211739,E,E,A,C,D,-209.8489661417505,D,0
Yes,51-65,-46.04060625820048,-87.15989480553246,-188.2814169244579,A,-142.4552394888935,A,E,A,A,A,-93.22887254172694,C,0
Yes,26-35,191.53273821140573,5.8946063480566355,-17.85421231789785,B,-34.57994332017067,D,B,D,A,A,-28.46802015526465,D,0
No,18-25,103.19405349247126,174.81732367458574,140.96537615701342,E,-86.09520812781246,A,E,A,D,E,14.344901458793814,D,1
Both,36-50,-85.65227114721755,174.66303404652942,-127.74282274518029,B,149.02596633331012,C,D,C,B,E,-27.63021582287861,B,0
Mental,51-65,-14.918046028760765,-59.89394764489585,-56.15174319569126,D,-44.304482506305206,D,B,C,A,C,128.96342680806046,D,0
None,26-35,-22.51059260751818,-193.23336599756175,-123.38240401452774,C,-86.58318071874305,A,B,D,C,D,30.680826001447613,B,1
Physical,26-35,-86.36214393608563,-103.66293999844605,-71.02815554134824,A,153.4669616623706,D,C,E,C,D,61.730585153510745,B,1
None,51-65,-21.106648710854348,136.27140259076754,16.652446191959733,C,-28.047126497450687,C,C,B,A,B,-74.34560020921506,A,0
None,26-35,-72.80456725588307,-82.11039027092878,-63.769674493872216,E,-22.0084739724155,B,E,C,D,A,80.55338904256412,C,0
Yes,65+,-50.66436982115326,44.41224519893059,-96.55128679648635,A,155.2596700070349,B,D,D,D,D,-31.185541325219525,E,1
Physical,18-25,-113.50476848190634,-7.659346335665053,-12.045925800721944,C,18.37011229352725,E,B,B,B,A,-47.16612458415222,B,1
No,26-35,107.84252718845131,98.89715383335168,-69.69722431302552,A,50.57429818602242,E,A,B,E,D,-177.17310768326664,C,1
No,36-50,-108.95805973917359,-12.30444966706203,-218.01501589860095,E,-14.842687847889158,D,E,C,D,B,-120.39376913712259,E,0
Physical,26-35,-98.05466218660342,-132.22242152477335,-148.81315324318575,C,-6.76489637626981,E,C,A,B,D,-47.00665925432712,E,1
Mental,18-25,-183.13824574054533,26.20479667320087,-39.74215948585038,B,-55.68715694588763,D,C,D,D,B,72.58723750281564,A,0
Both,51-65,109.3146198952394,67.19296982345429,5.666228423357772,E,74.91583310555164,B,A,B,C,E,-71.31371889887683,A,0
No,26-35,74.54986162646449,17.32923330245954,4.339345417949619,D,136.37881204230865,D,B,E,A,A,29.913676589041206,A,1
Physical,26-35,-101.68081274648857,1.504104748322096,63.14575193641527,B,80.91483166554104,A,E,E,A,B,-126.9641402142466,B,0
None,18-25,6.062104842419904,-13.448901211087897,80.79547354097335,D,-14.707020268685444,C,B,A,A,C,0.06983637455763637,C,1
None,65+,33.80668913289128,-163.69595892513846,91.21773814641344,E,129.79284764902042,C,A,E,A,C,9.300417271539233,E,1
Physical,65+,-205.79649950757104,-8.784695015768913,24.414372613294482,D,-84.35309107676963,D,C,B,B,D,6.58601684637169,A,1
Both,18-25,2.44950212009936,-22.674974730690188,-19.304931914672476,A,121.87503994051359,D,C,A,D,D,-34.586204495349655,A,1
Mental,18-25,119.59408946474316,37.327268072447794,96.25250591790588,C,-95.15901319778199,D,C,C,E,D,-61.2928487192421,D,1
Both,18-25,67.32174307410335,-66.32304604333864,73.28924138116587,B,120.72519900499404,B,B,E,A,A,-166.5773894705705,B,0
Both,18-25,-72.86690861236461,-93.12573769014658,-23.06280386816809,E,88.70971185124849,B,D,E,A,C,-63.57502964543092,C,1
Yes,51-65,77.17442131226935,-60.72576443839607,-43.19399906044894,B,24.955521508939814,B,B,B,B,D,116.38757220957872,D,1
Both,36-50,-108.89636596344556,-65.96020766021083,-76.58034095536121,E,-5.208345067219035,B,B,E,A,B,-27.837519261826316,D,1
Physical,26-35,236.0613036220909,-187.59486526080133,-171.46393720449157,A,116.10579621517199,E,B,A,C,E,-116.42865090735519,E,1
Yes,36-50,-154.04794819410426,-79.06659202021682,122.03848024187084,A,-114.97342982954699,A,D,D,E,A,95.77536722322037,C,0
None,18-25,141.90921082350147,86.51777703673893,-10.018675825960397,A,39.736195554924855,C,B,D,E,B,63.62770584547782,A,1
No,65+,-239.30428039647643,147.86245855849486,198.67785631742274,D,108.18378812397818,B,D,A,A,B,13.12075995613371,B,0
Both,26-35,174.59734177478842,48.71055644830347,90.98658473660214,A,-101.74336205439157,A,A,B,E,E,-123.07958153845775,E,0
No,18-25,85.10431080735982,136.64320427273597,147.33878382840112,C,-11.494367201907767,B,C,A,B,B,-21.667270058681734,A,1
Both,51-65,26.57064511164966,186.35643710806156,-37.19586861597806,E,6.396096719142533,E,C,B,B,B,-7.24156892932732,D,0
No,65+,-66.84965736429247,-5.628146060975826,-49.80864229505242,E,153.39714494413928,B,B,A,E,E,-68.94989096353,C,0
Yes,26-35,-49.182824582727,31.464703146906114,84.28767277299812,D,53.36952547584583,B,C,B,D,D,-78.88222437113758,C,0
No,65+,18.835006631012607,3.6096586940004096,-98.6901710118496,A,186.6865964804197,A,D,C,B,A,-92.2590922507547,D,1
Physical,18-25,-165.34433019366304,-66.91220850958753,39.448625604341814,B,164.0047255022248,D,B,E,C,D,-8.64225473526714,B,1
Both,18-25,63.73569000394531,8.555362231789514,-28.093827056212888,C,43.40763398716704,D,C,B,A,C,93.59595057524373,D,1
None,26-35,46.746496697481604,143.07102487222832,-73.82053950003149,D,149.7218363243954,A,A,B,D,D,-108.8641775851108,A,1
Both,51-65,-74.49040593508039,-50.91334527812143,160.7106744285367,A,141.08732006009228,E,C,E,C,E,-77.16957671358225,D,1
No,26-35,139.39630209996255,11.580229267374222,-15.429844679972508,A,61.89271461399171,D,C,C,A,C,15.394478037660662,B,1
Yes,51-65,-23.705024627055117,108.92787993726077,-70.25329517131095,B,78.63505949694515,D,A,C,E,E,162.9697516761285,A,0
Both,65+,111.78136718198961,85.19975562534857,-191.96580579055865,D,141.86605530920195,D,B,C,B,D,-145.5135314962151,A,1
None,36-50,-27.426058434567864,106.1980456262593,19.163889231302758,D,35.12778380740027,C,E,E,C,E,-108.67562419227292,B,1
Yes,26-35,-94.57043160761867,-61.538950150213,-122.46299914603807,C,-114.01522213710456,C,A,C,E,D,-71.65498513530014,A,0
None,51-65,-74.38552799046226,-4.315964327229278,-7.671555039696584,D,2.210530735340213,B,D,D,E,C,-61.12799179454398,C,0
Both,65+,99.10190897204872,67.49046174070257,5.853612232470418,A,60.73865525220455,C,B,D,E,E,21.44763992107508,B,0
None,36-50,77.92257166093015,-60.43132337013262,-178.14107724765756,D,-176.99030156683648,C,E,E,A,A,92.97228850936582,E,0
