Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Yes,-19.479131537920743,B,-105.23869836031339,25.724957123706798,-4.677313451559616,A,53.4936992490424,-56.298656537161776,-12.798365953594113,C,C,D,D,C,1
Non-Veteran,-218.88630154550896,E,-111.20615263709384,-3.2430110611013094,27.323177440761263,A,-169.46149346340937,-85.63641105660128,165.52582779737705,E,B,C,C,A,1
No,-135.85052190652618,A,9.366337646376369,88.47326140412827,-65.12206810296782,A,-60.062638883365395,118.55929359462682,48.92520991136847,E,B,C,B,A,0
Yes,17.329397210379927,E,100.74568426711575,177.78197201059763,-136.03989437231735,B,26.031302484318964,-21.37410026971335,138.69333807973615,D,B,D,A,E,1
Non-Veteran,-44.90332647104487,D,-38.59263552348714,110.6049401308822,67.08097441165786,A,14.205540176604686,80.31941537942663,-35.28062367722466,A,D,E,B,A,0
No,12.438527310326194,C,164.4671284409283,-120.27127078446804,35.81141352042719,B,-77.11543098767926,-152.74984720518415,12.844966146143985,A,D,D,E,A,0
No,295.02730694152046,A,-114.99258143177526,120.76605257284692,193.58395616439316,C,-80.17800986128857,-0.7296091748352175,-22.84563598241122,C,E,A,B,B,0
Yes,1.9222946641630378,D,-122.85541945581129,-8.940504489859348,-98.98377736054816,C,-85.62728515066742,-123.71127839104813,-140.52175761706386,A,A,E,C,D,1
Veteran,-131.99626580906383,A,-36.53689738643133,-43.212942750802,108.19188234536044,C,-86.44397732110818,42.5232275440983,77.38298653060728,E,C,A,B,E,1
Veteran,81.47734787762614,E,-45.24095183100611,-47.78553165263742,84.19892384620944,B,-45.495154409639284,-90.30291306681613,-92.73790911705267,A,B,C,A,C,1
No,87.32224653313398,A,-12.103574962044119,9.80417810483042,42.06392866116763,B,168.04505053831173,-43.652391324935216,-3.292875122666903,C,B,C,B,E,1
Yes,45.34930552060431,D,29.439466792124275,-44.97300575783028,-73.66596161365409,D,-139.79434019171165,-70.52242224182072,-10.344653104387532,A,D,E,D,C,1
No,78.67131257196826,C,66.70963816068085,84.7556313892591,169.72765907594112,C,-48.63714752304934,6.571677566550438,121.11791931569896,E,C,E,E,B,0
No,55.705101971484275,C,104.96740471676877,103.04666985090887,47.33261197646993,D,46.21027400743353,-3.0604562186469093,-62.70323486321783,D,C,B,E,E,1
No,18.599430524429376,B,-59.3049288236411,-96.14428388311923,-78.93302461547307,E,-127.91845620609278,33.916685762045056,-88.72131125638262,D,C,C,E,E,0
Veteran,59.14087672571316,C,20.44894821218442,36.42631894198336,29.010563160661494,A,-48.980385592842595,76.62846032110161,-40.76533607749585,B,C,D,A,B,0
Non-Veteran,-46.5508830825927,C,-44.11234561501459,46.122613411174065,3.755246815089666,A,197.07636820368293,-134.4440148309234,43.16868268240421,A,B,C,D,A,0
No,-153.11882453295397,C,43.010743842641105,39.087242990880426,-84.38071113894638,A,-76.62006931495749,24.97028982410327,13.445145182693649,B,E,B,D,C,0
Non-Veteran,49.1416789175455,D,176.71657099294484,-135.9254495094361,-52.416822229358715,E,-69.30888257164818,49.05830239968684,101.53935640214627,C,E,E,E,D,1
Non-Veteran,82.18999799573527,E,33.87712667835946,-71.76234837900847,-27.010959554320664,B,-95.20011544988787,24.900373759909385,-39.31985912945208,A,C,E,C,C,1
Veteran,37.77021500149182,E,30.923955521379177,-12.279142299365747,34.59520294921191,E,53.92572225659053,25.41331484415728,200.6406288760795,D,A,E,A,B,0
No,74.36248040618037,E,-144.10658563298108,-107.63203073482114,228.95809700937733,A,125.35962815780654,8.714953026062187,-44.14672216343681,B,C,E,D,B,1
Veteran,109.0168038513992,A,-141.4820845205162,12.089911481084691,15.97366185292941,C,-83.1606109600127,-101.647640350497,62.448581859825595,A,C,E,D,D,1
No,160.22520671357603,A,-40.486544864521974,-78.13293511336137,21.29845885257469,D,-101.3826681452802,-182.07989259998058,98.71892723762944,D,D,C,A,C,0
No,6.712194967848234,E,115.91368520002933,-177.75626957548278,154.43241862095962,C,-40.29306435560713,-30.226771035376487,-24.592340428148265,B,B,A,E,A,0
Veteran,17.551696428445375,A,3.381815230912294,81.22055246412383,43.61550763189894,B,147.9023259083238,-139.11523895694188,-49.26118371369778,E,D,B,A,B,1
Non-Veteran,90.64486966895187,C,177.78136152615974,59.88759877134334,13.027733119496462,E,176.44498524306843,-207.81539861340957,18.162267683009187,A,C,E,E,A,1
Yes,-137.7154943476457,B,-4.538277125298691,-55.36833604952069,127.36236975220878,A,-21.622891513842976,-30.733360066790194,29.91918856674233,B,D,E,C,D,1
Yes,197.17517000546252,C,-84.15225816589836,52.899763840657755,-10.997502305885284,A,-99.81537405739421,-118.22864196362546,-167.684727712448,D,E,B,A,A,1
Yes,-0.6642212193438535,A,189.6013119547156,31.45391298066948,-119.11120358985434,B,75.25441260543862,-171.18142442761598,-130.37714555316597,D,D,A,D,B,1
Yes,-22.548713696925617,E,81.42856595331547,152.46619761499002,-18.874753137038624,C,87.03789618873802,-25.269760628910266,35.816198408912335,D,E,A,B,C,0
Veteran,-34.828030515422064,A,-104.40234162739715,42.95226203638223,3.8697259798825594,D,-23.355453516205195,-122.75113808181099,-107.09395367378936,B,E,A,A,A,0
No,-151.5603290308289,D,-160.93367539793496,-45.534037026247475,-130.6350570310221,A,-62.17372670800905,-59.65476550367976,-20.067161181241346,A,A,D,E,C,0
Veteran,-89.62297861165793,B,75.61272481968658,-61.90344708602162,83.08007467149324,E,29.57333710523952,-264.1228783467244,40.26543707207868,D,C,B,B,A,1
Non-Veteran,-0.7332087484370766,A,94.43648931335346,-79.01136229464777,51.59903815953225,A,232.33096642597553,171.16517835291432,-26.33822583285554,A,E,D,B,E,0
Non-Veteran,78.658048110849,C,-100.37598278558816,-55.328469635314626,-68.3344336342169,A,45.79006949630284,22.546573738255457,-130.08789114295695,C,E,A,B,B,1
No,-115.5072420634546,D,-87.06779047467774,-66.40015598001905,128.7854351225884,C,-16.53285988661749,-75.96473824480539,-190.29687734822284,E,D,E,C,A,0
No,91.16017477224337,B,-6.182642962209324,-115.2775670473885,-11.312217961001906,D,-187.96757573258554,69.12414745916745,26.00553836503862,C,C,C,C,B,1
No,217.79124400548508,D,-12.714131927086845,-28.10378138101724,-102.60630192623192,B,-47.23944649303925,7.584570602117567,-42.351490116874416,C,C,D,D,B,0
Veteran,24.68648233074177,A,-58.59322381868635,-2.4880774270123514,57.80117364973882,D,-279.52206971052505,74.12175533071506,30.615210721290854,B,B,D,A,D,1
Yes,86.24051886100399,A,11.524372063583005,-88.12283644922762,-10.056445663346562,D,-16.174445558709518,-31.086677294310412,-18.440333414876285,B,C,C,E,C,1
No,-1.262321891271803,E,52.06033064458151,131.01406069989474,-14.698366468083496,E,-164.72922831860316,-77.41052107815133,34.81614741449333,E,C,A,D,D,0
No,134.7243478432521,B,-103.48542030312662,-143.64820915433555,70.38477420682547,C,-33.7401591341571,-92.13941363065427,-15.675452558168226,B,A,E,B,E,0
No,119.8514165589252,D,108.45564560036382,115.36090818474274,145.64741008043626,A,-102.25660017378802,62.33997934382576,-3.159378157736539,D,C,B,B,B,0
No,135.91513834261525,E,115.08642716532636,49.48394078434876,29.336600183964112,C,192.64902526487543,-40.319578716147426,-73.46053088930296,A,D,E,B,A,0
Non-Veteran,111.55975569798515,D,15.255119277875927,-102.82480451494376,83.27096437308809,A,216.39491318478298,-94.62397619140633,-2.7630956402196696,B,B,A,A,C,1
No,-90.61926391531134,A,74.37923721962495,-78.69561570037612,-58.5464538776441,D,159.11000301387932,8.416660431391405,-115.07302406321973,C,E,C,E,B,0
Veteran,212.74426449103703,E,-65.22501250008615,86.3048144722909,35.9022602062224,E,3.336626239238453,-25.76409155574212,137.50719561730733,D,B,D,E,D,1
No,-51.935274287701375,A,55.06242564291534,-104.51829390250542,-17.99491637651167,C,96.16812018047746,121.28497189079268,65.68017970276063,A,C,C,D,A,1
Non-Veteran,-4.875595394553237,B,-75.64288577470523,122.21069662204822,-57.58581770998096,D,92.9537629894918,-49.550870530856024,-35.70887833104855,A,A,E,D,D,1
Yes,90.80957574434646,C,-46.65019783580208,46.22321359529799,-45.707332892380265,D,56.97889093343176,97.41141885927658,132.26228714686837,E,D,B,E,D,1
No,172.55557880957247,D,83.55380403054676,3.086077686959711,-118.3792933638809,A,-11.232252913615856,9.123679622599159,-99.22591154925136,C,C,D,B,A,1
Yes,-36.579555791454055,D,-166.17367464858154,100.13661169178032,-79.35584609055525,B,-149.76165530468612,-55.41148278686043,-110.27827314860963,E,B,B,E,A,0
Veteran,-42.27980434144976,A,-79.53649471440833,-44.08376307592739,-90.13606063741835,C,132.5394795955172,-113.69434300665317,-20.880188409429326,B,E,C,C,C,1
No,187.45859525760892,A,39.287347208783224,-133.9533986213954,-86.41168134356153,B,23.58620436529017,111.55869182464804,-37.54978019297895,A,E,E,B,A,0
Yes,-63.197685816312074,B,187.63196549274116,139.45366272250615,71.3200490973065,B,-100.74972369789965,-105.46692572125961,134.57697598378687,C,A,E,D,C,0
Veteran,27.559852768564173,B,51.83745723875766,-147.8119989538571,-48.46413856741126,E,57.13286354046122,136.615993679123,-124.758842130087,E,C,B,C,A,1
Yes,-75.68146121639029,A,266.17522882020774,-67.18591503829671,-2.0827929470772895,A,262.68744899961894,-116.50381511966381,113.30520295380005,E,C,D,E,D,1
Veteran,27.245259111311015,B,39.066121995913704,143.90031854101363,43.95128825603312,A,0.7101782661594606,-101.73966610993372,-149.1806091151778,E,E,C,B,E,1
Veteran,-113.37388513840337,B,24.04277422090248,109.1945795982631,-259.4504730377544,B,82.55956918955623,54.846394452491346,83.80154155947506,E,C,A,C,E,0
No,-77.58647428072798,D,-113.44434526036433,-187.95947767016798,-41.51089238328598,E,-46.42989188016049,-39.976815247333434,57.54776047177618,A,B,E,E,D,0
Yes,72.8138951649838,B,176.3249818748229,126.89427473683217,123.19357624506515,D,-7.0485620865835115,71.02361536302921,35.56074695999614,A,E,C,C,E,1
No,42.04234049173488,D,-39.36234013871182,-14.869459075842595,10.63282130336066,C,45.10492624508562,-84.26107015065804,70.33449936542408,B,C,A,E,E,0
Veteran,-71.59104457693223,A,119.60768207451966,-61.60594960600806,-28.730003009717215,B,-157.36970850052236,55.972478697388816,4.25017778671949,B,C,D,D,A,1
Non-Veteran,-29.4680278072,B,30.20332826957775,21.478964653646575,-120.97867142410914,D,130.27249043164733,-65.07980999165315,-98.48494500560498,E,C,D,B,B,0
Non-Veteran,-30.69029353627907,A,49.16756901385393,-186.31340674315183,-5.9291408233876695,B,50.71414656754831,-39.04461528668887,13.67614223461989,C,A,E,D,C,0
Yes,94.73440532649161,C,-203.77014927088243,-13.729657967611573,121.52089345930736,C,-133.5947781713983,-89.40774369327062,-24.32364836441088,C,D,A,B,D,0
Yes,0.38554573930469266,A,-148.04924868495954,111.8724601583807,-38.873416128823806,D,30.769609446760516,111.9823902816871,-99.8253397984473,D,C,C,D,C,1
No,-192.66077700425538,E,17.379658775454054,127.39392925522534,110.99895023845569,A,-12.82796970349759,-17.36899079469918,-130.31081168391188,A,A,A,D,E,0
Yes,-37.54683543623368,D,-6.038021259250546,-55.90143117232842,-91.06861699022204,B,54.3957275334395,35.03987942020273,-4.554268586270525,A,D,E,E,A,0
Veteran,56.550999845480135,E,-158.8829357339539,16.872464479533992,0.8947303729200055,E,69.43695582591552,98.51813886707833,-39.09661424182988,B,B,B,D,B,0
Non-Veteran,28.438780703847506,E,-174.18329102352712,77.63005919674094,-98.44390476807776,A,-7.448247183258847,-49.95898064734944,-189.84950983018987,D,D,C,E,D,0
No,-94.91254847417359,A,122.85874188229747,-16.347159262631646,-101.66535286794075,E,0.5940692170855405,-34.94384143910019,-28.157816505840376,C,D,D,A,D,0
Veteran,-12.870220939075477,E,24.24731395844729,38.936756396148795,-49.90953445084187,E,88.34478470029728,168.8862132764718,43.38557591398552,A,D,A,A,B,1
Non-Veteran,286.1943855622476,E,-30.780434028223752,-179.98447119748877,70.7117600142426,A,-48.60939817509297,184.31694171010372,23.141795894880897,B,E,B,B,C,0
Non-Veteran,73.70187993334623,E,-114.20758683083551,-142.16414773303697,53.50296180203347,D,-13.66823689066523,-41.1718457054037,-135.60452040251604,D,D,C,C,D,0
No,-71.61465277525798,B,-3.270557315412831,88.97610819025766,-160.528854908166,A,-114.03380264461475,35.245445496567974,-15.914219053173447,A,E,A,A,C,1
No,87.6382141770444,C,55.48105509887053,-1.0499140584314224,132.37782660234555,A,-57.88252323768943,34.65279767166199,-143.3458653370074,A,C,D,E,B,0
Non-Veteran,177.91555034862802,A,22.235377311113037,146.22666219587154,188.91088905744385,A,-85.6592618344343,5.729226927799078,-27.478761134018175,E,E,A,C,C,0
Non-Veteran,15.983172539424093,E,40.93512481727416,-2.28678976605487,-168.38545912829608,E,40.779719923868186,83.65724521028856,66.65758727703086,B,A,E,C,E,1
No,-49.32366900144359,A,211.15900876474285,-165.7595009887935,-208.63099895977376,D,79.6116996019429,182.61697638634072,-11.336690486617776,C,E,E,D,E,0
Veteran,-94.75326505409754,D,112.62383830182563,8.129202159709017,25.288805091873083,E,-6.620885532245861,-62.72894819644016,-71.71080041979675,C,B,B,D,A,1
Veteran,15.757717377083265,C,52.443357968321145,89.48125925540785,66.21048579002404,D,60.62934351675351,-1.2062989632218195,-62.16776142312776,D,D,A,B,B,0
No,-47.921164496873466,B,-107.90609449153365,84.67089532106581,62.56994861984706,D,-75.2792289744843,-71.13644751654729,-51.52431105754493,B,D,E,A,E,0
Veteran,212.39363500466305,C,45.32748538941276,81.38369466966263,36.92445526234294,A,-132.3297505318261,103.65381089560532,172.85148614467843,C,A,D,A,A,1
Yes,-195.26885748503338,C,-214.66895843655846,40.301426944890686,29.667544941684287,D,60.044895834609825,2.7835263319642554,28.397867073529554,D,C,B,E,C,1
Non-Veteran,24.57281190753287,E,2.2034056859013047,-29.293903944798412,-209.631065950045,A,-119.50268010832359,-33.655972659640035,-52.391784686788576,B,E,A,C,B,1
Yes,0.38954048818836673,C,-142.82889459924854,-41.34326684253783,-18.645432225885273,A,70.01821424247598,119.44202945236198,31.29047175890441,A,C,B,D,E,0
Non-Veteran,58.37986053607983,E,-111.44545911254022,99.35995846016698,36.323701185260454,E,-250.98171847428202,37.49692109174237,54.257142076076015,E,B,C,D,A,0
Veteran,-204.62757419356353,B,93.83430723054445,159.82606749757358,80.4104054569189,C,-180.9068004955384,-23.323052732954825,37.03131214279055,E,E,D,A,A,0
No,-31.28238269437485,C,81.174900448725,-29.70495417598823,-34.962552852250305,B,-5.219453624574252,152.1895283166875,-35.74263152814409,D,D,D,A,D,0
Yes,-206.85210633494816,D,-30.132934993468442,44.880468193470065,22.303649226908806,B,-55.8351461435866,-105.066283487464,-93.18862800178825,A,D,C,E,C,0
Yes,-35.77013944952094,C,2.25651158621583,62.32850303278726,-128.63621540378492,B,-21.7667426778089,-112.9457986423754,-2.9337633387473883,C,A,C,D,E,1
No,-68.30744828861486,E,191.0138388898244,-25.466031193796855,-92.51664426950174,C,114.68413942695786,-19.7048447950431,-37.79683591410845,B,E,B,D,E,1
No,-38.14532734453186,D,-140.16665597964132,63.130161106520475,-111.88402680213916,D,-14.12006437796568,124.88322908413454,-42.39755727862571,E,E,D,B,D,1
Veteran,137.8764479381109,B,-114.3563367735841,83.53412483439705,65.64304539573918,B,23.61203821889126,244.90109813003536,115.6407153583054,D,C,B,B,B,1
No,-49.299427398358205,C,62.207612038533696,32.985222493209484,-154.06547250076184,E,78.50750263125344,49.233923236553,-136.24630344981975,C,C,C,A,D,0
Yes,21.917693481179555,A,-21.335206840641323,-112.13034052521431,176.40596768076637,A,1.0830346113492355,11.918396688386336,-106.4728724829022,B,A,A,E,B,1
Non-Veteran,105.98594064555485,B,124.79956132124326,-59.813670499694624,162.49976259495415,E,-97.10026411339999,187.0248149733569,14.50811435986546,C,E,B,E,D,0
No,93.03813516144163,C,24.154483936599195,-193.9637564102205,-100.51315802042902,C,109.00511711324626,60.54686906009594,-95.6604237466224,B,B,C,A,C,0
No,21.45298088938694,B,186.7339985946189,-73.92283092195743,2.947269710232826,E,155.4154509528,192.93972106274927,-187.4048712061923,B,C,B,D,B,0
Yes,-222.40394037231331,A,-136.34685016522013,-57.77704523043493,-10.209976388245817,D,30.810832564648333,81.58737125332142,35.62681136082005,C,A,D,B,D,1
Veteran,-3.4457630294151804,E,32.38347689079583,-127.37730824108795,26.653664203300114,A,-94.55673371236693,-35.983999998966354,21.489836713765193,A,C,D,D,C,0
Yes,-215.2915268058929,D,-97.65736697077443,-65.58459266426901,-234.80730295208053,D,-86.97043464646632,-129.36920083400838,3.8224296458064013,D,A,C,D,B,0
Non-Veteran,-153.88962882587703,A,-62.85579417021597,136.63726074713034,51.94059164003608,B,-203.11822890453902,-52.67030371249541,51.85127108084355,E,B,E,A,A,1
Yes,5.39286522489907,D,-24.33879758094799,207.94096333650663,46.47338615404204,D,-196.39943533983,113.50180898076532,144.17910492555254,E,E,A,C,A,1
Non-Veteran,-72.55936847107556,B,-12.287000397829605,-132.080836494693,-140.2254298768106,B,-32.030086262201976,-17.11087471211268,75.78567706756856,D,C,D,A,E,0
Veteran,41.371527173577256,E,-115.98374053184237,-5.834307833909015,-152.14765358936097,A,-7.597141488802217,3.4808584758093635,149.70612774729113,C,C,A,E,E,1
Non-Veteran,5.539634911780396,E,131.95956594112118,-144.21042208323777,-71.70705530992348,A,-62.19386291164765,-59.196983622442524,-48.285674071787064,B,D,A,E,A,0
Non-Veteran,-96.22938002498645,D,-143.3068350778878,-31.008754855275267,-120.21600496268225,B,134.85020054626673,97.7938932139924,20.777084764102227,E,C,E,C,D,1
Veteran,-52.315765531982315,C,153.21162529866734,11.384527193585289,-42.12963857769822,B,34.79799720988622,-33.685685556191224,52.38166137628281,C,A,A,E,E,1
Non-Veteran,189.3421585817294,B,62.154608235439824,-63.51462880133724,-58.338050833672824,A,26.56490966360398,-66.95033924697034,-33.25128468736485,A,E,D,C,B,0
Non-Veteran,96.01510179046014,A,69.04293184093058,53.37295523075702,-43.69550174391396,D,110.77686923281927,-102.73207946418668,-16.534142725255442,E,E,C,C,C,0
Veteran,-18.923919243956604,E,30.748037281719633,-115.70194165644374,125.60047890882524,D,-9.57315398620997,-44.959789148511966,-25.700806598451116,D,A,E,D,C,1
Veteran,-5.3113688679151725,A,-194.14880098889432,9.819998320987269,46.05813583846759,E,17.970054367438003,-56.862626417325515,35.04659127776175,C,C,C,A,C,1
Veteran,4.84682371942676,B,-40.6295442762372,129.10342150381962,-92.74565111195145,D,39.846551845742944,69.47283758815465,-5.8501814198446915,B,B,C,C,C,0
Veteran,136.4251852749233,B,49.74719260846254,-18.589120609735552,49.05799541331893,A,-52.48328473024766,-21.025416821740528,4.525604226123066,C,C,E,E,B,0
Non-Veteran,-155.34147871155503,B,51.97744379352832,16.52899381119056,0.4649255470823152,D,7.06020066376851,-66.48716284636886,96.40872993046497,D,B,C,E,C,1
No,79.26305444392615,B,-169.48479109154906,-134.12814258278897,-19.958426283447736,E,-20.218994110784205,-47.397370957554266,42.81796619363058,E,E,E,E,B,1
No,-68.33294801694252,B,-56.138128398964845,17.220955711535595,31.931459577132955,C,-47.83418795171798,-16.673798335115304,-105.39119957757146,E,A,B,B,D,1
Yes,-33.07376084787923,A,40.666136869309085,82.85960620468838,-151.26077592846917,A,-66.03463201526571,15.202992280046235,-149.05605737945936,E,B,B,C,A,1
No,134.49599982359302,C,12.528707510875241,-26.10693198027965,-109.50058371426606,C,34.35221767189381,-13.96469665025557,-4.700170183736419,D,A,B,D,C,0
Non-Veteran,10.882614578419545,D,-25.24744817338979,78.68334455062445,21.985004732955236,A,-171.47342469273144,22.36205546486599,182.9012366427262,E,C,E,A,C,1
Veteran,209.42607288963657,B,-60.43626321732306,46.55598352919241,30.409886049154057,B,-48.612602380559544,44.26272116960958,-174.0901291080027,C,D,A,B,B,1
Veteran,-26.512181136431494,A,-32.70514202408618,-122.8875564534442,60.610291516841876,D,-84.98867848934914,94.58631545158624,-93.90488171372874,A,A,D,E,C,0
Yes,59.153261989667364,A,-37.33220223305414,-229.08012943779875,-77.03278949760673,D,43.16047583470547,45.48573102530724,13.340066222605573,D,D,E,D,A,1
Non-Veteran,78.49759181244538,A,-61.96000503821231,-253.33543564700128,114.72404013788709,A,-107.03450780585746,-189.7106230732312,-13.172293817301844,A,E,A,E,E,0
Non-Veteran,105.5564121775644,B,-5.474965725457822,225.9451849384051,-86.62005186943286,E,-79.96257196759832,78.89340672412385,-21.30209776053674,B,A,B,B,E,1
No,-125.57429291201849,A,-174.51385177014848,52.68992001361392,-57.1697939677199,D,4.920330036110917,0.5371784633977681,-115.63421134753851,C,E,D,B,C,0
Veteran,-21.791602401715966,A,-158.8748146583236,-77.05631184841978,133.58437541741083,A,48.961838559308354,-129.55493625642745,-187.7867814685774,E,C,E,C,E,1
Non-Veteran,-2.7813118829673362,D,155.77956120922377,-18.335293877825855,-103.55226811442908,A,103.25415095769308,-44.93223271274918,-90.07532682496651,D,E,A,D,B,0
Veteran,28.569333059817563,C,-106.19583088059694,-136.1272544370523,91.20570868834275,D,-90.54179336533129,155.800596369309,147.3886137568948,C,E,D,A,D,0
Veteran,-20.626132047909778,C,112.14361170408176,-152.10437958991363,103.89300214346027,A,33.99976063964975,-206.7816352772184,-156.52161179465006,B,C,A,D,D,0
Non-Veteran,-4.88521279743377,D,-248.49105492867918,5.185581399677686,66.69501531494979,B,142.36076241650173,-10.338934942942677,-105.74139310728808,D,B,A,B,B,1
Non-Veteran,-63.34595676242418,D,-18.295215154890368,-28.496138305836062,176.01610714197867,D,104.78656225252256,-107.54809582492895,53.425776727227515,D,B,E,B,E,0
Non-Veteran,-37.94603162913182,E,-71.09684167612623,-35.44900167489462,41.62634915858507,E,-44.71412844391733,91.23954939578792,90.29210098966045,C,B,D,C,D,0
Veteran,-55.32857646260455,A,109.42910693683112,105.61028270530663,36.11966462948723,B,-41.673351744562716,-15.193467992541512,117.21957201498994,D,E,C,A,B,1
Veteran,19.192349459878844,E,242.7834196442943,-176.19065110219273,-131.30208642263128,A,-113.40622509315028,-118.27642802725362,14.543484324462872,A,E,A,D,B,1
Non-Veteran,-13.546127278393596,C,88.6461285507104,34.694138763064075,-48.820240981746586,A,-63.438407908747095,-79.79207192824757,-14.999856159033326,B,A,D,C,C,1
Veteran,-128.01904409561575,B,95.33861562314073,-54.64589159558291,-78.4401445099993,E,-83.72007675045883,-69.75676465130283,-110.63387944545877,A,D,C,D,E,1
No,-127.09393322135722,B,-49.77183770412941,59.838887544769236,-2.8315337778328504,E,-19.744482935776812,-70.40740170046031,83.48092412861551,E,E,D,C,A,0
Yes,23.49786063504009,A,-189.399938119077,-154.16683183028735,-159.56412657912935,A,-133.55200209658932,-89.20300729529296,37.11402947528251,C,B,C,B,D,1
Non-Veteran,19.148547746945095,E,-175.0211645741571,3.3512004960622512,-1.8441214879835137,A,36.40693815688272,-210.06878939904902,3.9214426649651077,C,B,C,D,D,1
Veteran,102.0429786354099,A,27.116853241747663,-54.24660190701621,11.52327911400322,D,-228.27701539037864,131.2098271275071,86.38348526390928,E,A,E,C,D,1
Non-Veteran,-22.9304485922135,A,228.9688272495546,41.10231005903693,-42.9078028064456,A,299.9841998685835,24.801881374083575,158.85873658179477,A,E,A,B,E,0
Yes,-78.72429117310111,D,109.84014807491631,42.054315060671655,93.21189931062099,B,116.44087354691463,101.66550142669027,-64.4255770457958,D,E,C,B,A,1
Veteran,111.32503329196008,C,183.17113310036996,20.66585640336148,-93.5867279868624,E,-61.842387394680465,84.53122459735543,-83.86754038284313,C,B,E,C,C,1
Veteran,-128.9248670332083,D,-92.9410014044237,-104.20294640183256,227.87520003681482,D,-43.60461514602635,183.3043693737295,83.30424998716401,E,A,A,A,E,0
Non-Veteran,141.3463571651836,B,-7.098842395640055,29.630059118315298,78.72144785985684,E,-13.22722101820255,-99.98302930131767,110.54312948794825,D,B,B,A,D,1
Non-Veteran,55.007848148446,E,31.15369124912603,-63.39633134099611,-115.86171541658558,D,-107.20529520858966,-83.49270985051066,-11.332674300598185,B,B,C,E,A,0
Veteran,-33.82925760096705,C,-42.29976464471048,77.09326829023856,24.247607523396077,C,-91.86314816332867,23.9771656896808,-60.3501434617156,B,A,B,D,C,0
Non-Veteran,-98.5701452687553,B,61.6434549876406,104.99143166161042,-57.31040843345956,D,-197.9918968354984,-37.42763095967918,-207.8837062177959,B,A,C,D,E,0
Non-Veteran,71.3886413090152,E,59.612303968970835,-88.20321758383423,19.257557551288357,D,112.14537325510491,118.51560276889212,-62.972197980442914,E,C,A,D,B,0
No,26.51280671445106,B,-62.25377864159143,-70.23964630892118,61.89078541729064,E,-207.51638212456203,-25.345174007901157,-90.86510002129084,A,E,C,E,C,1
Veteran,-24.04993015266492,B,-51.20053417568462,39.44857679879754,-117.0482741741123,C,23.953622943635292,96.37894100939832,-33.953913125002956,E,B,C,C,B,1
Non-Veteran,-87.5513156623159,D,-72.9197865637519,33.33316568748816,20.584947945080817,D,1.5772042494454717,-24.71364063735047,-67.83767140373149,A,C,A,B,D,0
No,66.35427049882416,D,90.49120480203997,-17.986879869984335,-35.81613922163464,E,-31.16489528421877,-49.89345739000395,50.22419480144153,A,E,A,C,A,0
Non-Veteran,-30.43321305760648,E,17.234992330745783,-20.106565824398906,21.10611897058274,E,-116.87410872066843,-16.76699568112028,-95.18312919341196,C,B,B,A,A,1
Veteran,68.55619019765514,E,-144.32207974333446,99.81467627363078,22.942883882166825,A,-33.02012618471561,36.25487734213454,26.19716690586064,C,C,D,A,D,1
No,87.1355218896836,C,-30.40921722208225,-120.29250642353048,23.61352894416842,E,62.90973156298841,-259.64055285590894,-141.13837900423903,A,D,A,A,D,0
Veteran,276.471199945949,D,-159.3627878159296,-59.3645160275748,40.093999582843296,D,25.630663119556885,91.43971950590416,-44.774267327651906,C,A,B,B,B,0
Non-Veteran,46.57410812133707,A,-3.333648351892536,-11.542447868303881,35.666889833717306,D,-132.79777745792381,-95.81342652571286,163.69319942910528,A,C,C,B,C,0
No,25.002413914155014,E,-189.9873686209497,21.78860857073169,89.39475246358293,A,-196.00874680890473,93.14999186304297,-84.53648915272069,E,C,A,C,D,0
Veteran,-60.533507427181355,C,47.67436635429222,-33.15765824146478,13.717201590893694,D,65.5343345688165,-65.16635404242327,-67.47875850383522,D,E,B,C,A,0
Veteran,54.05217224531342,A,-38.84104910580265,-30.438993777772378,-119.38152879027268,E,141.05595797683654,-51.99393081667672,-121.47579242765639,E,B,D,B,A,0
Veteran,104.85774330736892,E,42.74673834961384,-30.943945592684674,-117.54783273509746,E,-78.12544501682802,-36.82043735840937,-62.94456209190981,C,C,B,E,B,0
Veteran,122.58740708580208,B,-0.6938942100169276,-14.952299086843784,-55.32391254991407,B,-17.43636722641434,-69.04859159814846,66.43527651602511,C,A,C,E,C,0
Yes,174.79216152839723,B,22.24681488029242,33.25222179585698,-91.07054865196672,E,31.17908493369161,102.03502634951774,71.30750283464658,A,D,C,D,C,0
Yes,-92.12359417789891,E,209.4321533083312,0.5921863436914098,43.892856009091894,C,4.056128693236409,-92.74323030730567,-64.275399732303,B,A,C,B,D,0
Veteran,83.91839830490318,D,42.8360859978057,-108.53382524906698,14.08709754884209,A,3.2428414352723096,74.69862145544569,-209.38218528802742,E,A,C,C,B,1
No,-34.61553141376214,C,2.0416783251983213,56.769210200608676,109.46829505212933,C,96.57990567402837,-123.95054495070379,204.14677025427275,A,B,A,E,D,0
Yes,54.57448352559062,D,34.59035323651153,104.49435626544312,142.28737656598847,D,-38.553639649659225,-255.55660050027188,-37.33823608288736,D,A,C,A,A,0
