age_range,civil_status,Veteran,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
51-65,Single,No,Heterosexual,E,E,21.615060297947323,2.6649256157582815,E,D,C,-74.89920999144144,2.7009962720550877,B,48.4201540246535,D,-25.735925563059187,-7.172786196382051,-69.50305403149414,129.34735006736202,1
51-65,Single,Non-Veteran,Heterosexual,B,D,146.4646790207482,-8.597923068042986,A,E,C,78.52110379038638,-142.00247818674626,C,33.85911892325769,B,-70.73387700974524,41.32010107106835,101.95343647126415,24.977721308382883,0
18-25,Widowed,No,Bisexual,A,C,179.0176518583527,113.8515942767532,B,D,A,100.82683365034804,-91.40587563676414,A,-108.18566078468272,A,121.16630454108848,4.239868966862091,-177.35528858304974,-17.89669242742305,0
18-25,Widowed,No,Heterosexual,A,C,39.426945710761814,13.95935336370179,D,D,A,127.13489792544561,63.71339640610885,D,230.16431364543007,A,87.40505965290286,84.08706913175182,44.21343732097507,81.16179812817083,0
18-25,Divorced,No,Homosexual,E,A,41.056372069965484,66.14116691883639,C,E,A,23.310276874304243,166.6087008525354,C,-92.72266865834777,E,105.28354580198666,13.005457947841817,-55.97038854772563,202.49309782863335,1
36-50,Widowed,Veteran,Bisexual,C,D,-45.55651067683448,-37.493879324395316,B,B,B,61.36413953903127,-47.19494841465116,B,154.4822043777563,C,106.53271241960505,171.2278262500896,131.10119719094794,69.43629611267528,0
26-35,Married,Yes,Bisexual,E,C,3.3945156620075077,-44.65622194399857,A,C,B,157.84050732604783,48.98611010370593,C,67.69802396885748,E,199.2561578627923,-204.45210925556518,-29.05097104172442,167.36736931978143,0
26-35,Single,Non-Veteran,Other,D,C,55.55093154096981,-90.4603629405757,B,A,B,10.030957903328472,-133.97355051616236,A,146.99477534209723,D,177.9220660119551,-10.178995694714269,-2.00746935352075,-237.15040120066152,1
18-25,Single,Yes,Heterosexual,B,B,-88.00363137674988,-113.2996368388913,D,D,C,57.40038603263172,55.18465912704755,B,35.52372089834815,E,57.26932995011832,102.34548626198563,114.37061310660658,179.5865936524332,0
36-50,Widowed,Non-Veteran,Bisexual,B,E,-96.75375395265597,260.76537256248685,D,B,A,190.50072162420483,72.4387242240213,E,-214.83769219497216,E,135.9675843815914,-174.82492433935454,-47.84419747466445,81.69090703707495,0
18-25,Divorced,Yes,Heterosexual,E,D,-119.63977996263253,100.252356141978,A,D,A,45.219524203298946,-11.172561052449495,C,-18.54365721958907,D,62.09300636283608,140.80207156750615,-0.6587127429626107,-15.969290304924558,1
36-50,Single,Veteran,Heterosexual,B,A,-99.2713646157441,69.95294081071088,B,C,B,-44.20712731230488,-13.882445764740115,B,103.42156712512767,B,-91.78255284886428,-3.3069563754602114,-86.14765501474668,-42.92240719204205,1
26-35,Married,No,Heterosexual,A,E,35.35399569443721,93.08540052678667,C,A,E,-62.39969761586558,27.05168111345886,B,24.775048422557166,D,-164.67631714345026,-1.900138628665022,-40.403101330439775,-31.54296502335895,1
51-65,Widowed,Non-Veteran,Homosexual,C,D,126.45413445497692,-18.456963782611822,E,B,D,96.00071082352265,90.5005924714993,E,101.23797905828373,B,3.0054449331777495,79.38989994749474,60.37825293679635,-54.17244672092657,0
51-65,Single,No,Homosexual,C,B,-175.13870484980714,118.71929725910908,A,E,C,-16.16288775922326,110.50198298563774,A,46.67798123608542,E,121.4149970405699,66.37082646070037,-79.81594377305858,-2.6501106877029716,1
65+,Single,Veteran,Bisexual,A,C,39.769554820861636,-97.53307324758171,E,C,C,157.84938862366116,-105.2884151031523,A,64.09584884519266,B,-63.12420016716456,138.10103328776438,296.22597276697803,-116.69491575384019,0
51-65,Married,Veteran,Other,C,D,18.22042918373418,25.483716063018775,C,A,A,-13.584581940401055,-9.618630404606833,A,32.22399427550538,C,23.06500474340234,122.90364597899357,68.07779246106172,138.34433458995173,0
51-65,Married,Veteran,Other,E,A,5.050126618984687,310.00681918308175,A,B,A,192.12625844263124,41.45099269660277,B,86.46034904737482,D,18.000308903851785,28.675839286791945,6.506814993680813,110.244038677421,0
51-65,Widowed,Yes,Bisexual,A,D,172.04278859064468,120.49201598837907,E,B,C,39.02413236789094,31.322172772041245,B,21.703620786530163,D,177.29371680530713,96.23896807136562,109.45520323349487,-65.04942154900486,1
65+,Married,Veteran,Heterosexual,C,B,-110.13619251052478,13.162581907513418,A,E,A,270.8476140120427,81.39713071875478,D,147.93542665209455,D,17.41179604873478,82.45787850061777,27.794724486491816,32.84683747431186,1
26-35,Widowed,Non-Veteran,Other,D,E,-6.896524395968578,40.19570646538544,C,E,D,221.48329505449334,4.435515315136189,E,-248.13768374153065,E,-5.595878449607781,95.17092923956099,35.04597295098239,-170.9264725949178,0
65+,Divorced,Non-Veteran,Homosexual,D,B,-97.4791152760023,-8.894013926847704,E,A,E,-14.71617022292802,22.875863435566732,E,-141.0183618755841,E,105.8641560533481,-41.22750567239132,3.6699581950053686,-5.920051199294296,1
65+,Widowed,Yes,Bisexual,A,D,-73.98126839669266,-2.2963560009045274,B,A,A,-49.17877343583329,-69.38575007842721,B,51.156497548796864,B,131.10402475588668,-197.32330236247148,239.40573698939986,49.108254425528585,0
36-50,Divorced,Veteran,Other,D,B,50.08142170358988,75.0317934143597,E,A,E,268.25444307194147,49.94012936298954,D,-178.70316460152227,C,-1.1639810894137919,186.26741166590014,-98.57933571311001,-43.922030771636166,1
26-35,Widowed,Yes,Bisexual,A,A,-106.87190397306262,-8.071771836812717,B,D,A,114.69523356070572,-62.952110174098706,A,25.63344663047647,B,0.9489133032707389,28.251647570271253,151.4533248073445,-41.05770449931634,1
18-25,Widowed,Non-Veteran,Bisexual,B,C,-116.17405777555045,37.82540352983763,D,B,B,3.5873389804812925,-24.120234148042158,C,-129.87678023678572,B,-122.8503616544333,19.577962568435783,-260.95227637724736,53.82425997223606,1
18-25,Single,Non-Veteran,Bisexual,A,D,-99.1666069157173,-131.53671708970765,E,E,E,-49.62248135873402,31.656243234569615,C,44.66778483876589,A,31.051167564979597,-57.81069476434929,-117.77301287939837,-58.29763540345454,0
36-50,Widowed,Non-Veteran,Other,D,C,46.25429036955976,69.4661508455213,D,B,B,141.16228649991888,144.64053929117097,C,-145.0620651267483,E,172.41789564876905,89.88656137537282,146.89674567111115,-25.461354416618526,0
26-35,Single,Yes,Bisexual,A,E,122.13699455874558,-58.43110226943801,C,C,A,36.75416100460107,-119.41422057577518,C,92.68633379438175,B,41.86431175774772,130.07297517336886,-13.073790872237142,-7.159524568027307,1
36-50,Married,No,Other,C,D,44.10007332044889,-37.57063773532898,C,E,B,94.5683223287595,-12.375826394484603,B,-16.708765784879272,E,-123.50989073426051,46.8865440738418,-85.5846178240844,-77.74516488102601,1
36-50,Married,No,Other,C,C,-131.18736501286972,39.31596105998948,D,B,A,-63.97918340761727,38.831420612289406,A,-36.01628488901024,E,-4.3373336721478415,-49.08617903778038,171.0040570653556,46.543805125301965,1
18-25,Single,Yes,Heterosexual,A,B,145.01275167427357,-9.644004115166222,C,A,A,174.0086438793388,-27.15363994881001,E,95.52531856929808,E,62.3098031522607,-141.62664528270722,7.848244443247318,-91.07479360538989,1
51-65,Single,Veteran,Heterosexual,C,E,-97.22066414330506,105.05880377983412,C,E,D,66.24200565555688,145.05341472472412,C,-78.7833884902455,C,-163.98423776074887,98.86571437497604,65.58782891612644,-171.9652667973195,1
51-65,Single,Yes,Heterosexual,E,D,-83.26986131093838,21.59650764345109,D,D,C,12.864700628180517,30.258144496000234,D,120.52791901124344,A,43.83154641085963,-165.9572076104682,33.82880154221967,-97.17802358051333,0
51-65,Married,Yes,Homosexual,B,E,153.66125438950286,40.810324965226854,A,C,B,113.43368255319908,-31.07238250795102,D,219.76975448531152,C,-81.13800748136151,-47.179906866411656,-141.64629080964784,-132.19629176097044,0
26-35,Married,Yes,Other,D,B,-35.43083390995973,122.97176074093873,C,A,A,135.4002057965121,16.57136645430453,B,112.14696621925869,C,154.40188949442876,-54.77346263532764,84.40245836115773,-86.88519594026624,0
36-50,Single,Non-Veteran,Homosexual,E,A,90.52948922221968,48.684545726274266,B,A,C,53.09249837773658,-131.22695890167617,A,-27.52721499753742,A,146.97735361224878,72.43037555452707,43.88749589012813,111.95511781452225,0
26-35,Widowed,Yes,Homosexual,C,C,-51.697640913280715,97.30590658300575,B,C,B,-34.76828164424712,96.43002594265812,A,-147.2649514476061,E,-14.21791437126188,40.99959519427338,-27.046671345992213,33.98882894515635,0
65+,Married,Non-Veteran,Heterosexual,C,D,-98.71562654616281,95.37286799425964,E,B,D,76.52742305535575,30.044321064411733,B,-131.93332246974393,B,6.402714260664035,-147.6107613901913,37.29439393981508,-98.03907342895198,0
26-35,Married,Veteran,Homosexual,E,C,176.51311082535886,-47.618296578133005,E,A,C,-56.300727648851364,147.18971880480052,E,-91.71313817823683,B,87.7237043299126,74.111202886351,-47.753733591071146,62.83548152851471,1
65+,Divorced,Non-Veteran,Heterosexual,C,B,-66.95101044209353,61.998664057708076,C,E,B,149.0911293499161,307.27777033937167,B,-49.10015199977729,C,155.77799894344872,-47.737667030115496,-71.27643601350717,129.47502966340681,1
26-35,Married,Veteran,Other,D,E,-81.60701134452133,101.67518021233923,E,C,D,28.56811114096655,48.56619788621897,B,-95.117151330246,B,17.999721632781483,-106.82244628810555,90.43361577200132,70.01100724387463,1
65+,Married,Non-Veteran,Homosexual,D,A,41.12940282219861,-50.1672746438092,C,A,C,72.39468172853765,-212.23516058765077,B,-102.78015599119368,E,-32.273511290852056,154.3066102558324,33.961238465728336,-26.038374107786865,0
36-50,Divorced,Non-Veteran,Heterosexual,D,D,102.54811369424898,187.3732186447348,B,B,E,11.109679996912956,222.46466290724845,E,-14.62816505967644,A,-106.37899228429129,68.67860426019442,109.94540565258207,-87.56113269839555,0
51-65,Married,Veteran,Bisexual,D,B,-17.810214369337434,-65.10843313657779,D,E,D,142.38373744155223,-129.28823066718664,E,-0.2624416131632805,A,-133.26711501004945,-101.7013776492379,119.1185090923087,-18.091686572077258,1
65+,Widowed,No,Homosexual,C,D,-105.95824138398304,1.3718675050513365,C,A,A,-11.976194138862173,-79.86098764033657,D,11.730374238691853,C,-145.36292011546948,135.4146634830247,-36.82615448807087,253.98654138449578,1
26-35,Divorced,Yes,Bisexual,B,A,-238.1677184070333,79.70171167017467,D,B,D,185.56048566652066,263.50875926868144,E,81.80457258977923,D,117.14242169588172,-173.08372739678114,-55.94740893111353,66.01781088621115,1
51-65,Married,Yes,Homosexual,B,B,-118.8759376978959,-43.25136092051057,E,E,E,33.371098603143565,189.84515824868535,C,-75.04659297381183,E,-121.41278499598123,75.4413158840944,63.55930429824901,88.31773383957919,1
36-50,Widowed,Non-Veteran,Other,C,A,77.61352353113803,-41.683506428428174,C,E,A,202.12260652706487,22.289463266318283,B,38.20148713977115,E,-3.270997795543347,-39.033564513445135,-137.9197673895173,0.1646472163680545,1
18-25,Married,Yes,Homosexual,E,A,98.4486948114241,-154.9565675911323,E,B,B,1.3273069737386,45.555495009981264,C,-127.6316739598025,C,39.34893622518224,-118.15388216886362,-41.14050749449475,-85.48029522209278,1
36-50,Married,Yes,Other,C,A,4.983090084391656,37.77848887292109,C,C,A,-219.8187790471485,-34.63030956894715,A,85.10504409708241,A,102.12764867512647,-75.13876405563177,-71.0091954751503,-47.29652376418208,1
65+,Widowed,No,Homosexual,B,E,-56.95279507007754,93.19270221632475,D,B,B,44.60283504529713,-109.01222732591718,B,39.74130379386451,A,-63.74562021954263,146.05121895337354,205.8205188332347,-29.41415349570346,1
18-25,Widowed,Veteran,Homosexual,B,A,-105.19229457670714,-205.32188968005386,E,B,C,23.14273238042238,-87.01742919252584,A,45.52964865721011,B,-33.85446757705681,35.417052115237084,170.47685422906437,42.72424757609613,1
26-35,Divorced,Yes,Homosexual,C,D,52.49594932014556,24.42710978271128,A,A,D,-35.20417696833147,-40.72046729836995,B,138.66162596950696,C,17.223875254699163,22.55803425164855,-58.45165694826677,-127.5587928046782,0
51-65,Married,Yes,Heterosexual,A,E,62.43201149285292,39.7927997764868,C,D,C,107.59551299252452,-176.00076388680375,A,-115.81272353035266,A,97.48432349656214,195.89530787436843,200.82914273078183,4.287010192120207,0
65+,Married,Veteran,Homosexual,E,A,37.66196213100348,27.233169201801292,B,B,C,-12.62212664146874,226.67006269927649,A,-24.497197287502896,E,110.26551176469039,-75.42496312604084,39.657288185404454,40.023142393802246,1
51-65,Widowed,Yes,Bisexual,B,B,-127.6236538105923,-57.24137585577973,B,C,A,23.43419085326253,-194.24959895166973,D,-41.913400350192234,C,13.7247143516224,71.94608468365394,75.21744560471794,49.27579676591659,0
18-25,Single,Non-Veteran,Bisexual,A,C,71.0345895711085,46.35764671064896,C,A,B,-40.57881929589377,46.51950316716047,A,-101.78449554080325,D,-80.896895867324,213.12035099172758,-67.01691138275848,17.613951401522034,1
26-35,Divorced,Yes,Heterosexual,D,A,-149.49567918178127,-50.460214883316844,D,A,E,-68.77590171467172,-16.882031222179773,A,-175.6188298057126,B,-50.51740202022999,177.78187628677793,-17.854615267054548,-103.87103910427813,1
65+,Married,No,Bisexual,D,E,-86.0301859941151,-46.61877841130896,A,B,D,-75.24571341569757,49.65935528205024,A,-67.88665914856453,A,-32.60436433674041,-118.32823336276729,-53.596157254557774,107.52587136824778,0
51-65,Married,No,Homosexual,A,B,-148.2519006355912,-104.83118363296543,E,C,D,-72.50900157461801,2.327768458342948,C,63.247762769545865,D,59.99839580081463,42.92985013732099,-170.51788375210305,-82.27407659599791,1
36-50,Widowed,Non-Veteran,Other,B,A,-94.92938393588072,48.094411182547375,A,B,C,146.1477016161798,180.92061821695378,E,71.64393208352269,B,-11.019196707063394,77.82155412405946,-75.02391372328702,-117.9802469789015,0
18-25,Single,Yes,Homosexual,C,A,-129.74921312443018,44.68581383978883,B,E,B,-1.369921654040023,47.776080423095664,A,-19.798108289415776,D,1.7127843860843885,38.54545939397159,51.35532542156353,-101.23967574267911,0
36-50,Single,Veteran,Other,D,B,44.39027582215818,-64.60030452468278,B,C,A,51.55083063123508,40.77273966894431,B,73.14285207292383,D,-96.63518097146078,-150.54204970328428,88.59641158555024,23.450191740502913,0
26-35,Married,Yes,Heterosexual,B,D,-108.22423799899337,42.845540376978754,B,B,D,17.96205921764659,104.26318021138275,E,-240.90096665878713,C,57.96489332455691,11.918239035906366,68.69349051727248,-57.59161617760661,0
51-65,Single,No,Other,E,C,-1.908767078514793,-114.46923707583545,E,C,C,118.25299917674134,65.91097985479277,E,-75.77804435660583,A,137.55409691740633,-78.76271808283457,-71.31665152335962,-186.67199041641615,1
36-50,Single,Non-Veteran,Heterosexual,E,E,-109.83309817092888,154.9095127876842,A,A,B,8.337789247380432,52.23106593271064,A,-79.10763010833622,D,44.17266126881022,-38.35232905309027,41.31155238910978,-94.6786992653438,0
26-35,Divorced,Veteran,Other,B,D,-113.33995729843708,130.34283909656043,E,B,C,-67.22057094356347,1.614288135858654,E,66.61710420717705,B,-33.873838877747424,64.8597055269254,-64.62117464351881,-264.90518596045274,1
65+,Divorced,Veteran,Heterosexual,E,A,118.28036050325031,-207.58403672674436,C,C,B,133.81728154104607,-101.21808663232974,A,-60.435706363292475,E,-22.873252306754903,154.89874506315988,232.320913518167,-94.6181718485611,1
18-25,Widowed,No,Other,D,E,24.09958335667251,-40.9126668495195,C,D,A,-3.956299132343255,-7.615052461574912,A,29.472490777917965,C,-7.509791657971671,-74.22860586090081,82.50667136979321,-63.016080197399546,0
36-50,Married,No,Bisexual,B,E,120.10794282110002,30.251925340516838,D,E,E,-79.83838206925866,82.43352837657851,B,127.47512911385273,E,52.554601430432804,74.14874131472658,-128.90180104792233,22.72864441576464,0
65+,Single,Veteran,Other,A,E,77.63935303022468,-19.68071393756813,A,D,A,53.47189907027319,98.09689916778999,D,-4.044005336705872,A,204.16489206481359,192.37480547414788,141.75425438654702,93.1583490377338,1
65+,Married,Yes,Homosexual,C,E,-169.3293431823855,26.418194755105617,E,D,B,-23.45932106133781,25.57211281847982,B,-4.788620158346181,E,74.58087368364428,-107.40726466076353,-7.491550028827603,107.29583501296041,0
65+,Widowed,No,Homosexual,B,D,-111.14962458242266,-125.40916574058853,C,D,D,20.263895043254614,-110.57606870404638,A,-16.300020657353667,D,-79.30488429139643,237.96102516342924,53.97174584505938,121.08009736355577,1
18-25,Widowed,Yes,Bisexual,B,C,-43.67137550003529,-31.950331648348644,D,E,B,-38.051836380914104,37.75213409098965,D,50.34650486588674,E,66.95201644053311,-24.651601060357887,-67.98585851504998,40.368189744191575,0
65+,Divorced,Veteran,Other,D,A,-95.26734948668103,153.50181340979063,A,A,B,62.50468275448981,-114.28871424853169,A,86.32619479352196,C,78.21689739323466,-31.255464142683625,-83.94597438957753,103.31179036809633,1
51-65,Widowed,Veteran,Homosexual,A,E,-120.16343631024664,84.68329993565793,C,B,A,-149.4408909713266,-48.8407924750848,B,44.197567924114495,C,132.36411126000687,-60.74263864560484,85.93830272496047,41.79451590511027,1
36-50,Single,Yes,Homosexual,A,D,-43.93445260217169,-55.80971290111897,C,D,E,-31.70941832097632,13.86791520450719,C,59.38559611247942,B,34.91777803777735,-85.33650398142599,-115.92762854370453,55.88072073656327,0
18-25,Divorced,Non-Veteran,Other,E,E,-102.93827828530873,24.82576315628563,E,B,D,150.00915719575246,217.92201717849835,C,77.49941283153117,A,-18.23605347261673,2.839032801771348,76.29639979642154,-93.56120973991374,1
51-65,Widowed,Non-Veteran,Heterosexual,B,A,110.69577824587185,79.31079486893961,C,B,C,75.03748576685597,271.4552758189051,A,-13.041533835483655,A,-122.01261516923488,-89.40780252454998,-125.39856415987711,54.86960665154806,0
51-65,Widowed,Veteran,Other,C,A,93.49189124739303,129.81817744304897,B,C,C,-120.49498044753952,-123.79428500142782,A,29.390414718329218,B,65.4655738991854,50.836309875761984,199.41610894061697,-139.45108805011157,0
18-25,Divorced,No,Homosexual,B,D,129.58922638246364,42.38081989043393,E,A,C,74.26211095068861,-97.37581075253827,C,-75.02209081982778,C,-14.127819116338996,-31.057326554501408,-229.7545214442087,134.2219170123508,1
18-25,Widowed,Veteran,Heterosexual,D,B,-5.605831410524161,20.069598202717753,A,A,C,43.808201404787276,30.492124854242665,D,32.96491308676665,B,62.85589823477895,245.58876271377824,135.09538433232896,58.45501818435442,0
65+,Widowed,Veteran,Heterosexual,D,E,159.39739921736063,-23.695802036397225,B,A,D,-31.881687281071407,-30.87252059190578,D,-64.78459877856754,C,-109.44310096579409,204.43224199332442,138.16369126867525,128.71043983599583,0
51-65,Married,Non-Veteran,Bisexual,D,D,119.02611115401389,-16.83339962399305,B,E,A,27.694259040629714,190.73793873504277,D,208.01447515847804,B,-243.01836118952704,45.45903835277236,-90.96661945097166,-8.309857922356128,1
18-25,Divorced,Yes,Homosexual,A,A,17.473613354167007,-151.44153908604784,D,A,B,29.23774980427757,-21.384328274464824,E,32.51107441673778,A,-6.458961499898838,137.30777305642096,213.01992298638618,-81.10776375990952,0
51-65,Single,Non-Veteran,Bisexual,B,D,92.89782120979946,-61.01256833172221,C,B,D,109.16841743055323,-32.493008964156814,C,-160.23578622190598,C,103.9792007300856,33.013423830990654,234.80107966550668,143.3854938471346,1
18-25,Divorced,Non-Veteran,Other,C,A,62.20439129280641,-61.34007186873311,D,C,D,10.581904315070139,184.26222723286037,D,-3.21194612098142,C,-109.54133971588311,-6.548825440405655,44.023246849908595,285.45799849075877,0
36-50,Married,No,Homosexual,D,A,53.24960350915254,21.150361028876713,A,E,D,12.213790911880611,125.95153921437834,E,108.49710313271004,D,28.643498849086065,124.0780885501503,168.34721693189542,14.744014784554482,0
65+,Single,Yes,Other,E,B,-44.076927109572104,5.278559362123722,A,E,C,-21.467511454927536,-34.914502334608265,E,87.92029551007329,C,7.960230706015374,-106.72442647585771,103.98072005813638,111.34792466434975,0
26-35,Married,Yes,Bisexual,D,C,191.79349921800193,-51.19662137655047,B,C,A,-28.060526789987517,-68.05140388159396,A,-26.18296207291182,B,-39.182131175915316,-137.9717744127548,114.98030915265988,65.51434872009536,0
36-50,Married,Yes,Homosexual,D,C,-161.02871974051158,72.64278327957172,C,B,B,3.958825515490282,92.35861894079578,B,-240.40523688202612,C,179.83484995759414,-193.7046728735828,-31.133545890951602,61.91303084216763,0
26-35,Married,Veteran,Heterosexual,B,C,9.397087811257748,158.5578898796633,E,C,A,210.9366712220388,-43.63187504755307,D,50.089691355084334,C,-86.32003359937005,-35.958667454494865,-83.21747886651717,19.40807145077738,0
65+,Divorced,Veteran,Other,E,E,28.028478511566913,-22.905123816109167,D,B,A,34.25777281869676,-85.5767432210161,C,218.31081324856942,B,-71.61179365256385,90.75304581123706,-10.517953262031652,-199.35786413158135,0
18-25,Widowed,No,Homosexual,D,C,95.56643734040455,-11.587568578637125,D,A,B,-2.6646879362209557,86.08506220242666,D,-28.36399661201787,A,0.45683362571541636,45.979548758284764,35.32281168551953,-20.936971645254957,1
65+,Married,Veteran,Homosexual,D,C,19.464751026186338,-154.4765714352272,C,C,A,-117.36857347264598,38.98373453546108,C,39.52344037089195,C,4.136048416519456,54.669861270333975,35.51148141584729,185.94853536651524,1
18-25,Single,Non-Veteran,Heterosexual,B,B,43.936906583657716,-84.21468641553564,A,E,E,-137.90758817352395,-73.74635791885333,C,22.0133180490067,D,166.7362222382484,-4.315072657018277,87.26715342973266,-198.7058604459101,1
65+,Single,Yes,Other,E,B,169.34478915546373,-1.6526266937711949,D,B,A,-56.97113278841389,-97.6463730051713,E,-42.785302874959804,C,92.76080277037462,-68.80979265701804,-3.4950449409430817,-81.35323421663797,0
18-25,Married,No,Bisexual,A,E,75.41662545168947,-82.81038510338607,E,A,D,-23.819835904631454,-29.998578340211935,B,10.62175712707504,C,62.0972046976454,-172.21257218524477,-127.66717030761674,54.93230931695487,0
36-50,Single,Non-Veteran,Homosexual,D,D,-127.09584567037764,30.705026553976563,E,A,B,-62.60461937167236,-64.220877459364,E,-189.79399283396805,A,235.33633531585184,-38.52429729107747,-27.822098154540807,54.955014067963404,0
18-25,Married,Yes,Other,D,D,-75.12684694620276,66.94580688025084,B,C,C,93.49399982172348,-25.798258268711223,A,86.10493704320396,C,-48.390443697999245,-162.9854841745758,76.51212955832716,180.29534361218043,0
51-65,Divorced,Non-Veteran,Homosexual,A,E,-106.60576733486806,99.85315098902716,B,A,D,114.86867468675304,-190.85273202847432,C,135.723246535006,E,-107.5380101721007,-66.80189825451171,-10.414038064470848,9.695637783237128,0
26-35,Divorced,No,Heterosexual,A,B,-30.324022869397538,-192.3967209022064,E,C,C,-117.62020980079863,24.436956463191382,C,-89.61954842910981,E,166.6279194883578,-132.54386321024379,-26.82600073613311,-106.51461493378827,1
65+,Divorced,No,Heterosexual,C,A,9.49844455345652,-191.07653482402475,E,B,B,-64.63493197933127,-22.571060568297092,C,-145.82880911464943,D,-5.946529846092292,-43.36101167427447,-25.970156050712983,74.07192584832559,0
36-50,Divorced,Yes,Homosexual,B,D,26.931186793233813,171.62910870905762,A,A,A,29.82197916850949,-13.315346073182669,D,73.14865938825704,C,-44.808143165181754,-15.57192283189999,-113.80152474030547,89.48922914100015,0
36-50,Widowed,No,Other,E,D,-30.303321879519036,63.36586818163754,E,B,A,70.20054545116568,-13.309296593221884,E,195.20702074373455,A,200.59924492485203,122.06916709689996,-44.965359389973926,200.25885791136483,1
65+,Married,Non-Veteran,Bisexual,E,D,132.84292987469712,72.96470740799519,D,E,C,190.95514370155095,195.25648089849992,C,-189.10200107731768,C,35.919016773813865,-2.409632281968465,-83.2965518401819,-93.32936335181849,1
26-35,Widowed,Veteran,Other,B,C,7.074340043002392,0.8125809295376185,D,A,D,44.11982516853637,110.62879576734814,C,113.85911966315967,D,-154.56074798937018,8.456430223187443,6.743947873505578,90.62962195550163,0
65+,Divorced,Veteran,Homosexual,E,B,3.567782941085184,15.289616402220773,A,A,A,22.571479160832137,25.163248792654592,E,27.569397234298602,C,136.6572419204996,49.40346486693538,-9.713703784844665,179.82689714404293,1
18-25,Widowed,Veteran,Homosexual,C,D,-74.37376684361175,47.699453429062025,B,C,A,28.414081453860142,-124.92985824118456,E,-112.79861408411718,D,-159.86719711145804,-180.28025179634886,30.309943290275903,-100.51563927178029,0
18-25,Divorced,Yes,Homosexual,E,D,35.63674407784677,-70.73515098752752,C,A,D,-32.340553053905424,-176.95411213929054,D,-82.52090492432728,E,59.46927205705316,33.7317901106696,54.132114037875226,78.8472936934978,0
18-25,Divorced,Yes,Other,C,A,28.830811079102993,113.11749867692697,A,D,B,-81.42172370620283,89.0365389612903,B,-169.6669076364929,C,44.45375110369573,-283.1161657703808,73.52686274776194,6.90019774406435,0
26-35,Divorced,No,Homosexual,C,A,-49.953160411561896,31.20323398922761,A,B,B,213.11192565210638,153.57626582509226,E,-155.5782804896926,C,34.7164847244913,-13.724667249210192,-81.4654787198552,-53.597995037371234,1
65+,Widowed,No,Heterosexual,C,D,-38.15198306682975,87.3639369722773,A,C,C,-101.59142691024596,156.21107454288153,E,39.263949844696896,C,134.6993728422855,-56.98992431792338,-76.77337397249107,16.337689126370787,1
65+,Widowed,Veteran,Homosexual,D,D,-28.288259929096647,-52.302797304880634,E,B,C,-117.06549959493162,-139.7108026725887,C,-125.2716624223015,B,28.776341162331253,-15.305508583360359,133.12989098306934,-5.056939006400129,1
18-25,Single,No,Heterosexual,B,E,-130.7385154586599,57.967015767907306,E,D,E,169.85710315673995,-68.37495636150891,A,53.308363272487234,A,59.5708417359994,-113.06941693630309,10.536878554661818,180.31297792477326,0
51-65,Single,Veteran,Bisexual,E,E,-167.1260571012605,-12.505484062306873,E,C,E,70.10474100314588,29.531579265528407,A,-16.568734673744167,C,83.16665670486213,41.93018250163047,-75.62447799325649,64.15844633474231,0
26-35,Single,No,Homosexual,E,D,56.64356216087126,208.85863418477425,E,D,E,30.11125737844646,-51.03335245315631,D,110.76829271282955,B,-21.669927676162686,-16.983479187173124,-34.01218796624551,40.1421165419509,1
18-25,Divorced,Non-Veteran,Homosexual,D,E,42.70557593530027,-128.17676324696785,D,D,A,238.51810841947497,-111.99440033316567,D,62.24605494840767,E,-79.8748258203262,-72.48530931429065,71.51738880205815,-45.38139717713792,0
51-65,Divorced,Veteran,Homosexual,E,B,197.25533274865717,-55.38031078189377,A,A,D,43.01816955007844,120.35598730243254,E,-119.33893899765171,B,-32.48549831280965,262.4346448256894,-60.805739616242306,-70.19742307304503,1
36-50,Single,Veteran,Homosexual,A,B,150.31868848359332,-114.09182777569664,A,E,C,71.7494101200206,129.76946189178074,E,116.9573678917011,E,35.1943971669112,-140.297212271919,46.18685536289423,-60.09101883419876,0
26-35,Married,No,Heterosexual,D,C,26.23136791274647,-177.5207151840844,D,B,E,24.054004317244882,126.02470710762785,E,-139.69856783098703,A,-49.850360002468,38.52585430881637,111.81211792519244,111.71571435858682,1
36-50,Single,Non-Veteran,Homosexual,D,A,74.451985311351,-189.38476733419495,C,E,A,22.358746092821207,-137.2815797476256,B,-41.29687900993461,C,-95.0126847879793,-13.300901310404157,61.24346595377075,244.27412852216457,1
65+,Divorced,Veteran,Bisexual,A,E,-93.87741043922937,119.47075792556352,D,D,A,-66.75685568471486,78.83707327376605,E,-26.775763040954548,A,-63.07811475443423,-138.9768318719518,141.42994959489832,-73.95512961961674,0
26-35,Widowed,Non-Veteran,Bisexual,A,E,123.65413096414144,-26.367965508479774,A,A,A,46.47537479992196,-88.16127377786299,D,209.3606032366153,A,-117.15452489103188,82.89282681868957,101.08819440856092,-46.58507408184395,1
51-65,Married,Non-Veteran,Heterosexual,B,E,-2.543241408871782,105.79507035260237,A,C,A,-72.05157941233438,-54.966528388197766,D,-61.65205517944206,C,-26.381510216186133,37.64771830778497,129.0434245577867,81.01434060772993,1
