veteran,age_range,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Non-Veteran,51-65,Homosexual,D,138.0788269357009,-13.12097674929997,B,4.1140342967418135,-5.003993912145237,-205.92664932787508,B,200.45776765707743,-18.57373316311883,-47.30334505760795,A,-0.629803950986456,E,1
Veteran,18-25,Other,C,-135.46573528586862,0.8625343856353086,D,15.329392487961341,-87.1047778921491,68.84040288417906,E,-88.61287860442398,17.2413323008859,211.03677003242578,B,19.314399394679736,C,0
Veteran,36-50,Bisexual,C,232.8514083580461,10.38341387419634,E,30.30495114580959,-7.687484559800831,-19.040582555260244,E,-56.503251914732466,41.36718917618531,236.22276821943436,E,-8.67270321595533,D,1
Yes,18-25,Other,E,29.70723077684998,14.601521109246901,B,77.13120733735607,-131.10296019438584,56.14327417887961,B,-101.45731488390186,-37.045759571182614,62.80455052716577,D,106.95098087490508,D,1
No,26-35,Homosexual,E,45.8357146462486,-190.12763998535294,A,132.0247560230439,-35.36907656240112,-39.97505634729517,A,-166.43953555548794,-195.58762452414868,100.14656426189438,B,44.50792280474225,D,1
Non-Veteran,26-35,Bisexual,D,-151.20787625307003,-84.03592376964139,B,-123.84525501891433,82.74854284455552,-19.458766371182254,D,35.86742745728575,-12.41602647007784,2.407529734815758,C,-147.47930604090664,B,0
Yes,36-50,Bisexual,C,-95.38233333468013,-31.591978334082505,D,19.157095452308134,-264.99426779789803,65.82723597301026,A,-52.604441073458375,-49.063843825896086,-119.1532236867838,C,-70.03094939460395,E,0
Non-Veteran,18-25,Other,D,-20.116063272291534,-47.66417682762861,E,110.34764339751615,-140.35101909797504,-113.15192376078151,A,107.31771636887126,29.572688247128337,126.51269945207643,C,48.81433063877375,B,0
No,65+,Heterosexual,C,-146.37525460447617,-35.55931941515922,B,-44.63156218221717,-6.082960560380236,72.86579058152981,D,0.9157950885263654,109.26020689663196,12.523238456979104,C,14.988183055666896,A,0
Non-Veteran,36-50,Other,A,54.75340933858968,-201.47447361831746,E,-15.916128635726132,122.982796482176,129.0926767713303,E,191.87127431325925,-37.62625825282986,-168.16213964859546,B,259.65873445715863,A,1
Veteran,18-25,Heterosexual,C,190.64676808172928,192.1072388064607,B,106.17193580413841,-2.4059320724407627,-120.56659906650276,D,-213.22584500709164,13.150146725172585,-69.76297390974705,B,43.05559681570399,E,0
Yes,18-25,Heterosexual,D,116.56634587716897,47.96576366794279,A,-43.88124120914201,-115.58742918055545,17.305942395664843,B,72.82895167062966,41.76689098153053,37.623834431090756,E,-97.28155854314147,C,0
No,26-35,Heterosexual,B,-41.815469920628516,166.4315833198888,E,-61.475907673439934,18.817694927268796,61.867788710265046,A,-25.450683184199097,147.09635701475085,48.91677935090291,A,94.43504977659593,C,0
Veteran,18-25,Homosexual,B,-54.39371445630571,273.8570085716856,C,-20.320032051407647,41.81482024371816,87.58602478140796,D,-36.63176363680721,-109.03671173784024,79.62880931130033,B,90.64374157733542,C,0
Veteran,65+,Other,B,-111.33107423785218,31.01956754557727,B,41.950780134937176,38.45778812926951,93.53501323403475,D,-52.36072875652839,-18.914178922651743,-17.292811380405293,C,-17.89713658353735,D,1
Veteran,18-25,Heterosexual,C,-46.30128472324192,-234.66354906577047,E,-7.196761133584507,94.27625951983649,-252.14900841097182,E,41.02900353037578,-165.26690927993036,44.21407485117683,B,-3.006111450710689,B,0
No,51-65,Bisexual,D,76.63775893728308,-32.9304173894477,E,-34.42256114677998,75.70243883654003,24.935251605124623,B,181.72023755675482,-67.97061407787874,-49.6973078865196,A,52.608855053128245,A,0
No,36-50,Other,A,-54.288989923910904,-119.57179530511964,D,-19.349664068040624,-26.358418569894937,-34.734903253846745,C,23.868802951279804,-21.827600208063373,185.84116666488055,E,-298.48208260366175,A,0
Non-Veteran,26-35,Homosexual,C,-93.53295793641817,30.457898261026745,A,-10.622798237837255,47.29757897498393,-113.71933001996877,B,73.91963499102512,-63.652320487617246,41.227114669149366,D,-106.9376447877973,A,0
No,65+,Other,A,-12.335115942219337,-58.93051431412665,E,-88.66195192175277,-257.8136286941722,54.37629463531557,B,-161.9899835130995,18.253204162290757,-47.832132498399254,A,-91.06709312294296,C,0
Yes,18-25,Bisexual,E,41.17357016601052,96.93372587381492,D,20.887465669770855,-190.5006345829503,-32.87497117004774,B,-59.58599426502133,105.05281519206424,136.84501521688654,E,-198.92603459192145,E,0
Yes,36-50,Homosexual,E,-207.21759176967396,128.09750939114733,D,4.804527705651823,36.636929337629645,-77.75498221096913,A,-20.24720982364349,-142.55021577629213,6.768689926281876,B,-62.88875575584998,D,1
No,18-25,Bisexual,E,-162.6000251281177,23.572642214423375,B,-112.28482047829236,106.9329506682107,-91.27899553797468,A,-77.39769173095749,-106.97984784606456,147.4528157683842,D,-24.403657185101807,C,1
No,36-50,Heterosexual,B,-45.76023204429964,1.8142407783295562,D,-108.84951268982323,5.62871487413819,144.44471689999096,B,-162.98614102325055,-119.49554009151598,-77.01279229333538,B,-138.14905077267554,C,1
Non-Veteran,65+,Heterosexual,E,33.19514453635221,190.42012308269895,D,-26.12699949014331,-21.180599432197102,-211.9769914403354,A,-40.386184474930765,-149.124762184437,127.63038166515683,B,-154.33911749243063,A,1
Veteran,18-25,Bisexual,B,168.69446058715224,-13.455277060492998,D,-8.779076943162146,89.44013633705976,56.901102728170486,B,39.324798791138925,-108.5825573483481,60.114517995278504,E,233.08657003872605,E,0
Non-Veteran,51-65,Homosexual,E,-121.6980481129385,-100.7940303548111,D,145.29174013144396,-67.45390974500872,66.19604992201786,D,116.31978860565715,61.743815314993626,124.37154570559794,D,-81.65688079395716,B,1
Yes,26-35,Bisexual,E,-56.89049180705599,-79.90842167489068,B,-30.620108892643174,85.01943702745311,8.228270134983186,D,78.29738168456447,-115.65625264880953,21.390739396455345,D,27.389103277849465,D,1
Non-Veteran,65+,Homosexual,E,78.45776565997849,3.79084188592918,A,63.50992687472261,17.179644502678737,56.278253429900694,C,-132.39507901263423,21.25958930270596,58.9264810507131,D,-86.29419573514097,B,0
Veteran,65+,Other,D,-44.00231945143436,159.60327270013795,E,90.52690497810939,39.695645084843946,-6.30818239902536,D,-260.26610285354775,-130.7791036940283,65.74270425505301,E,-102.83147705278792,A,0
Non-Veteran,65+,Other,E,-14.49317181999511,-115.63691822462717,D,-20.54970353342839,106.00658576439275,-64.40591820592535,B,173.46802923663367,45.69117729379629,-86.35486970188508,C,-111.64353315581532,B,1
Yes,51-65,Heterosexual,C,84.69010393501928,2.960186813680154,C,17.324272972284014,-120.36147483458333,59.81798417242873,D,-193.74856276377744,230.17434073574856,71.36545727045875,C,-8.047625225307106,C,1
Yes,65+,Heterosexual,D,-204.11062791661797,63.40552519843199,A,157.5512301514452,43.54058183290472,87.7702589880308,E,33.5651809044227,-148.22136654603452,156.61137602472698,E,5.590172224220731,B,1
Non-Veteran,65+,Homosexual,C,169.56823158962453,36.20991706794008,D,-184.3465505968081,-139.87478909467816,-114.69902242437522,D,-194.15413980444666,-47.425777580861315,128.04203267398202,B,-46.96208282630452,A,1
No,65+,Homosexual,E,-18.791472431163033,-89.67707490506656,E,-131.9415875421626,-260.28557058806723,12.925728086857372,B,-133.97770578863955,-50.0543421097284,87.77856700402255,B,-80.08114816843775,C,1
Veteran,18-25,Heterosexual,B,0.8137633280886774,77.16146973812079,E,114.7346705055632,69.32275507579426,-6.496872128041733,B,-10.935767542149875,-43.747897338888876,44.26542757954662,A,-3.016151370442464,E,0
Yes,36-50,Bisexual,C,-32.500387186406066,-36.88206050258448,D,108.33510830578118,121.41264723394349,12.397099803457488,C,56.5000768996556,31.072535325577235,155.6677553307625,B,153.87790319343884,D,0
Yes,65+,Bisexual,B,-75.6150972783803,84.23147481310043,C,-75.54998115012437,-25.464253849947898,-192.9875229021671,A,165.97868725068025,129.96559809192604,-99.16007684917983,A,-37.36525516657015,A,0
Yes,51-65,Homosexual,E,10.972685891993997,-41.96357970079706,B,7.08303441636042,51.71096847997708,-5.639106437725666,C,94.27400410408156,-33.277164738489375,23.761895712342596,C,-191.98245194568673,B,1
Yes,26-35,Bisexual,B,-15.390196780581375,134.56517913595044,D,40.780226110912295,46.99515630624695,38.7933652502579,D,-61.55152751408115,119.94458049257818,-62.71830908948029,E,241.00772359338217,E,0
Yes,26-35,Other,B,-193.44274889522245,58.04164806771068,D,208.8841809303157,13.54709017841144,-6.15476910047341,E,-113.00113882249927,-54.46929325025464,12.686786386836935,C,34.235807840892726,C,0
Yes,18-25,Bisexual,E,95.50575648582272,235.83854667670536,C,33.352039386168045,-49.77379703749566,2.5585233307016,E,-58.87530518583826,99.23070659695725,220.54498323860355,D,-64.43107115955708,D,0
Non-Veteran,26-35,Heterosexual,B,-110.08396502903457,-6.880935236875175,C,80.15885800796312,159.8814235710883,49.51080756032865,A,-74.97008877743902,170.26773172329294,48.836345129993965,A,8.177562996087993,D,1
Non-Veteran,18-25,Other,E,-85.87871939706092,129.71478343382756,A,38.11336462641016,-54.207735047783665,-62.21934088268721,E,91.98540336517068,-71.38144437303549,33.587606711225995,C,133.08408729814303,B,1
No,26-35,Heterosexual,D,67.40841615217047,-85.64393211365568,B,-31.91107347456169,60.052774639749714,38.510366884323346,D,-129.036658509695,-54.357454850421014,6.645826744694953,B,-203.1551051646613,C,1
Yes,26-35,Homosexual,B,96.90520297717723,30.35264105014295,A,173.72017420926568,7.592300110047125,33.24577911499992,B,9.850283551624532,-49.451999142097755,-130.44458051668846,C,0.24661403783161334,A,1
Yes,36-50,Homosexual,D,15.360262006466469,-151.2233098539597,B,-40.96622508666488,-3.1883560148101737,159.44018643943085,D,143.21540503890637,-39.79025061015349,56.67651583229591,E,12.294801267418746,A,0
Veteran,36-50,Heterosexual,D,43.81648932059895,-129.95579976201955,A,48.63241827268987,-102.70056835640082,245.6387961437979,C,121.94665407390532,-76.83004678575075,189.12035460751554,B,7.857788141492864,E,1
Non-Veteran,26-35,Heterosexual,C,-55.32329136483645,-11.0854649970839,B,-66.2786928990323,6.1549188194418,139.0594604739908,A,55.694939698357295,-47.41663881473345,-18.332591704154446,A,19.742633645721913,C,0
Non-Veteran,36-50,Homosexual,C,40.76256975188783,-75.4846454283233,D,37.929158748175,-74.14293622822487,-152.03550102580704,A,67.48517652247365,-47.22748570697212,196.9101008138103,B,-80.94860344123556,C,0
No,18-25,Bisexual,C,4.443492026900043,57.97161055891149,B,41.641053606232816,-21.646112026863282,-17.97646527007914,D,-17.65671474046366,132.26318591298093,85.78627454106076,A,-146.74540573183825,A,0
Veteran,65+,Other,C,1.266875191137167,19.33545027265623,E,30.13571119971851,94.30499138887218,-16.210713153936446,E,-9.564300400009143,91.22306252243041,39.07611655244595,D,3.47216100902358,A,0
Veteran,36-50,Bisexual,D,58.66076286325422,-6.082086053078689,D,170.0706747274247,97.45849398424595,-286.40087650925454,A,-70.92274418453873,-89.65681265216988,29.05398395660167,B,-251.35676205376117,D,0
Yes,26-35,Bisexual,C,-15.317736268272519,-40.615338623921645,C,48.26048453735903,110.89657280956828,-28.820599871803005,D,-26.75574424130449,-110.5063590505101,-118.40250308955447,C,-20.28987967851625,B,1
Veteran,18-25,Bisexual,A,-119.04390754175095,34.15542265064771,A,-25.880473827129773,46.88180191557313,-70.95366195555695,C,-6.3546473209525445,-61.30325938967346,-9.608113211352235,C,0.18387899929938248,E,0
Veteran,18-25,Homosexual,E,-79.82130851157478,61.03143606348542,A,-80.14504803062992,-58.427650164632325,-52.97590269426612,E,-108.4244736895168,-80.99715231105696,-127.49765404494782,D,-10.946156636918385,C,1
Non-Veteran,65+,Homosexual,D,-25.446724364448524,153.74859605082398,E,57.83429309845361,-211.7504138753053,25.03876502678384,C,-74.90336341509764,35.22509338957345,47.74010803142236,E,71.9057797953625,C,1
Non-Veteran,36-50,Other,B,-21.768678916828385,43.3412680828203,B,-37.87047970394967,92.38322060953344,-26.78387462142529,E,-76.3853331934831,11.30258818139936,-3.7870004726294195,B,-63.38120335007955,E,1
Non-Veteran,26-35,Bisexual,C,105.54875084535213,44.39934735940733,C,145.02990739984003,-216.68019755014808,123.41793195574067,B,-125.62014689624803,-64.1031583488661,-109.00158038698227,B,133.09418803643172,A,1
Yes,51-65,Bisexual,D,22.06559807611443,-26.844934234377995,C,69.4401496754015,-86.78258783911245,16.79217293635746,C,-20.986809234866318,-9.27291832814416,-46.12074419107194,B,-39.01397546615854,D,0
Veteran,65+,Homosexual,B,46.69156694733034,50.22445104074653,B,65.2206977929727,-85.49753202578255,-1.1308147457122337,C,-33.03636632950852,-24.477267721350582,189.10275524053975,D,49.35325312664058,B,1
No,26-35,Other,A,33.230801463798656,24.54966493181874,B,-1.485596045888701,-48.06863396418861,138.46127687363892,A,70.6952678033217,-10.014098055580307,-98.53718405678481,C,97.29591867519255,D,0
Yes,18-25,Bisexual,D,154.80455704610486,-84.55924246894759,B,72.65408748508187,-114.52200114198325,-53.25712158935576,A,160.56484140034487,18.38818762129324,30.559669845396265,A,-59.72961336218147,C,1
Non-Veteran,18-25,Other,D,-100.61005041574896,-134.54214575844864,E,132.48731900302664,304.5164392673572,46.283332177255396,E,-45.0709976317295,90.16563107039242,-41.89541927970598,D,111.36895383409953,E,0
Non-Veteran,26-35,Heterosexual,A,-25.587770198807025,139.55357779239952,D,145.78907093484227,21.664699647635615,128.97498556662558,C,103.8396722235959,58.80451624945555,78.62205076981726,C,58.39825792449081,A,1
Non-Veteran,65+,Heterosexual,E,-14.480602798912336,-12.738010161511157,A,101.57626081849493,52.13957476463844,92.99776838773408,A,-8.29939082379065,-47.69054356128873,-167.36855965794265,E,128.30375688722145,A,1
Non-Veteran,51-65,Bisexual,D,44.90273777333479,-1.834218794855527,E,111.75118243481424,142.00775078198973,43.47897202542734,E,-40.33294353499068,181.16471762649223,-4.982832172579296,E,70.0272638849321,A,0
Yes,51-65,Homosexual,B,-31.914130790347876,12.846128349726783,B,8.42549142374626,-152.99741354911015,-43.041583211079015,E,80.80578217779266,49.978300951702714,-75.46847236169431,A,159.70370075729733,C,0
Yes,26-35,Homosexual,B,66.19192630759014,-106.82744380261298,B,-27.886858304138396,28.972445381570278,-13.68784141727756,A,-123.12318588377886,122.01646572642346,6.568681774118051,D,-219.39433466373762,D,1
Veteran,65+,Homosexual,D,-30.467655462598252,46.36539499422275,A,198.41745284018663,-9.993941865348441,138.5318472419538,A,-60.385978658098125,78.28568923627851,-304.70559117676567,E,15.974085778517736,A,1
Veteran,65+,Homosexual,B,31.651538235121997,45.48282792231721,C,144.75289950890712,185.3784841361469,-56.57630004712016,B,102.93490799018865,-53.76003554440527,-9.094909692561616,A,9.20530835386833,A,1
Yes,51-65,Heterosexual,C,44.5929139862453,83.86314682798614,E,88.41311770328095,-51.55481220130195,-89.80913441043704,A,-74.69748573261242,-173.7378896531067,23.611817039714538,A,38.27848933154902,A,1
Non-Veteran,18-25,Heterosexual,D,-132.93620681197052,8.019525544747887,E,-26.619644907048972,131.98423264125506,-89.73754936516877,D,103.36117861193917,-86.39896259549111,-39.18904956174033,E,34.54842712661239,A,1
No,51-65,Heterosexual,D,-114.46044601751528,154.29201484167626,D,-89.64265632744645,4.941778960431513,59.341789839187776,B,3.0193027401076074,-28.49963835772235,-22.690977848967744,B,-15.872323654900772,E,1
Veteran,65+,Other,C,-103.97971586490047,0.1815638643628708,E,-128.42337315193822,-31.688885566321346,89.37774052204577,B,12.046498443665152,-7.396885147950091,-47.46786718309183,B,-75.0366421021048,B,1
Non-Veteran,51-65,Homosexual,C,172.75591420375417,-5.019364894090274,A,105.85070753982242,-32.95551152862722,-147.26366469436542,B,114.53490768980761,159.93474880997704,7.047472866262368,D,-174.766629582127,B,1
Yes,26-35,Heterosexual,D,-13.73006084564997,26.06263834817719,B,-226.93606138847628,-113.18607560434428,-31.615176382233155,D,44.56883074920066,14.652051432611696,38.979245381666594,A,77.62155622143221,B,1
No,26-35,Other,B,52.381076956095626,-65.7711822643386,C,23.217370358520753,-44.163865348918335,10.096725329172633,E,42.02399577907754,59.58404318838085,25.748102092743828,C,183.43461597247958,A,0
No,51-65,Other,B,205.66895640516404,-16.34176435414326,C,-153.58686282549394,-46.02170310374125,-107.41897859587341,B,3.6499672692301712,-55.796015609034555,66.76710413367535,A,84.6705568370259,A,0
No,18-25,Other,B,-4.379552074116961,95.19451063991045,D,-160.77887624550004,-53.77443546106551,-30.01218250526981,D,21.639677246161188,-178.1771559853835,35.45294162407543,C,-177.47434689737338,A,1
Yes,18-25,Heterosexual,E,-39.795456267789206,113.16810408048713,C,95.09792104303924,-8.585620468377037,-118.96054684444483,A,-124.09805772310531,105.47035636080516,44.073027246076144,E,57.91074008259138,B,1
Veteran,36-50,Heterosexual,E,-12.274802202979929,-330.98789478063554,B,6.922594392991716,-12.357411247158215,199.0634244558784,E,-0.9223479023452693,-215.67945406875816,-47.402303840170624,E,64.25275076209378,A,0
Non-Veteran,65+,Other,B,-27.063220712334996,16.56471017744496,B,99.49618083397225,-102.40684800007797,61.54351690519284,A,71.1487090281895,-58.75619607791287,-78.56291508765258,E,-56.15848166398369,C,0
Non-Veteran,65+,Homosexual,A,144.26513232801068,-78.12591964116959,A,-20.73968011282617,-135.1042401711235,112.83623195447643,E,101.12473603912007,-66.78073708249954,35.60271207346082,C,-48.75659547228617,B,1
Veteran,36-50,Heterosexual,C,87.54044388914912,31.045787259166264,B,22.85268134312012,-71.7688545587451,-18.35960859101792,E,-3.921484076602345,-24.07983664940679,76.61077316155217,D,39.952873189094596,E,0
Veteran,18-25,Bisexual,C,106.35007171515088,18.259596841045035,E,-52.51266827565581,1.408195813407451,109.73371745822323,C,235.98981724265613,77.2625362637297,-24.70039789977084,B,-59.987780080096854,E,1
Non-Veteran,51-65,Heterosexual,A,-102.97718305939631,128.98267327275275,C,13.908550601057094,27.407248565166142,-88.62645524422265,C,-165.5351308302965,-146.09733258571163,160.23728012972225,B,44.6344183631461,D,0
Veteran,65+,Homosexual,B,145.11012726103996,86.27574650871438,D,-47.074324632280515,29.86661882709466,168.3953918372267,B,34.30694685355617,33.08361204858264,48.3946379845994,C,94.02603134910089,A,0
No,26-35,Bisexual,B,-10.574994488524151,-83.97718212445928,A,100.72735723492734,111.42714159393967,-83.88168989866512,D,-28.567496011274258,77.23356819508842,31.841569917560026,D,-42.54721199249028,A,0
Veteran,65+,Homosexual,B,73.2636197340726,63.365106877873856,D,-26.184176968875803,-79.21761460255858,54.373444815880234,D,192.67935177133563,-70.663657372041,-163.9823250942784,C,-52.99675195733082,C,1
Veteran,65+,Homosexual,E,56.8815099515153,-80.13441616487599,D,4.036728824929867,-45.48250259831272,-42.70275166649707,E,16.481122849835813,127.2889929801913,-70.9573039662144,E,62.8087794929708,C,0
Yes,18-25,Heterosexual,C,-101.75894007969828,-169.0153641575095,D,141.23546782779778,-52.08363689769166,27.897811800525556,E,-67.36119931853897,-131.74602525121227,51.055259804268935,C,-19.455280377292805,D,1
No,26-35,Homosexual,A,-54.72940256071844,-100.47231513842587,D,51.66976947221432,-35.562152761596316,121.27815520688215,B,-24.732017470978658,183.75204435180342,42.67214510888439,C,-27.388303447788697,C,1
Veteran,51-65,Other,D,-161.38240144301278,-81.34657751204902,A,-177.9367020943716,127.82223977870515,28.88184937367158,E,-170.2473931934482,180.88015587994317,-50.94491644995147,D,-85.01003032916961,C,0
No,18-25,Heterosexual,B,126.42623350218445,111.9796994150541,B,90.98434927007382,342.25414957029636,34.798590734420095,A,-96.72558576882291,-48.91983903607274,-54.397425278583135,E,40.32754054277557,A,1
Veteran,26-35,Heterosexual,D,129.07574770708516,-31.090370196525306,A,5.449955660868812,-24.538521387766,71.34806024893791,C,-16.477014552008665,-142.65145623725851,175.13980056494216,B,-124.39178927343603,D,1
No,65+,Other,C,-12.290582088750233,-4.336766339456971,D,-50.52925469522601,127.26931905616665,13.445642979985054,D,-12.921349650350914,-109.90261683944172,-7.11353157030504,E,107.26763460373148,E,1
No,65+,Bisexual,E,-35.5360883350269,67.79966690019859,E,-28.27174892487974,-47.74547367550793,149.59792143134374,A,178.8664505252467,-127.24826503368296,110.17794955332229,A,-42.989350690398034,D,1
No,26-35,Heterosexual,B,-101.37171742396846,147.6864494061941,A,-53.10962475820315,93.46256949453307,-135.10077939751622,E,162.476427913481,101.69257252276115,87.7334783243598,C,20.80401708665782,A,1
Yes,18-25,Other,C,-147.22472333388322,105.98543396266071,E,177.61710115553402,-95.20006414860137,-62.88968885618888,E,16.651900068833598,157.65625835070267,45.42548495530514,B,-8.704999717065643,E,0
Veteran,65+,Other,E,0.00048688415486741163,-21.802056898106876,D,94.63419143243776,20.543183983651172,-62.25819086316632,A,-12.481740014870978,87.9170044810745,70.91914455955408,E,122.25834942739202,B,1
No,65+,Heterosexual,E,-18.37371753222871,-18.055185999376974,B,176.6042982906572,57.8721281259082,-11.850578540735826,D,87.7047059875895,27.30766566419251,96.75911553573368,E,29.951786987319633,E,0
Non-Veteran,51-65,Other,B,114.82012596782542,-29.436242869850172,B,61.85335242460492,-148.34545441338537,13.29417168432037,A,-112.94751693796161,-46.592806070966795,-61.5531421499345,C,69.33934139490668,C,0
Non-Veteran,26-35,Other,A,-84.90107063389976,47.41738170271126,E,179.25271112281774,62.82044863644728,-1.2833526762540992,B,-269.201324237184,-135.58123575568547,-30.384619183358634,E,-137.66720583337394,E,0
Non-Veteran,36-50,Bisexual,D,-52.365362517407085,-29.29990578161677,A,286.278076473009,67.48489176498843,-121.76849791416953,E,9.53028123611378,-96.56042003138236,56.68507945305571,E,-36.50456599263735,B,0
Veteran,51-65,Other,B,27.29349879163967,13.465646224647621,E,-68.30455016596021,16.31138355222426,-55.31097060565394,D,74.66747145028243,114.6338164823534,160.14967114948405,E,-287.90558635640303,A,0
Veteran,18-25,Bisexual,D,-49.8354626087855,92.90073550128783,A,3.700175955839412,50.71185855705389,-82.77987788392743,A,-13.58054985494564,52.59823654121843,6.316373509549343,E,44.05178849086968,D,0
Veteran,36-50,Heterosexual,D,-69.60077472316812,79.04020527289714,E,-96.10117060522622,3.4688860619590076,85.95733311106723,C,-61.883387756799294,36.583564218331446,-156.39338045207182,E,-2.404452649111825,B,0
Yes,26-35,Heterosexual,B,91.45419126796726,79.97031643156495,E,20.061974962623697,-254.8037806540823,-21.994922769664036,D,60.66181814450415,164.71549675047308,32.2587359440028,E,-127.28648805054928,C,1
Yes,36-50,Bisexual,A,-46.742700940351305,-80.04049096886752,B,100.47048144464345,55.71735904773192,-10.73092899259383,C,-15.242389668784165,-52.597649817099715,52.24492477135936,D,21.257902170417783,C,0
Yes,65+,Heterosexual,E,219.12096742095542,-25.46221792043889,A,67.3374584961519,151.71873781607243,-34.46692356627497,E,-17.726257568330166,-236.4752197830062,-7.507591582037246,D,-118.77757854826778,E,0
Yes,65+,Heterosexual,A,-40.95018152996544,65.93904299347474,E,5.176697160774918,-61.89779081868304,-92.90272375535558,A,19.18530527748938,-38.9790249062643,16.115847083093737,C,-72.20007858827044,B,0
Veteran,26-35,Bisexual,D,-104.14290941314808,56.2448124473624,A,-62.87036459498542,-113.50290030100003,-75.54881601370546,B,-35.8341230115823,-22.325255970422273,-3.5092194472284945,B,14.887178478539271,B,0
Veteran,26-35,Bisexual,B,36.671390908991484,-115.42206686651804,E,-15.7537265477606,-82.85234447943006,-53.278941429112635,D,-34.31604265823799,51.81686902036989,174.90724159006075,B,-35.01036244156031,B,1
Yes,26-35,Other,E,-179.396228399176,5.8478553046923745,D,-61.80034520527978,-179.17990804444645,64.45413178130916,E,-166.51356289934213,-35.73899360164966,-48.71549155659883,C,-20.762791357848545,C,0
Veteran,36-50,Other,C,61.051167272064376,-98.64254872980581,A,182.61762472261154,-19.57037331355916,105.69551536292734,A,30.006342129666645,-7.081230768079869,-27.97008984335523,A,-27.909997449800528,C,0
Yes,51-65,Bisexual,E,148.5421646963517,-93.15842681285484,B,83.2368796749761,-101.14868061464601,-60.34611748292099,D,-73.95233143586482,-44.80811385948208,-58.87496480363964,B,202.33476435192105,A,1
Non-Veteran,36-50,Heterosexual,A,44.9086777140839,-28.32886935341329,E,35.373976207057005,75.45294950075728,-25.64850966550979,B,86.99437385555412,-182.61694479867649,69.12607158738948,A,-19.994888041853866,D,0
Veteran,18-25,Homosexual,C,16.391814989054946,1.7972923787667259,D,-68.05314751560496,-146.04969353478964,111.92424636736811,A,-66.30809621470634,-127.60377503074356,46.070893578266045,A,206.24450457788978,D,1
Yes,36-50,Bisexual,C,12.1947097998704,-63.77881521925946,B,-174.29423271862257,79.48674076144981,12.793626131097755,C,3.396327426288579,-22.713314188715923,34.74353417724252,D,169.93950213562752,C,0
No,51-65,Heterosexual,A,-109.105247530527,9.523404155989947,E,-0.7225327315479988,-67.66521196113956,19.908424074127147,E,-167.08233063902208,105.68509969756946,-139.9167519344844,D,11.122066939208086,E,0
Non-Veteran,65+,Bisexual,D,15.171358866457222,-274.1274181355683,A,98.0271146481631,-77.16089433298605,17.587367576788008,A,62.76736442016143,81.69626095771547,107.07744328821667,A,-40.32097838101855,D,0
Veteran,65+,Bisexual,A,-140.16759584602184,-76.06104838232558,C,105.94908658847267,-132.66357197955287,-74.62583830872006,E,-38.11308038122036,83.73111346982347,-186.90963479956056,B,-52.18151754987089,A,0
Non-Veteran,36-50,Homosexual,D,53.6838317764203,-240.4814211822385,D,70.81447610252283,-75.48725167675728,66.89815384759817,E,-2.7975868261906665,-110.79449725970125,-283.07307327401725,D,109.84756136563587,E,0
Yes,26-35,Heterosexual,B,9.793545414411367,-124.08453139865323,E,-111.00635026331145,-105.41111694199346,-84.4843718015607,D,-61.99256938403872,76.59096205652945,-2.361335817468591,E,-21.256994635493168,C,1
No,26-35,Heterosexual,A,37.71362620859048,97.72821833524038,E,6.818847782239297,126.71427979767962,77.01423735250322,A,-86.3295158021707,8.959380809982274,162.65712375732406,C,-45.591692063715406,E,1
No,51-65,Homosexual,C,48.46846879367684,112.20177564044043,A,-26.13252914968608,-119.87847923192969,223.74601972175014,C,-90.79048699340531,-28.254888140282148,-22.346501210571407,A,-12.475666915540984,E,0
Veteran,36-50,Heterosexual,E,4.334663501723993,105.95275876104013,B,-78.46996619122481,25.09795657958489,-224.4030539510292,C,-133.89639912323076,111.62090044066606,-49.182995807675276,B,-46.00134278210993,D,1
No,26-35,Heterosexual,B,0.551563249876623,148.32744687831234,B,-103.33505270023116,-26.708085768719343,-74.76757794286468,B,-18.063761202642265,-286.84353160584755,-269.0984626830164,E,-123.01496903694427,E,0
No,26-35,Bisexual,C,77.10453020389298,-123.12357131284135,B,4.032483331919405,23.402210617657847,-40.20206429562035,C,45.89259595368811,-247.5811596451191,3.2355181627493104,B,-197.30180552453103,E,1
No,18-25,Homosexual,E,73.17466024303924,56.06213024163396,E,125.92805677750864,-36.98243357210217,78.71933893385116,E,-11.902064390414626,276.24155324504727,-158.4296557172074,B,53.371585891714886,E,0
Yes,65+,Bisexual,A,5.558613567864268,123.94868550513043,A,1.4926481360046242,-76.71567558898542,51.84755883739211,D,57.31271584847599,8.576283364178607,9.759342776491593,E,-99.01876752912172,B,1
Yes,36-50,Heterosexual,B,15.763910691290686,-129.45489717279855,E,211.50703959958895,110.8135264036267,-125.54662646616559,A,162.1551091088958,10.069682067795517,-61.48430437244849,B,-163.43123874139917,E,0
Yes,65+,Heterosexual,B,-123.31142837968517,-71.78466655823735,D,44.50518040769321,9.571399483318158,25.643664103070833,C,13.26679681397537,20.6932326808631,37.47132236830949,A,7.962226700104249,A,0
Veteran,65+,Heterosexual,C,105.54140644133845,37.14207663824243,B,5.955704693971485,64.29396302274908,25.34163550212623,B,12.652516608913981,62.5082929383459,-108.53164897752418,A,-101.92810749135933,A,0
