Nationality,sexuality,marital_status,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
UK,Homosexual,Married,65+,B,E,100.13245188916781,A,-33.77225430011311,-244.00721858423532,75.07255133368204,B,D,D,162.46464671737627,112.04680134035534,12.011917839394647,0
India,Bisexual,Married,65+,D,A,151.2839095302684,E,-2.946188636581913,-22.548771363045127,-127.10564918480472,A,C,B,143.1521347389023,-80.81452773629735,-97.52351102521956,0
Germany,Heterosexual,Single,26-35,E,D,-36.24701589261741,D,117.22269996182762,-55.18694989539973,-75.38372448442067,D,D,E,-29.976337395918378,121.50941691610187,1.758866642154015,0
Germany,Heterosexual,Single,18-25,E,C,97.22948639201282,A,54.51609350680935,130.17304279709248,112.2673320402514,B,D,C,-152.03930114181355,-74.6544292246112,121.71028757575392,0
China,Homosexual,Married,65+,D,E,37.26692104450863,D,-109.16324517056819,-4.215357890804928,-182.2079218212073,A,E,E,137.29492591035034,91.25314805477758,33.108832807418075,0
Other,Homosexual,Married,26-35,D,C,33.47326053748411,C,108.6119621350188,-70.574172827029,90.3963410477963,A,B,E,178.2663944949164,86.00665464918296,76.54943399368335,1
Other,Heterosexual,Married,18-25,E,D,-55.7272366549051,E,-110.48349110561122,-65.67985145896814,-67.78743952465595,D,D,C,4.153783521746621,121.11501457529663,-2.2357430047786124,1
China,Heterosexual,Divorced,65+,D,E,-170.12054098344007,B,50.01967931197511,-48.84552867057294,142.1107048821727,B,B,D,39.87385576352828,43.32014765093574,-236.76398220882456,1
India,Homosexual,Widowed,18-25,E,D,-7.0002991200503395,C,33.730732112552005,-56.23862663990832,-52.870638568105576,A,B,C,56.03067150212034,-12.963061987311061,-7.678185873475124,0
India,Other,Divorced,18-25,D,D,146.06226258892596,D,41.979883398662636,196.19002159088618,203.47046113777913,B,B,B,-53.0438537286972,17.584538891238243,61.262729979752436,0
Brazil,Other,Divorced,65+,D,A,34.54174401668876,D,180.63192287711556,-181.48744478252908,12.688635280277252,E,C,C,-111.67774302234615,22.91376266090688,-0.6339731504414908,0
China,Other,Divorced,36-50,E,C,59.82056025515533,E,30.931376781333313,79.9807059794291,3.237803717975817,E,B,B,-45.870820435138185,33.8048632521468,114.15464416293786,0
Germany,Other,Married,18-25,A,C,19.957321579065262,A,83.26391322001272,-76.00344009967952,5.223401114602732,A,C,C,-37.98260047263899,-55.10254591011427,-10.596627978951696,0
US,Other,Married,18-25,C,D,45.040702640817656,A,-53.7653508431349,46.66346768734349,-104.59163156376744,C,B,B,96.18135272152175,18.08591017466582,6.768699934617888,0
China,Heterosexual,Married,36-50,C,A,-35.06194381435746,C,-206.61402948170263,78.85581012982665,292.4166687789997,C,E,C,-199.271235863666,161.3931424445694,-77.87521797514403,0
Germany,Bisexual,Married,18-25,E,B,121.85854450258644,C,96.06877861419298,108.78166566286762,38.319724638374204,A,E,D,-134.82389556431696,9.458364509786957,-57.83293830592014,1
India,Bisexual,Married,18-25,C,A,-50.33922332884333,D,1.9105967878410604,-225.02445894265622,-126.61239484344091,B,D,B,68.47106414718462,-110.54248305442655,-209.18621656531715,0
Other,Homosexual,Divorced,51-65,C,E,-10.59381638903043,D,-126.50971748749001,114.34012534820623,71.67338468766569,E,B,A,93.01747694081993,-151.12212804601032,4.03332785166873,1
UK,Homosexual,Widowed,26-35,B,A,-52.125167863127565,B,26.254942934879153,-64.84970877364285,-10.630086982817906,D,B,B,-109.62631904697615,-124.35107887887374,-107.81665281061537,1
China,Homosexual,Widowed,51-65,B,A,81.30124412064687,A,-17.120464012067796,84.29213683780226,-21.80810606234035,B,D,C,2.002627653213168,44.66028219777221,28.842323818217668,1
Other,Homosexual,Married,65+,D,A,-108.48437165406114,E,63.29445588685524,-91.66216879139328,-103.15033194590855,C,D,B,26.003062664973157,-10.759541891613642,-11.049537603193555,0
India,Bisexual,Single,51-65,C,B,-180.768273591098,D,150.9109698015513,35.729282180238705,-176.84896915356867,D,C,A,156.2885195613157,-6.660067678218952,-57.46800099335532,1
China,Homosexual,Married,26-35,D,B,-35.028131342419535,A,-11.834915296716545,-49.557589555798884,-64.82257512966524,C,A,A,-112.70732552877358,-104.86168388261254,-152.29850463332463,0
US,Homosexual,Widowed,18-25,C,B,15.964498856081047,D,-79.26717658238377,-9.775789817745247,66.93938280827464,D,E,C,-82.45930612279105,-186.77504397580697,69.3669971446819,1
Other,Bisexual,Married,26-35,D,D,-51.375092373345645,C,122.73047938040298,16.09635450678511,-64.28499897107004,C,E,E,-56.56739778608061,153.25105657473148,-12.348717972872652,1
Brazil,Homosexual,Married,65+,D,A,-131.3197945315515,A,-16.273182157861537,-39.606370252442424,-83.30482723667807,A,E,A,77.58888823290921,-97.21099694455275,38.566201304992475,1
Other,Other,Single,51-65,A,D,6.8906942716121,E,89.42032909236165,45.81394967293876,51.511707921897,A,A,A,73.48072443404288,-255.8290086575881,21.54182040429008,1
Brazil,Other,Single,18-25,B,E,-16.556828534904582,B,-12.865405589272433,-204.48342292580583,1.0730003929556247,E,B,C,15.40783900764467,128.67219893333467,-53.990412489467886,0
India,Homosexual,Widowed,26-35,C,B,-80.28397103828443,A,134.87568651092124,8.602716963679843,-34.61383956053643,A,D,E,-43.56962736106447,-38.93964589052515,100.75332358869488,0
India,Bisexual,Single,51-65,E,C,-63.091264898505386,D,36.652250892877696,-81.38221703984955,-117.81844744661647,A,A,B,-47.09224270569117,-68.67550187163872,100.05264415741284,0
Other,Bisexual,Married,18-25,B,A,160.9731659966675,E,126.52817417644509,125.63722547538686,13.481579635339976,B,E,E,-9.778171852962945,56.88334363682452,-75.74314258728748,1
US,Other,Divorced,51-65,E,A,-107.61567297118353,B,-134.7546731840996,63.95018098227324,216.43847857259968,B,E,E,-141.057267297191,-22.85422501446924,162.68226721575004,1
UK,Other,Single,51-65,A,E,156.28199808208208,E,42.61127187727119,-74.55666577539593,115.90606726938202,E,E,E,-82.54041944016764,87.24319224440487,-82.05472039151785,1
Mexico,Bisexual,Widowed,65+,A,A,99.83863089296305,E,-69.87563226076243,-336.78316761368126,126.15363000700859,A,E,B,-130.42056240144055,-78.9489356302793,-113.15238737955453,0
Germany,Heterosexual,Divorced,18-25,A,E,-38.73720872290369,B,97.89496388065197,-141.04011199492436,-87.96030628365816,D,B,E,-251.98685346919058,224.5724903147642,136.2239636899532,0
Brazil,Other,Single,36-50,A,D,-54.60684364903453,A,-32.56835607943104,-0.4157861880631288,-104.7348391486566,B,C,D,-140.037182738955,-113.89866627265648,-12.676856448876267,1
Other,Bisexual,Divorced,26-35,C,C,136.00829851270964,C,245.56557560746168,99.03333246861624,-138.275761516245,A,B,D,43.833243075867436,-48.494207528880175,99.81818402491093,1
Germany,Heterosexual,Married,65+,D,B,-15.919061219075276,E,-282.03200081780346,-52.6344240957931,-156.1118141981592,A,E,A,26.1081975365933,-78.94804628436427,-22.695714311697728,0
Brazil,Bisexual,Divorced,51-65,A,D,117.36394402149564,C,-163.00652920826442,174.14653456416818,80.36571781211083,E,E,C,101.72989468583143,37.04434574755962,130.30862817321207,0
China,Bisexual,Widowed,18-25,E,E,57.253964359392675,C,57.55264040897659,13.781304478559298,68.49794997645063,B,D,D,-106.10400100398824,57.00699721880312,111.95821797972792,0
Mexico,Other,Widowed,26-35,B,A,-126.21611556630583,B,19.46273449739938,-14.520032003284772,-0.6445511945573407,E,A,B,-167.5112292405327,86.47202009482564,48.009240837021835,0
Brazil,Heterosexual,Married,51-65,C,E,-138.4485578895728,C,51.057898772665666,-44.230435999591165,58.67066650227062,E,A,A,-60.4696181445742,-61.98561505031491,-163.62177665631145,1
Mexico,Heterosexual,Married,51-65,E,A,22.07129545015539,E,56.13221989801968,70.57337181020976,139.9849591242331,A,D,B,-56.03206826595228,-188.1212763975994,-9.242777801938,0
Other,Homosexual,Widowed,65+,B,B,25.742038462730093,A,-107.03072790165895,91.47836082542332,-38.476890484426306,C,D,C,-139.79664721780333,-15.097717800504684,-60.37473220640687,0
India,Heterosexual,Married,51-65,A,A,48.49096040174741,E,75.31807830527255,98.57705728310403,153.09709031400786,C,A,E,136.92508147745312,-132.89870078317293,-77.897439545361,1
Mexico,Heterosexual,Divorced,36-50,B,E,-68.17871123621869,B,64.84527903440716,119.15551690733813,-134.41894838220406,B,E,C,-6.002098393134412,19.103783135446147,15.173892930703644,0
Germany,Other,Married,26-35,D,B,222.42234020379405,C,115.04554728428944,-55.23381223240632,-50.360508994821,D,C,B,-48.94321558821026,33.541954296503654,92.76787083460742,0
China,Bisexual,Married,36-50,D,C,134.2673219275777,B,-131.27134308851083,-55.59424481562443,89.23806442702431,A,D,D,-53.562009134863686,-79.9114991534334,-346.123199403313,0
UK,Heterosexual,Divorced,18-25,C,E,75.28836021311142,B,14.830793515920494,-55.874004008269026,132.89694912803736,D,E,E,-66.21147166084421,79.24117119700762,188.4628829958899,1
US,Homosexual,Single,36-50,A,E,31.26155886035029,E,-1.2243826869906203,43.30456744864856,-16.541312669150848,C,C,A,-86.43456698011626,181.5065530550236,-44.63181783088011,0
China,Homosexual,Single,51-65,A,C,-21.671204489363387,A,115.59467344386087,50.76877291016045,-48.037623091335284,D,B,E,214.98520687248498,78.11886982908217,-74.84965738768555,0
Germany,Other,Divorced,36-50,B,D,-126.42256107683731,E,-191.64570596955738,56.69137950696241,116.72153348075018,E,A,D,57.44209028342395,-65.13776315566885,137.1624684354136,1
India,Homosexual,Married,26-35,A,D,87.17264381297446,B,-94.89050929252546,-84.32865044786298,-167.38084628761067,A,C,A,-85.87919825594132,-109.56010336012008,-46.181411289709125,0
UK,Other,Married,65+,E,D,-127.21681970395034,E,6.668453789226632,17.34863426756343,-74.19185508326265,E,A,E,-45.4954032086199,36.19521921645328,123.27469174455501,0
Mexico,Bisexual,Widowed,65+,B,C,-37.79854293572284,E,69.75264074928367,11.752707357768513,44.44833321250198,C,D,D,-145.76940406395929,-22.570453440668388,71.01788182904957,0
Mexico,Other,Single,51-65,D,B,67.55041161603805,E,-87.37163411279155,-207.93604517595986,23.311093042136235,C,A,C,-206.0282046269927,119.64953614980642,-102.49241762461725,0
Mexico,Other,Married,51-65,D,A,-161.3753394552193,E,-28.454335964562283,195.02464186840885,-125.97168074852556,C,D,B,-100.73591207680226,259.24807390588364,-95.55468242598792,0
US,Heterosexual,Widowed,26-35,B,E,3.198099811082602,C,-52.783291149259526,44.88101745041594,-102.32993510235102,E,D,D,117.58413569234216,-49.344490702711745,35.97196978294268,1
Brazil,Heterosexual,Married,26-35,C,D,3.5233451512541203,B,46.64334268981169,-99.05697086506119,204.96687302661763,D,B,A,109.44375687181538,81.97794174944036,-136.2351882716547,0
India,Homosexual,Single,65+,C,C,70.55969478511865,C,34.811452770409346,55.074970674116855,57.77274516254174,E,B,B,-141.2911872699613,-4.8489905807907165,45.67599870817,0
Germany,Homosexual,Married,65+,A,E,-27.272461591336643,C,-63.730492752267644,-90.68914936464452,-141.37146056389165,A,A,D,-24.482695511661,40.19958377136511,80.69618983944909,0
UK,Heterosexual,Single,36-50,B,E,-51.87226109834603,E,37.655020931693436,-79.54085781954274,71.5602873344465,E,D,E,260.37916908808114,160.7259010474364,-15.738713793394767,0
US,Heterosexual,Divorced,51-65,E,C,147.7302633539735,C,173.33528645529177,79.40880623606974,-135.6562900414034,A,C,C,30.84420655046307,-78.08560759445942,-6.652741206198915,1
China,Heterosexual,Single,51-65,A,C,101.27767295735188,D,-221.48383271546658,72.04250521470534,137.32251116036153,E,D,E,-104.97831705755496,135.99733302836833,167.83127464210403,1
Brazil,Bisexual,Widowed,18-25,B,A,-114.89622463876641,A,2.5682318926730296,-65.21606024037908,-47.73605760244297,A,D,A,110.43535111046377,143.3682409520603,-50.30107689383808,1
Brazil,Other,Married,65+,E,D,153.30291004766266,A,-50.88563712827544,84.93055568626366,-32.726264521418315,D,C,E,-1.072937977507733,310.0344814234899,-10.47585354265061,0
Brazil,Other,Divorced,51-65,B,B,-150.9661339123004,E,8.262554452420229,-83.13218796701419,-61.06547076997379,D,A,E,-30.84787873983375,-41.54640062398845,33.041174035696194,0
Germany,Heterosexual,Married,36-50,A,D,126.13724282442192,D,-86.65507105690236,66.31472080520602,-73.43471634733787,E,D,E,28.57841003756898,-137.81142067986698,-65.84106460463192,0
China,Other,Divorced,18-25,E,E,34.79328700472418,B,16.97869231688241,81.82667256393145,-7.320572637006503,C,A,C,-192.1163078592998,-32.10124842525985,-16.35705223453085,1
India,Other,Divorced,18-25,D,A,3.043292490035546,B,71.50992274841558,27.044541417105737,-46.97610104381959,D,A,A,62.03411193377188,81.95365887777707,-43.93115508998447,0
UK,Bisexual,Widowed,65+,A,B,-98.32498831943126,D,-30.142896040337032,-88.73291900850485,82.95976587218743,E,B,B,-21.38249661613772,-146.1469300386559,-74.38197819224297,0
Mexico,Heterosexual,Married,36-50,D,D,-86.74119083987105,D,-37.43537221365414,200.21193832014004,53.42579370407676,D,B,D,-9.951128902129867,-77.53463439711307,-221.2768755567002,1
Germany,Heterosexual,Single,26-35,D,E,70.43859401675373,E,112.42441084881507,-104.10327201298577,-16.12283220590002,B,C,A,-62.32195886343852,-131.3507301576333,58.502743071222675,0
India,Other,Divorced,65+,B,E,46.07535908029006,C,145.10010417663577,95.26842378561693,38.88001118755649,D,C,D,-53.23020329386365,-88.18095226139332,-32.32624345572571,0
US,Other,Widowed,18-25,B,E,-52.32136386683484,B,48.6830830027366,-54.52946255274187,9.101202488550642,B,A,B,211.76051499119802,-36.1768251245696,-56.64565633979455,0
Germany,Bisexual,Married,65+,B,B,238.16612297983949,C,53.83425906558036,45.04653631009723,-120.86059339935721,E,A,E,67.56232936492202,52.715463992027345,112.89145444904365,1
Germany,Other,Single,26-35,D,C,-3.475270116140365,C,5.503749517024744,-127.58697652785493,23.47675416229836,A,A,A,55.010028763139815,30.2954598392635,92.1700179441427,0
Germany,Bisexual,Single,65+,B,B,-97.23258891756728,C,-93.47518799139058,60.708012431594504,-181.55746257278318,B,B,C,-63.32684138983955,-87.86049977956706,-101.14706779258975,0
Germany,Heterosexual,Single,26-35,C,D,-81.69250137714772,B,147.51026697166108,77.29065114690007,62.59902952486879,E,B,E,135.8830127908843,-85.67786313125121,-231.5197781311046,0
India,Homosexual,Divorced,18-25,A,A,9.223287298548026,E,38.630397757225694,11.89816385019425,68.03533740976106,D,A,E,-40.42869843059746,137.90549545563687,-165.1411234080768,0
Brazil,Heterosexual,Married,51-65,E,B,-123.86140674308659,C,-61.445845132849975,-35.33223785655442,-35.354481908083834,D,B,E,-144.74480244682087,12.564175990576548,-130.9056461847817,0
India,Heterosexual,Widowed,51-65,E,C,141.09172305247654,B,23.735650806977844,50.6177763798938,3.2396180699066592,E,B,D,-176.00240571332577,214.59282815426377,-21.078864862153253,0
Mexico,Homosexual,Married,51-65,D,B,-103.47812560652272,C,120.56231920352758,124.85407468628851,-21.117234962511,B,C,E,229.39478355963772,-128.21261418823588,-71.69828933041002,1
Brazil,Bisexual,Single,65+,B,B,48.17470300449284,B,-92.29303280165881,-58.73225681265703,3.0475828655890433,A,C,A,-80.81418874353216,-38.700098482907684,-45.52277301878966,1
Other,Homosexual,Single,65+,B,B,-94.90390503490448,E,50.776226231165055,-31.4500748884799,-44.742596701917606,B,A,E,-47.67881467366554,24.15465815022036,-31.29959084248496,0
Other,Other,Widowed,36-50,E,D,-168.3555844801716,E,53.510273260623734,21.27438104650068,-47.61220512187324,B,E,A,-193.97133717951235,-134.99390606302393,46.73208146117501,0
US,Heterosexual,Divorced,36-50,E,C,142.41769302899493,B,-17.569495160604575,-5.985513526142365,10.534165468180962,E,D,B,-155.33254345983488,15.116784768954815,34.850064799271,0
India,Heterosexual,Single,26-35,C,C,-3.7434192078931345,B,59.42700060799567,-148.1675107203132,78.2673127965307,C,B,D,74.01546159736134,-3.143011398627099,141.4517582312798,1
UK,Heterosexual,Married,18-25,B,B,-71.89900266685306,D,-158.5324280600686,154.02351012231628,145.07774039319347,B,B,B,-96.55822102665213,-14.63200670957184,-210.76608675780855,0
China,Homosexual,Widowed,36-50,D,C,18.66023973591491,E,-70.57939596559453,102.75438156773158,-22.921836885913955,C,D,B,-117.00402919905166,-11.121470722156587,-13.596003819477756,0
Mexico,Other,Widowed,18-25,A,C,-40.01140995622375,B,-66.31962631691506,-80.39429146106858,81.8181202975819,B,B,C,82.18478095933726,96.27763109697912,-33.47005097139671,0
India,Other,Widowed,65+,D,E,36.08564097661318,B,187.2521019728417,156.77878988349053,16.65183318201156,A,C,D,9.233692550561447,-58.366786848423445,-80.02775328529962,0
UK,Heterosexual,Single,51-65,A,E,-164.97197266350526,D,52.400092447347404,-119.89977772454135,-97.49812513270194,E,A,E,-222.3190478392862,34.71700012759074,57.27791129984116,0
Mexico,Other,Widowed,26-35,E,D,216.89159934120045,E,-156.07442216369444,-76.93840650867789,161.18487011027645,A,C,E,107.77394369910351,144.40509281552158,10.741702024512586,1
US,Homosexual,Single,18-25,C,A,156.09279693573052,D,252.3063837836819,59.08664517426233,-11.524118282368773,C,C,A,-113.22799908259431,43.199620310565926,-49.7078954106839,0
China,Heterosexual,Divorced,51-65,D,C,82.85821287846305,D,-98.03540770325951,-114.40707717153067,-9.841506213933243,A,E,A,115.3173211816456,-129.7368841938257,-66.88349860298436,1
Germany,Heterosexual,Widowed,26-35,B,A,-1.7981503603117122,D,43.22352308811731,78.58797187936781,65.54978644027368,A,B,C,-31.466139752275758,173.4308017395617,25.08551476664544,0
UK,Bisexual,Divorced,36-50,D,E,155.89094345190614,D,16.481713694530274,-13.545775566956506,27.127700859379196,C,D,B,48.33302367941293,235.39498098691368,27.380766020488878,1
UK,Other,Divorced,36-50,B,C,-13.064031843308536,D,-25.508246643691212,-135.2118374293219,30.193739860319113,C,C,C,60.33422564501086,-9.650358325014706,165.29426703846542,0
Brazil,Other,Married,65+,A,B,191.9499483687133,B,61.125218414143056,32.48891547029,44.18859062181829,E,A,A,31.98198857078392,-220.81375329089846,78.67584132557006,1
Brazil,Other,Widowed,18-25,E,D,27.578301029410678,A,-111.46457492798486,-4.615656472010068,-17.965745457491156,E,C,B,-79.34524706707788,252.8392364803306,195.51608015697838,0
Germany,Bisexual,Married,26-35,B,A,111.12093536562686,C,94.94338908557053,-117.68857052659078,-99.67813057089721,B,B,C,-4.1231183072985855,-1.2756001234253234,-21.513056243055935,1
Mexico,Homosexual,Divorced,18-25,A,B,95.06284834483472,A,-191.72733427160816,-85.1328789784179,89.28780696772303,C,E,C,-91.5337911273159,78.96411297586693,55.26462668902986,1
Other,Bisexual,Single,65+,B,B,35.32978252932027,A,42.672519443234464,73.96998424157901,-50.806019028875404,C,E,A,-35.94738608943231,36.932467399595645,51.65036495561877,0
Other,Homosexual,Widowed,51-65,A,A,-26.271901242144217,D,13.79071870571254,58.077117940155745,-39.946100476972,B,A,B,17.884966628482783,125.98501753000744,69.59336406445661,1
US,Bisexual,Single,36-50,A,B,120.6357180399014,B,-93.89298655701025,-111.96763580608788,82.23108839759654,B,E,E,103.62057386770915,-171.93269022015215,38.13708459416987,1
Mexico,Heterosexual,Single,51-65,B,C,40.613318426126725,A,-211.83347528491942,-47.694364706617286,115.6631075177304,B,B,B,-48.611682286673194,63.078543854680305,159.82738621475002,1
China,Bisexual,Widowed,36-50,C,A,74.39799578629287,C,-86.16316319698754,69.85803124028375,105.86250796680127,E,B,A,-189.94243806851316,102.85436740987959,-42.33945432848263,1
China,Other,Widowed,36-50,D,D,-46.96643307489585,E,12.14871992452227,-141.75125863155827,-172.35343502900304,D,D,C,-110.61572287171593,72.25871741782696,7.052404318236667,1
Brazil,Other,Widowed,26-35,C,A,-118.7415379837369,B,115.3000043856974,-132.1887950767349,-101.13522065540268,B,E,B,-180.08228628365043,-130.43564180587478,-72.83266509795646,1
Other,Bisexual,Divorced,26-35,A,B,-21.21823148221889,C,113.89153173997101,131.19319209400427,-26.802186238298294,D,A,B,6.797452766875697,85.08118938469786,139.90447662974208,0
India,Homosexual,Widowed,18-25,D,B,-53.53932731976608,B,-31.638284805991024,-149.27588218138473,-159.87616894792552,D,A,D,-42.00515782601217,-77.16372732371836,125.41002904394243,0
China,Homosexual,Widowed,36-50,C,E,-231.2372752160682,C,14.317216313197372,-144.21036615767278,205.4164338544529,D,E,C,52.41719884508071,-127.29061905361468,-1.6220491117271216,0
China,Bisexual,Widowed,51-65,B,E,21.183082385151337,C,-81.87772669099581,89.75316938713284,-206.83741284485447,D,E,D,69.52034941863185,153.6771139891034,94.9975906468507,0
UK,Bisexual,Married,65+,D,D,101.14572303475322,C,201.70411692410326,48.773640826773374,110.4925751301008,A,B,C,-25.709883319871064,24.452828694539406,58.886641736394665,0
India,Homosexual,Married,26-35,B,B,114.34296989678205,C,-181.01982140886312,-74.45259159277555,-267.40804762603017,A,D,C,14.227050483323763,104.6949971735402,71.6244242527854,1
India,Heterosexual,Widowed,18-25,D,B,129.93398546542224,A,79.8030675605869,115.69474660363555,84.28528020658015,D,E,B,-80.53022761456616,136.9553374736087,175.1617266151621,1
UK,Homosexual,Married,18-25,A,C,75.19819490738955,E,-82.53239975510088,-67.65026525892102,-142.2785042703706,D,B,D,-66.71203720017449,-15.664152316367746,-5.794523660939585,1
China,Other,Widowed,51-65,D,A,-57.51589747973313,A,-112.33161672174722,14.89992286658724,89.20008097767099,A,D,A,11.571590628318916,59.42368527667456,3.6038274851004912,1
UK,Homosexual,Married,26-35,C,B,23.718405767852087,A,16.168512518671953,-145.0719773280475,-143.18330155148303,E,B,B,-195.14997540702316,-57.399745312627395,90.8856247675447,1
Other,Bisexual,Widowed,65+,B,E,-64.7033229786295,E,155.63222351640724,-53.554000431205985,-103.55280294947788,A,D,D,-146.42312504406604,-120.74512085852518,45.75938734324406,1
India,Heterosexual,Divorced,18-25,E,A,-14.451712906236835,E,-108.55855307332985,-16.693688072199134,-28.346998163275234,A,E,A,-45.65534622403376,17.72489882991442,70.5559598730953,0
Mexico,Bisexual,Married,65+,B,C,-97.36479985760694,B,10.322582820626183,-133.78874488424896,-121.69677352568003,C,C,B,100.63190462059536,45.734462254197545,53.44115367970448,1
Mexico,Other,Single,51-65,E,E,-146.59730443338864,C,55.69305215727248,-11.853658631253348,167.3955887418265,E,E,A,9.007716063394762,-10.11044565198672,-39.27708198953207,1
Germany,Heterosexual,Married,65+,C,E,-78.85557292262231,A,-113.49748495372339,66.86331373407612,-20.807851326213246,D,C,B,-74.33679071956442,120.07382382730245,115.91370254856645,0
Brazil,Bisexual,Widowed,65+,E,E,46.52622378669183,C,-10.6115759921622,-80.01872901590336,-224.37242002771924,A,A,B,-21.905878795010807,-67.15646276572238,-13.318967034664208,1
Germany,Other,Widowed,26-35,E,B,54.00827978996073,D,-29.41626087654162,-1.2647069707928889,-110.78397928350302,D,E,D,19.642721051263027,-54.01939677052682,-121.13966779385588,1
Other,Heterosexual,Married,26-35,E,B,7.89695088252297,B,72.44959932421175,-3.68608090921575,-74.86713426252643,A,E,C,32.357714871343326,7.766101622006559,-42.92052687333129,1
US,Heterosexual,Single,36-50,B,B,-28.2179241296847,E,281.2616900558401,30.09100133142858,-107.68532102443604,C,C,A,-161.5766399332537,4.432868670787346,-21.223907502306165,0
India,Heterosexual,Married,51-65,A,B,-12.451402737021235,C,-157.06966290034944,-28.60969770344109,-61.829510351183394,E,B,D,94.18620657642087,20.383925287138023,-84.69049905147092,1
Brazil,Other,Divorced,51-65,E,A,43.73856519974804,A,60.373718981446636,-150.19277481244723,283.44249174881895,D,C,E,59.07176910157601,122.69547017520716,104.97592390788519,0
Germany,Homosexual,Single,26-35,C,E,-27.13508970216193,A,-13.24624460408079,-168.4087993700918,93.63763225776638,B,E,E,-117.64169126968065,-106.03980104817596,48.1374631610034,0
China,Other,Widowed,51-65,E,B,-99.53888924609028,A,-68.35338688712908,-69.1382745910085,-196.41742414208383,B,D,C,-106.07748180657171,54.797199253072336,58.141038052520564,0
China,Heterosexual,Single,51-65,D,C,-12.695446132100551,B,-158.38052177106889,120.26081517757048,-31.845793049256894,C,A,B,-143.60861745616054,-12.47111816291029,143.4912828590231,1
Germany,Other,Widowed,26-35,D,E,-69.3238936834368,D,121.1093861027253,47.32697463028623,247.25315361283387,D,C,D,71.20519547418802,-83.8056946949644,-13.664526823329753,1
Mexico,Other,Divorced,65+,B,E,97.21264546846659,A,1.912084896860277,111.5181887493412,-27.931695370578012,C,D,C,-37.90043703491875,161.45888473419302,75.77143646191227,1
China,Homosexual,Married,65+,C,A,41.31125014497475,B,-95.63207551716498,42.3653621737578,27.981093994953028,C,D,D,-262.89284424295903,-51.20011344545533,-23.333983415119754,0
China,Bisexual,Single,26-35,C,B,4.738699998325377,B,-20.2480621514607,21.86471486290672,12.25504468670295,D,A,E,-8.697703079992989,-104.89698292739773,99.48068041775554,0
China,Other,Widowed,51-65,C,B,-84.50619298375814,C,-61.24320615029888,-118.13010231278554,-125.37937318928927,A,D,C,111.57468577417886,109.79619107430682,67.2723793916081,0
Brazil,Heterosexual,Widowed,51-65,E,C,100.68369771446721,D,-10.239332989639523,81.17150844269274,221.21554299241214,E,D,E,1.7649688889222754,-45.49546341988861,-46.64876327228008,0
Mexico,Heterosexual,Single,51-65,C,D,49.419264325338084,A,23.945032603649622,105.03838458847028,108.17216332482961,D,B,E,45.48463142422495,-10.699990548366387,-188.40499521265966,0
Other,Homosexual,Divorced,26-35,E,D,38.45751350585043,E,46.012691590182335,67.2546392531039,-12.028814491382082,C,C,B,80.88780264209745,-115.6230366748696,-55.602312806273154,1
US,Heterosexual,Widowed,18-25,C,D,-112.68041000300424,D,17.278725849916437,-5.397326720979294,-80.06967434267064,C,D,B,8.713535470514403,24.0612685658828,60.95462818388376,0
UK,Bisexual,Single,18-25,A,D,-45.204614688563,B,-12.140824670142493,-31.44358978834085,121.74895980100304,E,C,B,-216.4694523150559,0.6596597812288492,-163.5308448531538,1
Brazil,Homosexual,Single,26-35,A,E,49.07505819168125,C,-32.96980489743281,-97.66801432266678,-86.02677515781208,A,D,E,-16.484931619959596,-54.1539999262158,52.95337287056543,0
Mexico,Homosexual,Divorced,51-65,D,E,-4.420114772280439,E,137.7942925447767,-109.80934169691928,-147.4010046663764,B,C,A,-77.63096365360565,-67.58093583675281,245.28247271817912,1
US,Other,Single,51-65,C,D,16.256382217235597,D,-176.86956944690928,143.4786891964216,19.446891662064704,E,A,E,200.7336560414123,-113.19265655767859,-76.16818084215531,1
UK,Other,Divorced,18-25,E,C,-5.03837998894818,E,-48.699817300870336,87.97850193385963,34.34384952269654,D,E,C,-43.25254921656153,227.97843028523656,20.054066570056975,1
India,Other,Widowed,18-25,A,B,-29.104930502536675,E,-68.15580202892171,28.00498194516978,-25.410898712297737,E,B,E,-111.1441251934767,-116.5342880628407,122.63460618624487,1
China,Homosexual,Divorced,26-35,A,D,-126.08046220345824,C,-25.160322245176793,-49.971783430433625,25.582754871652803,C,D,A,6.1732158870774105,112.43862928981159,-3.010562929812285,0
UK,Bisexual,Widowed,26-35,A,C,-111.68975439181568,B,-24.876066534433303,75.5380871804586,35.10868045829906,C,C,B,12.35979094385105,-70.2389540105909,-179.22034548794147,1
Brazil,Bisexual,Married,36-50,B,E,-189.53965448738373,A,-63.49317090539619,47.715378194664254,-18.21636728703002,D,C,E,85.89610814420399,274.9498104097663,-218.65102497357879,0
India,Heterosexual,Widowed,18-25,C,E,99.11687038032781,B,-118.04453925891978,70.70934810222154,14.058548969189285,E,D,E,-8.546727997618149,54.9069252112618,26.801454554039232,0
Other,Homosexual,Single,26-35,A,A,-60.99787988785532,D,-14.012143286923495,-48.73292479692719,6.670090005320162,A,E,B,69.36935955712822,26.301047850220044,-43.90094942403081,1
