Gender,country,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
M,China,58,-129.22041362136946,E,A,B,B,0
Male,Mexico,51,83.03476020252913,B,C,A,C,1
M,Brazil,90,-68.97005582786834,A,C,E,D,1
Female,Brazil,55,-61.41804405839579,E,E,E,B,1
M,Other,69,-131.80325921397383,C,C,E,E,0
M,Other,22,89.76350989995531,E,B,E,B,1
Other,Brazil,20,-148.213982881,B,B,B,A,0
Other,India,42,-90.25486522933652,C,B,B,C,1
Non-binary,Brazil,60,116.40453779119748,C,B,D,D,1
Male,US,42,29.6644591863193,A,D,A,E,1
M,Brazil,49,0.9679043964058286,D,B,E,B,1
Other,India,94,-10.64086926015761,C,E,B,B,1
F,Brazil,20,-18.59650915963887,C,E,B,A,0
M,Other,23,-24.253069701061886,E,B,C,C,0
F,China,32,20.535466821448384,C,E,B,C,1
M,Brazil,85,-49.01688459269587,A,E,D,B,1
Other,Other,71,86.96234357191423,A,A,A,E,1
Female,Other,71,208.245438583024,E,E,C,A,0
Male,Other,50,-49.87266530724432,D,A,E,E,0
M,Brazil,27,-140.7261040163934,C,A,E,B,1
Non-binary,US,46,-48.77511587032477,E,B,E,C,1
F,US,30,69.54100381933286,D,B,A,C,1
F,Germany,85,169.85914162187476,D,B,E,E,1
Female,UK,74,232.51636453677702,C,D,E,D,0
Non-binary,Mexico,19,-97.63825068238475,A,D,D,B,0
Other,India,55,25.090389323860457,D,C,B,E,1
M,China,76,-66.41404963671266,A,B,B,E,1
F,Mexico,42,19.87268725224246,B,D,C,A,1
Other,India,93,148.30816429769976,C,A,C,D,0
Male,Germany,69,5.691751851885366,E,B,D,C,0
Non-binary,Mexico,62,167.61638385349335,E,D,E,E,0
Other,US,54,-95.42958559298508,B,B,E,C,1
Male,Other,61,182.9290898422882,B,D,C,C,1
F,US,21,20.92498802116923,D,A,B,C,1
F,China,52,282.0465703611187,A,B,B,A,1
Male,UK,63,23.167333114949578,A,A,C,E,1
Female,India,30,73.00531499768086,E,B,D,B,1
Non-binary,Mexico,70,-196.90922400498116,A,B,D,B,0
Male,UK,37,-88.27460238855923,E,A,D,C,0
M,China,80,53.65049559729758,B,A,D,C,0
Male,Mexico,32,62.2691831028632,B,E,C,D,0
M,US,34,154.5151927864451,A,D,D,B,0
Female,UK,71,-174.39489699538106,B,B,A,B,1
Male,India,70,-123.66059032148311,A,C,E,A,0
Other,China,18,-167.96362264260424,A,E,B,D,1
Other,Germany,59,-11.68515430049406,D,E,B,D,1
Other,Mexico,18,-203.89090782530724,E,B,E,B,0
M,UK,72,-47.509595567009505,B,E,D,C,0
Male,China,33,69.10278401582379,A,B,A,B,1
M,Brazil,44,-39.70807500519251,D,B,E,C,0
Female,Other,66,22.08753315334923,B,A,E,A,0
Female,UK,81,-120.22571809167476,D,A,B,B,1
Female,China,97,86.07710984148116,E,A,A,B,1
Non-binary,UK,25,51.24600249536784,C,E,D,B,0
Female,UK,71,142.4496339923016,A,B,D,E,0
Other,Germany,88,-118.38849086821774,A,A,D,C,0
Other,Germany,20,-90.82208214234852,A,E,C,B,0
Male,Mexico,47,88.54723953017526,E,B,A,E,1
Female,China,59,29.72655227260972,C,B,C,D,0
Female,Brazil,22,108.01165596511953,B,B,C,D,0
Male,Mexico,96,-34.812626746575226,C,B,D,C,1
Female,US,70,-80.0040005261076,E,D,A,D,1
Male,UK,78,-34.026960270791776,B,B,A,E,0
Male,Other,71,-192.55348954544127,D,B,A,A,0
Non-binary,US,19,-12.87599414401462,D,E,D,C,1
Other,Brazil,38,57.14956802485794,C,D,C,C,0
Other,UK,28,-149.6643255542394,B,C,A,A,1
Non-binary,Mexico,76,10.49580861592968,C,C,E,D,0
Male,Mexico,47,114.97272341389655,E,D,A,D,0
Other,Brazil,36,-50.90205302522608,E,B,B,A,0
Female,China,88,123.34711721872749,C,B,C,A,0
Non-binary,UK,51,-67.17454651145594,E,C,B,D,1
Other,Other,96,42.19764815279664,B,E,B,D,0
Male,Brazil,65,109.58476523398379,C,C,A,A,1
Non-binary,Germany,63,35.26304011791366,E,B,A,A,1
Female,UK,43,19.987263466274932,D,A,B,A,0
Female,China,85,60.317419355502835,E,A,B,C,0
Female,Brazil,71,-145.19240309165187,C,C,A,B,1
Male,China,68,198.48375855294285,A,E,D,C,0
Female,Other,68,-96.587126727894,E,D,D,B,0
Other,Other,71,35.60942634442799,A,A,E,E,0
Other,China,97,-70.0704047929261,A,E,E,D,0
M,Germany,79,-36.70033626267875,C,A,D,A,1
Other,Other,87,-16.027006585386484,C,B,A,B,1
Male,Other,73,-107.89310075176297,D,D,E,A,1
M,US,68,45.38922420812509,D,A,E,B,1
Male,US,59,-61.60025915128969,B,D,A,B,0
Female,India,61,-139.84640097042816,D,A,A,B,0
Non-binary,Mexico,52,-86.58191729231649,B,C,E,A,0
Male,Other,32,167.15914521849467,A,A,E,B,0
Other,Brazil,80,83.77661681739372,B,B,A,C,1
Female,Mexico,84,-196.59008393250227,C,A,E,E,1
Non-binary,US,71,-57.914170082602645,D,A,C,B,1
Male,Germany,82,-86.29890599491446,B,E,D,B,0
Female,Germany,75,-41.88365781449792,E,C,A,B,0
Other,China,79,-166.22816012969713,C,E,B,D,0
Non-binary,Mexico,81,-196.738125018855,E,B,B,C,1
Non-binary,Mexico,24,-158.8021875914466,C,C,B,C,0
M,Brazil,66,-18.233002474988904,C,A,B,C,0
Female,China,58,-42.54080970216106,A,C,E,A,0
F,UK,80,19.28598586113269,C,A,A,E,1
Male,US,63,-60.913738627963056,B,C,E,C,0
F,Brazil,34,-20.44284615885955,D,D,B,B,1
Other,UK,84,74.48631514614587,B,E,D,C,1
F,India,99,-64.47075735465435,A,D,B,A,0
Other,India,66,5.8392460126552015,B,B,E,C,0
M,Other,77,-144.97390088819006,E,A,A,E,0
M,Germany,43,19.017945849133415,C,A,A,A,0
Female,Other,23,47.88633258716733,E,C,E,C,1
Other,Brazil,39,-51.35171676100565,C,B,D,B,0
Female,Other,49,18.086900147962933,D,B,E,D,1
M,China,79,-79.73716872704765,B,A,E,C,0
Non-binary,Brazil,20,3.9330936827794454,E,C,A,B,0
Non-binary,India,53,-22.435467949684547,A,A,C,A,0
M,US,81,101.33446130007448,B,E,D,C,1
F,China,51,4.540121274374866,E,A,A,B,1
F,China,48,73.74722712407251,D,B,A,D,1
M,Brazil,57,110.84511470747478,E,C,B,A,0
F,India,67,73.12106909670774,B,D,A,B,1
Non-binary,US,33,-126.25509409902457,B,E,A,B,0
F,India,52,-101.46932855862299,E,E,D,E,1
M,China,90,113.12369183623254,E,C,A,B,1
F,Brazil,72,156.34736434845576,C,D,A,C,1
F,Brazil,90,-8.002010569225689,B,E,B,B,0
Male,Mexico,45,-18.278392670102907,A,E,D,E,1
Female,US,27,39.06738119376134,D,D,C,B,0
M,India,43,45.407614167425336,A,E,D,B,0
Male,Germany,37,-225.93765889149267,D,D,D,A,1
F,Brazil,67,-48.84083321745216,E,D,A,B,1
Non-binary,Other,54,169.12017701328622,B,B,B,B,0
F,China,61,-23.251736511385445,A,D,A,D,1
Other,Brazil,35,-59.96146046900943,A,E,C,E,0
Non-binary,UK,76,74.01410155018526,B,A,C,E,0
Male,UK,94,-96.00438570584687,D,C,E,A,1
M,Brazil,67,37.66123092273823,D,E,B,C,0
Other,Mexico,62,-112.11720499347764,D,B,B,C,1
Non-binary,China,40,-79.58237680689176,B,D,D,E,1
F,UK,30,40.01205030826755,A,B,E,E,0
Male,Other,65,-3.982143804494957,A,D,C,D,0
Female,Germany,21,-51.52955952862366,D,E,D,C,1
Male,Other,49,115.65340430867401,C,C,E,D,0
Non-binary,Germany,66,57.361769853696075,A,A,D,D,0
M,US,72,121.24534600132219,C,A,B,E,0
Non-binary,UK,72,125.68311279822073,C,A,D,E,1
Other,Brazil,35,68.73073938516121,A,E,A,D,1
Male,Other,78,18.264899658908906,C,C,E,C,1
M,India,31,-49.56170464304503,C,B,B,D,1
Female,India,80,51.06633841656338,D,D,B,B,1
Other,Germany,99,-80.85599113671536,A,C,A,B,0
M,Germany,60,-5.901823440607395,A,E,E,C,0
F,UK,25,28.34087953767885,A,E,D,A,1
Other,China,58,-23.617035773310725,B,C,A,B,0
Other,China,31,-71.96841114113181,C,E,A,B,0
Male,Other,48,78.03261632563996,E,E,B,C,0
Other,UK,51,-4.820037181960321,B,A,E,E,1
Non-binary,UK,63,79.5778014166918,C,A,E,A,0
F,Brazil,40,-175.83513495817965,C,E,E,A,0
Female,Germany,88,3.3136341029315597,D,E,C,A,0
Non-binary,UK,23,54.088332904269635,B,C,E,E,0
Non-binary,Other,37,-79.0027050060804,B,B,E,E,0
Other,Germany,58,-14.69257572529419,D,D,A,B,0
Non-binary,India,96,-186.9771669113906,B,B,B,C,0
Female,China,34,-20.57528496603848,D,B,E,E,1
Male,US,31,51.873487981435154,E,D,D,B,1
Other,India,93,-120.91007333182262,B,E,C,D,1
Non-binary,UK,87,-42.49233018239665,C,D,A,B,0
M,Brazil,19,-126.26446412370409,B,A,D,E,0
Other,US,32,15.123640011136244,C,D,A,E,0
Other,US,37,-130.1271519781353,C,D,E,B,1
Female,Other,74,108.8442210847652,A,B,D,A,0
Male,UK,26,10.600168207996793,D,E,A,B,0
M,Brazil,91,-39.66327383814864,D,C,B,B,1
Female,China,95,12.765146042539651,A,D,D,A,0
Female,China,86,19.993859520346028,B,A,C,B,0
Other,Other,50,31.221801249965118,C,B,A,C,1
Female,India,47,242.18922531610815,C,B,A,B,0
Other,US,44,-201.98345333543023,A,C,D,C,0
Other,UK,81,23.95491513790808,B,C,D,C,1
Male,US,34,-57.49075933459687,C,B,D,C,1
Male,India,28,-31.047302900383144,E,B,D,A,0
Male,Other,81,-24.814366721092345,C,D,E,E,1
M,Mexico,57,-114.9656211975508,B,B,E,A,0
Other,Brazil,38,-16.215003997198814,B,C,A,D,0
F,Other,97,-34.97972375180658,B,E,C,A,1
Female,Brazil,89,73.69164349881882,E,B,C,D,1
Male,Other,26,160.91066260219708,B,D,E,D,0
M,UK,87,-11.646615803804346,D,E,D,A,0
Non-binary,Mexico,64,203.1734535608913,D,D,D,B,1
F,Mexico,94,-233.49583728849348,A,A,B,C,0
Non-binary,Brazil,21,35.61911058246633,A,A,E,C,0
F,China,62,161.2067093437959,D,B,C,B,0
F,India,87,39.10412903226189,D,C,C,B,1
M,US,90,45.898308466693344,B,C,C,D,0
Female,India,37,73.75418125528309,B,E,D,C,1
M,Brazil,80,17.263683289204668,A,B,A,B,1
Female,UK,37,111.50675467967648,C,D,C,C,0
M,India,98,6.320174106794394,C,B,E,B,0
Other,Other,54,-66.60862007474272,A,D,C,B,0
Female,Brazil,35,130.55782756281977,E,B,C,B,0
Non-binary,UK,57,110.3602464123167,B,D,A,D,1
Other,Brazil,75,109.88105012416646,B,A,E,E,1
Male,Germany,41,113.44629600150921,E,D,E,D,1
F,Germany,51,-156.9255820579697,B,C,A,B,0
F,Mexico,69,-16.139968508339294,B,D,A,B,1
M,Other,19,57.729704079493885,C,A,E,E,1
M,US,66,-48.5712881927881,A,C,C,E,0
Other,Germany,52,-134.78200760232417,B,B,A,A,1
Non-binary,China,72,-94.27028757144308,C,B,B,A,1
Male,Mexico,93,-104.3100557213234,E,E,A,D,1
F,China,73,102.61616062961856,B,B,E,E,1
Female,Mexico,81,-313.4327382666782,A,C,D,C,1
M,Mexico,44,-36.983545203613964,E,E,D,A,0
Male,Mexico,31,70.95721584131749,C,B,A,D,0
Non-binary,US,46,259.62973577283384,E,E,D,B,0
M,Mexico,57,31.411394688263716,E,A,D,C,1
Non-binary,Mexico,26,32.64891209350556,D,A,D,D,0
Other,Brazil,76,56.89306271586069,A,B,B,B,0
Female,Brazil,51,12.505906443578427,B,B,A,A,1
Non-binary,China,94,52.15556159544049,D,B,C,D,0
M,UK,21,119.1729035106005,E,B,D,C,0
Other,Germany,34,73.04187069692938,B,C,A,B,1
Non-binary,Brazil,40,-90.86988396341465,B,B,C,D,0
Male,Germany,71,40.99681304836177,D,B,E,E,1
M,Germany,76,43.34792573248455,D,A,C,D,1
Non-binary,Germany,46,-131.27201593332768,E,C,D,D,1
M,India,81,26.829265901687787,A,E,E,B,1
F,Other,99,8.938192319710716,D,D,C,E,1
M,Mexico,95,16.555777772580246,E,D,D,A,1
F,Brazil,99,-164.23005691822016,B,B,B,B,1
Non-binary,US,74,-75.85157599865006,B,C,C,A,0
F,UK,57,-61.33431623757725,E,B,B,E,0
Other,UK,23,66.3904973260184,D,C,E,C,0
F,China,23,106.30642370568128,A,A,B,E,0
M,India,71,-5.972527611327458,E,E,C,D,1
M,India,55,-89.57448433991408,B,B,B,E,0
Male,Brazil,25,28.480866921133114,E,B,B,B,0
Other,China,55,-200.19975393725355,B,A,D,A,1
M,Germany,96,59.08600994243866,E,D,E,C,0
Non-binary,Brazil,94,-68.7745030840121,B,B,E,A,1
F,Germany,83,214.92602130674544,E,A,B,B,0
M,UK,42,-101.16353358675721,C,D,C,C,1
Female,Other,93,103.3502135324623,E,A,E,E,1
Female,Brazil,92,-107.93416095023301,C,D,C,E,1
M,Other,89,-24.917703420871007,A,C,C,E,1
M,UK,49,7.697615401846384,D,C,C,C,1
Male,India,59,95.38281798694794,A,D,B,C,0
Other,Brazil,82,-30.06163261779659,E,C,D,E,0
F,UK,46,-51.761489198226215,E,A,A,D,0
Female,Germany,22,15.358835786044098,C,B,B,D,0
Other,UK,36,-82.96693159538154,B,C,B,E,0
Female,US,32,28.7067814318899,D,C,B,A,1
M,US,64,24.83418395455042,E,B,D,E,0
M,Germany,93,75.96271209455513,E,E,E,A,1
F,India,73,66.79840314059938,A,C,A,B,0
F,China,30,101.10072177099114,A,C,C,C,1
Female,Mexico,33,66.71649410352501,E,D,C,C,0
F,Mexico,94,-94.48587307810023,C,C,C,C,1
Male,US,36,-183.5432172470248,B,D,B,C,0
Non-binary,Other,74,101.82388792049437,E,A,E,E,1
F,Other,26,90.53591091895605,A,B,A,D,0
Other,Mexico,81,69.94815990893338,B,E,D,E,0
Male,Brazil,23,-227.94504067944476,D,E,D,E,1
Male,Germany,27,175.13835067539506,A,E,A,D,0
Other,Germany,68,130.74965224606586,D,C,D,E,1
M,Mexico,26,46.45724526918051,C,E,D,C,1
Male,Other,38,-153.37671896531393,E,C,D,D,1
Male,India,43,13.822332890375497,B,D,D,C,1
M,Germany,69,52.68349874721843,D,A,A,B,1
M,China,51,145.48740719983573,E,C,E,A,0
Non-binary,UK,46,-68.35665000110872,D,D,D,A,0
Female,Germany,24,6.3865016630611215,C,A,D,B,0
Male,Germany,76,-41.22335040940852,B,D,B,D,1
F,Other,77,152.43848578799987,A,B,C,E,0
M,UK,34,92.68239633942275,C,D,B,D,0
M,Other,34,-52.704036876460194,C,C,E,D,1
F,Mexico,96,25.159045105256155,A,A,E,B,0
Non-binary,UK,34,31.159405355818198,E,B,C,D,0
M,US,92,-76.3578626992729,B,D,D,C,1
Male,Mexico,20,-48.13732796334958,C,D,B,C,0
Non-binary,China,46,-73.86199786230502,B,E,E,D,1
Male,China,20,-41.963885171866124,B,C,C,D,0
Other,Germany,79,-43.792693975549575,E,E,B,B,1
M,Mexico,65,-14.215737530337785,A,A,A,A,0
Non-binary,Germany,35,-87.41838980516283,B,A,B,E,1
Non-binary,Other,51,72.78631986193295,E,B,D,E,1
F,Germany,94,-18.97423903227674,E,D,E,B,1
Male,Brazil,93,167.3982423741544,B,D,B,B,1
M,UK,97,-39.888590227380796,D,D,B,A,0
Male,Mexico,69,20.26531397924721,E,A,D,D,0
Male,Mexico,62,92.71451870362554,B,C,A,C,0
F,Brazil,62,-49.86932227829546,E,A,C,A,1
F,Brazil,93,62.86932783221544,B,C,D,C,1
F,US,94,47.81358567288454,C,D,A,C,1
Non-binary,Other,69,11.176280231708684,E,C,A,A,1
Other,Other,64,-26.44303573074392,A,C,A,E,1
Female,Other,18,13.684248901633515,E,D,B,A,0
Non-binary,Other,74,-39.37580503425879,B,E,E,C,1
Non-binary,Mexico,79,-141.2019465794095,D,C,C,B,0
Other,India,56,34.6645386814925,C,B,B,A,1
Male,Other,41,47.94658684757309,A,D,A,D,0
Male,UK,31,70.03072851079308,A,E,C,E,0
Male,UK,28,64.19873474646225,C,A,E,C,1
Female,China,38,96.05490532932453,A,A,C,A,1
M,China,45,-79.01850547890155,B,D,B,B,0
Other,US,44,3.1373853714617344,A,D,A,C,1
Non-binary,UK,70,155.14605421779453,A,C,D,C,0
M,Mexico,40,-94.22949127009989,D,C,A,D,0
Other,China,89,81.70826551288782,C,A,B,B,0
Other,India,28,-205.19778968750498,D,C,C,B,0
Non-binary,Germany,74,137.35418371288026,A,E,B,B,0
Non-binary,India,54,-17.146544651348037,B,A,D,A,0
F,Other,64,159.11350194784083,C,D,D,B,0
Male,US,77,220.26885072474371,E,E,B,C,0
Male,Germany,72,108.5172358506017,E,C,B,A,1
Other,China,35,-142.10136571673476,C,D,D,D,0
Male,Brazil,70,-41.25788877689011,C,C,E,D,1
F,India,81,-73.83111638102771,D,A,A,A,1
Female,UK,38,55.01732208975514,C,A,D,E,1
Non-binary,US,42,47.51876682365893,B,E,C,A,0
Other,US,27,-199.04404096615662,D,E,E,D,0
Female,Other,28,195.9169812347779,E,D,D,A,1
F,China,59,87.88817314422816,B,A,D,D,1
F,Other,44,-42.813308636678045,E,A,B,A,0
Other,UK,29,-94.47357446658484,E,D,D,A,1
Male,China,25,-99.37235057175866,E,B,D,D,0
F,UK,36,-17.2665550419312,E,D,A,B,0
Other,Brazil,20,166.0577850176292,E,C,C,E,0
M,India,80,-28.30188419115664,C,C,C,C,1
Female,UK,78,39.97780104587527,B,A,D,E,1
Non-binary,China,70,57.805194466987,E,C,C,E,1
F,Mexico,18,28.558091257464014,B,C,C,E,0
F,Other,42,55.88904577910806,E,C,B,C,0
F,Other,50,-166.02782548792422,E,A,B,C,1
Non-binary,Germany,45,-37.21435258243574,A,B,C,C,1
Male,Germany,41,-119.72392134953766,E,A,D,A,0
Female,China,76,19.599054956805244,D,C,A,C,1
Male,UK,54,8.19616326406969,E,A,E,C,1
Female,India,94,-80.51208104970631,B,A,A,C,1
Non-binary,Germany,97,-49.11665339109289,E,D,E,C,0
Non-binary,Mexico,66,165.7088239226315,C,C,B,B,0
Non-binary,Germany,77,28.458092825964282,D,A,E,A,1
Female,India,20,-144.97149738874134,A,C,B,A,0
Male,US,66,-144.62195082966255,C,E,C,A,1
M,Brazil,21,-151.41242680813056,C,B,A,C,0
Male,Germany,75,-154.07898408830505,C,C,D,D,1
Other,Other,86,3.145221264970334,A,E,E,E,1
Other,UK,56,117.65070841545717,D,A,A,D,1
Other,Other,65,147.3435210898864,C,B,E,E,1
Female,India,90,182.7684069335739,B,C,D,E,1
F,Mexico,70,55.31463743532963,C,C,A,D,1
Female,Mexico,52,97.01347296498287,A,A,D,B,1
M,China,50,-166.24329387218518,C,C,A,E,1
M,Other,84,44.86322847702702,C,C,B,C,1
Male,India,76,-15.545875416640559,B,D,D,E,1
Other,US,96,45.646689603764386,D,B,C,C,1
M,Brazil,40,35.81526623985979,C,B,E,E,1
Male,Brazil,90,152.14462724337224,E,D,D,C,1
Non-binary,Brazil,82,-29.725667778504704,A,B,E,E,0
Non-binary,US,78,-96.3283763498739,B,C,E,C,0
Female,US,86,187.55360446826398,D,D,D,D,0
Other,India,64,7.0519184482552495,D,E,D,D,0
Non-binary,Other,26,-95.4611791708266,E,E,E,B,0
Non-binary,Other,71,-133.71298195597404,E,B,B,D,0
F,India,50,-26.84238985034608,A,B,B,D,0
Male,Germany,72,17.0942896500625,E,A,C,D,0
Female,China,28,78.98478909791436,B,A,A,E,0
Non-binary,Other,53,-87.465725211842,A,B,B,B,0
Female,Germany,27,-123.1855311459896,B,C,D,E,0
Female,India,40,120.80763249833171,C,B,C,B,1
Non-binary,UK,78,1.3649292913402562,C,D,D,E,1
Other,India,41,-133.1984163850354,A,A,B,C,0
Female,Mexico,54,-7.402726832984481,B,D,B,E,1
F,Mexico,66,-56.6284922776414,B,D,D,C,0
Male,China,58,164.2658352960043,A,E,C,A,0
Male,UK,71,15.6337040249541,E,B,D,A,0
Non-binary,UK,21,98.4140111875925,E,E,E,E,1
F,India,97,46.751952748352664,D,E,C,E,0
M,China,57,50.41447238703582,E,B,B,B,1
Male,India,39,-15.578192913246921,A,A,A,A,0
Other,Other,31,-27.07671045309151,A,B,A,C,1
M,UK,74,-282.6624964663646,C,B,B,D,1
Non-binary,India,89,-18.13381429018968,D,C,C,C,1
Male,India,98,121.82868228968877,C,D,E,C,1
F,Other,18,149.912676584297,C,E,D,C,1
Other,Mexico,43,81.12172000371484,B,B,A,D,0
Male,India,89,-63.68850345015119,B,B,B,D,0
Other,Brazil,48,75.07743654464313,A,C,D,D,0
F,US,74,61.61424647852637,B,E,D,A,1
M,Other,52,106.65489396298204,C,E,E,B,1
M,Other,52,64.27191658178938,B,A,C,C,0
F,Germany,65,-30.150210065679072,C,B,E,A,1
Male,UK,20,125.00935615226614,C,D,A,E,1
F,Other,84,71.5735281917454,A,B,A,D,0
Other,UK,90,9.149903376216713,D,A,B,C,0
Other,Germany,84,-0.6001164869661489,C,A,B,B,1
Non-binary,China,59,42.52455202177198,D,C,C,B,0
Male,UK,76,-131.50399908790558,B,C,B,B,1
Male,Brazil,83,-21.649888628182225,D,B,C,D,1
F,Mexico,90,38.51535743454568,D,D,E,B,1
Male,Mexico,96,-45.66080323426227,B,D,B,E,0
Female,Brazil,96,127.90210667028774,E,C,A,E,0
Other,China,59,-171.89062546838457,B,D,D,D,1
Non-binary,US,25,-21.251956881610386,B,B,B,D,0
Non-binary,China,32,189.19281401712956,D,D,E,A,0
Non-binary,US,29,-24.822638686795713,E,B,C,C,0
F,Other,98,-151.00304353653337,D,A,B,D,1
Female,Other,59,-68.78912102542589,E,A,D,D,0
M,US,43,127.88869714445536,D,D,D,B,1
Other,India,83,-41.18620659187873,B,A,A,C,1
Female,Mexico,77,134.46501305127964,D,C,E,D,0
Non-binary,Brazil,80,81.06986398782254,C,B,D,A,0
Male,India,63,-63.461606034444685,D,C,D,B,0
M,Mexico,70,1.911391852379514,E,B,C,A,0
M,Germany,75,-7.9103398144423815,B,C,D,E,1
Other,US,63,122.02705821697164,C,A,E,B,1
Non-binary,Other,68,-198.00776746505272,A,B,A,D,0
M,Brazil,78,-15.310131113695045,E,E,C,D,0
Other,Germany,53,70.06282791644445,E,C,B,C,1
Other,Other,31,-57.23096229193927,E,D,B,C,1
Other,India,37,100.6836450864848,D,D,E,C,0
M,Brazil,65,-80.02048120592261,D,C,B,C,1
F,Brazil,65,-28.08671416475611,D,B,E,C,1
Female,UK,82,-215.2040682983452,E,A,C,A,1
F,Brazil,72,156.36377696327227,A,B,C,E,1
M,Brazil,20,4.166755717473727,C,B,B,B,1
Other,US,22,-85.13181907512465,D,C,B,D,1
Non-binary,Germany,26,89.98947093700731,B,D,A,C,1
Non-binary,Germany,69,13.750846436219689,B,A,A,E,1
F,China,24,-30.275621058762205,E,E,E,A,0
M,China,45,15.41280816051238,B,C,B,B,0
Other,Other,87,-100.20546181606353,D,D,A,D,1
Male,China,33,22.295411610407466,B,A,C,E,0
F,Germany,89,-35.19359545786491,B,C,D,B,0
Other,UK,98,-11.65999631030808,C,C,E,B,0
F,China,82,-138.91278889760002,A,C,B,C,0
Male,Mexico,91,-62.33169675984192,A,E,D,B,0
Other,India,22,67.90044203710463,B,D,D,A,1
Non-binary,Mexico,81,-0.40018293220683276,C,D,E,C,1
Male,Other,85,-96.97277664518694,B,E,B,D,1
Male,Brazil,43,86.50597233092205,B,B,E,E,1
Other,Mexico,33,-38.62252831756802,E,D,D,E,0
M,Germany,20,-9.216390539495901,A,B,D,E,0
Non-binary,China,78,43.2602844947471,B,E,B,E,0
Male,Mexico,56,30.7453920443519,A,E,E,E,1
F,US,30,-132.53405479139508,C,E,E,C,1
Non-binary,Brazil,60,20.20926851859908,D,D,B,B,0
Non-binary,Other,20,105.01446098616523,E,C,D,C,1
Male,Brazil,52,-34.840370176611025,B,C,E,C,1
M,Germany,92,44.20369893189821,A,D,A,E,1
Other,India,32,-46.11548998027477,A,E,B,E,1
Female,China,35,-16.913367031799005,A,A,D,C,0
Female,US,98,175.56011051573253,A,B,E,D,1
M,India,32,59.41768872013071,A,C,E,C,0
F,India,61,10.654121547126746,B,C,D,C,0
Non-binary,Other,93,-29.103118251395017,C,E,B,A,1
F,Brazil,76,-28.83905447964056,C,A,B,B,0
M,UK,48,-137.173209914856,A,E,B,E,1
F,Mexico,92,126.38376933475793,A,B,D,B,0
Other,Mexico,33,-1.4033897086467664,C,C,D,C,1
Other,China,26,-43.32026922414613,E,B,C,A,0
Other,China,64,3.367067918672024,C,C,C,C,0
Female,China,82,206.65019504156734,E,D,C,A,0
Female,Germany,93,63.20359591113708,C,A,D,A,1
Female,China,87,-62.75567582654187,A,B,D,A,0
F,Other,28,-16.740053619772794,A,E,D,B,0
Other,Germany,31,-62.69011750745841,C,A,E,B,1
Other,China,20,45.61280264100673,A,E,E,A,1
Non-binary,India,29,79.2083130120253,A,D,C,E,0
F,India,97,71.46868889897755,A,D,B,E,0
Female,Mexico,24,-16.11075588792205,C,A,B,C,0
F,Germany,83,-178.9625281742999,E,B,E,D,0
Male,Germany,30,107.62752745908024,C,C,A,B,1
M,Mexico,19,-74.20574752817188,E,C,B,B,0
Female,UK,96,-60.780709472943606,D,E,C,C,0
M,Mexico,96,66.47800182012571,A,A,A,A,1
Female,Brazil,59,34.361910706106826,A,D,C,B,0
Female,China,39,183.71384043956823,A,C,C,C,1
M,Mexico,28,-186.80751998087243,D,E,A,B,0
Non-binary,US,83,78.464765786432,E,A,C,E,1
M,India,79,-385.43183328973277,B,A,C,C,1
Male,Brazil,28,-50.663455116511756,C,E,A,A,1
Female,UK,20,-148.4952069063576,D,C,C,B,1
F,Other,83,-96.44410957201458,A,E,B,A,0
Female,US,33,-61.81380035826145,C,D,E,A,1
M,Germany,55,20.60388670230809,D,B,E,A,1
M,Brazil,89,-13.321816250633582,A,A,E,D,1
Male,Germany,93,0.572689992150239,E,B,D,C,1
Non-binary,Other,67,180.19613747602165,C,D,E,C,1
Male,Mexico,32,71.00652135266706,A,C,D,E,0
Non-binary,Other,75,92.16559401644118,A,D,B,C,0
Male,UK,78,-35.9736728258112,A,D,C,E,1
Non-binary,India,82,186.86030256113818,D,E,A,E,1
M,Germany,93,93.62800208992361,C,B,B,D,0
Female,US,87,-17.42485577498531,D,D,B,D,0
Male,UK,72,85.30759932430473,B,C,C,B,0
Non-binary,Other,90,91.81106741827658,C,D,B,D,1
Male,UK,58,-8.525887298362331,A,E,B,E,1
F,Mexico,70,-37.84112333501575,D,B,E,E,1
F,UK,60,16.614563547176424,B,B,E,C,1
Non-binary,India,48,15.642980674424608,A,C,E,E,1
Non-binary,Mexico,52,-207.57497459574594,D,D,D,B,1
Male,UK,43,-13.173375025768028,E,A,B,B,0
M,Germany,49,177.96148552805414,A,D,D,E,0
Male,China,98,-99.44783245710852,E,D,A,E,0
Male,China,70,-288.7186398703104,C,D,B,D,0
Male,Mexico,91,61.223587431038496,C,C,B,C,0
Other,China,41,200.1510524441844,B,C,C,A,1
M,US,85,207.5038874363088,C,E,B,E,1
M,Other,20,-91.95536773061637,E,A,D,E,1
Female,Germany,67,-66.99465845154366,B,E,E,B,0
Other,China,46,-91.89116713839604,E,E,B,B,1
Male,US,99,-192.90170098894163,E,A,A,E,0
M,India,35,3.5495197939084218,A,C,C,C,0
Male,Brazil,40,5.329888758705017,B,C,A,D,1
M,Other,98,104.11986180669987,A,E,E,C,0
Other,India,18,78.79082035958032,A,C,A,B,0
Other,India,90,-54.33865304882405,D,E,B,E,0
Female,Mexico,74,63.52624501777137,D,E,D,C,1
