anos,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
19,Hispanic,-109.05735601489698,A,D,-7.981221753787706,60.6714538777067,C,77.24731597505794,C,D,25.560739551688737,A,D,B,35.37899874599235,D,1
61,Black,130.76109386779774,E,E,-38.363018969025305,0.5746186854995001,B,26.031056611139054,D,A,-12.25029583060529,B,A,D,-32.46788396195821,D,0
46,White,-144.84604568557182,C,B,13.694271957589772,38.9968493210077,D,-7.913556671823445,C,B,80.52923476626161,A,E,A,70.87135259778181,B,1
32,Hispanic,174.64863153501756,E,E,13.544028588862641,-100.22027712920689,C,26.410140400855646,B,A,107.5877286033866,A,E,B,-14.608598991247998,D,1
30,African American,78.93758879718102,D,A,-35.53260452783647,-129.90410373209224,D,-3.3341319480562825,B,E,222.91997918080497,A,C,E,-22.14833011791326,D,0
38,White,108.5097565645806,E,C,-127.12195904196308,68.81661074665905,D,-93.88203943720833,C,C,82.03754950294822,C,B,B,32.11521372712695,A,0
50,White,154.0303426087001,A,C,-79.29366691820773,-29.134853186369934,A,288.39731594652545,D,B,222.0706050255417,D,D,A,-83.2393103232629,C,0
76,Black,5.697183095459278,B,E,97.49770991002642,28.935319935881736,E,79.27658739382616,D,A,67.32940137549946,E,C,E,-53.40321131515695,C,1
66,Other,-28.97637528809514,D,E,194.34034033109987,113.75235716786672,B,91.03512161903576,A,E,42.16269658957527,D,D,C,-155.0914975609021,E,0
58,Hispanic,-68.39682393566054,E,C,-52.76667898105296,-19.530965849213512,D,33.14584706441565,C,B,90.45258544534661,C,C,A,-196.8814239360249,C,1
39,Asian,-23.66394226157156,C,B,53.60142406817418,11.315194952886213,D,76.14266290181108,C,B,-125.11145050088876,B,A,D,-8.61959741371562,C,1
19,Hispanic,-24.040025778109158,B,E,48.93747015870284,95.41090835233871,A,-206.998063976386,E,A,147.95270744883828,D,C,D,-83.01715357188357,B,0
43,Asian,-110.04489575258371,D,E,27.175084585240306,-58.06488288988667,E,-110.3085869521955,C,E,110.84264813841847,A,C,B,52.468559034453435,D,1
34,Black,-118.91760589597378,D,C,104.85241448524746,-21.860151826739838,B,84.94850437062755,E,D,-19.220193911944747,D,E,B,-18.149485805044794,A,1
31,White,67.62280515260292,A,C,153.87658530129525,-6.834742226437504,C,74.40691455432781,B,C,-49.04510209826402,E,C,C,-47.719501094830306,D,1
66,White,18.981231423744784,A,D,-54.04936886455114,17.30888265040243,B,-72.64466326355765,E,B,-205.0817994340341,C,E,B,-99.00016421890811,E,1
27,White,102.99300763280638,E,B,-88.31064807852268,94.73855500850158,C,-40.59644044992019,D,E,-119.82279365610806,C,C,A,-169.70329274642194,B,1
58,Asian,130.84202337887473,D,E,38.380409714938196,-13.993886599079385,B,41.4148530819049,C,B,47.247958590155896,E,C,D,24.97134133880433,B,0
64,African American,-82.15146246337024,C,A,-1.597676641960603,-142.64259710901516,C,46.35465756055165,B,C,-31.806490706779872,E,C,A,-21.47245402617386,B,1
50,Other,18.808466761858593,E,D,-17.373669705808876,32.54851524232528,B,-89.6803756231949,E,B,-53.631445113766354,E,A,D,13.222406140216977,A,1
29,Asian,-24.490324959005953,C,A,42.546159076133776,-122.53129524626007,B,70.15302351607413,E,B,10.452034108973077,D,B,A,12.418647742498914,D,1
34,Other,43.70169828821677,E,A,-193.407340713975,-97.21383821707128,A,-68.5656218796744,C,A,123.67543000334176,C,A,E,82.20395729988756,D,0
19,White,-203.8234940764113,D,D,-219.74407417309982,-72.23889127227969,B,97.72351344520351,A,D,8.797040687655612,D,B,B,-8.481470371972675,B,1
52,Asian,57.28815760987042,B,C,-94.15960146148065,110.93448631188225,E,-103.26254437844413,C,B,117.39427888937908,D,C,D,61.85992988251514,C,1
24,Black,-82.47969268793081,D,B,-115.29167659951933,-84.68446492097007,A,12.307103557881021,C,C,-33.588191879307026,A,E,A,60.402788362416814,B,1
59,African American,51.87443742392974,E,D,14.729806760095581,-62.936502271719306,C,-8.086111038431481,D,D,-162.37154358525717,D,D,E,150.57746899537818,E,0
48,Other,57.52946077796215,D,A,68.4647165852379,26.839178660815676,B,221.6068843668423,A,A,-52.952454165372906,E,A,B,-43.82327820051434,C,0
20,Black,136.34424325007367,E,E,23.867024984274522,-36.67377578047548,E,-112.4808877667405,A,D,4.891057925193454,D,B,B,-125.11865449648165,A,0
74,African American,-178.47020781535622,C,B,30.04564201935822,-246.51489364855226,A,123.57048002610549,D,B,-142.88502530922506,B,D,E,-199.84813049711627,D,0
65,White,21.028805739422115,D,C,-187.00853831406727,0.5257712905665394,C,-34.225741731320255,B,B,34.17703739089287,D,D,C,185.13078218905454,C,0
19,Black,22.930362425020988,D,B,-106.75139380353929,-56.83963858579118,A,121.55695781349519,C,D,-76.67176452366216,E,A,B,61.20180330040663,B,1
69,African American,292.36785248231,E,B,8.413556073031351,93.4114035166898,A,-106.21417786352947,C,D,205.45279084308183,A,B,A,-92.55407612298363,C,0
69,Hispanic,-45.70599121487015,C,B,-53.103608132835525,-160.79773654575936,C,-118.15522954067896,D,D,135.106532542391,E,C,A,-43.345963537306034,C,0
44,Other,-68.11852203007328,D,B,-183.4006548239697,4.834104568975716,A,71.74607583450786,B,B,4.853762010034475,B,B,C,-1.130768353345066,D,1
52,African American,126.76770740615694,A,B,-21.454298349231156,-8.561837819948902,B,-20.465507068688595,B,B,-75.43974485565673,D,B,C,-73.55592367247257,B,1
26,Asian,-28.646330994850523,B,A,133.77376914274893,97.58037249300419,E,-36.58168642986592,C,B,14.509440682400482,C,C,E,53.33364423435917,B,1
74,Hispanic,143.23724860975184,C,D,25.94740032581482,101.33552286130143,A,101.7443629483443,B,E,-93.81990042301942,A,E,C,74.8746582242439,E,0
23,Black,25.160198183902406,B,A,89.17849085095726,-31.885576480534695,D,-80.32309066074792,C,D,-57.04773418581254,A,D,E,-181.67578832937303,E,0
57,White,14.660005925820203,E,B,82.38907245128343,158.41976835523445,C,117.51034311702749,E,C,-38.31041091825841,E,A,D,1.0575668119308959,B,0
44,African American,-79.7845971735394,D,E,-54.51123116518516,25.606068029090867,E,30.01593779742395,B,D,-92.01773921475514,A,A,E,-8.016427908472286,B,1
53,Black,-50.09164378379645,A,B,-120.24847777710728,-27.63345786256748,E,73.60195047158969,C,B,39.800709120258865,C,B,B,-102.70980643779862,B,1
37,Other,88.99149964721911,D,A,-120.99850513221023,209.166988673922,D,-5.1044930679023395,C,D,-4.624157835237153,A,E,A,27.289146104292865,E,1
29,African American,-124.5497116873209,D,C,37.067679519385685,84.96167845573122,D,8.819671155652582,E,E,-239.6457431977507,C,C,A,-51.283707273724964,D,1
49,African American,108.156636884579,B,B,-69.2198564146436,-9.660043437454394,E,-52.189637273551256,C,D,-59.204179903889234,E,D,B,-18.83211885422774,A,1
74,African American,33.090441166146846,B,A,32.17326780962269,100.16449779594696,E,-98.40506158311129,D,D,-73.38044570109766,E,D,B,-13.784727507178317,A,1
45,Other,2.771294454416506,E,D,51.66392624386283,89.74283440641827,B,-98.5157153737109,D,A,-49.72435552307855,A,E,C,-9.242659349614293,C,0
22,Other,189.33095256451313,E,D,145.35054653273758,62.69771973828232,E,124.25424766157438,B,A,3.0016255796807627,C,D,C,78.99570132327169,B,1
25,Other,22.824218856402343,E,E,-207.02899419727711,-98.37431152465462,C,26.99463843652253,D,B,103.17044567666278,B,C,E,8.754511722642603,B,0
25,Hispanic,27.438677381929537,C,E,-34.37611472453387,139.474117199321,C,-38.608815055866366,D,A,-26.36629484362703,C,E,E,-0.32103181571227707,B,0
31,White,60.31381236553538,D,C,-39.79791499078191,59.07602036012376,D,30.592155686324396,A,B,57.196449829967314,A,A,B,-73.55097896520185,A,0
43,Other,265.3715256923304,C,A,77.18576278927517,109.82527644837006,E,87.35817688079587,D,B,116.47924430889685,B,E,C,-128.43651588986643,E,1
79,White,13.510106459917859,E,C,-55.01569618018996,-136.6035880888136,B,48.71921534596505,B,C,70.54808601504469,C,C,D,288.36076912832726,D,1
61,Asian,-17.730761149339948,B,D,86.94071059651101,-130.97151028915522,A,-107.95005851155875,B,C,12.362422470616764,A,A,C,-51.334472948198304,C,1
50,African American,118.19434574967164,A,E,-114.95299449739771,-180.30599476338972,D,137.77731264992948,E,B,231.31756236188056,D,D,D,-55.17506430883077,E,1
39,Asian,40.83691085972024,C,A,152.77793199436923,142.75910825854362,A,-2.2780975254876092,D,A,-69.5826588713047,A,D,D,67.01903878461776,B,1
19,African American,173.89261700350897,B,E,70.66093849048161,-30.48111443636929,E,147.138303380821,E,C,104.6716168848347,A,D,E,-55.9410721611547,A,0
74,White,17.646328192386655,C,D,131.7585738523012,-99.66212135712136,B,96.42750606440256,A,D,-104.82978237696547,E,A,A,-15.131425153656778,A,0
55,Black,124.72068393993754,B,B,124.67521383234148,-144.15729250913347,E,197.0352936654579,B,C,1.6741711698777826,B,A,C,117.07605020425882,D,1
49,Hispanic,101.25114253042697,B,D,-68.51915419853188,-147.5842580414932,D,-83.62201679477718,E,C,51.93471812277043,C,E,E,-60.16494586459415,A,0
75,Black,-59.807705611033214,B,E,-68.81462655045354,-52.517084327111505,E,44.68027117514535,D,A,150.0757278249212,A,A,D,-57.27635361422288,B,1
64,Hispanic,-9.633749894333738,A,D,301.70390955357493,235.52713095962255,C,209.0727878040075,E,D,77.49726149918251,C,E,A,212.29416323990696,A,1
76,African American,-79.32146490230004,B,E,41.07003051563635,58.2977008369148,B,-28.815094176942722,A,E,-154.50639653741783,D,A,B,110.03781241090829,E,0
59,Hispanic,-131.99309953378685,D,B,63.65651475413029,-123.56660018277714,E,148.91370070568638,A,E,-176.73254591125092,E,C,B,-174.18426177128626,B,0
20,Other,-13.641031045470275,C,D,-14.087407300087978,-64.32735689823245,C,-47.81140715676946,C,C,47.73037838141236,D,A,A,-2.2832495353819207,C,0
60,Hispanic,2.849616767498131,A,E,-169.9697567848404,77.77972319422928,B,-105.05175936038992,C,A,79.26394763218626,C,E,C,-106.44153604539682,E,0
60,White,-97.83790445870045,C,C,-14.437047072502768,-56.073594048954355,C,67.03205783713123,B,E,128.24817748077305,A,E,A,113.52730440144879,D,0
69,African American,118.1597337252235,B,D,-57.24776596110181,-202.4543260902445,E,103.24713429494345,C,A,129.3905486741771,C,A,B,94.15809430730626,B,1
18,Other,-176.22654044377578,A,E,18.52982477030919,-22.49088296458152,B,2.946775936675275,B,A,-160.41056916128738,D,B,B,-27.46747287076009,D,0
48,White,90.77106427711374,A,A,-0.34888182002568646,41.74067094974438,A,48.84740050285023,A,B,-85.28948112417777,B,B,D,173.5299889731582,C,0
75,Asian,-67.85629784567064,A,C,106.94047854570368,47.517870583221374,B,125.31157073080415,A,E,-23.494423188877715,B,A,E,164.98041119095035,E,0
31,Hispanic,-28.250105740012,A,A,29.873667470283177,-142.0842379417678,B,-56.979867634019385,D,B,-82.78485692083952,C,E,D,-39.25205824727968,E,1
19,Other,8.366142369490653,E,D,-6.458766737457891,-93.6000139636479,E,-62.149617449279674,E,C,44.121638415942286,B,A,B,3.333277604771913,A,0
31,Hispanic,-87.20200266191728,D,B,-25.894086537621618,76.77076718974848,E,-40.55707478899422,C,A,44.61644917867626,E,A,C,-154.5093945970177,C,0
32,Asian,79.72662362643435,C,C,25.011411980369797,194.99656951864813,B,144.48648093846052,D,E,-19.281843745685954,E,D,C,39.57142565341021,A,0
74,Asian,-230.289529394578,D,B,-95.68587955437407,24.105575530357903,A,108.80042557715215,B,C,-41.032125740786284,A,B,B,-102.65812304034858,D,0
43,White,37.24261258149451,B,E,-51.640195273914166,-70.55511686352108,E,-52.38012407992836,D,B,71.08098537934163,C,D,C,-145.26802578707012,E,1
43,Other,199.09706621103896,D,B,-137.12141884480388,-51.166654619708375,C,13.104497336633377,B,C,91.12911531776601,A,C,D,237.85306226719038,A,0
73,Hispanic,27.795210439081735,E,A,54.903470912226545,-93.41569662660231,A,-60.44636439285141,A,B,-17.14685534548854,E,E,A,1.9481203472245672,B,0
60,Black,93.06046880668724,A,C,-33.58765942661477,31.393170775415285,B,79.36815259439129,B,B,56.25650013164842,C,A,D,153.5690352421134,D,0
57,Other,54.700569817926194,B,A,79.16971820834114,-111.06670204512521,D,-95.01152116211884,D,A,119.44994786533627,B,C,A,-168.35676391090402,D,1
66,Black,-54.17267283306596,B,E,89.63194737119389,118.79026243732618,D,158.62750747392425,A,C,115.44185288034524,A,B,B,-0.9185273413647354,E,0
44,Other,-47.766001973242524,B,E,52.8292477632617,65.17414660397537,D,86.7372358340071,E,A,-50.87888114947818,E,C,B,-100.67744960950056,A,0
49,Other,44.475524438569344,B,D,-75.69854916478587,-164.00050334860492,B,26.311959729431294,E,A,-50.93466614088461,C,B,C,37.494485570167626,A,0
49,Other,-75.0646509803927,A,E,215.6737493486777,-22.58345003032894,A,-18.0729004316822,E,C,227.254694685679,B,C,A,-116.88529675105457,E,1
72,White,-2.5032447384801877,D,E,-175.9185316029264,40.08172870831546,C,-56.806160298468974,A,A,-147.87102893675615,A,A,A,-50.08029119769969,A,1
51,Asian,28.57832870691364,E,B,179.67218873029748,-21.115280355838557,A,-21.689268933976553,A,A,69.47183615476126,C,E,C,46.9676019403436,A,0
44,Hispanic,96.36767170963503,C,B,-191.52527338423297,112.0564403065997,A,-25.078113685608315,E,E,114.7338599074371,A,B,D,147.13865155577133,C,1
74,Black,-151.92851852593733,D,C,-198.1330640570514,11.472054850147325,D,20.841007647555184,A,D,-50.28157099005328,B,A,A,-47.12557507225982,C,1
70,Other,-30.93475739874852,B,B,109.48724783133055,39.464674867398664,E,46.951022326600906,C,D,-29.61609805692532,B,B,B,-307.5454565983472,C,0
57,Hispanic,56.550046429570635,A,E,-86.07741290236766,-114.80886381241345,D,37.656660546825655,B,B,-113.48059879009259,E,E,D,28.81811989618553,C,1
79,Black,-7.321453817761121,B,A,-85.29696902122777,-61.86539422554377,A,150.0692440484747,B,B,66.80510061306435,E,B,B,-194.4675369913633,E,0
65,Asian,185.597222695229,E,D,124.90460730637929,-2.8060864409781474,D,302.2471217262998,A,A,-9.199925652652826,C,B,B,-62.00564074315113,E,1
18,African American,14.831733689666004,B,D,93.79728224092167,16.799901335411697,D,-35.65671380911179,A,E,20.662690846802885,C,C,A,182.5725488133595,D,0
51,White,163.14997003655884,A,E,119.35889752721076,214.32451572101746,D,50.73580775298453,E,E,-17.952020166727635,C,B,E,71.49167694510096,B,1
57,African American,11.28824187656111,D,B,188.574345207682,-98.04438190105347,E,-97.55894881417663,B,C,20.129344534528144,B,A,A,149.56186317967075,B,1
30,Black,51.34380599353372,C,A,35.784258358783745,-26.94305208955658,B,-36.44048284916309,E,B,93.62819611203017,E,D,D,-83.30506369057933,E,0
37,Other,-166.0037195422396,D,D,9.886480156971869,-65.75150657602009,C,115.94713194178476,C,C,158.9219407007411,A,B,E,10.951041627589692,C,1
26,African American,-107.40412326507422,D,C,-95.63195727110555,-66.59010083322345,E,-32.280876622751656,A,D,26.02162324956686,A,B,B,-46.5352280411351,D,1
75,Hispanic,41.04387431169792,B,D,-61.48414111301291,-162.04923641908562,A,84.57006379547592,B,B,-137.9661342696268,C,D,D,4.756529514981139,C,0
68,Hispanic,-72.10830577380138,B,C,89.68618838203523,-127.73563302420683,B,102.33672811432926,B,D,-21.730803857135804,B,A,C,-132.7945989667267,E,1
74,White,53.32072655944815,D,C,-97.91798727804549,1.295339268009885,E,-197.75825380530296,D,D,-23.661352905550128,C,D,B,46.058137798650264,A,0
32,African American,162.8088800907926,B,C,-14.120320984775123,144.11432300549527,C,-222.86845351443012,D,E,49.2107230777271,C,A,E,-14.745668526056138,B,1
37,African American,-54.05127167665154,E,E,-78.83548039049307,35.840181997707745,E,-37.961478294694686,A,E,-41.73370438607012,E,B,D,-61.501551994250626,B,0
35,Hispanic,-142.41576241354278,A,D,107.53556105489666,115.54117469155234,A,185.5509758288655,C,E,67.11837808592693,E,E,B,-19.83634827487271,A,1
73,Black,148.2544516761918,C,A,-21.605340759873094,-63.12300491797376,E,66.48564199228095,C,B,-31.110308604748234,A,B,D,296.9666152779162,C,0
27,Black,-66.54533767374284,D,A,47.067145241171715,94.1709101280587,C,196.98649875668943,D,B,61.00056435145586,B,B,D,66.30614563222326,A,1
52,Black,156.650860335928,C,C,78.04661035121548,59.77082637559589,A,29.50204794167897,A,C,-215.52671500909773,C,E,A,-145.3995885894956,C,0
73,White,-42.34872832742232,B,B,29.05577799053899,59.86740375625771,C,-87.64524250486602,B,A,-108.40995915908687,B,B,D,-23.40645840332013,D,0
30,Other,13.86157255632672,D,C,-45.022608469608436,-134.25319912792705,E,-188.012952460235,E,D,-37.8757426972525,A,A,C,-9.134994423796782,D,1
25,White,102.16618038307334,D,B,-22.152614180919674,-92.03806551206411,D,61.075494321128176,D,B,-6.4367335706279265,B,E,C,210.23246270795627,E,1
30,Hispanic,-6.904651650449418,E,D,-6.560309270038632,-59.18682978474412,C,-5.190384185839933,A,D,95.46349504331648,C,B,E,-19.85900642954612,A,0
52,Asian,181.81384536052607,E,D,185.3299332793644,-198.1023611770315,C,35.36994925569934,A,E,-96.6066674342887,A,C,C,79.94609979735172,E,1
72,Hispanic,-119.45445070117013,A,E,-17.476359573674713,-47.794848769647224,D,43.73640054842445,C,E,79.81509745661177,B,E,A,22.585507580535673,A,1
73,African American,148.99021364481413,D,D,-26.951566513996923,-50.42340502002052,B,-265.4688596342349,A,D,-157.84167504324435,C,A,A,60.40868349472668,D,0
19,African American,-2.5463972420620316,C,B,-194.24727627521432,53.004027688321955,D,-74.65983945521491,E,A,48.404574756073785,A,D,B,80.39538448641956,B,0
36,Black,34.64748669423608,E,E,-77.49281686696786,77.04930082749074,E,-13.485655274578123,A,D,-22.55124976907598,A,E,A,-44.344746820084275,A,0
30,White,54.931802270938704,A,A,-114.58997252464553,39.04509149478053,D,-49.90010938277737,C,B,-65.81292179553961,B,C,A,100.08215131911997,C,0
78,Hispanic,90.03010185279507,A,B,15.899743076731598,-9.105490731432402,B,-125.35354197342502,D,A,-93.40966442523307,D,B,B,-186.88321570186014,B,0
44,African American,50.561273487883355,D,C,-13.0607604041162,134.37641384303004,A,38.72437695195991,A,A,54.10368659544663,B,D,B,30.21247191934692,D,0
57,Other,-58.60112333789761,E,D,-105.29761097742379,-152.73824774337993,B,-91.78720334102049,A,E,-40.60761681175518,C,A,E,160.4966305869332,C,1
58,Other,215.6480184486836,B,E,138.08511259988862,29.668768561777892,E,-112.34992898070051,B,B,58.20644424022798,C,C,D,-21.553442314809697,E,0
29,Other,119.90038191634753,D,D,-143.13373874732264,86.29962343297292,A,22.230856919440832,B,D,93.76368462147798,A,D,A,-8.077483595359228,B,1
75,White,75.74300941789812,D,C,22.230325382487592,5.343187179966997,C,60.30250109239231,E,E,12.404208164877037,C,C,B,-17.212649270569205,A,0
32,Asian,39.506319692306654,E,A,-91.6471895645023,17.10153534687834,E,157.07903814331578,B,C,-76.68965513331847,E,A,A,-12.911138045412173,D,1
32,African American,175.31213547764258,E,B,-98.16215871249618,244.38720634929223,C,124.74801557186251,E,C,-263.95837436885336,C,C,B,-39.24463393767181,D,1
26,Other,50.65685803702081,E,C,-195.61867870716546,30.762524541774432,A,92.42230213825444,E,A,-54.813929096048774,C,B,C,165.06895286502095,B,0
34,African American,93.07540637883001,E,D,-91.37285149543912,-105.70480766500529,A,85.2370750504565,C,E,43.10650924252678,E,C,B,142.19865280143412,E,1
19,Other,-2.3197410129901006,D,B,-71.63084370820677,-32.453812964805394,A,-119.65990339428136,E,B,129.78779767162547,B,A,D,15.673998258347982,C,1
62,African American,147.47304809958467,C,B,-253.2304627514123,-35.78066286121376,B,26.723560299820807,C,D,-134.14889285297943,C,A,A,-134.15455419501006,E,0
34,African American,-25.649107725328896,D,E,161.9919276080613,-187.80905463071898,D,105.5797636295362,E,D,53.55012031319053,D,A,C,-56.62319049658516,B,0
60,Asian,41.61309779668485,E,D,-58.091375981621816,-0.6098567633975792,B,-27.114976399531205,D,C,-51.86472033791656,E,E,A,-5.154581148955905,B,0
75,Asian,33.28670418205374,D,C,-1.4581011428415729,-112.1501754354459,B,-3.062927770071486,B,C,117.84747638270545,E,B,E,2.8018401287129304,C,0
20,African American,119.3111815762677,C,E,-42.7067192938332,-63.83512235237998,B,-30.26754311696971,C,A,50.7588272399655,E,A,D,151.04279502986034,E,1
71,Hispanic,-63.360929700314706,E,D,99.74448435776829,47.561400439465565,D,42.389066105134766,C,E,-93.76685571208381,C,A,D,42.30635649310124,E,0
63,African American,-83.16402617931405,D,B,9.559802559665647,-92.31487366644919,D,38.07802024285586,D,D,-15.997204323452072,A,A,D,-62.601854173079495,D,1
49,White,291.4490793762762,A,C,-141.94912335532925,121.58408098974532,E,37.66206164428673,E,C,130.76959479713034,D,A,A,156.30968045479236,E,1
59,African American,106.18733635597806,E,B,-2.687712066555389,-111.41575524236929,E,24.719581061141767,B,A,-100.7742356097518,A,D,A,101.04007242197002,A,1
69,Asian,39.07797526172561,D,E,-53.249287333793724,193.58199246895245,A,88.01664637459669,A,E,-126.80259674698189,A,A,B,-63.937834250184146,A,1
39,Other,96.30987761703567,D,B,220.12502531271699,118.83335049627578,B,66.07745974088229,A,A,42.086907199232044,B,B,B,-136.08212000788612,B,0
26,Black,-59.18762997237638,C,D,126.72341403567758,-39.555521013404345,E,99.78898086904023,D,D,74.41899377483868,A,D,C,-160.1949548013579,A,1
49,Hispanic,59.64412088794503,A,D,-17.500576488709452,80.17449779180247,C,-46.650187742816904,D,D,-54.66274717375642,E,C,B,-169.97998297503145,D,0
52,Black,-23.432501268648117,D,C,-50.17258934251444,67.27293354688457,C,9.252760441153704,C,E,98.14046549854397,D,A,A,20.019615475036552,D,0
76,African American,100.41671667561299,B,E,20.825554185331104,-187.51351069233033,C,-53.33979974469108,C,E,-113.22007261838283,D,D,C,58.13850831619379,C,0
79,Hispanic,115.03936917981994,A,E,212.66721432508845,-51.629939461511334,E,-123.72038470950461,A,B,121.82873341909517,A,B,A,-102.22322417562368,E,1
61,Other,-71.14097934285807,C,E,86.17433705042446,-55.046010071428555,E,4.192195077086004,B,B,62.602641845985275,B,B,E,8.033028157819205,C,1
49,Hispanic,-65.26347566931156,D,C,-124.97212296590538,-175.39975103905718,D,198.7938800289356,D,A,-107.68893735375356,A,A,C,84.36729279625128,D,1
28,African American,210.98599646985969,C,D,1.2806995743951612,181.19473985094132,A,7.328607485678862,D,E,19.041032120610556,A,B,C,-66.35153444437287,C,1
47,Asian,136.39668775338538,E,D,-24.427095440540267,63.73389469389612,E,66.04671942953394,E,B,-13.671190237215553,C,A,E,-42.34945664787285,D,1
67,White,-15.577002599447553,C,E,30.037528317556212,40.69351680957446,C,11.635905972911281,D,E,37.154751500227164,E,D,C,28.876938054420837,E,0
27,Black,126.66780257380744,E,D,146.56216876014923,-128.4600219560782,A,-9.341421514466973,B,B,43.69160435207966,A,E,B,-108.60837558717145,E,1
31,Hispanic,139.9807450517188,E,B,46.710886103402274,-123.89118720405861,D,-155.6782463137566,A,C,162.7851674127023,B,C,A,-43.19538527115437,C,0
60,White,-14.959171361748924,D,A,4.161125830788759,-46.579191912473455,C,-43.85065941283134,D,B,66.78978478029372,C,E,A,-21.971384326078716,D,0
50,White,-176.95740396892617,E,D,2.525038776391444,107.32262854806336,A,-9.650061113711631,C,A,-47.88847337471615,B,C,E,-93.2543810302923,B,0
38,White,76.08918731983493,D,A,97.80685457151436,36.106409462956414,A,-11.64451206645226,D,B,95.48129686784746,E,A,D,-68.79730617492797,D,1
42,Hispanic,-21.84248626271889,D,B,-25.55786777124643,-126.28807692705321,E,88.73846664312792,C,E,-106.58236184822027,C,D,C,3.406024463134928,E,0
40,White,17.91503191979533,A,A,-81.56030058537065,-21.370756515208896,D,55.73640992217847,A,D,14.138119602133967,E,B,B,193.41507702687898,D,0
64,White,22.10908047119631,C,E,-60.97583817017944,39.64692680929479,E,30.953215336011695,E,B,30.09468256304601,E,B,C,-6.5066536880164145,E,0
18,Other,166.2955734054033,D,C,-125.31979874739845,45.875141086954784,E,121.24166498661654,A,A,-32.82815776523706,E,D,C,60.39753280797554,D,0
34,Asian,58.166222573238755,A,B,15.804362055863377,-205.34368527317005,C,-62.40177682241266,C,E,-95.97569890439696,B,D,A,25.401412820357354,D,1
67,Hispanic,-51.13192687860462,D,A,189.08895306674947,-104.50065705894873,B,-80.01818366203074,A,B,20.730372627536976,A,B,A,57.282229208282274,E,0
77,White,13.834654109361692,B,B,82.38328101191185,37.84791934209043,C,42.484572843228065,C,A,-31.7092315157177,B,B,E,-70.05479641507422,C,0
18,African American,77.43985491513797,E,E,79.40555043403846,6.529562600512555,D,-117.55968927874375,C,C,-49.974194845744634,D,E,D,98.56353779778352,C,1
58,Black,-45.45249334518156,B,E,-96.23597652646933,51.099899381026546,C,-48.457783394588105,C,B,75.78653230068865,E,B,D,161.13210768741868,E,0
25,Other,69.07608845466278,C,B,173.9573668538639,31.422780267405148,B,-13.1347434442869,B,D,-157.6626205014289,D,B,C,134.62639586543563,A,1
75,African American,-196.54578664559088,A,E,34.9240869531339,30.900611765448122,B,36.92343176947053,B,E,28.547176939495394,B,E,D,58.006527909181706,B,1
72,Hispanic,5.579563538674176,A,B,43.479608780674496,-69.10592276151787,D,67.74371363682211,C,D,-37.698864260513645,B,B,D,-62.44113497555368,D,0
25,Other,-57.637147090054874,C,C,304.20957315514636,-13.071457587305302,A,59.63708175764354,C,B,-108.24189573695627,D,D,E,-5.114832471822931,B,1
18,African American,-102.45491400683837,D,E,80.69270876832564,43.25811836212428,E,131.901776286504,B,A,-6.448402130267951,B,E,C,65.75112587097811,C,0
34,Hispanic,-101.34079632922088,B,C,-37.18330304461261,40.85474882221815,E,-60.182946515198395,A,B,26.094217683353488,D,D,B,9.398553983043199,E,0
31,Asian,-51.38948439536806,E,A,127.65040863649051,-65.02236783334394,C,86.28683739094411,E,B,30.841372998802118,A,C,B,-94.38693641081255,B,0
51,Black,-103.85486164416045,D,E,113.68142136040578,-172.61458558805938,E,30.652650470431432,B,B,-68.69927749902465,E,A,D,2.9310381726509642,E,0
20,Other,-146.43287443122966,A,A,-86.78068063413423,12.544757825954278,C,92.64280950496064,C,C,25.686320159627563,B,E,A,74.47365277399552,B,1
46,African American,84.97690469217446,E,C,-24.01293945860814,-107.46988182252738,B,-20.62386616683115,B,E,-74.02981920264848,D,A,B,-6.996743901051407,B,1
32,Hispanic,134.41874964027582,A,C,62.76398189731876,-84.7453617548657,A,-68.50652732059456,B,E,-44.47597883266199,A,D,B,-134.25309714867709,A,0
66,Black,88.89480809954152,A,A,-202.8695727446983,-251.73010054301523,B,152.75805361115258,E,A,7.890945570662346,A,E,C,-67.00997875037214,E,1
42,African American,-78.23436338774623,D,D,-175.77630212450887,259.40397464726897,B,4.039408024363192,E,A,79.5638347438961,D,E,A,218.6146863048231,E,1
20,Other,-34.2459094836646,A,B,-56.937760057155295,-145.4567067239728,B,-121.55024096813436,D,E,-9.600377255843226,C,C,C,-69.23698091964884,C,0
72,Hispanic,116.99002291814675,C,D,14.883882873544998,-2.8580069101842533,B,15.933907356809868,A,D,49.43097144550237,E,D,D,-12.570240181527101,D,1
61,White,-9.458120406682724,D,C,-146.7664196001222,-209.59434158477455,E,-13.630785644843455,C,A,29.363856288727284,A,A,C,-86.82948308408878,C,0
43,Black,-186.47191910497912,C,C,-38.78920959622113,167.4422918451141,C,-133.6391735788206,C,C,156.27726020220655,E,D,C,169.25329134018196,B,0
38,Hispanic,-76.52275395616728,E,B,51.13002352221396,-104.74510524214338,E,-56.91342841138345,B,C,-122.21153681111112,E,B,D,214.53905266559792,A,1
