age_range,disabled,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
36-50,Mental,Mexico,C,B,D,-9.582744073034032,D,A,-140.7959072204297,117.65817484686328,75.03956592066216,B,1
65+,None,India,A,A,E,100.36124503984867,A,B,-43.34141625507961,-77.0042115902415,-27.25867175114939,C,1
26-35,No,Other,A,B,D,-49.274668682011935,D,C,-209.39849555853698,-52.48144395138304,98.21782398608835,E,1
51-65,Yes,UK,B,A,B,66.70714872884813,E,E,55.59975157872766,107.14487908562703,-52.13664282272852,E,1
26-35,None,India,E,E,C,107.17389000286941,A,E,-92.41821648065572,-174.0394005010981,9.685473716818194,C,0
65+,None,Other,B,B,E,83.17451823508148,C,A,-7.801035107840786,-184.21983203947266,31.256577027038894,A,0
18-25,Mental,India,B,A,A,106.55026953661047,E,B,67.83143912305117,16.95639345064176,-87.66103456591853,E,0
36-50,Physical,UK,E,E,C,-93.3873822780064,C,C,-54.10968758606344,-74.51931689986128,2.220130457269854,E,1
18-25,None,UK,B,E,D,29.075108264931416,A,C,-26.236715411551963,14.185088103900242,-22.252348883261185,A,0
51-65,Yes,US,A,C,D,-88.24747816434622,C,A,104.05033436024165,60.31731828135561,-86.30441496638907,D,1
65+,Yes,Germany,D,C,B,70.8089137140925,E,A,37.525067216515126,49.97302133943845,-162.22779229905115,C,0
65+,No,China,E,B,C,40.04803893013775,B,C,1.8479628302047653,43.48152914724916,21.074948913844068,B,0
65+,Mental,UK,A,A,A,-183.80460083845117,B,E,-52.376347763041174,-81.93089920028493,-214.487153488323,A,1
18-25,Both,Mexico,B,C,B,6.790812463485642,A,E,-83.54133765859287,-120.05270367385201,14.598652351685299,D,1
36-50,Both,Brazil,D,C,A,132.1856353107711,E,C,42.664934756593816,102.26232619635599,-13.547865724880634,B,1
18-25,None,US,B,C,E,-29.518766005723858,D,A,-9.253012692255517,108.44192505871382,200.28467708813363,C,1
65+,Physical,China,D,E,E,93.70615059947178,D,E,103.62864092114678,142.60931857321293,60.8034679839203,B,1
26-35,Yes,Germany,D,B,C,95.65946918401463,A,D,-49.14805351074833,-34.498885287014424,72.36408509868846,D,0
18-25,Yes,China,D,B,B,30.143958296527845,A,E,20.719498666136072,-72.72225251514155,0.6199992021417412,E,1
51-65,Yes,UK,D,E,B,-150.46618959703974,B,D,-4.932568288378997,25.352197720355406,218.6876309759348,B,0
51-65,Both,Mexico,B,A,C,-93.54806761125367,C,B,-14.522439626040452,75.40942481028061,-17.037164297482253,E,1
36-50,None,India,B,B,E,-141.90833345478504,C,A,-116.3984108488908,37.109464768213726,66.94521593961433,A,1
36-50,Yes,China,C,D,C,-1.398767748081755,D,E,-86.15527650015795,-144.21374611208813,63.25788865543171,B,0
65+,None,Brazil,D,D,E,98.24971069306713,A,E,21.396728198208173,-167.39853283452172,-128.06603454893005,B,1
51-65,Yes,Brazil,B,B,C,-104.94205675654742,A,B,-24.48218329682606,-75.10386338856763,-199.23723079213525,E,0
36-50,No,Germany,A,E,D,-53.084979540427625,E,E,94.28831554854507,106.29687872312925,-43.978889275734936,B,0
26-35,None,Brazil,C,D,D,-96.73156532074893,C,A,7.828619208134496,-72.5880415980531,-154.0858159891081,B,1
36-50,Both,Brazil,C,C,A,128.84627326492264,E,C,-34.18853778970855,-35.07982347363749,102.06257532818906,E,1
26-35,Yes,India,D,B,D,-41.33156596760579,B,D,135.8765464988782,17.577918889932377,-15.29733743422165,E,0
36-50,Yes,Other,D,C,B,-76.68965471804555,C,B,96.44808611422502,46.341871496547476,6.442826371232932,B,0
18-25,Yes,US,C,C,B,198.03379762673467,B,D,44.46679818752799,-17.91200562164795,43.83736794412943,B,0
51-65,None,India,D,B,E,-9.726051048674995,A,C,66.60511431363196,132.09415953632848,-43.96687714943449,C,1
36-50,Mental,US,D,E,D,56.044523620520394,A,D,-213.02458485152678,21.75145181998136,83.04653691737252,B,0
65+,Yes,US,B,B,C,44.82450756208536,D,E,-13.818144722474592,38.12715945780871,83.74953859986977,C,0
36-50,No,India,D,A,B,-93.98114608725292,D,D,12.636875684909935,80.26514941507197,-66.58266503798103,C,0
18-25,Both,UK,D,D,B,29.851128784034024,E,D,-54.70082719453203,-8.62281106257769,-41.51976353694161,E,1
18-25,Mental,Germany,C,A,E,46.00649865838792,B,B,-73.70871945115115,-65.18756487073257,-215.80257505934873,A,0
26-35,Yes,Mexico,E,C,B,20.851137157638146,B,E,-135.08561854989728,-79.65797227871224,-14.067423364759183,D,1
36-50,No,Other,D,C,E,-160.90087505470464,A,B,-33.845184926640506,92.86138729861956,-29.13682375004627,A,0
26-35,Physical,Brazil,A,D,A,18.33336876771777,A,D,139.16479035626693,-21.879141162913303,93.53175571141836,C,0
26-35,Mental,China,C,A,D,196.2601690511535,C,D,-71.83887206168838,102.1872859435091,-28.193930092968493,D,0
51-65,Both,Mexico,E,A,A,-80.3992014213656,A,E,-130.87423176539994,-25.794722103718996,168.33299022260275,E,1
36-50,Mental,Mexico,D,E,D,98.04502124571283,D,D,36.439239346257565,-31.586959067916,-40.73611006832804,C,1
65+,No,Brazil,D,A,A,-197.71844018086477,A,C,10.560797453450743,100.2837036713192,-144.0884578510266,A,1
51-65,Both,China,C,D,C,210.2909020798137,A,B,104.24598068393986,-75.73053618140749,-72.45575408808831,D,1
26-35,Yes,Mexico,B,B,E,-28.15087605449167,B,B,-51.60599538340751,-166.20125646654375,-57.47835598126246,D,0
65+,Yes,US,C,C,B,43.86078944035782,A,C,93.26083802084706,-99.35514187561098,121.75554084512903,E,1
26-35,Both,Other,B,C,D,159.1781431709244,B,A,-11.286811503414205,78.23235999825417,121.15983900710121,B,1
36-50,Mental,India,C,C,E,-130.88696945306094,D,A,3.522993277880062,142.9577333204633,-16.29653536326198,C,0
26-35,No,UK,C,A,A,96.35594239349572,C,C,7.114535509986462,94.94223315372787,-61.28327063602102,E,0
51-65,No,UK,D,E,A,-218.14431495692506,B,D,-49.59722733166056,17.583184178613156,11.097779048160662,C,1
18-25,None,Mexico,C,E,B,10.127766044248943,E,B,211.89968523394484,18.89905448663578,152.36190665532007,D,0
18-25,No,China,B,A,D,132.66512065257618,C,A,89.08670947648312,-65.87973380401151,7.108712754774546,A,0
18-25,No,India,D,D,C,74.28663834193947,C,C,79.46404260756894,121.07871187123908,106.91654178699955,C,1
65+,Yes,China,A,C,A,180.2865046819703,C,A,2.888828381304231,-172.3561054998002,-30.32298881120837,D,1
65+,Physical,Germany,E,A,E,-50.880426897779344,B,C,-61.64449346121731,147.7327883716737,-156.1440788630972,B,1
65+,None,Germany,A,E,A,111.40655682256168,C,D,-57.440623303176686,-24.099559125585763,95.83123065412124,A,1
65+,Both,US,D,B,C,38.36222099257044,E,B,-107.72764478884771,37.255776137422544,249.2850820322967,B,0
51-65,Both,Brazil,A,E,C,82.69300507617645,E,C,119.10511798795049,14.166119794907633,189.40901876365018,C,0
36-50,Mental,US,C,E,D,-129.90801013709498,C,A,143.20722425637882,-262.29612200972105,-152.33215073920144,B,1
26-35,None,Brazil,D,D,B,132.16480634922792,A,A,232.8145362118363,-32.06727669837611,3.6114938734307995,B,1
36-50,No,Germany,E,B,A,-35.97633472657989,A,C,115.22066873025614,34.38428697351322,92.76554991081974,E,0
65+,None,Other,C,B,B,-91.06714597444952,E,E,-68.00722939847623,-106.91027056540845,-66.21048573023138,C,1
65+,Physical,Mexico,C,B,A,73.30923475193654,E,E,-29.117506024470703,-169.212763145716,13.302888855395512,C,1
51-65,Yes,India,D,A,E,-6.356866863292013,C,C,-31.22040478061584,35.94855027056435,-75.17523863943369,A,1
26-35,Yes,Mexico,C,D,A,-216.9465362609758,E,A,-152.49847733885446,-92.26662317201382,-24.030744631576127,C,1
51-65,Physical,UK,A,A,A,-158.13710829491407,E,A,-73.07966178423915,-98.06659728234843,-61.109628026036,D,1
26-35,None,Germany,D,B,C,-72.5889354067082,B,C,90.49220504197568,-113.97323873124014,146.28887358034422,D,0
26-35,No,US,E,B,E,-82.30101222965622,A,C,-97.25946476029368,112.32579141774414,139.3244119531278,C,0
36-50,No,Mexico,D,C,C,59.73310828034241,C,C,-33.11406959855703,-184.4470371371627,-28.303062222237724,D,1
51-65,No,China,A,C,A,97.39926985256858,B,B,208.44620406017484,47.423479413792336,26.747317978351465,A,1
65+,Physical,UK,B,D,B,181.18866530661035,B,A,-101.9314391304126,105.85324016652602,-9.670551272229433,D,0
18-25,Physical,Mexico,D,D,C,-166.37571209023162,B,C,6.95830577426053,-37.326727663531564,-186.53142548609267,C,0
65+,Physical,UK,B,A,B,57.618066771536256,C,E,119.40460554595151,-138.9484744881654,123.9320107430129,A,1
18-25,Physical,China,E,B,D,-58.97145035825393,D,A,-115.62181447308286,-68.36171332728239,49.6160021993537,A,1
51-65,No,Mexico,D,E,C,94.71864991138354,D,E,129.62310593436385,52.57282858677118,-26.006914679483838,C,1
18-25,Physical,UK,B,E,D,62.01477657674995,E,E,123.55076779319569,-31.600322516618213,-133.7376973903833,B,1
26-35,Physical,Other,A,A,E,-68.34605193357412,E,B,-195.36194475998437,26.65754897840329,-95.21878484930564,B,1
51-65,Yes,Brazil,E,D,C,0.1937298405166702,E,E,49.29074566388427,-17.01999253887462,187.04469767660837,B,1
51-65,No,UK,C,C,B,-123.69669554196786,D,E,-40.84531999808686,-99.9067082106876,-46.93764379521062,E,1
18-25,No,Other,D,C,A,111.33693667051519,C,E,-2.8327935207533383,-134.70734500816758,-78.67945845422824,D,1
18-25,Yes,UK,E,C,D,34.642256670832765,A,B,69.99363942976333,-83.26997203947178,73.66523711931629,E,0
26-35,Both,US,C,A,C,23.003856238697562,A,D,17.71696568894397,-41.26971743830217,-248.37033956833196,E,0
26-35,Both,China,C,E,E,44.37691318372648,C,B,-114.36386066482879,72.81516471383121,206.22873229246395,C,0
36-50,Mental,Brazil,B,B,D,-56.19863563889712,B,E,-46.448288705167236,-11.222938880618386,-152.68214808403405,C,0
65+,Both,Brazil,D,E,B,161.59245482160193,E,E,174.47438621778605,-85.6997053084984,-52.8215533641993,D,0
26-35,Mental,Brazil,D,C,D,8.87817167863024,E,E,93.76249626061332,39.85317764003183,33.6590582921385,A,0
65+,Yes,Other,B,E,C,-159.48020779348647,A,A,9.98231424980637,50.26865946138549,-92.26631491250737,E,1
36-50,Both,Germany,B,A,B,-91.47060392672856,E,D,-101.1652188639144,-186.14152062225864,-96.79761719909796,C,0
51-65,Mental,Germany,E,E,B,156.49182081116857,D,B,-5.528267408342832,123.21653047633438,-197.8913241180775,B,0
36-50,No,Brazil,D,B,A,-107.81167552471902,D,B,-0.5390030350525382,150.859850057969,-90.56349552014474,A,1
51-65,No,Germany,C,D,C,39.49660498890245,C,E,122.6280401121387,45.441905694871025,77.86620445584505,A,1
51-65,None,Other,D,C,C,-94.05665623627087,B,E,-81.07737569526007,93.15327230963885,166.19769226222542,C,1
26-35,None,Germany,B,A,C,-30.18409031441354,D,A,3.1590715825219573,-41.51180302895997,-185.56138688152828,B,1
26-35,Yes,Brazil,A,B,A,70.22925280012562,A,B,-104.19714146696124,5.210533468737615,-45.111938148323766,A,1
65+,Yes,Germany,B,D,B,-10.26581533010865,B,E,121.50927680987095,58.30890583007966,39.582398858454745,E,0
51-65,Both,Mexico,A,A,A,-136.78182431926282,C,E,52.91683876146613,-15.523495160142975,36.961467039687626,D,1
36-50,No,US,C,C,E,-64.86433701653144,D,D,-154.15040371727957,-92.7761672270979,-28.549854462303966,B,1
18-25,Yes,Germany,A,D,A,-109.9143637297614,C,E,95.94527087157982,-48.96955871050033,-52.76706034885692,C,0
36-50,Yes,UK,C,E,A,90.77779434914623,A,D,-104.97648102553718,-2.0754409203550095,23.47612312982577,D,1
26-35,Yes,Brazil,B,D,E,-85.91428022950389,C,E,18.158590191900576,142.98366801415702,3.342676690467867,B,1
36-50,Mental,US,C,E,D,105.5273098618508,C,D,4.343518370741363,65.1714236570619,123.67806337574628,E,0
36-50,Both,India,A,D,E,-13.552924865876392,A,B,-16.763922189912755,65.2100151879337,142.99881826523153,D,1
18-25,No,Other,B,D,E,-81.68195094715773,D,D,-59.5212028741133,-24.342610690437088,54.085434791661235,C,1
18-25,Physical,US,E,D,E,40.186619012132866,A,E,16.29081296669224,32.80564053587206,32.86012761267949,B,1
18-25,No,India,A,C,B,340.318683000954,D,A,14.66707390225305,-154.90881768321736,11.184358296449638,D,1
18-25,Yes,China,E,B,D,-29.61597571520942,B,B,195.67402095370255,-56.81126406849744,-150.697382912158,E,1
65+,None,Brazil,E,C,A,172.78676412237027,B,A,-79.20679144358154,52.581487133993186,101.17217465360491,D,1
36-50,Physical,UK,D,A,C,55.60718375767816,B,D,-25.210197265601337,62.01704667818251,31.29239261454064,A,0
26-35,Physical,UK,C,A,C,62.171251090293964,A,C,-219.6490380899706,64.24688494748557,14.204566814616085,A,0
51-65,Physical,India,E,D,E,-132.2742645008159,E,B,-163.9028982013349,-189.39924943005963,71.22271337657824,D,0
36-50,No,China,D,E,A,-44.07633928397776,A,B,-37.04003505925838,75.54551312948958,-37.67449764521362,C,1
18-25,No,China,C,A,B,31.51522238531923,E,B,2.9441014114406943,83.3503385656837,-240.76263487608438,E,1
26-35,Yes,Mexico,B,C,A,55.92359970754595,B,B,4.312214252072211,18.13223720433274,186.939350965626,C,0
26-35,No,India,B,B,C,4.628707557713226,C,E,-128.83860398418193,88.63277146469818,-36.48140573375799,D,1
36-50,Yes,China,C,C,E,61.31933815502847,C,E,37.98144829432034,-54.81443171255398,-67.67361829171634,C,0
26-35,None,Germany,E,A,B,5.317819360984471,C,D,102.53929875284146,-130.165408796287,137.57128116778568,A,0
65+,Both,Brazil,A,C,C,157.83643442712784,B,D,-143.37037256278148,108.0975274534074,-69.21329426269983,C,0
51-65,No,US,B,E,C,-20.14202273939042,E,C,-74.99145683739795,43.416075678967296,-107.61837513511949,B,1
51-65,Yes,India,B,A,A,46.35505604860834,A,E,75.95384961078122,-88.83600126889831,-32.724115938457835,C,0
18-25,Yes,US,B,A,B,31.207186981653916,B,A,-24.373800717808475,16.923863583859838,-33.6087978887673,D,1
51-65,Physical,India,B,C,D,8.091717248212078,C,D,10.697316594126566,-241.6968978567546,48.36623485639969,E,0
36-50,No,UK,E,B,A,77.30568511524504,B,A,55.1698575722789,174.32329678907308,145.70584557735123,D,0
18-25,Yes,Other,A,C,B,23.034263352068844,C,E,98.35391127904836,-109.38178598192194,-27.301498118879366,E,1
36-50,None,Other,B,B,A,121.27305012135052,A,B,-62.4793229378184,-22.405478314035847,92.18105404971462,E,0
26-35,None,Mexico,C,C,E,-118.87756322706342,C,C,87.32111227526434,-148.14793805567666,8.022813166626163,E,1
51-65,Mental,China,E,D,E,165.3424288167511,E,D,9.875236945599813,-22.04124867933915,-46.056977535770685,C,0
26-35,Physical,Brazil,D,A,E,12.826569367503168,B,A,68.15840101404828,-36.01308377752972,-118.9752076224275,B,1
26-35,Mental,India,E,E,E,-98.88808071151098,B,B,-2.075943113807743,67.88662093156731,84.77845743372224,D,1
65+,Physical,Brazil,D,A,A,111.23876157095852,E,D,-41.28348163406885,-159.2369070034023,9.052017916144571,D,0
51-65,Mental,India,B,C,C,-99.53362049370551,D,B,158.87771180510157,83.07719122676234,-3.8366621790536506,C,1
51-65,Mental,US,E,C,B,36.31409590844966,B,C,106.93274843071876,85.09557537560597,76.09683351257785,B,0
18-25,None,Brazil,E,A,B,271.99158984033386,B,B,71.81150353571603,135.04781934182145,118.22252420245118,D,1
51-65,Both,Germany,D,C,A,53.3030096329387,D,B,-0.6123558065557799,-28.518197304326286,34.56587366277218,A,1
36-50,Mental,Mexico,A,D,C,144.15219306080263,D,D,93.92313201155778,-21.6151290493299,-242.66373386203045,C,0
51-65,No,India,B,A,E,-99.63345258908707,E,A,-3.2312207789753993,-86.71380597241203,3.5844267989507865,D,1
51-65,Physical,Other,C,E,A,99.36428597920572,A,E,163.53256508990842,13.26602894147909,59.16534419800911,E,1
36-50,Both,US,D,A,C,-67.53583507230327,E,E,46.21650387322897,7.00116769876657,-47.62328334573002,C,0
51-65,Physical,US,E,B,B,7.302930128116423,C,D,43.969776741170506,-91.86137048598411,16.12583813583692,E,0
65+,Physical,India,C,B,E,114.84047392893201,B,C,-34.18694008114551,-64.67317663060919,37.28551160635698,C,0
36-50,Both,US,A,E,E,134.85741630617468,E,E,105.13236067107525,-22.623982457674195,-95.0019761548205,B,1
26-35,No,US,D,B,A,-15.818799530917968,A,C,-53.213790397730506,40.37382979818021,-87.32561183668025,A,1
26-35,Both,Mexico,B,E,D,-246.40074980404972,B,D,-88.53623219886644,106.97318519033871,-69.87191516976034,B,0
18-25,None,Brazil,D,C,D,-73.88067750588404,A,A,173.1763151957916,116.32116463408042,-50.89676714686748,A,0
65+,Physical,India,B,B,D,188.69657567850976,D,E,-29.94837203292041,141.44415396901852,116.75252559137431,D,0
36-50,Physical,India,C,A,C,24.97934347050852,A,E,-82.39939214157242,-78.47075521639904,-70.28174353407817,B,1
51-65,No,US,E,C,E,43.15057246549452,E,B,-3.8512360250994844,159.9469895385015,-47.41767397696792,E,0
26-35,Yes,India,A,C,A,-119.71676928466906,E,A,-84.92893732621364,-27.061028737893935,90.46416814022919,A,1
26-35,None,UK,E,A,A,-36.37766416391464,A,A,73.3701237241054,131.3555618794265,67.2196215977833,E,0
18-25,Yes,US,C,C,E,-139.3542018223518,D,E,-9.077058872398348,5.446211107467382,-5.448954969902451,A,1
65+,Physical,UK,C,A,D,102.85280770268683,D,C,163.1762715661224,-16.312994109283533,113.44195716118297,A,0
26-35,Mental,UK,D,A,B,66.62798521199224,B,E,-128.18347897860212,221.7326273443058,-171.21889627557206,A,0
65+,None,Other,B,B,E,-66.63100766289935,A,C,-63.5384328202235,17.93934806852519,21.825886849819838,C,1
36-50,Both,Brazil,B,D,D,-131.14841222988687,A,A,135.3609085581329,48.62315199388376,-20.219657026828113,C,0
51-65,No,US,B,C,C,-55.70372487682301,A,E,130.15797774568284,-114.04986762866291,-162.5852660559721,D,1
26-35,None,China,B,A,B,68.02021936077468,A,E,122.17669905290789,-127.32781436167897,-45.81148854139413,B,0
26-35,Yes,India,B,C,C,5.154149241348475,A,A,-9.286746499175164,134.69720613397038,-19.4987422031998,D,0
18-25,No,Germany,C,D,C,-12.872446744786695,B,E,27.87240251226679,7.377919396872964,-250.5040729807116,A,1
65+,Physical,Germany,B,A,A,25.51769225764002,A,C,-145.10141684071237,138.79532891932425,-48.100099232072026,E,0
18-25,Yes,US,D,A,E,-116.62599674776774,B,E,49.18975478356774,-112.71209608548351,143.09625371633047,D,1
36-50,Mental,Brazil,C,B,D,178.50397025842858,E,D,-202.16140795924815,-56.767311251053734,-29.730130546594236,A,1
18-25,None,US,B,B,D,-210.61065553161146,E,C,34.001693983078304,-35.57166669440971,18.612911231512015,C,0
36-50,Yes,UK,E,E,B,5.2795237909054675,E,D,91.74365273785928,35.0502049373098,-50.70950907522286,D,1
36-50,No,Brazil,A,D,D,-56.00222892614077,D,A,72.74548840021417,-64.60113697715309,-110.28637394274978,E,1
26-35,Yes,China,B,B,C,-53.31656988460678,A,B,13.486180402018565,-101.08617148108925,2.566243373925577,B,0
51-65,No,US,D,B,C,-41.30331413036854,B,A,-201.54418032847641,10.561631208086073,-89.7539845460793,A,1
65+,Both,Mexico,D,C,D,-30.945049535493453,E,D,37.140080841940645,-123.88742774338863,197.6829119291459,D,1
65+,Physical,Other,D,D,E,27.235382280958266,A,E,-13.484722667805244,44.65284284598939,-72.0979888799158,E,1
51-65,Yes,US,E,A,D,23.470105305354455,B,E,74.59271306414408,165.49103619485587,6.394622072595417,C,0
26-35,Both,Other,D,C,E,124.33908306932729,D,E,63.09091262249629,103.34963076497485,-68.99127635553023,B,1
36-50,No,China,B,E,C,67.14220488315465,D,C,-25.591176224021833,-18.63013352983027,-26.090582202054875,A,1
18-25,No,Other,D,A,E,-98.11490522872202,E,A,-146.28138035813893,-109.96883309394772,-48.3896112849793,A,1
65+,None,US,A,A,D,-144.8558613046474,C,C,-98.46341299354764,-51.78259080993861,119.96184712999192,D,0
18-25,Both,China,D,C,B,-41.383845110746634,E,C,-41.01143561616863,0.2924794202338502,80.00783687644319,B,1
65+,Both,Brazil,B,B,C,-144.0969422467121,C,B,221.39570924433917,92.05187612219214,84.45747283889573,E,1
18-25,Both,Other,B,D,C,104.12979983051787,A,B,-36.09464099040104,-25.869065054589175,77.71760357808876,E,0
18-25,Both,Mexico,C,C,C,-95.88180579941974,E,B,60.033230345172406,-28.831015971437946,-110.84744502696735,D,1
65+,No,Other,E,E,B,38.33156664774929,D,C,-35.12871436562531,-3.4733258062769403,-64.18844956854232,B,0
26-35,Mental,Other,D,A,B,-228.20464951356655,D,D,19.554752858752153,-62.15566212326081,73.17639041075103,D,0
65+,Yes,India,E,E,C,-41.02359970643691,A,D,-82.45237364018013,7.895464804479074,5.735905717407635,D,0
26-35,Mental,Germany,D,B,B,-10.407048202984377,D,E,-144.31356579110502,-188.97582370189227,-83.64719155323233,C,1
51-65,Both,China,D,E,B,68.04589564577155,A,A,-54.18762030502445,-160.20013978642774,148.55784211064565,A,0
26-35,Both,Other,C,B,C,-50.347748842172344,A,E,77.7875864074992,6.228038966654206,-93.55213267069693,B,0
51-65,No,US,B,A,C,107.29672914635499,A,B,12.365059894153879,-96.51497712567222,-112.53866230312627,B,1
18-25,No,India,C,E,B,59.261903930349746,C,A,26.692634291467076,-27.599193891949593,58.53833828397056,E,0
65+,Yes,China,D,A,A,-12.31683425319026,D,A,-79.25417767904051,-161.6080425641056,25.436262768917654,B,0
65+,Yes,Mexico,A,E,D,-53.17413264691563,A,D,184.0521341953732,-73.71820701534887,100.94565015505461,E,1
36-50,None,Mexico,B,C,A,65.71146831853115,B,C,-142.53035176153702,125.53701229901442,12.822411933354472,B,0
18-25,None,India,A,C,C,49.0137264046693,B,C,-119.56003557065682,-140.8029947860303,-56.262393883469365,D,1
36-50,Physical,US,B,C,A,-0.6848252522734106,E,A,-23.940262277906488,64.98792538577185,0.3609727262154072,B,1
18-25,Mental,Mexico,C,A,D,28.47081544264864,A,B,30.749129067139453,45.05527785307406,71.16461393415221,B,0
36-50,Mental,China,C,A,E,33.86049356187308,A,D,-200.61125473233088,111.75308678836512,64.76036917468996,A,0
51-65,Physical,Brazil,C,A,E,-112.87637563445236,D,E,-6.490002064345517,24.116057302640233,33.66315734294654,E,1
36-50,Mental,Other,C,B,E,-75.03752012097752,B,A,114.49080010412602,-153.50569387274652,212.73546251969978,E,1
26-35,Both,China,E,E,A,55.4676017796537,A,E,-1.858950383450814,82.44758083461286,122.27074469398838,B,1
65+,Mental,China,B,B,D,15.018806348751518,C,B,-122.64149193880863,21.01739137144916,161.10050685059403,D,1
26-35,Physical,Germany,D,C,C,79.64236881568382,E,D,-43.85316685441491,-128.82191962539116,161.52086307770298,B,0
51-65,Mental,Brazil,C,C,C,-91.89097158281103,C,B,25.435398707814528,-17.83135032361126,1.297017675729289,A,1
51-65,Physical,Mexico,A,E,A,32.23686646103105,E,C,-131.93658676761763,8.933385834361443,22.52122785116644,E,0
26-35,None,UK,E,D,B,-183.46102543727457,B,D,-14.004776102227279,54.58564081804306,26.177098610973275,C,1
18-25,Physical,China,B,B,B,-125.48143262716052,D,B,23.44011714795513,181.9637502221543,62.71248621556149,E,0
51-65,None,Mexico,A,E,A,80.38182297936206,B,E,109.94943005324936,-23.15861729931865,119.13398407138531,C,1
18-25,Physical,India,A,C,B,35.1098818955317,D,E,-0.23852908820991037,-111.8220063808031,-108.25922969309742,E,0
36-50,Yes,India,C,C,D,-27.4626001050922,C,B,136.00374770395106,-30.15374094321535,-166.51439519902397,A,1
36-50,Yes,Germany,B,D,D,-14.120673299668931,C,B,-140.77349357329524,-62.331359341935524,-166.8019042690074,B,1
51-65,Yes,US,D,E,A,-173.51736432382236,A,E,-1.3658219840978232,-151.52646748208323,54.49394224074416,E,1
36-50,Both,Other,B,E,E,-103.54451702998048,D,E,6.3943417566605545,-184.13300960226871,-22.061593043038386,E,0
36-50,Both,Germany,E,A,C,24.0304387761758,C,C,-26.250165944019592,-35.74926732918609,151.8336340534441,C,0
36-50,Both,Other,C,A,E,30.934457920149306,C,A,-6.011500431124196,-48.05554765806112,-2.5262238864995434,A,0
36-50,Physical,China,A,D,B,48.29468105473641,C,C,73.71791208101347,158.20751685711969,52.455408021438686,D,1
36-50,Both,Brazil,A,A,C,-69.66625197949494,B,D,15.26420099543393,95.06184585677173,56.9293107893464,C,1
18-25,Physical,US,B,E,E,-78.25379193663676,C,E,67.27603609401697,171.80409308037324,-143.0524752113209,A,0
65+,No,Other,D,B,A,-169.39203559146551,A,D,-160.1591311887972,119.97309992630652,39.08513668505733,A,1
18-25,None,US,D,E,E,132.79026739296742,E,D,17.518754939658958,-12.2743105478807,-36.464313245998326,C,1
26-35,Yes,US,C,B,E,133.7494515699279,A,D,-82.61551161502203,87.48139103069823,-18.881430878348404,C,1
18-25,Mental,Germany,B,D,A,183.11519439246456,C,D,-48.53666984468964,-46.92305617135238,-15.920967178175903,C,1
18-25,Mental,Brazil,B,D,D,60.439219129946075,D,E,-30.10244588146003,-122.11180080211417,60.081449412516754,A,0
65+,No,Germany,C,C,C,52.48293243457823,E,B,128.8796732002078,69.61956726364427,-38.07076957272869,C,1
65+,Both,China,C,C,C,49.41923165568252,B,B,160.5589762336216,-37.71790078829054,-70.81618576273966,C,1
36-50,No,Other,E,E,B,93.56481148009699,C,B,-43.19772311312412,-9.189141708128464,54.230062977116255,B,0
51-65,Yes,UK,C,D,E,22.788510562172533,D,A,54.736425070146396,178.15162099629396,3.0213591301613314,E,1
26-35,Mental,Germany,C,E,A,0.1384041972649029,B,D,-205.88944452382566,11.183143466078905,106.79337370952896,C,0
26-35,Both,UK,C,B,A,-20.89954163667372,B,C,2.9388093254499434,-4.919131026775974,-94.30100992329533,B,1
26-35,No,Other,E,C,D,-143.3515113634744,A,A,-134.54456985994508,-66.9055669395842,-58.89969111999367,B,0
51-65,No,UK,A,A,C,-205.78203134453935,A,B,196.20722375658139,-119.51446835504808,10.46449059314717,D,1
65+,Both,India,A,C,D,44.33269352148925,C,E,187.0513304603219,118.24929333374325,84.6442973896756,D,1
65+,Mental,Germany,A,C,C,5.4287055374315285,C,C,91.65834459634134,31.216291448549626,9.932525245145097,A,1
26-35,Physical,India,E,D,C,57.89161084513981,B,C,-55.03655332137289,166.18507372434263,86.11848552536642,E,1
65+,Both,Mexico,E,A,D,3.123665809271289,C,D,9.991141729912659,25.134530326324473,49.11848203839533,E,0
36-50,None,US,D,D,C,51.50914590999724,C,D,2.0878308365147933,99.96109144751073,-148.6999694419255,A,1
51-65,Yes,China,A,E,E,88.4447051013067,C,B,64.99464184684507,83.74254648372795,-56.20889856089105,E,1
26-35,Both,Germany,D,D,D,-83.16618455061202,D,E,47.26667798921479,-102.55706785015866,200.8892425450984,B,1
36-50,Physical,China,A,A,E,-84.54403324032971,B,D,-135.32789817851622,14.10759971768577,84.21075958188075,D,0
65+,Mental,India,A,D,B,128.58518821775792,E,A,-216.3490699905078,110.20606998490092,-113.15528711951575,E,0
26-35,Physical,Mexico,C,E,A,82.11572081877408,D,C,219.77392622262056,-126.48761617389941,89.46636765888451,E,1
18-25,None,Mexico,B,A,A,31.510628304773608,D,E,-71.9732022534738,77.94475109888418,-102.4518818873021,D,1
36-50,Mental,China,A,B,C,-22.468021163862673,E,A,104.39953596920357,39.03325307102372,-73.39637693023404,E,1
18-25,Mental,Brazil,D,D,A,-57.7552656548476,B,D,19.03873543397077,-100.22797420848082,127.55225300285244,E,1
18-25,None,Brazil,D,D,C,-103.42409064339519,C,A,12.648061149893062,63.81154962979737,1.1456254374114077,E,1
