Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Both,-103.00613258221122,A,A,A,C,-16.424949698345863,-121.67641226822829,E,170.9534744340395,B,-38.432709589694774,B,C,C,-140.46912778868534,-240.8914617659479,0
No,31.81179513599152,E,C,C,B,64.72299443295697,-43.71627299100631,C,49.96516334610792,A,127.35385811311959,C,D,E,20.63516611184209,150.6237309820558,0
Mental,-165.2635736109402,C,B,A,C,-99.13608401654123,124.43611739730606,D,-70.50014888619886,B,-53.3190190065165,C,C,E,113.52951316058015,-112.18315106313841,0
None,15.706226378363741,B,D,C,A,23.632963663183983,259.07822331566604,B,100.59040674718838,B,3.042709222122949,C,A,A,-15.601363794162854,-121.52894966710306,1
Physical,-8.645510601826167,C,D,A,C,166.94053381401685,39.66305869300592,D,192.08483102566598,E,49.35430676396606,B,D,E,95.34031383583097,-121.54393749153975,1
No,56.15241837608688,C,A,E,C,81.67698897372215,12.920883241325201,D,85.49902566646614,E,-39.58225107646914,B,D,C,-19.320541089941493,92.72116657569158,1
Mental,-75.85142353627846,E,D,B,B,107.46541416945836,-6.538350808162109,E,3.1954845072559275,C,68.43286109000371,C,C,E,-28.851796234899812,-100.33810006266171,1
None,-60.86529466168146,C,B,B,C,28.286856701659456,-62.01333587886073,E,21.338618137664845,A,-95.18224305326581,A,B,D,29.675558033422377,-56.610738109725304,1
Physical,-201.2460581300385,C,B,E,A,-23.676912302459538,12.820213393725782,B,89.44313140422796,C,-56.25960924593506,D,D,E,16.633245404588326,-49.98514790931038,1
No,177.263047843383,C,E,C,E,-47.0595554405487,13.104374326312543,A,151.6604483652101,E,-112.49149110785848,E,A,C,46.65598539411878,-3.1465436021825632,1
Both,38.1682129749996,C,E,A,E,61.87437624972579,-2.9105089845608423,A,-152.23739632590508,E,22.194059569928758,E,A,C,69.39317511555821,219.4164314703842,0
Both,-143.39835350778216,E,B,C,A,101.5965407047347,-22.60336984804553,E,133.6879865812374,D,39.985273816761136,E,C,D,-29.69659173158839,-62.95802821700636,0
Physical,23.660812940273342,D,B,E,D,-202.5447631217649,29.443345537053588,E,297.8061774694306,C,90.34505035964776,B,C,C,91.3731820175865,47.992273495483175,1
Physical,81.80474253690414,E,A,B,C,-97.73654809206283,-54.92524304375449,C,7.251241996861264,A,153.91402801090996,E,A,E,-34.45703700749541,1.0771531583369114,1
No,71.66664681159676,A,A,C,E,118.31491949176328,42.20959926262712,C,-32.33305035641704,E,24.83679854736359,B,A,B,35.059621631709824,-71.86666580710312,1
Mental,8.167121743511393,D,C,E,C,-243.87982619661184,54.111017270255466,B,-93.4509008714734,C,-98.93351722958943,E,E,B,53.57247638099317,-160.61321026663825,1
None,-210.0026434265894,C,C,E,A,60.11479773257319,-147.90499905466243,E,-103.34250034619504,E,3.37425342795716,B,A,E,97.0935087986773,110.5796943442106,1
Mental,-124.4377486637531,A,B,E,D,-55.94064570298553,34.78894440771234,A,97.24080140969579,D,-2.772883522860295,D,C,C,50.17837826086329,-45.245353635292815,0
None,-181.80650081705133,C,B,E,A,220.61431171077305,28.482305772097437,C,16.214391078710968,E,-3.674256560726954,D,C,A,-138.419440908891,130.61467382293213,1
No,-93.60980430739298,E,E,B,E,26.078412374021525,20.731710598022683,A,-33.22810602754879,B,118.33184330412918,B,D,A,98.26847840765392,25.815183675204594,0
None,18.508354076052157,E,A,C,B,48.35485994729697,-160.33093436768513,A,-90.9588319095321,A,43.809142457096364,D,C,B,-31.53019061147458,24.124588473596813,1
Yes,42.267460270555034,B,D,A,C,-29.188088033610597,-91.17018670143115,B,-11.473281721961921,E,7.458083907262648,D,E,B,-56.75860605908273,-234.98630328790227,1
Mental,76.78271530890927,B,A,E,E,185.62060501125893,-54.611270411302094,D,31.263287111956807,E,75.33946610056029,E,A,A,-77.75353528941702,7.229206542364923,1
No,-138.7746014338865,D,C,B,B,132.68586101328526,50.809912822697726,C,88.98616557326679,A,-5.071510560590347,A,B,C,149.57318211939227,-105.31648379271925,0
Mental,-66.84166206652571,E,E,E,B,160.07262661433808,-241.98021241311247,D,-50.21745572124811,B,-62.35241827379758,A,D,A,-124.11116104735636,150.50694252137475,1
None,173.2170475255906,B,E,E,C,-137.6262720016559,-122.73884286124198,D,-40.634171446705345,E,2.808624283347314,B,D,B,32.94004022729301,26.342375349806186,1
Physical,13.333921839503443,D,C,D,C,-91.27582872888009,-8.212213134512332,E,-42.3141764684632,C,94.45792780389472,B,A,B,106.64446927255766,160.49112603327129,0
No,103.30883006065548,A,C,B,A,89.3109474615416,-28.8865726443915,B,-110.32468744813984,C,-82.10568977604947,A,C,A,100.18385707715001,-112.37911138371526,0
Mental,101.24085705060746,E,C,C,D,-156.24157626786806,-104.70740409017576,C,-182.6134846261726,B,95.55497053115765,E,A,D,-187.7803476189631,-85.96785163604852,1
Yes,-12.001293783467109,C,E,E,C,-60.0078614278062,18.517884387159153,D,57.17260256739509,E,-54.66405611377587,A,B,C,77.17311805238658,-8.308915021757391,0
Yes,38.384722628434886,C,A,A,C,122.6652459402591,-211.4800440377687,C,81.07399732864148,B,-18.931477138745635,D,C,D,-30.909759122511034,136.16042609062217,1
Yes,25.993042263338417,B,E,B,E,-105.23663540293818,-5.140809032750285,D,159.6435921663407,A,-63.96106194886164,E,B,C,108.19744428866433,195.413758124338,1
Both,109.70949029872025,C,C,C,E,53.53117174341641,-59.45898406955925,A,-170.0631680493287,A,41.42513653581652,D,A,C,93.36307364134979,-174.58472734253724,1
None,94.478674355435,C,A,E,D,178.14213563191817,18.278975024360044,B,0.19519447849472438,D,-131.52550735923313,C,A,B,13.481432768881998,64.62289909424047,1
Yes,144.15036437167598,E,E,C,A,52.44115240983519,-112.1296479958914,B,-136.20181061761497,E,-86.13301805898702,A,C,D,13.93202482756831,42.093019982836324,0
Yes,-90.47977897601614,B,D,A,A,78.92266495861557,176.76864178830408,A,49.116260507529425,A,193.82453188201794,C,B,D,137.68920757851174,35.182617298501995,1
None,156.13737411427303,D,D,B,A,128.64950359607172,-41.32904981948813,C,32.18902357236048,C,114.43529362978495,D,C,C,13.260590313024151,-109.04937695642897,1
No,-176.75364956025496,E,E,C,B,-75.18857627783355,179.16562802232448,C,187.034176113794,E,105.16667697756206,E,E,A,54.63046238083017,-64.21741188164137,1
Mental,-42.72390953930678,D,A,E,B,95.76465123284471,128.992174046713,D,-127.99203043667823,B,-170.50291982507372,E,E,E,-30.297259001403738,32.30722626135194,1
Physical,79.82047793563261,A,A,A,C,78.11149656199026,-10.028254971126897,C,-78.88142506238893,B,131.69817290714008,E,B,A,113.67004073281666,73.45006237179442,1
None,3.368569281204377,D,A,A,E,10.761038108836086,-124.37906839182573,A,188.0112906452703,D,-22.85936275855537,B,D,A,-61.13982997273719,80.02333537926286,0
Yes,-83.25799597935072,D,E,E,C,-75.31208582718793,-111.28787099471876,C,-61.88585550982838,C,-127.79877445185642,D,B,C,176.2842908941712,39.68911183961154,1
None,-26.838861519951703,E,C,C,A,44.92153844948405,-25.45141367385739,A,-36.64210155222062,A,105.76807263202785,E,C,E,-56.219235574035686,-9.850745919152168,0
No,49.25258045341015,D,E,A,E,-37.97510864405894,-89.36405990136136,D,79.8461878912595,C,154.7815042236172,C,C,B,-47.57301486218101,-49.57819195669525,1
Both,-213.15564439717002,A,E,D,D,92.06766617352314,-30.056400027820924,C,-84.92324831316591,D,47.79869443287529,C,D,C,-6.967537001087609,-43.174673897650734,0
Physical,-60.14228125530657,B,D,C,E,135.89662068141132,-170.8462215067968,C,44.14229286815265,A,-44.0625143573465,C,E,B,-93.74158408328718,-17.205435011836805,1
Physical,-34.7245843247109,D,D,C,C,-100.28926938564172,-20.301998769753897,B,-155.73051749017225,C,-68.89790056912274,A,C,E,-18.003466505833995,24.38305707833745,0
No,20.9633557785728,D,C,B,E,-103.64872509017312,-48.17141171313465,E,61.68119951052359,C,-94.85472189835909,E,A,A,-25.737533726565953,86.7478024072575,1
Yes,-96.09387673447215,D,D,D,B,183.43415430319374,48.948448924939875,D,15.052196526848732,D,-96.64719649429063,A,A,D,-45.326450427610325,-64.54529695786711,1
Both,-159.84739678935495,B,B,E,A,-26.969152150917107,1.4601733208062522,B,44.89276204582423,E,43.63430962698479,A,E,A,258.501587144174,38.39895431750871,0
Physical,253.10315435103456,D,E,C,D,148.8861250104056,47.772637475955314,A,-161.06300513886634,B,102.22176340390881,D,B,E,80.92973781111982,-80.38355119816426,1
Mental,88.13703387958314,A,D,E,E,-219.9599481465798,137.77780958410477,D,-6.794446484201414,B,-14.406094913150133,A,B,C,-49.39771094005848,-164.17293995806764,0
None,253.11288006111764,B,C,A,A,-258.9871564220171,7.282809537208804,D,-99.52429246042048,B,-120.00483935721185,E,D,B,-12.836737109741266,214.06384618841489,1
No,-53.54015311864016,D,C,A,C,-205.69638223269754,66.52466139788348,A,149.21989230732552,A,41.388118878718416,C,A,E,-48.29809139562941,97.76819587340054,1
Physical,-53.340941287775436,E,A,C,D,-11.663600423579433,119.43572899014741,D,14.39094646469323,D,3.488483601321773,B,B,D,-65.28487014328263,-87.97322458752978,1
No,119.08542814019356,A,C,D,E,59.23236245997809,83.53237755802294,E,-129.88188258222885,E,-100.43170453020021,E,E,D,94.76970981784748,55.55509308178258,0
Mental,14.171709758867001,A,E,D,B,-175.49308398773854,13.743812763557683,C,-92.76671039246668,D,-51.28193798300727,A,E,B,23.257192174659075,75.58614841906312,0
Mental,86.20017341988975,A,A,B,D,-1.0529262440131624,38.09261635549323,B,19.210454685268882,D,49.05533423757009,B,D,A,84.09368509438063,-114.21863901078369,1
No,28.318725099566272,D,E,B,A,-56.46909145757164,-21.481708458197915,C,105.25990555829902,D,-87.4186392358648,C,C,D,-67.10128713035223,131.03372537771892,1
Both,-37.71120019495887,B,E,A,C,-110.41978152678035,-58.89640342682077,A,-71.35133526626495,A,-5.966598861450412,D,C,A,-58.468029319079996,-45.96589062642394,0
Physical,-52.64424956041617,B,C,B,D,-51.661520457469514,-144.2054993073131,B,-56.94317182032156,D,41.37719045893891,D,E,D,23.16967290436581,-20.961587924685748,0
Yes,-13.99802027960616,B,D,E,D,-112.9531284889719,-228.8624897553181,A,-2.017710450474559,B,2.553962852772351,D,C,D,139.11277957589246,-159.0265286235355,1
Physical,65.90328161986437,D,B,A,C,-3.706408446807026,-31.574335616835754,D,28.411649181754704,B,-43.993881488972534,D,C,A,-31.20784808994345,20.259235722881275,0
Mental,-108.07006808954547,B,E,A,A,268.8331188551369,-155.28678694075705,A,-87.70862360957953,D,9.829229486228574,C,A,D,-165.1547411209016,91.72036658401363,0
Physical,99.97269379225115,B,A,E,B,83.25656120207888,34.9672969821481,D,-100.96940468512905,E,-37.437910651617166,E,D,D,166.22671001623374,-159.30558333834622,1
None,-25.932835946386046,B,B,C,E,-9.200304555157711,-108.16187794968599,E,28.168320510449334,C,-129.05855571694295,B,E,D,-81.45029739599966,-8.357646054337906,0
No,77.39747325620554,E,C,A,A,-113.26218169405055,146.79787305957842,B,-58.87917151089259,C,120.31608567856864,E,C,B,-99.3393445794676,-103.95834856971977,1
Mental,-117.87636270487174,C,E,B,B,-20.395384556166043,-27.552665197395292,D,14.728507376425906,D,-123.64989364348149,A,B,E,23.443120532706978,-22.849843214255035,0
Mental,-63.01829461576124,C,A,B,B,73.18279207224091,116.0508288306751,A,-62.11937033171026,A,95.15052965778543,A,B,B,174.43148446114338,-114.38319315140362,1
Mental,18.697208130946546,B,A,D,A,-46.92251068672953,-91.52429803667098,C,88.76012773413758,E,-29.459116323100474,A,B,A,-262.4684829397634,-113.35913377311284,1
Both,-212.73242603727098,D,A,D,B,102.32957882933935,-200.64586933991504,A,217.07924651247149,D,165.58249715899487,D,B,B,113.63009437588782,-103.90423402747734,0
Yes,4.566483590164942,E,C,A,D,97.84868831596316,61.76548729262281,B,-43.24223261813395,D,187.05027268812543,B,B,A,2.5338947652081365,96.21440515411119,1
Physical,33.56688744075118,A,E,E,B,153.69131547308604,117.17800339058606,E,18.48629138450361,E,57.886807107295304,B,C,D,85.76321583196761,-73.71805678876473,0
No,10.334684434334575,E,C,C,E,-40.27955603966748,-56.834318163738516,B,52.134835348622666,A,53.677293599371545,A,E,D,173.81427008681058,-103.84686816097195,0
None,-35.09276227540914,A,C,E,D,42.63557283238386,158.97822835273632,B,28.051373931001315,D,-71.51018994642133,E,B,D,4.053197349537693,17.218026666769426,0
None,-24.347354323422028,D,A,A,E,108.82600221130674,62.75823458609781,D,-4.648327252385121,B,141.1595900221448,A,D,E,157.41921563118743,235.2657107562455,0
None,-65.07132826915361,E,B,A,C,-52.4185043581959,-65.65628045747114,A,-60.97403374360567,B,-28.201929928281288,C,A,B,-82.29456924863214,201.9058898046132,0
None,156.06263691961823,E,C,D,C,-131.98732583714505,-266.0742582672365,E,-62.77826582540389,D,153.6703789020677,D,C,C,-205.7481419705025,-128.95956939460658,0
Both,-184.53583810957204,C,E,C,B,-120.60092459105158,-28.084221822016165,C,201.25862615590947,A,30.053430185827906,C,A,B,-18.13593017470422,-186.12583693302255,0
Physical,124.04739894021097,D,D,D,B,-176.71050615149153,42.580085040934335,B,13.532768760154134,E,-13.456726000390612,B,D,D,-17.08166022409287,-43.55259689524685,1
No,37.84310821493973,D,A,B,A,-91.40977763533648,-52.4657253177889,E,-45.68571840868883,D,61.083347134483326,C,B,A,-72.75327694915326,69.19247935838155,0
Both,-72.30485925445778,C,B,E,E,162.5354421515254,113.27367626574156,B,-129.44098673074885,A,95.7950668466283,E,B,B,-17.444980079350117,-117.83446719392097,1
None,24.265899743732973,A,E,C,E,-6.855349213054596,-111.89989249144854,E,-134.93927022792988,D,-121.0772511470424,B,D,A,-145.9048051364794,85.03886864608884,1
Physical,12.503452080130154,D,C,D,D,-184.9538360228506,116.38924280958038,E,12.401317045310195,D,-90.33671423312417,A,E,B,133.64502818621702,98.59870709248514,0
Yes,-72.98545158326519,C,E,B,B,-120.32808730057425,-198.40050429913353,E,57.849068552300345,B,86.06818332476324,E,E,E,-128.48179815659188,94.26806683414068,0
Both,136.7835911655439,A,B,A,E,17.821758348110695,-97.49649468002454,D,-17.88920490821976,C,119.4713169026298,A,D,E,31.544711309538346,-12.811100668512635,0
Both,43.279222256070504,D,E,D,D,48.40250945763101,37.68370381134814,C,36.22399697483202,B,-57.87699877372995,B,C,E,25.482761831396928,79.33311064471691,0
Mental,-3.510668233647132,A,C,C,D,-106.02335021758556,110.87033726391995,A,96.03825544653107,D,-151.43137621131285,A,C,C,15.400332212986529,40.70704255844465,0
Yes,48.25717681269906,A,B,C,C,-123.97757899776119,-110.80259016234552,B,84.94312585815773,D,268.30282471767526,D,E,A,-33.51114299923575,-82.09798915038779,0
Physical,35.288486195678246,E,A,C,E,18.18167233078128,194.6318289838698,C,153.15403874781097,A,-17.641670345687174,B,E,E,45.88729525969644,3.2336008566390566,0
None,-50.738322794921444,D,C,B,C,108.64900956240308,-20.837421632309322,A,-38.9662532832066,D,126.09181371815959,C,C,D,23.33340860220405,-98.95117940798488,0
Physical,-2.7609017420180955,A,B,C,C,138.36134759192677,-101.81741307160179,E,73.24746092556107,C,-22.88635394143036,D,E,E,194.56825018133327,-236.33158298004014,0
No,94.79776857912377,E,E,A,A,-37.78366949948339,-31.78798538297725,E,25.033596612017433,A,-62.27415569549246,A,D,E,-113.40576238458799,-123.5752040824727,1
Mental,-41.88560095975222,B,B,A,C,-53.594526759308614,0.40329593286911375,C,-55.22540663515005,B,42.45401685007141,B,C,E,140.44075063063045,-149.94146137634232,1
Mental,-156.99298095543537,C,D,D,A,-117.05336668327175,60.057980635136055,A,-61.770646880823,C,-109.89591385677939,C,C,C,65.44549106150357,89.95664266893935,0
No,110.75649668961923,C,B,C,E,-20.702906880347633,-110.49641135285977,B,137.80181434738165,A,-59.268229859180785,E,B,C,257.52936402982937,33.14265911424145,1
Yes,-129.8124866011807,E,B,B,B,-59.035519243304556,240.05409381388202,C,2.732588901545712,E,-72.3894493231621,A,B,D,34.102346413433196,-135.85265737962098,1
Both,102.35667686630114,C,B,D,D,48.925514857685556,48.89843921243549,A,-105.07507643311943,A,145.14321833516317,C,B,A,32.68711670102589,-118.03291281384443,0
Mental,-56.35461093636861,B,A,B,A,208.9650016145133,-107.8074558517883,D,67.18737079890083,B,-24.521056084838342,E,A,B,74.57392118969501,54.99500593857487,0
No,17.151220054653127,D,A,E,C,-11.334064322041627,-166.6460265920552,C,24.577511483196968,C,-27.811502374871267,C,D,A,118.08228126516278,-137.49783468975426,0
Both,-8.814225034252626,C,E,E,B,-112.86479007419278,41.83005093978577,B,-8.755741969457677,A,140.4575822436203,E,C,E,41.816445991168855,-173.80894171704756,1
Mental,30.470467721937066,D,D,E,B,-14.685858130617957,93.13057016264702,B,-135.75226390440451,A,-57.353250391530075,E,A,A,-19.06811363456196,64.12080226821256,1
No,35.88873619022612,B,B,B,E,-59.808569305482386,-107.29059037860318,E,-60.23571349551305,A,-16.17034131699914,E,D,A,134.7784790762917,-37.93213358993591,0
None,-124.99757419882246,D,C,A,A,52.054143894266694,-30.900712358419796,C,-165.9528735378962,D,-83.95831212513325,C,D,A,154.83949571303108,-12.910515193133424,1
No,88.09372444827201,E,B,A,D,97.03975338343808,159.35421524252286,A,115.149009540118,B,140.22297125584163,C,B,D,52.90602565489991,71.12334389302984,1
Yes,39.78725003637088,A,E,B,B,-42.689065955923056,-71.13031989128065,D,33.40898303571381,E,128.57423623431137,B,A,A,54.51836096289798,-54.57240285909762,1
No,1.5828647411278227,D,B,E,B,-41.704010705581226,165.53263520115308,C,-119.46055465978935,E,-33.73908110638019,B,B,B,-18.4020251741547,31.88530345977789,0
Yes,-21.90108533319646,C,D,D,A,10.382201504359879,-122.6723325802015,A,-58.051000148037424,B,-5.918583925068734,D,C,C,81.4738666378065,-18.83678707415474,0
Yes,3.632241852549941,B,E,E,B,106.11933553323227,-102.71524483703227,B,71.00569537328902,B,94.07837422362721,E,B,D,-81.74584032046752,34.06101584343972,0
Both,-59.09955226019491,B,E,A,C,4.013315518554749,-8.539845882946267,E,-37.311538716418745,E,47.946996472184104,E,E,D,-122.52938050472493,50.01850067369481,0
Yes,230.09912617911857,B,D,B,E,90.44016468511695,32.296915038318005,D,-46.22239981288816,B,58.125805624023066,E,A,A,70.98965652642237,-77.2342424816781,1
Yes,87.06097590178811,B,D,D,D,197.54234696376605,34.29616867888326,A,-147.5844948833165,C,258.14745651919276,C,B,A,31.65701897354458,58.81560413653022,0
None,139.77487424903651,E,D,C,B,-152.1524870431252,-190.08929291304327,A,-100.22116283864082,D,-86.27101545354319,A,D,A,-31.243296297365664,102.24961469703082,0
Mental,-60.579083821312096,D,A,B,E,118.32440028527546,-227.0858051682414,A,16.877574729816956,C,-153.5866421378811,D,E,C,62.447851902690765,-72.61709415435698,1
Physical,58.750852357221184,B,C,D,D,6.231635829694948,9.484369762876714,A,-188.0248234662342,E,-26.25627545900367,E,D,C,206.74737032654167,82.89223350649641,0
Mental,21.960998427850832,D,B,C,E,195.6556560879399,106.3412848131166,D,-22.636620794492078,D,-79.08225034127787,A,B,B,233.80579078404241,22.17476470053045,1
None,-80.28000005116466,A,C,D,C,148.85630428390368,-65.13071168392287,D,186.6778995191058,B,-39.684447211871856,A,A,B,-160.07985225108615,180.514422668817,0
Both,60.805191868996,C,A,A,B,-53.446436154042686,-161.42725032725457,A,168.2238957696891,A,-62.68511293745871,E,E,B,-162.1530215113608,-80.04133805481347,1
None,61.23899840227144,C,A,C,D,-49.18419876951862,33.03907325009301,A,36.28216947819473,A,-130.19970684945045,B,C,B,2.134163025182529,-88.0613149000257,0
Physical,6.971421359661161,C,A,E,A,-5.978635210503565,248.8721768221557,D,52.59948025383455,A,-63.78996828914709,D,B,A,-76.20800807849064,-125.93964770915989,1
Physical,58.09738552450582,A,A,D,A,-240.42235726923437,-164.2813208771998,A,-5.633215566208478,A,-54.62060184512764,B,C,A,-56.63291591836236,-36.626808769060695,1
Mental,39.619463516972594,D,A,B,E,-87.10492505394028,-52.90689749525621,E,-99.45249092254936,C,18.452943496742297,B,E,D,30.339792021164634,115.36174957421514,0
Yes,-194.54919706169085,E,D,B,B,-79.7315139306802,-85.4087285031821,E,151.42242143746049,B,-61.88711242362771,B,E,E,-279.40685763472686,59.50920978413416,1
None,76.88004181604185,A,E,C,B,153.70663277523607,-68.5420720796925,B,-41.997063349047195,D,-9.584955448621642,D,C,B,94.1468406978045,-66.31753647880831,0
None,64.41690989564971,B,B,A,C,-129.94196504498854,-18.52632173632157,D,40.735172706928545,A,-2.0957483456526718,D,B,E,254.56953768214433,16.890285485623277,1
Both,-70.55247608352106,D,B,E,B,16.277015596591518,126.16968136262838,E,43.25336557744795,E,-10.08093700882109,C,E,A,247.718193903813,-180.28811072239426,0
None,17.136162346107017,E,A,E,E,-159.56206401313426,19.114435355951684,D,48.79700097774444,B,-54.58111486037431,E,C,C,-57.248771553788146,-77.81233609320081,1
Yes,-186.04076843150628,C,A,B,D,66.60167802608477,-44.13848862421984,C,57.85317962522233,D,52.09792827587909,B,B,B,-53.1698892865327,-72.82625879201481,1
Both,86.10824592291834,C,C,C,C,-40.17334294529075,34.250522963341666,C,98.18298949190232,E,143.74129610378432,C,B,A,-49.92852712263008,-111.0593543996095,1
Yes,25.13468785839349,E,E,B,B,-0.9788202118605306,78.48932614794016,D,-111.65562165965879,A,176.17949783230605,B,E,B,132.45324133124282,-50.813805673239656,0
Physical,-7.971846437867375,B,B,B,B,-56.31367758171646,129.71268617522588,D,73.38325329467331,D,-42.02279624780077,E,E,B,-33.6499448455505,-6.528124387338716,0
Both,199.52950125545698,B,B,C,C,-41.30574608908687,204.5759924798671,B,-137.16902017658626,C,-253.33882978195476,B,A,D,24.64929772821319,131.97479609818254,1
No,162.0616744096027,D,A,E,E,79.20787926602641,-32.85856848749373,A,-12.442710098638212,E,141.84932874993626,C,D,C,-4.911277776412359,22.52764917495673,1
Physical,72.82683737200146,C,C,B,E,-161.405728466635,-57.51647806140288,E,-5.422346255224149,B,76.48254025749355,D,D,E,-96.8630258060236,44.34864342658197,1
No,20.472807981385383,B,A,E,C,-37.77886594593356,66.36757798931687,A,-73.7526344691017,A,-13.437446467274828,B,A,A,38.33538070307036,53.04083311086602,1
Mental,-103.50750662419497,E,B,A,A,-104.21391603410186,-25.81781768250001,C,-113.41963229963218,E,0.034078438278831204,D,A,B,-20.845132286801086,-1.0762599914297741,0
None,3.182344372691527,A,E,E,B,-170.3524526708165,0.18713719748829838,B,-64.61748238157433,B,-194.17799397693446,D,B,A,78.71536329263903,-19.310588743649117,0
No,-137.4486986683335,C,D,B,A,-2.1128222371964562,36.24162752190824,E,261.39395713050004,B,-78.30313835535513,D,C,A,-33.149055632070166,5.619070169174337,0
None,-198.22243205193823,E,B,C,D,35.767445759475244,-247.20647461482446,A,-140.57713192905968,E,-17.699202390172033,A,E,D,-7.045102584999674,76.19357980069469,0
Physical,-58.575505857930295,D,C,B,C,75.05005677972376,-210.06151142788067,A,-42.15665814860562,C,43.785581795712474,C,D,C,-58.54245331613128,49.568676589350595,0
No,98.11685943209065,D,D,D,D,23.600609589739946,-108.81914681024311,B,65.76447060554516,D,-113.52198595017535,B,A,C,44.848345078819214,20.33514101707557,1
Both,-63.73646899879214,E,A,A,A,-3.723821470721441,102.56714438057541,E,-8.200883144414675,B,-80.64194174862557,B,D,E,63.671614312595814,-42.57745430399568,1
Mental,28.39191538902043,B,C,E,A,-74.81726508403038,-133.6916799879218,D,77.23025970105041,C,93.16831801724096,D,C,E,-160.90247624647483,22.17102444957683,0
Both,-13.608218430516994,E,A,B,E,95.39788456375116,124.04534763159923,E,-28.187980798456824,B,-140.74085251954534,E,B,E,-178.5086054983934,-73.10147577516221,1
None,93.72906003951358,B,C,A,A,75.58551075967489,2.0752626410448576,D,114.17866727372143,B,18.53014234342833,B,D,A,24.477117791112608,150.66712792613086,1
No,58.199754211225454,D,A,C,A,-2.0936926428970732,-161.64112345107463,C,-31.347492798982344,A,64.62353090601167,C,B,E,237.38614809772983,26.772837331784515,1
Mental,30.97845582863281,B,A,C,A,-112.82068553414332,117.80960086873881,D,87.49828590201315,C,-143.1789878170023,B,E,B,-197.51264193366544,-74.1082429209869,0
Physical,-61.638653325259796,B,A,A,B,177.75728839974252,42.98844516115746,B,-51.35255655610488,A,-77.15091254588592,E,A,B,-201.10330069286974,13.18609298105437,0
No,-197.2474134474062,B,A,D,C,84.28460924642427,93.77134339325444,C,-21.48194424846666,A,-13.20048145753315,C,B,A,29.85339434968305,216.21503964264068,0
Both,-16.312572340209453,B,C,C,B,116.06289418686995,-128.06555490491306,E,60.49657629337288,B,264.7671919017527,B,A,A,161.65539274844664,-20.2011098985697,1
Mental,61.980984426711636,E,C,D,A,-90.49045891969658,144.72289619988933,D,58.97541176380556,B,-34.90117761899924,D,C,E,42.638220860732396,-129.70737018243364,0
Physical,-24.66319347421141,D,C,B,A,1.3525782162830344,193.26579819548292,D,-34.3236518613566,C,-97.42290988219725,D,E,D,35.33670497851343,32.701237147568904,1
No,64.0737207539708,C,E,B,E,-26.62524848147363,-49.91138482211676,B,17.622894650631824,C,168.99684594952336,B,B,A,10.53011701289379,-7.1769282571468045,0
Both,94.45538239537755,E,C,C,D,-61.124436388994496,129.85392803607334,E,102.61839745621964,E,9.71094567837801,D,C,D,105.74974696179203,83.79599343598751,0
Mental,62.801621371942815,C,E,A,A,-198.76507532555456,60.68109340778211,B,-272.0794339081568,B,63.41411707299287,B,D,A,39.706074353579076,-59.91024457581508,0
Physical,86.82420862634028,B,A,C,D,-2.75427074209283,-61.27730172012712,E,-49.69195294451254,B,80.65092892229144,D,A,D,-72.20633016528673,-35.85381280977701,0
Mental,127.2061809614943,C,E,E,A,-8.535291348914479,139.0892368704601,E,81.03686098309018,D,25.284716775667608,E,C,D,37.03470418297638,16.1046586429129,0
Both,51.76632216602286,A,D,C,A,-27.01691864341064,86.41339113765703,B,-186.42349752416786,A,-73.01373962984896,A,B,C,68.2396151966299,-132.7911528673096,1
Both,-76.31787360749018,B,B,D,B,-154.12181444626145,108.44413449212831,C,72.97759214310953,E,36.61013931912333,B,C,B,-20.063750875512685,9.527441250397672,0
Yes,101.59451202395988,C,C,B,C,-240.63560429056642,-24.304070971990445,B,-4.061503711219608,B,55.94519787380643,D,A,C,-11.073950484232997,-202.9719785994751,1
No,-87.02635703733418,C,B,E,C,-123.08410565285793,-1.8051478618708139,A,-234.30775094238578,B,-68.7116139794427,B,D,B,-101.13660496230695,-26.854031670316957,1
None,163.08008884126247,E,B,C,C,-28.48071924587571,13.68507555798238,B,-49.07542901714602,B,158.13981214730262,C,A,D,-37.04523515835178,128.08485777945864,1
Both,-150.7289313577604,A,B,A,C,-78.25159781868135,-98.22071435257864,B,-45.442883746046284,E,-36.61675841230735,E,D,D,262.5281920529569,-24.438309057787247,1
Mental,5.5398284871076635,C,C,E,D,-13.010193987010608,151.6065801950161,C,192.2953229715877,E,45.26419952966121,C,B,D,-141.85826152600296,-42.89360427729374,1
Yes,79.87608399191666,E,A,B,A,65.64777761022059,60.30342421123478,E,-58.03881518987093,E,141.0052594922064,C,E,E,66.27860477290287,-155.21926207482687,0
Mental,17.463894227884115,A,B,D,B,55.57322155120402,102.35887434711961,E,71.27573998901008,B,-113.10968359371,D,C,B,123.8172424696252,85.5421325032733,0
None,-131.1035683495571,B,B,C,C,89.43338143941453,36.668608292667635,C,154.37315892221707,E,79.9625312943549,C,E,C,-165.11394802775646,68.7898444621921,1
Mental,-128.8050576464759,A,C,D,B,91.59211902999012,-7.864442626765555,D,158.16607975401385,B,165.74358261138107,A,D,A,-128.8048904878914,-62.72316238333653,1
