anos,age_range,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
28,18-25,None,C,C,C,14.367046093065857,60.092360370080286,C,0
47,26-35,Physical,C,E,C,49.91739848040278,-62.57127295310938,D,0
55,65+,None,A,D,E,-139.53211016277382,46.542780430152874,E,0
62,65+,None,B,E,D,67.45753562043772,-17.446640506016976,A,0
37,18-25,Both,A,B,C,-12.239691038589907,36.93000149648341,B,1
26,51-65,None,B,E,C,76.8924804160914,19.80235761881739,E,0
73,26-35,Mental,D,C,B,116.34597193282539,-79.70174766661029,E,1
35,51-65,Yes,C,A,C,-4.3894816771249925,-69.95582155039644,A,1
90,65+,None,E,B,D,-97.14040773012977,27.002040756043456,A,0
91,36-50,Mental,A,B,B,226.2860429270547,-33.14247334527739,E,0
26,18-25,Physical,D,B,A,25.482329013075105,101.0985949637917,A,1
18,36-50,Both,B,A,C,-14.722373721146853,-126.66888051897145,C,1
49,18-25,Yes,A,C,C,-33.54984931995295,10.828319064573126,C,0
74,36-50,Both,A,B,C,85.59101133845206,-8.74204265576789,B,1
41,36-50,Physical,E,A,B,128.1923114677881,113.04105602246155,A,1
71,36-50,Physical,A,E,B,191.09886264299263,38.038501843739944,D,0
87,65+,Yes,C,E,E,21.513366428576965,-67.38041090254269,E,1
35,51-65,Physical,D,A,E,30.290119888043915,-176.04948757226398,A,1
42,65+,Both,C,D,B,255.76522995836385,37.8316393393414,B,0
57,18-25,Yes,A,B,A,-55.52907063714603,42.706977732897776,C,0
56,18-25,Both,A,A,E,144.15835921396706,-44.51195511246253,E,0
58,36-50,None,B,B,E,-33.890128360459535,103.22129432939239,A,0
77,26-35,Both,D,E,B,-19.720924261223693,-218.06568358631267,D,0
28,65+,Both,D,D,A,16.34674029473577,14.892122914342004,E,0
70,51-65,Mental,C,C,B,50.57921596931134,-33.15764564681009,D,0
95,36-50,Mental,E,B,D,35.26035749095949,134.9521879807645,C,0
78,26-35,Mental,A,E,C,21.988288732008,129.64934680425532,B,0
80,18-25,Yes,A,A,D,113.67764414163328,-6.635899388352852,D,1
48,51-65,None,E,B,D,-22.48834746870664,-43.854530744998236,E,1
94,51-65,No,B,E,A,224.57409569669204,-44.97025100353814,A,1
31,65+,No,E,A,C,156.1159112693734,-13.88137486802607,E,1
29,65+,None,C,B,B,6.499527487196226,-55.03936859640336,C,1
30,36-50,Yes,E,B,C,141.47137400027975,-55.22983828852791,B,0
50,36-50,No,D,E,B,52.62710685886412,23.77055178030365,E,1
66,36-50,Physical,D,B,D,-73.68210573100393,98.14000783340295,A,0
50,51-65,Physical,B,A,C,88.90495639436686,-184.84105046299058,D,1
81,65+,Both,B,C,C,17.649872050712272,86.95110429485383,C,1
85,18-25,Mental,D,B,E,81.56705608871243,-11.282154884191883,C,0
38,51-65,None,E,E,C,58.37069300196009,52.9389025529329,C,0
31,18-25,Physical,C,A,A,78.05436909090407,-95.21139017726577,D,1
35,26-35,No,E,E,A,181.10825909132427,43.57460816426726,A,1
35,26-35,Mental,A,B,B,43.58356287704682,-54.47751640258554,B,1
43,36-50,Both,E,A,E,53.86969584737812,-20.471216039725196,A,0
60,26-35,No,E,C,A,-107.64980848660922,-122.134555186874,D,0
67,18-25,None,E,D,D,-145.98630644732694,91.93534462811455,E,1
76,18-25,No,E,A,E,-154.79225044928583,-22.95263813372368,B,1
20,36-50,Both,A,D,E,-205.98685133213544,-0.8245048041553248,C,1
40,36-50,Yes,C,C,D,-18.993562971045808,-82.24161996469459,B,1
29,51-65,Mental,C,E,D,-153.11456647150544,110.23137002946852,A,1
36,36-50,Mental,D,D,A,77.39943540001515,-118.92697466308606,D,0
39,26-35,Yes,D,A,C,-60.9737416734003,140.82520938904085,E,0
53,18-25,No,D,B,A,111.39451787135242,180.41351324459063,A,1
98,26-35,Both,E,C,D,65.53400153829332,64.19460572335635,B,0
46,51-65,Both,A,C,B,101.04506519246557,150.8161488020146,D,0
33,18-25,Physical,E,C,C,-19.853022779633203,102.28749185109946,B,0
49,51-65,Mental,C,A,A,-101.90508251228687,59.7048788258889,A,0
55,18-25,No,B,E,A,110.18316221087252,76.38590140868983,A,1
18,51-65,Yes,B,E,D,32.67036334191559,-125.2000877024656,A,1
28,51-65,No,A,E,A,17.799855627392898,-75.80043234375154,A,0
24,36-50,None,B,E,E,-6.297939109268483,91.02571834820084,C,0
48,36-50,Yes,D,A,B,-85.98457584748076,-73.57834684939547,B,1
67,26-35,Yes,E,C,B,-0.6878174220725939,-32.343282462250755,D,0
94,26-35,Yes,A,A,B,-2.0084573531240224,88.45101715815471,E,0
71,18-25,None,E,B,D,-67.27463588198856,27.522926469773086,C,0
24,51-65,Yes,E,D,A,-10.432913004930358,-137.9078034457477,D,1
27,36-50,None,D,D,B,-12.600125596742675,38.70170091087063,B,0
26,26-35,Mental,C,A,C,84.04882105275794,15.2959420735255,E,0
37,65+,None,E,C,A,-2.4324782040362303,-96.67028527432386,C,0
32,36-50,None,D,C,B,-105.11387201047188,99.21253706710502,E,1
38,18-25,None,B,A,B,24.946072493810224,116.29708810316434,D,1
27,26-35,Mental,D,B,C,-89.7691019350603,41.03191666556376,B,0
70,36-50,Mental,B,B,B,-8.443645644161181,16.75015979455908,D,0
52,65+,Physical,E,D,D,1.3277616985317469,-164.70330298353184,B,0
70,51-65,None,D,E,A,-47.53706252786707,-105.51765991525987,B,0
74,26-35,Both,E,B,C,201.41629726767246,47.058760471070414,C,0
33,65+,Mental,C,A,C,13.644990588475823,49.66296008159897,A,1
29,26-35,Yes,E,B,E,12.759157597197293,-63.61199248096923,C,0
65,65+,Yes,E,C,C,122.75455487187668,-15.162924543731984,D,1
90,26-35,Yes,C,D,A,-163.52102876431,-135.7076816666227,A,0
18,36-50,Mental,D,B,E,142.8481474084881,170.14627534174355,D,0
41,65+,Physical,A,C,C,-47.00704238241964,47.43598643647116,C,1
90,65+,Mental,E,E,E,-82.56236637500787,-36.800181622747886,D,1
34,18-25,Yes,E,E,C,-248.7861197038662,45.77088757218108,A,0
68,18-25,Physical,D,B,A,80.93896346891572,10.075121557750665,E,1
69,65+,Both,A,D,B,-30.0482265294869,20.698489062896623,C,0
19,36-50,Mental,B,C,E,229.65953698651526,-108.85506638468819,D,1
37,51-65,No,D,D,D,0.6160144524581642,-31.881817035117706,D,0
85,51-65,No,C,B,C,92.6860359995121,-0.6011901014866476,B,1
89,18-25,Yes,C,C,D,-75.59017778166806,-36.8532983033261,E,1
31,65+,Both,D,D,C,34.84667956639675,-53.15531735252013,B,0
55,18-25,None,C,D,A,-7.214687022355354,82.82797622868733,B,1
39,36-50,No,E,B,C,177.83375369038723,-7.24667439287881,D,1
88,18-25,No,D,B,A,-86.89995602706665,25.84229927757348,E,0
73,26-35,Physical,A,E,E,-135.51751950756008,68.65705142009612,D,0
90,65+,No,D,A,B,24.011913901009947,-37.7028829289827,E,0
79,65+,Mental,D,D,E,-93.38134771659246,9.523017578454745,A,0
66,51-65,Physical,D,D,B,-234.78690173885033,-106.182584678707,D,0
60,51-65,Physical,D,B,C,90.3697249387267,-115.53538219306635,E,1
80,65+,Yes,B,A,D,-15.1213162925901,-29.919415131703303,A,0
23,36-50,Yes,B,D,A,50.47668446072343,-16.19867334006439,C,0
59,26-35,Physical,D,E,A,66.33126189053299,147.32133533655946,A,1
75,65+,None,A,E,B,-45.11590204385427,13.254281670880186,D,0
47,18-25,Yes,E,D,C,-34.288448432524795,180.02838712660449,B,1
25,65+,Yes,A,E,A,-89.84088498316095,-193.18319213999902,D,1
73,18-25,Yes,E,E,B,73.21980860663285,-44.120115979591525,D,0
24,36-50,Yes,A,A,A,43.818123616963,-213.19922025687183,B,1
19,18-25,Mental,D,A,A,162.9656203088413,66.23169022611609,A,0
94,65+,Both,A,D,D,-59.09946039298685,-31.52862694111992,E,0
95,26-35,Mental,E,E,D,16.449845412564358,-19.229128964985364,B,1
84,18-25,Both,A,C,D,148.65793397364436,-230.34646044391926,E,1
43,51-65,Physical,D,B,A,80.29972945049376,-93.73318277369206,E,0
49,51-65,No,C,D,D,-27.31635141735986,100.69771189688295,E,1
77,51-65,No,B,E,A,166.47558703798694,99.60483301721656,B,0
64,26-35,No,D,E,B,-10.207758103176735,-64.86521627424838,A,1
58,26-35,Yes,A,B,C,10.330442827989142,65.30936407651467,D,1
66,36-50,Both,C,C,D,25.533132387279643,-24.172691603673904,D,1
56,26-35,Mental,A,E,A,-262.17586445638506,-66.92142163011461,C,1
90,51-65,No,E,A,E,96.00886781210913,103.27323998733957,D,0
93,18-25,None,C,D,D,58.795568334585944,-94.62836579707489,A,0
74,65+,Physical,D,E,D,-234.07813053388384,-53.784425602058086,D,1
95,36-50,Both,E,E,E,84.15702253047151,-178.54146919316213,C,1
67,18-25,Yes,D,B,D,-89.56256153821795,15.354652802669246,B,0
63,26-35,Mental,E,A,E,36.702960077996906,-54.35364445981694,E,0
93,65+,Mental,E,E,B,70.44718358827754,-131.94827778283053,E,0
62,65+,Physical,A,A,A,-29.15955444131162,-93.98092403750144,A,0
99,18-25,No,D,B,C,71.32265434891343,-14.702410748322647,B,0
56,18-25,None,D,E,B,60.796695502755405,146.4907506901711,C,0
99,36-50,No,D,C,D,-74.98940039574879,-11.884751303399474,E,0
46,26-35,None,E,B,B,-25.55287401318701,-256.08302994598324,E,0
95,51-65,None,B,B,B,83.46814818614072,-85.55134686592368,C,0
74,36-50,No,C,D,E,-204.33394247166916,-10.178289967613727,E,1
84,26-35,Physical,B,D,C,-175.29551638202378,48.99502396649692,B,1
63,51-65,Both,D,E,E,-14.16724576846474,90.1684668307988,B,1
94,26-35,No,E,A,A,-164.71085800995107,-40.73888376103356,D,0
92,51-65,None,E,E,A,-5.964099229549888,63.078301494633905,B,0
21,18-25,No,A,E,B,-92.91823444866807,7.7622852796288555,C,1
34,51-65,Physical,D,A,D,10.291494265777246,2.22840882024531,C,1
36,18-25,Mental,C,A,D,-28.345274805928263,-216.0928321989203,E,1
35,18-25,Yes,D,B,A,-9.613984295897067,-31.27288848379784,D,1
64,18-25,Both,D,B,A,-26.833719556959046,-36.28956535342295,C,1
86,65+,Mental,C,E,B,78.50156297157248,63.80579270983161,D,0
37,51-65,Mental,C,A,C,106.40774406238145,19.638098722303855,E,1
84,26-35,No,E,B,B,-253.3258498118367,7.695484521203754,E,0
70,26-35,Both,E,C,B,163.0472213509483,-60.38541316331374,B,1
93,36-50,Physical,E,C,E,155.20640329239112,-64.03621131558273,A,0
25,18-25,Mental,C,E,B,-70.74166379720691,50.33200059264673,C,1
27,51-65,Physical,B,B,B,59.65231018741579,-23.33313368000034,C,0
86,65+,Yes,C,B,B,-232.1359710752822,-13.295264545077359,B,1
51,51-65,Mental,D,A,A,-102.10034391850864,42.64140754966675,C,1
72,65+,None,E,D,A,132.52813484186535,4.969991025430013,B,0
44,18-25,None,A,D,D,-48.50530231902764,60.49007585896441,A,1
26,51-65,Both,E,A,E,110.83847116007273,-43.32603898696071,D,1
20,26-35,Mental,A,A,D,155.36122668872378,62.471098915375364,C,0
72,36-50,Mental,C,E,A,-90.99236923485978,33.37800784286194,D,0
47,26-35,Yes,A,D,C,-52.83632989042535,111.43586166627277,A,0
42,36-50,Both,A,B,C,-213.2331394200924,-45.49756299232889,A,0
23,65+,Mental,E,D,D,50.23844006859621,-89.0311657160456,C,0
95,65+,Physical,A,E,A,-160.94500285177514,184.43667483118216,A,0
96,26-35,Physical,B,D,E,-62.89620088198464,100.04372058934408,C,0
30,18-25,Yes,B,E,E,-78.74948764603594,191.28471263829206,D,1
60,51-65,Both,C,B,E,-84.90500577816431,9.205873610560413,B,1
78,26-35,None,E,C,A,-108.51275642110085,178.26024312770332,C,1
64,36-50,Physical,D,C,D,-144.21965316304465,-151.7872727020804,D,0
61,18-25,No,E,A,C,10.016324366571638,-22.496355293865847,C,1
93,65+,Yes,B,E,C,-92.27205489888809,-95.76526125392094,C,1
60,51-65,Yes,B,E,E,-3.644014653331231,68.4953484701097,D,1
42,36-50,Yes,E,C,B,-9.920856633768846,98.62480029733717,E,1
69,51-65,No,B,C,C,-87.95034474533676,59.83273598174305,A,0
68,65+,No,A,E,C,54.11133734678557,84.5341594646321,E,0
83,65+,Yes,A,E,A,-17.102702607587442,-86.09979485288204,D,0
34,26-35,None,A,C,A,-35.201380624530564,76.73965083020512,A,0
23,18-25,Physical,E,E,D,-70.85713705396498,40.17219222136743,C,1
65,26-35,No,C,E,A,94.28842999584144,-68.83817696981698,E,1
77,18-25,Both,B,E,C,224.0536615597279,26.552770904911448,A,0
39,36-50,Mental,D,C,E,-104.01271883936944,144.86745008393754,B,1
43,51-65,None,C,B,E,14.249748471476842,-150.34337921973454,C,0
33,18-25,Mental,B,D,E,115.42958158929689,40.809621183944245,A,1
55,36-50,Yes,B,E,D,-3.673286722766928,-58.22631696063909,B,1
24,26-35,Both,B,D,A,-20.11455206257585,54.5070151123041,D,0
50,36-50,None,C,C,D,-36.56677143460927,-126.65393881269924,C,0
76,26-35,None,A,B,D,-22.817012451833,-64.20072988456243,E,1
87,51-65,Both,D,C,E,126.68434800178868,0.39793071668497093,A,1
81,36-50,Yes,B,D,D,151.2190313399691,-109.89052306810329,D,1
79,36-50,Yes,D,C,A,82.27093343835422,29.739672029847004,C,1
70,65+,No,D,A,A,162.23298878593062,57.28786500262169,B,1
70,65+,Yes,E,D,D,34.917091037735894,-34.607394235802,A,1
46,18-25,Mental,A,D,C,86.3476602553923,-48.171230850151794,B,0
89,18-25,No,A,D,E,-97.06036820226937,-37.90558002761178,E,1
86,36-50,No,D,E,C,-152.70426737445126,51.98280177345917,A,1
78,51-65,Yes,D,D,E,1.8926760220614902,48.953177687694875,E,0
56,18-25,Yes,A,A,A,37.852469954022304,-91.20247317270362,D,1
39,26-35,None,E,C,E,70.8597615763248,-4.805599708461104,A,1
70,26-35,None,C,B,C,-67.1864224064843,42.66986082729183,E,1
35,51-65,Mental,D,B,E,-18.76913364444045,58.52888128054504,E,0
34,36-50,Both,C,D,D,167.84922423303684,13.634906629588228,D,1
94,51-65,No,C,C,E,86.97508500002846,-84.6234926978339,A,1
57,36-50,Both,A,B,C,-121.97982940103624,176.88483870362558,A,0
37,51-65,Yes,C,A,D,-11.961853593406575,-101.7586813322789,B,0
30,26-35,Physical,A,A,B,-21.17390813025004,-169.55758534417018,C,0
81,51-65,Both,E,D,D,140.77990143531557,78.50830437469246,E,1
61,51-65,None,A,B,E,-73.64872829119416,18.054937552153913,C,1
93,51-65,Both,B,A,B,0.8918111704411517,-67.28633687705292,C,1
83,65+,Yes,A,A,C,-87.08336886771735,-9.80292035570705,D,0
26,51-65,None,A,B,C,-43.28971355296967,-72.78357803078201,C,1
74,51-65,Both,B,D,C,59.3831440783501,78.8363293782694,C,1
59,26-35,Both,E,A,C,-78.8121870729434,177.05114008694386,E,0
30,36-50,Mental,C,C,D,-125.40546735820335,127.79559969419199,E,1
44,51-65,No,E,D,B,184.35449738078583,-239.0470397687828,B,0
92,26-35,Physical,D,E,D,46.75754421068532,30.23371719459606,D,0
42,65+,None,D,C,C,71.3776781754454,-46.61751352534437,D,1
43,36-50,Yes,C,E,D,13.377130741176163,-33.2176744027131,E,1
18,65+,Mental,E,C,B,-4.5496127979129515,-280.5070143518598,D,1
29,51-65,Mental,C,E,B,155.4476816881977,205.8721199524359,E,1
99,26-35,None,D,C,B,31.529065438368953,10.215347539847464,D,1
94,18-25,No,C,E,E,32.42523499282892,-14.772093561841018,B,0
34,26-35,Physical,E,E,E,12.039772267115245,79.2466267348494,E,0
84,26-35,Both,D,B,A,163.22356377795853,4.331496338054242,D,0
51,36-50,No,A,C,D,-66.02815364036515,16.222913488851745,D,0
27,65+,No,C,C,D,175.93329911514718,-133.00939849712893,E,0
53,18-25,None,B,D,B,-163.44736006934204,-13.945335742247497,D,0
56,51-65,No,C,C,D,-15.265664235951245,-4.77772069752649,B,1
66,18-25,Yes,C,B,A,172.84752058291645,-81.87946813458747,D,0
54,36-50,Physical,E,A,E,-62.025432957018054,-185.47845649171998,B,1
29,51-65,Both,D,D,E,-34.94635788473593,203.05323987666196,D,1
40,36-50,Yes,C,A,D,107.95080640055583,109.38312066598053,A,0
61,26-35,Yes,B,C,D,20.5975350550695,-2.952728198493404,E,1
80,51-65,Yes,E,A,B,-305.8398683003169,-39.5130534252116,E,1
59,18-25,Both,A,D,D,98.37880806786407,11.183247419900486,E,1
27,65+,Physical,B,C,E,-22.874631749074204,-122.53031694721255,A,1
40,51-65,Mental,D,C,E,-72.5678482195139,-194.40257586278,B,1
36,51-65,No,A,A,A,49.17316772236139,-35.18467481950937,A,1
99,65+,No,E,A,A,-107.27927696356959,-60.064319089681426,C,0
41,51-65,Yes,D,C,E,-90.25550050414971,-97.30699415258852,E,1
80,26-35,No,E,C,E,-149.97928533377873,38.89125187911676,C,0
54,65+,Yes,E,A,E,-135.5467396162583,-138.97068202324314,C,1
47,65+,Both,E,A,A,131.16071231503705,-14.05831862310089,D,1
89,26-35,None,C,E,E,-105.67642547457503,-106.34735776383101,D,0
87,26-35,No,D,D,B,50.77648132992263,150.15542527639533,D,0
54,51-65,None,B,B,E,-178.78426269162279,-64.50159028614341,D,0
82,26-35,None,D,C,D,-13.594954001960444,76.92885639943718,B,1
24,65+,Yes,C,C,C,-9.730335498095616,22.36826331208896,C,1
65,65+,Yes,E,B,D,-121.98618120921627,87.14601992242628,A,1
87,26-35,Yes,C,D,C,151.4435742860548,115.8090578100477,D,0
67,18-25,Yes,D,A,A,-120.88917753674617,-53.418000857006085,C,1
90,26-35,Mental,B,E,B,32.08670770134046,17.996569555813373,D,1
69,26-35,Physical,E,D,B,21.99118787225765,92.29719169563015,A,1
31,36-50,None,A,D,E,-12.494600655219617,-65.6714743745555,E,0
96,51-65,None,C,E,A,-28.05038023459155,-66.37706161907403,E,1
30,18-25,Both,A,D,E,-33.71962368625999,-165.18770855627878,E,1
61,26-35,No,B,D,A,-75.44242958387481,-138.7344603060828,A,0
82,36-50,Yes,E,D,C,124.1699708316137,56.556332400106335,A,1
84,51-65,Mental,C,D,E,7.805271294649323,-8.588714727863584,E,1
61,26-35,Yes,B,B,B,-5.75957389119132,-59.15166092761711,D,1
78,51-65,Physical,A,D,C,-48.08631237800027,-20.79829419691864,C,0
74,18-25,Mental,D,C,D,19.2251905544541,-1.9311227058039695,E,0
86,36-50,Both,E,B,B,13.979777258481382,0.7645796599084538,B,0
53,18-25,Both,C,A,D,179.26854426613662,-77.8142252235155,C,0
18,18-25,No,A,D,B,-211.58132028485875,-98.62601402238948,A,1
69,36-50,Yes,A,A,E,-32.83873135340512,-49.64147087678576,B,0
26,26-35,None,A,C,B,60.63985477914239,-104.47854102536643,A,0
53,26-35,Mental,D,D,B,59.28452681921325,11.757414725922207,A,0
55,18-25,Physical,D,D,B,-44.841529776098724,-167.85531685991134,D,1
77,26-35,Physical,C,E,A,72.73612474078182,71.22577475783527,A,0
52,26-35,Mental,B,C,E,4.46060004937812,80.88289019095002,E,0
90,26-35,Yes,B,A,C,-24.231305578709208,52.355608262958285,D,1
43,36-50,Both,B,E,C,-57.977864859345814,-29.980461047500768,D,0
97,18-25,No,C,D,A,151.05183292025285,30.159209289529947,E,0
96,51-65,Yes,C,D,A,-54.069496063821354,149.56069535953415,D,0
70,36-50,Mental,A,D,D,247.62166632189664,75.95971880932558,C,0
44,65+,Physical,D,D,D,-59.02385908315444,93.19753852455717,C,1
92,36-50,Both,D,A,B,-69.26543631803325,-30.011703388272053,B,0
41,36-50,None,D,B,C,-1.7747472412598961,-29.819948631003086,E,1
61,36-50,Physical,E,C,E,112.52626561021822,-67.94913945431115,B,1
73,65+,Physical,E,A,E,25.79614480844995,-100.85339987513908,A,0
97,26-35,Yes,B,C,C,-148.38401635931496,-93.58795775456201,D,1
35,65+,Physical,B,A,A,39.96344121278778,55.59621616871174,B,0
79,26-35,Mental,D,C,E,-175.8725109998938,-113.72205904680781,C,0
86,36-50,Mental,A,A,B,44.64708387159958,89.03025141401426,D,0
25,18-25,Yes,C,C,C,-95.16334888124406,121.15393564228505,B,1
91,18-25,Mental,D,B,E,6.1410850440636535,-11.774284242669914,E,0
91,36-50,Mental,C,D,E,-65.24138485761436,21.791002508872335,E,0
47,26-35,Physical,C,C,D,-102.73316400832064,-87.58577340117904,A,0
29,51-65,Both,E,D,D,-4.3623718121264945,-47.152295620012566,E,1
79,36-50,Mental,E,D,E,-67.81440158985097,-44.56912425792178,D,0
91,26-35,None,E,E,D,77.99805137193971,-71.96681130847101,E,0
22,18-25,Physical,D,C,A,-36.26576931959173,0.8803819296715223,A,0
53,18-25,Both,C,A,C,136.5992684372878,79.29800400609807,D,1
76,51-65,Both,C,E,D,192.97050548668867,227.2341676774464,E,0
78,36-50,Mental,A,D,B,37.75673314831636,-43.71923645523596,D,1
93,51-65,Mental,C,A,C,-48.541855836425064,108.6183306096524,B,0
96,26-35,Physical,B,D,E,42.1121428835994,-148.58912415071202,C,0
56,65+,Yes,C,B,C,73.25826907648232,56.93610983449041,D,1
72,18-25,None,D,E,B,0.03531179047166259,-70.52973825537377,D,0
55,65+,No,A,A,D,1.817878044885167,-62.94013208472826,D,1
59,65+,Both,E,E,C,156.26313748919162,73.58680899848154,B,0
56,65+,None,A,C,C,127.39000261817365,-1.6233507803809661,B,0
56,65+,None,C,E,C,69.7796189136676,33.246581762746516,D,1
48,65+,Both,A,E,A,-1.04443436382745,304.150491341468,A,0
62,36-50,None,B,C,A,-111.03023039467831,26.7889180739596,C,0
49,18-25,Mental,E,A,E,-83.25268228166031,190.9715672796277,D,0
53,26-35,Physical,E,E,A,5.66870903857664,33.25549969310428,E,1
25,65+,Mental,E,A,D,-123.44128597625215,41.17070237250081,D,1
60,26-35,No,E,A,D,16.60085868473313,69.72203035990698,A,0
34,36-50,No,B,A,A,-23.5949696622859,55.73258362067395,B,1
65,18-25,Mental,D,B,C,-64.78266976961568,-10.942262706040411,E,1
23,51-65,Physical,D,C,D,-85.85121979362931,86.17350316414733,D,0
22,36-50,Yes,C,D,C,33.03871452426709,81.9298316105624,C,0
45,26-35,Mental,E,A,A,-59.90400823063269,31.907265405416,B,1
59,18-25,Yes,A,E,C,-18.700606595995566,-57.22211893443515,E,1
60,18-25,Physical,A,B,A,61.573757229465244,-36.38987181298693,C,1
36,26-35,Both,E,E,E,52.074359150030624,-25.677298030647577,E,1
97,18-25,Yes,D,D,C,-59.65421597791223,54.02836465153692,B,0
33,65+,Yes,E,C,A,-65.62112045203727,-35.98375664025188,C,0
65,51-65,Yes,A,E,A,-199.81731145890666,239.10950624731822,E,0
74,18-25,No,B,C,A,-40.068033305537156,155.36093457306336,E,0
53,26-35,Mental,A,E,C,84.64009727246129,64.641132255703,C,1
94,65+,Yes,D,A,D,18.378862280692537,-82.88311111178082,A,0
87,18-25,None,C,C,E,-206.99350291192943,-36.6302883649125,D,0
23,36-50,None,A,B,D,23.593664149427582,-219.62736340351893,C,0
34,36-50,Both,B,D,A,-56.11177180033341,84.51784805028853,B,0
18,51-65,None,A,C,A,45.928941043457364,93.57043382724983,C,0
96,18-25,No,E,B,C,29.59636510044712,-85.49313283736888,C,1
93,26-35,Yes,D,A,A,-93.36571039139785,2.9490547043056563,E,0
60,18-25,Mental,E,B,D,54.58303194042941,4.9239552490960845,D,1
52,65+,Yes,C,B,D,-74.70797076552282,14.435744162848966,C,0
33,18-25,Yes,D,A,E,-116.52262520311538,37.30241397773856,D,0
76,65+,Mental,A,D,C,109.00008100397108,201.10396636677473,E,1
58,65+,Yes,E,C,D,80.97804274933192,-121.45586016756779,B,1
98,51-65,No,A,D,D,-125.68935350893753,59.249835078210126,A,1
72,26-35,No,B,D,E,-52.20226662631335,18.747346892388833,C,0
48,26-35,None,D,A,A,-38.82089313543868,-8.2623412412164,D,0
50,51-65,Mental,D,E,A,16.973497596520005,-135.74592003309314,E,0
67,18-25,Mental,A,B,D,16.232613502516276,8.097967749959235,E,1
74,18-25,Physical,E,D,E,-37.697913982246526,32.068654227048846,A,1
52,18-25,None,C,B,D,-81.09808381289564,-59.096123420716694,C,1
29,26-35,Mental,A,D,E,-9.61294834341105,-100.54509269354128,A,0
57,65+,None,C,B,C,19.268662540843774,95.50278919740512,E,0
82,36-50,Mental,C,E,B,215.2681078228743,111.30641700887736,A,0
90,18-25,No,E,A,E,-32.3384950192792,-107.36735397056579,A,1
56,51-65,Physical,A,C,C,76.39607545883503,21.483798347329895,B,0
29,51-65,Mental,A,D,B,-8.271856500005685,20.469896388173893,E,1
37,18-25,Physical,B,C,E,34.128925471151724,-135.6028694707023,A,0
93,26-35,No,D,A,C,-2.9983752450050734,24.33635484816089,D,1
37,26-35,Physical,A,A,E,132.82398902834288,32.114960928314574,D,0
29,36-50,Physical,E,C,D,-182.85186386270644,-191.7705506017265,B,1
70,65+,None,A,C,E,-100.64929797781103,107.95949070697955,B,0
69,51-65,None,E,E,E,81.89362101188044,-108.83381422974945,D,0
87,36-50,None,B,B,A,-85.05984261499654,0.0606845738744715,D,0
62,36-50,Yes,A,D,C,144.90815549359107,-58.592907458892384,E,1
63,65+,Both,C,C,A,-5.319475291850835,37.801393673727645,E,1
40,18-25,None,E,A,C,-87.53504422421558,84.85187314766797,C,1
46,51-65,Both,A,E,E,38.589141190828784,-122.03261247095867,C,1
59,65+,Physical,A,E,E,-71.47892746063519,67.16638270987825,E,1
82,65+,Physical,C,A,A,81.36665148966212,-16.522542598401213,E,0
59,18-25,Both,C,B,B,-100.67466274712402,-12.826633495641616,D,0
94,51-65,Both,E,B,E,-129.77213578947618,-37.18124898457889,C,1
70,36-50,Both,A,A,A,214.36886966688306,-168.18996038369173,B,0
60,26-35,None,A,B,B,50.160038577505894,70.36543399456687,E,0
59,26-35,Both,A,C,B,-67.7773520117369,183.93913320564974,E,0
58,36-50,No,D,B,C,128.36477953008787,-58.82151700670104,D,1
18,65+,Both,D,A,E,-59.22378687403962,88.30640468633146,E,0
44,26-35,None,A,B,B,-60.74165866761303,20.60474901944124,A,0
52,51-65,Both,B,B,B,78.94151519209694,-166.99786483078185,D,1
47,65+,No,A,C,E,-18.413817568787,60.28457304804154,B,0
65,65+,Yes,A,B,B,-46.018881943322896,52.984898638663026,D,0
45,26-35,Mental,C,B,E,161.67547045702327,-161.3508950330706,B,1
80,18-25,Both,C,D,A,-109.75529424094283,-132.54898221884818,B,1
89,26-35,No,E,E,C,110.54539627952558,137.2310335988957,C,0
27,18-25,Mental,E,A,A,57.12111239259986,-96.05550338755228,C,1
39,18-25,No,E,D,C,-83.82912911863527,180.13718092203322,E,0
64,51-65,No,B,A,D,19.0920455044649,66.13243639049658,D,0
99,51-65,None,D,B,E,-18.952738755395977,5.192715146871167,B,0
73,65+,Both,C,E,D,-17.685887863665258,1.026710351261639,B,0
27,18-25,Physical,E,C,D,135.24676494013178,-88.59722672058865,C,0
67,51-65,Yes,C,C,A,59.36576502349209,-3.7970400956343826,E,0
60,51-65,Physical,E,C,A,74.59836823669929,133.03157295622356,D,0
67,26-35,Yes,B,D,E,124.86087584144401,13.090619275886676,E,0
52,36-50,Physical,E,A,D,-172.8602828171945,11.378907811059092,D,0
39,51-65,Both,D,E,B,-60.057709325585215,152.03449266031345,E,0
19,36-50,Yes,E,A,E,34.75655597688975,-97.96930303130722,A,0
54,51-65,No,D,B,E,124.76962423702116,-17.23524474511151,B,1
79,65+,No,D,E,E,-33.37921517227171,-118.4922414230934,A,1
61,36-50,Mental,E,E,C,-12.554761967376315,-81.30279386715029,D,0
38,18-25,Mental,D,E,C,26.75904235657448,-72.17156953467341,C,1
54,51-65,Both,D,C,D,-35.02675234482752,-97.66267651994544,C,0
71,18-25,Physical,E,E,C,-19.464014235507296,-17.988752215099815,A,1
82,51-65,Physical,C,B,E,-134.9625673983712,38.501630018648704,B,1
