sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,target
Bisexual,M,D,D,137.72952538218246,B,-158.72483961995732,0
Other,Female,A,E,56.050471271650395,B,-0.3786548880840462,1
Homosexual,Non-binary,B,B,101.03259824091708,A,228.23928506348034,0
Bisexual,Female,D,A,-19.108078052464705,D,-160.733776408756,0
Homosexual,Male,D,D,107.4098398107563,C,-40.98826219944087,0
Bisexual,Other,D,E,-56.543146265131675,B,-3.433828896186201,1
Heterosexual,Male,D,D,121.66241836037184,B,17.232550127647976,0
Other,Other,B,C,41.92072644256354,B,-168.40681760204737,1
Homosexual,F,E,D,-137.30274451615477,C,18.532348772187287,0
Homosexual,F,A,B,-113.03566055670674,E,19.385019084421177,0
Homosexual,Non-binary,A,E,30.796970587024386,B,0.6344127371516289,0
Heterosexual,M,C,B,88.023130809276,A,-21.276044336312058,1
Other,Female,B,A,125.65671027694556,A,-43.13594519616167,1
Heterosexual,Male,C,D,-149.79230721503376,B,110.8989348166081,0
Bisexual,Male,B,E,-10.36219136154818,B,7.583982257818297,1
Bisexual,F,B,B,56.449474880554384,E,3.0860356430369493,0
Homosexual,M,C,A,-1.05466425500377,B,63.13143636168507,1
Bisexual,Other,D,D,57.11270223450131,A,-34.32700252188168,1
Homosexual,F,D,D,-150.71875640201137,C,-213.3863253243184,1
Homosexual,Other,D,E,-104.53202472166123,A,143.90969841401196,1
Heterosexual,Other,B,D,4.749935890570154,A,48.351258398729605,0
Homosexual,Non-binary,B,A,-38.89485666791751,C,8.486330396068778,1
Homosexual,M,B,E,-164.83378003828798,B,-222.48711773640423,1
Heterosexual,Female,B,E,-60.883764325270796,E,-10.061627152621487,1
Homosexual,Other,E,C,117.0652791063513,E,-44.22898867351602,1
Other,F,B,E,-111.98347358311321,E,-109.70680788827991,1
Heterosexual,Non-binary,D,B,95.04618544530874,A,-81.1645856650972,0
Homosexual,Female,C,A,-69.33377922560152,B,-219.29495826462517,0
Other,Other,A,E,-94.34100237400375,B,62.49260590448028,1
Homosexual,Male,A,D,119.9797715663385,A,-170.54088274078697,0
Heterosexual,Other,B,E,138.28151338079246,E,59.69563839951487,0
Other,Female,A,D,-77.21614385082049,D,31.660926014014745,0
Bisexual,Other,A,C,-62.4270343346497,A,83.74108521107235,0
Homosexual,M,E,C,-2.096086968766119,C,-120.21166744684612,0
Heterosexual,Female,D,A,-102.90468430973272,C,0.5875293277809871,0
Homosexual,Male,A,C,58.581012703863586,C,-152.27973126419647,0
Other,Other,A,C,67.54562633334804,E,60.874332956751786,0
Heterosexual,Other,E,D,-197.83214613527713,E,-1.0460384299179937,0
Homosexual,M,E,D,23.940697344845702,E,-80.99748657882377,0
Homosexual,Female,E,C,-149.83824863940006,D,39.11988372798144,0
Bisexual,Other,D,A,47.12022125919824,D,-44.056916202361606,0
Heterosexual,M,D,B,-40.54784176162239,A,-154.4962986956285,0
Other,Non-binary,B,D,84.84930262161498,D,144.89746718187405,0
Other,Male,C,A,-199.45255444479278,B,-17.42299968361919,1
Heterosexual,M,B,C,87.61472666736229,B,67.4902243944628,0
Other,Male,D,C,202.7820230934115,D,-2.155311221080471,1
Bisexual,Non-binary,B,B,-20.38565710923109,E,-43.08514088828793,1
Heterosexual,Male,D,E,-32.90596144894063,A,231.96965334081435,1
Homosexual,M,D,E,-140.22630062677635,C,-47.646325920531126,0
Bisexual,Male,C,E,-124.66004085999032,E,-147.46418324465077,0
Heterosexual,Female,D,D,-162.669001146871,A,5.416721520384241,1
Homosexual,Non-binary,E,A,35.32927722282334,C,-39.46083002980541,0
Other,Non-binary,C,D,-2.65609135185862,A,-19.1460371647356,1
Heterosexual,M,B,B,-308.3793564163673,E,125.87968782411542,1
Other,F,C,A,-125.88024301781769,D,107.47828818205616,1
Heterosexual,Female,D,B,-177.02336386464324,A,-32.547071678174554,0
Bisexual,Female,B,C,-137.670297918113,E,103.29430421291681,0
Other,Other,D,C,109.36558939661263,A,-127.9541887255603,0
Other,Other,A,C,-114.65281936430671,D,-56.23550042113603,0
Heterosexual,F,D,E,137.34132134358688,A,-32.19683903747299,1
Heterosexual,Male,A,D,180.76285112178442,C,-53.1304705698902,0
Bisexual,F,B,E,-78.46197508209488,A,106.59691088499679,1
Homosexual,Male,B,A,56.33801456323106,D,-68.55693215156127,1
Bisexual,Female,A,C,77.82009276628517,D,52.23564283227892,1
Heterosexual,M,D,C,60.39702920582619,E,-39.360952961797615,0
Bisexual,Female,E,A,-55.976136670927524,B,71.91748924382756,1
Homosexual,Female,D,E,-197.89386070545032,E,73.46516859988222,1
Heterosexual,M,E,B,140.27098960198614,D,130.7893748561309,1
Homosexual,Other,B,A,10.327767712924231,D,174.69314275038718,0
Bisexual,Other,A,A,18.44111156852518,D,-161.83329432875507,0
Homosexual,Other,D,E,-48.14079624977525,D,5.661867362931997,1
Homosexual,Female,E,E,160.41447655401734,E,-78.27315477324304,0
Heterosexual,Non-binary,E,C,80.9711466756243,B,27.652814176713953,0
Bisexual,Other,C,C,80.75353938255138,B,63.974551935886126,1
Heterosexual,Male,B,A,-0.8479932207271388,D,67.37606399155402,1
Heterosexual,Non-binary,B,D,99.5435244539739,E,-120.56213283370721,1
Other,F,A,A,-48.759641954314255,B,57.96525318034421,1
Bisexual,Other,B,A,-84.76721007726172,D,-168.39345103623202,1
Homosexual,Female,B,A,-17.946474926497793,A,-30.48196292081537,1
Bisexual,Male,D,D,-69.06259187010527,A,20.638750135677007,1
Heterosexual,Other,E,A,96.24618761030625,D,-51.663879582568484,0
Bisexual,Female,B,D,-90.26005214794053,A,228.77122098115046,0
Bisexual,Other,A,E,82.40237724611973,D,-40.35164740389217,0
Homosexual,F,B,B,131.85176036957031,B,-23.77309999581019,0
Bisexual,Female,B,D,-69.41460155414094,A,-137.1854588312808,0
Homosexual,Male,D,A,121.26970884577545,B,108.86591693654886,0
Homosexual,M,C,D,-57.454070190637495,B,50.86761958953605,0
Heterosexual,M,C,A,-115.36942846777139,B,117.22670340081305,0
Homosexual,F,D,A,92.72927467819085,D,-106.20127362377387,0
Homosexual,F,E,C,181.4240250288923,D,-62.676243955262734,1
Bisexual,Non-binary,D,D,83.26810700785911,A,-176.10379641450814,0
Bisexual,F,A,C,-9.659759342797775,D,-53.90650463376351,1
Homosexual,F,B,B,-77.70354011448727,C,89.45087584373198,1
Heterosexual,M,E,B,-167.78791592739896,B,292.6537030157341,0
Homosexual,Male,A,B,54.50817338748494,C,-11.083763797707094,0
Homosexual,Non-binary,A,D,-24.566969031134324,E,-5.942762822847021,0
Other,Other,A,B,120.83065699977173,A,69.20047646079199,0
Homosexual,Female,C,A,13.454955688999446,E,-19.170893095830525,0
Homosexual,M,D,C,126.6278171888445,B,59.769564644494075,0
Heterosexual,Non-binary,A,D,180.06764427428146,C,30.545220741684183,1
Heterosexual,M,C,B,-232.6228316267263,E,19.712519270473855,0
Heterosexual,Non-binary,E,E,14.99369826765776,D,-119.3909116240664,1
Heterosexual,Male,C,B,-14.436839467576231,A,-83.47601010355288,0
Bisexual,M,E,C,10.430459260727632,C,-55.0130579658468,0
Heterosexual,M,A,D,-31.15955487803326,A,58.127487372881816,0
Bisexual,F,B,E,-107.71900194941199,E,-1.183713767017591,1
Bisexual,F,B,D,95.75079635530274,A,108.57127220582883,1
Heterosexual,Female,D,B,115.58718312565956,D,18.06526142233323,1
Other,Non-binary,D,A,108.59655155487069,E,9.57423025322177,1
Homosexual,Non-binary,A,E,-70.81932874345502,A,24.579574958458558,0
Heterosexual,Non-binary,A,B,-109.45016913702585,B,20.94312551612881,0
Other,Female,E,B,6.263762797886874,C,-19.987840403603087,0
Bisexual,Male,E,B,-111.94897646312423,E,110.20561333902468,1
Other,Other,E,A,84.08531268222099,A,-139.84689854022082,1
Other,Male,D,B,169.34338397046645,C,-90.96783533980037,1
Other,M,D,C,86.86501449519444,A,1.481384377350624,1
Other,F,E,B,-62.260645638734225,E,-144.56616636234193,1
Homosexual,Female,B,B,-137.93391553422532,C,112.13745305524921,0
Other,M,B,D,60.32697096153802,C,-112.80164730475242,0
Bisexual,Non-binary,D,B,353.8323008648345,C,42.13226360859954,0
Bisexual,Female,A,E,-7.258993115500158,C,-148.6550845659109,0
Heterosexual,Other,C,E,107.53664300154821,E,-180.57707777562737,0
Bisexual,Non-binary,B,B,-58.35906371485271,B,54.262052008174386,0
Homosexual,Female,C,B,32.011453959729224,D,38.51280768202976,0
Other,Other,B,E,73.98975892258579,A,202.5532808963296,1
Heterosexual,F,D,D,141.37787274709672,E,-29.216087114407774,0
Bisexual,Non-binary,A,D,-39.36916665898194,E,129.3288328964001,0
Heterosexual,Female,D,C,-87.99053753723538,A,138.77355501440002,1
Heterosexual,Non-binary,E,A,-32.24829252432738,B,229.47739793704454,1
Heterosexual,Other,A,B,42.89077456485364,C,38.07789157936569,0
Other,Male,E,C,191.29955521392097,B,18.325204008452467,1
Other,Other,E,D,194.6899801589654,C,-107.21377967181134,1
Homosexual,Male,A,C,-175.03977600729453,A,102.35218083281237,1
Homosexual,Other,C,C,135.97812671436287,B,49.37585330232317,1
Homosexual,Non-binary,B,E,-16.188712623837517,A,-52.44881089643911,0
Homosexual,M,C,E,-46.75740340102524,E,54.06935917091239,1
Other,Other,A,A,185.80348811010202,D,114.75027451727777,1
Homosexual,F,D,B,77.85672706984604,D,-156.14211049872446,0
Other,Male,B,A,-138.76692798530402,A,-48.84440721968822,1
Heterosexual,M,D,D,-210.5894335021727,D,45.924760159732735,1
Bisexual,F,C,E,-129.65669224241861,C,137.619600125035,1
Homosexual,M,B,C,-29.473713512855245,E,-32.30213649549221,1
Bisexual,Non-binary,D,C,29.557249205893633,B,-164.44410398369456,1
Homosexual,Male,D,A,-9.783063372605232,A,67.22670975703942,1
Heterosexual,Non-binary,C,B,-36.35514157624733,B,98.77121149853565,0
Homosexual,M,A,C,-51.39432127102079,A,-7.728329508729187,0
Homosexual,Other,C,D,139.5655930650344,A,-181.66140186772515,0
Homosexual,Non-binary,A,A,10.136113290774638,E,-68.10310592291981,1
Heterosexual,Non-binary,A,D,70.28204370299417,A,-122.1598175202792,1
Homosexual,Male,C,C,161.87645319115396,C,-131.3461387842508,1
Heterosexual,Other,C,E,-71.62680523813033,C,20.652912192882805,1
Heterosexual,Male,A,D,-113.63190993502093,D,-30.69244219248019,1
Bisexual,Female,E,B,1.4762313386962524,D,148.87871399659915,1
Bisexual,M,B,B,87.20549654158371,C,-57.14332972069063,0
Bisexual,Male,B,A,-66.35037242891296,E,30.19431328098635,1
Bisexual,F,D,E,15.207391066109228,B,172.3931666789208,0
Bisexual,Female,C,D,137.71022498463648,A,64.08780137434829,0
Heterosexual,Female,C,C,31.683093487836455,B,78.2776395198254,0
Heterosexual,Male,B,E,-71.92306226655288,E,27.708221107499835,1
Homosexual,Male,D,E,43.17048519922355,D,-277.8403327679127,0
Bisexual,Non-binary,E,E,130.73033696610338,D,-92.3289157085478,0
Heterosexual,M,A,D,-65.20584471539459,B,-89.26577749864461,1
Homosexual,M,D,E,-136.06022863601567,E,-14.89034538177918,1
Homosexual,F,E,E,-221.91480939623736,B,-30.555445087587618,1
Bisexual,F,B,B,131.6086121025647,B,84.8450197115891,1
Heterosexual,Male,D,A,-55.15465062623392,C,-6.756586195602905,1
Homosexual,Non-binary,C,E,-117.90174300063656,B,27.050780368963995,0
Heterosexual,M,D,A,79.7985894730821,B,111.38400471248444,0
Homosexual,M,A,D,91.47879517090077,C,37.144044783781965,0
Other,Female,A,B,3.2346573059603645,B,346.2527791031574,0
Other,Male,A,E,-34.38834815168499,D,103.68060486216079,1
Other,Male,B,E,-15.912549416873437,E,39.55189493330511,1
Bisexual,Male,E,C,-102.82487452205531,A,131.4310324244056,0
Homosexual,Other,C,D,26.793080831171395,A,38.79563149242326,0
Homosexual,Male,E,E,-122.88040202798764,D,72.53624706760567,1
Heterosexual,Female,E,A,113.05286024664036,C,93.90933427104467,1
Other,Male,E,A,-202.13426043341224,C,-128.14365657712275,1
Bisexual,Female,B,C,1.6552828779111,D,-173.28114611780958,1
Bisexual,Non-binary,E,D,-82.41202132025434,C,7.332666496454538,1
Bisexual,F,D,B,-147.88118585996907,B,20.489324068692138,0
Heterosexual,Non-binary,D,D,-109.82352813680714,A,20.65410413512774,0
Other,Other,D,E,-26.93800114326299,E,-3.0589901682792253,0
Other,M,E,E,-120.72826216074117,C,-32.783132058829814,1
Bisexual,Other,C,B,116.00962634931184,B,132.33788639397704,1
Heterosexual,Other,E,C,18.845925374741107,E,-73.40609950854514,0
Homosexual,Non-binary,D,D,13.083086707519257,C,-103.6232688484442,0
Homosexual,Male,E,B,164.71493017624897,A,-35.45609343173567,1
Heterosexual,Non-binary,A,A,-247.1250478486583,D,108.90040792498534,1
Homosexual,Non-binary,C,B,-34.53946650542126,E,75.11714924143014,0
Other,Male,B,C,188.55066841535057,B,74.9996796819516,0
Other,F,E,B,-120.38468212428563,B,49.438221132690344,1
Heterosexual,Female,B,C,118.06848490239656,D,-17.43588525603013,0
Other,M,E,B,3.3465478642864497,D,-85.95851275713599,0
Heterosexual,M,C,A,9.751349124088913,B,112.07221856180509,0
Homosexual,Non-binary,E,D,168.17375781058706,B,-206.22875154326138,1
Other,F,B,A,-40.43556783586661,D,50.9152645278738,1
Other,Female,A,D,-91.00439294334913,D,-43.941917477313844,0
Other,Other,E,E,-15.665146153549973,A,-170.27436674005872,0
Bisexual,M,D,C,-40.58294897573409,C,123.32287691880582,1
Homosexual,Male,D,D,11.741180406138453,E,-29.191161784608806,1
Homosexual,F,C,D,118.43979391582215,A,183.8515979703229,0
Homosexual,Male,A,B,-128.44286032316109,B,-124.34283675504298,1
Bisexual,Other,B,B,-31.793908308008195,A,52.15263731680475,1
Bisexual,Other,B,E,94.69404237200676,E,85.74099657631518,0
Homosexual,Other,C,D,111.99422876525695,A,-22.75721447208556,1
Homosexual,Non-binary,C,C,114.87371124133034,B,55.46737671175877,1
Homosexual,Other,E,A,82.5367532346481,E,39.47035184982716,1
Other,Non-binary,E,D,-64.45232975460287,D,-31.658724242911745,0
Heterosexual,F,E,A,87.49848583454929,A,14.045625689795305,0
Heterosexual,Female,E,B,-2.6322014141990655,C,58.53274790523334,0
Other,Non-binary,B,A,-70.30633478266027,D,46.598512396600526,1
Heterosexual,Male,A,E,-149.2435048762671,B,-54.287983972213084,0
Homosexual,Male,B,A,62.281469858503115,C,294.9833467513501,1
Heterosexual,F,E,C,-47.158270175803466,C,25.18597369443554,1
Bisexual,F,D,D,-24.665578165214836,E,18.259723482815353,1
Other,M,C,A,-12.619821237254602,D,-54.037669843217884,1
Homosexual,Male,B,D,105.79104755249003,E,-93.02802404079404,1
Homosexual,F,B,D,-105.93572492927245,B,-2.8667222279165427,1
Homosexual,Female,D,C,13.89622701470518,E,-39.96019698275713,0
Homosexual,Male,C,A,17.027819751194595,C,-57.48070734591442,0
Heterosexual,M,D,A,29.326183684589598,E,-112.2235241396775,0
Heterosexual,Male,C,A,180.96100007350802,E,125.5474945057097,1
Other,Male,B,A,105.33474633857153,E,-91.74858335967045,1
Bisexual,Male,E,E,-20.01983925069464,E,-55.3231909303313,1
Other,Other,E,B,-49.18098660475316,B,19.32945026125189,1
Heterosexual,Non-binary,E,B,90.06285428977652,D,8.08214778796409,0
Bisexual,Female,D,A,37.56553331875018,B,142.05349974865976,0
Other,Female,E,D,155.8199456407328,D,162.32034662494078,0
Heterosexual,Male,E,C,115.43434421423777,B,-30.46140736304795,1
Bisexual,Female,D,C,118.9128806559687,E,-268.8432058270217,1
Homosexual,Other,A,A,-1.359852773201603,B,67.96413863636506,1
Homosexual,M,A,E,-19.641633224132292,B,206.85425769631885,0
Other,Female,D,A,195.79508215019453,B,1.7550757514401845,1
Other,Other,D,A,-215.1844488155509,C,98.44186183565054,1
Bisexual,F,A,D,40.75286070406598,D,-182.0333363613731,0
Heterosexual,Non-binary,C,A,105.52906822366026,B,-105.29769220809206,0
Homosexual,Female,C,C,34.27169308543533,C,55.04967917701035,1
Heterosexual,Male,B,E,64.87846231555508,A,-69.32428617782442,0
Other,Non-binary,B,A,26.453979317428487,B,47.60366921324843,0
Homosexual,M,A,B,210.22986188716334,C,20.218649354143366,1
Heterosexual,Other,D,E,252.27829468665854,B,70.85220726930953,1
Homosexual,F,C,A,-129.20326984165246,D,-107.23870594974802,0
Heterosexual,M,D,D,201.56419752212372,C,-66.52086940097396,0
Other,Male,C,A,136.6489199519491,E,42.42602682073913,0
Heterosexual,M,C,D,132.63410472839362,B,195.63075897354418,0
Other,M,C,D,-32.9868523624763,A,35.862350295938924,1
Other,Non-binary,A,E,110.51740473284556,E,-260.58109355785734,0
Other,Non-binary,D,C,-256.8227414650404,B,-76.47867337357748,1
Bisexual,Other,A,D,-122.1556104574844,C,165.55827904459534,1
Homosexual,M,C,E,354.5692034507836,B,-75.88848298784706,0
Bisexual,Non-binary,E,D,-243.4592923695252,C,107.1075158965817,1
Bisexual,Other,A,C,-124.13574216182242,B,63.097674252871194,0
Homosexual,F,E,B,131.71865078295136,D,65.26808846136308,1
Heterosexual,F,E,E,-9.717385542138503,C,-40.93241639513279,1
Heterosexual,Other,A,D,-11.780390276330158,D,-108.49645227505813,1
Heterosexual,M,A,C,-40.070119566388094,D,10.797031056647706,1
Homosexual,M,D,E,145.12970320143205,C,-138.91101680907283,0
Heterosexual,F,C,A,-75.2255180851152,D,63.95834938761579,0
Bisexual,M,B,C,-24.770270236164347,E,-38.82987919331438,0
Homosexual,Male,C,B,-156.3104341936309,A,-10.693584973331479,1
Other,M,A,E,-68.95505638234341,A,121.95121259529984,0
Other,Non-binary,D,B,145.98809449342355,E,109.01298315468193,1
Heterosexual,Female,A,C,142.9755562349968,C,-76.63828283758414,1
Heterosexual,Male,D,C,117.51502400957636,B,33.571197897600335,1
Heterosexual,M,B,B,-89.12327029352734,A,61.9154653888868,1
Bisexual,Male,A,A,249.4639081170149,C,-152.5774568371592,1
Homosexual,F,C,E,41.946910699968114,A,37.714714906377,1
Other,Non-binary,C,A,-195.97568459510873,E,-75.22518639020153,1
Heterosexual,Other,C,C,-60.772089537690235,A,44.772925446149365,1
Bisexual,F,D,D,-55.30819569132408,E,4.16268628574286,0
Other,F,A,B,64.42162417224598,D,33.94777701247383,0
Heterosexual,Non-binary,E,E,98.09814585073168,C,-40.73907597611891,1
Other,Non-binary,C,A,-14.977175471396706,D,31.54747540120005,1
Other,F,C,C,45.06240801666762,C,103.45896477501265,0
Bisexual,M,D,A,-40.36118932690275,A,19.249258261856113,0
Homosexual,M,A,A,14.436479801372897,A,10.967082094244658,1
Other,F,B,A,-29.435995920828727,E,-152.74206396748414,1
Homosexual,Female,B,E,86.51002725869701,C,-120.19593319577405,1
Bisexual,M,C,D,-89.29672598390673,D,2.7568531668530722,0
Bisexual,Female,E,C,88.18605459747253,C,95.50719870610033,1
Heterosexual,Other,D,E,-12.98924147218048,A,-86.21730452734506,1
Other,Other,B,C,52.89174300276564,D,42.955739053645225,0
Bisexual,F,D,C,155.8151866340573,D,-38.173756946937395,1
Bisexual,Male,A,C,87.24839322208612,E,41.50381555831141,1
Heterosexual,Male,B,D,-30.69035667031243,D,138.21272679337739,1
Other,F,D,A,-66.76728286274394,E,355.5993455520582,0
Other,Male,D,D,113.78324826476891,B,206.547122546049,0
Bisexual,Male,A,A,-182.41942461135093,E,15.448205011442445,1
Homosexual,F,E,E,-388.96753726642135,C,36.3028869866339,0
Homosexual,Male,D,B,122.86939917080488,D,-45.56472283557386,0
Homosexual,F,E,A,105.75304834868065,D,-14.492121248641924,0
Other,Female,B,D,-195.34743878640143,D,63.53596242239684,0
Other,F,C,D,-48.31277362265298,B,18.201462673749187,1
Homosexual,M,E,E,110.71627276358917,E,39.21925705551929,1
Other,Other,B,D,14.33326261589415,D,3.267844778953571,0
Homosexual,F,E,C,156.89797847042965,D,-38.47510185606316,0
Heterosexual,M,B,A,183.13673874781625,B,10.011453242869337,0
Other,Other,D,D,-23.67737271919406,E,-150.1801888379269,0
Heterosexual,Non-binary,E,E,-115.21760348247709,B,-1.8261637232147434,0
Homosexual,Non-binary,B,C,-21.605261086050014,E,-30.907368505739154,1
Heterosexual,Male,D,D,-79.6165582225224,B,2.033326897122729,0
Heterosexual,F,B,C,19.098097763815026,B,-58.07070982489705,1
Heterosexual,Female,B,B,68.8993859172609,C,71.33750355654604,0
Heterosexual,Other,D,B,20.468095033532364,C,-82.01527160913767,1
Heterosexual,Male,E,A,-32.53295838665816,B,-42.87418730616709,1
Other,F,B,C,-29.878496163653885,B,14.06414599080108,1
Other,F,A,E,121.04629346849929,C,-21.580853058003317,0
Other,Non-binary,C,E,218.007644745615,A,193.2064415309849,0
Other,Female,B,B,57.73637097670966,D,-33.28676752015547,0
Homosexual,M,B,D,-102.66627354275207,D,-132.03390326149938,1
Homosexual,Non-binary,A,D,-102.8811064469173,B,-112.93837181736366,1
Other,Male,C,B,96.61462801724748,C,-35.8546121676931,0
Other,Female,C,B,68.3496286268527,A,228.17026286597684,0
Homosexual,M,D,B,43.08763251026168,C,-32.588695251083685,1
Bisexual,Male,E,E,164.8604353610948,D,92.97254297915846,0
Other,M,A,D,-119.34922486691922,D,121.79164576307116,0
Heterosexual,Male,C,B,165.1915947621423,C,141.95313515405516,1
Bisexual,F,C,B,4.69815727262842,B,14.414980430219043,0
Bisexual,M,D,A,6.6845330246027785,A,-85.41453402061536,0
Other,F,C,C,-140.6862761553873,A,86.80664185854066,0
Heterosexual,Non-binary,A,A,176.964462549649,A,135.99466839028483,0
Bisexual,Male,B,E,-24.439347114682235,A,89.75103391313873,1
Homosexual,Male,B,E,-185.34502063009333,E,-123.5299423054415,1
Homosexual,Non-binary,B,A,56.650810734316835,A,32.955765716313415,0
Heterosexual,Female,D,E,135.22522007046467,A,35.25237942224604,1
Other,Female,D,A,4.812110495615595,A,-0.5370143847689093,1
Homosexual,Other,E,C,2.5310023714170193,E,159.23362273647626,1
Bisexual,M,E,C,162.20930009152767,A,91.27841151080536,1
Homosexual,Other,C,E,103.06878074740618,D,-74.80813158879512,1
Bisexual,M,E,B,-95.08367603676228,B,124.16258875182005,0
Homosexual,Male,E,C,-3.4808965992025676,C,-161.65327936244984,1
Bisexual,Other,E,C,82.910632159622,E,-189.44079289804912,1
Heterosexual,F,E,B,-30.624776473414627,C,-80.64807412346534,0
Heterosexual,F,C,E,24.338862533271723,D,9.095293373330435,1
Heterosexual,Non-binary,B,A,-61.46220603694354,A,15.781821726987355,0
Heterosexual,Other,B,E,-60.511492028049084,B,-15.283997633340613,0
Heterosexual,Other,C,B,84.80773046670942,D,48.40409912235125,1
Heterosexual,Male,D,A,-84.09967673984178,C,-20.434000695892582,0
Homosexual,Female,D,D,60.598694795838234,C,98.83208981343292,0
Homosexual,Female,D,D,-68.65088491363358,E,80.03242403982564,0
Bisexual,M,A,C,-32.2834524137022,B,163.1093016032803,0
Homosexual,Non-binary,D,E,139.96880583741057,B,85.52744095108847,1
Heterosexual,Other,E,B,-58.89119621194142,E,-87.71075691726728,1
Heterosexual,Female,B,A,63.50857229546338,A,261.3598096994274,0
Bisexual,Male,E,C,-29.898700731341698,B,138.32753936601816,0
Heterosexual,M,B,A,134.24353157499067,D,66.52649809934006,1
Other,Male,C,C,79.46223391158455,A,49.742112028252706,0
Bisexual,Other,B,A,70.2707047867955,B,-94.63816275009607,1
Homosexual,Non-binary,E,C,-133.54974707639312,A,321.4698678845933,0
Other,Non-binary,C,D,-36.44589302518567,A,-36.36153914381484,1
Other,M,A,B,-71.53055161863193,C,-21.324320378819028,0
Other,F,A,B,-45.93730512119328,C,65.77739182629921,1
Bisexual,F,C,A,-44.66400971186283,D,-155.5942080315366,0
Homosexual,M,E,B,13.819344353401567,E,-101.67639984608476,1
Other,Female,A,E,15.949653623097012,A,-96.10538708358763,1
Other,Other,D,C,53.99094576611875,B,-196.09620485702547,1
Bisexual,Male,E,E,-131.83139948116795,A,-12.547058226436327,1
Homosexual,M,C,B,35.83435917401508,D,101.63333019759932,1
Other,Female,B,A,-94.39439421473645,E,45.26711993419359,1
Other,M,C,B,-135.48142647588287,E,52.49633975226774,0
Homosexual,M,E,D,98.10675483520473,B,-66.31540459772829,1
Homosexual,Female,D,D,-28.552688221184123,B,-27.52663342784017,1
Bisexual,M,E,E,128.88589290160309,B,-102.40931536118516,1
Other,Female,B,C,237.80494055593823,B,39.052652780178995,0
Homosexual,Female,E,B,96.8572887059543,D,42.87210678034145,1
Heterosexual,Male,C,D,-37.82592781391303,E,-166.90925189189676,1
Bisexual,Female,D,E,-40.358614397190195,E,7.165960697633272,1
Other,M,E,D,115.66527051795283,D,92.87751665181023,0
Bisexual,Non-binary,B,D,12.32325642621276,B,96.53072995980749,0
Heterosexual,Non-binary,C,D,78.46187238396587,C,-72.56266248450608,0
Bisexual,M,E,B,28.614701979703057,B,78.77365575939575,0
Other,F,C,D,32.631602262646965,B,-28.786406510330824,1
Homosexual,Female,B,E,-49.154401271125984,E,-72.37648375360088,1
Other,M,D,A,-206.6598763318356,E,117.21103760384412,0
Other,Male,A,C,-69.81276333958263,B,-90.69628822412619,0
Bisexual,Non-binary,A,B,-51.51476894847485,E,-39.66060675508162,0
Homosexual,Male,D,B,138.4858815390512,E,38.79367456407653,1
Homosexual,Female,A,D,-72.2511023997123,A,52.09182079791779,1
Homosexual,Other,E,D,2.9857200738686833,A,61.68765948841056,0
Heterosexual,Other,E,A,40.96022553955521,B,165.48342949117205,1
Bisexual,Other,D,E,-111.16471235542802,D,136.9119744247513,0
Other,Non-binary,C,B,-73.6270907618805,C,-213.59585672164334,1
Other,Male,D,C,145.95094606217089,A,144.5776983065522,1
Other,M,E,D,90.96987097950608,E,-137.8622818952413,0
Homosexual,Other,C,D,36.709552203957074,D,120.75599040631853,0
Heterosexual,Male,B,C,-77.05946865158036,D,101.07029074691245,1
Bisexual,Other,A,D,17.823779481256906,A,74.62648071451872,0
Bisexual,Male,B,E,84.8913789222156,C,-69.40984414943566,1
Heterosexual,M,C,A,-30.79797247417753,E,56.23418387329353,0
Heterosexual,Non-binary,C,B,-120.04916765785676,D,-67.59485235115066,0
Homosexual,M,B,B,99.79837364397416,B,134.43382587081157,0
Homosexual,Male,A,A,96.61370476023949,D,-99.20160250045092,1
Heterosexual,Other,E,D,-119.61726226115483,E,-252.16823134016485,0
Homosexual,Female,C,D,-64.20353384267207,C,117.28794173931767,1
Other,Other,B,A,-105.08331797338484,D,-70.07464523609023,1
Homosexual,Non-binary,A,B,-107.70710029933674,D,-143.53772130897377,1
Other,M,A,E,74.81319229792767,C,124.93149156730739,1
Heterosexual,M,D,B,25.300919051166925,E,92.98483669702216,1
Homosexual,M,A,E,94.20430480581746,D,57.015246018218654,0
Heterosexual,Other,E,B,-69.22907115900976,D,79.28542229659566,0
Bisexual,Female,C,C,-30.91286431303165,D,216.28655720575037,0
Heterosexual,Female,D,D,-15.749016905432804,B,-37.20342910613031,0
Other,Other,C,E,102.35887922830057,E,-15.666557279090165,0
Homosexual,Female,D,C,27.12671335622156,E,-23.682051129317255,0
Homosexual,Non-binary,D,B,-34.775094951710564,B,95.64312075622851,0
Bisexual,Male,E,A,-13.015190966607385,C,21.256515212751577,0
Homosexual,Female,D,E,103.82866144792871,E,166.6787491629631,0
Heterosexual,M,E,B,-7.240721335350682,D,-76.42094302236144,1
Heterosexual,M,A,A,72.1924882722901,D,-143.50942088339792,0
Bisexual,Male,B,D,-123.09140933657166,C,200.23579095693486,1
Homosexual,Male,C,E,48.71087955638826,A,56.139514809811445,1
Other,M,E,B,-187.97715920804586,A,136.621570046003,0
Heterosexual,Non-binary,D,C,-87.63644202814649,C,209.503925110219,1
Bisexual,Other,C,A,22.606682445033176,E,-105.73348062280468,1
