nationality,civil_status,Veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
UK,Widowed,Non-Veteran,Other,-42.92459358680376,D,D,C,D,-115.05863265266738,-60.82659434000407,11.539454351900988,1
Mexico,Divorced,Yes,Heterosexual,-51.65123784518808,B,E,D,E,63.63237483418395,4.380829680955021,73.00943933023176,0
Brazil,Single,Non-Veteran,Other,201.4864205920285,D,C,C,D,-48.279075012824464,7.008086428041017,-28.096298572057048,0
China,Single,Veteran,Heterosexual,39.05068525323423,D,D,A,C,-21.813859109007666,147.52786771757977,-69.08470608409718,0
Brazil,Single,Veteran,Heterosexual,-123.69056666807336,E,C,C,A,28.029814641902632,-47.75390904586637,91.48175047634318,1
US,Single,Non-Veteran,Bisexual,25.48486851985632,B,E,E,E,40.417381626055885,62.93943689223897,-123.64592954015534,1
US,Widowed,Non-Veteran,Other,-86.58657864038581,B,B,A,B,59.650328097897365,-103.5547703668166,-48.340559723799984,1
US,Widowed,Veteran,Homosexual,45.72645870300207,C,D,E,D,-53.18600264788953,-22.988192173913706,12.128685496441445,1
Brazil,Single,Veteran,Heterosexual,-91.69525119093699,B,A,B,A,10.02318354651688,116.44923780013103,64.45995585805481,1
Mexico,Divorced,Veteran,Heterosexual,-91.34878542994478,E,E,A,B,110.32648438884188,41.59793665455449,21.558172421835163,1
US,Married,Yes,Bisexual,65.9402619586242,D,D,A,C,-58.676459396321825,32.40612892305496,54.85949507148984,1
China,Widowed,Yes,Other,-55.852534550413026,C,A,A,B,-67.16626954915064,-11.304889768068735,22.640860775541174,0
China,Single,Veteran,Bisexual,36.008477394298815,A,B,E,B,148.02436394336186,33.852076952161,52.57893317478914,0
India,Married,Non-Veteran,Other,-42.0250138936054,C,A,C,D,21.674889971170217,28.14668562883621,-27.514307077178053,1
US,Widowed,Non-Veteran,Bisexual,111.29082633921365,B,D,C,E,-8.480873650615695,99.58820142635668,15.352978738000477,0
Mexico,Divorced,Veteran,Bisexual,-28.190855848689033,A,E,E,C,141.02976428540327,32.56282716393352,66.99573924776853,1
Mexico,Single,Non-Veteran,Other,14.488431468769505,A,B,E,E,59.34440747528617,23.213338441933658,31.865329504807384,1
Germany,Single,Non-Veteran,Heterosexual,135.40110732334446,E,B,A,C,139.43627595695932,120.37328757710509,-4.932470370548844,0
UK,Divorced,Veteran,Other,84.33781833829478,B,C,D,D,89.71083082165559,-277.385460924599,29.73113880601048,0
UK,Married,No,Heterosexual,-18.1164427583536,D,D,C,D,31.830142559447093,75.25987417928819,18.02204693984931,1
China,Divorced,Veteran,Bisexual,110.20121037460888,D,B,E,A,-30.084572521839174,161.56136282167262,-34.23558868874487,1
Germany,Divorced,Veteran,Other,-39.241968830930674,D,E,A,B,-74.41028226593606,173.33375640536465,-74.69578681628231,1
UK,Divorced,Veteran,Homosexual,112.78834961727983,A,B,D,D,114.17193535386309,-215.0160318487468,84.88048407139595,0
Other,Married,Yes,Bisexual,-75.29587663080115,D,A,E,A,40.86024267278783,344.7232176407225,-197.9908619260977,0
Other,Divorced,Veteran,Bisexual,-68.88830034885393,E,E,A,A,20.843919874490357,-225.06516810931836,136.20340218390754,0
India,Divorced,No,Bisexual,-41.766301988479775,D,A,C,E,252.7512907184704,102.10651586981443,-52.5738900790249,0
Germany,Married,Non-Veteran,Heterosexual,-76.77141045348255,B,C,E,E,-105.62705009155509,51.76038082285316,-49.6137571858544,1
Mexico,Widowed,No,Other,-22.982864966497836,D,E,E,D,26.477767970078368,140.103650213344,38.967952463987096,1
Germany,Married,Non-Veteran,Bisexual,118.22847251656015,A,C,E,D,71.88366473388905,42.38109306293644,111.84596947819321,1
Brazil,Single,Veteran,Other,-61.253885996033965,A,E,E,D,-38.67490250273286,248.59548358647916,53.896327785318334,1
India,Married,No,Other,72.68102337333306,D,C,C,E,84.40460560014041,108.43374749084025,81.86925741805806,1
Germany,Widowed,Veteran,Other,-174.38694213496316,E,C,E,B,96.7078591198505,113.62614097440252,188.21998522371237,0
UK,Single,Yes,Bisexual,-20.80968661114473,C,C,A,E,-25.75378424097859,-0.7750101529044688,40.861135259997255,1
Mexico,Married,Veteran,Other,-18.805992972174764,B,A,D,D,-105.60007715832282,45.666870173811944,29.5806810673639,1
US,Married,Veteran,Other,-268.68881286803366,B,B,D,A,36.74287191813389,175.5734507037029,70.59265505007673,1
Brazil,Widowed,Yes,Other,14.737754695888528,C,A,D,B,-21.886935055435654,99.68761848679982,64.92581271093687,1
Brazil,Single,Non-Veteran,Homosexual,-44.32505807953102,B,C,A,D,-34.75344896672522,-203.78928926564123,-170.24120203425548,1
Germany,Single,No,Other,126.05478294475483,E,D,C,D,132.09069411514187,50.523781760779904,-78.13666188683248,0
US,Married,No,Heterosexual,161.92189050409192,D,E,B,B,200.44589169840842,-15.860985852536865,127.43639345736268,1
Mexico,Single,Non-Veteran,Other,-185.0817145329678,A,E,C,D,-150.04171952038445,-121.57607565447512,80.58582813196698,0
Other,Single,Yes,Heterosexual,262.23252842937933,B,E,E,A,-84.02578509269283,3.186149688467921,-67.52957702633391,0
Mexico,Widowed,No,Heterosexual,-276.78082120256397,A,E,B,D,39.942811911718806,-253.90939679337632,-102.81363597366571,0
Mexico,Divorced,Veteran,Bisexual,34.776475251396135,A,D,D,E,-23.193848479292374,48.90055226007218,-17.311836504884678,1
Mexico,Widowed,Non-Veteran,Other,-24.643373502770803,C,B,E,E,24.366528130893844,-38.817135226439134,-36.335527799283334,0
Germany,Widowed,No,Heterosexual,-70.97297294678006,E,B,B,D,-53.42624326890423,-22.459307891941013,-50.806762957473815,0
Mexico,Widowed,No,Heterosexual,34.17142278051245,D,D,D,E,69.24883739851762,-320.9566549420247,65.52595448401254,0
Mexico,Single,Yes,Other,81.02094399422818,C,A,A,B,1.1217376369033376,-43.015946617781594,32.05626374211975,0
UK,Married,Non-Veteran,Other,151.4718249044806,D,A,A,A,63.74763239540264,156.89681483166663,53.413901520959485,1
China,Divorced,No,Heterosexual,-17.009806988029272,D,A,A,B,28.91736110631436,198.6044592000801,-166.96701151006422,0
Other,Single,No,Homosexual,96.09852630174144,E,B,A,C,111.3328461176573,127.74846197666554,38.460981187683615,0
Germany,Married,Yes,Homosexual,63.771477779300966,A,B,C,C,-88.3833793899465,167.16328058472382,-51.70561099939185,1
UK,Single,Yes,Other,198.62137981094884,E,A,D,C,31.40865490587568,-13.953841454718827,-92.46914241455669,0
Germany,Single,Non-Veteran,Bisexual,-16.86071921817143,E,B,C,C,-114.16740023955296,56.899540734898956,73.82726160369548,0
US,Single,Non-Veteran,Other,48.888865513464864,D,D,E,C,2.400561384236517,-82.28529722514837,-38.53542580015702,1
US,Married,Yes,Heterosexual,155.61604622060923,A,D,E,C,-63.22612660796747,0.1932296871297159,96.90500055084698,1
India,Married,Veteran,Homosexual,298.43159586359087,E,D,D,E,79.00755406651648,-121.20315250417303,146.1467799458785,0
US,Single,Veteran,Heterosexual,-7.87207504553186,A,C,D,E,-90.96273191418932,64.57763971959314,176.66057694511775,1
US,Single,Veteran,Heterosexual,103.63370657770213,C,B,E,D,-168.12034901981283,85.04130952973037,176.2817444410935,1
Other,Divorced,Yes,Other,-45.676706142087546,D,E,A,B,-96.62453284155454,117.5091465143339,-230.10379299951316,0
India,Divorced,Non-Veteran,Bisexual,189.10344651867356,B,B,A,C,38.59341473299824,-21.499270507985262,-132.1650708334721,0
Other,Married,Non-Veteran,Bisexual,51.86978508625214,D,D,B,D,-98.28365950071826,-23.065836704559896,-160.87045654849376,1
Brazil,Divorced,Yes,Bisexual,-168.14544721256155,C,E,C,A,-92.29353263799236,-44.23910575883265,240.13999712326068,1
UK,Single,No,Homosexual,-50.27589173028767,B,A,E,C,-34.312443803305555,201.86243361156056,62.012663563214865,0
Germany,Married,No,Homosexual,-81.72432185852487,E,C,B,A,122.50634766950814,-21.876154443601568,125.80766777352986,1
China,Married,Yes,Homosexual,48.88179642799546,D,E,D,C,-52.01350660321295,68.6043118940721,89.10782990058533,0
China,Married,No,Bisexual,-9.917973804377505,D,B,E,A,-94.30834107057933,-2.905175633478872,-16.320729250270354,1
UK,Single,Non-Veteran,Homosexual,-21.088329113470376,E,D,C,E,21.86395641748376,79.49076254257483,26.97344568115392,1
Other,Single,Non-Veteran,Homosexual,45.37456223900808,C,E,E,A,-100.605490340853,-43.09650477344348,79.07140396677575,0
Other,Widowed,Non-Veteran,Other,18.23247950329533,B,B,A,E,-126.42140877684507,44.265618850928355,-135.948859227514,0
Mexico,Single,Non-Veteran,Other,132.41556030851365,C,C,D,C,-84.41497872202443,-77.43637893485213,189.11790821156032,1
Germany,Widowed,Veteran,Homosexual,-175.51259723210666,B,E,A,C,-278.9505338374201,13.303153739675313,-7.843100052570649,1
US,Married,Non-Veteran,Heterosexual,53.341813298405846,E,C,C,C,17.38194475388715,118.10824860378986,-98.29069058355728,1
US,Married,No,Bisexual,-76.20921640687934,C,B,E,B,40.16606861649,-62.37637480226801,-146.27165727189546,0
Mexico,Widowed,Yes,Heterosexual,52.71604650255387,D,A,C,D,52.78433946967828,117.16853006800412,63.21264067052888,0
Mexico,Widowed,No,Homosexual,-80.53796592112678,A,C,E,D,101.40680146687035,128.26572173794176,86.29729251451236,1
Germany,Divorced,Yes,Heterosexual,81.4401085079525,E,C,A,B,27.553732289350364,45.4416095386903,-59.99358550652424,0
Mexico,Divorced,Yes,Heterosexual,-168.6731705420687,D,C,B,B,48.500909807723644,-62.800241251945806,-126.3448285042573,1
Germany,Widowed,Veteran,Homosexual,4.541491804328211,C,D,C,D,166.31372693921674,-187.84990307816804,39.7968687516196,1
China,Divorced,Non-Veteran,Other,-26.241155358985313,D,E,A,A,-116.35922280884581,-58.25808917301569,15.590932315862702,0
India,Widowed,Non-Veteran,Bisexual,-42.95690975175616,D,A,A,D,66.21844210861012,-41.65785734916437,-55.6913424093143,0
UK,Widowed,No,Heterosexual,-89.78605011586698,E,B,E,A,277.24163140961934,-112.23060041700666,-45.7903905260036,1
China,Single,Yes,Homosexual,149.4419368486639,E,D,D,E,13.393612666431876,-125.60715860499745,-23.58938448667911,0
Germany,Divorced,Non-Veteran,Other,-54.331806299011,C,A,B,D,-155.35990770023952,-39.173745462558394,-76.01486461312759,1
US,Widowed,No,Other,-198.21065959997438,B,E,A,B,207.31999898557575,58.51113743759528,-54.782424251120986,1
UK,Divorced,No,Bisexual,15.74929354246773,C,A,A,B,-134.58613048909396,83.0017800806834,-73.40150765796008,0
China,Widowed,Yes,Bisexual,114.79326761190114,B,D,E,D,-163.71473640564614,287.12259938304976,171.81349154671867,1
UK,Divorced,Non-Veteran,Bisexual,-71.20821019224651,C,E,C,C,9.680788986979016,84.32612124939916,-105.30765425579385,1
UK,Married,No,Heterosexual,-102.18696561285365,B,C,A,A,119.41977215792963,-195.68070701995606,25.20062326102359,1
Other,Widowed,Yes,Heterosexual,138.26481963918556,E,B,B,C,129.48783956428886,184.1011610114778,40.436991632336664,0
Brazil,Married,Yes,Homosexual,57.90232950088339,C,E,E,A,-65.57583194804285,-157.41092416450272,-138.26742809769158,1
UK,Widowed,No,Heterosexual,-13.527992557063964,E,B,A,D,-68.43064511412449,83.79211918923582,-74.8829188794752,0
Mexico,Single,Yes,Heterosexual,-32.088659724408686,B,D,E,B,-69.70689997996628,19.900502172661476,64.47998117940422,1
India,Divorced,Yes,Heterosexual,-105.43526023779893,A,C,D,C,178.2127788608024,23.280843474054965,-180.86947834235966,0
US,Widowed,Veteran,Bisexual,63.038208290328114,D,E,B,D,-170.1807412731005,-159.09614689381633,60.55235570526059,1
Other,Single,Yes,Bisexual,52.30879999049297,D,B,B,C,-133.3427555174775,33.696732402538935,-79.51434290976151,0
India,Widowed,Non-Veteran,Homosexual,-57.77243159340196,B,E,B,E,67.39171406233044,68.148775138593,-29.388379725287137,0
Mexico,Divorced,Non-Veteran,Bisexual,43.65145186460658,A,B,D,B,134.831191412919,-41.6858943071288,19.886345171707323,1
China,Married,No,Other,22.797224489659396,B,E,C,B,-19.89290907356279,7.278874039879496,-72.20116742445418,1
US,Widowed,Non-Veteran,Heterosexual,24.292083215814696,A,A,C,D,-56.43463566193873,68.01903470159203,23.128175967611178,1
UK,Divorced,Yes,Bisexual,29.212191998433727,E,E,C,D,158.47877893486404,133.39600463818175,-20.652047055754487,0
US,Widowed,No,Heterosexual,141.32793695642667,A,B,C,C,60.006312797343355,-27.62478185583016,104.76266526250055,0
Mexico,Widowed,Non-Veteran,Homosexual,84.64988494740126,B,E,D,B,-142.50370978296536,22.268919099419353,88.46997967478302,0
UK,Widowed,No,Homosexual,-14.918948994930718,B,C,B,A,-123.99854357760225,156.27276429707666,53.92229424625757,1
Other,Divorced,No,Heterosexual,45.13442904390893,C,C,D,C,-21.131930993243103,-28.042253717282605,-155.6423446819956,0
Mexico,Widowed,No,Heterosexual,-46.25754577262637,A,B,E,D,141.74295960032876,-50.17112135127799,38.5174581140239,0
India,Widowed,Non-Veteran,Heterosexual,159.86230822993386,D,A,A,C,-128.68272273676467,-238.72350645344187,-73.24131851002686,0
Other,Divorced,Non-Veteran,Heterosexual,-233.5071366638397,A,C,D,B,-54.45327005159504,-55.786069468731384,-104.1597696045715,0
Other,Divorced,No,Homosexual,-56.532162353955954,C,A,E,A,-54.201276236863464,-83.96772032003175,4.869793166117817,1
India,Married,No,Homosexual,15.815484840047903,C,D,B,E,-56.306143899309106,282.99735385227706,177.01097340700656,0
Mexico,Single,No,Bisexual,160.47769119124516,B,E,C,B,93.36081255447625,102.60473009583026,-127.90777252551533,1
Brazil,Widowed,Non-Veteran,Heterosexual,-79.69999670646382,B,C,C,C,48.56572475611644,205.0800128153731,-75.94909792580708,1
India,Married,No,Heterosexual,34.10492485033431,C,C,A,D,-83.24401580438015,-133.51977141376568,-149.99716025577527,1
US,Married,Non-Veteran,Heterosexual,110.40402029678972,A,B,B,C,-0.9833703320786906,128.93508464215594,91.35192262361468,1
Germany,Married,Yes,Heterosexual,-73.14714128372881,E,A,D,E,25.338089040986457,-14.905337813366351,171.6161539970724,1
India,Widowed,No,Other,-10.024901467327727,C,B,B,A,-46.82745818581459,87.39202181311131,-40.520674901336534,0
Mexico,Widowed,Veteran,Heterosexual,-83.6132873780041,C,E,C,D,87.11964795266643,-199.165190089837,11.812041972093052,1
Brazil,Widowed,Non-Veteran,Bisexual,11.004021024512364,E,B,D,A,39.72651765137999,-20.52310143567748,21.884883895619854,1
UK,Widowed,No,Homosexual,-24.90948462314679,C,E,D,D,21.876182871009537,-42.60275370091426,-64.24962173042788,0
UK,Widowed,No,Bisexual,27.139513284333617,B,B,B,E,13.885917281379346,214.65516742340824,-123.65085211469031,1
Other,Single,Non-Veteran,Other,-129.1698420343539,C,B,B,E,260.10987561885196,130.55342090455198,18.862462345815644,0
Brazil,Single,Non-Veteran,Homosexual,140.0465097328363,E,D,E,A,-11.789759145291287,-134.70326746984222,-45.01427556499608,0
Other,Single,Non-Veteran,Bisexual,-11.906465023734052,D,D,C,C,-157.287938070545,-137.4160712734652,191.9552026477704,0
India,Widowed,Veteran,Other,-40.977796633597606,A,B,C,B,100.8980150767076,-107.3340075445405,-123.71449846601735,1
Brazil,Divorced,Yes,Bisexual,-69.19215713605679,D,A,E,B,-111.28614567554513,39.00302271490646,-203.42364581768027,0
Other,Widowed,Veteran,Heterosexual,5.016256389257673,A,A,D,B,2.15181541111038,53.32672793103597,83.8356674659172,0
China,Single,Yes,Bisexual,-8.793695547855318,D,A,C,B,164.64210979142814,-100.13091715045248,84.5368218075746,0
UK,Married,Veteran,Heterosexual,-98.80733490608914,B,D,C,A,-39.086415692343465,32.06759904740036,9.256497632876345,1
Brazil,Married,Veteran,Heterosexual,268.77301804879005,B,A,B,C,13.65985173218965,-82.14778497304829,93.49890471094977,1
Germany,Single,No,Other,180.16289228833455,D,D,C,E,-70.22109819687995,7.354383749089941,-77.4639061966706,0
India,Divorced,No,Heterosexual,245.92132692442377,C,C,B,D,-99.86979989191394,-37.47118822532312,74.69964369612883,1
Other,Married,Non-Veteran,Bisexual,-121.57304440504102,A,B,E,E,55.808354777595625,133.87645720088244,213.13037483070772,1
Brazil,Single,Yes,Other,19.00842083242929,D,A,B,A,-18.1863690987728,-120.98089829545602,-20.03644233781886,0
Other,Widowed,No,Bisexual,-10.100369035129878,C,B,B,D,-142.64758640469074,-31.673059276519684,222.28735654791768,0
Mexico,Widowed,No,Other,12.422780749128034,E,D,E,C,-98.74610088838176,3.459654002970282,19.457278378905364,0
India,Married,Non-Veteran,Bisexual,-171.3048808804261,D,C,E,D,25.985639036278336,-90.34930280555625,-137.19412304178468,0
UK,Single,No,Heterosexual,50.84113383005374,D,D,C,C,177.06357149644006,98.26991522331558,-137.85843547045408,1
Other,Single,Veteran,Other,-204.64101888534998,A,B,A,C,-5.171540889642828,71.59036874038819,-181.8729636202059,0
UK,Married,No,Heterosexual,-28.580345499865086,A,A,D,E,170.91217276929405,-149.09246933898515,155.4499070620477,0
US,Married,Non-Veteran,Other,-11.568814351536547,B,C,E,A,-67.28137363186903,-100.55983154442099,15.362024513472662,1
Mexico,Single,Non-Veteran,Bisexual,118.83425443143611,C,B,A,D,-109.7810972880104,70.90409241079274,-52.98771663170343,0
China,Married,Veteran,Homosexual,-100.06687412088218,C,A,D,E,-58.232057392246226,-92.24557548263715,62.26756907518322,0
Germany,Widowed,Non-Veteran,Heterosexual,8.505813145256543,B,B,E,A,-87.21126556286197,-147.9924034410755,-22.52394613544417,0
Brazil,Single,Yes,Homosexual,-64.92274869879292,B,C,B,A,-11.2772243346349,-12.429080795278475,15.78511300930257,1
US,Divorced,Non-Veteran,Homosexual,-107.19494079871754,C,E,C,B,193.44761810905499,-124.77759021572763,-224.91335365451403,1
Mexico,Widowed,Non-Veteran,Other,79.67201142864553,D,A,E,C,99.8446917832924,90.59351142921861,-54.26734693034828,1
Other,Married,Yes,Other,97.30871233822185,B,B,E,E,-49.872655206945524,23.7274704866064,-51.60103228934862,1
Germany,Widowed,Veteran,Bisexual,-132.42537228798332,D,E,C,A,29.088549173358537,128.7145687525937,-138.23459866887336,0
Brazil,Widowed,Veteran,Homosexual,-27.003645877402704,C,C,A,C,2.0152716709446254,-37.071660930102226,-34.53709300388134,1
China,Married,Non-Veteran,Heterosexual,-19.319698438693404,D,D,B,E,-229.3415325950007,-78.33351258151909,-161.5682917607483,0
Brazil,Divorced,Yes,Homosexual,-36.821833819917416,C,E,A,B,72.83642285158804,161.16505029191933,92.75775162001715,0
Brazil,Divorced,Non-Veteran,Homosexual,-96.0954940013022,D,E,E,E,217.5141201060769,84.16614432370366,-10.777456279192203,1
UK,Married,Veteran,Homosexual,-110.92441907649719,E,C,B,C,-15.527349655143516,-38.85014817348858,123.44929798029594,1
Brazil,Widowed,Veteran,Bisexual,103.18759633846473,D,A,C,B,80.93496316333719,-93.01017819185086,93.54187427600407,1
US,Widowed,Non-Veteran,Bisexual,-166.53321153246253,C,D,C,A,-28.2736934442415,238.13492075860802,204.7112369972828,1
China,Widowed,Non-Veteran,Other,-103.58406441350347,E,A,D,D,-81.59293292002738,-6.783929801773783,-64.36564975673673,1
Brazil,Widowed,Non-Veteran,Bisexual,144.22919697119667,B,C,D,E,177.09286182791448,-42.37884071945385,36.25489112918183,1
UK,Divorced,Veteran,Heterosexual,-238.5666582253608,D,D,A,B,-89.84732901818808,109.1464312687249,90.85313821927407,0
Mexico,Single,No,Heterosexual,-54.00141081240791,A,C,D,D,17.573195636478182,105.70361000234738,84.01453064113835,0
Germany,Single,Non-Veteran,Other,22.28861879507009,D,A,D,B,-4.562971884860597,-151.71572850153336,12.593728049867522,0
India,Single,Yes,Other,-56.78376257580575,A,B,B,A,-18.738744096930795,-57.15625059002558,160.55636349358204,0
UK,Divorced,Veteran,Bisexual,103.34644059288709,C,E,C,D,-15.278417816929284,1.7518196983921324,75.39938829341834,1
Mexico,Single,Non-Veteran,Homosexual,45.19415306976365,E,D,D,D,23.00731170666929,-17.563015726520298,38.088349998790605,0
Germany,Single,Non-Veteran,Bisexual,13.110698228359002,E,B,B,E,109.93238938041512,68.34357844116583,20.702819259037934,0
Other,Married,No,Homosexual,194.87548287973996,C,B,E,A,-252.63205487570266,-77.23913052140843,-48.85601605050424,0
Germany,Married,Veteran,Bisexual,-53.6267086821935,C,E,C,A,-63.411568275436245,-64.24946288082752,-144.3233043852533,1
Mexico,Divorced,Veteran,Heterosexual,-92.72807372322569,B,C,B,C,178.76519494800328,-32.00351436385342,35.60329721509227,0
UK,Widowed,No,Heterosexual,48.56013377637732,E,B,A,C,250.4859119638485,123.98110180913804,-91.24553208882364,1
Mexico,Married,Yes,Homosexual,-22.479187798929555,C,B,B,D,47.84596739098587,55.86945356692306,-78.34436157121354,1
Brazil,Married,No,Other,-29.52983278390471,A,C,C,D,-74.17347850411483,57.71889352422397,38.53871383804014,0
China,Married,Yes,Bisexual,98.03043162125121,E,E,A,A,142.52440425831273,-162.911936612213,171.49853322288385,0
Other,Married,Non-Veteran,Heterosexual,-2.4010132282325936,D,E,A,A,64.20330468674143,21.27114524448541,-141.42969489374937,0
Brazil,Single,Yes,Bisexual,-178.77591141993244,C,B,C,B,-23.04762264649936,55.972863877706914,189.35249837956783,0
Other,Married,Non-Veteran,Homosexual,136.37906221726843,A,E,B,A,160.95617882099592,-114.04419306455765,-205.07795884617082,0
UK,Married,No,Other,102.51533743059574,C,B,D,A,17.97115371780001,158.64541081214432,-121.62510132788766,1
China,Widowed,Veteran,Other,93.21101536642287,B,B,A,C,120.97368125906513,69.78293408270605,-82.40331903826032,0
US,Divorced,Yes,Heterosexual,-58.15316623482314,C,B,E,A,-33.270880990524404,-61.017226872060746,8.50855936293641,1
China,Single,No,Heterosexual,50.40342470403923,E,B,E,C,-0.21000260444097485,50.601647688431825,221.2820299845923,1
India,Divorced,Yes,Other,88.45699781906504,A,D,B,E,-33.96959819084802,-105.85677606860735,242.43101495819528,0
China,Divorced,Veteran,Bisexual,-43.753051385224225,C,C,B,B,-28.179565365547283,-93.06773000683117,-73.10586808699935,1
Mexico,Widowed,Yes,Homosexual,64.43386883707902,D,B,D,D,-19.22584793347358,3.7852799628485174,197.67035657150433,0
Germany,Married,Non-Veteran,Other,-61.627136219430625,B,E,A,D,-138.39611010519909,-182.59034570016655,-44.01257697953619,0
US,Married,Yes,Heterosexual,13.007887824555247,A,A,B,E,-27.17715756250604,-55.12723800494136,13.32424916709726,0
Other,Married,Veteran,Bisexual,-37.38597297578261,B,A,D,D,-89.59886566155532,-245.19412256559167,292.3299182707899,0
Other,Divorced,No,Bisexual,174.32298536784725,D,D,A,B,120.6780685075248,41.11228369694425,-39.613315765687815,1
India,Single,Yes,Bisexual,96.78075717317306,D,C,A,C,38.99201862822061,-8.707665551751813,-128.5598791647213,1
UK,Married,Yes,Bisexual,94.26722077642744,B,B,B,E,123.84773071194637,-117.9617711231409,-23.968178012369865,1
Other,Divorced,Yes,Other,24.163738111338592,A,D,D,D,-10.44487096395649,63.74968942598272,44.93384318524414,0
UK,Single,Non-Veteran,Other,56.34705275690875,D,D,E,B,-55.199187029551325,95.34387492628854,40.991479927381306,0
Germany,Single,Veteran,Bisexual,-108.29014222558135,A,C,D,E,28.04466427856494,-23.593119273766412,115.59817757253832,1
Other,Divorced,Non-Veteran,Bisexual,-73.09118487291984,D,E,A,E,-35.587000921087714,101.03642686274846,56.88780074197696,1
Other,Married,Yes,Other,-33.83181537729929,B,D,C,B,-39.6249325587866,-20.91148497702612,-48.96661327769471,1
Other,Married,Yes,Heterosexual,58.55794828046329,D,A,C,B,-78.88265501683156,35.72364993448674,-52.26987724860891,1
China,Married,No,Homosexual,-44.46427410914146,D,D,A,C,144.4133618856093,12.749811017625188,10.25669335395487,0
UK,Divorced,No,Other,-71.23937412421492,A,E,D,C,-76.0469039542012,-185.25843092019184,159.56022527317796,0
Brazil,Divorced,Veteran,Bisexual,224.87311939605834,D,C,B,B,-156.39720302620583,14.15404363701147,51.16047033073836,0
US,Married,Veteran,Homosexual,97.02449501355245,D,B,B,C,48.09475956465356,-41.14623201388751,33.16052496038529,0
US,Single,Veteran,Bisexual,-9.20413170765696,A,A,B,C,193.02232959296202,163.36274224369382,-64.35150759579663,0
India,Single,Non-Veteran,Other,199.29098838949665,E,E,C,E,44.81232088126304,0.4007985308179953,-43.69683471675611,1
UK,Divorced,Non-Veteran,Bisexual,53.42097765781892,A,C,D,E,160.7582640392754,-30.686290608026628,103.68528585798988,1
UK,Married,Non-Veteran,Bisexual,-115.12461826148798,B,B,D,D,107.35705628319093,-61.30830988203849,121.52535872648534,1
UK,Single,Yes,Heterosexual,-67.0262462596354,D,A,E,B,-30.8744373755669,36.477564411149395,-5.84976296276864,1
US,Widowed,No,Homosexual,28.59924338003294,E,B,E,A,-38.72629808837511,6.1831313565396835,-122.08614364873868,1
US,Divorced,Veteran,Homosexual,117.48594262893421,C,A,E,D,-1.6333534302225647,197.46880348959223,29.004022182249788,0
China,Widowed,Yes,Homosexual,3.102654558859304,D,B,E,A,-47.29707413832366,104.02601705744958,-29.958468611576283,0
Brazil,Divorced,Yes,Other,-12.717851455714225,B,D,C,A,-8.667059785315082,-164.13551136143548,206.87706684294454,1
UK,Married,Yes,Other,124.70524107557122,B,D,D,C,271.7420294433153,38.852240981770706,-22.074614365071536,0
Germany,Single,Yes,Homosexual,-130.82957012884188,D,B,A,E,22.313248544273197,-31.87615320036991,-97.08914318843217,0
UK,Divorced,No,Heterosexual,21.425688821103584,B,A,D,B,151.82795693126624,-63.13668503666715,-36.66863485768799,0
Germany,Divorced,Yes,Bisexual,-44.64933642825876,A,D,E,D,-73.36423968979105,88.86486496891052,78.96778599158098,0
Mexico,Married,No,Bisexual,5.100211199937194,B,B,C,D,148.1530480266523,177.44094551070503,-19.085340800244502,0
India,Divorced,No,Other,-85.68787184041446,D,E,D,B,24.018502522259862,-194.86359196146716,-167.29443091493758,0
UK,Widowed,Yes,Bisexual,191.90515157266222,D,D,D,D,21.037893957906274,42.25139967129859,-78.45677526689366,0
UK,Married,No,Heterosexual,114.6493829742387,C,A,A,A,18.868330946275826,-153.04872457540142,-18.767193591444357,0
Germany,Divorced,Non-Veteran,Heterosexual,85.50381122484303,D,E,C,C,23.20122428375979,-12.668823517736802,-77.43488417492833,1
Mexico,Widowed,Yes,Homosexual,-118.20273798131969,D,B,A,C,122.42176903722913,-92.14774462728683,-81.14015068576302,1
Other,Divorced,Veteran,Heterosexual,-65.18367349600877,E,D,C,C,-97.10824441945623,-72.00011433564771,58.70408007316373,0
Other,Widowed,No,Homosexual,148.5056051359681,E,E,E,D,-3.0923858575704637,-91.8682459195606,-50.88910330726002,1
UK,Divorced,Non-Veteran,Other,-7.558381144843845,D,D,B,D,-167.9277805651193,-55.940871197309946,29.05045144088264,1
Brazil,Single,Yes,Bisexual,12.752424358334824,A,B,D,C,86.38636761137786,-80.55825464044135,-108.04947854528699,1
Mexico,Married,Yes,Other,-35.8979975153993,D,E,A,C,15.94629461608856,77.35045371000399,-172.14603509704347,1
Other,Divorced,No,Bisexual,-85.56451314776074,A,D,D,B,-137.42889360477147,-12.288525540302125,147.90537780693674,0
US,Married,Yes,Other,-79.2770168887683,B,C,A,C,77.04661037227936,-68.03921770176751,-130.49723122272036,0
China,Widowed,Non-Veteran,Bisexual,-102.88470552648758,D,D,D,E,43.96634943224305,66.56424935709168,-9.933379287680694,0
India,Widowed,Veteran,Homosexual,30.7525439707995,C,D,A,C,173.74170129127523,38.79823193683548,-1.471149380692446,0
Mexico,Divorced,Non-Veteran,Bisexual,125.88826940635384,D,C,E,E,112.96843090270374,73.00623163774273,60.3181689926941,0
China,Widowed,Non-Veteran,Other,-26.213470325403087,C,A,E,E,17.056371486036266,93.50196633111617,93.31345512803931,1
