Gender,AGE,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
F,72,65+,-13.50448248779168,20.78358892588746,A,-101.46129503728059,-49.74026372487928,87.29440435152294,B,-100.60259958538131,D,C,-223.0388775953037,D,0
Non-binary,67,18-25,-6.020578666516582,85.73307287265054,B,-57.599924134005995,-72.82376938658976,-234.9649730791948,D,27.491047868812217,B,B,207.78990095698524,C,0
Other,32,65+,121.59098610611055,-12.992414736568833,C,-18.57882083507462,-173.6832950038102,18.342799409623737,E,-172.98055579231266,E,A,155.5700124148989,D,1
F,67,18-25,-22.905333023332638,141.38484286465868,A,-111.57290210200654,-68.44272686524754,21.434512246528627,E,108.87533503940021,D,E,-154.2934299449084,D,0
M,46,36-50,-79.83165778083318,-92.36276544018793,E,70.42004608171375,-72.14273772899232,35.37811856401524,E,215.00684497136237,E,C,-66.7885475565273,E,1
F,71,26-35,-61.14566525778229,14.128771398973036,C,-24.732768903955606,93.63011432621462,83.66001284246349,A,158.24219526898509,E,E,-48.43351847896666,D,0
Non-binary,47,65+,18.94685813860392,8.491845242657483,A,-101.39142920021129,111.71577573859341,65.66060267953415,C,-38.36699660084923,E,B,53.56599688655746,D,0
Female,79,26-35,-4.5192667972988785,-39.51864072752828,C,68.00643045332949,78.97531276277043,-25.104430361582036,D,-60.41127814973672,B,D,-196.35114573955957,D,1
Non-binary,25,26-35,47.586461731309996,37.830210141410724,B,-4.662625987039733,-17.41334998333478,-9.596957286150626,C,287.5005039299908,B,A,-277.50799082236375,C,0
Non-binary,35,65+,-24.069860810391457,-48.873821561320106,C,40.40344769741605,-121.6017309471715,189.5235676560336,C,-365.5679247376557,A,E,-21.628362590978767,E,1
Non-binary,27,51-65,-253.79767576356707,-112.80524350821386,D,12.323201082399763,-19.539994017489786,-205.69842405118007,C,-109.43424471237316,B,A,-65.0940225151378,B,1
M,19,65+,80.11652893947114,-57.5285060328278,E,-157.3696399405494,-80.44397988416748,47.072241543800516,C,-128.17254114920226,B,E,90.2432626934459,A,1
Female,46,36-50,-155.73178960146717,178.78385762172837,B,87.37319880681538,-121.5784171873002,-26.09306279578237,A,-18.728711846630837,D,A,-138.27560431241193,E,1
M,45,18-25,1.1248396332368393,-37.17005199730261,E,-77.12057581614607,-132.50860396248254,33.111176957749564,A,-103.99283990152071,E,E,133.5575880108677,C,0
Male,67,18-25,-0.5243295270289715,54.790399447690255,D,65.70543008735002,-77.12472435581624,-136.32760895496162,B,74.38811894860763,D,B,25.518969562803694,E,0
M,71,36-50,37.37750161011453,-43.68286055942486,E,-182.3288705847679,-53.92457096994699,171.1253560171083,A,-113.04066323105613,B,C,-56.56141535586229,E,0
Male,50,65+,-6.949372308134159,-131.25314061046825,D,-85.71866922848888,222.2878603549178,252.21809384005365,E,-49.41522300904235,D,E,104.00773149471027,D,0
F,24,18-25,-14.349665497580459,-50.286488269452164,B,-127.61540489428513,-115.84756011283754,143.6379890299716,D,46.56219501156229,E,A,-4.953710018285509,B,1
Non-binary,54,36-50,215.64673846599135,133.04761906493923,E,165.62023351859193,289.21899568118243,27.53851967379642,A,-54.48962377482373,D,C,-91.21366023916455,A,0
Female,20,26-35,-49.25960488071034,28.584470552026346,C,72.54997911850522,72.6405050592685,-6.503935460457104,B,108.79843075559886,D,C,229.08345772810952,D,1
Non-binary,69,51-65,-53.367521378538186,-64.70482438104598,D,-17.356387785111007,-171.79507227679548,42.01680385840753,A,-36.65751030937889,C,B,-29.23239756579769,B,0
F,26,26-35,-54.83481415369121,192.30896545001505,C,-105.50334111178333,5.2517618065826674,-92.22988160222808,E,-58.27645952119298,B,E,13.433171425293287,C,0
Non-binary,18,51-65,-27.861300929794773,-88.62607812678334,A,2.301586521924866,-80.33939317065456,5.994117846327832,A,83.56148393950235,B,B,22.41043922356574,B,1
Female,62,51-65,-55.721986956207544,14.821983239684547,B,5.602780927489921,-202.72141601273015,-103.34133670693402,A,56.585354030783876,B,D,-53.96704973148275,B,1
Other,21,51-65,15.106956255119087,47.41717371283114,D,91.82960509696943,27.712168344844063,-66.08536522224418,E,71.67065290774605,D,E,93.44176316800767,D,1
F,75,65+,-143.440517802525,23.494256728099085,C,77.4629591437716,-61.93901968691461,42.2408037686284,D,112.51650894322667,E,A,116.64103254735427,A,0
F,41,26-35,-58.00533699020849,-150.22244909550625,A,-116.59783668420518,34.700362814419194,122.27442141900045,B,-12.69061721544404,E,C,55.36458494556287,E,0
F,37,65+,-174.02535079573153,83.44453390499227,E,-109.94944244628857,45.4776868550053,100.65718814205336,C,-86.41750651297416,E,D,27.721450481289168,C,1
Female,44,65+,5.8009440841845334,26.3900844368661,B,-97.83338784652635,75.02422988676125,-107.60233313812135,A,-16.609787956337556,D,B,79.50552473765606,A,1
M,47,36-50,-139.06666513374446,-88.05779072799335,D,130.91877014516356,-35.713308192597395,-103.01881764513455,A,-38.64641056270941,B,A,18.397808710552184,A,0
F,48,18-25,103.0031189069387,-26.90409575470914,E,9.946024088951333,-59.77914039854974,-25.143916360969577,B,97.91933450374482,B,A,80.66298359236261,B,1
Non-binary,56,65+,134.91292530367815,-8.09825800960433,E,-31.090581257733774,-245.25468024647918,-147.55648639616285,B,-77.72132307740226,D,B,8.878343680377137,D,1
Non-binary,68,36-50,89.9329986105481,-94.76514279381612,E,-8.44731545827839,-54.75855604036507,-49.22353365366332,C,7.0769699484535975,A,C,75.00214592294934,C,0
Other,50,36-50,103.8465647948209,-232.5984262916554,D,-146.83359304828772,81.59561389902565,38.4347132254718,C,31.33141119264816,B,C,160.68154800565424,E,1
Non-binary,24,36-50,63.78618725693844,100.4928236511641,D,136.1152419388458,-23.79831519525709,-182.92551269516045,E,153.4176867612996,E,C,-33.38720967343131,D,1
F,42,26-35,-240.51996447163398,195.2206394070698,B,-122.52528470046383,39.42917498519445,-67.88972521155806,A,92.11711326265849,D,C,-96.49958331264578,D,1
F,42,18-25,109.78723836284252,-41.34728529768979,B,-0.8243190603976953,153.38185309083696,-132.9546430845068,C,38.722800578586586,A,A,-1.6400384935189634,C,1
M,51,36-50,131.4927000842229,-171.54872173900776,D,-142.5679747796,-124.55399058136788,-26.42495474162745,D,-13.61313944883773,E,E,1.8834855913955857,D,1
Other,29,65+,72.4154594967525,-6.184284925055046,B,55.92289995014048,129.56701739523518,14.794171827835578,A,-187.36340515848502,E,E,-47.043305332668176,B,0
Male,27,51-65,-28.14429704881801,143.71531666455695,B,-26.0700380329611,51.49775727218514,51.37325728544349,A,-100.92218019919447,E,A,-26.92083867924044,E,0
Non-binary,56,51-65,-69.53095066816893,-17.19838461694671,D,-37.10458840962222,110.24033334821324,54.506829133605606,D,48.491949080939115,B,E,-140.90502984013423,C,0
Other,78,65+,44.144546687866324,-149.03466512798735,E,-131.79906124543194,-60.11013856274373,-53.878624445460986,B,-99.22105766333573,B,B,-17.765071937188186,E,0
Non-binary,58,26-35,-150.41338575467654,216.40571111292212,C,-113.25795683978758,81.48907277352305,166.2965528584892,D,41.4403900905028,A,B,43.789333924445856,D,0
Non-binary,59,51-65,41.99847857201652,109.85221136700301,C,1.5356656172946206,-46.633311364834654,-37.43997254903062,C,58.431886976501225,D,A,115.13374579756415,E,1
Other,41,18-25,24.367129936459683,101.17354517756105,C,132.2379813944126,-2.9675405617396082,-137.72942361135384,D,-54.114144081546556,A,D,-65.4587092722215,D,0
Female,72,36-50,84.13638322952404,-73.25054617149142,B,-40.83012990769913,109.86192740422749,160.78680859614528,E,-111.83022500092407,A,A,-150.4240934441549,E,0
Non-binary,23,36-50,108.49510737321975,53.80840846470828,C,-55.2308507480809,-234.43737130223553,-39.07475007315549,D,58.8515734106656,A,E,31.180014803834023,B,1
M,44,65+,177.34206612462535,-36.14652385601246,B,78.65943290343202,-73.2325646134068,93.90287554129614,B,40.6870759777761,E,D,-6.846248787918051,E,0
Non-binary,77,26-35,6.311871156774595,10.51571975688396,E,-81.98709733391055,9.016483105799109,14.612173555357167,C,109.97782538375327,E,A,-115.98442966439973,C,1
Other,20,51-65,4.076454393218685,-86.23189855507945,D,-116.84944472221245,-27.927509895651507,67.62386604314477,D,144.68436056834452,D,E,-25.75980164693351,C,0
Female,49,18-25,36.73459988773142,-49.23528945463548,E,-117.12787630644463,-21.95378812281703,120.59182395207218,D,64.32506609456121,D,B,39.51440213676546,D,0
Male,43,18-25,-60.76089877038058,20.689178845487962,D,-3.1137467417861875,70.79604703936565,14.476249413389159,A,77.48733682709295,C,C,99.78586692922777,C,1
Female,49,26-35,-3.274043360144007,-56.551029870756444,C,120.0675581899466,42.29967682149094,96.93818189711746,D,-101.7633661909388,A,C,-10.144584649761395,C,1
Male,63,18-25,-82.1694753638857,85.47029387772409,B,69.04859609953078,-90.29151348006685,-105.8827739128154,B,138.26299888980608,D,D,76.4500800908682,E,1
F,24,18-25,28.81421830337602,73.03541257547921,B,-62.576462086083765,-18.955059669329508,64.95108113676812,C,-230.32332494320534,A,A,-132.3604246934009,B,1
Male,56,18-25,134.71460915572285,167.93213526181265,A,41.73175528034838,123.65909602109258,14.600400544186186,D,-86.6161569949562,A,E,25.46356448638037,C,1
Non-binary,33,51-65,64.49275393185133,-151.92896523832147,A,-4.583740866372551,-28.39289969758891,-108.53108507204048,A,115.71535460951654,C,D,-48.80504947909705,A,1
F,34,36-50,-121.22457721073778,-71.4475547706231,D,13.500185426563412,4.908304818260183,-9.6143338894622,A,-114.23905154751739,D,A,-233.74387964482173,C,1
Female,70,65+,121.05108232135507,-130.6495016721688,D,132.35015446898154,-185.01913026489953,-16.806487337026194,E,-21.02117342834831,A,B,44.11766784419955,C,1
Other,45,36-50,39.53524372521666,-41.47815456056305,C,61.21329146867581,-170.29360936883575,-50.05884274077624,C,123.86339723746448,B,E,58.56013405489014,B,0
Other,52,18-25,39.87632668297626,93.6240346348262,E,-157.10935796134967,115.8884571208541,-19.327719942854955,E,226.5690119386783,A,D,121.28460157083158,D,0
Other,68,18-25,-257.6117474099735,97.51630353105152,B,-131.11006302982025,35.95111581978993,-23.50553927245413,E,-4.45354396797822,E,B,-99.46877195537517,D,1
Female,60,36-50,-41.414021923871914,101.29893812071784,D,-0.43778445181039977,-88.30292678553074,-53.023247029887344,A,-128.4164065165525,D,D,-67.05825116615904,B,0
F,66,26-35,-91.98724720592169,81.15256471829673,E,90.54017106536332,83.82949631247577,-166.68997285898575,D,-8.366741973874795,C,A,-78.26249791437822,D,0
F,78,36-50,24.048175683584866,41.63778375239555,C,-5.036003901139811,142.6882428255072,48.96887110179089,A,-66.38136434609054,D,E,18.53519157156332,D,0
M,72,18-25,62.08521962987577,17.640304344221402,B,3.935219341126666,57.1354914752139,9.475870988754915,E,-54.95310404959468,B,D,69.75878046336062,C,0
Other,56,18-25,65.26356855846277,109.02901944892704,B,20.94425868490375,-3.5415535123465216,137.729865987461,D,-175.33011823567534,B,B,-50.34075114247963,A,1
Male,48,36-50,116.59468890343085,-75.83905036893972,D,-29.68640069823151,106.2326435881006,-12.009625287113854,C,-101.10157233423497,E,E,-70.96564379442233,D,0
Other,63,36-50,59.07839062325891,-129.00906157702866,B,57.81408865424715,19.31852297186841,124.03923162205821,C,21.47598740855895,B,D,-69.52544378144259,E,1
Male,78,26-35,66.44703829128949,160.05804887519938,A,-92.12415297379086,-6.902191010020217,186.92730620254306,D,98.62560494360335,B,D,-62.91456671456097,D,0
Non-binary,63,51-65,-102.48855056948108,112.55324063356287,C,101.59468773441607,217.53118925418215,-102.86551882421028,E,-9.468542286354689,C,B,-10.528945776689143,A,0
Non-binary,63,36-50,46.15567274213463,-108.186025023959,E,-198.71889892338305,29.14987740260248,-274.7529226413457,A,-107.97513788789573,D,A,189.96952967093557,E,0
F,67,51-65,-111.22393756018423,69.36758242754372,D,111.10044260608502,74.21333343577464,41.03525663256234,B,64.66546718392951,B,E,-99.38890708822464,A,1
Non-binary,71,18-25,-133.76895996363697,16.925539814893302,C,79.53953570779345,34.72638207377915,-253.107201409143,B,92.5787169416274,B,D,-119.70925407801283,A,0
F,65,51-65,73.34289106256304,-16.054916908120674,D,16.32803887312336,22.840669901431593,271.5949892202465,D,38.68424246546536,A,A,-135.22447050665568,D,1
Male,59,65+,-212.48648973685525,-87.24623187518432,C,-94.12623085526857,170.5910519931466,-178.96665588857385,D,62.74154527620117,B,D,-36.36843972937959,C,0
Other,63,51-65,-98.51224325051734,181.51413833376876,E,-24.83728992423501,67.367168964163,10.325953125268388,E,-95.38128620844438,C,A,137.06787549108452,E,1
Other,48,36-50,69.03348295281553,87.01343926829016,A,18.19246007562513,19.37751630415973,-199.04572230651618,D,-243.84082658745916,B,A,-130.57442242345127,B,0
Non-binary,49,36-50,-34.24658775024182,-30.003428352543825,D,-77.3503913627581,-95.67910676036323,25.12151447656435,A,32.450499560937175,E,B,-92.1352133023584,E,1
Non-binary,69,18-25,-32.54248521690695,142.55925627106015,D,-52.19774590730235,-145.74803933537717,-14.259624992541445,A,6.3759912166004575,A,A,196.29794257603717,C,0
Other,20,26-35,121.47034840355903,-15.689920187663638,D,-19.254897983488107,-23.21370120024163,-249.84113646346376,A,40.80345439540454,A,C,111.30769254677253,A,0
Non-binary,63,36-50,88.75383396813582,-17.78991451809127,A,14.635884187153996,-74.14946567164631,172.99928725594015,C,-87.49895237964141,A,A,64.19665830808023,A,1
Female,48,18-25,154.26870377369391,-49.206990716979554,C,30.49419834975587,-104.64552190856134,77.87657454501328,A,-116.17979391951746,C,E,-69.516210197345,E,1
Other,62,65+,187.5214408805357,102.97269362704591,C,79.30074041154049,-141.1653630558104,17.220355846362857,A,-16.190855733473157,B,E,138.83340879590082,C,1
Male,55,65+,-33.95287702138432,-176.41958581562733,C,-173.43538400858256,170.93459768991175,216.28868117336884,A,55.045783820283354,E,B,-199.8309055067957,E,0
M,43,18-25,-105.44274925670281,-25.00616423406392,A,41.966425735093466,-73.72948894311077,167.1963324274923,A,26.393484376942954,B,D,156.62321401417654,C,1
F,36,65+,79.90134084616382,51.744783914613905,D,-46.35133314799617,-138.01206589149794,176.58353704485094,A,-0.02585135874808732,E,D,15.951473765635733,A,1
Non-binary,52,26-35,-100.49993675757327,92.1411438523119,B,-73.27166581480508,-19.234703878021648,47.11085209398347,C,3.7167575869705343,C,E,69.59311648482903,D,0
Male,49,18-25,-115.59701150830726,-34.73621153130582,C,-143.11657781593888,98.63598152422743,-24.3822764823632,A,-91.16814999272326,A,B,40.4120569064901,E,0
Female,26,18-25,33.67057890397705,14.916492577178946,A,-26.543929562072343,-16.210109701459434,89.4141207499841,E,12.292335601783883,A,B,18.388547930717095,E,0
F,78,26-35,-86.89506567604877,71.40212622888707,A,-11.164148793415388,28.757896667438835,129.8318893704205,C,-44.9347782392841,C,E,-33.14604205052728,B,1
Non-binary,77,65+,51.06755018225617,-69.46460258407726,A,24.922152077097433,-214.1445709277202,-79.28999475181354,A,246.32580402346238,E,A,21.889427739640833,A,0
M,74,36-50,5.341007609907727,32.02887604985742,B,56.5579339487249,-122.03492676185452,-90.98563288791861,B,26.31938983866097,A,A,10.351889032112101,E,1
Female,69,18-25,-34.34467286468163,-7.900560363357403,D,54.54244484980455,121.54577961132709,-19.476532574649863,A,26.636298203038482,B,B,86.95194004633123,B,1
F,25,65+,-194.7517653438583,126.65735136629817,C,259.86293627175905,-66.36965021770553,-63.58153167558412,A,-2.1781920724447645,A,E,-226.77974402547264,D,0
Male,78,18-25,-8.142243237266959,-8.500219240438492,A,-37.64266287490451,1.3717172849018926,88.03023410214934,E,135.88712564233668,B,A,-13.888901523593441,A,1
M,43,51-65,-126.12112423544674,-22.174186464580643,A,106.38821312235169,42.001593654754295,-20.19461920908567,A,76.13329834390845,C,C,13.449699904534265,B,1
F,68,26-35,234.86288682915512,167.2140455929928,C,-112.00945247354845,-4.696427394172772,54.69956673654147,A,180.53256090532673,A,D,65.2997846341469,B,1
Female,25,26-35,-106.60240584652358,-7.821310833497005,C,-65.80086068259611,-16.75970525491266,24.736046040343307,C,82.61725777593541,A,C,-27.74209813772572,C,1
Non-binary,77,18-25,-42.408047035688945,8.453394316634158,B,12.895026263864237,22.22158045033892,51.807057614923444,A,-23.007664533571777,E,E,-20.126935328728912,E,1
Female,33,18-25,92.83057412897638,-29.351344137748413,E,176.6795155508446,-103.85843148316792,4.634936532158679,E,-5.624307270814878,C,C,-40.969490904498606,E,1
Male,73,18-25,97.10873576550469,-83.98523365251617,E,18.360086650957637,94.77856255719932,11.321120350810496,B,63.43463121464177,C,C,10.192250359415345,E,1
Non-binary,46,26-35,-69.05908844936503,-277.631063045446,A,48.63021432184665,-92.53878890459909,191.70450373674706,B,-143.62735411187185,B,D,117.97543152163654,B,0
Female,68,65+,18.293402301687127,81.51068126849506,A,-230.75654614380144,-20.38577375302737,-233.42959264123579,C,39.42556916434397,D,C,-36.808314156397046,D,0
Male,74,65+,-32.359749078692026,-13.34631239849607,B,9.070760407107835,83.99121678981825,11.343278918463124,B,105.31585655043733,B,B,79.86114360904104,B,0
Female,77,51-65,32.94183215375769,-127.719249141039,B,5.442446724362153,-162.36123588962147,-93.75757624000356,B,72.33235294051364,B,A,63.63952675821203,A,0
Female,72,18-25,-112.27902984251668,189.26168888937994,D,-127.33474974335246,-89.13190238727195,83.89355584515404,E,31.541740273723125,E,E,62.20365928932034,B,1
Female,38,26-35,-72.48201462801717,175.5602830496521,C,-30.85781687684785,264.7448376315835,60.15486905757284,A,127.35798736761907,E,C,136.86407817941438,A,0
M,21,65+,61.39592054465961,74.67444285479219,A,-38.74927599735176,117.2418661470903,-63.92493581521782,A,124.28989236732227,D,D,54.06691689840405,A,0
M,62,26-35,144.6562576857358,-41.07892997577765,E,172.7678524395768,-74.09216227084293,25.94703864607223,A,-170.20348547853803,B,C,74.52744775630916,D,0
Female,73,36-50,125.72495407051873,-194.42852713563073,E,15.028288077338384,-184.99985542084914,-19.25677598911253,B,10.418197494259106,B,E,-42.975343210307,A,1
Male,58,36-50,5.278431512508859,-196.6674348969925,A,-66.78031347103094,14.40522421934936,-20.22422469011781,B,-110.52491957456748,D,D,-34.75077609456781,B,1
Other,72,18-25,188.34342991745356,-174.54373823246584,E,3.5119520263646913,-45.84457640502484,-121.784702923262,B,-136.98435347945207,C,E,-96.99913445158089,B,1
M,19,36-50,-145.78603730108517,31.386137988093953,C,-25.692254962865093,-66.33513106093811,193.79011258400948,C,131.062508958346,B,B,-30.623267188548937,C,1
Male,29,26-35,70.49788659835396,-106.50715936104727,A,-48.06020972716457,20.32720853531922,13.563329192241843,A,28.084637470797443,E,B,-18.384887167330277,B,1
M,29,51-65,12.326734836590674,-174.45244419419325,A,-55.973005175379,-56.46006361979822,101.02087917119691,D,21.062722235776814,B,D,130.79447557010405,A,1
M,58,65+,184.8178189991549,-181.11553245910474,E,53.38098317107246,226.29878407840943,9.933721144736237,D,0.9661644745920337,E,C,-77.8271911993322,B,1
Female,68,26-35,33.370554633108476,-117.87901628639663,E,-51.727770001519815,-77.61061285877702,-46.97545316509413,B,-71.60455799271973,C,D,49.647728719607336,B,1
F,37,51-65,11.784231533263483,-163.01128808644984,A,117.70057402314254,21.11864411742071,-130.0029104257042,D,76.19530521047389,D,D,-136.25704865789902,D,0
Other,77,36-50,48.715254798025484,105.99169483708776,E,154.4214353081044,93.80570734552096,-98.59242275684554,B,-9.366812053643017,D,C,24.130597782854483,E,1
Male,70,26-35,-93.69773476129917,-17.56467579571256,C,245.42517176192464,-15.311127064337612,-83.46636341228688,B,103.84858475210059,D,A,-128.11014517592795,A,0
Male,36,36-50,-73.41705827436253,27.367897280070412,C,117.1582503869949,-23.520349955808033,-158.63574982343522,D,182.63040599584045,B,A,21.55691422792703,B,1
Female,56,65+,-96.8951211691138,130.1946485716017,D,-89.02018550488704,112.94655363770151,35.98668192626754,D,-92.83913247487583,A,B,-79.18289775950782,B,1
Non-binary,25,18-25,-154.2532366316298,86.330212816414,A,-101.61480786489543,22.15052410831904,0.09281997200670421,C,5.8510711800509885,A,C,73.29128406780579,D,0
Other,73,18-25,-48.94579151867504,52.44186698637423,B,162.01416763479054,-83.98410358140896,-112.75487333459225,D,33.70344142771619,C,D,115.94429159350817,A,1
Female,67,36-50,-79.62799115803026,-88.28351341049448,A,-80.70797495348202,-134.93692712342593,-10.803139204190385,A,34.9033930787534,E,A,61.98243602932071,D,0
Non-binary,69,18-25,7.766770000397905,-66.66256474642745,B,-98.04225818941028,-74.11085692428412,33.76765584117017,E,-13.09437669532312,D,A,-18.095829572652818,C,0
Non-binary,32,36-50,-77.67797446096777,-107.24563903688309,A,85.47198336378861,82.36631370280763,26.654433833593966,B,86.01783795114241,E,C,98.84527519634803,E,0
Non-binary,58,18-25,-30.57617696627671,-1.3597001569509313,B,102.82422452523718,129.66178023985387,-27.672080189510893,A,-140.27434096092614,D,D,153.53538264121184,E,0
Other,43,26-35,-246.40620384220492,190.3218485485573,B,1.883424298009544,-173.33827311506406,-75.04193028364742,A,112.25178915454863,E,D,189.99430772935108,D,1
Male,39,51-65,-68.27494299866656,71.34345211674876,B,354.07530817142435,-21.432070654692854,149.46804153789512,A,61.74099196660988,A,D,-111.97717313873132,E,0
F,32,18-25,-103.99356952847614,144.34390966141382,E,50.92937864992896,45.87936332937483,-93.93525231647054,D,43.50620866786528,C,C,94.04262674542316,B,0
Non-binary,44,26-35,51.57331920488141,-49.08430805062166,D,-60.53559092086621,9.0496696430517,-49.03910693694019,B,187.0133455325991,E,A,113.3990300509388,A,1
Male,27,51-65,63.85583838305904,-39.231366521297595,D,43.54371442316006,-61.10007535889586,-182.74170324172894,C,-42.769902113727476,D,D,-26.240913784453586,D,1
Female,39,36-50,50.85705787243629,-33.46287440416663,D,-81.77537295054789,173.36681366201333,50.55497437475901,B,-47.23305878148855,E,B,-50.11716062157552,B,1
Male,28,26-35,-58.53892296714483,53.979208065376405,B,-2.7075100653668107,101.25817568461429,-265.9058391496459,B,167.21299774311257,D,C,118.5534165157547,B,1
Female,65,26-35,-60.31339927000595,50.96169244217557,C,-36.77181328048141,56.0101546115239,-108.93257881773091,D,-86.5813722556111,C,C,89.61934237114222,B,1
Male,68,65+,-72.68068923099923,76.66855420271432,D,11.24936964633839,-183.29352528824512,-93.96250475529064,E,147.84333739785825,B,A,-94.7889208515907,E,1
M,35,18-25,57.120120237220874,261.4337925482374,E,-3.6142323509291105,98.64377027452232,-75.95692065750654,D,52.27444384862435,E,B,-62.356183483903834,E,0
Female,26,26-35,-210.8561932469546,-38.104825439780946,E,-35.130786398194395,-98.82434285891672,-198.46484506798902,C,-161.31122459743838,E,D,-66.45611882101878,D,0
Female,18,18-25,-112.99775047331264,36.32071585943716,A,-67.5155681135216,-95.83067303444469,31.31726638147526,A,65.15486736766053,B,E,20.474176780142344,B,0
F,23,18-25,-139.34739001108446,-73.78999149583264,B,82.88407518611874,86.8826437036376,9.109047509651436,E,-50.46173150618517,E,A,-73.99145318956,A,0
Female,28,36-50,-89.4502763789469,15.220817378531496,D,-64.4393638560461,27.16060259316543,32.047083457989636,A,-34.939419653946615,E,E,-29.236605321421223,A,0
Male,51,51-65,55.438437017739226,-38.437969400466336,B,-98.4512460679035,-107.75784311588201,-58.166574669699514,B,55.58150179747406,A,E,59.104643959133675,E,1
F,19,18-25,55.772504417121446,-51.165854580359614,A,16.830807702013267,70.49256124583735,40.38799490177676,C,87.98829952650533,B,D,-12.680397242360108,C,0
Non-binary,67,36-50,31.574785779902577,94.71169752364763,B,86.1214908296982,-15.837157421725967,-193.5803595002237,C,-122.290900720354,D,E,-48.51974148385284,E,1
Female,44,51-65,-41.11313328825835,-42.136689451225955,C,-102.96229032617595,26.632110849169806,18.404940633217503,B,-7.223574564386938,C,A,-73.41061895235022,D,0
Female,38,65+,48.19871102256516,133.39959833987177,A,-67.17499942806147,8.212516574271362,-176.30557792466072,D,-123.93013878801884,D,C,-30.723636365772766,C,0
Other,24,51-65,-80.66296890592689,-44.41513306057327,A,134.2078081708338,-127.21328011481982,-61.60972847332291,B,98.09107525005295,B,C,193.4364486132434,C,1
Non-binary,31,51-65,64.02499604079196,211.70866447496473,E,-12.860970965492852,-76.09065310784156,71.97578428189189,A,-9.267723449304608,E,B,33.53639207431359,A,0
Non-binary,76,65+,-185.409753747743,42.33435200560328,D,153.48390462846697,-10.613745463199797,-37.92203415796966,B,89.77686716386181,C,E,60.09141567805052,E,1
Non-binary,69,65+,63.237960306613004,7.859314900751076,E,14.92936139737909,-85.05896492087179,15.750585992361115,D,-31.243889293310673,D,C,124.86579752234228,E,1
Male,25,36-50,166.32331881919353,-89.68473213293208,E,-157.79362938498645,31.908273924917264,91.22894950718059,B,-11.906111195843492,A,A,23.85304627775384,C,0
Other,67,51-65,-123.39381755465342,-134.01573108877162,D,-134.33060905025465,-22.782724933539622,-31.961067340602728,C,-19.152719509488865,D,E,-200.5627302343973,A,0
Male,22,51-65,-148.0540169644305,153.81036531594557,C,-38.38684383528891,-165.84059758113062,-11.137023674523078,A,15.534035927477738,B,D,-116.45186238232674,B,1
Female,37,65+,103.98920223117626,-181.61982596815497,B,-75.13231248466212,-67.53760301842043,-41.47024521254386,C,66.2203057501651,E,A,-45.117105648620836,D,1
Female,79,26-35,12.410813904122886,93.36011970253631,B,-29.119734763678768,-70.48801649427507,22.66111069070327,B,-34.12676424535959,A,A,109.32322307826976,A,1
Male,76,18-25,32.17674146312177,28.40551573179175,B,-254.59407103681943,-88.80558879329237,42.65964729232313,E,-1.715645455189892,E,D,136.20903568112652,B,0
Non-binary,67,51-65,206.63140926538915,4.795973449757301,B,29.900236573321365,0.19017853456731737,78.36874447473507,D,-15.776713806491205,B,A,25.59132425176061,D,1
Female,63,36-50,-56.58779660876645,-76.47564909138302,C,23.359330108341272,48.66535535021945,-164.16907541683207,E,31.546326112032247,B,C,199.33406884723885,D,1
Non-binary,37,51-65,50.482161393455215,88.9316003119895,A,-148.7320912258344,-114.18218676967969,34.54362565699602,E,-35.55142884264952,A,B,63.02731198874256,A,0
Male,34,65+,-8.101124306612254,55.67158429481916,D,72.81479209582537,66.99463703495698,154.52234607373245,E,130.06972144741997,E,E,80.37706289748515,C,0
Female,42,26-35,36.39777148574593,-8.278792543217044,B,84.63350672897843,82.15438133657265,-82.25842062503385,B,-182.03564777904472,C,D,118.6100471613442,E,0
Other,25,65+,121.4829686137445,-17.357748266413527,E,152.8678371646046,95.88896387242455,-7.1779247778627795,C,20.518696061298648,B,A,32.33690300584723,B,0
Male,65,51-65,114.78724652947005,63.228423745247234,A,-95.50323143574681,-79.6900401468338,-147.2625207572632,A,80.96651784332379,B,E,-95.5010421247415,D,1
M,53,18-25,46.1488977790376,176.3100824155959,D,50.13792819625715,130.87120205409101,-204.85924664921393,A,136.3286306748851,E,E,-36.37670502977833,E,1
Male,32,36-50,74.34937520822008,-43.54504058326546,D,110.87034655307077,107.70221591641193,60.089692364638445,D,66.38975355935105,C,A,208.21171711609554,E,1
F,71,36-50,-33.78230740149441,84.15987703429093,A,-4.739787395891654,15.22092572723641,-155.96992863046114,A,150.6842740325441,C,E,3.454783121883679,B,0
F,69,51-65,88.57756215849332,170.59388165317753,A,227.97563935984888,-97.90281966305982,-239.27920741662126,A,-24.323194380956654,D,E,-3.623847410230061,D,0
Non-binary,44,51-65,73.36024020534661,-126.38632145579966,B,-39.20070807118947,5.557240872286017,152.244501506511,E,-24.913587283806823,E,E,35.94582799544958,D,0
Other,66,51-65,32.24537703708461,13.895413430706174,B,-106.51307222638573,151.96644413868225,-121.30844646040157,B,4.383321245657693,C,A,-83.66357313581003,D,1
F,78,51-65,11.906453949060744,86.5323674604435,D,-137.38506523845578,-66.82425225762799,44.31394211074431,C,61.71679482011062,A,C,200.2792593907981,D,1
