SEX,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Non-binary,26-35,A,C,-7.459405223260409,E,C,100.8335595972481,-5.05004000867523,-147.9282824745304,D,187.46196230027334,107.1436782989233,D,-51.596743738686854,D,-126.72604979409752,B,0
Other,51-65,E,D,-196.95946179017588,D,A,190.92286447823744,77.6530675285905,-34.04162013610057,C,-48.689891211082404,62.842276253287125,E,-106.70485053433507,E,-206.60113531882556,D,0
F,26-35,A,D,26.443960617843587,D,D,41.548214491396024,-65.3716353702565,115.86863913749286,D,-68.29901552505818,95.17583747519552,A,17.35267095061575,D,171.6015970363228,A,0
F,18-25,E,E,-35.044754198092896,B,C,136.25859045420495,-14.4394288580735,-120.44595458901541,B,50.309924462282055,205.0459944491667,A,-273.5605952987722,E,-74.37093113386517,D,0
Non-binary,36-50,C,C,135.8704327885204,E,E,-14.137392504123811,-24.171117422582693,-186.2044935170791,D,59.430955147373034,-71.3992525407204,D,81.81350378537651,C,158.4650130578047,B,0
F,18-25,A,A,-186.24187112670353,A,C,36.42439924523011,18.687886990207243,62.78756351413859,D,97.887391623904,-75.89774005501646,C,6.508539752481979,E,-153.02506013045425,D,0
Non-binary,36-50,D,D,-77.65960990962022,C,B,107.95093721076444,18.311114160317395,-14.05401157640924,A,241.44260012059559,-70.47305311035846,D,-31.593611983541876,A,-77.1904760571923,D,1
Female,36-50,E,B,-34.20541883336918,C,B,95.01096585169176,30.35869561825124,-145.38361456030765,C,23.144708186386048,-82.2471438008384,D,-2.8102159630233285,B,-59.35515946312149,C,0
Other,65+,A,E,145.6475804618466,E,E,-78.91039773819347,-155.80781021352723,-197.24514214589192,B,59.9432971470765,26.88619156258528,B,-47.69665996476075,C,-111.91370423995595,C,0
Non-binary,51-65,C,D,8.255205413117073,B,B,0.17431445417100178,-27.183531706181157,141.4097729890219,B,157.22871813013256,-33.267256511470414,A,-97.68984371051491,A,45.762976793150074,C,0
Other,36-50,A,C,84.07010987183592,D,B,-174.82193442910233,-50.77495705589372,145.45241465610098,B,-188.0936801685252,-96.48878000700142,C,-80.61952905108755,C,83.01127130176525,A,1
Female,26-35,D,E,-140.93967927505284,E,A,23.15303859606029,-124.81363127506935,-31.899580203419774,C,234.06577441575928,32.14666803765808,C,2.8269073397611177,A,75.21773046207413,E,1
Other,36-50,D,E,-22.117098791993108,D,A,-59.49915360970505,-152.55967328929466,110.33495245172669,C,-145.47760655587066,-10.204941195524416,B,15.888244533797094,C,77.46175956613813,C,0
M,51-65,A,C,-112.63006185547866,B,C,15.974705698947172,-102.44142580567758,-90.27541977978795,D,-114.53528408491009,-7.84360218772358,A,25.411608015239047,C,-156.39425939643837,A,0
Other,36-50,D,D,203.1411467479939,E,B,-61.79698379458131,-61.8629678893125,-5.083604545483275,B,91.65807532438596,-16.14558062650155,D,-91.9554808597244,B,92.39091660178153,E,0
F,51-65,C,E,48.84895226454944,A,C,86.78091246781777,-10.92560184135602,-110.44102064909809,C,-126.17091950254749,61.92114459548914,A,125.68038827892882,E,28.47883849217897,D,0
Non-binary,51-65,A,B,106.59453349382377,C,D,163.42459891313013,-104.17046520554946,103.65745569074338,D,100.32996809139145,29.323263852950948,D,-54.29973812102287,A,-44.6649609549436,C,1
Other,18-25,E,D,292.7722394544067,E,A,-122.86303872493309,-126.58672509906734,-62.06843873062559,B,104.71407240574445,196.19096424416801,B,93.52400485612854,A,-147.93686600922717,C,1
Non-binary,36-50,B,A,-215.02755735114613,C,E,95.3017580094911,-83.40480938204455,145.79210795966816,C,91.70903057539817,10.980280374368535,D,60.24540352319768,B,-54.24902109643094,C,1
Female,36-50,C,A,102.06930304447523,D,E,-73.04204941027618,-237.04423617651412,34.340180237951515,B,-202.1193413506674,104.25434087020989,A,27.585519783886227,B,-136.21249211732294,A,1
Other,36-50,A,E,26.38308797161109,E,C,-175.79327364889159,-80.16234276947414,-12.836775208196638,B,-129.0471766194935,147.45499085956962,B,-17.629869828061892,B,-3.8623778276637286,E,0
Other,18-25,A,D,-25.904260286034447,D,D,74.11995225044542,66.84260315594648,12.465641209675367,D,55.3661479706826,-61.33309270983425,A,45.64343320705226,C,64.687657560687,E,1
Female,36-50,D,A,175.65382763034356,C,C,-47.35936869598979,-6.949974491210274,-205.4099231502805,A,90.57504073181347,-125.68758282747527,D,26.20051867417353,D,9.742737972493599,A,1
M,51-65,A,B,124.3477217691165,C,A,-89.31203702831208,131.0967865951205,46.07272470465248,B,-72.82132349586365,283.8617879166028,D,-149.62135290905272,B,78.02119249118766,D,1
Male,18-25,A,A,145.59601173067475,A,D,84.56841452448742,-0.94983904159482,-23.29236477735402,B,-104.37541174555776,17.089115919019424,B,-143.68324607707578,E,-144.0874640955179,E,1
F,18-25,B,E,180.80713169706266,D,D,-80.62552554935922,-96.24053391573698,106.79272483729567,C,12.79816197197954,175.89481743436482,C,-26.657127750383037,E,-37.03917586830723,B,1
Other,26-35,D,E,85.63783710647816,B,A,3.3844843262166755,75.6449692087581,70.80567547751949,B,-64.75093722879883,150.7178248889912,D,-59.60853779779646,A,36.7001703201122,B,1
Other,36-50,E,E,-1.137484604281938,A,D,29.08123249584886,0.9141730327744775,27.654098964229835,E,140.658805928663,-38.97751302891219,D,35.69249942586201,D,122.9584304536062,C,1
Other,65+,C,B,-265.8889085424148,C,E,-135.83618563543735,-133.17166726432825,15.854670287275813,E,112.70349129038738,141.15455095707068,B,-13.441699979801289,B,-119.13715921180159,B,0
F,51-65,C,D,-41.73788846034033,A,E,-26.62981648024089,3.492224156909755,106.52932007878545,C,-200.9297102694271,-66.2368571464118,C,-35.007674343030295,E,48.7250034064716,C,0
Male,36-50,E,A,-73.4876525644856,A,D,26.586032566676394,69.73599222562108,59.496159201494194,E,-36.14126560198782,11.926891841176484,D,-40.00497607108647,D,38.57817799502695,B,0
Non-binary,51-65,D,A,-123.8096305453548,A,D,-37.248359065487726,53.66696334249505,16.12922482767683,C,-145.29614833181378,62.98523004648654,B,136.918545546012,C,-9.954561859511578,E,1
F,18-25,D,A,-86.43675486046573,C,E,101.0381946099254,-54.0267543192372,-208.61088318417248,C,232.79062583622255,-47.7788594603547,B,16.560249812224928,A,143.2059348120972,B,0
F,18-25,B,D,-50.206193766583674,B,B,156.33188345120433,63.4679437183877,221.75193769363628,E,-24.361280571081913,-131.80123086346012,C,81.72123894457897,C,33.58654879333484,C,1
M,65+,E,E,33.965597655096744,C,B,-1.604451293581099,46.44078445195334,42.68702994520409,E,-54.79104021626809,-1.7264936432223696,C,35.026182162721945,E,62.53489039941693,C,1
F,65+,A,B,84.1224927776216,E,C,-24.114635081514948,-76.77327503895745,126.26716251309837,C,8.590056721226201,-103.04245940055236,B,52.7131462433651,B,-83.47782759896958,C,1
Female,51-65,D,B,36.84908853172297,B,E,-99.00407422241575,69.97662627754617,-34.186395056453264,E,26.5939561164841,-21.54266542016747,A,104.55680885219027,E,-54.108999471350735,D,0
F,18-25,A,B,-53.36465816063829,E,B,-59.195230321171266,-26.087296368065786,45.781807439837685,C,-196.47297062949522,56.10684147166566,C,16.760897664927395,A,54.59859471951901,B,1
Non-binary,26-35,E,D,-33.82534539181098,C,A,-58.307882629817954,70.67991867722462,29.264572362309853,B,128.92357844794464,116.74809739373977,B,-3.0511374340643154,B,142.36919980193775,B,1
Non-binary,65+,A,B,-37.01439764454339,D,D,-40.65136366865143,-104.81475810023817,68.86639649235936,C,-115.59545671593301,-45.60777861838169,D,49.393683197612454,A,196.2839258748439,D,0
Female,51-65,A,D,88.68586241434173,A,E,-91.57360434239875,54.77629423807958,-55.85215562322694,B,-62.421237769742596,-19.911374254093804,E,105.82018233805219,E,94.70196167915364,C,1
Male,65+,E,C,204.508235837885,E,A,-69.75462562040744,-28.924555240789022,-128.67521952972055,D,184.56794947956553,-59.82146174243057,E,149.1403496850844,B,-113.12406206097123,E,1
F,26-35,E,E,-56.93485219319637,A,B,10.117329600301655,-11.3886491957148,-89.66418487393729,B,45.28156201386945,-71.66373140917977,C,-69.27898409224548,C,11.885615799827882,B,0
Other,65+,C,D,104.23929430630412,E,E,100.69951030349404,106.93853698880535,106.16941329386043,E,73.15196013330899,31.08859416015015,C,-14.468926812601989,B,124.39437490104244,E,0
Male,51-65,E,D,157.92160860288485,D,A,-63.558474923945354,94.31128943689944,158.0577204957087,B,39.91564438629507,4.461046106772662,D,-52.22867326249157,D,138.9930623716258,E,1
M,26-35,C,B,-8.399265753110715,D,C,14.54404895029611,-10.088358266755282,-6.714135435074067,A,-25.250524339459208,105.5382742177992,C,15.630365681006852,B,42.3227033567478,E,1
M,65+,C,D,21.45100876961059,E,A,-61.57661182600405,-43.36616781834419,73.78495698064536,B,91.35604464240156,146.56718164189542,C,-161.2568485250701,B,22.71318349027743,E,1
M,51-65,C,E,-162.00619201618682,E,A,-168.92708326717784,229.91608168038618,98.61670508630942,B,-162.16405248918326,-226.19518074945915,B,61.66792592789475,D,66.38061883193741,D,1
Non-binary,51-65,C,C,-107.14369036998339,A,A,-4.658047561925665,-112.45044069155522,11.623223961554165,A,149.94050323550584,151.74555280368403,E,133.71080904930312,A,127.59124119220809,C,1
F,51-65,B,E,213.53907643820432,B,A,108.82428695445243,-125.99017157881738,213.9217655129618,A,-153.34318511701605,-48.98757793950426,C,-97.38402420037133,A,48.76025468347129,E,0
F,65+,B,C,-120.15070195594187,B,C,26.29219422079175,-89.98215010152623,71.9952626174101,D,66.58116942362744,-190.30121038889482,A,-139.91186545251813,A,59.02220193715794,E,0
Male,18-25,C,A,35.769222540378,A,B,-70.48215996354733,-63.84924875203111,-2.781087815381332,B,59.38848934812621,-31.625861912388014,D,-172.1122842878257,A,-49.267996476155005,C,1
Other,65+,D,D,-67.1706317812027,E,D,-58.69834152665552,64.01075998366568,130.457243009972,E,-38.268254845372624,-121.05338074897102,C,119.89961704727608,B,-86.36050413631851,E,0
Other,26-35,E,C,38.302082130715014,A,A,-58.21223898212967,-103.96432222933156,-100.81817665438417,A,60.04033872720457,-26.935673717165077,D,-85.89220717119058,B,-2.4352486574129975,D,1
Female,51-65,B,C,12.676547251760436,B,E,204.54365418732633,-26.343997254696696,-21.86234540981119,D,-133.07990235617763,-76.0312937765378,A,-39.77996617195978,D,38.74685290837701,B,0
F,65+,A,D,-52.65408819882781,B,E,2.1970853165187574,-15.024135863969779,-0.24344070426536604,E,-134.75640052122998,152.86435976114723,A,50.93993036965635,B,-8.819629935685045,A,1
Other,18-25,C,E,62.470650867313225,D,A,-87.5837460966036,163.36205270542092,60.38064051625742,D,-52.36142705175375,-30.907182083025038,C,144.7009382792536,D,28.020307593128685,B,0
Other,26-35,D,E,34.20404821981684,E,C,-96.75546688752507,24.29644238027787,-4.197954602618723,C,25.836675467746694,76.77550198825813,D,158.26345201673792,E,-30.43976255475,D,0
Female,26-35,C,E,-89.54923364449763,D,D,49.5947907608433,-274.38657630772025,-53.34939129698116,D,11.37132686441899,206.97078681580945,E,0.4276803258372595,C,48.53648130395882,C,1
Non-binary,36-50,A,C,-210.61449638354784,B,E,21.028190639096454,-20.736823797878014,-35.967519331390044,D,72.31583893485198,-196.97818751834967,C,164.6607997781199,E,-13.741000982066248,B,0
F,18-25,E,D,-57.493364188214514,E,D,99.21498309630712,-15.682242330749865,-8.09900665312912,A,-70.64604431764802,145.28899746059415,A,-8.220256077800173,B,49.56507124080275,B,1
M,36-50,B,D,30.26712535982128,D,B,41.76528364344272,125.13539830964157,-69.12721669802612,C,56.48391512197233,-8.425408799199452,A,-50.45426618763368,B,90.00106737295233,A,1
Other,36-50,E,A,35.8864007028781,E,C,-87.58076512255921,105.79926165440874,59.346300424482955,E,-35.78208753183922,-160.1608934819131,E,-95.47082459304364,C,35.04665842460678,E,1
Female,18-25,A,A,223.42210331162232,D,B,-97.55566049116217,67.62368252494026,-15.460263939835473,E,-61.57566866664529,-7.602423954833398,B,0.19501356860390948,E,59.69545376305337,B,1
Non-binary,51-65,D,B,104.8203554670008,C,C,42.28086872439132,-189.86672729123833,-74.53788695864785,D,-70.26878105673971,43.77358856993461,A,-132.86990790666832,A,194.56143337103973,A,1
F,18-25,B,B,-185.63931560184687,B,A,12.223403755348755,184.06157097890986,-113.32018613381376,C,104.77394675431111,54.68705354270909,A,-190.30486558355926,C,14.119918648511678,C,1
M,51-65,B,A,92.85746093861921,A,E,-59.98871452631926,-77.77460018757468,56.55270532635003,B,-53.30383093581648,3.29590134195968,B,157.61598816797783,E,39.81937408322378,A,1
F,36-50,E,C,7.604358854745466,D,A,-74.2372665546009,163.06381858295737,-11.710356930937053,D,163.01480688634862,-110.91861187599778,A,316.9694024973077,B,-112.1432659832373,B,0
Male,36-50,E,D,57.61432814244487,D,D,-52.30719947438575,-128.7781834689341,13.647822050795439,B,26.31504708050942,44.897067626681604,B,135.16097809707043,A,148.42042540145087,A,0
Other,65+,B,E,-15.57856015781427,C,C,26.650722129081423,-34.57704618908927,-157.25813778455034,B,19.67375110168532,89.31778999999138,B,121.3445859207694,E,-44.27657156602231,E,1
Non-binary,36-50,A,A,11.532740817192005,A,C,280.3444012390924,58.64942217925188,23.830213239345337,A,-13.596948715156563,-11.260386145884631,B,-45.77975593547628,C,28.798182419652456,B,0
Female,26-35,A,C,-31.3958267538288,E,E,15.86103319941176,-60.79773061661601,-28.62362802776533,B,63.55283863140729,-265.96268467223376,B,46.711922000355315,C,27.86550796297451,D,0
F,51-65,D,B,-30.816838008080104,A,D,-74.81530250572,-123.12705126972017,116.13915194265121,D,48.458203765644804,39.3811849064373,B,181.09267719146155,A,-8.323294421399769,E,1
Male,51-65,A,D,140.11449344204996,E,B,-66.64739609204304,56.20124784736248,-16.60153563882022,B,4.505206449817692,-55.9670160220599,C,44.40241351005079,E,-34.04200517079221,E,1
Male,51-65,A,B,33.89617921894673,B,B,163.72391573127044,155.54255800391715,32.00460145809309,E,57.61654589191949,-24.402747201572932,C,-96.57881776708216,E,-78.7918510527748,D,1
Female,65+,B,B,-31.43566985187436,E,D,-52.05308977864379,-118.8741053827494,-131.0367661020287,A,37.11268427290948,-110.17951001209947,E,-14.395096588356035,B,93.66682134419393,D,1
F,51-65,E,A,-26.171725727079586,D,B,25.401326088424405,-75.20171732285212,-58.26736617118075,C,104.47208731646069,33.09282859424382,E,-128.82947188507637,D,-178.29130219334897,A,1
Male,65+,C,A,-76.03739403226005,A,D,20.649544641389365,-30.035456527480246,-35.824586695904244,B,-54.80948855795316,15.179256611872658,C,-200.19496187016256,D,-54.44395391312726,A,1
Other,36-50,B,D,106.49569697556622,A,C,71.0490289523681,71.04064113317875,-133.18957709049386,D,132.08299693848429,-48.96275826187589,A,-145.70918246840063,A,30.953339934483466,E,1
M,26-35,A,B,81.69222261219913,D,A,-63.14399861242046,120.22151585624539,-51.989633581680884,D,-51.54517713631043,226.70900311815058,D,139.9237010266428,C,-130.28233348921827,A,0
M,18-25,E,C,30.857874309541327,C,A,-11.522078434972295,185.723851347447,-29.71243557176676,D,45.54468121106898,144.34997634413125,E,-69.01265565554449,B,187.36927195454714,B,0
Male,18-25,D,A,268.3751678561576,A,D,187.0562137469603,56.63934086282848,26.032503540886864,C,-101.01622050251353,216.50082327435922,B,32.70804418972935,D,65.3840233857593,B,1
Male,36-50,A,E,67.55709452039343,A,B,9.17023751071355,-215.92765170587893,188.3521062002953,E,-246.07387591107388,78.43115948613952,C,-109.4584548853709,D,-71.10612646316412,D,1
Female,36-50,E,B,61.6476028317717,A,B,-36.42192073402425,93.15873593483246,-68.73414540632271,D,-28.62240180045614,7.498996751597903,A,91.4323465472719,E,72.3226782759872,B,0
Female,26-35,D,C,59.93159761525008,A,C,340.8294273896095,-73.00930110435903,-200.27780877447535,A,16.625729279821194,-87.3654551048704,C,139.49835376537482,A,-16.25915079566965,C,0
M,18-25,D,A,25.50730825180955,B,B,100.17055646951307,136.985385655151,116.4406787745835,D,38.41315157104344,-124.49258080657246,A,-10.674070039129024,C,244.48323288691762,D,0
Non-binary,65+,B,A,38.19609078617104,B,B,-141.18029787069815,-140.1872041724297,106.91133399326647,C,48.770083075878986,-172.41755898630967,D,38.314199784248046,E,96.32059438752906,D,1
Female,65+,B,C,246.94008362052622,D,D,-55.31576329952828,-165.6597341427924,40.058499877986335,A,26.841380893377355,82.86056921417791,B,3.9352165875059657,D,-63.99557505626192,C,0
Other,18-25,A,E,-128.42862583508077,D,E,23.415684221022122,165.9981234534159,111.68493037553846,B,87.22329372214983,-95.5302674191525,A,96.90706404133643,E,-48.031013333392906,B,0
Female,65+,D,D,-119.98094380440317,E,C,97.86052130714867,-94.05996743842697,122.39792693665068,A,-152.0324541331159,33.73776647975744,B,246.21562929239485,B,-175.97337579154998,D,1
F,18-25,E,E,-74.05204779663114,E,D,45.143846111994016,171.70654407509292,-160.80102677345008,B,-133.6195053951258,-46.402286935478934,B,-88.33170593325418,C,-68.78052798430147,D,0
M,51-65,D,C,16.27347855471979,B,D,100.18396300394237,148.20114314251796,-47.090591782636274,C,150.6928042705386,18.982260312441138,E,-103.81314670859815,E,-12.946696563577683,E,1
Other,65+,B,A,-25.01729115619602,C,B,-100.72407834626458,29.22686922901289,-43.61555786272627,E,130.59273531333898,34.647568572893434,E,32.15561034590019,D,48.458932226058955,C,0
F,36-50,A,E,28.44926302055078,C,A,51.98712569211838,-74.04412802872645,-65.13074721615753,C,69.22330919956124,-84.21545215301603,C,-26.549016987922354,C,-96.86837170346966,B,0
F,51-65,C,C,-57.09012568782189,B,A,22.507373276782147,50.639006056243716,-9.977846375774323,E,24.684073281572132,-88.51734445160957,E,58.06020679390852,A,-110.22201307045229,B,0
Female,65+,C,C,-38.4624116514977,D,A,-93.93146934750717,5.441367112832026,-43.65877215602303,B,88.16981967123365,-47.61543399415682,D,-88.81321878410485,A,90.88272956342482,D,1
Male,51-65,B,E,-155.93226531209586,D,D,55.79240372239911,-42.0959529761003,111.24148070868188,E,10.984459891019503,-109.13300229166256,B,91.27204456696929,C,28.918002553196416,D,1
F,36-50,C,B,-120.76649833829482,E,E,-5.551086382834442,-133.65159448720726,38.20532019651883,D,-75.7703703524764,-23.80490358218071,A,-41.26139662719163,B,62.591958863513305,C,1
F,26-35,A,E,-20.49909580919017,C,D,-46.69003180613085,32.76316946836858,-62.08926845336846,E,-94.0228356145119,-70.45066033965287,A,-53.98203246751352,E,-39.223802967005966,C,0
M,18-25,D,E,40.62623103918967,E,D,15.791645280616995,-152.65344869728824,-49.87455746250946,E,-66.72764288058947,21.69960886757461,E,-93.76560110501389,C,-58.657692597678654,C,1
F,51-65,B,B,-41.56476121849052,C,B,0.5587362357740805,133.11847812211423,51.724096407886364,A,72.26301569144911,202.28104562520014,E,2.090231022485075,C,-63.46775034590302,E,1
Female,51-65,C,B,-140.02259064084325,E,E,-113.22850579858948,-76.56589466994448,14.04636063037861,B,51.5051987443143,25.560195311440005,D,-83.07375569909247,B,-77.78291302065985,B,0
M,51-65,E,C,37.995904925748455,E,E,-185.80679757051288,148.6682030539392,85.5396136576009,E,-158.56439277529128,192.72880088739916,A,-32.135072305898454,A,66.01694935194314,D,1
Male,65+,A,A,82.94418062891489,C,D,-77.31694713537499,71.12847171541576,132.46616705932772,C,28.51194064293742,-110.41124069234823,E,65.3307400344659,A,-4.831689593902331,E,1
Female,26-35,B,C,30.06582847964917,E,C,126.38307597498282,-100.98220369876468,-79.23730399526518,E,56.91835009269287,33.10586550476562,B,-15.059384850857327,C,-117.82743944453391,A,0
Male,18-25,C,D,-77.29213898613018,C,C,20.356112181376673,-13.62307484707414,-131.74030627535035,C,-26.688798654920028,61.72435379590414,C,99.44146076282355,C,84.32802779078958,B,0
Other,36-50,A,B,-81.63416627130249,C,D,128.47761767719726,204.3326817826346,92.05112287740063,C,18.0466180093545,110.5909810842073,C,8.820600260598233,C,-91.40651344028103,C,1
F,36-50,B,A,-99.57643383743354,E,B,-82.45434192375156,-16.31141095190925,160.95751905838804,C,115.3852438842559,-48.1728773197945,A,93.92376206547999,E,21.608414515134015,D,1
Non-binary,65+,D,C,-94.26564897041332,E,E,-52.486987903773354,-92.86507865292333,100.94293798675768,D,-113.37066681480037,-119.97436155581293,D,60.483403395446636,D,-139.01104342913442,C,1
Other,65+,E,E,-141.2958558269045,B,A,15.02800997670991,-89.35950280621934,14.457550753270338,B,-135.43619069589707,67.19059675940002,C,-34.16869972263946,A,179.71827371398868,E,1
Non-binary,51-65,E,A,106.08742986983346,A,E,123.66620548526666,77.96128931583699,-133.08010211341758,A,-144.6672068340333,105.76293011672124,C,-67.06342081007575,E,-17.3246332792873,D,0
Male,65+,D,A,-35.668474068699915,A,E,-119.30689158428468,-22.512532307047742,42.89230876314628,D,-21.348658436222813,52.029090204402536,B,65.08515348004322,B,-29.867455783888158,B,1
Non-binary,18-25,B,D,20.167732288252786,B,D,-13.10568704226203,-90.48821281531262,-95.77271324147057,A,-146.08813475563954,131.7837705937952,B,-136.71415188555665,A,20.865791152890864,C,0
Non-binary,65+,E,E,-48.126802722955134,C,B,-53.506841400025586,19.333524149121278,-175.54974316622804,A,-110.69507469478528,168.2447808221337,E,-117.60125018304682,E,327.40391294705995,B,0
Male,51-65,E,E,94.29762134280064,E,E,-62.05168981179313,-16.463415032592017,-108.769795224042,C,-123.61182710641121,67.91020157891504,B,-224.20825379526184,D,-3.8759854037642976,C,0
Non-binary,36-50,A,A,29.285502171934404,E,A,92.38535233921725,-214.93675470526284,135.40976533881442,C,-114.70594723954703,29.985405805351604,B,4.357655538811602,C,-232.60578649043975,A,1
M,36-50,A,A,-137.60906132944112,E,A,-29.08366672838813,-93.58460388915458,-132.57402370342743,E,-60.57193948798619,-5.198635930801975,B,-146.36610997460596,A,-142.43738459257256,A,0
Other,36-50,E,D,20.432399091064404,B,C,-47.717265440805065,-211.85268892123204,13.700667869940391,A,-39.513018317613124,29.12811009155985,C,-17.704894679201246,B,109.64501634871091,A,0
F,65+,D,A,116.64618878043889,A,A,-128.5333458219783,141.83755949292518,51.38248334558602,C,7.4027542320358535,-29.020825914614985,C,-45.33768436584975,A,-81.03397397161653,C,0
F,18-25,D,C,-106.20687851645079,D,E,151.82026761534817,-44.72511494266879,-42.70630458796499,D,-89.8325711296789,-96.45145153154768,A,192.1017788462493,A,-52.83353961428055,B,0
M,65+,B,C,93.82465303151166,B,A,-10.677182942906423,88.92568727838291,-120.28365650274206,E,-75.50572411737643,-139.82159781224922,C,70.12618152515773,E,88.84378108663333,B,0
Male,26-35,C,D,25.487183479621677,A,E,11.847827728053167,-51.38316341488584,162.8470489179896,C,-19.094845464135844,1.312323411992795,A,37.150045504133715,B,-149.67558580983092,A,1
M,18-25,D,C,97.2062624393011,A,D,57.68542085206102,111.96614075952081,-25.35895380374819,A,-75.3997313947676,118.54016874208364,D,-46.82854825728241,A,25.056541946595303,D,0
F,18-25,B,C,-16.815449893358274,D,C,11.645902950684453,16.152371319406097,-118.76598622328471,C,30.312132723776603,39.704270322185955,D,147.97927150059428,E,26.207564717586497,D,0
M,65+,D,E,149.8276097709354,B,B,39.22061418351143,-27.244661315991497,-94.49823397035205,B,107.39992195588594,-5.737095609375245,E,-115.36576135930872,E,65.68203198303756,D,0
Male,26-35,B,E,64.4534302961085,A,D,7.881115653738363,-35.25190043084974,-112.25298236186141,C,134.38445539083963,-33.555663097668855,A,-10.68307543930766,C,15.21795586411078,B,0
Male,36-50,C,A,5.069918923267829,D,E,0.20270680495953677,15.084913958069238,-88.89558283124191,C,48.178024443635344,-62.70746378552327,B,40.2274245158694,A,108.92048737190952,D,1
Non-binary,26-35,A,A,-22.442812338012047,B,C,98.3353137525427,22.591903619653543,40.9868880770187,D,32.600549852692765,-72.6018362630892,C,-267.0248768056068,A,-132.81120974207874,E,0
Female,36-50,C,A,11.980838754562313,E,D,-13.551814844994084,-0.7490842044544083,-13.437622721520443,D,-97.1960872495583,152.63672750927745,B,21.506178524317203,B,-51.80449618333031,E,1
Male,18-25,B,E,-112.98319762146743,D,C,124.4886078174406,2.0501742678350787,-5.091193044524548,D,35.25250252015867,34.852905909875055,D,130.13148349146942,B,-50.781467495334596,B,1
M,18-25,A,A,30.069559517789664,B,A,-73.45060956822216,50.127508258717924,119.44743493070679,C,1.7785417754589168,-31.3509017683667,D,46.70700090960933,C,12.812796844794356,B,1
Male,65+,B,C,75.18778371563857,A,C,-63.84801084624442,114.53224918903373,-2.3814531960544354,A,9.697088140113525,-141.04864937562198,D,-100.11285117469096,B,-32.29145594914181,C,1
Male,26-35,B,B,0.8022557324664453,D,E,-20.18924284847819,-54.84589512539816,-71.58845504072818,D,-21.25203923011254,49.319518332745,D,-4.580816160285979,C,-80.2297472320244,E,1
Non-binary,26-35,E,C,-83.17404751520236,A,A,91.19166872364801,-72.300922838964,124.93896018928585,B,-87.4076950651226,-194.40564520467797,C,115.92510075487156,D,-8.547005678040726,B,1
Other,36-50,D,C,29.263498833510432,D,B,22.32790057165149,33.600347751370904,-100.17594662712375,B,122.69564049007423,-31.407826393042626,A,-16.15450527187436,B,76.98734019052236,B,0
F,36-50,D,E,-79.25991114482066,D,A,52.96355044556348,1.4650771113997385,4.182350128264279,C,-162.28851374670427,-185.45805343149524,B,123.14776739908699,B,29.01168116590084,C,1
F,65+,C,E,77.98272573073766,D,E,-14.567415713009826,59.20406490791067,24.415098732604438,A,-167.194593909327,52.97630093396126,E,111.74132705861042,C,71.74424530425306,A,0
Female,36-50,E,E,-46.44293098868085,A,C,38.01320791084914,27.14471102287832,60.022519670449235,B,89.2058916319193,6.681187562603741,E,126.1948936983375,B,3.5771176756726697,C,0
Male,51-65,A,C,-8.370365298124261,D,B,-188.10097899322454,-193.84688966493465,-38.694515561650086,C,85.73803244784862,125.732449506979,A,105.45356434785447,A,-104.23670091725144,E,1
F,65+,B,A,-16.200421024438665,B,E,129.10895585304755,296.8048516375682,-28.90543320176997,B,77.19484140753362,-6.268652717862149,B,191.36888972450308,D,-54.195511329874,B,0
F,65+,A,A,-82.94858036932563,E,B,98.9498677659561,-177.35506595273654,-14.153006753873019,B,-102.53133158117808,-65.31306969570582,A,6.493851336734021,A,120.15932924251128,E,1
Other,36-50,E,A,59.335396550637356,B,D,44.13695194222891,88.0094430828674,126.8759981777666,D,-22.282614607814388,63.2621648972975,B,-93.52851778512536,C,112.54930179704819,A,1
F,65+,D,B,79.60357132440532,E,B,94.609637237967,-43.00692923451293,-284.81506454336477,B,-3.185384113172849,67.27014707853124,A,205.88522438351373,B,20.74912898783611,C,1
F,18-25,E,B,287.6746271922287,A,C,-32.39578316658567,-46.94032337888176,-113.1298217090327,C,-33.111450944328524,5.419924199408968,D,3.55839012528105,C,218.50832098388858,C,1
Non-binary,65+,A,E,2.184119869166933,A,B,168.17674602864042,-39.20868474907138,-10.775090494965761,A,130.30417916702277,-93.87109901771628,A,-81.08503859614969,D,-48.70521992836805,A,1
M,26-35,E,E,83.63275302859505,A,E,-38.19755159116195,-138.09327192365225,14.110402832214394,E,93.44674458651518,-119.09763860193485,E,42.31990897718412,D,-212.89600501234526,A,0
M,51-65,C,C,0.16017254007876294,B,D,-130.90334187876786,-4.542925608047037,-88.20033484673402,D,-119.59929996181704,147.03426255364514,B,13.732424532956708,E,-57.79734028619483,C,0
Non-binary,26-35,C,D,-198.14561260016143,E,E,-134.43183905988946,187.87443982978743,-27.417959799745045,A,125.77072728636426,78.17359427396214,B,-203.0104876575371,A,44.392272576602174,B,0
F,51-65,D,D,-103.955400266918,B,C,-161.67605782666502,-101.99402443853778,-72.93385449206359,C,114.66559787176993,-95.92014032435621,C,22.610065072696518,A,46.68838579719275,E,0
