Gender,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Non-binary,55,B,51.369843889241785,D,B,-7.730824590506141,E,E,71.71610011372718,D,A,95.8538439402303,0
Male,80,A,209.20493763512255,A,B,-140.27706806974814,E,B,57.665128831147804,A,D,146.16723016022746,1
Female,64,A,-151.17207787802573,E,E,-2.8486282156998577,A,B,30.25975549768272,D,D,30.486695420922793,1
M,49,B,64.46389180765114,B,D,93.34057670693183,A,E,-114.35628231006365,A,A,-110.21738834245001,1
Other,29,A,31.67282090916589,B,D,-47.00500043882751,B,A,13.869647433635453,A,A,-216.4382308428986,1
Male,89,B,-70.59810611160901,D,E,10.323389194307381,B,C,74.176981829718,C,C,25.317376937956265,0
Other,32,B,50.12521389046083,E,B,-132.20206896819994,B,C,27.826387500383397,C,B,39.75740561067275,0
Non-binary,71,C,173.35267444884695,E,C,162.97495450396292,A,C,171.12284244545714,B,A,149.59796585264374,0
Other,61,E,-20.583508250692834,E,C,149.98836110777592,B,C,-49.57477391429854,D,D,238.21597746297107,0
Other,78,C,101.65781798104668,D,C,-50.85423076968244,E,D,-65.54154455078397,C,D,67.14268407876779,0
F,81,B,83.05858711911903,E,A,-64.09500055432392,D,B,-31.987697717803766,B,D,-82.31376781848431,1
Other,41,B,263.73935261948293,D,A,-86.08122601487376,D,C,1.4213454112757962,E,E,-61.88824481699996,1
M,58,C,-15.667389770057932,C,A,80.80154617777775,E,E,-26.633955733943726,C,B,100.91091956420775,0
M,45,E,23.528242280669932,D,C,-162.36366782578244,D,A,86.26180012794876,E,B,82.7494285312782,1
Non-binary,26,E,265.9850424034759,D,A,-56.51569498171393,B,D,-149.04550854683657,E,D,82.07545951057651,1
M,27,B,46.84528426526142,D,E,-16.46262138179985,B,B,54.33884962758629,E,B,164.46029552296375,0
Other,58,A,-41.97197413503761,D,A,153.0023339074478,D,B,78.07983865885613,B,D,-35.54924438448398,0
Male,66,B,193.59418630431327,B,C,-68.04566014491111,D,B,-144.0331406179322,D,D,-1.718968754277202,0
Other,69,E,143.31606439830887,E,C,5.4183470557039275,C,B,-153.364267884857,A,A,-84.65453002527403,1
F,79,A,-157.1612235368147,A,B,134.27115848055155,A,D,69.75187026729127,B,C,-36.52708301734026,1
M,21,E,101.23974019684105,C,C,-134.1226827658608,D,B,-87.08025816119587,A,B,-43.320237674262025,1
Other,24,E,-186.62048110748054,C,A,-355.8926931963777,C,E,16.67425484234584,B,E,-132.68669037814627,0
Non-binary,89,D,-66.84955724481772,E,C,-97.11832131230237,B,A,1.6238711537697181,B,A,102.26459193824817,0
Female,87,C,13.183709884677782,A,B,-63.67037115554347,E,A,65.0827103459936,A,A,23.02924368092399,1
F,99,D,36.25649610261342,B,A,123.07331940719789,A,C,149.84376030696262,E,B,29.729246981241968,1
Female,61,C,-21.558998962143324,A,C,33.619977804285526,A,E,-138.17166286562605,A,A,48.96510217159529,1
Female,19,B,-45.49832695744468,B,A,-30.191019914628164,D,E,-116.18401392111828,E,D,-150.73687979541504,0
Other,35,A,-23.113443072930444,E,E,65.99080424326019,C,C,-221.64369521552385,C,C,-207.3093413278348,1
Other,96,B,37.51360491474871,A,E,33.46487475925305,C,E,134.10174014670667,D,C,162.70595205387767,0
Male,49,B,-34.12756797142348,A,E,58.49104963633213,E,A,-103.91295509846266,D,E,-29.062088066123525,1
M,97,A,11.653286540680321,E,A,-96.03360184072824,D,E,136.45520468562657,D,B,33.98810197357995,0
Non-binary,38,B,63.33127190386364,C,D,-3.0185041302274245,A,C,-7.969258085527732,C,D,32.242598968329595,1
Male,58,D,-10.41824433855774,A,D,-40.13923230782835,B,E,-11.369869899512128,C,C,3.639016102893791,1
Other,54,A,-43.15578649731655,C,C,-33.570414242197764,C,B,-10.477664268970429,B,B,-105.48361555781258,1
Other,20,D,84.44557599270246,A,C,-24.07029078804479,D,C,121.46427644338556,E,A,-176.9351865731976,0
F,79,D,66.51095711584234,A,A,-145.06364431455216,B,D,15.735653059929538,E,D,17.878990161767074,0
Male,48,D,-247.5130669454559,C,A,232.39788760811,E,D,51.844826394843736,C,A,-76.3653615340247,1
Other,86,B,3.7773381098485372,B,D,-247.13290514071167,B,C,-114.91450032371478,B,B,53.91117498415524,0
Other,62,E,-80.07405755378629,E,E,-128.28263257964116,D,B,-9.86894563044998,C,B,-13.645986732609163,0
Female,79,E,-257.90123389174573,C,A,158.3301175694262,D,E,-180.2487347302297,A,A,-19.7159451352987,0
F,23,A,66.67405794015387,D,E,-37.181127354884595,D,A,-22.088905132454066,C,E,185.33394208521833,0
M,19,C,-133.5132781943401,D,D,-53.61388860957816,E,B,-72.20436752161024,A,D,-227.89857838732064,0
Non-binary,78,E,-42.75612586664241,A,C,-119.31052122275155,A,B,-115.70792505116742,D,B,89.29918998657219,1
Male,38,C,75.6702156986203,E,A,69.86871535735003,D,E,-35.723445701077644,A,D,52.675121578673746,0
M,44,D,-73.91566231084002,E,D,-10.907368542452096,D,D,-37.31819316699916,C,A,5.569204329019896,0
Female,88,C,40.04948668861344,D,B,123.25570674269042,A,E,-134.54153473650223,D,B,118.87370960291783,0
F,21,A,-136.43359025709003,D,A,175.81284936863943,D,A,-13.46181957755443,D,C,-24.781777062754486,1
Female,90,D,-71.50677492449411,A,D,20.278000812857258,E,C,19.599566196040275,A,E,31.20673156386139,1
Other,45,E,-235.28377374852823,A,A,-30.61722672038058,E,E,32.180107056480686,C,B,25.560425832482835,1
F,60,A,-135.5628882165045,C,A,-1.050102112406757,C,C,142.8385997434833,C,E,128.60829932391354,1
Male,54,D,168.8201630646104,B,C,48.27394881812105,D,A,159.57159152582537,A,A,68.55832385500746,0
Female,92,D,-92.18864070611424,C,B,-52.22301705122917,D,E,-82.83095945468601,B,A,3.716981706177533,0
Non-binary,66,C,36.753617586602,D,C,-32.8410552438119,C,E,-94.91395049942156,C,A,100.81705606538338,0
Non-binary,70,E,-37.59163017064833,C,A,15.195480663877504,A,E,26.403556288704777,C,A,-65.62570415969209,1
Other,29,C,-0.6737242419095131,A,D,199.81486818683587,B,A,-36.721951831106054,E,D,20.082859014542564,0
F,41,B,59.70819697449494,B,A,-31.846103649134633,D,B,-15.793962862482797,D,A,-152.04627917352323,0
Female,87,B,34.64469916519616,C,D,5.653905041845361,E,E,112.22978321304589,E,A,182.0670118818506,1
Other,50,B,50.07999648867282,E,A,-51.41649191697224,C,E,42.383382179659726,E,E,-46.95243281745591,1
F,26,B,43.96034756492567,B,E,-13.129168309071847,D,A,-112.12620931881018,A,A,123.35042319704668,1
Male,31,C,-0.977515032238104,C,B,-37.06753355197272,C,E,-11.306298480247671,D,A,-46.534765240527356,1
Female,35,C,69.54488049291396,E,B,111.8683891298251,C,A,76.82346494410197,B,D,-52.41858328443216,0
Non-binary,49,A,207.03037112106801,A,C,-92.76447191897263,E,E,-73.30261768214588,B,B,-59.009348222056246,1
F,73,C,173.83473144984544,C,A,-154.6625950507938,B,D,-32.960976258648245,E,C,49.36442817604019,1
F,23,D,67.0480829345052,D,E,13.75569356536546,B,D,-60.27920980590174,C,E,171.92241948536338,1
Male,83,E,-92.48786286283757,A,C,66.999404390262,C,D,-184.56548258058575,C,E,62.576641205577864,0
Non-binary,41,E,84.02757857831104,B,E,67.11691973040743,C,E,8.62743905555437,B,A,49.87643064248288,1
Non-binary,51,C,109.13744969793284,C,C,-43.45020458580815,A,D,14.961933412899391,E,C,40.16723442124035,0
Female,96,A,44.23461568431523,E,A,109.18161426931422,C,A,-116.5523108089416,B,D,-124.10285004871038,1
Other,89,A,-85.73728339979748,D,B,-106.29256631909408,D,C,6.884595488658429,A,C,179.1157139681403,1
F,76,B,-23.22395654086827,A,A,51.339672649826355,B,D,84.16640702761526,E,C,52.31670892966272,0
F,45,A,-147.60579946211107,E,D,-62.287542999003556,B,B,52.363732398153395,B,A,-137.4483582296378,0
M,34,D,-74.9516321764177,E,D,82.99694026238456,C,E,15.038273769102611,D,C,133.00118527306554,0
Non-binary,93,C,163.75981748970742,E,B,-37.531574542030455,C,B,-42.31538091911089,A,B,15.66113071024018,1
F,29,C,-35.94403831830036,D,C,117.67274128197786,C,A,-108.07433443902717,D,C,2.2231182625233137,0
F,59,A,117.0667038063382,B,B,-187.79427397427006,D,A,-18.504821870397883,A,E,119.18066392931897,1
Female,49,E,19.92326828287143,C,D,31.831309684918246,A,D,164.01968553873286,D,D,108.98669785122941,0
M,47,A,-48.15859641650196,D,B,-24.900971818345337,A,A,47.10916176695788,C,D,65.5878221727002,0
F,67,B,-72.18978573941916,A,C,-38.23709254449674,D,A,71.48764606417896,E,D,-2.2823981787207916,1
Non-binary,85,B,13.821852300000986,B,E,-21.17558986180664,A,D,96.35584675467044,A,B,-11.330398217285632,0
Female,22,B,155.49325183833793,B,B,-21.182806098081535,D,E,-163.0988647141257,C,E,-12.375892809557302,0
Non-binary,44,C,99.18339436433075,B,E,-262.4149157323498,C,A,-107.87928076568886,C,C,-41.19338430553873,1
F,65,C,24.54284072747432,A,B,-35.924042981911356,B,C,-31.540482510995833,A,C,29.544225995772777,0
Other,36,D,-22.36103719318552,C,D,-124.97964348938197,B,A,10.48919808036469,A,D,-125.95237598494646,0
Non-binary,88,B,166.25071689959486,E,D,-11.282568483653835,D,B,83.41675423313426,B,A,-31.16404904127812,1
Male,81,A,-6.715751252409826,A,A,-51.29590062920576,E,A,-2.902625631401724,C,A,43.907424336646926,0
Male,39,E,-174.72393706889235,B,B,-10.650189972986421,E,A,-116.08132175613102,D,B,69.21656630474274,1
Female,86,B,79.79828453586099,C,A,-147.80538778716894,B,A,-2.4061807016363774,E,D,45.332978073761524,0
Male,96,A,-23.17527135398435,A,B,136.3058816264195,E,B,142.88937491816412,E,C,15.781740945410691,1
Other,88,E,-20.341836882497226,A,D,60.740328477001725,A,B,-287.0442501600065,A,A,6.781798516315213,0
F,87,E,61.35430580869258,A,C,-26.878097944417785,A,C,55.67043231640278,C,A,-34.90057834239725,1
M,35,D,66.06620847916474,E,C,-9.148330486786444,D,E,-88.20073219991485,D,D,76.57962068709344,1
F,29,A,17.733348096784948,E,C,-48.18174801279324,B,A,149.53217710634198,D,A,-88.5910146544446,1
Male,61,E,69.62874720619232,A,A,-49.94775374435687,B,E,95.88867181172702,D,D,10.200508114481915,0
Female,39,C,-201.8626084246281,C,A,85.2831169260374,C,E,117.94960455230488,C,E,-16.99773419799443,1
Male,60,E,-74.69788875344399,D,C,-101.20593551805135,E,C,-4.47447733128888,E,D,-10.36568397051052,0
Female,49,C,1.6351156949155194,A,D,27.176278189066544,D,B,40.517852892894894,A,C,-80.36887652475818,0
Non-binary,47,C,-10.93244277994483,D,A,-27.379365329087975,D,A,-186.32538214162616,D,B,-107.08522353461922,1
Non-binary,62,A,124.56347740994529,D,E,27.537609201087264,B,B,87.2370582376693,A,A,-94.96292365337044,1
Non-binary,96,B,-51.9882671304323,A,B,14.884500329986253,A,E,32.2455622110446,D,C,-115.5298838749814,0
Non-binary,72,A,-131.33739389133277,C,E,-107.90906643789833,E,C,-121.63953559859051,B,C,-53.83833338492043,1
Female,57,E,33.76511437806611,C,E,-105.73346097444094,D,A,-105.26347771573552,B,B,-297.6284650398959,0
M,52,E,-38.758514185199964,E,D,51.56855504656461,A,A,60.945626905910984,A,D,122.9526294049725,1
Other,78,C,25.056623050553583,D,E,123.9576123412204,E,E,-48.73162816193987,D,C,47.9707825250656,0
Non-binary,66,B,-43.02084809137304,D,B,62.66277400265186,D,B,103.71853185851316,E,E,11.66957089486223,0
F,38,E,40.89412027069156,D,E,-0.4550049188470434,A,C,-110.58342837036221,E,D,-190.2239289499037,1
Other,22,C,44.55442641437566,C,E,-92.17657821369592,C,A,91.39948279696787,B,C,32.149854910107365,1
Male,35,E,126.16802541810858,D,A,81.20584641909116,A,D,-14.418430562497923,A,B,114.13936809608363,1
Female,61,C,-56.628425707807885,D,B,106.41417605014021,D,E,82.31271422470739,B,C,-160.42273947612625,0
F,87,D,63.617930873302875,D,C,135.44713774257423,C,A,-291.92163756476873,E,E,40.01371224960912,0
F,48,A,-131.3851479416524,C,C,62.91822276505567,D,C,32.83691566602337,C,D,57.11151722627642,1
Female,54,A,78.12135986514818,C,D,-39.31234821123491,E,E,154.73799947735475,E,B,-28.73830895665962,1
M,82,B,-28.854532179629633,A,D,32.76650627361895,E,D,39.90685931654424,D,A,-167.14711448779468,0
F,58,D,109.29713371632363,E,B,51.66495245698669,E,E,18.289524198474925,D,B,156.79429812352427,0
M,24,E,-38.845572503617674,D,C,40.42031989652692,E,E,50.461590457207606,E,E,-161.55389323136347,1
Female,47,B,-17.35171851739751,C,E,-10.606936007820426,A,C,4.907385398381376,B,A,88.79380280342606,1
Other,90,E,-30.76446671668486,D,D,76.10172914331416,B,D,97.01876102548682,D,D,-205.72638359362676,1
M,59,E,30.284531306168617,A,A,-47.500660787406815,B,B,-68.36596166749716,B,A,69.2051108280679,1
Female,40,D,55.133628850928694,A,D,-82.34291899667275,C,D,-10.370496903475807,D,C,-3.006999585098503,1
M,24,D,-48.69571389074073,A,A,-36.780474754643485,A,A,-19.855694644421405,E,D,-40.81839172272527,1
Male,62,D,-58.27874774094588,B,A,72.40203279408482,A,B,43.99201147159724,B,B,132.21485484751318,1
F,79,D,-169.3990063647652,B,B,199.57143460274577,E,B,-144.20495183193523,C,C,-4.677442196295957,1
M,44,D,107.3546458772064,D,C,-61.68275108633535,C,A,77.71620558448882,E,E,64.44422686343424,1
M,87,C,9.179593863599882,A,A,112.42702299553868,D,B,-50.459100476320216,C,E,-42.83126720717648,1
Male,81,D,153.7499006504467,D,E,-148.9711966144316,A,B,102.23790898163503,A,B,-57.98374394049958,0
Other,35,A,20.113963334000715,B,A,-109.81944433347948,D,C,216.0910472838964,B,E,215.81932276648556,1
Non-binary,61,D,13.273436657654736,A,D,60.553401011395295,A,B,-122.3898883166058,B,E,24.968001173800435,1
Other,61,A,-123.05280831719088,B,B,88.74348228649357,D,C,0.41806990366290836,C,D,-97.42542039995475,1
Male,43,C,-50.36920059820963,D,D,-38.54945911080327,E,E,-76.775436546811,A,B,-340.8480530056569,1
Male,75,C,-226.16133131721065,E,D,-173.5121252884804,D,B,12.20090665054702,D,B,-153.50611787984636,0
Other,87,B,69.2042918128327,B,B,-35.4123104112646,B,A,80.23513196855804,D,B,23.753602152913803,1
Non-binary,54,A,71.68447047131168,C,E,49.78125560485158,D,D,-41.5757642286657,A,A,1.5582273635394808,1
M,53,B,-24.92986839925854,A,A,35.20928580729999,D,C,-126.92162833950313,C,E,68.95557181891662,1
Male,89,C,-237.94735540696212,B,B,-4.769425317426166,D,D,109.37126301891192,D,B,-11.15175858718744,1
M,50,C,-25.846216862456178,A,B,100.88308033352315,D,D,78.60296599869022,E,D,-78.60083775419753,1
Female,82,A,-187.60287513561605,A,A,-180.88125576119432,C,C,-145.72541055022464,B,D,-303.9518287673434,0
Male,19,D,-101.04965739285758,C,B,-213.41827887384594,D,C,16.53863161141776,D,B,-250.9235506467785,0
Female,43,C,-56.51755094590344,C,A,-90.96979061526966,A,D,-138.18845781036535,C,A,-95.1515837105224,1
Non-binary,96,B,-65.74727998988237,D,C,-191.51563790878515,A,D,-71.31869721843792,B,A,15.346808495870931,0
Male,42,C,97.5002136542577,E,D,-35.29564942828267,A,C,76.7419743581245,E,A,42.939594644847276,1
Male,52,E,-79.78392168912575,A,B,-63.301818744358066,A,B,41.63004879284385,C,C,-106.87500976087011,1
Male,44,C,22.985677473729726,C,B,53.52524648697955,B,D,99.26060063370274,A,C,-24.440685443425426,0
Female,52,D,194.7508564017445,B,D,172.52462502088463,C,C,-9.749519526959803,E,D,169.05572111437044,0
M,77,B,-85.23132692685819,A,B,4.409455948580603,A,D,79.06176304070313,D,B,10.012305959029712,1
F,48,E,41.26580866794896,E,E,27.798597302685184,A,D,176.06258164975387,B,B,-107.53309459590683,0
Other,25,E,182.95837207093757,C,B,-70.18534961423539,D,E,17.162929794022695,A,D,-67.33738862187077,0
Other,70,B,53.875328252111096,B,B,5.478571454363081,E,B,-127.31077723581595,D,D,-109.77213794394123,1
F,74,D,18.678765430358613,E,D,-62.22876589158186,A,C,-190.96980313111592,D,A,150.8578087611447,0
Female,76,A,15.036227798558297,B,A,156.634589079736,A,B,-33.040022107969186,A,C,73.51839129629629,1
Male,52,B,-47.96976403951162,E,D,-91.39002213818883,D,B,73.57840572980467,C,E,-16.027809579817646,0
M,51,A,-56.481313684229704,C,C,-120.00551312971326,A,E,116.07519065423675,C,C,0.892773267241471,1
Female,77,A,123.31923539681884,B,B,-14.995604255241474,E,D,-70.73864845164209,E,E,-88.4580199309339,0
Non-binary,63,B,-105.25577131419605,C,E,42.609015989669764,B,E,-131.60374289737447,C,B,-48.306021049995465,1
F,92,B,42.31190267496939,E,B,11.324267417377122,A,D,47.59193501316336,D,E,165.28649012153411,0
F,64,E,-36.84210578264807,D,A,-2.6803452197819304,C,E,59.76334641144108,E,B,107.31860116393723,0
Female,37,C,-21.69177460228569,D,A,155.83207891519675,B,A,-118.36719835195015,A,E,-81.64720848328736,0
Other,65,C,110.25397521659835,B,D,244.4242949905267,B,A,-142.1754575848641,C,C,4.097316989268704,1
F,88,B,229.8577296176064,E,C,31.406667719635053,C,D,-34.82273508312259,B,B,-111.15460449409164,0
Non-binary,69,C,-83.20999552181388,E,C,-80.23977498722223,D,A,-28.500214860847617,C,C,-89.87696410795267,0
Other,86,C,-86.90991232121588,C,C,111.17062169657363,C,E,44.38434640473054,B,D,-5.523374312933837,1
Male,34,C,-3.4199622848224864,C,C,-29.89723391317461,D,A,97.31479373235462,B,D,-109.66622872254408,1
M,28,E,-111.88181339870032,C,B,8.531047179857792,E,C,-65.6573586917554,E,D,-42.247211664429166,0
Non-binary,47,D,-53.07790286293523,D,A,54.12199766412592,A,B,135.42847051715611,B,A,-28.85692962319949,0
Male,18,D,-67.59551107274442,E,E,22.78636617250598,A,A,113.88636351734584,D,D,-53.30156412327675,0
M,78,A,92.50372453849756,B,E,-15.735115752017242,E,A,133.51302833769512,E,E,38.92919644886987,0
F,42,E,25.950806065278982,A,E,-110.17866497131507,A,B,-8.223135315498045,A,B,-84.54120978322355,1
Male,95,A,-14.16733997744696,D,D,72.66021610963995,D,B,193.5418790210396,A,E,183.61357748171974,1
Female,46,B,176.68146357509497,D,C,-36.982560480737064,C,B,16.41228706348165,E,E,18.21187097117217,0
Female,23,E,0.8847060325080888,E,D,-8.093808893773978,A,C,-27.6343902906039,C,D,156.69691164827847,0
Other,31,C,-19.674923682870315,A,E,-128.37607246699196,B,B,-171.32680569351385,A,B,205.78737569201405,0
Male,76,E,-90.73853870915507,A,A,-72.37659936680635,E,C,-1.1677474844208997,A,C,115.40441390119732,0
Non-binary,81,B,140.33771956189477,D,A,-33.03447688499814,B,C,170.36680235984284,E,A,79.45721551830304,0
Female,59,E,6.081845669402929,D,D,-12.183246608915272,E,A,8.585271990075558,C,A,63.810788455151325,1
F,34,C,22.278787637674665,A,D,0.9411796540846137,C,E,-19.12807977920201,B,A,18.98762194543739,1
Female,89,B,-53.2413232699983,C,C,63.60682172661504,B,B,144.380234868583,A,E,-195.6051267682392,1
Non-binary,77,A,-195.19890462413198,C,B,165.77969430686124,D,E,13.103625495074073,B,E,50.927171345997834,1
M,61,E,70.55116709357509,B,A,-142.99000981899408,D,B,84.96210424031612,D,C,-98.83542818772287,1
Male,25,A,-72.81345220383935,D,A,26.166769475791895,A,C,-176.75088655341196,B,E,126.69630685671657,1
Male,55,D,-60.42459027206783,C,A,108.05975502692402,A,C,-2.675368637397587,B,B,74.9999066427304,0
Male,57,D,11.933024094145749,B,D,78.28645867552866,B,A,-251.43635348955357,B,A,85.67236804150346,1
Non-binary,30,C,66.8483060244276,E,D,-55.443283951161646,E,A,-62.92429778529785,A,D,42.040120863269365,1
Male,75,C,-39.94723573679848,B,B,159.70081959318284,E,D,27.873297328120096,A,B,11.61655124646521,1
F,25,D,50.951513369548785,B,D,51.242620580412826,B,A,-48.00556171596725,B,D,-138.96687116786066,0
Non-binary,41,B,90.19352100670437,E,E,39.04538949558309,B,A,85.89586477327131,C,C,-114.21647452791919,0
Other,93,C,4.654341415002423,C,C,-114.71865272128076,C,A,-73.97100244785533,D,A,27.699879654195602,0
Non-binary,75,E,91.98837459596595,B,D,-101.47114167750021,B,C,59.3543152306861,A,A,123.12533769610006,0
Non-binary,45,D,-41.1917691981039,B,B,71.57872835019164,C,E,-236.78571256002306,A,B,-115.33929126650749,0
Female,94,A,27.34673869717082,B,B,3.196135134971182,B,B,28.028587575107238,A,D,4.082894842442975,1
Other,53,D,-87.50422419684945,E,B,-188.37646656734813,D,A,12.970255623543325,B,C,-87.97231554290819,1
Non-binary,69,A,-37.49411611292239,A,C,121.44406555854248,E,B,-50.92910053123552,E,A,-53.66399515060368,0
Other,46,B,13.173304687312285,A,D,-149.99329427722768,E,D,-114.2794861448187,B,E,132.06828533691692,0
Male,72,E,-36.32907545994903,E,B,-14.19646686338083,C,C,-98.59738356783798,E,D,-49.44510926841254,1
M,73,C,103.93097645748128,B,E,-50.57744147224463,B,B,45.882395066538734,D,E,51.4170414433669,0
Other,92,A,16.696795286557286,E,D,12.314418301887429,E,A,91.80361670506151,C,C,3.4134602015555715,1
Female,29,A,103.05345557434111,E,C,-221.3883943438451,C,B,95.73838924970066,A,C,-302.1500585132286,1
F,59,E,70.70963854810357,E,E,18.8829988601286,A,C,-67.93865851876501,B,C,-48.40937862073142,1
F,37,D,135.6650965904147,B,E,67.46244950765995,B,D,-199.11868586002598,D,C,196.50782531024552,1
F,26,C,-59.150732226845385,E,A,-153.74745644729464,C,A,-113.42765146899131,C,E,85.83088944872387,1
F,33,A,77.33484651757243,B,A,69.98781029534003,D,A,50.550609024658876,D,A,-32.52342821727406,0
M,64,C,13.037484958855853,C,B,28.761680973192604,A,D,-106.87395195623878,B,D,-120.0231319520425,1
Non-binary,75,D,-4.440395075350068,B,D,-250.94393252335237,C,D,26.81518721852688,D,A,55.64770660477652,1
M,56,B,92.8347686742057,C,C,32.75717342203179,B,C,-82.0322691602966,E,D,129.48460612467989,1
Other,96,D,-312.3518902072123,E,D,-130.46338856748082,A,B,175.98640657894143,B,E,-105.22014235062605,1
F,83,E,188.01926056162554,C,D,-143.8845554157745,D,D,-5.980299551410571,C,C,-90.22738660817082,0
Female,38,E,145.22470428274207,B,B,-61.5212042771068,C,B,-18.37948564909938,C,D,-195.29924439619012,0
M,57,A,35.30774501667328,C,C,191.16352226597246,C,D,41.22113542060094,D,B,-22.163579086194034,0
Other,28,A,-71.35396799492246,D,E,-2.0401774913603345,A,C,48.865374038318286,D,B,29.95014241196627,0
Female,25,A,-18.29728185440514,A,E,60.09921306551617,E,E,21.10168655355284,D,E,-25.272871387781365,0
F,27,C,-33.74744501977814,D,C,160.62801154566353,B,D,-172.62044657360804,E,B,-84.71395155925428,0
Female,44,D,-28.472248064136846,C,E,-108.12185142909692,A,C,65.4585289763728,D,C,71.91917789138252,1
F,88,D,16.99909394171861,A,E,239.4158924520091,D,D,-27.355738337087065,B,D,122.93003311791573,0
Non-binary,74,B,-122.76775976025804,B,D,22.68495849988337,A,B,-132.61107127140787,A,C,-33.24500766862306,1
Female,60,C,6.189977513923863,C,B,-188.10877000210465,A,E,-184.457208563581,C,A,3.0913040479674905,0
F,95,C,-142.3668720285878,C,A,-309.1588577619343,B,D,-28.830033314401625,C,C,124.80055290137899,1
M,20,C,-85.9117527772138,C,E,-82.95259846001876,C,D,-2.0469603389095963,B,C,48.521182452499986,1
M,81,A,-107.14526426925785,B,C,-153.6673428652042,B,C,-109.43185501181667,C,A,-65.36287415212462,1
F,53,D,-9.271657065670478,B,C,-193.07332684045645,D,E,29.152649057760556,E,A,-2.8873989447141986,1
M,28,A,-50.62960788719219,B,A,61.817305948150825,B,A,-112.67580921601177,E,C,71.33460255373095,0
M,27,C,88.40327357712053,E,E,-5.145310285386239,C,D,145.88775236722574,B,A,-98.71993453150264,1
F,24,D,-110.14028744648505,E,D,86.69031024376882,A,D,117.10662297024813,B,B,-13.46710281818686,1
Female,60,D,-120.59453185890656,C,C,-109.37353829239822,A,C,66.66287226271857,B,A,7.43135058425007,1
Female,38,A,53.02969172234169,C,B,226.4781915472326,E,D,-17.794396825954376,B,D,-17.715438845802563,0
F,18,A,1.1156001805077862,A,A,38.954540025438085,E,B,79.64453167317176,B,E,-19.923012346045212,0
Male,46,B,70.19376356054089,A,D,66.71666730043195,C,E,-203.67284953983807,A,E,55.7783263050477,1
Male,45,D,-76.06328901028179,C,D,67.5372163936479,D,D,264.9759176226396,D,A,-73.72509082816067,1
Male,61,E,-57.28209230938932,D,A,-36.88208195894409,D,D,164.07442836038666,B,C,-69.70728333417003,1
Male,40,B,-35.15150857279219,B,E,9.951619369157108,D,A,-195.68979220061365,E,A,-1.6681653338414488,0
Male,34,A,30.129147727726945,D,A,17.458895059881606,D,D,-30.048285469770875,D,E,41.245925878025105,0
Female,38,D,-76.6433711705238,D,B,11.665569192238829,E,C,154.07436930279147,A,A,-73.4191248511813,0
F,18,E,120.13348763239568,A,C,-8.670384313947013,D,E,75.28756019087275,C,B,42.868425013421394,1
Male,97,B,-0.18353696553823692,B,A,-146.43574584477096,E,C,49.350890527533245,B,D,-124.15695865179879,1
Other,51,C,-69.56736095001875,D,A,-209.51791280867323,A,B,54.46707921268706,D,A,51.4019144552413,0
Non-binary,61,E,39.78248225090125,E,A,6.601064773579599,E,D,-269.5851856374756,B,B,38.06354154896731,1
Other,19,E,42.77647090305217,A,A,-40.048537100783115,E,E,-78.52115936247452,A,E,201.12518176440653,1
Non-binary,54,A,-40.72535148358147,B,E,-52.2941831535379,E,D,69.55431370429699,B,E,-201.54112034682527,0
Non-binary,95,B,-134.71044203745905,C,B,39.85644001228962,C,E,-1.5291954033713315,B,A,132.6027739704493,1
Male,18,D,-114.69274092480963,C,A,-70.81602091667904,E,A,114.16820720760367,E,D,9.903449106267741,1
Male,76,D,-96.87680487825813,B,E,51.31686302506645,A,B,108.8513389498741,E,E,57.543988021152295,0
Female,31,D,17.63144957317946,E,C,196.31244588170406,B,D,-182.75480515364734,E,A,162.8464535431725,0
Other,56,A,-46.316086729842105,C,B,-45.053477372793786,D,E,120.40230710088946,B,D,-104.17688784307893,0
M,31,C,56.85609741037457,A,C,57.398632632985226,C,E,5.214155386525668,B,C,-77.31384363602409,0
Female,35,A,77.47930601849349,C,B,-72.43792309008238,E,B,-0.4944486825373266,D,C,83.14750338176646,1
Female,32,D,-108.83431751290276,A,D,-181.42874116652703,A,A,244.89518125823554,C,A,21.038490493712494,0
Other,38,C,-9.127511679735983,B,A,50.955132462222394,D,D,-71.32194510533087,C,A,106.71893375858954,1
M,49,C,-128.7827844864264,A,E,3.921411981075497,C,A,-24.41036617094539,C,D,-87.24130585828541,1
F,27,B,-182.27541576601828,A,E,-2.4423583404658435,A,E,-9.891388014285097,B,B,97.34006044427369,1
M,24,D,98.11925022450758,D,D,44.86331046881768,E,E,28.516804739394434,B,C,-64.64731707152428,0
Non-binary,86,D,9.043098613456554,B,E,-182.57500705455604,C,B,123.22483565853916,D,D,254.62254556211198,0
Male,26,D,-52.78060851653817,A,B,-13.139714416576009,E,A,-18.725565492352732,C,E,104.47683788067054,0
Non-binary,34,C,143.80484227864696,B,E,-124.8301355297846,D,C,52.09565060373168,B,C,-183.64192853277416,1
M,70,A,-254.47560007155153,B,D,81.61334930165968,C,C,273.47561045637497,B,B,-56.18621507045628,1
Female,45,E,-115.43161790979622,E,B,65.50109025384273,A,A,-7.804168435000121,D,E,-37.82875356808186,1
Other,69,D,97.37618843815635,C,B,-10.953352978756909,C,E,-92.95451751801069,D,C,-69.99332669041542,1
