sex,faith,military,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Male,Buddhist,No,45,E,B,53.20673455972151,C,B,D,D,B,B,-105.73888990388505,-160.01506387191898,D,C,E,C,C,1
M,Jewish,Veteran,34,B,C,-11.252266262408412,C,D,D,C,E,C,75.05116617027916,-15.810249734765147,E,A,A,A,B,1
Male,Muslim,Non-Veteran,38,A,B,49.524380005222675,A,B,E,D,D,C,-69.14799072773513,57.49717295431223,B,A,D,B,B,0
F,Other,Yes,65,B,A,212.3269745241547,A,B,A,B,D,C,129.11528330769733,-169.57484672570266,A,B,C,C,B,0
F,Muslim,Non-Veteran,92,E,B,-45.123233010992244,B,C,C,C,E,D,48.91238078199646,-22.892887057130388,B,A,E,B,B,0
Other,Christian,Yes,26,B,C,24.530125446851017,B,C,E,B,A,D,59.9454212620821,-16.491032634825835,C,B,D,D,B,1
Female,None,Non-Veteran,36,B,D,197.84581456690844,C,A,B,B,A,B,89.28504632785565,-18.66600939341449,C,E,C,E,A,0
Female,Christian,Non-Veteran,36,D,E,-15.558733317702469,D,A,D,D,C,A,243.36221764459097,14.429586252895454,A,D,B,D,B,1
F,Christian,Veteran,23,D,E,103.96713157529518,A,D,B,C,A,B,114.73662717546209,46.62164567956697,D,C,C,D,D,0
F,None,No,36,D,A,-102.28078506116482,E,C,D,A,A,E,-96.09191951454076,320.68146258241336,D,C,E,A,B,1
Male,Buddhist,Yes,91,E,B,54.71372573367776,C,A,E,A,B,A,-8.019059929458304,167.06999946245276,D,D,E,C,B,0
M,Jewish,Yes,59,B,B,90.0015708859338,A,E,E,A,E,C,11.205741211082044,-47.917942112915426,E,D,A,D,B,1
Other,Jewish,Veteran,96,C,A,61.582946134193605,B,B,A,E,A,C,-33.67752671033046,154.0555284456452,B,A,A,C,B,1
Non-binary,Other,Veteran,94,B,C,-42.55446135804377,E,A,B,B,D,C,85.15686210990093,-113.32621721377633,C,E,E,D,B,0
Female,Buddhist,Non-Veteran,76,B,A,128.86815634054446,A,D,B,C,A,D,-16.15281107053272,-130.5981927670427,C,E,B,A,C,1
F,Other,Veteran,79,E,C,-15.523504628877458,A,A,C,E,C,C,46.57747273641792,86.43799305126396,A,B,B,E,B,0
M,Hindu,No,37,E,D,-0.31618505893893073,E,E,E,A,B,B,152.13028671506007,-29.38739325266308,E,A,E,D,C,1
Non-binary,Muslim,No,68,A,C,-132.1518888773158,A,B,D,C,D,E,185.75432571067995,185.63772513746773,B,B,E,D,B,1
Male,Christian,Non-Veteran,99,D,D,-123.31069827112513,B,A,E,B,B,E,6.0482534127073535,-80.71015738366974,C,E,C,C,A,1
Other,None,Non-Veteran,98,A,A,-141.73366887415452,E,E,D,B,C,C,-51.23941336942105,42.62092422612664,D,C,B,C,D,0
Other,Hindu,Veteran,66,E,D,-2.813144373559794,D,E,A,A,B,E,6.603332988900028,-83.65775999642948,A,C,E,C,B,0
Male,Muslim,Yes,75,C,A,35.48286748755304,D,E,A,A,E,E,141.99458673548926,-39.89183124162374,D,E,C,D,B,0
M,Buddhist,No,26,A,D,-43.16836161212878,C,E,B,C,D,B,82.938167915994,7.562882633227078,C,A,B,B,D,1
F,Christian,Non-Veteran,25,E,B,144.51623740592038,A,B,E,E,C,A,-211.3910913768214,-135.93332134376462,A,E,E,B,D,0
M,Christian,Non-Veteran,61,B,E,-5.859711523941914,C,A,B,B,B,A,-101.50276569177149,-98.92313828763159,B,D,D,C,C,0
Non-binary,Muslim,Yes,96,B,E,3.0738946130775213,D,E,A,A,E,D,22.5990222170605,22.861929301668958,C,D,D,E,A,1
Non-binary,None,Yes,89,A,E,-3.163612962009831,B,A,E,E,B,E,-75.57712010538368,-167.9923837632752,E,E,B,C,D,1
M,Muslim,Non-Veteran,65,B,B,-4.954887264691506,A,A,E,B,C,A,25.027766498224153,-111.81099506141092,D,E,A,D,D,1
Other,Buddhist,Non-Veteran,27,D,B,-251.44783604792357,C,B,E,C,A,A,-5.593210627786026,-6.103329515134559,E,E,B,A,C,0
F,Muslim,Yes,63,D,E,173.35029797066366,D,E,E,E,D,C,-93.65590640598563,-0.8153570146662108,D,C,A,B,B,0
Female,Buddhist,Non-Veteran,23,D,B,-53.619277597917225,B,A,C,B,B,D,-47.671248306100374,-103.15405340888886,C,B,A,C,E,1
Non-binary,Muslim,No,55,C,D,99.29816703762549,A,A,C,E,A,D,-21.635974066232006,24.891428314470645,C,D,E,C,D,1
Male,Buddhist,Non-Veteran,30,D,E,37.372496811017264,B,B,D,D,C,C,-28.727931729001465,-19.04001037097495,E,E,D,A,A,1
F,Buddhist,Veteran,51,D,C,-27.080790679025224,E,A,D,C,E,D,7.797795515309476,112.3111296610299,A,D,B,C,D,1
Male,Muslim,No,65,D,D,34.42331979607776,C,C,A,D,D,B,32.91611124311175,-51.00038836119947,E,C,C,D,C,1
Male,Hindu,Veteran,46,C,E,-111.11448282147846,C,D,C,E,C,C,-70.0896293720409,-46.26679133497599,A,C,D,B,E,0
M,None,Veteran,82,E,C,-164.5106501667301,D,D,C,D,B,E,45.435343289260075,-64.18724380041758,C,D,A,B,A,0
Female,Other,Yes,75,A,E,95.62018027680355,A,A,C,A,C,A,14.80851953126519,78.36039188878131,C,A,D,A,C,0
Other,Hindu,Non-Veteran,70,D,D,-7.645507089543976,D,C,C,E,A,C,0.2310547582445358,-8.260790384463437,A,B,A,A,C,0
Non-binary,Buddhist,Yes,85,C,A,3.148899959908352,D,D,B,A,B,A,-62.71944097035056,-77.31072641650579,A,E,E,E,C,1
Male,Christian,Yes,55,D,C,-164.84992827640409,A,E,D,A,D,D,14.690843484351085,-88.36708098392845,E,C,D,C,B,0
Other,Muslim,Veteran,65,B,E,108.4441610681486,C,A,B,B,E,E,70.57650628493413,-30.588733153893084,D,B,A,A,C,1
Non-binary,None,Yes,53,D,A,-71.66282609056395,A,C,C,A,C,A,-52.68721556720137,-131.5810827786148,D,D,E,B,D,1
Female,Christian,Yes,30,B,D,-36.99498356602747,B,E,A,C,D,E,141.35947153058646,14.712292991883174,E,C,B,C,D,0
Male,Jewish,Non-Veteran,24,E,A,-77.6982140163407,B,C,B,E,C,A,202.49946112565263,187.60931882765453,A,E,C,B,D,0
Non-binary,Other,Veteran,92,B,D,-46.11311707279147,C,D,C,D,C,D,62.72552853115971,26.588772898812067,C,B,E,D,B,0
Female,Buddhist,Veteran,76,B,B,-23.751314291848686,E,B,A,A,B,C,-23.023932810789223,-62.04541949514923,D,E,C,C,D,1
Other,Muslim,Yes,94,D,C,144.55884902862633,B,B,B,B,D,D,111.66105432873951,-88.34181670458918,A,B,A,E,B,0
Other,Muslim,Yes,32,C,D,-54.46301710614148,C,D,E,B,A,A,-26.511954660500734,-8.66140127112117,E,D,C,B,E,1
M,Hindu,Veteran,47,A,D,220.5304157232539,B,D,A,C,B,A,10.865455736752745,94.72040821559379,A,C,D,E,B,0
Non-binary,Buddhist,Yes,28,B,B,20.34241774534753,B,C,A,C,B,C,-48.017487397792465,-19.059198107398565,C,E,D,B,E,1
M,Christian,No,30,A,E,-81.58129377028115,A,E,B,C,C,E,-90.96747109820042,-60.57695750067135,E,E,A,D,B,1
Female,Christian,No,49,D,B,-11.591639072364766,A,B,D,A,D,B,-0.20031715229373642,135.82857704604376,B,C,D,A,C,0
Other,Other,Veteran,83,B,C,35.54968864532257,C,A,A,E,C,A,67.35598305771248,-98.36634871001728,E,D,E,C,D,1
Female,Hindu,No,71,A,D,-25.617195549991216,B,B,C,A,E,E,-35.9067820825227,78.49131446359846,C,E,D,B,D,1
Male,Buddhist,No,66,A,A,-191.88630108676938,E,E,A,B,D,A,92.52895299279739,-123.14433718472462,A,D,E,B,A,1
Non-binary,Muslim,Yes,60,A,A,166.95929943840366,B,B,E,C,B,E,-136.26657647922076,-168.01053757330695,B,B,D,C,C,0
F,Jewish,Yes,82,B,D,-122.96674161704333,B,A,B,E,D,A,-81.4089346196645,-32.02196463300724,D,D,D,E,A,0
Other,None,Non-Veteran,35,A,E,94.08307261802085,E,D,B,D,C,A,36.65660150065862,114.89450142382336,D,B,E,D,D,0
M,Muslim,Veteran,96,E,A,-15.912881042457819,E,C,E,D,D,B,-152.8080749062795,-26.721143755927724,E,A,A,A,D,1
M,Other,Yes,53,E,E,-114.81867183235468,E,C,C,A,D,D,-93.85645003520222,59.18458456246567,D,B,E,E,D,1
Male,None,Veteran,79,B,B,-66.22378387261159,D,B,A,B,C,D,53.943504829561526,-177.44743767257376,A,E,D,C,D,1
Female,None,No,54,C,C,32.89777609936544,D,D,B,A,B,B,114.02730646550197,88.72919382863364,B,D,B,D,D,1
Female,Buddhist,Yes,41,C,C,65.06465080390691,E,D,A,A,D,B,86.02721620565278,220.22208202981147,A,E,A,A,B,0
F,Jewish,Non-Veteran,80,A,A,-17.25760988563596,C,A,C,E,D,C,88.44442399064857,-38.13011584524096,E,D,D,C,A,1
F,Christian,No,98,C,E,71.65781975285309,E,B,C,D,E,E,17.89518542615814,-3.311150452443518,D,D,D,E,A,1
M,Other,Veteran,44,C,C,95.30816954779982,B,D,D,C,B,E,62.42824400790903,89.70263745435257,C,A,D,B,C,0
Female,Christian,Yes,26,E,C,136.083357220024,E,D,D,E,D,B,37.067478093326415,58.90298899113259,E,A,E,D,A,0
Female,Other,Non-Veteran,97,B,A,-83.59222771829755,B,C,B,D,E,B,40.84429535294713,-117.70890378079126,B,D,A,C,D,0
M,Christian,No,20,D,A,-130.07002300251764,B,B,E,D,C,D,65.8545250511726,85.44451341583189,D,B,C,A,E,1
M,Jewish,Veteran,37,D,A,60.80070702827888,C,E,B,D,B,B,-9.47340778083413,93.79501077170553,C,A,B,D,A,1
Non-binary,None,Veteran,44,E,A,95.5796595834659,B,E,B,D,D,E,-23.534048973936606,0.22792682090532584,E,D,C,A,C,1
Male,Jewish,Yes,99,C,D,41.72135487038008,D,D,B,B,D,C,-76.65072793774289,-21.247559039225678,E,A,D,A,B,1
Non-binary,Other,Yes,60,A,A,-11.420628957799117,B,E,C,A,C,C,84.27308271920978,75.34085833490649,A,C,E,C,B,0
Female,Other,Veteran,19,E,E,-176.01596487884805,A,E,E,A,C,C,14.857114115360195,-56.668624019764856,D,A,B,E,D,1
Other,Other,Yes,95,C,C,107.12190614906677,E,C,D,B,E,C,33.44987310691533,43.21932905516973,D,C,D,C,D,0
Male,Muslim,Veteran,94,B,B,138.47387431434467,D,C,E,B,C,B,-161.8891240186539,-82.79144659192292,A,B,B,E,C,1
Female,Jewish,Non-Veteran,18,A,C,-81.60609114416278,D,D,D,C,D,C,54.06716754676341,-166.55490671011574,B,E,B,D,D,1
Other,Hindu,Non-Veteran,49,B,A,191.2124674019375,B,A,E,D,E,C,-126.34777240593964,-87.27897386186547,C,B,D,C,B,0
Other,Jewish,Non-Veteran,62,E,E,233.5264016820044,D,C,E,D,D,C,47.24639201627859,71.31240967741329,D,A,A,C,A,0
M,Christian,Yes,61,B,B,-11.949751203744178,C,C,D,D,A,D,-149.5487153259091,-11.571042604712385,C,C,A,B,B,1
Female,Jewish,Yes,49,D,B,-8.732567554452398,C,E,D,B,A,E,199.49693255049678,-125.06660398554388,A,B,E,E,E,1
Female,Buddhist,No,73,B,A,123.99275481151999,A,A,B,D,B,D,81.84504695075393,-50.15331864932775,B,C,D,E,B,1
Non-binary,Hindu,Veteran,40,E,B,-13.122938595591796,C,E,E,A,E,E,-39.527130496097875,-91.74594472178345,C,C,A,C,D,1
F,Hindu,Non-Veteran,57,D,E,198.64487521010736,E,E,D,B,D,D,122.65250383173512,15.49348833693654,E,D,A,C,D,1
Other,Christian,No,94,B,C,15.292217459413315,D,A,A,A,B,D,-55.98269544934683,101.94652108808067,A,D,C,D,C,0
Male,Hindu,Non-Veteran,32,C,C,34.362633999723656,E,A,E,B,C,B,51.44292124578102,-13.223788978883045,B,D,E,E,A,1
Other,Jewish,Non-Veteran,34,D,D,-53.723922914182076,D,C,A,C,C,A,-162.5771666523994,136.47358936805466,C,B,E,A,C,1
Non-binary,Christian,Non-Veteran,23,B,A,-297.9867837272386,A,C,D,B,C,B,56.3598974069455,6.857110234112214,A,E,E,B,C,0
Female,Christian,Yes,34,E,B,126.17740121329513,A,B,E,B,E,A,-66.99966963582953,182.2072677238394,A,D,A,E,A,1
Other,Christian,Yes,22,B,E,-91.75381449465826,B,D,D,A,A,D,-44.87018791815507,62.0571309020185,E,B,A,C,A,1
Other,Buddhist,Veteran,89,D,D,-8.297903216699574,E,C,A,D,E,C,-40.32244887890942,-193.75745302333553,B,C,E,C,E,1
Non-binary,Christian,No,60,A,E,198.71275046056726,C,C,B,D,C,C,186.51534876120047,35.08970195885468,D,E,A,C,A,0
F,Hindu,Veteran,27,B,C,-122.25895649893819,E,A,E,A,E,C,36.03576540260074,-30.595492179838402,E,B,C,C,E,1
F,Other,Veteran,47,B,A,-132.00191261217776,E,B,E,B,D,E,-225.27205226749757,-93.42155846552922,C,E,D,B,B,0
F,Hindu,Non-Veteran,88,E,D,-31.017959925310105,C,B,C,E,B,E,-35.16493257798216,-36.48910300520644,D,E,D,D,B,1
F,Other,Non-Veteran,97,C,C,-71.12706617034898,B,C,B,C,A,B,-32.997849099022595,18.2237391926524,D,D,E,B,C,0
Male,None,Non-Veteran,66,C,B,-113.43095350804806,C,C,E,D,A,C,44.313938757440766,-16.531520254578357,D,A,D,B,C,1
Female,Jewish,Veteran,99,A,D,133.7990834206362,A,D,A,B,D,C,19.94316921492804,206.55288082797892,C,B,E,D,E,1
F,Jewish,Non-Veteran,72,E,A,-186.50813249072763,D,A,A,C,D,D,73.45072209049248,56.710623714537014,A,B,A,A,D,0
F,Muslim,Veteran,85,E,E,37.6499452884644,C,A,A,A,E,A,33.386677901324944,88.49101292511467,E,D,C,C,E,1
Other,Jewish,Veteran,23,D,C,36.63521523399253,B,D,C,B,D,E,29.790397620877428,41.23620058166376,C,A,E,C,D,0
Male,Buddhist,Veteran,58,B,D,20.54361961676593,E,C,B,D,B,A,-160.83559734619146,23.728696795104725,B,C,B,E,B,0
M,Muslim,No,66,C,E,28.090232221054546,B,B,A,D,B,B,-96.74779408310435,-10.972113244413917,A,E,A,A,D,0
F,Christian,Non-Veteran,48,B,C,14.227996140598007,E,A,E,B,D,E,-166.64237882606193,-70.69418282431242,D,E,C,D,C,1
M,Other,Yes,29,A,A,-21.691153859624524,E,E,A,E,C,A,-46.06724846521723,225.4530459079651,C,E,A,E,B,0
F,Jewish,No,42,A,E,13.476791883744433,A,C,B,B,A,E,64.04142121776538,76.9787168083147,A,C,C,E,D,0
Non-binary,Other,No,40,D,C,156.81558267981774,E,E,E,B,A,D,-52.63092033915654,-50.47240665948779,B,C,C,C,B,0
M,Buddhist,Yes,86,B,A,124.21491024598545,B,B,A,B,A,A,-42.82554350278593,29.443959215008764,B,A,A,E,A,1
Male,Buddhist,Yes,73,B,E,-40.67900536988376,C,D,E,B,C,E,-169.43395546078114,-80.96261348149305,C,C,A,B,B,0
Other,Christian,Veteran,53,C,E,233.4350629947369,A,A,C,C,D,A,132.45266759687217,-77.26397394222644,A,D,B,A,D,1
Non-binary,Christian,Veteran,86,A,C,172.00535590514662,B,A,A,C,A,A,-151.85243045297966,-10.914415391512078,E,B,A,D,C,0
Female,None,No,46,E,B,176.47223586739986,A,E,D,E,D,E,123.96641360523655,-61.03346688474214,B,C,E,C,E,1
Non-binary,None,Veteran,45,D,C,66.39578774374854,D,A,B,C,A,B,131.05799038914685,250.9179334867885,C,A,D,E,E,1
M,Buddhist,Yes,29,D,B,-27.75322001921589,B,E,A,A,B,D,-86.28490861867839,-66.0228375560838,D,B,C,E,D,0
F,Muslim,No,37,B,D,86.48132195499994,C,B,B,A,D,E,27.404871120257894,-211.87224838798238,B,E,C,B,B,0
Non-binary,Hindu,Yes,53,E,B,3.702197975380714,E,B,D,D,D,D,-110.18977400127206,118.67889505398739,E,B,E,D,D,0
M,Jewish,Yes,80,B,E,-97.81801526624882,A,B,D,E,E,C,-62.94098231711456,115.40728508588194,E,B,D,E,B,0
F,Jewish,No,23,C,D,-46.937205163639845,C,C,B,C,C,C,119.50240564568382,104.47182497010172,C,C,D,E,E,0
Non-binary,Christian,Non-Veteran,93,B,A,-4.809974790796573,C,E,A,D,D,E,85.38461949225203,-78.3286867439232,C,E,E,E,E,0
Other,Hindu,Non-Veteran,85,E,A,-105.03630115591032,A,B,E,A,B,D,80.1807471524335,-320.8555325930698,E,B,C,C,C,0
Other,Other,Veteran,36,C,B,-151.89595320612804,E,E,D,A,B,D,-217.33609878339212,-135.99720793045225,B,E,D,A,C,0
Other,Christian,Yes,26,C,D,232.53011001417735,A,A,A,E,D,A,175.1605459301377,50.580994403349465,D,B,A,B,D,0
M,Muslim,Yes,54,C,D,-108.1129283430971,C,D,A,E,A,E,101.14236449249829,51.693655309759855,E,A,D,C,D,1
Female,Buddhist,No,31,E,D,-101.97523987951908,E,C,C,E,E,B,-110.15625448117974,-51.077188966240996,D,C,E,B,E,1
Male,Buddhist,Veteran,54,A,E,-63.28210326261454,E,E,D,B,E,B,-150.49700358556163,-64.67727707745858,E,A,D,B,A,0
Female,None,Yes,34,D,E,17.48432870882865,C,B,B,B,B,E,-103.36834755378526,-126.44252869573542,C,C,A,A,C,1
Other,None,Non-Veteran,93,C,C,-106.42364620495577,C,E,C,C,A,D,-88.54127704366523,-98.52014866993517,B,D,C,D,D,0
Non-binary,Hindu,Non-Veteran,26,E,B,-65.74942693370335,A,E,B,B,E,B,20.555748288478306,-84.79712441996244,C,A,B,E,A,1
M,Other,No,26,B,E,7.813489891760011,C,A,C,B,E,E,-2.599541064822221,-5.380275181450165,A,E,B,D,D,1
Non-binary,Hindu,No,49,B,B,-13.975941513943862,B,B,C,B,B,C,-37.9605401719685,-22.335633364876315,D,B,A,B,C,1
F,Hindu,No,18,B,D,167.5119717180438,E,D,D,B,C,B,14.710287058348662,-92.75767664523052,A,A,D,D,A,0
M,Hindu,Non-Veteran,66,C,D,-96.57896932629906,E,C,B,D,D,A,64.80576651361352,-10.668664591163502,C,D,B,E,C,1
Male,None,Non-Veteran,77,C,C,-76.11352158255433,A,C,E,E,D,C,-70.65307537951246,164.4137860711051,B,B,D,C,B,0
Non-binary,None,Veteran,51,C,B,-5.168584930525356,C,E,B,A,D,A,101.57723344734573,78.55486398169003,B,C,C,D,C,1
Male,Muslim,Veteran,40,E,C,62.26376752107362,A,A,C,D,C,C,-24.012717402841645,-27.31553761167012,B,D,E,D,B,1
Female,Buddhist,Veteran,98,B,E,-180.74007505517272,D,A,D,D,C,D,48.71435187510383,-32.30600546282732,D,B,A,E,C,0
Non-binary,Hindu,No,91,C,B,56.541531093718966,B,B,B,A,D,B,-33.0681364229421,39.72641956688914,D,C,B,B,D,0
Female,Jewish,Non-Veteran,98,B,E,175.28830549715306,C,D,C,C,D,C,-35.736580748523835,12.944424487196148,E,D,E,A,D,1
F,Christian,No,63,A,E,141.6861926273436,D,E,E,A,E,C,14.090827154470606,95.1818001248297,D,E,B,A,C,0
Female,Hindu,No,47,E,E,5.380441511442436,E,D,E,E,B,C,1.8150930093474955,212.5521600350359,E,B,A,B,E,0
Male,Muslim,Yes,61,C,C,-12.424871071031557,D,C,C,B,D,A,213.5080610345943,75.29994072101861,E,A,B,D,C,1
Other,None,No,38,A,D,86.12679211936003,B,A,D,C,A,A,224.00097008731535,47.262964799937144,D,A,B,D,C,1
M,Other,Yes,59,C,C,-42.53552406840411,B,E,A,B,E,D,-257.67577041875103,-161.40233970045477,B,D,C,A,C,1
Non-binary,Hindu,Non-Veteran,98,B,C,-102.08639382482015,D,C,C,B,C,E,8.74688591068261,100.45685508957045,C,E,E,C,A,1
Male,Hindu,No,76,C,A,47.49478064367576,D,E,D,E,C,E,27.457291601925544,-79.08902655474007,B,B,D,D,A,0
Non-binary,Jewish,Veteran,79,B,A,-17.124737779146038,B,B,D,C,B,C,-83.90598180051157,-51.12588347934817,E,A,C,C,D,1
Non-binary,Other,Yes,89,E,B,133.63593433674524,C,A,C,A,A,B,-175.38082810376974,-63.88177598818308,D,D,E,C,B,0
Female,Muslim,No,36,C,C,-11.551615404296756,B,D,B,C,C,D,22.87467785163474,-24.685831077061955,E,E,A,C,E,0
M,Muslim,Veteran,95,B,D,-21.774165978819703,D,C,D,C,E,B,21.829440328321294,-69.84614670547435,D,D,A,E,E,0
Other,None,Yes,45,C,C,-165.34598853966335,D,C,E,E,B,D,-31.664209216124977,-70.40299603732564,D,A,C,B,E,1
M,Other,No,21,A,A,64.10538994113205,B,D,E,B,C,D,37.144697514151986,-58.769719673246115,C,D,E,B,C,0
F,Christian,Yes,54,E,B,-21.88649790854094,E,E,B,A,D,B,158.02168392799044,-62.41438193606991,E,D,A,E,D,0
Female,Hindu,Yes,72,D,D,197.61971692436578,E,B,A,B,B,B,120.48498463930186,72.06718723586361,B,D,E,C,D,0
Male,Hindu,Yes,26,E,D,-53.05234759818519,D,E,B,B,C,C,-30.286757421672156,14.933291315664732,B,C,B,B,D,1
M,Buddhist,Veteran,61,D,C,-7.241866216379041,B,C,C,B,B,E,-72.96102641422773,-28.44479763164337,A,C,C,D,C,1
F,Christian,Yes,29,B,D,-42.57120028981756,B,D,C,E,A,E,33.844067493665115,14.905532769472263,B,C,E,E,B,1
M,Jewish,Yes,50,D,B,15.372718265111269,E,C,B,D,A,C,-99.57260161477619,197.91655785335013,C,E,E,D,D,1
Other,Muslim,Veteran,77,A,C,-40.23978390947111,B,E,C,D,E,E,-71.53041891925326,188.23251993992162,A,C,E,D,C,1
Male,Muslim,No,31,E,C,100.99150260705521,D,E,E,C,E,B,-89.12237901678436,-69.00767824488612,A,A,B,C,D,1
Other,Jewish,No,63,B,C,-22.10215952914904,B,D,C,C,D,E,24.484824751081398,-29.313549929527728,A,E,C,C,C,0
M,Muslim,Veteran,64,D,A,-23.894132221502343,C,B,E,A,B,A,89.46209323336709,-47.52521718527555,E,B,E,E,A,1
Non-binary,Buddhist,Veteran,92,C,C,11.664913908525223,D,B,E,C,E,D,-16.08026946404499,-80.40479643242449,D,D,C,E,D,1
Other,Hindu,Non-Veteran,63,C,E,19.66184950456048,E,C,B,B,E,E,-88.8875941849718,63.42166532774001,D,E,C,B,E,1
Other,Buddhist,Yes,23,E,B,41.25490179595741,C,C,B,A,E,B,43.9503036706247,-12.562794078900879,E,E,E,E,E,0
Male,None,Yes,99,E,C,-107.61048642349603,B,C,A,E,D,C,-204.72563292479938,-68.02506401871989,B,A,A,D,E,0
Other,Jewish,Yes,18,C,D,38.71996300378215,E,B,C,A,B,E,-49.672546998779346,-27.801024716323525,C,C,B,A,D,1
Female,Hindu,No,22,C,B,51.81532704182777,A,B,E,A,C,D,47.195254735180406,-6.332060465715027,C,D,C,C,B,0
F,Muslim,No,79,A,E,-90.92354453340614,B,D,B,C,C,E,-3.9968107624300377,-25.791700266626222,C,D,D,D,B,1
M,Jewish,No,91,A,D,-80.57029906643304,E,A,C,C,C,A,-41.200890758668116,-57.85900706525958,B,E,E,B,D,1
Female,Other,Yes,41,B,E,-19.821442124847284,A,E,E,E,C,B,93.20214838518413,-22.11430585987567,A,D,A,E,E,0
F,Hindu,Yes,97,E,E,-43.08228012129307,A,D,C,A,A,E,23.703829762435518,-93.8947646472395,B,D,D,E,B,0
Other,Jewish,Non-Veteran,34,E,A,-4.679707966452779,D,A,A,B,E,B,-43.00206559146161,4.585995638862964,D,B,D,C,D,0
F,Muslim,Yes,53,A,C,-201.45890114176444,E,C,D,D,C,C,80.61771424677637,0.0876657207171618,C,D,A,E,A,0
Other,Muslim,Yes,50,C,B,68.90792161414666,A,D,C,D,D,D,-65.87554520158228,33.78535473921179,A,A,D,E,B,0
Female,Muslim,Veteran,30,D,D,36.07222142012423,E,B,D,A,B,B,-82.29685754265293,14.28940995744965,B,B,E,C,B,0
F,Christian,No,36,B,D,34.41815868469475,B,D,E,B,B,B,-58.12145204422217,-13.649992622638457,D,E,D,D,A,1
M,Other,Non-Veteran,26,D,E,34.160904234201,B,A,D,A,C,D,-76.30059377219102,130.71882832213734,E,E,A,C,A,0
Non-binary,Christian,Yes,28,A,A,-68.00727711289655,C,A,B,C,A,D,177.07661229580734,-128.20042728053156,E,A,E,B,B,0
Female,Christian,Non-Veteran,24,B,A,-66.58348675564618,B,D,B,E,D,A,124.74749427502678,-150.77218381106405,B,D,D,C,C,1
M,None,Yes,42,E,C,54.5879943174832,B,A,A,A,E,A,-44.32246235903144,-259.12601814272745,A,D,E,B,D,1
M,None,Non-Veteran,66,D,A,-66.67587268796387,E,D,A,B,A,E,-28.04290307655436,23.59952772447709,D,D,E,B,D,0
M,Buddhist,Non-Veteran,23,D,E,26.032208636041105,A,C,D,C,B,B,-214.16149545914215,26.587920833413488,C,C,A,D,A,1
Non-binary,Muslim,Non-Veteran,92,B,A,-25.405587808371028,E,E,D,C,A,D,-167.7890617385574,-33.04272915051776,A,C,A,B,C,0
Non-binary,Hindu,Veteran,19,C,B,-87.01890459943887,A,E,E,B,E,D,-117.66827977170406,-86.24240235795347,D,E,A,C,D,0
F,Buddhist,Yes,26,A,C,-39.42896149206827,B,A,C,B,D,A,-19.81491914467991,71.227843679045,E,A,D,B,B,1
Male,None,Veteran,31,D,A,-11.104912397165915,D,C,D,B,C,A,-28.43456399711217,131.17091221470372,E,E,D,B,D,1
F,Hindu,Yes,39,A,E,-93.6412404094349,D,D,A,C,B,D,36.56970551349352,-180.7588053883697,B,E,E,B,D,1
Male,Hindu,Yes,73,D,D,52.35134505328916,C,B,E,E,C,D,-48.59800932924438,142.325031966911,E,D,B,D,C,0
F,Christian,No,97,A,B,-108.28994260007974,B,A,C,C,E,C,-19.951538717732674,-126.48903554787931,E,D,E,D,E,1
F,Other,Non-Veteran,54,D,B,-45.46450409113516,C,E,A,C,E,C,-2.6164911907589268,39.15125756854111,D,A,E,B,D,0
Non-binary,Hindu,Non-Veteran,41,B,D,15.0040808065321,A,B,E,E,D,A,13.67994669915176,-59.577436614528224,B,B,D,D,E,1
Female,None,Yes,95,C,D,-23.966203368259553,E,D,C,D,C,D,180.8117438420206,-300.26179822539615,E,C,D,A,A,0
M,Muslim,Non-Veteran,65,A,A,-77.88294484830111,B,A,D,E,D,E,60.95489149056306,-189.20590455620828,B,C,E,B,E,1
M,Buddhist,Yes,77,B,C,37.672949428048746,B,E,C,B,B,C,68.38985856300805,-95.52204413563567,C,A,D,E,B,1
Non-binary,Other,Yes,96,A,B,113.77854473030722,D,A,E,E,A,A,-81.2467017345087,40.263704052059445,C,B,A,A,C,0
Female,Jewish,Yes,23,A,E,69.83806387047542,E,C,B,D,E,B,-130.84326985954303,43.44778476906711,E,E,A,D,A,1
M,Hindu,Veteran,54,C,B,37.99874318100154,D,B,E,D,C,B,122.38585939635347,55.41388768065689,C,D,B,A,C,0
M,Buddhist,Veteran,97,B,D,-54.432958350868574,D,A,C,E,C,E,-15.917271347222488,-157.68745575986972,C,A,D,E,D,0
Other,Buddhist,Yes,65,D,A,-57.10527562452814,E,E,D,E,C,E,-110.08806478349682,-66.3824114222707,E,E,C,B,A,0
F,Other,Yes,81,E,A,-74.91021055081909,C,B,D,D,C,B,-48.55261409509853,74.67855321889523,A,A,D,C,C,0
Female,Other,No,92,D,E,19.285181062939213,A,B,B,D,A,E,40.373409977211686,-154.03187527485,C,E,D,B,C,1
Other,Hindu,Veteran,28,E,C,-22.135625130300017,C,E,C,C,D,B,-13.153955323443107,105.5694553112191,C,D,C,E,A,0
M,Muslim,Veteran,45,A,E,-117.24027785621492,B,D,D,B,A,C,-82.1582481030297,-113.98885341338539,E,E,D,B,B,0
