civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Married,-87.73031311085859,129.59544215200688,D,-108.74458070695584,-28.56027685259172,A,E,D,1
Married,-213.98191824483513,-89.7678528766233,C,10.487980237556012,110.3534938684011,A,B,C,0
Married,150.88500676074014,-22.80861148004211,C,65.86453381042433,152.33994704590185,E,A,D,0
Married,50.01650097410326,56.59068228917884,B,-124.26687561469679,-86.55385099196525,C,E,D,0
Married,111.26280358774507,-163.56507500705044,A,112.33968858301324,-58.69327195824263,B,C,E,0
Married,14.878719270019495,151.12877899613576,B,211.97249796096162,-45.78134417382609,A,A,D,0
Single,-90.19582570531834,-12.346619837571692,B,-70.90101657298288,-174.24771139247613,A,A,A,1
Widowed,23.423883474853266,57.766269031797165,B,80.46069977794998,63.34340722575883,A,C,D,1
Single,-92.91872618164932,47.90064263352396,D,-21.100490482732127,187.7097642869272,D,C,D,0
Single,120.54542842384046,-141.90230283166858,D,-2.2295012296675742,-70.82773558170088,B,C,E,1
Divorced,80.73615291993605,209.60129744912038,A,68.46764132010841,-55.89765354896886,E,C,D,1
Married,-18.05178638018072,72.1887516447637,B,132.66068898653174,-20.537228731571354,D,E,C,1
Widowed,46.67106603123489,10.011721214247508,E,76.82729235652972,-69.25290537361805,B,B,C,0
Divorced,201.84426474640813,-26.827994976353192,B,16.93152567437334,26.598959710556297,C,A,C,0
Married,-78.2564397384265,-42.891668212643175,C,-105.59286922665349,-101.75833300010117,A,D,C,1
Divorced,-91.18700955485014,128.31567081874974,B,-12.985633236285398,76.10107934522668,C,E,A,1
Single,-27.851783748426858,-66.83103179451805,B,-22.088069595021658,-29.864278477350055,A,C,D,0
Widowed,-22.329903054406124,-70.88337826553,C,50.48540581591197,25.122317740768874,A,A,B,0
Divorced,-31.621445037986472,-103.31289889543795,B,135.31572455007543,95.81419065688917,C,C,A,1
Widowed,45.21550505518707,-151.05544758998641,A,-98.56255686237414,42.38612292399838,A,C,B,1
Married,26.215173906105232,-4.020052056218289,D,12.140665332583058,-151.33933315415297,A,C,C,0
Single,-132.01817810101787,67.54182254497489,C,-15.282600244204833,92.30086975394366,B,D,D,1
Single,-48.3096206283074,-143.44003098546656,A,-108.82306480062684,-33.421835959006366,A,D,D,0
Widowed,-120.45348893036034,-196.6968319319417,B,8.044425944231378,-69.74956721233208,A,D,A,1
Married,113.06499014816028,145.45139675342708,A,67.91527845347626,49.97129115563529,D,B,E,0
Single,71.41243978867536,82.96713364154924,C,110.40562332142744,-124.04862174584457,C,D,B,1
Widowed,108.0202327724184,-0.2758673657993984,E,101.77071006928962,66.17639082885046,B,B,B,0
Divorced,-109.37894069131842,79.38323384958382,D,-82.22129329529966,-134.31732970589692,B,A,A,0
Divorced,51.024764892995044,126.61041777160303,E,45.99300195004021,-113.78654030675392,B,A,D,0
Divorced,201.91903346947058,66.89476861837457,D,201.24717933874066,-21.64177303556558,B,D,A,1
Divorced,59.381607549508416,124.70953860253529,E,161.1802045081718,33.65314259420368,A,D,C,0
Divorced,8.264306554871826,-120.47239697209753,A,15.123933646558632,126.21915267009598,D,B,B,0
Married,-186.4765080792883,62.772598330596615,D,-78.82511114461502,-283.28389744718265,B,B,A,0
Married,125.72158942718201,-47.21901598159787,B,-53.61141827401311,100.71762146022216,B,A,E,0
Divorced,71.54887035531358,68.6188045479444,A,-68.75383408881663,-25.8756343560275,E,A,C,0
Widowed,170.2461970162385,-1.1257377446262544,C,-57.17120110726719,-84.43359839901919,A,C,E,1
Single,-81.18494843106014,-21.41150730365383,A,-207.47115567134432,-15.557110715258515,C,B,D,0
Widowed,79.98571000526084,54.17768910480499,C,-115.51023439530465,79.70048122974586,D,A,B,1
Divorced,-9.30015587038728,-40.43647578260135,A,-186.3767816953525,7.089685664171419,C,B,C,0
Married,33.59808143848265,154.78965577836078,D,-101.30628133466928,14.608612634705429,A,E,D,1
Married,86.46855534515639,-12.704709685123506,D,-87.35466238219965,95.14045593749103,E,C,D,0
Single,-138.95289349220545,118.53401127346059,D,-127.30433637645564,-13.194528300705526,D,D,E,1
Married,5.417721504149423,48.152129324674576,B,-55.29250553717957,-132.51060000311242,E,C,E,1
Divorced,57.76044543146167,-118.2473137028032,D,-21.564397558675946,113.21773810605691,B,B,D,0
Divorced,72.01099819224011,159.01038972236913,E,-36.75243288929618,-20.2184918407494,C,D,E,0
Divorced,107.36234716428459,-24.042977542619663,C,87.4541993437615,-8.39966901666227,B,E,C,0
Divorced,27.91057283918958,145.51806300910545,E,179.49386881252082,-176.72514651094127,A,E,B,1
Married,-30.098686970547465,34.324806711233705,C,38.799129059792854,-98.21900073822086,C,B,C,0
Divorced,-169.35493829888773,-4.596855483561285,B,38.193720062398356,-73.21809877555975,D,D,B,1
Divorced,41.028742665129705,54.57353413545706,E,56.989174864427106,-126.75138975543668,B,A,B,0
Widowed,-94.22039099000433,-20.41638584016138,B,-106.19025151403514,-67.40975881097977,D,D,A,0
Single,17.616322314824796,-3.0059314702865754,A,-117.49406490153378,189.02649417724652,E,C,A,1
Single,-26.27699498721947,120.11249130419328,C,45.856820811384004,-107.47385587892877,D,A,D,0
Widowed,195.83513105760758,-18.688684947678695,E,-36.084847876992434,82.28645689912058,D,D,B,1
Married,-46.07274096236536,109.72845704573393,D,-132.40032620193907,194.0264296031802,C,A,E,0
Widowed,-71.39069936851786,-15.490261794488061,D,48.11401008362219,-138.13621417977996,B,B,D,1
Widowed,40.376860866147304,-9.06588258492018,E,-38.307376242836135,4.982902546208767,E,C,C,1
Widowed,18.016148912381336,-0.24435735132930653,C,-92.83104961464218,-68.50762956819783,B,A,D,0
Married,232.21306856431926,106.39418920017154,E,99.76641479170162,-184.87532786279428,D,A,A,0
Married,23.29892895331986,46.696959235076,C,15.705134582746885,41.19112913390941,B,E,C,0
Single,185.97549941769708,179.20971814101355,B,-45.73159356309057,86.49021855951806,B,B,A,0
Widowed,136.86892180627729,-95.15580394942707,A,36.592125624507354,10.070736012215804,A,A,B,0
Married,-185.22556645189874,-44.465200594433654,C,122.52206493497803,-50.83837410709934,E,A,C,0
Divorced,85.57040302882605,157.6112963956556,B,-104.0822386598906,-9.365740420993326,D,A,B,1
Married,32.16740326342306,-2.1062715208059983,B,67.5797920690191,-36.71014416018226,D,B,A,1
Divorced,-40.491827340374,55.90312635710095,B,-48.17923238917091,24.343991548257655,A,B,C,1
Divorced,-120.92431647495627,-82.8709634828629,A,-125.94474568489538,202.35089431962643,E,E,E,0
Divorced,24.51765593412023,44.82112452060786,A,-21.021609534659532,173.45501911066626,D,C,E,1
Single,-137.7559989784717,148.81360521240447,B,-15.513204666258929,33.60663174234504,C,A,A,0
Widowed,-33.78104240285316,63.70018339405493,D,65.4430974145032,110.51483523590919,B,C,E,0
Married,-68.7946851485897,47.70513537083655,D,95.72162637622105,74.68624269381775,E,E,C,1
Married,54.418266194649725,5.67039213399172,C,-63.8615084207048,38.39160539527718,E,C,A,0
Single,91.00220077616402,162.6947184210454,A,-214.54766930286277,66.71744981160263,C,C,D,0
Divorced,46.41911967698398,30.898245759117437,C,37.29757301208386,45.03950618863472,B,C,E,0
Widowed,-158.82552625729826,72.94555871974025,D,-154.19745747541515,123.93723485837951,C,B,B,0
Divorced,29.32171343909272,7.963328916708518,D,-92.97401400469131,121.63193724104183,A,C,C,0
Divorced,5.795922914804703,-27.99119722032245,D,-76.60152201973631,-47.169748326609216,A,A,B,1
Married,-48.51305516086387,-173.3338995732568,B,-5.2426625431351,30.740792610362078,E,E,B,0
Married,-164.0378444929111,-221.91226406153217,D,81.57286614878454,8.834788314363747,B,E,C,0
Single,-37.1742166047145,-102.27688352907265,C,-5.388178200032743,247.35538641065838,A,B,A,1
Divorced,32.40370674981583,42.357399353808525,B,-93.47104525581577,79.9019511515549,B,D,A,0
Divorced,-37.693616979799636,81.22326616113934,A,-55.037548766391744,146.86795524544615,C,A,C,1
Married,-45.72196220797419,-62.79917826875527,B,86.39334664876073,69.18806155906638,E,E,E,0
Married,-23.232259223355797,-64.76742738509203,D,153.9672330699347,-18.13838792584527,E,E,D,1
Divorced,155.96191200596365,65.5039348585294,D,18.811380207430602,-51.809695281447055,D,C,D,0
Single,59.10879321380605,1.8968372100224933,E,-47.213637962180336,-16.165584508685612,B,E,B,0
Divorced,52.3058940626437,-13.567460159422334,C,52.143613894676776,-151.27827890023232,E,B,D,1
Widowed,-90.8807777648186,-81.63900843070434,C,-146.75115002073719,-268.25649163222585,A,B,C,1
Widowed,-116.38620679638609,-115.53093645677166,B,5.458156234290209,107.22302400475157,D,C,C,0
Single,-50.0702517343896,149.97545267601458,B,-63.95303929325902,108.82218659503691,A,E,E,0
Divorced,-40.14122695867782,-77.86330775779666,B,-133.31243850963742,155.54150703071733,B,D,D,1
Widowed,16.812556527391642,45.40202988137486,C,9.341740463875704,-24.575992702231144,B,D,E,0
Divorced,-108.28543827629818,139.75922407306805,D,-17.478132059369695,-59.65342832169947,E,C,E,1
Widowed,64.42037129298284,62.55835362665706,B,-24.87373858171498,-59.171358873592716,C,B,D,0
Single,-59.24675506348402,25.882693764681786,B,-7.297658882926456,180.53662648437668,E,D,C,0
Widowed,-32.65081750495207,-137.24643571836324,B,-161.18055289073237,79.38417182801341,D,E,B,0
Married,-43.61177421380443,-39.54695697255087,B,-116.57881605129438,-64.44264993575723,E,E,D,1
Single,22.726568401163846,22.438625391062477,C,-164.85794589545432,25.559479174919268,C,B,B,0
Widowed,-61.08308444630127,-19.35473439741523,C,68.32623456934223,74.0856466789509,C,D,D,0
Divorced,212.57437281302987,83.58496556108994,A,-139.98279162329274,127.68072123481761,D,D,D,0
Widowed,-108.13486026007854,-108.17787706125712,D,184.08591543707246,-8.80171546521372,B,C,A,0
Widowed,-231.33854163043824,-129.53465790005657,D,27.845586071663387,-94.82276999774288,B,E,D,1
Widowed,2.465944174537491,7.12464707442062,A,40.04145448402341,126.73891236462032,E,D,B,1
Married,-39.95264200894814,57.65538218946027,A,-116.20306490859338,-13.4737074420906,C,E,C,1
Married,4.93723677169713,39.92671445065881,A,19.796265489007915,-10.688079929306703,E,B,C,0
Widowed,19.275268625418928,13.002143091729199,C,-176.9532261622916,-3.789219974936027,A,A,B,1
Married,160.84331122035002,-74.98819745545141,B,-283.30719409466786,-203.7767199085898,E,D,A,0
Widowed,10.889364014556511,-11.853968123443588,A,-5.450954586887673,228.21356395815536,C,E,B,0
Married,43.144185288092544,32.02556284895764,D,-159.9489672434435,35.467926549714775,B,A,B,1
Widowed,-8.977895607914967,-50.74278912428489,A,0.35149846321567924,-25.363839250572912,C,E,C,0
Widowed,-29.18811816725857,-70.62539594180949,A,100.76750350908357,135.22924729441235,E,D,E,1
Married,150.556524788833,-39.4568661560718,B,-54.37512769976419,-62.53808724434554,A,D,A,1
Widowed,-123.06142625329845,124.61796293002723,B,-48.07942551069084,19.249473177331087,A,A,C,0
Single,-27.26542057992873,-102.91368209732434,C,62.16562458291857,102.41626511877232,C,C,E,1
Widowed,35.726444219631105,51.21903427024329,C,91.9385431424443,-23.654108269250365,D,E,B,0
Married,58.34900071941955,153.5846308293485,B,15.446771519100984,-74.61018325581121,E,C,C,0
Married,-22.074303005889355,3.713857505908244,C,135.7545748101032,-112.41179808925324,B,B,C,0
Divorced,94.33962194432345,56.00852123707406,E,-22.02805511359434,-97.29010068324646,D,E,B,0
Widowed,-156.05315652932285,-64.72463760981587,D,-111.12317308399223,-33.60328973008569,C,D,E,1
Married,93.16489381165185,-80.8911888039154,C,36.4807671805634,47.93261411329707,D,D,C,0
Divorced,57.82563226343783,-142.41310448334622,A,-176.44086293525783,-133.7452239253012,A,B,B,1
Widowed,-60.070339463263764,-198.68845391716113,B,-20.226646681087125,-142.22652222902755,C,A,A,0
Widowed,-48.47153880833876,-13.206910704974014,A,-30.675346617163274,-224.7742626889124,A,E,B,0
Divorced,-53.47044025687788,-27.278870626538378,A,-43.58063604564338,55.901516490328106,E,D,E,0
Widowed,34.28401253417772,167.90559154735237,C,-94.49081135391828,-108.33225710089656,E,E,D,1
Married,36.125811314805574,4.6009418466560374,C,150.61472068000535,-25.248761490886984,D,B,E,0
Widowed,108.99173498367878,31.036052078618077,B,50.67530445711179,-18.278011764526617,E,B,A,0
Single,1.8206801627876432,94.43314114492378,C,9.15599081768134,-86.97550429360412,A,B,E,1
Divorced,19.656524038759287,0.044920185808216224,D,-2.727129735456475,-18.572447705348264,E,E,D,0
Widowed,32.004150087247716,-28.13421645017496,C,55.56974555491833,68.66494224831784,E,D,C,1
Married,-237.06340908821576,-91.85421389327806,E,-121.4954790789421,-94.55017175159843,A,C,A,1
Single,41.243183935390846,38.79919681810881,C,-15.263803657091248,73.55012407502069,A,B,D,0
Single,39.572050454222705,-94.8534702784419,B,-143.1310036895492,80.26488583637727,A,B,B,0
Divorced,-185.5402971920475,23.417907646938456,B,156.2613322167576,14.889533547577926,A,E,A,1
Divorced,-116.31388192545708,-43.679291524983796,D,-152.56309023849056,100.66442885066043,B,E,D,1
Widowed,58.253297205413276,-159.38988861200556,E,208.56730721876536,-150.5761230570713,C,C,B,0
Divorced,0.8970395156202111,227.80964875670557,D,-69.76025889612471,-95.89705275607568,B,A,C,1
Married,-185.99171524800465,52.04846527140726,E,-72.11457730677094,54.9393150322923,A,A,C,0
Divorced,-20.746917313995166,-195.6132588677979,E,-196.5491457478769,18.519170747790582,D,C,A,1
Single,104.26704393218711,-5.627243793258412,D,5.517493432903618,25.91545687635585,C,E,B,0
Single,200.80300064374867,40.546196239438885,B,-95.12117377144583,63.09318364626413,A,E,E,1
Divorced,-64.24407202843739,19.29768029889877,B,130.7556176915001,22.11395330762324,E,A,B,1
Married,1.3774540942147546,-183.4116254581494,A,58.99428067976801,-87.67733523552741,E,C,A,0
Single,-193.16203329748382,25.66504634606261,E,-68.1511631335946,-32.60026462491081,A,E,A,0
Divorced,-43.24915008378781,-98.60594516283354,D,-38.656772372819965,-20.412595720850966,B,E,D,1
Divorced,-119.37298131788756,-2.635409723067098,C,-45.318666854790834,51.691257979291095,D,C,E,1
Widowed,-227.5492483700232,17.238662421788113,B,-120.53188658516514,-15.447528897932319,A,C,E,1
Divorced,-64.46110333941016,-119.56752818393835,C,35.3024273095385,-77.81873656582549,A,E,E,1
Single,41.92488496255365,-35.953928994710566,B,-124.63139011316422,-68.76201148355065,E,D,D,0
Single,-159.291236091466,-36.41460286644639,C,0.03887241607408822,-91.02651687098287,A,D,C,1
Married,-158.2998959233789,-254.00166240599225,E,-54.96670534193655,-54.884608584671426,E,B,C,1
Widowed,17.38144837521992,-90.23596340263428,D,-14.024123548940576,-127.11609460318536,D,A,B,1
Divorced,30.871736535926285,97.81960761625719,E,3.9809800965511615,28.26167075564684,D,B,C,1
Widowed,119.12216708410466,-17.750208724262535,A,-89.34152446372964,116.73562036145348,C,D,D,0
Divorced,-21.334680246535562,22.269473499716934,A,-168.25231306544737,69.32551244902189,C,C,C,1
Divorced,-138.95341425657327,-70.32304259171651,D,-79.42943055670099,1.4251465101042238,E,C,D,1
Married,156.45680518277203,110.03354134571299,E,-88.71804204623662,-67.68421639050956,B,C,C,1
Single,-132.89169929014074,-104.93028177997832,B,-72.74443469512984,181.11846212808604,D,B,D,1
Widowed,-9.070999708856501,260.0903761131378,C,-129.2915959841574,74.73744469767325,B,E,C,1
Divorced,109.0277041174736,29.384816633729237,B,43.621059714194516,188.21047687503065,D,A,B,1
Single,-17.170931271621484,-22.69973974203668,E,105.2036234759994,-52.081838460933895,E,B,B,0
Widowed,-132.5908918781967,-26.89798243915782,D,-119.74457995589141,247.70186782179908,B,A,E,1
Married,-35.685235877068536,-48.754099911490776,A,-45.1213515076638,-57.85660018554161,A,E,A,0
Single,-70.1043782908689,73.99282445966247,C,97.425101961125,-67.50485040506476,B,B,D,1
Single,175.85928370187818,-46.143301812573924,A,167.78257081120475,-7.522784632260258,B,A,C,1
Married,-127.72647351428792,28.328698179558597,C,-155.6027560868718,-1.3969120559695893,B,D,E,0
Married,-100.35224390687706,-120.35939631573117,B,13.100062229945191,-3.4497559934704416,B,C,D,0
Single,48.4277959545506,40.3549389227328,D,-242.02300433003657,-1.2862190863994805,C,A,D,0
Divorced,303.94584098459256,15.146932426321836,D,48.42487765354894,166.40913131444574,A,A,C,1
Single,98.78853829693266,-90.56008729574165,A,-5.401289022818086,113.44334948362543,D,C,C,1
Widowed,178.37456909344957,-29.805541714539423,E,126.1484829112232,-31.881160021685012,D,B,A,0
Married,-58.01276627285007,-30.49014843593889,E,-169.8611079693037,-1.2234807315394636,A,B,A,1
Widowed,-61.3409571763484,-187.81956883552894,A,-38.95801281057236,-22.72569244216472,E,B,E,0
Married,-18.69317505113659,-96.36113390952968,D,-25.054919562073902,29.57040794839291,D,C,B,1
Divorced,226.07781517932938,15.35850430187603,D,-67.50255996379045,-125.36225424617086,D,E,A,1
Divorced,-67.54761145682902,-53.13438508251578,D,191.4879308791655,91.39091939966215,E,B,E,1
Widowed,-20.95675304601286,-373.3835480824948,E,47.35252491671652,14.061199357053841,D,B,B,0
Divorced,276.2754434167573,36.96000344963002,C,-95.79664265008823,-55.63647803064842,C,A,E,0
Widowed,-90.76062839663732,-17.664043851711686,A,193.79275401317278,-82.16804013204923,C,A,D,0
Divorced,-54.42604327107882,38.73402824107423,E,20.917976738575053,113.31621779338074,D,A,A,1
Widowed,150.5137077574398,-8.72825038797341,E,-13.837425520693644,64.32370917221846,A,D,E,0
Widowed,0.457394456061344,-4.577060487904853,A,42.3534655702923,-88.19324701267863,A,E,E,1
Widowed,67.35923939851378,-341.53613421839486,B,22.40315382152451,76.87151467026754,A,C,E,0
Married,121.72880018452408,16.362142002630595,B,-165.61790202269947,-137.67603734364573,C,D,C,0
Widowed,58.78375182706169,-32.15100009827521,D,53.576780207553284,7.256871449860415,C,B,A,1
Divorced,61.320528092009454,5.674877911638568,D,71.14870275630334,-103.01781364379674,A,C,A,0
Married,-73.7543445239986,156.06920119794557,E,-32.379760309639146,78.08680944214888,D,C,B,0
Single,-142.19378082377298,-114.30581596398206,E,43.28370576632791,-204.48857149158965,A,B,B,1
Divorced,132.37563501959133,141.97480187746646,A,14.19683679077924,18.557228663542052,E,A,B,0
Widowed,-56.84537264659662,66.11074591244684,A,83.87562988574125,159.75233939450953,A,E,C,0
Single,-36.272081086764125,-298.12382502182305,A,-196.64303125144136,-126.12152897001695,D,C,C,0
Widowed,69.63730884318686,-19.57773803375585,B,-0.6004959013340009,63.112287515540544,B,A,D,1
Single,74.84618539969863,-128.7009448198234,A,-15.926877169769899,59.28480033761504,B,C,C,0
Widowed,-92.90867881300787,-150.0714143379665,D,-200.6044073748989,12.551423628899927,E,B,B,0
Married,-126.96842611201996,20.775838938365084,C,18.567027553653013,-25.63225190245644,A,D,A,0
Widowed,46.79650537495436,72.2350706859647,A,-37.87086081144722,43.46204748029527,C,B,B,0
Divorced,-30.12771457772426,64.21936926975866,A,170.04302546705904,-57.48128196786355,C,E,C,1
Widowed,68.54390078108521,76.58635308657476,D,143.79078363217658,-58.79532977636166,C,B,E,0
Married,-71.62043815876451,54.43028903665989,B,-75.50305378817328,-113.82785053635082,C,A,E,1
Widowed,-23.777421153856974,-121.4192164752302,A,-181.7807943375016,66.04105955677025,B,E,E,1
Married,73.71027073407745,-39.4855472698353,E,51.359272869336316,9.16641357174707,A,D,B,1
Divorced,131.62589099037217,51.064451393329456,E,-35.333170194022905,-183.087567080753,B,B,C,1
Married,-71.65743109746691,-44.36507403209372,D,-98.31665273820232,127.3531636093997,C,D,B,0
Widowed,93.11206742017994,104.52716121567853,E,17.607274655189258,-103.04148266342477,D,D,E,0
Married,-44.13741074318807,-9.1615294437027,B,-35.79585843022203,-71.46139923032837,C,B,C,0
Widowed,84.0797915195866,250.25520425373023,A,-6.910171362730997,-12.853126627362998,D,E,B,1
Single,-3.062539323880204,77.62777588061833,D,-48.55513753522413,-5.2614419664669105,E,E,A,0
Married,74.36179928401958,128.1245447076357,D,-134.79438447578863,-55.98463872548469,E,B,D,0
Divorced,-10.297949929147137,-129.46836990101372,B,138.89176313994983,-12.812348152250555,D,B,A,1
Divorced,-13.897836634118372,218.83896202121056,D,-190.88694888705407,83.54044624942871,E,E,A,0
Widowed,52.170475598836674,-16.758650127392812,C,-201.50683620423072,-72.83014027774134,B,E,A,1
Married,-21.011967528547835,57.845347187578966,E,97.43269809951042,69.75519252313612,D,D,D,0
Widowed,-323.9628429604917,-97.32627904743195,B,190.57516781777025,35.55974222158756,D,B,E,1
Divorced,-50.699417763919044,70.3502003415033,B,113.44459480634367,-127.46608760117087,A,C,A,0
Divorced,120.93823567537711,190.58099666666806,A,38.35304355859566,-52.461705088937634,B,B,A,1
Married,107.03130646363019,-171.78491086220296,B,99.97958339724745,61.781735342204016,E,E,A,0
Single,2.976157007418234,16.965192611964135,B,29.768813951111657,8.438839903819716,D,B,A,1
Divorced,76.52768540560281,78.6500121959551,E,196.9578831997459,-144.67106748042966,A,E,C,0
Widowed,-77.1258399052486,-138.59127187525,E,83.2923219275443,-50.55771717578846,E,E,A,0
Married,-176.39443284416188,-175.80218513215866,C,-8.555386678774077,46.01780800049846,D,B,E,1
Married,126.84110799565778,160.2459947063554,A,8.99903629072725,-192.0500328441345,E,D,E,1
Widowed,17.480702095753472,-55.729438674843394,E,-82.29770599330935,7.374806706890917,B,A,C,0
Married,87.51500210436815,100.19678475604974,B,-21.72523670986196,274.5165337775996,E,A,A,1
Widowed,-80.87885572493389,41.243950671787175,A,-143.26418930734272,-131.13508797847874,D,D,D,0
Married,4.5800210278924105,53.1934431729583,B,-35.328669157119585,-137.52540555231278,D,A,D,0
Married,-77.35071454039397,-41.90489302081514,E,209.4905603492002,-64.6483333661236,D,E,B,0
Divorced,69.0132083894889,-105.93112711405774,B,-103.45180219415151,-92.31639523509614,B,D,A,0
Single,55.032923239718116,5.239047703996188,E,-13.720818152382314,60.44666466152104,A,B,C,1
Divorced,74.93819349904597,31.188113260157806,D,-90.77376070196406,5.238646043902982,D,A,A,1
Divorced,-210.54202650911483,24.043182477331197,A,121.39607499768934,171.02890952586878,E,A,E,0
Widowed,-36.39131900487412,14.393039148397344,B,-96.07304439530515,-66.29298724530398,B,B,B,1
Divorced,-25.86855608746165,-131.2552039430068,A,24.163150743819735,-90.03136377874229,A,E,A,1
Divorced,83.37372154977967,-15.82536691026856,A,-14.85977825733692,34.59127023823832,C,D,D,1
Single,-12.241659036488208,71.14823764003219,C,136.17174015929973,34.687135092875494,E,E,A,0
Widowed,105.77337741490153,-63.30975137953412,C,24.20492636800972,-18.257111191554706,D,A,B,0
Divorced,10.371954136908926,-92.38646843050292,D,90.2335096942683,43.05503868413609,E,D,C,0
Single,76.76582493735447,110.71916917696629,E,7.9878732021002525,-17.0602040752548,D,A,C,1
Married,55.93645239370559,-102.77568379479982,C,100.1837729285739,84.95715008023465,C,A,A,0
Divorced,26.073708317034168,-149.79114645476207,E,-19.767254064681474,-52.97626460256605,E,C,E,0
Divorced,13.615402529900097,73.63722411770537,E,84.54995506396965,83.36232269430776,A,E,C,0
Single,113.00341529882576,-154.00940315953804,E,88.71143146060734,3.723708747098538,A,A,C,0
Single,95.94598092558056,-51.50378003951614,D,5.29525911005375,-101.9668864889302,E,E,E,1
Divorced,251.31027762295233,88.74482769254875,C,-7.51067915994959,188.27135782230093,A,B,B,1
Divorced,154.97805964016672,44.07602411686229,E,-81.48623751903071,-109.19584679479661,A,C,E,0
Widowed,-77.40971600950397,134.94287790326888,D,111.27144869022978,47.035486220426414,E,C,B,1
Divorced,28.672597805839718,-0.3528898133857331,B,-117.25951319155843,0.5167627686934443,D,C,E,0
Single,23.204012608042408,0.1867022661703997,B,-87.20765079115776,-120.4465037181625,B,D,C,0
Married,142.7691176409789,-115.89944395605775,D,-157.52174649948938,118.1582220372429,B,A,B,0
Single,-45.54456255497048,-32.50206015441069,B,-120.12057496317286,-165.33872737364516,C,B,E,1
Divorced,-182.71572628020652,-72.17170770435274,D,-81.29637641215704,22.340316133536312,B,A,E,0
Married,32.09650262558702,-94.4539678770823,D,-39.63955217479186,82.74686915617669,D,E,B,1
Married,3.0975626575117143,-135.32578466715637,A,86.85732399654343,65.84918161709966,E,C,E,0
Widowed,-123.22444240027694,114.32444269528499,D,-141.90365448321612,150.90620226676077,A,B,D,1
Widowed,44.19621733006761,3.3575461187067583,B,5.2581453963962,101.63912271551506,D,A,A,0
Widowed,32.15464532954794,168.56996051758998,D,-15.971853022996829,-43.98157054946635,E,E,D,0
Divorced,-198.99508280395108,-62.20844915150677,B,-109.63386757755768,92.83325191877566,D,E,A,0
Widowed,-50.130077444258006,29.42363715722962,A,73.3967026714096,-40.62501116077954,C,E,E,0
Divorced,-95.53493510576475,173.12146998691654,A,58.73968244046165,204.44227650812746,D,E,B,1
Married,-134.00063207004956,85.84019081202007,C,167.39130921931178,-163.62035953737924,E,A,C,1
Single,165.66578317464646,38.23091330463024,E,-1.2960902048464495,97.57251109437613,A,C,D,0
Married,41.626715151377724,41.97282882123479,C,94.54249543914035,119.55310503180681,A,A,C,1
Single,38.59538398049488,9.709706600402255,A,1.41596053963267,31.951077368232518,E,E,E,1
Widowed,-116.39238756974044,57.06496463414328,D,-75.70704982157483,-11.089048869469035,B,E,E,1
Widowed,6.534339953611565,-193.10127332744423,E,27.691463499907805,-19.677365497419956,A,E,C,1
Widowed,-102.44384943174722,27.665100361584805,D,94.47052376597192,96.51274079105428,B,B,C,0
Married,-44.72633901292856,-211.0038209652847,D,80.19864438780318,33.41825547267825,E,B,E,0
Single,93.18054199720697,-32.63978174596476,A,-70.2594849533961,115.12668744581624,B,B,D,1
Married,2.2808784194049645,-40.906332390016956,B,180.4533993019928,-75.72858853751266,E,D,A,1
Married,142.20168257270524,-65.36681844628096,D,105.58072591678066,-63.0358121406531,C,B,B,1
Widowed,-11.158450068329866,123.72692351786725,E,74.58261983744896,46.51229595733233,E,E,D,1
Single,150.7357917203271,118.24089761553714,E,-111.71831682013615,71.21805518754411,C,A,E,1
Divorced,-7.387154916302481,-125.32850930266144,D,-43.77804012763523,83.38024498495187,A,B,C,1
Single,189.4160998434501,-160.0438944122926,C,128.5576765595665,-13.584085898381998,E,C,A,1
Married,149.9847914306902,15.538928752880544,E,-126.70858783885863,74.39482206333808,E,E,D,0
Married,-120.34560226728692,-108.99439976437174,B,-156.35558090550404,58.74507088773644,E,E,B,0
Married,54.763313322269255,106.45929265306225,E,90.57143289244011,85.68884421632859,B,D,E,1
Single,236.94013960168286,-68.7465165101945,E,-118.34107022919436,-167.286846502702,B,C,D,1
Widowed,-150.93409211081902,235.51777822022285,C,96.01856177960963,68.34119040486092,A,B,B,1
Married,124.67874499677214,-56.24283499611435,C,87.29232292082963,161.76721534768788,D,D,B,0
Divorced,74.83900858744393,41.42837434473685,B,-77.89662163544635,99.28812166264362,E,D,E,1
Widowed,-130.83179743495228,-45.93698931255802,B,79.07739523049969,-148.84370465825276,B,C,A,0
Married,52.90485283297629,-137.796044929836,D,56.38513956707924,-120.09849476817631,D,B,C,1
Married,-74.43387068910585,57.04923125131132,B,138.83148018532356,-67.98992095096588,E,E,A,0
Single,-13.601112616451477,-87.84004523058752,A,-1.5651956710493364,-136.73714673341067,C,B,C,0
Married,52.332036219736075,-68.52004801036526,A,63.11161683315342,2.1084437037547707,D,C,B,0
Widowed,-135.80346091727492,-79.53297103733176,E,-5.868268728006329,-33.314886086715795,D,D,A,0
Divorced,279.1468714820312,-69.98051724145658,C,-29.847616772351067,-73.3925913755457,D,D,E,1
Married,-91.30565857246826,-47.917367236400786,D,-273.9907283519873,-9.151649061302116,B,D,E,1
Single,87.61175000366286,-80.45242225993901,A,-210.99330813009658,-56.809307389442274,A,E,D,1
