ethnic_group,Gender,birth_year,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Hispanic,Non-binary,51,Other,-136.07453910613484,-31.80062329713732,-122.84845563806743,26.184543799750248,D,-51.59641445424846,0
Hispanic,Non-binary,64,Heterosexual,-75.02128123091934,-67.60696934988303,21.371955980356866,-32.829975827094025,B,-13.187921323905611,0
Black,Non-binary,71,Bisexual,221.1844957802291,44.23693207566605,-72.44266235236724,-88.74000803771,D,122.85707090836955,0
Hispanic,Non-binary,27,Bisexual,18.241868377354372,189.17042706723305,196.3164532268,103.17601481854182,A,135.28530127534708,0
Other,F,38,Homosexual,-40.618304699361104,-56.25767930247609,128.34973850451675,0.7186625515204327,E,113.5970859642779,0
Asian,Female,66,Heterosexual,113.26144107491794,96.88104223366184,-55.97904392903581,43.95867649539481,E,-54.54735150122523,0
Other,F,76,Other,96.64388441507637,43.81485845316512,-229.44098964185292,-83.5478401440797,B,41.00743476580366,0
Other,Female,44,Heterosexual,59.90639323734034,64.94408880215275,137.67015699552695,-32.95051595824668,D,-58.421251138885836,1
Hispanic,F,46,Heterosexual,-62.723461767802945,3.18662845113742,32.04683030161541,196.4534949018021,D,187.34909943724261,0
Hispanic,Other,64,Heterosexual,152.14393790972932,56.01541917105981,-73.53558578947745,-0.09415999494037809,A,54.58464980874501,1
Hispanic,Non-binary,28,Heterosexual,46.46109522966796,-115.15099329842091,-78.41016581291203,19.352651165093878,B,10.108320382811298,0
Black,F,22,Bisexual,-62.148584779299796,-164.8951286647012,34.300767848928864,5.6120816900314985,D,66.82862061253692,0
Black,Non-binary,73,Heterosexual,121.96150405119282,14.454119295414234,45.048372583663884,-36.49997366111376,D,-47.6295326995195,1
Hispanic,Other,77,Heterosexual,-89.77213166165343,-82.01088957703688,-146.52278696308068,71.40361189465621,A,-112.97375614033571,1
Hispanic,Non-binary,43,Bisexual,86.36880360191704,-23.687601427902898,-44.90571069421055,98.3130593704058,E,231.9451808822838,1
White,M,78,Other,62.32641808639791,59.514096947036585,-52.63526891860788,-45.61343567105373,E,76.88501482175045,1
African American,Other,40,Heterosexual,-51.95143057710453,-140.77103903519452,45.12386554359132,-120.53780426069372,E,33.402602603583645,1
White,Non-binary,48,Homosexual,171.15617019784926,1.696245043175812,-38.76249150486557,8.529998723159574,C,31.531083599469945,0
African American,Male,74,Other,121.48068840804227,131.5571242263847,-92.56675153361965,-57.26593793181547,B,96.23974151426536,0
Other,Non-binary,74,Heterosexual,85.38314476663336,-42.6300534424288,17.196159510015715,-144.71316713782397,C,2.6137346587225614,1
Hispanic,Non-binary,60,Other,-184.9840949771773,152.93640719550103,11.985640938749665,48.79002209519402,E,-3.3176016510577138,0
Black,Male,20,Bisexual,33.21019772402436,-74.88876306886624,113.68887035261774,105.90548874762118,E,147.8298147990369,0
Black,F,70,Bisexual,5.226837828189709,-264.3150976641266,-157.79056852343115,-49.55438323076622,E,13.663868528352824,0
Black,M,30,Other,-45.32366894706752,68.63680229664395,28.665164405858786,-12.33551169994057,E,-22.681933710966558,1
Other,M,76,Heterosexual,64.16740007041878,-26.35178745554021,99.77199594151821,-28.311601443770446,B,54.54700245206093,0
White,Other,36,Heterosexual,105.2511016245687,-104.78208264315296,-81.71694395660197,133.80062387453623,E,52.71210108956542,1
White,M,38,Other,-61.62050437340817,199.00616997383958,145.54067361459283,-78.7346828878445,B,-27.154366788393926,1
Other,Other,62,Bisexual,40.217525334076825,-31.137687219334932,-151.52408967465794,20.443370307863585,C,-101.17265471804755,0
Black,M,30,Homosexual,-46.40811425993404,-164.34282375213587,-42.033548146350434,42.619636236551315,C,66.71124155946683,1
Asian,Male,43,Heterosexual,-93.60885213129893,135.95776738992396,26.369245645705846,-28.540289543625587,C,10.11463531297256,0
African American,F,55,Other,183.49313404541857,149.20324746530895,9.440763493649316,-13.663244354769299,E,119.066859623205,1
White,Non-binary,19,Bisexual,-53.33488063355906,-100.64878870911866,-33.262409166210496,-58.72288841703504,A,-34.22617271729338,0
Other,Female,22,Homosexual,-6.131350868425593,197.18088182906106,-9.858226483432487,-39.65718620798096,E,-217.3177330261557,1
Hispanic,Non-binary,76,Bisexual,44.013687453339394,56.18810921855154,131.1568418693662,-96.75806000269364,B,-128.23029871289597,1
Other,F,35,Heterosexual,-20.088933211730357,-60.50057634864727,83.94589167738971,13.694398041395822,C,6.702354306988437,0
Hispanic,Male,52,Bisexual,46.7654456308729,129.2299596849878,47.23463405876138,-5.695117757603329,E,-25.126625448010227,0
African American,Male,45,Heterosexual,-7.6905284400712866,38.10117824811321,-235.42140223003,88.42689717443855,A,-17.511101643534012,1
Asian,M,79,Bisexual,39.87786794418107,30.9111502899924,92.61452607472198,-67.65440974704696,B,-47.014945115804025,0
Black,Other,72,Heterosexual,-79.48188489535282,62.4300035568806,-132.23343752284768,-78.20779662161385,B,79.55887595843734,0
Asian,M,32,Heterosexual,-40.69334520861819,55.682530593093496,5.288446500881967,-57.55820658210581,A,161.66436258381384,0
White,Non-binary,29,Other,-96.72620914742414,157.83655362289588,53.38823544382295,155.6995399382738,B,218.55921162891664,1
Other,F,57,Other,-232.5149097622301,124.14467431411012,25.13328755793458,189.0780093625386,C,5.8264244749289045,0
African American,M,58,Homosexual,180.84813874251614,-5.481188761134616,-78.2826729412615,48.849215029046654,A,-72.375594921491,0
White,Other,23,Bisexual,-78.56703352004301,-98.79274669790979,-18.6971273531382,58.07624157230607,E,-222.15691180906157,1
Black,Male,26,Homosexual,-33.7277136267611,-27.27602680016728,65.72122136243472,52.57084302758743,E,-195.25321048673922,0
Black,Female,43,Homosexual,82.27444468922323,61.499332104691184,110.64721038326415,-10.588634344493345,A,94.10157279970687,0
Other,M,65,Other,30.949706166159352,234.99748725434668,77.88616889624971,-93.42811660238061,E,73.50398329994627,0
Asian,Other,28,Heterosexual,-28.81354163145393,75.35901553297695,-30.61314106011008,-15.803472132931464,A,-55.48617828151392,0
Black,Other,28,Bisexual,221.33478017163264,-40.01878424046769,-46.12521267686928,56.24152914539305,C,-32.39695659626051,0
Asian,M,37,Bisexual,-25.02928752802296,-3.4095123434286134,119.53791327936823,8.371655517592242,A,128.26789232214685,0
Other,Male,74,Other,-212.2436923220954,155.49576961734942,99.2563066735251,44.24646643590806,D,114.25057498622782,1
African American,F,76,Bisexual,222.82769669172654,101.4198480105658,-20.29770693905658,-89.60596238410972,A,46.5768369867797,1
Asian,Non-binary,21,Other,-97.98584729552562,132.88561578588167,37.140694301172715,-31.543552415312142,A,80.9294136832031,1
Black,Female,21,Bisexual,116.5340534349389,-28.57774891575345,-35.02851398631319,65.20444975117744,C,-134.57439086756955,1
Other,Non-binary,42,Other,197.49953187068726,-56.4007747226533,-43.8408653277717,-108.95320769598635,E,-51.625057091560855,0
White,Female,24,Homosexual,-27.430057790336836,-13.033743327232333,-59.168099006502786,-78.18512258990707,D,113.42804909823492,0
African American,Female,53,Other,26.73920669717777,-12.811706016395608,46.090515980469974,-131.0829060148185,E,14.204373143319227,0
Asian,Other,27,Homosexual,229.13030882372416,47.95854223489388,-94.47694727425005,122.2506381962305,E,-6.101943885913802,0
African American,Non-binary,75,Heterosexual,14.269665170778408,62.32461577184437,-62.979374880350925,49.23653927622796,D,-64.4481367955798,0
White,Male,43,Other,181.6083905702179,2.4034596703757423,-158.54709199406085,97.36755989415816,A,-77.20609861110769,1
White,Male,49,Other,-22.560188647875435,-53.37795746407228,142.66985789818946,-4.382971696908854,E,-63.906157984767255,1
Black,F,23,Bisexual,106.62424121830306,52.965715652375046,-57.61908408439156,24.629575679654575,B,-37.69149067845945,1
Hispanic,Other,67,Other,12.478911948028562,-101.0713989061409,-112.16768220884292,-52.011461311394534,B,-235.35847849088927,1
Hispanic,Male,41,Bisexual,119.20781226926435,-122.14946304870071,156.09539386319344,104.15254506940519,D,189.98448667721692,0
Hispanic,Non-binary,25,Bisexual,10.976983593627763,-128.52326349990136,-6.7376690784737905,-159.8701150410691,D,73.3581387860039,0
White,F,66,Heterosexual,-103.05619789449239,174.514350456403,119.117077685329,129.10107694822923,A,31.961218079994573,1
Black,M,69,Heterosexual,64.37503325276543,-126.2400447535693,-42.17942994167376,74.30770691661579,B,142.96387471046953,0
Black,Other,44,Other,-60.818430706638935,18.939544977224436,43.93104573200597,-17.172757668410217,B,32.69175575611884,1
Black,Female,39,Homosexual,-45.601752612561214,43.316057345130154,-89.61831674860737,-164.6337753688631,B,29.46604719164347,0
Asian,Non-binary,64,Heterosexual,-86.44548784136586,74.24059131413293,-59.76246858110385,27.9058805683109,C,139.9222173248974,1
Other,F,18,Other,-21.70326295893961,-11.893844826805454,143.5585842573091,73.82380761530331,B,-36.76238615647339,0
White,Female,52,Other,40.66248275081754,51.113332215432514,-150.24989447950801,-149.74307362332598,D,91.72216741219252,1
Asian,F,43,Other,-46.39518933736341,-29.20272096157118,-146.20683831456012,-61.557097729153774,B,-86.39800790045142,0
Asian,Female,26,Bisexual,-199.8795308599834,-233.47739017064,189.2273653824125,30.02608991295504,B,192.3413575232691,1
Other,Non-binary,43,Other,10.191577518763717,61.67841835547466,59.35913541040596,-7.724144981705941,B,24.474173403713735,1
Asian,M,32,Bisexual,109.45344338170872,-85.88234894914986,-129.54260851162883,66.38876915315579,E,135.98256837060404,0
African American,Male,56,Homosexual,129.34955867132823,67.03462626106402,-176.23018147896002,-97.91191358574785,A,-92.44899032067751,0
Other,Female,33,Heterosexual,-196.6459876179991,-111.49910475828419,61.767917992669254,-94.37289840057399,D,6.295868301451763,1
African American,Other,44,Other,-45.185327343634754,171.45427393127824,-248.63696302155134,-69.90076904614433,A,74.42424029986626,1
Asian,Male,57,Other,232.23631832426074,16.86829807964682,88.97972287556861,-23.057204855112854,E,-59.5941976081975,0
Black,M,26,Bisexual,113.068222434713,-71.25132165594276,8.349405428467364,238.17698619610167,C,34.55179146805221,1
African American,M,48,Other,159.6615618443975,323.92241854204013,32.97247759770852,-133.46949838906409,B,-27.71465527704498,0
Asian,Female,38,Other,-57.72513961458748,-91.7029031505344,-50.57517067512911,-18.37291781555074,D,96.55722264630872,1
Asian,Female,42,Other,8.49462055020581,-50.55136765740292,195.72665096910484,-16.25857803627578,D,89.64849147072945,1
Hispanic,F,37,Homosexual,109.61638440662433,-89.26351402199674,114.9128240279872,122.97986011898307,B,112.0178218647095,0
African American,Female,31,Other,-108.25295167095229,-46.3266307308812,-72.13027896408607,31.365409883403505,D,-7.01173235037208,1
African American,Female,76,Heterosexual,-100.64039188566738,-73.85918528548628,66.56004997117209,-5.038374575152612,A,-20.02025659284458,1
Asian,Non-binary,36,Other,74.08984216125577,136.4041710623313,-21.15136166571004,114.7756498558258,C,-105.008931144155,1
Black,F,34,Bisexual,48.60245579670908,24.515489405267157,-76.54199155615223,32.442832020510046,C,-26.23258752972274,1
Black,F,68,Heterosexual,-190.16368118668402,3.3006640668394676,33.90512866717827,-97.05981926562576,A,-146.98575148314606,1
Black,Female,19,Homosexual,80.39961314289722,-78.11736981193101,-8.449555888399185,108.20995839817631,D,-161.19038924961308,0
Hispanic,Non-binary,61,Homosexual,42.070468294304945,149.65696591135847,182.95332595083528,-42.325522047654495,D,-48.88066053310442,0
Other,F,30,Heterosexual,-124.82148784086063,-59.51523009151326,50.679692885446045,-97.94374303299097,D,-127.92131707552556,1
Hispanic,Female,78,Homosexual,-94.54502903366202,113.07857579805089,-126.58596357651659,56.36153920151552,E,-79.34141130837082,1
Asian,M,47,Heterosexual,-122.82383471834981,-27.950608777267185,45.31245718752128,-50.4820877544254,A,36.96509674324805,1
Other,F,48,Homosexual,110.76607176175716,-162.68533506883142,29.36202010711022,85.22186803439766,C,-78.82903840670579,0
Other,Male,35,Homosexual,22.710237126999004,77.54802046730158,-158.56865438106803,-172.51289908233232,D,-27.668221049317555,0
Black,Other,55,Heterosexual,-40.392207573404114,-86.55894256251119,118.75289227114851,61.06058722501394,C,-140.31648764178004,0
White,Male,26,Other,-113.63803049832948,105.70955388561016,71.73178077444166,-70.58491563296458,D,58.35368263475294,1
Hispanic,Female,72,Bisexual,82.3007830805472,51.95894867067351,-36.865789750337136,85.96655763296785,D,-3.2039309983416113,1
Hispanic,M,22,Other,-20.61310069360409,103.48209771424935,1.6237724437396197,-29.741362245285295,E,-110.9263659559174,0
White,Male,49,Heterosexual,-66.27050717464206,142.76496869385707,65.44051721399009,-8.366344916141589,D,-33.21359750036898,0
Hispanic,F,35,Heterosexual,33.966780396183374,165.6977316712076,134.113303061706,-93.87974242408006,A,-46.67396699886758,1
Black,M,68,Homosexual,231.95971254501194,107.23669778958079,74.44249813234505,59.837120738086355,D,-30.08069024297469,1
Hispanic,Other,67,Heterosexual,-43.95243142612607,-71.54216894756829,138.65040304983307,65.6428473883308,A,-161.38275028458241,0
Asian,Non-binary,40,Bisexual,22.39296665567842,51.194645846731966,99.17832954967115,-119.92962982026532,A,-21.623832935432308,1
Other,Female,40,Homosexual,204.85048841134028,18.46966472594526,-11.42303673490819,16.520611552351046,B,25.8077838731054,1
Other,Non-binary,56,Heterosexual,-53.023903745834474,2.3854585977361666,-54.8563782067644,-86.15678425294777,E,-6.926293145892881,1
Black,Female,41,Homosexual,1.4420508952631301,-40.259145319615754,-42.54589113736326,48.113739798829144,D,102.21449679481647,1
African American,Male,70,Heterosexual,10.0137147315575,122.45433184284491,-76.1076585454012,2.3008020080143443,C,26.627898741070055,0
White,F,52,Heterosexual,75.48057147530255,138.98864051191305,-3.722821158989654,49.13015324162629,C,-73.35837506401876,1
White,Female,30,Heterosexual,14.084727257135398,-46.277506359441276,-114.3290897692449,-80.73091224974613,A,64.56405378653606,1
Asian,Male,60,Other,-59.37708598400433,155.11853241989385,4.63433071879953,99.54600297789818,C,48.05235780462701,0
Other,Female,59,Heterosexual,86.72996067780463,19.41506898014553,41.72222978356084,-40.257074929105286,E,100.71088623857345,0
Other,Non-binary,38,Bisexual,75.18062484617786,-44.20686323006207,-178.82837976481093,53.80318245305238,C,-17.868360186243407,0
Asian,M,64,Heterosexual,-41.21941295733398,-14.545488757643376,48.558358292633734,-212.39016718248772,C,-113.72270138173263,0
Black,F,77,Heterosexual,16.90884874349916,1.3742942010405046,95.12097027274567,-109.05610020357852,C,-65.67244717532526,1
African American,Male,66,Bisexual,-146.01707763244443,124.89270362530647,212.80431948894844,-49.63688707604669,D,89.81451981255955,1
Black,Female,50,Bisexual,-21.8854443162506,95.99967597905659,16.70536763645356,-105.18619108824818,E,5.477118012553632,0
White,Non-binary,35,Other,-13.246065308880638,-175.17693563277192,-47.84403838357228,-129.73319470064837,D,191.47000474138198,1
African American,Male,30,Other,18.471677550484884,164.27629981083513,-59.89572150988063,-67.86459319397599,C,217.84689486629466,0
White,Non-binary,28,Other,11.296767582084895,69.01504821844854,-148.071236498381,-64.49270816774674,B,-72.22783774432166,1
White,Female,79,Bisexual,-130.05947759857034,-182.94337146125565,-70.92549168957161,5.340896463394528,B,67.12406768675852,0
Black,M,36,Homosexual,-214.91599884810105,132.85521532563158,2.0007124912950762,32.44152884332954,B,-203.36252730503728,0
Other,Non-binary,48,Homosexual,68.59604311346335,-12.83770721011726,-60.41630075854363,-1.1755970041962245,A,-10.19836230180573,0
Hispanic,Other,23,Homosexual,-166.0431926112373,138.78986377566324,-29.60658341616319,73.27909038197824,C,-259.6611325600048,0
Asian,F,71,Other,-155.0766534728768,90.19669935912798,-72.38045095354099,-145.6138000715527,A,78.46049318894583,1
Other,Female,32,Heterosexual,-56.830935977668354,-49.161413668385165,-53.18836388875275,-5.6980618421577915,C,7.007332359563106,0
African American,Male,64,Homosexual,42.32360134743843,-64.6079046838807,-26.83995085226582,-18.56617915792778,C,-12.584324902541743,0
African American,M,76,Bisexual,-114.32044668181913,21.214670225759562,-25.07062531237486,-108.5487762355342,B,-65.9325333001004,1
Hispanic,Female,25,Homosexual,-160.36463062325333,-122.57361028079292,9.685475548489052,-221.88965943215723,E,131.29818340355314,0
Asian,Female,45,Other,-6.631563389641433,286.2167332865065,-205.3963629472464,-23.282589247196494,D,12.077908240783499,0
Asian,Male,44,Other,27.70115779754215,77.19875270120077,23.354831962659492,-112.10455009646611,A,113.53951775058691,0
Hispanic,Male,20,Homosexual,-228.0308106402143,-8.092379428931954,67.71774216352846,-115.5343937375659,B,56.826204773271606,0
Asian,F,24,Homosexual,-38.78221104283543,91.48199711474597,-20.809941437359882,-75.0760292102105,C,-101.9675970750024,0
Hispanic,M,25,Heterosexual,-97.74648180537639,-79.83536847919946,-7.0096856879434135,-8.693003291717636,A,88.69358665272512,1
Asian,Other,62,Other,-19.17139879703606,-99.55760518277452,11.680439457614357,-37.037859730363806,B,-81.61687569945725,1
African American,M,73,Heterosexual,-21.330837466336835,77.25938832190143,-73.87104313468298,-131.08886016606823,A,69.0069594300072,0
Hispanic,Other,54,Homosexual,55.6681953043632,-109.80941756708975,0.12301351868237122,60.795988034541935,A,31.759495631202473,1
African American,F,74,Homosexual,32.21761424717522,-84.51350789052627,-47.0081227316084,13.777127945137687,C,38.423785716909755,1
Black,Non-binary,22,Homosexual,35.36474243726182,-129.65500515806195,35.51724876475143,8.430584426770867,B,-135.78410597675284,1
White,M,54,Homosexual,37.473463219351935,53.14664459455132,281.88186531266155,37.1245514395386,D,-7.923908157433421,0
Hispanic,Female,74,Heterosexual,7.519565691266755,-41.874003167656085,51.01425517961875,118.01169401638083,B,11.795382022073548,1
Black,F,24,Heterosexual,-105.06281583869988,104.65798787306733,106.30986524542286,-19.38198945268038,D,239.75885955770048,0
Asian,Female,37,Homosexual,-59.75881193329806,-81.06470646879464,46.84696119125584,30.4632099161114,E,43.6499680557579,1
Black,Non-binary,39,Bisexual,-24.374642810019132,-6.757061882305986,-130.1273586734459,-130.6500298399127,A,211.82504726566472,1
Black,Other,55,Other,27.872757866059494,-66.4850593386227,-45.188044364976065,-67.4513641808597,D,75.48469398400435,0
White,F,69,Other,-20.885260379762702,-98.4241001460167,110.93479997552474,156.5499572140268,D,122.8577848988873,1
Asian,Non-binary,39,Other,24.18390249336193,80.56854094472268,49.129915454214256,85.53927186317242,B,88.66810589030605,0
Black,Female,47,Heterosexual,-34.65757354558489,-1.6692329946654525,-85.22341070353261,27.266919497261917,A,-88.33233412652652,1
African American,Male,55,Bisexual,27.06177524830911,-85.33000313693722,-1.5611232012650835,-32.61641224417905,D,-208.22608856157942,0
Hispanic,Female,78,Homosexual,-102.07462521097072,8.683587240894344,-138.38893246918283,60.33076054010117,C,63.5045954605985,1
White,Male,75,Heterosexual,3.0259999767027126,-110.51229581300444,-26.950061060818797,96.25066008476033,C,-136.51786601079576,1
Black,F,78,Bisexual,164.46459570938856,-133.5096896581277,-39.3089404183065,70.74645877027565,C,-103.07719223098451,0
White,F,65,Other,42.027324817233755,-59.975882988128525,-128.27286024596776,-61.332017197412846,A,69.1820822405221,0
Hispanic,Male,32,Bisexual,63.4526897320324,-50.072684882791485,60.76509242360143,-159.86509753704263,B,105.40500773130472,0
Asian,Non-binary,43,Other,116.34376695578628,93.58276232661827,-82.96806541038933,-206.20401609691737,B,27.071080695717797,0
Other,Female,27,Other,197.33924447120165,-229.16832415040278,128.24509243772496,18.464458911413402,C,308.2011683336383,1
Black,Female,52,Bisexual,-34.14738480862219,-68.56086384872438,-164.59813847402006,-104.37243283408601,D,-203.0259252951312,0
Black,Male,60,Other,-187.0732166498371,-23.88525822607373,51.81060578831935,79.11413114844959,D,20.9486545822402,1
Other,Female,68,Homosexual,66.4491992663155,-119.38622449887639,-94.60674541684338,-33.081384943360234,B,150.08722517377655,0
African American,Male,49,Homosexual,-3.245793647452644,17.77988728707211,64.53604490795414,83.35126343336194,A,68.33651225433299,0
Asian,M,73,Bisexual,235.57397833893603,118.07404480113341,83.87772874783329,-69.45401996857107,A,-89.83588934951771,0
Asian,F,30,Other,-2.7587305692140287,-8.080664640614803,31.99616152433234,74.81304042443841,D,-101.94316319965384,1
African American,Non-binary,59,Heterosexual,-53.11107087525412,13.77042150111349,-25.42135726702302,-91.27704336536388,D,-82.21550169913624,0
White,Other,77,Bisexual,-180.93982513801464,111.71683012503428,17.51721527885169,-46.847261899331414,B,122.87344762670351,0
Asian,M,40,Other,-140.67304723127862,123.24360255447164,-51.25366036894315,-62.78417563665775,B,-152.56492409179518,1
African American,F,53,Bisexual,-150.2332871746351,-1.432258129425362,30.982523179201394,-89.8681527129164,B,-0.7863877327528648,0
African American,F,57,Other,-58.828545465901406,89.762115332168,-98.14488019230485,61.26938485277601,A,6.933295873680658,0
Black,Other,67,Other,-34.574418330408804,-121.26871212627694,81.1397225313557,-12.554336706195834,E,-7.051879304183077,1
Hispanic,M,22,Homosexual,-141.0932662674908,97.73727453216674,-80.62562953553903,70.23073530999403,E,28.52282903012151,0
African American,Male,64,Homosexual,29.817905392778492,33.460819692041746,-131.03638144746014,36.73023167821891,A,105.21154116968603,1
Other,Male,29,Bisexual,-80.87064810782476,-13.342911766176988,-16.612073201116377,-66.32374301620192,E,113.82765687484337,0
White,F,31,Other,34.89170489040643,7.772607205774001,177.13530384760995,203.46632974257415,D,-120.81648166523983,1
White,F,65,Bisexual,-22.526368940872306,-126.72943867372048,-96.81778590670297,84.18795466833015,A,-47.195920551131735,1
African American,F,66,Heterosexual,-58.303683074151444,43.79967743710743,-71.58739555084622,-15.479242124786849,E,-16.514542976607757,1
Hispanic,M,52,Bisexual,161.8218134704418,71.41209571440466,123.26962204176304,-92.42667848435326,C,27.155212382855808,0
Asian,Female,56,Other,119.40433316088712,21.47775459381132,-139.49504812065027,123.69114463042321,E,162.06172861693096,1
Hispanic,Female,74,Other,6.919470895659121,322.7844004443505,-59.587380583754225,58.83651163167083,D,54.98227773352917,1
Other,Male,18,Heterosexual,32.86429750935477,121.53726676717793,72.12218025312063,-163.13264612117234,C,-41.516955913808495,1
White,F,66,Heterosexual,100.92045442071749,-53.72149889211675,-76.4036859707942,11.220109245778708,A,172.90068755640516,1
African American,Non-binary,57,Bisexual,117.5744257537254,118.3655201222267,-78.58318450577488,96.75876018313774,B,135.0735535024736,1
White,M,28,Homosexual,-100.64359164376012,-25.04894783874681,19.393032038260557,79.47249218139312,E,-1.6633930997345256,0
White,Female,45,Homosexual,50.367457766085444,115.81225149580301,-181.67905032075325,-65.38207888817635,E,-129.72901042458813,0
Hispanic,Non-binary,28,Bisexual,-35.545550255835934,-9.623300150579272,80.85825841225112,-126.45550281623458,B,33.61705862887771,1
Hispanic,Male,76,Heterosexual,64.83144850758954,-52.539556224539474,-56.6660557522482,-195.03152431169846,D,-109.46585846596524,0
Hispanic,F,36,Heterosexual,77.5355518039732,140.41892797026074,-63.14478557439467,131.80275417877817,A,98.91209395042736,0
African American,M,77,Bisexual,108.0901770409713,-113.56754737644461,39.9802732987734,223.70792431386636,D,-105.66269954061156,1
Other,Other,79,Homosexual,85.36803721773897,-188.95330464037426,81.38727086527355,67.98384508784639,B,-229.5254453815141,1
White,Male,30,Bisexual,-37.795082760830525,-85.0666368106041,-14.665198500174117,6.22208888554103,A,-70.65065628916136,0
Hispanic,F,20,Other,20.376207380304294,-24.417390559536795,102.9138674462916,113.31816232137042,C,91.69637127567654,0
White,Other,26,Homosexual,-102.15356649877354,227.2568391533266,7.110486046505575,225.5490072728531,A,56.38278775904134,1
Hispanic,M,40,Other,0.578435547635173,57.89245521451345,144.80553511966906,-85.64338006974589,A,15.811482034980953,1
White,Female,75,Heterosexual,-108.97776664947327,-15.756213605415123,47.0886960255127,-75.9697560679137,E,-68.81984012006541,1
White,Male,28,Heterosexual,-21.62095660883993,107.30927119350267,-177.7695194599575,19.16344591257048,C,64.56979434434103,0
Black,Female,67,Heterosexual,-110.04527761064536,91.47609533284849,-168.92799240173974,-41.583446233382844,E,37.64961313381687,1
Other,Non-binary,69,Other,-68.57232209610949,94.2321147741337,-84.73289629697722,229.70155352622737,D,130.74426124915138,0
White,Non-binary,39,Heterosexual,-42.6688011266594,64.82594098767589,-54.069936566951704,-87.96286092301673,E,85.20562779570776,0
African American,Non-binary,43,Homosexual,-59.448952087143844,-70.10315740156945,-200.8577485708016,60.48710851375697,A,137.4854638652126,1
Hispanic,Female,58,Bisexual,-145.38450225607892,32.59563487095329,-29.701549797539094,-4.977234486360247,C,-30.496350088302165,1
White,Other,22,Homosexual,-94.41236306203949,89.58596504820665,26.01401329992911,142.2911248562139,D,111.74051826447895,1
Asian,Female,19,Heterosexual,-258.69620487060047,289.24243903432586,198.32932144744038,-57.94991304905886,C,-64.13434638423844,1
Black,F,60,Bisexual,-30.67984596187107,154.60270016584724,-46.025085905839106,110.02884203630123,D,157.14675019802988,0
Asian,Other,45,Other,158.82726489800422,90.50643798684845,-2.6532837047908466,58.412826017417444,A,7.467014349229498,0
Other,Non-binary,30,Bisexual,-197.46045464366267,73.76226412236001,-97.53302947948269,151.53015070609547,A,-62.165364721898044,0
Other,Female,31,Homosexual,103.9554098525403,-105.21345067886688,-121.65151531639474,118.15192999131696,C,-117.63295792491715,1
African American,Male,33,Homosexual,230.08962878117862,-57.827013114323044,73.78525825884184,-32.49125375023756,A,-23.62595901329499,0
Asian,Female,58,Bisexual,109.15291638907078,-9.947598832823564,60.917083834511345,142.58611826531686,D,53.364917402263956,1
White,F,41,Heterosexual,211.8897688462048,138.46694939930197,-38.506643050573366,73.52918726028585,C,-135.7237663945777,1
White,Non-binary,56,Homosexual,15.79645786366024,211.9477718393315,-35.89907902430103,-24.8235583882367,E,-32.971409464335565,1
Other,Other,21,Bisexual,-69.32198073497331,51.04648212715056,-21.438629424655115,129.47689101094306,A,-166.81890744518347,1
African American,Female,64,Heterosexual,-24.63444329499421,117.85783065242592,-4.38870617180239,-19.43029928421199,C,-68.92189107261244,1
White,Non-binary,75,Bisexual,3.171188961983974,58.92502855201318,-98.51077949043963,-36.322471742819616,B,117.8264703663881,0
White,M,45,Homosexual,-59.2796075716271,-92.18241940212792,249.26678873026233,-142.36399828908202,E,-129.55531944856577,0
White,Other,56,Other,153.54729631972515,-21.188273530468724,-111.03515351231911,-67.60749314071339,E,34.69576254499285,1
Other,Other,46,Heterosexual,-32.22087009619092,233.5573087282714,52.312709918036326,-24.269941032492852,D,14.672095751737135,0
Other,Male,57,Other,-150.7833012163577,-25.062854718015043,-94.38419898819384,143.82681619552255,C,86.45839897593186,0
African American,Male,65,Bisexual,62.47550416167884,91.7923150525057,-7.916367993827474,-21.585117501600145,D,-20.396695002160204,0
African American,F,37,Homosexual,-60.41106028626394,-175.67861624749418,41.61202145857186,135.94507244687915,B,-255.84180933807113,1
Hispanic,Female,33,Homosexual,-127.1837350823804,15.536305650371506,54.70599936783642,67.626663030549,A,60.825529179327944,1
Black,Other,48,Other,117.69858646869902,1.3015230074000537,16.264321761180483,-153.02707488804717,E,191.52057939181756,1
Asian,Non-binary,78,Homosexual,-24.849747849945345,-15.625019810991764,29.706122375925492,93.49738136786178,C,-48.69859448764197,1
Asian,Other,63,Homosexual,95.69168472787538,12.358948644722938,-28.35711481404659,48.41036937694163,C,151.38585887089468,1
Black,F,44,Homosexual,-72.89937205723922,-28.86961621894086,46.37211121443779,25.228941776049513,C,79.26206900719521,1
African American,Female,65,Homosexual,205.12876865612216,96.1931111791431,-40.48426092454591,-6.830756834140985,E,-139.11251719176528,1
Other,F,40,Homosexual,81.48833702377365,-100.67659873467069,-2.9053267016363473,-198.05854038276595,D,-12.395528644266081,0
Asian,Female,40,Other,-30.060757536367632,-169.7502906251841,333.85074834807546,-70.84681003871977,C,109.04143321773523,0
Asian,Other,51,Heterosexual,-41.849641953936725,-9.502801912926595,24.000165987666318,-35.52743447780383,A,49.658646449127644,1
White,Non-binary,51,Other,-30.35628008724019,69.90913558859984,-5.541178337359649,-102.34060555173141,B,-92.85960720533753,1
