nationality,age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
US,46,-208.4506887310227,25.990745880584708,B,-38.63054327293202,-28.171900351271855,A,C,1
Other,22,-212.68125725779953,-101.7059132657516,E,91.87608335688569,118.9832954212657,C,E,1
India,74,151.1901933016593,-183.79971326378794,E,-0.035861832265854786,30.93902323041079,D,A,0
US,20,72.49691631760781,135.82633407255238,C,148.13934851251747,-73.0238304296211,E,D,1
US,39,157.9887292091778,89.369095756069,E,-42.67689024480447,-63.59519586599613,D,E,1
Other,74,-88.25751895361907,-93.31921874643928,A,137.7006608464986,-13.45187667684386,C,A,1
Brazil,51,135.50439600060412,-135.78853878504532,E,42.431000567260526,0.2681059553921999,B,A,1
Brazil,43,-135.4591996683069,-124.88096612030499,E,-87.65003661847986,-1.724195452214752,B,A,0
Mexico,22,-80.49369756314648,-46.66843523526055,B,-25.603382124102747,-14.010479522641836,B,B,1
Brazil,34,85.16930407358055,13.032831293035601,B,30.889103783661966,87.25377109302282,D,C,1
India,26,86.00226680196084,-30.573107373374665,C,189.32434051858513,98.82786724409739,D,E,0
Germany,40,157.50527501125103,-105.77098717289522,B,-37.96743939126734,-247.5631467158975,A,B,0
Other,55,15.060724978885172,-108.9018325799912,C,-102.85191662422548,37.71907933431646,B,D,0
UK,39,62.30866680135855,71.52451612538668,D,61.706265666263995,66.72446549612717,A,B,0
China,70,41.99432944853993,-120.52545386704203,A,-54.847919724824436,11.906862812175701,B,E,0
Other,34,107.99261098189687,-7.106319663310402,D,-89.83605838369337,-1.331184049981211,D,C,1
Germany,60,-71.64614540715158,-154.93478483122306,A,142.2157711809474,260.5643267726547,B,D,1
Germany,77,134.74000751212242,-37.797923498460506,A,-119.89339988594317,-253.88690576897122,B,B,0
China,27,-67.99807467743855,-164.39142000815755,A,-98.77746045841604,38.06478678248963,D,A,1
UK,21,75.360588390438,144.18001274894783,A,-97.01748382351396,-23.992269738186955,A,D,1
China,42,37.26838997687686,-64.46886237549163,B,-110.17326809285638,69.05902649705081,E,B,0
China,20,-68.89677713828534,17.635197150863593,D,-73.34592214272021,-18.37886272756143,A,C,1
Mexico,78,209.5879868641903,-121.95472928517852,C,-38.45010026923298,34.309467655113,B,D,0
UK,42,-96.22342518130844,-103.99905280985018,B,141.22755585383737,-36.527785205965046,E,D,1
India,23,-62.25652375756122,17.997751003273166,D,70.39185526800229,-168.60985211610233,C,A,0
US,30,-165.4851676293142,-171.54549440063627,C,-17.085678603027592,-123.52014065576309,E,E,1
Mexico,42,-3.7923837861951637,-115.8652953813732,E,114.60731470953269,-75.21764254365759,E,B,1
Mexico,77,-79.68645453931053,-94.14021617161752,B,22.132827194918388,104.20144554369348,B,A,0
Mexico,52,69.08917727656522,-112.69240238608363,B,-256.80479166022087,58.0056034904305,A,A,0
Mexico,78,169.9898475190706,-74.97341698289766,D,-150.78708013932422,244.5064195551987,D,A,1
China,45,306.2681415757306,-41.797820513737676,D,98.59565510600528,205.21737246335258,B,B,0
Mexico,67,141.20468850980313,175.7062090194256,D,64.09661030173437,2.0999903428150555,E,E,0
Brazil,59,-129.48671687133609,32.24228067262854,A,87.63287615408792,-77.48225810939009,C,D,0
China,57,95.63524466673879,-40.769792474821195,E,-113.76312170269232,-159.48184526186728,D,B,1
Mexico,51,23.55550561035313,8.199362197154196,A,-64.22931629395345,-17.85010989312527,B,D,0
China,71,150.18812113824404,-85.47534138238073,A,-34.15743176370016,-41.645279182215354,E,B,1
Other,37,-29.007132667540176,108.0574846263666,A,134.77110924232807,-24.74930641610739,D,B,1
Brazil,33,-129.1706227019928,55.857341845030795,E,132.98634940766158,-143.12470581507674,B,D,1
US,35,21.704294856460805,171.02014562238355,D,178.1813407828631,-49.7512194362601,D,B,0
Other,71,-65.59209654146817,-225.61235132124665,E,26.145937587661734,56.42187740142099,A,E,0
Other,30,-40.52443142825498,65.67496961563583,E,-94.45717404487246,12.415886897769319,C,B,0
Other,73,219.84660114598148,93.79837454917485,E,106.01693775225019,-151.92320190003093,E,E,0
Mexico,41,-10.748815000952895,7.280926158648833,A,-178.16232573568215,-82.962844125668,E,A,1
US,25,-50.590927814764676,-35.62371006524824,A,92.05893758773797,-6.270284243417919,B,A,0
Mexico,71,-158.50353617675208,-124.52644878385468,D,9.186047502636965,-47.01271959221827,D,A,1
India,48,95.79852611773907,-59.94760760056299,A,-58.58967610973787,70.32996096607634,A,A,1
India,51,181.16631900479484,54.87848166379974,E,61.75716326881323,49.2858159651649,B,D,1
India,71,31.518395846345452,-79.89737090467251,A,61.57950014960847,-29.45712791188637,B,B,1
US,71,62.005454173355744,55.454226204266,C,34.068667067913985,5.7585640146025785,E,A,0
Brazil,61,-53.88395857281944,-17.724206819822705,B,29.725701057833348,-140.36859532866123,B,D,0
Germany,50,19.667011200279045,71.14707581365424,A,14.887359920278737,-337.40598643379184,E,E,0
Other,48,48.43385627241973,63.43944421106189,C,6.748121388204888,-101.63742806226385,E,D,1
Other,38,20.373218462678718,-58.7868242576709,B,-108.17315004564223,96.67142198394853,E,D,0
China,50,-85.87000553751942,-56.31972923268206,C,225.03976642431942,-95.81189318725302,A,B,0
Mexico,45,-50.674537396867294,-13.729813281465836,C,31.602724912844394,116.06492166018232,B,E,0
Mexico,46,0.27766947180107765,-24.69003992695644,E,21.461139885666793,-15.782255193002051,B,B,0
Germany,58,76.5820476454278,197.65530831208577,D,-60.0133862214687,99.06811253101344,A,E,1
Mexico,46,-6.421947023864511,-13.02371521942572,B,-109.64268641353661,-124.4735802199551,D,D,1
Brazil,77,81.18170314049303,-113.68009086124624,E,215.13714368288052,-34.9812547464011,A,C,1
Germany,79,-65.99827737704996,-82.15768171768167,B,1.9637413252114524,53.887213505193145,D,C,0
US,24,83.49932095108916,-14.04480349262585,B,-124.59210788199154,-56.80518903658732,B,A,0
Germany,72,-90.03971686258318,-7.582973091005027,C,-27.247098461133927,83.86777228250052,C,A,0
Brazil,29,96.96576719166359,92.69853561134366,D,-1.3674926693057263,33.74994687904408,D,A,1
Brazil,72,31.26015173604276,-39.57753334261987,B,-65.07919167918864,-60.18145971543641,B,A,1
Germany,56,5.508685724943919,45.60442233302434,C,-142.82207725120338,-87.3167492564934,A,A,0
China,33,183.97738596319275,8.9996101262567,D,30.38389722903637,-61.011846939445746,D,D,0
Brazil,62,-76.31142530047018,26.166874152237956,E,57.96664576378654,-192.66101916430543,E,B,0
UK,56,-49.38369228657245,-21.016917686414754,C,99.64264432256593,-56.66767733188875,C,C,0
Germany,54,-221.34861807000425,-140.89043196620156,E,-32.212431484057326,-37.523072261877395,C,C,0
Other,63,-156.21382540660446,42.655851455180525,A,-33.44353773022919,108.8223623898743,D,B,0
US,54,100.12732476670956,82.03538094022879,A,188.57183652350597,20.675541829363887,A,D,1
China,68,-132.1261389831912,47.46091953366787,E,126.28554825187675,-30.759073003918086,A,A,0
Other,25,109.5463431327756,-152.70369609475466,A,-0.24497613849189975,-113.21291558626696,B,D,0
UK,74,-47.98963640555933,50.52969924867989,B,40.77306970131438,132.25483358246007,C,E,0
India,44,-49.301658756358854,31.941620339815106,A,15.284570453841201,-179.06840431094133,C,B,1
India,43,-22.41846787320047,-62.00658206100478,A,-7.920831545321806,-138.33762875354387,B,A,1
Brazil,33,30.31107263748483,-71.21091136704504,C,-229.93076360705334,-204.01354332693518,E,C,0
US,28,-87.13706057651962,232.52360610363874,A,-123.85591431687888,-151.35769537875078,B,C,1
Germany,52,8.120518939959045,48.01620494731298,B,-37.61329890574893,-0.508824802106823,C,E,1
US,73,-68.14669513494495,28.259756310974872,E,93.23511982436555,60.671269488391964,A,A,0
China,70,-95.26689535938489,7.738203686729378,A,-72.24714733536734,59.967130361676865,B,A,0
Germany,47,-130.77562594304678,179.4739738995185,E,73.19435973283048,18.983652658964235,C,B,1
Mexico,34,26.977413696554724,27.153638768120185,B,-5.262755006486739,42.29288988576235,C,A,1
China,52,74.40008687939344,-82.9787203485042,B,146.54875211830372,-52.68451089228757,E,C,1
India,36,-101.39989811277643,-182.9533996867968,D,-29.60451933263611,68.55281729979866,A,B,1
China,54,-26.906770357683463,-99.5339904535131,D,-75.24985292379533,-6.933554566530015,E,D,1
US,61,75.094840757032,99.76228902049087,E,-116.47268354104013,0.9225333857862275,A,B,0
Other,55,104.40170624054062,-230.3822117023401,D,167.7521837184505,-90.66285871748887,E,E,0
US,19,35.283047355752025,-114.43595097884656,B,49.31340822315375,-18.50591303143025,E,A,1
US,47,126.80759683779111,39.60839719236245,B,-130.35043641635306,-110.97351769235706,D,E,0
Germany,23,128.4799721974018,-203.22200713424616,D,-108.10103735965578,-86.76681216318222,D,B,1
Germany,21,157.2846726158553,-38.14976071893043,D,17.199810830546888,95.29978779954335,C,E,1
Germany,72,-237.47028740788176,45.72520730185051,C,9.144911679807043,-53.111236478659926,E,A,0
Mexico,23,-80.49179507955824,43.122810416514476,E,-130.10804698065542,109.32293816815562,C,B,1
Mexico,21,-0.6066420745384384,12.136805452477612,C,54.820038244595494,-162.95507447626719,D,D,0
China,49,127.97784475669165,91.37163913315067,A,1.2633175570243083,-51.66519768061946,B,E,1
Mexico,61,26.861881376414242,222.85400802691774,E,37.60852706113173,100.81224277389175,B,E,0
US,45,139.5464630174756,-28.921600205314334,B,-70.73749922455941,50.81401242028606,C,E,0
US,60,-32.1849837735656,103.56886209338224,E,105.82199161824431,91.61157056922458,C,E,1
UK,68,44.708114536208505,87.19016063874604,D,66.72895372936632,58.66127128319778,B,B,0
Germany,18,-18.894926529194958,94.79924659687684,D,-54.42871328602639,-58.63759781030495,C,E,1
Mexico,34,13.413964672794224,-115.12982693690674,D,-30.79983465090782,-15.75876175271255,B,A,1
Other,52,121.90325797532344,-49.14749981835481,C,-1.3323975378353414,-183.34789599397212,D,E,1
China,64,-20.63127638904299,48.33397202563839,D,98.83074348348795,-1.4158541244179947,C,D,0
Brazil,65,21.368341878505312,51.88790237131218,D,83.64204089038091,78.50821982337095,A,C,1
US,27,0.9842244745087934,167.88141481302569,B,165.04721359462323,-106.22099248532295,B,E,1
Germany,43,-56.14135816428711,-91.88806200658817,D,-80.48381648644107,56.60057974413382,A,B,0
China,77,34.990872500312236,17.406844796230033,E,-18.73461554588472,-110.38083814857862,D,E,0
US,54,-129.32188711315382,-196.17170488055874,B,22.576921495271314,17.96152580020449,A,C,1
UK,74,123.33867973893713,-257.58927995660486,D,-108.07023879498571,85.83317131110924,E,A,0
India,79,118.84511046835978,-34.61158481092845,A,-77.24484960999133,-34.643220874087646,B,B,0
China,76,-58.44101452978374,-235.98489498240033,C,13.987043967287041,92.68966146585389,E,C,1
Brazil,66,-32.565586109994875,-31.63158218915281,E,42.491598400758505,-16.97773442093447,E,C,1
UK,26,-49.15098989109196,139.41540312989298,D,-23.832773919472835,-66.93076781827655,D,B,1
US,42,8.358158224703182,-75.39167417875062,A,-169.20928439401163,-150.16443691279756,B,C,0
Other,65,-106.56226527898578,-14.59471189860283,C,-11.136729391857141,-102.64239189203302,D,A,1
UK,68,30.22829419938033,-99.10860471870052,A,205.84684067207442,12.261527768398835,B,E,0
US,24,102.32891876172907,-116.74641976316555,A,139.59886819393918,-78.42466107824968,E,C,1
China,39,66.81799213310092,-57.756818475247385,D,-72.34694943105593,21.797657522810834,D,C,1
Germany,68,43.985032282977485,25.585340119382195,A,136.51514262791608,36.901076991883905,A,E,1
Mexico,48,68.79048358702758,-23.12111137282531,C,-100.9984140578764,147.74155381606877,E,C,1
Mexico,36,-14.669341983653867,-61.97188176655253,B,3.8249258792711696,24.066462756276067,D,B,0
Germany,45,115.39546200176358,-56.70105867867622,C,-97.94313985853353,-138.26211614456184,D,B,1
Other,48,34.713956448300564,-40.728440907183966,C,-11.208837625414441,-47.72255144005581,E,A,0
US,25,41.79164650205941,-27.86651755252061,B,-16.397334618608276,236.74679499808792,C,A,0
Germany,36,204.94759147051184,-131.761399415062,C,130.81209058116974,-26.161201986533257,C,D,1
Germany,76,30.090897810389695,-21.728206927489026,C,-110.76218144556576,-144.86221549602996,E,E,0
Mexico,57,39.80854891607141,-19.96511941998411,D,-0.1854845730547571,-2.2957605623118327,C,B,0
US,65,-173.31633361549171,136.43372843330098,B,151.38400740914278,-55.426952816402164,A,C,1
UK,37,-270.6900051031056,132.39300875885445,A,33.329138118688704,76.51646433337204,E,B,0
US,71,89.68231357391464,-105.46878045162411,B,57.19976811946557,-192.13744117262482,B,A,1
UK,38,-220.5813484941446,-189.24028260074485,A,-63.508407107692655,113.84654259216562,E,D,1
India,28,6.996895244962934,59.93486849734702,D,-22.06662508542823,-190.39375733271353,A,E,1
Germany,76,20.50520582135567,-8.659393457211753,E,98.16429099638042,-7.46336927182342,C,B,0
China,60,20.693981555924566,113.87902563764973,B,152.9578214901457,251.39635640396784,D,D,0
China,71,98.45952813764744,-2.153703646646361,D,-25.382403410140174,-45.62830151384333,B,E,1
Brazil,28,-32.40210879189128,129.48873617536384,A,-25.16569083439691,0.29390314087860364,D,A,0
UK,38,-12.8587935432951,-76.48374100151881,B,-125.44762638132612,-18.55873885958453,D,E,1
US,71,-1.2196926778321489,169.67031412297004,B,-152.92462463526786,26.03976524673423,C,C,1
India,38,-155.77659240534044,4.187080300678037,D,-71.2536456583011,-134.9809604383134,C,A,1
Brazil,38,-194.29045472081756,-138.37906889283926,B,81.50080271559936,168.43649370438763,A,B,0
UK,31,-128.2031852742964,63.53151330338546,E,-70.98305640851933,43.86915227679854,E,A,1
Brazil,42,-14.002558966209344,-169.05714614856262,B,-2.994830871356178,31.59612145702812,C,A,1
UK,20,-22.81183164516352,-92.7189239780843,C,-75.88858089336298,12.602952023407338,C,E,1
China,52,-26.35419473916115,79.2599405924172,E,95.72427289128399,-43.091516077914356,E,C,1
India,39,116.62392050243449,45.11270099747385,C,40.75007094236556,-39.8449792209353,B,D,1
Brazil,34,-150.65367717728782,-95.50639360957844,A,115.23599922799539,180.17338020798218,A,C,1
US,66,-45.14494628821753,-61.29851794840142,A,61.98028591282137,-65.39664530074624,E,A,1
Mexico,23,-0.2038139616351182,-142.4910291242565,A,-43.410037159233106,186.04408517625328,D,E,1
Brazil,52,10.092056683550563,-63.760983498454536,C,-147.8356452819661,168.64292329457447,D,A,0
US,38,-52.76590546910753,-24.418126017810298,D,19.681368161996765,-31.082455047176584,D,D,1
Other,35,26.849294616990253,65.04455319574592,B,117.98554055088786,-71.04997046982562,B,A,1
Germany,70,91.28498151555547,139.59108547076562,B,-50.63513423954085,-121.45997971677063,B,E,1
China,48,44.67590679894202,24.750379180028638,B,-58.45710208553084,-107.88224766203152,C,B,1
India,71,-56.56338111636617,66.47501330625674,D,238.59543667902477,25.878527032447447,A,E,1
China,33,-8.992848748581237,-110.7611894433832,A,156.49378669408546,3.2563479339972923,A,A,1
Mexico,50,-116.89457953076756,-102.92097004673857,D,-98.81743808009713,26.015666727595928,C,B,1
China,18,-26.81473992901963,-84.21062754857394,C,14.641496012706112,66.4644965004023,E,D,1
US,42,108.67296868439622,-150.92582547467956,A,49.552211250431604,32.678554475173705,B,D,1
China,38,91.39301226022421,4.338353593889403,E,105.99543738327861,-129.97581179882187,D,C,1
India,71,96.86363085946856,64.62140832772933,A,22.475912319180587,24.941709992940194,C,A,1
China,64,155.4281554182192,30.273617144504378,A,-42.18337434168761,65.59418155018426,C,B,0
UK,37,-167.6896272072261,70.11438871690312,D,-190.87818119859796,25.331744545637996,E,A,1
Other,31,-84.14366638259544,64.02728101308173,D,-48.76621076724022,115.18561128739151,C,E,0
India,74,45.71412420061088,77.12689546373981,C,-14.538002689310229,162.56064028263677,C,B,1
Other,20,-26.154730525341268,61.87326572642129,C,24.141499356730638,67.73515477776508,E,A,1
China,49,29.86288232687161,-233.91999382215113,E,-119.67051994787793,13.395169218821085,B,E,1
US,26,-4.607212661804123,15.963863560900894,D,152.6949018254781,52.582193902863125,A,B,1
Mexico,33,-221.88465373544614,-63.16902264208816,B,-47.773717339115876,18.102499391362795,C,C,0
Other,22,-70.63763735371822,39.84969289277653,E,63.44699790485632,166.61553072022144,C,B,1
US,36,46.6288400831052,53.172893918687144,B,-43.94526533985282,4.947387810235297,D,B,0
Germany,46,-210.31483399382034,-11.76682778052824,D,63.630183069907766,200.8533344245397,D,E,1
US,28,-44.817874034980846,-15.46000966887297,D,121.18824055371729,-39.302551511155734,B,B,1
China,22,222.49498262387243,154.02381422431085,A,-41.31599676264068,126.60108002957008,C,E,0
UK,67,-3.814712251289085,-59.153751566269676,B,225.31097535120745,-232.67588281976396,D,D,1
China,32,-34.39115856144847,123.29967928051462,A,8.151087412805904,51.6447334935918,D,E,1
UK,29,-106.34441943851766,81.82900428630022,D,29.104674303775557,252.62986491932526,C,E,1
Germany,44,134.5643623797003,-104.52121336306664,E,97.72862782828552,122.29056907553901,D,B,0
US,19,-45.99973089193966,-124.87962110468511,D,-26.67548196156529,72.90942959651295,B,C,0
Brazil,49,-31.706571221163188,134.0421422434399,A,34.74517094513949,1.8839414109572228,B,B,0
India,35,-67.15228020911762,-146.94264396214024,C,-57.373869157880044,-141.30904893230027,C,B,0
India,39,-101.5116350977892,-10.088907740402613,D,-85.61874381390308,-31.651145407212706,B,D,0
UK,51,-44.392693711086366,-84.36376919270603,A,-90.36945026747546,326.089219637738,C,D,0
US,37,-5.256981335970201,-94.8657285221621,A,252.66792962930697,-30.34811431760391,C,E,1
UK,31,210.7782958408771,-63.094833195533205,C,46.55528639930158,-192.38044740312031,C,C,1
UK,66,-97.59461628040829,-123.7852971835413,E,71.84807024866167,-105.5862433954075,B,E,0
Germany,67,90.73596042530491,-54.086476615439004,D,39.029973558218664,-40.66515479665867,D,C,1
Mexico,74,52.23951420866643,-59.902132065857096,D,125.60625065557029,-317.353005208093,D,C,0
Other,79,-167.03627744406685,180.11219925677753,E,-216.83515088611912,-11.292288353868612,D,E,0
Other,27,151.5745508329812,-173.09228710668435,C,-14.466520573651188,-51.69902039805707,E,C,1
UK,79,89.0416998505465,-9.392411251884743,C,-14.28904148481511,-70.34836375600162,C,E,0
US,26,244.9678296763638,-81.72571625166871,C,20.93308450513228,-109.14445611240666,B,D,1
Mexico,21,87.23924278432048,-45.028327883817774,C,-91.10623872080208,226.20921045732882,C,A,0
China,62,2.5189054638311155,-272.7066251337914,C,-135.08707975090192,-57.045430580376646,E,D,1
Brazil,73,46.31261882387446,17.297841471814284,A,62.58817371181081,-66.79986092823917,A,C,0
Germany,60,-6.944421762014173,-37.981247360946796,A,111.6767277230897,-94.90382778785288,A,B,0
UK,53,-82.16651533112967,-72.64434461675447,A,61.249473615725655,-97.47578442495022,C,B,1
US,59,17.218550050486613,22.83598835281572,E,50.24644965801556,109.69595767753685,C,A,0
US,78,213.04257872291865,-143.34181333959503,E,260.1503750115098,62.56894676343416,A,C,1
UK,65,-142.28840144182874,58.145896255474184,B,-15.475535216304321,-105.58962174832244,B,A,0
US,21,-51.532675880627146,80.30959231313484,D,0.4086650567976717,19.55529876210238,D,C,1
UK,28,184.58519777143616,-173.22940820549303,C,-147.6391543462659,-112.2208609606873,B,D,1
UK,76,50.9931689969265,-145.40831409435415,A,-10.645207803822172,9.497528412368805,A,C,0
Germany,23,-150.9233116111999,136.5171645508037,A,-162.47359849631005,-178.0587546512305,E,D,0
UK,20,-106.36524731163233,-110.77564639330413,E,-71.45424107708452,54.92510079786525,D,D,0
Germany,73,-42.125031504201644,-214.78812620031204,E,132.1719965757983,-45.50031730264426,D,E,0
China,68,204.582427885754,-78.91811353729399,C,74.33570663648624,187.6776844909812,E,D,0
Germany,63,-21.77633758130265,66.97393914713729,E,-5.933126131695775,197.49978286151725,B,C,1
UK,42,1.5885213428314389,-212.78759579773018,D,-131.9642462919163,-15.794865313785905,A,B,0
Other,41,-8.412566280685345,177.459821040274,A,-144.05400189710252,21.91410173226532,A,D,0
India,62,-3.5105407195732976,-33.53243794739595,A,-33.296836710856276,-3.4502804750904295,A,C,1
US,45,1.3462119901015948,12.26669062719579,A,-2.232662025004223,-47.856993283471674,D,E,0
Germany,74,37.85411940311953,-21.623458479815568,B,-123.12639608571871,110.663949996969,D,A,1
UK,34,-151.31424945629112,3.811725860582766,A,-213.50294169308896,-57.46790218414678,E,A,1
UK,43,-43.64485581328832,-57.64536675688387,A,98.11920362280372,-19.75720179648793,C,B,1
Other,56,-134.55346870482958,-41.23170955062916,A,-108.17710779737328,181.97119288795264,E,D,0
China,36,-27.146248223388774,8.922636636562576,D,200.51266263776958,-65.92565516378934,B,E,1
UK,32,7.183578125616847,151.4603344545506,A,75.28801340226369,45.15662508683393,E,A,1
Other,53,-40.381625337831274,-4.8689677778808855,A,-71.25015843234709,35.83961633807213,E,C,0
Brazil,56,181.43258696999865,-1.8823787629020186,E,-100.74549625611428,-64.96771968587373,B,C,0
India,73,-73.41828059036304,79.15344486556353,C,9.083674579921198,-76.06244634874615,D,D,0
China,25,-41.75648258666968,46.211572334523844,D,-34.82918257596022,84.97232665176575,D,C,1
Germany,70,11.71692924526365,39.63084438420324,A,-58.76965803087704,-11.771035082530712,A,A,0
Other,39,56.86096675016207,-45.78072051610575,E,83.35102102794592,47.682781376616525,D,D,1
China,25,-36.91784262709921,15.33376623170982,D,-106.55191613604782,111.68651733915291,A,C,1
Germany,52,102.26291417981261,114.77365201626164,A,73.80764104182755,21.691473241034103,B,D,1
US,19,27.29178885168151,163.39913240003042,E,64.84819029312561,49.05403572865421,B,D,1
Other,72,43.93069656987795,-9.641904959176879,C,25.11370356081856,91.02997831055136,A,D,1
Germany,50,-3.7379406276860476,120.75723917731933,B,24.51840391382765,35.040089962206736,D,E,0
Mexico,72,-127.21082218095314,-52.81232934315271,A,78.86275817698046,-67.17031752717814,C,E,1
UK,72,-86.47833011990522,108.12083865652315,C,55.81455667434065,153.8031938639657,D,A,1
India,56,-230.85867181076853,8.744278639733153,A,-40.06914134770223,18.149689489492836,A,C,1
US,53,-8.985941686608125,35.39830288581433,C,122.01521612451245,-252.97650931656096,C,D,1
Germany,64,105.33418019538261,-64.25442349444793,E,-86.30112182951186,-60.06072773818899,B,D,1
India,23,-9.442537784389364,150.4998867321893,B,-168.42548680700372,103.23092844989232,C,E,0
Brazil,36,-8.474837105831293,-137.04311380817475,D,38.00354961909928,-78.90485647022868,A,C,0
Germany,21,150.25257689767992,-56.16491205178939,E,85.11948028503417,-22.235733441190924,C,D,0
Brazil,54,78.69202032268706,-219.51493718507115,B,128.3887039688571,-18.8064641324148,A,E,1
Germany,22,10.428954371075932,12.115869366596302,E,3.8023198138480168,-107.5940133442867,C,A,0
US,44,142.18504827875623,-79.21441823450881,D,-55.83722456006724,25.024193567295704,C,D,1
UK,56,-104.306800704582,157.28637887390167,D,106.866152098874,-82.93886149019289,E,D,0
Brazil,18,105.64829521497204,-46.03758785821754,D,54.52612850825568,4.491078090807029,E,B,1
Mexico,70,3.837794735274383,60.61885022043187,D,-85.6592196565055,-0.025011522450583735,D,E,0
Other,73,-66.9167623409553,-16.40654585816934,E,27.41949138018318,-75.96598405526322,D,E,0
US,43,-24.494081548848666,33.09644239445521,A,57.00044910277672,39.68667144995963,C,D,1
China,46,17.260486601624454,21.928754450315655,C,42.05916811612653,17.182144432293654,E,A,1
Mexico,71,167.62596093819465,114.79958449850464,A,14.578887616189531,8.376738894468952,A,B,0
US,22,-69.22997843261915,69.04787408089977,E,133.17489173205223,-136.18877726243085,B,A,0
UK,30,-13.335769379516222,210.5674788522028,D,-266.0404586491871,156.7674341909487,B,E,0
Germany,19,5.959887293618627,-39.71582145663019,A,-114.62240466927457,-28.635510162430705,C,E,1
Brazil,31,115.72261128723287,189.4347581831997,A,167.44020051169522,-58.249840962662425,B,C,0
Mexico,70,10.023557043694762,-102.38889562115301,C,-123.12892235328114,70.14085685854303,C,C,1
Germany,78,8.418926793046284,-58.69788022193138,C,27.419779999199335,238.05937936493896,C,D,1
China,55,32.04903533033733,55.615351706035284,D,132.9369073547978,45.11842690429729,B,C,1
Germany,28,30.07061495535129,-68.23650858775665,C,-188.07886980969457,-153.210778817145,C,C,1
Brazil,27,-48.02155868528829,93.69062093931664,C,-150.37686864048177,-97.72085510045272,C,B,0
Other,42,-20.643631113707606,35.36359604809884,D,-44.392239698085184,-32.87529245233215,E,B,1
Mexico,41,-109.69121217022352,-50.73272103307202,B,37.98353018592155,-117.11468174247304,C,B,1
Brazil,76,-28.39204346328251,-34.99040896859692,B,-40.67732321900953,186.85456585515604,D,D,1
Other,70,48.103477562709266,-284.030249220487,A,-37.015094443698004,50.08388228548455,E,E,1
US,64,59.96104801585707,12.80535886398181,D,109.19629197480813,-5.356284302094324,B,C,0
UK,25,-108.2502500648308,75.50153593016574,E,96.82296342972465,-103.36093301235958,D,A,0
Brazil,58,-24.102410256395782,60.83339905956765,A,123.5455133034925,-41.4608805533629,E,E,0
Germany,77,13.086510530357575,25.68020314143855,C,-229.1095203369598,-105.15208473177178,B,A,0
UK,69,108.90956673247094,-165.53633146818464,D,-19.355398707255784,-9.031828170890888,A,D,1
India,71,-102.92164944904265,-65.23953243842668,A,-60.74060347200147,-264.0431771649839,A,A,1
UK,74,-100.22502588525009,2.066578988130805,A,-141.59155113203764,-87.8367055535793,A,A,0
UK,64,-104.7242488114067,146.68129150457833,E,101.28791760316001,-3.8010236703451454,D,A,1
US,39,-94.97910799540075,29.270374268588707,B,-0.2893458591348135,-167.81664716164198,E,E,1
Mexico,47,46.65083608885659,-0.16533492400574468,A,-9.65081195409737,29.78831274434927,C,B,1
US,54,122.09092351647593,214.20302387441671,E,45.547557273304555,109.78252863307591,D,D,1
Germany,40,-43.97463396953936,-46.06829048919158,C,71.47919159764523,-30.182530759223177,E,D,1
UK,73,150.16241743674564,-104.81296621073062,E,-89.63062391583685,-55.76581173953957,C,A,0
China,59,118.40617226809356,-32.10579757905787,D,21.48805636737226,-41.02404980955638,B,D,1
Germany,54,-68.33009179049513,170.1633355096181,B,-25.3419370457396,207.8290051639863,E,C,0
Mexico,25,15.460511650055853,-251.28532372650193,B,-239.3741908459588,-125.1156943367778,E,A,1
China,77,-65.68158479198254,227.01316652591817,D,-86.19627941607379,-185.7988376448963,A,E,1
Mexico,55,218.2182730229665,57.53614930998021,C,24.811570529750078,212.99094818318042,B,E,0
Mexico,76,121.15023975147948,187.14625874325722,B,-26.938813978752286,-200.1636217243801,B,A,1
Germany,66,-51.2083844241739,-35.02376075483873,A,16.088749550719225,10.814830959669132,E,B,1
China,37,-67.24150116699228,4.069198006856765,D,161.48266536847134,-63.98392892233839,E,C,0
Brazil,22,194.8976327712699,74.23625832585108,A,202.38171128070786,5.541206758196542,E,B,0
Brazil,43,46.417615291999816,-132.04825640148107,B,25.00118510614336,3.9630785926529635,A,E,1
Other,25,-53.695423778015,-17.009128905498137,D,-34.58694880083411,46.8906689441343,E,D,0
Mexico,60,-31.940767173461566,-202.76773057798258,A,-37.45463936251397,-116.6779663720126,C,D,0
Other,54,146.66349555414013,268.95812414314537,C,-26.649440404024784,-26.47516547971768,A,E,1
US,41,33.74375209556864,65.26875261868359,B,-79.0955555010781,-65.94436687752332,C,A,1
Germany,38,94.98926032828577,63.367271455733686,D,-147.4942824604704,-84.17787250465733,A,A,0
UK,56,-41.67343518287493,94.52787613642013,D,-90.51961033592036,174.69520520638923,D,C,1
Germany,19,237.9886381105531,-54.6376611541707,A,-201.44175276822654,55.51393234820853,B,E,1
UK,55,124.58622057570317,-44.99445522124969,E,172.70315231324363,-6.095792335317639,A,A,1
Other,40,-157.6005386870796,-27.963262258028436,B,-93.79477441567126,-41.07276681974312,C,C,1
Brazil,68,13.970494148621903,-244.32463137148136,C,39.98597125182071,48.08259813182947,A,A,1
Germany,37,115.0201783120291,-166.5594076868307,C,-119.90759191454671,-142.04445377505155,E,E,1
