marital_status,age_group,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Widowed,36-50,Non-Veteran,E,C,E,155.83358910627948,C,162.99558938059386,105.169194003393,E,C,A,16.64140265916497,B,161.2699519903838,37.70126167466139,-94.53480782845575,C,C,B,-37.431432914751085,1
Single,65+,Non-Veteran,A,D,B,36.02461232551592,E,-77.63264614386833,-89.01155364842448,D,A,E,-297.36477800760144,D,33.503228893803325,-85.26807264293355,56.16589044270869,D,E,A,-104.77695787429136,1
Divorced,26-35,Yes,D,D,B,-117.21455695843382,E,-150.57788248062153,-14.842018090963126,D,B,C,-172.8017698371722,D,170.8875907257391,49.12400811585469,124.75254121154042,E,A,D,-41.85629651909012,0
Single,36-50,No,C,B,E,26.79177308364236,D,-120.28953671798119,-0.17031282037082832,A,E,C,92.01575651359379,D,65.81682449949801,-93.54802141038337,106.57508465357452,E,B,C,-27.741379377052205,0
Divorced,51-65,Veteran,A,B,A,60.12388317245745,A,16.396745273834014,-102.53744874326061,B,A,B,6.524915514964548,D,63.76185772290527,31.647508702250587,-25.396215337767337,D,B,B,-202.9086242464581,0
Married,18-25,Yes,A,D,C,25.11784666076261,B,-99.90345061034046,209.26736732862582,A,E,A,-121.98284271616046,D,-81.50464728037613,-177.1745867716974,106.92700180442706,A,C,B,182.39197944384316,0
Widowed,18-25,Veteran,D,B,A,-109.5699446847896,E,-147.68393185207898,-17.26320621590494,D,A,C,-57.871849486666314,B,72.88682709234502,20.84568630976087,225.8643133436937,C,C,D,22.51544056374406,1
Divorced,18-25,Veteran,C,A,A,3.7804478629651688,C,-65.71830756866568,93.34059795409925,D,D,B,-41.419355530520185,A,-25.985118308878025,-87.06246101210621,-7.889922370306968,E,D,D,-149.35636899098193,0
Widowed,65+,Yes,C,B,B,12.528542502854476,D,-38.64354555416947,-58.870611216718196,E,B,B,-84.00380357455714,E,-44.1472639521235,61.35634748476212,-64.39131553719596,A,E,A,-19.518672070011405,1
Married,65+,Veteran,A,C,C,62.59724984981102,A,90.08135412360116,98.17107928842208,C,B,D,8.609912666998136,D,-32.35852798527789,-24.579111696661993,82.66541158776833,B,C,B,-24.075772942935362,1
Divorced,51-65,Non-Veteran,D,E,B,-9.665429952202246,B,20.220761402388817,-147.22353372967655,B,C,A,108.83571045437803,A,54.415402257464216,131.32953135328432,77.53965326613296,D,B,C,-159.62614781516956,0
Married,51-65,Yes,A,C,E,-238.39460304735374,A,109.01177039071182,153.23305630490518,B,C,D,-32.17760696912735,E,68.17454540721178,205.67704101355827,17.15123722458976,D,E,B,-32.62064480363183,1
Married,26-35,Non-Veteran,B,C,E,-76.85852253909741,A,-56.32949403502258,-78.53517449622413,A,B,A,20.527423065922164,A,3.560290934438547,-9.384270564410166,-27.714838733293107,C,B,B,-40.879887086602224,0
Married,18-25,Non-Veteran,B,E,E,54.302122740382316,D,123.63596367070964,298.5485119743878,D,D,D,47.90750297569676,E,104.94728999903575,140.04494702447653,142.0751324797242,D,C,B,-63.065107987463776,0
Widowed,51-65,Yes,E,D,B,83.14830656299586,D,-14.180716362903773,-10.180608318133167,D,E,D,9.425908890175602,C,-46.37869245761563,40.50781347669557,54.536402300636446,C,B,B,-26.306422315730078,0
Widowed,65+,Yes,E,E,A,76.13064698700146,B,87.43236879627257,56.89682338519495,E,B,C,39.12417843705038,A,86.73230989318684,25.10104596595956,-71.11208985711836,C,D,B,-110.42942489473249,0
Single,65+,No,D,A,B,115.12386264440036,B,-110.32652677076624,132.03624780721975,D,E,D,31.061605362072214,D,-65.59476531515944,-24.89795242132894,-269.9623488986351,B,B,E,-85.67456726893569,1
Divorced,36-50,Yes,B,C,D,-46.71453520562578,C,-53.670493626807435,117.26705482289923,B,D,D,-39.58108090751574,C,177.64263843429023,-63.21992659256951,-112.96264372783628,D,E,B,-200.69302584326456,0
Widowed,26-35,Veteran,B,D,D,44.56340390190287,B,-215.7500766104945,-51.60892771217929,B,E,C,73.74235636996768,D,1.3570984621492426,156.66752143975714,-23.81323900994258,D,A,C,-136.8398627843122,0
Widowed,18-25,Yes,E,E,A,121.4459462977963,E,-67.12454443425489,-141.85037462301818,E,B,E,206.92863056341034,D,77.80558594912726,183.45577715028713,3.1377189506147642,D,B,D,47.88541395920362,0
Married,26-35,No,A,C,A,-113.02127280707859,C,-98.34404071331566,-19.936251995599804,B,B,A,-102.57180250760527,C,-41.85452490047205,-56.39468943108115,-15.353642072331436,E,C,A,8.09049290019042,1
Married,65+,Yes,D,A,B,-143.9941027748113,A,101.567271763725,-84.42904215280524,D,D,C,-81.34854429890716,E,21.55409252442283,92.59378065095086,-28.77465080937494,B,C,E,31.233826304032192,1
Single,65+,Yes,D,E,B,-130.85656249322182,A,20.744805415709468,-58.67717647682728,C,E,E,-251.5945895167138,B,-101.66507963416826,27.051511860337364,-70.44427216447224,C,A,D,100.5513249464494,0
Married,26-35,No,E,E,A,-93.84272277137927,E,-29.314007574070594,61.141805449902144,E,E,E,-62.47944054960135,C,54.62486541723872,-122.6629262964108,-55.51826489512729,E,C,A,-147.49350829804516,0
Widowed,65+,No,D,E,B,141.84631296343332,E,84.95067551305601,-38.57166301677658,E,D,B,101.14499322137284,B,56.984290612353185,132.89318114749636,-96.41263769316691,A,C,A,-38.09078702076462,1
Divorced,65+,No,B,A,B,-148.05334559607434,C,119.07942520201887,138.21994253850625,D,E,E,134.5331674239337,A,-72.55136828552916,-151.59669394380742,-14.315115938992617,E,C,C,-127.5933867238787,1
Divorced,18-25,Veteran,A,D,A,81.44055911336788,B,67.23142191204698,-3.3907093416566543,E,A,D,-150.96504347125722,E,-89.09641765172887,-216.16321719032018,32.26351909030266,D,E,A,-136.49142168849102,1
Widowed,65+,Yes,E,E,E,-77.43818565579697,B,-131.79392509238886,131.91321644231058,C,A,C,-51.12011183511391,D,61.72695936960773,-34.594029219767734,24.658186247324895,B,A,E,-255.06285998653647,0
Single,36-50,Veteran,C,B,E,-74.29513328065052,D,71.07362660479679,-30.957534967494286,A,B,B,10.485810812374396,A,145.09513796714958,252.00334397922384,126.29440072126106,D,D,D,-150.65833233114088,0
Divorced,26-35,No,C,D,C,301.281025034879,A,-102.72429141349475,139.44889095865344,D,A,C,-10.23868958783839,D,15.21223274885698,102.9656449968839,134.35731742022057,E,B,E,39.82623016592955,1
Divorced,18-25,No,C,A,C,23.233586251969275,D,20.276375574722056,47.44109025012159,D,A,C,2.9438646375522284,E,-83.80899273050407,51.86272375117632,105.77374187454807,D,C,D,-97.12410674187912,0
Married,65+,Non-Veteran,E,E,E,117.5621417422299,E,-9.676320103458808,40.82450509913879,E,D,B,90.17722696609697,A,-9.716691586723401,45.10147786566902,121.83775526932953,E,D,A,-86.24204278957238,1
Married,18-25,No,C,C,B,-20.269652618015506,D,110.09086765169242,66.37328390439812,D,C,E,-117.73163048587666,D,110.7689871056318,136.8774482976699,26.531618324151886,B,B,D,9.777371635025817,0
Widowed,18-25,Veteran,E,D,C,-47.720485540784686,E,61.5325302999555,-121.61527039641193,D,B,A,129.008613029253,C,-149.97726265793776,19.988769593486563,49.821215815034144,C,A,D,76.80676012855375,0
Widowed,65+,Veteran,B,A,E,16.32940548240211,E,60.93714797415368,-52.40379611131479,B,C,B,-34.08099165478271,E,31.419891593827675,26.630442107531206,108.13848936801263,A,D,C,176.02660192817626,1
Married,36-50,No,D,E,E,5.705484716823556,E,13.877385676402506,86.61803718292124,C,E,B,-15.56296786668402,E,-69.53878830490639,-128.1584911530077,-19.406228469825997,A,E,E,-94.19629024237011,0
Widowed,18-25,Yes,D,D,A,190.1170340049496,A,75.27038508309381,216.30845251290327,E,A,E,-77.91430117672999,B,-78.10276233255283,-132.25982633088535,-80.51143087821056,E,C,D,95.76121162163712,0
Widowed,26-35,Veteran,A,D,A,-28.649401885615106,C,-27.891421900787115,76.91566722618361,E,B,B,111.64620941332628,A,-85.67517251166997,-111.8129356770041,-62.30856292833115,E,B,E,-122.0887027705349,0
Widowed,18-25,Yes,C,E,B,-168.14471907927208,A,148.36295030287235,19.491899184369974,D,C,D,51.664827251336064,D,-98.93007326663395,111.21773016143418,-59.70553908791531,E,C,A,-212.25216468064428,0
Divorced,36-50,Yes,E,D,D,74.51583793488581,C,-144.78607294914474,55.568412077007586,C,E,B,112.10940229061939,C,20.20298262237995,39.23249709164955,-55.16181673104439,C,D,C,50.109925498218445,1
Single,36-50,Non-Veteran,A,A,A,-172.56452286558306,D,45.44429567628265,17.461335676888858,A,E,B,93.60642138212202,B,67.26370556936622,70.14398450680577,60.50360982529948,C,C,C,-171.14408027095513,1
Married,26-35,Yes,A,B,E,-3.4143788885653192,D,88.88471471116488,14.256075372847802,D,B,A,49.97032568878096,C,-24.457359253881442,83.16150948086306,-3.015513565131627,D,D,C,-0.21078411253515622,1
Single,18-25,Veteran,C,B,D,-22.46004371983255,B,31.88165541339191,-9.886918678577338,B,D,E,-68.90708200920415,A,-86.27849087175021,90.25095509712403,-20.999250717974114,A,D,D,-48.847946884734064,1
Widowed,51-65,Yes,C,C,C,38.970063893645246,D,10.55499444262063,96.37437479997244,E,A,A,84.80441184082306,E,95.38382260026445,63.80146737061293,-83.79804570927767,A,E,B,30.197350579609843,1
Widowed,18-25,Non-Veteran,C,C,A,34.76715701238676,B,39.81057787944478,-113.88264054052057,C,E,B,123.40880086284514,A,-23.378234952843364,-245.41457760593488,32.71721514061795,C,E,E,101.44631221011286,0
Married,18-25,Veteran,B,C,A,76.06110208787233,D,39.80191267327588,77.51664843935366,A,B,B,-54.32576135341506,A,49.31831765507128,-171.66112319015764,-16.436688286658217,A,D,A,-12.487742634765569,1
Single,51-65,Yes,C,A,E,-45.803408769586554,A,21.05215069441035,37.63989482744513,B,A,A,-172.24107945669058,C,-56.83594656373644,51.55952251365884,-42.117355721869195,B,A,D,46.625022164442086,0
Married,26-35,No,C,D,E,-105.10935337144784,A,-103.9477257969367,31.414953577841754,C,C,A,-97.28031374405413,E,115.68514310930883,38.86292902996993,90.22759633175878,D,D,D,-45.26278201758133,1
Married,36-50,No,D,E,D,108.7217345035256,D,-22.033193066748368,-137.72051799436346,C,C,D,-37.58715530634292,E,-55.11243747403285,-1.8971179376447382,-93.93962573012367,D,B,A,62.333118883324445,1
Widowed,65+,Non-Veteran,B,E,D,-123.35924485287033,B,92.49013959312337,161.2007249017537,D,B,D,-193.09378132963658,B,-90.26183743846676,10.960681441243505,-18.695285738358113,B,A,B,68.47128128353842,0
Divorced,36-50,No,E,E,A,217.2884309040277,D,-25.40751977943028,89.4192304465912,D,A,B,93.04203574178568,D,42.041235734794036,-161.5392732430871,-79.97984565685886,B,D,C,95.15320000147133,1
Married,26-35,Non-Veteran,C,D,B,173.84427863140192,D,84.62854809733136,148.41467689487945,B,A,C,-1.0186307286813752,B,-100.31094435568859,-99.31612259084528,-36.69027051605157,C,E,A,57.126846937186585,0
Divorced,36-50,Yes,B,A,B,124.23028712339834,A,-52.37386906859314,-22.74903833565306,C,D,C,-123.0408137143322,B,-160.04146017541848,127.512349441221,-0.8525864375743887,A,C,A,-32.17912040624605,0
Single,65+,Non-Veteran,C,A,A,-98.82231064149181,C,125.94443141657696,100.19744627927881,B,A,E,10.66974353875353,A,-89.31362594008526,-93.19607972839621,67.54246905030783,A,C,C,-6.148241938854611,0
Married,26-35,Yes,B,A,B,164.2120665533963,A,78.83000515848838,-51.093871778619146,B,D,C,105.99609669505203,E,3.110561736466338,-20.920300536125534,0.07651558464315608,A,D,D,-78.08600111254312,1
Widowed,26-35,No,E,E,C,-69.69368981207612,A,-14.85258674829024,-181.275086974654,E,D,D,70.83009598043076,B,1.7892570877722989,-47.517566751718014,171.55247590421695,D,E,E,63.700370752724126,1
Divorced,51-65,Veteran,C,E,B,-21.079666743247156,E,111.47924722650806,128.71239260444466,C,C,C,-66.17058219554038,C,-129.47461645315238,134.72448761153032,-109.15470894030467,B,C,D,6.970653982172125,1
Divorced,26-35,Veteran,E,C,A,119.53500565847538,E,-71.82908793124007,-70.36665850289229,C,B,D,-84.30473498508714,A,-35.54008935082261,33.05211487514157,-18.63312040077074,D,A,D,74.28818464822163,1
Divorced,51-65,Non-Veteran,A,B,D,-59.831091492857915,D,-37.23238988729382,60.94421161069709,A,A,A,-44.46514154648527,C,-121.26115402439612,-216.3909899569528,-48.36586385960444,C,C,E,18.028225847030324,1
Divorced,36-50,Non-Veteran,A,E,A,163.0003757075791,E,-144.91748834431272,-39.557236659404175,C,D,C,-94.4366090242757,E,-72.44315532511798,159.10681949085583,300.1960528867993,B,D,B,104.85093698270217,0
Divorced,18-25,No,E,B,A,-141.82949255301656,C,-23.643023295108677,-90.76266730618471,B,C,A,-77.89797445006502,A,-66.3318499471085,34.37061678993845,131.94317633156106,D,D,D,-219.01750116149464,1
Married,51-65,Non-Veteran,E,D,C,84.70105419266889,C,25.091036635738917,-102.43681167083191,E,A,B,-72.04600412071936,E,-64.93850489005318,114.18805196366071,-77.32257014244318,A,E,D,-23.143181430491104,0
Single,26-35,Veteran,B,D,E,210.33234813642068,E,-96.83179305630526,-20.61850146881855,C,C,D,64.8314870173587,C,82.27716673568452,44.48212341964169,-68.35103893405436,D,D,B,-65.18732221770239,1
Married,26-35,Veteran,D,D,A,24.31263258251395,D,26.525183726829386,70.9196804380316,B,C,C,33.891501232887336,E,-17.558151986475384,-11.28210842535407,-158.16137192907894,A,E,E,-72.5605830770279,0
Married,65+,No,B,A,D,65.53365577823304,B,-18.274568411181,-33.413703271147114,A,C,C,-49.41756527795581,E,-195.75099036262776,61.41661644457162,135.23866761658746,B,A,B,-74.87698772001508,1
Married,36-50,Veteran,D,A,B,-0.7753191157233644,D,132.54456207505507,-22.75555241164582,B,C,A,79.46519896040346,E,40.80404043608413,301.21551497900833,-189.3846731641194,C,E,D,62.47504142036813,0
Married,36-50,Veteran,B,C,B,89.63804313205803,B,-81.14997183144467,232.6983317458926,A,E,C,95.75549521648482,E,24.938414433048482,-17.891459108337035,83.89848990987092,C,E,E,93.07830461298695,1
Single,18-25,Non-Veteran,E,C,E,91.91296054319399,A,-22.637490571801454,158.31032503689443,A,A,A,-11.705837560990632,D,-273.1344036795567,74.28278509268894,-53.543102421872945,C,E,A,-50.90406070334876,1
Married,36-50,No,A,C,C,-98.01842878595549,A,48.18593410987171,133.2528741258898,A,D,C,-40.66366809701492,A,140.75874502266132,120.99449812031706,121.26963170910075,E,A,D,55.786424772886114,1
Single,26-35,Veteran,B,A,A,2.235935704486066,D,200.4521568587298,93.48136490588583,D,C,B,15.12892081148376,C,59.72447178538409,82.57502374971159,82.91034471597236,C,D,E,42.05563366604396,0
Married,51-65,Non-Veteran,D,E,C,8.852010597232283,B,57.46463304862557,-158.3492314645673,A,B,E,62.569335421892504,A,55.32632002729928,82.3012302886744,-243.8535500689955,C,E,A,79.93822586625257,0
Single,26-35,Yes,B,D,E,10.751830645934238,B,-35.12058723538248,6.882151285369659,A,E,D,-182.76994145942453,B,-55.02483335304994,33.873618240932174,4.900350827631766,B,E,D,-93.11289765976179,1
Widowed,65+,Veteran,B,C,B,-95.54521766579317,B,-24.932977932846693,-184.5034316253875,E,A,D,96.96410489009685,A,-34.39206674362022,-82.43576077987314,-57.78174144043625,B,E,D,-56.68144125276934,0
Divorced,26-35,Non-Veteran,B,B,B,21.71288717901627,E,0.4945348847468938,-125.36209373904119,E,C,B,99.05114387363878,A,-63.673783467376225,186.6980234878255,62.22505589033275,B,E,B,128.48494383002208,0
Married,65+,Non-Veteran,D,E,A,-6.218717090035156,A,-125.11851061080625,190.6205644811938,D,A,E,-44.46731107540111,E,31.8899566699733,165.51516937037408,71.25101914617818,B,C,C,13.17637212298509,1
Divorced,26-35,Non-Veteran,B,D,C,-86.7870237684244,A,-29.21633600897384,-6.299261072984132,D,B,D,99.16191705700706,C,143.41866531296017,39.96920999767431,76.78110577302107,C,A,C,62.82145985294076,1
Widowed,36-50,No,B,E,D,51.606665568310525,A,63.306025759728904,88.67744019224881,A,A,A,-88.64691707439171,E,22.722119121453737,51.806310297336886,-12.581505983828572,A,E,B,65.55832613815187,0
Divorced,51-65,No,E,E,C,-37.66360384019987,B,75.5230460628343,128.2849732283023,A,A,E,-25.06647207519981,E,107.1890899943867,236.1636068627315,55.759242816305544,A,C,A,140.53102310479824,0
Single,36-50,Veteran,C,C,A,39.91986749909621,A,-109.43441205896039,-125.54330225935047,C,D,E,-150.6083763108508,B,0.7956297085501614,87.99944079862082,-51.53409070199305,B,C,E,-33.47804074035515,1
Widowed,36-50,Veteran,B,A,D,-88.54610009558482,E,36.044541904766454,208.67120595804573,C,B,A,-39.81075148027127,A,79.41884716816912,-92.24833842527971,-156.40302454013698,D,A,C,-2.845914530215862,1
Single,36-50,Non-Veteran,A,D,B,41.815671535072276,A,-154.55515827657052,-80.90316179831818,A,C,E,30.989415349780664,A,96.74089219796609,-69.42657811057667,-162.26399269507533,D,C,B,62.96650941991862,1
Widowed,65+,Non-Veteran,E,E,E,-2.32731530045836,C,83.36569823220098,110.28251184545176,B,D,E,-38.72539601134138,D,16.079071555325147,-69.62144324944227,-79.53294634449493,C,A,E,-28.3127306537405,0
Single,26-35,No,D,D,E,90.42419419036058,A,126.69086855076206,8.09007783690056,A,E,B,-71.05863312468811,E,-28.892115382895987,182.59995233895785,52.04631859610544,A,C,A,-204.56909765535443,0
Widowed,65+,Non-Veteran,D,B,B,-12.169685578426819,C,24.543690484760962,234.08475380022375,E,A,A,56.555633319563235,E,-112.59150921658308,-105.49787544553703,-101.86480877582747,C,A,E,-159.6881934933608,1
Single,36-50,Yes,E,D,A,-41.95037794837685,A,66.3749721558051,123.21698779776864,E,D,D,3.781439445718228,B,-134.721466312413,-34.762266231225645,-177.10165301003565,D,A,E,30.091334579202034,1
Married,65+,Non-Veteran,E,E,A,-90.40061290456897,D,-39.76871229291522,63.96306738228916,A,E,E,-95.1911456436676,C,-96.81437348453386,-62.803002247448006,75.67811962688931,C,A,A,9.028261474638175,1
Divorced,36-50,Yes,D,D,E,50.002473826374995,D,47.84993082864683,-200.51642661235616,B,D,C,-45.79614236841868,E,49.295066200254965,204.18821935140042,16.169073923568863,E,B,C,61.13235484885129,1
Single,26-35,Yes,D,C,A,31.619967972079422,D,-52.60621604490283,-14.984180134443308,B,B,B,-91.06172805654181,D,-106.44385611684622,-108.31731083702248,47.45245960036359,A,D,D,-70.69836213060174,0
Widowed,65+,Yes,C,C,B,-102.55135344209059,B,15.377380603639793,118.4840061876803,A,A,A,-81.05185682681501,A,-33.826392864389945,193.84787276774077,42.57848975136931,C,D,E,263.5250262956022,0
Divorced,51-65,Yes,A,E,E,87.21113205356683,E,-138.61945435260782,68.3565746204842,C,E,B,-21.725000723142767,E,4.273759997556205,162.7783017943062,64.79236780860677,D,A,B,151.2377088108863,0
Widowed,36-50,Non-Veteran,B,D,A,-155.18985201811196,E,-114.37440500040788,-127.33479484336978,A,A,B,-3.6058949541825926,B,-52.28241976089014,-14.550787825284003,33.16299505280334,C,D,B,123.1103107857471,1
Widowed,51-65,No,C,A,A,-8.165064498668038,B,5.621399136140551,31.669726432223715,D,C,B,-96.04861977167289,B,-2.9903154168660517,-123.53340075632585,36.99035012528058,B,E,A,31.243431169692336,1
Single,18-25,Yes,C,E,B,45.5603071360987,B,195.94461968345783,73.91627494942705,E,A,B,103.42065503199385,E,112.33232356985022,-91.5016974077404,-69.3770943003655,C,C,B,231.47172028911748,0
Divorced,36-50,Non-Veteran,A,C,A,-100.9205566916373,B,-130.99645016099421,80.43707619734816,D,C,B,-28.301044018945078,D,-188.8147787861444,74.40678213746995,126.38716556051013,B,C,A,83.25463446289464,0
Single,26-35,Non-Veteran,C,D,C,-141.31333134621528,B,9.464205073723868,-85.00106865248375,E,B,A,21.294510252422302,C,24.4506681546327,-53.335685302225954,-55.75289151643699,E,C,A,-22.409055760587897,1
Widowed,26-35,Yes,B,C,C,-11.578997934205173,E,-28.12180433219751,-38.82333165827473,E,B,A,-11.4523536975942,E,-48.61023925249999,-30.55264184386479,229.53971527559028,D,C,B,18.119855874665355,0
Married,51-65,Non-Veteran,B,A,A,-71.81772782918505,A,-220.48784782418358,-25.517104183032615,C,B,C,26.66390547963264,A,-127.70986244295035,-28.959764888737364,-70.36091456792143,C,D,C,-70.46829243985859,1
Single,65+,Non-Veteran,B,D,B,-151.80682979622506,E,-66.94833921767182,102.47962034102783,E,B,A,9.70458983629634,E,-107.17474019744502,10.678153386156884,-121.6504748346235,D,A,A,15.733464972612587,1
Single,26-35,Yes,C,A,D,4.770277808104473,D,57.636524969681304,172.52791596923498,B,A,E,57.64381062557372,B,6.32167072640535,156.914739844954,-67.94569241505505,B,D,A,140.4935560411497,0
Single,36-50,Yes,C,A,D,-106.27880466590634,D,160.33443527187742,40.22824164291861,B,C,E,52.288205726503456,A,8.553230240556237,-201.12142987275888,-262.2549225847033,B,C,E,-13.671982292177853,0
Widowed,65+,Non-Veteran,D,A,E,86.64790574431672,C,-215.90680145812615,-28.091692260668346,A,B,C,-123.95242745731576,D,39.07940495090136,299.0599073116126,2.6099708510630077,C,A,E,-121.3660308513649,0
Married,18-25,Veteran,B,D,A,4.009618881951452,E,-49.14673458755169,129.07818137441978,B,E,D,77.33204826865125,B,47.513482464616,-53.98556180546934,71.13832020006325,B,A,C,-34.79910475438854,1
Divorced,18-25,Non-Veteran,E,E,A,150.71251412221378,E,1.1562113340516955,117.25367334329113,B,A,E,65.06401915461181,D,93.3597569377791,4.800538655246118,-64.60601057741158,B,E,C,-6.543154042567342,1
Single,26-35,Veteran,B,C,D,232.535287360488,C,-9.36892941958746,26.524625677238493,D,A,E,-168.80354003093464,B,-69.94097526600301,-133.0789498215936,-51.958331040870874,B,D,C,-22.351653417413818,1
Widowed,65+,No,D,C,C,-33.55119782494799,E,103.15372796506085,166.26600249520115,A,C,B,-5.241220051404311,E,144.72946324869264,269.6914477953237,16.769721588607954,C,C,D,-19.523104769946368,0
Single,18-25,No,E,A,B,-23.751882045829788,A,67.29812439380952,91.54777084855624,E,A,C,35.54693367540596,C,-113.79526753844742,-104.11148650981697,-15.65592229254674,C,D,E,49.36791036126251,1
Divorced,51-65,Non-Veteran,A,A,B,34.128502763111726,B,-45.29729403199369,-39.9152715841362,D,D,A,97.34734555756646,D,18.983983382649523,22.118593953110953,-57.18058467657144,E,A,A,33.24118742555686,0
Widowed,26-35,No,E,C,A,-22.156631762856605,D,-135.9832282514319,-36.73760750762287,D,B,B,87.9341898803397,B,-50.16340628787393,134.85759399287795,27.08690370341566,A,A,A,130.74423788069237,1
Single,18-25,No,E,D,E,-94.17026902553445,D,86.35039259518904,158.14701515609931,E,B,D,-29.674668717350063,A,-75.79174896367753,-57.63174648728794,-42.51592405910657,B,D,A,4.912971222746686,1
Divorced,51-65,Yes,B,D,B,-170.05227529449724,A,56.45986584923857,124.87903284356818,A,E,A,-4.321017037459008,D,68.63744974974611,-22.710020471256538,-49.70839323923034,B,A,C,99.9457309048601,1
Married,51-65,Non-Veteran,D,B,C,-259.4373452295391,E,-137.21276450872068,159.7793316467804,E,E,E,-119.07113922332174,B,173.56470231144797,-254.39586673197135,-61.82203729916769,B,E,E,56.322345432744235,0
Married,18-25,Veteran,A,A,B,-38.276264251050655,C,58.88117482315223,49.018730949269866,B,A,A,-133.4025905869189,A,-47.13551245681597,-44.77609403541881,-110.65840975303045,A,C,C,95.26665531189897,1
Married,26-35,Veteran,C,A,A,-134.27215980777189,D,2.9737499476480544,39.87739666696282,C,D,E,108.61943240596754,E,19.46995513873523,-45.105890411024696,-69.87711346775744,B,D,B,14.712653485166028,1
Widowed,36-50,Veteran,C,D,C,45.58502519811064,A,155.37067465055486,-17.94044361798079,A,A,D,-56.33728541859093,A,131.1478230422351,10.73562207262285,88.98023069403197,E,A,B,43.894129694845915,0
Widowed,51-65,No,A,B,B,59.273029859060266,B,-138.48199894335224,-74.57805935654564,C,C,A,-4.14630135774355,A,-44.02761032197208,41.307583914353664,18.78010579275078,C,E,C,163.61231167915108,1
Single,51-65,Non-Veteran,D,C,D,33.258245201696404,D,-39.09489583160332,-16.493166783057248,D,D,A,-83.49263933335006,E,113.94918460333352,93.95582713763143,23.902179536245193,D,A,C,-119.19955453591959,1
Single,36-50,No,A,C,A,-204.201486092837,E,-33.72555307774906,89.75392687245711,C,A,A,-89.97150396742707,D,24.00603685030493,-61.324462895278806,-23.141019485617544,E,B,C,22.69674254983244,1
Single,51-65,Non-Veteran,D,B,D,-29.31577734571284,A,-224.1687701681301,120.35863132032902,C,E,D,45.92871225588545,B,15.418325000918722,134.87637822787636,-33.73657479626823,B,A,E,-2.3330409551850404,0
Single,18-25,No,A,B,C,-441.2031976181669,B,-17.95447964621776,-35.153548643704625,C,D,A,-79.25365904820563,A,-214.46059461410462,235.15198202732455,-8.686085130603866,D,C,C,64.08487676717249,1
Single,51-65,Yes,B,A,B,108.97566634597511,A,-114.16345939166017,22.845789614128588,C,D,E,12.818089046854084,A,12.197622886671684,-95.71943633957432,100.80299603750069,D,B,C,58.57510523959646,0
Single,18-25,Non-Veteran,D,D,E,71.93849607319072,D,-122.00504721369218,-15.693333294712033,D,A,C,-38.183553075210575,C,-60.976950007625256,-78.86950298892464,-118.38631387983203,E,E,E,-76.29684289568917,0
Married,18-25,Veteran,D,A,E,-168.9100479420367,C,-72.86608174901329,-2.2823706514325712,B,B,B,-125.71952791169679,E,-156.96627639515378,-235.68615186561294,73.39223210347008,C,E,C,-90.05434871248242,0
Widowed,36-50,No,B,A,B,35.312510787494524,D,212.22459095676717,-69.51234245822884,A,A,E,-52.477775562596705,D,-40.995528469885855,18.762659690934502,24.050099557657656,E,B,A,-14.13465502240426,0
Married,18-25,Yes,A,B,E,-65.34985769781251,A,58.51413040106384,44.213163418651376,E,D,B,52.98249639284427,A,127.37527207213262,70.80079223594518,-13.488681102495953,C,A,B,-28.75724348309531,1
Divorced,36-50,Veteran,A,A,D,73.31291025419134,B,-126.78674911556918,61.89635314795709,E,E,E,-62.66307301279763,A,-124.18332937964824,-97.45827801293215,69.95550297434919,B,E,C,-337.26118515737807,0
Married,36-50,Non-Veteran,D,D,B,62.31530341706001,C,176.55119763925592,-135.09067903706972,C,E,A,-30.63533060389757,E,30.45113999358162,30.32606578442864,14.202900448793446,B,C,E,62.55701697244018,1
Single,36-50,Non-Veteran,D,E,B,4.53608308552115,C,-72.93036459154484,-97.32335981342518,D,A,B,124.16796629445086,D,45.56396405026496,-19.686943415561423,4.509178692771093,D,B,B,233.34553035202356,1
Single,18-25,No,A,B,A,-69.58047783989838,C,-33.37661887604146,149.14683511280913,C,A,B,-195.97584655409997,C,205.88716707326756,-90.16814573897703,-114.69309927686513,E,A,D,-24.927871645262076,1
Married,18-25,Non-Veteran,E,C,B,17.803594094945304,B,-57.0809041850239,27.725822268152854,B,D,E,50.35871518363005,C,2.785546514448115,124.38353096171772,256.4364090707637,E,D,A,-280.42109430063203,0
Widowed,36-50,Non-Veteran,A,E,B,-195.8824797144241,E,360.99344718740923,21.889702536123952,E,E,A,141.34505416386247,C,15.954206236510487,-117.40514471872336,-89.49378423233611,C,D,A,80.2720988237051,0
Divorced,36-50,Non-Veteran,B,B,C,-41.972637833983065,A,-9.577432546094096,-252.35361418416272,A,E,D,-52.1582232426521,A,43.72360948352136,82.97891981981516,15.996767137437281,C,B,E,-64.46743869023317,0
Married,18-25,Yes,E,A,D,-106.18302465922763,B,-67.53206980326378,50.771560531780146,B,A,A,26.210222480883765,C,117.79621636580444,64.44563673555423,180.80531827649182,A,C,D,95.99862557310249,0
