anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
74,C,-26.670114324576677,36.03229270790841,C,57.64362421976516,E,D,-80.66345527352435,-48.679073496295096,D,-117.97878452864778,155.51811288359733,D,85.54519668599096,C,A,-99.89671566000362,0
35,D,-85.91867205352305,6.121877663543296,A,79.6650349442912,C,B,-144.96659028213364,-69.88119617631578,D,26.599702591023995,26.909216086859512,C,-59.83343600067433,E,C,-11.426462455340944,0
47,C,52.094843492603815,1.1728915469881207,B,61.52393815444265,A,D,-20.617565528292385,-14.27137318731628,B,76.42283003986418,-29.552629546218146,C,8.04888687923941,D,D,-30.64749742055905,0
91,E,36.72851063325584,203.0590899221496,B,-75.7639302061125,E,B,-123.92026287569084,3.150152010960168,C,-47.580464273467,18.025021332522478,A,61.76393871207727,A,C,103.26201970965813,1
35,B,-46.86816706256254,-97.22242229162113,D,-136.7875578768606,A,B,-189.30470131819385,12.556459788546501,B,87.02891713732595,55.66223246813291,E,64.28668480765522,C,E,-87.58782534029173,0
95,D,164.58567339391018,78.12602614179089,C,-44.93617892242192,C,A,327.24397385178844,-17.926862777384528,A,165.08826369298887,-46.10067501300853,E,191.93365499763712,D,E,120.80402782689433,0
76,E,-45.71962391125589,-47.720061317449485,C,15.933604153140008,C,C,-123.9322401276191,112.05859713000619,C,136.6385446945138,109.30108962240314,C,-30.114193697720232,A,B,-22.472094484749817,1
35,D,102.72381157419295,-61.96407281056214,C,57.862463490042984,E,D,-165.4878497562918,141.97042472912236,C,-67.74808065439477,50.854757815106055,D,-54.83242814432231,E,A,-67.25774428007914,0
80,B,107.48280777243274,-88.32942824642781,D,33.88485941926277,C,D,62.584578740926354,-116.69612106428193,E,189.68249171160926,-91.3715506136401,B,63.367127086134076,B,B,-32.25983220451621,1
96,E,63.65599656280519,-46.54450887198361,B,1.302040750775717,C,C,131.7492420462665,136.85209594922443,B,122.69065461931794,-59.33486769375526,B,208.94712772651616,B,E,-157.70240811714024,0
75,B,-260.01710892997806,50.619318766311395,E,-28.314740602587925,B,D,-42.86320457335136,24.018185985477,A,-6.068367691032277,117.90595407338695,C,137.4876957611536,A,C,-58.28896993225668,1
21,D,-114.06174380618455,-96.42434917422828,A,165.501528281276,C,E,18.41700843981133,102.6043048775209,A,67.16464767539986,171.1539448507353,B,200.24660361438924,C,A,218.82525220955822,0
98,C,176.22992624341194,-50.222391009557285,D,21.926714184913607,B,A,79.56569312578546,212.68440766907003,E,-115.02585594497894,56.47884237662838,C,56.321325774719135,D,E,-29.82764870205293,0
72,C,163.80843213685478,-49.18977366100285,E,66.85071883525265,C,A,31.46948954138345,15.221242235656144,A,21.77421938571688,-59.02578536849368,C,-57.59466485638875,B,B,83.91822545251591,0
79,D,173.3543910456165,-23.401349362282392,B,88.03080837540121,D,E,13.526473079256442,125.39824976122577,D,-109.71136218956377,105.1617123098455,B,-112.39262496786637,D,C,-19.913756654068603,1
24,D,-31.7589798005378,-103.88581074512892,D,2.555064698203354,E,B,-30.32908899657481,15.639086686560535,B,121.26772478108296,38.03918562589693,C,59.71818217406224,E,A,68.01284278855792,1
93,C,-96.03989358278497,54.67813947746889,E,147.16997496176342,A,B,49.12345532101759,146.84480955759776,D,-13.175760053957964,33.795640172550556,E,-29.61933649582055,E,D,-247.89383819330436,0
82,A,43.897481857975166,6.811396291844053,D,-69.2326473164969,D,C,82.05010075007145,-12.603462401246802,A,3.3118415579110208,46.687402763997724,E,-91.2035534568104,B,E,153.86833602778128,1
56,D,-72.8996086495473,-34.698427456983936,E,20.13314181786242,E,A,112.84875929647839,-4.671661544978187,A,-0.5134698038907726,-30.28458986210623,B,3.4490370898419926,A,E,-60.5202226670163,0
31,D,-71.82263244790366,55.5219754754287,D,82.64866796250313,D,D,126.65393690687084,8.943855262565982,D,-57.3461398731436,-10.398729368340875,A,199.93287099848877,E,B,26.23230385340457,0
42,A,23.158511608255296,60.35907949324858,C,4.685949923313239,A,B,-21.43804174222638,71.46035684494917,B,184.5620729807193,29.57262934695535,E,-148.5064689306825,D,A,-62.09603825461048,0
69,E,23.537075724747332,229.7697645790265,C,147.09025237773417,E,E,-25.71657507601468,-44.184120549699365,B,-43.060388069101684,-1.4017469455917555,A,89.472550902724,E,E,-140.23379427957855,1
86,A,211.17493979595415,-8.845753538753598,A,-35.67947054612916,C,C,191.49068828891956,118.41182163446227,D,11.608998516569505,8.059190506384533,E,-7.332793843712741,C,C,8.55538383307361,1
24,C,-38.63502132387593,-89.374961709883,A,-138.5611131128942,D,A,54.17610779074483,122.29978911268185,B,-136.1967772816624,25.87425764657555,C,62.35460469009785,E,A,-39.22338491215868,0
83,E,23.836755630590382,35.73554113461499,B,-77.64128600645329,C,B,22.475381263749295,-119.02395434128215,B,65.35049596535876,4.7131415075050755,C,-60.13979705952516,D,C,42.49092453303353,1
70,C,-96.50466732733314,-277.29290184381296,C,-73.44992512682086,C,A,45.20320488282189,-142.95671163616962,C,-69.96986397448077,-53.797839714744114,C,-71.27063268350959,D,C,49.303148901830326,0
29,A,-19.93665806659616,142.38036369937927,B,-26.752461435565255,E,E,-35.09503230064938,-170.77162452383035,D,-156.52351894548178,148.97522260966466,C,-79.7441068982248,E,D,195.6231828259815,1
89,B,34.73546189436302,-136.71847009860215,B,-19.32915935856972,D,E,38.29271337218692,-13.264360063510633,A,8.32232402855265,39.944992282821524,D,54.68066942328734,C,E,106.26994015215992,0
59,C,165.23215945418463,187.1613175758157,C,-8.015221986420562,E,D,-56.44194963575637,-31.62018549244988,D,198.9840174882797,1.048962040236422,D,163.0977839516313,D,B,-108.47578822382617,1
88,E,23.04138205581051,45.53493367706681,B,-69.32540462075607,E,B,-88.3577743896185,-124.15686561528622,A,106.3082573229859,-72.08809491042771,E,16.408567245976517,A,B,334.6108741441249,1
39,C,20.341592306955928,-47.878988550539304,D,9.517216717734017,C,C,-58.38452268258705,-55.16899125572514,C,129.83726519949704,19.53655122463198,A,53.28212899294724,C,B,-54.080869444666156,1
58,A,-3.0110943071319793,96.70331797565377,B,-203.2855953041404,A,A,-18.82025648952868,11.83654945489304,C,26.61008461120515,-56.946280121391226,A,14.133821641310195,C,A,51.73285313209579,0
52,A,54.42750185335198,55.90855447423034,A,123.03700404111227,E,E,-73.50316974300452,111.0206517661875,E,47.44722321987053,62.77464403629014,B,176.5217613943097,A,B,-31.51083947616068,0
50,E,128.17523892784922,-30.977868232999956,A,-36.910017774980915,D,A,22.33643956857426,-85.96092290174255,A,192.29721028679373,-131.63877082127294,D,-126.09179205857832,E,E,-51.38259693987334,0
29,E,158.48798208879683,0.620384670221997,D,-134.97201214129225,B,D,-270.0357311995377,-209.08649904686274,C,80.25906450977838,-93.30843718941853,A,-73.71785558062695,D,E,116.82920084397699,1
24,E,-279.8615644985785,65.23424139301783,C,243.86178339196425,B,E,-41.82201730224734,110.61748702506307,C,-6.367893803981049,72.3106064912202,B,67.7012091447012,C,A,121.12909845454138,1
65,A,33.68353611505605,-102.15444168768575,E,-83.35321388842965,B,C,28.527985847639787,27.57654593563278,D,78.44628101154633,-5.941300398803744,E,106.52537249507992,D,C,-54.115834168976896,0
56,D,-164.1876496146299,-70.86080666979252,B,10.413429480912878,E,A,-49.16420376579901,80.94946831712225,B,33.691736124259826,77.63287341517197,C,56.570299703894925,D,A,140.5892865118218,0
20,A,-52.327644693407414,-34.8880629446981,B,0.03772092200961102,C,E,94.56314961282344,-39.13857853509139,D,4.828617009678802,-46.835979256410276,D,107.04040148765534,C,A,172.4202371371377,0
81,D,-136.2740271438153,-12.218221833652452,A,-49.80768506286772,E,D,-38.58206206327354,150.46235184340094,C,290.97046434747716,149.22859680671385,B,104.53075416744264,D,E,-29.44668908760463,1
64,E,-90.67066391390539,21.277006246650217,A,-84.64243171317275,C,A,-109.65298561355681,75.73140271090888,E,-35.86355007786702,1.8984266739023834,C,-64.59939642029428,B,C,125.02457020416855,0
84,B,-2.9380405280663764,148.21381293736326,E,-3.9328594440052917,E,B,-11.197710378864253,361.5714582622068,C,-84.41043110789894,133.05640693716535,B,-71.14396784414315,A,D,-223.5213117027033,1
68,E,-36.6191710085971,-140.09393314868885,A,-34.258649868569364,A,B,-226.55883163916545,22.860496642107943,B,-72.38565635246891,-102.47609732897666,C,21.805839464182178,C,E,-34.345211497067154,1
32,D,32.00736259890583,23.571247005728797,C,-116.7030161990298,E,A,-23.612121994625078,-39.87929385773165,A,-61.16772165486311,65.46409431534586,D,92.79675109051936,A,D,-91.62791982906995,0
82,E,65.70522958664,62.84730130614681,B,95.40400697507516,E,A,79.94878877793217,101.14024149452095,E,61.86473288285832,17.792078573836438,D,-123.30066281294346,B,E,-112.50317910465542,0
87,A,158.23589805569003,-56.594709450557524,A,-150.90022111128323,C,B,172.38615575226362,-10.536470568244354,A,53.72178281006268,-16.498928225533767,D,-14.466099446262525,D,C,206.4120709146817,1
97,C,58.96615539821591,-15.00369887366789,D,42.04627499650067,E,D,59.34375864063778,52.676802365194774,E,-47.79675609385108,-110.01509888319276,B,-24.935273929743555,C,A,3.3511628538698663,0
67,D,-52.52190996134569,56.61454796827717,E,-137.56324189075642,A,D,31.45497071777289,-195.50552039476398,B,17.830525538416353,96.66767125529132,D,-60.945883486133646,C,A,17.683512989905,1
21,A,-66.84050331076664,-90.37532844064252,D,77.7552163921221,E,C,-157.5690230128934,53.63480613379482,A,-55.34354858064495,-109.16385882597555,C,111.59028547681771,B,E,136.35335228009103,1
43,C,39.489470813314426,18.909234306591102,A,77.69419952116611,D,A,-14.431263463530225,-24.396340064410026,C,-45.59925504046943,14.09668438155182,A,21.694015523613007,A,B,41.63848552737075,1
19,B,-167.44007414742356,36.05835465038576,D,-75.1339538864136,A,A,115.29166981074906,103.67981988524102,E,-5.619676328339422,49.05139303749248,D,-67.84766384667319,D,A,171.52944148159534,0
93,C,38.38262554549627,-215.497669476505,C,7.435657092884261,D,A,204.7613232887556,-88.71286166866271,C,-127.12625813314662,-65.21762132255505,D,75.99414459966883,E,D,-33.41322299873537,1
56,B,34.79613524522618,205.91553865195652,B,-123.16432450529378,B,E,43.98320670563224,101.40338083905938,E,114.98149700518778,-219.21758037661908,B,15.654819318928148,B,A,139.3196889380489,0
91,D,190.14303297053615,-54.57061549831425,A,52.566504276420055,B,C,58.625291206461405,62.78602936754223,D,-39.430794416645625,-164.13954597495365,A,-49.73203861921853,D,C,94.09256164164319,0
62,D,-124.37590694029805,-78.68125449332716,D,41.17127950727435,B,C,111.54092038587073,-73.4468164026554,B,-250.668922110625,-14.552869645137248,E,192.27575145347527,C,B,-118.59851065382048,1
31,E,68.4610504693035,65.12496505360332,C,-177.51820462389713,E,D,-94.30304507964038,-54.96244085527552,E,-14.932547414276714,281.06692222049145,B,-21.734882992908496,B,D,30.13542398038923,0
90,C,-116.50487325421864,123.0501328463496,D,28.482785492408595,A,B,-8.354327683193516,230.0888909744958,B,-11.966670085843145,47.70396751241531,E,25.021862109190394,B,D,-95.45159555862641,0
43,C,-40.57202421278532,-83.2986678936698,C,65.46230794731298,A,A,-81.35947818396018,135.93709655709074,D,-14.066306922006197,-81.49252612917289,E,61.26147290964434,E,A,-46.02212553873616,0
45,B,50.75936711808502,171.00738354099096,D,132.7803480346412,E,D,-193.07294689020839,-164.54733137766658,B,-140.69109774458306,181.9466792780833,C,184.39646771910768,B,D,82.03345032732285,0
88,B,108.2652674331932,122.24328832470526,B,-168.78050329561827,C,D,-66.61596877617296,-72.4556338551789,E,199.21876041834201,-44.65356055359302,D,29.468483364356572,D,C,-160.93901688342208,0
70,B,-11.048832258578418,-104.95959018608853,A,-73.34543529121565,E,B,-35.082239851907644,211.44664893785512,E,66.38853354872406,22.186943316937796,A,64.76902440153366,A,D,15.760349851968291,1
96,C,-153.21229305804593,-157.80284602123527,B,-37.11950484568271,B,E,93.55255627763648,-48.92731108942325,D,-60.02628244398077,145.76230347286497,C,99.03839171842421,D,D,-85.77841639920051,0
56,C,106.84182591301459,-125.21421849007535,A,-146.08274601788236,D,D,-18.372403726413555,-82.62936157019762,C,159.80344506201055,-3.2332283180394343,D,35.231049523872976,A,A,147.42567326454142,0
98,B,-72.47278722116864,-148.56805551119135,A,52.29439659963215,B,A,-110.40702384622254,-138.97831222605365,A,44.65295146291399,67.3224937304453,D,42.1295660587713,E,D,-122.3668069073366,1
31,D,-103.44495946390147,-208.6601534006646,C,95.61734104570775,A,D,57.726164918606116,-55.663012626886065,C,153.45322988466506,82.1471259637597,A,-68.65915650317493,D,D,110.41812080807736,0
98,A,-174.36613688819662,43.325203739640706,D,46.43647775339733,D,A,-179.29752982617893,-78.41804926276758,B,-69.29990659340879,-10.518958277722826,B,-154.60963823996593,A,A,-51.03317460644978,1
96,D,-93.76857777069247,-113.5320130240729,E,-217.97756092322436,C,B,-5.233916986287148,-122.26361151781546,A,-17.89423209412715,211.41371779314647,C,244.5150901919746,C,A,-18.56658587199349,0
79,C,-63.5664740027323,-96.53613669534433,E,-44.68558674934792,A,D,76.64431468334253,-24.332536201045375,E,-19.67777962413052,-91.72868046372868,D,21.03354662281842,B,E,44.49771245619183,0
56,B,-152.26421033058205,-13.906245274173099,D,-38.164366982068536,E,D,-134.17283718979022,-62.599101821406954,A,72.13668983499296,-2.100436807318557,A,50.449866383673644,C,E,-46.09130504425701,0
67,D,169.90619727992558,6.881317564061116,E,-19.824179653197486,D,E,-41.630949459911925,-179.11293166879204,A,61.853133115211556,-43.99541608037397,A,-64.87431726003584,D,C,8.120558542491361,1
53,D,50.09966213555096,9.514448295446565,C,-56.446459360793824,A,A,11.15051313695651,44.48203464871383,D,14.174346760631398,93.04445798289905,E,45.799140614836446,E,C,-129.7099521545387,0
26,C,248.3776369871673,7.166725620719166,A,-201.430021786312,E,B,189.83477199342008,124.76533698340646,B,205.7466254163394,-259.15613494336714,A,-96.45937766860777,B,D,28.099973805975342,1
66,E,25.571087084921107,-7.727463871035129,C,-156.95963033284113,C,A,-120.07246368160003,37.03891456066109,B,31.56185700982503,56.80493892866685,C,35.90093099605281,E,D,-51.800112345273554,0
24,D,-100.6425850187293,62.10482290526914,A,-58.057739440242905,A,B,40.89305905612527,89.89263165926957,C,225.2419729985166,-27.173434049087525,E,13.249648939421474,B,D,-146.82599153520158,1
53,B,-11.132068687931287,72.44222742487445,C,17.566632170071788,D,E,144.68986547690926,-140.25405224416986,A,-52.91916576644351,61.967917859614005,C,-70.62145652204632,D,C,19.429662006893384,1
25,C,146.30689005009714,-43.99126869164506,C,24.25640529155623,B,D,-247.82843211050056,3.31484414082958,C,66.03735264168164,-142.96762713998052,E,127.78508956574927,E,A,15.702772973099616,0
55,C,20.07542916825575,-194.37157991634618,C,81.81980402125603,C,B,60.39521172257517,-146.19470794623618,D,68.2362731579017,86.72976985113938,D,272.39820364424236,D,C,-73.47572682735168,0
55,C,-56.62359006388383,60.90817545496906,D,100.52868080253499,E,C,-15.940552482361865,-99.88858933614459,A,-41.06346052319444,-54.23074559942139,B,39.0922334425473,A,A,16.917721442416212,1
48,E,-150.06888099775227,112.32583856857173,B,-111.37219113027177,C,D,-28.032453922113653,29.839148130293776,B,-54.58263696474349,-6.192691896856319,E,-114.43869861545544,E,E,16.943773538014728,1
72,D,103.69764121118187,83.58079882994271,A,43.62838551671828,C,C,-5.389674546619891,43.00610750772865,C,12.962180823591506,10.50536648679338,C,-56.70952497341872,C,A,62.01368438207332,0
75,C,81.93702555193205,-98.44339303636391,A,62.50822587364024,A,C,184.77121165437492,-203.25517673794482,C,76.30446212801336,-50.43735207801191,A,166.9166699143483,B,D,-81.67815097495505,1
99,A,-111.30052929293777,-102.14582657489359,C,96.95624799670365,A,C,-142.2892757234719,-36.72827175760869,D,224.43340751160846,-29.793696280819717,A,130.31427164658126,A,C,-194.04212617199155,0
83,E,137.1597228175594,-51.54384354481696,A,15.528770556824878,D,E,-63.12082490307321,-107.86516309626994,E,-47.995854158111285,-15.323385919207386,C,9.80092749149174,E,E,-4.0533308133080785,1
74,D,-88.03981343096214,72.43517670310058,A,99.18103294157349,D,B,-73.41194042413778,79.86276873536133,B,29.50294259603702,60.66548450057454,A,-94.77136113582343,D,B,-75.86856524333912,1
75,E,-55.70637614447765,-99.56713767893902,D,-112.70188673941047,A,A,4.737749154959156,176.40710712729583,E,37.612048447272414,200.80241783769068,A,37.90065641394371,B,B,-81.4906611439818,0
55,C,56.705564087617,25.176234076660407,A,-74.26527159773015,D,C,13.841994934828925,177.5288540326827,E,85.3358605444783,208.31597793569162,D,-53.43039798263908,E,D,46.92664159971411,0
19,A,53.54695213438251,159.6135584473588,D,69.06040217561953,C,A,19.344049312234922,89.85878667916485,B,-63.85514626179195,134.29479473949246,D,-285.44275116558657,B,D,137.80885236011423,1
47,E,41.72630054182271,-174.30398570404418,E,24.072763133992762,D,E,-74.29707254397148,138.50279031863803,A,-24.686411781194717,-58.076144477936566,D,-115.08844143559278,B,B,56.792758556802504,1
38,C,-139.9766454952426,67.82934913127097,A,73.8289674764261,E,E,-4.747371558331667,-176.02560255458087,C,-51.01093209006885,-220.08221492054085,E,51.84098892178465,A,B,-75.36626562737393,1
41,A,-104.75819608534181,32.19439802545827,B,-11.466255688341386,B,E,-85.42322501168654,153.8051241486222,B,109.60035188775481,-41.007254458903766,E,-73.52395129555954,E,B,45.92574919572009,0
68,A,-14.704931822428048,-16.51797365548226,D,28.490636566849464,E,E,4.864650236514987,70.35702728946399,C,-159.74724600154687,-133.82790201681635,D,-78.50560398123287,C,C,61.429277365428334,1
88,A,-71.3112919955788,75.36131522772352,B,6.09245692909061,A,D,166.71433550617925,-30.64206238914558,C,-201.20399734110035,-27.38864666817135,B,79.54226785228424,C,A,-4.0347582380221425,1
25,E,-79.01994991274397,-126.8315442382796,B,120.19766698161425,A,E,141.61464280002298,125.2920487627756,D,-215.8993613629449,12.093517672597985,D,2.0612181877221682,D,C,-90.57106588006448,0
71,A,86.80522759289734,10.489259110363852,D,-13.535723467427482,C,A,-78.23237888848365,-98.88678820427774,E,66.0393662349762,-70.34164118706998,A,-65.76848940000237,C,C,-201.20337697639866,0
73,A,-54.97521339733644,-14.653141504748415,C,134.21006964676775,C,B,-18.559943281370458,210.40276635277183,A,67.06528192182674,-115.89188670761072,B,22.158046055675506,A,A,151.96269495034997,0
73,E,-166.96128756385212,-90.09776897066727,B,129.15779891021774,E,D,58.20885965224707,-5.924565542874591,C,12.668453001643663,103.83323146270607,C,-13.445563035315997,D,D,192.70982416069955,0
73,D,-1.9565056364567925,-36.862671579131806,C,54.50008641740074,A,B,21.331743402547712,-66.4370938816104,A,-86.84218639826777,186.17247089917598,A,151.69196468183276,A,B,-106.43832071751449,1
27,C,121.34858456322397,-105.6180118480462,C,-13.335535101823359,B,C,129.60194489781546,-24.563091324839274,C,95.40788686681046,-136.16936677524168,D,-0.5392801971546554,B,E,28.587327343855033,1
87,D,-110.95833698871236,-44.63458931085809,A,59.67317521923848,D,A,129.46104549723495,137.67755637575124,E,-36.700338150790024,20.40012157235978,C,-21.441331726105297,C,D,117.72442766056186,0
65,B,97.95138861416147,-233.4765520799974,E,34.10495026016066,E,A,54.7473826929349,-128.4466663699853,D,197.6724822440654,46.18370338268844,C,-95.7008359616723,C,A,-42.48534131876938,0
46,E,45.54087924662719,-19.825846221612846,B,179.1585005661145,E,B,131.10818142777504,-95.03495190372603,D,33.36833316356857,-58.351387453095526,C,24.98130442328595,E,C,-16.855071486698673,0
45,E,-115.4763047223224,54.32492647033628,E,70.34315761230239,D,D,-49.95387086691308,101.64682009704484,C,39.16834261833076,111.99431162764022,D,187.8976527082,D,C,-73.60612874827575,0
60,D,137.89270301428428,131.61423754121694,C,69.9706580623338,E,B,142.46517490877403,9.976800857896203,A,-95.71774570899603,-104.88876107284423,A,-3.376221079879054,E,D,-47.213426554049114,0
81,A,-136.12720391330518,-23.862927855520834,A,-38.5137920035611,C,C,-30.24700493616675,-58.031195410969374,E,151.62543480930051,-40.48352289749589,B,-9.968354889392474,B,E,-34.83240553952673,0
35,D,-45.38993827132387,182.8289523565263,A,-67.24103476698244,A,D,-229.05813097892658,-85.57407650223855,B,167.7273602536623,55.7151107800515,D,303.4069252508819,A,E,-203.60036712506724,1
48,B,177.32585128498815,-32.32817769383808,C,-59.17962543852536,B,D,47.8203449932434,79.44030904213385,D,-248.51643744957022,-90.12626911569724,A,-26.40936908853597,E,A,-58.24770921157148,0
79,B,-77.64334223043356,-4.977368832437371,D,-30.51463717485906,C,C,-72.89640266521019,100.00294086620971,B,-99.10681893948437,15.667062582115635,C,-47.89828408641353,B,E,-163.09037221760298,1
56,A,-11.347938871070228,248.66669448955173,E,48.297902670727964,D,D,-100.16814646963199,88.1608094569007,E,-182.7794328378738,-30.48921097382957,D,83.22767094502613,D,A,112.08009401338788,1
58,D,135.30823182046657,65.32590687406442,C,-271.27114236061584,D,C,-346.3588225530336,-30.48826406277373,B,53.07359702772146,172.02084125943358,A,64.09942826741171,B,D,-102.43299593428364,1
55,E,86.75115854228216,110.63594725194446,B,20.18064549570937,E,A,-25.252915802940677,-83.32716287712346,C,63.42522494145266,78.30463163796836,C,112.0933122748964,E,D,-48.31752553891019,0
21,E,168.82717354074913,57.48379392039343,E,-59.471318705788924,D,B,13.016034657166509,37.62712275783963,C,-15.305515183589435,8.563449080134832,E,139.83934727375765,A,C,-31.166618528719113,1
80,D,-26.425160175437906,-54.55502737359329,D,-360.48590600417253,D,D,67.19342612173809,98.64384568428324,E,-4.159829761075283,-23.92585923170727,E,43.88918314635601,B,C,-272.2019413037562,1
48,C,-253.84896529652906,80.82741066192266,E,158.5318108350369,D,C,36.173430813057216,-15.15885399005214,A,234.70830598168195,-65.81169206477004,A,79.36743594499661,E,C,110.18470343217292,0
28,B,-122.23145727211077,-107.63427593454308,C,38.76174326640496,B,C,0.6986773010695279,3.3879354900093377,C,125.72099502885152,10.233649225982038,B,58.07603080848075,C,E,73.12216668127465,1
65,B,20.551538613941617,-138.16656274958032,C,-49.697964105606474,A,C,-40.31533650816381,58.315215208425805,B,-56.01525245603314,-166.58123430524773,D,-100.20754913542504,B,A,57.791406711832934,0
30,A,-100.63155451870693,137.74008042810752,D,-217.79299850956338,B,C,14.255545378580447,-71.46307227802225,E,199.33176463653675,-104.72610576167432,C,-130.08646538475872,D,E,225.07879417469016,1
65,C,269.1532152060202,-100.84128032539212,A,-78.13436456474007,B,C,-23.894456276082877,-116.07658374178342,B,23.34734847560382,-7.10218270831726,A,-23.41348809166738,B,C,25.064732635671632,0
29,D,-133.46081252660548,4.058722096390657,A,-107.80359963261992,C,B,42.58139463994951,199.26572885534205,E,-21.618997941982375,126.81823469574628,A,85.62161282526773,D,B,24.584626256478714,0
46,D,-17.356726687823677,78.17637176281791,C,-35.865103268784885,C,C,-87.4936786078507,-1.0308442971326124,C,2.5715924895384727,-67.26790877095591,E,-276.42399370480126,E,A,10.132696556673308,0
48,C,-30.622805121977315,-42.32644238504229,A,109.80118974737458,E,B,191.0755898917723,-56.85347447686716,B,101.7892255811265,-76.71986576534498,A,102.43789858387704,B,A,2.612735337166427,1
98,A,49.63132794003862,13.195727007317211,D,55.1595929212654,C,B,13.07823769846549,16.553423902149575,C,18.548790194187553,17.642795004691333,B,60.684100088057505,E,A,96.58873910584164,0
64,D,211.40140093819468,-39.473685516325354,A,110.99782672043457,C,A,-27.339498668945478,138.733268961627,B,162.45251444313783,75.15478795076822,D,-74.25756675185605,D,E,-69.08177147741647,1
95,E,30.540084432668664,-62.24687030966087,D,-156.51648780619146,C,C,42.689375784054754,-261.53131621752726,D,-41.91661715046428,105.25047794255198,D,19.60614137479852,A,B,70.68675137049702,1
57,A,-265.58190081117255,-13.42069908294315,C,-49.64878203244952,D,C,127.31670324318725,-2.8258815247666953,C,-37.62431753193675,56.02467044672967,D,-62.77285574711272,B,C,-120.01567908292887,1
20,E,-124.25749644366881,26.693891729069897,D,95.36164245403775,A,A,172.60788274465392,-124.84782537578964,E,-29.387843286588435,-113.11296937433177,C,71.27304528113301,A,D,36.09108577601282,0
29,C,111.68321801266075,-58.07308159035082,B,-17.60499597930885,D,E,-48.89033162734597,-165.3133713278415,D,117.78527519460799,1.6865012321439259,E,-51.67635504454074,B,D,37.20904015571862,1
40,B,-120.16163409398443,0.15714537971021636,B,19.148760799219243,A,C,69.14903678026357,5.69963932396645,C,52.45331300490964,10.951975729349696,E,-19.644535021272205,D,A,-73.27836158275126,1
55,D,7.352839940826737,-61.9713807214256,B,61.71394587695767,C,C,205.74820741468994,-203.3848796487995,D,100.9322537989409,0.24832124402791,E,-11.311543830890262,E,E,96.91858893664728,1
71,E,-35.43973579302814,103.0812719805054,B,182.8177520315537,D,C,31.643119668023246,29.79946212860743,D,233.11265787050624,99.40149167179534,A,98.24123238418672,A,D,-67.94368944847974,0
53,D,-145.87196947307777,-54.37762099869008,B,-223.40288900903636,A,D,-6.600878204433548,-54.653050513434685,A,-114.69765854051879,-63.50285220718093,B,-215.98598432165778,C,B,161.30308090750682,1
29,A,-141.42038853422255,-43.83462812393618,C,155.44226537630067,E,C,-39.55142463031845,66.07888273739697,C,108.1719816039989,58.54094397587385,B,-129.55769573638008,B,B,15.563951084081962,0
32,D,-75.67540847304187,98.83920963842571,D,-113.97620776867868,E,A,10.338070139652688,-136.13524068906864,A,94.12115719045462,-43.861585740853315,D,28.830236761502743,D,E,10.04559079848243,1
87,D,84.11276654248657,108.25019234085238,E,-94.34371099422584,C,C,-8.838671210792995,90.68114759428992,B,-112.27810430129357,-128.84672083253474,C,-7.537544762168763,C,C,-98.69008455763404,0
30,E,-60.465726788122446,132.22972452125268,A,-11.022473372001757,C,B,149.62483759220663,-67.26244068935253,D,10.773688805798862,77.4201757067239,D,-94.32693833047806,A,E,91.74849179643037,0
22,C,26.44635250888677,-53.40714928962442,C,42.64573247626795,E,A,-47.37845060499241,49.9890445247874,D,-114.00529766828333,-177.83173380500978,A,83.00053814131817,B,A,38.37347279374419,1
48,E,24.130080299818076,-50.920721248836834,B,130.71434844000694,D,E,-106.16380718762859,-6.1060580647882245,E,-15.916317841354246,-30.980252278820497,A,58.267378594712405,D,C,14.47843507866961,0
50,E,69.81800405512433,-54.93401115977038,E,-18.43695992627346,C,E,1.2877196124522607,48.194385022595114,A,-48.407595038861814,-97.72910184094292,A,-108.48094054212199,D,A,58.01734657178193,0
73,C,6.037464559636887,-40.892147241888324,D,61.69942987538043,B,E,8.469471308115812,72.80809796457012,C,115.40782978290987,-165.4321402812845,E,37.42249131241943,E,A,13.389851284638606,0
39,B,-77.89193956235351,57.506994926702845,C,-77.8094791621511,B,B,3.491991505834948,-153.9976049260053,C,-207.13043200142053,-128.2281547287094,A,-63.91652109382998,A,C,-23.75948709448989,0
76,A,66.37299638139021,104.6243235970592,A,45.203533558924256,E,B,-12.52494969503183,24.110417259618426,A,62.48872970006219,37.28638536453131,D,-87.11586940146262,D,C,-11.52215092625374,0
27,A,-13.396688982188435,-58.41503333174587,D,26.01789461003998,B,A,-142.26948009202113,-38.829927566479746,C,-115.68982131350478,48.619915548453136,A,62.85916880249624,C,E,29.4396098120298,0
33,B,59.285378305763324,46.544524481760504,A,54.36732774851788,E,A,99.99571421069066,39.2224603869621,C,136.59716677989368,-20.18368118951765,B,5.773715501064855,B,C,109.27475128484222,0
32,C,-67.19988261220723,-46.25183454765717,C,170.51487465191602,C,D,-18.087171453459714,48.14355170913138,A,-72.58538657964803,-49.20657835577498,E,42.81472226384041,C,A,16.528054364259713,1
57,B,-4.700703483291269,45.0004948020206,B,-126.50984540119372,D,A,-107.34954439204994,-88.4860973223925,C,-36.92802837329906,14.464241562269867,E,239.052422125016,A,D,-62.879380668516895,0
