country,orientation,age_group,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Mexico,Bisexual,18-25,Hispanic,65.41221708475648,-96.80896779309958,35.610187145992334,-153.9976637400196,C,-179.89384552072087,B,B,-149.89546895368315,129.6741279780573,B,D,0
India,Bisexual,36-50,Other,-97.98130286458986,63.07839938756018,55.28512495061669,4.690957016429279,A,-25.43549224635279,D,A,135.81853044644458,-116.67106930475785,D,C,0
Mexico,Homosexual,65+,Black,-38.39248317074745,115.34981252555067,-115.20693682334921,-10.844494578136565,C,54.36797355698231,D,B,-135.87536089770973,-16.83634230958298,E,E,0
India,Bisexual,26-35,Other,-36.80844946090109,56.860728686267,-8.221046880759733,33.695296465880546,C,-30.70665676888985,A,A,6.931252242996318,209.77239279838565,D,B,1
US,Other,65+,Asian,114.31147721079526,129.47371784873317,-118.71493738372808,49.3056775804811,D,-45.77823375746352,B,B,-147.69128682634985,-96.3127421102833,E,D,1
Brazil,Other,36-50,White,18.03804963462063,58.93163018135584,-8.613748937283058,78.11621556614983,B,16.07151100680626,A,E,-44.10255734041252,62.33741212915237,B,D,0
Germany,Other,18-25,Other,34.65378913486995,31.27066220498167,-104.99087681468448,61.99100326731624,E,-106.07549592962565,A,C,148.35142262589912,-130.1418342301363,E,B,1
China,Other,26-35,Black,-38.81394541610752,-17.58312527226018,33.50411130264216,24.465488760996305,C,116.9727190621116,C,B,-39.5163810178256,-50.03958684921093,A,E,1
Brazil,Bisexual,36-50,Hispanic,117.56470423869617,-35.82219674007677,131.6047102235167,-157.4415665200136,C,115.48095702438764,D,D,58.25421766290108,-7.661731659090409,B,D,1
Germany,Other,18-25,Other,-87.23528561085271,-4.812409882466688,-13.266715236327764,98.22265854295861,C,36.660855431265574,B,A,-104.8403667562719,-149.32095480192288,B,C,1
US,Homosexual,65+,Black,-44.49700089270682,56.20689650894768,-2.8345826781640855,53.43467046198028,B,-0.6836521254200314,B,B,-87.66378018257355,-41.49116701870406,C,E,1
China,Heterosexual,18-25,Other,8.809270324126297,-87.58831434453671,57.3798538286786,-120.19144056500046,C,27.807175209526157,D,E,113.54831946486685,111.27660345244912,A,C,0
India,Homosexual,26-35,Black,46.57079748501766,-216.4553202803433,16.46212820793117,71.75032352503658,C,34.921289194405574,B,B,-81.50298293172227,135.29814297936716,E,E,1
Other,Other,65+,Black,-199.3768658663129,218.5114052065186,55.573468902499435,41.934279229745925,A,32.45926557070107,D,B,125.32024883155218,-38.460476371151195,C,E,0
Germany,Homosexual,36-50,Other,53.54458669684312,55.378364185450934,120.72616243628758,-42.45580317749132,D,9.045548507870894,E,C,85.3090310588036,-84.32709850771747,D,D,1
India,Other,65+,Other,-48.53497793674905,-36.40040907590565,102.9954477173003,51.10277127163585,A,45.29523868667436,E,C,-8.748873163443523,75.93488352671167,D,E,1
Other,Other,65+,Hispanic,-67.10435123823538,-46.35709718682593,-10.681698904468847,86.31583677732742,E,100.44186318983004,B,C,-69.28662478129482,201.1024154068903,E,A,1
China,Other,65+,Asian,36.207815208157825,149.99934368359334,-82.90019246045271,62.83245059035747,A,77.12552633729823,E,A,-60.21327463068891,39.380101898937966,B,B,1
Germany,Homosexual,26-35,Hispanic,-20.625165262434354,-33.39155435084062,130.70083484146494,-10.056710512857814,D,-7.058707337438559,A,E,-62.99192732120207,-87.79038332107245,D,E,0
UK,Other,36-50,African American,140.47393657909478,68.2621626567216,14.222855039173893,55.067118583200255,C,-232.08892432537453,A,D,82.34281795544986,-54.55361553658189,A,E,1
US,Homosexual,36-50,African American,24.157749028842996,130.7952374748033,-56.465879128125565,200.16392134040487,B,86.77204454272074,E,A,-103.10495658984506,-17.407490243254824,D,C,0
Brazil,Other,36-50,Asian,-151.87706954408205,-24.163532014565003,-119.29520198524813,-16.343446824084936,E,49.68659090647803,B,E,-119.70455216963651,65.68806321332737,B,A,0
Brazil,Heterosexual,51-65,African American,-92.80776881741815,-7.568671169569112,-219.5672639524783,-23.650622675709776,B,-179.8864077318751,D,A,-95.22988347142204,148.49613139712653,C,D,0
Other,Homosexual,51-65,White,-2.272972240652901,6.888274959204205,132.4392240398481,-31.855458126922052,E,176.741737880788,A,D,142.80082501553147,21.644338633590955,D,A,1
India,Other,65+,White,183.85159148852378,75.42949178772209,68.92476325594842,-56.69697295385604,A,-12.844257925417285,A,C,-46.865771075501215,-114.84568945600388,D,C,1
Brazil,Other,36-50,White,23.71529839362375,-54.96570874672445,-52.74490885105393,76.61465394414489,D,-36.31068895322505,B,C,213.15675217368528,-12.54181934314509,A,D,0
China,Homosexual,18-25,Asian,-87.68013245041087,-35.0122153886024,-129.90395612188942,-91.14372006242714,D,33.976320752665586,E,C,-142.54258275485688,-84.8068223134186,D,C,0
Other,Bisexual,51-65,Other,260.3264584904801,75.04963900449911,70.94835411699061,15.283476469517272,E,102.96950552498929,D,C,132.80192960877372,-42.70651644644228,C,E,1
Germany,Homosexual,36-50,Asian,-156.76886791621757,7.958938036776564,-1.30884726603713,28.493291893123967,B,-184.122580358669,E,C,143.14375806944543,-113.82975338683585,B,D,1
Other,Heterosexual,18-25,Other,74.24895553627017,-100.83266001494768,47.84254218629908,-13.260415841127157,D,-59.28356324832546,E,E,157.3997612255428,5.49515562266434,B,D,1
UK,Homosexual,18-25,Black,82.0478367715111,-50.31817064973959,-73.36725746845192,83.96800229592218,B,1.3568106858026034,C,C,-99.12360559783606,-127.72697265822734,E,D,1
UK,Other,26-35,Black,15.604674739216746,-148.16274123819727,-197.15108249250042,80.56733293667592,C,52.269077349714664,A,D,56.6963340880975,0.27909699192832915,D,A,0
Mexico,Bisexual,36-50,Asian,-61.53029441538713,-7.9841378744498535,-127.37130205105467,-50.0279486809845,B,65.20341469319679,B,A,132.90739789986722,-173.20418110846902,A,A,0
Mexico,Homosexual,36-50,Other,50.09713076476983,-30.730854165827147,-79.14373289122015,-1.6895051795570044,C,-23.06084936966538,A,C,-125.55757848282711,36.46674133987348,A,C,0
Other,Heterosexual,26-35,White,63.64819396780018,48.16619080010689,51.26335782913443,-65.01816640806902,C,-120.39221849645976,E,C,38.29256887034576,-10.943679265509587,C,C,1
US,Heterosexual,36-50,African American,174.21508199408865,89.40984967627998,-70.01232239751293,-22.75400989393591,E,149.65907430194244,B,B,-275.97013124924905,-69.48688721781093,A,B,0
China,Heterosexual,26-35,Asian,-94.18207344995089,-1.199716580590339,12.996971099227606,42.19041365746827,C,79.5845786273957,B,C,-144.44273252430864,81.99219708544392,A,B,1
Germany,Other,65+,Black,-113.52527272141826,-71.09699629569629,15.049477733509395,-56.76893449672471,B,-95.17178115603521,E,D,-104.29828298620123,-111.11321142802207,A,A,0
UK,Other,51-65,Other,-51.27363688257442,99.83308698854223,-14.60152837853457,65.1391686986353,E,97.44081916307668,E,C,26.44794766683283,67.10487727939358,C,A,0
China,Heterosexual,65+,Hispanic,-49.32267449683489,41.670482294343344,188.34933600510482,-83.21935433607742,A,15.441042710305716,D,D,78.66303958892972,117.19175211339315,B,B,0
Germany,Homosexual,65+,Asian,232.54523136582753,-36.22573121507073,131.83442197791555,-102.94895006119434,D,-11.560073495607194,B,C,-80.45458582194031,213.09459608463874,B,E,1
India,Homosexual,36-50,White,-41.54594234424251,108.50031210242675,86.14631177994575,-53.40117881067419,E,-124.17978502646376,B,C,-80.69041164912637,91.45737276985128,C,B,0
Brazil,Heterosexual,36-50,Black,-2.0791238545748896,-58.317037094138925,-109.20378107447792,-90.03357062078948,A,148.0421800416659,C,C,82.88683016072771,134.18435673510288,D,E,0
Other,Other,18-25,White,-85.24092882356139,48.6382043047372,23.87196855116962,109.43654218506171,D,148.09085595868515,A,C,-44.250818382200144,-12.045516578379441,E,E,0
US,Bisexual,18-25,Black,-7.282646621796074,242.53839498837033,-3.3804356724938254,-123.72020723519599,B,-8.844097798957339,E,D,15.676196158417541,25.318692850037767,D,B,1
Other,Bisexual,51-65,African American,-118.97514197256432,9.4189976651127,22.487173405522036,-210.95102031846434,D,9.230698877734776,B,E,69.85339564148263,7.183129439734717,B,B,1
India,Other,36-50,Asian,16.208623047268883,171.30748709800866,-53.42953259064761,232.732985648172,C,129.99396442596466,B,A,38.001515685574965,-39.547907511763,E,A,1
Brazil,Homosexual,18-25,White,-281.22547340688556,36.3796105285736,-111.68769008196485,123.13695857568834,B,-48.424752003825446,C,A,-111.11953199214486,-102.09411917114303,B,D,1
UK,Other,26-35,African American,-153.36673414861596,95.49692859590127,-147.4841798924248,-59.760486979636994,A,226.21077674416247,C,E,-120.3635113659038,-152.59241103855007,D,E,1
US,Bisexual,26-35,White,28.530536179045455,56.02432773795819,1.1980836880707355,95.59673495288969,C,-10.396261390947313,B,D,-36.11183373380546,-4.405861934872876,B,A,1
India,Bisexual,65+,African American,-12.370240489209674,-108.45634412101329,139.47538121420124,178.74450062078813,B,112.81881386240238,E,B,13.26233647543204,88.31011572780932,A,C,0
US,Heterosexual,65+,Other,120.87320948244087,66.52170663448504,47.510358083139806,121.69633577905157,E,50.93359299860582,D,B,-113.34246029351355,-64.63258693754234,D,D,0
Germany,Homosexual,65+,Asian,-56.403734781819445,11.895492468026259,48.79569352284648,-65.46865275167409,A,121.3193736883236,A,B,-102.5208621475978,35.33270041560578,E,E,0
US,Heterosexual,26-35,Asian,42.104184031709714,23.460018303107766,-142.99960237670305,-104.51123695158604,D,-59.41594104737295,D,E,-171.3627640782681,-53.74608507551564,C,E,0
Germany,Other,65+,Asian,-175.42246949663618,52.25465650999843,83.46165865894417,-53.47747905551822,A,-38.05925186395956,D,B,-17.75148485543652,30.156403091751837,C,C,0
Germany,Bisexual,26-35,Other,-4.738645259951943,-139.846066699092,-183.51224249202068,114.86764572512583,D,54.788767044369735,D,D,-52.58960303457221,-0.8806867698398076,D,C,0
US,Other,51-65,Hispanic,-10.1219004488633,-21.211082568904516,-144.74417329230272,52.63198634583187,E,47.96234368943875,D,D,107.18067082546747,117.74649970063908,E,E,0
China,Homosexual,65+,White,32.65430269772266,-123.18360664475698,-78.37113483410337,-14.679266331324706,B,-112.55944117530478,A,E,-52.40330786508933,109.90377942667887,A,A,1
UK,Other,26-35,Hispanic,-98.20643401701169,-48.234902581527415,-4.99124053831467,-84.13612828238392,A,122.93575535159835,B,D,-61.809642784575594,12.096935786046636,A,D,0
Brazil,Homosexual,36-50,Other,71.88250335670756,-60.901508102992544,-38.65204429011675,-44.24328499701403,E,-157.64837645989724,A,C,-25.42619125584995,-80.95216116134904,E,E,0
China,Other,65+,Asian,-27.24795444214832,217.98976981166157,1.8294766652555143,11.040424661836642,C,-94.52688897498622,B,C,-7.675119121913706,18.567527062658648,C,D,0
Germany,Other,65+,Black,-168.56769753204998,-157.14933670396144,-161.8142736081507,-81.46443794327489,A,225.6609096715545,E,D,-117.0355575125004,-28.5048309090304,C,C,1
Brazil,Homosexual,26-35,Black,-64.1421522591782,51.33920870766444,25.30110651372474,218.78781308911817,A,66.03044641078618,E,B,85.82455033730801,-34.75453159379279,C,C,1
Brazil,Bisexual,65+,Hispanic,-62.58875840828681,-20.71163959806,50.35254240994932,-3.7395508215076014,A,-182.25747485064772,A,B,65.5782617242304,114.63110064222278,E,D,1
Brazil,Homosexual,51-65,African American,124.42570509748285,92.52148736471995,14.118041542394675,-49.66478133007867,C,-48.45904202804289,B,B,8.80928892003504,-218.39714560380946,B,D,0
UK,Other,18-25,African American,34.78275618226861,209.24442124505708,-25.5650773500827,-50.10463100925746,B,52.549327946475245,E,A,-33.11611222129294,27.76909364802165,B,D,1
India,Other,18-25,White,-65.38384626282817,196.69178236674273,-63.95093228252532,-56.99606065977613,D,45.100187761791865,B,D,206.71797982615496,23.80953986072221,E,E,1
India,Other,36-50,African American,-70.4724965293715,-37.866562250363074,101.33208561980938,-90.79031951897663,E,-89.41393550439186,E,D,-20.072901815143616,-188.00390562442584,E,E,1
Germany,Other,65+,Hispanic,-209.45984200864157,197.41100460442712,-107.91492786744708,59.34017281391858,D,174.38864774453103,D,A,-108.53268400396891,-11.36298946927182,B,C,1
US,Bisexual,65+,Hispanic,-179.44214756158635,110.82736166186982,61.91649801708119,59.01607629674378,D,90.46422126448151,E,C,-211.22576887896741,-129.98496234708276,C,D,0
Brazil,Other,36-50,Other,106.73549833660485,-25.966933416113296,-100.75836558463251,113.9316532179391,B,65.24647565928609,D,B,-118.64614801698308,21.166928109046864,B,B,0
Other,Bisexual,65+,Black,-50.24238379356787,46.576956635644095,129.11993492313425,-113.71544257139456,D,28.500056486678183,C,D,123.15360233935628,13.804813968195809,B,C,0
Brazil,Heterosexual,51-65,Other,-55.20737420704496,23.12905245967159,-63.430201893387704,-94.27265214649724,A,28.00519562853397,B,B,76.90931897434338,102.75993259464946,D,A,0
Mexico,Homosexual,26-35,Hispanic,58.64545212510804,-224.3894082575145,-26.534543943766725,-48.78075984301325,C,-59.545676380077815,E,A,31.77843206915122,-27.12973126297593,A,E,1
Other,Other,51-65,Asian,-84.95721736946876,13.71472388667199,-131.48134247095138,-30.463431073911774,A,60.37841151985815,C,C,16.09091527980066,102.5354182496583,E,D,0
Brazil,Bisexual,18-25,White,67.44826735055669,141.68896902819066,-193.48017731722032,-6.125156852462184,B,-54.53691013079902,A,E,-153.37421262318077,129.59860834082903,D,E,1
Mexico,Other,18-25,Hispanic,-292.0786331884209,208.97999584257602,-157.19092862884955,27.946132384741095,E,132.85493352011386,B,E,57.395901145592454,-118.94084960575333,D,A,0
UK,Heterosexual,18-25,Asian,-131.43985570694116,-55.614831111317066,-69.05466866582313,74.88346692254558,A,-26.58255811280485,A,B,-58.80139320204739,144.85837225688692,E,A,1
Germany,Homosexual,36-50,White,-51.86886883032462,-108.2367246474287,93.75533069021998,83.59025589372614,C,-8.916822340649148,A,B,-66.91112231062709,-64.5993348960673,B,E,1
India,Other,36-50,Black,-99.59964606584462,-5.255161246120938,-79.4890947168173,-1.2538615169154492,B,-184.340678433033,C,A,-47.22012464183773,28.131192770701553,C,D,0
Germany,Homosexual,18-25,Other,-70.25387277368658,-39.00036129124223,87.62181449677333,48.527290688082644,C,-8.466490105863844,D,C,-58.03651199920987,-40.47825630599689,D,A,1
Brazil,Other,18-25,Hispanic,0.48164289489945566,-93.8076553252351,-19.156210089574028,-67.57727052481819,B,-200.79577190622234,C,D,-45.30007355766216,194.03705486168985,B,E,0
UK,Homosexual,65+,Asian,83.73902104538462,-6.176953630872503,-73.3797038145658,7.096304630253601,B,-180.72988420169696,C,E,102.42053961859384,-28.849613636756438,B,E,1
India,Bisexual,65+,Other,-208.94186088455413,30.8038181759327,-96.63027984485034,-105.58259304008098,E,-37.63396401822925,A,A,23.01762611520699,60.6851198539068,C,E,0
China,Bisexual,51-65,Other,110.76361836592096,218.82947294989626,88.2445199662287,12.88401112043453,A,33.258871437194706,E,D,59.268147681215275,-213.13984488675706,D,C,0
Brazil,Other,65+,Other,31.91640576971566,-93.05886172706894,-9.25884196744369,129.90486591255095,D,-64.65056985714175,E,A,-63.09712180344364,-92.27840819015992,D,C,1
UK,Heterosexual,36-50,African American,-77.67100812806622,176.36379229333969,-65.42914560973763,111.76375422338913,B,-144.63259001897845,C,C,152.99367684012984,-53.0354675574386,E,E,0
Other,Heterosexual,36-50,Hispanic,-146.11233622499213,116.70160100825406,-61.028635873012774,-16.749990527520634,D,-84.50988712636574,E,E,10.477401639759131,-84.53228907378428,C,E,0
Germany,Bisexual,65+,Other,-79.3777505168191,54.106137928184786,-19.090584386528917,-10.209836584770999,E,64.0941839941046,C,E,-128.16161521386903,-92.87171929852424,C,C,1
Other,Heterosexual,18-25,African American,36.0258589699853,78.10067123992594,-217.96587549489578,74.68466783192804,B,-64.52686962997831,D,B,-61.782464896085564,-27.157229870541972,C,D,1
Germany,Homosexual,51-65,Asian,63.08171716471086,-115.23746415060137,48.117922500667675,89.86512592980716,B,-125.63993065588141,C,D,9.414478332619085,37.73524975310985,B,B,0
India,Other,51-65,Other,31.100250697367134,-24.101920706588597,152.71948956964061,-7.627440798219755,A,13.110348119023014,E,A,-44.779022284737756,74.45741303194174,A,B,1
Germany,Heterosexual,26-35,Hispanic,-45.61748687336046,-136.19031378333622,-170.98251951529502,68.96077023323025,D,-4.583677125314057,B,B,74.97313854982758,146.14578265599553,B,C,0
US,Bisexual,26-35,Black,43.422020218065974,95.10443240845805,22.245917378602385,150.5068800458932,B,17.88966280871805,D,B,174.90131825490772,-129.30625233173436,E,D,1
China,Heterosexual,51-65,White,49.37124329345103,-109.0872275572536,-87.86976417894286,89.75719273813303,A,6.481996190576428,A,B,51.696060097132815,-249.04050767407466,A,C,1
China,Heterosexual,18-25,Hispanic,-51.55967554059154,42.04590541196222,-58.69034248642615,74.85726634210177,D,28.31721607224733,C,E,46.467115876104444,-43.85287965680399,E,B,0
US,Bisexual,18-25,Hispanic,41.31824988407205,-6.222051083324137,34.55999910612063,-114.56829745568476,B,-45.37313847922114,D,D,-50.79785579462024,-30.376230346495163,B,A,0
Brazil,Heterosexual,26-35,White,-74.57523136325479,54.78537901923679,54.368381238662124,-136.6777994264836,A,32.76666320238609,D,D,-3.8096544923311506,-117.56797624739565,E,A,0
UK,Heterosexual,65+,Other,-71.64276211663328,52.6993331647691,-41.56571746397094,177.35929391762565,B,-55.90637641676244,D,C,58.312838260397506,8.690315608413837,D,E,1
Germany,Other,18-25,Black,114.05281840510351,5.142165615571008,-134.13438326772993,-71.01393061680884,A,-40.90585540099635,E,A,-80.00640646343216,-108.59315244166979,D,D,1
UK,Homosexual,26-35,White,62.151934507449255,119.07872148386922,-51.816710048933736,-110.5495514657094,D,-13.20096523940425,E,E,103.76607378598936,86.66357608799404,B,D,1
UK,Heterosexual,36-50,Hispanic,-0.25942935330582606,33.8967281479817,-180.02655020709992,160.46821802443094,C,-34.94908568844251,C,C,-47.26933935547045,-112.95327448058154,A,B,1
Mexico,Homosexual,18-25,Other,61.030095769176064,3.5167644586074456,-228.75674365824904,-39.95965110943458,B,-21.874395153989663,D,E,46.15621313184942,-54.85382129061453,E,A,1
UK,Heterosexual,51-65,Asian,-46.75054488024676,-50.62039201729668,-69.28028803877926,-44.94348113731148,E,146.8010792464016,E,D,-217.28677948437885,-33.57688319210786,B,A,1
India,Homosexual,26-35,African American,-46.82342919605046,-62.50030336764836,103.41018559666253,100.54509802402592,A,144.99569587978462,B,A,80.78600510146808,83.44358282357523,A,C,1
China,Homosexual,65+,Black,197.9729739965489,-10.456402456953509,-15.447292215650663,-166.69511338606333,E,-91.76884674856043,B,B,-28.984971991728344,-93.26635634445239,C,E,1
China,Other,51-65,Asian,-12.5182397519166,135.82945234836953,144.68375470047064,28.112955823489035,E,-35.7075287286434,D,A,112.36657276460052,-153.6357288493629,A,B,0
Mexico,Other,26-35,Asian,-126.93881979363708,10.5591927791569,132.20521708789533,-102.86992662409654,E,-99.29641305836483,C,D,106.59194494748672,-333.8439776652181,A,B,0
Germany,Bisexual,26-35,Hispanic,83.12713069204425,-50.75449614175432,-62.719544411704184,-87.86833877129904,C,53.600941550384505,D,A,-70.74212897643808,-48.659421880468045,A,B,0
China,Homosexual,18-25,White,148.56407079032186,134.19963273966405,2.945290403690732,-8.3539054611938,A,127.68104170686325,B,D,-26.265373149668704,0.4256339188525779,A,E,0
India,Homosexual,18-25,Black,-121.00460865854438,-147.55249128694052,43.48625607033287,-24.77410922317363,A,147.00693595151776,D,B,216.59696651459637,-97.65548937985604,C,E,0
Other,Heterosexual,36-50,Hispanic,-40.882071440290645,72.07779076652905,-52.70884642968815,9.72714290378953,B,9.100528501178506,B,B,-52.01812553319587,25.885232259568603,E,B,0
Other,Heterosexual,18-25,Black,-24.38193736800141,78.53900866781491,-49.801833628859406,50.90936109650431,C,67.18733782391104,A,E,19.766170795227254,-72.72446354551086,A,C,1
India,Homosexual,26-35,African American,-55.03471387430907,165.86362038634303,-39.79392638201184,-41.292868127579474,D,-8.915478002933105,C,B,-77.48706861164135,-105.88007847619933,B,D,0
UK,Heterosexual,65+,Other,68.09930979614495,22.219985149962675,-75.48437612508239,-9.131221235439694,E,-2.154016167062214,C,D,-181.5050385571668,-76.56832084954274,E,A,1
UK,Bisexual,36-50,African American,23.514559519094476,17.125690435947575,-55.81208258725082,-32.74846893546947,B,-33.477199249004684,B,C,-13.37061160365062,77.72505505399386,B,A,0
UK,Homosexual,26-35,Asian,-34.268903220501265,15.485435055550203,-86.01267975116541,-4.120508018501854,E,183.60082740241458,D,B,-100.06562606888039,-6.247693634048792,A,E,1
Other,Heterosexual,51-65,White,-105.29148182172818,92.11779523804239,-65.10075690333696,-6.538138025953494,B,66.21932454235724,B,D,111.46567161474803,1.5362275300956647,E,C,0
Other,Other,51-65,Black,149.15174911797283,-61.62195587203784,19.21775760743068,23.216747865784445,B,-54.467066566271306,B,C,60.85944796546362,39.93222632859265,A,C,1
India,Heterosexual,26-35,Asian,-25.36143653009294,-65.33460837855903,-50.960699627097895,-10.627466473501642,D,25.188036102313717,B,A,72.36957001124863,17.289675780121307,D,C,1
Mexico,Heterosexual,18-25,Hispanic,12.201108928297069,-46.57091133581363,-57.81387888568471,135.31399809124923,E,5.499834248611631,B,E,86.03631165592847,-177.4087498702396,C,C,1
India,Homosexual,18-25,African American,-51.38268540878865,-83.60876802797101,161.76477721459804,-33.50002604763693,B,49.53754110918446,A,B,56.91232296022331,-63.434148326924344,E,E,1
US,Other,36-50,African American,59.00738328871079,7.88180897437708,-50.45707628382713,-52.656044797800696,C,-45.527228448629806,D,D,52.47832810915518,-53.56014771995833,B,E,1
Germany,Bisexual,65+,Asian,36.92838470047327,163.3311821282921,95.7147217692199,7.020577427354291,D,149.24627418134892,B,D,-52.19207115475773,186.8257746788373,E,A,1
Germany,Bisexual,65+,White,14.083534757444038,-189.8193196677215,-77.97679846758021,4.8389817358799805,A,72.68366591090978,B,C,-91.86153948234555,124.02131247373363,C,C,0
Mexico,Homosexual,36-50,Asian,-65.28075530980495,-17.933838799484885,27.829455881567167,95.15104602390412,B,35.503940798749575,A,D,98.92322489425811,79.71257658055575,C,B,1
China,Heterosexual,65+,Black,-172.8278827208466,-70.37083920495391,77.44230560015036,-82.55994298271445,B,84.57880155654593,D,D,0.03957675706963198,144.54586275947761,E,B,1
UK,Other,65+,Hispanic,100.5446143839849,-135.97168091854007,-8.776537316006921,52.48811249278273,B,-66.60150211546977,C,B,86.12886397720459,-56.56704829924163,D,D,1
UK,Homosexual,51-65,Other,140.51655174224058,88.98957174024986,120.40928384012304,65.69986369400331,A,148.6118328714817,D,B,57.54132910436708,34.764190196933484,A,D,0
Mexico,Bisexual,18-25,Asian,145.26010934670285,-72.71052617540322,106.50642653566607,107.37293451058325,D,-71.26391783736224,E,C,89.75455464617781,65.43957597974988,A,A,1
China,Other,36-50,Other,-40.935069754456116,147.7765241141292,148.84902010303364,45.5099813964387,C,190.58321005407572,A,C,158.12853276989745,-35.33374607484773,E,A,1
India,Other,65+,Other,8.51625030939837,0.8798212858196766,4.371443709520242,-105.18705702226863,C,32.730963479771695,E,C,-222.78363456570608,-130.4069562160838,A,A,1
Brazil,Other,51-65,Hispanic,47.894768912975124,-119.34877201026531,-5.005537423095847,35.32891175970527,C,-59.44022340360712,B,B,24.770574782515904,131.0643448478318,C,C,1
Other,Other,26-35,Asian,-168.66354147066235,-135.41134466400538,22.071783934592272,89.01464313650584,A,212.94309711131376,C,C,-44.78940806699619,31.65127225723626,D,C,1
UK,Homosexual,65+,Hispanic,-179.243158378733,22.940894757369144,5.730113657753284,57.07563488936519,E,28.6668130781657,C,A,246.80248991022575,148.4118488187171,A,B,1
China,Bisexual,65+,African American,-2.4617185518055527,-55.624423391897594,-85.56214818363696,48.88952198915935,C,49.44195911131868,A,C,29.867110175164907,6.300126034794908,A,E,0
Other,Bisexual,36-50,White,167.7777204203465,-151.95897437597984,-25.47270755370356,-3.629523449833352,D,1.7185115650165321,E,D,10.638795864013913,-33.49888107247651,C,C,0
Brazil,Other,65+,White,61.50629049996855,-32.891122790008616,-31.21118704763849,27.863842997922994,D,26.564360294236817,A,B,26.47219317726518,-71.5592422096609,E,C,1
Mexico,Other,18-25,White,85.58468404349287,72.8175975846936,-38.099805188243195,40.47382433062687,C,36.892093818539735,A,E,-109.69159806517868,-58.39731324064136,D,D,1
UK,Homosexual,65+,Hispanic,-38.549351512813764,-5.348980676477184,-19.22520764474167,108.66144526362349,B,16.715287200002756,A,E,-36.080101872335355,-130.10536596255622,A,B,1
Other,Heterosexual,65+,Asian,11.653819775702535,8.808557996383003,63.048653270075725,175.06707892304158,A,88.29553053113531,D,D,-50.08463172084666,6.546762244541536,E,D,0
Other,Heterosexual,26-35,Black,-97.96794561999698,49.79173257791148,57.69878293020817,32.875007796982636,B,-19.353713223340872,A,B,85.26348508593692,-159.91462099672623,D,A,1
Mexico,Bisexual,18-25,Asian,52.84081702329308,-52.10566229627944,-53.12076740447848,-31.644097408378542,E,88.03633694931497,E,C,130.93737130147457,59.50971856405359,B,D,0
Mexico,Other,26-35,Asian,-51.2041346902834,151.49280559464464,63.636462073207866,6.046767775838028,B,76.44850051606907,D,A,44.11344257498391,86.03607474456703,B,C,1
Mexico,Bisexual,51-65,African American,-106.47652938803225,-95.24171123538639,-87.8760105823684,84.08775865893118,E,-161.2955586455,E,C,126.83084447581463,113.43002815864713,C,C,1
Other,Other,18-25,Asian,200.69377209677683,48.523638473161355,54.01176801897265,121.78951942466274,D,-55.99096414540761,B,A,99.26299934283924,31.61775801092126,D,E,1
Mexico,Heterosexual,65+,Hispanic,109.59954907140114,145.42991116897576,31.204880343203573,110.79924871476965,B,-125.75028020087629,C,C,38.03231873704625,-52.26687287141748,C,D,0
UK,Other,36-50,Hispanic,37.09266677652471,-83.89742751379497,-111.36487882556997,-86.4334120961693,E,52.84972460306098,E,E,54.929667351443456,-40.52781012741061,B,C,1
India,Other,51-65,Asian,58.851215403604186,-109.34960911735958,12.459282788352684,-20.377743987516624,C,125.24677226922188,B,B,12.220763776171228,-69.24919456151993,A,B,0
UK,Other,51-65,African American,-5.819789939495159,6.416298807778722,-151.97750988839053,-82.7149376974299,D,112.51936609145532,D,E,235.39364280942138,-23.32048222538137,C,A,0
US,Homosexual,51-65,Hispanic,47.029816944467754,-157.29668495789696,25.53175738894146,-45.55345593636323,E,89.07811407436758,D,B,-149.90112773245386,8.080029820239906,B,C,1
US,Other,18-25,Other,-79.26928277641412,76.26137862983238,75.4871627895789,29.803388054129385,E,-58.65067363260954,C,D,14.813795967402463,-7.796134778468228,C,D,1
UK,Bisexual,36-50,Other,165.4411375959908,-4.890055760125511,-45.2198600048519,100.09729695972314,C,14.325846734913247,B,D,31.096819207814576,-158.01891926862487,B,E,1
India,Heterosexual,26-35,Black,27.13986779266936,140.13419726949806,65.17694865556173,-87.91220669288622,B,53.039391874810484,A,A,155.22134090407945,73.186859879263,A,A,0
Other,Heterosexual,51-65,White,10.36749239264931,-15.542841631519494,92.76430271480595,79.21950938127647,C,33.61911137186945,C,B,102.82714305881701,-6.778469628984045,E,E,0
Mexico,Other,65+,Asian,-74.26443833752181,-213.87280044615932,40.158683775559005,12.146204554053451,B,49.77644178048418,A,D,54.878297391169504,-34.295557984429486,B,D,0
US,Homosexual,26-35,Other,-48.279608335549064,-17.974109589188625,-7.570653924909012,-44.10048660200999,D,-159.1983511902092,E,D,-40.34670114057235,34.31289274675794,E,D,0
India,Homosexual,18-25,Other,0.08707654526302026,75.39693278341859,-78.55483239410506,103.05973898405247,C,-15.968990704791802,A,E,-16.30056805476571,-16.09012503509448,A,B,0
India,Bisexual,36-50,Asian,-36.51314733610846,-61.0862426362843,118.21609569572016,30.867580236850962,E,-58.631350244536904,D,B,-26.609834250213275,7.331457930830412,D,E,0
