anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
56,A,A,D,144.57887152407756,-80.23672530158031,-102.6552976697998,67.15127031637742,B,A,B,-199.88040642043353,-119.85731945080946,-81.39256031528373,-12.003314425944605,D,0
68,C,C,B,-79.11135825383548,-55.06167958581302,-5.334657106281838,20.495817316555044,A,A,A,-146.7942731895346,-184.36201234228037,-8.781176218567875,-43.19571689954028,C,1
50,E,A,A,13.017306893841404,-1.1157861909641666,84.40105092024137,-94.54301728292629,E,E,E,-10.709833351340716,-62.45958711854493,73.69457713453855,-57.92665332856506,D,0
29,C,E,A,-200.11630398655709,233.64869652940703,325.7959035556233,158.86961128600694,D,D,E,-110.79388127285388,-150.75282076934954,-59.78073480544951,-20.958235528973283,A,0
45,A,B,A,67.90276535355166,-11.017589586383718,-110.1581659403773,-205.45045579840865,C,A,E,126.00075482777599,54.07524751081735,19.68177822239644,174.31376665720143,D,1
50,D,B,D,-35.88708410030094,-10.209563117639082,-4.044759690344175,17.901167406992325,B,B,A,-47.860717625519406,61.1672825905916,-17.01317437764656,-204.56312898799638,C,1
49,B,C,E,-122.8950674774027,-34.108574919270836,-123.45569791752753,109.13939763726897,D,E,A,-33.63565308093505,56.319341912385276,38.04972772211706,90.16496027141623,B,1
24,A,E,D,37.77870483185241,33.7300909984139,-72.06464244414934,65.78564615000663,B,E,E,69.4132657999255,-145.74287019448528,118.88875536444141,-124.80241268238805,E,0
24,D,D,A,-9.687823119045117,107.05140434135829,34.58527688945863,-5.401809980558029,B,C,E,15.132121967235257,-9.491165091341518,-71.61544146735676,-28.18224811141722,D,1
60,A,E,C,55.353778240482654,-112.97672953837925,-23.909561776606118,5.126882621082391,A,A,C,-124.46756605081339,-9.92483292929888,-37.53254921606636,-35.343872663819766,A,1
37,B,C,A,114.63636706790439,-0.7728452320911772,-33.65792537162182,24.82507457727821,C,C,D,-48.00303183811598,67.97153154494008,-47.503664004147986,-57.056392753296656,B,0
55,E,E,D,79.04996707926335,104.68213525766392,16.797563537433962,57.05867730704719,A,C,B,6.967176235583167,-64.60673890643518,-35.73035682172389,101.88441406280401,D,0
55,B,B,B,-49.96357434822938,16.820907484441797,-77.11392950712674,20.19909969203693,A,D,E,52.91535331007463,-2.5407352796433402,-122.85272710200137,-135.46078740018982,D,0
67,D,C,A,-30.248726968619,15.292324157169876,70.38627139161397,-59.11814831178117,B,D,A,92.68279310601962,-25.231457069782596,37.085708542472844,-34.32288609279591,E,1
22,A,C,B,167.83718893075192,103.45453492511001,-114.35909311173127,-131.272212692114,C,C,C,46.50461336090616,20.354460735304453,69.23532593228721,-255.2194607321048,C,1
46,C,B,E,-71.10849846843492,42.338919443355785,62.97908212523975,-83.3761660159629,C,A,C,179.2820019084532,35.82993853702491,-107.17115912178568,-131.5074869093609,B,0
41,D,B,B,-149.38213586532808,16.32376792798166,-226.4807910023017,62.71867484089802,B,C,A,94.70565313543491,-146.00800841149413,-50.94000858646841,7.020414591871066,A,0
69,C,D,B,59.79617147636943,77.64200503769295,-40.200979013118406,98.7185023299327,C,A,A,44.843011473895785,-62.884877610024894,-66.30831574756965,-44.673948231109506,E,1
44,B,A,B,40.19493010939955,49.22670235020685,92.60726136464041,69.12521027008455,A,E,E,98.87193988645386,-84.80063594429164,26.28402360166615,-102.28643122486068,D,1
77,E,B,A,-38.53398033390827,-109.08794492305405,-74.94536190736105,-6.128446152219846,B,C,A,-36.217163552520546,133.0929151376827,129.37210331080465,-78.21465488540187,B,0
54,E,B,E,31.045770901052155,131.65842603115664,-50.540533133408076,133.8750877397783,E,D,D,120.93871606986757,-177.3576374098139,70.88485643978476,-28.49761124563158,C,1
72,C,B,D,-81.52503438563588,-84.37191877917249,-228.91137656971793,57.4074189496541,E,B,E,-201.1565626444709,75.13051944003222,-123.62420535604532,58.22600310666415,D,1
67,A,D,B,-70.38113212832488,-68.59848273247813,101.77454169884474,-40.31421316077525,B,B,E,-114.89210598872384,-54.21987387874887,129.24239483957868,64.4064113971487,B,0
71,A,E,B,233.24364988179275,64.87291226765916,-40.05028715656104,-174.14094667439443,A,A,E,-36.23541142975676,19.532111375105657,173.36716694463288,10.24153828756224,E,1
44,B,B,B,178.40017930641855,75.2415945915014,-15.176888410382928,114.31966198498098,B,A,C,-114.0224143684538,-302.57255449102325,23.951986311132412,-39.591100103913526,B,0
49,D,E,A,-132.61286260079902,178.1014712041887,125.07394201862321,-50.9303883143291,D,C,B,51.51551023690033,-159.18834108763556,18.121635933320665,193.53542584132575,D,0
44,A,C,E,67.20262991610863,175.57674488905351,171.86243943566456,-86.61916623864705,D,B,C,-71.0971424329589,126.00554995815585,-70.89217242357498,158.605773365027,B,1
21,A,E,B,-123.96010456012974,155.49403058630634,-178.56414305504893,-61.77226527478018,E,D,E,28.09129568547012,65.92159784705918,138.68011770559724,46.38085985317609,B,0
77,E,D,B,11.144063412262474,-144.2602418105828,16.049785202347046,-20.01002493260017,C,C,C,-114.74941489495549,-242.4215261811529,2.4292678386363487,18.9561336953303,E,1
66,A,A,A,101.7151591007849,-49.72308707742382,105.91579767204473,-14.621786588673057,D,D,C,-17.151070153807304,14.36756978234448,80.15400781005008,-53.97147839731854,C,1
79,D,A,B,-88.6399334454684,75.62492368498226,-58.377086442617774,77.61909848601974,A,D,C,13.398234972641182,24.42206865691524,-140.51181170847994,90.80073471736087,D,0
75,B,B,D,-55.10401489180667,-45.091914621649885,-87.23268295025377,-41.042394431949845,E,E,C,115.40792638354746,-127.65914527442845,-24.376456896977526,-121.0752180579735,E,0
58,E,D,A,79.7064480742017,-62.14206727313664,79.29874301770963,-39.265884772651724,D,D,C,115.17338586029311,-93.64396675512168,10.15307736043325,87.6201056979904,D,0
47,E,E,A,-24.547789348234463,-23.06477560539948,-60.064467214031914,-27.6204766575198,E,C,C,275.77143827981297,-56.048793364358275,-98.90507621312096,34.49683306156563,C,1
45,B,A,B,-103.6677504214593,11.640012423507958,-43.79035029069085,-103.81261750371134,A,E,B,-5.417278220250858,-98.77813896235487,-5.8557347095718395,84.45955232141964,D,1
76,A,C,B,-160.41871142360677,-210.20241548207053,98.360059016624,-63.47403008089651,C,E,C,-91.15865848611213,140.99113455743472,-112.97739770888045,-55.811046070194756,B,0
43,B,B,D,56.25756074437535,48.16341172131705,-287.4632205382424,-56.181309044471675,D,C,C,-61.913440942832345,-81.6147559144803,86.70137290593246,-70.46854784675025,A,1
24,C,C,E,-4.9514106170748615,17.932774698943227,-18.756445542250813,134.62348211340526,E,B,D,-98.66900282730415,93.30143534473923,27.134886624801275,-62.011657858527926,E,1
65,E,E,E,-86.09801815713467,-227.47473413111678,-303.11127825319795,38.690915197434464,E,C,E,-44.73235857516899,-204.59485977870156,-147.5330631230386,-152.63964678758003,C,0
70,A,C,E,85.60133759273715,24.372096216080692,69.1933672466695,-14.638631124959137,E,D,E,-64.37056586229379,200.0628862719479,72.1535031004832,56.0943232850631,B,1
38,D,E,A,203.65675892788406,167.45637050975276,-127.25440745244046,-127.0988177749328,C,B,E,67.3070147933552,13.001967055801861,26.131311241307774,-87.04051092185551,A,0
79,E,D,D,13.247842184190878,-7.312240972206101,0.3368914865013647,140.48013327591906,D,C,C,67.89911326373547,-100.84117249462545,-19.942496068201955,-241.98031094686883,A,1
57,A,A,A,-165.4535602180928,46.401983016195565,-28.891042257471184,12.125677905032322,A,A,D,-122.5624608625046,89.5549823920716,-15.982169226632358,-34.55756362945318,A,0
45,C,E,A,86.06643132337281,41.392850170728366,-71.64446396685005,-50.16835749030582,D,A,E,-55.60895605110808,58.241286059591616,64.76519551870804,-58.704730991288855,C,0
52,C,E,C,67.83358102395779,-69.29950439047899,-177.49692992052724,38.950055168098594,E,B,D,-135.83518154059908,11.28174836768014,-56.89382167320159,43.07894175893159,C,0
63,C,D,B,-108.20204502201281,57.75605907804354,-132.4733914226255,49.10287271924445,B,A,C,160.78384879840922,129.1161115362251,-60.621489193720045,51.77189395195986,C,1
40,C,E,D,-46.103062613285914,134.16268156648297,-18.711914518957183,-74.73082539732964,D,D,D,67.35687954243157,16.050580860957833,36.2337334708273,72.11102155880822,B,0
26,E,A,A,107.72459363963964,97.42701066484663,7.109015578899861,-49.29322428719587,D,B,C,-130.1190483259685,-16.486912267589805,-130.15847489870876,-61.20443233721042,A,1
51,C,A,D,36.322709162012224,-99.43386870065618,-9.700434582311853,-54.23228110072228,B,B,D,-60.56133328535046,-203.74048246404163,106.44067886598299,-48.98630605335309,C,1
41,C,A,B,-117.55941440306275,147.29607956141467,-40.091315861435326,7.344351619488439,C,A,B,45.75563914473206,-25.799336139513677,-64.8275144767397,139.19194963736226,D,0
73,E,C,E,31.51202105426695,1.6807396781787827,-42.24841920156638,-125.83176497453783,E,C,A,-45.01664521096415,73.6218140712779,114.48754238319702,-186.9719748021639,A,1
35,C,B,C,0.9594968778562103,59.653519695399446,-34.667584437190754,22.045711748852668,E,A,C,3.244740234281222,96.06727025299588,-149.79494064309452,36.520707128923675,E,0
76,D,C,E,23.686948839430734,187.02084429852678,167.47318847128935,115.74828976255192,E,A,B,-55.15023151553814,87.01051796868006,58.775105843771655,74.88024985637225,D,0
58,C,A,E,-59.19641584536838,-6.334163510902199,-13.817060760352787,257.16912660859646,A,C,E,-65.62439889840685,120.08971856392579,-18.695903782901553,72.18465884998405,E,0
70,C,B,A,71.16218700644762,251.8035794080141,-130.4768143863329,157.10075064343536,E,D,D,101.44230907892712,96.52987540377121,43.54317244723587,-37.52448732288462,D,1
77,E,B,E,-98.80566523159116,-93.01462139849049,-114.92296296049051,21.03383188694739,B,D,E,35.508886282041516,-68.25234966607131,119.55224359523906,-72.89629002224197,B,0
79,D,D,D,64.5792134212702,67.02927221285773,-27.549047981104398,-184.77212524070558,A,D,A,6.808296313901482,23.43083117407026,-66.79887335047638,99.37021200668246,D,0
27,B,A,A,-126.12576672553631,-110.36683045868148,5.055796045668984,-175.7168617236055,E,A,E,-22.064146331563645,-31.727740225356094,-137.54766673903492,196.49915196268154,C,1
30,B,D,D,39.64196759754719,-132.595146645556,219.75240204491575,-9.812683340366778,B,B,E,-41.871847951845886,-44.3465023023081,-7.082614842393477,0.7277590896482752,A,0
72,E,B,C,-181.13853298141305,-21.853176429610308,61.970549392966454,9.595679468985475,E,A,A,-40.7634339177359,-56.52403575066126,-18.68167129189634,58.639552609082266,D,1
78,C,D,C,-4.954378845623854,9.90260429860393,-71.24025583523886,95.94703659449515,D,E,A,70.82003159045075,-73.43444958313763,-120.0246410149461,171.26986853766618,A,0
31,E,A,C,-56.00304993961716,-62.52257374992165,57.63621392005278,150.17189631946482,C,C,B,-120.22378910785432,-107.52862006645279,-82.00328726043496,-111.05466065139504,D,0
52,E,C,A,47.345103184331464,7.195948997932897,-89.8565904495505,-67.35370218102578,E,D,C,28.47405892213522,-195.75231415035293,-138.63970457847162,69.90846304143979,E,1
49,D,A,C,-79.05831426675346,194.77629437517575,-2.0305985149270245,80.34948438847951,E,E,D,-34.761497738894356,-18.885483440259385,56.80967604956404,67.10077314867131,E,1
38,D,A,E,191.18932791026455,-32.500037123217105,1.2498239351435843,-47.99742354874733,A,E,E,-114.79912867392818,61.96231266771325,3.291145718118707,-55.49899590177291,E,0
70,E,C,D,134.20661398903476,96.27712712138074,7.778617934429732,-169.2825437741156,E,A,C,-67.83459805723379,-33.87080258734616,-53.01208815614984,-185.82207976369088,C,1
39,E,B,D,230.8427270393648,50.010100277498026,75.65775581456292,-8.125512043182972,D,D,E,102.19624662015387,-117.95003134081155,-62.641726750637275,35.90180812119556,B,1
74,E,A,C,-32.63263105467205,-49.37926299491675,37.053058790404,-59.67137272570654,D,A,E,-15.52440036244502,-143.68672885500544,-42.173711436608826,-9.618494801614691,D,0
23,D,D,B,-102.9865488050684,-109.0244581677483,-44.93653317802528,148.9370430551693,D,C,D,58.85342123357879,-75.55894071682495,3.7062069781462244,-163.8581703852004,B,0
65,C,D,C,-64.23591805956144,-66.23878674521409,81.10213079771795,286.0971246786208,C,A,A,-23.39735069098208,-45.46572028653368,-10.282023815202761,-200.79643932176748,C,1
47,E,C,E,-120.3500472268523,49.26149958228951,-48.262215943300575,80.82395737610526,C,A,E,-158.3475363420671,-61.189027837597585,-28.887634795465157,-49.61272711194033,C,0
47,E,A,B,-39.68506460521685,-114.4978645955536,-292.67703531544515,-84.88508558251327,E,B,E,-53.5357368758571,-4.404370714048293,112.63389764853049,209.70591775496564,E,0
21,E,E,D,7.018285071379006,-89.95279413081,-131.33859681087839,43.87211510989529,E,A,C,-3.3299654035243402,-106.60093779866047,80.22123471555363,137.6928727946852,B,0
56,D,B,E,-21.614512750065018,-24.319092150033867,-124.84302738171917,173.68181462247202,B,C,A,104.86721643313966,-89.21142921832421,-11.653393116710468,97.63621761118635,E,0
67,B,C,E,90.52503584317006,-143.91672570267184,155.22322674314535,-49.5660489057412,D,E,D,164.5409273775861,-35.851134438749675,-21.056170642756225,82.45344381081287,B,1
45,E,E,A,78.82222872675413,56.61795344864391,120.11594613100469,-28.179981091576366,C,C,B,-158.62835480421643,46.64625639260734,42.788117494125274,-6.537785325020636,E,1
52,A,A,D,39.195772000699684,118.61995374748129,38.02323537664294,-92.32546491575926,E,C,A,-142.88336717835577,-72.36271981251396,-9.040245083520139,33.63349608736404,A,0
59,A,B,C,251.6037086225271,150.6936243064928,-200.0313670114759,-81.39973424426212,C,A,A,-18.105914958019127,-82.33985744559571,-156.09249198214533,-10.524862565760696,E,1
41,A,D,A,-62.52706992549816,58.99478323453199,-30.535175498662454,-45.637861704398304,A,B,D,15.605459178309166,105.92108906106508,24.60806411691737,46.331928176130994,B,0
75,E,A,A,134.6031406080605,-20.46674597048561,46.93688094353656,89.2352567033399,D,C,B,-94.8660482348542,17.54453986075235,-82.33076879742815,-6.522475664181274,C,0
65,C,A,A,77.50210613015864,-32.22406220727443,119.65205890354463,-32.02980866218785,A,E,D,15.102212633239247,-112.62321043940926,52.5435646123338,66.99724892247532,E,0
71,A,B,B,-66.31525456277963,-45.28160199320823,-74.50181217644884,131.34428297532475,D,D,B,157.31929709424034,48.36606370002536,27.148897320430603,0.953307973133081,E,1
76,D,B,B,3.480191637819908,-189.90566600065105,176.40726432812292,-17.344925274713823,B,D,B,48.82355530860277,3.428855821222846,10.395676517268068,-6.695136968670756,E,0
73,B,E,E,34.071153432846764,63.3362532315483,-100.5155236940134,-38.5889305149685,B,C,D,-41.90235830238384,-99.12113854070407,96.93851557586552,42.51736059791275,D,1
20,A,D,E,-107.46073901756527,-120.88163094395956,-197.06727517266677,-24.164843529632822,B,C,A,112.16603120881683,306.39484109767585,-43.04938751090007,27.577068726085113,C,0
53,B,B,E,-35.149256699356926,25.28499583105773,169.7472328928401,-64.47802762722864,A,A,A,244.64168947498862,183.70301323433688,-59.59501008408038,92.24989281891325,A,0
58,B,B,E,-67.68940229680128,23.2292468522827,139.1952114183925,-73.54060339790321,C,D,B,-103.26133086967329,58.446183539523645,26.354695855315825,5.65231672685424,E,0
19,D,D,A,111.17928937803427,84.27283090951785,-147.47894433208083,-20.74083682929232,D,E,E,-41.59522825343272,54.05676643153933,15.73242090714366,117.52436528463106,B,0
70,C,C,B,92.43235142540684,-49.2929926630934,70.42041530223693,70.42919898390907,E,A,C,-130.32288884071463,98.91257789345005,53.596216324758785,122.620258996916,C,0
77,D,D,A,139.33880652940113,-142.20134517554834,101.79687007818168,181.60210341301467,E,E,D,66.91735683831035,17.735961898434883,46.46096011968623,-133.00754811633138,B,1
39,D,B,C,58.16297415424154,45.99996181578618,111.74081154703512,28.00335650035828,A,B,A,62.98830495117551,-52.766405374491335,-98.0974388295203,105.777662823745,D,1
42,D,B,D,-111.87342711337197,-25.85060280786702,-69.88432593325409,182.49750378428877,A,D,E,3.300518280610891,-7.029349392808738,38.556917651658374,-48.995757941765156,D,1
30,A,D,E,-55.44295507935243,-109.26996136597351,41.49482549334909,-289.669838954739,D,D,C,23.76222802786397,-37.223328897843444,106.01473522890308,-2.2420880353703057,B,0
41,E,A,E,33.52358843152874,-53.91230484942044,51.57333974578759,-87.89348061459026,C,E,A,98.66364345478443,-69.74492104262168,-74.37733305486425,138.8143056831053,C,1
60,D,B,D,-87.49520067601799,-59.708571251501986,-58.367157986840326,-42.47168872745532,E,D,B,107.48349704160631,-16.55622374377498,79.52646321912268,-103.41055965432868,E,0
62,C,B,A,-2.4599410635065944,-5.056259259273168,105.44168104551758,56.70572605389289,C,D,C,-42.115761488219356,32.07274464611362,-5.948339733106972,-147.02821289350535,C,0
21,B,C,E,173.52180022184146,-216.76661701246397,-99.15550193460318,-89.39555751485793,A,B,B,-20.589677921062684,-239.95975905982715,88.54532304748804,8.795781746421165,D,0
20,C,A,D,-112.56889093470745,127.06917386278332,5.635280591592054,110.69598800771381,B,B,A,6.37440499315222,80.28247160960207,-11.88353101443725,-70.39910981777072,B,0
74,C,D,A,70.65042678096898,-69.02147706845516,-180.9339844901051,-138.26663794094597,A,A,E,-71.23213394269727,49.21067657706581,-67.81695715463236,90.6464313793464,A,1
72,C,B,D,-4.291654219104082,61.45524339912774,123.12561734313887,-27.679224240847976,D,D,D,68.51673073971297,9.834692427941771,-139.28146329313108,161.65682778021514,B,0
24,D,E,C,19.673484184606195,32.84600996644261,-138.4558288060034,109.39485588689928,E,E,D,55.691223612562844,6.427978133147133,18.88852517435081,-23.826183192060288,E,1
40,D,B,C,-45.900205559446675,-37.73278084680051,72.37796445551005,-115.35238149523315,A,D,C,68.89948277883538,10.684815325103848,81.66073922579649,-139.56259949910816,C,0
71,B,A,B,-221.84900023659125,-0.30869718450391453,74.89410943477233,-198.4544915440261,C,B,D,68.38457054434758,-35.182876281701915,-45.62732531791346,13.492503473797054,B,1
71,C,C,D,2.3478257497677895,20.603873384685368,-5.418525489936997,73.39230863811238,D,A,D,64.20181684286264,41.01182524792941,43.200212660192214,-56.81263637354679,B,0
18,D,B,C,31.708011504615296,62.95933573091852,83.52487809909893,-186.293960322895,B,B,C,-105.82898928844229,-34.36093722287728,154.24641775898502,18.45496368702935,A,1
33,A,B,C,163.7854910483207,-85.57421989490287,81.7566242043281,-132.87645846887327,C,B,E,-66.39600554646036,71.2349004934312,40.9067954072713,-42.41638218651313,D,1
78,E,C,D,5.7348104616471325,-7.66883115642681,-101.1656534356336,145.40401375396738,C,A,D,71.24380143715277,87.13339581114926,60.53169059767719,121.47501839715757,B,1
21,E,D,E,118.72897651625559,-133.62315781396893,13.779741515803504,41.99989535803678,C,D,A,8.481660151386272,87.63095907564038,-67.55091407692825,215.40381276770674,D,0
56,C,D,B,76.79107660810254,-58.96866596942358,19.98279256760525,30.719064888869646,A,D,C,-66.3612930967411,22.279043528351096,-123.4591527811767,32.10291734404077,D,0
40,B,C,E,-25.961492226382965,102.80122478009974,29.220149875478885,-15.754758844128958,B,B,C,26.63002647555393,157.25937827096524,45.97482833178249,92.0830792628197,C,1
28,A,A,D,-67.67352954838545,-35.38106109619629,120.52771568902546,194.66963883437353,B,D,D,-5.66214657334204,169.68483469035237,94.46413956413267,-208.5222454916388,A,1
23,A,E,E,-95.76334030860797,-25.803514012470295,146.25653987187832,97.27924894652043,C,A,B,-123.69267368565924,66.11306171682729,-36.2897312774398,-15.202520709727793,D,1
63,C,A,D,-144.78406614847802,266.1106843674212,182.9323544077014,25.228265874824267,D,B,E,90.05128964826757,-179.3689600778913,33.77458807481835,157.1912088732701,A,0
19,A,C,C,-102.72305372344066,-64.51303672811791,15.582377954733175,-105.38919388655674,E,B,C,-102.24633507729979,33.871878418560506,-47.47334904874994,-43.025680421728595,E,1
55,B,C,D,-100.98035558927707,-31.878844533214966,50.36123670450454,-195.64015485382026,A,D,D,-135.89849158130642,-36.23832115808643,20.621446165523494,-186.5117138430144,B,1
43,D,B,B,130.48730196047308,-51.65334481986441,-38.428273889157,-47.36086017015521,C,E,D,80.27322773609998,-69.94137477536017,-12.653188054567845,212.36430530735103,E,0
73,D,A,D,51.844740764412236,-251.39720684372057,-135.7196657162605,157.90177821616496,D,E,A,-96.66968921595888,-69.15219389344084,-79.9688238781391,75.19573472978703,E,1
31,B,B,E,-158.61067569909378,39.129603415096746,10.2404879770489,183.09145811482915,A,A,E,191.5822423278216,48.7876583624128,133.36821789486436,68.30715793817272,A,0
35,E,A,E,-94.90185479180913,216.09050255489345,64.64476635145544,-79.66214685763768,A,B,D,25.41887530475173,30.39390909196976,31.359449854888727,-34.63869746039968,D,0
41,A,E,D,-168.65563657433688,-52.67702712699681,27.633638254440495,16.663385551039656,A,A,C,60.20161627017967,-113.62416089454237,12.82197239617528,60.63176141993248,B,0
69,B,B,E,78.28709501335322,-67.73744727231829,-59.203405557587885,-45.84269878474039,B,D,C,-57.355310670090354,55.55004101563642,-219.04666681669283,-110.5473478738544,D,0
32,E,A,C,-87.89906671520417,61.74166973374887,-62.30869826079498,-163.6237982363423,A,A,D,91.60962462601489,131.4779243524582,-119.9338949238286,133.16663221860347,E,1
68,C,A,C,59.98142809931639,-100.84023227077938,-52.44629350301268,141.9135624127432,D,A,E,-241.85684826916122,-86.53777065005245,-271.2360541996823,-17.123812619904427,D,1
44,C,B,C,10.415918182472305,-79.58616470156662,-43.91613050931002,-14.638698136637743,B,D,B,-124.90935200285449,-3.434397023832488,33.28881479185131,-253.91178045550316,B,1
44,B,A,E,-21.741574385785476,96.78179391512106,100.50773478281847,-92.92538114063461,D,A,B,-59.8556381306168,1.3580156356903998,138.44207609022934,-60.637977071403206,D,0
18,D,A,D,40.62726656928657,-7.94850935115023,19.10541521275864,116.64066455321007,E,A,E,62.656922808274096,-32.53052089959613,24.915985813105426,6.101960534648252,E,1
70,E,D,B,-75.84682035136281,147.1563897996936,-62.599733319249005,-16.15219949394263,D,E,D,39.03366147961969,-50.76545509697519,-179.50167612590297,-112.18474376732999,C,0
31,D,A,A,-28.0237378951676,-164.82383066905751,-22.500882526954484,35.09023740015792,A,C,B,-83.56040269912825,106.01151081735745,1.6027066370379526,-89.13550298995297,B,1
53,B,A,A,-3.1586652077938067,-10.07894639121893,-33.37564526463296,-54.86726012140887,A,C,D,68.20409101516026,-55.42969132754823,148.0345362176386,82.39185467669317,C,0
23,C,E,D,191.46274354822685,-36.04750316625948,127.11173618781986,72.9307264623802,A,A,B,25.401928808942593,-99.08393941564213,145.9424762666418,-81.19293962062247,A,0
37,E,B,C,124.94108581615984,3.362354104215338,-25.555971664474004,-67.6016199703795,C,B,E,-93.55356526356343,164.9320561077815,-37.58742004410159,-67.99526962916599,E,1
23,C,D,C,52.94319240721026,27.97796056979869,63.27408735289771,-140.26651951485917,D,B,C,19.612343335077576,90.6108452334,-63.954857300183946,-280.069978302869,E,0
78,E,D,C,93.51751896504393,40.79229922516242,52.15072603367793,-20.068069000680378,C,D,E,103.00125724739671,49.689445520181295,20.81941675750361,-53.6421285010787,A,0
24,A,E,E,13.899469970835726,-141.0105741906696,-14.595072346531083,-113.04989064416347,D,C,C,-143.4964511893103,-77.68488458062757,101.46219707829106,-121.65585371674399,B,1
73,A,C,D,177.06649948358947,-115.6516399744607,102.07501379167883,36.80966586828651,B,E,A,36.92291106118038,-19.483732997549623,52.575398859264986,71.78131218135275,A,0
61,B,D,B,38.29230938344432,-118.95569811032549,-297.25917209612646,7.505384914040603,D,E,B,141.59029194826175,47.02920051439995,-126.385044834851,-173.06906109359159,A,1
31,E,D,D,-17.85988335937076,10.471156966788111,-94.0186502850892,33.53766523861969,E,D,A,95.11294668996464,-1.6122598904479268,-59.49584659816617,-54.12620235004232,D,1
60,A,C,A,5.728560157645905,111.17132467662323,-118.58671536982041,68.10241572223933,D,D,B,-191.95495323377367,-31.222799626896286,53.917173451837975,49.99459127672743,C,1
61,C,D,D,-36.374059738269324,15.678563521967245,-57.91519528133712,94.4994286390419,B,A,B,-12.706748429684001,21.86511335007914,122.44734943923005,-27.395783795616346,B,0
55,C,A,E,85.57184806315212,129.65182048203118,-68.63398104542986,32.59027394037049,E,A,D,-74.79200787158679,114.9782427728844,-169.9563951634547,-124.4102603925968,E,1
54,E,B,B,20.334975523073727,-12.379793327705666,53.37843264522054,-193.0071894326136,A,B,C,83.74819955577625,-58.39393162488638,86.10087723982983,21.841179618395305,A,1
46,B,A,A,35.06297185121798,18.926580770703204,-37.17111577573474,90.90950160629144,A,E,A,28.757065321219226,-163.24686534713123,-23.85051051224373,1.7658852450024,B,0
75,B,B,D,258.8856661765548,95.25472646199374,104.40088169360232,-45.46756400939822,C,B,E,-74.98844644302602,150.3772746982939,35.41210366268608,50.21499610202691,B,0
46,D,C,C,-145.98843399831352,41.22572457954722,0.9374280242711971,63.0728741598129,A,E,A,-130.853188998066,-74.95929220598184,107.67356756652309,-112.08139828947796,A,0
56,D,B,E,-27.57885052132879,8.271483455842281,28.83466716037344,77.99637362017225,A,B,D,-50.4994891287473,-109.28726123967614,167.32419119003274,-56.945113771169886,C,1
63,B,B,C,143.74411953693016,-22.250566022392178,-152.7419342152527,-79.91693417436649,C,D,B,-22.422934463603745,-11.300799431378227,77.81053680399248,60.96577226130707,E,1
60,C,D,D,-47.70101368246707,-92.5930512764624,15.707086977905291,48.67615395786077,C,E,C,126.23205598250946,61.51334558930295,137.04308861395506,125.41518790876493,D,0
20,A,B,D,100.3441636196138,55.442985109908385,-38.21900246062591,61.34969394985811,C,D,A,89.69366791632426,77.16233088597815,-22.879237244235718,-9.528364538204109,B,0
76,C,C,E,-22.66312921831443,-90.34114524283098,-113.10921800070402,-39.05675672642461,A,B,D,106.80486911950344,56.552471826143126,-131.29617303049739,205.73681793477186,A,1
19,B,D,E,-90.07995129735902,42.55336145571862,41.709858383696584,127.41459083427857,A,C,C,2.982944217530826,-32.93923162558882,-133.69388520723263,85.55556164835282,A,1
25,C,D,D,46.78700511215229,-44.68911916194709,-0.03156354666665611,62.629523662560324,A,D,B,19.16307109500873,5.939828005259394,-48.85367582152117,-86.80453396777051,C,1
79,A,D,A,79.80307075216263,58.76319203207616,-93.90124139420847,-156.5633260066384,A,A,A,51.814072128305355,90.30274633554654,48.11545456616191,-0.15362174175113855,A,1
44,D,B,E,59.898625563309395,-120.99823572011647,46.78687880144826,13.401315568806266,E,A,E,49.98871988311629,-7.04560804434185,-100.45065292598723,-14.07946055206503,C,1
48,B,A,B,174.0314091680536,-55.92613609948196,-159.32534483146335,-102.01017672421784,D,A,B,-148.62684421765678,-72.98952310028459,120.37977562162693,-27.920143429106247,D,1
50,C,D,A,-6.149789048579865,-80.51100558447123,-0.8290105305509691,0.7389860586859703,B,B,A,-22.24329297068979,-46.33019001644057,103.03364459492066,-192.93014825861297,D,1
69,E,B,D,-167.8556661790489,58.821706928038694,158.54909325880442,-10.241922412998909,C,E,B,189.1515963985545,-87.23700445696062,187.51855234876152,-24.173744325687448,D,0
74,C,C,E,62.08193453467034,-135.49407764583668,150.77632831821825,65.98174874054051,B,A,D,51.19907093303967,204.97128824457897,2.63930476358289,-5.6964821276999515,B,0
25,C,A,A,98.4619004864364,2.3846813180690356,16.478910714725167,4.425556740882453,E,D,D,118.03140020614052,125.49265573016064,62.22702181730193,0.8397328174961407,A,0
68,E,C,B,-79.03895428100898,-50.083702970762225,123.48215361988113,13.713944278235182,D,D,E,182.4635754012165,43.15174319738858,17.622220323232323,-88.01549486822114,A,1
22,C,C,D,17.438747398399414,-118.53177525730668,-3.2494444053831977,-119.65570733092352,B,D,D,-90.39739531908991,134.29073659116116,-125.9748774603925,-90.77280091538537,E,0
21,E,C,E,158.10161310195474,64.25951800790982,-118.8526360415642,121.65934451252265,C,E,D,44.64870815757942,81.85689557668461,-48.93476493473257,108.85943390607085,E,0
