Disability,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Mental,71,A,B,71.4845728137203,A,A,E,155.98945058905883,88.92112284657259,D,D,-164.51569628309238,C,E,C,E,-148.5299929603836,1
Both,35,D,D,80.72773798018416,D,C,A,14.502186182641813,20.349096108857506,A,C,102.43051812693037,E,D,D,E,97.69298044112475,1
Physical,50,D,A,55.161440682971374,C,D,C,56.0742319046789,-154.20428000777486,B,E,24.29710576446916,A,D,B,E,-43.62148030864099,1
Physical,79,D,C,12.959158050850261,B,E,A,-24.263088043016715,-70.88828139069474,B,B,25.904886364157203,B,A,B,B,-99.80503308626827,0
No,48,A,C,191.20577314170123,B,C,C,-90.5191965368194,47.870448108839454,E,D,43.48790707792066,B,C,C,B,46.48869312180602,0
None,66,C,D,-40.51900129364961,C,A,D,29.056270471650247,33.548465219878885,B,C,-27.91395208829127,C,D,B,B,108.59122352486175,1
No,44,B,C,-124.76551990789699,A,A,E,-90.44535932993472,147.70872206970878,D,C,81.91884742560025,E,C,B,B,67.80681286524184,1
None,19,E,B,4.2323140653028215,A,C,E,-108.91525863446398,-35.16305234237669,E,E,34.805417177503905,D,E,E,A,192.8107016288398,0
Both,74,D,D,-30.098779043411927,D,D,E,-101.58751901321317,89.80604653016887,A,D,-109.08248983590363,B,A,D,B,135.7899812082852,0
Both,56,E,E,-109.51624457377925,B,E,E,-28.841739444657964,6.84839807902874,E,D,-0.0035692606160091286,E,B,C,A,-31.69319254501942,0
Physical,33,E,D,-66.1702529161061,E,C,C,28.87932325760011,142.92282660227303,A,D,-82.38996050121321,B,D,B,E,-131.81915192607815,1
None,69,C,E,-29.583468434410985,A,D,A,-29.207685809470295,-98.0151360899396,D,D,-144.29783712243108,D,A,D,D,-45.41913147556664,1
Yes,37,A,A,-32.82251236173503,D,D,C,26.05743025517699,-16.738795792969636,B,B,29.059471921323617,C,A,C,B,-224.46370870938898,1
Yes,38,C,A,138.36989443993298,E,E,B,45.35559543212606,-34.18661170366469,C,B,-189.1963367225258,B,B,B,E,14.421605493977172,1
Both,50,A,B,-50.553952797787296,E,D,E,-102.82847220043274,-122.62642581822291,C,D,-1.67078754574509,A,B,A,D,-152.13210986959814,1
Yes,53,B,A,-26.471801416888603,B,D,C,-76.6482321608214,56.115503602818194,D,E,-18.524256939225026,D,D,E,A,-111.50242220492323,1
Physical,68,E,E,109.47293407449257,E,A,A,0.9801139648421411,-78.67720709829686,A,D,51.81079000135153,D,D,D,C,-31.958790186739648,1
Yes,66,B,D,13.068923484855016,E,C,A,65.37344154373912,-42.10823439437652,B,B,-72.7573969310739,B,D,D,A,-99.13878964351656,1
Mental,65,B,D,263.0146501817534,B,C,A,-47.55800084118709,-67.11011676884642,C,D,153.2296332200174,B,D,B,B,104.7813952898939,1
Mental,21,C,D,-122.71930005169173,E,D,B,66.28269180705308,-137.96471852850186,E,E,-86.58856190452488,B,A,B,E,9.027664479309234,1
Yes,37,D,E,34.601390919234255,D,B,C,23.679144753871793,33.453965495529246,E,A,-122.97457965192721,A,B,D,D,180.61244637869598,1
No,27,D,E,74.65593673491965,C,C,A,-79.6062111176408,133.5342976291776,E,A,-93.36038435670558,B,E,C,C,-172.8507598936296,1
No,46,B,C,30.04368296745727,A,B,D,39.34561408388358,-33.72499250104744,B,E,-139.195859278246,C,C,B,C,98.43265680583538,0
No,54,C,E,-59.86837769738538,B,E,E,141.65620616008079,-170.0512355760548,C,A,-268.4343732699553,D,C,A,B,67.45096427748906,1
No,27,B,E,71.35215750088283,D,B,B,-113.3876579261031,-27.845621863682968,B,E,37.35573462310832,E,D,D,C,48.60267484995242,0
Physical,39,C,B,-91.82049132632619,B,C,D,155.60806901075966,-145.06011593899598,D,E,102.10882198849289,B,C,A,C,24.973914107973634,1
None,38,B,D,-122.97063466995371,C,E,B,32.36373027763518,166.74150789168812,C,E,186.25479808268298,A,B,E,A,-14.410776922044288,0
No,30,B,E,47.6451849232161,E,E,A,-95.6130218204904,73.00601468598911,D,C,34.379270666319265,D,E,B,E,144.4600093904742,0
None,20,A,B,-16.39345104554856,E,E,A,116.4448817081856,-76.23960305687072,C,B,-40.50625867959227,D,C,C,B,94.73903062866124,1
Physical,65,A,C,163.4979197153563,B,B,B,-108.53386540504488,-98.31870433395919,D,C,-182.98282514733444,A,B,E,E,17.42392994522416,0
Mental,27,A,D,55.14166397996073,D,A,D,227.38509591132146,-56.26825276156687,E,A,156.89382473887764,C,A,D,C,57.56423222131749,0
Both,51,C,B,188.3057943618323,C,D,B,-66.56889049628406,116.32100856571613,C,C,-41.13013198590197,B,A,D,A,-49.964175194748144,1
Physical,26,A,A,-197.89934117509,E,D,E,-255.95220569497315,-44.955457597379564,C,D,79.10591903776859,B,C,D,B,112.18123129241778,1
Mental,63,E,B,-5.9954851914925404,B,A,D,234.35757858376212,23.08912469739111,E,C,176.6381369822914,C,A,B,E,-278.0233946765365,1
Physical,67,C,A,39.82229865877483,D,E,C,87.50486439285834,35.402748016232124,C,A,118.53804055198968,E,E,D,C,22.17336326578664,0
None,31,C,C,-222.66323180199413,C,C,A,65.1232579056644,21.40061308897278,D,E,154.36398961847564,A,D,B,C,24.87988628705245,1
Both,47,E,D,-106.83369724338117,E,D,B,-148.04433165117626,-58.690461524353076,C,B,32.682774129776895,B,C,C,D,87.58781311025785,1
Both,37,B,A,-7.529904968871325,D,C,C,105.59466901203174,51.284282990720044,C,A,114.0434781482017,A,B,B,B,-14.57554509185966,0
Mental,57,D,A,67.19371686391938,D,D,E,-48.68184875892999,191.9733759583228,C,B,-147.80299497062865,C,E,D,E,72.31676195513333,0
Physical,37,D,E,-10.495246518059059,E,C,B,-129.89275842716174,-7.927467919972391,A,E,31.653879304354614,D,B,C,A,15.514649905560043,0
None,52,C,B,65.33712107047623,B,A,D,-25.791960972324535,-29.604900057250443,A,B,-17.449442942542838,C,A,A,B,-77.3600055171948,1
Mental,41,B,C,67.66496704703135,A,B,E,-97.03053025021806,89.70923716979982,C,E,119.37206011458608,D,A,D,C,118.71817815849106,0
Yes,63,C,A,128.95829003349363,D,A,A,-91.20374633477938,164.59591540092643,D,A,138.00386449598383,E,B,D,A,-97.10388505584937,1
Mental,19,E,E,-26.316396585754738,D,A,E,-53.23661461905738,-154.15908169798982,E,D,-63.61209715353294,C,D,E,C,114.4730124767484,0
Yes,65,B,E,-31.901526288419497,D,B,B,99.42720076344756,53.804305561381724,E,A,-58.51174767029288,E,C,C,E,-119.3595140273456,1
Yes,70,B,C,95.07842806535568,E,B,C,-91.91553624399171,124.65825680225015,E,B,-56.65409181192748,A,C,A,D,66.44246689494453,0
Mental,51,A,B,16.475689046177457,B,D,E,76.6455643690964,-115.95235119713034,C,D,27.905672166934565,E,C,B,E,-60.80276941062369,0
Yes,59,B,C,15.847584191206407,B,B,D,80.06721969397071,97.09457314136478,B,A,86.443809834697,C,A,C,E,-22.646895372282845,1
Both,47,C,A,-35.419732268043106,D,C,E,-173.99247882278542,-81.8688079041013,E,E,8.2779815509172,C,B,D,B,15.289013194491986,0
Both,57,A,C,76.44003723249557,E,E,C,16.270387044649247,2.846459591882641,E,B,122.30921663959037,B,D,D,D,-107.33431224264751,1
Mental,75,E,E,112.56167818841607,E,C,B,-21.562450854838076,185.70588355005438,A,C,2.782979061345136,D,C,D,C,-28.56310762923666,0
No,35,E,A,-190.42009042970395,B,E,A,-90.62081678190219,11.750178913413203,A,B,16.646692497803695,A,B,B,C,89.92319585391901,0
Both,54,E,A,5.189767110101827,B,C,E,42.497001575113615,-11.04140556801764,C,C,-3.5438207966775606,C,C,E,A,2.3901905499678735,1
No,55,B,B,103.20494113116987,C,E,A,-152.56768489114341,28.715222731544415,E,E,31.93171430814265,A,A,A,B,-73.07894274171117,1
None,53,C,A,-113.6672112359995,C,A,B,-31.24008891624132,17.61134743392713,A,D,-17.411869859963307,D,E,D,E,-65.6877139395828,1
Mental,19,A,D,4.3100026484465666,A,B,D,-46.347167352016584,-49.913192849285224,D,D,-244.0228544860221,A,A,B,B,1.7324798951577236,1
Mental,61,E,A,45.15417882521179,B,D,E,-55.33575295956516,-67.28751558768144,B,C,58.514425678214444,B,E,D,E,-80.605208255558,0
Both,38,D,C,-85.42448934778253,D,E,C,-90.95214458675164,101.65081350858382,D,D,179.88947441126453,D,C,E,D,-51.27753304588198,1
No,24,A,A,-1.8497172520512626,C,E,E,199.55521358572042,-14.374752903888401,E,A,32.496169584528225,D,B,B,C,34.191873905125625,0
Physical,59,D,C,-126.77045867872874,D,D,D,105.21617606648248,-62.05366787842647,E,E,-92.7204512293131,B,C,D,A,68.2599673968909,1
None,56,C,A,-31.113306959613872,B,A,D,64.43231416764635,85.60358603476558,C,A,123.28699081957215,A,B,B,D,187.38963888278835,1
Physical,23,A,E,-91.83083748403047,D,A,C,-25.321895563048948,-29.188236877768308,D,A,-91.11248855539567,D,B,E,D,-14.575563576523228,0
Yes,68,B,A,-96.10329686473388,E,E,C,-160.74645124513054,-91.91008903207324,B,E,-46.513180464386664,D,C,C,C,85.25522869777575,1
Mental,26,C,B,20.02355672061302,A,C,C,19.93504352153146,5.879989543238408,B,A,-48.77515616682911,B,E,B,E,6.309183668925401,0
None,67,C,D,-77.5314408107189,C,A,E,-4.6569660938748525,71.06790169956832,B,A,38.29507447349501,B,C,D,D,191.33753910190376,1
No,19,A,C,-65.2251918052926,C,A,C,-30.03430861392447,63.035204759256516,C,D,110.78546266327957,A,D,A,D,-18.291308575470893,0
Yes,37,B,C,83.36813327449349,C,D,D,-99.9460365425746,-10.541273351424564,B,E,-72.02841859158119,D,D,D,A,16.124689203290952,1
Mental,47,C,C,-52.23124334706595,E,D,A,-51.310019704079465,-11.156522324739289,A,A,-11.14015890141106,E,B,A,A,121.23643159883173,1
None,71,E,A,-55.55495147432269,E,C,B,-17.363392487120766,-213.19924829987937,B,D,133.346531678413,A,D,A,C,17.78976190673084,1
None,39,A,B,-220.7223178349603,C,C,D,-19.009571746373776,-88.09358332866113,D,E,89.69607707164734,D,D,E,A,-156.62000500250838,0
Mental,47,E,B,27.148175575171248,B,C,C,133.81778323715835,11.103411886014007,A,B,76.16465680036305,D,B,D,B,-122.87508036577175,0
None,29,B,E,-5.409270540898638,D,D,D,19.640011325711267,84.67962538532706,D,B,-22.824727097049394,B,D,C,A,49.14233706878745,0
Both,24,C,C,50.11360832231858,E,D,C,-181.12517259880536,113.51785322312091,D,C,-99.33254526131712,E,B,A,A,56.688678223608626,1
None,23,E,D,60.13258089978084,E,C,B,99.82840397928804,148.33153179920575,D,A,-37.07614272941686,B,B,B,A,30.97922287290108,0
Mental,31,A,E,-54.21609432721633,B,D,A,21.589115749794782,-34.10327276472796,A,C,4.655024898993329,D,C,A,D,28.320808700699402,0
Mental,74,B,D,45.26260364764904,B,B,C,103.36366209273133,-3.291703886156823,A,D,-59.34208318509261,A,E,E,E,128.00726620469968,0
Yes,30,D,E,-3.445073379244043,E,A,E,35.373378043459674,-0.8645413906894587,B,B,195.37545787972243,C,D,E,D,138.3367300887958,1
Both,19,A,E,115.3482672294081,E,D,A,-164.1294695164388,-94.80891510509657,B,E,35.73733769800233,E,B,E,E,77.34721185971488,0
Physical,40,D,A,-22.557198962827737,E,E,D,97.20335064710522,-154.55093476931333,A,B,35.87570127379107,E,C,E,D,176.52687333169706,1
No,35,C,C,-202.69011087872784,B,A,C,-91.86308179203274,34.961956855652375,D,A,177.90319922858373,A,E,E,E,12.595106055445395,1
Mental,64,D,E,-126.95435371540675,E,A,B,-57.460688531526195,180.60268556614542,B,D,4.250240403080046,B,A,D,C,21.52499116829045,1
None,57,D,C,211.67680407667456,E,E,D,-8.5111067870775,-13.778695893282078,E,D,-131.9992927498155,A,D,E,B,-70.97118322104423,0
Both,67,C,C,-118.0114707387957,E,A,E,-81.00553618111174,46.80278110502295,E,C,91.7602150338037,C,A,E,C,6.624740412846143,1
Yes,53,D,D,45.859150163881715,A,E,D,89.88190515575322,-40.09507181480107,C,D,-84.06681692872873,A,A,D,A,102.18017559858468,1
Both,63,A,E,67.03615513504137,C,B,C,27.305204340894218,-125.01391054352975,D,E,-81.13796068344654,D,E,E,C,-122.36362640494514,0
None,56,E,C,-136.56137994789145,A,E,A,-85.22501085222312,176.09323565510638,E,B,14.843781381568002,C,A,A,D,-117.72387251249812,1
Both,31,B,E,75.03191183888707,D,C,B,-24.796877065345594,-75.92474378971077,C,E,93.25870729254935,B,C,A,E,136.46037276791202,1
Yes,48,C,A,-2.040077503900076,E,B,B,246.90628472640864,18.870033433444462,E,E,111.15005696299274,C,B,D,A,36.27446952111197,0
None,65,D,C,75.67598337768293,D,E,C,-86.42683615574968,42.46494405398553,D,B,50.153697583275026,B,D,A,A,64.85701092688645,1
Physical,73,C,B,106.81941265762629,A,E,B,72.85881069612743,-74.11141115771196,C,D,-19.625955037852385,A,A,B,D,-113.71284032954918,0
None,39,B,E,20.882330837414877,C,A,A,-116.80635142886631,-85.24697639139852,D,A,115.76976635998876,A,B,C,C,-89.08590437830291,1
Mental,51,B,C,101.56824112367782,B,D,E,59.87504837749882,21.9362681817038,E,B,-89.35933091786139,A,D,C,A,-101.25169455656558,0
No,28,D,E,-143.92450184672845,E,E,B,87.6755439494385,-10.777291840176733,A,D,-106.93560117773421,A,E,E,C,-15.65468941668558,0
Yes,72,D,E,11.818060349607443,D,B,E,-24.444246905399297,-48.66374749867386,B,B,122.06271990053041,B,D,B,E,52.1385758550081,0
Mental,53,D,B,-35.018640009878624,C,B,D,47.104086634038985,-148.70723195690985,C,D,95.56092964298531,E,C,E,C,127.00785544144107,1
Both,26,C,B,36.23628649455461,B,C,A,97.6603197160814,-148.7171991739507,D,E,84.33092557025752,A,D,D,A,64.47388218645177,0
Both,31,A,D,-91.64445231246737,A,E,C,-111.17313062321136,-91.22034243566426,B,D,39.31518865819078,E,D,C,C,48.220345194681016,0
None,66,D,D,-130.85383905712501,D,A,D,-117.48230377240006,-11.769167779224947,A,C,70.07543102030489,E,E,D,B,7.737566706988002,0
Physical,22,B,C,-126.28552715736828,D,C,E,-33.5552010106431,-6.731415367622862,D,D,-32.55169045852382,E,E,D,A,23.44158019285739,1
Physical,31,E,B,80.10242216312933,A,A,E,63.799202102829526,86.42404174918703,E,D,12.882678087814694,B,C,A,B,-85.08598350523005,1
None,61,D,B,21.436753903789082,D,B,D,-1.5463703089150904,-4.893522797415868,D,A,102.82140641134735,B,C,A,A,0.08179179584913948,0
None,70,A,C,-211.16130654456592,B,D,B,37.67885133914216,246.1350319230562,A,E,-180.75028813483704,E,D,A,B,33.92958342020706,0
None,22,C,D,-162.33248255658762,A,E,A,-105.83880836213375,-7.222552908124847,A,C,44.416230093916894,A,D,A,E,203.22295360196497,1
None,35,D,E,42.619214144946376,C,A,D,93.51294895038578,-95.38045571403727,B,C,99.26190751199462,E,B,A,A,85.16212019047016,0
Physical,51,A,C,57.11928875565686,D,B,B,163.37987194142542,-136.49624803435088,B,C,-7.029650294258648,C,B,D,D,-135.76775282483052,1
No,79,B,A,160.99141740172064,A,C,C,-3.2967464730458786,77.53301479892272,B,A,-138.37404781376807,D,C,D,B,-80.67775545752373,1
None,75,E,D,10.15784271279713,E,A,D,-296.4409349683965,-103.90557810147891,B,C,55.022331061482745,D,B,D,B,-139.95549632869904,0
None,62,B,D,104.44364188609421,E,C,E,17.881360035054627,99.20536072019283,D,E,-74.83929940095958,B,C,D,A,-198.4556216270756,1
Both,34,C,C,-48.176414926039755,B,A,C,-188.36027332731933,90.28414196791542,A,D,55.163383759113216,A,A,C,D,-42.215531817799864,1
Physical,43,C,D,-32.50895099517351,A,B,D,-56.68852176658446,95.83844020602402,B,C,-45.69947493712755,B,B,D,E,28.288328301696623,1
Yes,31,E,B,2.9979673161335074,C,A,C,-64.4077819375743,92.07087520623787,A,B,45.94824998551709,B,B,B,E,41.73944917309184,1
Mental,76,A,D,-54.65763771091496,C,D,B,-46.66017651976488,25.40759097574869,D,C,-21.980410915547328,C,B,D,C,-224.96906224943567,0
No,37,C,A,19.167656649598744,B,D,D,48.514195710934985,177.03982578005852,B,A,-230.09944909229546,A,D,D,B,-119.93654863936843,0
Both,70,B,C,-260.92976418018446,C,D,D,19.753886601214553,92.1474773984954,E,C,13.540161801313088,A,C,C,D,-102.50927231947635,0
None,29,A,A,186.89279582980967,A,E,A,-126.35933668732969,118.80217720851157,A,B,133.49431138587056,E,B,E,D,82.14232390708932,1
Both,45,E,D,98.22525249795245,C,A,B,-78.57323016140279,-11.366444189236544,E,D,-54.74210973307769,B,C,C,C,23.163889640324765,1
None,32,D,A,-169.29350680889064,A,D,C,-107.78760415662477,49.1921096870166,D,D,18.56308874570499,A,D,E,B,149.5433731218553,1
Physical,63,B,C,-56.90981825276972,A,A,B,26.263726019101753,30.306460629841485,A,B,-83.15916071323876,E,A,D,A,-59.625547844067526,1
None,63,D,D,-4.931613947171778,B,B,D,-62.52204500037188,2.8816330293822157,B,C,2.4379491778404607,C,C,E,C,-93.24855576857924,1
Physical,47,B,A,119.26079815542683,B,C,C,-58.54397823417069,-12.21323381841981,D,E,97.85079508808514,E,B,D,C,-71.35438506110965,1
None,47,E,A,23.922793941933186,C,B,E,66.18397645919087,21.584929288361682,A,B,-3.724380791865999,B,E,D,A,-107.72059526807296,0
Yes,27,D,B,5.193086663879209,B,E,E,-231.02014080531256,23.77295124256357,D,B,39.899682822631114,A,C,E,D,81.64123670186908,1
Physical,73,E,B,-35.48079877400247,D,C,A,-176.627085672609,-105.77842083866406,B,C,23.27642960147438,D,D,B,D,8.712662448486979,1
Yes,43,A,B,-1.3304433922273309,A,E,A,-52.123135142900914,1.2043624585758312,E,E,-41.46327076955972,A,A,E,C,322.3837923075346,0
Physical,79,A,C,-38.02054392914743,E,E,E,34.432038150688776,84.71812882947364,D,D,-15.77709246373401,A,C,A,D,-150.22944489722357,0
Yes,49,C,E,28.96806274730437,E,C,C,-113.61468118033098,-104.83047151075549,A,C,-20.064370503816725,A,A,D,A,-98.33221495682945,0
None,77,C,C,115.9541145863664,D,C,B,188.02750570315067,23.418048204710708,D,E,-7.918436028170482,A,A,B,B,-150.89413031977796,1
Yes,37,D,E,-69.04029458340328,A,B,E,34.463851727370105,-45.077211189510194,E,D,25.551713093458794,E,A,C,B,46.012156732222856,0
None,20,A,D,-52.547435639199115,A,D,A,12.30154034363791,87.09366501493899,C,A,79.19024255058945,A,A,C,D,70.35603083164254,1
Both,79,E,D,-155.9793712173776,A,E,B,-31.56669646398652,89.7762329631503,A,D,-92.84691263675022,B,D,C,D,8.369337114565296,0
Both,78,E,D,-61.60065142879917,B,D,C,-65.71133740864205,-52.900106533080645,E,D,43.11590252583558,D,E,C,D,-147.60316213590707,0
Yes,37,E,D,-150.55895007030716,C,D,E,-136.17734911854583,159.12000554466528,A,C,20.079077548462827,A,C,B,B,1.5663887219988095,0
None,77,A,B,21.188013457944642,B,B,D,55.281060291250995,55.87640042206403,A,A,1.4271258299917522,E,A,B,E,-68.46955471245543,1
Both,78,A,C,31.979189182893318,A,D,B,-8.079766621993304,111.70159800716182,B,B,35.74566463149831,E,C,B,D,-191.8851245464885,0
Mental,37,B,A,86.01878864983938,A,C,A,-97.76126435961622,70.77642391383851,E,B,-64.54038599813417,D,B,E,E,121.35871234416169,0
No,75,B,A,28.676876520543477,E,A,B,0.20623036334048733,-39.402900301576445,C,C,-35.81606933581598,C,A,A,D,5.994436216434554,1
No,47,B,D,179.47342078003572,C,D,D,15.910215251709928,9.306770182393693,A,E,101.64948817256226,D,A,C,C,114.94714299462005,0
Both,45,B,A,-127.10390442398676,D,E,D,76.22839077912505,-178.30173498340508,C,E,19.508609890967442,D,B,D,D,-49.568957662960244,0
None,26,A,E,-59.372439207168604,D,E,B,31.385598495587015,50.5796224316853,C,A,-78.74613360547158,E,D,E,C,-63.650086547989346,0
Mental,69,B,D,-166.6267931456309,E,A,E,245.85032370785962,129.2154375366953,C,E,223.05586640125247,C,B,D,D,149.19770802409496,0
Mental,60,A,D,52.280924591621314,D,A,A,-181.95294752709447,34.72316138842976,E,B,53.58279185436912,B,D,A,D,16.914708023347995,0
Physical,39,B,D,-27.390315245522167,C,D,B,-132.29703821651256,68.22307302027075,D,A,82.23517976872974,C,A,D,E,70.14326495354146,0
Yes,51,D,C,71.02249654302713,B,A,E,32.885545139976486,-21.023980892858678,C,D,51.15927901543896,E,B,D,C,116.25283658695744,0
Mental,75,B,E,24.572552520340544,B,C,C,-76.61055920600943,79.23191617499438,B,D,-105.09514473986981,D,D,A,E,-101.84774100629272,0
Both,32,E,E,52.193106837868655,E,D,C,5.534229300740179,113.75772269962413,E,C,-95.06592107817688,C,B,C,A,-15.400030225771177,0
Yes,43,D,D,-137.54191213846778,C,C,C,144.05839734887468,-18.44474798867011,E,B,277.67653589464857,A,E,B,D,31.892299947181336,1
Physical,56,E,C,110.88841278637977,D,D,C,-161.41191412451738,181.3050035920105,A,A,31.62436243110725,A,B,A,A,67.2740161055636,1
Yes,61,A,D,28.36430221110887,C,E,C,109.29880530721438,-46.5871161201538,B,B,-35.40666395034412,C,E,E,A,-42.31266148545252,0
Yes,29,D,E,208.56528899796552,E,B,C,158.82805550260136,-66.1711202839652,B,C,21.587303759315493,B,D,D,A,31.18655802799274,0
Yes,55,C,E,-80.94687297495223,B,E,A,-44.765205032752775,99.43879000370222,D,C,48.82019559069355,E,C,E,B,94.92014308463162,0
Yes,21,C,B,-29.127307654776622,D,E,A,35.27128715182397,182.76786999618577,C,D,65.33740381294997,C,D,C,D,106.24852058348,0
Physical,42,D,C,1.453775479401077,C,A,A,90.66359143143184,78.0064796453651,E,E,-70.64143401279169,A,D,C,D,4.040005247831163,0
Both,18,A,E,-40.7384080463446,C,B,E,80.51559180183176,-11.955130742339497,A,C,-12.765932087448936,A,B,A,B,-88.28812073355813,0
No,38,B,E,60.37898157562864,C,A,C,57.1710896497677,61.64636945803602,B,A,-170.77444709736415,B,E,A,B,-97.43301836867701,1
No,61,E,B,6.866751475201105,D,C,C,83.01304713120365,20.955575427038458,B,B,40.82775374004146,B,E,E,D,-20.186212748360184,1
None,66,D,E,109.99484474899883,A,C,B,-205.5042969705356,62.49139881410583,E,A,-124.08517195528319,A,D,B,A,121.51248307097187,1
None,40,C,D,85.208743162306,C,C,E,0.5946465417333657,37.29468588959186,B,D,-12.019839487050975,D,B,E,D,-57.12944297688319,1
Mental,46,A,C,-20.63920121751467,C,E,D,38.93046015518356,-189.38552583417717,E,D,25.18075572421382,A,A,E,C,-33.888873206303025,0
Yes,44,A,A,20.122233433377804,B,A,B,-155.9687033775148,-29.466761075385094,B,D,-38.75023911224491,D,C,E,A,-4.958089561279298,0
No,70,C,C,-143.54448068890565,D,D,B,31.62898192584042,13.241719293488718,D,E,-168.96178698446914,A,A,A,C,-167.5389332868782,1
No,28,E,A,62.99186790470772,B,C,B,-133.07519779594833,-82.92106917889403,C,C,-30.282626418389903,D,B,D,E,32.13197826899734,0
Yes,40,B,E,155.7270874063124,C,A,C,-67.53841454253356,6.231283945631176,B,E,-64.31872731086402,E,D,C,D,-88.21014139237886,1
Yes,52,B,E,87.56143552874218,E,C,D,118.63846793532626,120.74303715723124,D,B,78.11083625888138,A,B,C,A,88.10216436062417,0
No,30,E,B,34.77377873727653,A,A,D,-130.0603930528053,-104.62276227554395,C,B,6.409948476044853,D,D,A,E,19.960135739749894,1
None,56,D,A,-63.53499680885996,E,B,C,-21.82442092818287,-3.8400788263709504,D,C,29.542435603626327,B,B,C,B,13.16705198034159,0
Yes,46,C,A,194.23601883597414,D,A,D,-23.40539500499149,-26.96832607900565,A,C,-62.8268677133374,E,A,D,E,-74.11963632102884,1
Both,23,D,D,-138.1188246953987,A,A,C,-9.229544237638684,-124.67130627627489,E,C,-81.63069076923126,E,E,A,D,-183.92420537732053,1
Both,29,C,D,-107.01835860701745,A,B,E,-165.44006222413753,-43.042269563265606,E,B,-83.43476616032481,A,C,C,B,-67.7057840455622,1
No,18,D,B,-8.219667495967741,A,E,D,98.8687048714812,-41.36180176488109,C,C,-76.99249977996392,D,E,B,E,107.45791558361333,0
Physical,39,C,D,31.117078929596744,E,D,E,6.307976439290389,-60.63690990885908,A,E,8.633692263895721,D,E,E,E,-89.14506002930574,0
Physical,24,A,B,128.49356194793165,C,E,E,91.15399896087479,101.2625690807202,E,C,-41.89634889793656,E,C,C,D,201.16178234834808,1
Yes,36,D,E,75.72711863326829,B,A,E,75.4075770957611,-8.126387233427861,D,D,13.249862067642429,C,C,C,B,213.20943655740655,1
Physical,49,B,A,123.82079987266705,A,D,C,-17.22129556555695,155.7363086359417,A,B,-88.94109093598138,C,B,C,D,115.70682260339491,1
Mental,41,C,C,114.34679434950074,D,E,C,36.71394120550363,-79.49202293289926,B,B,36.99492556829526,D,D,C,D,-57.81795167553976,1
Mental,58,E,A,-184.69501401303646,C,E,B,65.27673375378154,-168.5691451550598,B,D,107.02238449660678,C,A,E,C,144.06768696843656,1
Mental,22,B,D,106.15568292158667,B,D,C,-109.99620275470043,-171.3727837691088,E,A,-82.69698717697909,C,C,E,D,28.526398078198454,0
None,19,D,C,-166.19579605219764,E,C,B,42.69198876751821,243.47702649243436,C,C,38.81771623431467,C,B,B,D,-59.085655510356794,1
Mental,53,E,E,20.25223970335765,D,B,E,-99.66010626266582,145.95830056727596,A,B,85.06637610599637,E,B,B,A,25.979035673303258,1
Both,73,C,C,-59.77375566729616,B,E,C,194.91044489054585,-134.09801451385653,A,C,-72.04249704481585,E,E,A,B,-44.342940593132354,0
No,43,D,A,27.239546518363166,C,A,E,142.76662066664696,-133.5126730384692,E,E,143.70817296633479,B,C,E,B,-86.23218820280995,1
Both,25,D,D,118.70500878394861,A,A,D,27.680809668586498,34.90681639489771,C,D,30.342374604041733,A,C,D,D,-38.58040807550175,1
Yes,59,A,C,97.43841528543413,A,B,B,55.04514446968426,134.5806990864584,E,E,32.47412061310226,A,B,C,A,67.71169847673619,1
Yes,59,D,A,-166.00701321948188,B,C,D,225.42483022829174,-218.36140590313846,B,C,89.67173495668831,D,E,A,E,16.5147161628447,0
Physical,38,B,E,-51.963908063599526,C,D,B,-59.82318360282607,145.11249299275693,A,E,235.92056770761883,D,E,E,A,69.7617271813201,0
None,19,C,E,10.620723014837365,D,E,D,-111.89472500796454,-81.88152739438758,C,E,-142.4198471848046,E,D,D,C,85.24592396248305,1
Yes,46,A,E,49.836506749292504,E,A,D,123.60271160209741,-24.02072506716835,D,C,-35.788486052672326,D,B,D,A,63.4643272724373,0
None,79,C,A,37.44768280193851,A,A,B,-12.397487575432125,70.7852667340308,E,B,-64.64624948357407,B,E,E,A,41.576325475190146,0
Yes,45,E,E,-31.72702598101349,B,D,A,-38.78148180892023,70.95018323367593,D,E,88.29361743005204,C,C,E,E,108.72085484318788,0
None,32,C,A,-124.80812118136558,A,D,D,31.90163161583467,-141.078755281033,D,D,51.1898358604827,C,C,C,D,166.07566026567156,1
Mental,52,B,C,-162.00227231772095,C,B,D,-45.25625080699132,161.3192748377624,A,B,-53.54050307167794,A,C,B,C,-59.34594647960182,1
Physical,58,A,B,33.82757032224089,C,E,C,153.24213592277187,-51.90926503305943,B,B,-12.559843782655488,B,A,C,E,12.673940532400199,0
Mental,37,A,E,32.9328242439718,E,E,C,81.7531563046943,-71.16945078088897,A,B,73.01773225709958,B,D,E,A,86.75946580543231,0
Yes,70,C,C,-10.709353992189097,A,A,B,108.74283835257899,110.31963814925156,C,E,-37.192795317056316,E,C,E,A,-13.00517008868323,0
Mental,36,A,C,-69.74992839054296,B,A,D,22.82721816733706,101.7269289532425,C,E,113.21377886808153,A,C,C,E,-88.22626925816498,1
