orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Other,B,A,14.460145220600657,B,-23.68940727181473,C,D,B,B,-107.78990890582953,46.11448517345493,0
Heterosexual,B,E,-29.25582782898678,D,196.78019307175143,C,B,B,E,-1.4353665937790856,-96.93822133502258,0
Other,E,D,-178.39010915002677,B,-17.90273703838789,C,B,A,E,-144.86476733181954,-9.46714356353269,0
Heterosexual,C,D,21.11024594788532,A,133.4182866272709,A,C,E,D,41.338569245666214,38.793878076541674,0
Heterosexual,B,D,66.08418951428463,C,-87.3387301405797,B,E,A,C,119.50276509448949,92.16183456284533,1
Heterosexual,D,D,-121.7225038648365,B,142.74843885697223,E,E,D,C,-3.585897726001392,56.28564851557179,0
Other,B,B,11.042855622951727,A,24.800300448752093,B,C,B,E,-34.08293005085558,-93.89706105270295,1
Heterosexual,C,D,53.504990293252554,D,-31.488181197374548,C,E,B,E,96.26943823432751,-62.106987557113,1
Heterosexual,A,D,-114.99388658333257,C,97.34875518577442,C,C,E,E,-0.9692111521196207,-7.9544934906885185,0
Bisexual,E,C,-108.8560010747744,E,37.281246835314604,B,A,C,E,-87.25437573252766,-85.30034779336263,0
Other,C,B,100.64232410446795,C,197.46563100320452,E,A,E,A,139.20381254960557,60.420250294321875,0
Heterosexual,C,B,-104.75233772811062,D,-142.9821449695278,A,C,D,C,-100.2396346525665,-45.20995303726276,1
Other,C,A,39.47353053821405,C,-37.51846684185147,A,E,B,D,-88.6667531226572,40.089394141418964,1
Bisexual,A,C,0.3767930598731258,C,92.34703032811333,B,B,E,C,29.41689122266248,32.540689009012425,1
Bisexual,C,B,-4.241340304589617,A,23.07458981658965,B,C,E,E,123.95633979609637,160.60989700217075,1
Heterosexual,D,C,63.656815162411526,D,-64.51108092910236,B,C,D,C,12.123813735786337,33.053611543684134,1
Bisexual,A,D,12.402151393627246,E,-84.28471276010991,D,E,D,A,-30.14792389951293,-20.130061553777036,0
Homosexual,A,D,26.034148995924646,A,-15.469557064222828,B,B,D,D,87.34195893770686,-119.82895616400131,1
Other,A,E,97.52242020846114,C,-58.81509410639902,A,D,C,C,177.04863376848462,48.63211068011878,0
Homosexual,D,C,99.92735073718917,B,-26.119195377765443,C,B,C,A,18.277017177764616,84.08908463816265,1
Bisexual,A,A,-59.288769158086886,A,-149.21846249480342,C,C,C,C,-92.84545276148106,-18.230757441790956,1
Homosexual,A,D,-33.765062316456756,E,23.01045891206033,B,E,A,A,-8.162600466572666,-11.429508086582794,0
Heterosexual,E,A,-52.795697837965406,B,-137.62716153662626,A,D,B,C,7.407299109820387,3.797219962454413,0
Homosexual,E,B,122.31897012602965,C,200.28526441737077,D,C,E,C,-91.80046597163636,-136.74963346996,0
Other,E,E,-155.4036907534979,C,237.03844924880477,D,C,D,A,-88.43075966400889,41.93907104162757,0
Heterosexual,E,D,-28.171244741055023,D,129.93582373930042,B,D,E,B,-85.30810788509665,59.74337250896931,1
Bisexual,C,A,108.46223885058652,D,49.82903996263941,A,E,E,D,202.7086463802416,-26.73386030733719,1
Heterosexual,A,D,165.19530888846256,E,-83.75254837892622,C,E,A,C,104.19288327863721,90.9667292759734,0
Other,C,E,-165.56783547992765,E,-207.05508129334714,A,A,A,A,-43.41076042272994,-46.30664856655967,1
Homosexual,A,B,163.48662029560862,A,115.38816763748305,E,E,E,C,-220.7770830095206,177.40805024010646,1
Homosexual,A,C,-132.2271595071983,E,-20.146124196178015,E,A,C,A,-198.093481763532,130.45775992232248,1
Homosexual,D,C,-167.610647897044,C,61.711658591091144,B,A,C,E,-57.79912002827241,-6.536631368343128,0
Heterosexual,E,E,-128.79006229200797,C,-93.76931515491394,E,A,A,E,146.04756560892588,169.23034216784495,1
Heterosexual,B,D,102.91490591596826,A,78.53441615427286,E,D,A,C,16.0321711801937,-122.13494009687733,1
Bisexual,A,B,105.6699702159973,B,66.15395553127541,E,A,A,E,19.707620411631773,6.620905922142854,1
Other,E,D,-101.80027739253548,C,116.31035419283246,C,C,B,D,-40.94172109395905,36.97028833198866,1
Bisexual,A,C,-33.46546431483358,A,0.2970185060536539,C,C,C,A,37.410491959984824,242.69142163084808,1
Bisexual,D,D,-103.20400575543371,B,173.09411281257908,B,A,B,B,-95.0128526504999,153.85340388983536,1
Bisexual,C,E,56.811422716761605,B,-27.036244490069805,A,A,D,B,-65.71028871185318,9.891193766567726,1
Other,B,C,83.83268257772998,A,84.35798691518107,D,E,A,A,8.871045659329818,-46.37749997550538,0
Bisexual,B,A,-48.549950295736835,B,23.605899670128956,E,B,D,C,-34.56327364303063,-80.62102728674125,1
Homosexual,C,D,66.58224003799292,C,111.68593164815299,E,A,E,B,67.04177430209506,142.69010276513808,0
Bisexual,A,A,-48.42644652939978,A,3.1598167570759434,A,D,A,A,-86.75206061397351,-111.53416466651423,1
Homosexual,C,C,101.97946862941438,A,-131.6881205169915,C,E,C,D,89.51708368243891,-47.76425660499505,0
Other,A,C,-0.40970759450304856,D,26.667419875035097,E,A,E,C,-103.6468386753415,31.95282338085986,1
Homosexual,A,E,-112.85505984571597,A,132.20449252780952,C,B,C,D,-23.94945268968794,124.18303435353354,0
Heterosexual,E,D,91.03700362172339,E,49.44709032119314,B,E,E,E,-112.31292630123879,-122.78389075125166,0
Homosexual,A,B,28.514602401496813,B,180.2611667700122,E,C,C,E,-41.99855845422365,134.14586341875975,1
Other,D,D,-33.47699318739659,E,106.19818843949133,E,B,D,B,-33.63931102581998,62.57931843004653,0
Bisexual,B,C,-46.15005257356912,B,88.75322874868667,E,D,D,B,-65.17821900058189,26.188452315819212,0
Bisexual,E,E,-143.5025014127666,A,-65.15913450302413,C,E,A,B,-81.85137108889697,-83.64022635371056,0
Bisexual,E,B,-3.7094354274155252,B,-163.45627977114725,B,D,C,A,165.04900272919687,144.47785022228743,0
Homosexual,C,C,39.72087700003871,D,-30.316848769779543,B,D,B,E,-89.09308732983374,109.79564424616433,1
Homosexual,D,D,5.15749434785559,A,-84.65475247173397,D,B,C,C,-1.0395379033198229,64.58963449374714,1
Bisexual,E,D,-26.481350809656806,C,69.55660903558312,C,A,B,A,73.64203289073484,80.27609474010657,0
Bisexual,C,E,6.1541221528881636,A,36.58148785956723,C,A,B,E,-22.117233972895054,-24.94501213188872,0
Homosexual,A,E,-55.132656578688334,E,90.87851748820518,E,C,B,B,29.037828831432243,20.23695287220954,1
Homosexual,D,A,149.0038619897774,D,-166.43905307831295,A,B,D,B,-66.08750475565178,-42.14872856278086,1
Bisexual,E,C,-19.976130009017844,D,-156.65864207027676,A,D,C,D,-11.366748429023737,-9.34895898739504,1
Homosexual,C,A,235.63425526158412,E,-105.07039099843136,C,A,B,B,151.15592993352033,-5.106429360069926,1
Bisexual,B,C,30.826457757420823,D,7.366301255897406,B,A,C,C,-35.59616322203466,-18.333790372128174,1
Homosexual,D,C,8.275710945961015,B,25.902756842616633,D,D,E,D,74.32698588040942,-20.101155999233004,1
Other,E,B,56.255397931476715,D,97.61440329426273,E,A,C,C,20.76443483275456,-42.97824839397554,1
Heterosexual,A,A,-3.391716514051637,A,-170.2798754994328,E,D,B,A,-48.69242308919672,-140.9686275603018,0
Bisexual,B,D,34.69738227132518,B,-114.40957278657793,E,A,C,E,-48.21533661644241,131.99367599443042,1
Bisexual,A,A,72.12267068204225,B,-185.71770898501393,D,C,D,A,-27.41069804777912,-26.190317556013788,0
Heterosexual,A,D,-4.247211364924485,C,9.502148727368457,C,B,E,A,-46.78975752941542,16.783520536375242,1
Other,D,E,10.78729233453423,D,7.163566584577591,E,D,E,C,-95.29022403479374,158.38577412398044,1
Other,D,B,48.70726398145748,D,2.8663377025773946,C,A,C,E,-206.85095688279648,134.74782617522598,1
Heterosexual,A,A,-8.17372690103314,C,-9.693694805246809,E,B,E,D,101.69156907392743,112.54841987417079,1
Homosexual,C,B,122.55873799102106,E,-36.63150052085447,C,D,B,C,60.83324518791231,-185.10005540128395,0
Bisexual,C,A,-115.15869863832309,E,-0.4560511141153651,D,A,D,C,43.443351317836196,-111.82293254655403,1
Bisexual,C,A,-64.53338958173065,B,-4.410031076767121,D,E,E,D,-59.04208681712946,-17.750628311454584,1
Heterosexual,E,D,-226.0839220000736,D,-54.596587384251116,B,B,C,C,65.66122914880373,83.88969131161647,0
Heterosexual,E,A,226.6421801036608,B,-108.79820933544472,D,A,D,D,-40.85225333552912,-192.7971817389524,0
Homosexual,E,C,75.18584082883596,D,44.29602879096874,D,D,A,C,-126.5481798307669,-127.07932260665736,1
Heterosexual,B,E,69.0632269657985,A,83.64920804197314,E,A,C,E,51.45143133409085,148.65418711758122,0
Heterosexual,B,C,-20.037750255378764,A,-122.61315091662995,C,E,C,A,14.313707709393352,-163.67788270463512,0
Other,B,D,-74.57171912076284,C,-66.13703128619946,A,D,A,D,33.441841826900706,91.41402961539646,0
Other,D,A,21.193344834247004,A,-128.48710495945943,A,C,C,C,-82.39474157150966,-48.67087340901449,1
Other,E,B,-14.189898409414065,D,24.976987759427043,C,B,D,A,56.456700872405705,-52.93344371087018,0
Other,B,B,-105.74143074479674,C,18.727322901794757,A,D,E,D,115.01494752352448,-59.96403264764201,0
Homosexual,A,D,-38.775198269979136,D,-151.91621685322554,A,D,C,A,-9.51618679394337,48.3128886288734,1
Bisexual,D,C,43.24498936098662,A,-35.592368425921975,B,C,A,C,-24.901650861689717,78.07962365165008,1
Heterosexual,C,C,105.90754379056206,D,183.91792303857932,D,A,E,E,-41.91308666276351,-27.720632313917758,1
Bisexual,B,B,-176.4830875874747,E,46.7823261113047,A,A,A,A,50.15957644032913,28.499019444009527,1
Other,C,A,-225.901992254922,B,-104.7515168545204,D,D,B,D,24.622147994965143,-6.5651318954458375,0
Other,A,E,-63.54110307281443,D,-53.3881285507036,C,D,C,B,-68.8162269567815,38.008317407584485,0
Bisexual,A,E,37.015046227276486,A,44.067959514280155,B,B,C,D,107.10333543265749,128.88752420727968,1
Bisexual,E,B,-22.21908709591763,A,32.921437322847694,D,E,B,D,-118.63205578625389,-44.91070267655476,0
Other,E,C,-193.76274564880197,B,149.3897644209416,C,C,E,D,-28.80519915764624,167.92952389337364,1
Heterosexual,D,D,183.21544872523305,C,-59.86611123979212,D,A,A,C,-163.88808023304168,136.4946052132342,0
Bisexual,B,A,-159.90269580574787,A,13.637488810818125,D,D,A,D,254.25804962183682,195.3896422898089,0
Bisexual,C,E,105.32215532446465,E,134.8973181105642,C,B,A,A,-1.8484506179691516,149.33499384347857,1
Homosexual,B,B,44.899457297413086,D,30.082000661402912,D,C,A,C,-73.19961672290997,97.84529889141271,0
Heterosexual,C,A,-59.91567388504184,D,134.24401734924183,B,E,B,C,-183.78881376464065,-180.41190109462906,0
Bisexual,D,D,31.217891731106747,A,51.02951620184902,E,C,A,C,-78.38693363877601,-40.35569200090372,1
Heterosexual,E,E,74.68630979892951,B,-105.27798515824453,A,C,E,B,-199.71799603881098,-67.62233944236102,1
Heterosexual,B,B,48.63639984032065,D,235.38479151920436,A,A,E,D,81.92429677366081,-43.72309664445478,0
Heterosexual,D,C,131.25175502182503,A,-28.916047866408018,E,A,C,C,69.28784693154888,-24.431813101179902,0
Homosexual,C,E,86.11571926808885,E,138.7811897707772,A,D,D,C,-90.93409259329816,36.3506107528134,0
Bisexual,C,B,-23.544071075628928,C,22.77675436818127,C,E,C,C,25.390913780726525,106.43398367967356,1
Bisexual,A,B,-24.818869407972493,B,-97.77830848097874,E,C,B,E,156.25294042324307,-78.95992855217881,1
Heterosexual,E,B,-72.60654139210273,C,43.84761167596762,C,D,D,E,-68.32244986278616,9.207072803757239,0
Other,A,C,-2.6496465225928754,C,-153.50118259082836,A,B,E,B,-110.03388288517795,-66.88780425966581,0
Homosexual,A,C,-148.57858183209473,E,2.657393683027327,D,D,D,D,142.6835986403659,95.0004982460301,0
Bisexual,B,B,-58.3117264789912,C,-12.220721860635747,D,B,D,A,52.25736704255481,31.11079651285272,1
Heterosexual,E,C,-54.5014757919327,D,-187.3955781764443,E,A,C,D,79.89369692755561,-126.42776986841145,0
Heterosexual,C,E,7.802068965964335,E,-116.42070750750324,C,A,D,D,-72.50072499745845,-76.7333494514152,0
Homosexual,B,B,-47.62216101775634,C,128.0934823713219,D,D,D,A,161.11131186164155,-5.141064379409133,0
Heterosexual,D,B,85.49562882477052,C,23.865939526562517,D,B,A,C,139.6900224834446,48.55464715673888,1
Bisexual,C,B,-122.84604147473476,A,-138.3912979288089,A,A,B,E,169.55353154389715,15.314371143871124,0
Bisexual,E,E,-169.17920409526613,D,23.418105799039544,C,D,E,C,-32.38552446994796,97.25838925277098,1
Other,A,E,-24.894780730906483,A,-14.373168117863386,E,A,B,E,-53.25970768142957,-93.39023013506478,0
Homosexual,D,E,-19.960969743090917,D,98.12599200677028,B,C,B,D,0.39187008474351026,-99.11214022989964,0
Bisexual,C,B,-59.436559511224054,A,-138.13223451621576,A,A,D,C,-100.16350785084794,-49.779306704624,0
Other,B,D,27.21642015465787,C,155.95567350424676,B,C,A,B,133.42128139365016,-57.68309540826575,1
Homosexual,D,C,116.59895619555569,C,-241.0256078904199,E,C,E,A,68.69236622340486,-76.57640365301933,1
Bisexual,B,B,-227.32608523790083,C,125.79602464036373,C,B,D,B,-61.310729250479724,-84.56328538419326,1
Other,D,A,15.022557787584937,A,98.22350607773312,C,D,B,D,-150.2736446207036,-125.84866516950008,1
Other,D,B,27.774452535354833,E,-34.10838834025988,A,C,B,A,-74.84693048202249,-145.07816575738278,1
Heterosexual,D,D,-29.4250535997267,B,-52.17013445677574,D,D,A,C,-80.08307391474952,25.410699600397464,0
Other,B,E,133.63595898025523,A,89.00766237871929,C,E,B,C,-1.7916211981165193,-38.244308985513996,0
Other,B,A,-12.804274022349352,D,98.05167531323485,D,D,E,C,-49.793294608025136,59.66754314129723,0
Other,A,B,113.36617404219756,D,37.29917088178495,A,D,C,A,59.69872710872506,40.31558932023675,0
Heterosexual,E,A,54.36822324299124,A,111.55528642507974,D,A,E,E,-116.23555521627308,18.420088644103856,1
Bisexual,E,A,99.0907577820463,A,95.48853814844338,D,D,A,B,150.42980181670706,-91.22207103787193,0
Other,B,B,-75.60264584077262,C,-136.55174973113517,B,B,E,A,-158.30451346299517,-51.92569476269892,0
Other,A,C,38.23893489798238,C,133.12462107210428,A,E,A,D,-65.66725292111649,-19.360826731223973,1
Homosexual,D,C,130.3164806356148,A,9.408680360900327,B,E,D,C,35.94789338154275,-70.96634379570553,0
Heterosexual,D,B,-57.884287043931636,E,203.06344931520138,D,A,C,E,48.43982699302104,-6.846766387581782,1
Bisexual,A,A,18.0969076913303,B,-18.281202872648485,B,C,D,D,-46.427402390446936,-26.30837086961616,0
Bisexual,C,C,122.41486228610083,E,238.17232465315593,A,B,C,C,44.58030551760065,8.823896313966058,1
Other,B,A,-19.076540148669928,D,6.896046467166521,D,D,E,D,-3.483045343065879,-64.68100663881012,1
Other,C,C,-31.150018110560616,E,-32.44577345784303,C,A,E,B,165.04746410437338,215.12566623803022,1
Other,D,A,135.0795534074131,C,-94.69415610907595,C,B,D,C,-13.378050033341774,9.562976356224882,0
Bisexual,D,E,13.782277965087363,E,47.67122620485367,C,E,D,A,-91.69558325198489,139.77962542236622,0
Bisexual,E,C,22.501502338237763,B,-53.99483282397066,E,B,E,D,-43.28504394863483,180.40290228581907,0
Homosexual,D,C,-89.8537915210974,B,-78.28440103769337,B,E,E,B,159.4982979733604,85.5665213474528,0
Bisexual,D,C,144.68588556194152,C,-8.358347711092998,C,E,D,A,115.18646216242125,-42.3016620463689,1
Heterosexual,A,B,-15.910076544594437,E,181.12223383184502,A,B,B,D,40.36614464488672,116.15709563338264,0
Other,C,B,-134.55730300015517,C,-42.044681756181035,B,C,C,E,116.13158035099124,-59.32831484096042,1
Homosexual,A,D,143.31613172711243,B,77.71642156189233,E,D,C,B,76.31669067061972,-205.6169596150533,0
Other,E,B,-50.692483775077214,C,-73.1940819161519,B,E,E,A,-0.7242994108794294,-36.325232561318956,1
Other,D,E,-31.918378668045133,D,-35.9079671604812,E,D,D,A,-36.36350809709688,-100.68549236701291,0
Other,D,A,8.197896674776734,D,-77.78044584100452,D,B,D,B,179.8277756805763,-63.78771540021917,0
Other,A,C,-79.9145961403885,D,-47.69860931037585,D,C,D,A,386.55730308498414,-25.256902779177565,0
Other,C,B,44.997618409973796,B,19.93338806070044,B,A,C,B,1.2165709906336857,105.98960795689875,1
Heterosexual,C,E,-14.012899388584168,A,4.461141931923147,A,C,B,B,30.69994341392591,40.9053547759907,0
Bisexual,C,E,-250.31340868522412,D,35.560596269398076,C,D,C,A,-89.98506416523591,153.9063792510196,1
Heterosexual,D,C,68.42275166069878,B,37.602576639647104,E,A,D,B,-16.68830184766784,27.116145065956125,0
Homosexual,D,B,89.35280396165246,E,-176.32196912158554,D,C,D,B,-61.929644333164205,110.83798306202857,0
Heterosexual,C,E,17.600493573334468,B,-132.9198910587295,C,A,C,E,-45.609097886102376,33.074107174617005,1
Other,A,B,-8.633103662086775,D,-28.940535807802846,C,D,C,E,95.30263865623984,-10.330129612318993,0
Other,E,B,49.79901840319591,E,-69.95842497229373,C,C,A,C,108.58649149360721,40.94701576948859,1
Heterosexual,D,E,-69.47215071766017,E,-156.66637283173768,E,E,A,B,173.74651145244968,18.212660852819145,0
Heterosexual,D,B,152.57553992444545,D,97.43800299466477,B,D,D,D,-27.887465535260507,11.439196303206073,0
Homosexual,D,D,-10.838772818269636,E,75.74938846577167,D,C,A,A,-16.392183764450888,-52.28381546563673,1
Heterosexual,A,A,-104.05203548137871,A,-57.25972385676138,A,C,B,C,52.771006705831205,-82.90494938378588,0
Homosexual,B,D,-22.95434241651654,C,75.30983084784776,A,C,B,A,240.2980349551012,89.80229669811301,1
Other,B,D,25.492949673827468,B,1.3692587669990153,D,A,B,E,149.3274021757631,-95.15347857277601,0
Heterosexual,E,A,39.826164793435,E,-123.85438658754528,E,C,E,C,7.021342926356304,-72.02903413208294,0
Heterosexual,A,D,220.59725931876187,A,-75.34519884923661,A,A,C,B,-35.078681247903695,-10.552323898687256,1
Heterosexual,B,A,76.87649401360856,B,4.687635632027871,B,E,A,E,-5.252428244226276,115.2521817051912,1
Heterosexual,B,D,-33.80515868444069,D,-79.45520391289631,C,D,D,D,-79.11921199747532,-99.37023239647085,0
Other,D,A,-66.59728757190648,D,-73.30241043860514,E,A,B,A,-148.62462886049656,169.17054741130883,0
Other,C,E,-100.49370487738827,E,-81.43239975505175,B,C,C,B,-165.00647433372552,186.25045506773768,0
Homosexual,C,E,77.22908435697362,E,29.33572869248679,A,C,E,A,-15.26994561018124,-72.39466124965332,1
Heterosexual,E,C,71.25706239025564,D,-71.36081530049643,D,A,C,B,67.98820139634944,-14.239562076837533,1
Bisexual,C,E,48.07071570416683,A,35.2268025016411,D,C,D,C,103.74986789705656,-82.4400024163254,0
Homosexual,A,A,132.01503695036862,A,159.35689991012939,D,C,E,B,6.99393197140065,-55.10477995179569,1
Homosexual,E,B,130.7971349785274,B,-59.72973301935413,C,C,E,D,144.213236780028,-82.24125325835172,0
Bisexual,E,C,92.23410548732828,E,33.06004089410572,A,D,A,A,-25.997088371817,137.3586505751054,1
Bisexual,D,B,165.5116627731218,E,19.587123684479195,B,B,D,A,-149.8410252717703,142.38671466355652,0
Bisexual,A,B,41.48625114632992,A,-225.53474344737205,C,A,E,D,-65.29044044165423,80.73229087025601,0
Homosexual,A,A,-137.80454383153977,A,20.469885774156847,E,A,E,E,-63.25523274130116,-58.94637876224341,1
Heterosexual,C,D,-3.8136775779992202,E,32.30268164836569,A,D,D,A,33.10811135500769,42.812947369510944,0
Heterosexual,A,A,-99.08809755419524,D,43.75153995698659,C,A,C,D,8.955464821958225,33.2128917699554,0
Homosexual,E,C,-72.59650016518925,A,101.61442653403026,A,A,C,A,2.560999580798158,-40.39436352531339,0
Heterosexual,B,C,13.483586592949232,E,-160.9226361935009,B,C,D,D,-9.265371626686493,-80.48271765370419,1
Bisexual,C,A,58.64746880816916,D,-56.07132516389661,B,A,B,D,-96.43120575075805,100.62476682262624,0
Bisexual,E,A,-45.49859533616459,B,-73.46194866077627,E,A,D,B,43.21752257204818,110.63415841331692,1
Heterosexual,E,E,120.99744335651334,E,-7.322454139770248,A,A,E,C,-44.707109339466555,-239.48856963480654,1
Bisexual,D,E,-77.34077486667792,E,-170.53717522453283,D,D,A,E,-90.8581531327736,24.98759455773448,1
Heterosexual,D,E,11.294213813137269,C,-174.31298068644782,A,B,C,D,-174.0197987920877,-76.11642114410348,1
Homosexual,B,B,-91.55710991491839,B,209.67898814826756,B,E,E,D,141.15348789081145,82.05262415217317,0
Heterosexual,B,A,163.99871339173922,A,30.740473123227964,D,E,A,B,-30.211632364215195,18.663690610092385,1
Other,E,B,-130.07848303549508,B,94.15742813348396,A,B,A,C,-89.70623010615508,41.70175425485751,0
Heterosexual,C,C,-76.95411328999276,E,-54.907586461921746,A,B,B,B,-62.1316097775205,-28.1640624519987,1
Heterosexual,C,D,-107.22293954867952,E,-121.995412489643,D,C,A,B,13.837664628298638,-94.4363662812562,0
Homosexual,B,C,111.89970157513676,A,-44.14155156246369,D,E,B,E,67.34937804189795,130.34000839371075,1
Homosexual,D,A,-82.43070213631633,B,5.944913651154997,A,A,B,D,218.09085770680431,-124.19359507890444,0
Homosexual,B,A,263.04093851657046,A,81.62714458981706,C,C,B,B,84.76575898533503,-45.98745361162119,1
Heterosexual,E,D,-1.3559038928723666,A,126.47167675419719,E,A,B,B,-147.50788344477283,21.18781155249609,0
Heterosexual,A,A,-29.049832385511067,D,-23.16581999870391,C,B,D,D,-40.30008140035793,-126.6165024798225,1
Other,E,C,90.12209153519899,D,-67.63394037241918,E,A,C,B,-102.41030353699443,44.65630920514663,1
Heterosexual,A,B,43.325680614532516,D,161.31852131351246,A,E,E,D,78.64938418248927,141.97472520000127,1
Heterosexual,A,D,81.87665228101882,B,-93.4885013776069,B,B,D,C,-81.81530269732778,36.27736441306654,0
Other,B,C,-11.898907733000277,D,215.75308899403603,C,C,A,C,-180.73923886499205,-4.856598771012363,1
Heterosexual,B,B,109.48106373701154,C,44.96024963933444,E,C,E,D,95.6514218162648,-112.44875564244529,1
Homosexual,B,C,-13.834133120824129,A,56.32941300709731,B,D,C,E,-85.84541592226144,-180.92082386191805,1
Heterosexual,E,B,37.20967841209513,C,73.21609195085549,D,B,E,C,190.80658767572584,126.85871219099154,1
Bisexual,B,A,-22.169515608535487,A,-23.027836439493946,B,D,C,C,-75.10941246223464,36.07637513939446,1
Bisexual,E,C,-104.88061884111677,C,-27.467313783844784,E,A,C,C,-20.861339141617858,124.16401693064223,1
Other,C,C,-304.3266589614451,B,-28.760007880271342,E,A,A,D,-85.05588644582171,-150.811454542591,0
Heterosexual,D,D,-99.46784012384038,A,35.610244515007125,B,B,E,B,-113.30282321536018,175.01754366913875,0
Heterosexual,A,A,-30.563637064038158,B,-93.6166013833132,E,E,A,E,-94.68207903703806,143.85848604771107,0
Other,C,D,-69.73689701481172,D,-95.58729451264911,A,B,D,A,-162.52729757051046,-1.4291018468882521,0
Other,C,E,58.958382990267935,C,-33.579995393548515,B,C,D,D,170.5012048636305,-32.879733510419,0
Homosexual,A,D,-163.15844086479768,C,77.47452161442526,E,E,E,C,-48.13818833157531,39.593670145712004,1
Other,C,C,-76.83662301629796,D,30.00594614026863,D,D,B,E,67.65551182930221,-91.76640529540914,1
Heterosexual,D,D,33.0409238285725,B,27.944457172070308,D,A,C,B,175.82265109543508,6.772657172113545,0
Heterosexual,C,D,-7.118806148338205,C,-80.8148220813727,A,E,E,E,-26.99388477724389,111.7054393078564,0
Bisexual,A,A,-63.77149670203139,C,88.15240364071695,E,D,C,B,52.35309021528109,75.16576709408713,0
Other,A,E,-41.77417987163049,C,-150.81286141566775,D,C,C,A,-145.52037499043033,121.44879281447878,0
Bisexual,D,D,78.53920880908798,B,-16.84311727503439,D,E,A,B,-14.327508905259581,-50.33056065194226,1
Homosexual,B,E,65.3938998659298,E,26.678861022832724,A,D,A,E,-22.5731508237174,-166.36871926139264,0
Homosexual,A,A,-180.72850031403692,B,185.29901352556323,E,D,C,E,-201.43751145401953,-205.50758196107793,0
Heterosexual,E,A,-62.55839982604754,A,-11.294130552945573,C,A,C,A,47.864581344579136,75.80768214154011,1
Bisexual,A,E,-12.83136543916014,A,2.286680834501281,A,C,C,C,-109.06041890435274,-74.62890847740097,0
Homosexual,C,B,-8.482993997922577,D,41.305411304856584,D,C,D,A,-254.79978448539526,-99.21567775059731,0
Other,B,A,-174.17053755668852,E,-53.8892587555019,E,C,C,A,112.11023015713768,51.274652559612534,1
Homosexual,A,E,10.289834949259275,C,-73.47215280972152,D,C,C,D,232.3576075144676,21.717214607954,0
Heterosexual,E,C,78.18327625321757,C,-133.80914531424025,B,E,E,D,58.715825937661336,-4.085390098740579,1
Homosexual,C,D,41.62744930516798,B,-40.495955009729755,A,E,E,A,-51.11785918706481,-51.8534348457318,0
Homosexual,B,B,23.233095999852278,D,135.0331952668049,E,E,A,B,119.60665188908128,31.10083876174216,1
Heterosexual,A,B,69.5975141275907,D,-39.973979528387474,D,C,D,D,95.79628504446049,-258.27349056808634,0
Heterosexual,B,B,-6.073177732780199,B,95.18146539727856,A,D,A,B,41.097625670196564,50.411577211739065,1
Homosexual,C,A,-141.0715902805392,E,-43.7754287689851,D,C,A,C,-141.5673967305106,-55.976701160470846,0
Homosexual,B,A,-151.04356998045517,B,-21.245570599812027,E,C,E,C,24.39197316358665,-95.08744301033047,0
Heterosexual,C,C,-17.942720674718014,E,-7.049785401734174,A,A,A,C,-26.256479022177793,-76.15902906075391,0
Heterosexual,B,E,139.31146435153138,C,-61.83402872759834,B,B,E,B,-46.89136708057458,157.3749358880128,0
Other,D,A,92.45446761126131,D,320.5629841106994,B,D,B,E,-7.99981048477073,-6.8652106339809285,0
Heterosexual,E,C,-108.89569817498011,D,-95.20856537832495,D,A,C,D,207.88682978496155,-109.06481794426037,1
Homosexual,D,E,-14.194896644893568,A,-119.18900228794207,E,A,D,C,-48.54710291619761,-11.866255441376396,0
Homosexual,A,E,18.56809229304221,E,278.11865613753685,C,C,E,C,156.2978002089556,24.91787290506175,1
Homosexual,E,D,149.76858076037828,A,7.518976569692766,E,B,A,D,33.5918157102276,-34.28783006628822,0
Heterosexual,A,C,19.41300562234962,C,-192.6482400718445,E,A,D,B,150.95048073258982,224.7490431300057,0
Heterosexual,E,C,73.16361754878473,B,-168.0061556915073,B,A,E,B,31.349679642300508,10.549806108476997,0
Bisexual,A,A,47.74589840488267,A,141.09806684134057,D,E,E,D,1.0625659892777533,-144.37037929733464,0
Other,D,E,-321.58667659942614,D,-171.74531983766698,A,B,C,E,-144.22087126221064,-152.20499531992618,1
Heterosexual,D,A,11.456733029237236,B,103.2765957383329,C,D,E,D,68.24439014798138,-37.39032106042374,1
Other,D,C,177.25833948210865,C,136.06888413025408,A,E,A,D,215.01382396137623,-46.86988605455376,0
Heterosexual,D,A,-98.24533927176643,C,170.1326848582198,C,A,C,B,-33.16486840331098,-115.59879640230565,0
Homosexual,E,D,0.5355747851387874,A,-104.15567787515934,A,E,B,B,54.09745361956937,-127.20308797050002,1
Bisexual,C,C,146.9348624335773,C,-123.87033642493286,C,E,A,A,7.903456048012463,57.875640570118634,1
Heterosexual,D,C,108.34132853850198,C,206.98983485144632,E,A,C,B,-87.81987621551391,-40.273010351246015,0
Heterosexual,D,E,24.294372670076402,B,20.361637200243546,E,E,D,E,-92.67633530498821,-0.9928955409298843,1
Other,A,C,-79.7867672668225,A,-9.759050547524943,D,A,B,D,101.86260751595664,91.11633346074557,0
Heterosexual,A,E,197.2602898756027,C,30.182312496460096,A,B,C,B,-16.96452608155875,-29.266675408768705,0
