faith,RACE,sexual_orientation,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Christian,Black,Homosexual,Divorced,186.3731909347472,-79.28030922556731,D,171.95820453297318,A,B,39.50147884355818,E,E,31.2113229192254,-44.48024323283518,-27.156306204317744,0
Christian,Black,Other,Single,-39.57956687154,59.40618061855777,A,-40.396572972730375,E,A,20.4962505426254,A,D,149.00069832689283,-11.156078159446293,98.6308070823039,1
Christian,White,Heterosexual,Married,-106.37365272565901,31.210147517044874,E,-1.79195503182079,D,A,85.28514522922332,E,E,133.1286208895543,-40.25152818283852,18.496120865612173,1
Other,Hispanic,Heterosexual,Widowed,8.834748666326373,59.48609553238787,D,1.4828198920357383,B,C,-2.46223359134008,C,C,-5.708257673914006,88.70607031135019,35.93201565734291,1
None,Asian,Heterosexual,Married,98.65901923257067,62.824272333288846,A,-65.21036748944807,B,C,-43.197683581402956,B,E,-157.8994560051812,-160.96206201180323,-16.469314524195394,1
None,Hispanic,Bisexual,Single,-34.90560651295914,-147.21725640284305,C,36.20233590741552,A,B,23.779042103600386,C,E,64.7869450917107,189.838950162269,-40.10785875873279,0
Hindu,Hispanic,Bisexual,Widowed,-116.45163615251039,52.849354913232546,E,-43.47789906411875,B,B,-139.81093180516115,B,D,15.952757208931434,67.2206658787537,52.48095112841378,1
Hindu,Other,Bisexual,Single,-47.83763480362099,38.92349701959308,E,203.69800164845745,C,B,227.75071452503167,C,A,29.840099921838735,-31.168459269556177,-35.9610364533688,1
Muslim,Hispanic,Heterosexual,Married,-2.8115498131398677,42.81281997695463,D,-133.9919797418575,B,E,117.87800232643364,E,B,99.49684913496094,127.50220952475722,-73.01552186103491,1
Hindu,Other,Homosexual,Married,-35.57239118011645,-50.364033383089115,B,154.35875115824246,A,D,255.58530676105295,E,E,-124.7597045651845,43.21573138124671,22.775941640290863,1
Jewish,African American,Bisexual,Widowed,166.79080432571936,-1.050796834584124,C,24.721560719759324,C,E,-106.84426801246931,D,A,-55.06980121212448,1.526191984368888,-63.011105717982964,1
Buddhist,Other,Other,Divorced,62.55835706636104,-55.898326964892306,C,41.10066068184523,D,D,46.91645008033149,B,A,-226.764341278127,73.75002862284464,-42.337249521378176,1
Hindu,White,Bisexual,Widowed,-35.01335107895571,-134.47154604823572,C,41.999105797689865,D,B,-110.4823277837156,B,A,75.63583070506118,32.88966817458071,176.40252240274964,1
Jewish,Hispanic,Bisexual,Divorced,-64.94128577986888,-126.44629330320018,A,-97.43954587496259,D,A,10.233753364620927,A,B,-77.94219766842423,82.93198093560042,-37.958240887254,1
None,Asian,Bisexual,Widowed,133.3855166252078,-28.645305094686325,A,41.83613156130024,E,B,38.820057712068746,C,A,-0.4374299373402423,162.01564149530964,-26.545412603654906,0
Christian,Black,Homosexual,Single,-86.17639146832352,84.34948163189581,B,47.15486465709753,E,D,-37.47883734457416,A,C,-177.6500190162996,-5.328169489823297,94.17579634619206,1
Christian,Other,Bisexual,Divorced,120.63220936181595,175.17647400700685,A,-27.938799613966463,E,E,33.86334609467115,E,E,33.971531271786034,-110.44567870541346,15.786389380997598,1
Christian,Asian,Other,Widowed,33.44566651655857,234.17622343502748,E,-65.54865382339453,D,E,19.33648723260675,C,A,-92.68340471402283,114.1971729364933,182.04261039540788,1
None,African American,Bisexual,Divorced,62.934501095078375,45.32822506393483,C,104.55004756190623,B,D,57.80211701432382,B,D,-75.35117005534666,69.60968833503988,-45.63809989385646,0
Buddhist,Asian,Homosexual,Widowed,-42.16466085690328,11.457606648581862,A,111.53587719074483,E,A,122.3499184581789,C,C,3.6724463967233825,-83.68717480523054,-43.06063923014891,1
Other,Black,Bisexual,Divorced,-143.70228812250267,90.93088859890338,B,-78.04218279690139,E,A,76.03637453916902,B,A,23.512618931563072,-42.928232006148775,-25.166684740956217,1
Hindu,Asian,Homosexual,Widowed,37.080958666271314,-76.12720998744626,C,-13.568518770853839,B,B,-67.37304457461812,C,A,57.17521830276143,49.55986631415481,35.542926028489966,0
Muslim,Black,Other,Married,-173.65875450629875,-50.06423236684168,A,-111.59024036002425,C,C,-2.25281516187208,A,D,-101.21579101836164,149.6142968998138,-50.11661231483004,0
Muslim,African American,Homosexual,Divorced,-73.04434216553443,105.53314992154841,D,174.0915345232156,E,C,6.4325754299561275,B,B,127.19866361711247,138.54509190970973,-105.29638668176244,1
Buddhist,Other,Other,Single,39.227469697191175,29.657108058963686,B,-108.34485516703634,C,E,-97.13600427528237,A,C,-54.0981724903992,-128.41096586882495,121.71163959135511,0
Buddhist,African American,Heterosexual,Married,30.295580827508108,159.07491747972608,D,-217.17544951201327,E,D,104.81172484534689,A,E,-70.57007072163132,-192.91309880862244,-237.86131613999166,0
Jewish,Other,Heterosexual,Widowed,21.420316540866605,-37.37160117219124,D,39.507769378460225,B,B,13.200145759834514,A,D,-9.707522603630588,-31.803762394848768,70.24144561070466,1
Other,Other,Homosexual,Married,-210.20164602170675,-50.84410571946495,E,-23.428234118590304,D,C,-77.7187701842606,C,B,-3.57416622822151,-108.51422583517633,-21.80336923675831,1
Jewish,African American,Heterosexual,Married,62.294557692285146,-89.256190198511,D,170.40765352419268,B,E,-85.67972209748118,B,A,-31.58598634653454,10.663105001752985,102.41905990773033,1
None,Asian,Homosexual,Married,-148.39788819444536,-80.12971468359422,A,50.23489807669398,B,E,193.8134496716944,B,E,148.09261561887718,-23.14757327139559,93.02144714940033,0
Other,Other,Homosexual,Single,-5.625378490593294,-5.953855775949087,D,-37.29241346924333,E,C,14.369599994857507,C,A,-139.80380059591496,-49.20990394203682,193.0006473104039,1
Jewish,Black,Bisexual,Married,16.857165335001135,17.32055208950496,D,-31.377889438016627,D,A,138.00695168110911,C,A,7.811349969915275,-3.4096905169918172,-10.910587739080393,1
Hindu,Asian,Homosexual,Divorced,-25.210294363755388,46.652827876607674,D,-84.13191496395388,B,D,36.398207791011586,A,B,17.7997470004344,-76.07837305375517,142.541831343139,1
None,Hispanic,Bisexual,Divorced,12.300555202252127,54.359108996434955,C,187.87584489691284,C,E,32.01129546172826,B,E,64.37393652657273,52.208864029755105,-3.187743173401865,1
None,Other,Heterosexual,Divorced,152.42950813207037,17.891129035973936,B,-45.02858425747364,A,E,-54.22593788819121,B,A,238.01682062801657,119.49284060043782,84.98621216054416,0
Hindu,Hispanic,Other,Widowed,-36.374823630713216,-47.578765777246566,A,42.73984371917303,B,B,-33.63814084005771,D,B,-11.758041749835966,-95.20461463048969,6.240568789980334,0
Jewish,White,Homosexual,Married,-52.64143603078888,-79.70020087238068,D,-15.964071194606733,A,A,-205.1049289357835,E,E,-9.57248171442683,-36.5116532121838,-170.02366197059104,1
Jewish,African American,Homosexual,Married,-36.3593477399536,95.40207567882017,C,-49.804246394128114,A,E,-0.5505165041974662,C,B,49.28903649597839,-18.462678758286,121.38178457822124,1
None,African American,Other,Widowed,-100.45549739973099,110.42174820474477,E,-143.49663113992472,B,A,-117.12913557047332,E,C,145.11626371997124,71.71462515881471,116.46637884440796,1
Jewish,Hispanic,Bisexual,Married,-16.550969352101664,-184.78978742665802,E,-12.75276879117391,B,B,112.72486072616068,E,D,50.82329378801226,10.437053683160967,-50.708387879733706,1
Other,Hispanic,Bisexual,Married,-30.206465509204484,3.019666685086308,E,66.95839199287677,C,D,11.1159632937326,B,C,68.22947479800088,-47.18851895297617,8.235537975426118,0
Hindu,Hispanic,Bisexual,Widowed,121.5749045535635,-41.9442420481325,C,34.10882334397729,E,C,-117.07577778941709,B,B,89.73579741490992,-19.249994247829054,-91.06121328429889,1
Muslim,Black,Heterosexual,Single,-4.145285233483346,-117.18898894772765,E,86.66533764418476,D,D,107.92432246742278,E,A,99.5426291638025,-150.36432122193725,-26.9493637389441,1
Buddhist,Hispanic,Heterosexual,Single,2.8430629428241385,16.516406483809938,E,140.191840622109,E,C,180.4320721243378,E,C,-6.625152053909517,-80.44910669632938,112.45269271666069,0
Jewish,White,Heterosexual,Single,-132.84077722006742,-76.32454503017705,C,-113.09206876985685,D,E,-196.83847849567164,E,A,17.80795372859282,24.111307259199275,-2.4488641376990024,0
Other,African American,Bisexual,Widowed,32.02993012854618,-3.47890270061607,D,73.83210393021531,A,B,-169.5760005974113,E,E,8.920847943529091,96.83233543886254,205.5361669821486,0
Buddhist,White,Bisexual,Married,-19.41284802265125,-110.78824955009385,B,133.40705088745216,D,E,-64.47680413036777,C,B,-133.45099286491268,-112.61403129971006,-52.441293804482456,1
Hindu,Other,Heterosexual,Divorced,33.18282815902865,46.53703048656881,A,249.5970917362246,E,C,1.7213924856080598,B,A,9.886703197676935,-34.90422211582512,107.3062273441376,0
Hindu,Black,Homosexual,Single,48.93357028862588,105.0974259481561,E,-205.06473697390297,A,A,79.0918253604213,D,E,-16.70513140171695,-209.37413459077828,115.71331028007121,1
Hindu,White,Bisexual,Divorced,145.71709826291607,65.19139699037274,C,-196.63368043422457,E,A,-97.326594489545,C,A,-2.1703275474056265,6.06898651562596,-81.54069280382362,0
Other,Asian,Bisexual,Divorced,55.18799599440026,64.65970882245894,E,-132.5385966773648,D,B,9.58522416595223,C,E,-52.49485927934548,-185.08573194340343,76.05415086160805,1
Hindu,Hispanic,Bisexual,Single,-134.49169318452113,4.701833984394133,E,-6.292431475604604,D,E,288.56371988871297,B,B,-145.05574735551966,-61.42734082411718,23.701865795718444,0
Christian,Asian,Other,Single,80.22211864451603,5.204828336097957,B,134.53078649191426,C,C,76.56494155444578,C,C,-0.9720306646391622,65.36876731002685,-20.06991449594132,1
Buddhist,Hispanic,Homosexual,Single,-25.521234999856063,-13.553775775603533,C,51.97779735886532,E,A,-126.20627665468538,C,C,-89.81269113448303,63.41457611907799,-115.31220438210141,1
Hindu,Asian,Homosexual,Married,-47.126637773697134,72.22075601696096,C,-6.09316669844973,D,B,83.30558058136695,B,B,-41.33192762993228,86.27914295311851,-62.44147863711555,1
Buddhist,Other,Bisexual,Divorced,-119.38672143821663,14.1409573314846,E,124.81302960095636,E,C,69.03971606015277,B,A,193.57251444822384,-115.06871194407873,-61.86351668632115,1
Buddhist,White,Heterosexual,Married,11.024514880033967,100.25065455489622,E,-40.79129618778516,A,B,2.027437530953535,A,A,-106.52405981224217,-92.00250747535034,34.653078175901875,0
Jewish,Black,Homosexual,Single,-55.42760124603636,-24.608664923467284,C,79.48633899534893,E,D,15.632794963355842,E,B,37.206846878211216,46.53314512523665,63.99902100079811,1
Hindu,Other,Other,Divorced,73.72484226435957,37.731223165797196,E,-1.4780465538442056,A,C,112.24572422878325,A,A,42.719861559349724,-17.471660119593484,160.15545818597354,1
None,White,Homosexual,Widowed,223.04217987259324,-29.266646211736063,A,-70.51743578873337,C,E,21.24926921802075,D,C,153.4275973399262,-61.344965050335176,97.06089530583063,1
Muslim,African American,Heterosexual,Married,16.011428852236552,-62.594934384783684,C,213.30382041097238,E,A,15.593860410250072,C,D,49.7630870275761,-93.05167282813328,-113.99393870920524,1
Jewish,Black,Bisexual,Single,-111.96284742143843,6.364206144110895,C,69.22832826647966,B,C,107.71001020362789,A,D,-48.87440739545683,120.59697731409977,-5.194681275280724,1
Jewish,White,Heterosexual,Married,-92.77572473393047,-98.15658490602411,C,-37.4158785142742,E,C,-85.59112808089827,E,B,37.80747147308171,-42.32424091436204,-113.0377660300651,0
Other,Other,Homosexual,Married,-101.92539357688253,52.40001429219498,A,-116.45042253051375,A,B,-112.15207444051809,E,E,-22.415574315599535,-81.1879189090132,-129.1579546019569,1
Buddhist,White,Other,Divorced,-52.59142197540265,200.5538778839884,B,263.6640351540747,E,B,-117.69768957610833,E,E,28.021961018926728,-19.05160232183275,158.27340039872448,1
Muslim,White,Homosexual,Divorced,-101.3939725367335,170.54059282627964,D,-174.07163869131747,C,B,-73.1124468078316,C,C,-15.038019252241453,-129.7527175363163,100.17164134213607,1
Other,White,Bisexual,Widowed,20.567369100482864,103.68460132383781,D,41.0808669373842,E,D,-63.37524296203877,C,E,-176.28086432939372,-6.393645782710691,90.35496856935907,0
Buddhist,Hispanic,Homosexual,Widowed,3.0171815939359723,-0.9145015665468242,A,-46.946324768158185,B,A,218.63955630054738,D,C,-85.81018689714789,7.9919429234955475,-73.94557814265711,1
Jewish,Black,Heterosexual,Single,-44.20457092038429,-31.750472705535216,A,68.96226875261247,D,A,-59.87798303422222,D,D,-14.489174184604286,120.44016859827846,-190.98110858479063,1
Other,Other,Homosexual,Divorced,63.88498438396414,71.27820082647126,C,-42.084061580439815,E,D,88.35549094884983,C,A,83.16876490541961,185.1704634482413,-43.30145671280698,0
Hindu,Hispanic,Homosexual,Widowed,-30.165661233950658,-153.44014374979315,A,181.46875555857918,C,A,35.95179123790591,E,D,77.19659983877258,47.68110679343297,3.762401111356971,1
Hindu,Other,Other,Single,23.019147001227193,253.83209261358016,E,46.91372112279935,E,C,-187.65912865940436,A,D,30.322213708677943,59.8732355238217,-115.95579116843193,1
Muslim,Hispanic,Other,Married,112.6999328132709,-190.63457612449164,E,30.171602359326823,B,D,29.36487213556435,A,B,3.284324283365546,-338.91256772011945,-108.8766878290579,1
Christian,Hispanic,Bisexual,Single,145.4257741086192,-64.12054735864585,A,78.95393590079148,D,C,-80.32233233535074,A,C,184.04439579059684,-117.5049123681342,102.16485144314484,1
Jewish,Black,Homosexual,Single,-84.81436124751787,-118.18070450013445,C,222.90389067399428,D,B,21.70324375606299,A,E,-57.9385098977231,117.97158473925799,32.11154500891614,0
Jewish,Other,Homosexual,Widowed,44.889229663556094,-184.46052797146814,A,42.35629724676415,A,B,8.022845155911467,C,E,40.91244894299429,-98.66256329098768,95.96180329866115,1
Jewish,Black,Homosexual,Divorced,-53.840596345410674,-74.18253222525205,C,-47.124629785789544,D,A,3.201161356942933,E,E,2.4179633610521325,-207.2899435140386,-230.75167896974526,0
None,Asian,Homosexual,Divorced,-35.26121137824834,178.11738540772603,D,-119.27849605343484,B,D,-13.927078207381141,E,D,-145.88157722794057,93.81527581163441,46.716498731744096,0
Christian,Asian,Heterosexual,Divorced,-134.02304548623428,44.272880174522165,E,-40.37877799893616,A,D,9.172184358521148,B,D,75.4133493938814,40.72836604978675,75.17283195115242,1
None,Hispanic,Bisexual,Single,-72.45474617310461,48.8307878764173,A,-85.25408293766176,E,A,-114.57527605715367,D,B,33.35921124480808,-117.85588940940148,126.52049948895854,1
None,Black,Other,Widowed,-44.97102902480077,-155.1852801588496,A,-8.616464948884387,C,C,7.1253662834375255,C,B,-1.2270861173218452,-62.37245280435136,-178.83640134570436,0
Other,Other,Homosexual,Divorced,-0.8324430380912844,-75.49451510790213,C,-120.28375047165179,A,E,157.65414889879062,C,B,-122.19149826050094,153.1740883111327,31.61287737531575,1
Other,Black,Bisexual,Divorced,-151.6620336635738,186.79402635872128,D,125.55235724070893,D,E,-117.90925714180301,A,C,87.11641228266613,52.02776386746455,107.19902338528378,1
Christian,African American,Homosexual,Widowed,-69.49194395220427,-58.74271806453005,D,68.56121754580809,E,E,139.70802644189172,C,E,187.2690488763025,33.079583799990644,51.1401700489244,0
None,Black,Other,Widowed,42.51439477829079,-243.06193344004518,C,97.61178368444156,C,D,71.33392856707418,C,A,6.1000380480397025,52.78516241760812,-10.983800882730607,1
Other,Other,Other,Divorced,186.8038556515678,54.27834044283867,A,-61.25646920595484,D,C,84.13100665839207,B,E,27.04082417286934,226.62053853797124,29.32343352912557,0
Buddhist,Hispanic,Other,Divorced,-75.4173381128154,56.11545321891397,E,54.63078098117673,D,D,-67.26066156422299,E,A,-22.360248761364907,-36.01959074378897,-63.88833038534045,1
Buddhist,African American,Homosexual,Widowed,-66.58900560121151,36.047574508558924,D,102.39605407212868,C,A,-40.83716805005922,B,B,-171.01479861976344,-28.845626285257747,65.70739168495359,0
Buddhist,White,Heterosexual,Married,-97.82130602605281,16.48947982559482,D,11.374655469260128,D,E,53.723255336391404,E,A,51.073492235990706,45.69224057418725,128.07688308272773,0
None,Hispanic,Other,Widowed,83.77641112755299,-46.11693218076848,A,118.86606531111754,B,E,-246.13454429214002,A,B,-65.65950236966013,16.4039148806061,105.16936159319599,0
Christian,Hispanic,Bisexual,Widowed,-19.29541843022515,6.405730274503557,C,-0.4573102711592827,D,C,-22.093657259928968,C,E,75.93637735787003,179.20745804467396,-136.06995709312463,1
Jewish,Hispanic,Other,Single,-94.20469014993124,-18.315944526029536,C,101.94279438190162,E,C,49.88083115062597,A,D,101.28979685837677,73.81621233658792,132.67059724546303,1
Jewish,White,Other,Divorced,-101.6998958413639,43.27482117284152,A,81.1649865620876,B,B,75.54685190285869,E,C,-108.84623678618446,-171.94438961397626,-109.98102176648075,1
Christian,White,Heterosexual,Widowed,70.64293656408616,-27.09497284271022,A,41.647130926277015,C,D,3.3331669858354394,C,A,52.768814781584695,64.5970726761134,-37.54953614674375,0
Jewish,African American,Heterosexual,Single,-114.31087478796678,25.41429489110842,D,82.34318685812481,A,A,-70.8456407714981,C,E,-65.98466576803048,30.596358651059397,23.744549737070834,1
Jewish,Hispanic,Homosexual,Single,-157.381164789285,-128.22096600748966,E,5.848513316039599,E,D,-159.94478238836138,E,D,-39.2124231852842,-104.89551004152592,-28.78111962755745,0
Hindu,Other,Bisexual,Widowed,66.04561049443298,142.17878861443353,C,-19.609486477582553,D,D,42.74591102968816,E,C,-59.12551697477737,15.317459402396752,113.9634559261933,1
None,Black,Bisexual,Single,-137.150521042435,145.04951612177393,B,-67.16775238117141,A,A,91.4399466208665,A,A,-127.72237872723593,24.573117851443353,12.293314346080459,1
None,African American,Heterosexual,Married,-119.88378624579612,-59.62638343587169,E,2.0087848686769414,B,A,-63.07719807461185,B,C,117.85721707476083,-234.33608113553652,130.20940543436598,0
Buddhist,White,Heterosexual,Widowed,83.79923123077802,-15.316142562612006,A,-272.95950745848967,B,B,143.19705475257675,D,A,107.13787029783104,252.25085312967047,33.07412364794401,0
Jewish,Hispanic,Heterosexual,Single,77.30918455967432,-52.88663346662336,A,-64.76096245816295,A,B,163.7114430591659,E,B,-49.3665084748303,60.072761891762205,-118.74373704206933,0
Hindu,African American,Heterosexual,Single,162.733708695604,130.42935781320523,A,-174.77477637983694,E,E,14.897507260714976,E,D,57.49347891796373,-6.475099863566481,0.08278443680702141,0
Other,Asian,Bisexual,Divorced,-105.48003375904615,-14.499377034119936,C,47.4016106049107,B,C,-44.71108083903912,E,E,242.25484633827827,97.5851347878014,-59.51148151785045,0
Muslim,Black,Heterosexual,Widowed,-17.806079486224153,-36.0578673411622,C,123.87776210440585,D,C,33.792963831515735,B,D,71.07071103520533,-87.83854542317383,24.044210949923688,0
Buddhist,Black,Heterosexual,Widowed,27.986285908812196,-186.303559709733,D,-71.53923319513505,E,D,130.39847020238227,D,E,-62.488654855982475,63.46875828752482,-30.872727197571532,0
Buddhist,Asian,Bisexual,Divorced,147.9135696311928,83.87444055429384,E,-126.48319509729428,A,D,-80.02059586803874,B,A,26.473602016152114,-13.97267455873616,65.37361682159306,1
Muslim,White,Other,Widowed,-108.31766519558155,-82.84338949713238,A,164.4288283186134,C,B,70.38665426213655,E,D,-18.671713805864407,-152.04167436611792,53.023577832211565,0
Christian,African American,Other,Widowed,7.639078983421584,-46.045090039319334,B,-111.30967621185883,E,D,-195.79439855620365,D,D,-67.33457258522657,8.875497243614475,-6.956023235197637,1
Muslim,Asian,Homosexual,Widowed,10.068897153693584,62.21045635761699,E,-55.09494574830017,E,A,90.12138763555788,C,B,-65.90805876728957,204.94054129902497,-126.89624180797374,0
Hindu,African American,Heterosexual,Married,50.02590118586837,-70.79037487051734,E,70.05170143399614,A,A,-37.68512018714361,D,D,-26.611990081100277,-15.681863119283063,-121.02045490481683,1
Christian,Other,Bisexual,Widowed,-106.59259864264892,21.773694645991654,D,16.90501068332603,A,B,-5.1761378290721,A,A,41.26167855256988,48.252475800983184,95.37997302513875,1
Jewish,Hispanic,Heterosexual,Single,14.190727000530998,235.7038482962869,B,85.38969265372438,B,B,-54.234591154826596,B,B,73.7471044256482,106.56741572954012,-37.36982587471082,1
Other,African American,Bisexual,Married,43.653421774280275,191.97137447153466,C,37.058437721106486,B,E,-120.32346530786879,A,C,31.632861075678687,-14.406375780202582,200.7692010598139,1
Other,Asian,Heterosexual,Divorced,269.2827878509294,-110.70178910367525,D,79.27315007483163,E,B,-36.664621583829835,B,E,127.70445545481036,-42.822013138249005,-70.57532455925059,0
Hindu,Black,Heterosexual,Single,-140.0323965126348,122.74795685550887,A,-189.70740112856578,C,A,206.14561146608875,C,D,-87.92198521390033,151.99359688739574,46.10759359932954,0
Hindu,Other,Homosexual,Single,91.96475516439389,27.345103170726283,B,6.939007143445464,C,C,34.995540115563855,C,E,-91.58045189473741,-244.66472332460083,-189.94474194906624,0
Hindu,Other,Heterosexual,Married,-92.89866773634331,-163.69048152019568,B,71.64225541028418,D,D,-20.905392724933527,C,B,195.89148491030335,-28.350269245843428,-30.802330843278252,1
Buddhist,African American,Bisexual,Single,1.9787944383617744,-59.090669181609556,D,12.501602020274948,D,B,72.86536769266777,D,D,88.80871673016323,-60.22846274250061,-133.66123755479006,0
Muslim,Other,Bisexual,Married,19.380494733973997,102.0221728342384,E,23.186091262403828,E,E,-161.92624457147323,D,D,38.96181535717824,81.62402241017512,138.39071414809078,1
Christian,Asian,Other,Widowed,-42.81278400513591,-43.30040117205023,D,-3.9020018004614467,B,D,-100.6464595014885,D,A,0.652410877276265,71.75861521195719,154.24458839224556,1
Christian,Other,Bisexual,Widowed,2.6844993401070676,-5.450622885516742,E,29.929405394801655,C,D,-74.87145065900721,B,C,88.46935433187089,-140.74865953633648,-7.52629130535624,1
Other,Other,Other,Divorced,-144.82324306865053,-29.30145278050921,A,57.89609040237502,C,C,-43.85454746993046,E,B,79.95878184078326,-110.45087740694566,48.20145027890119,1
Hindu,Asian,Bisexual,Married,-66.19537746066018,-96.96602316354938,E,-68.42415812355343,B,B,17.371040181926638,D,B,122.10925455327661,52.42040168645734,-35.01800673985718,1
Hindu,African American,Bisexual,Divorced,-7.01477517696457,-48.39641814395365,D,98.72126163827556,C,D,-28.289559252796188,D,B,-67.03773659127845,-71.47493584799682,101.44557218048772,0
Hindu,Asian,Other,Widowed,16.244149560379967,101.64831368744328,A,35.51932371865764,A,E,-91.30539392007974,D,E,20.244928917939546,99.80459412654916,-134.22627206355716,1
Jewish,White,Heterosexual,Widowed,-70.35316039176729,153.58071446014128,E,-23.878823389293615,E,D,-61.49978314091125,B,A,-73.57494929812606,51.354622173724884,19.42244658619298,1
Hindu,Black,Homosexual,Widowed,-233.51536456376542,-93.37683906996,A,-11.333577262538904,D,D,-20.73680841054614,B,B,69.20943581993453,-97.21439788248422,-18.36070098480959,0
Buddhist,Hispanic,Bisexual,Widowed,72.95170371044361,36.75542506738125,A,82.57907001220919,B,E,149.9449961028939,A,E,109.24495874811375,0.0018546363744131574,-197.3893322264617,0
Hindu,Black,Other,Single,-16.00359758480291,-45.08858221215095,C,14.802082675549604,D,B,162.9527571269413,E,B,-61.06427788153018,2.133825968723405,47.864976045446205,0
None,Black,Homosexual,Widowed,-107.33868932049295,-131.2660305306455,E,-53.97488802606898,C,A,84.52082609305684,D,E,-137.59953259917467,-150.58122766530323,92.18762201710739,0
Muslim,African American,Bisexual,Married,32.5046653440748,120.94481753394905,E,-2.640506483224862,C,E,-36.62028519987076,E,D,64.71638971519049,7.825420370858742,-20.150450111506576,0
Jewish,African American,Other,Divorced,7.6805174823181,7.043258603737568,A,226.41645140736722,B,A,-21.557934280430977,A,D,51.2298720952425,-63.847273943137814,3.7601388831839255,1
Christian,African American,Other,Divorced,11.085436802461903,-124.84717833632028,B,-73.45263891245405,B,D,-37.06128587147213,C,D,8.899394164945118,-18.15243243896008,86.6954212927551,1
Other,Asian,Other,Divorced,103.67028299555395,36.814730188423795,D,-73.99823844273766,B,A,33.372149013815985,E,E,-174.19141791174212,168.1663881957778,-4.3736081051232505,0
Muslim,Other,Heterosexual,Single,-106.61662115104961,75.7977660101617,C,-11.782381048239257,D,B,-103.9300936588605,D,D,-8.760301820309754,-11.599153982321528,74.16158962994575,0
Muslim,Black,Heterosexual,Single,-6.906874032436776,17.90571358811724,C,57.86378571357101,C,A,-23.186091987858568,D,C,-11.845983457367547,20.093495230552907,-0.9081965302657752,1
Hindu,White,Heterosexual,Single,-68.8839125316459,60.59527958608959,E,29.98215411268591,A,B,141.70868867264744,E,E,-31.513869558341483,-333.9594504445617,-39.31178188556117,0
Other,Black,Homosexual,Single,-18.182520787245235,-166.94630939194585,C,75.48024213829927,C,A,-165.34592487592016,C,D,-5.108506736648981,-188.71988177485397,-25.06404905871445,0
Other,African American,Other,Single,-87.95220041658727,-98.21191101364411,E,-10.645323951076255,C,B,15.398164773180984,A,D,-94.99646351265608,-140.60315699740553,141.1793710803058,0
Hindu,Asian,Homosexual,Married,-116.60405447896254,-44.30012551071095,D,-136.4765813891887,B,B,23.45015755875044,E,C,-65.409389435281,-14.60548996311464,99.04476818922967,1
None,Black,Bisexual,Divorced,-53.38754255515986,41.50406464711764,B,-121.34057269210624,E,D,-34.970932870658885,D,C,-4.8239257653999505,83.39517960676216,148.63295084819944,0
Buddhist,Black,Heterosexual,Married,-76.94796557450434,1.335427605214907,D,-44.57016269598978,B,E,49.050618324725555,B,D,-197.69143692694186,80.15690668359991,-68.86137756608663,0
Jewish,Asian,Homosexual,Widowed,164.5449467179754,161.40747202057403,D,139.3155716775572,E,D,72.42908725563906,C,C,28.48061025468336,-144.19833136896406,-21.542674846173213,0
Muslim,Black,Homosexual,Divorced,-34.143927209989876,26.228546731169512,C,132.44612954737875,A,A,43.38938789362775,D,A,-166.75012824157196,172.9859967919811,52.00672143615031,1
Jewish,African American,Heterosexual,Widowed,-31.40334764610877,-115.39811796399711,A,14.75981371566551,D,E,87.95737114424847,D,E,165.61837352868108,-55.459620336206804,-3.53154040705683,0
Hindu,African American,Other,Widowed,-165.60275216011692,-75.49953794798338,E,99.58272900217679,E,A,88.24312584701553,A,D,130.39922260821442,12.203917060360684,-31.449494479395874,1
Christian,African American,Heterosexual,Widowed,-18.64500761849486,20.597670228057726,C,142.0712096561496,E,D,-61.00440596514674,B,A,116.80183549577481,118.23600783265107,6.187311879657886,1
Buddhist,Hispanic,Other,Divorced,24.290577162670036,-45.22218420974705,A,58.82395280307193,C,C,40.561534487544215,E,B,-125.72901074978755,207.0818355211784,-93.77848614936192,1
Jewish,African American,Homosexual,Married,30.18261055128515,-56.56516668529825,D,-34.12784741412152,C,E,-49.42632557881184,C,C,71.02773377340988,62.91805206173336,-193.79311580868364,1
Buddhist,Black,Heterosexual,Single,25.75792117490569,-112.01542708687926,E,169.44886386003986,C,E,150.48864385381106,A,B,95.17429430720114,194.92695289965874,17.549350551183434,1
Jewish,Other,Homosexual,Single,-132.6334699717303,98.09841664558621,A,9.950419924827251,B,A,15.27916895692491,E,E,74.30259050893862,221.2733739166894,-11.420222771898343,0
Muslim,Hispanic,Bisexual,Married,124.24178748431504,-57.67506775345462,E,-63.387238768794006,B,B,41.482602277825514,E,D,-28.965285585772982,125.00691928850767,10.277525391721062,0
Buddhist,Asian,Heterosexual,Widowed,-132.2034656057029,-244.40518975789826,D,-106.82148553871092,E,E,-54.15644443352031,D,A,-60.79437855441867,71.02789309159661,66.27813631533124,1
Other,Asian,Bisexual,Divorced,-154.66316767941345,-126.1704413755331,E,-63.60036151514458,B,E,198.1570720935452,B,B,-71.61364232464365,143.90757945035958,11.097546258612043,0
Christian,Black,Homosexual,Single,-44.71562022148286,45.7555356208169,A,-172.6509731553342,E,B,-297.9437937149626,E,C,-111.80783845351807,94.24280901561623,105.63190517014351,0
Muslim,Black,Bisexual,Widowed,-134.557478677619,21.930498490027407,D,-195.5138891003973,C,D,-23.959758931014917,A,A,-183.3512110215381,141.43567094973827,-3.819790662248517,0
