nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
US,2.5529957426432124,E,-69.72558079332019,E,70.72151554241437,-0.7333720766635344,C,D,111.9893208969454,0
Other,-59.95461442338637,A,32.8983810619874,E,-38.40606501164706,139.831774429852,C,E,19.504566603867467,0
Brazil,31.735262290544725,D,98.47757264071888,A,-82.82065893565755,131.6368022133476,A,A,7.215283394464016,1
Germany,7.96000228726844,E,-56.68512608820828,A,-70.70394986130567,-31.588528047797244,B,A,-172.18513989069896,0
Mexico,-63.31239159584842,E,-75.7164232854094,B,105.80105434326906,-85.89200774143791,D,E,-37.364860010909794,0
Brazil,133.1404679088321,D,107.8935563654264,B,-50.52895721620022,37.80716375439711,C,B,-74.2251730751444,1
US,-99.66585007847594,E,21.004109868595354,D,-149.24101473050018,-46.93634168928529,B,B,-151.9854431150426,1
Germany,69.7917776003752,E,115.35419745893927,D,11.747083215483862,169.17777301402458,C,E,-55.51567858930182,0
US,-71.31760998121234,D,-68.78582996480618,C,31.575556314801734,111.1325404193757,D,B,-125.07439817361146,0
India,-29.07947876390124,E,-102.55593654380732,A,-34.79841062294191,-4.101015309870492,C,C,-27.841985153776765,1
Germany,-109.64500639739066,C,-117.47990996687273,D,42.374834131244356,88.01313445708328,A,A,-3.7958485281137677,1
Other,85.71658684999713,B,-107.45438412315067,D,101.3916835616357,-49.44546787787195,C,E,21.311470346655256,1
US,-15.360009391790875,A,-138.9401549493436,D,-78.2934046906939,-129.79447884081446,D,A,112.24459928796841,0
UK,8.27939472543011,E,43.23183485909351,C,-62.93560734387304,-20.421367196516425,A,E,173.11348518292363,0
UK,-43.15463977487302,D,-33.56033906187777,A,46.11183654561518,16.757896758962055,E,E,-51.078983260819285,1
China,-91.05527287779032,D,-26.20898045085573,A,0.7645667205893004,-156.35614918714003,A,B,-60.79135869979486,1
Germany,-127.96375452368531,E,50.07143661894753,D,107.82030231177806,-32.101739238046456,C,C,-33.235656178048735,0
Other,-94.3260595838988,D,-6.111765145076641,D,109.68985043991412,-170.36371141359186,B,D,37.142069708616944,1
Other,-16.307431050464093,B,-51.71648563901143,A,-30.41413336054938,128.5572956823493,C,C,-29.108440282549964,0
India,-83.74955986308395,A,-6.899860642525351,B,-87.09629605461835,-79.09496400747163,E,B,-110.66384610598834,1
US,23.89791530267385,A,31.19736051173898,C,13.859295064380584,-54.9000783712971,D,D,26.2178318971175,0
UK,12.879798292212302,C,64.79059575548332,A,3.5125840170482645,18.64891070061639,B,E,-37.39321908226936,1
UK,-88.62847724891374,B,83.35028974189471,A,78.85047965015661,9.111231271414804,C,C,30.63461268445799,1
UK,-146.06549524579705,C,-82.11359182073595,E,-107.01842010773444,150.20999694994657,C,C,0.08464864003581545,0
Germany,-128.45681842502535,E,99.0552377656328,C,-28.60739992619449,23.704567036794337,D,A,117.81425482568298,1
China,-39.73761143609514,D,147.11007192519887,E,47.45544665587918,-11.256088403639932,D,C,99.50995341672476,0
UK,25.07650374044484,E,3.8051369289935852,B,-52.633585818576236,-176.0552190016316,E,A,-91.11583799250371,0
US,213.6619681456812,B,31.985390261517065,A,240.1019438655938,-29.464525980418614,D,E,-25.156719873173078,1
India,99.55368914001205,D,-59.24454753091032,E,-15.326182276394432,-106.38301374292382,E,E,-137.3604837106021,0
Germany,-75.96383592919743,C,74.87131032042497,A,158.5218716940179,116.64100355830543,E,D,147.01739235795455,0
Other,142.2596792352513,B,-103.55354725046064,D,-27.711131311269995,67.17729516271692,C,B,-289.9848603250881,0
UK,41.502367076952225,B,-74.93313315581847,C,-68.46767129123631,47.37540047841966,B,A,-155.9870904585707,1
India,108.3566991579727,A,32.354053442903684,C,33.00249293128352,-18.207584082239585,C,B,-6.865907094800197,1
China,-64.5548821060295,A,125.4113903656933,E,60.98709068590562,-115.91174585613646,A,C,105.73211275631414,0
Other,-22.21408093299831,C,7.466896291440486,D,-36.8034032961871,109.16093065235695,E,A,22.48547185273981,1
Other,-43.76582606562679,D,112.94795107093219,D,-58.50435327681971,49.6585246032727,C,E,-50.174823006058574,0
US,-14.213716065534157,A,47.14227312927987,C,-56.67787677158661,-36.418499667134206,C,E,76.22154945929465,1
China,-58.01617775352417,A,-24.38556288307506,C,-83.16243286810156,77.12275029429135,E,E,-53.44005763458264,0
Germany,-21.34674812822876,C,143.99459328279517,C,83.45045117496835,18.513200220003494,D,D,84.92074068323348,1
India,-6.44322814827422,A,30.73694980079885,D,-22.771467278803335,19.562541646141987,A,A,139.09289173822302,1
India,-4.502018277259884,C,156.01636867590182,E,-77.91810849521326,58.4742972832372,A,A,142.73481597468532,1
India,14.50199867165434,D,-122.5141712495253,D,125.61684380568423,10.025383118750247,A,C,-16.94647469985352,1
UK,-71.96825848702582,B,-2.3816252396923385,D,-33.68612292573102,-76.1941132881892,E,B,42.35901991844674,0
Mexico,90.7450826182486,E,27.11560007811019,B,116.86061904109748,-7.407152594034695,A,D,26.508519101903616,1
UK,-116.73495234477116,C,-72.04659806770249,C,-130.41434438112097,25.80782120377203,E,D,90.47785244196231,1
Brazil,69.8785002063606,C,-26.100886511042614,D,83.42557573831516,16.973829982543652,C,B,-6.013467720104061,0
Brazil,51.57038855231464,B,162.65377315308046,A,-169.69099468650612,154.57501568882287,E,E,-208.30988775740101,1
US,-171.98827604657106,B,107.98407257261739,C,-125.02035910022997,-39.81828307596796,D,D,-55.59125881810751,1
Mexico,-58.315169462845574,E,130.7098992512422,D,-151.42637202378347,-50.5800699738583,E,C,14.376755042752542,0
Brazil,144.35001364991217,A,70.63974499667259,C,1.0398267848991933,105.44177166351862,A,E,32.373206065813086,0
Mexico,47.62294432150574,D,-72.22835957469096,D,49.82699936460705,-172.53860359524762,A,E,97.60586496440087,0
UK,-110.69521717298639,C,-11.81528386760432,A,90.56217536168909,145.06751342330747,D,E,151.3375584783637,1
Germany,-119.07056479058507,C,-146.10918201436093,D,36.37851150328177,-74.04366071673995,B,C,-76.06418427027532,0
US,-57.36616788930293,B,-101.9829788175341,D,-29.450569606352516,-12.226592957236457,D,C,-22.01299774546952,1
Germany,65.29960043449712,D,58.675325334138265,E,7.8222106489768155,-79.13966103953737,B,A,62.317475093671895,1
Other,35.82650659004686,C,-126.82869922812773,B,-95.52166970915538,-39.424071872510574,A,D,100.45298315941875,1
Germany,83.05739637885758,E,-123.21814214607156,D,49.97045308124026,-11.002366069438537,C,A,71.23960165685348,1
Other,194.12011842304727,A,-61.02632980986583,C,-136.35561897312635,64.76953465473791,E,D,-91.45474530296747,1
Germany,22.033525211337302,D,-92.76636094139774,A,-29.330012598396525,45.88347781958613,D,C,33.437232494479716,0
US,157.9979000968011,C,39.39772576296946,E,-177.82786141161026,-162.13878455033668,C,A,-20.14867930903929,1
Germany,-0.30998921684696457,E,102.28632546016345,A,-30.581282825732913,66.49675907659969,A,B,10.319245804107469,0
Brazil,52.64931141963422,E,160.72154185844556,E,83.26657484494919,101.79984967007046,A,E,-129.1092341831804,0
China,53.052834540919314,B,225.34612272482946,C,-105.43688419768642,-24.084252370880215,D,C,43.8562006500341,1
US,-142.58714130093725,E,52.898680931621975,E,62.9347998599514,2.3501138593793973,C,B,62.36562537409919,0
India,-144.15737803934994,E,-23.709926347291255,E,-50.22439499285291,-222.4948272934855,E,E,-67.48400886902188,0
Mexico,73.41573562082334,E,-176.41886552540367,A,67.93112480522191,101.4248821115153,B,E,-19.09952967063663,0
Mexico,70.76597668259569,C,54.83427824393444,E,-97.07209416856077,-65.66603228382839,B,D,10.953249860348464,0
Brazil,127.81322299520458,D,-128.1796658886387,A,-94.50221318172424,51.03025768868703,D,B,-109.8806942088363,1
UK,-67.1779926147557,D,-24.520197564474362,A,92.1507090026354,55.58742477481394,B,B,53.48299588442609,0
Germany,-97.26998236441374,C,115.61493504286338,A,-47.71360300205206,-46.2929705240072,C,C,45.17459036021575,1
UK,-102.62480345284773,D,-32.55884438655612,C,-144.11020979332568,-52.62507340279188,E,A,122.22045519207741,0
India,9.912480892370905,A,-170.39799601173522,E,65.53119315308518,-63.46055711713733,D,C,-99.9395672822551,0
UK,-17.85385057280486,B,114.12556383957242,C,115.65335518416981,-183.76735892061927,C,C,45.02193166319288,1
India,-15.22610294102678,D,98.73104231958129,E,-146.69940770756858,94.99048766620093,C,E,-28.38281285038099,1
Mexico,143.8048063014453,C,191.02177178059506,B,15.66591167607197,28.717859045504003,A,A,35.975678838735334,0
Mexico,154.11416371082163,E,185.66018435959674,D,84.23994091288472,-113.36610373033056,A,D,52.1270360590956,0
India,-25.246856008280606,A,-5.483524925704511,C,-41.60712288588576,-43.110737724209045,A,D,-13.237256100411967,0
Brazil,-150.44794495145325,E,37.77373444626008,B,-124.48379823102285,-13.01261527627992,A,B,-26.30356922963996,0
Germany,131.8158578094721,D,-223.8698170868803,D,-50.43559379880992,-93.41445273299844,D,C,59.867823358046515,1
US,-70.15567188911066,E,86.25891890895929,D,-230.70817538388172,-14.487912835944467,B,B,-23.289349631026656,1
US,24.858346927835214,A,3.6833988704338587,C,-33.59500575497827,-163.98621983021758,A,B,61.279614319484175,1
Mexico,-47.646760142705894,D,-18.145890156837076,E,-49.06360558949685,-12.987138330043644,D,B,-63.2568346175436,1
Brazil,-19.55152550642302,E,-32.18415157259231,E,9.852324749291158,-94.32031828539891,D,B,100.38387294540226,0
Brazil,-80.44807171056823,C,-4.527655979586542,A,-148.96909288453307,-128.54275132272056,D,B,-177.8991530011757,0
India,98.02638239922328,C,-39.7391205922963,D,190.34787478883686,-37.43658211922888,D,B,-168.39312541938,1
UK,143.19101852007253,E,48.23508274546887,E,153.03965371768442,101.91061171672719,B,B,56.46758845084654,0
Germany,-5.547984135343082,B,77.6707487176603,C,-100.91749484185515,-74.40042619057142,E,D,24.72666942157429,1
Mexico,142.4330421391218,B,12.216672749217562,A,-42.3654513378965,105.53236124401381,C,D,-13.361187727663843,0
Brazil,-60.69738937351631,E,-10.884853369282531,A,-181.28144191360312,-1.0763931381581957,C,A,-124.39125447850583,1
US,25.438473394635906,E,-27.652478612669395,B,-112.32799699158724,135.20443474587483,C,D,-55.506724504144145,1
Other,-74.43064929617842,D,99.77730072569277,D,26.63131424512209,71.20934474464866,D,B,37.455391767603295,0
Mexico,-33.78614902799646,B,88.70158006932563,D,132.44487671320059,12.683372201595041,D,B,-63.067160784382196,1
Mexico,-20.725927120643924,C,-82.28095319873331,E,108.13974556429741,48.88290687574028,B,C,165.14107741324872,0
Mexico,-49.037707930633935,D,211.21329790623906,D,-0.3034740340549082,-68.62989467771685,C,D,-9.11114649178678,0
China,-50.12062700817344,A,34.78012257469253,D,134.69318165966936,111.20894100145884,B,C,-81.0790892317796,0
India,-58.2328749722061,D,-54.638413655158324,A,-174.65693449866566,87.7305524704239,A,C,239.5331437367961,1
Other,-55.048807193629514,C,-19.48851541624802,B,-79.86205189220374,62.03236973899967,A,E,74.98353217256515,1
Other,195.48251252370537,B,146.18724166759657,E,-4.030717139671124,-141.47234293526222,E,E,-105.58221428647643,1
Brazil,9.623377573070918,B,-81.5452450336587,C,96.7122107686542,30.842524126236693,B,D,76.0527548891313,0
China,33.640915364070224,A,50.83373989520336,E,-157.48126302571117,-45.13235182181018,C,D,27.64303865287329,1
Mexico,-87.14401531673063,D,146.5925165131666,B,-25.832170468341744,-74.37396148316029,C,E,-115.97966135356512,0
Brazil,-11.682846417733819,D,73.69614002471403,D,-20.068987969162606,14.182182477025709,B,A,188.82568016767098,0
Brazil,-41.91102343175336,B,-14.305724699826406,C,-235.00186591150413,-136.74831046707055,E,C,98.86936467643156,1
Germany,-123.29518837004716,E,-119.66084924793219,B,37.34459712434623,-191.54847805239586,D,E,-134.05316911212256,0
Other,46.75841347020544,A,28.338368476217223,E,38.930279586684414,21.738958033495297,C,E,-187.9908253356126,1
China,-77.06101118130097,C,6.990875061467576,C,151.54499534977938,-19.038620778227138,E,A,-7.4046485316269255,1
China,33.82652322664729,A,128.08147739240314,C,-137.14823403666645,-9.450846151430532,E,E,5.511764347313576,0
Other,-153.27371688661555,D,8.874691917688143,D,75.3490919023711,-203.32065182049143,A,D,-8.105941943724904,0
Other,-53.94614479425308,B,115.15444772601174,B,63.13679833348213,131.38552982735936,D,C,50.369032439197426,1
US,139.58122814476172,A,-174.57273155690245,D,-56.5785728947206,153.48049412722756,A,D,-43.723397186247034,1
Other,-87.78483818995718,A,170.82837157647774,A,52.89609998612814,-107.95364405184256,D,C,100.19303453068373,0
US,34.2963700705826,C,-135.26608789641762,E,-115.67779958629288,-18.471467151002944,D,B,6.687359898531555,0
US,-65.49750263344848,E,23.535000233693804,E,-7.609464111436344,-62.57829338847114,E,E,-28.636339141774865,1
UK,33.60798255295473,E,18.77170124303521,E,-40.86309991028278,91.01093699830099,E,B,-56.65882344803836,1
Mexico,-157.07421983181598,E,-62.16096498294016,B,39.799129911722375,82.30469496432798,E,A,-82.39958644529632,0
UK,-257.67246148191515,E,208.77386377095303,B,-91.76720747823292,33.221971807464215,D,E,-89.02377218863839,0
China,80.61976846990464,A,-37.9926962126125,A,99.44198448470473,-115.90641273605273,A,D,200.43663095377804,0
China,-36.39170377272872,D,19.758073233461598,A,-28.004784538027494,86.78274019118142,B,E,-38.61764830839539,0
China,-133.8629647932102,B,-273.3293697255139,E,122.13946723111133,147.360741476255,B,E,126.9308121688548,0
Germany,1.2727822342298412,A,-39.040804993747166,A,150.19794191972076,36.680522432402476,B,D,-65.89082513403972,0
China,54.91700317732972,B,-21.421393804553084,D,-109.14690574830117,-19.69543112923807,A,A,156.21032750378112,0
Mexico,-14.864184164955487,A,-34.65040280449497,D,49.23228036056792,61.54092895205755,A,A,16.756119059758827,0
Brazil,5.578377802118138,E,-22.546394607339497,A,-128.79965503553274,-111.16250359458945,A,A,82.39504128208,1
Other,-186.05977734754237,C,-42.433578066829206,E,244.94802393193677,-121.89690710323346,B,D,-107.00910816531103,0
Mexico,-209.99781320718407,D,-67.29143856206166,A,-26.825574077672513,46.00592932164761,C,B,72.84759380541,0
Brazil,-192.46114031867174,A,-42.82494253783588,A,132.57807589543026,14.991997986964309,A,C,14.688419347571042,1
Mexico,-86.88240287550174,D,-114.7346548214788,E,156.1065556985239,-66.55141208980467,C,C,8.367895309515417,0
India,-54.346449151361156,E,30.792469750545393,A,-43.41899868026261,94.79565997489485,E,E,-4.912173445485951,1
UK,31.025646592023364,A,-112.79036360375285,E,79.04943470618166,57.45787704952999,D,E,-21.625439221326115,0
Mexico,80.40303222262988,A,-13.21289487842095,C,62.89603350296665,-99.07761941767073,B,A,-97.77846987365658,0
China,99.7312639403504,A,105.38840119249033,B,69.32065653611642,25.012299983674446,E,E,-97.29918347198017,0
Brazil,56.73553023866146,A,176.82917484466873,E,-45.46497740129064,97.55341388345204,C,C,-12.140909769101057,0
US,-132.41821847089545,E,-51.43855228107913,C,-27.751671051419557,-58.860939655823245,C,E,30.483660551618826,1
US,-97.82694251447882,C,-30.01224244156712,C,2.402655581653767,50.98821461727574,C,D,79.06439375697974,1
Other,80.50372083925777,B,-0.04073120108172839,A,-132.22097524887525,-0.40967968407337846,C,D,-170.85873583159392,0
China,-94.6355225383889,E,3.102401080467985,B,68.33990103242455,-29.49111434696524,A,E,-23.56163527750933,0
Brazil,-16.411026512368124,A,23.719544646136136,D,-45.41926537973529,61.638738747684165,C,B,112.35376312508065,1
China,-2.280113014931382,C,46.280124070869974,E,-88.40761893181569,79.36322499929193,B,A,72.04745460507151,1
UK,88.80632404745334,A,52.31102343807641,E,-24.532277705725082,80.53705121811151,B,E,-116.83695834785364,1
UK,74.89378008707672,E,-75.51261551730083,A,62.01067547943521,132.85441940620942,C,B,101.16844216151631,1
India,-18.431957302664877,B,-37.17446127101956,D,-25.469661889722634,-44.735750130895724,A,D,-78.8647305266994,0
China,-16.80721027671582,C,145.14005902844272,D,31.82887557869265,-92.56474474582792,C,A,-131.83555899254412,0
Other,-131.06138620949818,E,-158.35959405225975,E,-85.26901229993416,102.07963952601948,D,B,-172.90322155759128,0
US,-67.82725185265326,E,-49.15963433981876,A,161.96641830366323,27.73129474215681,E,A,38.88527847961886,0
Mexico,152.16168309068826,C,-106.45202853060573,C,-0.819251016258495,157.68567484866878,E,C,60.63418961880666,0
UK,-10.499488448614592,C,88.8440780293894,C,-16.281506891779728,-31.945127741457362,D,C,72.37562741399121,1
Other,-13.792273595531611,B,-59.06824695097443,C,-184.86413422483506,41.30660401461096,B,C,-166.4902788085938,0
China,-144.37254354779853,B,140.7454483843876,B,-28.97372555997542,5.595595289518572,C,C,-89.95548149092457,1
China,89.30799677998671,C,-30.893868981006005,C,-100.08044261904705,50.46236222711653,D,A,-22.595947588739122,1
Other,-24.944004716868438,C,8.079819722376639,B,-73.32162163602416,40.37210873837542,D,B,-195.83857271291302,0
Mexico,-43.1256261331204,C,69.80982540951038,D,-31.797134382864257,-178.8823228939349,B,A,-181.3953421893656,1
Brazil,82.63554451483964,C,-28.85194268657728,A,169.4796351600762,-54.79193923798695,A,B,-127.0353372738962,0
UK,-115.58392592260552,A,-138.716904975375,E,66.95960590342432,-72.81366867661747,A,B,-64.53360496968368,1
China,-8.258033850392627,A,5.765308003641759,A,140.8879753003438,68.3705790670193,E,B,17.32531425183147,1
Brazil,0.18577392589122305,D,-129.7741197622309,D,61.779998625316225,56.93214143410932,B,C,15.715966887477828,1
Mexico,-102.28000171002785,E,-310.18300860618587,A,50.29081465835578,78.9321013956008,E,E,-119.02489750556128,0
India,-115.20967741155124,D,-86.89523493370186,E,106.00841069182212,-6.832201101476546,E,B,47.55973544149579,0
Other,-7.214075711951848,C,152.0221583731122,C,181.548111701893,-42.5177694011529,D,E,-62.93064021614476,1
China,-30.13896123171289,E,-50.123242289321844,D,100.9422234665843,-99.50747202849605,B,D,-121.85097465426222,0
India,32.657784024514086,A,116.47707446947125,D,85.84079273351568,-47.919864290148524,B,E,147.97559644652992,1
Mexico,276.9116723683258,A,-17.399637013948812,E,56.75053015055378,-135.18962479587697,A,B,17.18797009234079,1
Germany,-108.40261742417204,C,-145.20121782676588,C,143.22648717447487,80.54568751894897,A,C,71.73541218248768,1
China,29.11892965320937,E,200.1124139285164,C,-151.11689334732222,114.95972103848536,B,D,179.0487726252937,0
Germany,-158.71724402915842,D,31.06161363603602,B,85.02554515980327,-33.51228166809165,E,A,190.02547627320664,1
India,-53.93840694001691,B,-135.97426037063863,D,48.42470168744525,-90.0448315954865,C,A,127.05155733225149,0
China,-52.62725594031081,B,-197.31211144335404,B,-54.881118093249036,-0.22498465568961595,A,A,-178.11213251882114,0
US,-201.18133401317,B,-57.5036622453167,A,132.25405538178646,82.83354997726103,E,A,129.78786125396735,0
Other,185.95646187453815,E,58.45479220526857,D,-111.49945122520147,57.47074989627573,C,D,-163.33680655768964,1
China,-90.81617926672577,D,-78.26030885420438,B,-62.67318425707028,87.607777758847,D,C,26.004997463851154,0
Other,1.872737211679161,D,29.19538905607818,E,176.46786377009641,210.31959833617196,D,D,-15.331838805720336,0
UK,-122.82206558259914,D,149.65930908522535,A,26.99903887454368,103.90255889642977,A,B,34.13883131503667,0
India,-111.97621373462556,D,43.57015957322157,C,63.37616484768337,25.73423350935672,D,A,-30.549390512504367,1
China,77.29263939010238,D,-140.15543888057638,D,-210.67705645281666,-146.36915529474751,D,A,152.36325428576924,0
Mexico,42.9849904957781,E,-62.86327500680407,C,-20.055236435769658,26.952233740980887,D,B,-9.32959211272784,1
US,9.266728672233446,E,-120.76005736158794,D,-76.17423460232757,53.58473709721522,B,A,-69.15483146332289,1
UK,30.747173546396134,C,210.99015891556897,D,-101.05388922278522,10.083120692762716,B,B,-60.000434922727806,0
China,121.95151297902929,C,166.81933842944346,A,-35.031620393448414,105.48420138300581,B,C,16.39886708058397,0
India,33.718413942191795,A,86.00499852309535,C,79.64851838921334,-176.4875430641962,A,C,67.60576759809878,1
Other,-76.36446872807588,B,-36.3428283717708,D,-93.07088151903619,-44.502296545964874,B,A,-35.64767314769674,0
Germany,106.85184065332653,B,178.63520387455065,A,-24.547240190349157,-5.934165388300885,B,B,12.250583280649023,1
Other,60.275286391327796,C,-73.57637284137951,E,-114.71381597463042,-64.08011625762875,D,E,-44.20487255148064,1
Germany,76.78631870778561,C,10.332572098170848,C,0.31547272427236506,-61.91034995486354,B,C,10.559239960011926,1
Mexico,255.8150041055411,C,-99.2384231296085,D,174.808499609535,176.13595810177506,D,B,23.200696921152737,0
China,-134.74341097070962,D,1.720013650394345,A,129.06811887186217,3.588925263122718,E,E,-132.70273504322998,0
Other,96.23290153598532,E,-52.06358323737243,A,79.56533942388475,-98.40444146002329,A,E,23.624185293595875,1
UK,47.4439326514076,A,-67.5672567456523,A,9.898218557769498,-25.296450857821227,B,A,-22.194407730494582,0
Mexico,17.93472936429996,E,164.33115461427835,B,110.0732596892114,-130.3452999916507,E,C,-0.4571696744568767,1
US,-8.719713349699358,D,30.369605509516212,A,-7.713470897536316,81.09463897244368,D,C,-47.28292095666832,1
India,151.9239270627124,C,-114.62158310543116,D,112.83513901489415,-18.445375151249603,A,A,-211.8904905638327,1
Germany,162.28953534580563,D,40.19643890928521,E,116.42956560230395,132.1881072561428,A,B,164.16391274306042,1
Brazil,-9.84490718098142,D,-195.69583833617958,A,112.33557219823254,-17.342689002602246,C,C,72.13289424016199,0
UK,96.31808543246997,A,-36.768753066097815,B,-1.215242358706309,26.53991452640247,E,D,35.89493143705551,0
Germany,79.79556247449771,D,18.612946442394154,A,-8.940328389357513,51.03979893766366,C,D,100.8950845228274,0
Other,49.335021655434055,B,100.84127111442716,E,84.91630806023448,-93.68002474550805,C,E,51.74110280520572,0
UK,156.98274618587064,A,112.41152666846384,D,-24.302268789935283,82.89972179576783,E,A,-7.348936989284247,1
Germany,-40.776207042807634,E,-13.650579974903746,B,-26.480079334509266,124.89858271954837,E,B,201.99271818147432,0
India,-178.80933730340303,B,-109.34819194344949,D,55.79576837242001,47.83262295085883,E,C,1.7451993987287477,0
Brazil,-38.96110345583652,A,55.12038092795708,D,-175.06915748813825,-50.51530142838833,A,A,110.90928699121369,1
Mexico,-18.141494299622344,D,64.65496545120916,C,-46.2792500402714,151.23221795611522,E,C,-38.07456333845004,1
US,32.38157918062084,B,-76.380752071506,B,-60.5720792979784,31.499232152899825,D,E,-70.85701390585199,1
India,-137.12719576437297,D,-58.88856366420766,E,-92.9826307623581,60.17691358321417,A,D,159.1239711238184,0
Brazil,-76.74688099355168,E,-9.279386419122714,E,134.24265250558398,58.35351289031047,C,C,19.331990032494307,0
Brazil,-2.1648421092982413,C,-67.13299950002227,E,-2.6700662802658655,-41.53630619230888,A,E,-115.50910001481176,0
China,-33.414217049670505,C,-28.459719252837996,B,-15.939695608327407,6.666938067607503,E,A,90.87389251609805,1
China,-26.80988415809818,E,75.07147654652668,D,-193.2640766406241,48.246031892906,D,D,33.49950562269964,1
Other,6.206221826360454,E,42.01249069478353,D,32.63900653238073,82.28370034680128,C,D,25.475352296068145,0
Mexico,42.56460905458397,A,17.46996541772881,A,90.1004777807888,212.89029063530776,E,C,-279.11081811413897,1
Other,-161.64462880199395,B,-127.0466362945144,A,7.155842814058818,67.61489821668223,C,D,41.6659942227199,1
Germany,-108.40145981335037,A,124.20257834748443,B,-106.68052175736207,-131.0144901731624,B,B,-44.32296476125827,1
Germany,46.23587260669923,C,2.044866909776785,E,101.78497535179179,67.80981575085553,A,D,-37.98246630236248,0
US,45.49009369863611,A,-113.83559450008723,A,97.75784294648777,136.0741961709702,B,C,-26.586078464051617,0
US,27.876852177775614,A,-16.73578233423974,C,101.77492807754402,101.44620177497062,E,C,12.029015588475042,0
Brazil,-132.4091276678487,C,-61.98024774487148,C,49.33543878928031,56.50407607340089,C,D,-58.82289076143429,0
US,52.658636846999116,C,-50.71504719060995,C,169.40149034912503,-0.6220990853695242,D,C,33.2314074173712,1
India,-62.56096991069119,E,5.081360086005666,E,-79.0702226015014,57.61544720033234,E,B,17.12982335621125,1
Brazil,-183.41565444069525,D,-44.37187341354027,C,-63.08470907405239,-29.38855930821802,C,A,-148.73423260747086,0
Germany,-22.885708854266827,D,-104.08789921903514,D,-189.9904193930841,25.709393549601266,E,C,-132.10876347229456,0
India,154.93449792822292,C,-49.618499354894645,B,93.87918333958868,-30.619518536282307,D,B,108.875724529818,0
China,-172.55253553783808,E,106.63998855918571,E,32.00750089500185,-38.5932293965754,B,E,-5.236501822469212,1
US,296.35328933199105,C,157.90852870021143,E,-65.80291124569753,129.69976288996884,A,C,40.95407812031667,0
China,-18.93993133705444,B,90.94272390567998,A,-145.71551129950316,-96.61649579233497,A,D,231.79644177523312,0
US,22.263554886170454,D,-73.20995587590501,A,169.26530480166085,30.94452878154719,C,B,93.74197780703201,0
Germany,70.73903186223546,C,-87.95978917619766,D,-156.06353896299768,-100.06104510169766,C,A,-40.92490405815899,1
US,161.6192705272127,A,-96.18215509209126,A,-174.8215733013361,24.731781552683692,A,C,-19.410862758804345,0
India,-88.23087844356336,C,-297.8347216595404,B,-48.300915067712886,-89.12725188127689,D,C,185.10910099075198,0
UK,-114.59250941434107,A,33.209797392812845,B,137.86020948812177,-110.6570595859846,A,E,7.6663372704010415,1
Mexico,106.78028746192795,C,4.188508056941165,C,40.47675115915237,39.663423579337206,D,A,-42.391160315856155,0
India,63.895655975945566,A,63.796099340135626,B,10.27288754200336,-63.007620330829305,A,C,133.3981972254595,0
Other,67.76158432750715,A,-49.53407758184541,B,-54.76748264696424,-43.90522337951858,B,D,-4.5416649967909155,0
India,112.35821834265818,B,-169.99046418118184,B,-32.69160861281842,-8.860840130524481,D,A,-65.13487523204721,1
US,-43.67763841633871,C,71.04865210012493,B,82.98607904393968,-131.84587780145313,B,B,83.07080268444,0
China,-19.207034100135598,D,-4.10774322064527,E,-39.79909219150719,-36.16755079175686,B,B,183.6577564572488,0
Other,-115.86024529222767,E,-72.2639757157011,D,10.808128745815342,55.763377887412915,B,B,27.457543891409237,0
Germany,67.59483893173812,B,-157.8001858558178,E,41.70223088471113,-131.45158811900973,A,D,87.25176853755076,0
Other,3.6384323471525053,C,174.59731922835715,E,-95.89405962169297,74.31703541810009,D,A,69.3344519242743,0
UK,128.47923742475086,C,-107.81071256573273,E,-14.885014634565163,-18.034181418346986,B,E,194.24331877227655,0
China,-165.88763861112025,D,-115.59923812803315,C,-22.827310954568382,14.283407247859929,E,B,48.14943694951737,0
Other,19.8810138435101,B,-46.5392460953023,E,-23.307048791749526,146.1008840873015,B,B,-83.21047639620089,0
Mexico,-21.174898402382766,A,-51.22600408804902,D,-133.31272341024527,39.83088662380252,E,A,-2.913222392569169,1
Brazil,31.651011843438454,E,6.690225868162762,B,56.68671812590168,38.210568588631176,B,E,-100.64187284323751,0
Mexico,-74.85004597049527,E,160.44194288727104,C,-169.22149666749021,281.5134107152226,E,A,7.5516924276070405,0
US,180.7853805683409,B,-41.19327054524559,C,-78.20671909846072,47.99949062134176,E,C,-41.13475335189149,0
US,-106.70413083775554,E,91.12125949866437,D,138.70694375063442,184.09105593319623,D,E,-17.223005815635375,1
Other,-133.36363211300002,A,23.62129951500222,A,-16.211099613164595,107.71717013292559,B,D,-63.391263975080435,0
Mexico,-75.10675370272472,A,24.485847161236734,C,-194.36029992801488,51.4028868970921,A,D,-117.28845440984644,1
India,247.59090789966618,A,-30.282509928797037,D,124.13542929607371,-33.43893430291507,C,B,75.43966258810586,0
US,23.207721670052607,D,113.81576373683309,C,10.79190556526865,26.82491340493673,E,E,122.46192454951104,1
US,205.18045333684424,C,186.2946006415271,A,116.78894939553876,-11.32398750773336,C,A,-47.521339851063104,1
UK,-52.34902524849792,D,102.23095558246445,A,-108.40666228774893,-39.91235910626673,D,E,103.75406161372138,1
