sexuality,Veteran,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Homosexual,No,Mental,47.15356674536572,E,B,B,-67.2501845039807,B,C,-148.77720773955767,B,-84.88550370639713,E,-64.7370026643746,B,D,67.94604118771626,D,D,0
Heterosexual,No,Physical,-57.00969445932924,D,E,A,-84.4199973786513,A,D,-8.297663344632145,E,50.111914274409045,E,-65.15003457608756,B,C,-65.38963310726145,A,D,1
Homosexual,Yes,No,185.7408379467759,A,B,E,2.4875081307139175,E,E,-177.59953606224107,C,28.109842157964536,E,22.43368298451407,B,D,195.60113056665347,B,B,1
Bisexual,Non-Veteran,Both,36.915209417476326,C,A,D,-95.18010227614447,B,C,-100.05760140682445,E,-91.64761237949793,E,1.0283019724499975,A,B,183.5917105776636,D,A,1
Other,Non-Veteran,Mental,-86.24156876738247,A,A,A,20.40596048141794,E,C,106.63012085024152,A,-46.452850690084006,B,-89.38097767987061,C,A,-205.22499977361716,A,D,0
Other,Non-Veteran,Physical,-203.58044537237205,A,B,B,-194.00972388027736,C,A,5.221528043012861,A,-162.22628466614262,A,-20.33162371734082,B,B,40.825446251227476,C,A,1
Other,Non-Veteran,None,-118.31671295357482,C,A,D,135.5092349286727,E,E,-47.11196384953864,C,32.860118617772976,D,16.007248800578864,C,A,30.649679318235485,D,C,1
Other,No,Yes,147.71757986775583,C,D,B,156.05666428905622,A,B,-120.13690507782246,E,20.19186692960544,A,-65.92339261838983,B,E,-173.29100789574693,E,D,0
Homosexual,Yes,Both,-49.81489119387362,A,C,A,249.65098929375267,B,D,-64.26111707266338,B,5.427958845750791,C,16.33054765577645,C,B,-41.07143665612308,D,C,1
Other,Yes,None,50.54182490769947,C,B,C,-119.6594298844738,E,E,-72.46742785101415,B,-94.27500957277222,D,84.29095965494861,D,E,-36.91714854653716,A,B,1
Heterosexual,Yes,Both,-249.0825727774542,C,A,A,-86.02283866104648,E,A,-164.8040352996381,A,-44.022268647111865,B,-24.3659919937218,B,E,-189.4108536694835,C,D,1
Heterosexual,Non-Veteran,No,-46.12651912431043,A,E,A,68.55887914067145,E,D,112.33550857262506,D,80.55334359402032,D,88.94087353023998,E,A,23.311725283114406,A,C,0
Heterosexual,Veteran,Mental,123.6807106346471,A,B,A,24.88988219379769,B,B,139.63744599774216,B,-16.366838884180172,E,-41.39783790949489,B,E,-91.97823785492822,D,D,0
Bisexual,Yes,Mental,-177.92388914113045,C,E,E,109.15964318367521,B,B,98.65518243038267,C,-44.05766035391904,E,114.23206522461106,B,C,-192.71135110859944,B,C,0
Homosexual,Yes,Physical,126.6797637874835,D,D,A,17.72172270267038,A,A,-103.82806367705837,E,17.25601045418944,B,163.79753812027397,C,E,1.2605119722081508,C,A,1
Other,Non-Veteran,Physical,28.590225532369963,B,C,C,-57.78221673106535,B,D,-7.340531223266784,B,67.22499440326078,E,-37.9416801991533,C,E,-85.70193233750997,E,D,0
Other,Veteran,Mental,149.12809512544644,D,C,E,-88.3737053731687,B,E,50.13404562184134,A,46.1795069143074,E,26.667189993436768,E,A,20.031325018107857,C,D,1
Heterosexual,Yes,Yes,-83.4076121309351,A,D,A,-39.01935236581872,D,E,-186.83169781512152,E,-137.86489735710384,C,71.99903692135686,B,D,255.43495237327073,C,E,0
Homosexual,Veteran,Both,87.43604770834769,B,E,C,-159.05671260541055,C,E,-42.59088832631841,D,91.71847763882167,A,120.69258389775005,B,D,-83.91167426920478,B,B,1
Other,Yes,Mental,50.73978971834915,A,C,D,54.33711265463441,E,E,110.80134320601654,D,126.37676825399026,C,-34.375134107167305,E,B,66.90567033916773,D,E,0
Other,Non-Veteran,Yes,-33.04005308864013,E,D,A,46.505457090097345,B,E,-46.578947138796494,C,62.927557965287676,C,143.89470454762085,D,D,31.87844086497477,B,E,0
Homosexual,Non-Veteran,Physical,49.63250428883013,E,C,D,113.7697720171405,E,A,83.98874984853941,B,-14.964937660626337,B,259.9052294188539,A,E,12.090207985013226,A,C,0
Heterosexual,Veteran,No,-202.83968659778208,D,E,E,139.69798172017852,C,B,-62.112197089965726,D,-99.31916048825562,E,1.044665096798385,D,D,71.02278767479379,C,C,1
Other,No,None,14.172514759617735,C,A,C,25.44448359539641,A,C,129.13036038449087,B,-221.38122927100997,B,36.403264608271755,E,A,-255.44365236573913,D,B,0
Homosexual,Non-Veteran,Both,-35.904768162820844,C,A,B,-167.5476057626299,D,A,127.95355801039867,A,-51.24907831961115,B,-106.49265666049344,A,E,81.65419601715672,C,E,1
Other,Veteran,Both,-110.57483521885037,E,C,D,72.12127805707279,E,A,121.19437018555668,D,74.45765667676956,C,-18.684825618821343,E,C,8.27659778048937,D,E,1
Bisexual,No,No,11.990451342465043,D,D,D,-118.45168299908137,A,B,3.1508472182786456,D,37.976778474179554,D,77.60232323625512,E,B,-254.15879081878643,B,B,1
Other,No,Mental,32.84961775241211,A,B,E,114.67309809907572,B,C,-34.64720113419028,A,19.270732421386466,A,-88.55127764699398,E,C,-32.875313245762875,C,E,0
Homosexual,Yes,Both,-22.4100389036491,E,D,C,-109.5834304540207,C,E,4.053528174719992,E,103.519711112125,E,24.427530117076262,D,D,-243.30890812868304,D,A,0
Other,Veteran,No,-48.17151573130224,A,A,C,-173.86021160504882,D,B,-61.09403666741563,A,58.83273179651846,A,61.467718598816724,D,B,-129.50516865589486,D,C,1
Other,Veteran,Physical,147.96628855603615,E,E,C,-63.076514452955955,A,C,190.76820220397272,A,26.975873722192294,C,111.0329507588478,E,E,-93.00792193177364,D,E,0
Other,Veteran,Both,-66.90785919007894,C,A,D,106.01992447183626,E,A,209.63933291309166,D,102.678712358848,C,30.09289720963027,E,E,-97.37558902397693,A,A,1
Other,Veteran,Physical,-184.4004506804677,D,A,C,-70.88436537392633,C,A,-71.67952367257831,A,74.04099904880319,A,-28.329340661663867,A,E,-95.6452316003255,D,C,0
Homosexual,Non-Veteran,No,66.32950004310898,E,A,A,-24.047967884993643,D,E,-87.32748317107144,A,34.955234470691245,D,153.95074165054328,A,C,-138.49480665503478,B,E,0
Heterosexual,No,Physical,28.043191356169196,B,B,E,-99.34380570895445,C,E,-84.86442274396963,E,165.030677534364,C,-21.248956990896623,C,E,97.4645398634449,A,E,0
Homosexual,Veteran,Physical,-91.14928682654669,A,D,B,-97.7259589329675,C,E,-41.87446857038948,E,57.52443841745291,D,-21.527873826360167,B,C,41.36912520905741,C,D,0
Bisexual,Veteran,Mental,29.452657686480162,B,B,C,126.29183459826754,E,C,-48.73214485707014,A,6.853996409390689,A,-62.940592167711316,B,C,59.74829373353526,C,D,0
Heterosexual,Non-Veteran,No,92.19154526413475,C,C,C,49.387286007059764,B,D,-236.7151096523111,E,80.09848981692444,C,26.67154672028148,D,D,-108.07107299367458,D,C,1
Bisexual,Non-Veteran,Physical,93.72924005285606,B,A,C,17.463127042038646,B,E,-81.52526747082848,B,54.43565140071295,D,82.80177229376777,C,A,-62.41881250430394,D,D,1
Heterosexual,Non-Veteran,None,42.17060981152746,D,A,D,-34.67862424237528,E,C,25.74005755655739,E,-72.34618672245368,C,35.906725005160126,A,E,-6.202555896808419,B,B,0
Heterosexual,Yes,Yes,-25.209437051529278,D,D,E,15.597066211882609,B,C,-132.98459371677765,E,105.52419754823998,B,-78.51782885874212,C,D,53.68519763543822,B,C,0
Heterosexual,Veteran,Mental,52.30340196001346,B,B,B,98.65902962446835,C,B,-51.526772204587104,A,-0.5104833521702947,C,175.54337303720487,B,D,138.27133151842926,B,A,0
Homosexual,Non-Veteran,Mental,86.02558836177262,B,C,D,-107.85438150512744,C,E,-116.03961994527441,E,95.69771413412695,D,193.08121014877668,E,D,-87.30894882805957,B,A,1
Heterosexual,Yes,Physical,-119.50258672305458,A,A,D,-94.96410105095586,C,E,-160.17159083101345,E,187.27374741268576,C,-83.29218366152178,D,B,44.260073756586735,C,D,1
Other,Yes,Yes,84.46903013201289,C,A,E,-40.03622515411887,E,B,19.037148029991737,B,84.14411097021281,B,162.77827466571048,A,B,104.4543479164344,C,E,0
Homosexual,Non-Veteran,None,-46.84464932383527,E,C,A,59.339964392682866,B,D,137.82930108213077,A,-104.10127109332169,B,-37.053326310711334,D,C,2.327655501939883,C,C,1
Other,Yes,Mental,159.69958781852606,B,A,B,115.58865553074986,D,E,206.068537423094,D,28.556214326583568,A,128.56758729705288,D,E,-81.12422629058322,D,B,1
Heterosexual,Yes,Both,53.32526060131192,B,A,D,13.648352199832306,E,A,-107.6608001309911,D,-52.44315992399417,B,-30.960408018870112,D,C,79.09273517311168,B,E,0
Other,No,Both,-144.57489734269902,B,B,C,2.3516383349055694,D,E,-104.34303013162436,D,199.04725755826775,A,-45.4834506078272,D,B,100.31776668906534,C,D,0
Bisexual,Yes,None,74.43835866421311,E,A,D,-49.88577622406091,A,A,74.95839943984782,B,60.63062166184744,E,120.29441811665487,A,C,258.5441382350805,D,D,1
Heterosexual,No,No,-117.64030065934972,E,E,A,119.69695279206094,E,A,11.091753665017222,D,-168.53437499709295,C,-94.09523277193249,A,E,-25.5620516467274,A,D,1
Bisexual,Veteran,Yes,6.624165943905772,C,A,C,-151.13504332112072,C,D,-39.93229702742464,C,52.98701841658724,B,79.85543112307701,A,A,77.95564452988822,C,E,0
Other,Non-Veteran,Mental,-40.502290353527314,C,B,E,43.17402900975399,E,E,44.11849024510508,A,23.471779086796733,E,-306.55181078978944,C,C,147.2419506203755,B,A,1
Heterosexual,Non-Veteran,Mental,-168.71016776779695,E,B,D,27.81948955136328,A,E,-98.47596238149026,D,104.51611491772464,B,104.43138693712399,A,A,-41.03558770949295,B,A,1
Bisexual,No,None,221.71447144971168,A,B,C,56.686584562007745,A,A,20.90695207346286,E,136.3511117250341,B,90.35005973473882,B,B,-146.39592406159463,E,C,0
Heterosexual,No,Mental,-111.99344172502863,B,B,C,-116.0428459543424,A,B,35.01475874317699,B,134.29540644965036,E,-107.39542170133095,D,E,-50.54192991768471,A,A,1
Homosexual,Non-Veteran,None,-19.38766244365846,D,C,E,-114.13624148332502,E,A,37.92298419067763,B,194.31105576950145,D,-11.064600263814615,E,C,-49.047952149378474,D,A,1
Heterosexual,No,No,-115.30904018566062,E,D,D,68.62244954022246,C,E,-109.5577386571899,E,-42.07533881055307,C,99.05498522707565,C,A,76.65499670780784,D,C,0
Heterosexual,Veteran,None,-153.73480828752457,D,D,C,6.838607501387403,C,B,15.241606781137568,E,18.248479018135868,E,136.29674631104572,C,C,0.7733904167553762,A,E,0
Heterosexual,No,None,-7.468095508259634,C,B,D,-37.58054910516009,C,E,-160.067792132784,E,13.74992081555054,A,85.98721422753133,D,A,50.30606193395154,B,C,0
Other,Yes,Both,-137.18019594359427,C,A,D,-16.648430640817313,C,E,-18.88824083740772,A,34.418318194796655,D,200.00647644470428,E,B,-83.95711000714543,D,D,0
Bisexual,Non-Veteran,Both,-59.03227664234222,D,D,C,-71.79481505433857,E,D,34.31937610838139,E,35.542510604402686,B,-98.12221794395401,E,A,14.124935246720147,C,C,1
Heterosexual,No,Both,-117.90333125213073,C,E,E,10.14108570900459,D,C,-94.74867600982519,B,-104.82395725137985,B,-179.53264044573976,C,B,-53.48454633503478,B,B,1
Homosexual,Yes,Physical,226.19336477455846,C,A,B,30.43484779807639,B,A,-88.24413412074307,B,53.06083415967571,A,108.73384789820383,B,E,-101.1369819235825,C,B,0
Heterosexual,No,Mental,75.40829413862629,C,D,E,-112.77247165453517,A,A,-109.3179049362056,C,-129.43828778948964,C,73.15431065534383,E,D,66.50393684811064,E,E,0
Other,No,Mental,147.53537541458942,E,B,A,-27.896089245978516,B,B,3.7506115248642544,D,20.372251987170415,A,-96.19975629604751,B,C,-4.019661187896174,D,C,1
Heterosexual,Non-Veteran,Yes,-101.20938811477582,D,C,A,-67.9049064196008,C,A,-32.13710151804616,B,-95.97365898896275,D,21.586021967323056,B,B,139.26377374811332,C,B,0
Other,No,Mental,22.918455267922784,B,E,A,10.262683527218012,D,B,-1.231137842635427,C,-107.07072514210437,B,19.69657256421365,A,D,67.61328957487184,D,A,1
Other,No,None,-3.379649062269695,B,A,B,-143.1755167636428,A,C,18.303023794547066,A,-111.52644434986334,C,-195.4557475763791,E,C,129.11976583652455,E,C,0
Heterosexual,Yes,Both,121.36220366953606,B,B,A,-11.513853661898416,C,B,30.475359171277795,C,-34.740545538242735,A,89.59129580769978,A,D,-102.07964267041028,E,A,1
Other,Veteran,Physical,-36.54443352248576,C,E,B,210.3983111195476,E,A,253.75871283412175,A,-156.53090655956186,D,22.903398656733792,B,E,-29.593144405842875,C,E,1
Heterosexual,Yes,Both,-56.77712879860819,D,D,C,-57.82029730718341,B,D,-178.2816591564244,E,-11.731586666200077,A,56.04243825680493,D,C,-203.26352440422096,B,B,0
Bisexual,Veteran,No,-34.00361938366002,B,A,B,77.43297104998392,C,D,-19.189639462028012,E,62.77681988027347,D,76.91407030675236,E,A,-141.5758443659632,B,A,1
Other,Non-Veteran,Yes,60.3460256990976,D,E,A,-7.322262531851012,E,E,-124.39800604509428,E,36.07839927099421,B,-171.12534485174393,C,B,-32.9774530187541,C,C,0
Homosexual,Non-Veteran,No,-11.500181948568217,C,A,D,-78.42900870569126,C,B,-42.544591968612195,D,-52.636241052054714,E,175.62369391270684,C,C,45.3913229450091,B,E,0
Other,Non-Veteran,No,39.13075371044831,B,A,D,-24.908903209809374,A,C,-54.28109597154065,B,-105.82933798534438,B,72.93508821875479,B,D,-86.93489975604813,A,E,0
Bisexual,No,No,160.33980233367907,C,C,B,-3.0878093146231103,C,D,-15.935925793503042,E,-39.224203382743504,D,-23.918233473479898,A,C,111.7540421713266,E,A,1
Heterosexual,Yes,Both,-116.14491909334583,A,B,D,-41.29704091974878,D,D,-250.61255157097992,C,49.19513604344447,C,-70.31354428639058,E,E,75.30513470667547,A,E,0
Heterosexual,Veteran,None,-42.47628814617398,C,A,A,-126.59435918441915,B,A,-56.7612396086163,B,-47.069725666766196,E,-35.19396609674486,B,C,-55.88293634464748,D,B,0
Bisexual,Veteran,None,12.008321648364111,C,E,A,38.618205860742265,C,D,-49.080005460783774,B,116.22566928122149,D,11.010534118247072,A,A,18.68303885883965,A,D,1
Heterosexual,Non-Veteran,No,-147.34749593996375,D,C,D,-116.27430971161532,B,B,59.78891873718604,B,-44.65066603037357,B,-206.15149052164662,A,B,-52.297420161440066,E,A,0
Homosexual,No,No,-79.73699290863132,C,D,E,79.72046166513073,A,D,-123.9820628863944,E,62.036541120868115,C,56.25715821543843,B,C,146.1913942288244,E,D,1
Heterosexual,Veteran,Yes,75.2627788263844,B,D,E,112.87441413067809,A,D,74.4770221998311,E,133.06893109791048,E,-51.05371280261023,B,D,-44.662877931500624,A,B,0
Heterosexual,Yes,None,-35.43903688014346,A,B,E,10.325028210389688,E,B,8.926590838045039,D,138.36590555412627,D,56.95174702138732,B,D,127.4426093891074,B,C,0
Homosexual,Non-Veteran,Both,-243.04970224025752,B,B,D,-25.06259849706452,E,E,-128.1890676556401,C,73.30735372018802,E,-86.00473158929633,C,B,-50.464869835099535,B,B,0
Bisexual,No,Both,-59.648557443414774,B,D,B,-13.753202464492986,A,A,38.32621033876153,E,35.65953189310062,E,116.13496592004905,A,B,-22.101341418440654,D,B,1
Heterosexual,Yes,Both,20.08807270426935,E,A,E,-60.35625238253649,B,C,29.24744075503723,C,65.67832457747065,A,72.24255190437137,B,C,-83.55244008490803,E,E,0
Homosexual,Veteran,No,107.4828637793613,A,E,C,-157.50699508039506,C,E,135.02971882936146,C,12.285900637768174,A,15.782613254157635,C,B,25.036899134911828,B,C,0
Heterosexual,Yes,Mental,25.228750192046263,A,B,D,-105.5321863061768,E,A,25.10944923900607,D,148.94055415118984,C,157.17786390300893,B,A,0.5023269367082467,B,D,0
Other,Yes,Mental,67.6429144731379,D,D,A,-99.75764591120011,C,A,-152.51549410961826,B,-50.882705035304156,B,-76.0493938165313,B,B,8.352961707752543,B,D,0
Heterosexual,Non-Veteran,Physical,107.64256990363018,C,C,A,21.333833527530448,A,C,78.39704786780112,D,-39.392375182579194,C,108.35543088798025,B,D,-56.58349004921837,E,C,0
Heterosexual,No,No,92.8297189508294,B,E,B,41.27264718817932,A,D,-81.71892404458872,D,82.10080291563682,A,69.4002895875105,D,E,138.69176599388453,E,D,1
Homosexual,No,Physical,135.53295696135928,D,A,E,-108.47939572026004,B,A,-1.7142921696351867,D,26.096957488792093,E,-83.36808289540603,D,D,-3.4717531306587057,B,D,1
Heterosexual,No,Both,12.633659843500578,B,A,B,83.05244495232164,A,B,-84.42164846459352,C,-74.27105603077983,B,55.25350205788576,E,A,76.32627477236147,C,C,0
Heterosexual,Non-Veteran,Mental,-65.44243002521804,C,B,B,-39.4069040608617,C,D,-56.25810293383484,A,-149.32966285512225,B,-197.8500984720667,D,E,-78.56722443047992,A,C,1
Bisexual,Veteran,Physical,57.40314356206381,D,A,A,47.767614784641346,A,B,1.277788611402733,D,110.8895398249848,A,43.316644719054956,A,C,-128.30558273568923,C,A,0
Other,No,Both,40.7632181699789,B,E,D,-1.6709583512053219,B,D,-93.54075224145542,A,-71.34380032220797,A,-4.692539780195918,A,C,-125.8297267471783,E,D,1
Homosexual,Veteran,None,14.466776180186901,D,E,B,-119.71348424121535,A,C,-23.969015382687537,C,80.56554138142499,C,-46.20846015946193,D,A,-0.9753015911822871,A,B,1
Homosexual,Yes,Mental,17.328896009823012,E,D,E,130.04904032716775,C,C,32.25767242920847,A,27.772526416216614,A,76.07983697681232,A,C,28.04326592038427,B,B,1
Bisexual,Yes,Mental,-33.56274557750972,B,B,B,66.11570187364978,B,D,129.9284463667852,E,3.617564768223061,D,81.50824229894405,B,B,212.2530044011536,B,C,0
Bisexual,Non-Veteran,Yes,146.71928459823644,D,C,D,3.6639140700105886,C,E,-174.22804372984518,B,93.47583198218759,B,-80.56050953330653,D,C,-302.7313514640836,D,E,1
Other,Non-Veteran,None,37.75546724013437,C,E,B,-31.6698860337639,C,D,-77.41686242189138,D,-2.8504487945665367,D,79.96929490902211,E,C,239.78128801783498,D,D,0
Other,Veteran,None,49.84320835753066,B,C,B,78.96306662887055,B,C,-67.26751951951555,D,-23.7383203582478,C,-25.238266963915933,A,D,-27.860579852969575,B,B,1
Bisexual,Yes,Mental,8.973250810589853,A,B,A,-12.403302591420866,C,D,60.986780133585604,E,14.290816044292526,A,-163.3580254652758,D,C,-130.90036198875535,A,E,1
Homosexual,Non-Veteran,Mental,101.45526463787371,B,A,B,24.36890494855631,E,A,7.18126295628502,D,204.47740497049375,A,-37.95589483551804,D,B,-76.28089529205403,D,C,1
Bisexual,No,Mental,49.50365287550548,E,C,E,142.94080167038837,E,A,109.67113239281888,E,3.0270605643920376,D,60.45916862944905,C,E,-71.11468180362985,E,D,1
Heterosexual,Veteran,Physical,-120.04502872561757,E,E,B,222.2943956459965,C,D,-102.11039052335214,A,-109.68180086841011,B,-127.6419474683395,B,A,-101.23509387278796,D,C,1
Heterosexual,Veteran,Both,14.638861539338569,E,A,E,79.77868436009032,B,D,9.483745186528184,B,-4.4000026495316416,B,-84.65077168505408,C,A,-182.85902776382997,A,D,0
Other,Yes,Both,-68.07779610950342,C,C,C,-8.689410150910769,E,E,169.14824369179786,B,-72.26152110023251,D,22.02168443321246,D,D,-146.4351063574685,A,E,0
Heterosexual,Non-Veteran,None,56.607899578573395,E,E,D,-182.70711260819505,C,D,2.782264970899767,D,-45.94290258285977,C,-26.4547939083823,B,E,92.18156843555964,A,A,1
Homosexual,No,Mental,-72.64152315530094,D,C,B,5.882173187754046,B,E,-22.049806245863714,D,-141.62084247290753,C,19.082331576302796,B,B,-78.67270263905093,C,E,1
Other,Non-Veteran,Yes,-75.60788317639503,B,E,D,-174.893221866476,B,A,-72.28384272065153,B,119.53236436240651,D,-76.22290871479662,D,E,-29.294855420005806,A,D,0
Other,No,Yes,51.76680018585247,E,A,B,216.95981693876027,C,E,-74.58998207866345,C,61.055513659022864,A,-43.213096121227956,A,B,28.126135381559425,D,E,0
Other,Non-Veteran,Mental,-9.910152152800885,C,B,B,-52.69342001821532,C,B,-35.32236830129002,E,-123.86159967647461,C,-58.505467531834974,B,D,81.2352193121054,B,E,1
Other,Veteran,Both,60.7487321025807,A,D,C,85.24413442134231,C,E,179.77449008060046,E,76.27239238754792,A,27.601363691445908,B,E,113.2355607458833,D,E,1
Bisexual,Non-Veteran,Yes,29.285126937720406,B,E,B,-11.247901933459312,A,A,-40.1493269591633,B,-39.22014981191252,D,12.326347178700962,C,C,-169.25942210318408,B,E,1
Bisexual,Veteran,Both,30.16325907855773,B,A,E,-64.46581252233237,B,D,-128.88922237053404,C,-125.53141811324807,E,29.34271127990497,E,C,28.61526610676731,D,C,1
Bisexual,Non-Veteran,None,-29.846434781010117,E,A,B,-216.0687406509231,B,C,92.01212349439744,A,-260.13374436680175,E,75.2870209402718,C,B,76.51830406959361,C,B,0
Other,Veteran,Physical,48.48875420434954,B,E,E,68.96536733702087,B,A,-3.1411757949016814,D,55.04361429667218,C,139.9075466795153,D,E,-22.067681501476887,A,B,1
Other,Yes,No,-147.68880933184863,D,B,B,-33.73155158128867,D,B,-154.83554116039684,E,38.165243264259814,E,-119.75459001616117,C,B,44.53243577240846,A,D,1
Other,Non-Veteran,Yes,-75.57127557215257,E,B,D,3.391523339262313,E,A,16.828902955487365,D,43.726287258270844,D,-30.962425073806422,A,C,7.831323262513575,D,A,0
Heterosexual,No,Yes,92.99113395532264,B,D,E,-19.518544613701902,A,A,175.77002111866884,C,-139.7689919726058,D,50.36477774666267,E,E,-88.29648199515775,B,E,0
Bisexual,Non-Veteran,Yes,29.954994565446114,C,A,C,-207.74503081337693,D,B,14.805598312416452,E,145.03459932370487,E,-113.43459520024493,A,C,100.40677962000582,E,C,0
Homosexual,Yes,None,-92.0045901537767,D,A,B,22.15279683905338,B,B,27.03178149651183,B,105.5550115993365,E,152.03465503046755,B,E,-117.67099867681763,D,C,0
Other,Yes,Physical,-3.877845000586544,B,D,B,-52.5632203761137,C,B,-29.388822366966536,C,-55.33165914875604,C,-82.94532423943707,A,A,-35.195241098056854,B,B,0
Heterosexual,Veteran,None,-72.21659602612553,A,A,E,-37.27147192873852,A,D,65.43742307926017,D,69.1775745864862,B,-175.21560777771853,E,E,97.7800217218412,A,A,0
Other,No,No,58.43923975839762,A,E,C,-18.151170676208135,C,C,-55.64294980425235,D,67.3401361324108,C,-96.49036315757994,C,C,-62.79035330372535,A,D,0
Other,Non-Veteran,Yes,-134.42487093637968,B,C,C,-187.0903410866823,D,A,1.9779206577480908,E,180.3415386972801,D,-137.22702291013064,E,A,-26.72209827030303,A,C,1
Bisexual,No,None,-233.73528525430612,C,C,B,107.82397230177456,D,A,-17.909888848645043,D,68.13783589060714,B,58.47894374289601,B,D,-99.28230591110396,B,E,1
Homosexual,Yes,Yes,124.66851889489674,E,A,E,-84.89905243241222,A,A,-79.4827847245795,B,-121.36524655137151,E,-144.5462900277602,B,C,-27.694537668520287,B,A,1
Bisexual,No,Yes,-25.62272847124637,D,A,C,143.79446556300658,B,B,-76.06031173023057,A,-83.4816904318138,A,-54.294765137708744,D,A,-136.39112965025774,C,C,0
Homosexual,Yes,None,210.9738587153925,E,A,E,75.58534729109756,E,C,-92.19277885463272,E,-68.06162474226515,D,27.91616498912389,A,C,-90.17536318001302,B,A,1
Other,Yes,No,49.28179915255228,C,D,C,187.14396043336308,C,B,-26.198852433183472,D,177.03329133658377,D,37.509180493907834,C,C,-155.97773624426438,E,D,0
Heterosexual,Yes,Physical,-56.60417819347438,B,A,A,-1.1297412769434758,C,E,104.02075312620414,A,-69.48419640348347,E,-5.582169136769919,A,A,48.4480517665832,B,B,1
Other,Yes,Yes,-55.67763121260173,E,E,C,-58.54356874693539,E,C,-83.66138487070623,E,-54.08445722319457,E,95.76585542512798,D,D,85.63175127161676,D,A,0
Heterosexual,Veteran,Yes,43.14920893803079,C,C,A,33.171454968326785,D,D,15.773698465396802,C,35.223329467253606,B,-29.38300675444257,D,C,43.31638648092279,C,A,1
Bisexual,Non-Veteran,Yes,-105.43433792534671,B,B,C,18.6024412166255,E,B,-104.76283436834366,B,-165.56160145761197,B,-1.2369038845020666,E,B,137.04609490205095,E,C,0
Homosexual,No,Mental,41.912608700371635,C,E,B,-25.742292153068103,D,A,-99.44765765833002,E,154.96152201004486,D,-141.284964471829,A,D,14.650330777580727,E,A,0
Homosexual,Yes,None,-91.60480874558509,D,C,D,212.99675228164392,D,D,-72.64515014646169,B,-65.14706531509256,C,50.141251902506745,A,C,13.388463405625622,D,A,0
Other,No,Yes,-117.44682885794184,B,D,A,10.394073945465248,E,C,57.60221259865417,E,-12.820676452752544,B,8.233282825945828,B,C,68.60349839239768,C,E,1
Homosexual,Non-Veteran,No,-115.69709674700843,A,A,E,-35.12597173042288,B,E,89.19706440441877,B,110.27879757283674,A,54.29258810864093,C,E,-19.02810569263145,A,C,1
Heterosexual,No,Mental,65.61250960707736,A,A,C,41.806464951616455,E,D,-1.5531244011715688,B,58.553272000468446,E,-62.15280851032369,D,D,-33.911127094969096,D,D,1
Heterosexual,Yes,Mental,-110.11483681706736,E,A,C,118.27763263349166,A,C,9.54585591305245,C,-75.35239260995333,C,-1.8108121818537202,C,E,-109.08919972197421,D,A,1
Homosexual,No,None,-113.96533150569937,B,C,C,-53.0877498002048,B,E,-38.67575929948752,D,13.047507965316592,C,-70.02125965502441,B,C,2.2734912703467227,A,B,0
Heterosexual,Yes,Mental,-49.70528664824523,D,D,D,112.09243256526705,D,E,-149.68009494626247,E,-52.809911159879796,D,-203.85261311258498,E,D,31.935992108273954,C,D,0
Bisexual,Yes,No,142.69816334041369,C,C,A,115.58875473872587,A,B,90.34923656172698,B,77.55564272835952,D,86.14298039149584,E,E,-3.823231226589659,A,C,1
Heterosexual,No,Physical,101.45427193541427,E,E,B,113.063997437896,E,E,38.65962080674134,A,-17.105445255065412,B,3.8144374903400067,B,A,60.73431664048976,C,A,1
Homosexual,No,Both,198.47389668193495,D,B,A,-41.28361712048858,E,D,37.43946993471242,A,5.752427297165776,C,-46.49147137534039,E,A,45.94335826947842,D,C,0
Homosexual,Yes,None,-165.390515237059,B,B,D,-15.181912561291893,B,A,-47.30756966529528,C,-42.76811319129771,A,115.29624765947683,A,E,-240.61464916852248,A,C,1
Bisexual,No,Mental,-187.28398420111407,C,B,C,-31.992090854810858,B,B,-175.38082135635992,B,53.54428274306292,A,-61.07981309575291,A,E,-40.69904072426292,C,D,0
Heterosexual,Yes,Physical,-101.45789165831182,B,E,D,42.59620445932576,C,A,16.222323867415074,B,84.20077658375878,C,199.4384246386307,E,B,37.00680231093444,A,A,0
Heterosexual,Veteran,Mental,34.69159356516794,B,B,D,66.10869749416423,B,B,44.02221683674797,B,-43.70029746140002,D,-120.58777651163976,A,D,70.36196147310288,D,E,0
Other,No,Yes,231.06976765376933,C,A,B,70.5365498973167,D,B,-11.65610328559716,E,-51.17752727176866,B,167.87896932723004,D,D,113.85654678186519,C,A,0
Homosexual,Veteran,No,-94.20286006932947,B,B,E,249.8850777641798,A,B,87.78973774574324,D,-35.19705152926384,A,38.2098230885104,B,B,130.4978518136138,E,B,0
Other,No,Both,-37.60527823800297,C,D,E,-109.58069584615733,E,A,23.231253923393897,E,-46.639479131847,A,-212.1599990392364,E,A,65.78802175540497,C,E,0
Homosexual,Veteran,Mental,-132.77412177037954,D,C,C,-16.6836304152026,A,B,75.54249285114236,A,121.94368785939042,D,144.138118185746,B,C,75.78676147584545,B,D,1
Other,Yes,Yes,-139.10008341161907,A,B,C,-16.285108846880362,D,C,-11.438813444831855,D,37.47009347520333,A,-59.333179370437946,B,D,-4.611063861115915,B,B,1
