age_group,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
36-50,55,-75.14677638176607,-103.18102638965716,A,B,E,16.916833586075168,B,79.64700430046825,D,A,39.48954002570018,D,1
26-35,24,-62.75177727922237,296.4970860102239,C,C,D,181.81481724426382,E,-47.16969183378466,D,D,1.5034404747955896,B,1
51-65,87,102.9552219619863,-149.15903414813042,C,C,C,137.35373995131243,C,-7.587871949030676,E,E,-107.84594024736158,E,1
65+,25,54.90578661059048,-138.34703678972141,C,C,B,94.27555007378494,B,15.136304833462011,E,D,-25.72170497971145,C,0
26-35,49,44.94262000142795,-43.0526012164993,E,A,B,109.59531126400015,E,-131.57465504392803,A,B,22.653206730923213,C,1
51-65,32,-93.32240343402403,-0.12860097501354492,E,B,D,85.66951842126726,A,42.81190713492433,B,C,111.12855888912576,E,1
26-35,38,181.60495076918727,8.554337938810335,E,B,D,103.08099475406722,E,-101.56589205770581,C,A,-131.01273714392727,C,0
26-35,63,-74.41526609011349,-18.651725936533587,E,C,A,-97.16531506279478,D,76.137989666026,A,E,-31.344417432455625,B,1
65+,88,-95.47505031318799,8.085217263552115,C,D,C,15.226464484939124,E,15.920344238039034,A,B,177.24304403919106,D,1
26-35,97,-150.53703966228701,-5.424994893990891,B,B,B,-41.702698006889236,C,-86.84959287151185,D,C,-119.95693834257119,E,0
65+,71,-12.623250808210127,1.5482642404877252,C,A,B,-127.9973843676516,E,-122.03716126555044,E,E,-125.99515267543417,B,0
26-35,24,-41.64391436443772,133.47734555460337,D,D,A,46.261135059434814,C,6.044747883037987,A,C,-54.52418471621539,B,1
36-50,74,49.419027973740796,19.325302710170224,D,B,A,55.4299958102106,B,144.86514104383056,B,B,129.31427030041155,D,1
36-50,43,40.178431917645966,-21.79758995747239,E,C,C,138.84470988113046,E,-10.900143110611708,E,C,-84.14623506068041,A,0
26-35,40,-22.498448407124584,-64.68541171712401,A,E,D,207.3568331321999,C,-38.17961239819442,A,C,112.49887888519123,C,0
65+,55,71.90433754701925,-94.00437989735518,D,A,E,-172.02486473561973,B,-100.0850838640712,C,A,-173.92306824970385,C,1
65+,99,173.00717962932632,-42.71978082510241,A,E,D,32.59449947201969,E,8.571866107755945,E,C,68.28144777359161,A,0
36-50,75,-41.39532327442684,-142.0362699555514,A,A,D,-8.334415408725215,A,-18.286602086209232,E,E,-24.47077640601033,E,0
36-50,84,-180.01571628588425,-8.278883154829328,C,A,B,34.19785711799127,A,58.80355214488993,E,B,-22.579817150188518,E,0
36-50,25,-17.434878083791403,-75.04148818411716,A,C,D,-156.63670351184646,C,79.82225211910723,B,D,-9.804105963139483,C,0
51-65,33,-90.52001153154579,-340.1367085128192,E,C,E,2.171243256508457,E,-160.8074093307166,E,A,81.06334164235214,C,0
18-25,50,243.69004567434823,46.86058941742747,D,E,C,48.816065005847,A,188.53673782655835,C,E,-51.897765493637024,E,0
26-35,39,-33.644402151672445,228.61456814069925,D,D,E,223.01405712814167,A,61.65509998044796,C,D,-205.88220034129264,A,0
26-35,31,32.6454562400012,-98.94289482464573,C,D,D,-147.06496779677474,E,-99.91608872446697,A,D,30.252017182611763,A,1
65+,94,-119.62301721328743,51.44390691978481,D,D,E,-44.92868828384097,C,33.212163261986326,E,E,109.42702405343046,E,0
65+,29,-102.26239245648061,-118.7338664132422,C,A,D,24.106909785222065,C,-116.16770104643308,B,B,33.19245298720614,A,0
65+,58,-38.54989975360287,-43.769526335861144,B,C,A,-63.66432207704828,B,-67.11225090820862,D,D,-38.71322879378027,E,1
18-25,21,238.18803210937304,172.17348025127,E,E,D,-0.13930727540996998,E,0.8789386033532883,D,B,75.85265785840453,D,0
51-65,77,41.81584592962016,-6.106707594391026,D,D,C,-96.68657770647438,B,123.12564635587844,A,B,-119.56887037844626,B,1
18-25,30,39.74586545571002,-109.96628385707821,E,A,B,56.09069875656796,C,4.228840281411151,A,A,11.75237394481045,B,1
65+,48,48.83206042977181,-41.56066739306784,A,B,C,124.53644074626402,C,-196.33473491970824,A,D,146.33129632774524,B,0
18-25,87,78.69836863308021,73.64691876157482,B,D,E,41.51623963014997,C,135.68116604208717,E,C,-190.53832216659688,C,0
36-50,43,55.30100129191289,-110.22847477802091,A,D,A,35.280084307833235,D,-101.58673570390187,A,A,-0.2429252536992777,D,0
51-65,28,176.35238856609686,35.28044648244011,B,C,D,49.24839489391907,D,-128.7788820313123,A,B,6.863982682360782,D,1
26-35,88,-128.14242540354908,-73.85368507975656,C,D,D,225.00293614701633,D,100.2628153647622,E,E,43.97034691171011,B,0
36-50,88,-0.22464033484797305,6.507780320863973,E,C,A,-73.5916312858746,E,-97.73416274749655,A,A,25.783621991012605,C,1
18-25,50,28.31955335308401,14.85153261070214,A,B,C,-50.051233700636374,D,264.1796830804361,C,C,-44.57856968751518,C,0
65+,46,-127.62920957140946,-3.785774411671828,E,C,C,-55.96427578721035,D,-143.27910369887937,D,A,128.1358762568287,D,1
51-65,82,-58.2540713699011,19.391965043256953,A,C,B,3.596384838515671,B,86.03914997186443,E,E,26.43459159103886,B,0
65+,81,244.7782225107864,-97.74452369871429,E,B,A,28.089066528446182,C,-36.26051440803592,D,D,40.95628026862225,E,0
26-35,28,40.7111300405045,-15.897399152051317,A,A,B,86.89616266234438,E,54.09498610024449,A,C,105.44826066145609,C,0
18-25,27,-90.55587425667588,-219.41550676309683,E,A,B,35.739565052050594,C,2.074946609874565,C,B,-140.30557505854392,A,0
26-35,84,149.03325419929527,131.0025869978622,D,E,C,104.17211877224094,E,119.48888476374742,E,B,-21.976889660032615,A,0
26-35,36,43.058380065242595,-6.099607068489371,E,C,D,-173.77723844089877,D,-19.070217562189065,B,E,-177.29248342914673,C,0
36-50,45,-13.636661988706479,45.17013889874366,A,D,D,-163.3100913988682,E,70.76883917955904,D,B,60.56282089280703,B,0
26-35,57,68.51445806200368,150.69493600387335,A,B,C,-121.27358026546489,E,-3.143966423396956,C,A,-30.742750844097937,D,0
65+,26,-99.57411816269914,-94.23924281727133,C,D,A,-52.51844501765797,C,85.24141566497482,B,C,-38.9952500740492,C,0
26-35,62,-26.45415957341105,-2.7877453904294507,B,E,E,49.73358985618576,C,102.15239828816354,A,A,52.41851875696383,D,0
18-25,32,36.725910502472146,8.334210548088297,E,B,B,-81.0647516170066,C,-94.29337216446147,C,C,167.04945553987815,E,0
65+,36,5.981507515498947,-35.92271950163915,D,A,B,154.64267752556256,E,14.634814688452549,B,C,-169.97809935957406,D,1
65+,36,116.15570904914985,101.27830621313959,A,D,E,117.76838894303765,E,99.21712488596292,E,A,-30.940255778069194,D,1
51-65,86,-97.77564741408067,157.89404980858356,E,C,B,-32.83058801857005,A,-17.334731264570028,E,A,-42.10731262772055,D,0
51-65,19,72.94426247919536,5.986828881046161,E,C,C,17.789632542000287,B,-2.601406811862657,A,A,-160.4290338953459,A,0
18-25,70,-196.11517584895225,-75.30492235464588,D,E,A,163.99360552201375,A,74.81078462755862,E,A,81.88828007143802,D,0
18-25,74,82.56271849137352,6.704160905047832,C,C,D,73.02728453311977,B,-11.20653305381651,D,E,39.83952765767684,A,0
65+,71,-2.3373351370754936,115.74381914393943,C,E,B,-68.76173017138211,D,78.91990413719205,A,A,108.96999074768152,A,0
26-35,75,17.260197552919408,-293.1855051627933,B,D,A,-119.93466830881594,D,96.81864523417515,D,E,113.94069421184096,E,1
65+,68,-23.355992845719165,-14.327470645938451,C,E,B,52.512222624666215,C,98.98565957145173,A,C,-8.211770588286162,A,0
36-50,47,111.912326442425,-46.63125532581686,E,D,A,-87.9075644364879,C,65.85579673370246,D,E,-7.663695471138568,B,0
26-35,63,-140.92989806100988,-129.5625140753947,E,E,D,-186.8056458118784,D,-183.49340560541694,A,D,-66.48097864586113,D,1
65+,75,43.56287939862795,79.19479621275573,C,A,D,133.01998169323744,A,-126.99384801050564,B,C,-96.89352306600188,B,0
26-35,21,-41.61401860432736,-116.78732893419644,E,E,B,7.355360583757255,C,-46.69288492786454,B,B,-109.62317045737618,A,1
18-25,39,151.65805184622243,-238.59894740016765,E,B,C,74.0665125863598,A,-7.892068289818628,E,B,-6.541232156279694,D,0
65+,87,103.62449049238272,60.08115345767886,A,C,C,55.27301952914823,B,-25.41278642238038,B,A,181.1095023351776,A,0
26-35,65,30.472995114764302,21.76695765451891,C,D,B,-164.1136701490142,A,34.45923647316956,D,C,32.92027604775564,C,1
18-25,91,145.70241205516282,30.494859830609162,A,E,B,118.12349370894736,E,49.19761151665508,E,E,-228.270181998955,D,0
18-25,61,-21.070849251249715,-241.1137332297548,B,E,D,-151.5775324606845,D,18.660948188422203,A,D,-119.86559352786941,E,1
18-25,21,-79.98394353646894,135.58692608959154,C,B,C,149.40467959650732,B,179.14014873346443,D,B,-127.35468997603306,B,0
36-50,32,-114.02674672712708,48.217504211118055,B,B,B,14.00688948222157,E,41.59775265898632,D,D,-23.51041993347205,C,1
51-65,21,44.631997459052904,112.06985980684738,A,C,A,209.76409651852742,D,-144.30899294863764,E,A,-55.83092972341683,B,0
65+,19,-35.25825452715186,139.9242014105225,D,B,A,-175.54074234852757,E,151.06812244089713,E,B,188.039872595705,E,1
36-50,20,-71.6039972793986,32.79399796220573,C,A,C,-213.50319022643623,C,-108.31334278626143,C,E,-85.68060680530844,A,0
65+,41,-44.454303561337575,0.9056918315490351,E,D,B,-32.859383058993494,D,-163.8472991073802,C,D,-45.91939300486123,E,1
26-35,78,61.64948618371272,18.634559235301186,D,B,E,174.9441768696031,A,-138.79943300747237,A,E,-90.53107760787947,B,1
51-65,61,-116.19764532781569,79.82290357199442,E,B,D,-95.65081421087419,D,259.51499831988264,C,D,-17.45689269427861,D,0
65+,34,-88.54165319012081,-6.410999402759125,B,C,D,-9.608337782607588,C,121.30563426078942,C,A,-52.95312215961855,C,0
51-65,89,161.85742551536876,54.33304673464645,B,D,E,-146.32700184793998,D,83.97641230277479,A,C,-65.21203336828286,C,1
65+,58,-53.76290529866908,-15.175286923151315,E,D,B,52.8232638837936,B,172.01922759327545,A,A,-19.35122707472654,B,0
26-35,51,108.00698541381797,-21.674076112246937,D,C,B,-133.42650275337346,C,127.5931111564066,B,E,129.6041451850232,B,0
51-65,43,94.61480663979762,-58.98268319669353,C,C,A,-201.39753533935908,A,62.65115981927442,E,C,-192.6304499591392,A,0
36-50,75,-67.8313233134687,-136.4262818506106,E,A,B,112.47619319497595,A,-79.2542327114324,A,C,-119.32874999318206,A,0
65+,45,134.76824608017733,16.82197676926032,B,C,B,88.58346957772125,A,32.09021745870631,C,A,-8.97051458202923,B,1
65+,19,-81.68865493590715,-55.483245723981156,E,C,A,-134.45170540732042,D,-75.84752827304493,D,B,-95.72205274661032,D,0
65+,85,-30.226963972920657,-65.24481410272499,A,D,B,42.47870463181416,B,22.735940179181373,E,B,-47.70008456524759,A,0
26-35,82,15.513208375181861,146.0147724052882,C,B,C,61.127825530979344,C,-81.84058634108825,A,D,-51.45913345643777,B,0
36-50,88,54.37895794564358,172.95364859870134,B,C,C,17.848266564004074,E,3.0901854711068775,C,B,106.27372904511643,B,1
26-35,18,-123.43977872866769,-113.47853290053729,C,A,B,-78.47951146847542,E,83.07026317377081,B,C,74.5436021373832,A,1
65+,27,-23.096294115780374,64.82618535705865,C,B,B,157.25450733884958,A,72.15345998575489,B,B,-92.28056899114925,A,0
36-50,47,28.163050871962636,51.856058447638716,B,B,D,-139.2237755932986,E,-46.83586619593466,C,C,-4.287875784043415,A,1
65+,65,-79.69793176059021,32.100326226221604,C,C,E,22.404513564240936,A,-54.71546362722325,C,C,-10.746450193351489,D,0
18-25,92,46.15620717950344,54.65209147773895,A,A,C,-160.28110570330853,D,-227.62981748231837,B,E,-98.32386991051617,D,1
36-50,43,-84.5114112614733,5.331716553303049,C,B,C,-29.570410467768376,E,-3.7339253430278463,C,D,-2.625283029184509,B,1
26-35,45,-39.69443585925492,-111.94377115311582,C,B,B,61.399618248434884,C,97.25347605324892,C,B,-38.06361114381944,D,0
51-65,71,39.383702499061094,-85.17071506944683,A,C,E,-46.95694986595856,A,-159.12026737630947,E,B,-51.61430878459705,D,1
18-25,35,-75.9926621889867,58.99729595348582,D,C,E,-13.484275731245662,E,28.407632937931414,E,C,35.0185006706496,A,1
36-50,43,41.666015774997575,148.44123802962545,B,D,E,40.309178057694616,C,-1.3493172763380972,B,C,-80.36448402465498,E,1
51-65,92,11.52060093000387,-22.71808099691813,B,D,D,97.27870584788816,D,156.77890515541816,B,B,-90.94692403730191,D,0
26-35,49,62.98473039441146,70.21988630694193,E,C,E,-140.47999729093036,D,-103.53306667487689,B,C,221.40892640615687,D,1
51-65,49,64.17853024980475,27.204023792154157,D,E,B,-41.76763287018097,A,17.46170937074598,C,E,-17.81102186849592,E,0
26-35,50,-57.814874510550275,-52.607991894766535,A,A,D,43.918914017862335,E,-136.13209634385976,A,D,164.1921040260794,D,0
51-65,20,36.41456085104686,-53.44098002665213,D,B,A,-73.97965166505095,C,130.5991738107716,B,D,204.39895581195015,B,1
26-35,44,-113.25465925649493,-199.02169297221738,A,B,B,-72.91207101496654,B,-23.119973635135473,C,D,30.654986985932382,B,1
36-50,69,30.93700884449425,45.31981935041594,E,D,D,-55.44492786762352,D,-79.68830242521504,A,D,-18.45248335218701,B,1
26-35,69,-80.04075039735059,31.29941075227416,E,C,C,-126.1866823465429,C,-15.884080019152217,B,B,29.944669036109712,A,1
26-35,70,33.51190403329949,-169.55412910376577,E,D,E,165.68067057039383,B,94.40711419957141,D,B,71.79541275628858,E,1
65+,24,-128.70152292559277,-100.05068370842064,D,E,A,-87.18547690438926,D,-126.533633230324,A,B,-120.49452962389591,B,1
18-25,86,-17.920366633994895,29.918805271971394,C,D,C,29.780843008330947,B,-23.673557493645475,A,D,-26.620326925690424,C,1
18-25,26,50.846606806184056,97.28714607709466,A,C,E,83.71152835496055,A,10.806027125312221,B,E,57.550626008130145,A,1
18-25,65,-192.37860361541263,14.933373319386053,E,D,D,58.09294211181676,E,-85.76136733916678,C,B,-61.853702576825896,C,1
36-50,24,-90.36126375804149,-15.707615290036403,B,C,D,-107.47598235594116,C,-62.96965423084051,B,E,40.629138332348056,C,1
51-65,91,49.091892885050854,-123.69117895485073,B,A,E,55.146733936181136,C,76.21821662794153,C,C,-3.6839350462708524,C,1
26-35,70,59.34104842747229,165.19167770298876,E,A,C,108.79847262370244,D,114.31628252952255,D,C,-105.02071881147161,C,1
26-35,29,40.78198745502224,-91.5816146603728,C,B,E,-28.837324470635394,E,-203.6317663513159,E,D,85.42586013949406,C,1
51-65,40,-101.67445576671199,48.204562341660775,E,A,A,27.982228543948622,C,-67.28278197114913,B,C,-89.21102243720144,C,0
36-50,45,71.81243262796073,19.812797205007982,C,D,B,-78.90392963406293,A,64.62662277767241,B,A,-23.96933258487855,E,1
65+,51,30.289481694827902,103.18534423366046,C,D,E,109.7747338854215,D,3.5761999646683216,D,E,-113.70505221716398,E,1
65+,42,-84.30658187893386,8.598499525179763,A,C,D,46.93024027272579,A,-63.2020760859543,C,C,-70.99017219162808,D,1
18-25,98,40.55938380614855,-125.49350004637105,B,E,C,-203.77952506726996,E,-147.87152992138857,A,B,-64.83819273114322,B,1
65+,46,-44.10150057614487,-1.982401782887657,C,A,A,54.17652929455803,B,-182.68037452883192,E,D,76.33516871531117,C,1
18-25,30,26.180982764853066,-108.15570976010514,B,E,E,-31.385461464081615,B,20.49496097759721,E,E,-89.24477725515487,D,0
26-35,88,-139.3445949425813,10.332447039243915,C,B,E,-163.46512594530483,B,135.59509156132665,D,B,-263.4652681671435,C,1
36-50,55,106.63977323592431,16.0917505466442,D,B,D,-156.9679033879145,A,54.362847204170414,C,C,2.1578969186653363,C,0
18-25,76,-57.98014753371211,-106.76779245689232,B,B,E,179.23416746695085,E,-24.58564673204558,C,E,27.65937086928405,D,0
51-65,32,-2.878777358055864,-110.22997679767018,B,D,B,116.26241596518938,A,52.5990616836186,B,A,117.84149474942367,C,1
51-65,36,78.39840844083015,59.13943373261637,B,C,B,-84.03828694305797,D,67.64744830264678,A,E,-88.0604772540391,A,0
18-25,66,-80.30906512461372,-152.5709012022069,C,A,B,73.32147906679558,E,-76.1515728880813,E,A,49.1261310542951,B,0
26-35,64,-126.83136078015464,-99.06499741446227,E,A,C,-32.81721218717949,D,69.4611266164195,E,D,-161.1191823303049,A,0
51-65,21,-130.7951293866084,11.409236587850243,C,B,E,-110.41907214803518,C,33.816934237843924,C,A,-24.761776207466227,B,0
65+,37,-9.176979150751526,60.45680824968136,D,D,A,-8.064430078548957,A,211.38575961255603,B,D,190.41379920057048,B,1
51-65,90,-95.83614296148997,2.8417686476345545,D,C,D,96.78537060922471,D,-73.41511785181308,D,E,-40.3405239786008,C,1
65+,52,-20.205084851970998,-84.28408578860629,C,D,C,-33.73534661219871,C,-0.2114177261172876,B,B,78.661450324588,B,0
36-50,53,-185.01402612971364,239.87844954896843,C,C,B,27.69674468587196,E,-109.65111620382919,C,E,129.49161938272334,A,0
65+,64,-72.8083538205002,-8.978024320057276,E,A,C,7.891727356981362,C,190.7601310778812,A,C,-41.55224047677468,E,0
26-35,39,57.037343155374955,-81.43383733503167,D,D,A,-67.73998699128292,C,-27.111928508980494,D,B,40.50441931702445,C,0
36-50,78,72.61927588449142,107.21765291419054,C,A,D,-79.40051085900053,D,105.06116382946222,D,E,40.37406987378381,E,1
51-65,60,-153.31022952801754,89.48475749734955,E,E,A,69.5671679436687,D,30.462258345062722,D,C,86.25236100893925,D,1
65+,30,-42.657781459880276,-83.45996573248792,A,D,A,-91.98101061533347,E,-68.05289346593165,A,B,-55.10636794177318,E,1
36-50,35,116.84485397213886,35.117680264952895,D,D,E,97.12871802446887,E,52.3561220144265,B,B,11.388010996599556,B,0
36-50,66,4.202650703319084,-108.15805400437213,A,E,C,126.68139786112438,A,-67.42780482966666,C,E,-72.46409127156932,B,1
18-25,67,-47.30687531849597,57.75027027886369,B,B,B,-26.41199713007095,B,-34.81877681280627,D,E,-26.39450077746036,C,0
51-65,64,68.2314013358641,219.70460005812944,B,E,A,-42.44612658155738,A,14.023922456433208,C,B,105.51681793180107,D,1
51-65,78,38.476622601815706,20.491197738403788,C,A,D,12.233709585816383,B,-3.3954778721385535,A,E,40.77518153736431,C,0
51-65,22,-37.05744745669693,-3.48930031781318,B,C,C,-95.67108597266969,C,46.92285861760126,B,C,101.99523760304213,A,1
18-25,52,-114.41766831884455,214.10983011358584,C,C,A,112.99056463486355,E,3.23095443550648,B,D,-112.42284271751872,D,1
65+,77,77.29625850724676,-132.99105713534604,A,E,C,135.75972630016457,A,-73.50583625183505,E,D,-106.00092606164088,C,0
51-65,26,-63.73846040932677,55.16320873972147,E,E,B,40.085685814292994,E,-9.774963250400365,B,E,84.82906044789912,E,0
36-50,44,68.58814773629877,128.37189466038706,E,B,B,102.545830912796,B,28.29793224927283,B,E,284.5037938736344,B,1
65+,82,-21.144806660261477,-28.686486436410725,E,C,C,2.1313507406559786,E,-20.752047326237268,C,C,158.69456024847736,C,1
36-50,90,56.38796667450025,-51.678585483374675,B,B,D,-14.237649642253295,C,-90.7783750540566,E,E,167.09546745296217,E,1
26-35,87,-3.2073121457590266,-5.751624569510263,C,B,D,-78.53907577163216,A,125.02890006985376,E,A,-3.0678602936176675,D,1
51-65,24,-8.648881980418162,187.10661777533332,E,A,A,-14.714254235743486,B,-107.93662495992824,E,A,51.02691099849097,B,0
18-25,31,-256.1932450875869,-117.63467203476439,B,A,C,-76.5980839921257,E,-28.13827959669447,A,A,110.8063278061868,C,0
51-65,52,-66.01020239867789,-188.2829711833583,C,A,B,131.42901843140257,B,-18.1103512810902,B,A,-23.18543004982516,A,0
51-65,56,-43.43066948543024,-145.07533628413873,D,A,D,48.42489478140417,E,112.08978327346419,A,D,87.6337879493501,A,1
51-65,94,-149.48402556534234,-70.62536333925942,D,D,D,-124.12741250364942,B,-25.03086190324951,D,D,99.4143026029827,B,0
51-65,25,-104.04791812736008,-27.418232240899066,B,A,B,83.63916624803521,A,-6.655578076047676,A,E,-6.555249091276195,A,0
51-65,39,-11.984449975868984,-217.54194984115364,D,E,C,178.4833511140412,E,-95.8071964077883,D,B,60.208304439980985,C,0
18-25,30,115.64746129169659,143.41956430030606,C,E,E,-63.601786309245355,A,51.35714328062983,A,A,126.5539270066618,C,0
65+,78,-108.61954354814827,-35.458345005226846,E,E,D,62.68063527504582,C,-37.023658581265614,E,C,158.92194242077508,C,1
26-35,45,141.22050600081988,35.31725203205329,A,C,E,-41.133895017475965,C,-64.78203295931718,E,B,-126.11279815448793,E,0
36-50,54,-89.42278803380557,88.68830944321937,E,E,A,75.53872600884046,D,99.05962015114834,B,C,10.720102813886113,C,0
65+,35,-33.9872290518254,-36.12290747005462,D,E,E,71.47060812301366,E,-44.64771404266679,A,C,21.500416216207302,C,1
36-50,80,13.131260983727266,-75.20528817547314,D,B,B,-68.33535513064622,C,1.3724630517924121,B,C,46.153773067435736,C,0
36-50,20,-162.54799641933613,23.04126562631784,C,B,D,198.33448194338433,D,12.28872028699794,A,E,62.497494624015474,D,1
51-65,70,-75.21316803266635,-39.539527349720494,D,E,E,-146.61512314760827,E,-84.32054487960306,A,B,-147.0494303469799,E,1
65+,76,164.08734394842838,-24.347490739222838,D,B,C,96.3283022437031,A,-1.1627019883938887,E,D,20.892407855888788,A,0
26-35,98,29.93850940741129,-191.16616869229836,D,C,C,70.62263535048818,C,28.250994345210383,B,E,82.22369554887759,D,0
26-35,63,-29.969812411144446,23.455672719098153,B,A,A,22.30557658924599,D,72.90304712193267,D,B,-76.1888023396728,E,1
51-65,45,45.635444104315894,1.1254800919573114,B,B,E,-140.29612233247886,B,-60.53761258902246,D,A,-70.23934127505397,E,1
36-50,70,15.835197290992786,11.933140164879232,D,C,E,-95.48898244205303,A,-122.9756789970786,A,D,-63.52812018645939,B,0
36-50,27,-87.11044134691561,-47.71943968716665,A,D,B,-72.83359816238456,C,-198.55902327596314,B,B,227.0582901954354,E,1
65+,67,85.9198351197197,-29.82152641860309,B,D,C,-72.36936348275484,C,120.63599909356297,C,D,66.42076735161245,D,1
36-50,76,197.18270156095807,37.72039395080137,E,A,A,-27.779186050831907,C,-20.330864509453814,C,A,-12.457812032232848,C,0
51-65,30,-8.938998705077816,126.71661582998217,B,E,B,-99.83136457195117,A,-189.73986963120785,A,B,-128.98483607299616,E,1
36-50,71,3.9634324159057153,32.977324321937225,D,B,D,228.15564578280507,A,-17.02787646809272,B,C,-5.664212857505936,D,1
18-25,47,-6.168362958668263,44.297527930506924,B,A,A,-29.871368057424725,B,-33.71456987022093,A,D,132.05395278999677,D,0
36-50,75,-1.861047070642283,-21.024645483591577,C,A,E,-146.78965834924506,C,26.693340268547523,E,C,123.2994723007361,E,1
26-35,58,-24.898440634762885,47.200038244161554,B,C,E,78.54610240966552,E,-17.786223189610407,A,A,-76.1250916285164,C,0
65+,44,7.154457615158988,111.92018482112671,A,E,B,22.788989938044274,E,-150.89564424090437,D,A,22.1285308248395,D,1
36-50,32,107.07054554515629,-177.76019071285438,A,B,A,-38.41035426653062,E,6.062031466010998,E,D,-83.67107890565534,E,1
51-65,42,13.473901508482317,65.0781689868637,E,E,A,-15.89474169122512,E,-100.26909790912113,D,A,-9.278093403223913,E,0
18-25,50,-64.88594562628799,-79.40402093095791,A,A,C,48.81099449376895,B,-9.261814281476152,D,B,22.579633370871655,D,1
36-50,62,-11.261193671553205,49.56947792434504,B,E,C,-36.573634145416335,C,-81.93948629025235,D,D,96.30189721632809,B,1
65+,54,-136.06954602456202,111.20531297773759,C,C,D,-19.948349556208814,A,-199.37179116433649,A,A,9.059022840603506,A,1
26-35,50,14.623324691234133,-82.02521120363991,B,B,B,-122.04413428751985,D,40.80123656423692,B,B,-73.5998881943537,B,0
18-25,55,123.25255190915824,141.0789184236699,C,C,D,86.81329348804393,B,-91.0839630726347,D,A,58.690975544121606,E,0
18-25,46,-175.89502377149205,-109.04168627098096,D,C,E,-49.61681107646455,E,187.28737776517644,D,E,-63.039000993603764,A,1
36-50,29,35.68981346266477,26.07141773499882,A,E,A,-9.559602030198207,E,-61.68832936354155,D,C,-143.06502977302742,A,1
65+,88,-52.508210118022824,-35.4847330642469,B,C,C,33.73032633447166,B,-199.8493023189257,E,E,-75.38054089720065,A,0
65+,32,81.00570714657626,77.91105879989777,E,C,E,103.97339151404886,C,53.772544828676594,E,D,69.46707262782692,D,1
26-35,20,228.21745281892055,129.18489080805637,C,B,C,29.283472279833894,A,-134.46084299803283,B,D,-143.65628209440655,A,1
65+,60,15.124777268127001,79.51196952901002,C,A,E,30.66853634470949,A,-39.44975545227286,B,B,-46.53339730351182,D,0
51-65,30,-21.53500780434237,-78.88556671003028,B,C,B,-30.867820840030546,E,-20.362079636188557,B,B,145.71274371294797,E,0
36-50,74,-43.35828674854892,-105.5469780216699,C,D,E,29.25978163445996,C,45.96612231552845,C,E,-66.50958581073432,C,1
26-35,23,-189.67645388117165,-94.43597418343617,E,D,C,23.783770530352935,E,13.474953142262692,C,E,-22.23077302543968,B,0
36-50,84,-110.77240655704215,77.01830110515321,D,E,A,5.815946542428653,A,41.15485685133949,C,E,-94.16294111289587,A,0
26-35,81,-21.108448435959872,-54.76869757802058,C,A,D,152.29345115284363,D,5.089333887695767,C,A,-49.69596802280785,D,1
18-25,58,-5.403090554246954,144.32813111922027,B,E,E,22.46852786648337,C,175.4958784145796,A,A,-96.3298107602357,B,0
26-35,47,-15.674705420866752,-30.49019262698994,E,E,A,91.44218239387703,B,-152.46209177723696,E,B,-102.69084686328327,E,1
51-65,69,-6.411803293482257,-18.888223133790703,C,D,C,55.835412330191225,D,-97.76626456777888,E,B,-116.53348192008623,A,1
18-25,47,-59.47025107811794,93.86106642952052,B,D,A,-34.44086961761985,B,-130.69986465083642,A,C,-151.49773287600883,E,1
18-25,70,-204.91761454859346,11.411778941289754,D,C,E,127.30092013526489,C,-7.408692541881106,A,B,-108.27719233849773,C,1
18-25,65,-45.96247658472345,48.93699632584201,E,C,B,91.57956295141051,B,-159.64266179048167,D,E,-7.7079148109770665,B,1
51-65,36,65.57330516986927,-17.354753845738134,C,B,E,-164.66250503650502,B,-71.61957286142284,C,A,-172.98122522596975,E,1
36-50,43,65.16431061194398,113.56338297028294,D,B,A,-10.10438041063807,A,-61.49436829574918,C,B,-1.5817831183124413,D,0
51-65,36,35.766757166658685,64.85790612531747,D,A,D,83.79538633976998,D,-10.264519961465226,E,D,-175.62924277020514,B,0
36-50,47,87.88678904370109,171.8100272730061,D,A,C,208.6819754932085,B,-6.702290001561807,C,A,-66.70181040647728,B,0
51-65,45,75.73655429831435,53.15909900469023,B,C,A,59.875480272710234,D,77.9136150423642,C,D,114.85882913802934,E,0
18-25,50,-86.00306641761958,13.413104416768773,B,A,C,135.71451276110596,E,32.326029486624186,D,A,-13.191613463694264,E,0
36-50,91,-103.11590173787901,136.5279533441214,A,D,D,-7.494079252959344,B,-136.8291489240827,A,D,-21.093728219279754,B,0
65+,59,-53.50166821216716,30.241624106575177,B,B,B,208.52129525185762,B,40.79023825323896,B,B,-27.263829672937835,E,0
26-35,98,-0.4239487593610977,109.371802340854,D,C,E,-124.99631909359378,E,-185.75382272015176,E,D,-69.33286408130392,D,0
51-65,82,115.53764091050442,122.05234240395203,E,E,E,92.76628709232544,A,-77.35179063157422,A,E,-111.96325633884553,D,1
18-25,78,-41.61464229280878,-14.367089457274593,E,C,D,-153.51481186553792,A,-33.15429210631759,D,C,-47.649490698393116,E,0
26-35,57,-42.50985829425392,117.19167115748597,E,C,D,-46.84539395062572,D,-24.473264049413697,D,E,269.65561287343144,C,0
51-65,59,-105.1697793963511,-12.6318129386077,D,B,B,-25.373497293351534,E,87.5517403480409,D,D,-91.16330290269453,B,0
