nation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Mexico,36-50,-172.0936040252235,-138.09579342681664,19.255022555203475,D,95.81254898284448,-35.862064485693004,E,12.200632243411395,71.80357654891081,-152.6261584094978,0
Other,51-65,-215.53288755281775,96.40526595885528,34.39057664859446,E,-24.330291976509084,61.28088186103412,B,-95.32062108994886,19.700336517454577,-38.091802845618425,0
China,36-50,-65.31098426927751,160.83362336724161,153.28402498744273,E,48.37341755923845,6.708864952034908,E,-167.50531423163375,26.489167238815988,6.239372263063104,0
Other,36-50,135.14895247552596,140.77891261041108,155.32065759958658,A,-198.485974634345,-54.398359190899846,E,-65.04325506991702,-18.09584339466963,-85.79523404325306,0
Other,65+,-5.460927892832381,-222.09434420167966,256.71040210082185,B,-147.48957575856792,65.8285584708596,E,-4.54833709206589,55.60787463133558,-49.40658818504732,0
Other,36-50,-80.82068753254954,108.89807694424431,-125.4072340326577,B,-178.82178285204887,63.566847793219736,D,-0.4193205283236518,-61.358185204023265,-74.31789361004188,0
China,26-35,-127.4190469133362,-0.9728413073819281,-150.09630886026588,D,10.411681181434613,-156.97456224500314,B,45.32992490864533,-67.09465401450817,-28.1699061224248,1
Other,51-65,2.381754688978118,33.206020425536394,75.16845068001284,E,28.222639665417184,-56.919116517356436,B,-73.64266969723636,117.95794824432384,163.46753555680633,1
UK,26-35,-5.183032929971481,99.39889777560138,-78.63866738658872,B,87.2823510150677,-151.72648839604983,D,13.77278905744892,177.4707313234662,-219.55189712132199,0
Brazil,26-35,95.93200667896602,-88.22643525461565,-143.77671441210967,E,98.3570214466944,-63.124241180146626,D,197.28989558882634,-118.20950476230128,-5.330739040739309,0
US,18-25,64.10016756058424,-76.05881614119095,172.36048406503713,B,68.31114827628693,104.13337320700727,B,-78.01769654885898,105.08317871523745,-183.47329079815717,0
India,36-50,-8.645151552415278,-131.87565148125483,-88.70757426501262,D,20.348228392231523,-1.5067526860836116,A,39.833322277501935,107.99549343723707,149.71074990275383,0
US,26-35,-152.52559786501095,-148.46963258156504,65.80551980846792,A,-73.14600887766962,-81.4500025115786,A,-125.44350587245827,-288.92380098457977,-53.98716427145808,0
Brazil,18-25,-76.90137516600944,-40.9113539487178,-38.6145933092744,D,18.202669538620555,-146.1655986852078,D,82.469864713236,-47.35848926902656,121.49431691300974,1
Mexico,51-65,4.5529000938963735,117.80866842137976,-11.039785479884731,D,-134.7545747796782,6.79122066193711,B,-124.04617112636365,23.477710172438524,181.98898755762508,1
Germany,65+,-44.387009684222036,-56.406620291184026,70.83141573055289,B,-54.63937666602774,64.55102313921121,E,-162.74172121945196,-42.37127766166158,41.23925939223015,1
Brazil,36-50,207.0694782262505,13.185445555443367,49.93116337404979,A,-51.84024255135034,-63.77116259363318,A,-107.14487552467646,-22.31402837248698,142.2326887715941,0
Brazil,51-65,30.478580208154053,-102.76238203386386,-77.90147789129192,D,21.16567344916968,-67.33380777942394,C,88.32394181486941,24.518475565771165,111.46330797221438,1
Brazil,26-35,-70.63080115349133,-1.362277336117208,-217.6035967571285,A,129.00239727436954,156.98252577940818,C,110.82965421744888,-7.168674988991143,-105.61885278150092,0
UK,36-50,66.07434311574266,140.47977074450722,-51.74820330655858,E,-52.70781446465461,45.991873469981044,C,6.632188654758367,-47.060941175262606,11.891132897840349,1
Other,36-50,53.62134683990868,-11.827421875132954,-7.422868750884659,C,18.17467335659328,-0.6723318310447084,C,31.458317719176833,19.105734872529005,-83.11738986412145,1
China,51-65,-52.25813609421844,-184.55100023727954,85.2010745711738,D,258.76517905455916,156.52054537105238,E,-84.74179915346814,44.038804383251055,22.17232326534792,1
China,36-50,136.06347452665318,-18.68306253447665,-149.65510306750735,D,106.19447317309752,29.005712546437064,A,147.318167960038,92.2866763479862,-82.54766851378687,0
US,18-25,7.4464324603432175,-44.322465258739136,-128.01616857754567,C,29.973427456235495,22.78143836855936,B,139.51442213584545,-36.493228618772655,134.51918811843834,1
Other,65+,10.738499903692947,198.9411471588309,-143.37057716304506,C,35.56709449071852,0.6919361966422574,C,64.07467368932925,-9.558049626442541,-52.44264867821188,1
UK,51-65,-59.27902998712084,-30.231882104936318,13.813159194243521,C,26.32261383456052,-12.29866008035949,C,-103.46864120057087,4.739487654876426,84.10099843878855,1
Other,36-50,-24.324440678510218,84.89102728722816,162.68825687217674,A,-3.72942958964478,-79.45230292819627,E,-49.58722005742695,-18.384041963148647,-8.972826831585564,0
US,51-65,154.6980732749373,-184.36417414968648,-126.48149872137047,E,-70.26583894529769,-0.5724420472696841,B,40.35752580825791,-33.86474499545891,-102.28532583039589,0
US,36-50,78.88355264774854,-67.34888338878125,-115.52757372858156,D,29.296257475960463,-329.2454024222855,B,-33.855822023906654,-13.771015838932223,123.12529153802436,1
Brazil,51-65,-55.14973768469471,-58.83054466196924,155.76935386600383,C,-23.059848632325423,-59.79151194025316,A,62.93320011538103,-135.3708593368484,-181.23404215393066,0
China,51-65,-101.0078200228544,102.59852177493072,19.704946398979438,D,90.63042464278396,126.35789755340024,A,83.33495479591907,-42.82532268657885,50.07607368032523,1
Brazil,65+,-53.86986242979981,-13.612611372696737,31.508539745927955,E,-44.896581302567306,135.06161884399265,A,71.78780414625466,171.99115462811469,18.5741593882334,0
Other,51-65,98.38617363490309,87.64096146274633,115.92512941151605,D,14.819569583157682,-63.3935922208406,D,-182.46558729484124,-62.7090604211634,39.87259578202515,1
China,18-25,124.74916490002255,-45.47804980691118,103.17292575514452,E,-47.29856118133218,35.303321315946704,A,-92.75351716244954,-118.94457339860594,64.04142854659374,1
US,18-25,-72.78681331443916,21.205765143928172,-49.39255065963143,A,73.0738348519602,-63.861783638449864,D,148.1885867768529,178.49065978593472,-208.00280464881018,0
Brazil,65+,5.994428820780306,-59.998424642589676,123.00993127431138,A,-95.18755765153264,55.598245209470306,E,51.96537496207468,207.66101658171823,-78.28013774539657,1
Brazil,36-50,-43.313038285260696,9.780740297184911,23.74529457783197,B,-202.076986728997,-51.84720839046856,B,-74.41248831699863,140.9752592886663,177.47819828315676,1
Other,36-50,20.835872458420557,89.39529584296825,-25.630541559738706,C,-195.45388027555856,-22.075220687310694,E,27.929494610990798,78.14908722086527,3.558674082127159,0
Germany,51-65,19.355139561840932,126.4257211526753,-10.740039962919045,C,-22.18004348373229,-2.2593391763192185,A,-8.62421732830395,26.091573889185966,-69.1862363027146,1
Germany,26-35,-49.075221879597244,-116.0165637283606,-124.2432197038162,D,88.97355141013713,-66.53528343567122,A,120.76967424328406,-95.18035251804899,18.94884669236176,0
UK,65+,14.699519021707811,35.31965793581005,-93.24508799374969,C,-61.603513149790835,123.13555255178585,A,71.44050393286827,262.5749349265954,-122.77348570988144,0
Germany,65+,-136.9024440862574,-136.22370386256836,197.55733739449,B,30.373904086890306,-196.69077245509743,B,-29.311672367154895,48.02868470679993,24.38288109648365,1
US,36-50,87.76779358444296,84.19660679100896,20.076569634500878,B,-13.929559857980362,122.91933580803065,D,96.28573209238016,84.35846808130954,26.611399875619128,0
India,36-50,-215.7100541786646,-36.25537715077755,-258.5562501672603,D,-0.6992468844691653,-59.93554970602594,A,62.97823743990503,-81.35717247229248,-7.755633386177325,1
UK,65+,-75.50054061954249,-23.217878831793794,54.11606644016245,A,21.692463809003193,154.77394938490113,C,233.0341753054129,26.229116845861856,-46.79395613182246,1
Germany,18-25,182.75767536799836,34.163041314412865,-6.405920214062874,C,5.217902784214489,194.11895555524796,C,-50.77499671320673,47.747225031487886,248.23143874875956,1
Mexico,65+,-72.52749602318883,27.762655598605452,-1.3768382808680477,A,32.34237307884162,-39.573659769781756,E,-57.73047153667593,3.720001143598992,-3.6333529840629644,0
India,26-35,175.32081759633954,128.9477786713323,-5.17222621029915,D,139.9822540951283,105.53434752067403,A,138.2457537720155,-103.64535030471606,87.46825352468154,1
India,36-50,16.971981391905828,106.98771039451212,-96.152074639473,D,189.02762232397617,56.93538448911401,D,2.0882740428240574,35.414186079453906,96.49039492002085,1
Germany,51-65,97.12843667796145,-47.34236746655692,-45.94683023747172,A,69.38811787349137,-37.69295668357056,B,-30.51658552264897,79.10893501353067,103.05834942019563,0
China,26-35,-59.979208689914046,3.998105967508272,-4.4170375584918435,C,-170.34433005592356,27.136977310958443,D,11.34373294474865,-155.7105316037426,-15.999238166053626,1
China,36-50,46.270305762928295,21.725579593890433,-158.13679846888627,C,211.92953240285277,-140.51410799634812,A,-54.233288557658724,44.80148382896564,-1.6830245134029662,1
US,65+,87.18773295396538,18.836616427991824,-61.71258445072988,D,28.103748149613867,-141.41647059128374,B,-95.45034464160238,15.731977204123531,25.745200219709208,1
Brazil,36-50,-23.867753061901094,107.88567645788665,-172.15072275580988,E,-68.06788958267688,-52.6006885899376,A,-288.25520363571695,-116.40876823782855,104.90574481041838,0
Other,36-50,134.5165317928227,-5.3061492151955925,10.992887227512666,D,71.09613248949948,81.82953475929199,B,-9.427022979252293,76.19086700982544,-87.64198197418607,1
US,26-35,95.98890066022638,75.55174147093598,42.82078333520322,E,-6.8710133342075,-12.16356662134213,E,-38.44212287842892,-32.17459796463773,-75.47808732588565,0
Mexico,18-25,124.65179391650317,-106.09841133501385,69.65590806736088,C,29.90936277918297,109.34365671622766,D,45.69473515664762,15.36895653878937,112.83445124826574,0
UK,36-50,71.51414177063242,-44.41283138032509,163.29565910638968,C,-118.45428508207911,-14.172867062397595,C,34.88927881782857,-124.00631747998973,65.04571845658606,1
Mexico,26-35,66.018605204802,-57.41256328339084,139.84734150644672,B,-133.81255356757032,-75.45063134282586,A,-96.7025105438594,-91.34759728192111,71.87122016371131,1
Mexico,51-65,-35.004409561178726,136.349853703251,163.0040166815039,A,-96.08830697656681,-139.57707652200278,A,115.76135781277672,-23.105475375516892,96.47761466630526,0
India,65+,55.21917134093807,67.16802783161967,11.64028874624859,C,49.53421314446798,-258.57163447357306,C,247.24462799412956,64.34646329457172,32.94282005555848,0
Brazil,65+,-74.07057935646357,110.34731964158391,109.02036654715359,D,-40.064191819525306,-16.330141500065416,B,-84.81099288702625,-218.7449429089098,1.7444871506042177,1
Other,26-35,-139.65440727356423,-80.80948363387448,-68.69832660802223,E,-70.67958097038914,-73.25015933723722,A,5.046927435532974,134.93368712334285,24.741503630971973,0
Mexico,36-50,-151.06828077268105,-48.63176954012904,-16.498690184978205,D,-39.105233421767,-5.766062292186631,D,112.41728500771111,27.480052252607727,-40.371780749157445,1
Brazil,51-65,52.938538024371105,11.325829522937521,-64.01006006648338,B,-68.23764372793929,-139.326215426356,B,-19.825117262168654,207.1787702017766,-189.62323706623096,1
Brazil,36-50,-25.305840669982217,-48.20842268390952,-88.855468139233,C,5.650053970385203,4.621404129690225,B,-44.27323265964483,-11.713773579707741,89.45987681126523,0
Germany,18-25,-43.70720104970435,37.499638544370534,-29.697258944229056,D,113.35939095225235,65.2289194087802,A,-146.89941199521576,-5.528652555851846,94.61682280545702,0
Other,65+,-32.509043269371055,2.881392894660821,-15.3643813335608,E,-23.917097612807062,-45.08106197294873,E,-65.7779164088576,-17.03137830149805,-91.5725535084262,0
China,65+,-5.674282762903569,-9.821333247718915,-53.58579444493995,D,69.25487008607065,-14.712810737521078,C,-21.778386290978894,129.60978822924844,44.6767063918245,0
India,18-25,-142.22251136580857,72.79613133734607,3.378289656732397,B,185.45747885676832,-100.01892191616054,B,-18.035872541745697,148.47570503710978,-4.365289258153486,0
US,18-25,-98.14552273022014,166.5182748470425,99.11528794927918,B,17.74607999096659,-32.70503892358537,D,-89.0091221823009,7.842765538226414,152.12607963568445,0
US,26-35,21.725315718888343,38.916913203627566,-54.36127568807267,D,-11.465443776395974,42.05026766203366,D,-25.583441626551345,-95.98425990891037,-3.2169310821024277,1
Other,51-65,-128.67637171843376,97.81441790449797,145.10343055669082,C,-116.0461625130601,82.2637607854997,A,-213.29299353031033,25.324681402748688,-63.77460659456887,1
Other,51-65,-46.68037363993315,100.26591085213398,132.37940415583273,E,216.7860954706671,-63.36929793089967,D,81.45754560643088,-80.5124167363326,57.573672192872124,0
China,26-35,-69.61113433639902,40.261309107170284,28.358359815439186,B,-17.291923119393836,13.490245893869886,B,0.5691199896102749,20.972746304869773,58.79012279092428,1
Brazil,51-65,-119.39389372993512,-64.99305230123926,-69.05131177618115,E,39.13109361419357,-166.47399699626786,C,-5.179556462944697,38.85217418492186,-108.14134719717615,1
China,65+,-51.474847684257774,-11.240379976394179,-55.4304945380679,A,-0.886141349348805,-59.22348364622776,B,120.18662595443476,-14.065462536853229,-88.86586192395744,1
India,51-65,30.17623006724392,57.303582460231354,153.89699096170676,B,-110.78469521280086,253.71723860460915,E,-78.06413052845733,41.9565242460068,91.47767193050683,1
Other,18-25,345.98274890716135,-60.654184630331386,84.5642577885846,D,99.68182910240415,-151.71048117589038,A,94.57964798574696,-112.52117559201764,-231.0336964781285,0
Mexico,26-35,117.3428302589146,-153.65947809111412,-161.7907542380127,B,107.32921371641086,-193.73134337335813,C,-138.02887422567366,23.252027378973054,-135.88800765779817,1
Other,18-25,131.18077727001918,-0.5534202433508726,-30.401807679897765,B,-16.893662471641335,246.63154423674592,D,-130.15849044083697,-153.4084903442972,41.79949727037558,0
Mexico,26-35,-94.3321095606781,-89.23446574520565,71.99530301344875,B,-46.813275890087176,-29.883678167561197,B,-136.47948116926878,-60.0177072304779,-253.65912246150293,1
China,18-25,135.48708923993772,-73.15263698809919,136.39107488876448,A,-41.35794921527254,16.213530053497845,B,-102.87555369567991,-117.09724044995025,130.44860434629703,1
Other,65+,-27.160114579552086,96.7840717140987,117.74573817323599,C,-103.08822137948613,45.82048355945631,A,-44.02241811957187,13.095948742984742,107.52058997001674,1
UK,51-65,-103.02948406837524,71.65940189871212,-30.356092902477755,A,-33.61320456699024,59.5833655603076,A,-66.38560769625941,-155.83395814661316,41.76107269208485,0
Mexico,18-25,75.03772946692995,79.836927982422,-84.8379678915666,D,-222.45589633799295,194.559403068157,A,67.5093924582304,10.335812921976583,16.682753201338706,1
UK,36-50,103.08579050945875,-14.43062584565086,48.58829803804644,B,-5.180905809121416,-165.76666569179864,A,61.39945468834345,-19.956403415035812,-0.04383952283353924,0
Brazil,18-25,-46.70993075325666,-173.16226694801048,6.698299369012084,B,38.770301086058936,-59.91136165384914,D,-98.81858299527335,-60.71413626824803,87.41923947746324,0
China,36-50,-50.21137291089328,-62.652120221463726,53.84230447114865,D,31.08551916973836,152.1796868298324,A,-176.53573595442847,61.57257778738909,123.64743974411994,1
Mexico,18-25,-7.429318640397205,-150.2701219087372,-61.180304383234805,C,22.92542924486947,-11.7077907371095,D,134.62769719995777,-135.85632857845812,137.62761349703777,0
Mexico,65+,108.4288323187036,96.87718570847011,20.016452194871786,C,-20.161928086539927,203.94356005035058,D,-37.26954067028889,18.72981116092548,149.0332365552303,0
China,36-50,206.85777410371514,-17.354809483707214,-110.8133295117264,B,170.44531195851914,-43.89505691176105,B,64.00596050863842,-30.100816883834327,-19.271456995800783,1
US,65+,29.04024951318902,-104.67890438331075,-167.66255440371,C,-18.970874655046245,22.754657412178307,A,-150.5951708735215,-24.569094325812245,-81.69226046088876,0
China,26-35,177.48082759734908,-27.948825421994318,-56.17502575708133,A,-47.474877724272055,103.45248122990296,A,-33.45164416151661,66.1891566539692,187.72925223317998,0
India,36-50,113.7820798904877,-5.962493822319191,-86.2963226193149,E,-88.18169518944556,-143.29442976991734,C,-42.1915300008022,0.7032931691535663,29.759435983637644,0
UK,65+,-88.28882683581442,-105.20962070111459,-63.63622635643614,E,-10.624421283029116,-39.15590433890256,E,-10.496509682912386,44.634236948233,11.341809020247261,0
UK,51-65,-54.2411717846106,-52.177383680213275,8.965428545357593,D,3.7379081785669004,22.007717309822123,B,-133.7157355830892,16.257215699872418,-171.47270414202796,0
US,65+,181.56693264439122,-41.41152492838729,-181.44062372619746,D,66.3688035768378,-49.24011040851448,D,42.83400904029644,-116.71051298878253,6.075405693794891,1
China,18-25,-5.253800406032729,-173.63380586557534,2.8810485428364645,B,-3.84168084968877,-84.34449792373809,A,-102.33422645287955,-46.96125686561718,-77.40530666519881,0
Mexico,65+,78.61654304300352,-83.10386372696072,91.2355200254096,B,142.9959617180003,74.62404839682459,C,115.44922356826615,-46.81459219861489,3.576218312626577,1
Brazil,26-35,186.10489762215195,-14.809434735288246,-22.180560516958984,C,-55.27276655185695,-126.95542183587756,A,31.28012175424006,150.35635932419515,77.34320816476539,1
Other,18-25,-11.0029780022896,172.73768772707902,-66.81875776017718,B,120.19439522798541,33.345209168502805,C,-81.14879052599237,-189.27472897137991,19.976332252611357,0
China,18-25,184.32881945313477,97.86154114123659,-24.495670270770578,E,-238.8075194538978,-13.657904601363779,A,93.32734756694772,142.15415681084897,9.021746924755437,0
Germany,18-25,182.0549683613398,128.96082281478292,-87.8065685843008,A,81.18712838475433,27.474410636025915,D,10.126717818167249,191.29708358545554,85.2042283869626,1
Brazil,65+,-44.74569429647172,235.55981388029906,-179.04584498825315,C,81.33720519698497,-182.35666676978636,B,-82.22598828855958,-4.4862288615353725,83.60615813835827,1
Mexico,26-35,-9.589023011876934,37.03558745116824,-79.71255694089749,A,-0.1071639404096593,-87.75235672754653,E,96.59581731384453,-193.7973754973284,32.27729850821047,0
India,26-35,145.17485547073608,64.09363546750949,-142.58402423496054,C,151.6223932753066,49.714935458362575,A,22.46391866757039,157.56495370780297,19.515375029226835,1
Germany,26-35,-4.321822990524656,-7.722738555439267,-43.91917954893157,C,-148.24673092909515,13.77006832852096,B,50.52467060514514,-76.87043758126981,141.0420649724278,0
China,36-50,-38.18464011810537,11.47442313518892,70.56587504138174,D,-14.20098089349927,53.02097699571755,D,31.240691285163162,105.29757737168386,55.74429578012289,0
Germany,65+,-147.01962240897777,-50.95371735498221,255.70534568540748,A,-40.54625975451084,117.19425743940486,D,67.83444073030455,38.85928134339691,-235.3303974305665,0
Germany,36-50,-126.08370879982544,-10.633839919186874,-2.4315459945818723,D,70.72120701201698,-141.28989166163186,A,116.45248110273452,-106.47089134500045,-32.088336255474985,1
UK,36-50,69.18179514998712,-28.005851875377214,-34.26006478667691,B,36.25706826774716,171.5871943561908,B,7.812246346127598,156.04459126801652,-116.95595168631347,0
Germany,26-35,-46.66594059714712,25.193159910393142,73.7998028215395,C,114.71929959015215,-191.69088397588382,D,100.19534978976404,17.7546148558503,71.16007932525457,1
Germany,26-35,60.93806082175932,48.3094537587688,224.06613146136775,A,76.30354031965972,9.282135715137475,A,-17.029562024671762,-79.91335503900861,-20.884804955229,0
UK,36-50,-75.66208734230273,45.881438586918456,-296.95664592956547,C,-72.67019217799347,56.881626172870206,B,82.81056204699838,96.223067784961,93.66270267727529,1
Brazil,36-50,-130.20168006739138,-42.544950550271004,154.53234696408367,D,7.03379422816114,31.873717839943726,A,-7.320989384149587,29.433738783056505,-202.8594093989855,0
Germany,65+,119.22288765217257,91.97036684763295,-28.57260434247509,B,-83.13372682350925,-36.39679528404864,D,145.99471483630606,118.10558270037575,53.44848613840528,0
Brazil,18-25,-160.58462040620716,-69.97544427554637,-234.98202043237404,E,-71.0237161783334,-80.20327549589256,B,162.21060100557636,-47.15019939761993,21.35315656497049,0
India,65+,-17.101586439541137,64.57583666815327,20.74138229840619,D,-42.96699743097283,-128.37264214184123,C,66.0223957004937,-69.22745702306537,-80.8096714410872,0
US,18-25,24.303821205185734,-80.32729390886726,-14.882437330557122,D,-57.88266139037573,-153.31014393746187,B,-14.211307161673375,61.332900997349014,18.012025569815712,0
UK,51-65,-35.548944060887585,1.496896637719574,150.52060018649408,A,60.137378908427095,-75.13706984943653,E,0.18647354197720042,-50.0520415524124,-82.15831011689923,0
Brazil,36-50,52.750846787733884,174.57752419607914,-43.92299322612657,D,97.25040381182161,11.887101656241674,B,-162.08627254475292,79.56951419459631,108.28091693174713,1
US,26-35,-56.23769422067687,-60.70330818817683,47.20446786722844,D,1.3411235906353378,-88.98141446833661,D,15.323118391222978,44.079701855471946,165.95407595374726,0
Brazil,18-25,-207.32266308205175,121.95585928775844,-87.83012168424412,A,7.362230719941596,173.28839548207745,C,-16.375326223042265,-14.955975424417197,-74.74559646646381,0
China,51-65,139.6463017116913,-50.588333491753325,27.47513263496748,D,-33.85580594466228,67.34229278135882,B,-121.65317284161019,-48.85034687821428,-193.78825916360637,1
Other,65+,-74.01933039332428,-73.84963388645312,49.48175623617401,C,27.713829630692715,169.7054902388649,E,23.3460644832396,-153.91062295682764,-172.589169449804,0
UK,65+,46.86298944339536,-176.96004294110625,97.70457031686865,C,98.12951288090056,61.584900478454394,E,238.21119120656311,-17.877366107588248,29.270188961601917,1
UK,26-35,36.540685144720726,201.9010420911068,146.03717036146827,D,57.057708531459895,131.576456380307,E,153.2855073753248,-90.73983075841787,24.719082961540177,0
Brazil,26-35,-5.0513796709808645,11.204286552341019,89.0729110672273,B,61.56597472210854,-40.52075101857321,C,-28.895032685328076,72.34837521703963,-71.18598809531734,0
Germany,36-50,86.57387838050136,-64.44353138720291,56.51531367921345,E,-45.271265586815275,-47.321875176703266,B,64.14869102404522,-7.083263337404608,95.24329368791297,0
Mexico,51-65,-13.706221562705467,-39.34402068053483,35.387023985526625,B,180.3765977106568,25.486586541331217,C,-168.65577927874642,-53.272743316009915,-210.09743677000006,0
Mexico,36-50,61.78900325697547,-47.13536199719477,-95.44533920608201,A,-37.85168815029026,29.525739010616192,C,110.63043702037758,28.802971409914313,-158.3089138987765,1
Other,51-65,-41.15190051288422,23.831487656765592,-253.5083298969762,B,-32.531176186141494,40.680864360975136,E,132.1730250829146,-47.27985929349504,110.89067006487224,1
UK,65+,-52.8341786811802,26.006154792913666,-168.725837935272,A,-11.622118952821266,-86.10977226649086,D,-48.56352051246195,-77.55863194439539,90.6748694458415,0
Brazil,26-35,-22.35504612457416,59.55148075036119,106.54537739753589,C,-224.3130999859906,86.00876883222497,E,-125.25558829370904,-70.4785801498061,-60.7280579679681,0
UK,51-65,-53.36462486229387,161.11834891876236,46.23905923750059,E,-51.8420966195842,-98.78743388906386,E,31.802811404119492,-77.82467167193366,2.055023265403476,1
Brazil,65+,-51.503711490732485,-19.915883423711982,99.92532975676275,A,3.0749624629250087,-32.67630482953704,E,42.69589554180035,25.604230282030205,-43.91385922900271,1
US,26-35,78.41298945778034,56.38375372812647,186.65795341834743,C,100.01358409288935,-227.08679996004878,E,69.27343943798533,-184.91375863138012,-25.73568429069155,1
Germany,65+,-34.473840482186205,71.56001068942814,-148.75040674774547,E,23.762993653457613,-192.6837946426717,E,82.9842481096923,173.62073022741947,-180.0037676334113,1
Mexico,65+,41.99990239999578,-145.03544393297645,47.84235991498984,C,-20.978620053468145,-0.021856141605805908,C,131.41853625271597,114.10727515471643,-49.7901638507515,1
Other,36-50,-110.30124926313833,72.4433926320348,-58.3207187125084,D,-165.6648355846026,-111.71267086415943,A,0.1586441375254269,101.6256451925241,40.717793619355156,0
Other,26-35,-3.6823111573432903,96.74470417201863,-50.20171053902017,D,-2.0281484214436603,179.3476895986488,A,49.51774577065438,-27.218190009441674,188.15720401510333,0
China,36-50,1.6598148431711601,63.90435192707562,39.72880339798171,A,-26.654757114460203,152.4284413212336,D,-26.410959001309052,-78.20489671052174,-32.12011461332537,1
Brazil,18-25,93.99501287211639,42.982687744024325,-81.751474409263,D,132.25990123685324,-31.961641621690312,A,75.57957016493482,-51.794904788580496,-128.57832093049777,0
Other,51-65,-63.3260852391572,190.61150109037982,-6.186781051645107,E,-35.86092564021299,40.20095790589499,E,-20.37776133151801,-142.3972865101839,-139.01523070807104,1
UK,51-65,-183.3548443070299,8.63161258572475,79.49930435685322,E,57.92182780633922,90.86630800525633,E,112.24879824491809,91.7957141750197,-50.375446612659324,0
Mexico,18-25,27.566498809100803,0.7083646793871738,-144.77875712570153,A,-54.26012781170427,-14.037775636120386,B,383.1476488754655,161.39905414777573,-20.683028215186646,1
Brazil,51-65,-121.03433732914837,5.83817766231777,143.2249934676256,D,-68.37123004480718,-118.98062662373962,C,85.20956801271987,-204.7921943234545,-29.341171724925267,0
Brazil,18-25,-61.29452756887348,159.3644370949677,-62.268204434973995,A,79.71062134163489,85.53846166031025,C,-108.28043639891389,-16.868969179999166,80.90940645238469,1
India,26-35,36.94593512047859,67.80560052530944,-27.236995885817127,C,-80.74236468644132,-44.867398442233366,A,70.34535012852115,-39.71035213932691,-60.052925165659,1
UK,18-25,-47.68368935778783,179.34934435953792,96.05020305167373,B,125.83840174142178,-83.92501113596788,C,-52.66672755975009,-79.9356444943933,228.1396679546911,0
China,18-25,-45.90418547531799,-136.20092252674,-99.18328761628877,D,-42.069663657963034,-107.06930088127694,C,15.840749220585298,22.15436897175546,177.03088697549748,0
Other,18-25,-19.26727189349153,-14.726360992589507,14.51199858755254,E,7.765335916033278,-93.31042120257284,A,144.54142298122719,100.05411914493223,-23.075942642552832,0
UK,36-50,-22.01740108628798,93.40957403976797,89.92331095481009,E,-206.2713583357562,119.31962942973729,A,43.08968140074256,68.02763706271516,-121.45263028422846,1
Mexico,36-50,-35.98703406567781,-177.19120539931282,43.78519204752816,D,-46.893879585610534,-73.28567510308986,D,-8.62954460352146,65.81904621806063,-99.73417699420291,0
Other,51-65,175.1006631103863,-78.57844403919046,-237.2670247162069,B,-56.026806226406954,-47.49472125299244,B,-78.12315510422084,66.58808733576424,-24.668846512481874,1
Brazil,65+,-168.8765961652611,9.781866313959002,-135.51824221004068,E,10.59666923169124,44.767545057167936,D,-68.06201775391774,4.77056865747403,191.97771769012746,0
UK,65+,-16.00136464975549,-2.9924835447723788,93.53723408301619,B,57.274188727468754,-131.13216211028987,A,-24.073697122872364,-253.8841667802718,-25.667821555516362,0
Germany,18-25,28.73044996468496,-193.16956037903782,22.71432893290136,A,-138.1899010514679,-75.58920978759078,E,98.84988034657715,136.49948854097227,-36.15744623139246,1
US,26-35,10.869704571471907,-43.21851528301074,113.00246659228725,A,-31.425111648888183,-9.0715049863743,B,2.8497229328156615,-57.931742713800794,81.39704935198803,1
China,18-25,148.05381994377848,-100.1426836947494,-216.415108211487,E,65.75442874142999,134.02276333098342,E,-97.51332812171897,27.49226233631684,78.87297872488658,1
China,18-25,27.521777350793,59.0221532535529,62.584164888980666,E,57.94022013179647,-4.202411877636254,B,87.17977994051526,90.64866636854335,109.29284581764891,1
Other,65+,-68.07826041199968,-92.05386356027307,21.544613407138474,A,-97.59139289104306,-151.52030107184908,A,44.1549099301409,-81.68256319229265,-151.80352742746786,0
Germany,26-35,-108.60396511420605,-83.19424910735323,42.45464656025281,B,-180.49667764148595,241.23646462367697,A,83.30651031727973,-54.33978747576865,-134.45868778326644,0
Germany,18-25,130.67474019192713,-176.87664299483228,93.56832728150715,D,-68.8874772459068,130.78906050851413,D,268.3732400510128,126.03097635382147,77.65063417201199,0
India,51-65,-83.05182357091083,39.390432173240455,-131.1636732407542,D,33.379553221429404,185.22610424514386,D,0.6175501824463534,6.060670422641997,-20.163022166293352,1
Mexico,65+,-2.6477750092265513,-39.11745646099424,-23.267330533593142,B,104.5425594792645,-71.67980595459849,B,-79.55841042864621,63.4109502514832,-35.08739989255787,1
China,18-25,96.58298163064784,72.43571108736043,129.0037151668634,D,-58.213014531433686,-86.40611589089507,B,-31.097198119674417,-108.68834370646516,31.41565290886908,1
Brazil,26-35,100.0482810163144,90.05906510064646,71.92325909331922,E,32.242064833720306,88.30884254379949,E,-104.65549781421326,31.681636802568836,-16.62596580387539,1
Brazil,51-65,-165.0961000494279,83.14018438668413,2.0590579557300313,A,-26.200817159970757,53.80903254785735,D,-170.47341286649004,111.56811553908935,112.60655983991496,0
India,51-65,4.39789067792759,-82.5147035056774,-214.1681324346936,E,109.65122409917886,119.8729814104384,B,106.57686991198352,-20.44626533507561,-49.61870786240332,1
