race,handicap,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Other,Physical,Widowed,D,82.96952196769418,D,3.778953406745658,D,C,27.40061072977712,C,A,C,25.498875615984666,A,C,1
Other,No,Widowed,B,-123.69200159218106,E,106.8969567810353,A,D,-134.0585627512668,A,E,E,42.163715589919946,A,E,1
White,Yes,Married,B,0.09118077619258654,A,-94.48088978000489,D,E,89.08183727085974,E,A,A,-134.72113489695164,B,D,1
Asian,Yes,Divorced,B,152.88380484041332,D,-25.651929693052157,D,B,176.55705607149073,C,C,A,-83.35342282967981,C,E,1
Other,Physical,Widowed,D,55.099905705826316,C,-117.42082461027601,A,B,-2.5836600912038716,C,A,D,18.35890584260527,A,D,0
Black,None,Widowed,A,-33.12419880413511,C,-126.03848188145498,B,A,166.10536917596673,E,B,C,36.838206579199706,D,D,1
African American,Physical,Single,B,53.89691879067849,E,84.52969392855995,C,D,147.74985273440447,C,D,C,50.64574643510847,B,D,0
Asian,Mental,Married,A,-157.84438676238076,E,-79.97409654761789,C,A,-2.8370921015112667,B,C,C,-4.004966339165272,E,C,1
Asian,Both,Widowed,E,-30.81812124169252,A,-113.04684229889013,A,C,29.068741215637537,B,E,D,-21.746709747826863,A,D,1
Hispanic,Mental,Married,D,-42.51010962268816,C,12.711579029346767,B,A,112.82297369765966,D,C,C,-82.36246492612662,C,B,0
Other,No,Single,D,-48.48747175431989,B,155.62897979441286,D,C,-10.059113290142536,E,A,B,107.73290395371629,A,A,0
Hispanic,Yes,Divorced,C,55.20128665609355,D,190.41234944038354,C,D,-179.41774799398715,E,A,E,50.954554881883055,A,B,1
Other,Physical,Divorced,D,-38.07397034986556,D,163.81849919395293,D,D,77.73463122960193,A,D,A,86.4770742988957,A,B,0
White,Yes,Divorced,D,162.54476688493835,B,-161.49145264899624,B,E,-42.76501511463175,D,D,E,195.03601337352168,B,A,0
Hispanic,Yes,Married,E,-62.07810719042076,E,-158.86155812356694,B,A,245.5949046122139,E,B,D,15.64682626646767,E,B,0
African American,Mental,Widowed,B,67.87095657802345,E,38.77363071823578,D,E,-167.51316078610182,B,E,A,100.14726679705912,B,C,1
African American,Yes,Divorced,B,172.52551882619588,B,-150.75289089913622,B,A,-46.476309119174346,A,C,A,-115.72652545602264,C,C,1
Other,Yes,Divorced,D,82.58431952931119,D,14.111769194890309,B,B,-16.273663445697366,B,E,B,-107.29873652728219,A,D,0
Asian,Physical,Single,E,132.13053516449617,E,-42.38054855173366,D,D,38.29804384123812,D,A,A,-19.275629173176632,C,A,0
Other,Physical,Single,A,120.7378385448356,C,5.917290288646122,C,D,121.10755230196403,D,A,B,-49.41280971214038,B,B,0
Hispanic,Physical,Married,E,19.24027739529824,D,-72.39227573725448,D,D,11.263689109438943,D,A,D,51.447297558817574,E,A,1
Asian,Both,Widowed,E,-31.21553343050026,D,-2.3076417926985844,C,C,108.46417602993029,B,C,D,248.1790457424712,E,C,0
Other,No,Single,D,29.997330601628857,D,-6.369630792306542,C,A,-60.13809050882014,E,A,A,16.333772500370543,A,D,0
African American,Yes,Divorced,A,-143.46324229917897,D,2.3991081000173535,B,C,-64.28848107297588,B,B,E,41.88196185774232,E,D,0
Other,Yes,Divorced,E,74.13192629889758,A,-59.11346062385277,E,E,181.5720463404311,C,B,D,34.65982754661632,B,D,0
Black,Mental,Married,C,-54.47681998336573,A,43.646674491607406,D,A,-54.89918630539997,B,B,C,156.24222855954338,B,B,0
Black,Physical,Widowed,D,1.6223016215832837,C,-223.0727842025816,D,D,-75.96613665682497,B,C,B,11.974931209390133,A,C,0
Asian,Mental,Divorced,B,-67.56293491183497,B,-79.63832802670298,C,E,-28.30181079745492,D,D,B,-4.629886717016866,C,E,0
Hispanic,Yes,Married,A,-60.8364093806272,C,26.03995979366001,D,E,-57.91040265376013,E,B,E,42.147853070389345,A,D,0
Asian,Yes,Divorced,C,-93.0604976234168,B,-37.16398278458372,E,B,-50.69915281117646,B,A,A,82.29642340736204,E,B,0
Hispanic,No,Single,D,-34.88891486629061,A,-51.86931833878514,D,A,-48.840413875274606,E,D,C,43.4168833706278,C,E,0
Other,Both,Divorced,D,138.82243693151014,A,-47.86870071946614,C,E,-84.19935686266214,B,B,B,-106.41155392445856,B,B,0
Black,No,Single,E,92.01482032939545,C,-185.59570930254782,A,D,-122.11627679517802,B,A,C,153.402903419509,A,E,0
Other,Both,Divorced,C,-11.601234092568586,D,-100.0100999814962,D,A,81.43570205791059,E,C,D,-24.074381283225062,D,C,0
Hispanic,Yes,Single,E,68.041436555479,E,-58.441241148482646,C,A,-94.59684615108614,C,A,D,-239.09614774403502,E,D,0
Black,Both,Divorced,C,-70.41427439363895,E,-220.03532266872452,C,D,-39.4983844321763,E,B,D,-241.72902335832492,B,B,1
African American,Yes,Widowed,C,21.063681701417597,D,120.22196145089634,D,C,-130.18505895833897,E,A,D,-38.39825331054739,C,C,0
Black,Physical,Widowed,A,137.17481278633645,E,-9.730732589685463,C,B,-165.29283781389375,C,B,D,139.78932568433757,A,A,0
Asian,Physical,Divorced,D,131.70374693553418,C,57.15489551354103,E,C,11.276965610085643,D,E,D,27.77503687066536,D,D,0
African American,None,Single,B,91.39166346617777,B,-112.54695752198023,D,B,-80.78618732680098,C,D,D,-147.1486432129853,D,D,1
Other,Yes,Married,E,-168.5612969200297,B,-41.51618886814602,C,A,-39.949105414393046,E,A,B,-137.37536448946622,C,D,1
Asian,No,Married,E,-204.8566639941397,D,-6.443828869326312,E,E,22.010370108722217,C,D,A,32.795217365505174,D,D,0
Asian,Physical,Married,B,10.045848385812512,D,-142.7633754101201,B,A,-317.6902734696278,E,E,E,-102.5230573531418,B,E,1
Hispanic,No,Married,D,4.946453551075997,A,49.45532093386859,E,E,63.21385973058627,C,E,C,-138.64808767434306,C,A,1
Hispanic,No,Single,B,-63.2229037148619,E,55.92378835837026,A,A,-29.13331365372709,D,C,C,37.720159187485095,E,E,0
White,Yes,Married,D,-119.37053099397552,E,49.42272887213271,E,D,-187.92809886904757,E,C,A,40.3527206856537,B,B,0
Other,No,Widowed,C,91.07743653702937,A,138.47809676185517,E,C,-46.02404131744021,C,D,B,261.6200547801071,C,C,1
Asian,None,Divorced,E,173.44094807278537,D,47.637175575828294,C,A,117.287167739215,D,C,E,-201.9530318997768,A,C,1
Other,None,Married,A,-28.3596296405473,B,230.0400108702259,C,D,-12.383335843750958,C,D,D,-56.15275062406619,A,C,1
Black,None,Divorced,D,-52.93522681040413,D,-88.18062145097174,A,B,-57.403692605222425,B,B,B,81.28973121975487,C,A,0
White,Physical,Divorced,D,-118.25579185647793,A,-99.02318112388588,A,A,-5.078472211889629,D,D,A,78.69215722437534,B,C,0
African American,None,Married,A,-45.71360117101991,C,-61.66762108466746,C,A,-48.26733518676596,A,A,E,47.95130207433127,A,D,1
White,Yes,Widowed,E,124.25722187466526,E,96.76574138931207,E,B,106.3604629631083,D,D,C,67.57118167167978,B,B,0
White,No,Single,D,30.981021864533194,C,86.77399031903154,A,A,15.855752835576808,B,B,A,-128.72720699461183,B,B,1
Black,Mental,Widowed,C,27.868553325535483,B,-135.5428466321578,D,C,30.445970050911093,D,B,A,-89.7350359665123,D,A,0
Other,None,Single,B,165.08065608547219,C,-26.895922489533948,E,A,33.00129367696219,B,C,D,191.31061065010786,C,B,1
White,Physical,Divorced,B,92.37479195027186,A,-72.79853502947292,C,C,14.051277763655259,C,B,C,-37.12958848343024,C,C,0
African American,No,Divorced,D,-32.27723670148346,E,-137.7600246362702,C,B,-53.747913235039924,A,A,A,-0.17704750946738165,B,E,1
White,Physical,Widowed,E,92.84426748195455,D,-142.46755050078622,B,C,165.42554998662743,A,E,D,55.04047578789286,D,D,1
African American,Mental,Widowed,D,133.3576627143404,E,-85.80794817034561,C,D,8.010203040693762,E,D,B,86.5786909333425,C,C,1
Asian,Yes,Divorced,C,126.88508194666946,B,-8.427993425920304,C,E,45.50376274186754,C,E,C,-80.3276268195501,A,D,0
White,None,Widowed,D,-299.1593326387322,B,-94.42165586925962,C,C,9.37007528455917,E,B,B,-43.020667455125505,B,A,0
Black,Both,Married,D,-21.29987536246844,E,-74.39935473763076,E,A,45.14341161528051,E,D,A,-100.36465450391015,C,C,1
African American,Yes,Divorced,A,-64.79798316839339,A,225.84102056059353,A,B,-79.21061679488281,B,C,D,10.425432834746024,A,D,1
Asian,Both,Widowed,B,14.353246132465456,B,-5.506599265468544,E,B,94.10122260443447,D,B,B,-6.964395005043253,E,E,1
Other,None,Single,B,14.033431845832887,D,-89.60080411673917,C,C,74.97677365393048,D,B,E,-35.98045576944076,A,D,1
Other,None,Married,A,116.91111246892834,B,42.1576348108949,E,B,159.3972098853924,B,C,C,-99.73194938428429,B,D,0
Other,Physical,Married,B,38.34762469565786,A,86.85349508486843,E,B,-88.95216247768613,B,D,A,103.28378233764258,B,E,1
Other,None,Married,B,56.83952731201314,E,85.70495761790045,C,D,-172.31452912500473,B,C,B,-111.84328513924564,D,B,1
Hispanic,No,Married,E,91.84861819136594,C,-67.01849039956954,C,A,22.35097977773626,B,B,D,-176.02433577817405,E,B,0
Hispanic,Yes,Widowed,C,-5.989230531273791,B,-49.73918354138275,C,E,223.279424401457,E,D,B,177.44320105546433,A,E,0
Black,No,Single,B,-21.352753749148945,D,225.16400753426015,E,E,-0.05030001738077232,C,D,E,-75.85829295167434,E,D,0
Hispanic,None,Divorced,C,69.35494383135092,A,-0.7071654628357434,E,B,-70.1064062211077,B,A,C,-65.15879501551645,D,D,0
Other,Physical,Single,E,65.22839027189434,B,-148.46004984284127,D,D,114.1451072105135,B,E,D,-85.75924394946402,B,D,0
Other,None,Divorced,A,95.7623446644228,D,138.29013523918857,B,E,-24.522145954215425,C,A,C,62.3704016489288,B,E,1
Other,Mental,Married,D,7.855440896562577,C,-52.348955443458344,E,D,252.57378190024718,D,B,A,-7.414410880880537,B,B,0
Asian,Yes,Married,C,-8.964655291585206,C,-223.98044255182543,E,C,-29.238801585965728,C,A,A,84.38465508737534,D,A,0
Hispanic,Both,Single,E,136.14948108563922,E,-109.66723056574124,E,D,-92.07876347989641,E,E,E,-29.953807565075603,B,D,0
Black,Yes,Divorced,E,-87.40400797771206,A,74.70460266124405,C,A,47.63964238057346,A,E,C,-108.60597866086441,B,A,1
Black,Both,Widowed,D,-96.87578454860056,D,-31.28590830503908,B,B,36.87453322832364,C,D,C,-81.40227999596505,D,A,1
Other,Physical,Single,A,43.86705992846739,B,-10.478642589049457,A,A,-113.76066658925008,A,B,A,-46.67497304880639,A,B,1
Other,No,Divorced,B,-17.960968172004435,A,121.28541183290491,B,C,-7.605590263240717,A,D,C,61.81372733352573,D,A,0
Hispanic,Physical,Widowed,C,-134.19377617273028,D,-42.98618612240028,B,B,222.9358451911657,E,B,B,146.49298711979387,C,A,0
Other,Mental,Single,D,60.29366171763662,B,-47.52775253905753,A,D,147.20560594272038,B,A,E,88.83245586156076,B,B,1
Black,No,Divorced,C,79.23705495954138,C,9.66344425512911,B,B,-11.114626438078341,B,E,D,112.10013093069189,A,A,0
Black,Mental,Single,A,96.16602775325686,C,-9.552102113814682,B,D,-0.8054549199737908,D,C,D,47.886836537903406,D,D,0
Other,None,Married,A,-171.05511918460098,C,1.2552392099418919,B,E,93.20752119537515,A,D,B,113.71079487753704,E,E,1
Asian,Both,Single,B,-146.2377527412986,D,-76.89310711116131,C,E,-12.12069565952098,A,C,C,-305.1500166574613,A,A,0
Other,None,Married,D,-128.12496490108285,A,-88.09364897743421,E,A,-92.25016975737338,B,D,A,104.67130723885691,D,A,0
African American,No,Single,C,122.49433996595083,B,-12.12006044204252,C,E,-116.68009327928719,C,E,C,63.45696267258635,C,C,0
White,No,Widowed,C,148.8105787453016,A,-36.512473069567626,A,D,-40.36935709355396,D,D,D,226.39466995663744,D,C,0
Other,Mental,Married,E,2.4329684863970935,A,-177.19453877951779,C,B,-58.3428769270258,A,D,C,27.694021697365766,E,A,0
Black,Both,Widowed,B,52.72599810712574,E,-56.25708057977046,C,C,-120.39275098024218,D,B,B,-1.177943873334986,E,B,0
Asian,None,Married,B,191.32249754133127,A,-40.23090061151858,D,C,-39.89528628487185,C,B,E,-20.852751131131622,D,E,1
African American,Yes,Widowed,C,-186.02337074573575,D,-109.55081778210915,A,E,-45.383046982477055,D,C,D,78.30775011579864,A,A,0
Hispanic,Yes,Divorced,E,-47.228630976184775,E,-92.52103540670537,D,B,-6.891956240597287,E,D,E,113.51594416851454,E,C,1
Asian,No,Single,B,132.6414328671541,E,-136.3928253626829,E,C,-106.35011013081328,E,A,C,-59.584233590874106,D,A,1
Black,No,Single,C,2.4336828178281804,C,-69.1589057905197,A,C,42.30122040044202,E,D,C,23.05426865496211,B,C,0
White,None,Widowed,D,-35.07370197747575,E,-29.654529553459557,D,E,-75.00000267054648,A,B,D,-35.14023612771917,B,A,0
Black,Physical,Widowed,B,174.6829434982427,C,-93.53591954609182,B,B,5.625541977257337,D,D,A,112.48499452529488,D,A,1
White,No,Married,A,18.064080042956597,D,20.25392545759754,E,E,-89.74123615203679,B,C,E,42.14991268303151,A,E,0
African American,Mental,Married,C,-35.95804212661135,D,-127.74845333183652,C,E,208.18946640461968,C,D,E,157.83042833973795,A,B,0
White,No,Divorced,E,55.283976852605996,E,-18.32536016741287,D,E,-1.4319744975842292,C,A,A,-0.8752898821019166,B,A,0
Black,Mental,Widowed,E,-21.49081158024531,E,9.469070260958022,E,B,14.175956822436051,E,D,C,183.695353362129,E,E,0
White,Mental,Married,E,137.66951719056664,E,-72.14144622600817,A,C,-31.256890863666413,D,D,E,204.88034409952053,B,D,1
Other,No,Divorced,E,-36.27228295499395,B,67.41835639170553,D,D,18.03331880068452,B,D,D,-249.1207558964303,D,B,1
Other,No,Married,B,-71.33809519152378,D,126.5520920818963,B,B,126.2131039192252,D,B,E,147.25185075383487,E,E,0
African American,Both,Widowed,E,-65.02884107309522,B,135.2254956814457,D,B,44.75905579371742,B,D,B,121.65918920032652,A,A,0
Asian,Both,Divorced,C,-39.28491484275214,D,16.924750377461855,D,A,-145.46365568609397,B,B,C,19.758166444754714,E,C,1
Other,Yes,Widowed,B,145.65229614231052,A,-40.93595863572335,A,D,120.86921719121332,D,B,A,-3.1481996386563074,C,D,0
Hispanic,Yes,Single,C,-98.63922277431668,B,165.5642302730516,A,D,18.52731638918275,B,D,B,-34.83602992457941,C,C,0
African American,Both,Married,E,-314.95081142590016,A,116.87253593939727,A,A,-252.3647947251779,A,E,D,-44.09036751819448,D,D,0
Other,None,Married,D,112.61279010499825,A,-110.45421975072043,C,D,-121.83765729488525,B,E,B,-104.55881327832826,E,B,0
White,Both,Married,A,-129.90286230343327,B,22.571878426031336,D,C,106.98080080857213,A,A,B,-11.389271831364288,D,E,0
Black,Yes,Single,C,-206.66997137268862,B,-37.65009858306107,E,B,113.31870964713693,A,B,A,-116.53133838072402,A,D,0
White,Physical,Divorced,C,68.38574557347731,D,-60.27316681160112,E,B,-2.197583670373936,A,E,B,28.764189635106913,B,D,0
Other,No,Divorced,E,-162.07210013621523,B,-177.10738065952614,C,A,-37.46033877334545,A,C,B,-110.14685229194403,B,E,0
Asian,Mental,Divorced,E,-12.471496184107094,A,-73.88094260610508,E,E,37.409777006155345,A,D,E,-36.784842140787894,D,E,1
Other,None,Married,A,-116.04861809451856,A,116.95238635361984,E,A,-23.423659024942058,A,D,B,-101.71203537386613,E,D,0
Black,Mental,Divorced,B,-170.76180702479428,E,240.47925826680924,C,A,44.66808927312271,D,C,C,-193.67103078815927,A,A,0
Other,Physical,Married,E,-143.83001837703247,D,-39.83249732588105,B,E,97.89808627122105,C,A,C,-6.4946013698222576,A,A,1
Other,Physical,Widowed,B,-152.30642263897886,D,-164.79197112409722,E,B,-114.79753909368821,E,C,B,77.60870844174691,B,E,0
Asian,Yes,Widowed,C,75.05083868925271,D,5.858523495273933,D,C,31.603710688954823,D,C,D,10.299921232660328,A,E,1
White,None,Single,B,2.1672341639510093,B,-131.5149473960147,B,C,164.26940400390095,B,A,A,74.76651247526827,A,B,1
Black,Mental,Married,C,-100.7753908519197,A,-13.252738849377167,E,D,109.23680496850167,A,A,A,193.60419041240172,D,D,0
Black,Yes,Divorced,C,-34.23381478463619,C,99.56482254692354,D,E,-75.15163922310781,A,C,C,132.6371572855281,E,A,0
Other,Yes,Married,A,-5.773526670940641,E,-28.74099126656574,C,B,114.06991438250766,B,E,A,-215.87721576556368,E,D,1
Asian,Yes,Widowed,C,60.7765208757511,A,30.807203177995568,E,C,-76.64023393092258,B,B,B,105.24478366948682,D,B,1
Hispanic,Mental,Divorced,B,-6.26080571187458,A,106.29526605144193,E,A,62.38043884193956,A,E,A,213.1891608620021,B,E,0
White,None,Married,D,7.537230533956375,B,53.11524412355969,C,B,103.30770231359216,A,A,C,-59.137447661537124,D,A,1
Asian,Physical,Divorced,C,-74.28181637816499,D,-6.587148583045196,D,C,139.54500785819286,D,B,C,-207.27808815726397,E,C,1
White,Physical,Widowed,D,27.85607550403613,B,-236.80708866291025,E,E,91.77956358816216,E,E,B,-139.41266837271397,D,D,1
White,Mental,Widowed,C,-67.69000254084987,A,-51.673650816748285,C,A,52.518405198083464,E,A,B,-2.302369429681524,B,B,0
African American,Physical,Married,B,36.992803212201196,E,85.91509528236556,A,E,114.10205677402949,E,A,B,-162.96519618623168,D,B,1
Other,None,Widowed,C,110.46113076010207,A,102.42991357570068,E,B,-225.5903250653834,A,D,D,54.405476156111085,D,B,0
Other,None,Single,E,64.47017751289738,C,58.64675523006619,D,D,24.268868881373162,D,C,E,32.42982910022847,C,C,0
Black,Mental,Widowed,E,-24.67066405565045,E,-100.78940514559167,E,A,-75.37891390677923,D,B,D,-16.84308131131827,D,E,0
White,Both,Divorced,A,89.57008354998696,E,11.451975017203413,C,A,24.276423809746987,A,A,B,18.408838929265738,B,C,0
White,None,Single,C,35.98013302034003,B,-111.42687075455362,A,D,91.52149613347822,D,D,A,-51.31703617241914,B,C,0
Black,No,Widowed,D,41.21125700932121,A,-44.66978227457352,A,B,-100.97775109608808,A,B,E,132.5653926056648,C,E,0
Hispanic,None,Widowed,A,-105.98517955809564,D,11.808711546824831,E,C,38.04978946738799,B,C,E,-72.67769386771135,D,A,0
African American,No,Married,E,32.52293345595685,D,76.16649581219778,E,E,70.03634518537852,A,B,B,154.5504515939366,A,D,1
Hispanic,Both,Widowed,B,-52.03141422433235,A,-204.74806136916362,B,E,12.003325294495893,A,E,E,-90.56113443692105,A,C,0
White,Both,Divorced,D,40.31766077402577,B,-62.689895702765305,B,A,113.68701203689551,C,D,D,31.008150962583787,E,B,0
Asian,No,Single,A,-34.94010091854684,A,-202.7459078488818,E,A,15.729931980749438,D,E,D,67.66737385731086,C,C,1
Other,Both,Widowed,D,-91.49109734382613,B,-24.50601038089107,C,B,3.432028455060644,E,C,D,-59.729765316534255,A,D,1
White,Both,Married,B,-93.99412489421567,B,76.96165015966716,A,E,-35.56138631793435,C,B,C,60.29444246528496,B,C,0
Other,Yes,Divorced,C,127.36216236509539,D,-8.784025377427938,C,B,-28.748768238153477,B,D,A,77.95124901929935,C,A,1
Hispanic,Both,Single,C,-177.58831952618124,C,-39.16072659249769,A,E,1.1273417303393696,D,E,A,21.61253102563916,E,B,0
Asian,Mental,Married,B,59.7712779027755,D,-38.762424481866766,C,A,137.5464828105899,B,B,D,57.15159142690271,B,B,0
Other,No,Widowed,D,-41.977223213237295,A,147.18174650531205,B,A,-61.68941675802305,A,B,D,9.94735979278475,E,E,0
Hispanic,Both,Single,D,-104.21298827103271,B,-97.17192877465895,A,D,-27.56953255483477,E,E,D,80.29856917640456,E,A,0
Asian,Both,Divorced,D,29.404339790523732,D,132.9333356122878,D,C,58.957900340253666,C,C,B,-10.889462852946622,A,B,1
African American,No,Married,C,143.40098446998522,A,-31.184445517588184,E,E,20.78886385141014,B,C,B,-53.75155423032996,C,A,0
African American,No,Married,E,-79.46205189438965,D,17.059105270024375,E,D,61.648061379222995,D,B,D,-60.37452566524405,C,A,0
African American,Both,Married,D,-13.0105858392271,D,11.494126341924535,D,E,82.77298657566486,E,E,A,17.10313006742908,C,A,0
African American,No,Divorced,C,-34.36970395954976,D,125.46501868956432,A,C,-61.992995080028464,B,B,B,-64.74461154714339,B,B,1
Other,Yes,Single,B,4.117759770665548,C,95.88037028563518,D,C,51.34106331890017,A,C,A,88.10401155461973,A,C,0
White,None,Widowed,A,-42.63084510999841,D,-85.76082204604745,E,D,-79.99205867770996,E,E,B,31.941119068579248,B,B,0
White,Physical,Divorced,B,106.54037786977189,B,31.803124904385644,C,B,-112.36516813566885,B,A,A,-50.279796166421534,E,B,0
Asian,None,Single,E,-119.93323861776781,B,-214.64618325122257,E,B,74.9150299729048,D,C,D,86.0394417043079,D,D,0
Black,Physical,Single,C,79.69403441621098,C,-143.97414838057102,D,E,-150.7886976984511,A,D,A,58.81050498303168,A,C,1
African American,No,Widowed,B,-7.953077089114936,C,63.72082587365389,C,C,-7.542050439992573,B,A,D,100.28348608030396,A,C,1
Black,None,Married,A,-199.06650310254514,D,-65.97878596463552,A,A,75.55469180547718,A,C,E,-2.191951090013813,D,D,1
Black,Yes,Divorced,A,-3.6718549893779353,A,-52.662704686751184,A,D,-71.73040191343715,C,C,D,-29.371507871175247,A,D,1
Other,Physical,Divorced,D,-39.98426510904983,C,83.13617507490517,B,C,9.20386950401877,B,B,C,-103.32751052140485,B,C,1
Asian,Physical,Married,C,-95.78353424391479,A,64.93929698293304,E,D,-76.74532668153847,C,C,E,5.530294717253525,D,C,0
White,None,Divorced,C,-68.35782063510113,E,-67.35732252896331,B,C,15.766787581456935,C,B,B,-25.293326332881172,E,E,0
Asian,No,Married,B,-178.23091977426827,B,-107.14914401167597,A,C,116.34333079096086,A,C,B,-88.92987357409949,B,D,1
Other,No,Single,A,-124.52669379639232,D,-257.29089304330864,D,D,-16.14493741223151,B,E,A,-118.73395048250318,C,C,0
White,Physical,Divorced,A,145.46669208803397,C,78.2065869835279,D,D,-95.27209337814277,E,E,C,29.495053049572228,B,D,1
Other,Yes,Divorced,B,20.87462200687589,C,-17.268800795940813,E,B,74.43197975375739,C,A,B,-6.065379093546882,E,C,0
Other,Yes,Widowed,B,41.67006287390542,C,15.917051127229929,D,B,13.924029770559088,C,C,D,-36.58994352671464,A,D,1
Hispanic,None,Single,D,119.95535902654184,C,-78.7492055648585,B,D,-167.73387359429825,A,E,A,-28.153533820979725,E,E,0
African American,Mental,Single,C,22.792893563254246,C,171.8812253899917,B,D,-28.407360976924217,A,D,C,173.9165465117277,C,D,0
Asian,No,Widowed,C,150.45592456332838,A,9.994152018044012,E,D,-184.70057721513183,D,C,A,-172.40703960028236,A,C,0
Asian,None,Widowed,D,48.05801534684097,A,-39.616481855838714,E,B,-60.31742579873417,C,E,D,163.35131362596243,B,D,1
Black,Mental,Married,B,68.2394133945422,C,142.14092198861715,C,D,-62.914620380878276,C,E,E,34.182483110865206,D,B,0
African American,Physical,Married,D,-8.922620479807122,D,99.44528036145621,C,D,-85.41186056910398,D,A,C,111.48291874703928,C,C,0
African American,Physical,Divorced,B,-78.8194400716438,D,27.67187300719295,B,C,-114.848890541908,B,D,D,-178.68150602640353,A,D,0
Black,Both,Widowed,B,11.019458164309215,D,-107.18695511319176,C,B,-69.82702986793475,C,B,B,-1.041047765381727,B,E,0
African American,None,Divorced,C,26.65416726212414,D,24.436841401364873,D,A,47.00817934233599,E,D,D,13.989085142716643,B,B,0
Hispanic,Mental,Divorced,A,-76.30125603649745,A,14.611103808751935,C,A,-37.40545006985749,D,B,D,-79.28547708550846,A,C,0
White,None,Married,C,-151.21644927381902,E,8.865618640168561,E,B,61.285088705989466,A,C,E,133.2451836193549,C,D,1
Hispanic,Yes,Single,D,63.11418691087521,D,-37.90291389909889,C,E,-2.8906633484670627,D,B,A,-121.7329392070456,C,D,0
Black,Mental,Widowed,C,190.98808461244857,B,-63.12881125090588,A,E,69.70986500552452,E,A,A,-56.07602226181725,C,C,1
African American,Yes,Widowed,A,59.1327365874741,E,-79.34924018726771,D,D,-42.7260859623022,C,B,D,-30.809153275897266,C,A,1
Black,Mental,Divorced,B,-214.1148803044024,E,-107.6495394226776,E,C,-157.00354990107562,A,E,A,74.1712844062046,D,C,1
Asian,Mental,Divorced,E,38.16911108495468,B,-143.41497920648655,B,C,54.379970520770236,D,E,D,-77.5115428188034,E,E,1
African American,Yes,Married,D,-59.94978362103751,B,100.7985710602351,D,B,20.813296594767287,E,B,B,-29.705350862968356,B,D,0
White,None,Divorced,B,-109.57447805915427,A,20.264570500370375,C,A,-29.703960791659124,D,A,C,-132.32912998767546,A,B,1
Black,Mental,Widowed,E,-37.836150827179885,B,138.9367973344715,B,B,-115.2926653779292,E,D,A,176.53856613113587,C,C,0
African American,Both,Single,A,-105.74928696622553,D,61.64413907572467,C,A,104.78239327443801,C,A,D,56.15379334544846,D,A,1
African American,Both,Divorced,B,51.19466327950312,C,60.95616405645268,B,A,130.66932793956562,E,D,E,25.52645526939445,B,D,0
Other,None,Single,D,211.23773176446298,B,-197.18830461602076,D,A,17.92577872732341,A,C,A,3.827108659735156,B,A,1
White,No,Widowed,B,-16.797219811092447,B,-13.248131067048782,B,A,-28.456376103902404,C,C,B,129.50796098862043,C,C,0
Hispanic,Yes,Widowed,E,225.04472463756193,A,-225.90643155160888,B,D,142.82186984515383,D,A,D,15.220671154314092,B,E,0
White,Mental,Widowed,B,67.09728143045834,C,-102.65908301265871,D,C,58.376944894978735,E,C,B,-50.43238357957263,A,A,1
Black,Mental,Married,A,161.74794387889574,E,-49.96180710547149,B,B,38.79822834982059,B,B,C,47.12634769900202,E,E,1
Asian,Both,Widowed,E,-56.90913163804944,C,-138.48539880262342,B,E,-22.659886211539348,B,E,D,51.731432797042785,A,B,0
African American,Yes,Widowed,C,-190.03818329426014,B,55.65416169025219,E,E,34.06751800667078,C,D,C,-35.45877327626531,C,C,0
Hispanic,Both,Married,B,-141.65783062149603,A,-73.30115536034342,C,E,-56.01222957579268,E,B,B,7.691904342002043,C,A,0
Black,No,Widowed,C,-9.477548527283806,E,-4.89059449206494,B,B,-70.8131090826306,A,C,B,-215.27930865071548,D,D,0
White,None,Married,C,55.18051360560056,A,-19.343654872549365,C,A,112.7547002843012,E,B,D,-52.79745498902366,B,E,1
Black,None,Widowed,A,61.555101434905325,C,41.76612167271876,B,C,138.15116863328544,C,E,C,-135.92470537424325,A,D,0
Hispanic,Mental,Widowed,A,-151.72324840923866,A,9.798594768090233,D,E,-78.54630289698046,C,B,B,97.38621306481438,A,E,1
Other,Physical,Single,C,-72.96554279477438,D,-71.48849456948831,D,B,-33.37710752257259,B,C,E,110.54867693385428,A,A,1
Other,No,Widowed,E,-183.44792596104,C,117.27022733073849,E,A,-12.524331840104377,A,B,B,-14.507331701100767,D,B,1
Other,No,Widowed,D,-44.60800384095347,D,57.30988233490601,A,B,-81.59030385067712,C,A,E,-214.42011511285116,D,C,0
Other,Yes,Married,D,23.80431591929726,D,-39.73627030940797,B,B,10.771247536412561,C,B,C,39.13815684799342,B,E,0
Hispanic,No,Single,A,94.10545552565318,A,89.22367032258747,E,D,-65.2091884692901,C,A,C,187.19617684011297,C,B,1
Other,Yes,Widowed,E,-44.59125379234556,D,73.98507941245265,A,E,-34.76378125538313,E,B,A,-102.83739003188963,A,E,0
African American,None,Married,C,116.09175933764004,C,80.07464519268393,B,A,-5.248778982104702,A,D,A,-61.295201968273325,E,D,1
Hispanic,None,Single,B,-144.6066872665331,D,96.24645974939125,C,A,-33.50472494246135,C,D,C,289.3631885488517,B,B,0
White,None,Married,A,-32.02259073088212,A,132.19606282007547,D,B,-96.7729336766676,B,D,B,-92.77387847427269,E,D,0
