RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Other,89.2230920192881,A,E,-74.20604155740611,C,148.78767157150654,1
Black,-15.02420566680841,C,A,-37.786186964611474,B,79.0596407483266,0
African American,4.49322647682274,D,E,86.14855403247829,D,-16.93638534409517,0
White,-114.37863735111007,C,A,-147.90469669540295,B,-81.91480663781363,1
Asian,47.93165761431152,D,B,-145.31501463641817,A,-90.62899032065054,1
Hispanic,9.214388731159804,B,A,5.5754473824680435,B,168.7637495070716,0
Black,20.48307171445226,A,A,120.19615208675769,B,-44.689004016947955,1
Other,17.890155425931635,D,E,20.017900252619167,D,164.50150885966121,1
Hispanic,-9.124759863286958,D,A,-44.225502208100735,A,22.94991481152095,1
Asian,51.2699155256198,D,A,88.87589506500547,C,135.63253611293842,0
Black,215.13244853175783,C,D,13.73358333434885,A,-53.63181657659224,0
White,171.14220504254297,D,E,81.4529693439286,E,-68.43848452766524,1
African American,-142.07373475353623,B,E,-81.34262390063569,A,-5.430241184460393,1
Asian,-67.08692837093093,C,A,-38.18277422439256,C,103.68341166344337,0
African American,50.19781298999525,D,D,-13.559343793350385,C,23.08030032547088,1
Other,29.44640952550953,E,E,-172.80588191056046,B,-55.94098517664875,1
Asian,116.97007393762347,D,A,-212.8480852246939,C,150.11473082089734,0
White,233.24817802178663,A,A,-205.08033249067518,E,-157.69815759487688,0
Hispanic,-224.7065835571781,B,D,-92.109679519484,D,102.80605141034798,0
Other,15.055788749952084,E,A,-29.247645315631665,C,-16.760815158329727,0
Other,-87.45767188809589,D,E,-61.69868654804468,B,177.23692272561408,1
Other,-74.58150015200191,A,C,37.06494011655132,C,75.53974153662215,1
Other,141.02040834668276,B,B,-44.00582384776596,A,77.40850591218079,0
Black,-58.42351132238517,E,E,105.98527752861094,C,121.85150440602186,0
White,-15.553921178335,D,D,-176.06157034126963,C,145.76811021612363,0
Hispanic,37.85363224348507,B,C,80.0918349673497,C,93.66825025896011,0
Hispanic,-25.886049303033836,E,A,-19.441282105347717,C,92.3847806226895,1
African American,186.62521238537374,E,C,19.773221109696195,B,-26.750453924978736,1
Black,24.770297243155767,E,E,108.67428304176052,A,-208.80908362105467,0
White,174.5065858980014,E,B,186.6722725258941,A,125.54545222520963,0
Other,-47.22076362694693,E,E,-0.30859839211497175,A,-31.318743288574613,1
Black,230.01894650438098,E,A,-47.983337585033425,D,44.895280009589364,0
Other,-2.8420605011277758,C,D,30.622780484364625,A,12.648061449603839,1
Other,151.10534033786786,B,B,9.390108389177346,E,52.43173700770518,0
White,-214.91174857244846,A,C,49.913325302873,B,-192.5532983993774,1
African American,180.97396222129007,A,D,-0.7628823329660782,B,-18.344466442128564,1
Asian,-165.32585878277627,A,B,42.10897641480415,B,-68.6817410395334,1
Black,26.288711415003192,D,D,121.21046694580717,E,59.74440724334594,1
African American,-181.46389232634434,B,B,6.953222227699213,C,7.335925834043672,0
Asian,111.38322939201475,C,A,-70.42135031089474,E,-30.935200218375535,1
Asian,-162.72764133231954,E,B,-200.8988583551852,B,66.81030047832421,0
Hispanic,123.0882127602878,B,C,-29.123001357758703,D,-24.289669913384397,1
Asian,62.60610858917469,D,E,2.060932253225545,D,14.915898010498738,0
Hispanic,-165.46854592453997,A,D,135.6487195493877,D,8.032583141366793,0
Asian,6.959635750376021,B,C,-28.201722399087615,A,-51.7716009967734,1
Hispanic,96.10610953096518,E,B,-17.56947377150203,A,28.58933903347841,0
White,6.300059929251549,D,E,58.54701251747733,A,-16.604211664256816,0
Hispanic,-63.76364499096224,C,D,-47.716887416054824,C,-32.71002733985546,0
Asian,74.31652909138955,E,A,-134.4811768028768,C,-2.3939906946312774,0
White,-37.60900378892141,C,B,-78.76538675992208,B,2.3839565469236557,0
Other,26.33364359355619,A,E,-103.32373092647266,E,-61.98879738071963,1
Asian,1.2914008583774992,C,A,51.50019978956642,B,12.192328905238845,1
Hispanic,211.8054817450662,A,A,92.67879604966683,B,-23.859184251851513,1
Other,-30.652117064047612,D,D,-25.287905800939576,C,93.68012882686784,1
White,44.31789520263394,A,E,30.878878263188277,E,29.62605152493215,0
Asian,-5.261346499770669,E,D,-152.18222187639924,C,24.23656511319514,0
Black,-98.71229403427768,E,E,-11.938818830754027,D,-39.63619737495183,0
Asian,106.23208899146151,B,C,-24.676353931974987,A,73.14006590023364,1
Asian,34.04262036523839,E,D,123.25466691317001,C,44.79015629490374,1
White,-27.173470337888517,A,A,18.015868113415102,E,-129.3152079833726,0
Asian,65.13426671400987,E,C,165.45266483550017,C,10.918075546530806,0
African American,2.4920931885365483,D,B,-124.03360524081397,A,17.91271030661694,0
Hispanic,-9.903673876831858,E,D,-14.709792262529255,C,99.0523415857432,1
Hispanic,-47.770268015305405,C,B,-86.46465868317567,A,-48.9475967074842,1
Asian,-55.22953050281699,C,A,-58.77332919647035,B,-72.01904624255914,0
White,-213.81743181697567,E,B,-138.79743124536333,D,46.09529959033743,0
African American,-46.21237235438777,A,B,88.58044661649632,E,-59.46699402575617,1
Black,-127.47986555351332,C,A,147.83293209464577,E,88.20728242748969,0
Asian,-10.31647749908291,B,A,-59.58087304601555,E,60.785613833879026,1
Asian,-33.82545198654766,A,D,26.58299606857189,D,-17.48078276668173,0
White,-65.06485689313725,C,A,-1.6248821637366473,B,53.73454948937078,1
Asian,-140.74038912024312,A,C,-54.80771886588626,E,60.025281120565445,0
African American,-32.689532003191346,E,D,12.787350842013664,D,-71.76768465533851,0
Other,123.1412967260693,A,D,99.5811288113068,A,-203.04816517375252,0
White,-90.23050813138332,A,C,2.3082416973877318,D,-112.85955829945387,0
Black,11.480998588592922,A,C,21.807292725209777,C,155.8900871759811,0
Black,-2.0281909116538546,B,C,-83.6692397526739,A,96.69578546593071,0
African American,80.52809318059812,E,C,-19.02961102766203,D,30.739422185035924,0
Other,41.487556161525916,D,B,-173.48316521097183,C,189.41882657679852,0
Asian,-58.50414634620812,C,B,18.213282115375865,B,55.53518847435179,0
Black,-164.4163773745965,B,E,-12.082173554891819,A,-229.1743204730961,1
White,-81.73325991221894,A,B,115.46093915954489,D,-71.46250097054788,1
African American,-67.59446279945514,A,E,-5.3840489221074,C,25.25719013559539,0
Other,-97.24540090960792,C,B,-51.69444590064132,C,-97.90834098119794,0
White,24.62031019274762,D,E,57.40327210611513,E,102.73410534657516,1
Asian,-25.336625016564522,E,D,-65.9848980094595,B,-181.40996229136405,1
Black,30.349384415394404,C,D,58.61189198871944,A,66.3683586198084,0
Other,-202.331435843445,C,B,-28.999090634700885,D,-27.03720742116453,0
Black,-62.17634979422944,A,D,146.35037654990143,A,40.132771225402394,0
Other,-43.634707331579506,E,C,96.05070385490382,E,-159.11533577686305,0
Other,-44.3750790488742,B,A,21.593128362717053,E,249.9261494446771,1
Black,-138.2812007598226,C,D,101.96060437767729,E,-117.38373987339033,1
Other,55.41336580657637,A,E,-33.287107806654696,C,-63.20443274566034,0
White,23.36962586181621,E,D,-58.74639920394977,D,-60.118311031549574,1
Other,206.8236037838225,E,E,-23.107703639250953,E,40.58471971137508,1
African American,38.987033562225356,C,B,-13.30241266175673,D,-29.163144336876258,0
Black,42.67331273787998,B,E,1.4187943783720796,E,-90.95850469420166,1
Other,12.867634694717465,E,B,17.71154792355918,E,-155.67791540458262,1
African American,45.88793864304198,B,A,-27.82889396579651,B,29.169446485377165,0
Hispanic,-9.842824416729883,D,A,22.27755062782419,A,52.86259813028117,0
Asian,41.998642815904994,E,D,116.98641367351954,B,-72.72024493050075,1
African American,-15.674060204981846,B,E,9.000013030827953,B,52.342553404303175,1
White,51.89072953394853,E,C,-106.08558501750365,B,57.70797367656123,1
Hispanic,-32.23237819953966,B,C,-7.453750491658065,D,194.46505044870338,0
White,-9.68843332864342,C,A,-33.686617503955326,A,58.1552044421249,1
Asian,-88.69570355815334,D,D,223.16070932131274,C,11.973956241501572,0
White,3.6847131731355747,A,C,49.525043295816936,C,151.13688599617868,0
White,-32.33544842106817,A,E,86.57545743561971,B,-178.24197048490217,1
Asian,-23.99785471206546,D,E,2.773450973198065,E,-132.5656724329598,0
African American,55.2577048171206,E,A,-217.55293570172793,D,207.45059280673917,0
Other,84.94731631734346,B,C,-89.31896009224239,C,76.89311607639837,1
Other,-86.19326959794815,E,C,112.95723547107401,C,1.5261721815041738,0
Other,115.2016635567993,B,D,-7.766490694654888,B,-101.00122847980273,0
Black,110.74860545542984,A,E,47.40472388850347,A,74.26609267092792,1
Asian,-197.6360210434601,B,D,-75.99921232371362,B,-11.578769595551792,1
White,130.74681337245602,A,B,132.29663084373357,B,-76.57775740780052,0
Other,-31.95238990561599,B,A,-185.41541001487155,D,-99.82170834068089,0
African American,-88.53375298159311,E,D,43.8144559263038,D,63.00396808327658,0
Black,39.79857063540913,D,C,3.221667389495729,B,20.346363451552822,0
Hispanic,-45.86286703604522,B,E,142.29892697750373,C,-15.026614103079638,1
Asian,-50.21328280956043,A,D,-52.66468410759698,B,66.90550530850537,0
Asian,69.22641692169961,E,B,-19.721750862402367,C,113.48807228436945,0
Asian,195.9344944990725,D,D,-20.313143165032557,D,49.100912724725625,0
Asian,96.52118524490857,E,D,129.70142487876296,B,-23.371751015636022,0
African American,50.681083999169296,D,D,-95.60814898258917,A,-92.02160865463415,0
White,16.85784430017434,A,E,178.45343260473604,C,8.150837515034477,1
Hispanic,-73.58543684767336,A,E,261.07045429089084,C,-151.23809362605064,1
Asian,103.78317359792104,A,C,-52.74411979912868,D,-13.609867317817873,1
Black,61.88052709858244,C,E,101.07135918896336,D,30.44026908797483,0
Black,-40.83345194164147,A,B,-35.17369910574972,C,145.28045481951563,0
White,48.231169991782615,D,B,-149.91152469353142,C,38.237440955557005,0
White,-7.083650035668403,D,E,65.0738164066158,D,74.78291647184783,1
African American,-146.72597536185552,E,D,-358.9518370872553,E,159.12080801024342,0
Asian,-7.504061493197472,A,D,129.91683224027432,B,16.91648652212395,1
White,58.27439116426167,A,D,147.9075699915013,D,-106.18994245484078,0
White,41.43046891620149,A,E,40.130732068784006,E,98.41434348182074,1
Black,30.304452829823443,E,C,69.93744954907653,B,6.345982576239173,1
African American,12.502480282124258,E,B,7.578978327032411,D,213.47783603904423,0
White,156.79790846392365,A,B,-35.86826166814529,B,-184.0835611200913,0
Asian,-50.13070784368927,E,A,120.61502574084125,A,94.77364379442889,0
White,176.31281951886035,E,E,-164.5573351806747,B,-38.823863024416006,0
Asian,3.6143786436876533,E,D,142.2433175783624,E,26.010401340440648,1
White,-99.61296199631416,C,A,15.433537119601489,E,56.804360886155315,0
Other,-46.101439848641455,C,E,-183.04679154628334,D,-167.92404321158494,1
Asian,-0.25368066192355493,B,D,-94.84185416814074,C,-96.82102834547747,0
White,-45.88071894470154,D,E,14.914688756408736,D,16.20063327439243,0
African American,-19.669516794677417,D,D,-68.61605267577121,C,-49.815612783979546,1
African American,44.83208635582568,E,B,-187.89378830505729,D,-120.27130195905558,1
Hispanic,-70.24253796350986,B,E,28.792762722622573,A,112.21724036752312,1
African American,-64.7212976615996,C,A,240.21937982155114,E,-112.39127674875668,0
Hispanic,4.949001255299818,D,D,90.50245547877948,C,-128.53011797526347,1
Hispanic,158.55199288049434,D,C,61.448250601606645,A,-132.7698065064736,1
Asian,77.99187384276219,D,B,44.06787735467113,D,-45.845460044545796,0
African American,-70.18568036379884,C,E,54.346092641511355,D,-113.91779562860197,0
Asian,104.0336525489773,C,D,-80.12541779747563,D,-182.31309677747632,1
African American,18.860424936009565,B,B,-141.52734437186643,C,58.363069318045355,1
White,122.00973303976946,E,D,-48.20373715771259,B,46.20895155742085,0
Black,-93.9932952279724,D,B,-33.6587795366649,B,118.90953014248393,1
White,-100.57580732657208,D,D,78.1896167380652,C,-35.8252777595445,0
Black,160.59813423624877,B,A,150.87541388458777,E,60.41721936938502,0
Other,66.92544804140418,E,C,-60.63229878651669,B,10.020443124331466,1
Other,34.32398903863593,B,D,-24.838663630984854,D,-37.10175195906763,1
Hispanic,10.51890097287605,E,A,-71.10712943742654,A,180.17692999745577,1
African American,219.98671345059964,C,C,127.61819631178774,B,88.65386757615083,0
Black,-84.55565172835729,C,C,-22.930766654434322,C,117.56618201296236,0
Other,-178.50860635899275,B,D,-127.88993875454769,E,-91.45743054812542,0
African American,23.113559409353396,A,A,-61.65242080437531,A,-140.08023747950116,1
Hispanic,-24.796560963591283,A,A,20.04295181810867,A,32.01211180155117,1
White,-38.34584805638178,D,D,-4.763658764909465,A,105.76852680457152,0
Asian,-5.131275825353455,D,C,-105.28353476083076,E,-131.63661763342714,1
Hispanic,-121.07662181042869,C,B,-17.677361951578767,E,3.0658448081001137,0
Asian,111.51645528705092,C,B,-16.543539089624442,B,-8.250731699056605,1
Black,-151.40230743254932,C,C,32.038824203989975,D,-105.75511743966682,1
African American,11.799317469405212,D,E,-174.77961253161968,C,165.25706349538183,1
African American,-147.05636985359087,E,E,-79.71262963514465,C,-85.4250675885074,0
Hispanic,41.951076445606006,C,E,27.22008304801794,D,-60.558554641250005,0
African American,46.02106252292968,B,D,4.270767103704344,A,-64.95762213637337,1
Asian,106.94419249787204,C,D,76.54314010533325,E,-47.35541327267407,1
Hispanic,-38.861277658116386,A,E,14.996287336585928,E,-107.42152500953779,0
White,78.55366037321804,B,B,21.404805329701524,B,-82.27630376424891,0
Black,54.72530175777563,A,D,-107.95401752277213,C,14.389896177511313,1
Black,5.568928584814043,C,E,43.70951305395379,B,-188.88054485305344,0
Hispanic,26.8689906529569,C,D,120.81246206328228,B,-3.920382402336734,0
African American,-20.82200775332639,B,D,-24.366690499861875,E,-188.59227126802037,1
Other,176.8723004521234,A,B,-23.49919172991248,C,-20.970057895150298,1
White,-94.79811204631932,D,B,-38.41610130491308,B,-11.37805010585065,1
African American,97.3750132236404,A,C,-173.48045533855787,B,-114.47339911462136,0
Black,-88.38569637760983,B,D,-27.64481785618379,D,19.06637947484867,1
Hispanic,35.374250376430446,B,E,231.28900720887552,B,155.60849847021137,0
African American,-57.498576113268655,D,C,-86.00412622979853,B,52.635907033273796,1
Black,-66.9712858880655,D,B,128.56741943423785,B,-34.67580022415315,0
White,-27.627761677876222,C,B,104.2205659011636,C,91.94953442374053,1
African American,6.195497541981373,C,A,-133.91529606479227,C,14.591024816150982,0
Hispanic,-49.78699170997059,C,D,-51.606829001114406,B,137.03098827468466,1
Asian,-27.180302622609126,D,E,-5.418049296731246,B,249.02187039990557,0
African American,110.44069712002236,E,D,-106.89652559646056,C,49.94070716689218,0
African American,-47.978004160232025,E,A,31.037901967963915,C,-86.16053383053521,1
African American,-53.76562295284854,E,B,-148.27327886377586,B,-9.351276409775398,1
Other,87.41014788529874,B,D,12.89404824415678,A,8.886032604452708,1
Asian,92.98695823830539,A,C,-38.007176940963454,A,-28.921024150318313,1
White,-69.45672124111073,C,B,6.194601991451332,A,-43.884568530590165,0
Hispanic,-19.071654908095002,C,B,-98.10629527944354,A,18.002100206678026,0
Black,-29.842371022611914,D,E,-39.048078918983556,C,-14.04416907891575,1
Hispanic,138.08423579450988,B,E,43.477859404200274,B,-31.299449742463313,1
Hispanic,20.188592642277463,C,B,-83.34534213242763,A,-19.322020058332726,1
White,198.13025854541016,A,E,-74.90076497001638,A,-206.39102914751453,1
Asian,5.383481697955673,C,B,72.90997901902206,E,50.16106160818663,0
Hispanic,74.55826370199132,C,E,-42.4242924527329,E,19.442321216542872,1
Other,54.43748672833204,B,B,-110.09100328032906,C,-137.49023833956196,1
African American,-141.7631287284639,D,C,67.03369728980866,A,86.03015602300815,1
African American,-64.27661631323576,C,A,-104.87646263981001,C,39.47212166590504,1
Other,-29.190991349181346,B,E,168.20096255164168,B,-89.48366626420847,0
African American,27.630589431725028,E,A,-51.98702429665863,C,37.19122036937533,0
African American,100.38410822917041,A,D,-31.357169234872284,C,-91.13695223241149,0
Asian,39.657933487664934,D,C,102.73270407943875,C,46.93194012155592,1
Black,-62.64562393129953,C,D,88.10840773428214,E,58.08359924642937,1
Other,58.13717724818718,D,D,-229.10021062841673,C,89.34586907312169,0
White,147.00028191799575,E,A,37.68937683411288,D,-50.032601716213286,1
White,-10.588090858173633,A,C,-39.698148908615444,C,174.2123754339423,0
White,-35.99855173177859,A,C,-60.42810546071894,D,173.1163248234193,0
Other,89.87914451628136,D,B,97.32837836676028,D,108.95721711976785,1
White,-41.13307925458341,B,B,52.60639909765076,D,26.342888665895902,0
Other,-73.40602716081062,C,B,-39.64554269768104,A,-75.21144866350116,0
Black,-6.368202720406191,C,C,44.67050386400477,B,-98.67637731294519,0
White,-62.15505666230899,D,E,113.80140078959057,A,-67.98061069315168,1
Hispanic,114.18359755156247,E,B,-99.36419265390761,A,260.95450134543916,1
Black,-122.09217957492982,E,C,-7.692637789120045,B,-41.66118520443549,0
White,-66.31760470729768,E,B,-40.820792437975065,D,-25.436319618708676,1
African American,216.41748562308396,B,E,46.45789905204107,C,25.812876929759256,0
African American,97.42706333533985,A,B,-155.12965107492133,E,28.422854743961683,0
Hispanic,107.526008936231,A,E,-155.52247625828608,A,-74.8341198451087,1
Hispanic,31.964625662364,B,C,-5.3942598056413225,E,-55.32681050892927,1
White,-101.3398524901146,E,B,158.5869976670657,E,43.77314052191713,1
African American,68.94838953081853,D,E,-136.8230013315882,A,-20.723591473621937,1
Hispanic,6.5488265355791535,E,B,-151.9862431701356,E,-37.34809902394042,0
African American,84.74070979723943,D,B,-75.09191537989722,B,21.906002002834217,0
African American,16.111194990391635,B,B,-21.43437491322389,A,-134.18956562023328,0
White,-25.673302337134,C,C,-23.383876032551584,A,-100.64653514580111,1
Black,-20.177748628276504,C,E,33.65057288522743,C,190.28982337563468,0
African American,86.31835824105312,C,C,156.32726797146546,C,-47.50664696744532,0
Other,107.2876038540707,B,B,90.0962786316824,C,-120.4004551748285,0
Asian,-21.741004586370284,D,B,50.62414068215371,C,-117.70180078122917,1
White,-81.35763051083715,A,A,-50.37858222343436,A,53.73953295457364,1
Black,-69.33766048701328,D,B,118.90728395116857,E,129.65014542426786,0
White,65.28056746068731,D,C,-49.10156348199555,B,-75.04061934151875,0
African American,-163.3147282205741,E,C,-97.05079932820708,E,182.58238134933634,0
Hispanic,86.60148675274326,E,A,20.76946321664063,E,-136.48118105846555,1
Other,-38.598945803746304,B,D,-10.074610352306426,E,94.54225178049415,1
Black,153.77885994623148,C,B,-56.40864908700427,E,292.06649646528973,1
Other,67.0277520030744,B,C,-139.06061914081258,D,34.00670385484761,1
White,132.99436692224336,C,A,-137.36441602943248,D,116.98884859146266,0
Black,28.706767802475202,E,C,25.903451885240326,C,-86.54680793814124,1
Other,-223.1514430232917,D,D,58.95127508607507,C,18.479789565623577,0
Other,-46.10605951728488,D,D,27.651646427357996,D,36.43191754331453,1
African American,-83.85731442452692,E,A,19.5538291427671,A,-28.100654724507045,1
White,-282.0878941550028,B,A,16.977002377766752,C,-70.6441416152903,1
African American,-93.81586636959007,C,C,-47.86908870334668,C,-16.746715579086267,0
Black,-143.38653625965088,A,C,218.07228700797694,A,25.133813519058567,1
Hispanic,37.634811284195436,A,E,183.43649187528507,B,-6.733472956228669,1
Hispanic,52.16594638193808,E,B,129.75679487458436,C,-48.83808724676908,1
White,40.970610292423885,D,D,49.38236821084073,A,28.280944310315352,1
Hispanic,68.37461932797349,B,E,-56.64323713358764,D,49.070104627141916,0
Hispanic,142.5308214429532,A,B,-107.47288342394974,B,-90.30815603215703,0
Asian,-37.51052128751647,C,D,69.36934994743793,C,-109.56970280797773,0
African American,60.498946672482745,B,B,211.1861272053633,C,-20.045561795509272,1
Asian,-25.502944639232528,D,B,-86.33406357602988,A,42.34165427606354,1
White,75.8667809549339,D,E,-171.68766060544792,E,139.61345096533105,1
Other,-57.57250080149676,A,A,25.7076701906421,E,-137.52759785772201,0
White,-96.7189590782859,B,A,-2.9950494976712356,A,70.92864321816346,0
Hispanic,-32.94995084493142,B,E,-63.215251931279894,D,-27.876406019413963,1
African American,-14.160699424440045,C,A,157.54885771020605,C,122.04044838904575,0
African American,-67.13221966763582,C,C,119.60300009186977,E,-41.87166114628088,1
Black,129.76751303159972,C,A,-57.823383808850046,E,-153.67905316576537,0
White,-74.38277990269722,B,D,77.37539088589791,A,161.4800191524735,1
White,-171.45128161698574,B,C,-33.33382361784932,E,119.37905034548145,1
Asian,-172.23544403322683,A,D,32.595780659403125,A,105.4799170349076,1
Other,42.43654174194269,D,D,81.88249320154804,C,105.14714682361046,1
Hispanic,-115.22806390044435,B,A,-173.3239244074801,E,37.843736781997805,0
Hispanic,164.18434703211986,D,B,-193.77909777354606,D,10.51656099781389,1
African American,-70.36531603277145,B,C,-121.10459301801856,A,27.588727633671894,0
Other,-30.631327922119777,A,C,-0.7438536080546454,C,42.00204425107098,0
African American,-152.07832801362744,D,B,144.3576193254734,E,-54.13117989861892,0
Black,-30.09687059942912,B,E,-273.7218589939231,C,31.037791116490066,1
White,58.10324462660229,B,B,-106.92400911719852,A,-96.83202157452729,0
Black,-144.75934344217163,C,B,-67.43748409786157,E,-68.76903039360208,0
African American,45.36313794982557,E,D,5.67533978935023,E,-117.30210135028427,1
White,-166.7852875361927,D,B,70.73315142155586,D,-123.44383859255763,1
Black,-24.725084759112274,D,B,325.6114545085203,D,-20.78494977187265,1
Black,-250.4914680353048,A,D,216.85645625420983,C,-2.540191068114998,1
Hispanic,34.37097004372086,D,A,-179.9300442712878,E,35.97212445117553,0
White,2.5345839135433823,D,B,16.521940769906855,B,-57.63281323453657,1
Asian,-44.171507102518234,D,C,-76.37189822653896,C,-112.6916905908342,1
White,8.511850504404753,B,B,-129.93594547451607,B,-7.311967092567532,1
Black,124.18349809442229,A,C,109.06161154423143,A,97.03707343123982,0
White,-61.271689026786646,B,D,-70.64614219953833,E,86.34266034303913,0
Asian,-180.4497153668012,B,B,-116.00536458118316,A,-25.354359085632783,1
Hispanic,25.92082390952852,D,A,-6.644004083040465,E,-65.3188201587865,1
Black,93.12796745761945,E,A,53.89063122939268,A,92.82041696363477,0
White,31.927052604681517,B,C,-95.64168866926379,A,23.336782713797106,0
Asian,263.10300598065714,B,E,-43.02548159468261,B,36.80289728074514,1
African American,-146.26913726713238,D,A,111.61872271273232,D,-10.935913274781866,1
White,-120.66610039930148,B,E,-41.603129502950985,B,-25.998703562425305,1
Asian,162.27020894312125,B,A,-57.212475679296034,B,36.355947927806895,1
Asian,-181.90847611233752,D,A,163.44200757586,D,33.97465319905861,0
Black,285.25578306809376,E,C,-56.8027238381823,C,-118.63449494780384,1
Hispanic,103.89960509225502,A,C,-29.68886742823601,E,18.10507624150936,1
Hispanic,20.19082248434278,A,B,56.865138956517036,D,184.89684628226956,0
White,79.30365174157654,E,D,-0.22443348825006343,D,174.80862896828432,1
Hispanic,68.5158306479831,C,B,-171.76615027325255,E,-49.48018992385506,0
Black,-52.292378023075784,C,E,-103.74150540938922,E,209.10667269806055,1
Other,26.70509424389951,A,B,202.62609608871105,B,52.913219845590035,0
Asian,-50.66622431877946,A,B,66.69387638828677,E,136.8124776097433,1
Black,-109.0219212281903,D,C,-41.66326335366212,A,95.83043924067387,0
African American,36.4960348144574,D,D,22.3218738872019,E,226.17769033248217,1
Other,41.15121721316628,B,E,-16.084624382861364,E,-84.63095987538948,0
Hispanic,168.02987063139818,E,A,93.91009325129363,D,-123.9771702117016,1
Black,27.768870550818754,D,A,-56.67076973757925,B,-158.64643479142288,0
Hispanic,7.298733068748034,B,A,4.53838274260645,A,64.53742206026986,1
Asian,5.435568890150293,E,A,-73.47985450305885,E,-223.78465414961872,0
African American,190.356621699766,B,B,-68.32356204317487,A,-255.74900731524588,1
Other,85.07633211517111,E,C,-95.6422734757164,E,-120.93326410258824,0
Other,-73.81305029300972,D,A,9.305171240476257,D,65.52616155074338,1
African American,-2.6727152324609436,E,E,-95.07828619467166,E,15.164967900105243,0
Black,145.66989508481316,D,A,-50.09061000982658,D,-90.76299378051012,1
Hispanic,27.658170514186526,C,D,-49.612815132486745,C,-42.64662766026857,0
Black,-90.65386886121823,A,A,-27.567157089545663,B,34.26885810974013,0
Asian,-19.492267535629992,D,D,62.10551135735328,A,38.202333801355515,0
Other,-76.96586635567913,B,B,3.7859379435723373,D,3.484895528564602,1
African American,-136.96035259041747,D,D,88.81206579819133,E,245.538991177375,1
African American,-0.0242434862194508,E,C,-12.338030840014994,A,-213.8023175164113,0
Other,-5.74052990201743,E,D,59.10708327575874,C,-9.595024065434526,0
White,-199.37730119232373,A,B,54.98829938539899,A,91.17204898896257,1
Black,-43.421097158333296,A,B,45.06879401406977,B,129.8084567899045,1
Black,-35.01299078437338,C,B,-157.4105730346493,E,-158.6209506789376,1
Asian,-93.69415316075703,E,E,-25.81202125909503,E,-85.1004797217273,0
White,-3.265148773456275,C,D,-225.38440030475027,D,-32.37748266966932,1
African American,-179.81696525082086,E,D,-74.12780255813315,D,-102.16204438258707,1
African American,34.40341433294821,D,B,94.82030484419349,B,85.41375447793847,0
White,-16.73712871028215,E,C,-60.40094507745142,E,-236.28667597176837,0
White,71.55986445060279,C,C,-123.50117727877638,D,58.67569971321151,1
African American,18.608679680830495,E,E,30.120273701597995,C,-147.57399481550164,1
Asian,-80.5282781775757,E,C,17.39772278916571,D,-71.80328852373565,0
African American,-153.4585905381555,B,B,60.41955300215187,B,-58.075924237328195,0
Other,-122.81805539725819,C,D,1.9211067127219101,A,-65.37064959241962,0
Other,-100.29932989218706,B,D,-140.04804915845253,C,-32.40037181922297,1
White,109.07739938820065,E,D,-74.74994093655091,A,145.50514800981063,1
Black,-73.00909699416486,C,C,-43.81309142286499,E,-1.1696852838495908,0
African American,92.18006872099981,C,D,106.87589358775146,D,-3.776346415034341,1
Black,6.990276849908225,A,A,-124.15176329731771,B,-29.92631576805606,1
Hispanic,169.10411288526518,E,B,-55.776269677317245,C,172.14161689548655,0
Black,-1.4220585252684645,D,D,-136.11390876719872,E,-22.098810944737924,1
Other,115.43935817768849,D,B,-108.83700880265066,D,-109.8657492202748,0
White,6.166346152580752,A,C,-165.60241606930188,B,-117.13519756268957,0
African American,-90.46920615987611,A,A,-6.137933510884377,D,-104.54180507407753,0
Asian,159.1844151879313,C,D,-70.59512702815367,C,-5.105213554213842,1
White,92.18527847380132,A,D,65.78488994165147,E,68.3051469139849,0
Black,-66.01521123736414,A,E,33.866238744656116,A,29.895557046978364,0
African American,41.669260170459026,B,E,38.98219049330405,E,-32.59902974849419,1
Asian,28.005443127898694,A,D,-59.71900011305594,E,-139.98329713969565,1
Hispanic,-106.6833771631883,A,A,-20.739013090114426,D,-51.69156380843985,0
Black,68.49651062444788,A,E,48.40917012441922,B,133.0141815908765,1
Black,157.361686697029,E,B,-176.47911157812234,D,-70.75521531257299,0
Black,209.70339012624186,B,C,-66.39796162994321,C,-112.7088925123261,1
Asian,-57.97246056633399,B,E,48.1096948200439,A,17.624728724200715,0
African American,-72.62702977887328,A,A,-105.29435373672038,E,-44.506222855972396,1
Asian,52.768724031774326,D,B,43.93823145436014,C,-147.63786814944712,1
African American,-24.75328657264891,D,A,5.881723355603045,A,4.103821267956383,0
Hispanic,-44.82737915849982,C,C,-208.82709865646788,E,-20.737207988410596,0
Hispanic,71.79410403818865,E,E,152.9450480478733,C,111.68447060183047,0
Black,69.3563262335573,A,D,49.189439530477344,E,-153.914101061385,0
Black,29.641226239301204,C,E,-71.39716647540348,D,-11.688665248233383,0
Asian,39.590388999387585,E,B,41.577885010890036,A,82.56161654439842,0
Hispanic,-6.483753706204443,C,E,178.32554589037247,D,55.86539352860916,0
African American,184.5697297381372,E,E,-42.28857946352175,B,222.33868322940157,1
Asian,-64.77742778188241,B,E,84.98378330661478,B,-83.61712838866346,1
White,229.0871448802033,B,B,65.2670732835278,E,60.78892984786195,0
Hispanic,232.35213452016686,A,D,103.04917901442732,D,-37.15085795541799,1
