married,country,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
Single,UK,51-65,A,A,-47.60857241092169,C,E,0
Single,UK,18-25,E,E,76.79656459837305,D,A,0
Married,Germany,36-50,B,E,-124.1814767738819,E,C,0
Divorced,Germany,18-25,D,D,-43.97460922141511,E,D,1
Single,UK,51-65,D,E,-128.74764495538528,E,A,0
Single,Mexico,65+,A,C,-58.25635166979073,A,C,1
Divorced,Other,36-50,D,C,189.95641671561222,A,E,0
Married,Other,36-50,A,B,133.01403180639284,A,E,0
Widowed,Brazil,36-50,C,E,-56.239431666827755,B,A,1
Single,UK,26-35,C,D,-124.7176321737714,B,E,0
Married,US,65+,E,B,7.168146467554432,D,C,1
Widowed,India,26-35,A,A,1.9559708942073706,E,B,1
Divorced,India,36-50,A,D,-33.64876099152125,C,E,1
Widowed,Mexico,26-35,D,C,88.2029138905387,B,E,1
Married,India,65+,B,E,-84.77788914594116,C,B,1
Divorced,Germany,26-35,C,E,-19.174690446969542,D,C,0
Single,India,36-50,D,A,16.696276924063604,A,C,0
Widowed,Mexico,26-35,C,E,101.6266080312793,A,B,1
Married,US,36-50,B,B,42.4831370005873,D,C,1
Single,Brazil,36-50,B,E,-33.98569229571415,D,A,0
Divorced,Mexico,36-50,E,B,-83.51141123520695,A,A,1
Single,Brazil,65+,C,E,-40.05896436149458,A,D,0
Single,Mexico,18-25,A,E,-96.0388739761381,B,D,1
Divorced,Other,51-65,A,D,-75.9311064414194,C,A,1
Widowed,China,65+,A,A,-22.20029840498759,D,A,1
Divorced,UK,51-65,D,E,152.21059127137664,B,A,1
Married,Brazil,36-50,B,B,29.743163814843793,A,B,1
Single,Other,36-50,E,A,8.546285494242852,C,A,0
Widowed,India,26-35,C,B,-141.06182579229343,B,B,0
Married,Germany,18-25,C,D,83.47542625393906,C,D,0
Married,UK,36-50,E,A,-184.29796872134915,E,A,1
Widowed,UK,18-25,D,E,41.70088936029846,B,E,0
Widowed,Other,65+,A,D,132.83699590194038,D,A,0
Divorced,Germany,51-65,E,B,43.59278561319913,D,D,0
Married,UK,65+,D,C,23.464763628593985,D,D,1
Divorced,India,18-25,A,A,132.07530286204408,C,C,1
Married,China,18-25,A,C,51.15717056911655,D,A,0
Single,UK,18-25,C,B,33.675528872134265,E,B,1
Single,Germany,26-35,E,D,-127.67380744877497,A,D,0
Divorced,India,65+,E,E,-31.96979393229531,E,C,1
Divorced,Mexico,65+,D,C,116.32936321118137,E,C,1
Widowed,Germany,18-25,E,E,-66.3832908384814,C,C,0
Widowed,Other,65+,A,D,-8.579159434931553,B,E,1
Widowed,Germany,18-25,E,D,103.05484732227632,B,A,0
Single,US,36-50,C,C,-266.99545117108994,C,D,0
Single,Other,51-65,C,A,-33.72664886898765,E,A,0
Widowed,Mexico,36-50,B,B,-4.827337966880318,C,B,0
Single,Germany,18-25,C,E,3.7996483341116774,A,D,0
Divorced,UK,36-50,A,D,109.58203936962857,D,A,0
Widowed,Other,26-35,A,E,-145.35697119661322,D,A,1
Widowed,Germany,65+,A,D,-15.070630016468254,E,A,1
Married,Brazil,65+,D,A,-172.9555771672651,E,A,1
Married,India,26-35,D,A,136.92658345845453,C,E,0
Widowed,Brazil,51-65,E,B,53.47217747644848,D,E,1
Married,China,36-50,C,D,48.05079010601519,B,B,0
Divorced,UK,51-65,B,E,-75.87397389127733,A,E,1
Divorced,UK,18-25,D,A,-1.3414029859318752,B,E,0
Widowed,Brazil,18-25,E,B,-147.23904566969773,C,B,0
Divorced,Brazil,65+,C,E,9.637591737856278,B,B,0
Widowed,Mexico,36-50,E,B,-69.03857678622903,B,D,1
Single,Brazil,18-25,D,C,123.49821750708401,D,B,0
Widowed,US,51-65,D,C,153.63306031843285,A,B,0
Single,Other,18-25,B,D,37.95029018723169,B,A,0
Married,US,36-50,B,B,68.54450050061516,B,A,0
Single,Brazil,26-35,C,E,84.68002332404285,A,B,0
Married,Other,18-25,C,B,-158.39179673250487,D,B,1
Married,Brazil,26-35,D,D,-16.722740161699893,D,C,1
Single,Mexico,36-50,D,C,-22.708210655598766,B,D,1
Married,India,26-35,D,D,-103.51712067417597,B,B,0
Single,Brazil,18-25,C,D,-6.193847218650129,A,C,0
Married,Other,26-35,E,A,141.35187545955114,A,A,1
Widowed,Other,36-50,A,C,-97.73252894201798,D,D,0
Single,US,51-65,E,E,10.575104561463665,D,C,1
Divorced,UK,18-25,B,E,83.71222104664177,A,A,0
Single,Germany,65+,E,A,-50.13430590442276,C,A,0
Divorced,Germany,36-50,B,B,-7.802075922384131,C,A,0
Married,India,51-65,A,D,-103.66248961225048,D,D,1
Divorced,US,51-65,E,A,-24.996656033077333,D,B,1
Married,Mexico,36-50,A,B,-9.976769312426928,D,B,0
Widowed,UK,36-50,D,B,144.3857930646369,E,D,1
Widowed,US,36-50,A,B,158.50489446099596,A,D,0
Divorced,Germany,36-50,E,A,48.78201010017047,B,C,0
Married,India,65+,B,E,38.72975799331478,C,B,1
Single,UK,26-35,D,B,-7.423197242700274,E,D,1
Widowed,UK,26-35,A,D,-95.93180637164448,A,A,0
Divorced,Germany,26-35,C,C,-104.53672744986886,B,A,1
Divorced,Germany,36-50,B,B,55.98374997831718,D,A,1
Widowed,China,51-65,E,B,47.998996290047835,C,E,1
Divorced,UK,51-65,E,B,-152.87769326250867,D,E,1
Married,India,51-65,E,B,34.47345396765827,B,C,0
Single,Germany,26-35,D,B,169.29534034739478,D,A,1
Married,Mexico,65+,E,D,-66.15204155292844,B,C,0
Widowed,Mexico,18-25,A,C,60.88714281568053,E,E,0
Divorced,China,26-35,E,B,80.4844722034624,D,E,0
Married,US,36-50,A,C,-132.59661868208605,E,B,1
Divorced,Germany,51-65,E,E,-133.08257207246365,C,D,1
Single,Other,51-65,C,E,-120.97476601523974,D,E,1
Single,Brazil,26-35,C,A,100.04203108992252,B,B,0
Married,Other,18-25,E,E,-49.40251785595394,C,D,0
Single,India,18-25,A,E,6.081220750695991,A,C,0
Married,Brazil,26-35,A,A,-97.92657259559486,C,B,1
Married,UK,36-50,C,E,196.49636391185922,D,C,1
Divorced,UK,36-50,C,D,12.39101689164714,A,A,0
Married,Germany,51-65,B,B,75.83645755733185,B,B,0
Married,Mexico,51-65,B,D,76.77896344527292,E,A,0
Widowed,Other,36-50,B,E,127.13479969136469,A,B,0
Divorced,China,18-25,E,E,-1.5917197195192467,B,D,0
Single,UK,65+,E,D,-164.62257033895415,B,D,1
Divorced,India,26-35,C,B,-114.30404842409673,D,D,1
Single,Other,36-50,A,C,109.40371195586836,E,C,0
Married,Brazil,65+,C,D,23.63320182747374,E,E,1
Divorced,US,36-50,B,B,-111.61309476053624,A,C,0
Single,UK,51-65,B,D,-171.83031185849055,E,A,0
Divorced,UK,65+,A,A,-74.58926949474687,D,B,1
Widowed,US,65+,D,A,146.37868363042742,D,B,1
Widowed,Germany,18-25,C,D,-183.38394877658146,A,E,0
Widowed,Mexico,36-50,D,A,155.50294702151882,A,E,1
Widowed,Mexico,18-25,B,E,56.22440367834909,A,C,0
Divorced,China,65+,A,C,0.1481287798725323,A,E,0
Single,India,26-35,A,C,216.7399627567524,E,D,1
Widowed,India,26-35,A,A,100.94704399731755,B,C,1
Single,China,65+,D,D,50.69876784580308,B,B,1
Single,Mexico,51-65,C,A,-76.60091626062749,C,B,0
Widowed,UK,36-50,D,E,89.2595801195515,E,D,1
Widowed,UK,36-50,E,B,184.48512849775582,B,C,0
Single,Other,36-50,C,B,87.93975596633817,E,C,1
Single,Germany,18-25,D,C,101.50687365567563,A,E,0
Widowed,Mexico,18-25,A,A,24.14861039206192,B,A,0
Single,Germany,36-50,D,B,65.15623691123778,B,B,1
Widowed,UK,36-50,D,A,91.071365524983,A,E,1
Widowed,Germany,36-50,E,C,-29.848231656265124,C,A,1
Married,India,18-25,E,D,-100.07408539006626,B,E,0
Divorced,India,36-50,E,A,-131.00569649310364,A,D,0
Widowed,UK,51-65,C,D,-28.784379800808992,D,A,0
Divorced,Germany,26-35,A,E,121.20135594313979,A,A,0
Widowed,Mexico,36-50,C,C,-72.82090388789584,D,B,0
Single,Brazil,36-50,E,D,73.55481982629829,D,B,1
Widowed,Mexico,36-50,D,D,6.138496998833453,C,E,1
Married,India,51-65,B,D,-6.188083381270127,D,A,0
Divorced,UK,51-65,C,C,-66.45391132629034,C,D,1
Widowed,Other,51-65,E,E,-111.64987398063886,A,B,0
Widowed,Brazil,18-25,B,C,-84.16575041517103,A,E,1
Married,US,65+,E,E,99.35659701052371,C,D,0
Single,China,36-50,C,D,55.59893306688647,B,A,1
Married,Other,36-50,D,D,23.987785820951387,C,A,0
Divorced,Germany,18-25,B,D,80.86848559698669,C,B,0
Widowed,China,51-65,C,A,69.36229942980103,B,B,1
Single,China,36-50,D,B,78.20306251326747,A,D,1
Single,Brazil,36-50,C,B,6.482852284496725,E,C,0
Widowed,China,26-35,A,C,68.94911146378193,E,C,1
Single,Brazil,65+,B,C,41.75059585484785,A,D,0
Married,China,65+,C,E,-57.021949764105784,D,C,0
Married,Germany,36-50,E,E,-1.3624219263517603,A,A,1
Married,Germany,26-35,B,B,209.20484043182398,B,C,0
Widowed,Germany,51-65,E,E,63.55659849828109,D,C,1
Single,China,36-50,C,A,92.03805630034296,B,B,1
Divorced,China,36-50,D,A,-181.93256583034864,A,A,0
Divorced,UK,18-25,E,A,-120.3350575534643,B,A,1
Divorced,UK,36-50,D,B,81.94000472364978,D,D,0
Divorced,UK,51-65,B,A,7.816634599360086,D,B,1
Married,China,18-25,C,C,-78.39906734845022,A,E,1
Widowed,UK,18-25,D,E,-46.90970479769108,E,D,0
Divorced,Mexico,26-35,C,C,-89.91462302640836,A,E,0
Widowed,Other,65+,A,E,-67.39528204612907,C,E,0
Widowed,India,65+,D,C,203.82695319891386,B,E,0
Single,Mexico,18-25,C,D,271.3696801368319,E,E,1
Widowed,UK,65+,C,E,0.8697779238279348,E,A,0
Married,Brazil,36-50,D,C,-109.45521087193457,B,A,0
Single,Germany,26-35,A,D,-109.05674449424964,A,A,1
Widowed,Brazil,26-35,C,E,-90.02674293689837,D,B,1
Married,US,51-65,E,C,-6.664177632436165,D,A,0
Single,India,51-65,B,E,-117.96746901490629,D,B,1
Widowed,China,26-35,A,C,91.6778899769515,D,C,1
Widowed,Germany,51-65,C,B,37.54943143702446,E,E,1
Divorced,Brazil,65+,B,B,-105.69773838202332,D,D,0
Widowed,Brazil,51-65,A,D,19.1202310823796,D,A,1
Widowed,US,36-50,A,B,-10.740069011322413,C,C,0
Divorced,Mexico,51-65,D,E,30.184098954115196,D,A,0
Married,India,26-35,C,B,-61.1693903398983,C,C,1
Single,China,26-35,C,C,58.08908684716444,E,C,1
Widowed,Mexico,36-50,C,B,43.856473244804825,E,D,0
Widowed,Mexico,36-50,C,A,-243.80896934840047,E,D,0
Married,Brazil,36-50,D,D,-42.37299252548637,B,E,0
Widowed,China,65+,D,C,110.03068078050609,D,C,0
Divorced,China,65+,B,E,-153.8172340144352,E,C,0
Single,Mexico,51-65,C,A,-93.70966687655779,D,D,0
Widowed,India,26-35,B,A,-20.964024991492824,B,D,1
Divorced,UK,26-35,A,B,79.8082597421955,A,E,1
Divorced,Other,51-65,C,E,-157.12398161856427,B,A,1
Widowed,Germany,26-35,B,A,-84.98301400165002,D,A,1
Single,India,26-35,E,E,-53.94596796900656,E,D,0
Divorced,Other,36-50,E,B,129.04988666591296,C,B,1
Widowed,US,26-35,E,D,60.04105816997619,B,B,1
Widowed,UK,51-65,E,E,35.334209939313915,B,A,0
Widowed,UK,36-50,D,D,139.29475371248074,D,C,1
Single,UK,51-65,A,E,10.263388295543221,B,C,1
Single,UK,51-65,A,E,-102.29832907496477,E,B,1
Widowed,India,26-35,E,C,-57.30071754900112,B,E,1
Married,US,65+,C,B,49.903479739801554,D,A,0
Divorced,US,51-65,E,B,119.15370545013569,D,D,1
Married,US,65+,D,D,-217.72451148311913,E,C,0
Divorced,US,36-50,B,E,0.6562017614387452,B,E,0
Divorced,China,65+,A,E,-90.85662584525112,A,C,1
Single,Mexico,18-25,D,E,250.6985994586623,E,A,0
Widowed,UK,51-65,C,C,77.94647286942022,B,A,1
Married,US,65+,E,A,-35.8356005504171,E,D,1
Married,US,36-50,C,A,-24.582690754144327,C,B,1
Married,Other,51-65,A,B,-37.333402231200026,B,E,1
Married,Mexico,26-35,D,B,175.21320019357486,A,A,0
Single,Germany,51-65,E,B,-29.96238169047784,C,D,0
Widowed,Other,36-50,A,A,-84.09808888928852,A,C,1
Divorced,US,51-65,E,E,-26.585134080162415,C,A,1
Divorced,Germany,51-65,B,E,156.09931602630715,D,D,1
Widowed,China,51-65,C,D,-1.3221900239877615,A,A,0
Married,Brazil,18-25,A,A,39.75157200842454,C,B,1
Married,India,26-35,C,D,-124.36041367621942,A,C,1
Divorced,Brazil,65+,A,C,104.48120002486951,E,C,1
Married,UK,65+,A,A,175.5900374708979,E,A,1
Single,India,18-25,D,C,-17.794486912953587,D,D,1
Widowed,US,51-65,C,A,32.57120088129121,E,B,0
Single,Other,18-25,B,B,124.42222275780632,D,A,1
Married,Brazil,18-25,E,C,-20.09656280629655,D,B,1
Divorced,Germany,36-50,D,C,79.74589131478913,D,C,1
Married,Mexico,18-25,C,D,-49.46234233518258,A,D,0
Married,Other,36-50,D,E,56.199946866419026,E,A,0
Divorced,China,26-35,C,B,26.143152039120764,D,E,0
Widowed,Other,51-65,E,E,19.624928056921156,C,E,1
Widowed,China,18-25,C,E,-72.64436782303282,E,D,1
Widowed,UK,51-65,A,B,88.69465947901581,A,B,1
Divorced,UK,51-65,A,C,-85.95568128993253,E,C,0
Divorced,UK,51-65,E,C,140.1273157402414,D,E,0
Married,China,51-65,B,D,-116.9312869622606,E,B,0
Divorced,China,26-35,E,B,90.27244509519704,B,D,0
Divorced,Other,18-25,A,A,19.158981269091168,E,D,1
Divorced,Germany,18-25,D,D,-81.32727104549305,D,B,1
Widowed,Brazil,18-25,E,E,-118.95604912965898,D,B,1
Married,India,36-50,E,C,-84.5706221393906,E,E,1
Widowed,Mexico,65+,B,D,14.98717178210617,A,D,1
Married,Brazil,36-50,D,B,160.83318549048002,B,E,1
Married,India,51-65,E,E,-1.1159340908911928,E,D,1
Single,China,18-25,D,A,64.66636372116723,B,B,0
Widowed,Brazil,51-65,B,B,-89.42663088183741,A,B,1
Married,Brazil,51-65,D,B,-118.44872172124666,B,B,0
Married,UK,18-25,B,A,-9.770347658946452,C,A,0
Married,India,26-35,D,D,117.6925386345304,D,B,0
Divorced,Germany,26-35,C,B,-6.576508659330427,E,D,0
Married,Germany,51-65,C,E,32.351738584027665,A,B,1
Married,Other,65+,D,D,-71.96871639459278,E,A,0
Widowed,UK,51-65,E,D,-79.0202056510472,C,C,0
Widowed,China,36-50,D,C,-30.795558692175728,B,E,1
Married,Germany,51-65,B,A,62.984135854463354,A,B,0
Widowed,China,18-25,C,D,16.59300289117168,A,E,1
Divorced,Other,18-25,D,E,-95.30234996886507,D,A,1
Divorced,Other,51-65,A,A,-138.5931294676411,A,A,0
Single,China,36-50,E,C,-13.179026661852195,E,E,1
Widowed,UK,36-50,E,E,-72.97832541404526,B,E,1
Divorced,UK,36-50,E,B,66.77295504766583,A,C,1
Single,China,26-35,E,E,25.815691911713994,C,B,1
Married,Mexico,18-25,A,E,145.84189116156762,E,E,0
Single,India,18-25,B,C,69.72791303664553,C,A,1
Divorced,Germany,18-25,A,D,80.73805446190298,E,C,1
Divorced,Mexico,65+,D,B,104.8573227680061,B,A,1
Single,UK,26-35,B,E,92.11977976056305,A,B,1
Divorced,US,65+,A,D,72.6770365039894,B,E,1
Divorced,Brazil,26-35,C,C,61.9521708780336,A,B,0
Single,Other,51-65,C,D,-42.14562830332561,B,A,0
Married,UK,18-25,A,B,-166.5771301724512,C,B,1
Divorced,India,26-35,D,A,124.4159818135588,A,E,0
Married,China,51-65,C,B,-110.0526628143935,D,B,1
Divorced,Mexico,26-35,A,D,-89.52310837629815,E,D,1
Divorced,UK,65+,B,C,64.84276589943582,B,A,0
Widowed,UK,18-25,B,E,-14.052344776110775,A,D,0
Married,Mexico,65+,B,A,-98.81535365039609,C,A,1
Married,India,18-25,D,B,104.43201905343271,B,C,0
Single,China,51-65,A,B,64.41136717460469,A,E,0
Widowed,Mexico,65+,C,D,251.71735726021674,E,C,1
Divorced,UK,36-50,A,A,-11.706024244452447,A,C,0
Single,UK,65+,B,E,-15.611183281459162,C,D,1
Divorced,Mexico,51-65,A,D,101.95918025226305,A,B,0
Widowed,US,18-25,A,A,-24.852743567998754,B,E,1
Widowed,Mexico,18-25,B,C,68.670198194946,D,E,0
Single,Germany,36-50,D,C,-33.07572497743507,C,D,1
Widowed,Germany,51-65,D,E,91.30812999399221,E,C,1
Divorced,UK,26-35,D,A,-61.57245234173199,B,C,0
Widowed,Other,65+,D,A,-129.30795224630515,B,D,1
Widowed,Other,65+,C,D,163.52359011227767,A,E,0
Single,India,51-65,D,B,-23.684003854148074,E,A,1
Widowed,UK,26-35,E,C,134.59753176807595,B,B,0
Widowed,US,65+,E,C,-40.466265142865545,C,C,1
Widowed,Mexico,65+,E,E,-30.763898275353156,D,B,1
Divorced,US,26-35,A,A,-190.32020309653026,A,E,1
Widowed,China,18-25,E,D,18.746060736347246,D,E,0
Divorced,Brazil,51-65,A,B,-36.95123489663303,D,C,0
Widowed,China,36-50,A,A,-71.19205209003545,B,D,1
Widowed,Brazil,18-25,B,C,-90.88948849821296,C,C,1
Married,UK,26-35,B,B,-101.91876313353967,A,E,1
Divorced,China,26-35,E,D,26.52932664133446,D,D,0
Married,Germany,36-50,A,C,-222.14538595755698,B,C,1
Widowed,China,26-35,B,D,182.30865981496524,C,B,1
Widowed,Brazil,51-65,D,B,77.9610119901258,B,A,0
Married,India,18-25,B,B,-5.656300860872778,C,B,1
Divorced,China,26-35,E,D,133.69382449247436,E,C,1
Widowed,Brazil,65+,D,D,12.387749592512504,B,D,0
Widowed,UK,36-50,C,D,52.68836632618753,A,B,1
Widowed,India,18-25,C,D,83.80640851633106,A,E,1
Married,UK,65+,B,B,-125.34763197480441,A,D,0
Divorced,Other,36-50,B,E,-33.702490175706004,A,E,1
Single,Other,51-65,E,D,-34.69629660400052,C,B,1
Widowed,Brazil,26-35,B,D,44.59133665624795,A,A,1
Divorced,India,36-50,C,A,2.6687198681035107,E,C,1
Divorced,Mexico,36-50,A,C,103.05191400874396,E,B,1
Married,Mexico,26-35,B,B,76.70953989986613,A,B,0
Single,US,26-35,C,E,-16.367594007495835,B,D,0
Divorced,China,51-65,E,E,6.728735877438877,E,D,0
Divorced,US,51-65,E,D,-24.013003173850294,D,B,0
Married,Mexico,36-50,D,D,-153.86206646582673,E,C,0
Divorced,India,18-25,C,A,-165.75883229738832,C,C,0
Divorced,Other,65+,D,A,131.52306987562358,B,D,0
Single,Other,65+,C,A,98.90945199771532,B,D,1
Married,China,36-50,C,E,-84.7386090641222,B,B,1
Married,UK,51-65,B,D,-70.0495736118396,D,B,0
Divorced,China,36-50,B,C,232.48152688957964,B,A,0
Married,US,51-65,D,E,-107.42428784413403,D,C,1
Divorced,India,18-25,C,B,-40.96955059652916,C,A,0
Married,Other,26-35,A,C,93.62228645008159,E,E,1
Widowed,UK,36-50,B,B,-100.2039860418374,B,D,1
Married,Mexico,36-50,D,E,70.08443680789004,D,E,1
Married,UK,36-50,E,D,-59.995780777451394,D,C,1
Widowed,India,26-35,A,B,-78.0133634784707,B,E,0
Single,India,36-50,C,E,48.51492554604084,A,A,1
Widowed,UK,36-50,D,E,63.64857936902615,C,C,1
Divorced,US,51-65,A,C,21.97741907853141,D,C,1
Married,Brazil,65+,B,D,149.98694284789477,C,B,1
Single,UK,36-50,C,C,150.0401341568657,C,D,0
Widowed,Brazil,36-50,E,E,27.925573384148684,B,B,1
Married,UK,26-35,A,B,-142.36491676824346,D,D,1
Divorced,Brazil,26-35,D,B,-1.2243668213649215,A,E,0
Single,UK,51-65,B,B,33.016742300768506,D,A,1
Divorced,UK,26-35,C,C,-37.21736109040448,A,E,0
Widowed,India,36-50,B,D,97.85691463434488,A,C,1
Divorced,UK,36-50,D,C,95.49653827196586,A,D,0
Widowed,China,36-50,A,C,-108.36601111520736,B,C,0
Single,Germany,65+,A,C,43.43876489217712,C,D,0
Single,China,26-35,D,E,-59.1415837877286,C,D,1
Single,China,51-65,E,C,-12.515893947092,D,C,1
Divorced,Mexico,65+,E,A,-185.5411722157309,D,A,1
Married,India,36-50,D,B,69.3148273466058,B,D,1
Widowed,Mexico,65+,E,B,67.94904535022503,A,B,1
Single,Other,36-50,D,C,-176.6673382135657,E,B,1
Widowed,Mexico,26-35,E,E,106.35111697935027,A,E,1
Married,Brazil,36-50,D,C,-27.20766997855989,D,D,0
Widowed,UK,36-50,A,E,156.18728760929847,D,D,0
Widowed,Other,36-50,E,A,25.26223919619955,B,E,0
Married,US,18-25,E,C,-164.7379808711229,C,B,0
Divorced,Germany,36-50,B,D,30.84562155086789,C,A,1
Widowed,UK,36-50,D,D,-16.967829057206757,C,E,1
Single,Mexico,65+,A,C,-59.49812861004009,D,D,0
Divorced,China,65+,A,E,-58.09465814492311,E,B,1
Divorced,Germany,65+,C,D,34.46769472759021,C,D,0
Divorced,US,18-25,A,A,-17.627142685659067,D,A,0
Married,Mexico,65+,C,A,-111.68356255078157,B,C,0
Widowed,Brazil,36-50,E,B,-26.087689340419935,B,E,1
Divorced,Mexico,18-25,C,A,251.56244720224615,A,B,0
Single,India,18-25,C,B,-79.89535083006803,A,B,1
Single,US,65+,C,A,-36.164893395530015,E,A,1
Single,China,18-25,E,C,-21.6609083795165,C,A,1
Married,US,36-50,B,E,55.21617838280471,D,D,1
Single,India,18-25,C,B,77.00734264418313,B,A,1
Divorced,Other,26-35,E,C,-26.81073287096455,E,C,1
Married,UK,26-35,A,D,-10.150662310283588,B,C,0
Widowed,Brazil,26-35,D,B,5.288486304856988,E,D,1
Divorced,Mexico,26-35,D,E,-34.252982380228744,C,E,1
Single,Brazil,65+,C,B,-26.98735407011595,B,E,0
Married,Germany,65+,B,A,54.217127110356586,E,A,1
Divorced,UK,65+,E,E,154.15010963030477,C,C,0
Widowed,Other,18-25,E,C,277.46379685482873,B,B,1
Single,Mexico,18-25,C,E,-71.60701005386589,A,B,1
Divorced,Other,36-50,C,D,107.35036164645516,D,D,1
Single,Other,36-50,A,A,-18.77972233670995,A,A,0
Divorced,Other,26-35,B,D,39.9068614517169,C,E,1
Married,Brazil,18-25,D,A,-142.33527246537093,C,E,1
Married,UK,65+,A,E,64.57266564682118,B,C,1
Married,China,26-35,E,A,66.92916821323304,A,D,1
Married,Brazil,36-50,C,E,16.579152936428805,C,C,0
Widowed,US,51-65,C,B,-30.9093892685528,B,D,1
Single,UK,65+,B,C,203.1979709740309,E,A,0
Single,China,36-50,D,D,86.3590620297558,D,D,1
Divorced,Brazil,26-35,B,B,-48.42589907037266,C,A,1
Divorced,Germany,18-25,C,E,-29.9593293328196,C,E,1
Married,UK,26-35,A,A,50.368250518483094,E,A,0
Divorced,Germany,18-25,C,E,-80.05047513273611,C,A,0
Single,Germany,18-25,C,E,-133.50172391952358,E,B,1
Widowed,India,65+,C,A,-58.58060643069114,B,C,0
Widowed,UK,26-35,C,D,20.492146869947977,E,B,1
Married,India,51-65,E,C,-20.716270125308707,B,A,1
Divorced,Other,51-65,B,A,-66.38116867293576,E,B,1
Married,Germany,51-65,A,C,-70.11289009943195,B,C,1
Divorced,Other,65+,C,C,112.24435036868338,A,A,1
Widowed,Mexico,36-50,E,C,7.6006309711607045,B,A,0
Widowed,India,65+,C,D,50.63826423921074,A,D,0
Divorced,Brazil,51-65,A,E,98.52622187343914,D,B,0
Single,Other,26-35,C,A,51.732611127302285,E,E,1
Married,Brazil,26-35,B,E,-168.28292085375261,C,B,0
Married,Germany,18-25,B,B,235.6950389416803,D,A,0
Single,India,18-25,D,B,-11.812217697954813,A,E,0
Widowed,Brazil,51-65,D,C,-71.0487218255573,B,A,1
Married,Brazil,36-50,D,A,-38.535964527243934,B,C,1
Widowed,Germany,51-65,D,A,-79.63108367807432,A,D,0
Widowed,Brazil,26-35,C,C,66.24754325753153,D,A,0
Divorced,China,26-35,E,B,75.0149809260608,A,A,1
Single,Mexico,65+,C,D,-128.28818395122917,C,E,0
Divorced,UK,18-25,C,D,73.75273102753124,A,C,0
Widowed,Mexico,65+,A,C,-92.01760083194137,C,E,0
Divorced,UK,26-35,A,C,-164.71724569300775,E,E,0
Divorced,Brazil,26-35,B,C,-72.26041204309391,E,E,1
Married,Mexico,65+,A,B,147.4778212817699,E,B,0
Single,Mexico,51-65,E,D,-71.08937195061728,C,A,1
Divorced,Mexico,18-25,C,C,-17.015509703396216,C,A,1
Married,US,51-65,D,A,-95.88290768367797,D,E,0
Widowed,UK,18-25,C,D,28.975943837330163,E,B,1
Widowed,US,26-35,B,B,-184.28566986961448,E,D,0
Divorced,Brazil,18-25,B,A,-172.19939692762915,D,B,0
Divorced,India,36-50,D,C,46.99085778661017,E,A,1
Widowed,China,36-50,D,A,-80.98362165806233,C,E,1
Widowed,US,65+,B,B,23.255536630634005,C,B,1
Married,US,65+,A,D,18.439418059866853,D,B,0
Single,UK,18-25,C,E,68.27305102785488,C,C,1
Single,UK,18-25,B,C,-178.59607194233172,E,C,1
Widowed,India,26-35,C,A,-32.073450499500005,E,C,1
Single,Brazil,36-50,D,C,-214.41909946288743,A,B,1
Married,Germany,26-35,D,A,19.590886020964955,D,A,1
Single,UK,51-65,A,B,-65.101323772144,D,A,0
Single,Brazil,36-50,A,D,-22.01255498563166,D,D,1
Divorced,UK,65+,A,E,-33.099671517661974,C,D,1
Divorced,UK,26-35,E,B,97.51728207798342,D,E,1
Married,US,26-35,E,D,-68.28307719215194,A,C,0
Divorced,Other,18-25,B,A,231.17384849682955,D,C,0
Widowed,Brazil,65+,C,A,32.38783148081382,D,D,1
Divorced,India,36-50,A,C,-111.87964681992943,E,D,1
Single,US,36-50,D,E,158.65255757848786,E,E,0
Single,Other,18-25,D,E,-77.20647220885274,D,B,0
Single,Brazil,18-25,C,B,-202.69715487636972,C,E,0
Widowed,Brazil,51-65,D,E,-31.350414450766195,C,C,0
Divorced,India,18-25,C,C,108.77144810358334,D,B,0
Married,Brazil,51-65,E,B,136.34450481852323,D,A,0
Divorced,Brazil,51-65,B,C,-53.446425982429055,E,C,0
Divorced,China,36-50,E,A,50.013517550346684,D,D,1
Single,Germany,51-65,B,B,-6.279459785793702,C,A,0
Divorced,US,51-65,C,E,-4.523995616396279,D,B,1
Single,Germany,18-25,D,A,132.1960255138774,E,E,1
Single,China,36-50,A,E,120.74601389714661,D,B,1
Widowed,Mexico,51-65,C,B,148.29517107761768,A,E,0
Married,China,51-65,E,A,-59.912641967606696,B,B,0
Widowed,India,65+,E,A,88.6677282415486,B,E,1
Married,Germany,51-65,A,D,-56.836438306336746,C,A,0
Divorced,Germany,65+,B,B,132.09240169552575,D,E,0
Single,US,18-25,C,C,-107.21339001500081,A,C,0
Single,UK,26-35,C,D,-145.99881254715672,D,E,1
Married,Other,65+,B,D,76.93509874818221,A,E,1
Single,Germany,18-25,A,B,52.3209944140342,A,A,1
Married,UK,51-65,C,C,112.79020631653765,D,C,1
Married,Other,18-25,A,E,2.3301033123690256,C,C,1
Widowed,Germany,65+,A,A,-266.0978268713904,E,D,0
Single,UK,36-50,E,D,73.90171772611957,A,B,0
Single,UK,51-65,E,A,15.206979424408413,C,B,1
Divorced,India,65+,D,A,-109.90232065555897,B,A,1
Widowed,US,18-25,A,B,-52.31288614137814,D,E,0
Married,Mexico,18-25,E,E,9.48213292290135,D,C,1
Married,Germany,18-25,E,D,-107.43896628386122,B,D,1
