faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
None,43.45317776737362,B,E,A,E,E,A,D,C,A,196.67109688844886,A,C,0
Buddhist,-70.9781137925923,A,C,A,E,B,B,C,D,A,-145.3431781934281,C,C,0
Buddhist,-24.82721563968255,C,D,D,D,C,D,E,A,A,82.32095906754223,B,E,1
Hindu,-88.45252906143213,A,E,B,D,E,C,E,D,E,45.293272782748716,B,D,1
Muslim,23.782441880575703,C,A,B,D,B,E,D,E,A,61.92062141598073,D,D,0
None,78.22791535959063,E,A,B,D,B,A,A,D,C,-43.484763291718465,A,E,1
Buddhist,41.3088740873877,C,C,E,D,B,B,B,E,D,-7.237925873265557,E,C,1
None,153.59527150648617,D,A,B,B,A,C,A,A,D,-66.74850686924155,A,E,1
Other,-159.77904627755274,B,B,B,E,B,B,A,C,B,55.68455598935077,A,D,1
None,78.57305371517482,C,D,A,E,C,A,E,E,D,-155.26849627665524,E,D,0
Hindu,73.87150125949341,D,A,B,E,E,E,B,E,D,-85.10309424431341,A,C,0
Muslim,71.58013062221562,B,B,D,B,C,D,B,D,D,55.09679739395712,A,E,0
Jewish,-19.30112307906251,E,B,E,D,B,D,E,D,A,-61.52062714411773,A,A,1
Other,138.6204530372635,C,C,C,C,C,C,D,C,A,112.48479854345759,B,B,1
Jewish,95.13612944834011,B,D,E,A,A,D,A,A,D,-12.304155787092405,C,C,0
Christian,78.73720774140665,A,A,A,B,C,B,D,C,E,-110.4518981192121,A,E,1
Muslim,157.36396692184326,C,B,B,E,C,E,C,A,B,-48.429945962898074,D,D,0
Hindu,-33.33443589082633,E,B,A,D,D,D,D,A,E,-206.91132804725214,E,C,1
Muslim,-89.34472409236349,B,C,C,D,C,B,C,D,B,-50.35933676233395,D,D,1
Hindu,161.77093996133365,E,E,B,A,A,E,E,D,A,-53.50340183152782,D,A,0
Jewish,-99.4847346395983,C,A,D,C,C,A,D,B,B,113.58961650160795,E,B,1
Christian,119.11593876102327,E,C,D,C,A,D,B,A,E,-81.36348106153295,C,A,0
Muslim,-39.90102760839388,C,C,B,D,E,C,E,A,E,-80.49979167948092,E,A,1
Christian,-71.98141172100519,C,E,A,A,E,C,A,A,B,142.80631192288254,C,E,0
Buddhist,-69.2619618968387,E,D,E,A,A,C,D,A,E,76.99967887438943,B,A,0
Other,-7.458703463540512,B,B,D,B,D,A,C,D,B,-244.10898198211038,B,D,1
Hindu,-10.05844231113912,E,C,D,E,B,A,B,B,B,25.911533974165145,C,A,1
Hindu,112.56595018979378,C,D,E,A,C,D,D,E,A,73.09038012836263,C,C,0
Christian,-186.95317263624182,D,A,A,E,A,C,C,C,E,-68.18959373843265,A,B,1
Other,-177.88555155660828,C,B,C,B,E,A,A,E,C,12.32982038404072,A,C,0
Hindu,-10.911811171050443,A,C,C,D,A,A,C,A,B,155.33818135312612,A,B,1
Jewish,110.50109726604782,B,A,E,C,E,E,C,A,D,-154.41943282004092,E,E,1
Muslim,29.075971109902486,B,D,C,A,C,B,D,C,B,18.91286192075339,B,B,0
Jewish,-14.247699927059271,D,C,D,D,C,B,A,C,E,23.663564739286777,D,E,1
Buddhist,-73.2741317604808,C,D,E,E,E,D,E,B,E,-172.25181238150168,E,A,1
Hindu,-133.7636746613962,A,D,D,B,B,E,D,D,D,0.3072836013734054,D,A,1
Muslim,-81.044023472498,E,D,A,B,D,B,A,C,D,195.12767177371433,C,C,1
Jewish,-106.94815639565928,B,E,E,E,C,C,A,D,C,-110.10325178361475,B,B,0
Hindu,-105.16189598041056,E,C,B,D,E,D,E,B,C,53.17707985904202,E,B,1
None,-318.4906553216915,C,A,E,D,E,C,C,A,C,-2.7349627152239058,D,B,0
Buddhist,136.409917819626,D,C,C,E,E,A,E,E,A,95.56005874090353,E,C,0
Hindu,-187.75524987116822,D,D,C,E,C,A,A,E,E,-63.17839215005326,D,A,0
Other,111.06563399677762,D,D,B,E,B,B,E,A,A,-138.86485955171955,B,B,1
None,124.44311848638124,D,B,B,B,E,B,D,C,E,60.6728324184684,A,E,1
Hindu,58.85510891975504,D,C,E,B,E,E,E,A,C,-84.84361076749869,C,C,0
Other,53.37198482869315,D,D,D,B,C,C,C,B,C,-23.995030314730254,C,A,1
Christian,240.68956785965372,D,D,D,E,D,A,B,D,E,87.69460498251756,E,C,1
Hindu,-115.91023634644033,A,A,B,A,E,A,C,A,C,132.28720071587588,D,D,0
Christian,59.110717067355125,C,C,A,D,E,B,C,E,B,50.77550963149767,E,B,0
Hindu,-91.0348372873808,A,B,A,D,B,C,B,E,D,-144.91003239591026,E,D,1
None,48.45451445513548,C,C,B,E,C,E,B,A,B,15.09962912069223,C,C,1
Muslim,6.371672684084312,E,E,A,C,B,B,C,D,E,114.36449211237311,B,B,1
None,-29.000202219542963,E,D,B,C,B,D,E,C,D,36.52957480030074,B,D,0
Hindu,255.04747463862262,C,A,E,E,E,E,E,A,C,-38.81561361673109,E,A,0
Other,-55.71677407667377,B,C,E,A,A,D,B,D,E,50.77175011278487,D,C,0
Jewish,11.608827546269065,D,D,C,C,C,B,B,B,E,77.7104904085905,D,A,1
Muslim,-119.71858603383585,D,C,D,D,B,A,C,B,C,-8.355152196747305,D,B,0
Christian,45.81616829535834,A,B,E,B,A,A,D,D,D,137.7956456511119,D,E,1
None,-145.97044671037202,E,E,D,C,E,C,D,E,E,-108.80436139711138,C,C,1
None,-47.26724907615087,D,C,C,D,B,A,D,B,D,-99.52725216087651,E,A,0
Buddhist,3.370697683633519,C,E,E,E,A,D,B,B,B,19.354387864198046,C,B,0
Jewish,-115.40295216922351,D,D,A,D,D,C,E,A,A,-18.78324283260838,E,E,0
Jewish,33.71759469216193,B,D,D,D,E,D,C,C,E,-63.656713815556955,C,C,0
Buddhist,3.0717028055400877,B,B,A,C,C,E,A,D,A,41.48120016724317,A,E,1
Jewish,-9.617004053927145,C,A,E,D,D,E,A,C,C,59.15667187749071,B,C,0
Buddhist,-24.253586850096994,D,B,E,C,D,D,D,B,A,38.29316092030526,E,A,0
Other,155.2770764782718,C,B,A,C,D,C,E,E,C,-167.47083972807047,D,E,0
Hindu,36.55493512558437,C,B,E,D,A,E,C,E,A,80.64433383893255,B,C,0
Christian,63.988078526974014,B,D,D,B,C,D,C,D,E,-10.286490706012815,E,B,0
None,105.13873473330516,E,E,B,B,B,C,C,D,A,44.30442450850669,E,E,1
Other,64.51440039422602,D,A,A,A,E,D,A,B,D,116.45999424507927,E,D,0
None,142.48175480106798,B,D,C,D,D,B,B,B,A,62.74968609959388,A,B,0
Jewish,-57.945710030959376,A,B,D,E,D,C,D,C,D,-199.68333627719096,C,A,1
Buddhist,-134.19132714185807,B,C,A,B,A,B,A,D,E,-110.87300641717437,C,E,0
None,82.27078590432461,B,E,A,D,E,A,D,E,E,-59.122257329942784,D,C,1
Muslim,-17.313234508847263,A,C,A,C,C,D,E,D,D,38.12876959882247,D,D,0
None,18.298374547796673,B,D,C,B,C,A,B,E,B,-163.30578127944432,E,D,1
Muslim,-2.1716775564736035,C,C,A,B,A,C,B,A,B,-29.68413882586185,C,B,0
Muslim,43.15961143270094,E,B,D,A,E,D,C,D,B,94.15741197596836,D,A,0
Hindu,23.430717290402505,E,D,B,B,C,E,C,D,A,26.668389580553526,C,D,1
Other,-130.33058718787657,E,A,D,E,A,B,D,C,E,-69.80207189597321,B,B,1
Jewish,-65.0994184286587,E,A,C,A,E,C,E,A,D,62.53273728240845,B,B,0
Buddhist,-21.216341584970603,B,B,E,D,D,C,C,D,B,-158.87695112725171,A,B,1
Muslim,47.023086119304104,D,E,B,D,C,D,A,E,C,-28.20913336361078,D,C,1
Muslim,42.86849302886772,D,D,D,A,B,C,C,A,E,122.14938937415299,E,A,1
Other,71.71196568072705,B,B,A,B,C,A,E,E,E,-60.0717305136224,B,D,1
Hindu,15.629552882275718,E,A,C,E,D,E,D,A,D,-14.550775450612585,A,E,1
Muslim,2.886935628320007,E,B,C,C,D,D,E,D,C,48.29240951258516,B,C,1
Jewish,94.61982928872324,E,D,B,D,B,E,B,C,A,-84.09132103620851,A,D,1
Muslim,-6.095409564864104,D,C,C,C,E,C,C,B,B,67.58099815634223,E,C,0
Other,69.81330749745253,C,D,A,A,E,E,E,A,C,-243.80381252767313,B,E,1
Jewish,57.18345495845413,C,B,B,B,D,D,C,E,C,210.45359323760798,B,B,1
Other,41.189263770920135,C,D,D,A,E,A,A,D,D,36.9066833729811,C,D,1
Buddhist,78.91810990091467,E,E,B,C,B,B,D,A,D,48.524164993655766,D,E,1
Jewish,37.941395947882064,C,B,C,A,B,B,C,A,C,56.94746711931911,B,C,1
Jewish,-9.66455650618414,C,E,C,B,E,E,A,D,B,160.2851409894528,C,A,0
Jewish,7.02123044312386,A,A,E,D,E,C,B,B,E,22.284890241899863,C,B,0
Other,-65.10617383567312,D,A,B,C,B,A,E,D,E,-75.05433950373954,E,C,1
None,38.07468526513592,D,D,A,D,A,C,E,D,B,58.07413299555696,C,E,1
Buddhist,195.91658159327199,A,B,E,A,D,B,C,D,C,84.94498236192807,C,B,0
Other,-20.400241272639107,C,D,A,D,E,D,C,B,A,3.5472492910892788,B,B,0
Buddhist,-38.19522995961409,B,B,B,A,D,B,C,A,B,33.01011775311971,C,E,1
None,216.29112026778637,C,A,A,D,A,A,A,B,D,-49.91677497873383,A,E,1
Muslim,63.60729258852592,D,A,A,A,D,C,A,C,A,-19.94350964756549,E,C,1
Other,137.1265442802838,C,D,B,A,B,C,D,D,E,116.41647116823066,A,B,1
Hindu,18.731942793435934,E,B,B,C,C,C,B,A,D,-85.4147392127169,E,D,0
Muslim,-35.085923364689116,E,C,A,A,B,C,B,E,D,178.37627973824254,B,D,1
Buddhist,7.89502062001384,B,B,C,E,B,C,B,A,B,-94.2615834686007,A,A,1
Christian,23.62702655068784,A,A,B,A,B,C,C,C,D,59.8237647121131,D,B,1
Jewish,-47.696854681706064,E,C,B,A,C,D,D,D,D,274.23213996174775,A,A,1
Other,-81.51249589743712,B,D,E,D,E,B,B,C,D,-113.8284587398309,E,A,0
Buddhist,197.991942477336,C,C,A,E,C,A,D,B,D,63.126667859311766,D,C,0
Buddhist,113.93752591044037,A,D,D,B,E,B,D,D,D,-41.05488663241905,C,A,1
Muslim,-137.00828285118826,D,E,D,A,C,A,E,A,A,44.66617800753675,B,A,1
None,51.46085302276666,A,A,D,E,D,E,D,A,A,43.41248020428674,C,D,0
None,179.2493825915081,E,D,D,C,B,B,D,D,C,-107.86881197061142,A,E,1
Muslim,137.63793024833743,A,C,C,A,A,E,C,C,E,135.84099099152795,A,A,1
Buddhist,129.31621495489117,A,C,E,D,E,B,C,A,E,-51.844348194612444,E,B,0
Other,26.966778610440173,E,C,D,E,A,A,C,A,C,123.16113450987092,D,E,0
Other,43.63680163282171,B,D,D,B,C,E,C,B,A,-44.78294473969952,E,E,0
Jewish,110.34328028052846,C,C,E,E,A,E,A,A,D,-131.96856746841124,E,A,0
None,-53.747780609569226,D,E,C,A,B,B,D,A,E,-78.94941233907558,B,C,1
Buddhist,49.23161064108631,E,A,C,A,C,B,B,A,D,42.072793382465946,E,C,1
Buddhist,-208.83984092596978,C,A,A,C,B,E,C,E,E,78.52233307384301,E,A,0
Christian,16.27663562253675,C,E,A,E,C,C,B,C,A,90.9400799103116,C,B,0
Hindu,-67.20100166384653,E,E,B,A,C,B,C,B,A,-35.45566518580529,E,C,0
Jewish,-89.25513534393536,D,A,E,D,A,D,C,D,A,100.79675155608874,C,C,0
Other,75.29874534572187,D,E,C,E,E,D,E,E,D,-90.56101840955478,E,E,1
Jewish,-179.63688014454914,B,E,D,C,D,D,E,B,C,108.9048570430285,A,B,1
Muslim,-46.927440035580624,E,E,B,A,C,D,B,E,B,94.00013474489475,D,D,1
Hindu,31.882607610230977,B,B,A,A,B,C,D,D,D,49.81867426432135,A,C,0
Other,-8.474844661872059,C,A,B,C,D,D,B,D,B,65.93799806337283,B,B,1
Jewish,128.62809018890027,C,B,C,B,D,D,D,A,C,-145.5844949360945,C,C,0
Jewish,227.05634513817031,A,B,C,D,D,D,B,A,E,25.92684515934856,D,A,1
Other,210.01241070009277,E,B,A,C,B,A,B,B,D,84.4163965722007,E,E,0
Hindu,25.092806966068437,D,D,B,C,E,D,D,B,C,63.01503637666207,B,A,0
None,-215.98587306470108,D,C,A,D,B,E,E,E,E,-64.16009398460906,B,C,0
Other,-127.75980720972173,C,E,D,E,E,C,C,E,E,-15.586345712201863,A,B,1
Jewish,71.92483689194094,A,A,C,A,B,D,E,A,E,47.199006405405505,A,C,1
Other,46.18218310467303,C,A,D,C,E,E,D,E,D,-130.51344655830778,E,B,1
Other,119.83024661477357,C,B,E,B,C,D,D,A,D,-90.61010836061962,C,C,0
Jewish,-128.1384009604517,E,A,A,A,E,D,E,B,E,45.71718102190164,C,E,0
Christian,-109.27669723499295,B,C,A,D,C,E,C,B,D,-58.846512998618195,A,A,0
Muslim,83.86398669754121,A,E,C,B,C,E,E,E,E,209.1226003574501,A,A,1
Other,-50.42347415298445,A,E,D,D,E,A,C,D,E,-68.73852418248613,B,C,1
Other,65.61544669136828,C,B,C,D,C,D,A,E,B,-61.763393302387584,D,C,0
Other,97.30537279524383,E,A,E,C,E,A,E,B,B,-3.2642202349554355,D,B,0
Jewish,12.294968860737509,A,D,A,E,C,D,D,E,B,96.59344181049121,A,B,0
Other,-93.74091271634704,B,D,C,A,C,D,B,A,C,45.95547081337395,D,B,1
Other,-66.13352726399864,A,C,E,C,D,E,C,C,A,-64.9314376765821,E,D,0
Hindu,-68.84030287007545,C,C,D,A,C,C,E,B,A,143.85016252982464,B,E,1
None,120.72564266801673,B,B,A,C,B,D,D,A,B,110.2338919078854,B,A,1
Christian,34.95296736798086,E,C,D,E,B,C,A,C,C,-66.23844980884712,D,E,1
None,-3.319333455943063,A,D,D,E,B,C,E,B,E,109.48992829995501,D,A,1
Hindu,56.61390463291547,E,C,A,B,D,E,E,B,A,43.83831007965962,E,D,1
Hindu,-121.23963087708248,C,C,B,C,E,E,B,A,B,45.1034097020515,B,C,0
Muslim,20.670658759769918,C,E,D,D,D,D,E,C,D,-151.5680392187206,D,D,1
Christian,-263.49294355264806,A,E,B,E,E,E,B,B,B,-206.61046842480437,A,E,1
Other,19.33443921375721,D,E,A,E,B,D,B,B,E,-103.82808650095443,B,E,0
Muslim,71.11534402679862,D,E,A,E,A,B,B,D,D,-66.99295127703913,D,C,1
Hindu,100.79109121898145,A,E,E,B,A,A,A,D,E,170.5431193337842,E,A,0
Hindu,156.4478707058813,C,A,B,C,B,E,D,E,E,100.91534493260639,A,B,1
Hindu,-46.19131281410547,C,D,D,B,A,D,E,D,C,-125.11649916678135,B,B,0
Buddhist,63.97234994719885,D,B,C,E,C,B,D,E,B,18.122854341467693,C,B,0
Christian,-71.6604695280023,C,B,D,B,E,A,C,C,D,165.64863227228483,D,A,0
Muslim,-108.55134285576781,D,E,B,E,A,E,A,B,E,38.63809312231734,C,D,0
Other,42.9226561109622,B,D,A,A,D,D,B,A,D,-26.763127951912825,B,A,0
Jewish,24.421575146999874,D,A,A,E,A,E,B,C,A,86.39467012301473,A,D,0
Buddhist,55.806659782638754,B,D,E,D,C,A,E,E,B,-37.556933546139526,A,E,0
Muslim,62.82134713127334,B,D,B,D,D,C,D,D,E,61.04669929897818,E,D,0
Hindu,-35.18448740139522,A,B,A,C,A,A,E,B,B,-70.45967841533843,A,A,0
Christian,-219.80869088728195,B,E,D,D,D,C,C,B,E,124.97933281315731,A,D,1
Muslim,-106.41494636075093,A,D,C,A,D,C,E,B,C,62.037910446244084,B,E,0
Other,-128.13854462204628,E,D,C,A,B,E,A,B,D,71.25808642211257,D,E,0
Jewish,-84.7727549206772,E,B,A,B,A,B,A,B,A,-10.060388960094382,E,A,0
Muslim,-191.2541367455717,A,E,D,D,A,C,B,E,C,41.98053267511776,A,D,1
Other,-104.53440726295776,D,B,E,D,B,A,A,A,A,-14.452795530278047,E,C,0
Buddhist,-26.30876448675426,D,E,B,C,B,B,A,D,C,-118.88723414279292,C,B,1
Muslim,-6.457612059332696,D,B,A,E,D,C,A,E,E,-1.7132149091948694,E,A,0
Buddhist,15.195941988685014,C,D,D,B,B,C,C,A,E,-23.397656035226934,A,A,0
Hindu,49.35633218728573,B,C,A,E,A,D,E,E,D,77.28572537791948,E,B,1
Other,-36.21681323397459,A,C,C,B,C,A,C,D,D,58.983382962096776,E,C,1
Christian,0.25005956772566557,C,D,A,C,A,D,E,E,C,36.282191957221485,A,C,0
Hindu,60.258916017572,E,D,A,C,C,D,C,E,A,-229.0431642259385,D,D,1
Christian,-22.449514740218333,E,B,A,C,D,C,C,D,B,-33.43156199364553,D,D,0
Buddhist,-93.86664402664813,B,C,D,E,B,B,A,C,E,-114.33337646550599,A,E,1
Muslim,8.452558707682535,E,C,C,C,A,C,C,A,C,-27.357041278144784,B,B,0
Hindu,4.877085558085663,B,E,A,C,D,E,E,B,C,41.91889412496532,B,E,1
None,-86.65357260742323,D,A,D,E,D,E,E,C,D,53.8864246192453,B,A,1
Hindu,153.87423743586245,C,A,D,D,E,B,D,E,B,162.43414326618597,A,B,1
Muslim,11.662663951663564,C,C,A,A,A,E,B,B,A,4.474594560073022,B,A,0
Buddhist,16.220659973328253,A,B,B,E,D,C,D,A,B,79.19452200860246,B,D,0
Christian,13.78992665036657,D,E,A,D,E,D,C,E,D,7.422950995204245,E,E,1
None,-144.50632232604082,A,E,C,D,E,B,D,D,A,-27.255224634537505,B,C,1
Buddhist,-34.80293282537791,B,C,E,B,B,E,E,D,D,10.940600084447988,B,E,1
None,117.68134827537422,C,A,E,E,B,C,B,E,D,-116.55775614030924,C,C,1
Christian,-82.46234169398764,A,A,C,E,B,E,A,E,A,176.21743137900063,B,B,1
None,73.98363346757148,B,D,A,B,E,B,A,A,C,-63.53368886232245,B,D,0
Other,94.77559598355563,B,D,E,E,B,A,B,E,E,-65.77327720745988,A,B,0
None,25.485785770134683,C,D,A,E,A,A,B,E,C,-90.59562897683536,A,B,1
Christian,-206.47820189724757,C,C,B,B,E,B,A,C,E,-156.75682268613252,D,D,1
Christian,-68.59041675541975,A,E,A,C,B,B,E,A,C,-76.72110655532478,D,B,0
Other,60.584431904477185,A,E,C,B,C,C,D,C,B,-57.28713068329825,B,C,1
Buddhist,80.4768804940301,B,D,C,B,A,B,A,B,D,-3.118925051418521,B,B,1
Other,124.09112308900441,E,C,B,A,D,B,E,A,A,98.59531379115906,B,B,0
Other,242.17315556416224,C,A,E,C,A,B,A,E,D,-115.92142168475013,B,C,0
Buddhist,-147.59371754264475,B,D,C,E,D,A,D,D,A,-46.338180478496156,A,D,0
Other,-244.33403886447525,A,C,D,A,E,C,A,B,A,-45.81597989481708,C,E,0
None,-51.0080189038289,D,B,B,D,C,C,A,D,C,-93.23147673429983,E,D,1
Muslim,55.5167990578014,A,C,C,A,B,A,D,E,B,2.1786530966280844,E,E,1
Hindu,-36.136785328229834,C,D,D,C,C,A,B,D,E,-75.65070777283256,B,E,1
Muslim,-71.32969956484233,D,D,E,B,C,E,B,E,D,-84.63936140026563,A,A,1
Christian,-35.70585030986048,B,A,B,C,B,C,D,C,E,122.49267366603816,A,A,0
Buddhist,66.47193206928354,B,D,C,E,D,C,D,A,E,80.63015385150285,E,E,1
None,-34.91246656055708,E,C,C,A,B,C,E,E,C,58.70328458739461,A,B,1
Christian,-66.65628435126023,A,D,A,D,D,D,A,D,D,-92.37771812648631,E,B,0
Jewish,2.6315714223738707,C,D,E,D,B,C,C,B,E,-111.91720074273223,B,D,0
Buddhist,-172.73582577423787,A,D,C,B,C,B,B,E,B,45.94242358563363,A,E,0
Christian,73.22621214155457,D,B,C,E,B,C,B,B,D,95.91554101390109,A,C,0
None,-8.177873902982132,C,D,C,A,B,B,C,E,E,69.41878709329438,E,D,1
None,-37.09451280809841,B,D,C,E,E,C,E,A,A,-148.4193776210655,C,A,1
Other,223.85128275619053,D,E,D,C,D,D,B,B,B,-80.42857900530235,A,B,0
None,-105.52696333072598,C,E,A,B,A,A,E,B,E,-65.89663720658275,D,E,1
Muslim,-130.41135975680112,A,E,B,D,A,A,A,E,B,-162.05847034499152,E,E,1
Other,50.26904640040415,C,A,D,D,C,A,A,A,C,61.074004284352526,E,E,0
Other,177.75995804612313,C,A,A,A,E,B,B,E,E,-82.67838650962393,A,A,1
Jewish,-12.143613634426309,C,C,A,D,A,C,B,D,D,74.20235497087245,B,C,0
Christian,-37.574357856873604,E,D,B,C,D,B,A,B,E,51.63023240863246,B,C,0
Hindu,-3.8964527278630685,B,D,C,D,D,C,C,A,E,-129.98412562370123,A,A,1
Hindu,-243.37020008022517,D,D,B,B,B,A,E,E,A,-136.88629201537208,E,E,1
Buddhist,105.31159257197528,B,A,D,E,C,E,E,E,C,21.27208421374575,B,D,0
Hindu,-115.27872771374889,E,C,B,B,E,A,A,D,A,36.30651082932173,D,D,0
Hindu,6.96299958119123,D,C,D,B,A,A,B,E,D,-55.91995724439139,A,C,1
Hindu,4.123921683166035,D,A,A,E,D,D,C,B,B,29.884526654546633,E,B,1
Jewish,60.49764239077844,B,A,C,A,B,C,A,A,A,100.32729411273225,C,C,1
Christian,-44.69288124069094,A,E,C,C,C,D,A,A,C,-132.61225278627242,A,B,0
Hindu,-85.25314959536463,A,B,B,E,B,A,D,C,D,79.0012648152728,E,B,0
Buddhist,-12.370466587981356,E,D,A,C,B,E,C,D,C,-59.02151045201438,A,D,1
None,-159.18579432492234,E,A,B,D,D,E,C,C,C,85.18309300339611,E,D,1
Christian,168.2595774379205,C,E,A,E,A,E,D,B,A,17.537646340796506,A,C,1
Other,30.66206028550048,E,E,D,C,E,E,E,B,C,28.930526806314266,A,E,1
Other,90.28736146826444,E,A,A,E,B,B,E,B,A,-25.101981484418673,B,E,1
Christian,41.234847954921264,C,B,D,A,E,A,B,B,C,94.09365766334068,B,E,0
Muslim,57.60328033554828,A,B,E,D,B,C,D,E,C,32.39196963114212,C,A,1
None,-45.04945758855427,B,A,A,A,E,A,E,D,C,-142.77243085104473,A,A,0
Hindu,-14.387052160377323,C,A,C,A,C,C,D,A,C,73.60630058340135,C,A,0
None,-27.376543954052245,E,A,B,B,C,D,D,D,C,-21.763811475970726,E,D,0
Hindu,11.852238215980046,A,D,A,D,A,C,C,D,E,-53.243903160631824,A,A,1
Hindu,31.625631907156375,C,D,C,D,D,B,D,C,B,62.945261820749764,A,C,0
Jewish,12.616983423019605,D,B,A,C,E,E,D,C,B,-222.79389849948993,D,E,1
Buddhist,-25.971568268537293,E,D,B,C,C,E,C,C,D,95.67870031000416,C,C,1
Other,-103.33313349576581,D,E,A,D,D,A,B,C,A,18.425685995616174,D,B,0
None,32.46861724230571,C,A,C,C,B,D,A,A,C,129.98630953695886,C,D,0
Christian,85.75898045781302,E,E,B,A,A,D,E,B,A,188.36671664763116,E,C,1
None,60.14773848944507,B,B,D,B,A,A,C,D,D,79.8368487812379,E,C,1
Buddhist,143.270279124866,D,D,A,E,D,E,C,E,B,152.42897021011856,C,D,1
Other,-113.8819697181169,D,B,C,B,D,D,A,D,A,2.4015439153900626,D,D,1
Christian,75.37757124103524,B,E,E,A,E,C,D,B,C,119.40105556082436,C,A,0
Christian,143.40120754666322,B,A,D,A,A,A,A,E,D,-87.04336363033453,E,D,1
Other,87.75356124325657,B,B,D,E,A,B,A,D,D,33.18513775441092,E,D,0
None,67.46066974069164,A,B,E,D,A,B,E,D,B,-123.49853839641767,E,E,1
Muslim,-12.773337769369203,A,D,C,E,A,A,D,C,B,18.52364617709542,B,A,1
Buddhist,-54.79397610113639,C,B,D,E,A,A,A,B,E,-10.400861160054472,E,E,1
Muslim,75.6514897830754,B,A,D,D,D,D,D,C,D,127.82165332640261,B,D,1
Jewish,62.748881402861734,E,C,E,C,B,A,D,E,A,35.970833886741964,C,A,0
Christian,-5.49457352078887,C,C,C,B,D,E,B,D,C,72.97290052534458,D,B,0
Jewish,12.821145641756473,B,E,A,B,B,C,E,A,E,67.86661942608755,B,D,1
Muslim,-152.53191601807364,E,D,D,C,E,C,C,D,E,-74.3941781883842,A,D,0
Buddhist,-48.45317931667882,A,C,C,A,D,D,B,E,D,-24.93026151642591,B,B,0
Jewish,-17.760321324156347,E,A,A,B,C,A,B,C,B,35.962363482660884,E,C,0
None,90.00011662531352,E,D,E,A,A,D,E,D,E,-58.133031221830855,E,A,0
Hindu,-11.308808778298255,A,B,D,C,E,A,D,C,C,-194.76137626927934,A,A,1
Other,102.49936292304662,A,A,D,A,C,E,C,D,A,11.026385682305019,C,E,0
Buddhist,-293.9154137716475,D,A,A,D,C,A,A,C,B,-132.32419114073562,E,C,1
Jewish,-123.33261723022262,E,A,E,A,A,C,A,A,A,-14.026244576445087,A,C,1
Christian,6.972222264901756,C,D,B,A,B,E,B,E,B,-35.31651609459355,B,A,1
Other,118.49397383985796,C,C,D,C,A,C,D,A,D,56.07017129616585,D,B,0
Hindu,184.1437592476297,C,E,C,E,A,D,C,D,A,-143.60510135288004,A,E,0
None,-50.92625327386352,B,E,C,C,A,C,D,E,A,14.541167623057536,B,E,0
Other,101.69965280093784,C,C,C,C,E,A,B,C,A,28.424746718697058,E,C,0
Muslim,47.25187775662455,B,D,E,C,A,A,E,E,E,-51.46439982345201,A,D,1
Hindu,-157.15765010538618,B,E,C,C,A,C,E,D,E,-106.08897638635315,B,E,1
Jewish,-128.87749360779455,D,A,D,B,E,E,E,B,E,-27.716033332485736,B,E,1
None,35.662107808653,A,C,B,E,B,A,C,D,B,56.181818661194804,E,E,0
Buddhist,-107.91034002176956,C,A,C,A,E,C,C,E,C,18.453766823669604,E,D,1
Muslim,-39.40979373361931,E,C,B,A,B,D,B,E,B,54.789134877001764,D,E,0
Muslim,-23.843461834031064,C,A,B,D,B,C,A,D,E,22.77603521266579,E,B,1
Other,59.13007486048652,B,C,B,A,C,E,B,E,A,35.06569497054925,D,B,0
Hindu,110.16949049433717,B,B,A,C,B,C,A,A,D,-69.06039798245953,C,A,1
Muslim,-24.542841722429888,D,C,D,E,D,B,D,A,D,-58.090720852557745,A,E,1
None,-62.26688776965171,E,D,E,A,A,D,D,D,A,-121.1718015424795,A,D,1
Jewish,20.400946813564076,E,B,C,B,D,D,B,D,B,9.165646643223655,A,A,1
Hindu,-86.13343258543492,D,C,E,A,E,D,C,A,E,8.09868721174387,D,A,0
Hindu,78.31418835275868,A,A,E,E,D,E,E,B,E,-32.45132271537483,A,C,1
Christian,41.775452710477154,B,B,E,C,E,D,A,C,B,-28.51976434335804,B,A,1
Other,87.68173109211178,B,B,E,B,E,E,A,C,B,-164.23489783201853,D,A,0
Jewish,-119.51207346239639,A,B,D,D,E,B,E,C,D,-37.17251007726771,C,D,0
Christian,64.19026226963948,A,C,A,B,D,A,D,D,D,-38.80498594995451,A,D,1
Christian,34.88337831047095,B,D,A,D,B,C,D,A,C,5.885652126464342,B,B,0
Buddhist,-75.14004544872927,D,C,B,D,B,A,A,A,D,-66.29607752044816,C,C,0
Buddhist,-57.785271568358176,E,A,C,D,A,D,A,C,C,31.501108117354327,C,C,0
Christian,-35.79005749147692,C,B,A,C,D,E,B,C,A,-49.186567988514696,D,D,1
Muslim,13.12739379042247,D,A,A,E,A,E,E,C,E,-53.08184400698934,A,B,0
Christian,-167.5160505826926,B,D,A,D,E,A,E,B,B,-7.846251959339338,E,A,1
Other,-134.87958562311061,D,D,E,D,A,C,A,E,C,-237.6434864187227,A,C,1
Other,-64.39020177002183,C,B,A,B,B,D,E,E,A,-92.48601634728395,E,E,1
Christian,-14.309595082098737,C,E,E,D,C,A,B,E,D,94.87523098017957,A,E,1
Hindu,-81.35149777071224,C,B,A,E,A,D,D,E,A,18.12174426115876,A,C,0
