disability,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
None,Asian,D,D,D,C,-135.7977225698593,A,C,C,-126.97884848014402,C,123.47365781290962,-63.23993540205664,119.97436468614895,D,D,83.86170034964347,-112.12552716028175,D,D,0
None,Asian,D,D,B,C,127.68673322282353,D,A,A,-90.3823049117299,A,171.34322193489123,-37.11578487021518,-20.705521507403805,E,D,-56.68460281225062,58.41408922445758,E,D,1
Yes,Asian,C,C,E,B,4.276726775823163,D,D,A,-34.37185325624611,A,119.6575043539231,-57.50224652138751,-120.39781245071673,E,D,36.3928412797381,-78.40624960597255,A,E,1
Mental,Black,C,A,A,C,-34.988810488393526,B,C,E,-62.83578466340105,C,-20.491622853488607,-78.73573616759522,185.94717507305666,C,B,84.78118114708134,62.74234642791336,E,B,0
Yes,Other,B,D,E,A,198.89033264766854,B,A,B,-118.2583315965667,C,68.30300937592509,-198.90448058599836,-12.97693122807107,C,E,-25.472765877901278,21.304264183573295,E,A,1
None,Black,A,B,C,A,-44.52157181547082,B,D,B,51.184393653261296,C,68.30961355741198,97.67396764617095,-45.02403374478644,D,C,78.50245300831283,-110.30228925668426,D,D,0
No,Hispanic,B,E,E,E,-70.55682821112505,C,A,A,-92.845202086037,E,-66.29715647102954,96.40539365374003,89.37916912289094,A,D,-5.363135834423362,1.5535478367826474,D,E,0
Both,African American,A,E,D,C,99.53921628274712,C,C,B,-164.47572737096306,D,81.00027835041723,38.64119262866198,-32.44200394343188,E,B,30.371669763355168,-131.3467684761217,A,C,1
No,African American,B,B,B,A,-65.96675511941679,E,E,A,65.97074141348617,E,183.68310361590687,-48.836743455245546,112.0447740400252,D,B,-46.3555006716714,-108.41849472047332,D,E,0
Yes,Other,E,C,E,E,-83.26989719162037,B,A,A,-48.09964596481899,A,-110.88804902296646,-74.8603243634713,22.098168054635398,A,C,-112.37932054720132,110.04387816293226,D,E,0
Mental,Asian,E,B,B,A,-4.122753477735679,A,E,A,28.10360905989243,B,31.626909436578178,-126.35681876631095,110.44200549686214,D,E,167.38143491530326,-69.51663433491485,D,B,0
Both,Other,B,E,B,A,68.10836371259788,D,E,A,-91.49450796257389,D,-0.09114138733185354,-163.7852358783718,-44.39038917213342,E,B,-86.25714727877883,-25.69581292131301,E,A,1
Physical,Black,A,E,E,E,-93.89650672727903,B,B,C,266.6545540577507,B,-8.976032861958295,-38.373517594130895,-60.00175444251889,E,C,28.054215933017236,-185.4712352747189,C,B,0
Mental,White,C,A,B,C,161.33956059213864,C,C,B,28.96501623840353,C,51.52607145305635,140.3808053980785,91.83899864993997,D,E,41.175544683558634,212.46574121891774,B,B,0
Physical,Black,C,A,C,E,-84.59430432521873,B,C,E,202.9635478796897,E,-37.08676795891208,-69.77642543827439,50.079002986376665,E,B,74.26979029929522,50.77986329147619,D,A,0
Physical,Other,A,E,E,C,9.722002666472715,C,D,E,-44.20151709666864,B,51.88242004499837,-127.27344641987521,-3.7277796736326927,A,A,68.75330815268144,28.378935479588087,C,E,1
Physical,Other,C,A,B,B,32.0172481821128,B,D,B,-168.91666712912533,A,126.2603695438365,-30.009640774472306,166.62666881343335,E,B,212.23565702398108,-25.487253360161628,E,E,0
Yes,Black,D,E,B,C,54.365074993165244,D,C,E,-70.79984052864349,E,-290.98168756799475,-74.48820799393746,30.953588225380397,C,B,188.4458500333436,65.22773533994463,A,D,0
Mental,White,A,E,E,C,17.723546515069685,C,B,E,-104.54590557392139,B,21.398726634309675,19.881248429091524,-71.63626761640667,E,C,117.46195884130266,-28.470320798925066,E,A,1
Mental,Asian,C,A,D,C,-40.089993859988326,B,C,A,32.63546958690397,B,30.557522663942528,15.335520116770955,36.77731436843109,B,E,53.287231174082685,63.323835768213364,C,A,0
No,Black,E,E,E,E,-246.9129277248129,A,D,B,-61.40691375462897,E,57.613758888492264,-14.124493986438214,141.2707572458565,A,B,66.62435637597271,-101.8766581382998,C,B,1
Both,White,A,B,B,C,-10.004980554450581,B,E,D,159.03682492499274,A,-123.6209090058298,119.40964793220104,51.67247854578575,E,D,-58.79288859567989,-55.806816741355405,A,E,1
Both,Other,A,D,D,C,96.16592682650159,B,C,A,42.485284141145335,B,70.08806251578599,112.7397595342515,146.40367082028254,D,C,-31.684864096906,-1.729128230889277,D,B,1
No,Other,C,C,B,D,-210.48010282334886,D,C,C,170.963224672237,D,-14.871858585350124,69.53787093448005,-82.50697899711842,B,B,-21.070496973489416,26.34008294343625,C,B,1
None,Hispanic,C,E,A,C,-60.14474274231275,D,D,E,65.58657590460415,D,77.59772403531097,-10.105630344588029,-138.89872355212466,B,D,-38.51790335473928,-182.5107775024679,E,D,0
Yes,White,A,B,E,A,90.65451349610846,B,A,B,18.733935725084674,E,182.60960387294384,-65.1071518004304,40.70333309050733,D,A,-32.22658051040091,146.80494135005765,D,A,1
Both,Asian,D,E,E,B,71.00103757834776,A,C,E,-29.516633586095352,A,24.120203461736693,35.512102900319434,1.7163161493117838,E,D,-25.143270475004854,-192.12793929453937,B,A,1
Physical,White,C,E,D,C,-80.61697112979836,A,D,B,-146.12859345021013,A,-65.93575391122542,-1.9432691273410736,-99.8286958184323,C,D,-222.50417907295835,54.26541467507635,D,E,0
Both,Hispanic,D,E,E,E,-57.200622690969794,B,A,A,-230.23077114132744,D,33.61527876781719,139.25738617540847,161.28944244579267,D,E,78.81569769276489,-21.974872113789726,B,B,1
Both,African American,B,A,B,A,-9.847960346034336,D,E,C,-162.08574961007335,C,73.46263147765953,24.991830711920194,6.7811066231855355,A,E,54.63562962813274,79.79659444052996,D,B,0
Yes,Hispanic,A,B,B,B,-73.23032586354941,D,C,A,-46.981998577580846,A,33.05603519027909,27.585832732299597,-113.20714393717385,E,C,-7.580172435654736,0.12029061626517444,E,B,0
Physical,African American,A,D,C,D,-6.291082858496547,E,A,C,-7.53845369695169,E,213.49328217735888,-45.310263976038186,-22.400311313313658,B,E,-246.7075032387706,44.923850421874064,D,C,0
None,African American,B,C,C,B,-121.9565281174414,A,B,E,-90.49638256757494,C,21.48674600717808,-283.51743266691915,104.2792852691844,E,E,-28.841244377304605,9.277860992099365,D,D,0
Both,African American,C,E,A,D,44.71215795968996,B,D,C,43.35418592069483,D,-42.772163410453295,2.281642050470495,3.3156747855664257,B,D,65.84954824222795,58.55575437424875,D,B,1
Physical,Other,C,D,D,E,57.958247601055,C,E,E,-10.653262376886692,B,37.72917032811095,-218.5623179543827,-127.89968083008954,E,B,126.90397237353591,-169.45884516795846,D,A,1
Physical,Other,C,B,D,E,-73.83869631143536,A,D,C,25.93805806521734,A,-19.82705827374234,149.00957981264307,83.27151561880768,B,D,122.0656621619199,15.608997637815536,E,E,1
Both,Hispanic,D,A,E,D,55.76342586651625,D,A,A,28.28362094566575,A,26.972560563418952,5.907967874917246,-148.22871994482028,B,D,-13.495908949234508,55.86806282231641,D,C,0
Mental,Asian,D,C,B,E,24.407130200355095,D,C,D,-6.1554081364153985,C,1.79652553413687,16.556268795445295,-176.67050228266643,A,A,-45.01629748342075,167.23256288962392,E,C,1
Mental,Asian,D,C,B,C,33.775765124555754,D,E,A,87.16969449275575,A,-5.49121193247022,-56.465835091903486,88.93517056758341,A,E,82.88677850427713,-226.43644429437217,C,B,1
No,Hispanic,B,C,E,C,-267.7290333584056,E,E,B,118.53317260602292,D,3.3953673985786983,-164.76490136529068,-17.861886240227058,E,E,-66.7641561754224,-49.899884961320744,C,D,0
No,Black,C,E,B,E,7.451499545698363,A,E,B,46.07220096505718,B,-28.77240407097438,-70.31175992700233,-109.67305339150141,E,E,-36.38670313786393,132.58846538067232,D,E,0
Mental,Other,D,D,C,E,51.7570058934288,E,A,B,48.642337173405956,E,18.68192451271313,152.91355162154164,-20.738762466302855,A,A,-114.09164313937379,-152.66186318196435,E,C,0
No,Black,E,C,A,E,-5.369248804105607,C,C,B,-16.17473338592862,A,225.53569695728086,82.44922469228912,-12.233936899483732,A,D,-129.27326564141904,52.096978358073954,D,C,1
Both,Asian,B,B,E,C,-203.59190215876816,D,B,C,-47.84509492447005,C,-154.9525840424866,-5.780336853957493,266.161277324818,A,D,-13.839051590889035,-43.32617023740852,C,E,1
None,White,B,A,B,E,309.0519739973307,A,D,D,252.92468499472895,E,-7.7734461983484024,-91.70394003486233,63.353940850800505,C,B,17.70850761606216,-87.32216023830283,B,D,1
No,African American,B,D,B,A,-72.3021325393357,D,D,E,4.520646622665401,C,-19.193017913207566,-31.485287318405252,91.65177930469326,C,E,-41.713852740407354,96.61895769326976,D,C,0
None,Hispanic,D,D,E,E,75.10925420728115,A,E,A,126.5711389863647,E,173.92682085044368,48.850739225524066,-88.56385400505525,A,D,-112.0705612650746,111.59117698119178,D,D,1
None,Hispanic,B,E,D,E,286.2720448601002,D,C,C,68.0249032781297,D,-29.745646931346144,58.64702296600295,-40.491714766461726,E,B,52.321693730927585,-50.328086476339436,B,A,0
No,White,D,E,D,D,-17.223354189963537,A,D,A,35.141181969031344,D,68.28730923614845,2.831325993613305,89.63736374170547,B,B,67.613962102025,41.47513674273013,B,C,0
Physical,Asian,A,C,D,C,63.30813581994364,E,D,E,20.732801482948755,A,201.45484121326777,8.443285578554306,40.638814777894474,A,E,77.69625071938778,122.11591907492623,A,C,0
No,Asian,D,D,E,B,147.31933211188525,D,B,D,-148.02291577392361,E,-30.96894851847684,15.106436967196816,53.79378548243772,E,C,165.7915480221513,24.964689572253565,D,D,0
Both,Hispanic,A,B,E,D,-187.2181226497991,D,C,E,129.0992892417461,C,-9.724901888014015,-56.45868348770775,-74.7226416287757,B,C,-57.00209250637668,-1.7358062741523388,E,E,0
Yes,Black,E,B,D,C,-223.0679278363561,E,D,C,-118.92756990156441,B,11.17864852756849,51.73237261160507,41.690270046062814,B,B,136.8341687218791,-28.177724803967024,D,D,0
Physical,Hispanic,D,C,A,C,98.99784343937816,A,B,E,-231.3976492680209,A,81.7751047323583,-107.24376470435753,160.31358800055364,D,A,-42.424250091233866,10.175789547825655,D,A,1
Physical,African American,A,A,C,B,-253.26171503939256,C,B,D,-72.98080040468388,B,-5.9491639805597085,114.21407478650937,-63.37804158261895,E,B,-3.734295268512026,42.00873514116923,C,B,0
Physical,White,C,B,C,B,98.17032639458857,E,B,C,162.87918568978185,D,-313.2728515742151,61.40723253276893,73.7609361813629,C,A,-35.17213257371778,91.10154448568035,E,C,0
Yes,African American,C,C,B,C,32.888770864776454,C,D,C,133.4825111267151,B,-60.00509242486047,-148.11555287406082,18.415195940548646,C,C,-129.25091487529974,96.33222968089068,B,B,1
Physical,Hispanic,D,A,A,D,-58.389460042468166,C,B,E,-31.566263703560278,B,-72.13824419397271,139.60187409056087,39.30549910863159,C,A,-113.90326465878063,-8.037124054268313,C,E,1
Physical,Black,D,A,A,B,37.929286573673764,B,A,C,-134.650057575876,D,148.2699256272842,79.20978960927103,28.44436961769067,A,C,-2.004081358741409,-133.2366774214072,D,A,0
Mental,African American,E,E,B,B,149.40096782586144,A,E,C,-25.59946381799541,A,-176.56495837216855,75.85956076276507,40.74135691877185,A,B,143.30586964051392,10.595412831843202,B,D,1
Both,Black,B,D,D,C,99.77262543173438,B,B,B,-53.27850214019874,D,33.15960797412623,-59.646123354478235,78.18618818286211,B,B,163.29437515618582,262.61408409241704,E,C,0
Yes,Black,A,B,E,A,-53.062936761554305,B,C,D,110.52024222551404,B,66.36369960484366,-371.2077915514686,66.54130737114498,B,A,-9.060598170391449,27.463927807650872,E,A,0
Yes,Black,A,C,C,E,53.73532983525534,A,B,E,35.791979893488275,C,-15.203957206627289,-33.03595700298965,-137.40305633897694,B,B,65.60580578882815,9.02451736764372,B,B,0
Both,African American,C,E,E,D,-178.73115340013032,C,C,B,67.91897672215924,E,-90.73822503834404,-82.00581047026682,149.3327001706913,C,B,-244.74323783960625,-160.03526049928038,D,D,1
Yes,Hispanic,C,D,C,A,89.82333196909966,A,D,B,-31.28498573309978,C,36.77671777037931,-6.543657091162146,98.53344479055951,A,C,38.449603264651905,50.71683858796654,D,D,1
Yes,Black,C,B,A,D,5.551374022950533,D,E,D,-118.02410519522482,C,-17.59290519611724,-87.61620059296312,-86.83521324851101,A,A,-72.93363947298593,-117.4171249737577,E,D,0
Both,White,C,E,A,B,-146.232437229823,D,D,C,21.10234490659615,D,-175.5715603720959,-35.877237572322706,84.26519224771693,C,E,139.11835033801697,57.59480048760977,D,C,0
Both,Hispanic,B,D,A,A,29.41602292273201,C,E,D,-71.68793477787439,C,-154.78040498292086,176.50884505526398,48.13500952414256,C,A,-110.38687248939827,-80.16408025477999,A,E,1
No,Asian,D,C,C,D,-15.477408560044886,B,B,D,189.07103553461698,B,60.353554296545816,-61.479747583671696,87.84955003663269,D,C,155.50265874111582,-13.539221864619371,C,A,0
Both,Black,B,E,D,A,-6.716909472962819,A,E,C,-52.91986236034178,B,-0.9010683343876247,-30.61365043254684,30.694407838376474,B,C,-8.94488826758634,-49.27696445899477,E,D,0
None,White,B,D,C,C,-17.87352867963488,B,B,E,141.3838724464485,D,-75.66362699199642,1.4787879113496185,-116.6441255729185,A,A,261.97987538031117,-53.883426528219715,D,E,1
Physical,Black,D,D,B,E,-62.4697706637532,B,B,A,100.98592272039082,A,55.484757106545736,-43.62888173558494,158.5481527534174,A,C,-117.48740542591378,-79.89279214940058,E,B,0
Yes,Other,E,C,A,E,145.64102601039164,E,D,B,-304.2213555258768,D,-67.79727036805797,145.64880615366178,103.59037159713564,D,B,-28.327918788321664,-153.8583228815555,A,A,0
Both,Asian,D,B,B,D,-34.89141564441452,D,A,E,-135.2614663942588,A,-76.9136848778304,98.47014325018999,-10.161465650081036,E,A,-13.147841718493464,25.802830179670732,D,B,1
No,White,E,E,A,A,146.53756064973447,A,B,C,-18.127063096631492,D,-188.8131206564452,47.4754173554727,-83.92743422284174,B,A,-39.298904173951904,-90.23071541097309,C,B,0
Mental,Other,A,C,B,A,3.8386520199491048,E,E,A,64.46858047547366,A,70.07539095140788,-1.1635296684057033,21.23583329042117,A,B,-137.4003047105164,-93.71290080022419,E,D,1
None,Asian,B,C,D,E,25.47810953757546,C,D,D,-54.42070674233117,A,4.873122850732422,-50.67871388359718,40.315510731922075,D,D,-49.67679962474867,62.80879750529166,D,E,1
Both,White,B,A,A,B,-50.55320591308159,A,D,E,139.11152654876759,E,9.33689603763456,7.809832221527949,-7.829332640536178,A,D,15.68470589684163,101.08533420411399,D,B,1
No,Other,A,D,E,C,29.482678110052298,C,E,C,-36.98295663215407,C,131.859670644049,68.1638160914459,96.60307422985701,E,D,-5.027487424115646,32.41627515009186,E,B,0
None,Hispanic,E,B,A,E,-18.776732043198315,A,A,E,-65.15930335248356,E,-85.68081514925285,-104.12283492421616,80.39246312976246,E,C,-48.37518958976115,-40.99247585760434,B,E,1
Both,Asian,B,C,C,D,184.74944375644714,A,E,C,88.80319199882217,E,52.715554211842644,-14.596808164497057,-72.35881823730084,B,B,257.2230939090082,224.6716138206947,C,E,1
Physical,Black,A,C,E,B,67.87555953820906,D,B,E,111.13141208133209,E,-207.8308926155029,247.29761771638886,-42.0640297373583,D,D,0.06540767548337215,30.096535157814063,D,D,1
Physical,White,D,C,C,C,-60.79551156800051,C,B,E,-84.44797469928392,A,-240.1465607914993,71.11660954906233,-20.961003629416954,D,E,137.48248941188913,22.03177891832506,B,C,1
Yes,White,B,A,E,A,-36.713316991418885,A,D,A,37.88844912854194,B,-25.40803446496757,-157.63546703285186,-160.78507482058157,C,B,-105.54119218691686,-62.138230805771656,A,A,0
None,Hispanic,C,D,A,B,127.43819895865418,E,C,A,-199.7201583830551,B,-136.50523661774218,74.33576150229591,186.2534834469219,A,B,-110.64497525482903,41.33916461300879,C,E,1
No,Other,B,C,E,E,47.42067201446552,C,C,E,-76.90719297001269,C,6.238907701350473,-41.911429317420094,-72.62862250444013,B,A,-13.896541788958302,89.9800851344461,C,E,0
Physical,Asian,D,C,D,D,45.2383218847555,D,A,E,62.43799138493633,D,50.99776810065906,32.77773510432061,85.07883456205114,A,C,91.68547569709953,25.063682731378233,D,E,0
None,Other,B,D,D,E,-63.618418534499966,B,B,B,295.4007913385143,E,-50.61990076389434,21.817798406944615,-53.58180699534938,D,B,180.94218431750684,-31.530189590948964,E,E,0
No,African American,A,E,E,B,69.38809349472518,C,E,B,111.24735161551567,E,30.562446676992167,-297.52389154941426,-101.08328286923461,B,B,5.676108046377309,-187.62478914288647,E,C,1
Physical,Asian,E,C,C,E,-183.30586889747153,A,B,B,13.993145025183196,A,-86.04856741738122,47.05672980243889,109.04905336042606,C,D,-178.49333295714672,56.97172639495703,C,E,1
Mental,Black,D,A,C,E,-124.41242065076071,D,E,A,-84.08786846240899,A,-194.47927023400288,88.82559170067495,-31.342359320247926,D,D,65.50306778815548,19.885760478315753,E,B,0
Mental,African American,B,C,A,D,2.0980763715156643,C,B,A,-32.29367312480939,C,-157.29207724934952,-90.49770156748646,34.255877095728366,E,A,61.747020854402464,127.52961081784788,D,C,1
None,African American,C,C,C,E,-24.099080566995717,B,D,D,8.633599172899977,C,142.24133487009794,-86.66612693367715,-13.832267504677127,C,D,32.476946843800796,-176.96675974294968,A,C,0
None,Other,B,A,A,B,-74.40152281817409,D,E,E,-65.91028644110524,B,-78.3069792880078,63.62222274792394,-197.15947067154,D,C,5.385738555680074,-200.01514233557205,C,E,1
Both,Other,C,D,D,B,-32.01390897630537,A,C,B,-177.24793835104828,C,-41.69222750128922,-3.3731292256249144,-140.11643537158935,C,D,98.99381733944121,-9.075895278372585,D,E,0
Yes,Other,D,D,C,D,-2.248264244685382,D,E,A,-125.75981295721562,C,47.27529740115376,69.19727688038478,12.302089113602348,D,C,-95.53410116431185,-34.51368745822082,B,C,1
None,Other,D,B,E,C,52.94171802553696,D,B,A,83.47348911635765,C,-58.199215299088316,-6.9692110114444485,-78.88388885523611,A,B,221.20863443528597,102.82712236086327,E,A,0
Yes,Other,A,B,E,A,-54.215823674793825,C,A,D,33.87914783171441,B,-174.83611856105517,66.31032362895738,120.06885878577465,A,C,16.410048536375356,-125.59351023598356,B,A,0
Physical,Hispanic,C,E,B,D,-113.39411344054588,B,A,A,-60.151470921690276,E,36.5264276862556,34.8211588832189,-103.99474737119026,C,A,34.63744890046504,-62.26634154950911,D,E,1
Physical,Hispanic,E,D,C,D,-132.05083489372086,B,C,D,-88.84272563683055,B,167.9495610930516,114.62653343525562,-85.40598712695494,C,C,-28.043238501767615,-2.4876318761395506,B,B,1
Mental,White,D,C,D,A,-142.29204501265158,C,B,B,186.24508025011437,B,-64.56827783534173,15.97499662298266,191.11581326275115,D,A,2.195946178130386,167.49152908361228,D,B,0
None,African American,A,D,C,E,-111.8167737148566,D,E,E,16.304231662020335,A,40.720629680433106,89.48465122602683,71.63526722873586,A,B,162.33090058644498,-45.27414226411522,D,D,0
Physical,Other,B,A,D,C,4.31242206912219,C,A,C,64.09085639642026,C,105.9304607894769,156.85115465701813,73.71037410287016,E,A,-55.392972393195336,138.7412668163171,C,A,1
Yes,Hispanic,C,A,D,C,134.15611780898914,C,B,D,-257.9942595876288,C,-5.539294011837168,79.1582778131212,-29.979978252839796,A,E,-24.09746426317037,-10.260255797372766,A,C,0
Physical,White,D,B,C,A,102.67203333994837,D,D,C,89.73421040633946,A,-77.09769986324446,150.5420154226658,-80.76386577416109,B,B,-108.15456015708713,58.625798110734195,B,A,0
None,Asian,B,C,C,C,67.1106805361525,D,B,B,-125.3918177483542,E,-67.95862031854499,75.77481342598509,0.3456903832311799,D,B,-20.462990784706275,-95.66769998840384,C,C,0
Both,Other,C,E,D,C,-30.31234249809827,C,E,E,33.07783593700181,E,-81.19340348750437,50.692749981825294,-146.7186660929311,C,D,19.964613028024203,-73.10648146984622,E,D,0
Mental,African American,D,C,D,E,75.76817902963356,A,C,D,-13.033423633032735,C,-122.11111317816345,-52.13237688522848,168.63492984524996,D,A,0.07461807076919624,-11.410890550135257,A,D,0
None,African American,E,E,E,C,-40.942766446724605,C,A,A,-79.70122004304572,B,57.014034829482895,-55.93040280633604,141.11746251941494,C,C,-38.55172933872497,8.29923473960653,D,A,0
Both,Hispanic,C,E,B,D,-91.96001072499888,E,C,D,-133.4089972366028,A,132.44217552267204,-179.74732663084473,62.491928683893825,C,C,-48.33244900254307,-61.77897359710703,D,D,0
Both,Black,E,D,D,A,-11.619755840930408,B,D,D,48.03178957820943,E,-22.39867389876634,119.14539413954914,149.62813774628586,E,C,9.210054925685546,-124.00306012340695,A,A,0
Mental,Other,C,B,C,E,115.50948796855272,B,E,A,153.51123516169966,D,-9.687816789500257,16.21384932143899,-129.22510685386342,D,E,23.989927254349283,-180.03865686856298,E,C,1
Both,African American,E,E,D,D,144.31020924712453,A,E,E,98.49561992243933,D,31.817842194343836,29.637856282294106,67.25657225543185,E,C,-38.19786976732515,95.31617140691178,E,D,0
Both,Asian,D,D,A,B,-207.85746786884988,D,D,C,-33.16402397462737,A,101.5285035436647,62.28093112801165,27.40048969964497,D,A,-63.906363257471895,1.8662344983726054,C,C,0
Both,White,B,E,A,D,-244.42746919363293,C,D,C,67.98554957865561,C,-43.43982238143795,169.63557413135354,-130.53183410726626,E,C,-36.50334476872417,-17.310059784708937,B,C,0
No,Asian,E,E,A,C,-47.31010815327296,A,C,D,41.409975632474115,C,72.74523917732839,-189.62643004353592,-28.98342204851641,A,C,-14.986734416702282,-153.74586975556085,A,C,0
Mental,Hispanic,A,D,B,A,-106.95195636764016,E,D,B,-17.879210046745882,E,135.99310086194026,21.256285985769317,30.078799223547257,D,D,52.978051533892625,30.300342057690372,B,A,1
Mental,Black,E,D,E,C,-129.72770825933836,D,B,E,-6.0289976202166695,A,-110.85685643340994,-45.953529898852366,3.9715657290958264,D,A,-79.91772854277781,-138.81378873617925,A,A,0
Yes,African American,E,A,E,B,94.73726257103706,D,E,B,-42.9258023349369,E,-104.32616239781744,-55.30635514163623,112.42225734907475,A,C,-91.47836329237732,177.1104043891665,A,D,0
Physical,Asian,D,C,E,C,17.428440447619405,D,A,D,-133.67825412060955,C,24.87722101293898,130.18674532022135,28.67082651663705,E,E,-56.06910291045673,-113.89227298797935,D,C,0
None,Asian,E,A,D,E,-44.228295069866235,A,A,C,-309.7741060118592,D,-50.2073355123551,-110.62428426705591,34.37703502013094,C,B,22.394888372598864,-170.14732280243638,B,E,0
Physical,Other,C,D,A,C,18.518759322425264,C,B,D,0.6041064847448268,E,-90.79005185043005,121.36001415178173,-24.70265934422434,D,C,-149.11184696589143,-71.55805758914933,B,D,0
Both,White,B,C,C,D,122.92589337535433,E,B,B,9.517613666055677,D,30.062323469673323,-70.55368275577491,60.72857019503921,D,D,102.82480556624924,71.07934093198777,C,C,1
No,African American,D,E,E,D,-88.61163641530696,A,A,A,41.69267785102763,E,-38.19821585648581,49.9611958763978,57.049493140155114,D,D,13.519963679996666,-58.23193991045578,E,B,1
Mental,Black,B,E,E,D,-68.09704454817226,A,D,B,79.77725782920847,D,-87.70119380674362,-182.3834791154185,-108.69003968259858,B,A,-108.17717427450756,174.99478173456487,C,E,1
No,Black,B,C,D,C,140.3351591623642,B,D,D,-271.7238279217706,C,203.17689122730317,1.1107789331916198,-27.92776821533311,E,A,-107.99895090101839,-23.72195702879491,A,B,0
None,White,C,E,C,B,184.80381985789253,D,D,C,83.44885979920096,B,41.27371175577845,-22.122392475743766,-141.35796863998573,B,E,-11.053509309728025,86.7743216578477,D,D,0
Yes,African American,C,D,E,D,-140.0246221695554,D,B,E,4.699515887457458,C,-145.0299980895958,104.10306174056316,60.32937648245223,C,D,174.116899698475,-105.65531044675734,E,C,0
Mental,African American,A,C,C,C,-155.14556026636143,D,C,A,159.3860060130501,E,-66.08342375768001,10.917622278292166,-5.854551040357021,E,E,-9.402546855581004,67.41315538689317,A,C,1
Both,White,C,B,A,A,-93.66432033707972,C,B,B,23.914294238377654,C,-37.78187572157413,87.1374001542452,-36.789372297526846,B,E,-165.44354653631723,-416.7960082732332,E,B,0
Physical,Black,E,E,D,D,45.39693141763858,C,E,E,118.93137035001931,D,56.15482545644059,31.00153407934414,-81.91873368871386,B,C,13.523748681994546,49.45925366232438,B,E,1
None,Asian,B,A,E,C,144.50485076302766,B,E,C,61.31084200440758,A,26.02425487986962,-22.663953851222512,55.78224813612981,D,A,-33.27107170119181,-73.00111898904714,C,E,1
Yes,Asian,D,A,E,B,48.429938556901256,A,B,E,-24.555568505961105,B,-134.72859978719734,-39.67136407839892,27.940248870591017,A,B,153.07347994720737,42.0921962454754,D,E,0
Both,Hispanic,C,D,D,C,91.44990782483215,D,D,C,-130.2545877678282,C,-48.35698994640411,-23.635884120047916,-110.10279855358695,E,A,198.79702100968754,67.6637344063776,D,E,1
No,Hispanic,D,B,C,E,-195.51659560773317,C,C,A,-46.34586452797321,C,23.098761943766355,114.54158692500963,40.083035083444294,B,B,-125.53974589188775,-49.46508885620722,D,B,0
None,White,C,D,D,D,6.807177790992092,C,B,E,57.68425524481457,A,-42.39241287023506,84.80680559696353,201.52207489127053,A,E,9.205094887738547,23.96309465704133,A,C,0
Mental,African American,E,C,D,C,63.2463638349944,A,B,A,40.754885889109495,B,13.28462915211605,20.183060137598922,-94.0902110404777,B,A,4.366123658557093,39.93758343572751,E,E,0
Both,White,A,D,E,C,-274.3120780394892,A,E,E,163.55346885609424,C,-99.4198541379046,-72.35933036002248,-74.35992375425623,B,A,22.04178418101645,154.6584176993683,A,A,0
Mental,Other,A,C,E,C,-142.48542171087792,D,B,A,-109.01598995302794,D,-141.25706143203732,-133.40515307833857,-65.79996463861143,E,B,190.39964323769857,321.7698378787074,C,E,0
Both,White,D,C,E,A,-21.354383299061187,C,E,C,3.5133753865579127,D,-29.63058905477705,-134.48203775469108,-101.45223183256213,B,B,90.0324401456193,-95.7437437912737,D,A,0
No,Hispanic,E,B,B,B,-39.70162498531069,A,D,A,-9.885368059448414,C,185.2699257475331,123.35243226762071,181.0066342771531,B,B,135.93659005247477,-131.0956193139252,C,B,1
Physical,Hispanic,D,A,B,E,8.529211745131596,E,D,B,-76.51123766453685,E,-10.443630091930466,0.6512529435627358,75.91209741760699,A,C,-46.674066675847605,-41.61674502125267,B,B,1
Physical,Asian,C,A,C,A,76.29266988144066,B,A,B,-153.74410411496592,A,-57.27466524069298,-32.74453501388636,73.631395039182,C,A,101.11994597009316,-166.2502998315682,D,D,0
Mental,African American,A,A,C,C,-113.03020402810321,B,A,D,-13.32589159850973,A,-119.21669608812246,40.970469227554155,-94.14138713009315,D,C,-157.3016559162039,60.28678366418742,E,D,1
No,White,E,A,A,C,69.10405005344855,C,C,B,-8.94208559390628,E,-101.11647759302282,195.60529332515392,-103.26725737895464,C,A,-13.043066487914967,-7.664894081321651,B,D,1
Mental,Other,E,A,B,D,188.12774986075013,C,A,E,112.89834598017536,E,-181.80479698593334,61.04299884185479,-0.5665373091956798,C,E,0.09286953300413098,12.866570479323942,B,D,1
Yes,White,E,B,E,C,114.70765496087243,D,E,C,73.59135351253754,A,-143.45590036735769,3.0366963070563404,229.5879635109178,B,E,-16.319664376679473,103.46006020032739,A,D,1
Physical,Asian,E,D,B,C,99.45511642245387,A,D,D,-104.30367356360352,E,-38.7829746045965,-48.19994265119052,41.57995195445556,A,D,-34.78723465629987,29.6560305884435,D,C,0
Both,Hispanic,C,C,E,D,-72.3936257995264,A,B,D,-206.94561002710236,A,77.03577934987338,25.81375211304951,108.92261831040886,E,B,19.518315449221426,143.2934478281331,D,C,1
None,White,E,E,E,E,-59.25386585729311,D,E,B,-44.61697923169538,E,96.49722896920022,-70.08652989958874,-1.9840913162813656,E,B,42.309889999125296,157.0575343706896,B,B,0
