military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Yes,E,-83.55120138024581,B,C,80.19911135351524,A,-217.10465554521625,B,E,D,-107.23096345533918,-117.9143371561867,B,-52.63753065018373,38.25098987864288,0
Yes,A,75.53183314981634,D,C,-27.57273460372159,A,168.42285680421924,E,B,A,23.79528132004074,26.054791223235867,D,8.105809609069622,153.4618619974045,0
Yes,B,-102.31337009909689,E,E,-119.45894685097107,E,-119.60572419954771,A,E,B,-5.69544445515402,-112.52319195806915,C,-34.57173080403601,-175.53219719007453,1
No,A,309.4613769161635,E,D,169.93806437604536,A,-42.59023658585503,D,C,A,-141.07801694245458,-117.47747697787861,A,-101.15319731724308,12.825398603605223,0
Veteran,B,264.0579542108871,A,E,11.222522773549,A,-124.42156040965774,A,E,A,28.05392006369565,19.61667900796434,D,121.3465282843208,229.929317273917,0
Non-Veteran,A,198.18392380427116,D,C,-228.93746781758654,B,-13.338799812099204,A,C,A,-83.53766469932779,-150.72072788505724,C,-19.892143935310045,-19.339366340401593,1
Non-Veteran,E,129.1799462405957,E,D,36.24781610168066,B,52.214106286876685,B,A,A,36.756442592369986,-35.79245530711061,A,11.392069167124834,28.310816667526034,1
Yes,B,-142.27233273237536,E,D,167.25998286956914,D,196.15585811732487,A,B,B,59.13466518390877,47.568849150743844,C,26.837927082615664,-147.34894599859265,1
No,E,-85.97924643372114,D,C,-60.06121653960215,A,-76.36759256534103,D,E,B,-120.13417043807817,23.535030681760514,A,-52.85104033326794,2.0069937235468713,0
Non-Veteran,C,-15.000001845870509,C,A,67.90173812682848,C,-29.51447611766308,B,A,A,59.38605280143639,-190.45461008962454,D,-75.13046115350377,93.09454421411259,0
Yes,C,68.64732855676388,B,A,-140.15237665330838,B,71.00152642760634,D,C,D,-67.77439450514288,39.389704123517376,B,-3.241637799452134,-90.36075615000829,0
No,B,-3.3975730061105596,D,A,208.36936507175122,C,-43.57110207622893,A,A,E,71.26776866432732,-70.44459546212525,B,101.26052111687709,146.7556882879574,1
Non-Veteran,E,-103.68307042463205,B,B,210.96870661463475,C,-111.08281780731804,A,C,E,156.8237965721866,26.99261588819035,A,-74.14374643054092,-43.34364238122231,1
Veteran,E,-88.09598769732261,E,E,-6.196527815357357,D,-119.29850582771093,E,A,A,51.54222478998779,-4.052246918469621,E,-147.53662854136823,-51.03303850284675,0
Yes,C,-76.83432528973931,D,E,-64.95781176318003,A,97.0108064710068,C,B,E,-24.267911939782202,12.253419743297023,C,3.2795285844235926,-51.47834920299121,0
No,B,77.02466041520533,E,A,-137.69066198466433,A,-117.76574899457569,C,C,B,133.3983826993055,2.2138424881138232,D,18.050098487826723,-68.50030684705462,1
No,B,-42.90597787496855,B,E,51.3966877609012,B,-21.633449016718775,C,D,B,166.7293969368538,46.68841637648332,B,25.146224277717028,216.64988241645688,0
Non-Veteran,C,-8.854756840976005,C,C,-102.85345939055621,D,0.4956101942168713,A,D,E,185.1710924647887,-124.54556354193971,C,-167.23476692180415,-141.16852168833088,1
No,E,58.879845563703924,C,C,-21.625524915248203,D,-62.54207882350165,D,A,D,103.67878074656802,53.765811791516946,A,-31.726680172903777,80.13180954266373,0
No,E,-43.59833280210991,D,E,-137.5466707126763,A,-93.22318004692082,D,D,E,-134.91640326008357,-155.66363994280908,C,-1.9217156961819395,16.008374279965306,1
Yes,A,-78.484984652546,C,E,174.88017179328057,C,126.1724545528155,E,E,E,-6.881130161982204,-144.13011085008242,E,43.37954384926707,150.03816852763765,0
Veteran,E,-125.44415876683526,B,B,-74.50527999455063,B,123.02587272501711,B,A,B,10.954048137473121,9.910277524315106,E,-22.309890587568034,17.91422325861591,0
Yes,E,13.67460676439591,A,B,96.43924837703211,E,7.759170880942809,B,E,E,-56.800358836126286,-8.322611917444384,E,123.81952493203985,-139.74570453885696,1
No,A,-61.64388777035331,A,D,-231.3466052229486,A,-87.04992924916071,E,C,D,-31.408011673862458,-94.33802393668591,C,-34.39139956944677,-127.193281599426,1
No,E,28.145820094906014,D,C,168.62916148105953,B,-10.090787767485192,A,B,A,-83.27448022438318,86.17502190443763,C,7.409800292988192,-19.08675914307786,1
No,E,-65.35230562350269,B,E,70.68566097724695,B,155.71860222704436,B,C,E,31.205408896760133,35.73320468798144,D,-29.97106380357591,53.201861353516364,1
Yes,A,-84.46277519712912,A,C,66.09499437455032,E,-134.51488997174374,B,B,A,96.86408005182416,57.60342121869785,A,21.695266092336407,-40.97135530196957,0
No,D,-33.01822894516842,E,D,-141.1693908439059,D,184.08173549951482,D,C,B,130.28727287377913,-167.65534663130478,C,-114.572108597339,-32.735118755913426,0
Veteran,B,68.94703701658425,A,D,-64.74701533629866,E,180.0848717443246,A,C,C,147.28918737553477,-16.35944504607024,E,-5.993622555983805,-30.843550085763532,1
No,B,90.79523632416301,A,E,-18.188895690024644,D,-72.45715007788755,C,D,E,25.068646299747847,232.4912816087569,C,126.98908206448165,-95.0681370444217,1
Yes,B,47.198752617142894,B,D,104.4938807203341,E,-2.92849139914374,B,B,C,-21.44775556739037,119.27565195980985,E,129.61467654334092,-188.559288007233,1
No,C,-22.825129837329392,A,A,192.46319823615025,A,152.74998750063153,D,A,D,-92.27879751145507,112.77632767980967,D,-116.70841029631411,-6.21969921459448,0
No,D,23.78808060120911,E,C,38.100365688222425,E,72.55803281205684,D,D,C,23.590804644862484,55.23695122823619,B,-29.602792574911824,53.060089976238785,1
No,A,34.9350389608115,E,D,-33.760419239996494,A,21.767617405601346,B,D,D,66.24660960892909,-63.45961090310773,C,-107.15198620021627,11.180058564811137,1
Non-Veteran,C,-180.34422257765584,A,A,-77.8277137566278,C,-52.37455337584193,C,C,A,-52.33686247282733,1.9406715406912145,B,-20.796367500714684,152.1385529456678,0
Yes,B,-230.01517404440497,D,E,137.0983699169984,A,12.372424665574536,B,C,E,66.01082725975755,-4.995434993094826,B,-128.43179715642893,-63.41725667591804,0
Yes,A,68.79338726264446,A,D,-132.4423478739388,E,51.15093061701273,C,A,B,-68.84112286759714,-89.6741820044578,E,203.9704867056396,19.55706386785288,0
Veteran,C,-47.87221916101594,E,E,56.211695106660784,A,93.67916663715684,B,B,B,-57.09189486426748,-32.26853400040344,D,-46.48207608601286,-33.09888310544875,1
Yes,D,52.74257589921773,B,E,199.53853822055189,A,31.0479858939157,C,B,B,-115.45841666746537,-145.2784562232642,B,82.8512277466306,184.98385759602115,1
Yes,D,-17.890394233028836,D,C,81.25222090896375,B,-30.63432683892146,E,C,A,108.10329108022465,-136.5724233708692,B,-85.47380766898789,-49.78006983107201,0
Veteran,D,-90.3833208446769,C,A,46.821122179370576,B,-29.617118521070267,D,D,A,-13.300490281524564,70.41985046969876,D,167.31992938155045,-155.37364044203892,0
Non-Veteran,E,-69.92264487089909,D,B,-17.54058189115094,D,113.76833757602273,A,E,E,-36.453043938787125,101.53893163670726,A,202.89772576244252,84.51472001226897,1
No,B,-136.82514802269296,E,B,141.8494974734438,D,-61.9218137214162,A,A,D,38.216045954212674,-89.37000783643414,C,41.50721477496638,-25.222809994884322,1
No,A,-25.756818461896717,D,C,88.90366568137489,C,-108.39078909255993,A,B,C,-224.1827759361195,-101.20585081990319,A,-2.9966597267856017,-69.51898820107351,1
Veteran,E,-157.8013008499922,C,C,-79.02899643923872,B,53.576904312978854,E,B,E,-114.30326547274845,47.12446544337914,C,-101.19622773592518,-118.10412116972941,0
No,C,13.989834255163744,E,E,-16.04809291880776,A,-52.22753559597118,B,C,E,68.14807677973435,-29.377715592282883,C,54.05369337613695,-19.807811821401074,1
Veteran,D,72.87893505314796,E,B,-81.9778362461783,D,26.642221103149527,C,E,C,22.700786745795458,-116.87599265713797,A,240.2680799986033,10.216788582431105,1
Yes,A,-72.86339496437122,E,B,-22.762859860830257,D,-41.607346521292015,E,D,D,-34.8296901560994,9.749051035857152,B,-15.809275458453678,117.76760195391628,0
No,E,40.40775339056713,A,D,-149.30282760511372,A,15.734511494918104,C,A,D,93.68067093356144,-52.42422122292049,D,58.31706055927997,45.50913929805074,1
No,D,68.0860520428576,D,E,65.90451476103769,D,-79.82906362641101,E,C,B,210.736345772228,40.494888635192815,B,-17.785496006865785,161.95247017613116,0
No,E,-31.044001358282603,E,E,44.782211707187415,E,200.4462980020246,C,D,C,-67.84290235071721,-56.800313318966154,B,127.48173310077698,-38.652990654811155,1
Non-Veteran,E,-60.92540876085787,B,D,198.70688882659985,C,114.5836655272507,C,E,D,87.02421969189497,40.79831300944213,C,-51.491249341162224,-0.09198900315705216,1
Veteran,C,47.33042607288234,E,D,20.980086551287613,C,-11.733970123629662,B,D,C,-48.49811349787945,118.95452148266057,E,26.21452084073166,-77.19767615828962,1
No,E,70.18938328880449,E,A,127.2108070826499,D,-118.07736435156076,E,B,B,59.26055682635785,-67.43824373918231,E,137.27752516015903,146.06572173517412,1
No,A,50.03926000043434,E,B,69.23858432950442,B,-72.79693974199922,D,C,A,-120.2137822695446,86.04581030468013,C,-59.33776585285832,20.292026597348386,1
Veteran,E,94.56069287736273,B,D,-208.7750035670874,E,64.36140458641061,C,D,B,-98.31788977518013,-169.2024749354533,E,19.80175651395804,88.32934343868706,1
Veteran,C,-79.02136329041201,D,B,-86.68797446251125,A,5.318386442514877,D,B,C,-25.931899443199026,-80.13537643346324,C,-136.39449538704727,29.33536213911041,0
Yes,A,-206.12810287810794,B,C,9.725716320702611,A,-11.969619043465581,A,C,B,-75.00748096325911,52.90238449300809,B,2.2114249087645574,-204.00426628262994,1
No,D,16.783184328550192,C,D,-156.95995829136822,E,-17.546794733318762,B,C,C,-101.4545539125015,-274.842523756194,C,30.519458488347347,53.879529395188406,0
Yes,A,-124.45368212512116,A,D,135.2152147165102,C,-64.04791003366839,E,C,A,72.49939115542658,1.9781197576217706,A,-106.64698345844583,145.4407442214447,0
Veteran,B,-114.63187644055401,E,A,255.30037904971454,B,-68.37257746489485,C,D,D,3.1765990933890627,-7.271315506484621,C,-43.34849656100878,103.71043049816886,0
Veteran,E,284.05063804078,B,E,109.0917409380636,D,-58.902507881707336,B,E,E,-35.863370933184115,-1.6849881504433957,B,-71.0535124051046,146.9490073401726,0
Veteran,C,27.498389377514954,A,E,-99.87440921769232,B,-143.4967551986331,B,B,B,-27.921757553181813,183.73266521877727,B,-116.57773765223209,-38.40404528172463,0
No,B,151.40232564992735,D,B,-225.98106261758457,E,33.90309818427438,D,C,A,-78.68816099072838,160.83482022783758,C,48.466974972024836,66.47590571918386,1
Veteran,E,-37.70783660814354,B,C,-44.53322561692216,E,131.21706050742068,B,C,C,1.327920956845099,8.631657679244134,B,-148.22085374667526,164.83896039167303,0
No,D,76.13598023637284,C,B,-22.79427449132091,E,-65.45244172375854,E,C,A,29.549823109852465,42.698966163538046,A,89.53963858954967,16.382983352355403,0
Non-Veteran,A,-3.5325989008219407,D,C,176.85286922541295,E,103.59943121542683,A,D,B,-39.0987048828116,-77.46318846490286,D,231.9210428951735,70.75541877204216,1
Veteran,B,-87.3993895330225,E,E,-89.83516880113768,D,58.773737041225175,B,A,B,2.1659965190290493,-22.230817980847725,E,-83.39237813127608,-78.11011745376652,0
No,A,97.2612867333349,C,E,-164.12310354792598,C,27.767159681944925,E,C,D,78.53420637271812,23.226211084441477,B,-49.05555501646523,84.81904102907332,1
Yes,C,135.69187434571685,E,E,-71.98032078338774,A,181.45545252918345,E,E,E,-21.97858390214229,76.86428028620988,C,92.41130498558935,23.152159612313508,0
Non-Veteran,D,-132.97056512740846,D,D,-82.76197255325926,C,8.033994966824732,A,A,B,25.226641622002344,10.563710787575781,C,50.06668475829527,-49.48752067172742,1
Veteran,A,-39.605669755055104,A,E,160.342314229407,D,-150.3121643890163,E,D,E,-51.57991420467077,-88.16545396409737,A,35.09599605681406,-81.38041411333712,1
Non-Veteran,E,-14.903303282007876,A,D,158.029088380144,E,48.96611501345617,A,E,A,20.16522836381226,-91.96538744603323,E,45.30584823320132,-7.6701858403684655,0
Veteran,E,-20.262734998310446,C,D,278.72140255077767,A,106.97565458558236,D,E,B,-70.4707186869091,39.71277877322927,D,25.219651514978814,-116.9221740940667,1
No,A,-8.083614891820883,C,E,63.79028287026382,A,131.78227731538271,B,B,D,-183.18564105263388,-29.40513796493259,C,342.08689492125296,22.01503822448685,0
Non-Veteran,C,102.43364479440329,D,D,-0.3026131088611962,D,106.41713779522284,E,D,A,-37.215483614765716,-78.16583720710132,E,3.909771589148179,37.72240993490305,0
No,C,225.61830678371058,B,C,-14.937011203948,C,60.100791092174376,A,E,C,18.278294166296778,-104.6900622799414,A,170.2895450216533,141.8154159126186,0
Veteran,C,221.41688023954268,B,B,84.80511706210775,B,-88.17885944415292,C,D,A,-26.76057703913341,10.983103886648239,D,-172.01446289288822,-11.865796529555174,0
No,B,40.2514853708623,D,E,82.49594241080382,A,-78.80840648698667,D,D,A,106.37810491289201,-40.04943618304356,E,21.684883529035616,-3.465600569575372,1
Non-Veteran,A,-12.990024076974164,C,C,-26.458075582634383,E,-79.61995241846905,B,E,B,-137.97772803073394,-144.22680155726553,B,-145.06207270754572,11.163979681479203,0
Non-Veteran,C,-127.23751590270594,B,B,-37.506239813724804,D,15.454389823836298,D,A,E,-65.02276501441463,89.00192171377905,D,-78.95756267762505,131.43916586610075,0
Non-Veteran,D,213.4952596016245,D,C,20.431259590141455,E,-69.34053707143539,D,A,D,42.43514515995165,-148.06617154935236,B,149.15465218097137,99.48256901108606,0
Veteran,A,10.339957081187803,A,B,126.8822288784782,B,-13.0807182811599,E,E,D,56.02153872092344,21.95516564396875,E,9.6580396904548,-83.39274681470869,0
Non-Veteran,C,-152.39789935909693,A,C,-57.93968412593898,E,-140.75679976263268,A,A,B,-48.2238184739172,71.74084436301487,C,72.38348946696588,200.78802285570112,0
Veteran,C,90.53741113962947,B,A,22.794401103527324,B,-126.26786357973776,D,E,A,76.95714188914869,-47.88757608656186,D,44.645016057922156,-94.97605844939363,0
Yes,D,7.339879523447984,B,C,-64.37043103634389,B,159.1678732784575,D,E,A,-139.18765179637498,-24.869068324794956,D,6.792868624906266,119.39956812876629,0
Yes,A,-37.76307612250102,B,B,-85.6170929516276,B,-41.6735406260052,B,E,A,-22.272160256271224,-71.99969667666718,A,-302.3820894214707,54.250185361591875,0
Non-Veteran,E,-7.681186586622128,D,B,-69.34856828633215,B,-256.3400954390525,C,B,C,-126.52050644926022,56.6771815728179,B,-99.0850468909046,61.05443434549945,0
Non-Veteran,C,-22.780411400075316,D,A,42.00543320985284,D,120.66522820508196,D,D,B,26.395725439407975,13.450256727517774,C,-58.63974073689342,-121.58344671426369,0
No,D,29.915849623654616,A,B,16.751377430368073,D,-227.00062917667552,A,A,A,62.4900990613483,62.98499172005795,E,13.349476878705488,134.0504911547416,0
Non-Veteran,A,-58.49627208339674,E,B,23.215815549865518,E,84.19974800445708,B,A,A,-113.91432238040409,8.544876386267223,A,172.69670157406995,68.97742915701663,0
Non-Veteran,A,-148.48439299862835,C,E,-20.060221882119006,D,-26.15548752512581,E,C,C,21.623903463148096,15.650483238959206,E,30.52876760078933,-21.904288101418963,1
Yes,E,-57.246948364035646,D,C,111.32709779309332,E,-144.34724925005486,B,E,D,36.32118950851926,94.23625470033502,A,-45.96678603375916,8.445579426050035,0
Yes,A,3.1512754432945926,C,E,129.51644484130685,D,13.17778073090137,B,B,E,-52.83387154292522,-0.06109914625400141,A,-21.65527492968589,17.670838312042683,1
Veteran,D,-159.22268643737632,E,C,9.992227859278671,E,309.85679971365323,B,D,C,-77.51026919462215,21.27146976468655,A,-139.90471725752033,36.93493164366391,0
No,C,-156.6767830591994,E,D,-0.2057252422298312,D,5.099172408664411,D,A,D,-46.275402570914295,124.87715439089877,C,-113.80034567479301,83.85009042896769,0
Veteran,D,-133.54504039234848,B,D,-11.551600195153704,E,37.446030865484445,A,E,B,-32.81218297493006,26.848525437962827,A,109.11837727495896,100.80891742898403,0
Veteran,B,86.71860810042551,B,A,17.11456503911524,D,142.2236563002804,C,C,E,-92.4723298971356,-25.014928703935592,D,-30.5227807015772,14.184229772588882,0
No,D,137.0794311511762,C,D,-60.14644073364913,D,-109.20389144433614,E,B,D,82.41270224514712,116.05582264247198,C,15.226930999888927,-30.114703616740933,0
Non-Veteran,A,86.92332403069118,D,B,33.6257483876413,E,-93.92389927522666,A,E,D,119.70746682157518,32.41269211788676,D,-23.515555919493792,-0.24848577662064353,1
Yes,C,-39.5445572301337,D,E,-47.97723274289847,D,68.93274074657515,A,A,A,144.4791396983607,76.97609756899591,B,74.81435766649115,50.25089824344967,0
Veteran,B,-100.95491683385913,C,B,85.62362544148718,C,59.611475560614515,C,A,A,41.928566482749005,-87.50117483904411,E,1.4787737574749424,111.65517822394193,1
Non-Veteran,D,30.300675979012,A,B,26.45525506992863,C,-104.92727304148333,A,A,A,-36.649415873480685,91.00374231311548,A,-75.50771670201955,-29.27346100358833,1
Non-Veteran,A,74.65849688878589,D,B,-82.51196147099405,E,175.9516739888148,A,B,C,-3.5830175038690757,-154.10816547068387,B,-61.19178452726154,24.44729975098983,0
Veteran,B,65.27808051202582,E,A,-23.531091553236553,E,15.598988746182755,C,D,A,61.09879288616747,-15.44968294235694,D,-7.728626691059818,-53.94346648582129,0
Non-Veteran,A,-79.73644700706893,C,A,68.52983014680947,A,19.6375047141354,E,D,A,18.164382181425626,-236.63707983918218,E,-57.55387949736394,95.20110938509757,1
No,D,-54.547642868389744,D,E,-50.791322754578815,D,18.93694289021943,D,B,C,-244.49324665101972,66.50754359485455,E,53.25838923571789,-17.48764997579171,0
Non-Veteran,C,99.41412888205758,D,E,6.1553112338927445,B,11.437132582054478,C,E,E,-102.81402278546024,-53.787507427168634,C,-125.41027302390953,-9.375868322181939,1
No,A,156.76045136718795,A,A,-27.0280649641016,C,37.161008511980775,E,B,C,-156.61200298845986,-96.81049624563839,D,13.94570174395665,95.74374223967091,1
No,B,45.3383543141506,C,E,114.18004447376985,C,-1.8871335675676348,A,A,A,-95.03826089034268,-104.67844776845196,D,-24.23971422187922,-13.770102196470702,0
Veteran,E,21.716315364367393,B,D,170.27946271648847,D,-140.98401274783603,A,B,A,58.447284676394105,27.64706145203077,B,50.81992088399683,289.15325221700255,1
No,C,-33.576630045405146,E,E,-58.66916636814735,A,246.8302206751486,E,A,A,46.70493039303497,-77.00889361180367,C,71.10220726420118,-134.35861714325793,0
Yes,C,-57.14157027660555,B,A,154.67516083381793,C,-105.95986330836465,E,B,E,-28.972588903166496,-33.565151041186,C,44.8958035996778,61.102230416571444,0
Yes,E,211.62793048735097,E,E,-159.9006980760004,E,12.058299627459084,C,E,C,-223.62816238832514,-65.9372081620522,C,-51.97680501694503,-153.87137174563978,0
Non-Veteran,B,-158.628943993054,D,D,-70.41705455220428,D,-39.871808832616615,A,A,B,134.61478876810008,-29.309076734413864,A,101.66647092504189,29.912620758190283,1
No,C,0.7310251501822072,C,D,-102.98327254263131,D,43.45917186651288,A,C,D,4.066552277969752,42.457540750961265,E,-10.716168308830081,146.8998002259554,1
Non-Veteran,E,80.51760739962184,A,D,-68.63084930075202,D,-10.222553170358973,E,B,A,-116.43887724910601,69.09100586000685,B,-36.94389730531393,101.00111559234288,1
Non-Veteran,B,100.16975876538521,A,D,126.19842567387356,A,52.81565668058843,B,D,A,-79.09670487207919,-193.97835558079052,C,89.00861325054196,81.99904965295192,0
Veteran,A,25.40459951061575,A,C,-0.333936421143357,D,11.05828832746161,E,A,D,50.62841254517658,-22.684619569824736,B,-178.44983852770582,89.85194570032314,0
Non-Veteran,C,146.6156796002568,C,D,-214.86438519456192,D,-26.913496227357065,B,A,E,-45.13999900119485,156.16470924529042,E,-232.44509166590186,-116.79025086155596,1
Yes,E,-106.40908925869708,B,A,58.45142480109222,A,-69.60387942143007,D,D,E,-1.6683760417564741,71.77592849914613,E,31.022164492372667,-49.5004675727528,0
Non-Veteran,E,-25.66632843333269,A,D,-150.47823702316535,B,-3.532218203422975,A,B,B,45.17429578221901,-237.20591946642756,C,-14.778915082857866,-13.869686941592608,1
No,A,-100.54282463722639,B,D,165.8488394651473,E,77.0320447733276,B,B,C,83.60828480684918,-78.8015195526494,B,-241.98626431527953,68.21813212321214,0
Non-Veteran,A,88.8242811316181,C,A,-4.194058838844531,E,68.34757793976677,D,D,D,86.92804946243272,65.49788359055141,A,52.50005948944128,11.742493055315583,0
Veteran,A,-176.50458660810767,B,B,-54.501908726061956,C,8.866968014895598,B,A,D,-153.10411714741176,11.998904396681901,B,49.23258272163187,-28.660151837326314,1
Veteran,B,132.46899834228762,B,B,-143.56279775418358,B,-61.72955086663531,A,A,D,31.226740211244497,15.283467186963282,C,172.91890342180287,-74.31194043389962,1
Veteran,D,14.992578457116593,A,E,79.20016553546033,A,94.44018284524411,C,B,C,23.621627042346894,170.86647092668133,D,-80.37146377913366,0.08998487591822436,1
No,C,99.78110745020304,C,E,-109.48545572076529,B,-188.17479745339188,E,B,A,-71.75568691811617,72.20569322974916,C,94.93820968747283,135.89901406612807,1
Yes,B,-12.696476944547241,B,C,-59.07652562632894,C,-42.99329493340109,D,B,A,-107.52135669648068,-70.00434418787162,A,-46.4766886144744,94.05498942166672,0
Veteran,B,-91.11984994274009,C,D,100.37723059190216,D,-110.52821481912541,A,C,D,46.71531680960328,67.81808171255452,A,46.71911944492825,157.30361540615593,0
Yes,B,-98.10489553517485,D,B,-8.693506483046312,B,57.44722448076346,B,A,A,-71.02408504741517,-8.414701042322678,B,191.1362367196146,4.863595669613844,1
Yes,C,17.614835553297688,D,C,54.13749063961326,C,173.04728927143992,C,C,A,-68.18440811228835,27.768152383420365,A,43.110483327821846,231.33259894997846,1
Non-Veteran,C,175.40444754520465,C,A,-228.2885987085729,B,-104.09595992149174,B,E,E,-139.52741251558757,179.86073234022342,E,21.09202357002938,-51.63796073288912,1
Non-Veteran,C,-90.21284938746088,D,C,-16.503253126188007,D,53.26542602792074,A,D,B,197.98007261015852,52.367563908678164,D,169.11640670212077,16.224809541004483,1
No,C,-31.966070891919045,D,A,96.60001896949369,E,-3.479012488909788,E,B,B,140.19811866310658,-82.8970199975414,C,-14.129337738343848,-90.4194532014268,1
Yes,C,-181.89028476447945,B,B,139.74589602513166,E,-17.946674594222156,E,E,A,46.63173369439571,-50.738869033218435,D,117.1049862789068,256.83829255025324,1
Veteran,D,-35.934643786616824,D,D,-131.4044925721158,D,27.486197585284806,D,C,A,36.975489344395086,33.29376648168208,E,89.91966391529319,-101.62019996157684,0
Non-Veteran,B,-78.94460727913072,E,B,-100.54235259295976,E,-40.5701999148879,B,C,C,-40.63524934048401,150.23353193764785,A,86.47494838663425,-231.0690676405615,1
Yes,E,-205.58836165552964,A,A,-138.65861243768865,A,-162.38988484901586,E,E,D,121.6674032175335,-41.47430687992585,E,49.0835974081038,-17.13428369571822,1
No,B,156.90387820130536,C,D,-39.839961908640475,E,111.59638223178665,E,D,A,96.6322401062699,66.17131769948429,A,-117.95997742370045,85.57585747215289,1
Non-Veteran,D,95.91012281002588,D,E,-50.23933389930871,C,-45.415975703128396,A,D,B,-43.10529416482855,-6.737265166522629,C,-43.49948027190184,122.71340025850819,0
No,B,-105.73641726656385,E,D,19.933254523071,B,88.03265748219312,C,D,C,102.42059558480283,15.095478139196558,B,107.29106294206687,100.00530372141286,1
Non-Veteran,D,79.80474059471643,B,B,31.679523490360946,A,-41.15554183151349,A,A,C,187.29888053296443,71.6577131032316,A,-55.741400708203855,39.28580442657442,0
Non-Veteran,A,-99.661596666356,B,C,-234.5115687399941,C,-21.960189966090848,E,D,B,-192.58880824310125,-37.560905055872986,D,-27.682738203906474,5.934820304132333,0
Veteran,D,41.06952374944757,D,A,108.82459808329716,B,-37.06190399107021,E,D,C,44.1426361497405,-23.868669020356528,B,4.3319318532373305,121.7730225803334,1
Non-Veteran,A,-19.505295476733327,D,A,68.44616004258893,C,-0.45029237720567705,C,C,E,88.67235424942899,-97.42171789989732,E,-112.48820685116094,-1.0637790892005932,0
Veteran,D,-101.24178032238905,D,A,8.05433366040966,B,9.949821411769129,D,D,C,44.080157801142704,-95.82534128584544,B,-65.20636898815174,38.672396932538675,0
No,D,-85.7789113626053,E,C,-81.03908651287871,A,88.26078375914261,C,C,C,-140.88185435475674,133.23763429656563,C,-6.02554239974199,121.532980715001,0
Yes,B,119.72402741689592,B,A,56.56853469617006,E,-92.30747962399278,E,C,E,-176.0934258608621,-71.77826475159839,D,-26.135944227270656,6.287343503582016,0
Non-Veteran,D,132.8758019572427,A,E,43.43657757642049,C,-8.980901450865389,A,E,C,0.31180031444423184,12.272220323433196,C,106.63720958390557,-79.41554895527729,1
No,B,-57.920857700120024,D,C,0.6194451273786784,A,-42.2544379124248,B,E,B,-100.66128237103558,-33.9141688012939,D,35.00114015345462,-89.90243016671793,1
No,C,42.16767683655835,D,A,60.66081134196391,B,133.16372802998512,E,E,D,47.58144081239191,72.5320581797826,E,124.40347940033169,-159.48530908392914,0
Yes,B,-77.30459005399412,B,D,56.79247193911364,E,1.9363806108032635,B,D,D,-82.62145319038872,-192.58977707309018,E,135.53934569725993,91.1385792718834,1
Yes,A,-225.58743068246974,D,E,-17.36375673106008,B,-100.10080673946953,E,B,B,-7.332256841765942,-104.48009886955485,D,37.87116339709161,60.83652546684895,1
No,E,-67.18097446890512,A,B,-70.69986077177074,E,182.15814380867553,A,E,B,-121.53734934553377,59.23824377709608,C,-27.007978028541242,70.87292732688931,1
Veteran,C,45.58439235416255,D,B,95.56064594757385,C,178.89129011431973,E,B,B,145.4050999870382,-97.33913887599012,A,84.52126051641042,121.53926729780056,0
No,A,-130.508736140908,D,D,144.16387374020925,E,-51.159009193776214,D,B,D,-69.71796058922398,-119.40207134599284,C,-80.81125110393725,-143.88734920207665,1
No,A,5.037850003034279,E,A,-85.61672706700199,E,-0.6806395877738526,D,E,A,-117.19746108192206,29.370341706287174,B,138.43598380241184,-132.6318637935656,1
Non-Veteran,C,45.414222932655484,D,E,-7.241384622385555,C,-33.85759014757807,C,A,B,-44.68465004296788,98.80895616321357,B,68.5709759318347,37.240371307943654,1
Non-Veteran,B,20.74080093209066,E,C,157.00649820346487,A,-118.83709648103363,E,C,E,-227.4760285739363,96.94149062061311,C,-42.56958008398311,-89.6411863561721,0
Non-Veteran,B,45.861875914692064,D,A,40.341853076203016,C,-40.23832415891041,D,E,B,75.51018433317218,12.580804896968234,B,34.461055471276026,-22.902950325771837,0
No,C,40.118325414646975,D,A,-6.4336245499151765,E,124.0855396941156,D,D,E,180.64382069357043,-154.79175028058677,A,-189.13995986154256,71.91964417312514,1
Yes,D,88.02653230016494,C,A,98.38654906531747,A,-119.74868490656321,A,E,D,110.62754978885987,84.88708029056868,D,52.97603732850272,167.42232217595225,1
Yes,B,66.13578943393456,E,A,-19.604707170027044,E,32.793219153698125,D,C,C,-173.48817597344132,-78.17467877373339,B,-120.40008355760625,-195.32808159642175,1
Veteran,C,-17.64416355252848,C,A,-43.07672471821599,A,51.604156059583815,C,A,E,32.08362315113668,69.30611318942333,E,-112.53132744426206,203.84652557885147,0
Non-Veteran,B,45.145169714061744,D,B,45.24040305169404,B,-16.63314808545026,B,A,D,42.16196370076251,-46.79016405241109,C,-15.623809133908226,64.97690280308956,1
No,C,129.12880235533922,D,E,-33.91593823327503,B,111.7271213315649,D,A,D,14.622508666058891,-133.29382018951583,C,37.321478041481875,84.8398035324195,1
Veteran,E,102.93552362055067,D,C,-110.63036684338527,E,-44.1710049764315,D,D,D,-115.13780508959626,-66.57173681240343,A,-94.69516964195977,-4.7567125825674825,1
Non-Veteran,B,-23.93727133536925,B,C,0.4690425283758254,B,180.96340738276052,A,E,A,-132.744128273648,87.9268604360842,A,-23.469900413207583,115.54676647748987,1
