disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Yes,C,-52.947701615546315,B,B,D,A,132.63077882392577,D,103.08199614338265,1
None,E,131.73603763505793,E,C,B,C,27.38016533609561,E,-156.90971303617607,1
Both,A,118.48848542212653,E,D,D,D,-214.1946485982131,E,42.927660981400166,1
Physical,C,-46.30397473878793,C,E,E,D,-84.00248511808356,B,53.304558685411074,1
Yes,E,15.811153077483532,E,B,C,B,-118.81288355815065,E,104.53631567705182,0
Physical,D,60.45850549788887,A,B,A,D,43.78761043298146,B,-108.23645437633915,0
Both,D,82.7464939322835,D,B,B,A,2.6977446914421894,E,-131.2460236865671,1
Both,C,67.7949485810056,D,A,E,C,68.63994803019816,A,-93.43907948163557,1
No,A,-73.18056058224319,E,C,C,A,5.011205172273857,E,-89.85583218468769,0
No,E,-65.50703274250156,A,E,D,D,156.26315733124457,A,-26.289387450646124,0
No,D,139.20017922618297,C,C,C,A,63.37814212910627,D,27.041130528021156,1
Physical,C,-231.9278065502058,D,B,D,A,-74.74200157090497,E,89.08679257233109,1
Mental,D,54.9923710043262,B,A,D,E,-43.67690352319127,D,83.77177449751295,1
Physical,E,-2.9806641125994684,C,B,E,C,118.84002979094576,B,186.70016251753088,1
None,A,106.64776287424125,D,A,E,B,-24.248052932768065,B,105.18390548242094,1
Mental,B,58.69412946758694,D,B,B,D,101.4629232824623,C,-156.33584120450675,1
Physical,E,-42.06991109230349,C,D,B,E,-68.35398142082782,B,37.69112096849347,0
Physical,D,-49.212365346703194,E,C,E,D,73.4029550525828,C,32.84025391467279,1
Both,A,12.93357746476863,D,C,A,C,49.00564278480658,B,-60.725119862768764,1
Both,A,-34.07149361045153,C,C,D,A,-6.402300842421632,D,-81.29945681570105,1
None,B,-144.54693590510988,B,A,B,B,-199.3309902919991,B,-144.6234531280489,0
No,C,29.48781575364982,D,B,C,C,-41.92371032198633,B,82.86254897104271,0
None,A,-51.25294466943038,C,C,B,E,156.0470119635286,E,123.20259052828948,1
None,A,172.87043256903763,B,B,E,B,251.68589156670848,A,75.79407946008781,0
No,C,-14.723151981719829,C,E,A,A,58.43563381570088,E,-70.15326044869623,0
Mental,D,-121.63009287276402,D,B,A,D,-237.94516472219073,E,-50.105199921248996,1
Yes,C,-28.818194467853818,A,C,A,D,117.22748876513394,E,-54.667151478217804,0
None,B,142.0323252701657,B,B,D,A,110.66673844533659,D,-28.922294403880166,0
Mental,B,89.39713143200298,B,E,B,C,11.023443729386,B,6.139633139107229,0
None,E,27.7334188033255,A,D,E,B,80.66235828323475,C,6.181339297102425,1
Mental,C,42.640280419313434,C,E,A,A,-36.45700004394746,D,69.41174004081468,1
Both,E,131.19201818784245,B,C,E,D,-154.70136804515823,A,107.85123066817941,0
Both,A,-167.20248682123767,B,E,B,E,136.3415193736359,D,-24.867534252515618,1
None,E,206.98906898492467,E,B,C,B,-59.619665058709856,B,29.283774268851136,1
None,A,-100.89114294164445,A,D,A,D,-38.89604893311943,D,-25.07705504444324,0
None,D,-185.1122240572332,D,E,D,C,99.04318534464083,D,-175.09180057832012,0
No,A,-32.27945233228983,D,A,C,A,-87.338832845634,C,-106.36680945205805,1
Yes,B,-173.69165061664862,E,B,D,C,90.03038466144727,B,-35.208218321135746,1
None,D,-73.64180287261853,E,E,E,A,-60.33357261661798,A,-73.42321904004297,1
None,B,111.52414658446791,A,C,D,D,-75.49450164384602,E,67.44102400986876,0
Physical,A,-64.36505033108082,B,A,C,E,-77.66827328738798,B,89.27883560575147,0
Mental,E,14.619100047983032,B,C,A,E,40.580062642945585,E,22.92701739264765,0
No,B,-11.640703425921167,E,B,E,A,-69.94068897366104,C,118.25299839331853,0
Physical,D,-140.6775205708877,E,C,B,E,65.49414124648635,A,-184.29792032778693,1
Yes,A,-119.85748862251344,A,A,C,C,195.5620031179229,C,65.47419018709697,1
Mental,B,-23.858375304721818,C,A,E,C,-25.56598725240856,A,-18.379391115515357,0
Mental,A,-82.68474956194373,E,C,E,D,133.3054625336512,B,38.83237353598858,1
Yes,D,209.1215492922539,D,A,B,C,-59.18363997272845,B,36.09331044835846,0
Mental,D,-205.4655681389476,A,B,B,C,-123.61823551297537,B,-159.56916826870648,1
Mental,A,92.8810565673192,B,C,A,D,-183.38784994936955,B,-141.0982828740282,0
Physical,A,-222.41567113107044,A,A,A,D,52.51257611759155,C,144.21897074231006,0
No,C,23.98430071090808,C,A,D,C,-26.561326182839622,D,158.00735241824552,0
None,D,-82.46708675376433,E,D,D,A,-143.78716245303985,C,-10.72741604834427,0
Yes,A,-88.33354481519474,B,C,A,C,102.57642026676521,A,22.52638570722416,0
No,C,-131.80566645459214,C,B,B,E,-201.04704650837468,B,56.83600059687623,0
Both,D,-110.91536138728179,A,D,E,D,-18.67599554277083,C,-164.33814326938244,1
Physical,E,-205.40931060654887,C,E,E,B,-46.18878435187085,E,146.1844224646767,0
Physical,A,-162.56248279311174,A,C,E,A,-23.878250482838187,E,-48.510842475683646,1
Mental,D,87.17606902364734,D,A,B,E,96.59777201263334,D,-56.91346519077642,0
Yes,B,-10.101299677297535,A,E,D,E,-40.32800926001477,B,129.87588181153347,1
Yes,C,-78.81825108651923,B,D,A,E,-81.3302772650619,B,81.77760679333103,1
None,D,-8.96651390948217,E,D,A,E,-65.75088594965167,B,-73.56607665166649,0
Mental,A,-119.31620561194198,D,C,B,E,131.7913953812772,B,197.82713944088707,0
None,E,8.083766064181617,E,B,B,C,-139.705030786429,D,-153.93828282635877,0
Mental,B,-106.4297116853695,C,E,E,C,29.39643646585135,D,-8.615800556556206,0
None,B,-94.79815884410566,B,A,C,C,44.5531476528183,B,-1.902887386633152,1
Yes,A,-40.76357912820157,D,E,D,E,-58.43372616314142,C,-42.13528096629201,1
No,E,-42.10730000899456,A,D,A,B,-22.914786387084295,D,72.19647758602673,1
Yes,A,65.61163855155517,C,D,B,C,-42.77068986050219,C,-181.06267850469018,0
Mental,C,178.80652448568,B,A,C,B,8.032659693197566,C,-113.502847430558,1
Physical,B,60.30241531442949,A,A,B,A,136.51270125232415,A,-218.6111454986889,0
None,D,-69.15320974855881,A,A,A,D,-203.3546873507199,A,180.69336815742702,1
Both,B,139.32073612625408,E,C,C,B,210.11198001427843,C,71.8370009908538,0
Physical,A,-9.171719805285083,D,E,C,E,31.851751452795657,E,56.92121413250288,1
None,C,-54.096845782002234,B,E,A,C,138.69950083773884,E,57.46028619682859,0
Physical,E,3.4744971334911576,C,E,C,E,-60.75679735295735,E,63.94124850959978,1
Physical,B,-10.972962077318517,C,B,D,B,149.58661617549745,D,-168.95731682497853,0
Physical,B,178.20343050710522,E,B,A,C,161.0338243555531,A,97.28794405515389,0
Both,E,92.61329596635576,D,C,C,A,-104.63419359122722,B,-0.731435124450802,0
Physical,C,62.53359173870824,A,A,D,B,65.20712291571806,E,113.96638726826393,0
Both,D,68.3684684937156,A,A,B,C,28.577827225587953,D,86.71658980168837,1
Yes,B,-47.88701592401851,C,B,A,E,-60.58068272108458,A,1.7090684828185831,0
No,E,135.063339624187,E,D,E,E,-153.6679047916977,A,-110.26477400932528,0
Physical,D,31.91834280310723,B,C,D,C,-68.48387541620068,D,-28.55280644098684,0
None,B,-25.961441638949424,D,B,C,D,180.93004908965165,C,182.3908276527759,1
Both,B,-32.21438757186194,C,E,B,D,-6.570635973026932,C,196.9580067729552,1
Yes,D,54.24284453576552,D,C,B,B,-117.76710452297054,A,61.81511605370922,1
Physical,A,-69.16699194923112,C,B,D,D,201.74353723704766,E,-137.68340766480537,1
Both,D,2.521583435214306,A,A,E,A,-89.44133829698255,E,4.979454283427122,0
Both,C,-130.79360890329014,C,D,D,A,-12.924208542178533,A,62.947001781592384,1
No,D,125.27310304262784,D,A,A,A,-146.67250307314083,B,-152.59132274369972,0
Both,D,-67.39103683524671,B,B,C,B,-71.25682095111891,E,-207.487890195344,0
Physical,E,-52.47111273707045,A,B,E,A,134.1348008153488,B,-43.767715122983155,1
Yes,C,-90.29415986867565,A,D,A,E,-119.80801334672732,D,175.93937525791014,1
Physical,B,-26.074759956900046,B,A,C,E,32.56094568213059,B,-88.42207078286248,0
Mental,E,43.24088137093662,A,B,A,E,-40.28033070866298,A,1.2957242340767268,0
Physical,A,82.53585068867575,B,D,E,A,15.657417118820868,C,49.1101787969989,0
Mental,C,-88.43549875821644,B,C,D,A,-164.4281441404476,C,-84.60513498204388,1
Mental,C,-125.37794810354814,D,E,A,B,62.704666844524326,D,0.8440502670827098,0
Mental,C,-126.66137450297363,C,E,E,B,-5.006198472576969,E,-61.38226002997542,0
Yes,C,-32.960429182671305,B,C,C,E,118.5299983726681,A,-28.50241072753732,1
Yes,D,40.82954391044797,B,D,C,C,-91.26099035277431,C,-9.290688670759243,0
Physical,B,32.472925764473096,B,E,E,B,7.033856015717384,B,40.19632667974011,1
Mental,A,-38.54322708959022,A,A,C,C,-0.1343674385220866,C,-57.692331321063165,1
No,B,-13.683209221611156,C,E,D,B,116.2965817318661,C,-82.14807264424692,1
None,C,48.14039831142096,D,E,C,B,-62.45077662323473,E,-5.2168636020772645,1
No,E,-14.692810515135147,A,B,E,A,-56.3763125055696,C,39.59821709571142,0
None,A,67.37263737915033,C,E,B,C,-8.307245835158495,D,-7.968791100410209,0
No,D,15.421734611174095,D,D,C,A,169.25109661690163,E,-91.74190532635413,1
Mental,C,168.36171791421984,A,E,D,D,66.71841413230656,A,76.09350934632143,1
Mental,B,68.74496582913292,D,A,D,D,-145.54779864642484,C,-99.61267551614816,0
Yes,B,-194.13637787629017,E,E,B,C,32.82769784964666,B,206.18285430197636,0
Yes,E,-228.34917333523217,A,E,C,A,-100.68554958747293,E,66.92048004301274,1
Both,A,-172.27327792647287,E,A,B,A,-110.90357266191728,D,-246.30223033509884,0
No,C,-49.33276244636238,E,B,D,C,-28.372767649699455,B,-252.02118028446995,0
Mental,C,-18.153843025687806,A,C,D,E,-105.76475040822564,C,-127.61130392769917,1
Both,C,-41.34952107364484,D,A,E,B,-114.01549596234194,C,35.58344321127011,1
Physical,C,-21.25939408797562,B,C,C,A,-42.399629193177056,D,82.89804585347194,1
Both,B,-129.41385294564301,C,B,E,A,21.97600148197773,B,126.58069715302017,0
Yes,E,-44.28653770886089,A,C,E,D,248.65376880931228,B,-22.099884877071357,0
Mental,D,-119.81062918342491,A,D,E,E,120.30122110483465,B,111.33542677977634,0
Yes,C,-37.8866799424377,A,B,D,E,116.77256866828942,D,-105.33015531863181,1
None,E,-32.97471454881888,D,B,A,B,33.36155705522814,E,-64.79973401431319,1
Yes,B,103.10025370111792,B,A,D,B,85.77517600255274,A,-181.8542147085735,1
None,C,156.71256050281323,C,A,E,B,17.948916160815433,E,53.88741080031166,0
No,B,49.72069429688173,B,C,B,D,167.4415376452333,B,-47.35642722767216,1
None,C,-135.91729466872366,A,E,C,C,-201.09963429288405,E,107.96500845042144,1
Both,E,-106.21447675807754,C,D,C,E,99.45530502608084,D,-82.47601048428207,0
No,D,36.58859862938524,A,B,B,C,-167.46671562311352,A,-12.431470890774614,0
Both,A,-86.96193890297504,D,D,A,E,97.92861835386465,E,-16.47996589726055,1
Physical,D,-53.416223794854204,D,A,D,E,-101.14917818560436,C,-52.80518526912841,0
Yes,A,-15.146101999710252,E,C,B,E,67.05159851108394,E,-103.72115690315387,0
Physical,E,-48.0952476236133,E,E,E,A,44.97584543070004,D,-219.2184095780215,1
None,C,121.29508048135156,D,B,D,A,150.99554350220458,B,-52.590765354214966,1
None,D,6.0282365232982995,D,B,B,A,37.34474370325629,B,48.83999162965052,1
Physical,D,-27.469045855526304,A,A,B,E,86.03985336295537,A,-213.50205430037485,0
Yes,E,47.6166262782898,A,C,B,D,-52.90412013618678,A,45.10889061055433,0
Physical,B,-15.32641249773701,A,C,B,A,36.67984916080829,A,-46.76021999284318,1
Yes,D,-130.2771432251895,E,B,A,C,149.27017611563863,C,-89.8226156694869,1
Physical,A,-68.35659795713656,B,A,E,B,-125.65152025178723,B,275.8948669421261,1
Yes,C,-167.67556286034383,A,B,E,C,62.85301032577168,A,-64.41692546696899,0
Both,E,87.69825460832081,E,A,C,C,108.77694557153113,E,-69.97712646938643,1
Physical,E,-56.522484464222,C,E,E,D,-72.24139872277179,E,-33.46912582192046,0
Yes,B,141.95250738104798,A,D,B,B,-110.7052040070071,C,-106.10144763062029,1
Physical,C,-40.48600235034912,D,B,A,C,60.69407933981138,E,-53.69519665749751,1
None,B,-31.286506032041615,B,B,A,E,-23.891671328978738,B,132.02200623564286,1
None,B,15.447900386452451,E,C,E,D,-30.62868400486459,B,-109.38688314861027,1
Both,C,205.38187432878527,A,B,D,B,26.763550514607594,D,-103.81069598252253,0
No,D,-50.904776348725136,A,D,C,C,-96.46811475266007,E,47.700089647955494,1
Both,A,70.26224178925736,D,E,D,B,-3.205262669540095,E,-38.527006564082775,1
Yes,B,61.36567416102396,D,B,D,B,-3.9150971199440874,D,-11.388429580442928,0
Mental,B,115.83410433497878,B,C,D,B,-129.02804942453812,A,-163.66649128745925,0
Both,E,222.66342610401512,C,B,D,A,-8.113103163446874,A,-101.44498743463845,0
Yes,D,-84.57756142467119,E,B,A,A,80.38470812912539,A,52.75832265782542,1
Mental,C,134.4201777026804,A,C,E,B,10.470560733289169,C,-23.949274055799062,1
Yes,C,-102.82428796576129,C,D,B,E,-67.16855080532996,E,-52.270103377916186,0
Physical,E,23.793341258098653,C,D,A,E,-95.51424193008738,D,65.98750317448768,1
Mental,D,41.69093577193219,A,A,C,A,-79.6098980026351,C,71.02806075451682,1
Yes,C,34.22653849135362,B,C,B,E,18.443250776510375,E,56.472452283190734,1
No,A,23.201467170187993,C,C,B,B,90.5346095451283,A,-66.92586534565062,1
None,D,108.71939932372072,A,D,D,A,-21.825034046120688,C,45.671592650610144,0
Yes,D,72.04194606992353,A,D,C,C,-85.17510622194222,C,-54.088147753579086,1
Physical,A,83.8266587985747,A,E,E,C,-198.78616536455718,D,-90.54096397525048,0
Physical,A,-56.84341233708553,D,A,A,E,54.66352731761148,C,130.85560450401113,1
Mental,B,45.739988358196385,A,D,B,D,-53.75047467326951,C,-251.9995403381007,0
Yes,B,-97.06693791742951,B,D,B,B,72.09256671933075,A,-27.71187432908682,1
Both,B,10.238543854851024,C,D,C,B,6.239232012440539,E,36.31465792786008,0
None,B,90.56542387231814,C,B,A,A,69.53051727726458,B,6.063975862003776,0
Physical,D,-4.139578621686729,A,E,B,D,75.75418122920505,D,-24.891496313867854,0
Yes,A,131.11555890610825,E,E,B,D,61.527377502962835,E,7.416877553024939,0
No,E,-108.53308019951685,B,D,D,C,89.31326053873454,E,75.03929970232883,0
None,A,-21.480397958391965,C,D,B,D,-43.12979940643907,B,68.80225542917042,1
Yes,D,45.76558460769529,E,C,D,A,-181.24291030443587,A,-161.66300531000417,0
Physical,C,66.6093289494605,C,B,C,C,-138.73177121171852,A,181.59222676779697,0
No,D,-7.440230264996463,E,A,B,B,58.58755263651918,A,-24.88038510806918,0
Both,E,-139.0482156400878,D,A,C,E,-42.25691846923846,D,46.235963190518845,0
Both,D,-199.37641195488044,E,E,A,E,-141.1790727495027,B,-85.43047836129062,0
Mental,C,13.106639002237374,E,D,B,B,-55.78642318662526,E,41.05986107180978,0
Both,D,28.42638770476999,C,A,A,B,-134.94485493760357,B,-127.93886058220355,0
Yes,B,33.43679410925372,A,E,B,C,1.0360715803000529,A,-39.919510614103196,0
Yes,C,78.78588228405971,E,A,D,A,97.67096384720925,E,131.9059595112613,0
Both,A,76.42016824771143,D,D,D,A,-46.54888425889998,D,48.44235461525362,1
No,A,10.78649236867407,A,A,D,D,-85.99217335304738,B,-45.399575602513885,1
Yes,B,100.97430709460924,B,B,D,C,165.94810344524862,D,205.45489325059617,1
Mental,E,171.9100960049589,D,A,C,C,73.8814878169497,B,178.85174948703306,0
Both,A,202.1132143331642,D,E,D,A,95.41984953926398,A,81.49608070024719,0
Yes,D,9.271697207661212,C,B,C,C,-100.298837630668,B,-25.042769641879875,0
Mental,B,-80.73673709790262,B,E,C,C,-106.36508711416973,A,-13.570548349997383,1
Physical,D,146.97581326786928,D,C,E,B,-84.34405556135137,A,11.16782872756423,1
Yes,A,-199.61991431897147,D,C,C,E,9.005269958246153,B,-62.21003155205498,1
Mental,D,8.987299291641513,B,B,B,E,-207.2732669349745,E,-104.1403302685697,1
Physical,C,-112.98052767287767,B,C,B,D,215.66953082140986,A,77.86043217880878,1
None,B,-7.331484922330872,C,D,A,E,15.407535037743036,B,150.7091911993032,0
Mental,E,144.49383315729665,E,A,C,D,1.6392065818225912,D,-201.3275650761627,0
Both,A,-51.97116650950241,D,C,D,B,-97.59734412226243,E,99.24831542665945,1
No,E,57.03185499386253,D,E,E,C,-25.34537739930452,D,72.05326789811384,1
Yes,A,45.43190228668426,B,E,C,D,179.63957777663944,E,9.632725366006346,0
None,E,-63.91146613120736,C,E,C,B,69.21230069386301,C,-4.2064888557663584,0
None,B,81.90358994601647,A,B,A,E,47.97913388073985,E,-158.11581161206024,0
Mental,A,110.07481909886636,A,A,D,C,-129.6090858612295,D,-7.023707793909688,1
Physical,C,-78.71896314186057,A,C,D,E,-19.253175683956062,C,-50.66997290828381,1
Physical,E,24.590299374660898,D,E,B,E,-15.602351442206286,A,-45.59468245961165,1
Yes,C,-30.66856550337412,C,C,C,D,-69.82904167644634,B,73.06627527064681,1
Both,E,-41.0090583085717,C,E,C,A,-101.12081134242665,C,76.16092341578347,0
Both,E,45.461729347497986,C,E,E,E,35.4367325174957,A,6.426929616074325,1
None,D,-26.52924666481795,A,D,B,B,-29.408196482053494,A,103.08617330589655,0
No,E,132.63196622399852,B,B,C,D,41.48803207920636,D,13.134749868544917,1
Mental,A,-135.62007612314088,A,A,C,C,39.79382693838735,D,-151.4167319568245,1
Physical,C,13.988637596717343,B,E,D,A,-132.82684373891215,A,32.790933861338054,1
None,C,-81.96350939585707,B,E,D,D,-39.58210054922818,A,98.34015008796261,1
Mental,C,103.85567044187441,B,E,E,B,-11.825741767334925,A,-57.98723550872447,1
Mental,D,-23.265231940998348,C,E,E,E,97.01841187465138,E,129.06815296119953,1
Both,E,-35.34834062477394,A,C,E,B,-196.789130398195,C,72.5574359490285,0
Mental,E,47.11949554556589,D,C,B,B,-105.98243002115038,D,-62.59602722065646,0
Physical,A,156.62607237061837,A,B,D,E,-33.82267205495693,A,52.34981970212028,1
Physical,B,24.593408475418595,E,C,B,C,154.03146150532044,B,175.72576901023686,1
No,E,79.4991598720819,B,E,D,A,-82.07272147606454,E,188.95332337881308,0
Yes,A,-177.01117383284927,C,D,A,D,-46.10576825803431,C,23.920440249589976,1
Both,E,89.99283135929053,D,E,C,C,-109.75092888923805,B,99.56786993270617,0
Physical,B,143.2927267148321,A,B,C,C,67.86324854014947,C,-49.63940719684079,1
None,C,91.71876448807348,A,B,A,E,232.14148048308596,E,35.165607781874776,1
Physical,B,18.499151269871287,C,B,E,B,60.531594270400944,E,47.864065457401125,1
Mental,B,21.35657940057407,B,C,D,A,-75.25841589598208,A,-224.07601123695673,0
Yes,C,92.59328575665495,D,A,E,A,116.51084517366515,E,-62.188531209025065,1
None,A,102.89937494019735,C,E,A,B,21.88459599014366,C,-173.5023480543818,1
Mental,D,-101.07412653645764,C,A,C,A,-32.89222875087076,A,20.84966847458894,0
Physical,D,38.57311438442688,D,D,D,B,35.66392926186403,D,59.39110865700174,1
Mental,E,16.831667509576814,D,E,E,C,-96.4471283969611,C,-43.33555779092813,1
None,D,136.34025473342012,A,E,B,E,42.838697377897724,B,-18.24296525601047,0
Physical,B,-129.6114799491881,C,D,A,C,57.18915796466305,E,29.925075103649252,1
Both,D,-86.53001929823411,B,A,E,C,-2.0313966325730943,A,70.10888983088324,1
None,B,102.80820316307057,E,A,D,A,-30.590741446347554,E,-144.1633485344897,0
Yes,D,97.59989455947536,C,C,D,B,-64.82915213299513,C,-29.926862920698184,0
None,B,-65.02581269851053,D,D,B,D,95.13705934607405,A,-19.68427971495989,1
None,B,71.00319779334065,D,C,E,E,-59.96213001422282,B,31.378006407857573,0
Mental,E,-17.703413805056005,A,B,C,B,185.92788203156599,A,205.30131673710196,1
Both,D,104.78021190285443,A,A,B,B,-127.10366205137564,C,2.707572181179174,1
None,C,-35.690368977536934,C,B,D,D,-166.1576254271674,B,27.262655211211435,1
Yes,B,-39.22136958355213,C,C,C,A,69.22243305194635,D,-82.35648946320524,1
Both,E,-66.8259493685359,C,B,E,D,-102.55194527950215,E,-89.65672732033903,1
Both,B,-6.376149001244087,E,D,A,B,205.92857660990282,D,-151.67326673503513,0
Mental,C,85.42838433330144,D,D,D,C,-77.59700087742465,C,84.99498393292318,1
No,A,-19.27972466201551,B,E,D,A,-241.48934086632772,B,-86.69815503003132,0
Yes,E,-109.0693863550023,C,A,A,E,-61.831015325031245,D,106.45696172475778,0
Physical,A,-119.50375510217496,D,B,B,C,28.579456821672082,E,-150.4172375612799,1
Physical,E,137.5213731169532,D,E,B,C,172.79629667945918,C,199.9721457508504,0
Mental,A,-68.96294389293315,D,B,B,C,-143.07653447364217,C,11.348185769204411,0
Both,B,-126.137642401285,C,B,E,B,-55.825452077052,D,85.32689995316485,1
Mental,E,-140.37682734159128,A,D,E,D,-92.25277252785015,A,105.66069245507816,1
Physical,A,-170.24501397485665,D,A,D,C,168.5829088375315,E,84.37085591642945,1
Both,A,126.0915562808536,C,B,D,A,24.11581841721202,E,-101.27174864895248,0
Both,C,-204.75343551426582,C,A,E,E,89.80699673577047,A,11.680318155354879,0
Yes,D,-63.5228738867496,A,C,D,B,108.08476735832606,C,-98.09136560183016,1
Physical,A,-132.27983745636138,D,C,C,E,60.07156362790392,B,51.601281468327706,1
Yes,B,56.95217523532009,A,E,D,B,83.91983370994913,B,145.03639256505662,0
Mental,B,192.7612895073694,C,D,D,D,208.18592186111934,B,-80.96621879206769,1
Both,D,-51.933100070985496,E,A,C,C,33.446585735846284,B,30.49526425852651,1
Physical,B,182.43142447857096,A,C,D,D,38.48628098877515,D,145.80491093277453,0
Mental,D,47.8371203021358,C,D,A,C,-167.6163606093306,C,170.20783001228884,1
Mental,E,-44.352411496612866,C,C,A,A,30.38825636524205,C,124.26212713277043,1
Yes,B,87.59414649333318,E,C,D,B,16.992891982151576,B,62.47458124793411,1
Both,A,22.435655478293935,E,A,A,D,4.694430568352425,E,123.43326899139448,0
None,C,75.039094205376,B,D,D,D,172.19570445896784,E,142.52753889896542,1
No,B,-101.87235898124456,A,B,A,A,-2.161696776724924,C,-29.23718419010465,0
Both,C,96.90763699748979,B,B,B,D,-89.03275966238986,C,-90.58366986286677,0
Mental,A,0.27740555114641097,D,A,A,A,-159.75954346493364,A,-50.305542090774416,0
Both,E,-147.79497107103538,D,E,A,A,0.19111690362271566,B,-36.03838255286164,0
None,B,-104.57425164739315,A,B,D,B,24.98644818980722,D,-160.47042979982857,1
Yes,D,80.74707553805587,A,E,A,B,-1.1518076245121192,E,13.81082829889163,1
Both,C,-49.64605862506718,D,D,D,E,-14.771437027591954,A,51.78089990848002,1
Both,C,142.41250867498846,D,A,C,E,119.04355978145364,C,236.40521208564738,0
Yes,B,-183.2685664336135,D,D,B,D,-121.91827395362066,E,33.35864408927849,0
Yes,B,146.06790532493605,C,B,E,C,125.5675403937636,D,-124.09812642570613,0
Yes,A,63.30561592897539,D,D,A,C,27.295916481802724,E,169.37251342268135,1
Yes,C,-31.798509753023406,C,C,A,D,-171.0713962913885,D,-119.97685650808619,1
Both,A,-151.07260594043933,D,B,B,A,72.33766860545346,C,-56.82508190807564,1
Physical,E,34.74433634915998,A,D,E,A,-47.186173126880675,A,72.2602098220463,0
Physical,A,229.40921836137477,C,D,B,E,-28.969462546226776,B,-21.5561471135231,1
None,D,-65.14895364371253,C,C,D,D,-56.85940036163769,C,90.10034722237752,1
None,A,-57.61424623014809,E,B,B,A,11.767286585037255,A,26.45395119104201,0
Mental,D,48.234114822370074,D,D,A,A,129.90719162485448,A,228.66136665331163,1
Mental,D,-7.753534674022894,E,B,E,A,83.94319030571312,A,-32.112344253603794,0
Physical,C,106.39658630793758,B,D,C,A,-12.081795352533783,D,-27.785056718785533,0
Both,C,40.88485994633001,A,C,A,E,-176.41550411153722,D,-71.61533219930585,1
Physical,B,74.00854896494754,D,B,E,D,-91.91186794077176,A,-46.880302968806006,1
No,E,17.049448813404524,C,E,B,D,67.04034638611431,D,62.2981453986762,0
No,C,91.11138323793324,D,C,A,A,72.2075029669183,C,121.54468427171369,1
Both,B,99.69167680327953,B,D,E,B,-56.61319816361131,A,80.26858966158544,0
Both,E,-68.02309855270923,D,C,C,E,48.03684939957773,C,22.526389187897525,0
Both,E,129.09706159638225,C,C,C,B,134.9051851567322,E,19.209250533412057,0
Yes,E,-36.96840941822697,A,B,D,E,135.09628519799688,B,139.71399095205314,1
Mental,E,128.58501788337392,D,B,E,C,115.43396574098632,B,51.12569650415897,1
None,D,-13.643519494038891,D,D,C,E,-57.07877575391135,E,84.45653883166257,1
Physical,E,91.40097251205661,D,A,B,C,109.12957406634791,E,-18.141544451922652,0
No,A,47.52163856649564,B,D,A,B,93.97546883390272,D,31.963174930890975,1
No,C,26.326746833298508,C,E,A,D,-41.5786500246926,A,129.33453399524728,1
Both,B,1.16191521697136,D,A,A,B,-117.6483800654373,A,-129.8080843304096,1
Yes,E,-5.964930069886351,A,D,D,B,-97.19903877957006,A,-17.824974413507434,0
Yes,A,-26.3775538652615,E,A,C,C,-148.2119593110899,B,108.46817428304534,0
No,B,6.476060412594081,D,A,A,B,-73.70269495549857,E,-219.54767392219406,1
Yes,C,198.52884964546084,B,B,C,A,-59.792339448721634,C,159.74829448139226,1
Both,E,-69.39828553418253,D,E,B,D,-28.850179502958014,B,78.00863252335577,1
Yes,B,-229.68970527365454,C,A,A,C,-34.862212779007095,D,74.78995802822548,1
Yes,B,-129.5664250732762,C,A,E,A,-154.67879267273588,B,-103.19954101312645,1
None,A,155.05800726567472,A,C,A,A,100.90453511947912,D,70.64591025139555,0
Both,B,-6.309178024920917,C,A,B,C,122.86349787400911,B,-259.4640089665392,1
None,A,72.97356991181414,B,C,D,B,53.77905166317644,B,16.533706427010788,0
No,D,-10.914947429192104,B,C,D,A,35.958694317786126,E,69.66159711405362,1
Mental,D,-198.96659045994187,A,D,D,B,-142.65631250923227,E,104.99469771931717,1
None,C,109.97386181285937,C,A,A,B,-67.4935432773397,B,80.94043192397112,1
Mental,B,30.685877395434574,B,E,A,B,-73.06442615233885,C,-65.7353158864822,0
Both,B,-48.25132518139946,E,B,E,A,96.63305324482812,B,52.30366342194225,0
Physical,C,25.08917057401565,A,E,D,B,42.8309537698836,D,-96.48414106621908,0
No,E,-42.17302437363277,A,E,A,C,-5.742541801323829,D,30.338694742157063,0
Mental,B,5.177656617030708,A,B,D,D,50.455683599209756,A,-29.518866802031557,1
No,E,-6.625936195390264,A,A,B,C,86.10986163902254,E,68.60227379329127,1
Physical,D,30.86220434116946,B,B,B,E,-12.09875467503484,D,-75.77500020157848,1
Physical,D,-123.86331797184783,E,D,A,D,-178.68185735676,D,54.40179361483308,0
None,B,-78.83657605136992,B,E,A,B,38.699550640652184,E,89.87514476056931,0
Physical,C,42.311226031513165,C,D,B,B,27.755123041153638,B,96.53226250961661,1
None,A,21.57735585003249,C,D,A,B,-84.30159713915637,B,-199.89688183074162,1
Mental,D,145.5098653815586,A,D,D,A,154.9893691268139,C,-42.176335994496306,0
None,A,69.81430854751292,E,B,E,C,-93.83532162240519,D,104.43771065379713,0
No,B,-151.17028040979517,A,D,A,B,-4.132859539943272,A,54.92901014746917,0
None,D,-67.28863096597183,C,D,E,A,92.05298079330757,A,80.45540341345256,0
No,B,-71.25712046867999,D,D,D,C,27.343403197417942,C,-97.74136730680084,1
