disabled,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
None,Brazil,-38.17853036667687,-2.045148970426091,33.642385962345685,E,D,75.94722987211615,1
None,Germany,68.5131877497992,-91.88559542185531,-36.03073661402639,B,B,170.41580507649476,1
Mental,China,37.44215851556129,85.82416980483076,159.49961508751684,A,B,-185.41063711010474,0
None,Germany,21.48543478423964,-43.75003434802417,-121.98062757963697,B,A,122.39590045294051,1
Physical,China,-37.06815450984801,46.517916531976525,96.60621886184933,B,A,-29.990470439408977,1
Mental,China,-116.4902253055087,-71.44986191355619,89.88892917256554,C,B,-110.7736498799083,0
Mental,Brazil,51.10435396795728,-113.16827663573386,45.367703780183064,C,D,4.043368835044641,1
Both,UK,-26.635509725982825,60.52531374014537,-71.81290348772357,E,E,-58.64699864717948,0
Yes,Mexico,84.04570467551721,33.70003617800301,-118.61022858874813,D,B,-54.00842864390859,1
Mental,US,-52.193144992226934,71.65349810701912,-4.533666695462788,A,E,-15.86015699262279,1
Both,US,25.635940632733984,36.980290815290836,-102.3479934544137,A,B,112.89248315697058,0
No,Mexico,28.477969470358776,-52.13690695262181,155.03186743951417,E,B,-42.22051737406362,0
Both,China,-84.81206827322912,-6.092212882427747,156.4761065141558,B,E,104.09392988199417,0
Mental,US,-59.80239980399749,-34.81768126860301,27.063528868453552,D,C,-14.622198206289738,0
No,Other,-0.20505013861243657,-30.732102689839163,225.25431105560307,C,A,-112.20658856318025,0
Mental,UK,153.46941751987336,-74.35668735258196,-113.28141977581151,A,C,-86.65202132710613,0
No,Germany,19.92718286167751,122.87985288876946,129.59122499509812,A,D,62.84970520064529,1
Both,Mexico,25.37644224492446,144.96983177850788,-27.078812862508556,C,D,136.1137018326495,1
Both,Mexico,-1.762097845091814,180.26411623243584,-5.036701756207636,C,A,-9.163000603775497,0
Yes,Germany,-66.04880682822565,161.9225794219341,-238.71236554529753,A,E,-129.73307586649682,0
Yes,India,-157.26658082704685,-122.95992712015764,-35.65661015425074,B,A,50.01506061502715,1
Mental,Germany,-5.012747170761318,17.130317962674606,105.62120301630777,B,A,204.1336260103078,0
Physical,Other,-7.460104673374683,-228.08869407307512,-64.5282411885389,C,E,-121.68737088070705,1
Physical,India,98.88474572134407,-214.32290541260238,27.60258026108138,C,B,-30.99290946070562,0
Yes,Germany,-105.59921366570215,80.9243599854495,118.94391561908793,D,B,-0.15412036146207653,1
Both,Other,167.20583468095077,110.58437042552815,65.12922923691448,E,A,46.459721483051794,1
Yes,Other,-148.22666857888933,126.4665196583287,-8.330565474383159,B,D,-66.25365434069327,0
Physical,Brazil,4.19397673934062,-43.482677253951536,179.54420072964587,A,D,-7.547539354240677,0
Both,US,-75.79454873849059,-25.827746159564313,-24.478860761865704,E,E,-7.376964783058881,1
Both,UK,-33.6772301470457,147.27565653557977,-31.681422015096576,A,B,39.5029482472573,1
Both,Mexico,114.85486342065133,140.54373491549916,60.654220957039854,A,B,34.31158665738879,1
Mental,Germany,-111.50585293706018,-10.725241764422732,-31.668931023754958,A,E,168.6158530550592,0
Mental,Other,-189.5436296679408,-190.40223441311807,3.977647972373846,E,B,69.18334119335489,0
None,Germany,-67.54445477795649,133.05462825118857,8.980042929869807,B,E,-15.909172562682446,1
Both,China,-93.3876124074345,79.40618731930712,15.742858494550882,D,B,76.81000714195108,1
Physical,Brazil,220.6417569572475,-154.66878585682682,-70.6550983821441,A,A,-83.60410158192076,1
Mental,UK,-63.42858791320577,26.95388412261338,177.06682136154512,A,B,108.68438401672198,0
Yes,China,103.02895306466414,-148.57947276322554,134.3864732671848,A,B,-65.15240542047472,1
Both,UK,27.27026501032234,-16.81394722992308,-3.6983668255296602,C,C,-175.35171981200085,1
No,Mexico,28.584831036146678,-79.02629422005127,56.6354273658198,B,E,-63.02259427761996,0
No,China,-39.3347262474144,5.440798034618579,-111.12854513049193,C,B,19.38875100948908,0
Mental,China,0.08113617950996718,-149.54353503359113,-185.0667565153068,A,C,6.742762938385099,0
None,India,46.27614063662711,21.46592590991641,-38.68560001151601,E,B,96.62529184557512,1
None,US,-62.09905747025001,-135.3172645889626,46.66984892719344,C,D,68.36630415934381,1
Both,Other,36.03576955784096,-84.18072398087453,-111.94386350797005,D,D,80.75124795229532,0
Yes,Mexico,-54.37272550305365,19.499602734050285,-238.8136957686776,A,C,34.8420201157693,0
Mental,Other,-51.4684400499742,-7.552111122940578,-19.834335887412596,E,D,-77.29969332238865,0
Mental,Other,-2.365809208748485,5.69151581128726,-60.30458474912539,E,E,100.30912687808129,1
No,Germany,105.19780438971802,104.60141878682798,92.51657816468582,D,E,209.17504726263084,1
No,US,-20.017219818162342,-91.42236675510499,-6.2666970969557605,D,A,-151.43227141446891,1
Both,Germany,-80.61099637896541,-15.118860014212038,-16.579618809564256,D,C,-219.82327473825993,0
Mental,China,54.86291194279996,105.73031641843042,20.42075069490602,C,A,-0.5219431378566122,0
Physical,India,19.44814224487326,-60.21283042204432,-117.2938812528066,E,E,-47.7586027737667,1
No,Mexico,-15.085517574996532,-31.718409677372648,-143.12646729578174,A,D,-52.21000892407164,0
Both,Brazil,48.44095104854527,-206.7560611786112,-61.583997067354126,A,A,112.54131971934859,1
No,China,-114.88038973457633,-111.33871036402705,0.14631393486727798,D,B,3.8973236829278286,1
Both,Brazil,-53.045176327572854,31.000759603625717,166.7636343509791,E,E,88.75462122922536,1
Both,Other,-60.01774503215077,98.184791385456,-283.7421479599208,D,D,18.299195774229254,1
No,US,63.813738367337415,45.1911235436735,81.8048619240911,D,A,51.407922380612646,0
Yes,Mexico,-31.11645258290656,-83.0781106502592,200.28549685787436,E,D,120.2823708617545,1
Physical,Mexico,222.31886053304385,61.01566441820171,30.43490375838655,B,D,91.99412190867946,1
Both,China,-21.29909423372999,11.704112094728622,-80.49336203830212,C,A,45.374868765178825,1
Mental,Mexico,0.8911886796802255,42.24978388479764,93.32577801225455,D,C,43.38995704497542,1
Both,Other,-28.507261360769053,-31.224984631804176,-52.41605862019647,E,A,18.445601953321276,0
Physical,India,174.59552525058274,78.03096721662654,155.03710415577646,B,B,-3.80471583875148,0
Yes,Mexico,-42.16632819688408,-204.05021421309795,25.754486474647276,D,D,248.36758704776346,1
Both,Other,17.259082392782297,139.27897017808394,31.05348027090548,D,B,-5.7064126934739345,1
Both,Germany,16.569781569209226,84.54661557496226,-24.174793495669057,D,C,-57.5052716645195,0
Mental,UK,-19.186559402840096,-135.17331642167352,70.68956252544551,E,A,75.76073817727097,0
Both,Germany,61.39860322439864,27.60577049108708,-46.27359859508886,B,B,91.54520906918874,0
No,US,39.403149238791904,-7.416377775440683,-78.50911182585149,B,D,-91.97845447070559,1
Mental,Brazil,-35.31275803709561,-52.890054669879284,34.18129304796332,A,A,56.5910212969858,1
No,Germany,36.41666354214902,21.816933236414567,-9.021697543843658,B,A,28.404393718491477,0
Yes,US,101.30381332405867,61.16957152405337,-25.724447842581,C,E,-10.768640684725266,0
Mental,Mexico,158.76947114197054,-71.24630658216986,-52.3609991599824,B,E,112.5364623757159,1
Physical,Brazil,38.63632470229912,-133.81316130584815,45.9136835710303,C,A,145.35111279789297,1
None,Germany,-64.22021264806455,-57.762920770874615,51.132928755469095,E,A,-77.11335687292113,0
None,Germany,-9.505777373273586,2.0995167337710794,-7.001526415618381,C,D,-29.220038175156315,1
Mental,UK,-25.36590533985812,4.7168132993153815,-46.41825868535032,A,D,-58.74921482326785,1
No,China,-17.147053709688663,-95.84782995885567,47.06718269454343,C,C,-5.270960637159347,0
Both,Other,-136.99122239585068,-74.68980151191604,190.1661568412575,C,A,113.4352092461558,0
Yes,Germany,49.108693701230735,-49.83776555317431,-110.10464532858634,E,A,215.8456222455559,0
Physical,UK,-21.34452816232972,-49.56015605847565,-54.324186790323516,A,D,-74.86065152640994,0
Yes,Mexico,16.913597627895786,39.87842152541327,95.73681830450452,D,B,-87.76270173611739,0
Yes,Germany,230.22085306526364,123.54990839247348,-148.4991723921086,D,A,-27.955374617037766,1
Both,US,-38.326811993140524,-35.09528477916637,2.1465027057615678,E,D,12.06465791976457,0
No,Mexico,139.06809334354503,97.92548536342393,174.39809867817283,E,A,-135.7408398847418,0
No,UK,-101.84463032408644,71.98564784073521,27.666179995609298,D,C,-11.244555203800333,1
Yes,Germany,-73.31817957101812,-172.66374196577016,37.76869177632069,D,D,116.12256901556978,1
Yes,UK,105.08529062915484,5.097698972225142,-82.34052068785428,C,E,-85.97416138538905,0
No,Mexico,-178.8716794495956,24.773461092477778,20.55097448903909,B,E,-22.130478496374153,0
Physical,Brazil,46.09473766143113,-12.058139893301385,85.52691156733175,B,A,-95.76859461296895,1
None,US,22.244543376795708,108.53816364554383,-75.08180743901976,D,E,-6.169442271048433,1
No,UK,42.91405464805317,-89.30108291519672,-5.183351020729002,B,B,-77.1548699477665,1
Mental,India,54.42943391962931,-22.028713393614087,-120.20131560213862,E,E,-133.8155131054181,1
Both,China,-245.35969110024888,49.39736728318198,-148.00086263068818,E,C,159.4932592184856,1
Both,China,-20.11741697976611,-183.6522678842942,117.1337927043582,E,A,-59.083013427632366,1
None,Germany,-49.55895123993668,74.72241655094275,-3.931119257966272,A,C,20.603527480398114,0
Yes,Germany,87.35583708697091,-39.831278553996746,194.2788430690382,C,D,99.59669941410361,0
Yes,China,231.03155714732102,-71.06706143840162,73.67326425400536,B,A,17.11800462264356,1
None,US,197.87648807601298,109.42094202311728,96.34266248644357,D,B,9.597530462651836,1
Physical,Other,-20.951480400863527,87.12817467502714,-9.634974141871812,A,D,-6.081689945838476,0
Physical,Mexico,-88.44504056653301,154.5755448125335,-154.99553374065118,D,C,4.0629764681339955,0
No,UK,-27.05536136653592,-86.24441068709672,130.92014659716585,E,A,-20.25352543948493,0
Physical,UK,-167.92394795870555,-34.15492969978228,7.232293996730752,A,B,-94.09140143833685,1
None,US,-72.84413188086664,102.79092723359702,-44.12826776059544,E,C,35.312124553034806,0
Mental,Brazil,1.6753608895788155,-2.023444986683938,-24.99814100576902,C,C,152.1436189874828,1
No,Mexico,-65.99119909670793,114.79872951650995,32.65279227912116,A,C,146.34892136637873,1
None,US,-41.19798217863087,118.03032530698361,-66.5970690640503,D,A,4.888561862005605,1
No,Mexico,93.4566408237281,-47.86474206136593,50.30624740004711,C,C,-69.79694728734881,0
Both,India,-66.38285764566902,-55.16885258684392,-103.16053990613578,A,A,-199.04872868036597,0
No,Mexico,-14.202299800700358,34.12210083978093,27.492198700777355,C,D,-99.90648271568357,1
Mental,China,145.55245999487636,-113.3853770665795,-52.67375627497262,D,C,-120.43532863894116,1
None,India,-112.69667391086415,38.93576711812688,-100.84572147938495,B,C,-13.874946257587627,0
Physical,Other,135.42601675422637,29.590592765884878,-173.34430987229945,E,B,62.644858078194154,1
Both,Mexico,143.3572934624564,46.88103681377878,40.112212319433134,A,A,-209.12225099351903,0
Both,India,46.42709143482259,-49.40067562927757,75.17566147911153,E,E,-23.690712436318005,0
No,Germany,-151.6446927988909,-114.73097006516963,122.79809842008578,A,E,50.555296458621214,0
Yes,Germany,-128.24360302257543,94.12492455190974,-28.16995231210605,C,A,30.077120020059496,1
Both,India,-53.67356558100474,-110.40528174023198,-3.547755105699414,B,D,-78.96566935807805,1
Yes,India,-25.026803921630353,73.97341346000731,-61.08242376040064,C,B,154.2087995939302,0
Mental,UK,-29.224605325381685,22.266485013384937,42.02824804018804,E,A,35.231019109168635,0
Mental,US,16.60241131624229,35.4142967154929,-155.82623977373257,A,A,4.622267525008178,1
No,China,208.23476999069888,-126.66448333139229,-23.485812596562624,B,E,37.79754209440942,1
Mental,China,106.47141071381357,5.686048814447369,42.602502195802295,D,D,117.23357443303841,1
No,Germany,39.61622093983431,-125.92247758390029,-238.6678231075812,C,E,20.40056878814813,1
None,Mexico,69.8969653561737,133.3411165516877,-120.33740029582296,B,A,7.314283395383334,1
No,Germany,23.65080606481516,-105.08855351880051,78.23566644932333,D,E,-23.95993880119745,0
Physical,Brazil,-41.02206610223809,6.079430130207018,-12.70663109829977,B,D,86.78596213211053,1
No,Germany,17.37833113138885,-102.92351581071098,-113.93092026638875,C,D,-66.8804005817333,0
Mental,Brazil,117.10691736247172,-95.40070687037824,-98.47948021556653,B,A,-27.62009290374494,0
None,Mexico,50.60129886484938,109.2351811067824,-26.483669123989422,E,B,100.35807088312801,1
Mental,US,43.31386964039164,188.55014836759165,-95.91024137086642,B,D,-13.104369389413792,1
Mental,Brazil,-117.21234542181868,-114.5762935073302,-83.70719687337045,C,D,-9.804091533466408,1
Yes,India,75.4075016932301,31.899118644630814,89.26679689701115,C,D,-241.09878163688686,0
Mental,Germany,-35.60572769004079,40.341631543439235,-66.6512572547267,D,D,-78.52021052626063,0
Yes,UK,-2.781824112326033,-58.91920383439479,218.74798265558283,B,A,-0.33189179539120045,0
Mental,India,-11.954236553296784,-84.5910142839007,164.19037058686155,C,E,-63.21895353279786,1
Mental,China,224.00485891143367,104.75296401334671,-103.00853518280636,D,C,81.41305222759281,1
Mental,Brazil,-55.16905835095146,84.59783191720558,-79.65641961564377,E,B,-187.3663482209987,0
Mental,India,-99.22850865722333,-51.6898627435703,80.69425208504461,D,B,-16.34803600457676,0
Physical,UK,-0.3476011588539292,-78.58576422649062,16.771643054898032,E,B,-93.01160879283735,1
Yes,Other,-63.573268048303255,-62.689963778133986,-42.16265763070685,A,E,98.12477232226287,1
Mental,India,168.1039313329733,-82.53162761240888,121.43889830520276,B,A,47.37318681347366,0
Physical,UK,37.253551018637275,123.68945487004797,40.02165419835209,A,D,-6.100736436964896,1
Mental,China,69.02488269440371,189.53184121965083,53.782890928562566,D,D,-78.8166397462635,0
Both,UK,-113.63596326745653,128.42535167375414,7.7552948185487764,D,E,18.44420783007808,0
None,Mexico,48.92978441204118,-57.918460350971856,-111.03843789626666,E,E,-184.46738452273115,0
Physical,UK,139.59587287240828,147.53999385921875,-204.49708288598978,B,C,-50.150479376894495,1
None,Brazil,63.06502447843872,60.5790423438347,48.52613126597743,C,B,126.0409862797724,1
Mental,Mexico,-245.61307437219875,93.9664823514111,-123.5768303558365,D,D,93.2342421462064,0
Mental,UK,144.7715632706224,80.03752058906551,-0.9216008506743152,D,C,36.1460482472499,0
Mental,Mexico,-54.2478449747982,154.38805940046717,-85.59395975309205,D,E,-77.73433077672522,0
No,Brazil,10.45455020904371,-164.38586653129755,-109.49585829678145,E,D,-31.21223055017543,1
Yes,India,90.02647121957146,94.06229316885228,119.08729424381346,D,C,160.97228625906277,1
Mental,China,22.809615799397132,43.26743434998523,-72.94450138834276,B,C,-57.184754017920035,1
None,Germany,0.4536531577580256,-135.2677832372147,-145.0389810054463,B,A,-3.9300361880849186,1
Physical,Germany,70.8099953282624,77.74240223672663,-59.457235023530096,D,D,-123.80449513758403,1
Mental,Other,48.00895279486805,-4.4795062244350365,185.40201298810425,C,B,-42.382267383349955,1
None,Mexico,-39.45820142661599,139.86165589938764,-155.5702426690265,D,E,18.27503917136205,0
Physical,US,-174.67334097846162,167.45359823310108,-14.925726957865448,C,C,53.68741485319865,0
No,Germany,123.34071009747227,-66.23576188050684,-25.791765867854316,D,D,-70.90858942383025,0
Both,Brazil,-121.46209336085757,112.30250670587807,36.700774071787976,D,A,-59.859863828503954,1
Both,Brazil,-34.11704504387926,-76.60081975782327,14.607616570527254,C,E,-79.72327491972678,1
None,Brazil,87.83049789640509,-53.68559601492679,-72.80411766512242,D,C,-40.08743158222324,0
None,China,-8.10820866987071,9.91785616450336,1.584776834979041,E,D,121.8329273284502,1
No,UK,31.043723034021202,-32.90025036080821,-1.5955101364321815,D,A,60.5351498210838,1
No,Brazil,28.02191302092095,-152.59535528628382,-18.86167754319379,C,E,-77.38873426231191,0
Yes,Mexico,-11.695040833089672,150.6231561361486,-44.13740755998272,B,B,-14.587092440569748,1
Physical,Brazil,-46.654733862248364,7.170632961875045,19.336348673443148,E,D,-63.35291483706874,1
Physical,Other,70.76903343502815,0.3334738331556838,-85.59989951808542,A,C,-93.22020351985387,0
No,India,-33.31497694322971,-104.2695151472345,-47.429588014623775,D,E,27.517790405921538,1
None,Germany,97.30903101506446,185.1015887555001,128.51494678071853,D,C,171.01724429247318,1
No,UK,-33.52248512408597,18.900250193272196,-4.009042711677145,D,B,165.21029927818483,0
No,UK,31.703939760852744,-12.935942279734736,133.45016491162656,C,C,78.16922962525423,0
Mental,US,-22.983198161000196,131.82613933765944,-18.53828223883226,D,A,-92.2102177875123,1
No,Germany,17.37052498742126,78.36538106572701,52.930959425266856,C,D,3.60382231281699,0
Physical,US,55.757581872348574,44.14171605488782,26.95420013947197,C,A,-71.66857294370257,0
Mental,UK,-179.68406072461116,-93.5373431846657,112.03866267342552,C,B,-124.85320665925519,1
Mental,UK,-43.42107685578493,-195.39047555172255,83.73278563449608,D,B,64.9192197631294,1
Mental,Brazil,35.94985923822727,-21.716230877271965,-103.72547889075909,B,D,-32.8150089201098,1
Both,Germany,83.25546208358023,-119.87379066156478,-75.1629677253533,B,D,-45.9484626650348,0
Physical,UK,-69.73921369432543,-106.95750477451553,-202.8926074672185,A,B,95.62993543214606,0
Yes,US,-4.247469828387828,144.9910949365774,100.16769733891768,E,A,-1.459326794219026,1
Yes,Germany,-108.59901297259715,-100.26069809518586,-126.00519255866504,E,B,93.9723179811907,1
Both,India,165.11466866944167,29.768065501154457,55.15755444001847,E,A,21.883721056288117,1
No,Mexico,14.134001375930252,-220.62480606858946,19.821607298576055,C,D,-76.99528464317046,0
Mental,Brazil,-44.25018678465194,-87.40460123604022,31.78769962223772,B,A,-132.60193613621223,0
Both,Other,189.99480453936812,-44.51175569273326,-157.19363748195175,A,A,-94.94428079872993,0
Yes,Other,81.48092074714829,118.03902448882198,-34.43084656264104,C,B,-50.18751486917796,0
Mental,Brazil,-18.064525853360532,-26.816523533171743,43.87442148027466,D,E,78.07489027653209,0
Yes,Brazil,65.08850752823706,97.61959227419293,2.2321206784543177,D,D,-1.5551249449394766,1
Mental,Brazil,-152.76631365371034,-11.898815381226537,16.22891824931704,A,E,12.60729152885175,0
Physical,Mexico,-37.12135026017869,-2.0561903970866284,-15.070031970032073,B,D,-21.291858968622382,1
Both,Other,-130.6316892105706,41.38350781056344,-98.73216686233697,A,C,-20.641580220070303,1
Physical,Other,45.715990212776674,-0.5269823030141068,25.23577644334131,C,A,-205.2980001817095,1
No,Mexico,-7.355166066091775,89.83654347751465,-1.9958638630163148,E,E,60.13128716721739,0
Yes,Mexico,157.52910406044097,-93.45336751758818,77.93396566213323,D,A,-165.06833480477607,0
Physical,Brazil,-27.85863314962334,61.7576258945826,-33.65176443466611,C,E,85.47570068433787,0
No,Other,-56.87482375077742,-104.83286267552437,-211.87237213346611,D,D,-46.68005530149458,1
Mental,Other,-188.31967660881065,63.695499992087576,40.51065000191604,C,D,-10.595791662600405,1
Yes,Germany,-23.388060869533934,-73.77733578263536,8.343664221594112,D,D,-69.98856932447823,1
Physical,India,-16.824188446659292,-269.7283896893832,-79.32891257550932,A,A,20.078311244289846,0
No,Mexico,-74.27206694504078,-90.61070625185079,-62.52865811369879,B,C,4.425533564653296,1
No,China,-67.42962119476833,106.85062447132934,-9.335114998815872,C,B,-47.19582156543438,1
No,Mexico,-29.896370976457032,5.212394118487112,-121.98249666744749,E,C,123.90356651154973,0
Physical,US,-34.326025203307005,-115.65159164138592,91.32587389432561,D,A,-4.264099115768077,1
Both,Brazil,100.9430376627972,-176.68621582832685,-346.0113857409525,D,E,-34.30102145132265,1
No,Mexico,-17.029464026698886,86.6623172040252,-118.52321327763737,E,C,-96.69569150954442,1
Mental,China,-45.35891784638773,142.21677036990857,99.33677523409199,B,B,178.66728921288814,1
Mental,US,6.532856653076845,16.889033574314656,123.89033530396338,C,C,-35.06505488696643,0
Yes,US,95.37039330013346,74.75678080904606,120.31147705156367,A,C,212.88302831574373,0
Mental,Brazil,-31.562026652299103,4.51994740315497,52.32223183813881,C,D,9.035448114015573,0
Mental,India,7.2547752136248835,-133.9688392090652,-32.976510380953634,E,A,51.71837631311994,1
Mental,India,-18.434324360821027,-125.76220334789116,67.23332161412459,D,A,-2.3345416945578066,1
None,Germany,-15.390620055210679,113.29026778982995,-117.49821221901288,A,D,88.21412396884011,0
Both,Brazil,51.10745491516864,104.95046816150109,-53.52165410637436,A,A,-175.48939927954473,0
Both,Germany,-91.34918216706399,-92.9787382782499,57.92031158533344,A,A,13.57549037577229,0
Both,China,-25.74900494091984,40.620852799150484,-77.28606584557507,C,B,94.50064877896057,1
No,Germany,-70.96597175368348,132.51223664210528,-88.62842617166467,A,B,-18.632169721430706,1
Physical,India,1.976101849785317,126.33919094345228,-191.0560269103134,E,D,-184.47815676008835,0
Yes,Brazil,7.313500767170182,-155.53228354152958,-35.108423402285055,C,A,181.8938952447161,1
Yes,China,108.93118278146386,49.757169055320624,-106.01177291614863,E,D,-46.451605970063085,0
None,India,-102.30082908256286,144.18027259155448,-66.82587986041209,C,B,25.254086405310417,0
Mental,Brazil,-7.140177611161482,100.08236588956653,-52.11275008449678,B,D,-60.95799004095767,1
Both,Other,1.4711426286679092,-70.93623768287867,-43.06058740931541,D,C,167.04071450747182,1
No,China,-88.52731251096657,179.65113372060338,-101.11035838018898,C,D,17.74626675831403,1
None,UK,127.23967579517266,41.048755868992394,41.387076074893564,C,E,96.63938338379229,1
Mental,Other,21.09921440578829,-89.39999552799634,-9.15913680585322,C,C,-25.23045728891009,1
Yes,Germany,-66.21653498749055,-72.78927330561129,-4.83452400268668,A,D,87.07075077423936,1
None,Germany,-123.19115758023852,65.69737623021035,-113.81606291336495,E,E,66.75504318395538,0
None,UK,-11.277792671089564,109.65869591699693,149.34132375265997,E,C,-73.50233602867627,0
Mental,Mexico,-103.37757852048006,-14.975944240217862,-7.302811606039467,D,B,-137.44019337147196,0
Mental,UK,-75.98671301771172,17.735044423302806,-124.82402476851729,B,E,-66.34242444579246,0
Both,UK,-76.38865460772494,-84.99101972304298,-82.7975509249588,B,B,20.483910094439302,0
Physical,China,-157.38395347406342,-50.8888043860534,-17.952048621791555,A,E,-65.81317055704484,0
Physical,US,-148.02545314372304,206.08534838875707,45.31240702907412,D,D,66.08944044465082,1
Yes,Brazil,-68.036308911215,-128.82427133611353,48.00199850610218,B,A,-105.89549363720327,0
Physical,Mexico,14.468344651475022,-108.82982984296645,-20.509941989042517,D,B,-48.58137481230774,1
None,UK,101.20171633508299,-13.523685331930396,140.75083381754632,E,C,59.43746545422036,1
None,India,45.684647594869574,-10.56170810182832,-164.99061777955,D,B,-20.47174496419314,0
Mental,Mexico,-59.56132666745224,-37.55964253903989,-68.78001605595576,D,B,135.87629756342082,1
Physical,Brazil,-30.93676315553146,-17.773836484464507,111.58005743115208,E,A,178.25337405142193,0
Mental,US,46.4303038812456,-101.19241616325307,-142.43554069540016,C,B,-15.665668612760191,0
Mental,US,-66.39583470279487,-13.027182237220503,189.68358486349987,E,B,-76.42872152204563,1
Both,China,149.4614050137394,43.85776808578562,-41.88355277346958,D,D,-9.043923702838459,0
Mental,Mexico,-56.34265712538715,17.832678157201613,42.838217783482015,B,C,68.27703007985714,0
Mental,US,-285.3172799053961,-14.19573939677074,-4.162029614317574,B,C,-8.846202918206764,0
Mental,China,72.07658390637962,241.2498870503435,-47.04739084878309,B,B,-106.53589170219826,0
None,Germany,-124.17788518983679,-50.458369800809955,20.052427344181687,A,B,-9.437990783302823,1
No,Germany,-261.03966116731954,-111.28782531335595,32.72804032270818,E,B,24.407500082172522,0
None,China,39.06103994763127,-16.092794203329756,197.2444781958716,C,D,-87.14835360400852,0
Yes,Brazil,17.77292047715146,40.85326053946447,-55.614032478068744,A,B,-122.81296882395677,0
Physical,Mexico,56.896199055299434,-259.1821758158998,-190.9111500836329,D,D,1.186236227327171,0
Yes,US,17.6355896218788,-13.023952398779127,-107.11064369075392,E,A,-85.88215299577799,0
Physical,Brazil,25.836016559623392,76.18256029884908,-15.835820029357647,D,A,-85.77988998664854,0
Mental,Mexico,-134.51166205939808,161.90363895631427,30.984063979097716,A,C,-52.63042665373491,0
Physical,Mexico,110.16224359496461,50.81903074065701,13.779907908566347,B,E,-76.51828981242426,1
Yes,Mexico,-145.705557668959,-44.513054289350556,-108.45441899587469,E,C,164.94850243138646,0
Mental,US,-57.87137274594342,78.71592530725044,-179.15550231924792,C,A,-7.606413596684478,1
Yes,UK,-71.3578372146297,-36.75418982709242,-29.107765770425438,C,D,38.62618075622819,0
Mental,India,-97.62601644945332,-74.80214826669419,27.655456593294836,E,C,52.656309667718524,1
Physical,US,-60.970568857805944,-81.06117901372436,132.2008500976729,B,A,96.22525052908348,1
Mental,Other,-62.90127735140834,-40.71367789827369,12.482888537893597,D,D,5.852497023005623,0
Yes,UK,-20.079256274450714,18.45308473354537,44.88408997149724,D,A,40.1780188026803,1
Both,India,23.430876858818646,-28.460930810098546,145.76007712535505,B,D,-54.35469649900784,1
Physical,Germany,-43.604655682972435,-5.55199656852967,-6.556273706772354,A,D,19.74363761944173,0
Both,Mexico,5.553726327801278,-197.12478615972068,73.54738383575766,E,E,91.44091017921629,1
No,UK,-173.30667758591986,-0.04963170276345092,64.54258757775902,C,E,101.71707475464298,0
Yes,UK,-73.5952394337503,-85.91033979617634,-24.157552789544795,A,B,-80.4108842452388,1
Both,Other,44.46463911600706,-24.643643385570826,27.74716860486517,C,A,-29.534671008423064,1
Both,Brazil,1.5110244765691685,96.39649634578716,105.7380548661709,C,B,-5.034509966103747,0
Both,India,11.221856251029767,-20.54011356048241,-83.6056264345618,C,D,100.7120103996315,0
Physical,Other,-218.91994600181746,-2.1521208799468243,-131.1797374321982,B,A,-31.92178331914391,1
Both,Germany,0.47404476726993017,41.68542028266835,1.1409738326501178,A,C,44.28559146278616,0
Both,Brazil,29.463883993039957,-10.890557928554296,-165.09973613491945,E,D,96.1456248279541,0
Yes,Brazil,110.31123712428608,-45.16535899346517,13.072217699781238,E,A,41.86573617871365,1
Both,Brazil,-186.11293820240314,47.69389683306331,-42.29243382074946,B,E,-6.051102660138676,0
Both,UK,33.94754953138163,33.93158935712542,129.39415857530096,B,D,-111.33738877706347,1
Both,Other,-151.84389135935123,166.1408378795747,-47.3976583618954,B,E,-37.46793962668929,0
No,Germany,-31.925131426389473,298.51420490808147,75.70157835071775,E,A,18.15349471797835,0
None,Brazil,164.64072057215589,-94.88971247304333,131.2604002641463,B,B,-141.8591304900376,1
Yes,US,192.54855025599494,126.94298373066741,-23.750182352256726,D,D,-109.91566257347588,1
Physical,Other,-77.40804636596593,-39.18178381138425,27.851782390263036,C,B,170.79593814487782,1
Both,Other,82.05222861983657,13.98352791032995,-37.15546783853737,C,C,55.66294736899353,1
Physical,Germany,43.47978863337219,124.49934168095638,63.47420672232117,A,B,43.272849693865375,0
Physical,UK,-36.700152057945154,-194.46868761174377,38.71880479646075,C,A,-68.43075188785488,1
Both,Other,-115.13588091522662,-27.54222655292106,-33.95950286046993,C,D,206.71833474645868,0
None,Other,-88.39567517671865,261.38622238910744,-122.99222165948916,C,B,169.9848716029389,0
Both,Mexico,63.63286259098218,40.33882884774969,135.596894920844,A,A,91.79768336213051,1
Physical,India,165.4656462005505,-42.27193205828581,53.19131197988284,E,E,-100.84663361632553,0
No,UK,-13.356715695357241,142.48191655714345,-67.30432449307837,B,B,-141.05996659675733,1
Both,UK,-15.505927285379556,-14.744914783308497,-11.995849789754825,B,D,-27.21216895153563,0
No,US,-170.91168203595583,124.58654865459948,-76.60423585617251,A,A,-40.69998261871899,0
Mental,China,-26.17129117883089,-48.53273762137575,-70.87464685451108,C,D,216.09312555538799,1
Mental,Other,-43.846755602176415,60.55345156596107,94.5868580225888,A,A,85.27878494817001,0
Physical,Mexico,-74.36103610350075,125.83301120060177,151.81943280376083,A,B,-83.8553672036624,0
