Nationality,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
India,80,-20.512412530624108,-97.592069510823,A,B,C,D,A,29.117889819910083,D,C,169.72791705208317,D,A,-17.94941394789215,C,B,80.63545773942624,-13.623299195109848,0
China,18,-63.23120182879718,-19.7779600811371,C,E,A,B,A,113.51667734629567,C,A,-5.975734606584813,E,B,99.3887879771619,D,E,29.095758986966004,-21.436243606615378,1
Other,44,45.86674479123257,-27.99402950928438,C,E,C,A,A,137.04562085016474,A,B,39.26722867251794,D,D,34.6990480397768,E,E,-45.09944517878335,-97.70394524927171,1
India,36,53.641210172649366,41.166501970099716,A,C,D,E,E,37.444128451339964,E,C,28.99721040911964,C,B,172.02875593362666,B,B,-64.70877755461393,-77.79725282999138,1
India,72,-28.52398105121237,-55.05000930217893,D,A,C,B,E,-163.2734207800451,E,B,209.27586489784142,B,A,-177.4592829969757,D,A,79.6383358774248,-128.06822438280165,0
Mexico,19,-52.46027508321166,105.80093813688025,B,C,C,D,E,-108.39901758829211,C,C,-120.46215501255651,B,E,29.977255747805593,B,D,-112.23581989982816,50.30713393766184,0
India,90,-67.30385939982898,-33.713823115614474,E,B,E,B,E,61.838015640339385,A,D,-159.4438426136245,D,C,-114.33139651722497,D,A,130.17012585363227,6.760295792424579,1
Germany,93,-198.53532697429875,-33.18663687307733,B,B,D,E,E,142.13414599312745,C,C,-63.41127289270698,A,D,42.99266058805177,E,C,-8.748000810927499,64.24124318467882,0
China,85,100.78229561142396,-114.04119984095979,D,D,D,E,D,100.29772126369897,D,E,-100.9285787524872,D,A,44.39025412098353,C,B,93.60595319921227,-24.1207451911712,0
UK,36,96.2554538210897,18.504906164524932,E,D,E,E,C,-18.429344896218034,B,D,56.29120546086212,D,B,77.47726833438807,E,B,36.05188998127144,-18.054261301815806,0
China,83,-1.087762716680168,84.49655739055729,C,C,A,D,C,-39.05411088474415,C,B,67.60075374210498,C,C,14.669388129974001,A,A,270.5654012074791,-4.917531622967402,0
Other,26,24.084712358608858,27.687300034889905,D,B,E,B,A,-6.406131227609031,D,A,-19.20553449946737,C,D,71.88500862180368,C,D,-117.89269833420335,-50.74948546738326,1
Other,42,-106.1844722049114,33.20313730205402,C,C,A,A,A,-8.984093944879469,A,D,-82.18926419549463,D,C,41.63456085059022,B,E,-32.66325148707877,-76.55907592494574,0
India,76,-42.94659362057872,45.14870940465139,C,D,C,B,B,-221.85727703215002,D,C,-58.217802373070825,D,D,-5.51477795349159,B,A,-162.68459002827422,58.34358315930369,0
China,96,-44.99963381246905,-196.8196144957405,E,E,D,E,B,16.934573223055725,A,C,23.59229588448678,D,E,87.86685374176102,D,A,2.2055834521923448,-49.243857750130026,1
Mexico,28,208.40493618378747,129.0791556582072,B,B,A,B,B,46.97421994566968,D,D,-101.10688129677013,A,C,141.73324737586012,B,B,9.838602095480278,-52.18805733128197,0
India,43,113.45531829407689,-42.33631583830698,E,D,B,C,C,78.28016475565119,E,D,167.0382052174628,E,E,13.82529657497518,A,A,-129.19197445754403,-16.00651474081506,1
Other,21,112.16769527713653,-114.41493183756887,C,E,C,B,B,-45.04062656344421,B,C,94.31501266792849,E,B,29.80889066505719,E,B,130.22198028525503,167.1542383736507,0
US,90,-88.37289432334876,-24.300400468589643,B,E,A,C,A,198.90431520209728,D,C,-81.29970961842035,A,A,80.0854364150943,D,D,-131.5359353052295,-47.421123402657614,0
Mexico,63,-171.57918078206436,88.87043653460715,A,B,C,B,A,269.03013634014553,C,D,-107.3604883030967,C,E,-51.28684772272821,E,D,-159.48585890328243,84.51702163560097,1
India,90,31.644357635799853,145.87626921764956,D,E,C,B,B,49.3374291208944,C,D,-32.64047305589335,A,A,-30.433161168757817,B,B,-134.1223319360492,-28.22166526754789,1
China,86,14.617436246689905,156.948131047717,D,C,E,E,A,-215.94191111473643,A,B,40.47725458783968,D,B,267.01787752309195,C,B,-3.1709768472537974,127.79131944467808,1
India,63,-169.12803354232895,98.22815766833564,D,D,D,B,D,102.02058150215319,D,A,-69.5177990965709,A,A,-190.76032161839237,B,B,38.58502995291123,-27.48831277965892,0
US,72,11.138380711073559,-97.88292263160444,A,C,E,D,B,-102.6471394336359,C,A,58.769977969157615,A,E,-31.155813514483043,E,A,103.56281400434646,-78.09426720152966,0
Germany,71,34.877315760095634,-152.12678743391135,C,D,A,D,A,108.27296396706613,B,C,73.3446870341385,D,D,-35.18032517398078,D,E,-158.90916895962016,-77.34120523734926,0
US,94,86.85631288437315,134.5528544079371,A,C,E,E,E,-77.25629932372242,B,D,17.09183940854283,C,B,-78.12036435962732,D,C,-3.7121956176877955,225.43604192537865,0
China,35,111.1979648370484,120.6114964129745,D,B,D,E,D,153.62860925857362,B,B,154.77388611497665,D,A,-21.850966938026257,D,C,-69.32929512580714,-75.83211164101364,0
US,21,-64.41135511316226,33.22380788085643,D,A,B,D,A,-98.5423449433328,C,E,-60.2362095570652,C,E,-69.86553474671318,E,B,-4.906379377745647,-196.5943175585542,1
Brazil,23,-137.30475084233368,80.03608002879054,C,B,E,D,E,-154.25685592018746,D,A,-204.31092409764614,D,A,42.8685230965807,D,B,-84.72763811019477,-52.03415175190034,0
Brazil,57,-83.05153799654515,-30.313246912656883,E,A,D,B,E,123.60903060498623,E,D,-181.8986137175087,C,E,123.5651842955912,C,B,136.52611961933889,0.8192829432435943,1
Other,43,-204.47340455485792,80.61216837417787,A,A,D,C,A,149.65713408285455,D,E,-3.506506315665624,A,A,96.59761572588296,D,D,-50.00011758967262,31.570889228351977,1
India,72,-136.5672592645419,75.93068257878933,A,D,C,C,C,104.80523764028113,A,D,-31.56803365178166,D,C,-44.77053563962362,A,C,-182.0583350122108,-18.269905131792434,1
Mexico,79,10.650847652613043,52.29125427540324,D,E,E,B,B,3.174045603485092,E,C,-7.124159421829085,A,C,49.658189413121576,E,C,-91.6618150179459,76.681900577922,0
US,37,6.225297966475986,4.48909823742041,D,E,B,C,C,57.858131740661825,D,A,154.36506753099806,B,D,76.05901518495521,B,E,-16.864816232508083,-99.64765319876537,0
China,43,18.487870811751066,-31.989450469690727,D,C,B,B,E,13.336181865084654,A,D,-110.09491318630236,C,A,-164.28064327087833,C,B,-103.42158692862304,-65.81938191044063,1
Germany,98,-27.862891790973094,61.30136354972243,E,B,A,A,E,61.223015898336385,D,B,-175.84465130654712,D,B,-36.86244974749404,D,B,-20.031631860847448,-57.83110417082001,1
China,69,70.10465384512075,106.68634366681627,E,A,A,A,D,76.32388483826809,E,E,-174.01035171233661,C,B,-14.061742897213295,E,E,-6.750533221645018,44.86585468038563,0
Mexico,29,-0.5289146675052236,-13.500300253928248,D,C,C,D,A,-57.69279424031565,E,A,-136.40465431343654,E,A,-34.47997611817271,E,D,146.47584106248462,-62.81618530265112,0
Mexico,60,18.901649130352187,-8.139460203061473,A,C,E,B,C,125.0516927536479,D,C,-78.11791767658833,C,E,-158.56801959428935,C,E,-26.43253734182561,153.29727063713062,0
Mexico,60,58.07252750299781,20.79909320159102,B,D,E,B,A,-67.65701800428435,C,A,64.01776714566864,B,D,-90.46736340927349,D,B,21.36523697375771,5.965245185475346,1
UK,45,78.23464787188635,-146.84230258474724,E,E,E,C,C,37.68258431497977,A,D,-47.31774509571734,C,B,156.23428087132294,C,E,-89.07599556060923,-42.668845436191546,1
India,65,84.20255436270445,38.37004658647504,D,C,C,C,B,59.67066956256642,D,D,151.95557859290784,E,E,61.781287150789275,C,A,-56.292870774079184,7.906942361410915,0
China,46,188.44103336789613,-83.19966866991497,C,C,A,B,C,-133.2966687720031,E,B,60.51064545781782,E,B,26.18205976157683,A,E,-58.14028511791217,20.373292096217096,1
China,31,35.04482458037569,41.31642845768017,E,D,D,A,B,105.38623881108668,E,B,32.53027235964577,C,A,-92.49258098648059,A,E,-57.86671448115472,6.490510039357615,0
China,40,23.35894349130005,-74.54752074876438,B,D,C,A,A,-95.56260825595336,E,A,-31.522398199253704,C,A,-2.1604652643524744,E,B,85.91206879036291,-151.4284776144757,1
US,65,26.593500122932006,-72.40101046849374,B,C,E,D,A,-36.030432208131714,A,A,68.98253182836513,C,A,38.786859819358384,E,B,201.11319633239256,-35.98534488698467,1
China,73,113.82132232813409,-157.3769166155384,D,E,B,E,B,27.571692636743112,D,E,-7.421658786427613,E,A,72.21565131524353,E,D,-129.61648075476697,-12.342499891650235,0
Brazil,86,113.1271707603162,140.33197671736676,D,A,C,C,E,-51.65226373971865,D,C,95.33035823843315,D,D,90.86069816939377,C,D,32.348513704851875,-48.97891426916397,1
India,33,167.56725369880618,-209.45460422105432,A,C,B,B,A,158.95101965185304,E,D,-27.972346384603462,A,C,113.68962040348114,C,B,-55.24959052333198,-185.4615022313952,0
Other,55,-125.61446845978548,-125.80038358182814,A,D,C,B,A,111.89853590833836,B,C,12.50254624189705,E,A,-40.40201662092765,C,B,-78.43567705679348,118.33216906809432,1
Other,18,66.87526676447256,-58.69136927678057,C,A,B,E,E,43.906259484939,E,E,-130.43679202049816,A,B,-29.407563759329854,E,A,119.13953480366521,-116.29072003016809,0
Mexico,64,-33.19819323454986,64.52868164260536,C,C,D,E,D,-200.23963160816373,E,B,27.063291600936328,E,D,5.237024701085642,C,D,-9.598946737907156,-199.13908843496753,1
Other,45,133.37809457060342,-87.81472603764843,A,C,E,B,C,-20.4847516522048,D,E,22.405949565261103,A,A,45.77420719930467,E,D,-162.58079836729266,106.28175909769986,0
US,69,18.370039190832784,38.84486427742128,B,A,D,B,C,123.44886967651689,C,C,-89.35765697614464,C,A,77.50597548331358,A,B,-108.32059322184875,98.64001656048819,0
US,85,98.962679052393,-119.83384558248864,B,A,E,C,A,73.40516159149696,E,E,-289.7396430497103,E,A,31.33089243730937,E,D,-152.0286586020257,79.45531599947722,0
Germany,42,22.267322145511535,64.2015388180185,B,D,E,B,B,-194.45880025508296,C,A,101.80458399838386,E,D,5.876812094091568,A,A,68.9997356556465,199.8187325786257,1
Other,26,-131.96099219209333,118.96871937103464,D,E,E,D,B,-36.644371880849626,D,B,-119.80383496647295,D,D,-71.03326834944339,B,B,88.97595260548853,-32.538510164235404,1
India,83,2.514197352181388,-19.383761022233994,E,B,B,C,A,108.05607314929033,C,B,60.5797118519213,B,C,-7.372138307941424,C,A,74.1779031221706,-23.32869588412268,1
China,48,-45.67389942659328,181.0211290030134,C,B,E,E,A,61.76362414399455,E,E,-100.64207668232505,B,B,41.493374080545934,D,C,-90.3440181065143,-117.14506769006692,0
Brazil,24,29.178753868107954,165.2140549756392,D,A,C,C,D,11.52044240068893,A,D,-120.83936243481912,B,B,44.287061710756646,D,C,121.17683417803227,-4.239877376054299,0
Germany,77,-4.399036831998603,117.89357871103958,C,E,B,C,B,66.57699283455071,D,C,89.6444673043945,A,E,30.397406496099133,E,B,88.63045471446195,-92.96161649288484,0
India,66,178.54850788769193,75.7744214821659,C,A,D,D,D,-89.38615180787181,C,E,-119.5801250915296,D,A,-60.66169647704188,D,A,24.952408794567308,107.367444096513,0
US,72,27.454156308376543,-86.6240306858919,B,C,C,C,A,-23.928960102409253,D,B,-162.37981217151534,C,E,21.01843771594612,B,E,219.22282810044612,78.22342325389371,0
Other,21,-42.41407611833094,-266.757468458918,B,B,A,B,E,-59.65876343370435,E,B,4.756252568730822,D,A,-124.5739599056459,E,D,-132.18513034143498,49.1784018419904,1
Other,84,100.38024659395674,-195.52120555276383,D,A,E,C,B,-161.81136797662455,C,A,-88.25635873098724,D,A,52.2512584502164,C,E,-37.633737278163274,-2.1327614762894234,0
China,49,-55.13626065467114,-133.2503806935552,B,C,C,A,E,-8.325079201893548,A,B,35.39947379531673,C,E,-122.77863373736201,E,D,177.4815246633517,120.37275714506796,1
Other,87,126.43227995092599,165.54525842106733,E,A,C,A,E,-36.8720554375251,C,C,-22.747316185721044,B,A,241.06274757445934,D,C,87.77506806138693,31.577995450243595,0
UK,88,-33.46455444143327,-53.34324069857206,C,E,B,D,A,48.34088357871979,C,D,125.59950010571552,B,D,-14.187104085120092,C,A,141.48744087267912,5.506368062950534,1
Germany,96,-48.793828156844334,163.9728813084218,A,D,A,B,C,70.77599220263227,D,D,-101.40065966241222,E,C,-57.07305796825318,C,E,-178.13608845602155,15.200193721337621,0
Brazil,39,197.3222169532124,-0.7397107704645957,E,E,D,A,D,87.11587717266526,A,B,6.627366467006997,C,C,-62.584152595991696,B,D,-55.98741561113888,-69.30445861797031,0
China,34,-41.716561274745544,-208.43494852101415,C,E,B,C,B,22.317988779188706,A,A,85.55014296538388,A,C,103.2325051466679,C,A,34.82421070843323,26.872589914543703,0
China,86,132.36910324361983,27.033691388340696,D,D,A,B,C,57.66928353861399,D,E,-34.825945853705534,A,E,30.34544328397798,A,D,-64.03844682450466,17.83272432528787,1
Germany,20,97.74381771421233,-90.89024458406281,C,D,A,D,C,-148.02470122073095,E,B,147.55887286871825,B,D,-12.973584375660915,C,B,-76.27418335542359,83.34400667686774,1
Mexico,21,-29.608380128772065,-62.6998635460261,A,B,D,D,B,71.85167659189882,C,B,-213.4883506506716,E,A,-153.76203451011534,D,D,-275.1546678747294,19.837670119061997,0
Germany,31,23.056514821258137,203.2388554328026,E,C,D,A,D,56.54992351795113,D,D,206.78970348039476,A,B,-20.0775618474946,D,B,120.72464904530582,-20.513824978665262,1
India,37,47.87217567661187,-19.57811021736737,E,E,E,C,B,78.52920633317794,E,A,-28.172554446669,C,D,-31.486280547173433,E,D,-175.5676971536773,-225.41588729596174,0
US,22,-6.983638755996566,156.0272301566076,B,D,A,B,D,46.67375964442975,A,C,64.41658639397934,A,C,17.263748741510888,E,E,97.12040903710505,-104.80474263592532,0
Other,56,-61.3616621525945,113.33936311985539,C,C,B,D,A,-98.74211072715048,C,E,128.90335501238633,E,D,-9.338362310284499,D,D,-120.91480341795389,-47.92080308375503,1
China,89,30.863546524045145,44.9133459652077,B,D,D,E,A,44.136211670547745,A,E,-88.5890622392085,A,E,55.26023608884323,A,A,31.167032546035795,143.57572078042483,1
Germany,46,-14.151713251261702,-84.32124595549311,A,A,C,D,B,-21.431908635858502,E,A,-36.936453236961306,C,E,-100.64640127760909,C,B,-24.857961473198152,-54.4716117087658,1
Other,66,-128.9540896472509,-149.53137445738668,C,D,A,B,C,-13.498867263382822,E,A,-36.444044844916476,E,E,79.29246603039984,A,C,-17.542430113782665,169.50244578837362,0
Germany,29,110.08265795902032,21.937657926074415,A,C,B,D,E,105.10370488980587,A,A,-124.10162126376301,E,E,36.8336139262976,A,E,-61.231363709019945,114.2423644735092,0
Other,41,-158.74747021908055,-26.477135441962314,B,B,A,D,C,-85.73321327938143,E,D,169.63497651170744,E,A,131.6213323542364,E,E,67.75997708468235,29.266535659681985,0
UK,36,121.38456436433276,62.879481973390995,C,C,C,A,A,115.69484852079512,C,E,-4.029350845706981,D,D,145.2690990168039,A,A,26.434959139889486,-70.36989391848377,0
Mexico,99,-240.21710162323066,40.155510397179356,A,C,C,A,C,-40.25805063768107,D,D,49.1693287029962,B,E,-64.24232627853495,A,B,30.622843560829534,-38.47341306544432,0
Other,94,-123.93783618434459,87.3596802692232,D,E,B,E,E,78.59131831725058,C,C,-24.144830633548654,B,B,117.39992860773607,B,A,158.86393979595778,80.6052659202894,0
Brazil,53,-100.66284180371963,2.1540268459890783,C,D,E,B,A,-103.56602778793223,D,C,59.77578817338573,B,C,-72.95881085184888,B,D,6.66626610069298,73.07379296173842,1
UK,71,-135.96733857632083,125.46199567864183,C,E,D,C,C,113.19037581429767,B,E,92.77846430111283,E,D,72.93120258458366,D,C,142.82740506861978,-13.597263491293946,0
India,48,7.8911915103929235,17.54207820924983,D,E,A,A,D,-61.56039542712964,B,E,-101.22941254545732,D,E,52.320166648198466,C,A,-31.24530830551834,0.7980259148939519,0
Mexico,90,-67.85164818038805,-33.061015506644495,E,B,C,E,B,77.70957024889078,D,D,-12.180836284343975,B,B,37.99748173755836,A,D,76.56008118139063,89.59216280579703,0
Germany,51,-237.98568912271344,-76.20015076636152,E,D,E,B,D,3.011002406960276,D,A,-98.0636031146593,E,E,76.55839717419482,D,C,-59.30525148081642,-179.2315150600794,1
Brazil,70,-6.699953985677758,-156.71802421665728,C,B,B,D,E,43.27170102919763,A,C,-47.42525252103241,B,A,99.32647509464641,B,E,104.46857833708822,19.467258953454273,0
Mexico,38,-82.2535625316554,79.24338574770637,C,C,C,C,A,116.96535015604698,A,A,-46.55369977559708,B,D,-36.98678351925244,A,B,-90.97659070510244,97.25862900394473,1
Mexico,97,-45.82542509941875,-131.34896610582024,B,D,E,D,C,48.62015210034173,B,D,56.631714537056375,E,D,-69.19676221720763,E,A,-13.087605258599824,-52.78872681918473,0
Germany,61,38.06439344853156,60.895121367980245,B,B,C,D,C,91.43001355779555,C,A,-156.49849038910878,A,A,-30.147881197099885,E,E,93.03675701514213,-41.325321596021084,1
UK,91,-68.87682376221174,-179.17478157446416,C,B,C,E,A,-60.13979318350998,D,A,50.9631595588408,C,A,94.45276339072268,E,C,53.260942124440355,-28.363223443529762,1
Other,23,104.68878065456894,16.096519772309513,E,E,B,A,B,-22.288656892231568,E,A,-90.11215868147887,C,C,112.61132542321623,B,B,-29.237514199410896,16.714819083657982,0
China,58,155.74242665215948,184.1988326292381,B,D,B,D,D,-89.09631756614024,B,A,89.66377220404792,E,B,-19.07685721249352,B,E,-72.29752704803742,-19.37207098077253,0
Other,78,-50.95107685497145,-80.59053599666927,E,D,C,B,E,86.19235175473803,C,D,-134.12619810843665,C,A,91.06708958235095,C,D,-61.90287549647289,77.21265333575461,0
India,71,-165.64127436548,-5.30330975493025,A,A,C,A,E,-16.216718187182064,B,A,-65.78943170906346,D,A,42.562362366929506,A,B,126.35698159071363,214.69370993913213,1
Germany,69,-71.56953590915059,142.36791951654786,E,B,D,C,C,126.79685197285033,A,C,2.3648503242471106,A,C,181.9800274081063,A,D,-29.52437454455992,219.63678469414717,1
Mexico,22,-7.347875664144938,-5.7726963828110485,E,B,D,A,D,-92.77618238255651,D,D,-97.08075048189285,A,D,-121.36038099296601,D,C,129.4413539260663,147.06983788180247,1
Mexico,57,18.211891758817192,6.954889556656027,B,C,A,A,C,140.9461965084291,D,C,-64.54649492098858,C,C,28.35612682041172,A,E,59.285470616837344,80.38452753865931,0
Mexico,76,45.984916538305114,57.39196886562269,B,E,B,A,E,35.73273160398916,B,B,74.3282703568922,D,E,-21.07155048270234,C,C,-96.37167390937459,-22.20736790966302,1
Germany,98,-1.5354887076686792,-13.970199846189828,A,A,E,A,D,-125.12811460372235,A,B,55.92465748642791,C,A,-101.20583106224699,B,B,-29.942916109851335,9.114048884896645,1
Germany,20,52.432894889416595,70.87945812474486,E,A,E,E,A,29.696170401270784,A,A,51.56257196933075,B,C,118.23527734036907,A,B,61.585223592835106,173.2851283505408,0
India,87,-71.27663545333677,26.30917555300743,E,E,A,A,B,58.1019620368891,E,D,-0.22636822363652476,B,B,-101.26102984812815,C,D,-90.43343202260323,91.22825134990578,1
Mexico,65,11.863662071123505,-4.1815081409925385,C,D,A,D,C,18.378705640881826,A,B,3.816310350395806,A,E,-133.6898137138092,D,E,26.814103155650503,-38.425846563280864,1
China,59,110.03524705484075,-136.35590868686586,C,C,B,C,A,96.24806074690355,C,C,-14.900393536475931,E,E,161.8829697953493,E,B,143.59970901543952,83.29386373989983,1
Other,68,26.94713752306815,-55.623223279576074,E,A,E,C,B,131.40386295400063,E,C,-182.403564478163,B,D,-26.49332895250908,A,B,228.44115945415865,-84.79170266220204,1
UK,43,-43.12719249382348,8.468854576577673,B,A,E,E,C,48.39597718712987,C,C,-44.76654608155148,D,A,26.349891531502294,B,D,98.88033597792217,-95.22694779287676,1
UK,20,-96.27479968611924,-105.15586306759191,A,C,D,C,B,-62.44353786719819,A,A,58.18299807282358,B,E,-184.1009639663269,E,E,164.1573050057866,38.77947680839037,1
UK,40,-8.659640490683978,135.98070183125526,E,B,D,C,C,92.61025169160476,B,D,-22.569182760083542,B,C,-49.97966940774196,D,B,-80.77192066071174,-31.87464390787909,1
India,59,106.0644552841437,83.67854482244431,A,D,A,C,C,-149.50257782647117,B,D,33.26397617760617,C,D,-175.86950824250744,A,D,11.540476413952609,9.278861728823214,1
US,58,-177.4418287667987,11.910335283814035,B,A,A,C,B,-102.74760717437074,B,C,89.89380004341166,C,A,-24.236303770734043,E,A,91.27121651486365,91.15869199204415,0
US,87,-8.130703751162576,171.4847980675521,E,D,C,B,D,-16.138753188389153,A,A,-29.141696975262775,A,A,-182.74112473366094,A,E,-39.320867419024744,-136.26999525326383,1
US,63,1.7798050388546027,77.56337852622488,E,D,A,A,D,148.3298370030176,D,D,10.365781106047118,C,D,-93.85552571069806,B,E,180.06434740178884,236.18948314622838,0
China,51,-27.614021442041935,-60.44686654705721,E,B,D,C,B,-54.56779162501303,C,D,36.782564839584644,C,C,40.147321577326544,A,D,36.805459462023755,-179.69104994751555,0
Brazil,44,70.67681575286767,83.66942045906613,B,B,A,C,C,-80.81765096570682,B,E,188.0527404390351,A,B,78.30193985313937,C,E,33.987989116319724,-16.43995344068453,1
UK,87,39.65697472069273,57.27965916262491,C,E,C,D,D,174.10997605131587,D,C,-96.00028445372511,E,A,-32.157814506823605,A,D,92.71533622916235,-176.5206060541671,0
US,90,50.20239531500306,-39.33464299965415,E,D,A,B,C,20.07210598785385,C,B,17.04454335373456,D,D,127.39163305898222,E,C,31.614396326247284,-87.89318544348266,0
US,44,43.01355973029876,-24.489029176851606,D,E,E,A,A,44.54810731395227,A,A,-49.04589424635141,A,C,-133.377002786589,D,B,168.7789188272402,176.16699590589184,1
Mexico,33,43.76521311107254,144.5710978876466,B,C,C,A,A,82.49476501781781,A,D,65.1246286757001,D,D,-166.37401287335987,A,A,189.2292882054942,-5.335646734692054,0
Mexico,43,108.17563640482186,-52.680691021587144,A,A,D,C,D,50.28354897065328,A,B,90.22026730871663,B,B,-88.82506607744169,D,C,217.1277490591953,160.92342026872214,1
US,77,-124.80805189733543,97.18122676800493,A,C,A,D,E,153.1763619785316,A,A,168.68418887193917,E,E,41.00073803571821,A,E,15.748199761073467,-219.7027568251429,1
Other,68,-44.00247889481036,-0.12333648014350279,A,D,B,C,A,-17.993887821332166,C,E,63.51411524701691,A,A,163.7253592849519,E,C,-131.26109516898953,38.28450718798977,1
Brazil,64,226.6425447403365,4.7776506826017275,D,B,B,E,C,43.95463388172326,E,D,25.49470919098119,A,B,-20.15900950493928,C,D,76.71793393364375,-28.765069326808458,0
China,74,50.70095776402379,18.68875857804433,B,A,E,C,E,95.14121018404907,C,D,5.728704820843749,D,D,48.14859436557486,C,B,139.3310848597747,141.54303381740596,0
Other,92,-161.57440545988692,-7.9858952923252495,E,E,E,A,E,212.6225186847784,E,D,27.822854214350716,B,E,-76.42564286656214,E,D,119.40618086977966,-61.67267268344112,0
China,18,-123.8836702769919,148.83861226855814,C,C,E,C,A,-82.64398759148214,D,C,220.40534615166231,A,E,1.9034080202965855,A,E,43.92367630950223,52.68177010328466,1
India,29,149.14294557666054,-214.5740766468677,B,D,C,A,B,48.7022146358939,E,E,-3.430097642989776,E,C,94.99697914328206,B,E,38.197878921111524,55.78628110879927,1
US,41,-42.11199050426349,-71.89839792567409,E,C,A,D,A,-43.1662712976346,E,D,-86.38182220947486,C,D,194.7799381051768,B,D,-154.9238204263878,-25.495434626743346,1
Germany,82,-234.05243081359234,-125.44873350014849,A,B,C,C,A,52.39775004027618,B,C,54.57581437310266,A,A,-24.395059284438343,D,C,-0.6027312355644944,-51.55707982376943,1
China,54,133.5980098797676,114.91659858443148,D,E,C,C,B,-174.83557873078385,D,B,18.762374965911484,A,B,-80.09140243439137,B,A,45.0273559828797,-173.39315004598285,1
Mexico,49,-56.24637841870257,80.26591238676227,B,C,E,B,D,-66.82368497158524,E,D,1.978702137494284,C,B,-21.589060632973332,A,E,62.76989191453468,155.98631728449183,0
Germany,36,-106.74683898611303,-80.32558638299649,D,C,E,C,B,-175.26647772525482,D,C,-178.74824144379423,D,E,-29.077837860529858,C,C,73.28451267180932,101.1464054168655,1
India,89,-33.053550004211495,59.865106755418765,B,B,A,A,E,-23.68761684903825,B,B,71.63240140481057,A,E,-38.551569387512714,E,D,1.5701725903728005,36.262420443591544,1
China,41,19.617005571230337,98.97909596611942,D,B,D,C,D,26.633735322133518,C,D,126.13798763229352,A,B,-63.28313811060554,E,E,77.62688335058753,150.80660022759088,0
Other,24,-46.34707611674895,-97.16299367060667,E,D,E,D,A,6.751435445182715,C,A,-47.79153320874417,D,D,-65.09626299472828,C,B,102.26288563673207,-72.77981518389612,0
Brazil,57,185.55151193571874,-143.92532969648227,C,E,D,E,A,181.76333413596822,B,A,132.05817975020514,B,E,138.0922206434063,C,C,212.54077562796692,19.313566612501802,1
India,95,23.76355537281485,82.31845952444942,B,C,E,D,A,-139.19532029362088,C,B,-102.749168817091,D,A,114.8826771907082,B,E,47.76090936950552,-13.636481639414095,1
US,58,29.87917673134278,-9.28397202556446,B,D,C,E,D,-91.98499445372153,A,E,46.52530528635829,D,D,-0.4120065823227998,B,B,5.65425121345563,-99.2253826203579,0
Brazil,96,34.1763708948697,-23.901997285361645,C,B,B,B,B,40.9844461633425,D,B,148.88617856651584,B,A,202.29753369817155,E,E,-82.52498015715501,44.237770836490334,0
US,46,-62.74378415351533,-135.95870527700143,C,C,D,C,C,58.395359072783606,C,B,156.2105086345603,B,C,-93.70616391436315,C,B,80.06650039104188,-4.245959613086119,0
Mexico,33,147.43303974759817,-39.76521972630191,C,D,D,C,B,-47.68711643190836,C,C,-0.08841153772130038,E,A,8.46055974413348,B,B,251.24687248424533,47.55035589147752,0
Mexico,48,-64.31096350723904,-48.04871134679111,B,E,C,C,A,5.645554284503574,E,E,43.46388150387397,C,C,-47.897018505038886,C,B,-3.1110000880493196,72.59962145174644,0
India,78,-166.82763493640988,-75.44276647531332,B,B,C,C,C,-46.08996180132668,E,C,-71.71890992041907,B,B,76.11478520325342,A,E,-98.05949522588652,-33.521029855171584,0
Other,43,49.094867850795225,3.7570931981901956,E,B,D,E,C,-15.446483137890294,B,B,40.454469556955466,C,D,-7.978758240668784,B,C,136.09018710591084,46.513577367715364,0
UK,82,-46.498397898452644,118.64593180894856,B,A,A,E,B,-89.77201398493563,C,C,17.511459578863448,E,B,82.35248079795502,C,E,62.789757748117324,-99.7256878627325,0
US,99,-33.23230621821167,35.00321695555025,D,E,C,B,C,-41.28957123556638,B,A,27.5245976768146,E,A,-65.40298964867763,B,B,160.90909994684256,34.016615207916885,1
Brazil,25,-232.60114676236708,-90.37504848486833,B,A,D,D,A,85.9795770882257,E,A,-27.035568296071826,C,E,-53.60907561808778,A,C,32.12969918608151,-18.686766873979106,0
US,54,-4.524258226901751,40.557801791887556,E,D,C,C,C,2.0880529741807634,D,B,-95.48827065365334,D,B,47.132966261487766,A,C,175.73256546005152,80.51782145273435,0
UK,61,71.19900127473973,-10.455140217977064,A,B,D,B,D,-66.3849553619432,A,B,207.99409025483163,B,E,-19.1896123740321,B,B,1.8770341420536347,-10.812274916784627,1
India,96,77.40249546842008,-146.76433624525,B,B,C,A,B,14.140550734877118,A,A,-22.067105627465576,C,B,-173.8440774735362,A,D,-16.87011942320392,-239.35953851724062,0
China,70,191.83395877303943,121.25490895813262,E,E,A,B,B,0.04866266585802137,C,C,67.27280004316451,A,C,9.399299159873664,B,B,-163.80809963828776,112.3073521546295,0
UK,98,-24.752979323970102,-69.74743775296754,D,B,B,D,B,-91.23682989239124,B,B,-78.06984017568098,A,B,3.5988930639867744,A,A,-24.429899599692405,19.27146922631194,0
