AGE,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
46,Other,B,119.3776928700443,25.481306563551993,D,C,-2.445255520419886,C,C,-173.3991494437153,A,-135.54918890690186,-93.4551366513664,A,B,A,D,-38.72604727987475,-128.93032668403222,A,0
36,Other,A,-58.86571567249263,39.602592839602686,D,B,-231.10725591298174,E,D,-116.14808851313812,E,-140.6389866483353,-83.80540034107705,A,E,E,A,89.84517229088836,-118.42557165235779,A,0
53,Muslim,D,288.7068328620807,28.733624141613607,B,C,53.82201248788245,E,A,23.889256899085076,D,152.46695633308357,35.69723285281894,A,A,A,D,80.13384009412495,49.297678858081326,D,0
52,Christian,B,15.316403269573911,-35.504366412127716,A,B,144.34744048299137,C,A,140.53421834888326,C,-105.84017108915671,-40.17039391349929,E,D,D,B,4.017972709041183,-79.07569858616922,A,1
72,Hindu,B,-141.80428491275325,-316.22288443959513,D,D,-141.14056927683373,E,C,-46.007645390724136,E,75.48009201070629,-48.39605648756534,C,D,C,D,-53.630953760975196,50.32426825096042,D,0
24,Buddhist,C,31.926734711796673,143.82005001470904,D,B,-58.887314463516994,D,A,21.74609743578824,B,-114.29471981443642,-71.77030117907,C,B,D,B,51.97714371384588,56.14372135275947,C,0
44,Hindu,D,-59.06870689536192,-31.477656892786904,E,A,-75.49860796406257,D,E,-15.907671071180813,D,-101.97815284479483,-206.20992230159015,B,E,D,B,-129.9878077283046,-7.676056577988308,B,0
72,None,E,-118.69477239000254,-235.670715449396,C,D,-45.47869310082526,E,C,-65.865503936785,C,-48.03891740358965,-55.88589478180026,D,E,A,C,-112.61068429412273,-13.155516220566335,D,1
43,Other,E,11.909316706038279,127.71576571726429,D,D,43.24151085564609,B,C,117.5840354887574,D,56.26175840165261,-160.06717106944606,E,A,B,A,-68.9542475323785,12.751100318619022,C,0
61,Other,E,-62.79578888624236,-133.87997421359213,A,C,82.47201757067148,B,D,-19.167934911625956,E,-72.84050435465595,-154.72432387689702,A,C,E,C,34.06490079198868,18.783524470549963,B,1
22,Jewish,E,-57.602764568650635,171.78552857690056,D,E,132.9162012627007,D,B,-65.90270542618659,B,-5.279149116807236,46.027009406031816,A,B,A,C,51.60471778607983,-20.702339577346866,C,1
68,Muslim,C,44.76579638239548,78.86418649922416,B,B,31.805064818280353,C,E,-4.033106209731517,D,139.53877596463428,106.97062257895382,A,D,B,A,180.791613734117,33.78233413963736,E,0
44,Hindu,B,-68.05058349514273,163.00969035757552,E,D,-55.67978486384666,E,E,-66.13589586962138,B,-67.16465501340129,-9.565278953328857,E,E,D,C,26.774156379264753,-45.67371975833376,A,1
55,Hindu,C,50.41498961226877,9.608092734270791,E,E,220.39886226988864,A,C,160.51522855649912,C,90.96258999797023,-89.00915265118473,A,D,C,D,-54.25763233317289,51.89523817281467,E,1
74,Hindu,E,-157.36570944723726,-206.97590474483033,E,E,-49.19923884250021,A,C,71.0569716594739,D,-26.341024662422967,68.7630599791896,A,E,D,B,129.17734327759862,-17.890253357214682,E,1
29,Jewish,B,-160.2627750591053,15.195330214567187,E,C,97.3217932736611,A,C,82.62130354089304,A,-149.70899042117978,0.15826717848501956,B,E,B,A,-122.52304391045583,-57.658608542689635,A,0
22,Jewish,A,-90.00003328770555,63.05620949585962,A,E,-137.4247247524899,D,D,-36.09463159592609,E,31.8038011602072,-80.17968737566306,A,B,D,B,163.67633521247288,-46.73837936999,B,1
50,Christian,C,61.960554766394324,-65.66339377358351,D,A,-10.127132493560314,D,A,36.86225993108498,C,-225.73562365114662,-140.80541177500473,A,A,E,C,-16.014772423800743,1.4535007907480615,E,1
46,Jewish,E,197.17539219710412,148.03421379856738,D,A,111.16570911718964,B,C,-64.20290661551937,B,29.11262323995888,73.31736824239779,C,E,D,B,41.54524994952337,-34.286629976538855,E,0
42,Buddhist,D,-71.10067128494455,21.331363769175823,D,C,11.301090591913216,B,B,-48.99126581483429,C,-0.6743872315355295,132.93276040580744,C,D,A,D,-231.30504897776615,-142.35928783594213,C,1
75,Other,D,39.532504356473005,29.729476188865505,C,B,-106.4988314440198,C,C,-36.37995447355117,D,84.87075405118306,68.57859204871363,C,A,A,C,34.705712446092136,115.11209983221566,B,1
59,Muslim,E,123.51110652739735,-7.237776059810005,A,C,0.768759934825052,D,B,-229.3251929028893,A,-153.0609358167131,42.85674730482073,B,E,E,A,-218.60528721853237,-44.141066027512586,A,1
39,None,D,-6.770106738676429,-43.96458695136392,D,D,-98.23575116772687,B,E,106.42643157829397,C,-34.913144294814586,113.45704452894432,E,B,D,D,-68.07579176787878,-69.9475759707266,A,0
64,None,A,-118.41850969523664,96.87835805118887,A,C,-166.5049779198024,B,E,-8.947365343941144,A,139.39696814272185,-22.070724817332014,D,C,B,B,7.824225266359031,-28.955059558966223,E,1
22,None,A,-142.46753258760904,74.3738735705937,C,B,-96.09966386269726,B,B,-54.18002987997229,E,107.01594181040083,-83.59087344199511,B,E,B,C,-75.25823608460031,79.34376287791443,A,0
37,Jewish,D,-122.14411422505707,-32.58371135161889,E,B,175.53347346737232,B,E,-57.964288859304716,A,-61.55624465797589,103.04648590784534,E,A,B,D,146.69447856216394,40.5992088827235,E,0
26,Jewish,C,37.563057112499976,-180.67563870865507,A,A,-90.5558073146566,C,B,-201.73543962710318,E,-107.4994801263704,8.002930369109537,D,B,A,A,-234.88519767938675,109.62825478596427,D,0
24,Other,A,36.85409677789738,56.030344774838504,E,E,-16.156429623293555,D,C,-80.41782657095975,C,64.66052065293125,-66.54993756697664,D,C,E,A,-4.211814755046888,51.90195630258492,C,1
32,Muslim,B,148.3194076696069,62.06015917196148,A,C,140.3372752786158,D,D,74.85377553079263,A,34.54608590817967,-282.95625923418953,C,B,C,D,5.516774182081729,-28.42079827888533,D,1
36,Jewish,E,-107.44737898015113,-89.31882803282015,E,B,-21.408260366542297,A,C,-34.08967454604566,A,-145.08585006996205,-198.83556315256567,C,A,C,E,153.91142628078393,-81.17471228084467,A,1
77,Buddhist,B,157.2912269697533,-17.5211630682143,C,C,-1.3600276522880532,E,E,166.8744033386696,C,65.84844813666824,134.2951727464449,B,A,C,C,143.63767328389375,-38.159291214741685,A,1
51,Jewish,C,64.76191351506233,86.77988569871161,E,A,-129.05597743416476,D,B,-55.67648877087973,C,-29.253664717085986,58.534465279192894,A,A,D,B,32.187294246909026,9.692820342583737,B,1
42,Other,A,21.637730766501768,32.46381014216001,E,B,-112.72596278742274,A,B,31.61883779939389,C,-111.872593237643,111.58891475773056,C,E,C,A,-25.62283191882428,76.69502696422516,D,0
34,Hindu,B,34.51035450046213,-17.96638709828982,B,D,74.484699700665,C,C,39.15227605099949,E,-11.651666281995034,33.29321697545999,D,A,B,A,-92.7656710032568,-44.456356788609405,E,0
44,Other,D,-28.211155123322797,-26.38169201084365,D,A,-153.27742254131343,C,B,-106.13148128394394,D,-64.60464993794291,80.89965471499012,C,A,B,A,98.9123409417493,-34.22044938787223,B,0
26,Other,D,90.8887365074625,104.24969313475367,D,B,48.84517698448305,C,B,41.783383240219855,A,82.25033118626803,76.77807456032693,B,D,A,B,-18.30249148810519,-7.006922548460641,A,1
68,None,D,64.75515326363627,131.69762446421484,B,E,47.83152784625763,C,C,27.103222941842482,E,-35.64800092733195,138.4088116029039,B,C,C,A,-152.99940879545017,-47.265331241831404,E,1
39,Christian,A,11.617603008621916,-109.73107612180506,A,B,-152.27715590210497,D,A,96.0464892672828,C,-160.28460753948036,237.27061997239295,C,E,C,C,-93.19118326452495,7.883386563027349,E,1
40,Other,E,-128.61161356121934,105.29293230963263,B,B,36.43433079662402,D,B,26.201468239163226,E,129.14977666401157,-64.65104477141578,A,A,E,B,67.26193888300145,66.38395492667864,A,0
73,Muslim,E,18.80210846627888,71.49758261821037,E,C,154.85229399793442,D,E,-132.70283656860767,D,-161.16077771538693,-38.29348502549599,A,D,A,A,83.50183822409019,34.3381882449915,D,0
25,Buddhist,C,60.03647865323847,-50.703149423506346,D,A,-36.728426884276,B,C,205.57954007766563,D,-78.59475515028898,123.01435785222543,A,D,A,A,-157.45954791655728,-7.186803865969953,B,1
21,Other,B,-30.769900161953544,-71.398007396136,E,A,194.9791199771052,B,B,-49.54525755142524,C,42.388160939109746,18.046925817286905,C,B,D,A,121.46198136943957,270.8405708020534,D,1
35,Buddhist,E,152.3808733477016,-38.70910393644054,E,A,-229.15446125668973,E,A,30.35504835733433,C,75.90631684854617,23.372908531952906,E,B,A,C,48.67681648481554,-45.501735382373774,B,1
45,Muslim,E,-6.116329121324394,-179.63790898583264,B,A,-102.63500832556456,E,B,-75.11506421990246,A,30.4689675824632,-35.22293666162122,B,C,A,A,132.20348749405804,171.5003960666839,A,1
67,Other,E,45.18507413928414,-60.131773079906814,A,C,59.818936645741516,D,A,-177.6672082777348,D,10.33398373499032,14.569940880653503,C,A,D,E,30.52239507102002,-155.00314953210065,A,0
47,Muslim,E,162.67406547668375,78.32012222924034,A,E,76.61054184499734,A,A,-53.54260698618937,D,-53.5002524832987,-77.25927433845592,A,E,E,B,19.39829061758516,-52.95998321627346,D,0
71,Hindu,A,71.6606802333579,-71.08771585415626,E,B,-26.37436047094606,B,C,-161.40495522686007,A,-35.72851573204232,-28.579325893902986,B,B,C,E,-49.44476331371041,61.09381968018708,E,1
45,Jewish,C,-101.09897226372982,122.3034962538609,A,C,-82.37047849296782,A,C,-88.1452068509677,E,111.62767060530763,-164.811257067241,E,A,E,D,59.89648553850292,-116.90969001203548,A,1
32,None,E,18.980778197878344,116.16576147716067,E,C,-99.38682922907033,C,C,104.48601938395777,C,-77.82846860340831,152.67214066481571,B,D,B,B,-141.16309619105883,-76.60519477798849,C,0
48,Jewish,C,55.46124130929876,-17.215786169723874,D,A,34.874052609211034,C,E,36.25699580969616,C,-100.80813836377325,-8.575476533658053,A,C,B,E,-149.34480625128444,76.4912845035077,E,0
72,Jewish,D,-84.162944041374,66.66687742638722,A,C,92.93945119993558,C,D,15.251797361357136,C,-4.479780102848748,110.06717832820866,C,E,A,E,38.97594439874156,32.62349039054553,A,1
61,Muslim,E,-145.3008111232761,142.1671177561893,B,B,89.62752676934515,D,D,84.19491751118345,D,-14.693119543169807,82.13726953024702,A,A,C,D,-44.778814188559416,104.96132230502315,A,1
71,Hindu,B,-40.66736297585653,86.78702767045351,D,E,185.60778677548038,A,E,-72.13023856864285,E,300.0271132875299,-43.517827202776374,B,E,E,A,24.03259107286283,9.668422816685487,C,0
53,Buddhist,B,-55.659268502775916,-107.7826195035558,C,B,101.48415617147535,B,D,-163.08776587144203,C,-29.09592688821891,-56.325677626002346,D,B,B,B,-213.52748418945274,11.76119512669925,E,1
49,Christian,E,90.84146591726004,-140.35194759448058,A,B,36.56401816225508,A,A,-16.496011505372586,C,-174.351185853127,125.41669699190166,C,E,B,B,41.36996366638046,-11.021197755295205,A,1
62,Other,E,-11.447998868932489,-153.6378914192594,D,A,-30.763463490290594,D,E,-2.941141924653868,C,-27.89083169916644,-115.3454821368965,D,B,C,C,-63.20464833786576,-16.33888442344682,E,1
23,Other,B,233.44811577897363,-103.0923433246164,B,D,-103.46759944377698,A,D,-47.07749056616488,E,30.283194517847008,136.1181943575636,C,D,A,D,-3.05617590083415,-1.6612234255872433,D,0
78,Buddhist,B,128.11067790212041,5.89075982875036,A,B,-59.099327690333055,E,D,-123.79696605254573,B,-177.10983464748534,-98.7463894959946,C,E,C,C,-2.178371888521778,56.77712237713995,D,0
79,None,D,-132.3555976232908,85.31220793292619,C,A,-87.75943443587092,C,A,-41.56144630810868,C,64.63262780739963,91.31484218099797,A,D,E,E,-130.09019565428085,-141.76144046785583,D,0
19,Christian,B,18.797069610764964,64.34012852667787,D,D,41.04696593816364,A,D,5.163181909055973,D,30.462487816902506,54.723337674473115,D,C,D,C,-72.30243353012537,13.726276592503881,B,1
67,Other,B,-138.58641568485396,71.6251277340885,B,E,-34.42202476254216,C,B,104.14669279488574,B,-23.899602293655974,103.89132934708489,C,B,D,B,-26.281930083146225,-39.808765357402834,E,1
76,Muslim,B,54.47629028237977,31.288564731750657,C,D,77.69519872399874,D,B,-67.795052671256,E,-77.11399531336988,96.05956652375562,C,D,C,B,98.90208140003087,79.57212731362898,C,0
18,Hindu,E,-53.83247994412139,-103.7694188260827,E,B,81.1853162863005,D,A,49.21850554531488,D,187.49660153646087,40.187733911714716,C,E,D,B,25.507278088447748,13.851922950106458,C,1
74,Hindu,A,33.790943304208795,-136.53124427084674,C,A,18.714804861456972,B,D,-65.11511761252889,C,-20.26075707995154,137.35426157156044,E,B,D,B,-119.14403308904376,-92.12065598375051,A,0
61,Jewish,C,-140.70711474503992,-87.92232621868867,A,E,-27.69429647098896,E,D,64.48916407503567,D,35.412053243384904,236.978650408992,D,D,E,C,81.99272767502175,2.1743152277801654,A,1
74,Jewish,E,20.92964798859594,62.401727859008226,D,E,39.28582521933231,B,C,-37.46762443202286,C,75.83967242390592,44.46136359267344,D,A,D,E,53.753216530998756,-118.55663846359855,E,1
22,Buddhist,A,-54.706915889672814,-54.72470416560973,B,C,-119.71867073402831,C,E,-76.3703634426515,D,-95.02712287865091,-72.17975784694903,C,B,D,C,-41.2369806719763,66.28347170842287,A,1
24,None,D,138.05697139920326,103.31832349150866,B,B,56.07880498547706,D,C,-20.787512430425963,A,-40.360067846650715,15.574957704632395,C,A,E,D,-104.69238978883548,71.41307018912151,B,1
52,Buddhist,E,192.97718286371295,84.53493719258216,B,E,124.16244958014424,D,D,56.60728261883725,D,-7.464781115413052,-118.15926281196683,B,C,D,C,47.26805634918889,73.83196510419837,B,1
68,Christian,A,-154.5580989221423,51.42764901521532,A,B,-45.89151383839208,C,B,-42.36494243599541,E,21.540734480829585,-36.3434176395915,A,A,C,A,27.02792835468203,93.90375748227852,E,0
59,Hindu,E,-11.013920705185333,77.9009149089156,A,A,36.16515748236304,C,D,-22.140238551028215,E,-163.1877953658897,27.459149299925606,E,B,E,C,203.9156649717553,100.70163475637052,B,0
60,Muslim,B,80.07250915184704,-63.33616633283366,C,E,-6.741714811206403,E,A,-308.0913958569063,B,-149.1725521530006,72.28561550696074,D,D,D,C,-9.164095818721643,-83.48330337568454,E,1
49,Muslim,C,3.1693924320434954,57.286609675696575,D,E,38.56238205686257,D,E,7.579645760566142,A,16.690899061931525,10.6009047888312,D,C,E,C,77.07090908521961,-115.95138804611437,B,0
76,Buddhist,D,94.23716528879642,-196.76106503037843,C,C,20.823067570956386,A,E,187.056239674558,C,140.15464238828991,38.2478788216216,A,A,A,C,-61.267878814151814,-17.349685538997807,E,0
74,Muslim,D,-116.06420313300865,110.06569181659177,A,D,-169.33185468579916,C,B,-149.23367543725197,D,-33.13184610936124,-71.16172888400844,B,D,E,A,55.59166355470862,-172.0807888359455,B,0
35,Christian,A,85.34542725471444,248.97464434133641,D,B,29.24434445892436,D,B,-97.61586806129576,A,22.246930694142996,-135.86684933440642,E,B,B,E,77.94004343922322,77.98374000479185,C,1
58,Muslim,C,184.60548965553437,22.586632710098435,D,E,38.569865408809605,E,E,-23.554378576677795,E,23.47768007322322,-42.78564792590539,C,E,A,C,31.51539098995581,-55.44754867656233,E,0
24,Jewish,A,-117.49552233071525,-25.68781963590932,D,A,84.4474464746105,A,D,-100.13884172179498,B,56.97374643412512,12.789899305527971,D,A,A,B,-101.54197733490047,-118.60378791919184,C,1
27,Muslim,C,62.380716022046236,-53.83101433963928,A,C,-67.75341840385117,D,D,14.646923000259452,E,1.3639330381028694,-20.695433844446125,B,C,E,E,-93.10098012496131,25.003564917537336,B,0
27,Jewish,E,26.347734761236826,32.07227314260111,B,B,-186.5352279520684,E,B,229.65726089855866,D,20.86999078365802,-37.795075067692466,C,B,D,A,76.52154377635988,1.8144825700419847,D,0
46,Jewish,C,24.059969271410758,-124.76368861678486,C,B,32.93245035835357,A,C,10.3910845607355,B,-70.73995543191252,-140.0229563523626,B,C,D,E,61.29487712330099,-0.47256114922252185,C,0
51,Buddhist,C,-45.475125017398376,-71.93189948724704,B,A,58.48774580102256,E,C,172.79752448542266,E,123.3271626187231,1.2940806172015635,C,C,A,E,-144.39544806808854,-231.992748506267,E,0
77,None,D,151.08728541519517,-139.26019672791023,C,C,-14.142563753440493,E,E,152.50043055499918,E,-31.54197199470849,-10.336306379431786,C,B,E,A,-141.52443846551196,17.535546778386266,A,0
56,None,B,-167.82727880357947,209.80514048524736,B,B,57.148378405591075,C,E,-19.45618996025436,B,-80.89852001434257,-35.91164331720279,E,D,E,E,74.43032978828997,-27.64513741234036,D,0
44,Other,A,136.55851187735283,-66.70494577951023,D,B,0.9875480929120556,C,D,-99.91565621970766,E,-60.69994741211326,-83.04262847056268,B,C,A,B,153.69148258676103,-87.63758228348405,B,1
46,Hindu,E,-75.59350234845719,-96.71891902476027,C,E,75.21466200971597,C,D,-235.39505119828146,D,88.56793536233528,171.51908854106173,B,E,B,C,29.99518575904964,145.52501463854182,B,1
65,Muslim,E,3.0006234028226983,11.05236095641258,C,D,-88.75262519669303,D,C,-86.84634623671784,B,2.1313373981354586,-6.441501051105041,D,C,E,C,-5.332859341754405,97.55078938367026,D,1
75,Hindu,A,-68.71553547810369,-102.47546313777505,B,C,-162.12863283516418,D,C,66.2684267078897,E,209.05583218111602,-84.60213818256287,D,C,C,C,-50.21364219640816,-55.399746884412835,A,0
61,Jewish,E,-88.57173875366655,104.11615631690651,D,A,-18.482847475733934,C,D,-59.82302790215337,A,-43.83166271591819,211.95986775280892,E,B,A,C,-105.2474385262071,55.173186373498794,D,1
29,Hindu,B,-70.36742296471917,-140.24120407372274,E,C,64.23189020616732,B,C,68.71639495417057,A,-152.49090408113744,104.80208316374822,D,B,E,D,-49.67701132607033,207.19776425683136,D,0
63,Jewish,B,-47.17863569862351,139.44147100763252,C,A,75.32517003008387,C,E,159.52131903071944,C,-37.43865498755677,-49.5716857463673,C,A,A,A,-17.79174013307905,-125.035603841256,D,1
77,Other,E,240.67498694732384,121.3568450666988,A,D,105.86128996024469,E,A,-5.149728824481717,C,147.26316917618243,69.98122834298304,D,B,D,C,69.15283152453836,25.278679398728837,B,0
41,Christian,A,31.725111628234952,-57.40733562630519,A,B,-152.86242541986584,E,E,-40.59045032430329,D,-55.79108158308673,14.630174137879736,C,B,D,C,-143.1705127124466,-33.406758388057575,B,0
79,Jewish,E,-209.42821659975098,100.79718386911259,E,D,121.16920613076165,A,D,120.14364864091867,B,174.0874550946901,-12.067931385435754,D,B,E,E,-140.31892594565153,263.39557638368257,A,0
53,Hindu,C,-20.741826338157182,-45.05497794187953,C,C,68.71679800020246,B,A,89.91478077582926,C,189.10903115089886,-140.77919620967413,D,D,A,A,97.23691247996767,80.11188672057867,C,1
67,Muslim,C,59.173848417646646,49.75822240947731,B,E,-55.8132307789996,B,E,111.43009367338108,E,97.72728135514743,-69.80934925477784,B,C,C,C,104.21292104711432,-53.8279110660821,A,1
47,Other,E,-14.638056701308223,-165.69824954938701,C,A,-6.663377551110054,E,D,88.46207319787518,A,105.60490359830186,-260.33656685113,D,C,D,D,-100.04838394317935,105.44458196441376,C,1
44,Buddhist,A,47.84124489524258,114.46369876501595,E,E,-14.344837304197272,C,C,74.21141091540045,D,-174.71972677057445,60.51248183903315,D,E,E,E,-90.9513883198284,294.7733379926738,C,0
52,Buddhist,D,53.60343233878133,185.716112348405,E,D,86.47118267114976,D,E,-19.68090025133086,A,-80.60818199691046,-155.15410700452406,E,A,E,D,29.09956580098956,130.51967716866056,C,1
72,Buddhist,D,-36.619403508110096,85.67731935687483,E,D,-24.59459269685924,A,E,-178.33246930618753,B,66.38566390220672,-87.56094008140022,D,B,B,D,47.509285987638044,41.700068779204635,B,0
20,Buddhist,C,153.3933386235918,-17.707559450349656,B,B,173.578632366698,C,D,-171.4368389096638,E,181.3212928518643,49.51904560222322,C,E,E,E,-5.63807864279123,78.23336279588956,A,0
77,Other,A,42.612543459480904,73.11902262285274,A,B,-7.823491318819115,B,A,-80.93777946767663,C,-87.45703934381291,147.69405146949848,A,B,B,A,-86.6624125117725,-50.06259784252006,C,1
50,None,E,-74.97792838476731,59.638907967906206,D,C,166.65200495316327,D,C,136.4599752420467,B,35.140851505381626,60.933178158382795,E,D,A,E,93.46620274129549,-105.58606058543263,B,1
55,Buddhist,B,133.3699498756067,-98.20692113776941,D,B,17.100117957677472,D,B,-199.60484609314693,B,140.70025234036595,-50.542244230633656,D,C,B,B,13.8480378489608,-43.82989982548077,D,0
62,Hindu,E,-27.203316743528433,29.240523958467623,D,C,29.202201633548807,A,E,113.32819799548213,B,-18.773273159080155,-37.57495818294066,B,D,E,D,-91.17840688151742,75.83172537082737,B,0
48,Jewish,E,-2.7123090494518665,37.753304721326764,D,B,-49.241232821268554,C,C,-195.44542848752548,A,-10.376305515818265,-72.07421511790622,C,C,A,B,-94.50475729236624,12.071750709641293,D,0
48,None,B,35.239004281650494,-8.4091909420332,A,B,-13.035169315138589,A,B,-57.773760197168045,C,56.912528514288674,-74.97478246750138,E,D,D,A,-73.8639671073535,-42.296830359814635,C,0
68,Hindu,B,82.18879083295947,-86.22613768789058,A,B,-271.1027080676215,B,C,114.39316318146413,D,11.819282367930773,-22.062587965890614,A,C,D,E,64.93868711727133,-28.21865125359731,C,1
23,Jewish,E,-22.83497811813128,-189.01312044555175,A,A,-38.31856716574536,B,B,44.60530995868968,E,-54.83524142710912,46.01615499757763,D,D,C,B,-187.94069444070612,-60.517882132014435,A,1
19,None,C,-17.146784480951453,115.4114389330052,C,E,-109.66540023427018,D,D,17.961687544858528,B,156.54500939467522,-54.2217352319699,A,C,D,D,65.99170198718944,-0.9341766147980182,D,0
22,Jewish,A,92.63321106773897,-88.81793026266635,B,B,-88.01012635036165,B,B,123.72151446196695,D,59.57666167651858,-53.70111029970309,C,B,B,E,81.7430775911476,64.47629752641376,C,0
61,None,D,38.662770797594455,-108.21046937039023,A,E,23.23224821264221,C,B,-194.53014064055992,C,70.760443536683,122.57919278302047,C,B,A,C,-109.66676355255093,-127.9607883812061,B,0
18,Jewish,E,106.90724576585751,63.23325365386062,C,C,11.353411158882649,E,D,95.23519492629394,C,-110.86142768408878,20.174253181452077,D,B,D,D,-1.3434840731663023,-127.02014940016615,C,1
27,None,C,11.082088888387633,-56.09450371981446,C,D,65.30207366078697,D,E,-142.37754404588577,C,58.69475284158461,151.6383824614088,A,D,A,C,146.3061614384112,-13.383162230749654,B,1
26,Buddhist,D,54.71259730039717,68.5685709470018,D,A,-35.34292903179932,A,B,-11.97404346865336,D,94.62212085443383,46.160010615028746,C,C,B,E,23.643818989166054,148.0843635355925,A,0
24,None,D,76.32486325889542,-67.0931922570639,B,A,-72.745645327492,B,A,146.84435102439573,A,-164.81457236437572,218.87614251627116,B,D,C,D,240.88630588758937,99.33877055115508,A,0
79,Buddhist,E,76.16893439091444,31.483251331115753,E,E,182.26538658512536,A,D,-84.6599451312274,D,-10.59691862190926,-123.56460478688402,B,E,A,C,100.93288371886904,306.5365162526023,D,1
65,Other,A,35.58778900009803,-100.20690508894671,E,D,-165.2048350947052,C,A,-77.03271918494332,A,-11.960812551999615,-40.265103609871446,C,A,B,E,147.8481285178496,11.28601971184963,D,1
57,Hindu,D,38.06712190802329,27.553314480046414,D,A,37.95655340156556,B,E,-68.99421623191475,A,-206.48868993209842,298.80713373981547,E,A,D,C,112.5250759447916,-186.64286928870416,A,1
73,Muslim,E,22.667114640602893,-202.92956127980398,E,D,-108.93622914401936,D,C,52.84196354437546,B,64.92436486593111,-74.80601156194892,C,C,B,A,42.607236549314706,128.59251972167905,A,0
44,Jewish,D,-95.02076122530795,-76.28132510881059,D,C,-51.31495802409985,D,E,69.84929612411598,D,-162.7758078237561,52.738201590978676,D,E,C,A,13.36888109620713,42.920136459239764,C,0
49,Muslim,C,60.255211317016055,84.5338616142832,A,A,90.21258281805564,A,B,40.963700897345475,D,-111.77885034016897,9.811435322045176,A,C,D,B,2.672611196018909,-87.79562088092288,D,1
77,Jewish,A,-59.73755624167395,-113.18571637980226,B,E,40.1306590215215,D,B,-47.09064786146245,A,-76.98041446341482,13.49248439408926,C,A,A,D,50.04921789502714,87.41600303818097,D,0
68,Hindu,D,-24.931766255140218,-54.12670492301839,E,A,49.353449070665576,B,B,68.0115713177468,A,130.25682852924834,-61.65052633478718,A,B,E,D,-64.74545772991877,-3.741443047453958,A,0
51,Christian,D,7.164847716430763,60.88866734966134,A,A,59.46289074294487,C,C,-93.25079069636305,B,65.00660841754264,1.4104984577906483,D,C,A,A,-83.23395209823887,-121.5135011144812,A,0
18,Jewish,A,4.095904159607625,-62.06904748329739,A,D,144.25079447176105,D,B,114.90405757239428,C,-52.48176292245794,11.539050769690569,C,E,C,A,96.85359305310485,-30.29101131000431,E,0
18,Other,D,84.47891293059567,-119.55512060258837,E,C,123.50529303300193,B,C,-138.7897610318538,E,-48.8286738524671,-60.5074081243843,D,D,C,D,32.24754624422496,43.11195965948843,C,0
78,None,B,61.1069396368546,-66.66812602066021,D,B,-17.16723677421135,A,D,-50.98645094522135,D,-89.40216015643782,-78.11399929535878,B,C,B,B,-131.90528196295202,-46.16914117456793,E,0
46,Other,D,-26.94706860101669,40.98925886273046,D,A,20.478693768466503,C,C,-63.76203610976423,B,2.6422153312398833,-26.622616138810372,C,E,B,B,-103.49379803701511,181.21128659109016,C,1
46,None,B,43.21252271186721,-59.93980520626923,D,B,-315.05086630097594,D,C,49.52837183587538,B,-61.002500283617344,-147.77330881327916,D,C,B,B,-58.3791512892596,70.18728676924505,B,0
21,Hindu,D,-45.71267808384511,-74.13085071861053,C,E,5.308294461089669,A,E,-48.521083359915195,C,43.54995711111334,-36.15075977103248,A,A,C,B,227.31697092167215,20.524173941728012,B,0
76,Christian,E,-64.78914030616403,-29.455550379755525,E,D,1.8495071145140125,D,B,-107.59173259136642,E,16.940716925879585,-154.3764707599671,E,B,D,B,-0.015039419031922458,-27.169721567780215,D,0
79,Other,E,58.09316377837037,84.86043382583736,E,A,-61.84866755587245,B,A,34.23795330744403,C,116.48735459846178,27.32249852879477,A,D,D,D,86.6742728773358,98.47995031533333,A,0
27,Hindu,B,213.5840723051465,-10.920160408624422,C,B,-26.01637602063288,A,B,-53.466916728563795,D,-31.371898408055614,-26.888745810815855,C,A,D,D,3.2771038860912975,90.7623797044763,D,0
57,None,D,58.66776334302253,-90.67811961545652,E,B,166.72725424241958,C,D,1.8233224488614828,D,-47.29647649236705,47.719513957116185,A,B,A,E,155.7748987118993,20.680647550463004,E,0
34,None,B,73.99262881805132,-39.04536137109197,D,B,3.7484113274749884,B,D,59.57276103597332,E,100.80507128665947,-126.85881959376026,B,B,E,C,15.328451924969928,99.63249873204848,B,1
50,Other,D,117.2113976643605,-127.3888373021857,E,C,-159.22214145136812,B,B,-45.957379575685,C,66.81657177436274,-102.01712520003998,A,A,C,B,91.86355348930255,83.35032786617101,B,0
78,Muslim,A,9.474769571306684,117.08334679056975,C,D,-81.56097448835708,B,E,22.41303469133109,D,-7.247672516957514,-28.66528037522904,C,B,E,D,64.96777411577868,-29.767667115209147,D,0
47,Buddhist,E,-67.5202270031773,59.33164896339147,A,A,-23.368242390201317,B,D,72.33180442980182,A,-113.66318318927502,97.57863567161029,B,C,A,C,-44.39211464524455,117.26418190074466,B,1
19,Buddhist,A,157.41266818677232,-46.18763007744783,C,E,-12.320018410539975,A,C,49.60596865909967,D,144.52282966892815,-20.12261128507184,C,E,B,A,102.86413761561906,45.74302253376379,D,0
38,Jewish,C,25.316222350524153,-113.75107976845193,B,E,12.011033947776546,B,D,45.97962537695226,E,-19.64352028655924,-67.8385269325002,B,B,C,D,-92.17391852435676,99.2184938900089,C,1
