Gender,religion,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
M,Other,Both,-38.69881029836638,28.497420022468823,B,57.50946597739207,70.26926417380946,72.25689035487844,0
Female,Christian,Both,-81.23491004004619,125.35203166485482,B,111.20476077058355,-47.36459274112384,126.43518328210675,1
Male,Hindu,Physical,-98.32126487111245,-13.8039085189464,E,18.807685504579936,-135.6022932953509,-134.1224203246334,0
Male,Christian,Mental,9.592425265246678,40.693966442276725,D,-144.93925809629658,205.93396645843902,-83.11089878921445,1
M,Other,Physical,-159.38510167913807,151.00392490188364,E,173.98991839486445,-19.310519190485262,-131.23946077444475,1
M,None,None,25.540789685157954,150.0060746630583,B,-98.2801808519105,-313.17150848990445,-33.3410600536737,1
Non-binary,Buddhist,None,72.7933751958557,117.01029281628861,D,-19.284227364962504,4.132738047371371,105.30255453931878,1
Other,Buddhist,Mental,104.66293243810449,26.563572593272884,A,112.0926208079879,-20.286867370595793,-11.790314825323923,0
F,None,Both,59.80707915564935,-18.69118942022071,D,-122.6971855339533,-31.57921154935796,-205.34044979726752,0
Non-binary,None,Mental,22.929850820141887,49.079628684888476,B,-71.25145087912954,-78.7741600703929,3.378251211344356,0
Other,Jewish,Mental,-31.37193729448023,186.7730577915615,E,61.62606684497829,-9.555430725703575,46.84638138468272,1
F,None,None,28.457198031426024,25.71030467155341,D,-109.08079322564903,-120.7794147432967,6.881752106614219,0
Non-binary,Christian,Physical,-107.91377407482135,-86.75612715776457,D,61.561308531622814,-107.07238921314546,143.94017389014678,1
M,Christian,Yes,-67.41208524634959,-53.8088861374507,E,80.34244314646872,-171.0011360797496,6.403592096706625,0
Non-binary,Jewish,Both,176.63012648175103,-14.144678758450427,E,-71.36590752824553,-72.38848694328999,81.18732852744522,0
F,Muslim,None,-173.66176414130007,-35.872475574960696,E,-22.275009972601804,61.49285608636117,-244.06099847630801,1
Non-binary,Hindu,None,-62.697033782496725,18.944623009752,A,-53.31699608051142,-159.83645422220977,-172.90772952714403,0
F,None,Yes,-42.71140409871539,-19.84600343259343,B,76.220550873825,77.6079937258013,-6.416790099462394,1
Non-binary,Buddhist,Mental,43.449896595018224,-63.817328765550045,B,-140.05412257655613,-34.75982172466945,1.8476240103821244,0
M,Christian,Physical,-227.03868600520855,-56.908445430553755,E,230.34291662797375,-37.01911992850349,60.949725020066346,0
Female,Buddhist,None,-215.33556651495442,-41.777383355454766,A,23.25915382429601,-285.6284347327914,134.52973767012318,1
Female,Hindu,Both,-145.23908323968462,-65.610458427624,C,57.77808022616412,-50.65440846974675,85.32179925739432,1
F,Other,None,134.42739464503478,239.8525251405645,D,-97.35071448805603,-95.3229716153946,211.81478779448008,1
Other,None,Both,-61.82449034658982,-112.12814362396344,C,35.25131082785731,-141.7414004900186,32.02471468594419,1
M,Hindu,Yes,-108.72059546798347,-83.85740665737782,B,-88.51344910067532,43.37870047829285,-54.03071804933973,0
F,Muslim,Yes,14.257197617200475,-10.54691044056663,B,100.60697760780903,89.14541648410751,10.57667770728289,1
Female,Muslim,No,-219.60594470211342,243.77351505334843,E,-138.37515484722408,61.98444895614722,-216.7665816320829,0
Other,Christian,Yes,-276.6210911310938,-8.700253732746509,E,65.98861983164998,59.09111965459051,-92.5664260169168,1
M,Hindu,Both,33.46178676598402,6.139220329918765,A,38.33141663200083,18.23384845428614,4.538695019420285,0
M,None,Both,-109.13786573347754,45.53576041525255,D,-173.68556777797073,-88.45130764484537,150.65286235463623,0
Male,Other,Yes,-56.66137773956685,120.09833648463012,D,-195.75465651277926,82.54336615654181,18.08574013049397,1
Female,Muslim,No,82.80754298340518,129.43777499322545,B,50.750979905154615,14.244730554611337,-63.15122044072358,0
Other,Christian,Yes,-96.37966422944592,-32.62385806831669,A,-97.07101196320725,75.12995631169393,31.583588071507947,1
M,Hindu,None,-108.06669747702517,5.014650227026361,A,163.4371520158589,-175.82975298142335,17.636907165646186,0
F,Muslim,No,50.75711359214944,145.0205844362239,B,-5.166879854459017,243.63624542317243,-262.1320615903368,1
Other,Hindu,Physical,-194.3342345257141,-153.25952761779357,C,10.797783826586935,-126.6914583433802,-128.634003703441,0
Other,Muslim,Both,111.54494607641092,53.66102716542818,C,-190.51390391652953,-3.5624212513822346,108.88635045217434,0
Male,Other,Mental,220.1951384297538,-9.359419937667974,D,4.689829480651259,-133.32777696831073,31.93671390810366,0
F,Hindu,No,-97.76790431534907,-41.910488859803394,C,43.683699171065285,21.675487892388393,-91.98132243531461,1
Non-binary,Other,Both,-56.85951706724085,-91.7823241302616,B,-62.8423005259354,97.36041360115362,-100.36756520015724,1
M,Other,None,20.38322852234385,133.81568717670316,B,14.812081345018985,73.79070791080386,21.493223225097438,0
Non-binary,Other,No,59.50193797814607,75.10268411071891,D,-25.857452320797712,-157.256706706962,-34.995967803980705,0
F,Other,Physical,178.83869488098293,42.31544293025979,B,-108.98925808901056,-114.49182302510306,66.0845105139447,1
M,Muslim,None,146.61849425412007,24.004321983676284,B,67.60428551180185,126.22290921180344,-23.88856557534142,0
M,Hindu,Yes,-69.30244131024901,-31.76424756565341,C,-150.88474976585516,-61.51847264780446,-56.19024673158829,0
Non-binary,Buddhist,Physical,138.2791786024579,-30.73155643599803,A,72.4839689250644,-104.27919620878572,-58.71517976460095,0
Female,Other,None,-89.84738487389626,-21.18829016374308,B,97.69544164910624,-99.77213478158289,64.95364020081497,0
Non-binary,None,Yes,-62.53243991020923,1.5327363848575166,D,-82.56468237293402,-8.013125830608084,-76.95889046012293,0
Female,Other,Yes,144.1574413930886,-42.01120983504327,A,-80.36800076024801,79.56121939469132,7.720496925232849,1
F,Hindu,Physical,33.83319914197338,131.67727003502895,A,109.86531293085066,1.6906558398927323,-77.3963938058542,1
Other,Jewish,Physical,-28.06792548915012,-150.87252278405293,B,-159.39622668641985,65.32195004883084,-63.50805738380934,0
Female,Hindu,Mental,-58.79770008472385,-148.0975901541984,A,4.244050363168216,-68.55075733436603,-112.67768522155941,0
F,Hindu,Yes,41.26635510283776,48.40347589130033,A,-138.98281961698095,85.406061561858,88.79059239857065,1
M,Other,Both,-27.39132917424066,7.080380824405388,B,-152.64714735087162,-40.21662015613918,-100.32982341057487,0
F,Muslim,Yes,92.61045253150729,-91.96139515610143,C,69.48477480312127,184.10188158823325,-192.98010442030613,1
Other,Muslim,Mental,105.30721486903145,113.42986319476817,B,-89.50345137232094,-46.22498621479201,-79.80916311274292,1
F,Christian,Physical,-25.712580246268512,-130.1386065942644,E,121.13478406359496,125.1837932987896,-26.227844110337106,0
M,Jewish,Physical,-75.43246608759019,-57.00556162907785,E,-27.20444917469519,19.785759260187284,-67.44325799356783,1
Non-binary,Buddhist,Physical,19.767203490819597,107.23865544346609,A,31.33788489891831,-44.96153810564276,32.410138588581255,1
Female,Hindu,No,-43.574714745987826,-5.0094180941977315,E,-87.30132731465709,98.87483746875397,6.765113336768472,0
F,Christian,None,-51.26727984013757,-72.04847493971177,D,81.20143988950403,28.86158173807207,-101.50671308397273,1
Male,Christian,No,64.03042690211007,56.46920153162842,C,-239.50497297762502,132.71619283043435,-190.96947517568174,0
Other,None,Mental,-33.46137878336815,-76.77849868366103,D,96.80933983663878,-47.090950148019104,-137.0911655964462,0
Other,Hindu,Physical,25.906886463028737,9.617817565119736,C,57.924710727772464,-74.26494396422338,20.974430395282088,0
M,None,None,28.578023550043174,-93.6954416870916,C,-63.02895436951865,-57.38856182222758,183.44052979514706,0
F,Other,Mental,-50.680515403912686,-64.57567386750912,C,-114.47223665549467,104.2162122778991,17.436466058506902,1
Male,None,Both,-36.932984113659856,217.10010489548952,A,0.33227358507118276,23.185850969971092,49.04923593908421,0
Male,Muslim,Mental,182.96178643759785,-80.55964220280308,B,73.21444322596616,25.376404988388085,-23.039699714022166,0
F,Other,Yes,-102.30309065416259,-109.23836203019621,D,-119.10241905480142,-14.811666109519733,1.5997934898830612,1
Female,Christian,None,-92.21166831021567,-261.0738878425274,D,-103.17267533147762,84.60791078545819,30.48369649558879,1
Non-binary,Christian,Yes,-131.15328145193476,-2.477667246403029,B,247.34632382097735,31.70296823343477,177.04025487888347,1
F,Christian,None,38.33882554217301,-78.36050923972019,A,-172.38649165747003,-13.053328017148717,-98.57573544874188,0
M,Christian,Yes,174.61956721368955,-139.61493849075924,A,2.63501315755757,-92.87324308918127,162.16521882562515,0
Non-binary,Hindu,Yes,85.3061719862821,-100.4222687396365,A,-36.11764367190856,57.42616464847777,-66.73287460126305,0
Male,Jewish,Physical,75.94705662687066,-53.05189497855653,D,-71.2738367050447,-68.65874928799735,-35.31919141601896,1
Male,Jewish,Physical,-97.15223423791744,-129.38323148252286,A,36.73349443371162,-101.79654071798186,102.75643721825709,1
Female,None,Both,-69.18444534737822,24.80053025251047,E,46.44274991247055,-30.870431895157573,39.719582444695064,1
Male,Christian,Physical,36.52466883829715,-114.1275424849685,D,-8.738387777873122,230.1915700095869,-63.75257475176566,1
Male,Christian,No,38.06177460990527,-173.17337131748877,D,91.0305871695552,-30.78265971515836,-2.3302372633540474,1
Non-binary,Christian,Mental,114.06937929341461,97.06858781682861,C,10.158466674367883,-112.12377169944874,-25.44591452975304,1
Male,Hindu,Yes,-46.753922642948204,118.02728819898198,E,203.9856830539927,-38.087715100231016,23.522815126410336,0
F,Christian,No,289.77173954729926,-51.20563564278022,A,128.32285358060628,3.768058296373729,24.966530401238025,0
Male,Buddhist,No,-9.286548247798363,-35.48012156918389,B,99.92613794432935,128.84012682540157,54.12574065582461,0
Female,Jewish,None,-6.254838716441452,0.20562612766966368,B,88.25879843426843,177.67510299567996,99.43869901858918,1
Non-binary,Jewish,Physical,76.1546626010805,-16.065392941896594,E,163.9417072342365,-50.1682850399471,83.20210088095841,0
Female,None,Both,-149.7382041742477,-48.464555737303066,A,32.7898314237351,151.78596466063146,7.990136730510976,1
M,Muslim,Mental,178.9706026822107,-55.22175124119173,C,-150.62629940335154,-148.16452110834396,-28.75537641064937,0
Female,Other,Both,-20.821866597068812,-185.9893963518762,A,-41.701052306290435,116.99876674754097,152.55306609884582,1
M,Jewish,Yes,-72.99902559615855,224.26242935354313,B,104.14709980730971,-38.492285961102894,82.49354852111547,1
Non-binary,Muslim,Physical,45.82533569570836,2.9645721511351706,A,-4.032259048348083,-28.924873669563233,102.12537202014364,1
F,Other,Both,23.52018460055941,-95.8058823509484,C,-35.859895258437184,-67.51562216505943,-77.20658730956889,1
Male,Christian,Yes,-102.06356013359932,96.77484449812745,D,-147.37261813032282,75.31255141989763,-37.777542137773374,0
M,Christian,Both,-238.53602202745327,72.78961657010814,B,20.270587418323718,-1.4060319420429541,39.048999080521064,0
F,Jewish,No,92.18102606713217,79.96688035954499,E,-25.125378164929323,204.1851456168994,13.09827467694408,1
F,Muslim,Physical,10.6648149090878,-130.27475528784856,D,46.28073298000327,85.6788820850048,-67.56865006962818,0
Other,Christian,Physical,21.738309720037947,-7.025979379543104,B,-5.9063821053872925,-142.11545653907368,-94.36840954403941,1
Female,Christian,Mental,-68.59697221908341,-35.98680575585537,D,180.92398068342652,-84.07174692516882,77.67211151210778,0
Other,None,Both,-43.12276397065213,-25.079821642902616,C,147.39545521957587,99.83141813445012,-57.98376414127952,0
Female,Jewish,Mental,-53.0767873272962,-145.16902701119983,C,-42.954394178664465,124.84068653279066,5.322523947426558,0
Non-binary,Other,Both,-104.03104683922386,112.02642706501197,B,193.46535723828794,-46.63534995936251,-3.7652244018967407,0
Female,Hindu,Yes,88.08573102037177,32.580846099507276,D,-17.203238676010034,-126.29186952694549,92.77860805560209,0
F,Buddhist,Physical,-74.84422251962404,116.49899860157203,C,-118.48745122849,178.55957229230867,104.05957544050017,1
Female,Jewish,Mental,-209.05727713527745,85.13284203447968,B,42.30048400271259,187.47207202422126,-32.3490532756348,1
F,None,None,-4.988667250862287,-120.73663339634344,E,136.0963664968993,100.47026030692959,-88.19374354144075,0
Other,Hindu,Yes,32.37695042669816,-54.856162277495756,D,-38.42513908226159,194.78426927933387,12.427921048216207,0
Other,Other,Both,191.03218152468583,75.08228122786748,B,-44.685376647693296,61.74465191143012,-149.53059959055545,0
F,Christian,No,-27.170376351019797,70.28017481669426,B,-12.07891263793109,-54.46587238265745,-2.992858056382429,1
Male,Jewish,No,-42.79537805118666,-9.238000952333714,D,47.74756533086825,97.55973426796392,52.59048075991801,1
Female,None,Mental,-7.166333757497006,160.1313149273968,C,-118.3619133904418,-87.44435846030933,-22.005637944689564,0
F,Other,None,41.507234711782,2.7842725524944925,A,-97.137787116586,91.61108606196494,108.63691037670324,1
Female,Muslim,Physical,-105.9294443910493,30.536930368231026,D,-9.688923951377117,-35.77208321114097,-97.0882406101595,1
Non-binary,Christian,Physical,-134.4027056321032,78.10534414703723,E,-184.7411967093683,59.6132093552469,-138.74941017916265,0
F,Other,Both,-186.7907637132505,136.0489713702839,E,-85.91631349908178,-35.481678145032454,-19.50984980788208,1
M,None,Both,13.731287264181304,-18.78760291939469,E,-94.29719873696449,-94.52369232820087,93.92406943755864,0
Non-binary,Other,None,-67.41333451370215,-34.6419156156864,E,-59.79573887315608,-50.35695708872142,-12.16591922175551,0
Female,Christian,No,86.23416144619982,-157.77643744869195,A,46.69255506487109,-170.07412669118793,97.37313625937534,1
F,Hindu,Both,-49.535086549411304,212.28606866757409,C,-40.15032449894704,-4.275665190493339,10.134543178208038,0
F,Other,Physical,-7.292797226449796,45.04573660490028,C,165.02515496368636,-69.79390292083816,-56.064678128431055,0
F,Christian,No,-24.019097860866676,-87.54271276098426,B,1.4068421682777692,149.9970857014618,122.4043586429053,1
Other,Other,No,212.65892355590168,-59.262535095095124,E,27.843333416770356,-105.5231483673936,-18.788663433220343,1
F,Muslim,Physical,-70.19004305695566,-65.78984080456436,A,184.11649762614286,-44.07347457931778,69.51079618781284,1
Female,Jewish,Mental,43.175076120898915,-4.3963423910623325,A,54.48266457540048,-23.101311297490824,-77.07971013945493,1
Other,Christian,Physical,70.42560205649113,39.20652512219728,A,170.96537870928552,-152.48175095170973,66.80870566994642,1
F,Buddhist,Yes,156.67969029701675,64.06003567934673,C,-100.85331300228223,-50.50458877135733,21.589505955172747,1
Male,Jewish,None,-54.63682164746098,67.87817862524874,B,50.509141493036125,-70.45115313163379,-29.580370719614656,0
Female,Buddhist,Yes,-102.8953987276449,40.56353410110183,A,-187.42087809422387,44.811404505556695,121.30212719364577,0
M,Christian,Physical,-102.16356762512761,38.820290313980664,B,60.790144422895374,-85.15465510685655,83.85184247020389,1
Non-binary,Hindu,None,37.33444995005249,135.10424630529022,B,125.92849240074948,-135.39305360198298,74.89269537089494,1
Male,Jewish,Mental,-107.0670374679889,2.873376066397465,A,-110.51234225499009,-75.12363850045477,112.38389547593806,1
F,Muslim,Yes,-50.82333973344384,-117.6813994934109,E,55.16558125666352,-33.54830350006979,70.96335469661507,1
F,Hindu,Both,-91.53599667047467,-104.01986556013432,C,66.05624037038342,51.062914551125886,-127.55898016231146,1
Non-binary,Christian,Yes,98.6271537744557,31.362830514809094,D,214.11948852148552,34.88106692775389,122.87435167826195,0
Non-binary,None,Yes,-88.40376908319469,-17.668493325062386,D,8.712679846301947,50.490941613311946,-40.17037389811405,1
M,None,Yes,-159.29046074675702,-0.3447669578250864,B,-10.711030652356953,-81.14734258168596,73.35445804051605,1
Female,Hindu,No,-43.292971582478415,43.108241572248325,E,-25.019115056957837,150.22483785737174,-104.3116038771036,0
M,Jewish,Yes,-19.06543858503362,-208.2147069948207,C,75.4151587525879,-44.5497720877783,-231.0143936348407,1
F,Jewish,None,121.00405641134657,125.32316706812338,D,-141.73711198743592,3.823990561780545,159.46749871075804,1
Male,None,No,-76.70939683051748,-59.32434644641928,D,-116.72981926360819,-5.545092913226561,-32.65612823094576,1
Other,None,Yes,-150.68106175936518,93.11975996515412,D,233.0109528074769,100.78132869170237,18.52359142763575,0
Non-binary,Buddhist,None,25.269465397480754,271.9341689851332,D,97.85389084970039,-104.22951177454907,-13.742450443482976,1
F,Buddhist,No,-170.27747832030232,42.11417344650739,E,51.15993623581946,189.01249884306665,87.85823360361,0
Female,Other,Physical,-38.421751806221515,190.48093822716694,A,-88.37755203839107,-21.04954255547515,263.7776103259237,1
F,Jewish,Both,6.780816337231952,-47.94366410281373,B,0.6593003162258195,4.96837427007527,167.36319714228938,1
M,Muslim,Physical,15.79238158033699,-84.37001735732575,C,3.4717213984118374,98.02422293959913,36.68635463512338,0
Other,Jewish,No,103.94515124143915,19.7566680671884,D,-106.93987886401584,88.04376013978609,176.89560870617223,0
Non-binary,Muslim,None,83.70904047777124,27.0865880319369,D,0.27233393381384213,28.10609294865955,74.82055637251793,1
Other,Jewish,None,116.78700202691779,140.8186278894802,D,181.3285383489107,40.46875617612343,-12.92590391341702,1
Non-binary,Muslim,Physical,-9.156262986577417,-216.8551430638276,B,26.326785302450933,-105.25555899543006,-36.35366109413392,1
Non-binary,Buddhist,Physical,-51.63921111001728,10.764771968281538,B,-135.071052044992,60.388996492274046,-13.289677675017566,0
Female,Buddhist,Mental,220.5921117925508,29.098755961975748,A,2.1772745083881615,31.40267575143576,76.1742747762899,0
Non-binary,None,Yes,87.77506978932828,-50.487874732695445,D,60.08784315582124,-37.44636775275957,31.98133045016759,1
F,Buddhist,Both,5.312144885876103,-97.25700008772691,A,89.44614318385551,-75.20881542892648,-193.595742279714,1
Male,Muslim,Physical,78.91215925631708,93.9189723238468,C,-112.73228362419387,-53.04904106160278,134.48859256769714,1
M,None,Both,192.16858461849486,-72.17278378354278,D,-203.4863011925824,-88.64240359231765,-25.889605619279966,1
Non-binary,Christian,None,-131.63659486756205,-18.797351872899874,B,46.87025216933552,-40.86248864093346,-233.68368588879284,1
F,Hindu,None,123.50984990840894,-137.12097791009396,A,-28.26400735079818,-104.81108993318706,80.77701248550088,0
Non-binary,Hindu,Physical,21.819006369997563,-66.87914695229948,C,-33.56903255220508,-157.28634839427605,-23.77400248445967,1
Male,Jewish,Both,89.5624030965944,124.1244244913291,E,-116.41699599453166,-52.907538885466984,-57.866034790482686,0
Other,Buddhist,Physical,5.648265532900795,2.64313600934956,B,83.19119304512212,-233.3618116202294,62.46094196815052,1
M,None,Yes,-71.85125088210125,139.93112452037727,A,203.0774319875181,-96.1343969203877,239.7879116319507,1
Non-binary,Muslim,None,20.303060123191866,118.10311055258342,A,-2.9921624184300755,-109.39607146760402,98.10720906413799,1
Female,Buddhist,None,-184.83051382894692,-22.60495777243614,D,-45.092858218206615,-125.83952479105149,27.844346180190797,0
Other,Muslim,Yes,-53.145301742814546,51.8254968540658,E,-80.47470262395854,-84.90736141641551,88.26093768179898,0
Female,Muslim,Mental,19.413786589704927,-73.45193756347008,B,90.84452233762136,-39.5897224228916,74.12299026780836,0
M,Muslim,None,108.14296856047001,-106.00377907618079,B,117.62639559587865,12.624468293784522,-63.60159662414222,0
Non-binary,Muslim,Both,133.02885673289205,60.72560050000283,A,-36.848917074802095,93.82645428640586,-125.92715492817173,1
Other,Buddhist,Mental,-12.910953507206505,-93.88381391852218,A,111.76512856054734,216.32329146270425,-9.87097702589801,0
Non-binary,Buddhist,Physical,-104.458451808378,17.637093206282138,D,-16.195284177925135,45.504267873255436,171.16778720601417,0
M,Hindu,Both,-88.742770442654,260.0171259528877,D,119.27146919184035,-128.3573178347772,36.68381825881249,0
Female,Jewish,None,-82.50234308185033,-114.96534189741496,C,84.00208310440377,-90.21326619053545,-91.75071393576326,0
Other,Buddhist,None,134.24950238775926,5.956199068082432,C,-69.04035785012849,68.925294189874,-46.96593158887987,0
Other,Buddhist,Yes,45.788469389823085,31.107852854328087,A,-11.410986452366762,38.239804654140855,178.10775689270685,1
Male,None,No,-101.83273326275429,-54.315487098446994,E,-19.19653096957092,-118.46625358256003,-48.94276284483462,0
F,Jewish,Physical,-32.71658100170683,-204.15517286772803,C,17.306791134660838,-13.239216155397996,-75.52639722676294,1
Non-binary,Muslim,Yes,118.50370599735787,-98.58940648723929,E,187.7243456683442,120.24020806101284,-2.026428345664781,0
Male,Muslim,Yes,71.2393262020142,151.9835255831579,A,119.96571293896876,94.63887836832342,-68.03668420185699,0
F,Buddhist,Physical,112.17620156600361,-33.36082372205568,E,0.2307246197201652,-174.9418883367783,-50.251114156790265,0
F,Hindu,Mental,227.02610936709993,-106.89081267855585,B,11.022527489978536,-140.31587215568229,11.398083062649679,1
F,Hindu,Yes,71.43033662350192,28.882887295634934,C,-20.737771712579157,42.235520423392906,12.404899533904787,0
M,Hindu,Mental,-97.55570961227747,26.770519493116335,C,-70.346958546652,-82.47410118997531,-83.22319405357182,0
Female,Jewish,Mental,77.35005840396056,170.33788331173025,C,90.63067914669544,1.0335865440040917,-70.96792917656597,0
M,Muslim,Yes,-96.53273732518663,172.3822832568447,E,23.396107678378897,-86.4249639107017,-68.5362940598332,0
Non-binary,Jewish,Both,29.081146512327116,-265.4204546174878,D,-162.65515941508167,103.33244380185846,101.64777053915086,0
M,Christian,No,102.2078996278641,-138.74305500623788,D,71.1635882064037,63.586164834674804,106.88791154737305,1
Male,Hindu,None,-72.23222416735038,-105.37812367781206,D,-166.94083234693292,32.27895229180754,-83.05832925862175,0
Non-binary,None,Yes,125.305735339536,-99.43619748938143,E,172.9215746117448,-359.75242138368327,2.539056917098223,0
F,Muslim,None,29.156794769773597,32.880839522024466,D,233.6543755965613,-85.51873057598337,-138.99143974548335,0
F,None,Mental,144.69581015415426,-175.30140327507226,D,58.46329058276146,-88.58817350050374,-38.47978237442467,0
Non-binary,Other,Physical,-18.777171489639905,82.87739045923085,C,32.96184071476539,187.29650919277697,73.87331139086028,1
F,Buddhist,Mental,81.91898030061577,27.702246045842998,B,-72.05904466806624,-6.003956819551307,35.040891580687365,1
Other,None,Mental,-68.90797723749243,1.3811456977307208,D,-175.85075782569763,70.99921951717756,67.70478716630511,1
F,Christian,Physical,-46.12722387553047,-141.84184524370914,E,-94.67801506858535,-63.828488536547866,147.15444153657702,0
Other,Hindu,Physical,-76.98330235255256,95.45406399221012,B,174.18626421485516,62.815650840456215,-101.42905443580916,1
Other,Jewish,Both,64.35599578990664,-45.33513365135425,B,189.17587110676618,33.72598352827323,-22.23753841969504,1
Non-binary,Jewish,Yes,120.00205507343122,-246.70356994354967,A,-49.6753820470347,51.748958418389144,74.50661497649602,1
Male,Buddhist,No,37.1516060540818,23.101341890978414,D,-11.630794058387686,-16.20936152356434,75.40308912030763,0
Non-binary,Christian,Mental,-21.654110121626946,265.7029774547949,B,59.26262480773404,-58.35490787155246,33.79922455138999,0
F,None,Mental,121.85519490355932,-247.99847803050432,D,-268.0200990077035,-79.14879388363512,-6.809161630911005,0
F,Buddhist,None,-134.72185702314187,109.06553158760164,E,23.927669316290974,-7.560123298608468,-103.98477567878861,1
F,None,Both,-194.08363257898813,-59.3609757511695,A,144.15899404222932,-51.47703544840806,-150.310190424376,0
F,Christian,None,-63.61623442954431,-175.20219846140355,D,50.48012581015787,65.63615104981855,289.000693880064,1
F,Muslim,No,6.426166307679179,-68.78017384404714,A,91.32521017997522,-59.08734063169295,86.233672364406,1
Other,Buddhist,No,-34.52395333935116,132.04886946246032,A,103.5973626112991,39.14054082967194,-105.0621569994068,1
Other,None,No,-82.56505666951725,36.51714321950068,C,-82.67494291574997,-63.738866140504015,-53.98009791449462,0
Female,Muslim,Yes,75.70653339485682,-36.71396598863516,A,19.251721546768273,8.957632399708999,-56.53516591788824,1
Non-binary,Other,Both,212.02978776040334,-23.04584599328021,E,66.76442377121663,-67.36285509686498,37.12591238064575,0
Other,Other,Yes,19.952742105115647,-84.51296284660617,B,-66.50140147251233,11.45876554112565,-92.49390529783348,0
M,Hindu,None,77.65807359414791,85.98353133121103,E,-54.53263441560446,182.07790194831603,149.53534295936,0
Female,Muslim,No,37.197298539188246,131.12143109744613,E,15.366217075418703,40.58221917820209,50.95201923133228,1
F,Other,No,51.01719763256006,75.01917589800176,A,168.50642486769337,248.3179706269599,284.2703229838921,0
M,Christian,Yes,-85.84519860780642,-66.46366459518582,A,-26.422010687112785,87.36100116286025,-11.475151062119508,0
F,Jewish,Mental,242.699338032511,-18.770589696940135,B,-85.96308135404892,168.85512237993686,162.62067017575967,0
Male,Other,None,70.84700366422602,-142.914226380386,C,161.5869661726432,73.21625634664228,-30.16734704655231,1
Male,Buddhist,None,-70.66735362857742,45.48150752055043,C,-30.83398110016491,131.01462204062372,117.62295295224972,0
Non-binary,Jewish,No,-131.72256516346027,-18.5897034985583,E,-38.39002447717773,14.384124828625577,-83.3517282866438,1
F,Hindu,Physical,-44.17741177455628,17.55328080880861,B,21.643082113269298,-0.5932463913749974,-93.00730898669451,0
M,Muslim,Yes,25.126376082190564,58.45394510502418,A,-65.4079554454832,14.770375863295685,-152.40550936733115,0
Male,Buddhist,No,33.78861006340216,-85.44878582941773,E,136.2194693422563,-137.6348270116544,-40.28054468986846,1
Other,Other,Yes,20.922847983732172,-10.295573015312664,B,-147.5580445082628,-112.05607246440343,-8.110083849669774,1
Other,Hindu,Mental,230.691198097768,28.69564297306614,D,31.58067780780024,-124.17715283013185,-25.15514257497521,1
M,Christian,Both,-136.24209667731597,-81.84572268871646,D,76.98215856175082,33.6092832370194,-151.4759817080337,1
Other,Buddhist,Both,170.6670282131738,38.429248254067375,D,71.64098290557308,-13.40465578934062,-79.1346938589047,0
Non-binary,Buddhist,Mental,-284.07292050173345,86.66963426269024,A,-82.98159068515672,196.37805220868026,172.57909924696818,1
Non-binary,Muslim,Both,-81.88572520617264,21.561965609858376,E,-118.92896737449115,-19.22419165479675,64.93585499500874,1
Male,Muslim,Yes,46.69890062429803,17.161074878387623,D,10.662043579707069,-90.95617761738744,-90.89725595565582,1
Other,Christian,No,114.39549304066115,-33.88690077106377,E,-77.55480690121472,68.84037320477454,38.28618301156796,0
Non-binary,Other,Both,37.001702645689164,57.727156747493765,A,11.626767437302648,-174.83168993944537,48.223518268634166,0
Female,Christian,None,-105.86004613625681,131.56574507915394,B,149.84160439117485,70.91178201620795,148.67275838165938,0
M,Jewish,None,-31.131835309614598,-83.08147467549853,A,-8.809161765653094,-83.90030834453432,-54.40149162666123,1
F,Other,No,202.8349122131213,-198.51632939268939,E,151.8985864528824,-62.4411813127684,199.26296782859393,1
Non-binary,Jewish,None,32.349891543873305,0.640648848984929,E,-79.61060434463847,-130.22043896150515,23.233390632955985,0
Male,Buddhist,Physical,-184.33197372823693,43.440440673556104,C,50.72338067994313,115.05623139306623,-83.5261290323544,0
Female,Muslim,Mental,-119.77836464253295,-46.86997249613692,C,35.65721070665553,2.1773070653842868,76.60234679918858,0
M,Buddhist,No,106.1835289874043,-54.79626595397994,B,110.37411863567492,107.6471673109722,-27.612468041146986,0
F,Muslim,Physical,111.11381370579923,-162.70413878618623,E,54.83844027587826,10.686608598451894,215.92712660474197,0
M,Muslim,No,23.07277641876941,-91.52677715558895,A,135.67237083412888,-13.523435543539078,41.69312358420021,1
Non-binary,Hindu,None,-0.32126775020849524,115.91563798985669,A,29.81814205819191,158.71005204069,33.21859673345481,0
Non-binary,Hindu,None,0.3274107634061673,-13.959097378854748,C,226.8481988942959,-68.19419526069828,9.386633658284255,1
F,Other,Yes,-89.6146867012505,163.34294425176344,B,49.590194365161935,54.93473566208408,177.64468535871575,0
Non-binary,Jewish,None,100.77631246281942,-13.905211574268197,A,-83.93829986353968,-8.530497697043767,-25.859843905484237,1
F,None,None,40.0987606821651,-73.1535266880508,D,-76.00187437093278,6.956790893491759,181.70687304742108,1
F,Buddhist,None,-96.76161878997664,-144.05874826540315,A,-110.3720974781049,109.35228314078726,75.96846507977425,0
Other,Buddhist,No,70.03093222240382,-66.94306936743733,A,191.73137144746093,10.287820002299904,131.91618492993865,1
Female,Christian,None,-216.70687289008387,47.56802239667972,D,-34.71035837213836,-56.238691094523176,-7.604441401424748,1
