SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
F,D,83.5698648679154,C,10.894193796293843,78.51474247956315,B,78.12696252966343,B,103.8986824544721,-66.33922727980483,B,D,A,C,-38.87602439102483,-115.77966486139356,197.0013495561355,0
Female,B,92.5544409501227,C,-119.12213227194772,-222.95403494944267,A,102.09966216425312,C,-43.432904465721144,25.95437300880958,A,B,D,A,-4.676962117343838,-26.021385216805808,133.49801718963724,0
Male,A,-170.43628447016135,A,100.63754877814797,36.508366588894454,A,174.99731790326672,C,3.379305180048961,-53.57364603471204,D,E,E,A,-66.6086952259747,204.82038666256827,-54.17855205577774,0
Male,B,-167.42652257364156,C,35.490019315455584,-110.91694553581605,A,60.51755330572397,D,43.2143783694629,127.38823180881775,E,C,D,D,32.405914240707176,51.94249442467493,48.367532172327074,1
Other,C,121.21021651149842,A,11.238118400878475,-84.51323974275921,A,-31.03263617212681,A,137.9512823969021,-66.9656857082789,D,C,A,B,-44.02037447793173,51.48721364678232,-28.05724432031214,1
Female,D,246.75157520016424,A,-13.875221843636258,55.988722995322235,E,-47.23343810775233,D,54.32123650778432,-0.474653714147046,A,A,E,B,-54.95561195497554,-71.63940656590465,66.96478159313745,0
F,D,-8.607924769970685,C,-71.03020498351563,74.18251427173921,B,36.11325883730203,E,-29.09632401500862,106.68199774886969,C,E,B,A,38.799416007743176,-49.6263129884955,-77.60891209394953,0
Male,A,-91.72710992481917,A,-128.21544523530392,46.76212556220769,B,17.103198903228627,A,-50.16492916332462,-142.95120828053567,E,D,B,B,-106.13569832803873,-82.24404209511633,-33.64622257495438,1
Female,A,102.78561873145935,B,-219.48251079776568,39.30254715119942,E,150.79805239898297,B,-59.32711802676091,39.94891732293503,C,E,E,B,234.37813350671206,-62.03706097161932,0.8898214762706309,0
Male,D,-8.44439867742243,D,98.51536086525165,-4.028696954869897,B,91.95343633950642,B,85.8720688110331,-153.44980068980695,E,E,A,E,245.64723445232158,-130.80928399841554,-30.83059342323397,0
Other,E,-18.8616001772775,B,-209.26736396826672,-54.49872214055363,B,-95.7355267783502,C,36.53452651248904,-106.38117773625453,D,B,C,B,108.48248261932491,101.25356815874088,13.95282808274694,1
Other,E,-109.17340887846522,E,-26.635911069020445,-52.52416381124524,B,35.67597649710804,D,-51.03392823094144,93.90072269428778,D,C,C,A,-108.02058362355773,55.70602751847432,180.70002329765842,1
Non-binary,E,-198.99485260117794,C,119.74506770980578,-191.77659301781688,C,-90.87014505043129,C,-96.48713316921128,-285.25655193501984,B,D,B,C,-25.90113218789554,51.99344955715512,-39.23373745115744,1
Male,C,51.068593095167046,B,-13.214721939629506,-2.4305752216713614,D,72.07185010084284,E,-80.19221401855205,-182.27960328704663,B,C,C,B,-50.18122050356427,-33.60175764605394,-85.22705060782431,1
Other,B,0.7238538486199891,C,-4.755361306729529,96.25223740489639,D,-3.6013831679091246,A,-43.17448088844376,59.100657335265026,B,C,E,C,20.189169962838047,-105.95531123713336,-0.9084707566631852,1
Female,D,72.94306621144764,C,10.671106988539298,-116.89039054092791,E,-24.69944866029494,E,30.05229619056778,-62.7962680288547,C,E,E,D,-52.341602876948755,-28.058806498307803,75.62505512676375,0
M,C,-147.19956097563917,E,-107.2564309867946,-16.929845128806946,E,132.01614983390758,B,40.18363792412603,-151.46090393478218,A,B,A,A,104.93439067968868,31.71862531915728,103.10557275163636,1
Female,B,75.42986024460122,B,73.57995873555441,-83.80762392853833,A,122.4420680289743,C,111.69063414599051,-25.83697767149009,E,A,D,D,-18.310237857617846,205.54172813190345,-35.80141503362298,0
Other,A,199.23886604284618,B,144.1491347433121,-84.76968601346006,E,-166.50558092750884,A,15.374495910067912,91.64701736367724,C,B,C,E,171.11270355381788,121.43306357398664,-138.95465834342718,1
M,D,-37.747145825954256,B,95.73539383339228,197.5384060491819,A,-171.42792304414954,D,101.37706110642814,-97.69541187860575,B,A,D,C,77.95147693697696,134.28118975061992,-67.73780182601983,1
Other,D,134.10440007254618,C,-190.84792438024857,-101.18127081085721,A,115.81649000042435,B,-137.7830464214177,90.01987873697416,D,E,B,E,61.6418159834927,-34.95037121919471,27.79554634114571,1
Male,C,-159.65113423791095,A,72.02563612385217,11.381544183252865,A,-98.97780741460348,B,59.09416456260376,-102.04848589703717,B,B,D,C,38.88147207666917,121.7446123609626,-176.89104158175286,0
Other,B,-19.41899826424241,B,190.2175638735164,153.82459431963827,E,97.1914095904705,A,18.31241461178558,-23.084627786824854,A,E,D,A,-11.970877319986824,-21.619883551689863,35.897797725444065,1
Male,A,66.94899058655747,A,102.4730563193976,-81.54481195189165,E,41.872365927850936,E,87.617535587879,-13.363039261065666,D,C,E,C,11.210425748850298,-37.04571253631704,-43.37055346301828,1
F,B,-48.39986166880234,C,61.74814411681706,52.20406465990527,C,-137.47329432316187,D,-106.79463716982296,-9.84313399227616,B,D,B,E,227.99801149817216,44.14215694323444,-224.00723411832666,1
Other,B,126.67985204392356,C,26.67782690013718,-58.58109991577386,B,118.87821795081877,C,-97.2210762472491,111.99928260605476,C,B,E,B,-213.08911418829925,-29.12094998738588,-7.737884756810197,1
Male,A,-6.833716407060926,E,201.4464328001727,4.019766839683205,C,29.193759190768237,B,134.9997451238762,-87.43788529688355,E,E,D,D,-165.83937603587705,152.0605838136735,27.51182846120462,0
Other,E,-74.743838247381,A,43.128198490249105,23.499280825710294,C,-90.65891566404315,C,-104.53390481606795,39.10944399527539,A,E,E,C,39.11648892143391,1.7129244264887915,63.76030428621286,0
Male,C,129.0095042699167,A,13.015021380039704,56.02353237508804,B,-125.39017231983355,C,106.53480581393025,1.0139517853027278,D,D,C,A,-57.45148084134048,-107.29526867796761,-97.68020282967788,0
Non-binary,A,164.57982328984872,A,128.78921570312627,36.715583678429816,C,-33.486337433637175,E,0.9750784597763191,-24.865276304945446,E,A,A,C,-33.15320994161033,-130.00701593315657,120.32820170552728,0
M,C,82.27105337496309,D,110.76874195578692,108.71762051376412,B,-13.882283096603349,A,-51.63466925147563,8.83310495749035,D,B,C,C,-33.60855704667934,-143.94937060021203,56.66051298508086,1
Male,E,-19.75599776850071,A,-118.03745507915666,7.177708880624133,D,155.5066289034989,D,-131.52062551224228,99.71005492195883,D,B,E,E,-56.48381145676633,-112.74095406753386,2.3865074276928206,0
F,E,-38.55909147955799,C,-49.98238110190518,-77.16249243898827,B,-202.6092035919819,B,86.36196786623202,73.93836123593942,B,C,A,C,115.21123215727714,-29.964878832845375,192.35290582074217,0
Non-binary,A,24.231143330157636,B,-54.9868527647065,-124.03003531358165,C,56.36160773610811,B,-57.127079972990735,-83.40160899471378,D,C,B,D,-69.38398530208741,-71.85720942970971,-29.1160599986143,1
Female,B,-73.7405680714719,E,50.27604321685326,178.37623453046663,C,-177.6405614514867,E,143.10251665059081,25.963031067250036,D,E,B,D,54.142789642728836,50.82857639555955,-39.26617483433266,0
Male,C,-33.3749451358907,B,35.91842640736631,-145.47026167401484,D,-212.96344789554936,D,91.43812138705269,-47.84522477044178,E,B,D,A,-53.393965911151696,-13.734723829001268,-62.00468747247696,0
Male,D,183.36998100235755,C,-159.23718924975083,47.5977770312042,C,25.74522258204067,A,-53.21055349655784,129.46232004543182,A,E,C,B,123.80710594229865,-46.43962978735351,-4.255718573795061,1
Female,E,70.67152288966575,C,21.14759298674396,289.42719338055787,D,-50.29017923995652,C,48.30480021677625,-103.63288535470645,C,E,D,D,197.53025950546427,23.520818675663083,-10.260211071157523,0
Non-binary,A,44.45941969894317,B,128.84676768152266,5.682324909931933,C,-8.961750474671154,D,126.742170675134,-55.04434160582152,B,C,A,C,-77.869197101642,-36.71803256103831,-146.2026736669919,0
F,E,-92.50453140032967,A,54.16037918941817,10.658226913100927,C,48.74510188740507,D,20.094551299324387,-215.5720736847138,A,D,B,B,-0.960409090986293,25.79113364984591,-161.42222007277914,0
Other,C,-30.612732600396754,E,8.850006541524543,25.870409352749924,C,-13.706295827311225,C,9.548507236363424,31.193100756970964,C,D,E,D,8.04431128201904,-168.59840687341406,42.43791550271603,1
Other,A,-46.08564814266261,C,-93.1021486645012,82.93803737579113,D,50.90912991454126,C,-0.1667309196823329,-190.0795698790927,C,B,A,E,-94.96804020787151,93.80512812941178,154.99360221449564,1
Non-binary,B,-11.042942613136509,E,-21.427895944264456,-66.85959844070261,E,49.10376938305987,A,-240.0100843847699,41.423416082255166,C,E,C,A,-4.799551610680971,-83.77559911055212,152.28858611570345,1
F,C,-34.76360631766034,E,19.508568188820867,159.86662440338367,A,6.43018568240681,D,127.45254462821988,-14.562261292547893,D,D,D,E,-99.2326425349594,-3.587561663673458,140.16819622935748,1
Female,A,43.42177460340111,E,-117.30599021661004,-65.47233610959088,C,21.3809742756907,D,-140.32857982406412,-62.67409588368964,B,C,B,A,-139.4320289091721,-76.80373079578622,79.78058220787149,1
M,E,32.08296811543401,A,-48.26743715268378,22.516575826877187,B,-161.40058210296576,C,-25.00743887175922,102.80139982267661,B,B,E,D,-21.62553406703464,-6.055561466536946,13.310406120810047,0
Non-binary,D,-54.68400309216682,B,168.23123735399102,30.607507678677376,A,116.23160856981431,C,-22.910336898006868,-61.38100004847643,D,A,D,D,55.21837436389694,-116.57033158895456,-8.667274932870026,1
F,D,67.57949153301958,A,84.99988604114856,-69.05043342545282,B,35.95019480708679,E,-105.9683783100851,149.64566047976678,E,A,E,A,43.40629674800036,234.62009105805714,-54.8708063913099,1
Male,E,94.49398686005873,E,93.28175618083546,-119.38630034945625,A,113.0856573367691,B,-133.3982751400692,-25.649548158893193,D,D,D,D,-73.43735446906798,10.890852708670328,24.913873390669544,0
Female,D,10.75858319380709,B,105.25289693093612,-76.16443882061343,A,114.1399473497156,A,-51.478027933670404,-157.94917604267133,B,A,A,E,-51.731539512888844,49.35777181609034,72.11357905367416,0
Non-binary,B,-0.5543537165806751,C,25.098303853775615,102.80984261611343,C,56.77596046277916,E,70.49257964957035,150.56295640731796,A,A,A,A,29.049502559764722,-81.38388616475754,27.15440717545278,1
Male,A,121.25995438234621,B,-27.130595966595745,-30.932722883430557,C,104.18143834106937,C,-91.09590164336633,13.045060616303259,E,A,A,E,-24.061042743563608,47.13388391447207,129.2035091547874,1
Female,E,-47.49798858479356,B,-84.85524702462737,164.61101445533532,E,-66.70197240336047,D,-122.38944112013041,-132.82044673668707,E,B,D,D,-72.65918914977087,118.6522733851105,-64.60761277493432,0
Other,D,69.19187386940686,E,-22.571037413150634,-132.7489703627172,E,66.1305674633162,B,106.85634729947672,-10.062471041584772,E,A,C,B,237.14126328225578,-95.06130224735574,59.281552558682904,0
Male,C,-170.8905842972314,B,-146.88302564910444,-125.48466487510628,B,117.8540587252596,B,-89.81046298335866,150.9944514897308,D,A,E,B,-112.02681677312431,-42.8808473996758,-71.53855436809461,0
F,C,83.57150266018087,D,-50.898608602093475,-189.0594951451061,E,160.05588239386356,B,-60.65737910442158,-17.89549375434737,D,D,C,C,67.09849697673131,172.60153277358324,-18.662563144930136,0
Non-binary,E,195.57110178284836,A,4.384490087302398,97.156639065013,C,9.019411426115143,E,-133.799356473235,33.977200311597485,B,A,E,E,-76.36648466820178,-125.62514180240724,39.132509106642935,1
Female,B,12.954482438477713,D,-42.397849411643165,22.003969790620573,C,117.66683722974054,C,-34.240351006339814,-113.60825044236773,E,D,C,E,55.64878255512144,-5.722874594963395,-4.7878128637083845,1
Non-binary,A,98.68168164606658,E,51.55820598607893,-22.040671789642143,A,33.81188069946084,E,30.94423320568143,-18.995603845569434,A,C,C,A,-70.83417056008486,31.864637544669254,34.75331367919176,1
Other,D,-73.82855196703376,C,118.17374921920884,9.74440960708242,A,-37.24260764779145,E,-47.93639333906851,-107.15642697472427,D,E,E,C,-147.62554951291725,-49.49709612061423,121.57568893945793,1
Other,B,-181.2264213519288,D,-113.24013414442271,32.264299043507535,B,-8.419906177590567,B,14.494509589388334,11.595523001063444,C,E,C,B,70.45645665038484,126.30726967656405,-43.6723155861359,1
Female,C,-138.5413456730094,C,-52.413775414949484,-76.59391425257691,E,-63.91900791947906,E,270.91227755031156,52.46291834159391,B,E,E,C,-26.716303351048616,-5.652254128454276,-13.244509179600334,0
Non-binary,E,-27.839524263046258,E,-74.89996689057415,11.685473177234007,B,27.870712172841156,B,-58.97831848639525,-84.0559100739822,E,B,C,B,69.42102686333077,48.48948420768244,56.33368902997693,0
Female,D,68.92794770997395,D,-2.969239156740243,35.511302888562,E,-43.35356776585635,B,235.98844967292357,-146.91556187043005,B,E,A,D,-174.7937067319191,37.39338462846295,156.63075300831972,1
Female,B,71.64526648824511,B,-57.779494025875366,39.74631299599945,D,-70.45269819191229,C,12.166806269624217,-33.76166399135595,E,A,A,C,74.47656885342853,-185.62966611401893,-183.55083450068935,1
M,C,-158.41350984180954,D,-53.84333709495097,-63.38997686817327,B,53.66097778312729,D,-104.79835662501706,-20.538333444518667,E,A,C,C,105.86622281624794,-60.27168594308796,-61.19294698311405,0
Non-binary,A,33.644689169354834,E,14.322905582159928,-25.25019216976052,A,-56.44651731357786,E,-15.155950887816239,5.637301171604504,D,E,C,B,-30.73859111744925,-147.90504613643418,20.519506292259713,1
Male,B,106.56749334418608,E,96.3333473344121,63.62932487056748,B,97.204429872106,A,-14.428579500182417,90.11824720289283,C,C,B,D,56.49439868996811,-91.50981138146103,-194.43697551554183,1
Male,C,103.98268828776037,D,-34.98502796880422,-117.85097321494658,C,-22.23292839381771,C,101.7718239372259,-70.69449205187269,D,A,B,D,-85.22629856903092,209.06266785240018,-90.74873160821525,1
M,E,-2.3038038967976027,C,-201.56521155257897,22.89999754701821,B,-72.62688581974976,A,116.6288103342431,-34.098637713780334,C,B,A,C,-146.02756198057668,12.429276192041023,-27.895906225558626,1
Male,E,94.85299158997884,B,42.056242642940454,-21.497441499798693,D,-79.33879696916205,B,-163.61172833624295,-31.173512815344594,D,E,D,B,20.651274412463437,-42.939814409391616,-59.343249016177914,1
Male,D,119.10406837115566,E,-87.5791796025001,27.26809756951807,C,7.581336754694674,D,25.590725058689774,6.211281774788386,D,A,D,D,209.66674820646318,34.59322103672645,45.96668888655758,1
Other,C,-246.23133740897026,C,-15.65929788797375,-53.73304769514833,D,235.11782897876228,D,68.66098903779475,35.908757251140756,C,C,B,E,41.89638901888263,-21.988051837126992,70.1672394855582,1
M,A,1.7229116150375292,A,12.462956407300197,160.49021438470717,E,-118.31651758445172,E,90.4695295962727,183.62815697704983,C,C,A,E,-53.99829945582867,121.20419426126243,-295.72452075795053,1
Female,D,-42.44439761465373,E,-68.83965995517255,-291.1496190245232,A,-41.2861596828238,B,17.386526360088457,114.25015969879307,B,C,D,E,-175.4950600833195,-26.29312968123212,188.923615547735,1
F,D,68.16784377687495,E,18.84946339306144,43.92300281631029,E,-23.77209100869467,B,-131.87993095791774,41.5871218180367,C,D,E,A,86.33142310528955,34.666146033225125,-197.10988608573015,0
F,B,80.25167483434687,B,-246.0805774835546,-35.20273505597147,B,-94.70609507878478,D,-53.514543435400775,46.82245559593193,A,D,A,A,-21.945457158953396,82.46747150170106,-43.47484182465407,0
Male,C,153.84459004085227,C,-111.5587232150135,-71.72886337093236,A,75.6547182493359,E,58.999041556564336,85.17148247214872,A,C,A,E,100.06263669087703,-105.32369182198104,143.96663319454453,0
F,A,-57.10960669742994,E,212.72236129457002,-0.22915299387847132,C,98.71474580115142,E,40.17852064832355,-52.296298233507564,D,C,A,C,6.102500739280729,-47.287452331856365,-119.94717136021261,1
Other,E,14.549141589227679,B,-0.539674439755044,31.59085470810946,D,84.00390538751242,D,15.673448583126588,-48.43524479041696,D,D,C,E,146.67950196000962,82.43005296358274,15.1815138449905,1
Other,B,-158.8778407521984,A,49.82290379499336,43.3547220939429,E,134.2798079603954,D,-73.50954212654493,-61.26617353759711,E,B,B,D,-93.80892995002668,-73.88438720303503,-99.19221323495564,0
Other,C,-14.846796911798965,B,-12.892126428939694,-37.95323720354887,E,254.81470042398527,B,-155.3981734645206,-107.59811276266554,A,C,B,B,69.96424659686764,55.92142533651383,-13.014446338772565,1
M,E,-91.13995539751663,D,-81.76623412521255,-83.2826846755607,B,-140.0497227153686,D,91.05533400465751,-124.97310897508642,A,E,C,A,-29.719159647563693,32.48938108249455,72.9804374523474,0
Male,C,7.682547616177174,D,62.436226628968164,71.35557809482891,E,-40.02750763760632,A,-134.8872280440764,223.455596756276,A,C,D,E,-101.71170957259561,-59.243081230327434,-60.322198521305005,1
F,A,-86.52668434732315,C,-42.6498674666648,146.076633732441,E,-92.31046719227241,B,131.6084760416805,-44.09594139689347,B,C,E,E,-4.059356542854442,-90.72524121935938,82.32755523173091,1
Female,B,55.8740123608238,D,-19.686639246050287,128.61496636126265,D,-74.51397246501179,E,-117.09465631655416,18.41236022259403,C,B,C,B,-65.62924756939921,60.79089690230967,-128.92599151757705,0
F,B,114.21444748915357,B,-151.77689802211708,-135.76367088832637,C,65.39689343104537,E,-62.735104597618054,22.327683761564252,A,D,C,A,172.0641107131396,-156.6480813092818,-161.7056531217277,1
Other,C,13.889554855925013,D,144.56086974135457,39.327259891576524,D,122.94628130405647,B,-183.46532493886232,-43.29771395576346,D,A,C,D,60.50628338077183,90.91851369701482,-119.14314134582227,0
Non-binary,A,-1.8128186741949714,D,-29.083673040590856,-8.431577234161509,A,17.48316247313771,D,146.87272586705865,-180.5049252066931,E,A,E,D,-148.38396582316216,6.75174520188992,36.28464532387361,0
M,A,186.79698589283046,B,-132.72399171077691,98.34572706088314,C,170.08262128146018,D,-191.41364959513655,129.1400449335016,E,B,E,B,17.274356731911663,-35.6401202833302,5.157670012256921,0
Female,B,17.422778644832558,A,-1.7073571427731027,-159.17396780564005,B,-79.71388474777557,E,64.82610998487256,128.50662218099572,E,B,D,C,-15.232104259740423,-84.59839275805983,-204.53239795245435,0
Female,C,-22.90197082982546,D,66.1232459528095,126.76548174541786,C,-18.09357094154388,D,-172.47461286459787,65.3064471147648,A,D,A,A,-51.00850039318675,92.96316175584354,293.8375192231412,0
Non-binary,A,-55.78704899684092,A,35.58635581980038,28.007783278231663,D,112.25922605072762,A,114.1183394151192,90.68635852434721,C,D,B,D,17.007458494226764,33.64039652271711,-183.61447598164486,1
F,B,130.41573875048942,E,149.39029659815102,10.058236929359694,B,-87.90653420800881,B,23.020815558333158,114.83408889172217,E,C,A,C,-26.656211662899555,2.384665787967786,16.985614474513717,1
Non-binary,D,-95.14611498703432,C,-166.79900264848519,68.68181784511685,A,-90.11749312198448,A,-128.5561893629562,119.5686275341885,B,D,E,A,-132.18822102817788,-1.7012807853620895,44.978176775805025,1
M,D,-22.80337610190654,B,-25.407754341790252,-168.7368439093973,C,38.80232912944939,B,80.08461337450024,-18.7128695139427,A,D,E,D,197.6709665475709,50.15770564823845,14.720909912839723,0
Non-binary,E,-64.87378941313395,D,143.5350964163643,-5.116376655168,A,72.6653121737686,B,82.73345805953957,60.632211355934054,C,C,D,A,1.1983228985688865,-34.89284365961316,146.06507585314813,1
Male,B,165.9214870779749,A,-89.75278537711347,-218.66487578454002,A,-104.27184014234867,E,-139.34019773121773,-87.70879399205681,B,B,D,D,-64.11379835596892,11.558184778165025,88.50670875704606,0
Other,C,106.62649013245802,C,38.774580531116,-131.71086092955395,E,129.1400159427364,C,-64.21708271255704,-64.12319403640781,A,A,E,D,-60.17741471439144,-22.309438950844093,108.47893370421366,1
M,D,-25.88483204044365,B,86.3245064088668,-76.11782566561024,E,-42.936960196622984,D,1.908494869996313,-97.79613249196011,E,A,D,D,-14.46968312074189,-161.82603491790928,-98.0119798246903,1
Male,B,190.91032416828975,E,-82.41690625306947,-42.85021526681048,A,-27.87422244640999,A,28.80977148991625,31.860883898631197,A,C,B,B,53.071331489809815,78.09673974307093,29.14145833275249,1
F,E,-39.34431341778022,D,29.169378070839798,-55.00872628405098,B,96.67581539233213,C,74.05378374867676,-37.78800614281813,B,E,C,B,-174.0559222843425,-82.5433283391573,71.71551601024557,1
Female,D,-70.24177690125157,A,45.676668880184664,129.6866134310315,C,-15.577294887620347,E,-36.33421596298215,127.69522337531976,B,C,C,E,102.50054703187752,-28.057649711582194,-75.14293620565937,1
M,C,-126.64480037330799,A,-12.209792763228227,131.0918733245876,C,-48.84748152946041,E,34.97473203039751,35.464126419926195,B,D,C,A,196.07249881995125,-26.8446610746087,110.83420543011589,1
Female,A,102.00228815048075,E,174.76846272444823,-27.07251411752868,B,-139.07688421673973,A,-135.85359115023135,87.15311365939323,E,E,A,E,-160.49918239072292,21.935248643177573,-156.90239272622014,1
M,C,-86.23237314667324,C,51.42797749279361,-7.665817405790221,A,8.097734602370096,B,79.46202720757614,4.0747152109936655,C,B,D,C,-70.04587906452163,-44.0798710256616,-40.99833755756935,0
F,E,29.762736914833678,B,129.9739150434062,9.37829280025566,C,118.15004766231394,D,-55.605396222952244,81.9160455992919,C,B,C,E,84.33568848372059,-60.53326936140577,129.2422695338354,0
M,A,37.102705660983226,C,-184.2806318992612,-63.6233139283895,E,122.74836738884633,E,130.13152153824498,-116.45850605239735,E,B,E,E,-25.13965996068205,61.45061451971651,108.63812164967904,0
M,A,-108.13614445691036,B,16.27186710345473,0.20961453369170552,A,-32.3281817319394,C,-28.68304576339972,72.19176320239762,A,C,B,B,24.033430386734047,121.62208704205064,77.64361812687395,1
Male,A,-38.120137711010706,B,162.96030481729264,-90.27740576223367,D,-202.46702113129342,C,9.049537679993842,-6.85931003446596,D,D,B,D,17.77167970158572,4.779113893287352,67.7046354395156,0
Non-binary,A,-59.08468708149369,B,-72.32664148168017,103.3393134939054,D,59.28067783435188,D,-172.8925687839089,162.85161162560763,E,D,A,D,-17.07862699062586,68.11502379755326,-29.752221724066665,0
Non-binary,C,-107.17009591575692,C,4.09180813067987,-63.25619503762272,E,-4.349842998292569,E,8.863983353380501,107.3718806050692,E,D,B,C,60.51059076424449,116.94487734553174,48.22935064871881,0
F,E,-9.806431172144544,A,-13.043715340676679,14.784512234772173,B,-55.678457367348464,A,94.21006492091234,-76.98483657881611,D,B,E,B,-206.63932476716184,126.87792668491626,-162.38371561508762,1
Female,D,-40.239338220404136,B,-166.65535944440435,-25.655520080578782,A,-103.7217987603866,E,60.81742674837718,92.79255871189868,A,A,A,E,13.77538129027388,30.497025112710556,173.3908935608797,0
M,E,133.65188778155405,E,132.5999110367426,82.38226541814862,A,-25.820891655367795,D,-109.22455958283838,-10.228246080910647,C,C,C,A,-14.564184481671056,128.13827458416426,-10.785004522114033,0
F,C,-106.18877887500622,B,95.95771635205878,95.64890776809062,C,100.03646885203854,C,-7.034504143608982,-0.09722368167822713,C,D,C,D,67.83039312023915,105.16636658609453,-74.86063623032405,1
Other,A,-23.79493571953369,E,-70.16543380420894,-101.67275740598869,D,9.059482020490215,C,24.537651399357717,87.50581195976424,A,B,C,A,-19.81963874530249,106.54595227006614,-67.74490215654751,0
Male,C,94.68936965860333,D,5.1268054323539864,-74.72601553745368,D,-113.16864787527598,E,102.35099597549122,53.9119887395139,B,E,C,A,-107.66621470821805,37.42219085167862,50.91805365016376,0
Non-binary,E,37.54654276418122,C,-4.389199511628183,141.81993607632003,C,-96.76413572361558,E,74.66707690443315,-118.7427245430889,E,D,A,D,93.63168634883593,33.79074661546532,38.98495053271614,1
Other,C,-41.590920119733816,A,-45.4301018100598,151.7268095382563,E,-57.85749200979608,C,154.85272176334402,-221.52837788589844,E,D,B,B,-11.777930341739516,-92.07407641283949,18.896278413160232,0
M,D,-96.03140495469974,C,87.85504739429639,-22.781604232772075,B,126.35229820180164,E,-85.4432322275282,-27.79434700868396,C,D,A,A,54.53430671555994,8.668758287297985,-64.1025373403062,1
Female,C,0.23939473945838582,E,-33.61871588026227,-200.00871978315723,C,92.755500576095,A,46.82401357023617,9.116650823369914,C,E,E,D,-6.979607626102139,106.31770007486033,-35.55875422060037,0
M,B,22.741168308730696,C,-38.44815480888996,10.591848039626914,E,-30.92551251772264,D,-48.81099301929285,19.566163673593607,B,D,C,A,-6.336180326345481,35.66696380957793,-46.19221716889088,1
Female,E,-28.66164359250181,E,65.86995514129995,-153.6214825825924,A,-12.042209953710577,E,104.59983264184717,167.8358563304801,C,B,B,D,8.036621972061392,36.91516732222567,53.84886256048584,0
Male,A,8.04988365684993,A,201.88904684854148,112.65469290675607,D,-40.27644474348048,D,-1.2621637231110472,-138.24049044013148,D,E,E,A,-125.56573347688318,-218.9078016275083,84.10706379428666,1
M,D,57.86633488748512,A,93.4867971170148,-152.91797344781398,E,197.37943457493796,B,120.90240119816752,95.62984678991086,A,B,C,C,-72.16318058279974,-78.45905608764984,-92.82374669322586,1
Other,B,-158.15513648834965,A,50.5754172757756,84.81003687990665,B,-45.33877713871781,D,-1.3070834571819347,-123.86165505369719,B,E,D,B,87.56334698627285,-113.85321248314489,-3.6505078371738455,1
Female,B,7.07656161842268,A,-40.62947448526364,-51.082404177997965,D,51.15361479418505,B,3.2519783756913374,-63.6020726631704,B,A,C,B,110.46681378724273,-23.68365053048968,6.428049133799142,1
Female,D,26.086000692868073,D,-124.4882958653446,-107.34539233535804,E,-39.10919838090418,B,133.69248944594415,171.3671540836352,D,A,B,C,5.50382719456175,-9.225091174015603,-3.387080044594145,1
Male,B,122.10529035924115,B,113.06980221338961,68.58426882716674,C,-25.990192993040136,C,-132.66370825562376,81.66278961119134,B,A,D,B,46.855037021541726,-128.2445076206321,55.055481388947,0
Other,E,32.303722276082816,C,80.71473624975715,-128.07489485244707,A,-14.951135645096459,D,-122.81566972946356,30.312839430447212,C,D,A,B,-71.45752082443829,26.424250095588302,-105.81052286678165,1
Non-binary,D,-112.84356734897855,E,-9.597631028116897,-120.52048631725508,C,-62.59809910456852,A,-25.618268721850086,103.77050671682251,E,B,E,C,-25.31167113611803,73.1633008631608,-219.69502802845065,1
Female,D,86.8342104080194,C,85.11845294327651,86.87232043605,B,-105.21383178523209,C,93.11533446589588,137.06301706917748,B,C,A,B,225.25732716386355,104.30277162009591,134.04914311006763,0
Male,A,-162.79139100652836,A,-29.586066974204584,-1.2492676155480962,A,110.5301678333795,B,-49.63005025324662,47.73925648544461,C,A,D,E,-4.413400959249888,186.78730055970107,42.099929669180284,1
Male,C,-7.463915770352414,D,156.35911421051006,-136.22106533300763,C,33.92900217040549,D,-261.7358186458813,-20.89053131026505,D,E,C,D,17.2848090734283,-129.08927385193363,-32.77156238279027,1
Other,D,-147.01976830894736,D,-69.64672958644582,61.01110246224405,C,118.56226565447652,C,-87.70664373091577,-27.964326377894018,D,D,D,E,214.53686599910188,-198.59803176527546,154.58052305749345,0
F,E,-12.801443408025676,B,42.2254670687308,4.946576109050676,E,126.80635275084282,D,-2.3824686551937346,-58.04557894906763,C,D,A,E,-130.97396782666,-149.75963658519757,71.78564535572264,1
F,A,16.590588699104305,B,187.34545451994825,112.19843296119475,B,43.23443194928847,A,37.96353242160825,-117.15561379811253,E,C,E,B,120.49006504602195,-135.55294890360474,149.55364679761055,1
Other,B,140.91732378339728,A,270.39961002539087,38.36893752487261,B,69.10947170006277,E,-76.20928766192087,20.232698348472496,A,A,C,C,-111.31515338065736,25.02222741711888,-73.00023537681251,0
F,D,33.32361297952324,C,120.87857015099881,154.5037147389292,B,27.05284841659708,D,38.703305303244115,72.93399486493311,B,C,C,B,66.80039470269442,36.12250004169302,-93.78163535499742,0
M,B,95.81090627690908,C,48.995278524578566,-69.64287886038817,A,-63.784959337252566,A,55.22642780356366,140.61822583077128,B,C,B,C,-64.5404229349808,-36.81461460746098,45.56733348381739,0
Male,B,245.21865001531697,A,-56.30909808054686,-57.68808826480847,E,53.01491466071765,D,33.58013243962401,48.44998162108694,E,B,B,A,-41.00291913745097,-107.20443394574093,68.9668739235637,0
