genero,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
F,Widowed,None,E,-20.440524112687577,C,E,-163.88657884038517,150.02613559862735,8.640155183094373,B,E,-113.18839863795486,-92.5242978839843,A,C,A,38.293946014333294,B,-78.65537032578028,0
Other,Married,Yes,B,24.55903940826571,D,C,-147.13481700742247,132.87108014035206,37.263289109007225,E,B,-56.1749933254376,117.25513147690711,D,E,A,24.032129018572128,C,-75.67108403293214,0
Male,Married,Physical,A,32.6563675908832,D,C,111.3798550817481,59.538437138597274,-43.04769660705789,A,D,-121.13781864009565,-157.11537781938227,B,A,C,-102.68410241318999,B,-10.164109868295691,0
Non-binary,Divorced,No,E,142.16824976329278,D,B,4.827946860545454,-88.00169992351587,31.81835431393007,B,A,-8.186179343701596,-88.21723419496296,A,E,C,18.8061144103214,B,15.892622325487382,1
Other,Married,None,E,69.00570303562452,E,D,-42.41003457468692,-119.87963875648362,-44.12205474481201,A,B,17.23183687065463,-45.88763047775088,E,B,B,-95.14050358961008,C,101.89351511828824,1
Male,Divorced,Both,B,2.6249156326422396,D,E,276.77532185480953,-23.4252544197858,50.88322211842302,D,B,-55.17429894745717,69.22300876992476,E,B,A,-77.13151677364898,B,86.99195557305225,0
M,Divorced,No,E,43.524337482439805,E,D,-32.417556583286725,-74.3058721852626,-162.45855120419344,B,E,-158.04511769413827,88.45134880251656,C,B,D,63.957040535814045,A,-25.359785965599464,0
M,Divorced,Mental,B,66.93810526840322,E,B,35.956409225879085,-111.36417330983987,26.780339496005478,A,E,-12.038364759709877,246.35856937436594,A,A,C,-46.116774507971556,B,-130.9042345706867,0
F,Married,None,C,188.31950686566177,C,D,72.85248566685559,14.89511190352337,-53.69153959528011,B,E,-102.55319135335684,-202.83561881697278,D,A,D,53.96156090116966,C,26.8674449859631,1
M,Married,None,B,12.357158121441588,E,A,31.88938843903355,46.32660588419715,-121.00613330725358,E,E,-132.89682571496198,28.14697559719976,D,C,D,3.8711756413719205,A,28.95820128786924,0
F,Single,Mental,E,-51.519519471267515,B,A,120.78913323030811,18.80960043427303,100.504874800116,B,D,-122.09984747563134,221.75790743007565,E,E,A,58.584922610520515,E,88.43202206752079,0
Non-binary,Divorced,No,D,-112.5663888908387,B,B,56.05945873761083,-198.0896963263343,-45.93872550580635,B,B,-112.8927623244389,-51.307949387602946,E,C,D,-35.30658904889862,B,-149.53226505691853,1
Non-binary,Widowed,Physical,C,-6.193281576251788,E,E,-115.25602554325376,108.28365715629718,-79.34240939320796,A,D,174.29300561103025,73.55254569768273,C,D,E,-14.845649137488836,C,-20.71419368333031,1
Other,Single,Mental,A,-60.967415126168675,B,D,62.52174901486091,-35.13531305346797,-127.44686746896501,A,C,-252.5886720079601,122.46982301622114,B,B,A,23.296654331345657,C,81.42592479842062,0
Male,Divorced,Yes,D,-156.14765515465402,E,E,32.01232808213876,52.11833465995982,36.87597251027995,A,E,37.07359048304044,-58.4743711885429,D,C,C,-17.925116962390167,A,27.834147616342207,1
Male,Widowed,None,B,-31.362523022826323,E,D,230.34351683308904,69.01727784369747,-12.180708748706035,D,B,-40.72209780873922,-41.9805542083304,C,A,D,-38.20947655482389,C,20.00564250816425,0
Female,Single,None,C,-39.674931978189015,E,D,16.975308723340245,-6.847372626447794,55.76220468287752,B,A,-53.832131287894654,-1.8017172041367042,E,E,B,109.10825455531352,D,162.70157411724887,0
Male,Divorced,No,E,290.3712106622317,A,B,-24.723677025998505,49.77769553622228,-5.719057639549498,D,B,17.735033781315586,-148.83799132850717,D,E,A,102.43025332949951,A,107.6330163876891,0
Non-binary,Widowed,Both,B,-209.38116294179133,C,B,-79.99468356297356,-69.37464913002538,-5.791051990778807,A,E,-232.72475119009508,162.97531515325565,B,A,A,16.0627412605927,E,117.77433131704802,1
Non-binary,Married,Both,B,94.72834959935057,E,E,-116.44051677152927,191.95638030212558,245.09992556114673,A,C,-16.328674642923332,81.57263931272888,D,B,B,37.360554296496126,E,-175.57426627759912,0
Female,Widowed,Mental,E,45.699860252406246,E,A,-89.05756658781966,-93.85282953148538,-105.52519924366719,E,E,57.48979356257459,93.1991907205579,C,C,C,183.44866038795178,B,-66.71764950828245,0
F,Single,None,B,120.64190469173599,B,A,107.21800429404963,12.68414327376654,-37.08043711405466,C,B,70.4786605761118,-147.61531940298477,B,D,B,-42.407436086932776,B,-11.756846493945988,1
M,Single,No,C,-40.07449590000364,C,E,-75.04009592380932,118.03444979997215,-103.51718062294213,B,B,17.196349965923545,-46.50571903018732,E,E,B,-60.486204574943415,C,-13.947938052057198,1
Non-binary,Divorced,None,D,223.3621085163457,C,E,-23.654671486569086,-121.47428786703935,14.595930375766175,E,B,-152.91601835144868,23.494575139835064,E,C,D,-17.1802998473875,D,15.584014144681632,0
Male,Divorced,Both,C,115.35949693601009,B,A,-156.20970930751125,113.18990531997592,76.59798256962095,E,D,-115.61673982479131,-14.159169994059006,C,A,D,85.04276891270376,E,133.93334450747173,0
M,Married,Mental,A,-10.654075595010081,A,A,87.97206440717818,88.15478027373027,83.31084948493464,D,D,136.68314342823817,-104.48130795934216,C,D,A,-9.534157162943325,C,4.7801320021938105,1
F,Widowed,Mental,D,-65.94601759853906,C,B,-111.07221749508773,17.460991086339995,109.44200337577522,A,D,22.266851884773335,-94.84447287157745,C,A,B,57.57739232219855,A,-40.062992831533926,0
Other,Married,Physical,E,-163.33259551009905,E,B,57.61567347544797,-214.37364529982906,79.41122834516818,C,C,1.1772760778042048,24.04614158892793,B,E,D,143.63206817123415,E,-174.88131302874538,0
F,Divorced,No,C,-37.78531323138484,A,A,138.85535496485576,153.4955670327895,25.636598317478487,B,B,175.54253456431817,-29.10856860222315,B,D,A,-57.21109740228275,D,211.82616353394909,0
Female,Divorced,No,C,-59.203260195934085,B,B,-40.782535221748766,-181.89292504671647,40.02735754720577,D,B,147.71934469649304,-26.523931828346853,A,D,E,-23.14832511353361,D,47.29860214041977,1
Male,Single,Both,C,-72.9274297712083,A,A,-44.417265466228734,90.05487309939191,-48.32865333077746,B,C,-16.357835133816806,226.79572953391317,A,B,A,-112.37234544858701,C,-25.219926798769126,0
Non-binary,Divorced,Physical,C,119.98906255202616,A,C,-12.551966887038915,-87.12737702451953,13.03368407182974,C,C,93.10863334979483,169.0603484999637,E,A,C,-142.29803226703498,A,-4.0932874468498115,1
F,Married,Mental,E,-80.55922662225818,B,E,-3.7917408712401133,71.89647746020819,170.2757694245148,D,E,-126.92304707676281,123.19474048808038,D,C,A,62.42450001911835,A,21.74499677911758,0
M,Married,Mental,D,-20.632765928334774,C,B,-111.41961065951726,16.60747613372641,82.21271165186648,E,A,-41.13945048706336,10.775932478425727,C,D,B,67.95196652431021,C,180.2959062973285,1
F,Single,Both,B,-16.859571426833497,D,E,-18.346319178868328,-23.613960055296634,-60.35114953159866,D,B,-148.10684927604984,92.82934938598578,B,A,D,-86.81754287359107,A,182.85711897736232,1
F,Single,Both,E,48.306607392528505,E,B,11.46307789688649,-2.287283703458869,141.37440625105978,D,C,32.65912519828355,-90.44562611425015,C,B,D,-62.621571477537906,D,38.60831580161974,0
Other,Widowed,None,C,-23.098356588207796,B,D,33.36119125124881,100.53192409707863,98.66654066475931,B,D,11.991209086763002,8.490319203262807,E,E,A,-136.68324670395387,A,-21.95858435335979,1
Other,Widowed,Yes,B,107.80576642814472,C,E,-17.82587855897785,-44.27970077278194,19.077395004000063,A,C,109.04125628264288,113.01088239403695,E,C,C,-84.78714192178722,A,-61.35518779845962,0
Male,Single,Mental,B,-57.573766428563836,B,D,138.56755591310298,-246.08915071244576,-21.07605782781717,D,B,115.43042574467472,-47.34066433843592,D,A,C,-58.83744763397352,B,32.19693606734053,1
M,Divorced,No,C,-144.5410033664181,B,D,-137.81843403453348,-51.86872040455201,-30.868674324801194,A,C,-37.46866082725539,80.47341385620982,B,D,A,23.679826723506014,B,-2.1269837255657005,0
Male,Widowed,Mental,A,71.3818062406943,C,E,-54.908653070893756,51.38239950452564,-49.38307136168524,A,E,-145.12738565065254,-49.68206284809824,B,A,E,32.98719717404924,E,-173.73555022672386,1
F,Widowed,Both,A,22.936983492185718,B,D,27.071584602191635,-82.24802446354147,-5.905006246063001,B,C,181.4231002037924,-33.46418683850158,E,B,C,-87.39871752598275,D,-28.109664025665072,1
Other,Married,Physical,E,-11.648433650140639,D,C,-46.20267236627907,-32.821333619325486,3.6532749387582433,D,C,-240.36546355304677,93.24741349096654,D,B,C,15.919498328182291,A,-201.9125317555409,0
F,Divorced,No,C,7.6643145981952765,A,E,-99.73900139857348,12.859873298775742,-37.304402166539674,B,E,-49.91494812171943,-129.57245407485112,B,C,C,24.710159686740944,E,-75.38238618366114,1
Other,Single,Physical,A,78.8743554811602,B,A,-188.63484368535146,-32.75323265651921,-69.26613112856914,D,E,89.7184270540045,-3.0863062538009958,C,D,B,-32.40951286172406,A,121.20848932200327,1
F,Married,Mental,B,-90.22611505981075,D,E,-217.34842109979775,111.37471840783621,-160.38273265485944,E,A,-9.769652428780509,23.44071913419699,E,D,B,56.164646408343636,C,-31.834669544865996,1
Male,Divorced,No,C,134.2681345154135,C,E,34.21372490641678,-108.94094279050898,-192.9629108192931,D,D,63.86299117953933,229.85110661031518,A,D,C,29.136852007542156,E,74.81898431361252,0
M,Divorced,Mental,A,72.04950634710436,C,B,76.84919791072235,-79.30021124561833,38.930500688890184,D,A,-17.714903571845973,16.827237458144868,C,B,B,125.78338013091125,E,120.96324831374363,0
Female,Married,No,A,88.27314574172956,B,A,26.66774433452993,77.81931287988743,-74.18489388721112,A,C,-91.14628464724144,-133.48879173548704,D,C,A,-54.47833613827265,D,127.63638026140312,0
Male,Divorced,None,B,4.332787912983079,B,B,7.358333380660809,-35.42136561192601,-68.09542046841088,A,A,-74.3572344580357,-40.911137207032176,B,D,D,139.60715892837362,A,117.65920600857767,0
Male,Single,Physical,E,-79.96674258122862,A,C,58.68602496955822,30.36171362175771,130.05302971794814,A,E,-8.006831238942498,218.41209430373937,D,B,B,-131.14761477952558,D,-97.86068869432928,0
F,Widowed,Mental,A,1.5356946437705412,E,C,-69.9193789645776,23.536797207508403,173.33526362992316,E,B,8.897692704838423,113.30505357489746,E,A,A,5.50545394523424,D,76.59479801349369,0
F,Married,Physical,B,115.01345231087103,A,A,-20.59756807420598,32.38653074310975,-234.68760730826094,A,A,-35.62220100160657,-98.71979943411124,B,E,A,94.04333895622926,E,42.029423679962434,0
Male,Single,None,E,181.31360021850597,D,E,-118.30334252845167,-38.54693010064602,-83.13182255407749,D,E,-166.91060333127123,-6.2084915950013375,E,C,B,-97.10501978326103,D,18.798449534076564,0
Male,Divorced,Mental,B,64.76331169074886,C,C,-84.12018620616963,-31.6895850817292,-3.6841508945431802,A,C,13.524839888407007,-33.25606122200531,E,A,B,-27.519234071649002,B,28.158924321554867,0
Non-binary,Divorced,No,B,48.921957684448,E,A,227.89083740652427,-59.9715514514162,-137.5612070905136,B,E,108.98292416108168,87.20100260442712,A,E,D,35.322476540519325,A,-71.53628752909611,1
F,Widowed,None,A,-252.05380838141159,C,D,-5.867778106971812,-217.16164611863223,153.70633014437593,C,E,7.201106863479834,160.0589601410997,E,A,D,-36.189254935158544,E,-37.45564559111975,0
Non-binary,Single,Both,D,-49.35454749420708,D,C,14.946836660028568,-9.708044413532681,289.71160964089927,E,B,-44.671354938689475,99.5558362200759,E,B,A,-125.99894586280756,C,-163.12291635870048,0
M,Single,None,C,-93.33299716439876,C,D,56.346322158622584,-34.77961191745152,-28.204623464973942,A,E,-10.698385851763051,155.10882072297807,A,B,A,14.811428427125605,B,20.484543797676277,0
Male,Married,No,B,136.89907193543783,E,E,74.81305801529055,-141.65602919890986,-142.18549220241448,E,E,87.94951005412894,89.04936638203237,B,D,C,-213.42091788401848,C,-127.65833623917497,0
F,Divorced,Mental,B,-10.869697265535214,E,E,-56.42200939126217,-5.585952672852644,-93.62788224972275,A,E,207.20524634090683,-176.42673246221347,C,B,C,61.97070803417872,D,-72.8548399276916,1
Male,Widowed,Physical,C,-7.864979440077681,A,B,116.41202669118968,-74.14252591884389,-258.5292553223842,E,B,48.81969237353278,-97.37968914889926,B,A,B,24.813632511140714,C,89.21164248906027,1
Other,Widowed,Mental,A,-74.69136465341391,B,C,131.53235546965684,-24.724718708335327,-74.44958186648262,C,A,-132.48322227138732,-49.39273184152647,E,D,E,147.62138323319542,C,-154.77570339873728,0
Non-binary,Single,Both,C,-159.66571943258518,B,A,-47.777436953562514,117.49684703697483,-23.104270083291286,E,C,-177.1004096713245,-92.63273505849571,C,B,B,64.55226254456124,D,-161.07156001331725,0
M,Single,Mental,C,-46.613930209393466,B,E,-130.0763881166465,252.1749763290758,-77.82730070533279,C,A,-34.32022679098724,-142.28276642274164,D,A,C,-32.2116253381491,E,42.873856932303596,1
F,Widowed,No,B,-70.93607490964848,B,A,9.67993835957225,48.1348382068136,-70.03734250221068,A,E,4.2351005729235,122.5934383601051,A,C,A,-88.21338124405919,E,-80.1219474138207,1
M,Divorced,None,D,74.64932627250747,E,D,-22.71530394291283,0.14144753536702176,-76.61195787146677,D,C,-64.86741504253474,192.29651634527966,A,C,A,119.49683242145042,A,87.48886497170419,0
F,Divorced,No,E,-59.40510482484937,E,C,-129.78760609584043,44.80926981077557,-144.6171496103515,B,D,37.76221648756247,67.0768221102002,D,C,C,94.99004218484592,E,106.93745066820719,1
Other,Divorced,Yes,D,116.95864885073186,D,B,28.33048178680535,-177.85923486314078,-6.94676405673309,C,C,-32.94323426935949,128.2000680721592,A,E,C,-55.118140190732646,A,55.03979370500224,0
M,Single,None,D,-98.12581232681997,C,D,-79.74599872183455,12.408555676898471,50.7844782365844,A,A,29.691300307070613,8.958419418366216,B,A,E,13.281727278828004,A,85.40924315187418,0
Non-binary,Divorced,No,C,157.45618155026625,D,A,-47.04876311860297,-15.694629275530508,30.2868881282345,B,A,-86.76374982213498,-23.986186428178193,A,C,C,-37.250259182475034,D,148.10564190118583,0
Male,Married,No,E,63.679911122354305,E,A,55.231846000078924,-2.343850055486994,-86.62147160361548,B,C,95.81347285786893,13.70166213001028,D,C,E,9.064434464388269,B,53.27775740030458,1
Male,Widowed,Physical,A,148.475924417157,C,E,-26.175801064060682,34.9109924894752,31.89499920966925,B,C,170.33664842322418,192.73477693539402,D,C,E,1.8027306757042794,B,50.376061807490814,1
M,Single,None,D,16.343318105566084,A,C,-2.533879046598181,137.9398178886483,82.2084386225934,D,E,113.30599602262556,163.33902467282837,C,A,D,60.960342047071514,D,-3.2657721027365185,0
Other,Widowed,None,D,110.16593027227253,B,C,15.01649361887154,200.68459941210907,194.89796543428128,A,E,10.938784030454384,106.20086832701128,A,C,C,-112.90673622345575,C,16.65517546789484,0
Other,Married,Yes,B,52.32298706932204,C,B,13.361321144016685,-46.85755372168055,65.72544587446724,E,E,-24.049326426341512,7.923596488231759,D,C,D,-116.44065445383436,C,-32.49285569372,0
M,Single,None,B,65.87978367818612,B,C,-143.49572302867824,-55.44975965225601,177.73030548178258,C,B,77.81150103411201,-39.553820470879835,C,E,E,20.07000875425127,C,83.82901132308355,0
Other,Single,Mental,B,-53.26506508282161,A,D,-55.17554329430536,33.325322786180855,34.04714775702124,E,C,-24.705707980539795,-20.388204103757513,D,C,E,-4.287018542246467,A,-36.16815170969303,0
F,Divorced,No,B,-21.82925253705197,E,E,-179.30411794995408,103.60718176101817,34.67720045625083,A,C,-14.728004352143708,-127.95362745875232,A,D,C,-118.63757065760187,A,-63.91193359025937,1
Female,Divorced,No,D,187.65223952377764,B,D,-24.796574982202454,-171.03274976508195,88.65520990460573,D,C,74.63376818251537,13.036437747355132,B,E,A,-10.607203682894232,A,88.13281289075644,1
Other,Widowed,Physical,C,71.63225486644387,C,B,-48.57327459709303,-69.04897998868267,71.09659763152916,E,B,-158.43659321726153,-85.47280927261835,C,C,E,-94.38549745910393,E,62.00875818678391,0
M,Widowed,No,B,-57.70510146538999,C,B,-53.582652290711266,-139.7812107941708,127.80971998758994,B,D,137.5257562287877,-117.3363136242769,D,E,B,184.0262270755289,A,113.46486237217361,1
M,Divorced,None,B,10.485568036342018,A,D,40.19015566216687,-97.96345533874721,-136.4371734207298,C,A,-144.17296140056726,-27.419569244975666,A,C,B,143.78336955627725,D,-60.27380324134229,1
F,Single,Both,B,100.16301921611034,E,B,224.4351516380838,135.1641795052359,-29.123493774992355,C,E,76.41981035981532,-21.04590080567785,E,A,E,56.91567488849534,A,-20.582727607935702,1
F,Divorced,Both,C,-55.998651051280476,A,C,-88.94449619287018,40.784173625701584,39.914632366925254,C,C,69.13400195152097,-85.31883027661887,E,A,C,70.71391137539314,B,13.369651019436828,0
F,Married,Mental,A,107.4476970752747,D,A,-170.71641429968506,-141.99634271743352,-7.555522813081744,C,B,-23.58597934995107,16.789796197985808,B,D,B,58.73755504873653,A,-67.87692921841597,1
Female,Widowed,Physical,E,183.45433657124238,D,D,78.5199749354871,-91.01226318075226,16.010334264465957,C,E,-4.541206741959245,-61.566269049096874,E,C,D,56.71935296565346,C,98.30394784774755,0
M,Widowed,Mental,A,-37.354783457858886,D,A,215.94282840901934,-13.038666159662199,-114.27595766244718,C,C,190.12674585151822,181.28624407274418,B,A,C,-128.54825944750422,D,127.65972295585453,1
Other,Married,Both,D,87.31129154925328,C,B,-161.69098857471752,-2.916712695811353,-240.4970373456274,C,C,-55.318099178319315,65.70117324829064,E,A,C,150.60803767856726,D,-0.5901090871444353,0
Other,Widowed,Mental,D,39.594211120508646,C,B,-111.4085673911035,14.802002415192709,58.53077919717231,A,E,-61.87724686125448,182.88838883827574,E,D,D,-21.176667844979686,C,-132.55986176090906,1
Non-binary,Married,No,D,-268.26184850217965,E,E,36.99686980490985,-55.980113714287114,75.01593105258118,E,D,44.04961707022571,-34.565551580620124,D,E,A,-156.2068995118842,D,67.58424717436716,0
M,Married,Mental,B,-12.041063607500973,B,E,-72.69259938795713,-72.3320857639116,-33.84330032281305,E,E,-23.35062717620349,21.13450777909235,A,C,E,207.28548045946357,E,-194.72873530363796,0
Non-binary,Married,None,D,-63.46361628143329,E,E,-67.12934458303485,225.41094267302472,-76.02194597268172,B,C,-3.0943876873575746,-50.69618928044844,B,B,C,158.15207167758928,D,-110.90328847578061,1
Female,Single,None,A,58.88701569521368,E,B,154.42722555340674,194.90562633882567,-2.519177962648691,C,A,-20.688020273931123,-84.32063191619976,E,B,C,-67.8324486947737,E,40.696958142543856,0
F,Married,Mental,A,-5.368364803227048,A,D,-29.343380402876658,-118.00505061722752,-156.12145225835602,D,E,161.57120669099567,75.987764094659,C,B,C,-160.96454993946554,B,-46.69771735214956,0
Male,Widowed,Both,A,-29.70187805984823,A,A,88.22507309323039,-85.52438733898906,-32.21319316475474,E,A,-106.53716595058485,75.60466933255114,A,D,C,49.63156432771228,D,-92.71783196864538,0
Other,Widowed,Both,D,49.885202309348614,D,D,48.23113791932053,-97.82738535209712,26.53194110518488,C,E,-235.3679024966329,-11.811942156020176,B,C,D,-164.45128994926426,D,1.725793047324914,0
Other,Widowed,Both,C,-73.37500055620632,E,D,-28.502267803461418,-53.535075050198344,-44.41963951448713,C,E,67.36396527760667,-88.54808978106794,A,D,D,136.60038340992665,E,25.848837129870798,1
Non-binary,Divorced,None,A,67.20093000041102,C,E,126.18312657633892,-16.973236701719514,112.19697155148887,B,C,35.81501064258906,29.473797053355327,D,E,A,35.33228832416859,C,-122.26611284101632,0
Male,Single,Physical,C,-23.684247989162408,B,C,55.74964687817786,-130.55877757166866,10.106680473252796,B,C,-148.9306948072088,28.65904357451517,A,D,B,-44.78196508973154,D,158.83111053710778,1
M,Widowed,No,E,77.4618825005347,E,B,-92.70952866128994,18.918952534119597,-73.9688480439034,D,B,96.92446636851602,-37.47181873454617,A,A,D,7.730907177617105,D,56.05064323798559,1
Male,Married,None,E,-82.0627019163401,E,C,-24.591722765875126,-59.82285436919128,-38.48200336608888,C,C,-181.6605398624057,67.24960784644492,E,B,E,-163.12268924355837,D,79.06553529331232,0
Other,Single,Both,E,-14.196291499061326,C,E,-72.3070958701059,-47.29131769888159,-67.9503679252698,E,B,-5.690199464342767,105.10963703394991,E,D,C,-61.74802444589657,D,37.77628668083913,0
Non-binary,Divorced,Mental,E,54.45884319680331,D,C,-150.84790516179223,46.98213671478085,-67.95531070512502,E,D,55.96178647314628,-19.772827578839706,B,E,A,4.0759519620568305,E,22.00919778927129,1
Male,Divorced,Physical,E,-42.158714693897906,D,B,-110.87605054983929,-127.48687126145396,260.23804198473846,E,A,139.54965459954732,-13.642955436683451,A,C,A,-83.66508713529939,A,-124.2811507010698,0
M,Widowed,No,A,17.325331710536304,A,B,-0.3087536704499328,68.76110815579838,5.039121233534169,C,A,26.459556248749376,11.743798105629791,A,C,D,87.31695590338792,E,-23.96931671967436,1
M,Married,Both,D,199.3960293757504,B,A,-76.67113672015864,-28.24553848276435,40.19957400593207,C,A,169.4228844238809,56.88851749970998,D,D,A,-175.24445233806,D,55.69475962515769,0
M,Married,Yes,E,122.72647450241432,A,E,-12.315618607645238,-166.80746594930747,88.3338481024726,B,E,52.04448069066326,-69.63170169828665,B,D,B,-127.55169526080141,D,0.1747762636503569,0
Non-binary,Married,No,B,126.16186634194442,A,C,-17.889755493044905,-72.4185197918876,3.1440185471017528,B,A,-5.50857731162614,84.59377757598553,D,D,E,-27.1014960612265,C,125.09360229882675,1
Female,Divorced,Both,C,-91.28869699672948,B,E,-26.99585547727665,-153.92089797904535,75.30998360213151,C,C,-130.15517901327584,-73.68621454395317,D,B,D,9.480683944803904,C,-15.763195595013565,0
Other,Married,Mental,D,-185.55190955837716,A,B,-202.2368710230862,69.85032763297329,114.80556171730605,D,C,134.02023441329248,-122.79358090872043,B,E,B,209.90079062034934,A,-62.51461142766637,0
Female,Widowed,None,D,130.6623041234693,C,C,117.39052434224186,-11.85898354861846,71.97412624595749,B,A,30.92291637443823,-8.124666338917743,C,A,E,77.06604080937188,B,121.19680813803954,0
Female,Married,Both,E,-110.30350650385894,D,C,-150.57765664061762,-31.555602805850402,-6.957863755977038,B,B,-127.16629404269595,-15.626555080228192,C,C,C,-122.94785111580482,A,29.573172811783145,0
M,Married,Both,D,-12.368556203193803,B,E,-108.88932207447849,9.317931315729414,-6.2916545067796825,B,E,-10.820896718236456,6.715961112270505,C,D,E,-235.54344846598752,E,-167.3839382850451,0
Other,Divorced,Mental,A,-41.25641001875272,D,B,10.192856195515391,90.55454527367704,-24.422231666384132,A,A,-136.23506589806277,-5.788166870999065,B,B,B,99.09950213522632,B,10.960417806126063,1
Non-binary,Single,None,C,70.26394784732288,D,E,66.42747774707772,121.93564205298162,-230.6285229737777,C,C,-40.25337518781068,120.8819617895595,D,B,C,35.9240702988575,D,99.32139054336494,0
Other,Divorced,No,A,-26.21419617706345,C,C,47.119815510510804,-17.739367582893756,209.47591353904465,B,C,215.72702632466303,77.95501215926468,D,C,C,4.134509715840559,B,-89.3467463286423,1
Other,Divorced,Yes,C,61.14655118523835,E,A,3.8095323624799406,75.23864466342192,27.421509278132568,E,D,-48.68178787787488,66.36961214656867,D,D,C,-99.18583725574929,C,137.77285404330812,0
Other,Divorced,Physical,A,36.458254221052094,C,B,8.088219479402682,-78.6253829610007,1.4744622099511524,C,B,30.527898556771948,-72.80235945595224,A,C,E,22.750075030773516,C,53.10494847024303,0
F,Divorced,Yes,B,102.13584883790001,A,B,140.55693577351093,77.63559696604042,-150.96531331588258,A,E,15.422643112578019,131.56931604833613,C,C,C,47.94891016327679,A,50.84942322227116,1
Other,Single,Both,C,-9.130367095248136,C,C,35.08320593456092,-36.303869781912,-135.9319680903394,E,B,-36.75857129909913,221.97417229248524,C,D,A,115.1451114382304,B,135.93790096793467,1
Female,Widowed,Both,A,146.95459772948175,D,D,-88.595935172536,51.76655175909403,55.33845834821223,B,B,-12.548374812191293,96.49432404615796,B,E,B,-38.06179982740904,C,-88.33709223183942,1
Other,Single,Both,A,-151.8666221904203,E,B,-14.589409844209595,-150.61127099430664,64.90927052807433,B,D,68.47194198602021,134.91938641259037,A,D,C,-28.73989571074472,B,-11.795989210967136,1
Male,Single,Both,B,-31.412471791947777,C,C,-53.80872280342962,108.5089342812444,-48.906177560868095,A,D,-65.26934071561425,-86.35650673975151,D,D,E,7.028317074562578,A,-226.51828123939487,1
Other,Married,No,B,-146.1238710317809,C,B,-0.16753730149979057,71.75695248137455,24.695979926498683,A,B,63.13703289222728,49.23229496622839,A,C,C,27.868084626496643,A,6.290229681426772,0
Male,Widowed,No,A,-0.8404836085350883,B,D,-32.10412966165269,-106.58031599669977,-156.9670222456054,D,E,111.71047671062844,0.6346973154729703,C,C,C,96.62892300864956,A,110.7219861821066,0
Non-binary,Widowed,Both,B,110.48699695732896,B,C,-28.478013807189466,54.442056743219865,191.1347372590378,A,A,93.19463149546819,14.797805326046337,D,C,C,-31.7680577183303,C,90.37889284263483,1
Female,Single,Yes,E,-4.393849895789231,E,A,-61.34233491415731,60.53243033967641,157.26238066823785,E,D,-31.160365753886595,106.34701705549455,E,D,E,-20.32481735325087,D,-61.67816873704617,0
F,Married,Physical,E,-61.936928162397805,E,B,5.954390126544754,-25.45448186675156,0.6270505350347595,E,A,-151.0375499422499,103.62659483397492,E,E,C,-145.73014227581695,B,39.74257118367705,1
Female,Single,None,E,-143.96721936016561,B,C,-155.84599284415313,-48.66552593377946,-1.1501109777989087,A,C,-243.23430692907567,81.03593386985384,D,C,A,15.385254344095713,B,-12.916059297228252,0
Non-binary,Married,No,D,-175.72142753713862,B,E,147.79045935494062,-71.28979627075029,95.6841264903862,A,E,-33.998372857550685,-138.078203907931,B,A,A,52.8775167663145,A,140.60089602766377,0
M,Divorced,Both,D,-156.18155317249753,B,E,-34.59513785648431,93.59492474526756,-45.011340105595025,A,C,16.989477250319933,148.5231199126703,B,B,D,88.08840046449,A,11.713910293326709,1
Female,Widowed,Mental,E,-23.492202806837227,D,D,87.5091326292658,1.440638685302161,-280.563922736817,C,B,-164.1795658108384,-95.420007114534,B,D,A,-70.96372030418905,C,-192.97320895471154,1
Female,Single,Yes,C,-46.9357381494961,C,C,43.43726045575333,31.270632222948187,15.459447115264108,D,D,26.867175348875456,-41.64859672479647,A,D,B,-163.8805712695569,B,83.8488381828702,0
Other,Divorced,Physical,B,-72.3848037516085,B,D,-31.941162382655,105.99958864963935,-38.04028226896115,C,A,-47.319014351709285,-116.78441391260715,D,C,C,81.82215417936922,B,63.685385911502436,0
F,Widowed,No,C,172.12814464377232,C,B,-53.499769799338196,68.99181399762304,136.98068607668884,D,E,5.242526393721566,120.78930832607462,B,C,D,24.650003194988344,A,-283.22968704733944,0
M,Divorced,Mental,B,-27.260255775993148,C,C,1.1746156140557906,261.3286914001558,168.28078183382033,B,B,-16.43446438341467,-97.7212893633058,D,C,B,-104.90715478343486,C,-320.340233060983,0
Other,Single,No,D,125.09345481699962,B,E,79.80045652641587,-59.489752278050524,-23.870179837085466,B,C,-42.27686013094369,73.00757964732016,A,B,C,-84.85461448524016,C,113.55908510008209,1
F,Married,Both,B,65.16258733195949,E,A,-132.9928832425936,48.210149491752546,54.23150552737577,C,E,34.28326012604226,-69.19661543629367,A,D,E,174.90323761101948,B,38.66531436468498,1
Other,Single,Mental,E,-23.23535596113709,B,E,6.808035957534174,-169.29600328975678,-30.668630055104078,A,D,46.67230915884611,138.73662561274577,D,C,C,24.83693760209882,A,129.1192346794299,0
Other,Divorced,Physical,C,-49.99133508044509,E,A,68.69877165880337,104.20747032187192,159.2328053209429,B,C,103.43981753585815,-34.58459483601672,A,D,A,-158.16378610476593,D,101.296422738444,0
