age,nationality,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
64,Mexico,Other,216.4513151989642,B,D,B,C,D,E,A,-132.5171454708942,0
21,Other,Heterosexual,-66.00483012212925,A,A,E,B,B,A,E,90.15588361668789,0
23,India,Bisexual,-211.4397950687667,B,D,E,B,D,E,E,151.0050168631111,1
33,India,Heterosexual,88.68549375613665,E,A,E,D,B,C,A,21.33399764757532,0
49,Other,Heterosexual,29.295049400499813,B,B,C,D,A,B,A,115.35269948917298,0
34,China,Bisexual,6.223010939220173,C,E,A,D,B,E,E,13.814164918735086,0
33,Germany,Heterosexual,-47.92494296702434,B,A,B,A,D,B,A,121.39664799167336,1
19,US,Other,138.06523756663557,D,E,B,E,C,A,B,-114.77089270655941,0
65,Brazil,Heterosexual,31.237985322660904,C,B,B,E,A,A,C,10.874115531148645,0
38,China,Bisexual,35.06624545240079,A,A,D,B,C,E,A,43.139264513904486,1
37,India,Bisexual,30.110223851380187,C,B,A,B,C,A,B,-99.56790984892763,0
62,Mexico,Other,-42.311864270017765,C,B,B,D,E,A,A,83.2757053194143,0
41,China,Heterosexual,28.902227541916574,A,A,B,B,B,D,D,-71.84472733380788,1
18,Germany,Heterosexual,21.133604907345198,A,B,D,E,D,A,E,8.330282748044164,0
54,Other,Homosexual,-78.63257991663592,E,A,E,A,D,A,C,137.07733937999498,1
45,US,Bisexual,134.586324544608,B,B,B,D,E,A,E,24.063177867274398,0
69,UK,Bisexual,-77.37728740252582,A,A,E,E,A,A,C,-144.67796138821106,0
33,Brazil,Homosexual,52.911609166694554,C,E,A,D,D,C,B,72.10679309227721,1
43,Brazil,Other,123.48929883925403,E,C,D,D,C,C,B,-49.02260234486972,1
49,China,Heterosexual,-14.06625491330982,C,B,B,A,E,E,E,52.32470229362022,1
47,Brazil,Homosexual,16.018790770742804,D,D,B,D,B,A,A,64.28180077893087,1
54,Germany,Homosexual,96.73653740196355,D,C,B,A,B,E,C,8.607022011230958,1
41,Mexico,Heterosexual,38.32480575976985,B,E,D,A,A,B,E,-144.94133187448796,1
19,Germany,Bisexual,82.39054804553966,D,D,A,B,B,D,A,-116.14796871785249,1
74,Mexico,Bisexual,67.93325324645629,B,B,D,B,B,E,C,-202.70706658149638,0
69,Brazil,Heterosexual,-4.085467035604776,C,A,B,E,B,C,B,104.27355529892162,0
20,Brazil,Heterosexual,206.01193740184164,E,E,B,D,D,A,D,-13.667687527391974,1
34,China,Homosexual,100.69426854223326,B,A,E,C,B,A,B,-8.08331908831979,1
74,India,Bisexual,169.60770484109773,D,D,A,A,D,A,D,110.31946590354946,1
56,US,Bisexual,98.16505987641723,D,B,D,B,B,C,B,-55.299160530872726,1
33,Germany,Bisexual,30.403022623295684,D,C,C,D,B,A,E,96.55981736951465,0
73,India,Bisexual,78.10958916460685,A,B,A,E,C,C,D,-169.4719911835489,1
27,India,Heterosexual,12.591962207151708,C,B,A,B,A,B,D,282.7009161831885,1
44,US,Other,-12.863750033833643,E,B,A,C,E,A,B,-191.89461097818875,0
79,India,Homosexual,-88.32976778205195,C,D,E,C,E,B,D,12.18113397193986,1
52,Mexico,Bisexual,-6.776319416498171,B,C,D,B,A,C,B,37.451000762451635,0
42,India,Bisexual,-126.0968293372607,E,C,B,D,E,E,B,312.62131428251143,1
57,Other,Other,61.77686911054199,E,C,E,A,D,B,E,-2.3842115050484205,0
34,China,Heterosexual,-131.19665930511576,B,E,A,C,A,A,D,-62.70343593883948,0
68,Germany,Homosexual,69.25049360537629,D,C,E,E,C,D,A,132.15114323288688,1
66,Other,Heterosexual,37.23259297746653,D,A,E,E,D,B,C,64.96106861978541,1
23,Germany,Other,-156.49997473888777,D,E,D,C,D,A,B,-123.29173877818774,0
72,Germany,Bisexual,175.48185789880287,A,A,E,A,B,D,C,-41.112699050241666,0
63,Mexico,Bisexual,4.525936113846177,D,B,B,E,B,E,E,-94.70113305048838,1
62,Other,Other,28.728548783260386,E,A,C,E,A,D,E,45.45898119321129,1
67,UK,Heterosexual,113.71049629893047,B,E,E,A,D,A,E,60.762812104830466,1
23,Brazil,Other,-58.15274486529716,B,D,D,E,B,B,A,9.857248234682578,0
24,India,Bisexual,142.77255678015445,E,C,E,E,B,D,E,42.173203001566584,0
68,Other,Homosexual,176.41229884644275,B,B,B,C,D,D,C,72.27849074659399,1
33,Germany,Other,222.85786434822472,E,B,E,D,C,A,C,92.9428926672767,0
65,India,Heterosexual,-71.37738124014757,C,B,D,E,C,C,A,-158.49264939666182,1
44,Germany,Homosexual,76.59258383817162,E,B,B,A,E,D,D,22.177544261785588,0
60,UK,Bisexual,3.747611489631217,D,B,E,C,A,C,C,88.01488436811219,1
53,Mexico,Homosexual,-3.1504056482883134,E,C,D,B,B,D,C,-69.84023579713669,1
32,US,Other,120.122908185998,C,D,A,A,A,A,A,69.58326528909373,1
74,UK,Bisexual,128.4404718332109,E,D,A,A,B,A,A,52.4330599221325,0
73,India,Homosexual,-102.8709433763279,E,D,A,E,A,D,A,-61.59689187903441,1
60,Brazil,Other,-59.6463202427055,D,A,E,D,E,A,A,30.065336584812062,1
79,Mexico,Bisexual,-3.3021736948623546,A,E,B,D,A,C,B,-108.53566413714073,0
79,Brazil,Bisexual,-82.89866359173273,E,E,C,C,E,D,C,67.78922140016705,1
30,Mexico,Other,-205.66242863576943,C,A,C,C,E,C,D,145.36102565662253,1
26,Mexico,Heterosexual,13.670866549058013,E,B,E,A,D,A,C,-43.057275878879516,1
47,Other,Other,-52.18705485648063,C,E,A,C,D,A,C,-15.710091393205214,0
48,Germany,Other,123.72037730949066,D,B,A,B,A,E,C,-122.26395722184289,1
77,China,Bisexual,-149.8774132019415,D,C,C,C,D,A,D,-67.97252580948704,0
55,Germany,Homosexual,-152.23177757578446,D,D,E,C,A,C,A,21.973220229074126,1
37,Other,Bisexual,-135.9728135482667,C,E,B,E,B,A,E,181.59155647983584,1
68,China,Homosexual,147.96389426189185,A,C,E,C,A,B,E,40.537253362192246,0
50,China,Bisexual,-45.46747172994143,E,B,E,C,C,A,A,80.63287507943406,0
58,India,Heterosexual,-47.18020982899282,C,E,D,D,C,D,A,8.738719135744052,0
73,India,Other,97.20071181022726,A,B,D,D,D,B,E,174.70308021156853,0
50,Germany,Bisexual,21.09165178871342,C,D,D,A,A,E,E,-9.494659368252236,0
68,US,Homosexual,52.789130693174826,C,B,C,C,D,C,C,12.883065124191322,1
58,UK,Other,115.56646768393048,D,E,D,A,A,B,B,-7.390224790916938,1
37,China,Heterosexual,-147.6475188382653,E,D,C,C,A,E,E,-77.82699059567395,0
48,India,Other,-43.67826285278712,B,D,B,A,A,E,B,-56.383461787850045,1
34,China,Homosexual,-196.04575423322706,C,D,E,E,E,E,E,-72.558857069745,0
64,China,Heterosexual,-0.9876278113747514,C,D,D,B,D,A,E,47.00298774698529,1
72,Germany,Other,170.00679123374695,C,C,E,E,C,E,B,-121.30277607682041,1
52,China,Homosexual,97.44790383434395,C,E,D,D,C,B,D,-118.3666945050712,0
77,UK,Homosexual,-50.28963169235773,E,C,E,E,B,E,B,61.94604649409009,0
53,US,Other,-0.09563060020206585,B,A,D,E,B,E,E,61.551998987199184,0
75,India,Other,-8.492298021788676,C,B,D,E,B,E,D,-15.875504836110899,0
45,Germany,Homosexual,-227.374787631158,E,E,D,C,C,D,A,-32.366491274421755,0
20,Mexico,Heterosexual,-198.7607018606921,B,B,C,A,D,C,B,6.009382156075536,0
67,US,Homosexual,102.07450982801187,D,E,C,E,D,C,D,-10.069776021445096,1
25,Germany,Bisexual,-0.8234502057192009,D,E,D,A,A,D,B,151.5028980649677,0
71,US,Homosexual,169.83429930329496,A,A,A,C,B,C,C,85.63367599756998,1
22,Germany,Homosexual,-212.38568022422712,D,D,D,C,D,D,B,-13.778394540391753,0
20,India,Homosexual,67.36511853039485,E,D,E,C,A,C,A,-184.03079431237285,0
21,Germany,Homosexual,-27.4891483786607,D,A,D,E,A,C,C,-72.66307563611389,0
47,Mexico,Other,-28.760547156722023,A,A,B,B,C,D,A,72.35569542541029,1
53,Germany,Homosexual,59.433843298124756,E,C,E,E,B,B,D,82.81268074607894,1
73,UK,Bisexual,-159.84213263606782,D,A,A,C,B,E,C,-12.140749076420084,0
74,Mexico,Homosexual,-215.07337130614417,A,C,A,E,C,D,C,45.37278371249645,1
34,Other,Heterosexual,-109.5908416542806,D,A,B,E,A,E,C,-116.57594459632534,0
36,US,Homosexual,-34.01965046732161,A,D,A,C,D,B,D,17.404531150583736,0
61,China,Other,57.846675100606795,B,E,A,D,D,D,A,332.1032396031551,0
64,US,Other,-96.82870998188453,E,E,E,E,A,A,C,56.81538289887421,0
58,China,Homosexual,-29.68169773900605,C,B,B,A,D,C,D,-134.30067274314453,1
45,India,Other,57.761999572112174,D,C,D,C,A,C,A,-77.93199085631433,0
28,UK,Other,-35.34345427030745,C,A,E,D,E,C,A,-50.146176329942314,0
46,India,Other,21.029256252596525,B,C,B,A,E,D,A,-36.19278299095287,0
70,Brazil,Heterosexual,-71.00066237031862,C,B,A,B,A,E,C,-134.76484099627194,1
79,Other,Other,149.05712805508037,A,E,A,A,E,B,C,66.07629054965292,0
45,Mexico,Other,27.143507168005172,E,B,D,A,D,B,B,-67.41282020558155,0
19,China,Heterosexual,-40.07324759394041,A,D,D,E,A,A,C,-182.39699506206765,1
77,Germany,Homosexual,105.3918923237581,B,E,E,E,D,A,A,-92.7767985058102,1
45,China,Other,-25.13800813827986,B,D,C,A,C,D,C,67.56088013157907,1
46,China,Other,66.9164398505591,D,E,B,A,A,A,C,50.85511195394245,1
34,China,Bisexual,-7.752383163328967,D,D,B,B,A,B,D,-4.395917869704916,0
60,China,Bisexual,-129.97608636387983,D,A,A,C,C,B,B,-34.60432207184016,0
20,Brazil,Homosexual,6.120104851934461,D,B,E,B,D,D,B,-31.759655523680347,1
55,Mexico,Homosexual,170.50882472858112,D,D,E,B,B,D,B,99.08335732491936,0
49,Brazil,Homosexual,-125.32369307109721,D,C,C,B,A,B,A,-29.96578846013933,0
31,UK,Homosexual,-13.536325118375961,D,B,C,E,A,C,B,31.513803513923243,1
30,Brazil,Bisexual,72.3928805190782,D,B,D,D,A,A,D,-64.6549525963381,1
44,Germany,Homosexual,82.60632378139438,D,C,A,E,B,B,D,-77.74402437109256,1
59,Other,Heterosexual,29.611322656125083,A,E,A,E,D,C,B,-146.83768716751845,1
74,Other,Homosexual,-3.2777954547918235,B,E,C,C,B,C,B,117.82079793683363,1
22,US,Other,-17.647097214943646,E,E,D,C,D,B,B,76.37358804893533,1
25,China,Homosexual,-106.90941776143785,D,A,D,C,A,A,A,33.63605748448736,1
60,US,Heterosexual,68.15839181991691,C,E,B,E,D,D,C,82.48887815959178,0
35,US,Heterosexual,-14.678960331124353,D,C,A,B,A,D,E,32.02074808406624,1
59,Brazil,Homosexual,-55.58756979756308,D,A,B,C,C,C,A,122.93423631299842,1
42,Brazil,Bisexual,72.26402972344191,A,C,C,A,D,C,D,29.23693092604291,0
23,Other,Other,-34.814940054064245,C,A,A,C,D,B,C,-187.987470006249,0
58,Other,Other,-58.536082630280376,D,C,B,E,C,C,D,24.519738031969833,1
51,Other,Other,69.36090334850776,C,C,C,C,E,C,E,130.54188736593832,1
50,Brazil,Bisexual,140.38747255191538,B,C,C,B,B,B,B,-117.02514294974074,1
56,Brazil,Homosexual,-1.8613094693036323,C,A,B,C,A,A,E,54.10747359844267,0
41,Mexico,Other,-10.541962668941325,B,C,D,D,C,D,B,-69.11231668756636,1
78,Brazil,Bisexual,-253.34233915808454,C,E,B,D,C,E,D,-150.39426958010174,1
66,Mexico,Other,-152.26395519212122,A,A,A,C,D,D,A,-60.957817418284854,1
39,Germany,Bisexual,-37.8048825089145,C,D,E,A,D,B,E,148.52350222653828,0
67,China,Heterosexual,-109.40787983719183,D,B,D,B,C,D,E,-2.2003324756312748,0
72,US,Homosexual,-141.94332708697394,D,E,B,B,C,E,D,2.122370429153013,0
26,US,Bisexual,-1.3087782219832027,B,E,C,B,C,A,A,63.84911854573938,1
48,UK,Heterosexual,-208.90079860537517,E,E,B,D,E,A,A,-159.05617994536223,1
36,UK,Other,165.21244297424607,C,E,D,E,E,A,B,102.47585345520271,1
26,US,Heterosexual,-17.46782976888642,C,E,B,B,E,C,E,89.52291787999305,1
76,US,Other,82.6281365626377,E,D,C,E,D,A,A,51.922856571123596,1
50,US,Homosexual,49.98807078412713,C,D,C,A,C,C,C,-21.258938596266137,0
28,Brazil,Bisexual,-67.04678596535695,C,B,A,D,A,E,A,-12.438905373201019,0
58,UK,Homosexual,-23.53450873850548,B,B,E,E,E,A,D,35.20317209003609,1
46,Germany,Other,106.95936601131027,C,C,B,D,E,A,E,182.16542132479228,0
65,US,Bisexual,-131.36913325355383,B,C,B,E,B,B,D,-64.6241298843506,1
36,UK,Heterosexual,35.003432503446646,C,E,D,A,C,A,D,17.98172025569142,0
32,UK,Heterosexual,-27.871430513866173,B,A,C,C,A,A,A,-133.28628374775505,1
77,Germany,Other,-28.789296674653137,E,E,E,B,A,D,E,-69.50830433741855,0
24,US,Other,59.28234367930965,A,D,E,A,B,A,C,-109.44192533303867,0
79,Other,Heterosexual,80.62297996613167,A,A,B,B,A,B,D,-2.7127463178147173,1
77,Other,Heterosexual,19.762929017727956,A,C,E,B,E,D,B,-37.534823206622434,1
36,Germany,Heterosexual,31.715727116681403,A,B,C,C,D,C,B,30.904143469413413,0
61,US,Bisexual,-88.72885769611231,E,C,A,B,E,B,B,-217.70777451336886,0
42,Mexico,Heterosexual,-177.80167490149236,D,E,E,E,A,C,A,-140.4373551840063,0
71,Mexico,Homosexual,-109.84784459971218,B,B,A,C,D,D,D,14.29790655061951,0
47,Brazil,Heterosexual,-2.9371310023474506,E,B,A,C,E,A,C,20.37425415717158,0
59,US,Other,-81.48574052582606,C,E,B,D,B,C,E,98.85573944196963,1
58,Mexico,Heterosexual,10.358768528960127,C,D,D,E,E,C,B,19.74587657441891,0
51,US,Other,-249.7357063633318,B,E,D,D,E,C,A,-79.14221815686024,0
23,China,Homosexual,-25.804431217487046,A,D,B,C,A,C,C,101.0077485479663,1
73,US,Bisexual,-162.23864938775463,C,C,C,C,A,E,D,-29.931926068747927,1
22,Brazil,Other,-13.7616435649173,C,E,C,E,A,C,C,-33.40907219294338,1
37,India,Heterosexual,-39.534145843217935,B,A,B,E,E,D,A,-165.02111133808214,1
43,Brazil,Other,58.635242957170455,B,B,D,A,E,B,B,-124.81567282676271,0
52,Mexico,Heterosexual,-240.99272683138454,C,D,C,B,A,D,A,28.04817052834492,1
60,US,Bisexual,13.274388676894604,E,A,D,D,E,C,A,36.09926237240306,0
34,Brazil,Heterosexual,-20.297880373076037,A,A,C,B,B,C,B,48.97679113231372,0
46,UK,Bisexual,-40.30993771116812,B,E,D,C,A,A,A,-104.054097326599,0
40,China,Bisexual,39.66980223239665,D,C,D,C,D,D,C,132.9731871752838,1
18,Brazil,Bisexual,51.95645270689296,B,B,E,B,A,B,E,-46.05335795313288,0
59,Germany,Other,252.8774844743127,D,B,C,C,A,A,D,217.3179368291675,0
39,UK,Homosexual,-156.04547056720054,D,E,E,C,C,C,E,24.72438816507611,1
36,Mexico,Bisexual,-178.23309826680475,B,E,B,C,E,E,D,37.0130213124054,0
32,Germany,Bisexual,17.608791562222724,B,E,D,A,C,B,C,39.42335758571416,0
39,Brazil,Heterosexual,61.141073823087936,A,D,A,B,E,D,D,-57.329008205542564,0
54,US,Bisexual,28.62584743047929,C,A,B,E,A,C,C,108.5106565397409,0
60,Mexico,Homosexual,-15.792114706952573,C,E,A,A,B,B,E,-29.895867823132072,0
26,Germany,Bisexual,248.34984310687688,B,A,B,D,A,B,D,95.8620998838689,1
54,Mexico,Other,36.75324079303486,D,E,E,C,E,E,E,-18.43551334824485,0
29,Mexico,Heterosexual,-84.61262320931536,D,A,D,A,D,A,D,39.21001656113091,1
19,Mexico,Heterosexual,-108.21933092032377,C,C,D,B,E,E,D,96.44194146591886,1
59,China,Heterosexual,3.1244796393636918,D,A,A,D,C,A,E,-137.46670659846993,1
74,US,Bisexual,-154.33365132486404,D,E,D,B,D,C,B,225.48399557264761,1
57,Germany,Heterosexual,246.80493233114947,E,C,C,D,E,B,B,-13.945833665936144,1
68,Germany,Heterosexual,72.51236620290517,E,A,D,E,B,D,B,-50.21219560647432,1
26,China,Homosexual,-6.200124706565221,C,D,C,D,D,A,D,-93.52895933878975,1
50,Brazil,Homosexual,15.897325483701355,A,E,D,D,D,C,A,-46.014206516391646,0
55,UK,Heterosexual,55.413206416574326,E,D,B,D,D,D,D,71.38786986511629,1
22,China,Heterosexual,164.9442305483378,A,C,A,D,A,B,C,153.5632903145469,0
74,US,Heterosexual,15.761402618875314,B,E,D,D,B,B,E,-50.57191846232899,0
62,India,Bisexual,-52.212589365065575,A,D,C,D,B,A,A,-156.60408644608225,0
53,Germany,Other,-287.11141837333673,A,B,B,B,B,B,D,3.3396477526367567,1
40,Germany,Heterosexual,122.4775364672384,C,D,D,D,B,C,C,22.891724215316938,0
24,Other,Heterosexual,1.999994374271925,A,E,E,B,C,E,D,-63.5394659648516,1
50,UK,Heterosexual,-215.466895440677,E,B,D,D,A,D,E,-145.68333780943277,1
54,India,Homosexual,-43.260176160921496,A,E,A,C,C,C,B,111.27903975859081,0
51,China,Homosexual,-146.81858442871422,D,D,D,D,B,A,B,53.5806818812948,1
65,Mexico,Homosexual,24.816889413553845,B,B,A,C,D,A,A,-92.71734802860085,1
34,Mexico,Heterosexual,59.1043796029863,E,B,A,D,D,A,E,-170.1105544396948,0
28,Mexico,Homosexual,-48.3787602981137,E,B,B,D,D,B,D,-31.358220381473796,1
58,US,Other,58.49478108651252,C,C,D,E,C,B,A,63.94965054094478,1
67,China,Heterosexual,36.732307736641424,B,A,D,C,B,D,C,75.2607514872259,1
21,China,Bisexual,-53.29959005416913,C,A,B,C,C,B,D,102.96144574273515,1
70,China,Homosexual,150.33809178290218,B,A,A,D,E,D,B,103.50616290032701,0
56,US,Heterosexual,61.467291957203884,D,B,A,D,B,B,B,-154.4154258097273,0
38,India,Heterosexual,-91.1938376910625,E,D,B,C,A,B,D,80.46595643420844,0
47,China,Other,107.86005102996687,C,E,D,E,B,D,C,-124.99682847807637,1
45,Mexico,Heterosexual,166.12938556054343,B,B,C,D,A,E,C,-86.62043628694062,0
49,UK,Homosexual,80.90376155708088,D,C,E,B,A,D,B,-79.44914423254808,1
43,Mexico,Bisexual,-179.78153883853935,D,D,D,B,A,A,A,27.199129663060834,0
30,Brazil,Other,-77.70234598722257,B,D,B,C,B,A,E,-71.79157139306842,0
39,Brazil,Bisexual,-126.41884756199542,C,C,D,E,D,D,C,3.6448160021561775,0
69,Other,Homosexual,77.7375824284897,A,D,E,D,D,E,A,18.957102119906068,0
74,India,Other,14.508590404757651,A,E,A,E,B,C,A,-257.4802761801225,1
70,Brazil,Bisexual,-31.890507948917048,E,D,E,A,B,E,A,41.39390962630509,0
26,India,Homosexual,-4.595113496046063,C,E,B,B,E,C,D,57.07407763622185,0
72,China,Homosexual,126.41064080558206,E,A,E,D,E,A,B,-7.286394236042322,1
36,UK,Other,90.76499684853636,B,D,E,C,A,C,E,27.42568978328429,0
65,China,Other,100.84576898360002,E,B,B,B,E,A,E,-125.28789364793136,1
53,UK,Homosexual,122.62474018202371,D,D,D,E,B,C,E,-144.19836224903577,0
55,Brazil,Other,-30.93842454612051,B,C,D,D,E,B,D,74.13945097035038,1
42,China,Other,-137.20951076451533,B,B,B,C,E,B,E,8.507304302255307,0
74,US,Other,4.259693551998114,D,C,E,D,B,B,C,-243.3829973443525,1
19,Other,Other,13.193665460652792,D,C,E,A,C,B,A,-32.909227362021106,1
27,US,Bisexual,65.71899774256781,E,B,C,A,E,D,C,96.69583088693707,1
43,Brazil,Bisexual,-96.05012043087446,C,D,A,E,E,C,E,-47.32017101757064,1
29,Other,Homosexual,-263.2052103151208,D,E,B,E,E,C,C,-41.37734813771419,0
42,UK,Bisexual,6.03026083438881,E,C,B,B,E,B,B,90.52993003341541,1
26,China,Heterosexual,25.582136622955787,D,E,E,B,E,A,C,-63.6093899964847,1
28,US,Homosexual,-10.651411213531608,A,C,C,E,B,E,C,52.389627071095624,0
28,Brazil,Other,74.2817664570911,B,A,B,A,C,D,E,7.856593267850307,0
38,Mexico,Bisexual,74.057099583959,D,D,E,E,E,D,C,94.41312944283378,1
22,Other,Homosexual,144.10994016680658,C,C,B,D,B,B,D,166.57236134615556,0
44,UK,Bisexual,75.05509840396604,E,D,B,C,E,C,D,92.66549337913918,0
36,China,Heterosexual,35.58036688384126,A,A,C,D,C,A,A,-3.2605861079666294,1
54,India,Other,44.767845562688244,C,B,A,D,C,B,C,-29.145254436929886,0
70,India,Homosexual,-49.96510800104432,C,E,A,D,A,E,E,-11.084952078463086,0
53,Germany,Heterosexual,-31.12051185548082,C,D,B,A,C,C,B,-54.5197583276961,0
60,Brazil,Homosexual,116.37016082486211,C,E,E,A,E,B,B,193.84049791414552,1
36,Germany,Heterosexual,-97.18775824536444,B,D,B,C,D,A,A,5.397649062361789,0
60,Other,Bisexual,1.8995716552965372,D,B,C,B,C,A,D,65.56515834274687,0
20,India,Bisexual,87.14317394876136,B,A,E,C,E,E,A,142.96187605169732,1
76,Mexico,Heterosexual,-69.91165695029315,E,E,A,E,D,E,E,68.4120905869824,1
60,UK,Other,-40.70119868129033,B,B,A,B,E,C,B,169.2272030099791,0
20,Mexico,Bisexual,103.08287449248452,D,C,E,B,E,A,C,-121.14418955152684,0
31,India,Other,106.81164400303507,E,D,C,C,C,A,B,-138.08079665713785,1
74,Other,Bisexual,151.85408595947382,E,A,C,C,C,B,E,-21.519570519708424,1
51,Germany,Other,84.21481833409149,E,E,D,E,C,A,A,-324.92361002118884,0
68,Germany,Bisexual,-17.496351102415336,D,E,C,C,B,D,D,-117.98055918676702,0
78,Other,Bisexual,73.13605262794545,A,B,C,E,C,C,E,-100.57867227447007,1
64,UK,Heterosexual,48.18436711587868,A,B,B,C,A,E,E,-41.397004079198744,0
72,Germany,Other,-82.19963550669728,E,C,E,E,A,D,C,-44.9010803333835,1
27,Mexico,Heterosexual,92.74479672194738,B,E,A,D,E,E,C,-108.08218560581955,0
53,UK,Homosexual,-124.03606963720941,D,E,A,D,B,E,A,-77.12208156913492,1
66,Brazil,Homosexual,-36.17003957688038,E,C,B,B,C,E,B,52.367054652074216,1
73,China,Other,-108.4118739974762,D,D,A,E,C,C,C,131.43217224523562,1
53,Germany,Other,55.28200970969759,C,A,A,A,E,A,C,-25.92180104415806,0
32,China,Heterosexual,-106.27574182957306,C,A,C,E,B,E,E,79.01464560272078,0
24,India,Heterosexual,135.62594681883905,B,A,A,A,E,A,D,187.598911518314,1
27,China,Homosexual,-83.27442147429304,C,D,E,C,C,D,C,148.53111754964922,0
34,India,Bisexual,-63.75523561844081,D,B,C,E,B,C,C,87.81644308703233,1
79,Other,Other,-105.35567562543417,A,E,D,D,D,A,D,158.82640622949137,0
52,Mexico,Homosexual,48.395449088503675,D,C,B,C,A,C,A,-40.94230038465494,0
60,India,Heterosexual,-42.65373259388299,C,A,E,C,C,E,D,7.831825903329737,0
20,Germany,Homosexual,-19.78944932096784,A,B,E,D,C,D,C,-27.851141869419983,0
39,US,Bisexual,-109.48642109805195,A,C,C,C,D,A,D,-52.71203069493309,0
57,China,Heterosexual,-93.74027605180899,B,E,B,E,E,C,E,-139.09112896552242,1
27,UK,Homosexual,-13.922519819900318,B,D,B,B,E,D,E,-91.43388235208306,1
47,China,Bisexual,-35.93811492498484,A,E,B,C,B,A,D,-153.73690226371707,0
29,UK,Homosexual,39.72619297446662,B,B,C,D,A,B,B,131.2068832600045,1
64,Germany,Homosexual,-110.38676853847447,D,A,C,E,E,C,E,-303.0719533578224,1
33,India,Heterosexual,-99.42757516163473,D,B,C,E,A,C,B,-99.42701537610333,1
31,UK,Heterosexual,-53.07330044614385,E,D,E,B,D,A,B,165.00616368336273,1
31,Germany,Bisexual,-9.053798181164144,D,C,A,C,E,A,C,-139.9538447133836,1
55,UK,Heterosexual,152.0426041799521,C,C,A,D,E,B,B,-196.75624213769603,0
26,Brazil,Bisexual,-118.34427298237901,A,E,D,C,E,C,A,-114.94124090470788,0
77,UK,Heterosexual,41.142502364976046,E,E,B,C,A,B,C,-91.62515451680048,1
40,Other,Homosexual,-119.51270388627422,D,C,B,E,B,D,B,37.145434883592834,0
72,Mexico,Heterosexual,134.74699326171938,D,E,D,A,A,B,E,-51.62904154401174,0
72,UK,Heterosexual,-97.74097543633596,A,E,A,A,B,C,B,-100.50838872970051,0
69,India,Heterosexual,73.48474454311695,D,D,C,D,D,E,C,-16.83328680604642,1
50,China,Homosexual,29.103151890213486,B,D,A,B,D,D,D,17.27340233298503,1
66,US,Homosexual,-24.252741180585748,D,C,D,E,A,C,A,-15.948191974453957,0
58,UK,Heterosexual,-67.60777259893942,D,B,A,E,A,E,B,-49.39007356628876,1
67,China,Homosexual,-139.4991647813597,D,D,D,C,E,B,B,-93.66618469932622,1
33,US,Bisexual,-130.22017233267346,E,E,A,A,B,C,E,65.50071497874885,1
23,India,Homosexual,21.782900974248967,E,E,A,B,D,D,E,-217.77936157396903,1
65,US,Heterosexual,-15.476216108214711,B,E,E,E,D,B,E,-14.350296080632202,0
20,Other,Homosexual,-142.9027046856537,A,C,D,E,A,E,B,-93.08107431559019,1
52,Other,Homosexual,105.66118096655185,C,E,C,D,C,B,D,-104.47382825658103,0
23,Mexico,Other,-53.171596193110936,C,C,C,E,B,E,D,-90.44924514843385,1
48,India,Homosexual,10.509744655508465,D,C,A,D,E,E,D,11.64441500427406,1
38,Mexico,Homosexual,-147.19415134527046,D,D,A,C,B,A,B,152.96573280134893,1
44,China,Heterosexual,-143.37776529963205,E,D,A,E,C,D,B,-19.135974875399445,1
58,Brazil,Bisexual,-40.82992969893551,E,D,A,C,A,A,E,54.73859130880444,1
39,US,Homosexual,-176.7220378737318,D,C,D,D,E,C,A,-24.68471724227933,0
30,Germany,Homosexual,-42.817118892675474,B,B,B,C,D,B,D,-92.71298254569834,1
25,Other,Other,170.70985512547225,D,A,E,B,A,A,C,128.6355718418971,0
51,US,Bisexual,-46.70892625812926,B,D,A,C,D,A,E,187.23310326930067,1
79,US,Other,-75.55544461389896,D,B,D,B,E,B,B,-114.62785754298876,1
58,Germany,Homosexual,55.906870212724634,A,D,B,E,C,A,D,-81.38301157838028,0
24,UK,Heterosexual,-118.70729309757904,B,D,E,C,B,B,C,149.36379798108183,0
27,UK,Bisexual,7.363105760677945,D,A,E,D,E,E,C,-142.36085543838362,1
66,Germany,Homosexual,-45.39990513382235,D,C,D,C,E,E,C,1.9617840838701672,0
46,Other,Heterosexual,24.856581954189064,A,E,A,B,A,D,C,-108.05871245870293,0
55,Brazil,Bisexual,-98.63795648084813,B,C,D,E,A,A,E,13.9610561321646,0
65,Mexico,Heterosexual,-0.9443697998663464,C,C,E,C,E,C,A,-8.537721386212475,1
52,Other,Bisexual,108.85683107572346,D,C,B,D,B,A,A,-30.24644827519378,0
67,China,Homosexual,1.7454301126962366,B,A,E,D,E,C,A,-139.8079290159344,0
69,US,Bisexual,116.705104322569,E,A,E,E,E,C,C,46.69207955945934,1
32,Brazil,Heterosexual,-47.903715538686605,A,A,B,D,B,C,D,7.382666248089934,1
65,Germany,Bisexual,-56.241137360676596,B,A,A,B,A,A,D,-68.78684783872615,1
64,Germany,Bisexual,-67.2028294433051,B,D,C,D,A,B,E,25.26422204506078,0
72,Germany,Homosexual,-13.715976369650186,B,D,C,B,C,B,C,-0.11996235763910545,1
33,Other,Other,105.07333811937897,C,D,D,A,D,B,E,-128.89428941182973,1
