faith,handicap,Nationality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
None,Yes,Mexico,Female,B,E,75.18752259903913,A,A,115.35973711160226,-137.09088682617062,E,D,-94.230614904477,E,-130.7970349233687,C,-210.7622350302527,-41.66782834317975,D,B,1
None,No,UK,M,C,B,-143.8269024445404,B,C,90.37211281876355,-67.65547484566125,E,C,-108.61401835436206,E,51.164100795350976,E,86.80645349212504,1.131642942833454,B,E,0
None,Yes,Mexico,F,A,E,-60.77306612350459,E,A,-101.6246679927042,-179.73988923159877,A,B,-33.23274333819475,A,-142.37926639100579,C,130.45341012000918,115.8951669932431,A,E,0
Buddhist,Yes,Other,F,C,C,97.47130314226263,B,D,-48.93983331057014,-8.171726954572453,B,C,7.279179958755498,C,24.006654591875506,E,102.71815299937828,-17.959250581405215,E,A,0
None,None,China,F,C,C,191.0402293368647,E,A,19.266378416247267,-21.174773008706612,C,C,133.4846627607751,E,-27.300656848567733,C,88.36624660662173,73.72858189752478,B,A,1
Hindu,None,India,Female,A,C,35.82118944671436,B,A,-59.598269373622905,-154.19668608365345,D,B,-58.298623563995,E,111.0389860721914,B,77.24701487830346,131.11757753833467,C,B,1
Other,Physical,Mexico,Female,C,B,-68.5034007095522,B,D,-32.075453435404214,200.3075678294416,D,C,-5.153195323632386,C,107.37012889699919,D,9.857606596603533,-42.242726667206846,A,A,0
Muslim,Physical,UK,Non-binary,B,C,-34.32732643739655,B,E,47.08067098955845,155.3575467117722,C,D,76.0620703460652,E,-141.6145852137942,C,29.257555703920673,-71.32802743419096,A,E,1
None,None,Mexico,Male,C,E,60.025430110808756,E,E,103.00664011634217,99.73385181570944,B,A,90.94661895392221,C,154.22373648685505,E,-132.71336648853864,62.008544275931996,C,A,0
Hindu,Yes,Germany,Other,E,B,-108.69923122645841,E,D,45.89939324839896,64.04777649321626,B,E,-20.02460336890514,E,66.32020766552003,E,16.78849173727526,-140.45561316511274,A,E,0
Christian,Yes,China,Male,B,A,-137.23483745992715,A,B,-64.60986190565067,-103.0805135921573,C,B,-88.39627818333494,C,37.71849448496313,E,-68.95189732307254,-108.42175954335525,A,E,0
Other,Physical,China,Male,E,C,192.5530905685466,A,D,19.390884713143933,23.338951086298636,A,C,-50.94079468276686,B,123.29303735645003,C,-90.96391316198812,-112.75727209050473,B,B,0
None,None,UK,Female,C,C,-33.58463429884833,B,E,115.22752567329448,24.721699443040006,E,E,-3.6300020013111935,B,-29.175710668328126,E,-77.23210529314312,37.36389567184585,A,A,0
Hindu,Mental,Mexico,M,A,E,60.460309216698036,C,E,-20.318626560244578,-90.43444265788423,E,E,75.14538461106909,E,-184.39786003634154,C,-116.69833861347958,35.38754581917428,B,A,0
Other,Yes,India,Non-binary,C,C,-201.78464301927264,D,C,28.93632253091879,-61.687909202761446,B,D,130.3290905810261,B,-105.999986429736,A,78.82586987395658,-71.34854683838165,C,C,0
Muslim,Physical,Mexico,F,A,D,-19.992864842964327,A,B,-49.019787528196105,154.23778067423453,A,C,-66.86884236980617,D,-82.69179823534375,E,73.91026806705294,-33.87260933786892,D,B,0
Christian,Physical,UK,Male,B,E,-46.71371358835371,D,D,29.491240733697783,-36.1698692255987,E,C,77.8595159583379,B,169.15593877441387,B,-22.005378660214046,-54.76060382627986,B,B,0
Jewish,Mental,India,Male,A,E,12.07059200509721,B,D,27.91525270239765,-34.883144564007516,D,E,-136.79258586876438,C,-241.83019199983008,E,35.05015160861552,-143.67022521373912,E,E,1
Muslim,Both,Mexico,Male,D,A,-116.14595367412946,A,E,-91.99030703764173,-45.45973147167698,C,E,-5.971827038941195,E,-42.717292130764825,A,74.72418759038439,-52.89976282160406,A,C,1
Buddhist,Both,UK,Female,D,A,116.66337531163666,B,B,24.226652552731508,-203.0235249427072,B,C,-144.47337314259156,E,-31.025878958949633,A,-24.63918454901072,-70.59952780081727,E,B,1
Muslim,No,Brazil,Male,C,A,90.29507917854626,C,C,72.36727411517876,71.09560922446647,D,B,-38.46697653694512,D,216.9232895056758,A,59.03374387312671,-179.6115278916015,D,E,0
Other,No,UK,Other,C,C,78.98156282236,B,C,15.454492451427585,-36.81867988122151,A,C,164.19373103344304,D,112.01966634591443,C,-79.0821101281336,-103.53745370858698,C,A,0
Christian,Both,India,Female,A,D,-73.12007862502958,A,C,53.13947495017579,-49.48727427075001,D,A,57.178330981378714,C,-168.9643858148,A,-243.55896327230138,-53.15107819530823,A,B,1
Christian,Yes,China,Other,E,A,-13.035464369756887,D,C,-47.239382639245505,-78.42063219151026,E,B,-23.865592096160878,B,100.40813140783074,E,-78.3423104571854,22.650072584139856,E,E,0
Hindu,Yes,Other,F,D,D,-84.5952107507601,B,A,7.68543317799765,-93.12072269208409,A,C,12.967518830583819,B,13.520105394582327,B,89.19299689944401,-109.57635176795569,B,E,0
Buddhist,None,US,M,C,A,-70.678479586794,E,E,-153.56079755928377,-96.33377396925276,C,B,77.38384550730778,D,15.085447966061757,D,25.9041416312339,191.60264879403033,D,B,1
Muslim,Both,Mexico,Female,B,A,-33.499835638667435,A,E,-71.97387111436258,-59.084353908240836,B,B,27.602325512047894,A,84.86890407940238,C,191.7169440541915,-0.5135501328172702,A,E,1
None,Both,India,M,D,A,-25.921209555441965,B,E,114.05126258497067,-148.63744903467034,E,E,78.78376601479025,A,-42.3182471252653,E,-67.92119576091237,-33.28180250517665,D,E,0
Hindu,Mental,US,M,E,D,64.75848297954664,A,E,23.306894828095572,95.5360423822732,D,E,-17.528050101097183,E,29.31026527502133,E,-90.0333904423895,122.87905691317387,D,E,1
Christian,Physical,UK,Male,E,A,180.1266378886676,D,B,-48.22479049786756,17.7507634472907,A,B,99.48109728894686,E,-29.74212476167936,C,0.9402483596193402,-181.80315144073222,C,B,0
Muslim,Yes,India,Other,C,D,40.67860623722741,E,D,16.778690555682093,168.1155496260449,E,E,-114.4363708735261,A,-105.18307838037144,A,124.46547114467093,-14.380817274859062,A,C,0
Christian,Yes,US,Non-binary,E,D,-154.6390337482972,A,B,10.610852294877478,47.02260732001421,E,D,234.79078010679174,E,-130.74939320283727,C,-24.222095278948526,-114.14540042631789,C,C,0
Christian,No,China,M,E,A,103.35995576213442,B,B,-96.65036400286002,-87.75667998062795,B,A,-89.7549715497146,C,130.7333290727406,A,-109.85869162727899,-78.07709242796996,E,C,1
None,Mental,India,Female,C,C,53.795855882027574,C,A,16.231353128398396,119.48546868898889,A,B,-25.595295415879598,D,-49.86148064725425,C,-53.08431265853864,-29.41064906437302,A,E,1
Hindu,Physical,Germany,Male,C,D,129.47155983602073,A,A,-99.58090776391562,-161.99518705852768,C,B,80.69061636515647,B,-37.44361450465503,E,77.27263289472837,-234.0885177008282,D,C,0
Other,Yes,Brazil,Male,E,E,193.14698409096036,E,B,110.2976764047112,-22.064218595818804,C,A,-55.91202861943593,B,-34.35972687453955,C,-41.233262004900375,95.27322990425638,D,A,1
Other,Both,Brazil,Non-binary,E,E,-40.86587997553078,A,D,-24.883397102426297,-60.733221244356315,B,D,-126.39831990383885,E,-246.96413785096178,C,-58.75640236518448,-2.939675986860655,C,D,1
Hindu,Both,China,M,D,E,12.865072843817277,E,A,-140.4979820705191,-22.240167221302496,E,B,146.18870307204614,A,182.49945385018776,E,144.62288822914024,7.85602016841222,D,E,1
Jewish,Mental,Other,Non-binary,B,A,106.59544854668542,B,E,-139.97121016883324,42.56955019943601,A,A,161.49628282068267,A,-98.71318455482624,E,-111.07581704912495,-117.39342871610292,B,D,1
Hindu,Physical,Mexico,Non-binary,E,D,41.64739388595952,B,B,19.452459846081368,84.47169434638833,E,A,109.2101406767311,E,86.61578085768772,D,-144.98411753175878,-4.76615937123953,A,A,0
Buddhist,None,India,Other,B,D,-19.734426661610765,D,A,-14.717400095930541,66.39507025967536,D,A,-30.777003799693187,E,121.95050395128031,A,84.80693022865887,-95.02498010378768,C,B,0
Other,Physical,Brazil,F,A,C,-20.293325061281685,D,C,21.854459493041396,141.45575214768346,D,A,44.59955363588918,D,121.56982512576538,D,171.24726864450898,-6.761231251813266,D,A,1
Buddhist,Mental,Mexico,M,E,E,25.763652418502858,B,B,8.363686914043669,112.47920224597894,A,B,-118.74994635861414,A,95.92936708434058,B,105.93911138707497,-86.50429138248845,A,E,1
Buddhist,Both,Other,Female,E,B,-37.239792119809145,D,C,104.84593184346407,-111.87846779849662,B,E,183.8731150378829,E,-2.9361808938361755,C,-57.57966353477887,28.50627563341742,E,C,0
Muslim,Mental,US,M,B,D,-21.796435986410795,C,B,51.59199645932454,-54.528959655547084,D,A,26.71445580407161,B,126.0501375565752,C,-96.15634942179277,-153.97517748817066,C,A,0
Muslim,Physical,US,Female,A,A,28.835573116518194,A,E,82.86421931657867,-21.669744855274626,B,D,68.38769617768271,B,10.782202778660665,E,-81.11412036590585,103.79017466723965,B,D,1
Jewish,Mental,India,Male,C,A,-49.29028604734981,A,C,0.4874387217914895,-104.59545892583277,B,A,24.331583470940732,E,248.65026344021578,A,3.6274388612919135,44.00877807346089,B,A,1
Christian,Mental,US,Male,E,E,-211.27363851089257,C,A,-45.48222116141179,86.68576714019848,C,D,-21.638758559327346,A,20.861457393725864,C,-72.89936169522728,-88.7266924805995,A,E,0
Buddhist,Yes,Other,F,C,B,18.349962125318648,C,C,-40.51898051902825,67.27035075259522,D,A,-20.15640470702606,B,91.86355445476147,A,-60.98786671156798,-34.090603012013574,B,C,1
Christian,Both,UK,Male,B,D,82.73375071082664,C,E,-128.47170728406772,-7.760531357112689,C,D,-94.81969888127671,E,-73.43054126477887,D,-31.521953285602706,-186.56809572982712,C,B,1
Hindu,No,US,Other,B,A,-83.3965190593192,E,D,-7.883095661611176,1.3770532957240427,A,E,-46.01587615569812,D,-142.30727119513512,B,-57.33306967356327,-53.56520788799539,E,C,0
Jewish,Physical,US,M,A,E,1.6393891219600019,A,B,21.812038569658103,-88.06855706517362,A,A,-17.20586167768445,D,37.74084508617219,C,-44.66225489325125,36.972286017897,A,E,0
Muslim,Mental,Other,Male,C,D,-52.899406998596554,B,B,-211.36532385910698,182.97728668751427,A,C,-69.9427304333882,B,114.45938515100129,A,104.82950417118937,157.24885175199032,C,E,1
Hindu,No,US,Female,D,A,-40.59927756465984,B,C,-49.57716537010022,14.026446592189028,A,C,-27.152949157085537,E,38.05109578339152,A,62.70389029164124,90.98287679913781,E,A,1
Jewish,Mental,India,Non-binary,D,E,97.40472993123286,C,B,50.01368965875804,162.31521058371072,D,B,53.941728856023516,C,-201.18767571913966,D,-2.7259788350024445,-17.018095968565376,A,D,0
Hindu,Physical,US,M,B,E,-77.08928434712747,C,D,-18.362024099015443,-160.8417642928687,E,D,-165.03161168250443,B,34.403752610773495,E,-26.706686012622498,99.85253380251949,D,C,1
Christian,No,UK,M,D,D,-4.783154113026819,C,C,-84.33883706020046,11.979184955438244,C,E,-61.63228260302061,B,167.2289693014783,A,31.025584588283756,-40.59660078701659,A,E,1
Buddhist,Both,UK,M,C,B,-32.587613401085186,D,C,208.79549138726512,-104.99110614911764,C,A,8.433858302916272,B,36.21575995117415,B,-196.68403875245943,-102.96541653613944,A,A,1
None,Mental,Brazil,Other,A,D,-5.918568243463,D,A,149.12536306867895,-158.4824260194149,B,A,11.010494630309324,C,113.48424254969704,A,42.13529203160495,51.337985890709334,B,C,0
Christian,Physical,US,Male,D,D,189.62443231169212,A,A,-156.87223469144553,-80.84835833633886,B,E,169.19748951705836,B,-38.33077410839591,B,74.48843179661337,133.47598875997846,B,B,1
Jewish,Yes,Germany,M,A,D,40.25515304225944,C,A,74.02615502103399,-165.58063519623937,D,B,67.78898770841563,A,-0.24733207397525486,A,36.050687771897586,-24.441318163029862,E,D,1
Other,Mental,India,Non-binary,E,E,29.630033261669226,E,E,108.46363151825607,-50.41710880341,C,B,101.89834265748598,B,-16.767754047188593,A,61.28390764536286,-17.255956262561618,A,D,1
Christian,Mental,Germany,Female,E,D,165.33717290187383,C,E,144.58894751125246,-81.91229018798714,D,E,-69.84917300904108,B,25.78084362437931,B,96.90385926125325,27.960853361368503,B,E,0
Other,Physical,UK,M,D,C,-2.7837665996372256,C,A,2.369902171808993,-77.11714839926383,E,C,131.30847355493583,A,-49.118605595945944,C,-0.38544838680282817,30.404846833524964,E,D,0
Other,Yes,UK,Female,B,C,17.970712665744884,B,E,-2.283099235538895,10.53056439954609,E,B,141.40814986427768,C,-103.31799984597929,E,42.00694401360699,-6.956572357683516,B,E,0
None,Physical,India,F,C,D,95.488813808377,A,A,-158.53669625502934,38.13084652364107,E,E,68.8805254641643,C,75.13803471570345,D,111.22790827429748,-109.01630767504375,C,C,1
Christian,No,China,F,E,A,101.26718326148634,E,C,-79.86688152982907,66.11922011838419,B,C,-71.99261547621369,D,-88.50580522950453,C,-62.252652957450685,92.48655216231832,E,C,0
Jewish,Both,Mexico,Non-binary,A,D,22.972307446745667,A,B,-118.65853309109733,35.35223812705993,C,B,16.693172917679405,A,93.82687697024721,D,77.38748860911753,-28.91155307246444,A,C,1
Jewish,Physical,Brazil,Other,C,C,15.807723515210126,B,E,-173.60666411914977,-6.737527185203362,C,E,0.02082678968477592,A,37.82612349735693,D,106.48682393238408,-21.585107273763786,E,D,1
Jewish,Yes,Other,F,E,B,-115.47223819333796,E,E,-93.98954359285163,19.560128347349256,D,E,-61.65369273247296,E,-48.27553503978434,B,26.81797875060312,-3.2029381207947125,D,B,0
Hindu,Both,UK,Female,D,A,95.19761556826047,E,C,16.63242124869058,-109.87996273441738,C,A,-131.39029196990242,E,-169.26524542792126,C,165.92008306120564,55.652371156597816,C,D,0
Buddhist,No,US,Other,E,D,15.896450293838567,C,A,-67.29286825100557,58.66328645738139,A,C,248.45455260505477,B,-147.0488410582726,C,30.765332361007214,113.36926979954565,D,C,1
Buddhist,Yes,Germany,Female,A,A,-98.80388812221102,A,E,-20.076913732322375,-67.62414924298092,A,E,53.84624295700458,E,42.33995600813733,A,56.274791296260865,173.65064939259832,C,C,1
Buddhist,Mental,India,Other,D,D,87.73794986512365,D,A,-214.45327523483186,77.6162644450692,D,B,104.73765553385812,D,81.89541341655972,E,-36.98659368487048,100.48943085912097,A,B,0
Buddhist,Yes,China,Other,A,D,-9.897688246975614,A,E,2.204029415346313,13.619527393135339,A,A,86.79622857095009,D,-158.956696224425,D,66.80561200117323,95.00037352810965,B,E,0
None,Physical,India,Non-binary,E,A,102.0492181927861,B,D,119.37175451782109,-40.36377366255247,B,E,-57.850640947174625,C,38.73958441254288,E,70.8651575008778,-58.624709119164585,C,E,0
Muslim,Yes,US,Male,B,E,-40.15134816616767,A,C,-124.43314374915084,125.96698261745556,A,E,32.91018319595052,E,-112.77085201914971,A,-9.573102305988984,-18.649255965767967,D,B,0
Other,Physical,Germany,F,B,D,22.743724213930964,B,D,54.810221945656146,20.190481355562707,C,B,36.38631759668797,C,-59.806974628574054,B,-78.4924765305295,-10.10699088765372,D,B,0
Muslim,Mental,Other,Other,B,A,17.419234111760908,B,C,-34.026737046442356,7.520823257764166,A,E,-119.83215410534672,D,-25.471422501930302,C,-43.12710152070316,-70.19897323481958,B,C,1
Jewish,None,UK,Female,B,C,52.91272292323872,D,D,142.41830997510786,-12.81629711761042,D,C,24.706748537632045,D,-66.11976504636918,A,-196.81495740080322,-101.90020637592944,A,D,0
Other,None,China,M,B,A,19.765214048238008,E,C,282.84829480481505,1.9488377111949566,B,E,139.68714549979748,C,-52.872118219163674,D,-164.59638682444213,18.871347213632202,E,A,0
Buddhist,No,US,Non-binary,E,A,-117.8209488466307,B,B,23.716851896147002,44.604453248724354,C,E,158.92297804181135,D,152.05550603167794,A,-76.14484401432915,37.189983969181185,E,E,1
Other,No,Mexico,Other,D,D,16.280750353074918,B,B,-3.0108342655888563,215.5278589285484,A,B,29.05644462715963,E,-7.86369936148348,E,55.32048904537983,-3.9628221134977375,D,C,0
Jewish,Both,Germany,F,A,C,-19.959673636421922,B,E,-28.39844011822905,-107.76096225283285,A,D,-209.11220860314344,E,115.52961125205678,E,22.862815451838756,130.29852299721,E,C,1
Buddhist,None,UK,Female,E,C,247.0516769672574,C,D,-26.70076745965214,122.76725373023798,D,E,-38.16233748386722,C,159.70017464303774,D,209.27197012923347,-54.176796017502284,D,A,0
Other,No,Germany,Other,D,E,-44.21509291911767,A,C,-130.29127311434826,-134.77902415988325,C,E,46.53624192203466,B,-20.754384322608352,E,77.69941365446071,0.32755101041874457,D,A,0
Buddhist,No,China,Male,A,D,-26.356723390001086,D,A,193.95294098788494,10.833891715268853,A,C,-75.383101360454,A,156.41079811043318,A,145.66781375826656,-180.62451778410548,E,D,0
Jewish,Mental,UK,Male,C,D,117.85627369491284,D,B,50.25315522842162,110.0287147093705,C,D,64.03211624585059,C,103.35092245714944,A,40.819035960788305,-40.174282879597065,E,A,1
None,Mental,Germany,Other,A,E,-227.98503235397015,D,B,71.15125998658837,-1.8689231476379464,C,E,22.47184395706584,C,161.22986424298443,C,246.54966104146334,-11.998438481813807,D,A,0
Christian,Physical,Brazil,Non-binary,A,E,49.53939733795462,C,A,176.30461817700197,68.12387461165322,E,A,64.24244226490883,E,67.98772304033582,E,-81.11091195139781,-216.23152515973177,D,B,0
Buddhist,Physical,Other,M,A,C,-54.079298032025356,B,B,-77.96850479484335,218.05245130410324,C,D,-43.98203880009744,B,100.37222805977547,A,112.12742332736126,4.14727819807794,D,D,1
Jewish,No,UK,Non-binary,A,D,-70.5915434378251,E,B,26.753148593576555,-126.3130523644526,D,A,34.06333420025388,B,-63.369524512011246,D,-170.7771909245869,-29.255367368219442,E,D,0
Muslim,None,China,Non-binary,D,C,-88.61148271140912,B,A,46.10089524660502,-20.79199519030043,A,D,-57.172233623347246,B,83.3814175595553,C,-21.171761023151895,166.81661375693605,E,D,1
Hindu,Physical,UK,Female,A,C,-49.62657039933172,C,C,-54.809578928875744,150.79733282112588,D,B,-136.4569494103084,E,-107.19630793652797,A,-98.4836439089386,-95.90264293224826,A,C,0
Buddhist,Mental,Germany,Male,B,D,50.33828659994414,D,D,-134.636311972839,7.662594606313906,C,D,-52.50161982442455,A,99.50268096074653,A,33.02407371544491,5.633288478988866,A,E,0
Hindu,Mental,India,Female,C,E,19.964577600984796,A,A,129.60246987566828,-40.405250786819266,D,B,-162.20553735820658,D,-62.632081813895226,E,-3.185505872004123,25.320222530615162,C,C,0
Jewish,Physical,India,F,E,A,-22.80187705088409,B,D,-125.68288129188845,107.80558483992107,D,A,5.7124051151095845,C,102.26246397102237,C,-49.104141875828866,128.86108016603214,D,B,1
Christian,Both,India,M,B,B,152.73288800227405,C,B,-103.76946235091144,-34.39002115208699,C,D,-111.50041897596232,D,20.92365925681623,D,-137.33061186450823,-79.65644448101365,B,C,0
None,No,China,Other,D,C,91.30736098652616,C,D,107.17157053465176,4.9515080754876015,C,B,-87.66636879767324,E,69.80949346045632,C,-50.11267947421991,113.91110196450292,D,D,0
Other,Yes,Brazil,Female,E,C,-55.94716905763338,E,D,-3.2289183009136786,232.87193708689213,E,B,-40.4672661895933,E,-6.852411919770391,E,-11.093307190110334,66.96800254509616,E,A,0
Other,Yes,UK,Other,C,D,25.350145131283856,A,B,80.76685166886662,-99.2359604456451,E,E,15.080414010576778,D,-80.38536326119812,E,61.13103885640421,-7.5535752967786305,A,C,0
Hindu,Mental,Mexico,Non-binary,E,C,26.42523716086459,D,E,-25.166159767658826,-8.225769504412362,E,C,-133.96168860952335,C,-52.46490356812694,D,-49.53898360118429,147.21206335417372,A,E,0
Muslim,Yes,Other,Male,B,B,63.508373417243746,C,A,-224.7843926852901,7.315539393748523,B,D,-251.65200904881786,A,-153.10457741557886,D,-56.158974682927465,75.84357182095991,B,D,0
Buddhist,Yes,Mexico,M,B,A,-183.62822961725996,B,A,65.29404465301766,96.31150974520742,D,D,-135.6841142176317,D,109.65307988241437,B,-122.56552833867202,-93.46672039128812,E,D,1
None,Yes,Brazil,Female,E,E,-90.4810596699848,B,B,-134.07224088719084,226.9275399899022,C,B,10.798229139234747,E,30.968267923673803,B,-138.22437445978323,151.49457381824385,D,D,1
Buddhist,No,India,Female,D,C,-188.8443728496452,D,D,0.8384943422632882,136.87717919676518,C,D,-9.30725635641778,B,-8.908862536001282,C,49.60655130557113,-20.282073955111642,B,E,1
Christian,Yes,US,Female,C,E,-14.187995943929282,D,A,12.930259664052143,30.362496374200248,E,B,-93.30847440992414,B,8.925428062914392,B,-37.78554375555167,11.554859140584089,C,B,0
None,Both,UK,M,E,E,-55.72127883169078,A,C,-112.52494136795043,-6.424902018547465,A,A,228.14038939639735,A,91.13464440617712,C,-97.2855920221981,57.75285147489041,C,D,0
Buddhist,Physical,Other,Non-binary,E,D,21.406374458094092,C,D,86.12115543710144,-101.15200366366079,E,C,74.84464531847216,D,-17.34350295955821,A,56.647238315121164,-244.4676888607026,D,A,0
Hindu,Physical,India,M,A,E,-45.582813243297004,D,E,0.34452519756777655,-28.19705334884201,B,E,71.39313196035326,B,97.49754673795104,A,-14.946507358816497,-169.77703346627067,B,A,0
Muslim,Mental,Brazil,Male,B,D,-87.99942005237892,E,E,15.466894983340588,76.11932190381255,B,B,93.88461837390322,B,13.687123317213054,C,65.77491954426706,55.18097810310806,E,B,0
Hindu,Mental,Germany,M,E,A,158.2681648838864,D,B,-100.73260293459924,-108.33696067266305,E,A,56.77711207407238,B,-142.25827973284063,D,23.331039701286553,-82.50047737666779,B,D,1
Jewish,None,China,Other,A,B,113.90051206970999,C,D,28.82949824442595,59.519775932990505,D,C,146.41724863741936,C,-13.942703913676253,E,-334.9249874120251,-4.869292854130434,C,E,0
Hindu,Both,Brazil,M,B,D,-119.5004876876715,A,D,-123.37167012042214,85.68480495195539,D,A,146.6986995134762,E,20.531652865933918,D,-18.86026773607391,85.46953850909765,C,A,1
Christian,No,Brazil,Non-binary,D,E,100.85409797926637,B,E,71.0872691415177,22.868210034431634,D,D,153.35594241502227,D,-124.29525882901982,E,-21.70018226974856,16.68573740108152,E,A,1
None,Yes,Germany,Non-binary,C,D,8.914855246997934,D,C,-140.18577928588817,-149.53970401379453,C,B,80.67315823150525,A,103.80260738149056,C,-14.961485934239313,257.56355417494217,E,B,1
Muslim,Yes,Germany,Male,C,A,-7.642468151045205,B,B,-6.523185815672855,-98.6610836105221,B,C,20.72636411992135,E,135.40711420191042,B,10.05746942118321,-227.2346615959275,C,B,1
Other,Both,UK,Female,E,D,149.794222273265,E,D,-56.80658364847939,58.20325537181274,E,A,143.87119800045588,A,-65.54993466923746,D,93.49874608261543,-122.06316403888312,B,C,1
Jewish,Physical,Mexico,F,A,E,41.61986209845366,A,B,172.70828677980415,12.070388852409714,C,E,-9.31928512620632,D,-36.687939412180235,E,-14.221052454511145,11.326570644290832,A,E,0
Jewish,No,Germany,Non-binary,A,D,11.069849608364258,C,B,241.8759892517254,31.923265317641945,B,C,81.31707329898819,C,162.8431540970317,A,33.62961813712243,56.653734770113175,A,E,0
Hindu,Both,UK,F,C,B,-61.51621835998841,D,B,-60.55378337408055,114.54548699350995,D,D,113.22438398448271,A,-246.82002154125874,E,-35.02571005208591,71.30785089277431,E,B,1
Other,Physical,Mexico,Non-binary,D,D,32.20501621011444,E,E,-66.4157860888604,51.45891042851004,A,E,-169.19844977273587,A,-102.28213845791943,C,-70.79314403966973,9.86395076544586,A,B,1
Other,Mental,Mexico,Female,B,E,140.74506792033927,E,A,-126.42111810719423,-46.68043772815027,D,A,45.375546335417624,B,112.46328500766498,C,46.76098508448024,-35.88602634392849,E,D,1
Hindu,Both,China,Non-binary,B,D,-48.23360399607658,D,E,56.41595080360564,106.96881792121269,B,A,-43.86132946836847,B,-124.52518419517118,C,209.1881883019426,78.10008729286449,C,C,1
Buddhist,Mental,Other,Male,D,D,-91.97854292976085,D,B,47.597425432924716,90.4235424855186,B,C,-73.45712532727025,E,39.18454014657112,B,-155.6796119090216,55.0091666464429,B,B,1
Other,No,Other,Female,D,E,-21.290629043730483,B,D,9.916473393086626,66.96143196881694,C,B,-138.54605538620652,D,364.129394923972,E,-7.544832117670462,-20.316188715673693,C,D,0
Jewish,None,US,Male,D,C,32.191797028595886,E,C,108.79090011281389,7.451325624645939,D,A,-114.28866572429376,A,-123.03497965022767,A,64.92338559534062,-77.50695306139585,E,A,1
Buddhist,No,US,Non-binary,E,A,-34.621641836146814,A,C,-8.951704130925432,14.053352344802414,D,C,53.70607607180147,A,-3.5670103628650396,E,25.03876196278196,27.017146937858776,A,A,1
Buddhist,None,India,M,C,D,-55.21467111259659,D,A,43.06309466032498,-55.749909116743936,A,B,206.21718572676343,B,51.50307868896044,B,-33.48688552749193,-211.54576856739436,A,D,1
Muslim,Physical,India,M,B,E,-258.4844710749802,E,A,94.84861089905715,31.169811029073593,D,A,20.70833381260528,C,153.15558721536985,E,129.2056727452923,8.308840675881825,E,A,0
Jewish,None,China,Female,A,C,30.977379371590374,C,E,40.72251187990884,99.11231737652567,D,E,-182.73565547884147,C,9.459709716141464,E,39.11010693857173,-4.067423560980661,E,B,0
Hindu,Physical,Mexico,Other,B,A,14.366133990960076,A,B,40.91124464597403,82.44396027776921,D,C,-16.027245342252144,D,-122.50660085446054,D,36.35185817447012,-7.921717718891606,B,B,0
Buddhist,No,India,Male,B,A,-17.76968003476344,B,C,-96.69183347038988,26.2981045789028,C,E,-13.422474926903666,D,239.50437711617147,D,-134.16227463900353,18.68754064917369,C,A,1
Christian,No,US,Female,C,E,77.74211814334106,E,C,-31.886558122372964,186.0720861263482,C,A,-63.247357546907324,D,71.34899153870242,A,-81.51455780208538,15.35234234244262,D,D,0
Muslim,No,Other,Non-binary,A,D,4.461104178857691,E,A,-45.250106860173446,72.23220438535323,A,D,-25.42705434501225,C,-102.06165645567773,C,-97.85393127163708,145.2271786853575,A,D,0
Other,Both,Other,M,E,D,-189.4457944984972,A,D,-147.26644620674932,-93.99980210163899,B,D,53.46322434054738,E,-6.734761191671566,C,-72.79344749287343,111.98411153519106,D,C,0
Other,Yes,US,M,D,C,66.88042349951104,A,C,-134.56854253401403,-12.594670104707603,B,D,103.24802187585193,A,-60.603626780121814,A,-39.98231714909251,-7.636467527805683,C,A,0
Muslim,Mental,US,Other,D,B,25.057401884277873,D,B,-236.20718947246738,-231.303010863442,E,A,4.4562734810993225,C,-93.87396245154073,E,-250.56514196360928,-218.05053721426302,B,C,0
Hindu,Yes,Brazil,Other,E,C,-74.95765282387535,D,E,47.09006975246017,95.6492893870622,D,E,62.84728154012106,D,-134.0632254459542,C,-70.38893433964721,-295.12460327127405,B,D,1
Jewish,Yes,Other,Non-binary,D,E,-8.803440741989213,A,A,51.97635477244471,-50.81913945990784,C,D,136.86393606008733,A,-58.59688759170748,C,-71.79057115801704,21.622899205205243,B,D,0
Muslim,Physical,UK,Male,C,C,84.09910169966032,C,A,-95.10155370815566,-54.22079019081376,D,A,-86.8798384007075,E,76.79670184836553,E,166.5673195161946,54.849073143809846,C,C,0
Buddhist,Physical,US,Male,C,C,-57.00808565357654,D,A,2.9341639711996303,6.9373534973025395,A,E,-149.52737067187317,D,-24.180424965701782,E,22.743851698811515,-47.083968948546904,C,E,1
Jewish,No,US,Male,E,E,101.04214099192032,A,B,64.27814205843687,6.793736546155052,E,E,-2.6360013768176436,D,157.5236907084121,D,12.342079882316192,-99.74056793177223,D,B,1
Hindu,Physical,Other,Other,D,E,57.898413547723734,B,B,-149.6521135932357,-88.0049925161134,E,E,32.91255718265011,A,-82.58759525216334,E,-55.31673985290356,-81.22320165676878,A,A,1
Hindu,Both,China,M,B,B,158.01993138212038,C,A,-34.733065795357014,-150.14114281063436,A,A,78.26917969962976,A,104.7205345043844,A,-54.89689996694385,-22.75536510691224,B,D,0
