sex,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Female,69,A,D,D,E,A,122.27715209372903,E,-127.6291589166088,D,140.52847103536757,-43.48822718090471,E,B,D,D,26.076556433528893,10.922202002368893,1
M,64,C,C,D,E,C,101.2308357005761,B,136.1238064428477,B,-66.83666470693001,87.85573855689101,C,C,C,C,39.24880445399616,-30.60260452577579,0
M,69,B,A,A,C,E,46.17281949214743,C,-70.90427764433204,C,-167.70645050364237,27.297052546337596,A,B,E,E,20.20071488788121,60.07955745878634,0
M,50,B,E,E,E,D,-98.72487786338958,A,-191.74351857139635,B,-179.38430812908848,137.93554887807244,D,B,C,A,12.761356754054226,60.51641477703543,0
F,54,B,A,E,B,D,165.3114879080754,D,68.08961274841663,A,30.761131890030697,-41.82568577888193,A,E,A,C,-94.62060322288008,272.1752678720168,1
Non-binary,62,D,C,C,B,D,175.76666683733328,B,-60.95562866913401,D,17.437492773205225,-34.30719816992343,E,B,C,D,52.076936884599014,11.128635285877003,1
Non-binary,61,C,A,B,C,B,155.48760291040878,B,-5.827847351741693,B,58.64333611341341,-33.55204887936902,D,E,E,C,-128.8342399190653,-103.1282941083821,1
Other,23,D,A,E,C,B,-24.813725342546917,E,137.81842609188396,C,33.46189199787189,39.37147283309665,D,E,B,B,-146.02740097675266,79.18972444139882,1
M,65,D,C,C,B,E,-36.95833446216501,B,94.5490885410794,D,109.09131597326889,-21.39592771594015,A,C,D,B,-2.368459759500815,36.81378481877978,0
Female,63,E,B,B,B,D,73.88512590000454,D,-75.1577133351095,A,30.030875347453073,-1.6731682601721944,D,B,E,E,141.91620240586158,-3.126436995036974,1
Other,64,C,C,B,E,A,-16.69835640787735,E,38.142531914693485,D,-5.615933904242193,-174.88376027005725,B,D,C,D,-94.72348233539219,104.89350688174568,0
M,74,A,E,B,B,E,-1.8391483854605137,C,-70.00711351281875,E,2.6306375406255156,155.64002377157698,A,E,A,D,143.05170998533058,-125.55583263692513,1
Non-binary,29,B,A,D,B,C,34.91948544435324,B,198.78921755546614,E,128.8490184552225,-13.494457629584206,C,D,E,B,184.597963855835,-90.50522756310906,1
F,35,E,B,A,E,B,93.08532268868116,A,-120.60102736515816,C,-154.40862394396612,-57.46723735933173,C,C,A,E,58.76088354810035,-107.34707584496206,1
M,54,E,E,B,C,E,-57.71582563233566,B,72.5126057720548,C,19.0469928656362,72.11855441065448,B,D,E,C,18.129522804990632,-63.28474669882996,0
Other,64,A,A,D,A,D,16.028892327367767,B,187.31044238797944,A,-94.2902260596386,-59.00161576901517,A,C,A,D,-56.05428246793339,-91.60891540095042,1
M,21,D,B,A,D,D,132.51523619277796,C,133.02152698586335,C,-87.62017459323562,166.92596446594663,D,D,B,A,47.57788593051081,-54.680700553871816,1
Female,57,E,B,E,B,D,65.21433358115867,E,125.42294257093654,D,-26.80130009644183,-45.213263349099805,A,C,B,B,1.599710826616556,92.30018365801531,1
Non-binary,57,B,A,A,B,D,179.2432111534459,C,6.948440690430728,C,107.75405858879812,98.09798781926021,C,B,A,B,-8.883953017773267,-62.51386034835183,1
Female,38,B,C,A,D,C,16.083499508091972,C,-152.5660568515443,B,-54.91861852056095,253.7587723225279,B,D,B,A,-10.421439885357305,119.39511665895108,0
Other,41,D,E,E,D,C,-93.3851725200904,E,-156.4705928523295,E,-13.073110091202606,-152.79466068098162,A,B,E,C,170.00060005250944,-90.1763553695813,0
Other,27,B,B,C,B,A,-29.961222667672814,C,-39.93560668440252,E,-104.91734985071545,-100.03197842470296,B,D,D,B,-218.1233961564394,-75.61310654446235,0
Male,25,C,E,E,E,A,4.755424062768894,B,-187.13257553697542,E,85.49638612476184,173.62601871151833,B,D,D,B,8.203651997564423,2.7516649029344777,1
Male,47,B,D,E,D,C,-14.036369936335428,C,-29.589657748911236,A,-77.5764251825608,38.05412938532983,A,A,A,D,3.5261617089869453,-73.51964532730294,1
F,74,C,A,D,E,C,151.74491169843068,E,-97.01571779887138,C,81.68344951440771,149.35714872485818,B,B,E,A,82.35800926192928,126.27535835554244,1
M,53,C,C,A,E,C,-23.867977888546747,B,30.144834918812606,B,-2.9592669920244714,26.695983974348852,C,E,E,B,-32.591747409045595,51.039001076373516,1
Male,29,B,A,E,B,D,-146.3530355305581,C,87.49437228518148,A,-251.87926609682333,69.14684436131418,A,B,A,B,184.2836239971919,203.456221659934,1
Other,49,C,E,D,B,C,50.98101612162166,A,262.7392593295456,B,-21.91989972915688,-130.46331165905391,A,B,B,A,-97.89689793116693,74.65052579088972,0
Other,28,B,E,B,C,E,-88.46802413110457,B,-152.3129353649503,D,-53.7414310442206,-70.84473167774192,D,A,B,C,121.89210026198512,-137.37272041460284,0
Non-binary,62,D,D,E,E,C,141.6643511443041,B,71.80221959053044,D,-26.476655934733774,-133.5523685255704,E,A,E,D,-151.76445831897388,5.295826528015778,0
Male,36,C,D,B,A,B,51.81244623747238,A,4.695735077531336,E,22.04181663711626,-96.8920478592897,D,D,D,A,-73.92762218147824,-179.8977775259431,1
Female,65,B,A,E,E,E,23.960572231350888,E,130.96468989036543,A,90.71067107020333,-102.61037939527694,A,D,E,B,54.851131376475195,162.78892358353562,0
M,36,C,A,B,A,D,36.09408871440079,D,27.19242342371514,C,-119.99745126463044,-6.3469491262556605,B,B,B,E,-67.57160142089211,-125.26031609057378,1
F,58,E,D,B,B,E,198.80719659088072,D,33.48702855183033,D,-28.56886578708158,178.11294894936464,D,E,B,E,-0.0966952967904261,86.64074179875684,0
F,23,C,E,E,D,A,165.6329732541675,D,-102.41190951556003,A,71.01127413627044,45.65821852097499,D,A,B,B,113.5048946522351,63.80588133511289,0
Other,68,A,E,C,B,B,207.3247098091188,A,85.00942038688648,A,-81.61751256141382,-17.5783950236815,B,D,B,D,6.822514585722956,134.26618992761433,1
Female,59,B,A,D,C,D,15.726467863752832,A,-38.1131561931771,A,-79.50277932186408,58.63508071775516,E,C,D,D,107.78995821915314,-54.131916690784465,1
M,21,B,C,C,A,D,70.24021711283471,D,39.67169379557507,E,-23.299793405826943,124.97482329262914,B,A,A,A,43.68228919064862,-153.19442757064584,1
Other,32,E,E,B,B,B,-87.08939631055004,D,-87.94556623327061,E,44.58235471481526,-24.146250535246164,B,D,D,D,39.135273108372786,151.03401730517334,0
M,73,C,B,E,A,A,24.675042620028872,C,149.67495318167428,D,59.494825142594706,-0.6823545895742068,B,B,B,D,77.16321892865918,-86.05287040446963,1
Non-binary,35,C,A,A,B,B,286.76652489163644,A,-17.046632537909936,D,-21.9895841076198,244.70432509533575,A,E,A,D,3.9549603709647836,-163.79136598897853,1
M,32,D,E,B,C,B,5.912175447826693,A,63.550013050018585,A,-20.140164021575373,24.83910679826903,A,D,D,B,-83.28030416689445,26.09739166039428,0
Male,44,A,A,A,C,C,-136.1237793283322,E,-54.95825924786521,D,15.660834264028232,196.69394290692986,A,D,C,D,-15.016859978096214,-17.532810414337867,0
Other,78,E,D,C,B,E,-30.222384854396427,D,-60.30497299781368,E,60.43698779421705,17.895412581472627,B,E,D,B,-78.72328958343763,-172.04004578877957,1
Non-binary,42,A,B,A,D,C,-19.41342122087133,E,46.1463567615051,D,-55.78329292894999,-22.111753424693077,B,B,D,A,145.4914069031554,-147.2540943988773,1
F,37,B,B,C,E,D,23.757831482321315,C,14.086305450348583,D,7.143102833105054,-133.6894890441977,B,D,D,C,88.0272936575579,4.307005255577897,0
F,32,E,B,A,D,D,-36.20897429512414,B,-139.6582785274381,A,-127.45428154403517,-143.02062922539588,D,E,A,B,-26.555294252578935,-65.5776760578449,1
Female,51,D,B,C,A,A,5.184215555533179,E,-78.37656154516043,B,17.00808030973537,-51.14938231880537,A,C,C,D,-39.80773709685398,-17.121683912942764,1
Other,39,C,A,B,C,C,108.76135235712505,C,-59.20412919685122,C,22.502509313150075,-77.10692639641812,E,E,B,E,-32.604687933690485,211.9513610243237,0
F,71,B,A,B,B,B,-115.48947871732844,C,6.591753051083642,A,-81.90381523391949,109.56382955172899,A,B,B,D,-6.401281212921833,-193.11024581648542,0
F,29,D,A,C,B,D,-20.43223187706372,B,-42.850799430424075,C,-21.50322758056909,79.5088544220313,A,A,A,B,78.78635088043272,51.70555181536457,1
Male,26,E,E,B,D,D,191.77374545002795,E,-157.70241642157873,A,-166.57901389281696,-170.02339525210098,C,B,C,D,66.59194292373559,156.53403154427016,1
Male,41,A,D,B,D,B,110.39272510827595,A,-21.061025362059283,D,82.47704097802661,-38.49957431025882,C,A,D,E,6.006412675144067,169.11517601931448,1
Male,30,B,B,D,A,A,90.23003321074911,C,221.27270478731447,E,16.20332937628431,85.39532971521443,E,A,A,B,116.18710721416103,0.6294567505842139,0
Male,40,E,A,A,B,A,9.643580485006213,D,-12.41806860505819,D,-17.234349305243843,-29.96631290360203,D,C,B,B,-119.02697624450833,41.48107286866168,1
M,67,B,A,A,B,B,-16.77985647404679,C,76.85986038574119,B,78.65287178883497,272.4713437221205,E,E,C,C,-152.66153026016295,86.39167222799303,1
Other,38,B,A,B,B,A,-74.59731892838485,D,-111.18208356438375,C,140.94721694907676,76.16445625669999,C,E,A,D,-21.564411264483535,166.86718729346268,1
Other,47,D,A,D,C,D,103.60395082428045,D,19.474253937168413,A,-40.52148753619,-55.19921017760016,C,E,D,B,116.34598871107558,-121.00715146545909,1
Non-binary,27,E,D,E,A,D,-35.86142918949938,E,-12.291132187160136,B,39.08958118097072,23.643370891897664,A,E,B,A,67.37470860340332,119.83039633160439,1
Non-binary,19,E,C,E,E,D,-174.2462882881338,A,-90.21078166170598,A,-183.1449961087447,-74.12422773016102,E,E,C,B,46.94223317471562,145.73154684201182,0
Male,43,A,E,C,A,E,9.768606249231022,D,47.53439988525648,D,5.700439455747913,-68.16224290240412,D,D,C,E,158.44214075634017,-4.603215160967793,1
Other,73,D,A,E,D,B,-135.2037392598291,E,-127.50384555522325,C,62.38434628175777,43.09424689176197,C,E,D,C,22.277925748993066,64.58251456763493,0
Female,38,B,E,D,E,B,148.7968265998812,B,-2.349208181044501,E,-15.19176526601278,-53.804897892141376,D,C,B,A,-10.414395722301723,-97.1540566121642,1
Male,39,E,B,D,D,A,-8.117405735323205,A,-137.55409892920906,B,108.57969471302604,30.8132586777567,C,E,A,D,-82.23266533791555,22.83388986698046,0
F,25,C,C,C,B,A,-155.6608097482568,B,-44.96732937634063,C,-38.94611664937796,-95.84454195923479,E,B,E,E,12.564220875895796,10.436092694646245,1
F,75,B,A,A,A,E,13.792387385282728,A,16.353621742224163,D,94.68637869836016,-56.731296948657985,E,C,A,B,67.45875319968312,-143.60164931635603,0
Non-binary,59,A,E,D,C,B,139.17536271999734,D,-52.13179319763118,A,-32.50955141669604,-123.64276381434102,E,A,D,D,201.1697790491636,-99.36924883819526,0
Non-binary,34,A,E,E,E,E,-59.90384461216208,D,-113.8836582575516,C,28.1501071031389,-119.15639885731846,A,B,E,E,-127.47517048119666,-89.20417335730771,1
Male,42,A,A,E,D,B,-36.79974550021147,C,107.00939099984473,C,121.16817556277148,-14.560518097188629,A,C,D,C,-100.60117559060804,-100.61362863591108,0
Other,43,E,E,C,B,B,36.985405698530144,E,-85.12802816005134,D,6.189825914766072,-93.62546959937796,B,E,D,B,-110.6777544634939,11.665894076572739,1
Female,72,D,E,C,B,D,141.62887445738852,B,152.94203358364987,A,132.2838215828914,132.84769115766605,E,A,B,E,-116.78545049028514,-174.4481468685827,0
F,45,C,B,A,D,E,99.91545207508638,B,3.254925378221374,E,31.553467907120876,8.169113525048653,E,D,D,C,-23.917167294353288,59.372745486742915,1
Other,23,C,B,C,C,D,74.21425088421876,D,51.68994695784218,E,16.821782511989504,-97.00612431867212,C,C,C,A,-33.74529171255945,325.0352649058169,0
M,37,D,D,E,A,C,-59.67895065093908,E,217.42003950541897,B,-93.30525568597213,120.22331139776693,E,C,D,B,98.03147867044885,-188.08493459607246,1
M,65,D,A,D,D,D,2.0222456651226377,D,-61.853865177681875,A,134.99793100396158,-68.19340200483246,C,B,E,C,-156.2568000559447,-9.481857631135224,1
M,22,B,B,B,A,C,-4.469678020058386,C,-70.78674178469203,C,113.45653084952907,-44.0392760224048,A,A,E,A,25.26939051792634,-51.64148601606158,0
F,68,B,C,E,A,A,39.81836631450133,D,-26.922018937772425,E,-37.83202301955099,153.2361816656787,B,B,D,A,-24.676014580019885,-129.32167287035858,0
Female,40,A,D,C,A,B,25.462762892873304,E,-83.84864786709352,E,-200.5296613345969,87.00109807590972,B,A,D,E,-11.898363565847504,4.579771828704328,1
Male,35,B,E,D,E,E,54.94358098289158,A,26.19254159913326,C,1.9684863790292015,-6.105680052304738,E,A,D,B,-164.19869786238732,-25.222529726926986,0
Male,47,C,D,B,B,B,-53.14726412280159,A,193.72923213182364,B,70.8173307474304,-35.44706248766486,D,C,E,C,42.87210625047469,12.2081654327329,1
M,78,A,C,C,B,C,-141.76409964225516,A,-66.52699870767141,C,-228.13044762842597,294.6788755331905,E,D,D,C,-131.53277827001176,109.73442858922043,0
F,52,B,D,A,B,A,22.716725681079662,C,-81.01840358020067,B,232.98300486517772,-12.728281084047822,B,B,C,D,310.44302505553605,-16.39448735074792,0
F,62,D,E,C,C,E,-118.62201499066316,E,-2.720518742175544,E,-74.67489861720739,146.4393624649047,A,C,E,B,-98.77891250551518,135.60516256238282,1
Other,75,A,E,C,C,D,40.82035185323361,C,-89.8708273044859,B,-73.39367532505317,64.05055238901988,D,E,B,B,-75.13243290676388,197.16238033178658,0
Female,44,B,D,A,B,B,-4.147036045992794,D,-94.67940126075398,C,-22.912013994333464,-96.45956403959475,C,E,C,C,-28.024157538215576,-26.671054813712793,1
M,45,B,B,C,A,D,-35.627691612939465,B,116.73735488750725,C,35.12728349878375,-33.69520772398682,A,E,A,B,157.8735625700214,84.60499066497447,0
Non-binary,35,D,A,A,A,B,-177.83815797672005,D,-201.97228774732613,E,-104.72271710692083,-83.55500315110817,E,E,A,B,-28.64922697866314,-87.45086097747573,1
F,28,B,C,B,B,D,176.71842476124115,A,113.72156070520563,A,-212.92447994046432,55.67366742119404,E,D,B,E,-52.35226459145412,142.64986779092212,0
Other,52,B,E,B,B,B,122.69544187042818,C,22.743326497075522,A,-107.25311979262825,-44.271037045732506,D,C,E,D,146.90787903686336,111.09199308640481,0
F,76,B,A,E,B,B,-179.4485690152233,E,285.97136302046283,B,130.40513397071462,55.72111679868952,B,D,E,B,43.15912117937208,-100.45031711712315,1
Male,50,D,E,E,C,D,2.0132424795120727,B,62.52522621257282,E,4.921596638789931,-23.511157010507226,E,A,C,A,-29.592022688462734,59.20869938589528,0
Male,37,C,A,B,E,A,-45.72745419749356,B,123.57920166300786,D,90.61688718783435,78.34116856384871,A,A,D,D,57.112458230790786,63.36151275661208,0
Male,28,A,B,D,E,E,93.99419468847178,A,-144.15958012223263,B,10.934807038610865,-83.28681716353451,C,D,E,C,-75.07189698735664,-18.224393986391917,1
Non-binary,70,E,C,A,D,E,-114.54477201506286,C,-211.24672644065075,A,118.61086515677954,-8.4368093560146,A,A,C,D,-185.3562529151186,18.73912003738264,0
Female,25,E,D,E,C,A,-43.900514982973085,C,28.104468827229397,E,50.87437406370683,174.47677942786368,C,A,A,C,36.52578325163899,-50.47122168593505,1
Female,35,D,A,E,A,E,-6.045366067571152,E,50.01989244927243,D,-4.272027524584247,-88.14587498021442,C,A,B,E,-95.74253472899663,61.473340965441935,0
Other,42,D,E,E,C,E,-14.175474785386596,A,-8.445844675401561,A,-137.09860636482807,-151.31332523928768,D,C,B,A,37.784370345683456,-165.26134473549817,0
F,34,C,E,A,B,E,11.408272032108346,C,-44.25782361492098,C,-147.45839614630276,32.320290654678,B,B,D,A,7.369938184717418,41.41636020116951,1
Male,66,A,E,B,C,C,-143.91018600832416,C,132.12764072198945,B,13.184294668694237,-60.41913763767799,B,D,D,D,14.493866071749965,-3.202989336504156,0
M,37,B,C,B,D,C,-109.84636569100827,B,-72.5397146020144,C,129.52435586052025,-44.852747978028525,A,C,C,B,136.31106821575528,-164.98505705303,0
Non-binary,53,A,D,E,B,D,-36.45716111607668,D,9.992784501435496,B,-20.323036444252658,-104.5168812785453,E,E,D,A,-76.81376129638303,-157.26589058917187,1
Other,22,E,A,D,B,E,-23.050312042769576,E,25.19217032876947,B,133.81444882259146,-171.0771689481453,B,E,D,E,-21.66606856883442,76.87798376382547,0
F,41,D,B,D,A,E,-171.31139501709555,B,55.17686336475269,A,-54.5263890238119,-13.75633774052179,D,D,C,A,-36.5492873461197,-45.33011522962712,0
Female,44,B,A,D,C,C,215.84733695882994,E,-69.84169004355904,D,-87.2077709894488,-130.3527382756334,C,A,C,C,-181.92552141409823,28.195190115230673,1
M,56,C,A,E,E,E,40.09994036919038,B,61.194839064744414,A,-7.351444437523368,-135.31513382902872,C,A,C,A,-71.33955023885335,28.060924293847577,1
Other,72,D,C,E,C,B,31.395177818460972,E,109.34784776205004,A,-76.99238942175673,-44.31709453317754,E,B,A,A,196.94615318219923,217.78646194877146,0
Male,70,D,B,E,B,C,-169.3475716133633,A,126.43564148605431,E,94.7160696474728,4.596788565513282,C,E,B,B,-36.56043351655696,-84.9219307481497,1
Other,77,C,D,E,B,B,169.1996957417569,C,-133.51699424288205,E,-63.65765797326991,11.279593232576575,D,E,C,A,168.10866464511275,-6.787655541680548,1
M,72,A,E,E,A,A,-174.32850928388802,C,79.2085853077754,B,152.471224407226,65.82156933391153,A,E,C,E,-67.99732068612377,-233.68949332372148,1
M,65,A,C,A,A,A,143.38859608662415,A,115.5450546232581,E,127.11283447896503,1.572060895076226,E,E,E,D,-103.19372619351381,60.323577460552755,1
Female,49,A,C,E,B,C,-6.274306232238298,D,-120.29248448351193,E,9.658060500325174,40.20086446013943,D,C,E,C,-13.97520074023336,-141.990828824826,1
Male,75,E,E,D,A,D,-72.76011655962861,A,-30.265483281562933,A,-79.67934912300476,37.10074486546198,E,A,A,E,-78.27500491435119,87.03145247942057,1
F,48,C,A,E,E,C,82.19079744947541,C,-79.46767489166213,D,7.935169337173257,-184.89539097404239,E,C,E,D,-27.433275081889143,41.54436455631216,0
M,39,A,B,B,B,E,38.354844044619306,A,-21.782239397615974,D,-42.29421371286758,91.6043071694036,D,A,D,A,179.62290845216194,5.359655827297473,1
Non-binary,20,C,E,C,E,A,-31.943713237283134,D,124.51629542660167,D,52.411652611313286,-60.13021036323752,E,B,C,A,-111.96484543209517,-165.6210324590243,0
Male,33,B,A,B,C,B,52.853138237150155,C,10.80007518197395,A,0.597268709953431,105.13472746471069,D,D,C,D,-98.84267913342904,-64.10594667918716,1
F,58,B,B,A,E,B,-111.78722079803694,D,-31.647563056960514,A,12.921261893273483,-137.04719191429297,E,E,C,C,-31.800840724306067,-3.0570938631024376,1
Male,23,A,B,E,B,A,-2.892241956389507,D,217.154453015665,E,55.20297857109815,-91.0145489729741,D,D,B,A,111.68740397973647,-4.767122265193356,1
Other,19,A,E,B,E,A,154.61500548751437,C,-24.713044103870903,E,-113.60338371748536,-55.56524626354338,E,E,E,C,59.02336949181321,-38.13558995789464,1
Other,37,A,E,E,A,C,-185.15368551719993,A,46.38365989062917,D,-18.639662251668877,-21.96859602238184,B,C,E,D,-146.37863699923938,65.82200366342597,1
Other,37,D,D,B,C,A,-16.867300473203812,A,-131.85836397799196,C,62.80130722663161,-24.459628858828513,B,D,A,A,108.63108146950933,237.1292798063751,1
Male,63,C,B,E,C,E,-105.22499841372435,C,39.54787838033586,D,-188.85845929401455,112.98338552897596,C,E,D,B,-49.016565869409526,-58.29044820107101,1
F,29,B,A,A,C,A,-103.2661107014371,A,-2.9706407819211864,C,107.27492661711919,-18.904188607278094,B,D,E,B,59.83412796602408,62.703588374429565,0
Male,57,C,D,D,E,C,-65.43160451824653,B,146.25089987029287,D,-123.11651221682787,79.59170367685515,B,D,A,E,-91.87742030634368,34.67725638338308,1
Other,66,C,C,C,E,B,184.6776188355834,B,-69.29679020478748,D,120.78588692093817,110.66275263368925,D,D,C,C,120.43323429232386,-137.3428190845067,0
Non-binary,20,E,C,E,A,E,-82.92984214617772,A,-64.81560791531741,D,-114.0411361511637,-63.40740780918145,D,B,C,C,235.45122350987043,-93.16404375033372,1
Male,39,A,E,A,E,B,-40.73500741345383,C,58.74534463700366,D,168.83639333789384,-147.40989090111304,D,B,B,A,-198.56672052005732,111.58251594363165,0
Female,25,B,A,D,E,C,-102.17336296010366,E,100.54532915062411,C,5.4176768952191985,151.52869912163482,C,B,B,A,-39.18850151636071,113.74798241747467,0
Non-binary,33,B,E,A,D,C,45.68395848350186,C,11.917790892864035,D,-4.237642952628249,126.06270635166821,E,E,D,B,35.75669389425228,-177.2702565257699,1
Non-binary,54,E,B,E,E,A,-138.059559894437,E,252.8449961825998,A,-21.295962014116476,109.47505560761886,D,D,A,A,-58.76905181209927,-71.88669882514012,1
F,55,C,E,B,C,B,80.5030069893569,D,129.43165769742347,A,-171.8142433986767,9.33298080193629,D,C,A,D,-9.904811216671222,296.40008910446045,1
Other,46,E,C,A,A,B,-11.483377917107548,A,64.99328279543171,C,61.90504562409767,-9.66499444745032,A,A,D,C,-153.88560839167516,43.863812993446984,1
F,65,A,C,B,E,D,-18.52499165213461,B,-245.99526788178045,C,2.4333425955622054,47.48186455031188,D,C,D,E,-31.693485334683018,110.841238448669,1
Female,76,B,D,C,E,B,-83.7155282310576,C,-136.64839598027788,B,-27.3024204133041,-34.66082279323253,C,A,E,D,111.94877099913727,-1.1303910615580104,0
Other,57,B,E,B,B,E,-116.89936483097074,C,-86.686820721767,D,-65.44464188623488,151.5491172297373,B,C,A,A,39.55327236726844,-107.23159479392159,0
Non-binary,74,C,C,B,C,B,85.58123645613998,A,65.17844375928054,D,-187.21053867961658,-127.46924874766201,D,B,C,E,-18.29591227450051,112.57301489018265,1
F,45,C,D,C,E,B,131.54377996060438,C,-100.48605772152901,E,0.1330986684797314,-132.95274671795036,C,B,E,E,-20.619417153264745,-28.808508953786678,1
Female,44,A,A,C,A,B,-121.67648229971869,C,-148.34755835564343,A,270.79005399742584,-45.24360931004576,C,D,C,E,31.77924094958009,-77.42596205475041,1
F,77,C,D,D,D,D,93.60656032088275,B,-17.086583370928764,A,-88.60852942134635,91.7401604423321,E,E,E,D,-78.67742670872121,155.57757993967783,0
Female,69,B,D,C,E,C,-50.92728906840509,A,103.21977423635884,C,-18.163177767159716,-36.39060589879871,B,D,C,E,-143.57671675939807,39.397718798470834,0
Non-binary,44,D,A,E,E,D,-37.07459533046688,E,71.79682351072285,A,-76.59050370759097,-37.237380624754195,E,B,E,C,15.040576277564508,168.30418079933517,0
Non-binary,58,A,B,B,D,E,136.60429617402633,E,-67.1672586644941,B,8.44686720365537,4.593202045519908,A,D,A,E,149.9664160285538,89.57710724935639,0
Other,77,C,A,B,C,D,-22.536627078148445,D,-72.45778209982514,E,-195.98311612923507,-54.23730781134823,D,B,A,A,20.418812382394812,81.37430370716167,1
Female,58,C,B,D,D,A,63.982984298341925,B,-83.26121350580571,D,-32.92240943935993,125.36063682332986,B,E,C,C,-149.44649946585253,-96.04028278883982,0
Other,39,A,A,E,A,C,60.4614147161313,A,44.103180436580054,A,-2.2427562800641625,-133.96742100948157,C,D,B,B,-127.81975434590942,89.86478473001274,1
Female,77,A,E,B,B,B,-37.57856025962328,C,-78.4262337381662,A,-129.03329976264098,75.70349602597248,A,E,D,B,-39.54729592704886,170.59505778508463,0
F,73,C,E,A,C,E,-89.35644989113946,C,7.9854091657808475,A,31.79377172712855,122.18276588993524,E,E,D,A,-66.5795103118691,106.69405739934348,1
Non-binary,47,C,C,B,C,B,-115.37077728018801,A,-86.27916151779257,A,170.97289407400058,-236.83415538319315,D,A,A,C,-153.23802049592553,301.06386082181433,1
M,22,C,A,D,E,E,-145.7251864917266,D,21.038089801174714,E,-174.18822177724496,71.45647552602752,E,E,D,C,-57.95521822351025,178.60056865936284,1
Male,25,B,A,B,A,E,-38.158686718611165,A,-38.24589567619443,A,56.576294494542765,-46.52945292295664,B,C,D,A,138.99496925484746,-2.1897804062576265,1
Other,55,A,C,C,E,B,57.85081545654762,E,-68.57350527607471,D,74.64367323098675,-153.7158857881765,B,D,A,A,-278.36026874461896,-43.84770446965302,0
Male,18,B,D,B,B,C,-98.94799323143914,B,-215.55247763195072,B,-59.61910146894186,59.15675150111221,C,C,E,D,-101.68832389414952,59.67628318669125,0
Female,79,B,A,B,D,B,-65.17449441950585,D,83.99874202227385,B,-92.50220695720844,121.13438756224309,D,E,B,D,-139.25424502976637,-147.7832282543508,0
Female,41,C,E,B,B,A,-23.212072406874764,B,-27.684424768073512,D,-76.35609128904778,15.890256850568285,D,B,A,C,-60.23869404781609,96.41596838331023,0
M,46,C,C,A,C,D,-99.43058960685302,D,208.8377963782744,C,55.605201577033235,84.08339318239133,D,B,B,D,5.464528541177105,154.66319481286752,0
Other,48,D,E,C,D,B,-104.26831200348161,E,-37.03994502019488,A,-45.46941754702152,109.00670652635796,A,C,C,B,-50.717017284909595,99.05050540149986,0
F,76,D,A,B,A,A,-183.78651496041758,B,26.625651068979465,C,-90.63924139626872,147.79697940302873,C,A,E,A,36.528287572971266,95.61488247594984,0
M,41,A,A,D,A,E,-6.316013730283079,D,-134.8920749636919,A,75.07654064644072,61.56715731274023,B,A,C,D,32.22770499677061,-37.47088496682524,0
Non-binary,64,D,B,B,D,E,158.64221959958323,B,-309.6386524618823,A,-23.243686354991226,73.16804745140838,D,E,D,A,-55.8212771082561,20.636928145780566,1
Other,45,B,E,C,D,A,-67.12413474690084,C,123.90663918740563,D,1.5381554809317266,111.59959704538791,D,A,E,E,40.935025803557245,16.0320005006441,0
Other,30,C,C,D,C,B,3.8200197380380696,A,20.372979263002527,C,8.560768293439994,-4.9169143025232644,A,E,C,B,-18.322727456008238,-137.8437402774598,0
Male,71,B,C,B,E,A,-23.62187717694608,C,-29.506048785022287,A,-39.988955704499745,-202.49208163708857,D,B,E,D,-131.30734902146935,34.75118845851883,0
Male,19,E,E,D,E,E,-67.09079432174602,C,-103.25512454808978,E,-138.72349524231916,153.61031261029066,E,D,D,E,-58.22468281386378,171.23690027992825,1
Non-binary,79,C,C,C,B,D,-174.95061038142202,B,126.55559194468805,B,-65.0804446787611,160.61691694919125,A,D,E,D,110.25878209378257,53.060739807531974,1
F,75,A,A,A,D,D,83.35026107221418,A,-18.376685427760282,A,73.23853197073504,1.4223285109086394,E,C,A,E,102.9912869649177,-144.2404971747314,0
Other,33,D,A,D,B,E,-229.86026786346562,C,-15.457119054062426,D,-38.070383785959784,67.6608229386812,E,A,C,A,-36.16625277899703,107.52846147715161,0
Other,25,A,E,E,E,B,-17.665237314579414,A,48.66213570874043,C,-78.37792253093512,-187.90584334287527,B,B,C,D,12.324929945815155,45.093981031741876,1
Other,64,A,C,E,C,A,98.25773780835479,C,-55.717252744903064,E,36.26093967094056,-45.76944323953323,D,B,D,A,-117.22330510746353,-198.36616369111945,1
Non-binary,26,D,A,A,A,C,-141.14500011732204,A,11.691707706733423,C,71.52515861240144,0.8476473397030485,D,D,D,C,-144.88808528207244,119.3419905928141,1
Male,20,C,E,E,C,A,-46.047546232578654,B,-65.7128621460174,B,10.759100258905262,78.08202008291285,B,E,E,C,105.46309571590623,-64.38085915369012,0
F,19,B,D,E,D,B,69.94439991708471,E,-115.31662392756054,E,-50.56961808726228,40.494172223592386,C,A,B,A,80.65326977309621,12.826898526353114,1
Other,25,E,D,E,D,C,-169.10919356300354,B,136.29134083019434,A,48.034554757650845,46.84271953508375,A,B,A,A,-0.06173829823700721,-163.3138911295814,0
Non-binary,51,C,B,C,D,B,111.16174292431309,B,22.818683552633093,C,-107.83070989141177,-39.99806991314622,E,E,A,E,10.501700287443626,-134.33546159581704,0
