religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Muslim,Married,C,A,-324.98455322086977,A,-195.41796023044492,C,-112.1154484928842,A,C,56.798206608984245,E,D,-15.407232942475012,D,0
Christian,Divorced,A,C,-29.515436805458954,A,-31.258429265332033,B,-7.753149354562888,A,B,-118.29762309004582,B,E,149.9896439894119,D,0
Other,Widowed,B,A,102.88712953751697,C,-41.9395026691166,A,149.21244630938116,D,D,-195.9576782913117,E,E,-64.32027832249977,C,1
Hindu,Widowed,A,C,74.12389860898935,E,-46.867731724918166,E,99.23006742009737,D,D,150.88149320654793,B,D,8.23041520950462,B,1
None,Widowed,B,B,168.38054362215397,B,188.42510078754702,B,-42.40904990496784,A,A,163.00621855295879,D,A,-24.505708658111892,C,0
Other,Widowed,B,D,-93.33148523593921,A,216.44997856893698,B,-147.5944879269601,E,C,8.3796276270423,B,B,-6.940542967879386,D,0
Other,Divorced,D,D,25.726793302164996,B,-126.06774793940929,A,31.8610289689044,A,E,32.277504804155484,E,B,-19.873329083138096,A,1
Other,Married,E,A,-154.3942538030356,C,31.94475418634776,C,-38.74208984724662,B,E,20.07155432522716,A,D,-40.75473901880064,E,0
Muslim,Widowed,D,B,-123.97771631604724,D,28.5728742709237,D,-41.62750776769023,C,E,7.890126564478401,A,D,-28.342615491339867,E,0
Other,Widowed,D,C,20.761282690375896,C,-114.79322402930666,E,14.107241824224467,B,A,-186.12595165480909,A,D,-78.3266917995744,C,0
Christian,Divorced,D,E,189.46982202578627,B,-10.87623413331861,E,106.39612431540581,C,A,-54.796026807512035,E,D,35.46095382652,B,1
Muslim,Widowed,A,D,1.6883199369610553,D,-17.758581613251476,A,-8.486948239385201,C,D,-121.20757964897012,E,D,-192.60555269334077,C,1
Other,Married,B,E,-0.7657260735810222,B,138.759343497507,E,-58.13192877598882,D,A,63.15693585571197,E,D,-24.198850015811107,B,1
Christian,Married,E,D,168.92838835194226,D,55.982611190182155,A,-151.72096662865127,E,D,30.32057670786535,A,D,-83.38580889927371,D,1
Jewish,Divorced,C,E,-99.07639201771438,D,-16.78921463928131,A,85.49737509299695,B,E,156.9719235742424,D,D,-151.2558005035927,A,1
Other,Married,C,D,25.646752258889176,D,117.91445240273507,A,-109.69818422117508,A,C,-100.06018773979139,D,B,-38.64476797716267,D,1
Hindu,Widowed,E,A,-21.353309237233947,B,-220.36927471859903,D,-176.55081866218313,C,C,60.86920453010358,D,B,-35.87506272668251,E,0
Other,Single,C,D,103.56102666103035,A,157.4831042875312,B,-96.17588106344803,C,C,10.645774022341435,B,E,-53.808990043232626,E,0
Hindu,Single,A,C,-28.164238171162488,D,182.60569357983633,A,-27.455133247296075,E,B,-32.12702599080085,E,D,-46.05645903603452,B,1
Buddhist,Divorced,D,A,-38.685933967081496,C,62.62760127543079,D,192.7432293337563,D,A,50.86748101062333,E,A,-111.44008029954466,A,1
Hindu,Divorced,C,D,-31.186910196962298,A,-63.436430477537755,D,-27.588346826406863,B,D,-44.75976472392461,E,E,-130.1317942386541,C,0
Hindu,Divorced,A,C,-47.34217907494646,C,-62.298298503101066,D,132.08665234756566,E,D,58.91214671426188,D,E,178.57477438476806,B,1
None,Divorced,A,B,77.03179352601542,A,124.73617334971448,D,188.92604380683593,D,D,-92.70500245940616,B,C,-110.16660511742225,B,0
Other,Divorced,E,B,-72.03453087295244,A,-82.06951130816597,E,-59.22215291522388,C,C,-27.600397882077566,A,E,16.55244146731962,E,1
Other,Divorced,C,B,-30.6836792596303,B,-47.95103102823505,A,119.624336440104,C,E,124.61316462644693,D,B,103.93840453030461,D,0
Other,Single,E,E,-56.8081000189181,D,-67.29392331404337,C,7.240773427569698,D,E,13.838013711602152,B,C,-101.37619049143152,C,0
Muslim,Widowed,D,C,-35.5029263162166,A,34.9059003967567,D,148.24057091618582,D,D,-17.920662653322697,B,D,-28.059442551411884,A,1
Muslim,Widowed,E,E,-44.807697825887075,E,-38.17471986687265,D,43.53140284538494,D,E,-186.24741583391045,C,C,-7.447083889337142,D,1
Jewish,Married,B,C,-70.38623155237809,D,65.36604395922171,E,-36.505071888340844,D,E,98.47640860572747,E,D,104.56087759792257,A,1
Jewish,Divorced,E,D,-47.218472857703055,C,30.90231106561241,A,63.899111639962335,C,E,-99.12416540896331,B,D,159.92998665866602,A,0
Hindu,Widowed,B,A,-110.76863820810775,C,-102.13281955243541,A,-239.6559604546187,D,C,-66.56780199904901,A,E,45.766374755868284,E,0
Muslim,Married,D,E,-64.19807260090116,D,100.85203229452453,C,-18.985586527404642,E,C,-74.3460290636606,E,A,102.21800067654223,D,0
Jewish,Single,C,B,-243.7561426041092,B,72.28076192327535,B,42.9059613123219,D,A,-47.7403760896486,A,A,43.337428511834894,B,0
Other,Divorced,C,C,-103.45012274149126,E,78.55161953110871,A,-53.272697056278304,B,E,-54.32697721035756,E,C,3.8361998976862792,D,1
Jewish,Divorced,B,E,-52.12692592288369,C,27.036681844204818,D,-193.20465260165557,D,A,181.35111291681483,D,D,78.90458660956791,C,1
Buddhist,Single,E,D,-20.900679918566826,B,107.31343883970928,D,98.30794731853229,A,D,37.88418381153685,E,E,-27.5812729460018,D,1
Christian,Widowed,E,B,128.70681253222259,B,199.8856531610804,A,43.27106139121118,E,D,83.96086564719633,A,B,-11.576633074528795,D,1
Christian,Single,D,A,-19.563904054961892,D,129.08602399750865,D,-50.145219484707596,E,B,25.35107038450058,E,C,-59.99629830729209,E,1
Other,Divorced,A,C,-53.03181884914135,D,-52.90120580621871,D,-30.916068902147902,D,E,-36.42915053597676,A,E,11.256901150475626,A,1
Hindu,Divorced,D,C,91.6864222228402,A,100.50502811704011,E,-22.493797810212136,A,D,-4.8515551888756026,D,C,-161.82016936912007,C,0
Muslim,Single,B,D,-122.31680007485215,B,18.44718883871827,C,-119.8787346288228,B,B,-63.021132984484005,E,A,-134.52468813833804,A,1
Jewish,Single,E,E,-25.576562275923013,C,45.065212422542764,D,-59.737186136668605,B,E,19.22045404702009,D,E,80.57449953516128,D,1
Other,Single,A,B,-11.906066813045268,B,-74.82468365941205,A,-25.93814921787135,C,B,-28.564585553545623,B,C,9.216803669242527,B,0
Christian,Married,D,C,85.14728928700195,C,-126.86344412564966,E,135.57641081898979,E,C,-70.82390203669846,C,B,-119.8897108155472,C,0
None,Married,E,D,-35.29054641557649,D,-16.770275088890983,B,166.3530936517348,D,A,153.10623564154747,C,D,-106.43928375339743,E,1
None,Married,E,B,-51.833199716137514,D,-89.98549723474719,E,79.57331918116229,E,B,108.78351070403896,A,A,-64.95995113852298,E,0
Hindu,Married,C,E,-20.28574777801827,E,44.139739815909046,E,178.81015046449892,D,B,-57.59163885801889,D,A,136.70405451935363,B,0
Jewish,Widowed,C,A,69.41115391608868,B,-17.837902787446293,C,-32.7637711099754,A,E,43.629042352943216,C,A,62.450196577723815,D,0
Other,Single,D,D,23.594540717903783,C,-76.7513620828272,D,23.36096207002577,D,C,172.64103694764913,A,A,2.2576759170064986,B,0
Muslim,Married,C,A,-72.77873978796653,B,73.56120820736255,B,130.80892568710718,C,C,38.02764563085893,C,B,73.90108280794131,E,1
Other,Single,B,B,1.7070549989894324,C,81.29330609645507,D,16.20511752018237,A,C,-191.18998458064559,B,C,16.245758053205083,D,1
Other,Widowed,E,A,5.41385927845283,A,-85.96275180677534,E,-246.46393346660687,D,A,-59.94062229153009,A,E,-67.28962224557392,A,1
Jewish,Widowed,E,C,-116.36281638731718,D,-3.0576852140351702,A,76.03168299040945,B,E,172.86118574943282,B,B,-91.8408751676497,A,1
Muslim,Widowed,E,C,70.93459210529416,C,-76.88785373655107,A,-121.73221928406453,B,B,115.7280572955975,B,B,100.38177858510578,D,0
Christian,Married,C,A,151.58042925784326,D,51.547058764055855,B,-4.921121721826855,E,C,1.503814479679197,E,C,15.484880972844628,B,0
Hindu,Divorced,A,D,71.84569777197356,D,-115.77297951159701,E,107.40878380477277,B,D,-37.309863678356045,B,C,43.06129107067551,B,1
Other,Divorced,A,B,37.45133691049081,B,-161.65748255380151,A,-207.44580412124938,C,B,-141.0899299603224,C,D,-75.86608177104118,E,1
Christian,Married,E,D,16.056416985104306,C,-26.919032662479918,B,-29.213487753697514,D,E,195.2829330237947,B,A,-82.47353605300442,D,0
Hindu,Single,B,E,-49.51436582567268,E,-17.3505376755788,C,227.07776131936424,E,C,16.894273574656463,C,E,1.088877242308236,B,0
Buddhist,Single,B,B,15.800225746766545,A,-97.77855134900987,B,-217.72641693075602,C,A,-121.88457603172837,A,A,170.21505807456697,D,0
Other,Married,B,C,-8.54228310776246,C,-140.1073325364421,E,165.63889635372675,A,A,89.67543377807749,C,D,-65.88706348894017,B,0
Christian,Married,E,E,49.947198509204114,A,135.09512443951485,E,92.46881029771376,C,B,47.381454519267876,A,E,191.54291783935818,D,0
Buddhist,Divorced,C,C,218.16583165040632,A,-130.726287795117,D,-12.86136366101015,B,B,24.10291141658455,B,E,60.21001901525699,E,1
Christian,Widowed,A,B,33.005240831032815,D,59.80652036990423,E,0.5476744966700016,D,D,61.09444347553546,C,B,-4.452229579124581,D,1
Jewish,Single,D,A,22.490077884251523,D,93.02541050592593,E,36.12880417717801,A,B,70.95056941072208,E,B,150.1406628013977,B,0
None,Married,C,D,-127.51321998384553,B,-80.20902178753478,C,137.47822810452934,B,B,-23.194890770439702,A,A,47.93404624553823,E,1
None,Married,A,B,83.1827237859439,E,-85.29522941704656,C,95.66548222478369,B,C,45.38673405194741,C,E,-90.46406475822877,B,0
Christian,Married,E,A,-271.04396223093227,A,-35.441565448109365,C,32.40481373600703,B,A,-97.07528614608908,A,D,140.81018360541583,A,1
Hindu,Divorced,B,B,-210.12435935272785,E,26.600199613159546,B,125.45290966744638,D,A,129.19014826853794,C,C,27.66993237389051,C,0
Muslim,Single,A,A,150.815689699207,E,110.95083255720472,A,-89.47036652480925,E,D,49.20931421088331,E,A,-52.821715444797,C,0
Buddhist,Divorced,E,D,10.638678431352986,B,-172.0266884358378,B,17.734033184674367,D,C,85.0926811603849,A,A,-135.63140526665694,A,0
Jewish,Divorced,B,C,-83.61445268744258,A,111.09786258717304,B,16.342417462411092,D,B,-101.96554539202012,D,D,-133.8642543912397,E,0
Jewish,Single,B,D,60.198419677158064,A,79.39659936104309,D,96.402021330064,D,B,163.75695690487126,B,D,-122.61132388988776,E,1
Christian,Widowed,E,A,-171.67609288851762,A,-73.32178555465093,E,-3.6976221290668967,A,D,-16.89263745599175,D,D,-19.476876306568283,E,0
Buddhist,Divorced,D,A,-55.52856056387678,E,-70.06269578761845,D,7.7552372634897795,B,E,50.35487914459553,A,E,96.58863491047114,C,1
Christian,Widowed,D,C,-70.82427996796486,B,-65.33752867685081,C,75.11239638473995,B,B,-106.05493922241777,E,E,1.6596723971415817,B,1
Christian,Married,C,D,37.30651153313081,C,-222.90129319195097,C,48.7010953596388,E,C,47.69793281381219,C,C,77.19645866341442,A,1
Muslim,Married,A,C,118.71017785109935,D,50.6564978914169,A,152.51015440637048,A,D,60.59999966562181,E,E,41.2784117942665,C,1
None,Widowed,E,E,-20.601054962724767,C,190.11684557598113,B,-202.67298221155733,D,A,-30.475665131734313,B,A,-92.8628026705272,C,0
None,Widowed,C,A,58.35776572373368,D,-142.8296293034524,D,-41.76196720800958,D,E,-53.54549156408224,D,A,93.87806383823953,B,0
Buddhist,Divorced,D,A,32.311068087069,E,-66.5615356030303,B,-196.82220989414554,D,A,82.6360326085468,C,C,12.06187454007051,B,0
Muslim,Divorced,B,B,52.089884100629604,E,-42.946823856587265,C,-138.456534106167,B,A,82.4527730479616,B,A,-69.98515535182113,D,1
Muslim,Divorced,A,B,-9.050813718336425,C,-122.08130160404845,B,121.34905328570626,B,E,44.29580884435613,C,C,-83.23585544023825,C,1
None,Divorced,B,C,-25.094436841425715,E,-2.1960673850468884,E,-106.63046591168846,B,B,24.863293750830934,B,A,-53.405831722346754,A,0
None,Widowed,A,A,-56.8455088106206,A,-103.47450943560933,E,-39.11600158588636,B,B,56.256761730660074,B,E,6.98801524408865,C,0
Other,Divorced,A,B,-38.323525884721136,D,68.0865670718657,C,-157.35479290045114,D,E,-10.678383170392168,A,E,81.47687975485317,D,0
Buddhist,Married,B,B,38.90863607268288,B,-113.34048611467153,E,52.7442212095491,D,C,192.36280667620173,D,A,-92.40288214855306,E,1
Hindu,Single,C,E,19.4518631768866,E,-45.05377891300862,B,19.785100145914196,D,A,25.947424249339317,B,B,60.71443703758656,A,0
None,Married,E,B,52.501608199269825,D,-133.04261758445062,E,-131.02833366333508,C,B,-132.4940397449135,A,D,9.812454615592788,E,0
Buddhist,Widowed,A,E,-79.22287731679735,C,124.92386646192033,B,-92.83593840956107,B,D,-6.228588111670586,C,A,-234.88293081644494,B,1
Jewish,Divorced,E,E,88.58099444992949,A,-4.1045514459405785,C,30.772504536843194,E,A,90.55314412374132,E,A,172.71373745594997,C,1
Other,Married,E,C,32.025436472144285,C,100.95167278154031,B,220.34561647750834,B,C,-25.244077842434876,D,C,69.89079584874189,D,1
Other,Widowed,B,D,50.93450212793931,E,-60.73876843336493,D,-212.98788581778632,B,D,-119.07200866255924,A,D,-123.73415294068808,A,1
Jewish,Single,A,B,-243.67679532056536,E,2.392149448123495,B,-135.95373646164433,E,A,-176.79230974922604,A,B,-111.88912048599494,B,0
Other,Widowed,D,A,-65.85027250419589,E,-57.074034328447546,A,2.9151454064712032,A,A,39.0559093744711,B,B,58.48323623135715,B,1
Jewish,Divorced,B,D,78.01052647494934,C,59.34431633205013,B,-3.0629149125772295,C,B,-65.43602727139279,D,E,-148.39328091493505,D,0
Other,Single,C,C,-127.70632113711,D,-43.76535806114973,A,65.72639498733247,B,B,148.323577615454,E,A,-152.5396486768145,C,1
Buddhist,Single,D,B,-108.69384141294715,D,154.2764640283718,A,84.35665578346673,B,E,-57.81859272191302,D,E,-231.94442672685344,B,1
Muslim,Single,A,C,13.689926206446604,D,-101.60151953765413,D,23.177477034615062,E,D,-84.47135158351064,E,C,25.70049968935566,D,0
Muslim,Widowed,D,A,-60.07782798939553,A,-92.0160409069522,E,129.9134416068366,D,D,-1.4338272151412688,B,B,-137.97369894269164,D,1
None,Divorced,E,E,42.479831032571596,E,-3.0668384854102486,E,-155.58036349997778,E,C,61.52029527923178,B,E,-34.013421478762204,E,0
Other,Married,A,A,-20.19236264296871,A,-100.61651682293065,B,-70.61376750932489,E,D,-145.73661366249357,E,D,-27.565766081335013,C,1
Other,Married,D,A,62.878717794436454,E,78.75306881683734,A,127.31361052404687,E,B,10.087715853240898,A,D,43.269048886916636,B,1
Christian,Married,D,C,-1.6807500596409706,C,153.821001729593,C,102.5127645991313,C,C,78.50950695840365,A,A,150.82136922264488,C,0
Muslim,Widowed,B,D,22.08883121635294,D,-108.34730090621538,C,112.78691446233155,D,A,-24.890649917255253,B,A,-26.1041361899094,E,1
None,Widowed,C,D,48.79333899922245,A,156.41432998454357,A,-111.68304936088258,D,D,20.222321713593665,C,D,-32.79709083109119,C,1
None,Widowed,B,E,86.47227317728958,A,-57.55329399808785,B,-136.07424541198037,B,E,51.48514320341426,C,E,-51.17984776764841,E,0
Muslim,Widowed,C,C,-35.58407751166808,A,74.52534300349744,D,104.9224699723754,B,A,-20.5675455746771,E,E,161.338489579049,D,0
None,Widowed,D,C,95.09712416820464,B,-51.007460515859904,D,200.23114957991024,C,A,-27.195124597731578,A,A,-68.43201836896247,D,1
Buddhist,Married,A,B,3.4786589265074297,C,-31.30426251787065,B,-167.86366927664912,C,A,199.50230159166878,C,E,-71.81288676204115,E,1
Christian,Widowed,E,D,-120.46886842364954,E,78.60554623412952,B,79.11638114585934,D,A,-0.4195313781177672,A,B,0.9158545355683602,C,0
Other,Widowed,B,C,151.61426589318143,D,88.9889579340258,B,89.44765575873376,D,D,-112.13287180878466,C,D,-100.30785780381075,B,0
Muslim,Single,E,B,73.65949926756979,A,77.97938872340508,C,-14.507185184367913,B,C,2.047612736213101,E,B,0.07740519748572165,D,0
Buddhist,Single,B,C,188.20526712575023,C,-106.31772951395746,E,156.3102164381013,D,A,179.1359884096616,B,D,-0.9951688658457586,C,1
Jewish,Widowed,D,D,-58.80098062220719,A,207.30809415120638,B,-39.57968445353456,B,B,25.02112741266382,D,C,78.10170220369343,E,1
Christian,Divorced,B,C,20.752154685214126,A,-92.66190770670283,E,5.7576348593656,D,A,30.306810268806593,E,D,-116.16200256156475,C,0
Muslim,Single,A,C,169.21009857957355,A,-41.84566275349983,B,101.29200026415346,E,D,6.891613343444737,E,B,148.4856063906238,C,1
Muslim,Divorced,D,E,-65.20901091113251,E,-24.865951114820838,D,45.12945317986306,B,B,87.91635860424236,E,A,91.6827653543628,B,1
Hindu,Single,E,B,-24.243284169913217,A,181.1924769873221,E,49.286449454876916,A,A,185.03367444701504,B,B,-44.970779222480864,B,0
Muslim,Married,B,C,-130.65700279833558,A,153.46371846926627,D,6.14118941262058,E,B,-68.98180340280803,A,B,35.707501233513,A,0
Jewish,Divorced,D,B,-180.92294253074218,D,-106.88724920334514,A,41.53473310463246,A,E,-15.340369586736758,A,E,63.909706677313416,C,1
Christian,Divorced,A,A,-18.64736635448181,B,47.11756735073301,C,-98.93075392524882,E,A,-41.40439461363049,C,E,-68.5218890654669,E,0
Hindu,Single,D,E,-205.0903705194179,A,53.11570784164974,C,54.05090192694922,C,D,6.433721517313122,C,A,-37.08011269688936,D,1
Other,Divorced,D,A,101.72402861677566,C,-288.4554637942639,D,19.323189811508428,E,B,113.02302881267772,A,E,-0.7603772820579198,D,0
Other,Single,B,B,-16.73092351157466,C,15.10748750769205,A,-21.790104976272357,E,D,-9.76638907471735,C,D,38.744458378374915,D,1
Jewish,Divorced,A,B,255.94419264956554,D,-48.0746895965262,E,-43.66528290900969,D,E,-28.911648237348953,C,B,1.6601655991871678,A,0
Hindu,Single,C,D,-13.624521822207884,B,-36.59172933985799,C,107.17774021608281,C,B,-154.2727459757188,C,D,67.07453264739003,C,0
Jewish,Divorced,E,D,81.59907749082511,C,-177.57328635288306,C,139.36994174128847,E,C,91.91433116343468,A,E,89.2012324733237,C,0
Jewish,Single,B,E,-52.08690213662458,D,67.25750383190062,B,51.94183835900097,A,D,226.00019351248037,D,B,-77.33381669099623,C,0
None,Married,B,C,147.48460255671284,E,34.359222720814145,B,-64.2797501954572,E,D,-6.367969034605986,A,A,2.068430886590882,B,1
Muslim,Married,E,A,114.20884051578999,D,-162.65995355302744,A,-14.279267485706612,A,E,24.189315831743997,A,A,-85.16699908795661,B,0
Muslim,Married,B,E,60.20464899726707,C,-49.88877834380929,D,95.41218677526095,E,A,-158.0924877990261,C,C,28.988378810563376,C,1
Christian,Single,A,B,36.74096234483693,E,159.68495959311167,E,84.87362758328236,B,E,-153.99869283211373,A,C,73.64176061203966,A,0
Jewish,Single,C,E,58.510364479110144,E,-46.77158161281452,B,-50.67579863252985,A,D,-69.71682321119215,B,E,18.78739352305228,D,1
Muslim,Married,A,D,-1.5354577688471462,E,-25.781013696071604,E,-89.85865067999661,C,C,93.23658080741994,B,B,17.581327545291355,A,1
Jewish,Widowed,E,A,20.269160026825087,E,293.13812827582836,D,-120.17887596715329,B,E,250.7347172733309,C,D,-58.64539906972395,B,0
Hindu,Divorced,D,D,70.864634188442,D,69.89960134968311,E,16.95260965291548,B,B,3.1824100203740837,A,B,15.175871936957694,A,1
None,Widowed,C,E,-50.79128723928994,A,141.89201668790218,D,36.98606068645534,C,D,-8.0110123705255,E,A,15.92589444600129,D,0
Jewish,Married,D,C,-8.72064626284312,D,-132.96288037048433,C,-34.518221900669126,A,E,-63.47188452736994,A,B,170.66712223816822,C,0
Hindu,Single,C,A,-105.4161367699602,B,97.23657462709355,B,127.52839146653191,A,E,-63.01675616251895,A,D,-62.888122293944534,E,1
Jewish,Divorced,D,C,-97.1532813050015,B,137.9799795398065,B,-239.9005385470565,D,A,119.55573926858895,B,A,36.690825834246596,A,0
Other,Married,D,B,-54.702894441922766,C,151.03046999855854,B,11.95100218713371,A,D,67.45139776823306,D,C,68.2666124376794,C,0
Hindu,Single,D,D,-1.8407042793191133,E,151.48873876082544,E,65.58446337378645,B,A,-41.02349076719859,B,B,-79.12432550639814,C,0
Other,Single,C,B,48.54944323809848,C,59.21485397144745,B,24.28856584690643,C,D,121.8328391175038,E,C,6.693344073187372,E,0
Muslim,Single,E,B,-52.79083041734458,B,44.82724140480791,D,-9.617126501873088,B,B,-76.62383783316773,E,A,-132.19673601924205,C,0
Other,Widowed,E,E,85.30105862877745,A,104.95978236294998,D,-194.4779990126284,C,C,55.845047999815364,A,B,-41.47486261189796,A,0
Buddhist,Married,B,C,-37.40397956457499,C,8.293557723436166,C,2.138424406140007,C,B,-190.78784830300418,C,E,27.170216992440636,B,1
Hindu,Divorced,A,C,22.367367281665913,D,101.79899778380145,C,-113.76396227925429,A,E,-156.1440013438988,C,B,43.226372198710735,B,1
Hindu,Divorced,B,E,86.82660577822008,A,37.7776539003133,B,-85.50829435673842,E,D,-148.18383848188492,E,C,-57.481388498456894,B,1
Buddhist,Single,C,E,-194.51704156024635,A,-119.67617055867717,C,65.0108046770149,C,E,-75.36982850985974,C,E,175.62910669791248,E,1
Muslim,Single,C,A,-42.51349280580562,C,131.7918440677666,D,-236.68443896817885,B,E,39.42237570234702,C,D,-120.19328938449763,B,0
Hindu,Single,D,E,8.63315471413251,C,88.81046834510505,E,-106.97960063192593,D,A,-63.55212565139623,A,A,-17.743491728127537,D,1
Other,Married,D,A,88.48168303733839,A,-7.482420054554219,A,32.24586590337811,B,A,41.48300848622743,C,B,21.207381696286017,A,0
None,Divorced,D,C,-11.680667546959029,A,7.8986117050523985,B,30.703301749769512,E,B,17.232168162137555,C,C,-167.05269694389412,A,0
Muslim,Divorced,E,A,116.74632480578673,D,73.74983974196711,A,111.19461931122892,E,E,-71.71587264137709,A,B,141.4246847289039,E,0
Jewish,Divorced,E,C,-34.51585788696727,D,230.54551840499283,C,-43.63437209508496,C,E,-190.66428848734608,A,E,-129.7256331934966,D,1
None,Divorced,B,E,-77.04009594388091,C,131.15162571257076,A,-36.39041106402075,C,C,33.875638421955806,E,D,-63.009754356577375,A,1
Other,Widowed,C,A,-77.89453406652844,E,-25.089752793083104,A,74.45421522085935,C,C,111.88317814263202,D,A,31.84597137580566,D,0
Jewish,Single,B,D,-20.26986179847548,B,18.02290788609544,E,-74.76333202208473,D,E,-104.69489083054494,C,C,101.05128797565115,C,0
None,Married,B,D,-44.131372765595124,A,71.77975163525723,A,-2.317500124740342,A,D,46.70622424296237,E,D,20.143452815899423,C,0
Other,Single,C,A,-160.52510248196876,E,-39.930899441572016,A,133.50392136485536,E,D,-57.63681715056905,B,B,-127.76753764259674,C,1
Buddhist,Married,A,E,139.35556733075583,C,-94.39441523808631,C,13.64398979780885,D,E,189.74656946480047,E,E,175.99858943876455,D,0
Jewish,Divorced,B,D,-159.44339061872913,E,212.7793665209619,A,17.753480268338226,D,C,80.7307281767336,E,A,115.87391344389285,B,0
Other,Widowed,E,A,-28.612508859381258,C,-46.108168764989216,B,-214.64449441952956,C,C,60.02086353738093,A,C,59.346424092360415,B,0
Christian,Widowed,D,A,62.44446269440944,E,-122.14725026580429,E,-59.64205567365989,E,C,142.77721893700635,C,D,143.84979686046105,A,1
Christian,Divorced,B,C,-3.5818342824758105,A,149.5358891478849,C,-101.03663732504842,B,A,-193.1685691091185,A,C,-11.237308496595558,C,0
Hindu,Married,D,C,10.91122783141145,B,122.02591201192688,D,-188.3441583696592,B,B,73.72207119631655,E,C,-26.040119794844678,D,1
Buddhist,Married,C,A,40.57677315211462,C,-74.12135292216104,E,-33.94636050447433,D,A,-66.65051481865292,E,A,-147.70121269650892,D,1
Christian,Married,D,E,-42.446272869957305,C,-149.03420941622147,E,5.094418373275273,B,E,-18.325747077458107,B,E,48.6263285088098,C,1
None,Widowed,B,D,-73.51511789378337,E,-3.718336298682776,B,-110.75427738297803,A,D,-23.30225156644979,B,E,-60.97563953490553,E,1
Hindu,Married,B,A,109.20707494700135,B,66.40324229167797,D,97.14274612437391,A,C,86.0966404267213,A,B,-63.13977349659322,A,1
None,Married,A,B,48.16226599178105,E,121.47333079898566,A,28.049223064515004,D,B,-55.48863978760008,C,B,-117.39543966196374,C,0
Muslim,Single,D,E,19.06679295825306,C,-81.77576821612263,C,229.63563760843005,A,B,56.48688983120923,E,D,160.11333696286943,A,1
None,Single,B,B,20.278611442884547,C,133.6885787948831,D,66.04196788862373,D,D,4.984631942184299,B,C,-3.7601413223201186,E,1
Buddhist,Married,B,E,266.3040767971687,C,18.332426110584972,D,-34.86719427508196,C,E,-8.824796878203891,A,D,180.399908560372,C,1
Other,Married,B,A,124.2391316350905,B,-2.106517683250141,B,-167.94027818010667,D,B,101.96995857750946,A,C,11.509507934243526,C,1
None,Married,B,E,95.99941577887073,A,195.154498195303,E,24.263033304151175,A,C,-80.66757502239673,A,D,-169.99653171883585,A,0
None,Single,A,C,-10.929303414826697,E,64.26496513921526,D,-127.89780518871092,E,C,119.22899979083262,A,E,49.25164606369634,A,1
Jewish,Single,D,D,131.3257953587643,A,-30.065564593908807,B,37.05172563233151,E,D,-195.81884850628086,C,E,216.86433831326383,B,1
Christian,Married,A,B,-79.2540378137546,C,-57.71780308186902,E,27.30019489241085,D,B,160.55780389511722,A,D,29.338922866891703,A,0
Jewish,Married,C,A,-6.988463269784444,A,13.406725523491481,C,-154.47207704908726,C,C,-78.03450774151014,E,A,124.08287281773747,A,1
Jewish,Single,C,E,-253.92204709019342,B,-126.57314046020475,A,-21.49498594067908,B,E,-50.61594498165931,D,B,-40.86143505539601,A,1
Christian,Divorced,D,E,47.79082397817602,D,41.25974888625389,D,-42.52464381218075,D,E,-106.5945217693294,E,C,41.085790237428654,E,1
Buddhist,Single,D,E,-98.0177554877527,B,-138.05612159025907,C,30.071265350180866,D,C,-72.0524854448367,A,A,-165.29935360682626,A,1
Buddhist,Single,B,D,73.38923844578979,C,-16.6494616354227,D,-39.661182515538165,A,B,48.160792042273506,A,C,53.30215114535463,D,0
Other,Divorced,B,A,130.31692385589542,C,82.9763953423822,D,-133.59137063671673,B,A,15.899905701705558,A,C,-69.53995435194591,A,0
Other,Divorced,B,C,48.64805499049732,B,144.641894262054,D,-170.73483775998662,D,E,-99.64991353984334,B,C,64.16674534787164,C,1
Other,Divorced,D,C,-24.01703278291602,D,-79.76250440455473,D,-73.25339840309967,B,A,-41.896172965808795,B,B,-6.861977268731125,D,0
Muslim,Divorced,C,C,188.42318906815095,A,-32.33485980852203,C,3.8270985084429485,D,D,144.74673982626888,B,D,-91.15461274678961,B,1
Muslim,Divorced,E,A,98.59656932529421,C,121.2647558726048,A,15.057379894879977,D,C,-5.898377961183584,D,E,198.0637690573881,A,1
Other,Widowed,C,D,-36.93822129169831,C,3.4849058048150354,D,-3.653161128219447,B,A,-21.304489803702285,C,E,117.29599557862129,C,1
Other,Widowed,D,A,-91.87053137342889,E,83.90829828802477,E,-18.130512011893455,B,A,48.61426468354184,B,A,-176.1954410427205,C,0
Muslim,Single,B,B,-234.29915897799938,D,66.95775241837369,D,-55.51203515133524,B,C,79.71892861940569,D,E,51.717642694667155,E,1
Jewish,Single,A,B,146.58308458410357,A,-42.32537593129307,C,-137.085388850867,A,E,49.02814636862885,A,A,47.47675062776442,B,0
Other,Divorced,D,E,-50.65112783339727,D,-38.2930332615451,A,-5.537245497031543,A,D,-163.783056598575,C,C,-34.02964333715106,E,1
Christian,Married,C,C,88.45243907420964,C,-66.68649162795023,A,155.52159922401677,B,A,57.0686405530837,B,C,-19.41891761885504,E,0
