handicap,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,26-35,E,-85.58097590017486,-18.644426303086092,-33.08158047374175,E,C,-80.95146959868947,B,-160.3312727207828,D,1
Both,51-65,B,5.884412679139824,38.464496987466426,65.0294656641764,C,A,4.417452609190177,E,-8.549885148141117,A,1
None,51-65,E,188.05579799654123,-73.91941717712022,-403.7250507670958,B,E,72.70231013638589,C,102.17013663108452,D,0
Mental,18-25,B,125.77037942756503,9.58440558659037,9.927776413740851,B,D,71.4338179909363,A,-12.597035394540434,A,1
Yes,65+,B,-17.635806451249003,-44.96580690662172,42.13076913411327,D,E,102.3326267735831,D,107.72574384211786,E,0
Yes,65+,D,-88.30419900310544,140.16223339626313,255.25048393436015,B,D,-11.802347764392342,C,78.19349597180283,D,0
None,26-35,E,146.17328321636322,34.85369550324655,6.703817133369526,B,C,162.0106564347921,E,-59.959755669236884,A,1
Physical,65+,E,-75.8233113015614,-92.42766582678072,-34.39977666167675,E,D,60.43542394414361,E,73.0441734845609,E,0
Both,51-65,D,-30.265024958107734,121.44483520035784,7.083217487707329,D,E,-75.06340276826134,A,-29.90869594203616,B,0
No,18-25,A,6.246216601123264,24.749285213354902,-75.38672838413316,B,B,125.06905149457906,D,-22.420658724095073,A,0
Mental,26-35,E,-17.663495537275224,-82.38568581446721,-30.810362577985146,D,B,-35.88690101632686,D,-59.20046768536016,B,1
Physical,26-35,E,-119.26455237267581,-157.23360472618322,-4.536624308170154,D,C,-25.501305658823554,B,-63.39428102067394,E,0
No,26-35,E,-21.605900080175047,65.7416416797234,61.36551687873649,D,D,128.2811405668656,B,-56.49178595972142,B,1
Mental,51-65,B,162.54780817321856,198.6448053462513,44.64643273549368,D,A,-127.47423299449092,E,-48.87089105582111,D,0
None,36-50,D,161.4968897121643,113.4749458477842,-26.523846908109572,C,A,-8.373861313522236,A,-6.728995588342652,C,0
Mental,26-35,B,-139.11871544329847,-39.16184317109801,86.33075928635103,A,C,-33.55668661663874,D,-145.58653265513837,E,0
Yes,51-65,C,-27.37412184731727,-19.378538816531346,52.091687596979554,D,C,67.29547548551078,B,-60.820253054207754,E,1
Mental,36-50,C,-139.82028183677647,24.73482581095538,92.12335816113182,B,B,10.108907147419641,B,-2.8664565871806285,C,0
Mental,51-65,D,38.62185337405519,-170.2707013770862,70.4552509620487,A,C,-54.33039487877831,C,-16.484151281011748,B,1
Both,36-50,E,-185.18249579623162,-33.77945582063622,0.10531264278113969,C,D,-79.59569098509925,C,44.62688238179202,B,1
Yes,36-50,C,18.0095090408941,-89.8451907046942,139.8401914959605,E,D,152.9145716412748,B,87.98944393129914,A,1
No,36-50,B,-30.275509006468326,1.9334484907773175,-198.82412293310907,E,E,70.12860366856953,A,-14.743950873392173,C,0
Yes,26-35,B,102.61022684721885,44.19601514157037,-264.889474045747,E,A,21.141185259908372,D,-134.40316149457283,E,1
Both,36-50,E,18.828818064481723,17.943473541408714,152.76246758387003,E,C,76.7693344406766,C,175.85454147626334,A,1
Mental,26-35,A,26.070623994181652,128.1571017556004,-111.56488971294796,E,B,-72.87186115111042,C,-14.763089612017119,C,0
None,26-35,A,116.08528749308924,-198.7429852854311,-69.73855952294596,C,C,64.84666321923854,A,88.29068236927148,C,0
Mental,51-65,B,105.57703471115506,83.4106464753377,-152.34796545830454,B,E,-20.928914556519356,D,62.33632856339641,C,1
Yes,51-65,D,-100.99933658599936,62.495381560582,160.5325226363722,C,B,-46.19463104500199,A,3.2744131036438118,B,1
Both,51-65,A,88.67506323053507,-123.07869941893341,122.08399267783878,D,E,158.9354550068156,E,-87.78973231539081,D,0
Mental,18-25,C,-71.86162744157092,76.19221573262286,126.23956360214379,B,B,282.26362160796845,A,-62.8784494888481,A,0
Physical,51-65,A,44.861556863012034,2.2786422686191474,156.47158925688615,E,D,-29.60139463844942,A,26.944863226005626,B,0
Both,65+,B,158.31065457922077,49.069279026956636,88.88466094415142,C,D,-86.16761446291846,A,23.602307041536843,B,0
Mental,36-50,A,-127.55859966089498,-58.158027835942384,86.23070948035362,E,C,70.25949878910835,B,43.045097780991085,C,1
No,18-25,D,138.44691625809727,29.435025297749085,-36.15581159122412,A,D,93.10402854677197,E,38.795477426528656,D,0
Yes,26-35,C,50.462310864411464,-60.34725430906012,-27.550985207682505,A,A,105.50873067506852,D,-41.99997992656983,A,0
None,26-35,C,150.73072394920425,-80.02994857301407,-42.962187620651825,A,C,3.145024559038327,D,-84.72324274347012,B,1
No,26-35,A,127.33588590243086,-158.11654671888707,55.931590524704724,B,D,72.95453677534272,A,-10.267187760339281,A,0
Physical,51-65,D,-12.306216101743878,111.79245809678669,-127.59466257215277,B,B,99.20535478328067,E,64.82945683695125,B,0
Both,36-50,A,47.893299053292075,-99.37687761534593,53.71287336668081,A,B,-158.16218242736463,B,47.52423688472691,B,0
No,26-35,E,-67.50491272717841,25.799097553726302,135.50923535880247,A,B,128.086565192593,E,-108.88857811196075,B,0
Mental,36-50,B,224.132988236187,41.105381393855524,-22.10756286656223,D,A,16.67895747607952,A,69.31767869713865,B,1
Both,51-65,E,-17.638905871297364,51.66372524097957,-100.07719892936171,D,B,147.0292322770896,B,230.1604846313158,D,1
Yes,51-65,E,107.43804597496955,32.56523870291529,16.070430634907304,C,D,-137.717046907742,B,-68.2143685902113,B,1
Mental,51-65,B,122.24650350938253,-84.1890987142637,9.979378147894966,D,B,-130.62304233534695,B,-4.062019655180844,A,1
Yes,26-35,D,-4.207768821117145,25.97714832831021,113.69504126931547,E,A,-37.07501576317049,C,-40.31090780644891,C,1
No,51-65,B,-38.78610331744838,21.655654893780053,-95.14413035520519,D,B,23.043132302593396,C,-159.9811643107036,C,0
Mental,51-65,C,-110.1327928366077,133.27698278625633,-14.488151814425363,E,C,-45.87893972633095,E,46.03184273312964,B,1
None,36-50,D,135.91605678810546,96.34527763964161,-10.541145188128917,D,A,-120.78188270278933,B,-25.665638831866367,B,0
Both,51-65,D,-3.5747943669231668,-0.7099509162412786,-85.39799170985843,E,D,-16.58496332598113,E,23.719700590479743,D,0
Mental,65+,A,172.5528919420054,41.79664642903312,-13.088187443106145,E,B,-156.54252542888852,A,-229.9169691499966,A,1
Yes,18-25,B,-79.24734365131927,19.568262185670182,51.02470885867576,A,B,71.6149798216564,D,-21.647705971624564,E,1
Mental,18-25,B,216.39895782089823,-72.82448395464027,-41.29649701754566,D,D,39.63329939380369,A,-169.30068420148092,C,1
Both,26-35,E,7.832520151051499,86.73194726254606,-103.7236335123594,E,C,-17.362080250865706,D,65.0796097386939,A,0
No,65+,A,5.421643536978425,138.6536107829328,9.372816169018563,B,A,-37.45074588999268,C,21.57598106118619,D,0
Both,51-65,B,53.79238379156652,48.80705233574131,-91.804744738041,C,B,104.04036260221285,B,135.58519579879865,B,0
Both,36-50,A,12.142237283887201,46.88730461263618,30.016646723716043,D,D,-77.43801834044191,B,-121.63156791345759,A,0
No,26-35,D,-57.67096529119562,122.30825659765397,158.62417724448125,E,D,173.66329578907798,A,-110.06203879822509,C,1
None,65+,B,-193.79992487825194,-151.24323348622414,144.7513087137903,E,C,-63.035644800433374,D,46.88738176856198,D,0
Yes,26-35,C,100.86449899275733,-186.11628672995624,-42.528645596377444,B,E,68.13898399159872,B,-43.00068334542402,C,1
Yes,51-65,A,-65.59216438566048,12.304865724859,-241.4159787660981,C,B,36.969454915469115,B,-231.2851442817894,A,1
Both,26-35,A,32.45000865421556,50.84096056848439,217.20013121324752,A,A,23.634093828298827,C,-2.6608896745788346,B,0
Yes,65+,A,167.0319077089237,47.30248221793526,6.923843122415634,E,B,47.35748795968948,A,-20.40746406836649,D,0
Physical,65+,D,71.79707773828746,21.79220486958286,-165.01151606850067,D,D,126.90886329006892,D,-73.2884447016634,A,1
No,18-25,E,-133.7544976308608,8.925013640244172,-60.5653842965438,B,D,112.2003009639414,B,61.17721505121616,A,1
Yes,36-50,B,-4.463237698452185,-10.55105327488845,-27.399869044571425,E,D,23.35136446795884,C,128.3887311501874,C,1
No,65+,C,7.0847867955031285,208.90147303199953,171.2238363973022,B,D,-11.900509580492967,A,-138.72634514886656,A,1
No,18-25,B,-40.44166892555701,-73.4640679677635,-30.4407221375926,D,E,-45.566552223969545,B,149.40360305525155,A,1
Both,36-50,C,12.925210945440558,50.74741935430358,143.1682733990894,E,B,-15.226097154607906,D,-146.38171438015658,D,0
Yes,51-65,C,76.36494468169447,31.69923760305527,-18.838788247415014,E,D,60.25839310547584,A,-113.34725772609151,E,0
No,65+,C,139.26600662465427,-179.4018379210055,5.8651846818325115,E,E,93.06792625334992,D,-3.0448172258060455,C,0
Physical,51-65,B,46.51322472722843,106.77865978422405,-71.82129781455954,E,C,47.16312669231373,D,86.97144257414851,C,1
No,26-35,E,-157.86940816741557,-24.662122746494777,-116.13361443225234,D,E,-3.4317158056514003,D,-89.77054921444913,E,1
Physical,65+,B,78.00599666731934,92.76191894001037,19.246077368962954,E,E,-2.0143026138846754,D,44.34930968069878,A,1
None,18-25,A,27.066978143680487,-127.87307612498103,-17.38686726019164,C,C,-11.560460364941068,A,17.33992908952685,D,1
Yes,36-50,D,23.410369258597044,-74.82627640277273,132.05923591092284,A,C,-46.708343801930475,C,130.15393369450632,E,0
Mental,26-35,A,-185.8050262810288,-158.31276955963597,-36.04114542083445,A,C,-67.0384651191904,D,-66.06342736561328,D,1
None,26-35,C,142.29141651230955,0.5207346536062677,-13.946856655698262,A,A,-49.07130290193453,D,54.056495725541446,B,1
Physical,36-50,B,89.38621197395629,-82.48747360257084,-26.95278606049008,E,E,-134.9050535281305,A,-21.781054827745965,A,1
Mental,36-50,B,-61.278230523029166,130.3046546220418,33.051451531738316,A,E,-201.48058998573612,C,7.7854432842746695,E,0
Physical,26-35,D,35.76517265659527,118.36581978350289,-160.9610655896364,B,A,70.3381011458568,D,53.21787741328726,C,1
Both,36-50,A,-133.94390951790524,-104.03279950026874,3.577622370902956,D,B,41.339621355799125,C,196.91032284399637,A,0
Mental,18-25,D,-30.27315601219897,1.082336329011952,47.36259827740517,A,A,-29.476893370694214,A,29.55040927467757,C,0
Yes,65+,B,-117.67313306551912,-164.5073673642229,-30.203600398111096,C,C,119.24295908499809,E,-79.28467365377915,A,1
Mental,65+,C,-133.8343667036482,44.72361958274899,162.084380481324,C,E,-5.372677547946101,C,-20.828510328459103,D,1
Physical,36-50,A,3.8295021019341497,42.30689403296468,-4.140448047740848,A,D,-14.169736633540305,A,81.47232896544483,D,1
None,36-50,C,-147.00552105471598,-78.04633191638271,81.11622530932605,D,A,-5.525786192800059,A,-57.74562208921981,C,0
No,36-50,B,-111.00000497066193,32.86229651423123,7.327851668517462,C,E,-86.09300035904177,A,61.58185325172877,A,0
Physical,26-35,A,117.968986602928,173.65463979407266,-22.232758094724105,D,C,67.86459719255123,C,24.80394669591845,C,0
Physical,36-50,E,132.9540583048278,72.746592540859,-32.172389476872276,C,A,-121.00489765507405,E,5.064648640422911,B,0
No,18-25,E,-99.55803087044028,-90.21246850039526,-101.62223342953052,D,E,99.35804412006227,D,72.61677132682503,B,1
No,26-35,C,-27.001166024209773,-172.8663576269531,25.40992775523353,A,B,-66.49413141117905,E,58.355874778841496,D,1
No,36-50,C,119.15896826617858,-100.32092562041366,-39.081434482170316,A,C,-143.8748717157584,B,176.12101820419747,C,1
Physical,26-35,A,-107.41064151447381,201.21939704003125,-173.68143846511035,E,A,74.61971294204778,A,-113.47236129387359,A,1
No,65+,B,58.54290286688184,19.920163526236507,32.23534537448713,D,B,-18.662555102303763,B,81.925559426763,B,0
Both,26-35,D,30.05300630305352,-100.32166692596196,60.99727759924751,B,D,-144.67152261204618,C,-153.26007936037917,B,1
Yes,26-35,A,214.19362335672994,127.03544892486865,59.865576329964455,B,E,63.48317897911174,E,132.08201751213718,E,0
Mental,51-65,B,-51.91931820833171,-96.79668041095324,-22.654860170198177,E,C,108.17963174837601,C,191.0090599972361,C,0
Physical,36-50,E,-36.76291672383292,36.1435488426106,72.43162899976113,A,A,-122.80591746525513,A,-136.53427368585167,C,0
No,51-65,E,-13.442414069619918,-91.84754309613432,25.731728516374115,A,A,65.59733731195571,C,-89.53420482313065,A,0
Yes,26-35,D,-56.00870127603008,33.90049049843543,81.83381606551487,A,E,-162.1724370395726,E,-75.28623913933278,A,1
Mental,26-35,A,62.28984999299585,-24.511698561455262,184.26442391129206,C,A,9.130441087299966,C,-143.2934209448584,B,0
Mental,36-50,C,86.00161394874347,-9.729171396896778,-118.3704083001266,C,C,-158.3031165743684,A,-178.30558910719714,E,1
No,65+,A,84.65812440517647,17.516270478231785,37.758779896637805,B,D,32.041962370303985,B,-9.19325014540431,B,0
Physical,65+,E,27.70591059062773,-1.41953031327667,-46.34361206535081,C,A,78.11579895511728,C,76.68442295622243,C,0
None,26-35,A,47.96363520393131,93.39949050129192,6.132668993781339,D,D,-67.06394150840086,A,23.674691205253602,C,1
Both,26-35,D,16.106829292118814,-156.15948536105242,-31.427686045936525,D,B,275.35147048667403,B,-170.986249874708,C,0
None,26-35,A,-31.49092411299793,97.1164145889495,108.74000819231016,B,B,161.0249173752794,C,168.564895147277,D,1
Mental,51-65,A,55.54769902734572,158.23761323137805,54.120800816765914,D,B,16.354770737284966,C,201.62914829274064,D,0
Physical,36-50,E,-98.93971026262587,-97.16024165370693,11.383649360186212,E,B,111.34481209523557,C,-76.08798997357545,E,1
No,51-65,E,52.72365862300664,-6.645370230389391,21.069847917525035,D,E,-215.90819037508936,B,107.94322638704475,E,0
Yes,18-25,C,178.7084187248087,-221.40783076907914,-77.84897409380378,C,A,-91.12658668014825,E,-34.79724070131984,D,1
Mental,51-65,B,47.54860014813259,137.04763801404883,4.522152325736382,B,A,194.72650279224237,D,-84.34180516908091,C,0
None,36-50,E,144.41072798671794,-95.84483158210085,109.18703415041644,A,E,-92.72363171405664,E,76.44622895499408,A,0
Mental,18-25,C,217.67347170197948,-22.728544929473138,112.07223206889736,E,A,-60.308382245103274,C,-168.95173775957088,E,1
Both,26-35,B,27.794688895350145,-52.381842903650266,47.650702031477046,E,E,-192.8214342713267,C,-40.16730058699242,C,0
Yes,51-65,A,123.98023725923424,-95.74562735037293,-83.90336390032856,A,C,55.19984836318091,B,-26.263786701862962,C,0
No,18-25,D,66.75086684964656,99.08789919808476,85.43533001201395,C,A,-39.02648017730765,B,206.7579623591902,D,1
Yes,26-35,C,35.63566976306105,14.537041378569329,165.14927390626426,A,B,-42.11459066485845,D,6.33599716495947,E,0
Physical,18-25,B,-135.52636160203838,74.59281084301237,24.66797653554807,C,A,-103.42103189611697,A,11.657620411143645,B,1
None,18-25,E,28.325330888831385,-81.3390534839897,-136.6585434415812,B,D,131.87138568843432,B,-13.406166033222085,B,1
Both,36-50,A,161.8942885596249,-121.67905861935724,-0.8319973189726866,C,E,31.87495095637412,A,-33.66789946173815,A,0
Physical,26-35,B,115.11958022964166,40.657868695918665,-70.811028078524,A,A,-11.694206861645547,A,-36.921264631919634,A,0
Physical,65+,A,-94.70063054618075,-118.80894259422641,14.084563787249637,B,D,99.15266433674344,B,103.4362097918861,D,0
Both,65+,C,-65.10235018936007,56.456403501397546,20.483500978723082,D,C,-138.2841518848014,C,-126.14415914356397,E,1
Mental,36-50,C,206.09271740856906,-152.35777526581387,5.932963666190851,C,A,-80.19091859567996,C,160.82964625980685,B,1
Physical,36-50,B,39.766663309702324,-41.11882340341618,-73.02546777892086,E,A,91.80885658687518,B,-151.43495366405813,E,1
Mental,26-35,D,131.06424037439496,-21.875178518349152,65.62074114996746,D,A,80.25404503544108,C,77.86206321540129,D,0
Mental,18-25,A,82.9646440201872,-16.935835298572798,-94.2095935076471,D,E,-83.70566530494649,E,130.94140162312812,C,0
Mental,65+,B,-120.22670338673838,-123.14375884453935,-70.1655842428924,C,E,56.21608430558847,C,-216.7907367972886,A,1
Both,18-25,B,-56.835522583019625,-279.7270684156724,-107.36677101820604,E,C,62.27519979108471,E,-25.033759133166544,A,1
Mental,65+,E,0.6213528876677665,-82.9786286498262,-68.48175546727695,B,E,-122.58596964938641,B,178.9905371646074,B,1
Yes,18-25,D,44.66100682515267,26.33332770842216,-46.442617128116034,B,E,8.872424955027848,E,79.17253617298134,A,0
Mental,51-65,E,-79.81196127930265,4.546758399931923,-43.758832804897246,B,E,238.3672211982127,B,-50.76545147404937,D,0
Both,65+,A,119.40503287147355,52.39213753822484,-49.28886177579996,C,E,-17.562855837280143,E,127.1304611279643,A,1
None,65+,C,49.56617598678713,8.346379551911086,-7.033940296657868,B,D,18.211626870825217,D,115.99218849011874,E,1
Yes,65+,C,62.54447697153347,46.13907320488355,42.3987349121035,A,E,17.60192189620944,C,81.11266217609547,E,1
Mental,26-35,D,-89.09413307424406,-35.34739467175736,178.69573595240314,E,D,9.359460142083766,A,-16.07050460950889,E,1
Mental,36-50,D,-18.8230831147266,51.67764927783536,62.522769743545645,B,D,162.47474954045276,B,-12.104119182761384,E,0
Both,26-35,A,89.07069627897293,-24.75016353184854,118.08796706049212,D,A,-21.715945854330133,B,71.1126004463235,B,0
None,65+,C,129.5497303433279,-133.66969258925016,-75.91526801588459,C,E,22.151127952603623,B,51.90758108089475,E,1
None,18-25,E,214.44972565315888,-8.065809718492408,32.18361141034192,B,E,-58.81399248496869,E,37.24298002630966,E,1
Mental,51-65,A,1.2515307717532487,17.584445555417087,6.05473867903861,D,B,-131.13517265615837,E,27.402971187125864,A,1
None,36-50,B,22.41903524216037,-93.42820620700414,-109.23803252667632,B,B,-65.12277310416906,E,60.69790682151306,B,1
No,36-50,C,48.17479054802694,-5.8024575903347415,-211.75494430354672,A,C,130.28679845936804,B,-88.61544604331887,D,1
Mental,51-65,A,-50.31939435061147,4.667397840694379,-41.72034942467101,A,C,56.14554777959334,D,77.88585246116244,C,1
No,18-25,E,115.8762173314166,25.64440237296774,-57.94295235078973,B,D,165.76372773228277,E,101.35270703168277,D,0
None,26-35,D,-15.791967199554863,104.44517204115935,-62.63496283189326,B,B,-85.07473581112836,E,-44.005555629560114,E,0
Mental,26-35,B,-70.39814122633999,78.01063251465432,134.55964039415207,A,A,-33.49399432712124,D,-89.50836949685956,D,0
None,26-35,D,-7.673722795669473,196.47034106994602,-76.87634541237088,D,E,-59.492741906727865,A,31.905522829332188,A,1
Physical,65+,D,-0.48384655106374364,-64.22655219413,-110.69909303305636,E,D,34.63370529131176,A,20.671735137663013,A,0
Both,26-35,D,-114.46646215108981,-9.45760582304462,-25.687408437083175,A,E,-202.7780918752551,E,3.134195578310919,B,0
Physical,36-50,C,77.78360041385928,52.57282638203403,10.875697864117859,D,D,-33.67661309647005,C,22.52414083715606,C,1
No,26-35,A,136.36707759073187,203.8796424196135,-100.3872690169596,C,B,-73.88541759341463,E,200.53329721927403,E,0
No,65+,C,78.09165441685082,-118.31540039857123,-108.92373847297452,E,E,18.08371967348186,A,-75.69798342064703,A,0
Both,18-25,B,-99.06807197990676,-24.42282335651696,-18.197060962799544,E,E,29.077938387564412,B,54.71293529833162,E,0
No,51-65,E,134.76890657841736,122.47710284182689,-42.90295128749508,B,B,62.86000383565579,D,7.490067997907427,A,1
No,36-50,E,112.45996510871785,127.58742037161892,117.04284453157894,D,B,25.40530895581501,D,-76.65341983794346,E,1
Mental,18-25,E,143.4659082378136,68.35087165787654,194.55024641993285,A,D,106.3778857292814,A,21.35301911543764,D,0
No,36-50,E,34.34726600350784,-95.02144254317547,124.42194050466627,C,C,183.89911223963546,C,-57.34371017311626,E,0
Yes,18-25,C,54.96897493858326,36.80629057421282,20.790500123165,B,A,50.59332121541795,A,13.243205408185524,C,0
None,65+,E,69.50221559196552,-35.554715777764365,111.3037567005948,B,C,-100.15329556273613,A,53.054921819935345,C,1
No,51-65,B,-42.66337070691869,-25.228845077031693,229.2059047155372,C,E,129.6766725757466,D,-5.6511126996143695,C,0
Physical,65+,B,-26.942986047774138,-114.24232521487438,-105.90533112890073,E,B,113.40599907276001,A,35.54747697283912,A,1
No,18-25,E,-85.79500093878609,24.403764134724216,155.83044850021633,C,B,-72.82147939665526,D,190.17164962215793,E,1
None,18-25,C,66.0730200185062,-121.94717170583522,-69.21240377268806,D,C,152.81212317057455,D,-77.15561715106841,A,1
Physical,18-25,C,-22.295866431164793,294.71404067345924,-128.24970827490145,B,E,-14.564119558634825,C,10.311581074849787,A,1
Both,26-35,C,65.43316932125131,-25.846687743040658,95.09619407741393,B,A,71.73891802615603,E,13.507227966135385,C,1
No,18-25,E,-184.31521112124832,-2.3247670960987077,-201.55141411213563,C,B,-56.458999541034835,A,-174.74603195431214,B,1
Physical,65+,B,37.01769466955792,-2.179389647959008,128.38064339974596,A,B,35.87604455749524,D,-97.6232853072663,D,0
Mental,51-65,D,-33.96448211602067,-38.428797993213806,-118.70050704627302,D,C,-45.98399890369449,C,220.70532407320295,A,1
No,51-65,E,14.79468358599052,-25.592994666202664,-112.3522694973476,E,A,-59.30521780983472,A,0.945311593321921,E,0
Physical,36-50,A,69.94254406701728,47.45473082359134,75.5125884175929,B,E,-107.23894002818015,B,-92.84798063195718,E,1
No,36-50,A,70.63769600002225,25.667800024493992,-56.32664280078568,C,A,109.74674942120623,B,-128.20922988777755,E,1
None,65+,E,-20.528898401367904,96.57687525702042,73.51672322901432,E,B,-46.19888878891137,C,-142.98819404953238,D,0
Physical,65+,D,-30.93476084072125,-34.174127714181004,-64.39305818565167,A,D,-34.43574349600635,B,60.73274025819154,A,0
None,51-65,C,56.01574900685697,-41.53537108581471,-75.52022057854113,C,B,115.36306292136709,B,6.540489584273727,C,0
Physical,26-35,B,-151.54176940589065,99.39441277554005,20.445830850634973,C,D,42.36169207026558,A,-10.55284350326178,D,1
Yes,18-25,B,-44.89465479900361,39.295214665091194,160.7697621174599,A,D,20.214022417626364,E,-60.771224948644196,A,0
Both,36-50,A,33.93005514187823,-100.17277962155946,-17.093129338447646,A,C,14.559060698471873,E,-136.4348205115422,C,0
No,36-50,D,-157.51264317833383,-0.7686927157764165,183.6276398089429,D,D,-180.53594730483545,C,90.78382568083987,D,0
Yes,65+,E,-45.818626433778434,-29.91412586431875,113.93684109998108,A,B,-50.00171383186106,D,-40.49338583254869,D,0
Both,26-35,A,-76.83717987499209,-80.3474930724309,-61.408199507924365,D,B,-13.49360225429568,C,-14.0792227747182,C,1
No,51-65,E,95.08665408507221,-28.82110826114001,64.38851015375555,C,E,-5.985895297077691,C,-81.97073517010085,B,1
Mental,65+,D,22.02662975743627,67.44556929701875,90.63247600888079,D,E,-12.437850050724574,A,37.21189959507268,B,1
Yes,18-25,A,-236.8883460943056,-82.4804259682542,-31.50972684586002,A,A,78.14805095290524,D,-5.4852190742005495,C,1
Both,65+,A,35.586953328679705,-87.19216919397633,65.94799512692306,A,A,30.982604046152584,C,23.36583408063366,C,0
No,36-50,B,-133.747846734668,20.498977360135353,136.54243067488733,D,A,54.714134209535004,D,107.229320645961,A,1
Yes,36-50,E,-74.41648344273518,-78.05704013342198,-49.42841921479356,C,E,-11.21284713304486,A,54.601285452469064,D,0
Yes,26-35,A,48.66979516978919,115.91700775834506,70.89705758164234,B,B,-193.959536512098,A,144.30368837721468,C,0
Mental,26-35,C,45.25246724826169,-109.43924516515312,-88.70783545920892,B,A,-51.5514438342069,A,-15.085138256118814,E,0
Mental,18-25,B,98.56768424631926,-78.70925379545795,-19.542143677711554,E,A,204.17706358671174,B,-206.55671318788106,A,0
No,36-50,D,-28.37052772005898,-12.499067343248987,14.30189121866004,D,A,45.07308319169837,B,-96.28158894411358,A,1
None,26-35,E,9.759745765122819,-166.8565466120664,-54.69758145664255,D,C,53.515339463593946,B,-172.15148804825859,C,1
No,26-35,D,-24.696587491729407,59.43209032726809,117.88527058937954,E,B,139.98721621834906,A,-42.182153329158076,A,0
Mental,18-25,B,-81.13731520569901,118.22543483104317,157.5040904696358,D,B,58.53428853034405,C,-68.49868078263215,E,0
Physical,65+,E,-4.365510538055277,-135.31549409067992,-112.03488966057414,A,C,-2.0373909363752762,A,186.85068382085467,A,1
None,65+,C,156.47378765627894,-123.85077780998948,31.331494837806783,B,C,-87.22713682853592,E,-88.9793480797634,C,0
Mental,36-50,E,118.78787347829791,20.540517072663175,62.101736204534774,A,B,-27.250853377780636,B,22.505649036716378,C,1
None,51-65,B,-55.67277140595074,92.64835508370791,-39.024602144659205,D,E,-79.60531996987315,D,190.02729371332413,E,0
Both,65+,B,88.60786617358974,36.90153521857437,27.21899856726324,A,A,99.94517570744928,C,-88.99053299444157,C,1
Both,65+,D,-162.7127944856588,17.198666997719126,38.1908536792395,D,B,-3.408654241528006,D,-60.4658122167119,E,1
Physical,51-65,B,-28.647249958641364,-122.15643838280499,-122.26084422610558,C,D,6.7840449703301875,C,-19.460192752168663,B,1
Mental,51-65,A,121.46710444835564,31.92132701925072,-155.25106353494252,A,C,69.11529718669316,E,124.63566696259323,B,0
Yes,36-50,A,-24.41512843109919,-19.11517136005609,160.1435307646052,C,D,-139.16917501086746,C,229.7144750455781,A,0
Both,26-35,B,-13.644887772665706,228.30907340033275,158.93878981994794,D,D,172.8417187614509,E,-98.354537501687,D,1
No,18-25,A,-10.043003362234785,32.414699268776,10.089019259293467,D,E,-0.4782045717258344,A,-76.68143536808037,C,1
Yes,36-50,A,-24.546616141707347,-9.470459038886588,42.906809598687914,D,B,255.8244354968314,D,-6.582148314087265,E,1
Mental,65+,A,160.80131669126797,137.9445354564706,-50.780087244998015,D,A,-256.01067743101964,B,39.60783387277748,E,1
None,26-35,A,20.937497331828105,-63.67936599934022,65.723014010073,A,A,118.65894253574663,A,-5.782501582846505,E,1
None,65+,B,235.3085932002943,92.64179064240147,-143.70786433393258,C,E,129.5988103095556,E,194.2302103458401,E,1
Mental,36-50,D,-198.94360588273776,78.62923696889884,-6.011582266500129,D,E,53.01472421108655,A,53.853246941848774,A,0
Yes,36-50,A,-77.75183327799331,103.6875920365546,52.187703808470395,A,B,78.87850348294691,C,74.09607025081569,D,1
Mental,51-65,D,-190.04331387963614,174.34150050800255,39.97337853974682,E,A,-63.722803719256035,E,-56.52362013755917,A,0
No,36-50,C,95.55549440194126,-17.48004523090757,46.148589468363966,D,E,25.441631720749093,B,-21.00895434627498,B,0
Physical,36-50,C,-164.6178707459659,-85.66396072648578,-12.622102477624994,C,D,31.5015205576037,C,-42.29773300777238,A,1
Mental,26-35,E,-151.24303841772735,-74.9125626913347,7.085944124191465,C,D,154.40682793880504,E,-117.67303469393111,D,0
Yes,51-65,B,-112.27150574872489,-165.49071351714403,-68.35127104052646,B,B,23.774784163919364,E,24.598694064162213,C,1
Yes,18-25,B,71.79448156449834,-44.423933503454194,16.771443507761465,E,D,90.16556713636757,D,-212.18407471391134,E,0
Both,26-35,B,-168.88375166267556,46.70109138884121,-122.90739226657288,E,A,21.226981097651564,E,-32.811356173742645,E,0
Yes,36-50,C,46.26449903975887,-85.39573956409441,60.51928533634183,E,E,12.706093342407495,D,-91.21504561573789,A,1
None,51-65,B,138.14272284589677,245.31852645027828,-187.59058065489708,C,A,-31.744335641416132,B,103.46240340311547,A,0
None,65+,D,-97.41872685884772,93.95018851473468,-2.1492464913359823,D,C,-50.282338109361746,C,-27.28232962593829,C,1
None,36-50,D,-82.8558961377418,16.571188872264994,97.63945290924389,E,E,27.5643669725275,C,6.737877524952261,D,1
Mental,65+,A,39.6926291545135,8.54536871194815,-68.4381487058394,D,D,78.95876010135413,E,226.55785223975903,C,0
No,18-25,D,-79.44129898495018,2.1188111653104422,-10.464854913279204,E,A,11.174782870121666,C,-5.835112262014965,B,0
Yes,26-35,E,117.32893901234507,-159.22110085542297,137.99109779072103,B,D,-19.7547482594652,B,0.061632798655414836,B,0
